date,open,high,low,close,volume
2020-09-01,12.25000000,12.25000000,12.25000000,12.25000000,141.19000000
2020-09-01,12.25000000,12.28700000,12.20000000,12.20000000,192.85000000
2020-09-01,12.20100000,12.24700000,12.14600000,12.23800000,579.31000000
2020-09-01,12.23500000,12.24000000,12.13900000,12.18000000,570.98000000
2020-09-01,12.24000000,12.30800000,12.00000000,12.12000000,5989.61000000
2020-09-01,12.17700000,12.17900000,12.06000000,12.06000000,125.78000000
2020-09-01,12.11000000,12.17800000,12.06000000,12.17200000,565.44000000
2020-09-01,12.12000000,12.17800000,12.02700000,12.02700000,129.38000000
2020-09-01,12.08100000,12.14500000,11.85300000,12.06000000,2223.82000000
2020-09-01,12.06000000,12.06000000,11.95100000,12.06000000,316.45000000
2020-09-01,12.06000000,12.09300000,12.02900000,12.02900000,19.06000000
2020-09-01,12.08900000,12.18600000,12.06100000,12.14000000,169.52000000
2020-09-01,12.18000000,12.26900000,12.12100000,12.18000000,2426.76000000
2020-09-01,12.18000000,12.36600000,12.12600000,12.36600000,3532.14000000
2020-09-01,12.36600000,12.58500000,12.30600000,12.56300000,2172.24000000
2020-09-01,12.56300000,12.71200000,12.50300000,12.61000000,12144.65000000
2020-09-01,12.61000000,12.69600000,12.42900000,12.55100000,2577.32000000
2020-09-01,12.56400000,12.72200000,12.48000000,12.69400000,4047.60000000
2020-09-01,12.69400000,12.71300000,12.49400000,12.65000000,2845.58000000
2020-09-01,12.63400000,12.65000000,12.49000000,12.49000000,2499.29000000
2020-09-01,12.50100000,12.61700000,12.42100000,12.55400000,2765.42000000
2020-09-01,12.55800000,12.63500000,12.50800000,12.50800000,4389.94000000
2020-09-01,12.58200000,12.58200000,12.40100000,12.54200000,2482.49000000
2020-09-01,12.48200000,12.88800000,12.48200000,12.82900000,7406.23000000
2020-09-02,12.88800000,12.88900000,12.72200000,12.75000000,4471.93000000
2020-09-02,12.78100000,12.78100000,12.55000000,12.71000000,2549.68000000
2020-09-02,12.67900000,12.78700000,12.62000000,12.71900000,1086.67000000
2020-09-02,12.66100000,12.71000000,12.58200000,12.66000000,1937.41000000
2020-09-02,12.60000000,12.76200000,12.56300000,12.68100000,2151.85000000
2020-09-02,12.68100000,12.81600000,12.68100000,12.80000000,2520.28000000
2020-09-02,12.80000000,12.81500000,12.60500000,12.69200000,893.63000000
2020-09-02,12.62100000,12.77800000,12.51000000,12.61000000,3306.86000000
2020-09-02,12.61000000,12.68000000,12.48000000,12.54000000,5176.92000000
2020-09-02,12.55000000,12.59800000,12.47800000,12.50700000,1070.33000000
2020-09-02,12.48600000,12.60200000,12.45000000,12.50000000,1609.45000000
2020-09-02,12.50000000,12.52800000,12.42300000,12.52800000,2122.46000000
2020-09-02,12.49800000,12.53900000,12.45800000,12.53000000,518.55000000
2020-09-02,12.53000000,12.53000000,12.48500000,12.49600000,982.38000000
2020-09-02,12.48300000,12.48300000,12.34000000,12.36000000,3525.43000000
2020-09-02,12.40800000,12.40800000,12.24000000,12.30000000,2240.23000000
2020-09-02,12.21500000,12.29600000,12.03300000,12.21000000,1137.11000000
2020-09-02,12.21000000,12.31600000,12.14100000,12.26000000,1455.18000000
2020-09-02,12.26500000,12.26500000,11.86000000,11.99900000,5289.21000000
2020-09-02,11.99900000,11.99900000,11.24000000,11.63000000,16785.26000000
2020-09-02,11.60100000,11.80500000,11.52000000,11.69400000,12431.63000000
2020-09-02,11.69400000,11.78200000,11.46400000,11.55000000,7437.48000000
2020-09-02,11.48100000,11.60600000,11.30500000,11.38500000,3034.45000000
2020-09-02,11.38400000,11.60200000,11.38300000,11.59100000,5176.08000000
2020-09-03,11.46900000,11.51300000,11.33400000,11.46400000,10292.69000000
2020-09-03,11.40300000,11.60500000,11.40200000,11.48200000,3156.59000000
2020-09-03,11.58200000,11.64000000,11.47200000,11.64000000,440.50000000
2020-09-03,11.64000000,11.68200000,11.54000000,11.63000000,734.68000000
2020-09-03,11.61100000,11.61200000,11.45200000,11.56800000,1671.48000000
2020-09-03,11.53800000,11.62000000,11.52400000,11.62000000,1084.27000000
2020-09-03,11.53300000,11.73000000,11.53200000,11.62600000,913.11000000
2020-09-03,11.62700000,11.64200000,11.58600000,11.64200000,107.03000000
2020-09-03,11.63600000,11.69300000,11.48000000,11.61200000,626.31000000
2020-09-03,11.61000000,11.68000000,11.49100000,11.64000000,1230.41000000
2020-09-03,11.58300000,11.69900000,11.58300000,11.59400000,363.59000000
2020-09-03,11.59400000,11.62000000,11.50400000,11.57900000,825.86000000
2020-09-03,11.59800000,11.59900000,11.35600000,11.45500000,1312.92000000
2020-09-03,11.44100000,11.51700000,11.40000000,11.46400000,315.57000000
2020-09-03,11.39600000,11.52000000,11.34900000,11.43100000,546.07000000
2020-09-03,11.43100000,11.64000000,11.37000000,11.60100000,400.48000000
2020-09-03,11.63900000,11.70000000,11.49800000,11.50000000,5922.60000000
2020-09-03,11.61800000,11.62500000,11.52300000,11.52300000,899.63000000
2020-09-03,11.52300000,11.53000000,11.40000000,11.44800000,5145.17000000
2020-09-03,11.45500000,11.45500000,11.20000000,11.30000000,3362.35000000
2020-09-03,11.30000000,11.33900000,10.20000000,10.63600000,38495.75000000
2020-09-03,10.63900000,10.77400000,10.60200000,10.77200000,10410.72000000
2020-09-03,10.77200000,10.79700000,10.63000000,10.63200000,6472.55000000
2020-09-03,10.70000000,10.70000000,9.99600000,10.36000000,30764.56000000
2020-09-04,10.30000000,10.44800000,10.21200000,10.21800000,3248.38000000
2020-09-04,10.21000000,10.52300000,10.20100000,10.41500000,3045.22000000
2020-09-04,10.41500000,10.47800000,10.33400000,10.35200000,655.35000000
2020-09-04,10.35000000,10.44300000,10.21300000,10.37300000,2046.93000000
2020-09-04,10.40000000,10.56300000,10.37300000,10.51500000,1255.01000000
2020-09-04,10.51500000,10.60200000,10.37000000,10.37000000,2139.12000000
2020-09-04,10.40100000,10.50800000,10.32600000,10.37900000,761.94000000
2020-09-04,10.30000000,10.34000000,9.03700000,9.53000000,32207.50000000
2020-09-04,9.51300000,9.79800000,9.36800000,9.74000000,17058.33000000
2020-09-04,9.74000000,9.76200000,9.60300000,9.65300000,2161.11000000
2020-09-04,9.72100000,9.74800000,9.52000000,9.67100000,6474.07000000
2020-09-04,9.67200000,9.75200000,9.64000000,9.72800000,3132.23000000
2020-09-04,9.72700000,9.83000000,9.65000000,9.65000000,3312.51000000
2020-09-04,9.73200000,9.73200000,9.64000000,9.71600000,1271.64000000
2020-09-04,9.71700000,9.75100000,9.65600000,9.65600000,607.15000000
2020-09-04,9.65100000,9.74300000,9.36800000,9.73000000,7553.87000000
2020-09-04,9.73000000,9.96600000,9.73000000,9.93600000,4442.35000000
2020-09-04,9.90600000,10.08000000,9.90600000,10.02200000,3369.89000000
2020-09-04,10.06300000,10.08000000,9.95100000,9.99300000,1995.73000000
2020-09-04,10.00000000,10.00000000,9.76900000,9.92000000,3101.33000000
2020-09-04,9.92300000,10.05000000,9.86000000,9.95000000,1175.02000000
2020-09-04,10.04500000,10.09000000,9.86600000,9.90700000,1998.57000000
2020-09-04,9.90100000,9.95100000,9.07700000,9.77100000,11992.05000000
2020-09-04,9.85400000,10.00800000,9.51100000,9.83600000,4411.43000000
2020-09-05,9.83500000,10.00000000,9.70600000,9.93000000,10439.78000000
2020-09-05,9.93000000,9.98900000,9.81600000,9.92500000,13697.96000000
2020-09-05,9.90000000,10.07100000,9.72700000,10.00100000,4212.91000000
2020-09-05,10.01300000,10.23000000,9.91200000,10.15000000,3673.25000000
2020-09-05,10.15000000,10.20400000,10.03300000,10.15000000,5010.50000000
2020-09-05,10.10400000,10.21200000,10.06400000,10.06500000,3540.10000000
2020-09-05,10.05000000,10.14600000,9.93000000,9.99000000,2449.47000000
2020-09-05,9.93000000,10.04000000,9.88900000,10.04000000,1696.46000000
2020-09-05,10.06200000,10.13900000,9.95700000,10.04900000,278.68000000
2020-09-05,9.96200000,10.00200000,9.93000000,10.00200000,622.26000000
2020-09-05,9.99100000,10.02700000,9.97300000,9.97500000,156.15000000
2020-09-05,9.91200000,9.96500000,9.82900000,9.94200000,649.37000000
2020-09-05,9.87000000,10.02300000,9.83200000,9.94300000,543.02000000
2020-09-05,9.93000000,9.96100000,9.92000000,9.96000000,93.87000000
2020-09-05,9.92700000,10.05000000,9.83800000,10.00000000,3202.06000000
2020-09-05,10.00100000,10.07000000,9.75200000,9.95000000,3307.15000000
2020-09-05,9.88000000,9.91000000,9.75000000,9.80000000,3292.04000000
2020-09-05,9.80000000,9.86700000,9.75000000,9.75000000,18966.04000000
