date,statusList,zscore,MITHUSDT_position,MITHUSDT_price,THETAUSDT_position,THETAUSDT_price,init,total_asset,pnl,return
2020-08-05,-1,-1.1402882158479857,13571754.033779686,0.00907,-392249.7262328142,0.31382,200000,246191.6181727635,46191.6181727635,1.2309580908638176
2020-08-06,-1,-0.7743341806402438,13571754.033779686,0.01,-392249.7262328142,0.31719,200000,260135.23100158322,60135.23100158322,1.300676155007916
2020-08-07,-1,-0.6725019157868024,13571754.033779686,0.00996,-392249.7262328142,0.30778,200000,255901.29091638123,55901.29091638123,1.2795064545819061
2020-08-08,-1,-0.8052111226549122,13571754.033779686,0.01035,-392249.7262328142,0.33064,200000,270161.10373123747,70161.10373123747,1.3508055186561874
2020-08-09,-1,-0.32783752503096736,13571754.033779686,0.01088,-392249.7262328142,0.32145,200000,273749.35838506115,73749.35838506115,1.3687467919253058
2020-08-10,-1,-0.3110259600278904,13571754.033779686,0.01256,-392249.7262328142,0.37231,200000,316499.7262380119,116499.7262380119,1.5824986311900595
2020-08-11,-1,-0.7170304021156141,13571754.033779686,0.01104,-392249.7262328142,0.35598,200000,289465.22207728494,89465.22207728494,1.4473261103864248
2020-08-12,-1,-1.1288716621477826,13571754.033779686,0.01155,-392249.7262328142,0.40377,200000,315132.4310511787,115132.43105117872,1.5756621552558936
2020-08-13,-2,-1.3292664855350915,0.0,0.01084,0.0,0.39628,200000,254514.52595813136,54514.52595813136,1.2725726297906568
2020-08-14,-1,-1.0759423031475126,11241807.683663046,0.01132,-317136.24985437654,0.40127,200000,254514.52595813136,54514.52595813136,1.2725726297906568
2020-08-15,-1,-1.13173800627726,11241807.683663046,0.01074,-317136.24985437654,0.38413,200000,242558.5621791028,42558.562179102795,1.212792810895514
2020-08-16,-1,-0.5237993210271235,11241807.683663046,0.01178,-317136.24985437654,0.39647,200000,258163.50349331537,58163.503493315366,1.2908175174665768
2020-08-17,-1,-0.2744770029650606,11241807.683663046,0.01169,-317136.24985437654,0.38679,200000,254081.86190319533,54081.86190319533,1.2704093095159767
2020-08-18,-2,-1.7302631696205224,0.0,0.01125,0.0,0.43526,200000,266080.913628538,66080.91362853802,1.3304045681426901
2020-08-19,-2,-1.8019687098360118,0.0,0.01029,0.0,0.40443,200000,266080.913628538,66080.91362853802,1.3304045681426901
2020-08-20,-2,-2.1375323006367344,0.0,0.01076,0.0,0.45499,200000,266080.913628538,66080.91362853802,1.3304045681426901
2020-08-21,-2,-1.8435365073319894,0.0,0.00995,0.0,0.42093,200000,266080.913628538,66080.91362853802,1.3304045681426901
2020-08-22,-2,-2.0216216427283373,0.0,0.00984,0.0,0.44905,200000,266080.913628538,66080.91362853802,1.3304045681426901
2020-08-23,-2,-2.0811973725388855,0.0,0.0098,0.0,0.48402,200000,266080.913628538,66080.91362853802,1.3304045681426901
2020-08-24,-2,-1.9105378686591337,0.0,0.01084,0.0,0.55199,200000,266080.913628538,66080.91362853802,1.3304045681426901
2020-08-25,-2,-1.6705233132157757,0.0,0.00994,0.0,0.50751,200000,266080.913628538,66080.91362853802,1.3304045681426901
2020-08-26,-2,-1.259562579374973,0.0,0.01031,0.0,0.49529,200000,266080.913628538,66080.91362853802,1.3304045681426901
2020-08-27,-1,-1.062307390170723,13945540.54656908,0.00954,-296092.8888415139,0.44932,200000,266080.913628538,66080.91362853802,1.3304045681426901
2020-08-28,-1,-0.955204204358871,13945540.54656908,0.01009,-296092.8888415139,0.47443,200000,281185.8533679615,81185.85336796148,1.4059292668398073
2020-08-29,-1,-0.9528058074819498,13945540.54656908,0.01057,-296092.8888415139,0.50518,200000,296984.5691621911,96984.56916219112,1.4849228458109556
2020-08-30,-1,-0.8561220841051932,13945540.54656908,0.0105,-296092.8888415139,0.49811,200000,293915.00459982187,93915.00459982187,1.4695750229991094
2020-08-31,0,-0.1962589736338178,0.0,0.01111,0.0,0.47619,200000,252142.43089359603,52142.43089359603,1.26071215446798
2020-09-01,0,-0.3935703599742797,0.0,0.01094,0.0,0.489,200000,252142.43089359603,52142.43089359603,1.26071215446798
2020-09-02,0,-0.8591401469152748,0.0,0.00972,0.0,0.47499,200000,252142.43089359603,52142.43089359603,1.26071215446798
2020-09-03,-2,-1.31107460703621,0.0,0.00743,0.0,0.4019,200000,252142.43089359603,52142.43089359603,1.26071215446798
2020-09-04,-1,-1.1005467820588561,15758901.930849751,0.008,-297183.57325632457,0.42422,200000,252142.43089359603,52142.43089359603,1.26071215446798
2020-09-05,-2,-1.5861877200427765,0.0,0.00672,0.0,0.39346,200000,263172.45865171915,63172.45865171915,1.3158622932585957
2020-09-06,-2,-1.879328004273749,0.0,0.00701,0.0,0.42602,200000,263172.45865171915,63172.45865171915,1.3158622932585957
2020-09-07,-2,-1.663965592455167,0.0,0.00692,0.0,0.41567,200000,263172.45865171915,63172.45865171915,1.3158622932585957
2020-09-08,-1,-1.0921057722807137,18481211.983969044,0.00712,-330286.7201954307,0.3984,200000,263172.45865171915,63172.45865171915,1.3158622932585957
2020-09-09,-2,-2.05413754185506,0.0,0.00717,0.0,0.47727,200000,288298.11167433433,88298.11167433433,1.4414905583716717
2020-09-10,-2,-1.8951934215377155,0.0,0.00721,0.0,0.48698,200000,288298.11167433433,88298.11167433433,1.4414905583716717
2020-09-11,-2,-1.6114134445782835,0.0,0.00748,0.0,0.50008,200000,288298.11167433433,88298.11167433433,1.4414905583716717
2020-09-12,-2,-1.8255950467306228,0.0,0.00747,0.0,0.54873,200000,288298.11167433433,88298.11167433433,1.4414905583716717
2020-09-13,-2,-1.824428340530333,0.0,0.00691,0.0,0.54238,200000,288298.11167433433,88298.11167433433,1.4414905583716717
2020-09-14,-2,-1.5055822426973227,0.0,0.00694,0.0,0.52979,200000,288298.11167433433,88298.11167433433,1.4414905583716717
2020-09-15,-2,-1.6710958448481386,0.0,0.00629,0.0,0.53596,200000,288298.11167433433,88298.11167433433,1.4414905583716717
2020-09-16,-2,-1.5146017391338302,0.0,0.00611,0.0,0.52668,200000,288298.11167433433,88298.11167433433,1.4414905583716717
2020-09-17,-2,-1.4976110996463854,0.0,0.00615,0.0,0.55972,200000,288298.11167433433,88298.11167433433,1.4414905583716717
2020-09-18,-2,-1.493331190065606,0.0,0.00593,0.0,0.57489,200000,288298.11167433433,88298.11167433433,1.4414905583716717
2020-09-19,-2,-1.4081403592479098,0.0,0.00581,0.0,0.57862,200000,288298.11167433433,88298.11167433433,1.4414905583716717
2020-09-20,-2,-1.278566442583518,0.0,0.00572,0.0,0.55705,200000,288298.11167433433,88298.11167433433,1.4414905583716717
2020-09-21,-2,-1.5363327965708724,0.0,0.00516,0.0,0.57114,200000,288298.11167433433,88298.11167433433,1.4414905583716717
2020-09-22,-2,-1.418477270223549,0.0,0.00522,0.0,0.57472,200000,288298.11167433433,88298.11167433433,1.4414905583716717
2020-09-23,-2,-1.3836035467044003,0.0,0.00486,0.0,0.55482,200000,288298.11167433433,88298.11167433433,1.4414905583716717
2020-09-24,-2,-1.392900454189517,0.0,0.00536,0.0,0.63897,200000,288298.11167433433,88298.11167433433,1.4414905583716717
2020-09-25,-2,-1.2971510756961626,0.0,0.00552,0.0,0.66533,200000,288298.11167433433,88298.11167433433,1.4414905583716717
2020-09-26,-2,-1.2970074953089274,0.0,0.00551,0.0,0.6965,200000,288298.11167433433,88298.11167433433,1.4414905583716717
2020-09-27,-2,-1.3644995447027237,0.0,0.00551,0.0,0.74923,200000,288298.11167433433,88298.11167433433,1.4414905583716717
2020-09-28,-2,-1.2284791335953729,0.0,0.00548,0.0,0.71583,200000,288298.11167433433,88298.11167433433,1.4414905583716717
2020-09-29,-2,-1.4059077181668158,0.0,0.00536,0.0,0.77833,200000,288298.11167433433,88298.11167433433,1.4414905583716717
2020-09-30,-1,-1.156309803687736,26400925.977503147,0.00546,-192560.75533625504,0.74859,200000,288298.11167433433,88298.11167433433,1.4414905583716717
2020-10-01,-1,-1.0517063458382094,26400925.977503147,0.0054,-192560.75533625504,0.7277,200000,282691.4619367098,82691.46193670982,1.4134573096835492
2020-10-02,-1,-0.9683895726526716,26400925.977503147,0.00521,-192560.75533625504,0.69902,200000,272152.6435379404,72152.6435379404,1.360763217689702
2020-10-03,-2,-1.2130617635200986,0.0,0.00512,0.0,0.75199,200000,297929.13307482866,97929.13307482866,1.4896456653741432
2020-10-04,-2,-1.2106655950210228,0.0,0.00521,0.0,0.7724,200000,297929.13307482866,97929.13307482866,1.4896456653741432
2020-10-05,0,-0.8844865425560773,0.0,0.00532,0.0,0.7428,200000,297929.13307482866,97929.13307482866,1.4896456653741432
2020-10-06,-1,-1.0642852570051686,31830035.58491759,0.00468,-217070.40661189702,0.68625,200000,297929.13307482866,97929.13307482866,1.4896456653741432
2020-10-07,-1,-1.1135777861275429,31830035.58491759,0.00494,-217070.40661189702,0.73954,200000,317772.62429525517,117772.62429525517,1.5888631214762758
2020-10-08,-1,-0.8928589669663091,31830035.58491759,0.00494,-217070.40661189702,0.71955,200000,313433.3868670834,113433.38686708338,1.5671669343354169
2020-10-09,0,0.0008120075915693027,0.0,0.00553,0.0,0.71524,200000,277166.4739153276,77166.47391532757,1.385832369576638
2020-10-10,0,-0.625819039679868,0.0,0.00543,0.0,0.76602,200000,277166.4739153276,77166.47391532757,1.385832369576638
2020-10-11,0,-0.35619257478166355,0.0,0.00539,0.0,0.74501,200000,277166.4739153276,77166.47391532757,1.385832369576638
2020-10-12,0,0.23283831948211847,0.0,0.00553,0.0,0.73336,200000,277166.4739153276,77166.47391532757,1.385832369576638
2020-10-13,0,-0.10173962142888315,0.0,0.00549,0.0,0.754,200000,277166.4739153276,77166.47391532757,1.385832369576638
2020-10-14,0,-0.28477808335568294,0.0,0.00525,0.0,0.73438,200000,277166.4739153276,77166.47391532757,1.385832369576638
2020-10-15,0,0.871157469788088,0.0,0.00519,0.0,0.6885,200000,277166.4739153276,77166.47391532757,1.385832369576638
2020-10-16,1,1.100529480571584,-27661324.742048662,0.00501,209450.97401596582,0.66165,200000,277166.4739153276,77166.47391532757,1.385832369576638
2020-10-17,2,2.351348569915189,0.0,0.0051,0.0,0.62437,200000,287464.32545342715,87464.32545342715,1.4373216272671359
2020-10-18,0,0.9697943286132514,0.0,0.00511,0.0,0.66983,200000,287464.32545342715,87464.32545342715,1.4373216272671359
2020-10-19,2,1.3928073662892415,0.0,0.00496,0.0,0.63118,200000,287464.32545342715,87464.32545342715,1.4373216272671359
2020-10-20,2,1.2886288100088137,0.0,0.00471,0.0,0.5984,200000,287464.32545342715,87464.32545342715,1.4373216272671359
2020-10-21,2,1.292579271147574,0.0,0.00505,0.0,0.6373,200000,287464.32545342715,87464.32545342715,1.4373216272671359
2020-10-22,1,1.0784253244255415,-27909157.811012346,0.00515,219532.26222921797,0.65472,200000,287464.32545342715,87464.32545342715,1.4373216272671359
2020-10-23,2,1.4052845198701027,0.0,0.00521,0.0,0.64431,200000,291424.2057718941,91424.20577189408,1.4571210288594703
2020-10-24,0,-0.7306229868333246,0.0,0.00515,0.0,0.72109,200000,291424.2057718941,91424.20577189408,1.4571210288594703
2020-10-25,0,-0.05089042059079808,0.0,0.00518,0.0,0.69502,200000,291424.2057718941,91424.20577189408,1.4571210288594703
2020-10-26,0,-0.11883851096620375,0.0,0.00488,0.0,0.65423,200000,291424.2057718941,91424.20577189408,1.4571210288594703
2020-10-27,0,-0.5888304915743701,0.0,0.00483,0.0,0.65889,200000,291424.2057718941,91424.20577189408,1.4571210288594703
2020-10-28,0,-0.25984044166090625,0.0,0.00467,0.0,0.62367,200000,291424.2057718941,91424.20577189408,1.4571210288594703
2020-10-29,0,-0.6582047847226496,0.0,0.00436,0.0,0.59395,200000,291424.2057718941,91424.20577189408,1.4571210288594703
2020-10-30,-2,-2.066194718675477,0.0,0.00417,0.0,0.61076,200000,291424.2057718941,91424.20577189408,1.4571210288594703
2020-10-31,-2,-2.1295697624227934,0.0,0.00408,0.0,0.61054,200000,291424.2057718941,91424.20577189408,1.4571210288594703
2020-11-01,0,-0.7936942864836838,0.0,0.00439,0.0,0.61157,200000,291424.2057718941,91424.20577189408,1.4571210288594703
2020-11-02,-1,-1.1391226472072502,35281380.844054975,0.00413,-247494.01764067437,0.58875,200000,291424.2057718941,91424.20577189408,1.4571210288594703
2020-11-03,-1,-1.0226303840032043,35281380.844054975,0.00411,-247494.01764067437,0.58275,200000,289233.6140491689,89233.61404916889,1.4461680702458444
2020-11-04,-2,-1.2892707022213574,0.0,0.00407,0.0,0.5912,200000,294147.44896575704,94147.44896575704,1.4707372448287852
2020-11-05,-2,-1.4913252649143236,0.0,0.00422,0.0,0.62873,200000,294147.44896575704,94147.44896575704,1.4707372448287852
2020-11-06,0,0.014480279465732864,0.0,0.00499,0.0,0.67759,200000,294147.44896575704,94147.44896575704,1.4707372448287852
2020-11-07,0,-0.16683112723893137,0.0,0.00464,0.0,0.6382,200000,294147.44896575704,94147.44896575704,1.4707372448287852
2020-11-08,1,1.1997063041675686,-28229121.781742517,0.00521,221323.2475815303,0.66452,200000,294147.44896575704,94147.44896575704,1.4707372448287852
2020-11-09,2,1.5552177930993887,0.0,0.00515,0.0,0.64278,200000,297265.2690612749,97265.26906127488,1.4863263453063744
2020-11-10,2,2.3773155319174695,0.0,0.00547,0.0,0.64041,200000,297265.2690612749,97265.26906127488,1.4863263453063744
2020-11-11,2,2.0912418635617556,0.0,0.00523,0.0,0.61132,200000,297265.2690612749,97265.26906127488,1.4863263453063744
2020-11-12,2,1.2931206044118442,0.0,0.00488,0.0,0.60069,200000,297265.2690612749,97265.26906127488,1.4863263453063744
2020-11-13,2,1.314438772227927,0.0,0.00519,0.0,0.63125,200000,297265.2690612749,97265.26906127488,1.4863263453063744
2020-11-14,0,0.7902414296803402,0.0,0.00487,0.0,0.61226,200000,297265.2690612749,97265.26906127488,1.4863263453063744
2020-11-15,0,0.9657178924738756,0.0,0.00489,0.0,0.60341,200000,297265.2690612749,97265.26906127488,1.4863263453063744
2020-11-16,0,0.6615597166113231,0.0,0.00493,0.0,0.61961,200000,297265.2690612749,97265.26906127488,1.4863263453063744
2020-11-17,0,0.22780031031132328,0.0,0.00504,0.0,0.65411,200000,297265.2690612749,97265.26906127488,1.4863263453063744
2020-11-18,0,0.25584159888783553,0.0,0.00482,0.0,0.62259,200000,297265.2690612749,97265.26906127488,1.4863263453063744
2020-11-19,0,-0.3620989539322173,0.0,0.00461,0.0,0.62245,200000,297265.2690612749,97265.26906127488,1.4863263453063744
2020-11-20,0,-0.36254836127701573,0.0,0.0048,0.0,0.64345,200000,297265.2690612749,97265.26906127488,1.4863263453063744
2020-11-21,0,0.3026387220161623,0.0,0.00551,0.0,0.70207,200000,297265.2690612749,97265.26906127488,1.4863263453063744
2020-11-22,0,0.8663432468044419,0.0,0.00532,0.0,0.64934,200000,297265.2690612749,97265.26906127488,1.4863263453063744
2020-11-23,2,1.3116608078572436,0.0,0.00565,0.0,0.66535,200000,297265.2690612749,97265.26906127488,1.4863263453063744
2020-11-24,2,1.789564955223615,0.0,0.00611,0.0,0.69194,200000,297265.2690612749,97265.26906127488,1.4863263453063744
2020-11-25,2,2.2134089825790952,0.0,0.00634,0.0,0.69374,200000,297265.2690612749,97265.26906127488,1.4863263453063744
2020-11-26,2,1.4935327841118045,0.0,0.0055,0.0,0.62041,200000,297265.2690612749,97265.26906127488,1.4863263453063744
2020-11-27,2,2.066739641338988,0.0,0.00565,0.0,0.60688,200000,297265.2690612749,97265.26906127488,1.4863263453063744
2020-11-28,2,2.0398663883626504,0.0,0.00594,0.0,0.62438,200000,297265.2690612749,97265.26906127488,1.4863263453063744
2020-11-29,2,2.2235197580377237,0.0,0.00614,0.0,0.61777,200000,297265.2690612749,97265.26906127488,1.4863263453063744
2020-11-30,2,1.2405194127646941,0.0,0.006,0.0,0.6428,200000,297265.2690612749,97265.26906127488,1.4863263453063744
2020-12-01,0,0.8526379765223889,0.0,0.00558,0.0,0.61372,200000,297265.2690612749,97265.26906127488,1.4863263453063744
2020-12-02,2,1.2348057785036428,0.0,0.00599,0.0,0.63198,200000,297265.2690612749,97265.26906127488,1.4863263453063744
2020-12-03,0,0.663212878703123,0.0,0.00603,0.0,0.66365,200000,297265.2690612749,97265.26906127488,1.4863263453063744
2020-12-04,0,-0.2711218972241976,0.0,0.00559,0.0,0.66648,200000,297265.2690612749,97265.26906127488,1.4863263453063744
2020-12-05,0,-0.9801657465953869,0.0,0.00577,0.0,0.73778,200000,297265.2690612749,97265.26906127488,1.4863263453063744
2020-12-06,0,-0.7281632149124119,0.0,0.00561,0.0,0.69941,200000,297265.2690612749,97265.26906127488,1.4863263453063744
2020-12-07,0,-0.8908788483452726,0.0,0.0054,0.0,0.68216,200000,297265.2690612749,97265.26906127488,1.4863263453063744
2020-12-08,-2,-2.151517267187156,0.0,0.005,0.0,0.745,200000,297265.2690612749,97265.26906127488,1.4863263453063744
2020-12-09,-2,-1.4335181326176134,0.0,0.00529,0.0,0.72396,200000,297265.2690612749,97265.26906127488,1.4863263453063744
2020-12-10,-1,-1.1534006013736242,28916854.967050087,0.00514,-218603.12173584753,0.67992,200000,297265.2690612749,97265.26906127488,1.4863263453063744
2020-12-11,-2,-1.4696092985332434,0.0,0.0049,0.0,0.68052,200000,304336.47612640844,104336.47612640844,1.521682380632042
2020-12-12,-1,-1.0659668237033635,29319506.370559577,0.00519,-219816.88416497537,0.69225,200000,304336.47612640844,104336.47612640844,1.521682380632042
2020-12-13,-2,-1.3720053287034255,0.0,0.00516,0.0,0.72938,200000,313377.8622265707,113377.86222657072,1.5668893111328535
2020-12-14,-1,-1.1758807256048214,29178571.901915338,0.00537,-208338.0062403241,0.75209,200000,313377.8622265707,113377.86222657072,1.5668893111328535
2020-12-15,-2,-1.2329753567173987,0.0,0.0053,0.0,0.76353,200000,317803.7490510941,117803.74905109411,1.5890187452554705
2020-12-16,-2,-1.553459844463933,0.0,0.00547,0.0,0.85623,200000,317803.7490510941,117803.74905109411,1.5890187452554705
2020-12-17,0,-0.959153741669165,0.0,0.00565,0.0,0.8154,200000,317803.7490510941,117803.74905109411,1.5890187452554705
2020-12-18,-1,-1.0396126899716487,26006853.44116973,0.00611,-175169.9034598647,0.90713,200000,317803.7490510941,117803.74905109411,1.5890187452554705
2020-12-19,-1,-0.6383545932481886,26006853.44116973,0.00638,-175169.9034598647,0.90017,200000,323606.41695212934,123606.41695212934,1.6180320847606466
2020-12-20,0,1.3896161956651198,0.0,0.00816,0.0,0.915,200000,265868.28663692536,65868.28663692536,1.3293414331846267
2020-12-21,0,-0.5310795399015724,0.0,0.0066,0.0,0.92725,200000,265868.28663692536,65868.28663692536,1.3293414331846267
2020-12-22,0,0.5486184874813471,0.0,0.00856,0.0,1.08618,200000,265868.28663692536,65868.28663692536,1.3293414331846267
2020-12-23,-2,-1.4365652300733434,0.0,0.00686,0.0,1.06912,200000,265868.28663692536,65868.28663692536,1.3293414331846267
2020-12-24,0,-0.1373056215269612,0.0,0.00855,0.0,1.18574,200000,265868.28663692536,65868.28663692536,1.3293414331846267
2020-12-25,0,-0.5844672654307903,0.0,0.00885,0.0,1.28291,200000,265868.28663692536,65868.28663692536,1.3293414331846267
2020-12-26,0,-0.8675406279136755,0.0,0.01114,0.0,1.66866,200000,265868.28663692536,65868.28663692536,1.3293414331846267
2020-12-27,2,3.9261482272487944,0.0,0.01775,0.0,1.35045,200000,265868.28663692536,65868.28663692536,1.3293414331846267
2020-12-28,0,0.6731529719519522,0.0,0.01325,0.0,1.55606,200000,265868.28663692536,65868.28663692536,1.3293414331846267
2020-12-29,0,0.750164251461016,0.0,0.01248,0.0,1.43206,200000,265868.28663692536,65868.28663692536,1.3293414331846267
2020-12-30,2,1.3112171375781962,0.0,0.01558,0.0,1.59692,200000,265868.28663692536,65868.28663692536,1.3293414331846267
2020-12-31,0,-0.23005899113162037,0.0,0.01371,0.0,1.86224,200000,265868.28663692536,65868.28663692536,1.3293414331846267
2021-01-01,0,-0.6123929305171921,0.0,0.01321,0.0,1.96621,200000,265868.28663692536,65868.28663692536,1.3293414331846267
2021-01-02,-2,-1.683584448109968,0.0,0.01126,0.0,2.40024,200000,265868.28663692536,65868.28663692536,1.3293414331846267
2021-01-03,-2,-1.5419409162221935,0.0,0.00982,0.0,2.12597,200000,265868.28663692536,65868.28663692536,1.3293414331846267
2021-01-04,-2,-1.3321568312078074,0.0,0.00939,0.0,1.96868,200000,265868.28663692536,65868.28663692536,1.3293414331846267
2021-01-05,-2,-1.3803467838755012,0.0,0.00948,0.0,2.13193,200000,265868.28663692536,65868.28663692536,1.3293414331846267
2021-01-06,-1,-1.11680966920023,12806757.54513128,0.01038,-61351.57715596683,2.16676,200000,265868.28663692536,65868.28663692536,1.3293414331846267
2021-01-07,-1,-1.0310779001075925,12806757.54513128,0.00956,-61351.57715596683,1.98791,200000,244394.01587557307,44394.015875573066,1.2219700793778654
2021-01-08,-1,-0.8458401165817899,12806757.54513128,0.01011,-61351.57715596683,1.99427,200000,251827.9285561072,51827.92855610719,1.259139642780536
2021-01-09,-1,-0.696439978650325,12806757.54513128,0.01067,-61351.57715596683,2.04103,200000,261868.51252919371,61868.512529193715,1.3093425626459685
2021-01-10,-1,-0.7501862125464851,12806757.54513128,0.00989,-61351.57715596683,1.98621,200000,248515.9481843012,48515.9481843012,1.242579740921506
2021-01-11,-1,-0.8018055378697782,12806757.54513128,0.00852,-61351.57715596683,1.81684,200000,220579.57372456527,20579.57372456527,1.1028978686228263
2021-01-12,-1,-0.8048427360396193,12806757.54513128,0.0083,-61351.57715596683,1.8215,200000,218047.98541418317,18047.985414183175,1.0902399270709158
2021-01-13,-1,-0.8945784707625406,12806757.54513128,0.00872,-61351.57715596683,2.09522,200000,240219.97728226957,40219.97728226957,1.2010998864113478
2021-01-14,-1,-0.9098074865804744,12806757.54513128,0.00862,-61351.57715596683,2.19146,200000,244843.77731324668,44843.77731324668,1.2242188865662333
2021-01-15,-1,-0.7444920864974605,12806757.54513128,0.00858,-61351.57715596683,2.05549,200000,235989.53306554462,35989.533065544616,1.179947665327723
2021-01-16,-1,-0.5662110108806341,12806757.54513128,0.00932,-61351.57715596683,2.04406,200000,244765.28512204907,44765.28512204907,1.2238264256102453
2021-01-17,-1,-0.39479759312860174,12806757.54513128,0.00948,-61351.57715596683,2.00854,200000,244635.15830869015,44635.15830869015,1.2231757915434507
2021-01-18,-1,-0.32683491668869435,12806757.54513128,0.00961,-61351.57715596683,2.04695,200000,248656.5508681179,48656.55086811789,1.2432827543405895
2021-01-19,0,-0.15211192322067973,0.0,0.00952,0.0,1.998,200000,266528.40596489725,66528.40596489725,1.3326420298244863
2021-01-20,0,-0.21061351092734257,0.0,0.00942,0.0,2.03281,200000,266528.40596489725,66528.40596489725,1.3326420298244863
2021-01-21,2,2.9245538500979578,0.0,0.01033,0.0,1.7418,200000,266528.40596489725,66528.40596489725,1.3326420298244863
2021-01-22,2,1.3114462456734708,0.0,0.01009,0.0,1.89757,200000,266528.40596489725,66528.40596489725,1.3326420298244863
2021-01-23,1,1.1493905209676192,-13039550.19397736,0.01022,69091.76844797212,1.9288,200000,266528.40596489725,66528.40596489725,1.3326420298244863
2021-01-24,2,1.3722977971645554,0.0,0.01067,0.0,1.95055,200000,270893.45758844365,70893.45758844365,1.3544672879422182
2021-01-25,0,-0.3044134419766187,0.0,0.00971,0.0,2.07529,200000,270893.45758844365,70893.45758844365,1.3544672879422182
2021-01-26,-1,-1.1908546427647941,14079701.537860896,0.00962,-59224.629993100934,2.287,200000,270893.45758844365,70893.45758844365,1.3544672879422182
2021-01-27,-1,-0.9178329286481378,14079701.537860896,0.00858,-59224.629993100934,1.99307,200000,238842.67249519617,38842.672495196166,1.1942133624759808
2021-01-28,0,0.1265699174689762,0.0,0.0096,0.0,1.99193,200000,253699.64004713664,53699.640047136636,1.2684982002356833
2021-01-29,0,0.1046216681347589,0.0,0.00984,0.0,2.05641,200000,253699.64004713664,53699.640047136636,1.2684982002356833
2021-01-30,2,2.9722118701129627,0.0,0.0137,0.0,2.00197,200000,253699.64004713664,53699.640047136636,1.2684982002356833
2021-01-31,2,2.126137505104665,0.0,0.01258,0.0,1.91015,200000,253699.64004713664,53699.640047136636,1.2684982002356833
2021-02-01,1,1.05916573894319,-10650698.57460691,0.01191,62165.13357978972,2.04053,200000,253699.64004713664,53699.640047136636,1.2684982002356833
2021-02-02,1,1.1599862289238487,-10650698.57460691,0.01296,62165.13357978972,2.1533,200000,271893.23566426674,71893.23566426674,1.3594661783213338
2021-02-03,2,1.8050927617994459,0.0,0.01475,0.0,2.18751,200000,274810.59266546275,74810.59266546275,1.3740529633273137
2021-02-04,2,1.6677860373661961,0.0,0.01451,0.0,2.129,200000,274810.59266546275,74810.59266546275,1.3740529633273137
2021-02-05,0,0.973036051860569,0.0,0.01529,0.0,2.42866,200000,274810.59266546275,74810.59266546275,1.3740529633273137
2021-02-06,0,0.7494673680334815,0.0,0.01406,0.0,2.27908,200000,274810.59266546275,74810.59266546275,1.3740529633273137
2021-02-07,0,0.37029672557132726,0.0,0.01349,0.0,2.29069,200000,274810.59266546275,74810.59266546275,1.3740529633273137
2021-02-08,0,-0.47545166944546,0.0,0.0151,0.0,2.90949,200000,274810.59266546275,74810.59266546275,1.3740529633273137
2021-02-09,0,0.3803834504049118,0.0,0.01735,0.0,2.90652,200000,274810.59266546275,74810.59266546275,1.3740529633273137
2021-02-10,0,0.5237422029311379,0.0,0.01726,0.0,2.83099,200000,274810.59266546275,74810.59266546275,1.3740529633273137
2021-02-11,2,1.6845762622460914,0.0,0.02125,0.0,2.92562,200000,274810.59266546275,74810.59266546275,1.3740529633273137
2021-02-12,2,1.4810163091480273,0.0,0.02175,0.0,2.99681,200000,274810.59266546275,74810.59266546275,1.3740529633273137
2021-02-13,1,1.185397149288563,-5778187.39834867,0.02378,41032.55193306379,3.34869,200000,274810.59266546275,74810.59266546275,1.3740529633273137
2021-02-14,1,0.7389406873773597,-5778187.39834867,0.02147,41032.55193306379,3.18318,200000,254671.68210483596,54671.682104835956,1.2733584105241798
2021-02-15,0,-0.1305033843095601,0.0,0.02043,0.0,3.38903,200000,253798.41173601488,53798.41173601488,1.2689920586800745
2021-02-16,0,-0.3581888550789778,0.0,0.02032,0.0,3.40843,200000,253798.41173601488,53798.41173601488,1.2689920586800745
2021-02-17,0,-0.16018177435300918,0.0,0.0217,0.0,3.50799,200000,253798.41173601488,53798.41173601488,1.2689920586800745
2021-02-18,0,0.18627185705571125,0.0,0.02309,0.0,3.56669,200000,253798.41173601488,53798.41173601488,1.2689920586800745
2021-02-19,0,0.8338938759783684,0.0,0.0253,0.0,3.70937,200000,253798.41173601488,53798.41173601488,1.2689920586800745
2021-02-20,0,-0.243608202434531,0.0,0.02294,0.0,3.68594,200000,253798.41173601488,53798.41173601488,1.2689920586800745
2021-02-21,0,0.6744248964239248,0.0,0.0241,0.0,3.56677,200000,253798.41173601488,53798.41173601488,1.2689920586800745
2021-02-22,0,-0.14055011035635923,0.0,0.02116,0.0,3.33586,200000,253798.41173601488,53798.41173601488,1.2689920586800745
2021-02-23,-1,-1.099422984862397,7173499.483776565,0.01769,-41473.71709061441,3.05975,200000,253798.41173601488,53798.41173601488,1.2689920586800745
2021-02-24,-1,-0.917528496328488,7173499.483776565,0.01935,-41473.71709061441,3.32063,200000,276526.08419368346,76526.08419368346,1.3826304209684173
2021-02-25,-1,-0.7657802730166298,7173499.483776565,0.0176,-41473.71709061441,2.99269,200000,250371.56931437837,50371.56931437837,1.251857846571892
2021-02-26,-1,-1.105147850147135,7173499.483776565,0.01726,-41473.71709061441,3.05508,200000,250520.12469917777,50520.12469917777,1.2526006234958889
2021-02-27,0,1.9811783049600344,0.0,0.024,0.0,3.15641,200000,212542.4794873636,12542.479487363598,1.062712397436818
