date,statusList,zscore,HOTUSDT_position,HOTUSDT_price,TFUELUSDT_position,TFUELUSDT_price,init,total_asset,pnl,return
2020-03-28,-1,-0.7060856949557863,310798394.030812,0.0003188,-57028573.244332954,0.001697,200000,195860.0168126559,-4139.9831873441,0.9793000840632795
2020-03-29,-1,-0.22964045394290825,310798394.030812,0.0003091,-57028573.244332954,0.001578,200000,186058.8721744814,-13941.127825518604,0.930294360872407
2020-03-30,-1,-0.2546605898896253,310798394.030812,0.0003298,-57028573.244332954,0.001697,200000,199278.79914699483,-721.200853005168,0.9963939957349741
2020-03-31,0,-0.1664256841725282,0.0,0.0003378,0.0,0.001734,200000,187340.7689468424,-12659.231053157593,0.936703844734212
2020-04-01,0,-0.2829112297838248,0.0,0.0003331,0.0,0.00174,200000,187340.7689468424,-12659.231053157593,0.936703844734212
2020-04-02,0,-0.4624135119733685,0.0,0.0003299,0.0,0.001742,200000,187340.7689468424,-12659.231053157593,0.936703844734212
2020-04-03,0,0.08622549644109537,0.0,0.0003317,0.0,0.001727,200000,187340.7689468424,-12659.231053157593,0.936703844734212
2020-04-04,0,-0.36405048984316174,0.0,0.0003292,0.0,0.001737,200000,187340.7689468424,-12659.231053157593,0.936703844734212
2020-04-05,0,-0.03293405943885682,0.0,0.0003285,0.0,0.001715,200000,187340.7689468424,-12659.231053157593,0.936703844734212
2020-04-06,0,-0.20439148656493877,0.0,0.0003525,0.0,0.00185,200000,187340.7689468424,-12659.231053157593,0.936703844734212
2020-04-07,0,0.0709708858540544,0.0,0.0003431,0.0,0.001793,200000,187340.7689468424,-12659.231053157593,0.936703844734212
2020-04-08,0,0.7318587984633368,0.0,0.0003585,0.0,0.001843,200000,187340.7689468424,-12659.231053157593,0.936703844734212
2020-04-09,2,1.7196347564554575,0.0,0.0003647,0.0,0.001828,200000,187340.7689468424,-12659.231053157593,0.936703844734212
2020-04-10,2,2.363388583715352,0.0,0.0003415,0.0,0.00167,200000,187340.7689468424,-12659.231053157593,0.936703844734212
2020-04-11,2,1.8124626063930216,0.0,0.0003387,0.0,0.001666,200000,187340.7689468424,-12659.231053157593,0.936703844734212
2020-04-12,0,0.4090044000398158,0.0,0.0003346,0.0,0.001708,200000,187340.7689468424,-12659.231053157593,0.936703844734212
2020-04-13,2,1.5433325759847263,0.0,0.000337,0.0,0.001668,200000,187340.7689468424,-12659.231053157593,0.936703844734212
2020-04-14,0,0.11877525670846224,0.0,0.0003357,0.0,0.001727,200000,187340.7689468424,-12659.231053157593,0.936703844734212
2020-04-15,2,1.532308411789663,0.0,0.0003268,0.0,0.001609,200000,187340.7689468424,-12659.231053157593,0.936703844734212
2020-04-16,1,1.1754413644178594,-278532216.69170743,0.0003363,56123657.563463874,0.001669,200000,187340.7689468424,-12659.231053157593,0.936703844734212
2020-04-17,2,1.7576808922664937,0.0,0.0003376,0.0,0.001641,200000,189274.32324031863,-10725.676759681373,0.9463716162015932
2020-04-18,1,1.048064675756112,-275348157.1724158,0.0003437,55734488.586666256,0.001698,200000,189274.32324031863,-10725.676759681373,0.9463716162015932
2020-04-19,2,1.242128084625842,0.0,0.0003348,0.0,0.001639,200000,190112.05946809743,-9887.940531902568,0.9505602973404872
2020-04-20,-2,-1.2119447078177599,0.0,0.000312,0.0,0.001646,200000,190112.05946809743,-9887.940531902568,0.9505602973404872
2020-04-21,0,-0.6933954350730677,0.0,0.0003146,0.0,0.001632,200000,190112.05946809743,-9887.940531902568,0.9505602973404872
2020-04-22,-2,-1.5733757470724525,0.0,0.0003193,0.0,0.001706,200000,190112.05946809743,-9887.940531902568,0.9505602973404872
2020-04-23,-2,-1.2142646886216566,0.0,0.0003251,0.0,0.00172,200000,190112.05946809743,-9887.940531902568,0.9505602973404872
2020-04-24,0,-0.8560117909603941,0.0,0.0003333,0.0,0.001741,200000,190112.05946809743,-9887.940531902568,0.9505602973404872
2020-04-25,-2,-1.3978327723149588,0.0,0.000341,0.0,0.001818,200000,190112.05946809743,-9887.940531902568,0.9505602973404872
2020-04-26,-2,-1.6737081974839825,0.0,0.0003455,0.0,0.001869,200000,190112.05946809743,-9887.940531902568,0.9505602973404872
2020-04-27,-2,-1.2999200696282058,0.0,0.0003457,0.0,0.00185,200000,190112.05946809743,-9887.940531902568,0.9505602973404872
2020-04-28,-2,-1.7826631299350346,0.0,0.0003426,0.0,0.001887,200000,190112.05946809743,-9887.940531902568,0.9505602973404872
2020-04-29,-1,-1.0167033319994618,262876188.4238073,0.0003616,-49073840.85392293,0.001937,200000,190112.05946809743,-9887.940531902568,0.9505602973404872
2020-04-30,-2,-1.5511475849763794,0.0,0.000351,0.0,0.00194,200000,193045.76858795158,-6954.2314120484225,0.9652288429397579
2020-05-01,-2,-1.7741088740324245,0.0,0.0003623,0.0,0.002047,200000,193045.76858795158,-6954.2314120484225,0.9652288429397579
2020-05-02,2,1.7249086013463621,0.0,0.0004421,0.0,0.002115,200000,193045.76858795158,-6954.2314120484225,0.9652288429397579
2020-05-03,2,3.3569557510575567,0.0,0.0005045,0.0,0.00206,200000,193045.76858795158,-6954.2314120484225,0.9652288429397579
2020-05-04,2,3.3490996509775033,0.0,0.0005696,0.0,0.002033,200000,193045.76858795158,-6954.2314120484225,0.9652288429397579
2020-05-05,2,2.172563512733385,0.0,0.0005493,0.0,0.002086,200000,193045.76858795158,-6954.2314120484225,0.9652288429397579
2020-05-06,2,1.4133306468887874,0.0,0.0004995,0.0,0.002025,200000,193045.76858795158,-6954.2314120484225,0.9652288429397579
2020-05-07,2,1.617179554130985,0.0,0.0005433,0.0,0.002095,200000,193045.76858795158,-6954.2314120484225,0.9652288429397579
2020-05-08,0,0.7645666159080114,0.0,0.0005271,0.0,0.002254,200000,193045.76858795158,-6954.2314120484225,0.9652288429397579
2020-05-09,1,1.0282371795427772,-186122029.10523677,0.0005186,45702123.24525368,0.002112,200000,193045.76858795158,-6954.2314120484225,0.9652288429397579
2020-05-10,1,1.0950194892576726,-186122029.10523677,0.0004688,45702123.24525368,0.001862,200000,172351.36072719735,-27648.639272802655,0.8617568036359867
2020-05-11,2,1.2798801173339576,0.0,0.0004898,0.0,0.00186,200000,199202.38920752468,-797.610792475316,0.9960119460376234
2020-05-12,0,0.41576232574774186,0.0,0.0004961,0.0,0.002115,200000,199202.38920752468,-797.610792475316,0.9960119460376234
2020-05-13,0,0.7839755699426573,0.0,0.0005215,0.0,0.002082,200000,199202.38920752468,-797.610792475316,0.9960119460376234
2020-05-14,0,0.4170035016304658,0.0,0.0005167,0.0,0.002155,200000,199202.38920752468,-797.610792475316,0.9960119460376234
2020-05-15,0,-0.12384932471165519,0.0,0.00053,0.0,0.002376,200000,199202.38920752468,-797.610792475316,0.9960119460376234
2020-05-16,-1,-1.0282556464990888,186763912.62659356,0.0005333,-36231791.41642864,0.002749,200000,199202.38920752468,-797.610792475316,0.9960119460376234
2020-05-17,-1,-0.5149319192311185,186763912.62659356,0.000539,-36231791.41642864,0.002534,200000,192477.1083549641,-7522.89164503591,0.9623855417748205
2020-05-18,-1,-0.687283681343912,186763912.62659356,0.0005363,-36231791.41642864,0.002556,200000,192769.94520203373,-7230.054797966266,0.9638497260101687
2020-05-19,-2,-1.5898015270885606,0.0,0.0005372,0.0,0.002951,200000,205792.83181439954,5792.831814399542,1.0289641590719978
2020-05-20,-2,-2.6395193570969306,0.0,0.0005203,0.0,0.003893,200000,205792.83181439954,5792.831814399542,1.0289641590719978
2020-05-21,-2,-3.12444718626007,0.0,0.0005134,0.0,0.007618,200000,205792.83181439954,5792.831814399542,1.0289641590719978
2020-05-22,-2,-2.2964148300657503,0.0,0.000535,0.0,0.006619,200000,205792.83181439954,5792.831814399542,1.0289641590719978
2020-05-23,-2,-2.1774247095957304,0.0,0.0005269,0.0,0.009016,200000,205792.83181439954,5792.831814399542,1.0289641590719978
2020-05-24,-2,-2.153371011239681,0.0,0.0005315,0.0,0.017882,200000,205792.83181439954,5792.831814399542,1.0289641590719978
2020-05-25,-2,-1.7932836957888354,0.0,0.0005659,0.0,0.016088,200000,205792.83181439954,5792.831814399542,1.0289641590719978
2020-05-26,-2,-1.520126847658025,0.0,0.0005634,0.0,0.013827,200000,205792.83181439954,5792.831814399542,1.0289641590719978
2020-05-27,-2,-1.242628613852961,0.0,0.0005584,0.0,0.010594,200000,205792.83181439954,5792.831814399542,1.0289641590719978
2020-05-28,0,-0.9907994699083378,0.0,0.0005685,0.0,0.00866,200000,205792.83181439954,5792.831814399542,1.0289641590719978
2020-05-29,-1,-1.0107159517788886,183743599.83428532,0.00056,-10007432.008091789,0.010282,200000,205792.83181439954,5792.831814399542,1.0289641590719978
2020-05-30,-1,-0.8732889695848304,183743599.83428532,0.0005828,-10007432.008091789,0.009945,200000,206609.68130389432,6609.681303894322,1.0330484065194716
2020-05-31,-1,-0.6231105333393405,183743599.83428532,0.000627,-10007432.008091789,0.008509,200000,200360.4760529499,360.47605294990353,1.0018023802647495
2020-06-01,-1,-0.5912373654359582,183743599.83428532,0.000628,-10007432.008091789,0.00896,200000,205057.5714884336,5057.571488433605,1.025287857442168
2020-06-02,-1,-0.4744949952160096,183743599.83428532,0.0006233,-10007432.008091789,0.0085,200000,199590.55784549026,-409.442154509743,0.9979527892274512
2020-06-03,-1,-0.37091159578705746,183743599.83428532,0.000652,-10007432.008091789,0.00868,200000,206665.33692219076,6665.336922190763,1.033326684610954
2020-06-04,-1,-0.2872716874331329,183743599.83428532,0.0006478,-10007432.008091789,0.008622,200000,205313.1827464174,5313.182746417413,1.026565913732087
2020-06-05,0,-0.17782969304903126,0.0,0.000638,0.0,0.008324,200000,171866.27915548155,-28133.72084451845,0.8593313957774078
2020-06-06,0,-0.05503914889960778,0.0,0.0006376,0.0,0.008279,200000,171866.27915548155,-28133.72084451845,0.8593313957774078
2020-06-07,0,0.16019680137903294,0.0,0.0006279,0.0,0.008019,200000,171866.27915548155,-28133.72084451845,0.8593313957774078
2020-06-08,0,0.6740629892385819,0.0,0.0006394,0.0,0.007737,200000,171866.27915548155,-28133.72084451845,0.8593313957774078
2020-06-09,2,1.2937853197176574,0.0,0.0006348,0.0,0.007345,200000,171866.27915548155,-28133.72084451845,0.8593313957774078
2020-06-10,2,1.3978297806302626,0.0,0.0006364,0.0,0.007026,200000,171866.27915548155,-28133.72084451845,0.8593313957774078
2020-06-11,2,1.4129859064297643,0.0,0.0005783,0.0,0.00626,200000,171866.27915548155,-28133.72084451845,0.8593313957774078
2020-06-12,0,-0.5026349659415318,0.0,0.0006051,0.0,0.010355,200000,171866.27915548155,-28133.72084451845,0.8593313957774078
2020-06-13,0,-0.991090967382028,0.0,0.00061,0.0,0.011541,200000,171866.27915548155,-28133.72084451845,0.8593313957774078
2020-06-14,0,-0.7808729716434417,0.0,0.0005931,0.0,0.010087,200000,171866.27915548155,-28133.72084451845,0.8593313957774078
2020-06-15,-1,-1.0008821640503307,145083808.16772035,0.0005923,-8418215.08402633,0.010208,200000,171866.27915548155,-28133.72084451845,0.8593313957774078
2020-06-16,-1,-0.9809053178384942,145083808.16772035,0.0005834,-8418215.08402633,0.009892,200000,167914.87729623652,-32085.12270376348,0.8395743864811827
2020-06-17,-1,-0.6813111824839645,145083808.16772035,0.0005821,-8418215.08402633,0.009332,200000,163012.06789856372,-36987.93210143628,0.8150603394928186
2020-06-18,-1,-0.5208199677403893,145083808.16772035,0.0005773,-8418215.08402633,0.008862,200000,158359.1045298663,-41640.89547013369,0.7917955226493315
2020-06-19,-1,-1.1139274785164137,145083808.16772035,0.0005653,-8418215.08402633,0.009719,200000,163832.5091588642,-36167.49084113579,0.819162545794321
2020-06-20,-1,-0.7668146419244459,145083808.16772035,0.000576,-8418215.08402633,0.009369,200000,162438.53062684962,-37561.46937315038,0.812192653134248
2020-06-21,-1,-0.7013529335222584,145083808.16772035,0.0005715,-8418215.08402633,0.009259,200000,160859.64983085194,-39140.35016914806,0.8042982491542596
2020-06-22,-1,-0.5971181284110151,145083808.16772035,0.0005875,-8418215.08402633,0.009419,200000,164527.9051749797,-35472.09482502029,0.8226395258748985
2020-06-23,-1,-0.7932584732909782,145083808.16772035,0.0005815,-8418215.08402633,0.009844,200000,167235.14373668458,-32764.85626331542,0.8361757186834229
2020-06-24,-1,-0.5716582661194567,145083808.16772035,0.0005625,-8418215.08402633,0.009209,200000,159132.98480314115,-40867.01519685885,0.7956649240157058
2020-06-25,-1,-0.40816446294289177,145083808.16772035,0.0005608,-8418215.08402633,0.008983,200000,156983.8257202661,-43016.17427973391,0.7849191286013304
2020-06-26,-1,-0.31620182523249,145083808.16772035,0.0005526,-8418215.08402633,0.008785,200000,154127.33190665356,-45872.66809334644,0.7706366595332679
2020-06-27,0,-0.08926524075049942,0.0,0.0005318,0.0,0.008182,200000,163588.54578939127,-36411.45421060873,0.8179427289469563
2020-06-28,0,-0.14906395873653802,0.0,0.000535,0.0,0.008434,200000,163588.54578939127,-36411.45421060873,0.8179427289469563
2020-06-29,0,0.08867241487966375,0.0,0.000542,0.0,0.008354,200000,163588.54578939127,-36411.45421060873,0.8179427289469563
2020-06-30,0,0.25524037014317363,0.0,0.0005276,0.0,0.00816,200000,163588.54578939127,-36411.45421060873,0.8179427289469563
2020-07-01,2,1.6060097891164016,0.0,0.000549,0.0,0.008223,200000,163588.54578939127,-36411.45421060873,0.8179427289469563
2020-07-02,0,0.7319591132811134,0.0,0.0005484,0.0,0.008552,200000,163588.54578939127,-36411.45421060873,0.8179427289469563
2020-07-03,2,1.5161762740692029,0.0,0.0005451,0.0,0.008192,200000,163588.54578939127,-36411.45421060873,0.8179427289469563
2020-07-04,2,1.5347448537771688,0.0,0.000552,0.0,0.008228,200000,163588.54578939127,-36411.45421060873,0.8179427289469563
2020-07-05,2,2.028546231323804,0.0,0.000558,0.0,0.008057,200000,163588.54578939127,-36411.45421060873,0.8179427289469563
2020-07-06,0,0.7014536776933239,0.0,0.0005672,0.0,0.008642,200000,163588.54578939127,-36411.45421060873,0.8179427289469563
2020-07-07,0,-0.3088661045166689,0.0,0.0005556,0.0,0.008835,200000,163588.54578939127,-36411.45421060873,0.8179427289469563
2020-07-08,2,2.2124207285669275,0.0,0.0006315,0.0,0.008886,200000,163588.54578939127,-36411.45421060873,0.8179427289469563
2020-07-09,2,3.8995562640410952,0.0,0.0008031,0.0,0.008545,200000,163588.54578939127,-36411.45421060873,0.8179427289469563
2020-07-10,2,2.3492856003430735,0.0,0.0007321,0.0,0.008389,200000,163588.54578939127,-36411.45421060873,0.8179427289469563
2020-07-11,2,1.7285196809717587,0.0,0.0007172,0.0,0.008508,200000,163588.54578939127,-36411.45421060873,0.8179427289469563
2020-07-12,0,0.42784567091214665,0.0,0.0007,0.0,0.009628,200000,163588.54578939127,-36411.45421060873,0.8179427289469563
2020-07-13,2,1.234455503878254,0.0,0.000708,0.0,0.008696,200000,163588.54578939127,-36411.45421060873,0.8179427289469563
2020-07-14,2,1.2644471811502265,0.0,0.0007188,0.0,0.008655,200000,163588.54578939127,-36411.45421060873,0.8179427289469563
2020-07-15,0,0.7835098438896813,0.0,0.0006824,0.0,0.00861,200000,163588.54578939127,-36411.45421060873,0.8179427289469563
2020-07-16,2,1.496999891123251,0.0,0.000735,0.0,0.008363,200000,163588.54578939127,-36411.45421060873,0.8179427289469563
2020-07-17,1,1.1154759763189048,-113461330.13551898,0.0007209,9679795.60883972,0.00845,200000,163588.54578939127,-36411.45421060873,0.8179427289469563
2020-07-18,1,0.8089621887129044,-113461330.13551898,0.0007007,9679795.60883972,0.008432,200000,161122.39059969469,-38877.609400305315,0.8056119529984734
2020-07-19,1,1.0427818012360597,-113461330.13551898,0.0007258,9679795.60883972,0.008389,200000,163554.0387749161,-36445.96122508391,0.8177701938745805
2020-07-20,1,0.8122461598960625,-113461330.13551898,0.0007081,9679795.60883972,0.008322,200000,160897.22692572515,-39102.77307427485,0.8044861346286257
2020-07-21,2,1.2062353880378065,0.0,0.0007553,0.0,0.008372,200000,168246.63960354263,-31753.36039645737,0.8412331980177131
2020-07-22,0,0.9704125203397809,0.0,0.0007726,0.0,0.0087,200000,168246.63960354263,-31753.36039645737,0.8412331980177131
2020-07-23,2,1.2411881837925036,0.0,0.0007841,0.0,0.008471,200000,168246.63960354263,-31753.36039645737,0.8412331980177131
2020-07-24,2,1.310661039912138,0.0,0.0007721,0.0,0.008177,200000,168246.63960354263,-31753.36039645737,0.8412331980177131
2020-07-25,0,0.9238807602197174,0.0,0.0007637,0.0,0.008331,200000,168246.63960354263,-31753.36039645737,0.8412331980177131
2020-07-26,0,0.8435204632674493,0.0,0.0007493,0.0,0.008188,200000,168246.63960354263,-31753.36039645737,0.8412331980177131
2020-07-27,0,0.8962337906104848,0.0,0.0007187,0.0,0.007821,200000,168246.63960354263,-31753.36039645737,0.8412331980177131
2020-07-28,0,0.8936039595551104,0.0,0.000769,0.0,0.00835,200000,168246.63960354263,-31753.36039645737,0.8412331980177131
2020-07-29,0,0.7293438356495731,0.0,0.0007538,0.0,0.008291,200000,168246.63960354263,-31753.36039645737,0.8412331980177131
2020-07-30,1,1.0334256306697136,-110528603.07682474,0.0007611,10280254.161282087,0.008183,200000,168246.63960354263,-31753.36039645737,0.8412331980177131
2020-07-31,1,0.7030834247986688,-110528603.07682474,0.0007611,10280254.161282087,0.008312,200000,169572.79239034804,-30427.20760965196,0.8478639619517402
2020-08-01,1,0.5219502488242611,-110528603.07682474,0.000811,10280254.161282087,0.008929,200000,181431.0865013926,-18568.913498607406,0.907155432506963
2020-08-02,1,0.4437023486632819,-110528603.07682474,0.0007635,10280254.161282087,0.008407,200000,170814.6851830542,-29185.314816945815,0.8540734259152709
2020-08-03,0,0.05619931743356012,0.0,0.0007699,0.0,0.008596,200000,164973.54634200915,-35026.453657990845,0.8248677317100458
