date,statusList,zscore,FETUSDT_position,FETUSDT_price,BNBUSDT_position,BNBUSDT_price,init,total_asset,pnl,return
2020-08-01,1,1.0509870403694295,-1236734.0772914467,0.07495,4288.017610978218,21.6168,200000,185386.43818598788,-14613.561814012122,0.9269321909299394
2020-08-02,1,0.823820567601543,-1236734.0772914467,0.07163,4288.017610978218,20.9898,200000,178591.8940072969,-21408.105992703087,0.8929594700364846
2020-08-03,1,0.31791088541998075,-1236734.0772914467,0.07168,4288.017610978218,22.0504,200000,183201.602189365,-16798.39781063501,0.9160080109468249
2020-08-04,1,0.827813805635898,-1236734.0772914467,0.07713,4288.017610978218,22.2818,200000,190934.05018578377,-9065.949814216234,0.9546702509289189
2020-08-05,2,1.498730880947015,0.0,0.08762,0.0,23.2728,200000,193954.9017814906,-6045.0982185094035,0.969774508907453
2020-08-06,2,2.2803215963438346,0.0,0.097,0.0,22.7487,200000,193954.9017814906,-6045.0982185094035,0.969774508907453
2020-08-07,2,1.9713087608914568,0.0,0.09591,0.0,22.3323,200000,193954.9017814906,-6045.0982185094035,0.969774508907453
2020-08-08,2,1.2870937466114893,0.0,0.09248,0.0,22.9234,200000,193954.9017814906,-6045.0982185094035,0.969774508907453
2020-08-09,2,1.406388037175672,0.0,0.09382,0.0,22.422,200000,193954.9017814906,-6045.0982185094035,0.969774508907453
2020-08-10,2,2.0105200218574715,0.0,0.10691,0.0,22.6369,200000,193954.9017814906,-6045.0982185094035,0.969774508907453
2020-08-11,2,1.3508514989626152,0.0,0.09418,0.0,21.2902,200000,193954.9017814906,-6045.0982185094035,0.969774508907453
2020-08-12,2,1.3307216537278785,0.0,0.09679,0.0,21.4919,200000,193954.9017814906,-6045.0982185094035,0.969774508907453
2020-08-13,1,1.0263069024832563,-1021137.7370827135,0.09497,4455.31251364448,21.7667,200000,193954.9017814906,-6045.0982185094035,0.969774508907453
2020-08-14,2,1.6640574818289753,0.0,0.11117,0.0,23.1047,200000,204536.12497897423,4536.124978974229,1.0226806248948712
2020-08-15,2,1.9215459387120024,0.0,0.11678,0.0,23.0881,200000,204536.12497897423,4536.124978974229,1.0226806248948712
2020-08-16,2,2.5483439523411193,0.0,0.1361,0.0,23.529,200000,204536.12497897423,4536.124978974229,1.0226806248948712
2020-08-17,2,2.8261117326732266,0.0,0.15761,0.0,23.4961,200000,204536.12497897423,4536.124978974229,1.0226806248948712
2020-08-18,2,2.2049052851546134,0.0,0.15153,0.0,22.9705,200000,204536.12497897423,4536.124978974229,1.0226806248948712
2020-08-19,1,1.1790111530670822,-799531.4087208749,0.12791,4570.4149735426245,22.3761,200000,204536.12497897423,4536.124978974229,1.0226806248948712
2020-08-20,1,0.5152468539459557,-799531.4087208749,0.118,4570.4149735426245,23.0888,200000,199870.10347019415,-129.8965298058465,0.9993505173509708
2020-08-21,0,0.10707330866927602,0.0,0.10529,0.0,22.0988,200000,187718.10058587143,-12281.899414128566,0.9385905029293572
2020-08-22,1,1.0972600695152188,-726013.6934787725,0.12928,4227.047355160947,22.2044,200000,187718.10058587143,-12281.899414128566,0.9385905029293572
2020-08-23,1,0.513506035371156,-726013.6934787725,0.11671,4227.047355160947,21.8555,200000,177117.2916366276,-22882.708363372396,0.8855864581831381
2020-08-24,1,0.6683412464267772,-726013.6934787725,0.12526,4227.047355160947,22.5953,200000,186451.87834921922,-13548.121650780784,0.9322593917460961
2020-08-25,1,0.33176774330534403,-726013.6934787725,0.11393,4227.047355160947,21.3882,200000,173123.67433968993,-26876.325660310074,0.8656183716984496
2020-08-26,0,0.0003398129856851531,0.0,0.11347,0.0,22.1999,200000,176258.84580507025,-23741.154194929753,0.8812942290253513
2020-08-27,0,-0.8357596575424663,0.0,0.10399,0.0,23.1127,200000,176258.84580507025,-23741.154194929753,0.8812942290253513
2020-08-28,0,-0.7064467226835079,0.0,0.10736,0.0,23.0811,200000,176258.84580507025,-23741.154194929753,0.8812942290253513
2020-08-29,0,-0.48169256461467086,0.0,0.1115,0.0,22.9398,200000,176258.84580507025,-23741.154194929753,0.8812942290253513
2020-08-30,0,0.07953492718112251,0.0,0.12439,0.0,23.6208,200000,176258.84580507025,-23741.154194929753,0.8812942290253513
2020-08-31,0,-0.531156454162373,0.0,0.11328,0.0,23.1477,200000,176258.84580507025,-23741.154194929753,0.8812942290253513
2020-09-01,-1,-1.1919275597276524,799504.8798197871,0.11023,-3567.588407084829,24.7028,200000,176258.84580507025,-23741.154194929753,0.8812942290253513
2020-09-02,-2,-1.377476326498238,0.0,0.10744,0.0,24.7652,200000,178712.08193636956,-21287.918063630437,0.8935604096818478
2020-09-03,-1,-1.0623438316672413,972318.1824612055,0.0919,-4388.976038753231,20.3592,200000,178712.08193636956,-21287.918063630437,0.8935604096818478
2020-09-04,-2,-1.219944563363961,0.0,0.091,0.0,20.9712,200000,182273.2216363016,-17726.778363698395,0.911366108181508
2020-09-05,-2,-1.72799676659309,0.0,0.07406,0.0,19.4698,200000,182273.2216363016,-17726.778363698395,0.911366108181508
2020-09-06,-2,-1.842216318441509,0.0,0.08408,0.0,23.142,200000,182273.2216363016,-17726.778363698395,0.911366108181508
2020-09-07,-2,-1.6348542064872955,0.0,0.08422,0.0,22.4426,200000,182273.2216363016,-17726.778363698395,0.911366108181508
2020-09-08,-2,-2.1023396496876225,0.0,0.07511,0.0,23.2837,200000,182273.2216363016,-17726.778363698395,0.911366108181508
2020-09-09,-2,-1.8895090792293336,0.0,0.07683,0.0,24.4716,200000,182273.2216363016,-17726.778363698395,0.911366108181508
2020-09-10,-2,-1.227801298472391,0.0,0.08685,0.0,24.5489,200000,182273.2216363016,-17726.778363698395,0.911366108181508
2020-09-11,-2,-1.4629869187241187,0.0,0.08252,0.0,25.399,200000,182273.2216363016,-17726.778363698395,0.911366108181508
2020-09-12,-2,-1.5438519849867023,0.0,0.0867,0.0,28.505,200000,182273.2216363016,-17726.778363698395,0.911366108181508
2020-09-13,-2,-1.9971988263447094,0.0,0.07655,0.0,31.1656,200000,182273.2216363016,-17726.778363698395,0.911366108181508
2020-09-14,-2,-1.848403396605858,0.0,0.07402,0.0,31.2523,200000,182273.2216363016,-17726.778363698395,0.911366108181508
2020-09-15,-2,-1.5924834312342246,0.0,0.06568,0.0,27.1181,200000,182273.2216363016,-17726.778363698395,0.911366108181508
2020-09-16,-2,-1.3400090326321161,0.0,0.06971,0.0,27.8695,200000,182273.2216363016,-17726.778363698395,0.911366108181508
2020-09-17,-1,-1.1652861815307796,1321586.58378989,0.06896,-3363.595158448083,27.095,200000,182273.2216363016,-17726.778363698395,0.911366108181508
2020-09-18,-2,-1.224513789808435,0.0,0.06569,0.0,27.629,200000,188390.96957990585,-11609.030420094146,0.9419548478995292
2020-09-19,-1,-1.0310485194896855,1388494.764002844,0.06784,-3462.6237355470043,27.2035,200000,188390.96957990585,-11609.030420094146,0.9419548478995292
2020-09-20,-1,-0.9312410375728974,1388494.764002844,0.06626,-3462.6237355470043,26.316,200000,183124.0692874834,-16875.930712516594,0.9156203464374171
2020-09-21,-1,-0.8884682110036889,1388494.764002844,0.05752,-3462.6237355470043,23.1232,200000,159933.1599872441,-40066.840012755914,0.7996657999362204
2020-09-22,-1,-1.0639706714861563,1388494.764002844,0.05516,-3462.6237355470043,24.0468,200000,159854.3916263486,-40145.6083736514,0.799271958131743
2020-09-23,-2,-1.321882783888984,0.0,0.04735,0.0,22.8331,200000,201708.1765204895,1708.1765204895055,1.0085408826024476
2020-09-24,0,-0.8505153976888277,0.0,0.05764,0.0,24.5745,200000,201708.1765204895,1708.1765204895055,1.0085408826024476
2020-09-25,0,-0.5400894908663447,0.0,0.06113,0.0,24.6924,200000,201708.1765204895,1708.1765204895055,1.0085408826024476
2020-09-26,0,-0.9157816146814172,0.0,0.05893,0.0,26.1998,200000,201708.1765204895,1708.1765204895055,1.0085408826024476
2020-09-27,0,-0.861515425039338,0.0,0.05924,0.0,26.251,200000,201708.1765204895,1708.1765204895055,1.0085408826024476
2020-09-28,0,-0.6295381888975093,0.0,0.06259,0.0,26.9855,200000,201708.1765204895,1708.1765204895055,1.0085408826024476
2020-09-29,0,-0.15423312894146454,0.0,0.07136,0.0,28.8946,200000,201708.1765204895,1708.1765204895055,1.0085408826024476
2020-09-30,0,-0.42571150427087906,0.0,0.06888,0.0,29.2656,200000,201708.1765204895,1708.1765204895055,1.0085408826024476
2020-10-01,0,-0.8968377478953145,0.0,0.06166,0.0,27.4673,200000,201708.1765204895,1708.1765204895055,1.0085408826024476
2020-10-02,-2,-2.4651297106824583,0.0,0.05477,0.0,27.3369,200000,201708.1765204895,1708.1765204895055,1.0085408826024476
2020-10-03,-2,-2.7498904423568806,0.0,0.05104,0.0,28.1867,200000,201708.1765204895,1708.1765204895055,1.0085408826024476
2020-10-04,-2,-2.2319543954890553,0.0,0.05235,0.0,28.9668,200000,201708.1765204895,1708.1765204895055,1.0085408826024476
2020-10-05,-2,-1.8842059915164397,0.0,0.05177,0.0,28.6158,200000,201708.1765204895,1708.1765204895055,1.0085408826024476
2020-10-06,-2,-2.2472455807801803,0.0,0.04407,0.0,27.6812,200000,201708.1765204895,1708.1765204895055,1.0085408826024476
2020-10-07,-2,-1.704943292161144,0.0,0.04642,0.0,27.6898,200000,201708.1765204895,1708.1765204895055,1.0085408826024476
2020-10-08,-1,-1.039052946411755,1974047.529071144,0.05109,-3635.3771937627876,27.7424,200000,201708.1765204895,1708.1765204895055,1.0085408826024476
2020-10-09,-1,-0.7978875254842994,1974047.529071144,0.05365,-3635.3771937627876,28.4076,200000,209179.99110420264,9179.991104202636,1.0458999555210131
2020-10-10,-1,-0.8902144818991072,1974047.529071144,0.05217,-3635.3771937627876,28.4414,200000,206381.27651032654,6381.276510326541,1.0319063825516328
2020-10-11,-1,-0.6369945622924897,1974047.529071144,0.05378,-3635.3771937627876,28.5271,200000,209871.04485763656,9871.04485763656,1.0493552242881827
2020-10-12,-1,-0.9752389592570765,1974047.529071144,0.05404,-3635.3771937627876,30.6503,200000,218102.9300729922,18102.930072992196,1.090514650364961
2020-10-13,-1,-1.0194676301658392,1974047.529071144,0.053,-3635.3771937627876,30.7256,200000,216323.66454544856,16323.664545448555,1.0816183227272427
2020-10-14,-1,-1.0551545425850788,1974047.529071144,0.05191,-3635.3771937627876,30.838,200000,214580.56913533993,14580.56913533993,1.0729028456766996
2020-10-15,-2,-1.2205776605219543,0.0,0.05039,0.0,31.3256,200000,216116.29335153016,16116.293351530156,1.0805814667576508
2020-10-16,-2,-1.5845370979442865,0.0,0.04366,0.0,30.0516,200000,216116.29335153016,16116.293351530156,1.0805814667576508
2020-10-17,-1,-1.092689081614928,2289367.5143170566,0.0472,-3573.18598595849,30.2414,200000,216116.29335153016,16116.293351530156,1.0805814667576508
2020-10-18,-1,-0.9141275909273608,2289367.5143170566,0.04868,-3573.18598595849,30.6593,200000,220997.79169625146,20997.791696251457,1.1049889584812573
2020-10-19,-1,-0.5302523954186905,2289367.5143170566,0.05006,-3573.18598595849,29.9107,200000,221482.23183692046,21482.23183692046,1.1074111591846023
2020-10-20,-1,-1.0234239452651588,2289367.5143170566,0.04514,-3573.18598595849,28.8227,200000,206330.9173137577,6330.917313757702,1.0316545865687885
2020-10-21,-2,-1.2876440203173571,0.0,0.04545,0.0,29.7329,200000,218305.72142772513,18305.721427725133,1.0915286071386257
2020-10-22,0,-0.7336833070788694,0.0,0.04901,0.0,30.6396,200000,218305.72142772513,18305.721427725133,1.0915286071386257
2020-10-23,0,0.3374761266545686,0.0,0.05312,0.0,30.6377,200000,218305.72142772513,18305.721427725133,1.0915286071386257
2020-10-24,1,1.143068486472455,-1934648.3643010026,0.05642,3559.6535572403563,30.6639,200000,218305.72142772513,18305.721427725133,1.0915286071386257
2020-10-25,0,0.07323437548351631,0.0,0.0511,0.0,30.128,200000,209921.0104709689,9921.010470968904,1.0496050523548446
2020-10-26,-1,-1.1287393001642751,2196745.609784103,0.04778,-3380.729843606066,31.0467,200000,209921.0104709689,9921.010470968904,1.0496050523548446
2020-10-27,-2,-1.3770016511160477,0.0,0.04683,0.0,31.4826,200000,213481.5789390917,13481.578939091705,1.0674078946954586
2020-10-28,-2,-1.2327144271055241,0.0,0.04518,0.0,30.3338,200000,213481.5789390917,13481.578939091705,1.0674078946954586
2020-10-29,0,-0.8270907151446734,0.0,0.04583,0.0,29.8702,200000,213481.5789390917,13481.578939091705,1.0674078946954586
2020-10-30,0,-0.36345266470414367,0.0,0.04512,0.0,28.4909,200000,213481.5789390917,13481.578939091705,1.0674078946954586
2020-10-31,0,-0.624847518148439,0.0,0.04405,0.0,28.5058,200000,213481.5789390917,13481.578939091705,1.0674078946954586
2020-11-01,0,-0.16262610375963182,0.0,0.04523,0.0,28.5318,200000,213481.5789390917,13481.578939091705,1.0674078946954586
2020-11-02,-2,-1.3721732613525883,0.0,0.0404,0.0,27.7983,200000,213481.5789390917,13481.578939091705,1.0674078946954586
2020-11-03,-2,-1.8480338933712606,0.0,0.03699,0.0,26.8638,200000,213481.5789390917,13481.578939091705,1.0674078946954586
2020-11-04,0,-0.9067772646798493,0.0,0.03956,0.0,26.96,200000,213481.5789390917,13481.578939091705,1.0674078946954586
2020-11-05,-1,-1.1906567168240607,2687331.0541174687,0.03972,-3855.1978137984956,27.6875,200000,213481.5789390917,13481.578939091705,1.0674078946954586
2020-11-06,-1,-0.5054436184001047,2687331.0541174687,0.04374,-3855.1978137984956,29.0435,200000,229512.2980121547,29512.2980121547,1.1475614900607736
2020-11-07,-1,-0.9924845211917687,2687331.0541174687,0.04005,-3855.1978137984956,27.7651,200000,214667.56153730123,14667.561537301226,1.073337807686506
2020-11-08,-1,-0.6118532141366526,2687331.0541174687,0.04196,-3855.1978137984956,28.4101,200000,222286.96644056562,22286.966440565622,1.111434832202828
2020-11-09,-1,-0.33825384778344,2687331.0541174687,0.04225,-3855.1978137984956,28.0941,200000,221848.0499370994,21848.049937099393,1.109240249685497
2020-11-10,0,0.6604815664762062,0.0,0.0457,0.0,28.2188,200000,199459.60583394038,-540.3941660596174,0.9972980291697019
2020-11-11,0,0.490019700561948,0.0,0.04484,0.0,28.016,200000,199459.60583394038,-540.3941660596174,0.9972980291697019
2020-11-12,0,-0.26546234573064964,0.0,0.04173,0.0,27.6874,200000,199459.60583394038,-540.3941660596174,0.9972980291697019
2020-11-13,2,1.3829622572582045,0.0,0.046,0.0,28.1974,200000,199459.60583394038,-540.3941660596174,0.9972980291697019
2020-11-14,1,1.1039621547629606,-2239106.4866854553,0.04454,3570.5648154555383,27.9311,200000,199459.60583394038,-540.3941660596174,0.9972980291697019
2020-11-15,0,0.1988238112640659,0.0,0.04241,0.0,27.6786,200000,195591.8766332029,-4408.12336679711,0.9779593831660145
2020-11-16,0,0.15285928840826332,0.0,0.04279,0.0,27.9451,200000,195591.8766332029,-4408.12336679711,0.9779593831660145
2020-11-17,2,2.7720913649677095,0.0,0.05092,0.0,28.5552,200000,195591.8766332029,-4408.12336679711,0.9779593831660145
2020-11-18,1,1.1818572040664341,-2108125.4217848987,0.04639,3481.1373012092454,28.0931,200000,195591.8766332029,-4408.12336679711,0.9779593831660145
2020-11-19,2,2.7364875276265206,0.0,0.05311,0.0,28.1387,200000,209599.73960666228,9599.739606662275,1.0479986980333114
2020-11-20,2,2.047964492070502,0.0,0.05373,0.0,28.9715,200000,209599.73960666228,9599.739606662275,1.0479986980333114
2020-11-21,2,2.0604259297803176,0.0,0.05839,0.0,30.5161,200000,209599.73960666228,9599.739606662275,1.0479986980333114
2020-11-22,2,1.241497586573916,0.0,0.05424,0.0,30.0226,200000,209599.73960666228,9599.739606662275,1.0479986980333114
2020-11-23,2,2.226128789646765,0.0,0.06314,0.0,30.995,200000,209599.73960666228,9599.739606662275,1.0479986980333114
2020-11-24,0,0.9895752009624628,0.0,0.06227,0.0,33.9407,200000,209599.73960666228,9599.739606662275,1.0479986980333114
2020-11-25,2,1.2461052372831816,0.0,0.05959,0.0,31.2953,200000,209599.73960666228,9599.739606662275,1.0479986980333114
2020-11-26,0,0.38982494957589875,0.0,0.04975,0.0,28.2356,200000,209599.73960666228,9599.739606662275,1.0479986980333114
2020-11-27,0,0.14566062598730256,0.0,0.0493,0.0,28.4606,200000,209599.73960666228,9599.739606662275,1.0479986980333114
2020-11-28,0,0.394826280166827,0.0,0.05209,0.0,29.1766,200000,209599.73960666228,9599.739606662275,1.0479986980333114
2020-11-29,0,-0.49240559155837027,0.0,0.04992,0.0,30.1045,200000,209599.73960666228,9599.739606662275,1.0479986980333114
2020-11-30,0,-0.8146693866607888,0.0,0.05069,0.0,31.4935,200000,209599.73960666228,9599.739606662275,1.0479986980333114
2020-12-01,0,-0.7332232676099951,0.0,0.04903,0.0,30.1996,200000,209599.73960666228,9599.739606662275,1.0479986980333114
2020-12-02,0,-0.02183759987222711,0.0,0.05272,0.0,30.2875,200000,209599.73960666228,9599.739606662275,1.0479986980333114
2020-12-03,0,0.34489285131483616,0.0,0.05524,0.0,30.7065,200000,209599.73960666228,9599.739606662275,1.0479986980333114
2020-12-04,0,-0.21985324634261177,0.0,0.05021,0.0,29.0231,200000,209599.73960666228,9599.739606662275,1.0479986980333114
2020-12-05,0,0.22105870732247002,0.0,0.05347,0.0,29.728,200000,209599.73960666228,9599.739606662275,1.0479986980333114
2020-12-06,0,-0.19694781730469307,0.0,0.05201,0.0,29.5026,200000,209599.73960666228,9599.739606662275,1.0479986980333114
2020-12-07,0,0.24165309444807848,0.0,0.05318,0.0,29.37,200000,209599.73960666228,9599.739606662275,1.0479986980333114
2020-12-08,0,-0.5584615996147186,0.0,0.04793,0.0,27.6705,200000,209599.73960666228,9599.739606662275,1.0479986980333114
2020-12-09,0,-0.5590756417818814,0.0,0.04855,0.0,28.1452,200000,209599.73960666228,9599.739606662275,1.0479986980333114
2020-12-10,0,0.32095018729923336,0.0,0.05014,0.0,27.6926,200000,209599.73960666228,9599.739606662275,1.0479986980333114
2020-12-11,0,0.9108677870231593,0.0,0.05096,0.0,27.3419,200000,209599.73960666228,9599.739606662275,1.0479986980333114
2020-12-12,0,0.2506429145989887,0.0,0.05069,0.0,28.1603,200000,209599.73960666228,9599.739606662275,1.0479986980333114
2020-12-13,0,0.2681532797035875,0.0,0.05199,0.0,29.1571,200000,209599.73960666228,9599.739606662275,1.0479986980333114
2020-12-14,0,-0.07305535402025343,0.0,0.05268,0.0,30.0338,200000,209599.73960666228,9599.739606662275,1.0479986980333114
2020-12-15,0,0.17132044713980552,0.0,0.05202,0.0,29.5053,200000,209599.73960666228,9599.739606662275,1.0479986980333114
2020-12-16,1,1.1191181057455846,-1875109.497286297,0.05589,3429.5732271516226,30.5577,200000,209599.73960666228,9599.739606662275,1.0479986980333114
2020-12-17,2,1.7115222011879887,0.0,0.05699,0.0,30.2255,200000,212801.664279737,12801.664279736986,1.0640083213986848
2020-12-18,2,2.0231078087901215,0.0,0.05995,0.0,30.9882,200000,212801.664279737,12801.664279736986,1.0640083213986848
2020-12-19,0,-0.07863066772912984,0.0,0.05898,0.0,33.3167,200000,212801.664279737,12801.664279736986,1.0640083213986848
2020-12-20,-2,-1.8326024071155307,0.0,0.05643,0.0,34.3148,200000,212801.664279737,12801.664279736986,1.0640083213986848
2020-12-21,-2,-1.8424566554029316,0.0,0.05289,0.0,32.05,200000,212801.664279737,12801.664279736986,1.0640083213986848
2020-12-22,-2,-2.065237681733732,0.0,0.05391,0.0,33.5151,200000,212801.664279737,12801.664279736986,1.0640083213986848
2020-12-23,-2,-1.6737949392071498,0.0,0.0505,0.0,31.1843,200000,212801.664279737,12801.664279736986,1.0640083213986848
2020-12-24,-2,-1.8587952060180157,0.0,0.05129,0.0,32.4895,200000,212801.664279737,12801.664279736986,1.0640083213986848
2020-12-25,-2,-1.7169402085342427,0.0,0.052,0.0,33.1996,200000,212801.664279737,12801.664279736986,1.0640083213986848
2020-12-26,-2,-2.0019222190620667,0.0,0.05031,0.0,33.6361,200000,212801.664279737,12801.664279736986,1.0640083213986848
2020-12-27,-1,-1.1735107405104739,2002650.7084484943,0.05313,-3159.7324980658223,33.674,200000,212801.664279737,12801.664279736986,1.0640083213986848
2020-12-28,-2,-1.4598390580004077,0.0,0.05469,0.0,35.951,200000,216872.2400726532,16872.240072653192,1.0843612003632659
2020-12-29,-2,-2.295182793904208,0.0,0.05231,0.0,39.0667,200000,216872.2400726532,16872.240072653192,1.0843612003632659
2020-12-30,-2,-1.8241700551727578,0.0,0.05205,0.0,38.1558,200000,216872.2400726532,16872.240072653192,1.0843612003632659
2020-12-31,-2,-1.5412129010610551,0.0,0.05152,0.0,37.3588,200000,216872.2400726532,16872.240072653192,1.0843612003632659
2021-01-01,-2,-1.2141732243005647,0.0,0.05333,0.0,37.7762,200000,216872.2400726532,16872.240072653192,1.0843612003632659
2021-01-02,-2,-1.4381186680427687,0.0,0.05127,0.0,38.2331,200000,216872.2400726532,16872.240072653192,1.0843612003632659
2021-01-03,-1,-1.129355231051981,1912116.382231116,0.05671,-2628.276556658222,41.2575,200000,216872.2400726532,16872.240072653192,1.0843612003632659
2021-01-04,-1,-0.9394692267304929,1912116.382231116,0.05723,-2628.276556658222,41.1333,200000,217540.1086430764,17540.10864307641,1.0877005432153821
2021-01-05,-1,-0.3936452955396645,1912116.382231116,0.06182,-2628.276556658222,41.8219,200000,228126.5540744321,28126.55407443209,1.1406327703721604
2021-01-06,0,1.1929506075134093,0.0,0.07311,0.0,42.2417,200000,188100.28119112592,-11899.71880887408,0.9405014059556296
2021-01-07,0,0.811912468779348,0.0,0.07112,0.0,43.5728,200000,188100.28119112592,-11899.71880887408,0.9405014059556296
2021-01-08,2,1.2552777624540785,0.0,0.07104,0.0,42.356,200000,188100.28119112592,-11899.71880887408,0.9405014059556296
2021-01-09,1,1.0766162705397013,-1295278.0690753749,0.07261,2144.917786155391,43.8479,200000,188100.28119112592,-11899.71880887408,0.9405014059556296
2021-01-10,1,1.0189453538000364,-1295278.0690753749,0.0699,2144.917786155391,42.4031,200000,181491.10040649434,-18508.89959350566,0.9074555020324717
2021-01-11,1,0.5287485339132968,-1295278.0690753749,0.06049,2144.917786155391,38.1674,200000,160217.3055096767,-39782.69449032331,0.8010865275483834
2021-01-12,0,0.18674082227620042,0.0,0.05881,0.0,38.2541,200000,182223.6849500818,-17776.315049918194,0.911118424750409
2021-01-13,1,1.0190537466357754,-1379646.3124627634,0.06604,2271.470017876237,40.1114,200000,182223.6849500818,-17776.315049918194,0.911118424750409
2021-01-14,2,2.1143414962945664,0.0,0.07696,0.0,41.8723,200000,193289.5911276969,-6710.408872303087,0.9664479556384845
2021-01-15,2,2.9687972811170718,0.0,0.08851,0.0,40.8668,200000,193289.5911276969,-6710.408872303087,0.9664479556384845
2021-01-16,2,1.7050118827966343,0.0,0.08459,0.0,43.142,200000,193289.5911276969,-6710.408872303087,0.9664479556384845
2021-01-17,2,1.8628830328736576,0.0,0.09487,0.0,45.8675,200000,193289.5911276969,-6710.408872303087,0.9664479556384845
2021-01-18,2,1.8411259428801006,0.0,0.0968,0.0,45.3412,200000,193289.5911276969,-6710.408872303087,0.9664479556384845
2021-01-19,2,1.6459649085994494,0.0,0.09115,0.0,42.5241,200000,193289.5911276969,-6710.408872303087,0.9664479556384845
2021-01-20,2,1.5135832747238538,0.0,0.092,0.0,42.6069,200000,193289.5911276969,-6710.408872303087,0.9664479556384845
2021-01-21,1,1.1396364347648316,-1198472.1672104222,0.08064,2501.5283197533913,38.6343,200000,193289.5911276969,-6710.408872303087,0.9664479556384845
2021-01-22,2,1.3648890841080106,0.0,0.08955,0.0,40.8936,200000,198316.27520472294,-1683.7247952770558,0.9915813760236147
2021-01-23,2,1.2299862555674086,0.0,0.08933,0.0,40.9109,200000,198316.27520472294,-1683.7247952770558,0.9915813760236147
2021-01-24,0,0.8439332989698628,0.0,0.08779,0.0,41.8263,200000,198316.27520472294,-1683.7247952770558,0.9915813760236147
2021-01-25,0,0.27831092283837905,0.0,0.08253,0.0,41.8347,200000,198316.27520472294,-1683.7247952770558,0.9915813760236147
2021-01-26,2,1.3656891949000591,0.0,0.09518,0.0,41.8396,200000,198316.27520472294,-1683.7247952770558,0.9915813760236147
2021-01-27,0,0.9728203952964526,0.0,0.09,0.0,40.8826,200000,198316.27520472294,-1683.7247952770558,0.9915813760236147
2021-01-28,0,0.4233356895162358,0.0,0.08857,0.0,42.5254,200000,198316.27520472294,-1683.7247952770558,0.9915813760236147
2021-01-29,2,2.184513832287212,0.0,0.11164,0.0,42.8618,200000,198316.27520472294,-1683.7247952770558,0.9915813760236147
2021-01-30,1,1.0571132928527873,-948700.1301412311,0.10452,2214.0975552554874,44.7849,200000,198316.27520472294,-1683.7247952770558,0.9915813760236147
2021-01-31,1,0.5043375329837162,-948700.1301412311,0.09803,2214.0975552554874,44.3292,200000,191150.24710417644,-8849.752895823563,0.9557512355208821
2021-02-01,0,-0.048982714758926134,0.0,0.10884,0.0,51.4781,200000,187595.26201009704,-12404.737989902962,0.9379763100504852
2021-02-02,0,0.060412091264560104,0.0,0.1101,0.0,51.0071,200000,187595.26201009704,-12404.737989902962,0.9379763100504852
2021-02-03,2,3.4932396173001448,0.0,0.15841,0.0,52.12,200000,187595.26201009704,-12404.737989902962,0.9379763100504852
2021-02-04,2,1.6326894483699903,0.0,0.14849,0.0,55.9599,200000,187595.26201009704,-12404.737989902962,0.9379763100504852
2021-02-05,2,1.3988517279466073,0.0,0.17848,0.0,67.7005,200000,187595.26201009704,-12404.737989902962,0.9379763100504852
2021-02-06,0,0.20507808400729596,0.0,0.17,0.0,72.8356,200000,187595.26201009704,-12404.737989902962,0.9379763100504852
2021-02-07,2,1.319346698356612,0.0,0.18214,0.0,68.3542,200000,187595.26201009704,-12404.737989902962,0.9379763100504852
2021-02-08,2,1.2482605680039782,0.0,0.21432,0.0,79.8374,200000,187595.26201009704,-12404.737989902962,0.9379763100504852
2021-02-09,0,-0.014243388571016122,0.0,0.25112,0.0,107.3469,200000,187595.26201009704,-12404.737989902962,0.9379763100504852
2021-02-10,-2,-1.6198501905580447,0.0,0.23952,0.0,128.9711,200000,187595.26201009704,-12404.737989902962,0.9379763100504852
2021-02-11,-2,-1.368160008703229,0.0,0.23532,0.0,124.085,200000,187595.26201009704,-12404.737989902962,0.9379763100504852
2021-02-12,-2,-1.4135634648646769,0.0,0.25158,0.0,136.6139,200000,187595.26201009704,-12404.737989902962,0.9379763100504852
2021-02-13,0,-0.9540725220504805,0.0,0.26402,0.0,133.3496,200000,187595.26201009704,-12404.737989902962,0.9379763100504852
2021-02-14,-2,-1.3609399908830762,0.0,0.24813,0.0,135.8623,200000,187595.26201009704,-12404.737989902962,0.9379763100504852
2021-02-15,-2,-1.2115343973344026,0.0,0.2394,0.0,130.303,200000,187595.26201009704,-12404.737989902962,0.9379763100504852
2021-02-16,-2,-1.3445290965133478,0.0,0.22679,0.0,130.183,200000,187595.26201009704,-12404.737989902962,0.9379763100504852
2021-02-17,-2,-1.8928877178556078,0.0,0.23594,0.0,165.3233,200000,187595.26201009704,-12404.737989902962,0.9379763100504852
2021-02-18,-2,-1.3782111520606484,0.0,0.30729,0.0,195.6,200000,187595.26201009704,-12404.737989902962,0.9379763100504852
2021-02-19,-2,-2.3672322446451113,0.0,0.29228,0.0,333.111,200000,187595.26201009704,-12404.737989902962,0.9379763100504852
2021-02-20,-2,-1.6184477614522677,0.0,0.2884,0.0,253.0,200000,187595.26201009704,-12404.737989902962,0.9379763100504852
2021-02-21,-2,-1.6320287594854728,0.0,0.29609,0.0,295.2597,200000,187595.26201009704,-12404.737989902962,0.9379763100504852
2021-02-22,-2,-1.4124328799791592,0.0,0.27521,0.0,267.5147,200000,187595.26201009704,-12404.737989902962,0.9379763100504852
