date,statusList,zscore,ICXUSDT_position,ICXUSDT_price,LINKUSDT_position,LINKUSDT_price,init,total_asset,pnl,return
2020-08-07,-2,-1.8313893166820683,0.0,0.3783,0.0,10.1286,200000,164171.42697363108,-35828.57302636892,0.8208571348681554
2020-08-08,-2,-2.27483652153006,0.0,0.3963,0.0,12.7093,200000,164171.42697363108,-35828.57302636892,0.8208571348681554
2020-08-09,-2,-1.972384891026643,0.0,0.4258,0.0,13.8104,200000,164171.42697363108,-35828.57302636892,0.8208571348681554
2020-08-10,-2,-1.4390412501897816,0.0,0.4545,0.0,13.4722,200000,164171.42697363108,-35828.57302636892,0.8208571348681554
2020-08-11,-2,-1.4382524199959994,0.0,0.4217,0.0,12.9971,200000,164171.42697363108,-35828.57302636892,0.8208571348681554
2020-08-12,-2,-1.7827576419712237,0.0,0.4512,0.0,16.4635,200000,164171.42697363108,-35828.57302636892,0.8208571348681554
2020-08-13,-2,-1.4898601996338579,0.0,0.4877,0.0,17.1883,200000,164171.42697363108,-35828.57302636892,0.8208571348681554
2020-08-14,0,-0.9344014281720933,0.0,0.5501,0.0,16.9574,200000,164171.42697363108,-35828.57302636892,0.8208571348681554
2020-08-15,-2,-1.443949094264986,0.0,0.5104,0.0,19.2285,200000,164171.42697363108,-35828.57302636892,0.8208571348681554
2020-08-16,-1,-1.1130356041807432,152916.7538875103,0.5368,-4364.845102749402,18.8061,200000,164171.42697363108,-35828.57302636892,0.8208571348681554
2020-08-17,-1,-0.8544401509471546,152916.7538875103,0.5063,-4364.845102749402,16.8196,200000,150836.7011834503,-49163.29881654971,0.7541835059172515
2020-08-18,-1,-0.7319564980807126,152916.7538875103,0.4951,-4364.845102749402,16.1927,200000,146387.7121449966,-53612.28785500341,0.731938560724983
2020-08-19,-1,-1.0068454846410844,152916.7538875103,0.4547,-4364.845102749402,16.1863,200000,140181.9402792836,-59818.05972071641,0.700909701396418
2020-08-20,0,-0.0651311443453862,0.0,0.5412,0.0,16.0483,200000,151461.2234321637,-48538.77656783629,0.7573061171608185
2020-08-21,1,1.184612853593743,-135815.30078206933,0.5576,5474.831860913201,13.8325,200000,151461.2234321637,-48538.77656783629,0.7573061171608185
2020-08-22,2,1.425425030010018,0.0,0.6455,0.0,15.8078,200000,152584.95299604576,-47415.04700395424,0.7629247649802288
2020-08-23,2,1.3620189780224063,0.0,0.6133,0.0,15.1428,200000,152584.95299604576,-47415.04700395424,0.7629247649802288
2020-08-24,2,1.3359724178683536,0.0,0.6116,0.0,15.1419,200000,152584.95299604576,-47415.04700395424,0.7629247649802288
2020-08-25,2,1.4437317261333693,0.0,0.5779,0.0,14.1164,200000,152584.95299604576,-47415.04700395424,0.7629247649802288
2020-08-26,2,1.5527653181571714,0.0,0.6398,0.0,15.2,200000,152584.95299604576,-47415.04700395424,0.7629247649802288
2020-08-27,1,1.1156393774985067,-131199.44367673754,0.5815,5253.072730767099,14.5234,200000,152584.95299604576,-47415.04700395424,0.7629247649802288
2020-08-28,1,1.111843090964025,-131199.44367673754,0.6149,5253.072730767099,15.1207,200000,160104.67475693597,-39895.32524306403,0.8005233737846799
2020-08-29,1,0.6911614278099595,-131199.44367673754,0.6333,5253.072730767099,16.3612,200000,169035.18124310454,-30964.81875689546,0.8451759062155226
2020-08-30,1,0.41404569945299463,-131199.44367673754,0.6153,5253.072730767099,16.4788,200000,167291.35261006147,-32708.64738993853,0.8364567630503074
2020-08-31,1,0.5175023221727997,-131199.44367673754,0.5953,5253.072730767099,15.5772,200000,159931.1933624671,-40068.80663753289,0.7996559668123355
2020-09-01,0,0.12541405791289018,0.0,0.5838,0.0,16.0333,200000,144955.09720031702,-55044.90279968298,0.7247754860015851
2020-09-02,0,0.16441005895871094,0.0,0.5476,0.0,14.7982,200000,144955.09720031702,-55044.90279968298,0.7247754860015851
2020-09-03,0,0.07348621139900109,0.0,0.437,0.0,11.8895,200000,144955.09720031702,-55044.90279968298,0.7247754860015851
2020-09-04,0,0.08234307726741626,0.0,0.4613,0.0,12.3708,200000,144955.09720031702,-55044.90279968298,0.7247754860015851
2020-09-05,0,0.4710218445171909,0.0,0.417,0.0,10.6017,200000,144955.09720031702,-55044.90279968298,0.7247754860015851
2020-09-06,0,-0.9066299911812764,0.0,0.4401,0.0,12.8044,200000,144955.09720031702,-55044.90279968298,0.7247754860015851
2020-09-07,-1,-1.0986906020845821,170095.16216887705,0.4261,-5812.1530553455095,12.47,200000,144955.09720031702,-55044.90279968298,0.7247754860015851
2020-09-08,-2,-1.4624377687182297,0.0,0.4036,0.0,11.746,200000,144574.2395370466,-55425.76046295339,0.7228711976852331
2020-09-09,-2,-1.701841328229355,0.0,0.4165,0.0,12.3444,200000,144574.2395370466,-55425.76046295339,0.7228711976852331
2020-09-10,0,-0.5717479264093717,0.0,0.4562,0.0,12.4957,200000,144574.2395370466,-55425.76046295339,0.7228711976852331
2020-09-11,0,-0.6770605875409524,0.0,0.4483,0.0,12.4406,200000,144574.2395370466,-55425.76046295339,0.7228711976852331
2020-09-12,0,0.4206372165829903,0.0,0.492,0.0,12.7187,200000,144574.2395370466,-55425.76046295339,0.7228711976852331
2020-09-13,0,0.8668113525732123,0.0,0.4792,0.0,12.067,200000,144574.2395370466,-55425.76046295339,0.7228711976852331
2020-09-14,2,1.848546407478909,0.0,0.5144,0.0,12.1374,200000,144574.2395370466,-55425.76046295339,0.7228711976852331
2020-09-15,2,2.8141148222088788,0.0,0.5096,0.0,10.9314,200000,144574.2395370466,-55425.76046295339,0.7228711976852331
2020-09-16,2,2.2128814893912194,0.0,0.4953,0.0,10.7367,200000,144574.2395370466,-55425.76046295339,0.7228711976852331
2020-09-17,1,1.1996478073520875,-153573.65576486787,0.4707,6563.262765098949,11.0139,200000,144574.2395370466,-55425.76046295339,0.7228711976852331
2020-09-18,2,2.003476207800613,0.0,0.4754,0.0,10.094,200000,151333.58113675602,-48666.41886324398,0.7566679056837802
2020-09-19,2,1.5611572941130671,0.0,0.4672,0.0,10.1209,200000,151333.58113675602,-48666.41886324398,0.7566679056837802
2020-09-20,2,1.5564522933798113,0.0,0.4585,0.0,9.7357,200000,151333.58113675602,-48666.41886324398,0.7566679056837802
2020-09-21,2,1.4077007697245814,0.0,0.4115,0.0,8.7114,200000,151333.58113675602,-48666.41886324398,0.7566679056837802
2020-09-22,2,1.3709093764499547,0.0,0.4187,0.0,8.7401,200000,151333.58113675602,-48666.41886324398,0.7566679056837802
2020-09-23,2,1.3483282266900904,0.0,0.3715,0.0,7.6364,200000,151333.58113675602,-48666.41886324398,0.7566679056837802
2020-09-24,0,-0.034599088006664135,0.0,0.4079,0.0,9.87,200000,151333.58113675602,-48666.41886324398,0.7566679056837802
2020-09-25,0,-0.5509652452526037,0.0,0.4131,0.0,10.7279,200000,151333.58113675602,-48666.41886324398,0.7566679056837802
2020-09-26,0,-0.10100968301091037,0.0,0.4261,0.0,10.3169,200000,151333.58113675602,-48666.41886324398,0.7566679056837802
2020-09-27,0,-0.7283800847915596,0.0,0.4155,0.0,10.7939,200000,151333.58113675602,-48666.41886324398,0.7566679056837802
2020-09-28,0,-0.716230857914957,0.0,0.4009,0.0,10.283,200000,151333.58113675602,-48666.41886324398,0.7566679056837802
2020-09-29,0,-0.15497765452802922,0.0,0.4261,0.0,10.135,200000,151333.58113675602,-48666.41886324398,0.7566679056837802
2020-09-30,0,-0.0958457702918644,0.0,0.4206,0.0,9.8694,200000,151333.58113675602,-48666.41886324398,0.7566679056837802
2020-10-01,0,0.43318980775926813,0.0,0.4333,0.0,9.6394,200000,151333.58113675602,-48666.41886324398,0.7566679056837802
2020-10-02,0,-0.24146928997142295,0.0,0.3948,0.0,9.2167,200000,151333.58113675602,-48666.41886324398,0.7566679056837802
2020-10-03,0,-0.5343025257780181,0.0,0.3896,0.0,9.269,200000,151333.58113675602,-48666.41886324398,0.7566679056837802
2020-10-04,0,-0.54526390099696,0.0,0.3942,0.0,9.3922,200000,151333.58113675602,-48666.41886324398,0.7566679056837802
2020-10-05,0,-0.7846656200755121,0.0,0.3936,0.0,9.6176,200000,151333.58113675602,-48666.41886324398,0.7566679056837802
2020-10-06,0,-0.7263222003146169,0.0,0.3583,0.0,8.7689,200000,151333.58113675602,-48666.41886324398,0.7566679056837802
2020-10-07,0,-0.6443110830975896,0.0,0.3683,0.0,8.9799,200000,151333.58113675602,-48666.41886324398,0.7566679056837802
2020-10-08,0,-0.9680964673694875,0.0,0.379,0.0,9.5594,200000,151333.58113675602,-48666.41886324398,0.7566679056837802
2020-10-09,-2,-1.2515304899012734,0.0,0.3982,0.0,10.3959,200000,151333.58113675602,-48666.41886324398,0.7566679056837802
2020-10-10,-2,-1.400760861507418,0.0,0.3931,0.0,10.5198,200000,151333.58113675602,-48666.41886324398,0.7566679056837802
2020-10-11,-2,-1.533040731427133,0.0,0.3959,0.0,10.8515,200000,151333.58113675602,-48666.41886324398,0.7566679056837802
2020-10-12,-2,-1.6864774047905664,0.0,0.4075,0.0,11.4259,200000,151333.58113675602,-48666.41886324398,0.7566679056837802
2020-10-13,-1,-1.1755523618551613,184463.16569570455,0.4102,-6877.798735491021,11.0016,200000,151333.58113675602,-48666.41886324398,0.7566679056837802
2020-10-14,-2,-1.5602055186183963,0.0,0.3901,0.0,10.8896,200000,154270.97730886468,-45729.022691135324,0.7713548865443234
2020-10-15,-2,-1.5508760204186975,0.0,0.3808,0.0,10.7483,200000,154270.97730886468,-45729.022691135324,0.7713548865443234
2020-10-16,-2,-1.582241207346168,0.0,0.3676,0.0,10.5877,200000,154270.97730886468,-45729.022691135324,0.7713548865443234
2020-10-17,-1,-1.1033491970196851,202243.02216683884,0.3814,-7258.64931299767,10.6267,200000,154270.97730886468,-45729.022691135324,0.7713548865443234
2020-10-18,-2,-1.2186224943019206,0.0,0.385,0.0,10.9409,200000,155823.57004320793,-44176.42995679207,0.7791178502160396
2020-10-19,-2,-1.3538778861425387,0.0,0.3738,0.0,10.9147,200000,155823.57004320793,-44176.42995679207,0.7791178502160396
2020-10-20,0,-0.750130144006741,0.0,0.3544,0.0,9.8589,200000,155823.57004320793,-44176.42995679207,0.7791178502160396
2020-10-21,-1,-1.13136308757131,208990.8396502252,0.3728,-7223.216953135363,10.7863,200000,155823.57004320793,-44176.42995679207,0.7791178502160396
2020-10-22,-2,-1.8384933479541279,0.0,0.3817,0.0,11.9539,200000,162397.3796848018,-37602.620315198204,0.811986898424009
2020-10-23,-2,-1.9496942651460691,0.0,0.3749,0.0,12.1586,200000,162397.3796848018,-37602.620315198204,0.811986898424009
2020-10-24,-2,-2.11453645835819,0.0,0.3732,0.0,12.7001,200000,162397.3796848018,-37602.620315198204,0.811986898424009
2020-10-25,-2,-1.576300843497698,0.0,0.3711,0.0,12.1481,200000,162397.3796848018,-37602.620315198204,0.811986898424009
2020-10-26,-2,-1.3666787840055103,0.0,0.3611,0.0,11.7096,200000,162397.3796848018,-37602.620315198204,0.811986898424009
2020-10-27,-2,-1.5447454386052097,0.0,0.357,0.0,11.9224,200000,162397.3796848018,-37602.620315198204,0.811986898424009
2020-10-28,-2,-1.4939539089216398,0.0,0.3399,0.0,11.4403,200000,162397.3796848018,-37602.620315198204,0.811986898424009
2020-10-29,-2,-1.2923959948732082,0.0,0.3376,0.0,11.2772,200000,162397.3796848018,-37602.620315198204,0.811986898424009
2020-10-30,-2,-1.5026499316157131,0.0,0.32,0.0,11.09,200000,162397.3796848018,-37602.620315198204,0.811986898424009
2020-10-31,-2,-1.5004644408507293,0.0,0.3181,0.0,11.2277,200000,162397.3796848018,-37602.620315198204,0.811986898424009
2020-11-01,-1,-1.0947420037537698,240446.22399289577,0.3377,-7016.702946924604,11.5722,200000,162397.3796848018,-37602.620315198204,0.811986898424009
2020-11-02,-1,-0.8357115206022361,240446.22399289577,0.3204,-7016.702946924604,10.7814,200000,152688.85131929675,-47311.14868070325,0.7634442565964837
2020-11-03,-1,-0.5238391678862955,240446.22399289577,0.3157,-7016.702946924604,10.3911,200000,148820.13490634543,-51179.865093654575,0.7441006745317271
2020-11-04,-1,-0.6516835834771872,240446.22399289577,0.3124,-7016.702946924604,10.4713,200000,148589.40194351226,-51410.59805648774,0.7429470097175612
2020-11-05,-1,-0.9661058761905226,240446.22399289577,0.316,-7016.702946924604,10.9794,200000,153020.19511721906,-46979.80488278094,0.7651009755860954
2020-11-06,-1,-0.5602451538937206,240446.22399289577,0.3604,-7016.702946924604,12.1687,200000,172040.97227728105,-27959.02772271895,0.8602048613864053
2020-11-07,-1,-0.967771771846621,240446.22399289577,0.3357,-7016.702946924604,11.7638,200000,163260.88752144677,-36739.11247855323,0.8163044376072338
2020-11-08,-2,-1.3013563948613807,0.0,0.3512,0.0,12.71,200000,167134.96027390854,-32865.03972609146,0.8356748013695428
2020-11-09,-2,-1.4769297890657014,0.0,0.3439,0.0,12.5107,200000,167134.96027390854,-32865.03972609146,0.8356748013695428
2020-11-10,-2,-1.6284225770175915,0.0,0.3578,0.0,13.0017,200000,167134.96027390854,-32865.03972609146,0.8356748013695428
2020-11-11,0,-0.890344430583331,0.0,0.3613,0.0,12.753,200000,167134.96027390854,-32865.03972609146,0.8356748013695428
2020-11-12,0,0.22883780673550255,0.0,0.365,0.0,12.4038,200000,167134.96027390854,-32865.03972609146,0.8356748013695428
2020-11-13,0,-0.12958267751208744,0.0,0.3739,0.0,12.8687,200000,167134.96027390854,-32865.03972609146,0.8356748013695428
2020-11-14,-1,-1.0464260288438902,237272.79993456634,0.3522,-6654.839388484422,12.5574,200000,167134.96027390854,-32865.03972609146,0.8356748013695428
2020-11-15,-1,-0.8830962106951042,237272.79993456634,0.341,-6654.839388484422,12.1192,200000,161561.35429460753,-38438.64570539247,0.8078067714730377
2020-11-16,-1,-0.9824558183973509,237272.79993456634,0.3529,-6654.839388484422,12.6223,200000,167732.95031017537,-32267.049689824635,0.8386647515508768
2020-11-17,-2,-1.6980994053901959,0.0,0.3631,0.0,13.3944,200000,170118.78732278323,-29881.21267721677,0.8505939366139161
2020-11-18,-2,-2.56795828232064,0.0,0.3474,0.0,13.5598,200000,170118.78732278323,-29881.21267721677,0.8505939366139161
2020-11-19,-2,-2.2336479376890868,0.0,0.3458,0.0,13.6187,200000,170118.78732278323,-29881.21267721677,0.8505939366139161
2020-11-20,-2,-1.7394079878069189,0.0,0.362,0.0,14.0933,200000,170118.78732278323,-29881.21267721677,0.8505939366139161
2020-11-21,-1,-1.1843889895739714,209402.7416577834,0.4062,-5505.070426143874,15.4511,200000,170118.78732278323,-29881.21267721677,0.8505939366139161
2020-11-22,-1,-0.7652376411468722,209402.7416577834,0.3886,-5505.070426143874,14.5098,200000,161251.37627747701,-38748.623722522985,0.806256881387385
2020-11-23,0,0.6353506111178346,0.0,0.4374,0.0,15.2746,200000,162613.77685284597,-37386.22314715403,0.8130688842642299
2020-11-24,2,1.4871605710551472,0.0,0.4662,0.0,15.6703,200000,162613.77685284597,-37386.22314715403,0.8130688842642299
2020-11-25,2,2.925847172274809,0.0,0.4722,0.0,14.2016,200000,162613.77685284597,-37386.22314715403,0.8130688842642299
2020-11-26,2,1.9792187956480192,0.0,0.4039,0.0,12.603,200000,162613.77685284597,-37386.22314715403,0.8130688842642299
2020-11-27,2,1.6102261996684701,0.0,0.3966,0.0,12.4989,200000,162613.77685284597,-37386.22314715403,0.8130688842642299
2020-11-28,2,1.2129298554161547,0.0,0.4078,0.0,13.0853,200000,162613.77685284597,-37386.22314715403,0.8130688842642299
2020-11-29,0,0.8281350320004264,0.0,0.4079,0.0,13.38,200000,162613.77685284597,-37386.22314715403,0.8130688842642299
2020-11-30,0,0.8799591077948045,0.0,0.4394,0.0,14.2677,200000,162613.77685284597,-37386.22314715403,0.8130688842642299
2020-12-01,1,1.0114716228093088,-194560.63275047377,0.4179,6092.183366408388,13.3461,200000,162613.77685284597,-37386.22314715403,0.8130688842642299
2020-12-02,1,0.9360732205109593,-194560.63275047377,0.4373,6092.183366408388,13.9799,200000,170249.4789458348,-29750.521054165205,0.851247394729174
2020-12-03,1,0.9513583447905727,-194560.63275047377,0.4402,6092.183366408388,13.9749,200000,170783.24386397912,-29216.75613602088,0.8539162193198956
2020-12-04,1,0.8587929247120197,-194560.63275047377,0.3991,6092.183366408388,12.68,200000,154898.03361677245,-45101.966383227555,0.7744901680838623
2020-12-05,1,1.0003727638996143,-194560.63275047377,0.4227,6092.183366408388,13.1748,200000,162504.07687938248,-37495.92312061752,0.8125203843969124
2020-12-06,1,0.37631606647110616,-194560.63275047377,0.4134,6092.183366408388,13.5057,200000,162710.5664707476,-37289.43352925239,0.813552832353738
2020-12-07,1,0.9332504172843319,-194560.63275047377,0.4219,6092.183366408388,13.0704,200000,161712.4044297291,-38287.5955702709,0.8085620221486455
2020-12-08,1,0.7504840288344813,-194560.63275047377,0.3884,6092.183366408388,12.1356,200000,149499.65022166964,-50500.34977833036,0.7474982511083482
2020-12-09,0,0.1259613470113306,0.0,0.3882,0.0,12.6212,200000,161251.54978246635,-38748.45021753365,0.8062577489123317
2020-12-10,0,0.573847801056679,0.0,0.3791,0.0,11.9172,200000,161251.54978246635,-38748.45021753365,0.8062577489123317
2020-12-11,0,-0.05842952719383226,0.0,0.3601,0.0,11.6335,200000,161251.54978246635,-38748.45021753365,0.8062577489123317
2020-12-12,0,0.12882114654431417,0.0,0.3838,0.0,12.2259,200000,161251.54978246635,-38748.45021753365,0.8062577489123317
2020-12-13,-2,-1.7034577458638973,0.0,0.3871,0.0,12.9392,200000,161251.54978246635,-38748.45021753365,0.8062577489123317
2020-12-14,0,0.15271229307459325,0.0,0.4052,0.0,12.8502,200000,161251.54978246635,-38748.45021753365,0.8062577489123317
2020-12-15,0,0.3544374460851857,0.0,0.4001,0.0,12.6818,200000,161251.54978246635,-38748.45021753365,0.8062577489123317
2020-12-16,0,0.3683781304086269,0.0,0.4251,0.0,13.4852,200000,161251.54978246635,-38748.45021753365,0.8062577489123317
2020-12-17,-2,-1.3804496530482584,0.0,0.4087,0.0,13.444,200000,161251.54978246635,-38748.45021753365,0.8062577489123317
2020-12-18,2,1.2962368264536597,0.0,0.4336,0.0,13.5001,200000,161251.54978246635,-38748.45021753365,0.8062577489123317
2020-12-19,2,1.2783748577529161,0.0,0.4338,0.0,13.4747,200000,161251.54978246635,-38748.45021753365,0.8062577489123317
2020-12-20,2,1.837090893183297,0.0,0.4277,0.0,13.0604,200000,161251.54978246635,-38748.45021753365,0.8062577489123317
2020-12-21,2,1.3828688712270698,0.0,0.4005,0.0,12.3049,200000,161251.54978246635,-38748.45021753365,0.8062577489123317
2020-12-22,0,-0.6926432623121146,0.0,0.3964,0.0,12.7842,200000,161251.54978246635,-38748.45021753365,0.8062577489123317
2020-12-23,0,0.8030364386071388,0.0,0.3529,0.0,10.9736,200000,161251.54978246635,-38748.45021753365,0.8062577489123317
2020-12-24,2,1.3337761685440348,0.0,0.3781,0.0,11.5724,200000,161251.54978246635,-38748.45021753365,0.8062577489123317
2020-12-25,2,2.9184309505786996,0.0,0.4034,0.0,11.5543,200000,161251.54978246635,-38748.45021753365,0.8062577489123317
2020-12-26,2,3.37532405643803,0.0,0.4167,0.0,10.9809,200000,161251.54978246635,-38748.45021753365,0.8062577489123317
2020-12-27,0,0.49898048772507103,0.0,0.4014,0.0,12.1541,200000,161251.54978246635,-38748.45021753365,0.8062577489123317
2020-12-28,2,1.74191788113624,0.0,0.4496,0.0,12.6081,200000,161251.54978246635,-38748.45021753365,0.8062577489123317
2020-12-29,2,2.7843755079618786,0.0,0.4673,0.0,11.7786,200000,161251.54978246635,-38748.45021753365,0.8062577489123317
2020-12-30,2,2.7259562034568994,0.0,0.4728,0.0,11.2435,200000,161251.54978246635,-38748.45021753365,0.8062577489123317
2020-12-31,2,2.1101973493131347,0.0,0.4665,0.0,11.2364,200000,161251.54978246635,-38748.45021753365,0.8062577489123317
2021-01-01,1,1.025065529154087,-179287.9139231336,0.4497,6805.183697361781,11.8477,200000,161251.54978246635,-38748.45021753365,0.8062577489123317
2021-01-02,1,0.3004747555992972,-179287.9139231336,0.434,6805.183697361781,12.2215,200000,160980.50719994697,-39019.492800053034,0.8049025359997348
2021-01-03,1,0.2600186877659093,-179287.9139231336,0.4864,6805.183697361781,13.6814,200000,180310.08156929765,-19689.918430702353,0.9015504078464882
2021-01-04,1,0.9857845971423814,-179287.9139231336,0.523,6805.183697361781,13.5935,200000,186273.84357188625,-13726.156428113754,0.9313692178594313
2021-01-05,1,0.6883393750876069,-179287.9139231336,0.5472,6805.183697361781,14.5162,200000,196891.7540863818,-3108.245913618186,0.9844587704319091
2021-01-06,1,0.21232587450072282,-179287.9139231336,0.6253,6805.183697361781,17.2322,200000,229377.0190858131,29377.01908581311,1.1468850954290655
2021-01-07,0,0.05656964548750129,0.0,0.574,0.0,15.9628,200000,155533.0260500984,-44466.973949901614,0.777665130250492
2021-01-08,2,1.5092213277352828,0.0,0.628,0.0,15.2381,200000,155533.0260500984,-44466.973949901614,0.777665130250492
2021-01-09,0,0.7635246399119083,0.0,0.6849,0.0,17.5501,200000,155533.0260500984,-44466.973949901614,0.777665130250492
2021-01-10,0,0.7161819527132143,0.0,0.6342,0.0,16.206,200000,155533.0260500984,-44466.973949901614,0.777665130250492
2021-01-11,2,1.3339735125783037,0.0,0.6058,0.0,14.6393,200000,155533.0260500984,-44466.973949901614,0.777665130250492
2021-01-12,1,1.0508925374744564,-136552.26167699596,0.5695,5568.473239414929,13.9655,200000,155533.0260500984,-44466.973949901614,0.777665130250492
2021-01-13,1,0.46826862390244617,-136552.26167699596,0.6271,5568.473239414929,15.9356,200000,174368.88545166468,-25631.114548335318,0.8718444272583235
2021-01-14,0,-1.7080511065210464,0.0,0.603,0.0,17.9804,200000,137750.66360735075,-62249.336392649246,0.6887533180367538
2021-01-15,-2,-2.490766596294299,0.0,0.6112,0.0,20.7375,200000,137750.66360735075,-62249.336392649246,0.6887533180367538
2021-01-16,-2,-1.4610447241693634,0.0,0.66,0.0,20.1054,200000,137750.66360735075,-62249.336392649246,0.6887533180367538
2021-01-17,-2,-2.2804780369029953,0.0,0.6625,0.0,23.2819,200000,137750.66360735075,-62249.336392649246,0.6887533180367538
2021-01-18,0,-0.8105346813985187,0.0,0.7455,0.0,22.0336,200000,137750.66360735075,-62249.336392649246,0.6887533180367538
2021-01-19,0,-0.7282478328753167,0.0,0.6956,0.0,20.5557,200000,137750.66360735075,-62249.336392649246,0.6887533180367538
2021-01-20,0,0.12739994446973077,0.0,0.8043,0.0,21.8482,200000,137750.66360735075,-62249.336392649246,0.6887533180367538
2021-01-21,0,0.44038825318642055,0.0,0.6985,0.0,18.4119,200000,137750.66360735075,-62249.336392649246,0.6887533180367538
2021-01-22,0,-0.9246255161709791,0.0,0.7073,0.0,21.5519,200000,137750.66360735075,-62249.336392649246,0.6887533180367538
2021-01-23,-2,-1.6383628339463725,0.0,0.7289,0.0,24.8046,200000,137750.66360735075,-62249.336392649246,0.6887533180367538
2021-01-24,-1,-1.1886980328812158,90649.29166053615,0.7598,-2777.959215265105,24.7935,200000,137750.66360735075,-62249.336392649246,0.6887533180367538
2021-01-25,0,-0.1760893303485006,0.0,0.8088,0.0,23.3418,200000,129276.0849231841,-70723.9150768159,0.6463804246159205
2021-01-26,0,0.7785526209607307,0.0,0.8941,0.0,23.0981,200000,129276.0849231841,-70723.9150768159,0.6463804246159205
2021-01-27,0,0.6004584620785276,0.0,0.7986,0.0,20.9586,200000,129276.0849231841,-70723.9150768159,0.6463804246159205
2021-01-28,0,0.04048967907624411,0.0,0.8163,0.0,23.0145,200000,129276.0849231841,-70723.9150768159,0.6463804246159205
2021-01-29,0,0.04054536823377495,0.0,0.8025,0.0,22.748,200000,129276.0849231841,-70723.9150768159,0.6463804246159205
2021-01-30,0,-0.6337581665924106,0.0,0.7655,0.0,23.6399,200000,129276.0849231841,-70723.9150768159,0.6463804246159205
2021-01-31,0,-0.6819914112217896,0.0,0.7202,0.0,22.5613,200000,129276.0849231841,-70723.9150768159,0.6463804246159205
2021-02-01,0,-0.13409352077286704,0.0,0.7669,0.0,22.8757,200000,129276.0849231841,-70723.9150768159,0.6463804246159205
2021-02-02,0,-0.10862605841841921,0.0,0.7886,0.0,23.6582,200000,129276.0849231841,-70723.9150768159,0.6463804246159205
2021-02-03,0,-0.48631095224240817,0.0,0.8069,0.0,25.087,200000,129276.0849231841,-70723.9150768159,0.6463804246159205
2021-02-04,0,-0.9115046569724262,0.0,0.7617,0.0,24.492,200000,129276.0849231841,-70723.9150768159,0.6463804246159205
2021-02-05,0,-0.6884703471766394,0.0,0.8324,0.0,26.3034,200000,129276.0849231841,-70723.9150768159,0.6463804246159205
2021-02-06,0,-0.3150503460172565,0.0,0.8262,0.0,25.0231,200000,129276.0849231841,-70723.9150768159,0.6463804246159205
2021-02-07,0,-0.17175516546848194,0.0,0.8249,0.0,24.7254,200000,129276.0849231841,-70723.9150768159,0.6463804246159205
2021-02-08,0,-0.1955109580142337,0.0,0.8455,0.0,25.4115,200000,129276.0849231841,-70723.9150768159,0.6463804246159205
2021-02-09,0,0.17288802235188713,0.0,0.9404,0.0,27.6034,200000,129276.0849231841,-70723.9150768159,0.6463804246159205
2021-02-10,2,3.2849834590601183,0.0,1.227,0.0,26.8121,200000,129276.0849231841,-70723.9150768159,0.6463804246159205
2021-02-11,2,2.766286469292,0.0,1.3298,0.0,27.8475,200000,129276.0849231841,-70723.9150768159,0.6463804246159205
2021-02-12,2,2.1082006861577542,0.0,1.4273,0.0,30.6265,200000,129276.0849231841,-70723.9150768159,0.6463804246159205
2021-02-13,2,1.9023372037543336,0.0,1.6156,0.0,34.1941,200000,129276.0849231841,-70723.9150768159,0.6463804246159205
2021-02-14,2,1.2275506654524873,0.0,1.4652,0.0,33.1565,200000,129276.0849231841,-70723.9150768159,0.6463804246159205
2021-02-15,2,2.349898379701955,0.0,1.7707,0.0,32.5899,200000,129276.0849231841,-70723.9150768159,0.6463804246159205
2021-02-16,2,1.9439628066165597,0.0,1.725,0.0,31.9632,200000,129276.0849231841,-70723.9150768159,0.6463804246159205
2021-02-17,2,2.2675753179416955,0.0,1.9668,0.0,32.2324,200000,129276.0849231841,-70723.9150768159,0.6463804246159205
2021-02-18,2,2.46299524650631,0.0,2.2613,0.0,32.4801,200000,129276.0849231841,-70723.9150768159,0.6463804246159205
2021-02-19,2,1.8125234012551776,0.0,2.2766,0.0,34.6846,200000,129276.0849231841,-70723.9150768159,0.6463804246159205
2021-02-20,2,1.23992674644692,0.0,2.0461,0.0,33.9387,200000,129276.0849231841,-70723.9150768159,0.6463804246159205
2021-02-21,1,1.0903848195963097,-31660.48318063874,2.0416,1896.0163812560916,34.0915,200000,129276.0849231841,-70723.9150768159,0.6463804246159205
2021-02-22,1,0.8266908620138645,-31660.48318063874,1.8129,1896.0163812560916,31.4542,200000,117034.96841748533,-82965.03158251467,0.5851748420874266
2021-02-23,1,0.6365733111271256,-31660.48318063874,1.4568,1896.0163812560916,25.9249,200000,95277.02697998058,-104722.97302001942,0.47638513489990286
2021-02-24,1,0.8156752494945164,-31660.48318063874,1.6695,1896.0163812560916,28.0851,200000,106106.98633929183,-93893.01366070817,0.5305349316964592
2021-02-25,1,0.9697217288525695,-31660.48318063874,1.5406,1896.0163812560916,24.7144,200000,95635.0476410076,-104364.9523589924,0.47817523820503793
2021-02-26,1,0.5963588898471485,-31660.48318063874,1.4844,1896.0163812560916,25.1862,200000,94750.26901493232,-105249.73098506768,0.47375134507466155
2021-02-27,1,0.4634585133780778,-31660.48318063874,1.5276,1896.0163812560916,26.1896,200000,98020.46472528827,-101979.53527471173,0.49010232362644135
2021-02-28,0,0.16232948713207868,0.0,1.3919,0.0,24.7016,200000,126509.67321907972,-73490.32678092028,0.6325483660953986
