date,statusList,zscore,WAVESUSDT_position,WAVESUSDT_price,TRXUSDT_position,TRXUSDT_price,init,total_asset,pnl,return
2020-08-01,0,-0.7430582322653981,0.0,1.5707,0.0,0.02046,200000,171876.4541836947,-28123.545816305297,0.8593822709184735
2020-08-02,0,0.1921607564717055,0.0,1.599,0.0,0.01907,200000,171876.4541836947,-28123.545816305297,0.8593822709184735
2020-08-03,0,0.3693374892505994,0.0,1.6956,0.0,0.01987,200000,171876.4541836947,-28123.545816305297,0.8593822709184735
2020-08-04,0,-0.5153088074061307,0.0,1.6458,0.0,0.02039,200000,171876.4541836947,-28123.545816305297,0.8593822709184735
2020-08-05,0,-0.47242853053269374,0.0,1.6475,0.0,0.02031,200000,171876.4541836947,-28123.545816305297,0.8593822709184735
2020-08-06,0,0.1895551936907629,0.0,1.711,0.0,0.02022,200000,171876.4541836947,-28123.545816305297,0.8593822709184735
2020-08-07,1,1.082890616329039,-48117.70833810042,1.786,4322848.445263952,0.01988,200000,171876.45418369473,-28123.545816305268,0.8593822709184736
2020-08-08,1,0.897617226468106,-48117.70833810042,1.8258,4322848.445263952,0.02046,200000,176298.7910738042,-23701.208926195803,0.881493955369021
2020-08-09,2,1.886740139411909,0.0,1.9479,0.0,0.02045,200000,177202.68754983268,-22797.312450167316,0.8860134377491634
2020-08-10,2,1.388248168917602,0.0,1.9747,0.0,0.02146,200000,177202.68754983268,-22797.312450167316,0.8860134377491634
2020-08-11,2,1.5351280640986096,0.0,1.8648,0.0,0.0201,200000,177202.68754983268,-22797.312450167316,0.8860134377491634
2020-08-12,2,2.937552762398915,0.0,2.1706,0.0,0.02019,200000,177202.68754983268,-22797.312450167316,0.8860134377491634
2020-08-13,2,3.746411238954761,0.0,3.3267,0.0,0.02238,200000,177202.68754983268,-22797.312450167316,0.8860134377491634
2020-08-14,2,2.515090068488573,0.0,3.4914,0.0,0.02471,200000,177202.68754983268,-22797.312450167316,0.8860134377491634
2020-08-15,2,1.8384110568719867,0.0,3.3895,0.0,0.02526,200000,177202.68754983268,-22797.312450167316,0.8860134377491634
2020-08-16,2,1.893052227438879,0.0,4.0341,0.0,0.02824,200000,177202.68754983268,-22797.312450167316,0.8860134377491634
2020-08-17,2,1.7228109539915675,0.0,4.4095,0.0,0.03036,200000,177202.68754983268,-22797.312450167316,0.8860134377491634
2020-08-18,2,1.5279661262458635,0.0,4.1839,0.0,0.02875,200000,177202.68754983268,-22797.312450167316,0.8860134377491634
2020-08-19,2,1.3186360057325832,0.0,3.8151,0.0,0.02648,200000,177202.68754983268,-22797.312450167316,0.8860134377491634
2020-08-20,1,1.0750722095002405,-22979.314722337407,3.8557,3226560.2248694957,0.02746,200000,177202.68754983268,-22797.312450167316,0.8860134377491634
2020-08-21,1,0.6980247074179072,-22979.314722337407,3.2014,3226560.2248694957,0.02425,200000,151810.06360517623,-48189.93639482377,0.7590503180258812
2020-08-22,1,0.7147077092144152,-22979.314722337407,3.3831,3226560.2248694957,0.02512,200000,158792.51248586143,-41207.48751413857,0.7939625624293072
2020-08-23,1,0.9497755796781324,-22979.314722337407,3.499,3226560.2248694957,0.02435,200000,158971.3636890308,-41028.63631096919,0.7948568184451541
2020-08-24,1,0.9207072181200493,-22979.314722337407,3.6478,3226560.2248694957,0.0251,200000,164810.60588836676,-35189.39411163324,0.8240530294418338
2020-08-25,1,0.6526226273089379,-22979.314722337407,3.227,3226560.2248694957,0.02299,200000,148332.86817873252,-51667.13182126748,0.7416643408936625
2020-08-26,1,0.4595020802045032,-22979.314722337407,3.2575,3226560.2248694957,0.02369,200000,151292.32943517246,-48707.67056482754,0.7564616471758623
2020-08-27,1,0.23540153581036816,-22979.314722337407,3.0972,3226560.2248694957,0.02307,200000,145608.27794576267,-54391.722054237325,0.7280413897288134
2020-08-28,1,0.4781874811217973,-22979.314722337407,3.3697,3226560.2248694957,0.02392,200000,154612.7173987387,-45387.28260126131,0.7730635869936935
2020-08-29,0,0.0819042918893713,0.0,3.37,0.0,0.02491,200000,174269.3629626106,-25730.637037389388,0.8713468148130531
2020-08-30,0,-0.756641560583237,0.0,3.3786,0.0,0.02696,200000,174269.3629626106,-25730.637037389388,0.8713468148130531
2020-08-31,-2,-1.4339390482054286,0.0,3.5954,0.0,0.02917,200000,174269.3629626106,-25730.637037389388,0.8713468148130531
2020-09-01,-2,-3.2915048127609907,0.0,3.5345,0.0,0.03466,200000,174269.3629626106,-25730.637037389388,0.8713468148130531
2020-09-02,-2,-2.847105801483196,0.0,3.2748,0.0,0.03449,200000,174269.3629626106,-25730.637037389388,0.8713468148130531
2020-09-03,-2,-3.2354904407368927,0.0,2.4758,0.0,0.03996,200000,174269.3629626106,-25730.637037389388,0.8713468148130531
2020-09-04,-2,-2.1766026730774315,0.0,2.6204,0.0,0.03552,200000,174269.3629626106,-25730.637037389388,0.8713468148130531
2020-09-05,-2,-1.7468943867559812,0.0,2.3133,0.0,0.02988,200000,174269.3629626106,-25730.637037389388,0.8713468148130531
2020-09-06,-2,-1.5010895818803993,0.0,2.471,0.0,0.03142,200000,174269.3629626106,-25730.637037389388,0.8713468148130531
2020-09-07,-2,-1.4803639757413467,0.0,2.3998,0.0,0.03249,200000,174269.3629626106,-25730.637037389388,0.8713468148130531
2020-09-08,-2,-1.5447551782424733,0.0,2.32,0.0,0.03518,200000,174269.3629626106,-25730.637037389388,0.8713468148130531
2020-09-09,-2,-1.2503823188338272,0.0,2.3971,0.0,0.03397,200000,174269.3629626106,-25730.637037389388,0.8713468148130531
2020-09-10,-1,-1.0373738675290867,35803.37818190628,2.4337,-2641245.270727654,0.03299,200000,174269.3629626106,-25730.637037389388,0.8713468148130531
2020-09-11,-1,-0.9142246106167808,35803.37818190628,2.5,-2641245.270727654,0.0335,200000,177990.1620241421,-22009.837975857896,0.8899508101207105
2020-09-12,-1,-0.6720892497549793,35803.37818190628,2.6119,-2641245.270727654,0.03272,200000,179936.38873152982,-20063.61126847018,0.8996819436576491
2020-09-13,0,0.07560176888323804,0.0,3.0776,0.0,0.03065,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-09-14,0,-0.037482000393148786,0.0,2.8853,0.0,0.03039,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-09-15,0,-0.17087262901579042,0.0,2.4875,0.0,0.02788,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-09-16,0,0.22543444561661458,0.0,2.5589,0.0,0.02639,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-09-17,0,0.07650063983752514,0.0,2.5523,0.0,0.02813,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-09-18,0,-0.13741067187489092,0.0,2.4474,0.0,0.02905,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-09-19,0,0.46811714675509086,0.0,2.5426,0.0,0.02768,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-09-20,0,0.6113949266595947,0.0,2.4389,0.0,0.02694,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-09-21,0,0.3576426046748049,0.0,2.1531,0.0,0.0249,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-09-22,0,0.6103813674805368,0.0,2.2183,0.0,0.02499,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-09-23,0,0.4009314170844621,0.0,2.1718,0.0,0.02486,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-09-24,0,0.6246448281281918,0.0,2.3686,0.0,0.02625,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-09-25,0,0.3408645830605578,0.0,2.3894,0.0,0.02714,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-09-26,0,0.7436219522607451,0.0,2.5148,0.0,0.02718,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-09-27,0,0.7543206308498499,0.0,2.4835,0.0,0.02659,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-09-28,0,0.5466654133719029,0.0,2.4173,0.0,0.02625,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-09-29,0,0.6325392027420982,0.0,2.4515,0.0,0.0263,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-09-30,2,1.3347311560698063,0.0,2.5734,0.0,0.02621,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-10-01,2,1.907158649280013,0.0,2.624,0.0,0.02581,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-10-02,0,0.5234097679888003,0.0,2.452,0.0,0.0259,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-10-03,0,-0.6426181908427905,0.0,2.42,0.0,0.02719,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-10-04,0,-0.43466975017141285,0.0,2.3699,0.0,0.02644,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-10-05,0,-0.5202552216449383,0.0,2.3597,0.0,0.02643,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-10-06,-2,-1.3997549737777946,0.0,2.1724,0.0,0.02556,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-10-07,0,-0.29411040668817023,0.0,2.2845,0.0,0.02551,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-10-08,0,-0.3114504540197483,0.0,2.3109,0.0,0.02572,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-10-09,0,0.013852859504328302,0.0,2.3927,0.0,0.02627,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-10-10,0,0.15599917469206384,0.0,2.4244,0.0,0.02644,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-10-11,0,0.20976465660587557,0.0,2.4477,0.0,0.02656,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-10-12,0,-0.15804042962110182,0.0,2.4622,0.0,0.02709,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-10-13,0,0.5822062824509151,0.0,2.5167,0.0,0.0268,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-10-14,0,0.4986597538937775,0.0,2.5097,0.0,0.02676,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-10-15,2,2.2064492928079282,0.0,2.697,0.0,0.02652,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-10-16,2,3.2804943763544254,0.0,2.9557,0.0,0.02572,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-10-17,2,3.0618638199021104,0.0,3.1854,0.0,0.02574,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-10-18,2,2.0187605944158507,0.0,3.0567,0.0,0.02594,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-10-19,2,1.4231399118660548,0.0,2.9373,0.0,0.02589,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-10-20,1,1.0783098870914514,-25286.814599654524,2.8678,2797744.0937071466,0.02592,200000,145035.05381777848,-54964.94618222152,0.7251752690888924
2020-10-21,2,1.4470467884392568,0.0,3.1111,0.0,0.02667,200000,149089.02773959405,-50910.97226040595,0.7454451386979702
2020-10-22,2,1.5025138854014897,0.0,3.2438,0.0,0.02708,200000,149089.02773959405,-50910.97226040595,0.7454451386979702
2020-10-23,2,1.7337710272173799,0.0,3.3709,0.0,0.02669,200000,149089.02773959405,-50910.97226040595,0.7454451386979702
2020-10-24,2,1.5718747035635878,0.0,3.4382,0.0,0.02706,200000,149089.02773959405,-50910.97226040595,0.7454451386979702
2020-10-25,1,1.0766820235875567,-22738.077681124032,3.2784,2761930.858458578,0.02699,200000,149089.02773959405,-50910.97226040595,0.7454451386979702
2020-10-26,1,0.7915492495836264,-22738.077681124032,3.1694,2761930.858458578,0.02675,200000,145947.71386632146,-54052.28613367854,0.7297385693316073
2020-10-27,1,0.6029687455899646,-22738.077681124032,3.1569,2761930.858458578,0.02701,200000,146381.58991850662,-53618.41008149338,0.7319079495925331
2020-10-28,1,0.28345866186764057,-22738.077681124032,3.0504,2761930.858458578,0.02688,200000,143600.93363386733,-56399.06636613267,0.7180046681693366
2020-10-29,1,0.23932028055647997,-22738.077681124032,3.0232,2761930.858458578,0.02655,200000,142071.02073764944,-57928.979262350564,0.7103551036882472
2020-10-30,1,1.0845957437340223,-22738.077681124032,3.2101,2761930.858458578,0.0256,200000,143696.93314071588,-56303.066859284125,0.7184846657035794
2020-10-31,1,1.0131886208058776,-22738.077681124032,3.2329,2761930.858458578,0.02576,200000,144657.27024919886,-55342.72975080114,0.7232863512459943
2020-11-01,1,0.9361884132023792,-22738.077681124032,3.2231,2761930.858458578,0.02574,200000,144379.19847075467,-55620.801529245335,0.7218959923537733
2020-11-02,1,1.1204183351342574,-22738.077681124032,3.1145,2761930.858458578,0.02445,200000,138346.95242717303,-61653.04757282697,0.6917347621358652
2020-11-03,2,1.3610255062174446,0.0,3.1477,0.0,0.02442,200000,153215.3232929097,-46784.676707090286,0.7660766164645486
2020-11-04,2,1.8218041562346325,0.0,3.1986,0.0,0.0242,200000,153215.3232929097,-46784.676707090286,0.7660766164645486
2020-11-05,2,2.2001926886376535,0.0,3.4277,0.0,0.02493,200000,153215.3232929097,-46784.676707090286,0.7660766164645486
2020-11-06,2,1.7808104394187922,0.0,3.5691,0.0,0.02616,200000,153215.3232929097,-46784.676707090286,0.7660766164645486
2020-11-07,2,1.7633271137450721,0.0,3.4434,0.0,0.02486,200000,153215.3232929097,-46784.676707090286,0.7660766164645486
2020-11-08,2,1.5944611622400888,0.0,3.5186,0.0,0.02535,200000,153215.3232929097,-46784.676707090286,0.7660766164645486
2020-11-09,2,2.593800965323484,0.0,3.7976,0.0,0.02479,200000,153215.3232929097,-46784.676707090286,0.7660766164645486
2020-11-10,2,2.2046452305894295,0.0,3.8268,0.0,0.02483,200000,153215.3232929097,-46784.676707090286,0.7660766164645486
2020-11-11,2,1.6110417596109259,0.0,3.7467,0.0,0.02498,200000,153215.3232929097,-46784.676707090286,0.7660766164645486
2020-11-12,2,1.8195844178620655,0.0,3.891,0.0,0.0249,200000,153215.3232929097,-46784.676707090286,0.7660766164645486
2020-11-13,2,1.867011081029308,0.0,4.0975,0.0,0.0254,200000,153215.3232929097,-46784.676707090286,0.7660766164645486
2020-11-14,2,2.078279939867578,0.0,4.2902,0.0,0.02513,200000,153215.3232929097,-46784.676707090286,0.7660766164645486
2020-11-15,2,1.868273739608398,0.0,4.3653,0.0,0.02533,200000,153215.3232929097,-46784.676707090286,0.7660766164645486
2020-11-16,2,2.394988903263968,0.0,4.9029,0.0,0.02549,200000,153215.3232929097,-46784.676707090286,0.7660766164645486
2020-11-17,2,1.8269033261769092,0.0,4.9243,0.0,0.02649,200000,153215.3232929097,-46784.676707090286,0.7660766164645486
2020-11-18,2,1.8930989082770535,0.0,5.1728,0.0,0.02678,200000,153215.3232929097,-46784.676707090286,0.7660766164645486
2020-11-19,2,2.5817868739986016,0.0,5.8456,0.0,0.02581,200000,153215.3232929097,-46784.676707090286,0.7660766164645486
2020-11-20,2,2.737453268870829,0.0,6.7653,0.0,0.02629,200000,153215.3232929097,-46784.676707090286,0.7660766164645486
2020-11-21,1,1.0708709468939344,-12333.992633584205,6.2111,2505975.192883705,0.03057,200000,153215.3232929097,-46784.676707090286,0.7660766164645486
2020-11-22,2,1.9538363006298594,0.0,7.0696,0.0,0.02875,200000,168364.93081989008,-31635.069180109916,0.8418246540994504
2020-11-23,2,1.7808657784740154,0.0,7.9207,0.0,0.03174,200000,168364.93081989008,-31635.069180109916,0.8418246540994504
2020-11-24,0,0.818384274917748,0.0,7.5488,0.0,0.03523,200000,168364.93081989008,-31635.069180109916,0.8418246540994504
2020-11-25,0,0.4619451673306135,0.0,6.7033,0.0,0.03304,200000,168364.93081989008,-31635.069180109916,0.8418246540994504
2020-11-26,0,0.47123810087525164,0.0,6.0606,0.0,0.02942,200000,168364.93081989008,-31635.069180109916,0.8418246540994504
2020-11-27,0,0.7578214860066408,0.0,6.4518,0.0,0.02938,200000,168364.93081989008,-31635.069180109916,0.8418246540994504
2020-11-28,0,0.5954347968985015,0.0,6.5973,0.0,0.03047,200000,168364.93081989008,-31635.069180109916,0.8418246540994504
2020-11-29,0,0.8762538875234637,0.0,7.0331,0.0,0.03072,200000,168364.93081989008,-31635.069180109916,0.8418246540994504
2020-11-30,0,0.4949147451562956,0.0,7.0841,0.0,0.03236,200000,168364.93081989008,-31635.069180109916,0.8418246540994504
2020-12-01,0,0.6349790907247317,0.0,6.8201,0.0,0.03024,200000,168364.93081989008,-31635.069180109916,0.8418246540994504
2020-12-02,0,0.5810600610606017,0.0,7.0493,0.0,0.03118,200000,168364.93081989008,-31635.069180109916,0.8418246540994504
2020-12-03,0,0.78805275736345,0.0,7.3857,0.0,0.03166,200000,168364.93081989008,-31635.069180109916,0.8418246540994504
2020-12-04,2,1.2030995792814854,0.0,7.227,0.0,0.02947,200000,168364.93081989008,-31635.069180109916,0.8418246540994504
2020-12-05,2,1.943793490394972,0.0,8.1289,0.0,0.03056,200000,168364.93081989008,-31635.069180109916,0.8418246540994504
2020-12-06,2,1.9451042485503998,0.0,8.4331,0.0,0.03091,200000,168364.93081989008,-31635.069180109916,0.8418246540994504
2020-12-07,2,2.4073632008828283,0.0,8.9462,0.0,0.03029,200000,168364.93081989008,-31635.069180109916,0.8418246540994504
2020-12-08,2,1.613251859857585,0.0,7.7944,0.0,0.0279,200000,168364.93081989008,-31635.069180109916,0.8418246540994504
2020-12-09,2,1.9487664021058007,0.0,8.5543,0.0,0.0287,200000,168364.93081989008,-31635.069180109916,0.8418246540994504
2020-12-10,2,1.4939941026400525,0.0,8.116,0.0,0.02811,200000,168364.93081989008,-31635.069180109916,0.8418246540994504
2020-12-11,2,1.441435011838395,0.0,8.1207,0.0,0.02778,200000,168364.93081989008,-31635.069180109916,0.8418246540994504
2020-12-12,2,1.4118355893455292,0.0,8.4688,0.0,0.02855,200000,168364.93081989008,-31635.069180109916,0.8418246540994504
2020-12-13,2,1.2610728262491437,0.0,8.6419,0.0,0.02921,200000,168364.93081989008,-31635.069180109916,0.8418246540994504
2020-12-14,1,1.1470561464457982,-9766.853699872963,8.6192,2892868.2271458777,0.0291,200000,168364.93081989008,-31635.069180109916,0.8418246540994504
2020-12-15,1,0.5675307429734486,-9766.853699872963,8.1174,2892868.2271458777,0.02918,200000,163695.35309146548,-36304.646908534516,0.8184767654573274
2020-12-16,0,0.10661997358018034,0.0,8.3437,0.0,0.03145,200000,158875.92229178228,-41124.07770821772,0.7943796114589114
2020-12-17,0,-0.19196513967946854,0.0,7.93,0.0,0.03072,200000,158875.92229178228,-41124.07770821772,0.7943796114589114
2020-12-18,0,-0.49566554855500594,0.0,7.8286,0.0,0.03109,200000,158875.92229178228,-41124.07770821772,0.7943796114589114
2020-12-19,0,-0.7808716064461579,0.0,7.6656,0.0,0.03124,200000,158875.92229178228,-41124.07770821772,0.7943796114589114
2020-12-20,-2,-1.4266388602916042,0.0,7.1741,0.0,0.03122,200000,158875.92229178228,-41124.07770821772,0.7943796114589114
2020-12-21,-2,-1.5265871459707105,0.0,6.6577,0.0,0.02926,200000,158875.92229178228,-41124.07770821772,0.7943796114589114
2020-12-22,0,-0.8995178442818885,0.0,7.0959,0.0,0.02885,200000,158875.92229178228,-41124.07770821772,0.7943796114589114
2020-12-23,-2,-1.2911475518609123,0.0,5.8732,0.0,0.0248,200000,158875.92229178228,-41124.07770821772,0.7943796114589114
2020-12-24,-2,-1.3410694936136918,0.0,6.4838,0.0,0.02769,200000,158875.92229178228,-41124.07770821772,0.7943796114589114
2020-12-25,-2,-1.247537174905754,0.0,6.6622,0.0,0.02854,200000,158875.92229178228,-41124.07770821772,0.7943796114589114
2020-12-26,-2,-1.3006524823364314,0.0,6.3428,0.0,0.0278,200000,158875.92229178228,-41124.07770821772,0.7943796114589114
2020-12-27,-2,-1.382955621163976,0.0,6.3995,0.0,0.02889,200000,158875.92229178228,-41124.07770821772,0.7943796114589114
2020-12-28,-1,-1.1682665334852183,11991.540666599914,6.6245,-2684621.87042552,0.02959,200000,158875.92229178228,-41124.07770821772,0.7943796114589114
2020-12-29,0,-0.06385061134986032,0.0,7.0125,0.0,0.02767,200000,149068.7305219245,-50931.2694780755,0.7453436526096224
2020-12-30,0,-0.2793845938847739,0.0,6.6235,0.0,0.02695,200000,149068.7305219245,-50931.2694780755,0.7453436526096224
2020-12-31,0,-0.7554528337771301,0.0,6.1939,0.0,0.02677,200000,149068.7305219245,-50931.2694780755,0.7453436526096224
2021-01-01,-1,-1.0378395348986569,12464.982901741325,5.9795,-2775954.0134436595,0.02685,200000,149068.7305219245,-50931.2694780755,0.7453436526096224
2021-01-02,-2,-1.710533214591688,0.0,5.5873,0.0,0.02721,200000,154956.84026082716,-45043.15973917284,0.7747842013041357
2021-01-03,-2,-2.348549656749273,0.0,5.5581,0.0,0.02949,200000,154956.84026082716,-45043.15973917284,0.7747842013041357
2021-01-04,-2,-2.5486023013456016,0.0,5.3943,0.0,0.03095,200000,154956.84026082716,-45043.15973917284,0.7747842013041357
2021-01-05,-2,-1.4508051761121556,0.0,5.5768,0.0,0.02852,200000,154956.84026082716,-45043.15973917284,0.7747842013041357
2021-01-06,-2,-1.461819829450418,0.0,5.84,0.0,0.03046,200000,154956.84026082716,-45043.15973917284,0.7747842013041357
2021-01-07,-2,-1.3135399929543885,0.0,5.9377,0.0,0.03095,200000,154956.84026082716,-45043.15973917284,0.7747842013041357
2021-01-08,-2,-1.4580544292161133,0.0,5.6108,0.0,0.0304,200000,154956.84026082716,-45043.15973917284,0.7747842013041357
2021-01-09,-2,-1.3665917699460823,0.0,6.1818,0.0,0.03382,200000,154956.84026082716,-45043.15973917284,0.7747842013041357
2021-01-10,0,-0.6250894070156782,0.0,6.5273,0.0,0.03275,200000,154956.84026082716,-45043.15973917284,0.7747842013041357
2021-01-11,0,-0.7624077906893411,0.0,5.6184,0.0,0.02897,200000,154956.84026082716,-45043.15973917284,0.7747842013041357
2021-01-12,0,-0.017302261243484225,0.0,6.023,0.0,0.02865,200000,154956.84026082716,-45043.15973917284,0.7747842013041357
2021-01-13,0,-0.091304704635578,0.0,6.3812,0.0,0.03079,200000,154956.84026082716,-45043.15973917284,0.7747842013041357
2021-01-14,0,0.25577347080633134,0.0,6.4439,0.0,0.03014,200000,154956.84026082716,-45043.15973917284,0.7747842013041357
2021-01-15,0,0.29519443900569864,0.0,6.3539,0.0,0.02972,200000,154956.84026082716,-45043.15973917284,0.7747842013041357
2021-01-16,0,0.6157002765168514,0.0,6.6316,0.0,0.03008,200000,154956.84026082716,-45043.15973917284,0.7747842013041357
2021-01-17,2,1.601312260811419,0.0,7.3768,0.0,0.0302,200000,154956.84026082716,-45043.15973917284,0.7747842013041357
2021-01-18,2,1.8165026611252844,0.0,7.8384,0.0,0.03164,200000,154956.84026082716,-45043.15973917284,0.7747842013041357
2021-01-19,1,1.14149880558471,-10947.45455617447,7.0773,2529494.617382095,0.03063,200000,154956.84026082716,-45043.15973917284,0.7747842013041357
2021-01-20,2,1.3778431865842875,0.0,7.2094,0.0,0.03046,200000,156833.01309265278,-43166.98690734722,0.7841650654632639
2021-01-21,0,0.44836374741983054,0.0,5.9885,0.0,0.02762,200000,156833.01309265278,-43166.98690734722,0.7841650654632639
2021-01-22,0,0.7425527353830392,0.0,6.4028,0.0,0.02857,200000,156833.01309265278,-43166.98690734722,0.7841650654632639
2021-01-23,0,0.7229378175826919,0.0,6.5923,0.0,0.02925,200000,156833.01309265278,-43166.98690734722,0.7841650654632639
2021-01-24,1,1.0002394117542754,-11229.147615930347,6.9833,2614755.1365897427,0.02999,200000,156833.01309265278,-43166.98690734722,0.7841650654632639
2021-01-25,1,0.5938518834479101,-11229.147615930347,6.6723,2614755.1365897427,0.02949,200000,152033.37061580358,-47966.62938419642,0.7601668530790179
2021-01-26,1,0.7829318587410433,-11229.147615930347,6.8288,2614755.1365897427,0.02949,200000,153790.73221769667,-46209.26778230333,0.7689536610884833
2021-01-27,0,-0.22074733585333642,0.0,6.0371,0.0,0.02823,200000,150809.9626588574,-49190.0373411426,0.754049813294287
2021-01-28,0,-0.4041660749325186,0.0,6.2836,0.0,0.02955,200000,150809.9626588574,-49190.0373411426,0.754049813294287
2021-01-29,-2,-1.6317499064541794,0.0,6.5143,0.0,0.03335,200000,150809.9626588574,-49190.0373411426,0.754049813294287
2021-01-30,0,-0.7470136401560282,0.0,6.74,0.0,0.03216,200000,150809.9626588574,-49190.0373411426,0.754049813294287
2021-01-31,-1,-1.0105146467849864,11523.118269114078,6.5438,-2390773.0288341376,0.03154,200000,150809.9626588574,-49190.0373411426,0.754049813294287
2021-02-01,-1,-0.6138162977260253,11523.118269114078,7.0187,-2390773.0288341376,0.03295,200000,159653.2814955158,-40346.71850448419,0.798266407477579
2021-02-02,-1,-0.8957264060647923,11523.118269114078,6.9479,-2390773.0288341376,0.03317,200000,159363.41478840605,-40636.58521159395,0.7968170739420303
2021-02-03,-1,-0.7360628530567079,11523.118269114078,7.2973,-2390773.0288341376,0.03452,200000,166617.1359005606,-33382.86409943941,0.833085679502803
2021-02-04,0,-0.19053324721520193,0.0,7.2465,0.0,0.0331,200000,146442.27337613222,-53557.726623867784,0.7322113668806611
2021-02-05,2,1.518695205427993,0.0,8.8459,0.0,0.03624,200000,146442.27337613222,-53557.726623867784,0.7322113668806611
2021-02-06,0,0.8531067234934641,0.0,8.1914,0.0,0.03507,200000,146442.27337613222,-53557.726623867784,0.7322113668806611
2021-02-07,0,0.24279796482434202,0.0,8.0508,0.0,0.03597,200000,146442.27337613222,-53557.726623867784,0.7322113668806611
2021-02-08,-1,-1.0043698540430683,8729.792749694916,8.3875,-1811507.5875325608,0.04042,200000,146442.27337613222,-53557.726623867784,0.7322113668806611
2021-02-09,-1,-0.5265658299636568,8729.792749694916,9.7879,-1811507.5875325608,0.04608,200000,168920.60808823927,-31079.39191176073,0.8446030404411964
2021-02-10,-1,-0.7878581465080935,8729.792749694916,9.6669,-1811507.5875325608,0.04629,200000,168244.71975890803,-31755.28024109197,0.8412235987945401
2021-02-11,-2,-2.3017362676640643,0.0,10.4596,0.0,0.05681,200000,158043.87917914803,-41956.12082085197,0.7902193958957402
2021-02-12,-2,-1.24805267552043,0.0,10.8509,0.0,0.05515,200000,158043.87917914803,-41956.12082085197,0.7902193958957402
2021-02-13,-2,-1.6788824517847187,0.0,11.2315,0.0,0.05995,200000,158043.87917914803,-41956.12082085197,0.7902193958957402
2021-02-14,0,0.1398321826958742,0.0,11.8003,0.0,0.05519,200000,158043.87917914803,-41956.12082085197,0.7902193958957402
2021-02-15,0,0.35612844605679855,0.0,10.9669,0.0,0.05079,200000,158043.87917914803,-41956.12082085197,0.7902193958957402
2021-02-16,0,0.1300276224504862,0.0,11.0666,0.0,0.05202,200000,158043.87917914803,-41956.12082085197,0.7902193958957402
2021-02-17,0,0.5303011884955094,0.0,11.4913,0.0,0.05256,200000,158043.87917914803,-41956.12082085197,0.7902193958957402
2021-02-18,0,0.8981337934965183,0.0,12.3607,0.0,0.05492,200000,158043.87917914803,-41956.12082085197,0.7902193958957402
2021-02-19,0,-0.4338100633584078,0.0,12.5462,0.0,0.06073,200000,158043.87917914803,-41956.12082085197,0.7902193958957402
2021-02-20,0,-0.032348546900552784,0.0,12.2604,0.0,0.05773,200000,158043.87917914803,-41956.12082085197,0.7902193958957402
2021-02-21,0,-0.3180324306143578,0.0,12.3564,0.0,0.05935,200000,158043.87917914803,-41956.12082085197,0.7902193958957402
2021-02-22,-1,-1.1357001013371684,7444.365481825154,10.615,-1456625.6145543598,0.05425,200000,158043.87917914803,-41956.12082085197,0.7902193958957402
2021-02-23,-1,-0.24107881163331518,7444.365481825154,9.3749,-1456625.6145543598,0.04501,200000,135352.90086665438,-64647.09913334562,0.676764504333272
