date,statusList,zscore,MITHUSDT_position,MITHUSDT_price,VETUSDT_position,VETUSDT_price,init,total_asset,pnl,return
2020-02-18,0,-0.4463526403485472,0.0,0.00938,0.0,0.007058,200000,184363.68836624775,-15636.311633752252,0.9218184418312387
2020-02-19,0,-0.7642004840246464,0.0,0.00848,0.0,0.006484,200000,184363.68836624775,-15636.311633752252,0.9218184418312387
2020-02-20,-2,-1.279806946863382,0.0,0.0082,0.0,0.00649,200000,184363.68836624775,-15636.311633752252,0.9218184418312387
2020-02-21,-1,-1.1429332433606056,10960980.28336788,0.00841,-13897458.794380201,0.006633,200000,184363.68836624775,-15636.311633752252,0.9218184418312387
2020-02-22,-1,-1.0454443709564727,10960980.28336788,0.0084,-13897458.794380201,0.006593,200000,183698.18021163886,-16301.819788361143,0.9184909010581943
2020-02-23,-2,-1.7470675213246225,0.0,0.00845,0.0,0.006955,200000,188400.23088670347,-11599.769113296526,0.9420011544335174
2020-02-24,-2,-1.708513397956347,0.0,0.00809,0.0,0.006713,200000,188400.23088670347,-11599.769113296526,0.9420011544335174
2020-02-25,-2,-1.6362139700113336,0.0,0.00743,0.0,0.006211,200000,188400.23088670347,-11599.769113296526,0.9420011544335174
2020-02-26,-2,-1.697645415195394,0.0,0.00649,0.0,0.005554,200000,188400.23088670347,-11599.769113296526,0.9420011544335174
2020-02-27,-2,-1.6862151070754878,0.0,0.00667,0.0,0.005806,200000,188400.23088670347,-11599.769113296526,0.9420011544335174
2020-02-28,-2,-1.525371818240148,0.0,0.00658,0.0,0.00575,200000,188400.23088670347,-11599.769113296526,0.9420011544335174
2020-02-29,-2,-1.4671565773109516,0.0,0.00636,0.0,0.005615,200000,188400.23088670347,-11599.769113296526,0.9420011544335174
2020-03-01,-2,-1.2225708130962387,0.0,0.00624,0.0,0.005427,200000,188400.23088670347,-11599.769113296526,0.9420011544335174
2020-03-02,-1,-1.1944223052399525,14144161.47798074,0.00666,-16138447.052141808,0.005837,200000,188400.23088670347,-11599.769113296526,0.9420011544335174
2020-03-03,-1,-1.0131800044136374,14144161.47798074,0.00665,-16138447.052141808,0.005773,200000,187225.9286605866,-12774.071339413407,0.9361296433029329
2020-03-04,-2,-1.311077606956568,0.0,0.00674,0.0,0.006035,200000,190464.11048478913,-9535.889515210874,0.9523205524239456
2020-03-05,0,-0.8883089975443695,0.0,0.00703,0.0,0.006129,200000,190464.11048478913,-9535.889515210874,0.9523205524239456
2020-03-06,0,-0.11185836263205712,0.0,0.00739,0.0,0.00614,200000,190464.11048478913,-9535.889515210874,0.9523205524239456
2020-03-07,0,0.004445641149550877,0.0,0.00698,0.0,0.005788,200000,190464.11048478913,-9535.889515210874,0.9523205524239456
2020-03-08,0,0.6813570683137707,0.0,0.00584,0.0,0.004698,200000,190464.11048478913,-9535.889515210874,0.9523205524239456
2020-03-09,2,1.7351428915131855,0.0,0.00609,0.0,0.004674,200000,190464.11048478913,-9535.889515210874,0.9523205524239456
2020-03-10,2,1.8028419639047757,0.0,0.00613,0.0,0.004691,200000,190464.11048478913,-9535.889515210874,0.9523205524239456
2020-03-11,2,2.122983786866986,0.0,0.006,0.0,0.004462,200000,190464.11048478913,-9535.889515210874,0.9523205524239456
2020-03-12,0,0.38731952256220337,0.0,0.0028,0.0,0.002283,200000,190464.11048478913,-9535.889515210874,0.9523205524239456
2020-03-13,-2,-1.3706949477011363,0.0,0.00311,0.0,0.002823,200000,190464.11048478913,-9535.889515210874,0.9523205524239456
2020-03-14,0,-0.3499446400526187,0.0,0.00297,0.0,0.002545,200000,190464.11048478913,-9535.889515210874,0.9523205524239456
2020-03-15,0,0.3276020488868238,0.0,0.00306,0.0,0.002524,200000,190464.11048478913,-9535.889515210874,0.9523205524239456
2020-03-16,0,0.7468572276064909,0.0,0.00281,0.0,0.00226,200000,190464.11048478913,-9535.889515210874,0.9523205524239456
2020-03-17,0,-0.545816031841097,0.0,0.00285,0.0,0.002467,200000,190464.11048478913,-9535.889515210874,0.9523205524239456
2020-03-18,0,-0.9186600747785117,0.0,0.00287,0.0,0.002544,200000,190464.11048478913,-9535.889515210874,0.9523205524239456
2020-03-19,0,0.3358628778750706,0.0,0.00354,0.0,0.002907,200000,190464.11048478913,-9535.889515210874,0.9523205524239456
2020-03-20,0,-0.5917472597439817,0.0,0.00329,0.0,0.002845,200000,190464.11048478913,-9535.889515210874,0.9523205524239456
2020-03-21,0,-0.975097635498685,0.0,0.00327,0.0,0.002897,200000,190464.11048478913,-9535.889515210874,0.9523205524239456
2020-03-22,0,-0.9381772506616566,0.0,0.00295,0.0,0.00261,200000,190464.11048478913,-9535.889515210874,0.9523205524239456
2020-03-23,-1,-1.0971690558318727,29853308.85341522,0.00319,-33309568.115562983,0.002859,200000,190464.11048478913,-9535.889515210874,0.9523205524239456
2020-03-24,-2,-1.758554388089019,0.0,0.00324,0.0,0.00306,200000,195666.6682333465,-4333.331766653486,0.9783333411667325
2020-03-25,-1,-1.1474850876840461,29117063.725200374,0.00336,-32013525.56173863,0.003056,200000,195666.6682333465,-4333.331766653486,0.9783333411667325
2020-03-26,-1,-0.8811038832454626,29117063.725200374,0.00343,-32013525.56173863,0.003079,200000,198441.17378203053,-1558.826217969472,0.9922058689101526
2020-03-27,-1,-0.9226007795030843,29117063.725200374,0.00331,-32013525.56173863,0.002998,200000,192354.03056450564,-7645.969435494364,0.9617701528225282
2020-03-28,-2,-1.3067241494628636,0.0,0.00315,0.0,0.002969,200000,198996.07489176732,-1003.9251082326809,0.9949803744588366
2020-03-29,0,-0.8569295631050414,0.0,0.00297,0.0,0.002721,200000,198996.07489176732,-1003.9251082326809,0.9949803744588366
2020-03-30,-1,-1.0564031025244691,31687273.07193747,0.00314,-33923640.45205717,0.002933,200000,198996.07489176735,-1003.9251082326518,0.9949803744588367
2020-03-31,-1,-0.9849308965381031,31687273.07193747,0.00335,-33923640.45205717,0.003108,200000,211587.0393159842,11587.039315984206,1.057935196579921
2020-04-01,-1,-0.6752656289268854,31687273.07193747,0.00344,-33923640.45205717,0.003153,200000,215965.45771280117,15965.457712801173,1.079827288564006
2020-04-02,-1,-0.7255151235786467,31687273.07193747,0.00351,-33923640.45205717,0.003228,200000,220727.83986174106,20727.839861741057,1.1036391993087054
2020-04-03,-2,-1.3953990096151103,0.0,0.0034,0.0,0.00326,200000,201850.41432088625,1850.4143208862515,1.0092520716044313
2020-04-04,0,-0.670391057640666,0.0,0.0035,0.0,0.003245,200000,201850.41432088625,1850.4143208862515,1.0092520716044313
2020-04-05,0,-0.797471992503234,0.0,0.00346,0.0,0.00323,200000,201850.41432088625,1850.4143208862515,1.0092520716044313
2020-04-06,0,-0.857693545519951,0.0,0.00388,0.0,0.003643,200000,201850.41432088625,1850.4143208862515,1.0092520716044313
2020-04-07,-2,-2.719219561501142,0.0,0.00368,0.0,0.003872,200000,201850.41432088625,1850.4143208862515,1.0092520716044313
2020-04-08,-2,-1.8145161918301542,0.0,0.00396,0.0,0.003979,200000,201850.41432088625,1850.4143208862515,1.0092520716044313
2020-04-09,-2,-1.5865486765815375,0.0,0.00386,0.0,0.003866,200000,201850.41432088625,1850.4143208862515,1.0092520716044313
2020-04-10,-2,-1.9408577769681545,0.0,0.00349,0.0,0.003608,200000,201850.41432088625,1850.4143208862515,1.0092520716044313
2020-04-11,-2,-2.0992808676236234,0.0,0.00346,0.0,0.003679,200000,201850.41432088625,1850.4143208862515,1.0092520716044313
2020-04-12,-2,-1.5969555705898035,0.0,0.00352,0.0,0.003681,200000,201850.41432088625,1850.4143208862515,1.0092520716044313
2020-04-13,0,0.1270676607970832,0.0,0.0038,0.0,0.003609,200000,201850.41432088625,1850.4143208862515,1.0092520716044313
2020-04-14,0,0.21490879974570984,0.0,0.00387,0.0,0.003667,200000,201850.41432088625,1850.4143208862515,1.0092520716044313
2020-04-15,-2,-1.6249870090776255,0.0,0.00345,0.0,0.003658,200000,201850.41432088625,1850.4143208862515,1.0092520716044313
2020-04-16,-2,-1.4557090235800172,0.0,0.00361,0.0,0.003828,200000,201850.41432088625,1850.4143208862515,1.0092520716044313
2020-04-17,-1,-1.176171813724953,28034779.766789757,0.0036,-26678616.74872935,0.003783,200000,201850.41432088625,1850.4143208862515,1.0092520716044313
2020-04-18,-1,-0.8966925885606368,28034779.766789757,0.00382,-26678616.74872935,0.003968,200000,212953.6099680949,12953.609968094912,1.0647680498404746
2020-04-19,-2,-1.2330789635776602,0.0,0.00365,0.0,0.003904,200000,203676.787959143,3676.7879591429955,1.018383939795715
2020-04-20,-2,-1.26573726047582,0.0,0.00337,0.0,0.003644,200000,203676.787959143,3676.7879591429955,1.018383939795715
2020-04-21,-2,-1.2027960680780443,0.0,0.00339,0.0,0.003677,200000,203676.787959143,3676.7879591429955,1.018383939795715
2020-04-22,-2,-1.2838228238753477,0.0,0.00355,0.0,0.003898,200000,203676.787959143,3676.7879591429955,1.018383939795715
2020-04-23,-2,-1.384231020171543,0.0,0.00354,0.0,0.003952,200000,203676.787959143,3676.7879591429955,1.018383939795715
2020-04-24,-1,-1.126949687699787,27523890.264749054,0.0037,-24929839.407483842,0.004085,200000,203676.787959143,3676.7879591429955,1.018383939795715
2020-04-25,-2,-1.3750221201832522,0.0,0.00374,0.0,0.004216,200000,205841.64131093345,5841.6413109334535,1.0292082065546673
2020-04-26,-2,-1.8151767893645536,0.0,0.00384,0.0,0.00448,200000,205841.64131093345,5841.6413109334535,1.0292082065546673
2020-04-27,0,-0.9286380469096147,0.0,0.00391,0.0,0.004356,200000,205841.64131093345,5841.6413109334535,1.0292082065546673
2020-04-28,0,-0.6184143698029193,0.0,0.0039,0.0,0.004287,200000,205841.64131093345,5841.6413109334535,1.0292082065546673
2020-04-29,-2,-1.8801488815312997,0.0,0.00396,0.0,0.004766,200000,205841.64131093345,5841.6413109334535,1.0292082065546673
2020-04-30,-1,-1.1087184859191102,27299952.428505763,0.00377,-23643652.803920683,0.004353,200000,205841.64131093345,5841.6413109334535,1.0292082065546673
2020-05-01,-1,-0.6953385130941157,27299952.428505763,0.00393,-23643652.803920683,0.004437,200000,212195.70053502373,12195.70053502373,1.0609785026751186
2020-05-02,-1,-0.8090586452612384,27299952.428505763,0.00395,-23643652.803920683,0.004515,200000,214585.90450229964,14585.904502299643,1.0729295225114983
2020-05-03,-1,-0.3145240301252241,27299952.428505763,0.00389,-23643652.803920683,0.004332,200000,208621.1188934718,8621.118893471808,1.043105594467359
2020-05-04,-2,-1.3020096687088876,0.0,0.00381,0.0,0.004444,200000,206901.21561895002,6901.215618950024,1.0345060780947501
2020-05-05,0,-0.5110317631378689,0.0,0.0039,0.0,0.004419,200000,206901.21561895002,6901.215618950024,1.0345060780947501
2020-05-06,0,0.37779694490644183,0.0,0.00387,0.0,0.00425,200000,206901.21561895002,6901.215618950024,1.0345060780947501
2020-05-07,-2,-1.8275985201878948,0.0,0.00375,0.0,0.00451,200000,206901.21561895002,6901.215618950024,1.0345060780947501
2020-05-08,-2,-1.8581718963841631,0.0,0.00395,0.0,0.004783,200000,206901.21561895002,6901.215618950024,1.0345060780947501
2020-05-09,0,-0.7964208576582736,0.0,0.0039,0.0,0.004549,200000,206901.21561895002,6901.215618950024,1.0345060780947501
2020-05-10,-1,-1.0933803207001582,29389377.218600854,0.00352,-24838081.10671669,0.004165,200000,206901.21561895002,6901.215618950024,1.0345060780947501
2020-05-11,-1,-0.412830319329012,29389377.218600854,0.00355,-24838081.10671669,0.004113,200000,206491.31671795878,6491.316717958776,1.0324565835897939
2020-05-12,-2,-1.2335654069900863,0.0,0.00355,0.0,0.004243,200000,207956.90462871589,7956.904628715885,1.0397845231435794
2020-05-13,-2,-2.098912129084358,0.0,0.00357,0.0,0.004459,200000,207956.90462871589,7956.904628715885,1.0397845231435794
2020-05-14,-1,-1.1169228063221341,27951196.85869837,0.00372,-23137172.299590107,0.004494,200000,207956.90462871589,7956.904628715885,1.0397845231435794
2020-05-15,-1,-0.9647831996536871,27951196.85869837,0.00363,-23137172.299590107,0.004377,200000,202734.24775238096,2734.247752380965,1.013671238761905
2020-05-16,0,0.9109917619339405,0.0,0.00396,0.0,0.004449,200000,200207.44462914675,207.4446291467466,1.0010372231457336
2020-05-17,0,-0.08687246973055543,0.0,0.00379,0.0,0.004426,200000,200207.44462914675,207.4446291467466,1.0010372231457336
2020-05-18,0,0.576672834596261,0.0,0.00392,0.0,0.004487,200000,200207.44462914675,207.4446291467466,1.0010372231457336
2020-05-19,0,-0.31976199619285545,0.0,0.00385,0.0,0.004534,200000,200207.44462914675,207.4446291467466,1.0010372231457336
2020-05-20,0,-0.6755004871308309,0.0,0.00379,0.0,0.004525,200000,200207.44462914675,207.4446291467466,1.0010372231457336
2020-05-21,2,1.7003105702597319,0.0,0.00385,0.0,0.004237,200000,200207.44462914675,207.4446291467466,1.0010372231457336
2020-05-22,2,1.832018103273604,0.0,0.00427,0.0,0.00464,200000,200207.44462914675,207.4446291467466,1.0010372231457336
2020-05-23,2,2.6026330593846763,0.0,0.00446,0.0,0.004609,200000,200207.44462914675,207.4446291467466,1.0010372231457336
2020-05-24,2,3.0454313844755307,0.0,0.00468,0.0,0.004467,200000,200207.44462914675,207.4446291467466,1.0010372231457336
2020-05-25,2,2.5460575661026943,0.0,0.00539,0.0,0.005064,200000,200207.44462914675,207.4446291467466,1.0010372231457336
2020-05-26,2,1.663048463638749,0.0,0.00495,0.0,0.004871,200000,200207.44462914675,207.4446291467466,1.0010372231457336
2020-05-27,1,1.1064288019860127,-20811584.680784486,0.00481,20446021.714577895,0.004896,200000,200207.44462914675,207.4446291467466,1.0010372231457336
2020-05-28,0,-0.5738219968216097,0.0,0.00469,0.0,0.005508,200000,185197.08917813093,-14802.910821869067,0.9259854458906547
2020-05-29,0,-0.20527661976076816,0.0,0.00489,0.0,0.005547,200000,185197.08917813093,-14802.910821869067,0.9259854458906547
2020-05-30,-2,-1.2828765783397964,0.0,0.00493,0.0,0.006227,200000,185197.08917813093,-14802.910821869067,0.9259854458906547
2020-05-31,-2,-1.66208957074494,0.0,0.00465,0.0,0.006247,200000,185197.08917813093,-14802.910821869067,0.9259854458906547
2020-06-01,-2,-1.7571525602771902,0.0,0.00477,0.0,0.006655,200000,185197.08917813093,-14802.910821869067,0.9259854458906547
2020-06-02,-2,-2.0110022018523,0.0,0.00482,0.0,0.00725,200000,185197.08917813093,-14802.910821869067,0.9259854458906547
2020-06-03,-2,-1.5790752162791344,0.0,0.00491,0.0,0.007099,200000,185197.08917813093,-14802.910821869067,0.9259854458906547
2020-06-04,0,-0.32157200305021555,0.0,0.00561,0.0,0.006732,200000,185197.08917813093,-14802.910821869067,0.9259854458906547
2020-06-05,0,-0.8567799860056864,0.0,0.00512,0.0,0.006693,200000,185197.08917813093,-14802.910821869067,0.9259854458906547
2020-06-06,0,-0.839968292477889,0.0,0.00555,0.0,0.007301,200000,185197.08917813093,-14802.910821869067,0.9259854458906547
2020-06-07,0,-0.8822822266263132,0.0,0.00541,0.0,0.007246,200000,185197.08917813093,-14802.910821869067,0.9259854458906547
2020-06-08,-2,-1.2365665721282584,0.0,0.00537,0.0,0.007787,200000,185197.08917813093,-14802.910821869067,0.9259854458906547
2020-06-09,-1,-1.1857341786439295,16594721.252520693,0.00558,-11318731.76739585,0.008181,200000,185197.08917813093,-14802.910821869067,0.9259854458906547
2020-06-10,-2,-1.4789314550176809,0.0,0.00557,0.0,0.009008,200000,194723.6275622925,-5276.372437707498,0.9736181378114626
2020-06-11,-2,-1.7215405793909224,0.0,0.0048,0.0,0.008762,200000,194723.6275622925,-5276.372437707498,0.9736181378114626
2020-06-12,-2,-1.7052290552390623,0.0,0.00499,0.0,0.00971,200000,194723.6275622925,-5276.372437707498,0.9736181378114626
2020-06-13,-2,-1.3244271360453714,0.0,0.00534,0.0,0.009597,200000,194723.6275622925,-5276.372437707498,0.9736181378114626
2020-06-14,0,-0.44816359482026735,0.0,0.00585,0.0,0.00864,200000,194723.6275622925,-5276.372437707498,0.9736181378114626
2020-06-15,0,-0.7943069334221416,0.0,0.00562,0.0,0.00901,200000,194723.6275622925,-5276.372437707498,0.9736181378114626
2020-06-16,0,0.28483911357442254,0.0,0.00664,0.0,0.009061,200000,194723.6275622925,-5276.372437707498,0.9736181378114626
2020-06-17,0,0.34945395802223195,0.0,0.00659,0.0,0.009013,200000,194723.6275622925,-5276.372437707498,0.9736181378114626
2020-06-18,0,0.34844466136441665,0.0,0.00623,0.0,0.00866,200000,194723.6275622925,-5276.372437707498,0.9736181378114626
2020-06-19,0,0.6318347824256519,0.0,0.00619,0.0,0.008379,200000,194723.6275622925,-5276.372437707498,0.9736181378114626
2020-06-20,0,0.823395172986639,0.0,0.00626,0.0,0.00829,200000,194723.6275622925,-5276.372437707498,0.9736181378114626
2020-06-21,0,0.4414094724217455,0.0,0.00625,0.0,0.008626,200000,194723.6275622925,-5276.372437707498,0.9736181378114626
2020-06-22,0,-0.1310805915016323,0.0,0.0063,0.0,0.009283,200000,194723.6275622925,-5276.372437707498,0.9736181378114626
2020-06-23,0,0.07111692583996891,0.0,0.00619,0.0,0.008903,200000,194723.6275622925,-5276.372437707498,0.9736181378114626
2020-06-24,0,-0.26332329565016416,0.0,0.00595,0.0,0.008996,200000,194723.6275622925,-5276.372437707498,0.9736181378114626
2020-06-25,0,-0.08757257480733205,0.0,0.00595,0.0,0.008882,200000,194723.6275622925,-5276.372437707498,0.9736181378114626
2020-06-26,0,-0.26465945934794,0.0,0.00584,0.0,0.008949,200000,194723.6275622925,-5276.372437707498,0.9736181378114626
2020-06-27,0,-0.7049830150738412,0.0,0.00531,0.0,0.008608,200000,194723.6275622925,-5276.372437707498,0.9736181378114626
2020-06-28,0,-0.39160507627847024,0.0,0.00552,0.0,0.00869,200000,194723.6275622925,-5276.372437707498,0.9736181378114626
2020-06-29,0,0.04856420498879453,0.0,0.00577,0.0,0.008691,200000,194723.6275622925,-5276.372437707498,0.9736181378114626
2020-06-30,0,-0.30350197932905026,0.0,0.00567,0.0,0.008837,200000,194723.6275622925,-5276.372437707498,0.9736181378114626
2020-07-01,0,-0.8451940550702067,0.0,0.00578,0.0,0.009436,200000,194723.6275622925,-5276.372437707498,0.9736181378114626
2020-07-02,-2,-1.4840492385849933,0.0,0.00562,0.0,0.009556,200000,194723.6275622925,-5276.372437707498,0.9736181378114626
2020-07-03,-2,-1.8745236040219366,0.0,0.00583,0.0,0.010223,200000,194723.6275622925,-5276.372437707498,0.9736181378114626
2020-07-04,-2,-2.5987120436941886,0.0,0.00609,0.0,0.012525,200000,194723.6275622925,-5276.372437707498,0.9736181378114626
2020-07-05,-2,-2.7922542542142668,0.0,0.00577,0.0,0.014307,200000,194723.6275622925,-5276.372437707498,0.9736181378114626
2020-07-06,-2,-2.1746874288582325,0.0,0.006,0.0,0.01442,200000,194723.6275622925,-5276.372437707498,0.9736181378114626
2020-07-07,-2,-2.3484520848463215,0.0,0.00589,0.0,0.017325,200000,194723.6275622925,-5276.372437707498,0.9736181378114626
2020-07-08,-2,-2.159871892498098,0.0,0.00613,0.0,0.019932,200000,194723.6275622925,-5276.372437707498,0.9736181378114626
2020-07-09,-2,-1.6249849988405407,0.0,0.00637,0.0,0.01825,200000,194723.6275622925,-5276.372437707498,0.9736181378114626
2020-07-10,-1,-1.0110037115246668,13541281.4716476,0.00719,-5687354.038270124,0.017119,200000,194723.6275622925,-5276.372437707498,0.9736181378114626
2020-07-11,-2,-1.2206170618824514,0.0,0.00694,0.0,0.018535,200000,206162.2412483949,6162.2412483948865,1.0308112062419745
2020-07-12,-2,-1.2020434309784984,0.0,0.00652,0.0,0.018155,200000,206162.2412483949,6162.2412483948865,1.0308112062419745
2020-07-13,-1,-1.0811174902300809,15477645.739368984,0.00666,-5583723.559081168,0.018461,200000,206162.2412483949,6162.2412483948865,1.0308112062419745
2020-07-14,-1,-0.9086460332504105,15477645.739368984,0.00685,-5583723.559081168,0.01845,200000,209041.57297972508,9041.572979725082,1.0452078648986254
2020-07-15,-1,-0.9540139354954559,15477645.739368984,0.0067,-5583723.559081168,0.018996,200000,209768.63918207807,9768.63918207807,1.0488431959103903
2020-07-16,-1,-0.777601342036357,15477645.739368984,0.00658,-5583723.559081168,0.018036,200000,202550.94707663584,2550.9470766358427,1.0127547353831792
2020-07-17,-1,-0.6700632666738138,15477645.739368984,0.00671,-5583723.559081168,0.018211,200000,205540.19264559302,5540.1926455930225,1.027700963227965
2020-07-18,-1,-0.2806788477533995,15477645.739368984,0.00738,-5583723.559081168,0.018168,200000,215670.11517792978,15670.11517792978,1.078350575889649
2020-07-19,0,0.4260528848068305,0.0,0.00848,0.0,0.018017,200000,175513.75274251128,-24486.24725748872,0.8775687637125564
2020-07-20,2,1.8153742534143777,0.0,0.00963,0.0,0.016074,200000,175513.75274251128,-24486.24725748872,0.8775687637125564
2020-07-21,1,1.123563564144264,-9643612.78805007,0.0091,5014678.649786036,0.0175,200000,175513.75274251128,-24486.24725748872,0.8775687637125564
2020-07-22,2,2.745735811484665,0.0,0.0124,0.0,0.017467,200000,207503.1593385195,7503.159338519501,1.0375157966925974
2020-07-23,2,2.152478875075004,0.0,0.01174,0.0,0.017381,200000,207503.1593385195,7503.159338519501,1.0375157966925974
2020-07-24,2,1.647685202074984,0.0,0.01089,0.0,0.016995,200000,207503.1593385195,7503.159338519501,1.0375157966925974
2020-07-25,1,1.162292201258624,-9544763.539030336,0.01087,5695003.82419913,0.018218,200000,207503.1593385195,7503.159338519501,1.0375157966925974
2020-07-26,1,1.0608381039559374,-9544763.539030336,0.01048,5695003.82419913,0.017554,200000,199999.21901902946,-0.780980970535893,0.9999960950951473
2020-07-27,1,0.7125756298315251,-9544763.539030336,0.00879,5695003.82419913,0.015641,200000,172974.02632237523,-27025.973677624774,0.8648701316118761
2020-07-28,1,0.8432768372731486,-9544763.539030336,0.00943,5695003.82419913,0.01598,200000,181013.28128375817,-18986.718716241827,0.9050664064187909
2020-07-29,1,0.7092196838252535,-9544763.539030336,0.00909,5695003.82419913,0.015583,200000,175507.14516228082,-24492.854837719176,0.8775357258114042
2020-07-30,1,0.33724738087307865,-9544763.539030336,0.00941,5695003.82419913,0.017315,200000,188425.2161182834,-11574.783881716605,0.942126080591417
