date,statusList,zscore,XMRUSDT_position,XMRUSDT_price,ONGUSDT_position,ONGUSDT_price,init,total_asset,pnl,return
2020-01-29,0,0.5222839145328846,0.0,70.02,0.0,0.1157,200000,200000.0,0.0,1.0
2020-01-30,0,0.32022091338101494,0.0,74.83,0.0,0.1244,200000,200000.0,0.0,1.0
2020-01-31,-2,-3.0146972637466334,0.0,72.16,0.0,0.1429,200000,200000.0,0.0,1.0
2020-02-01,-2,-2.1104258088929555,0.0,73.22,0.0,0.1404,200000,200000.0,0.0,1.0
2020-02-02,-2,-1.736436315649613,0.0,74.89,0.0,0.1419,200000,200000.0,0.0,1.0
2020-02-03,-2,-1.5026863510206214,0.0,76.74,0.0,0.144,200000,200000.0,0.0,1.0
2020-02-04,-2,-2.161092502484586,0.0,75.17,0.0,0.1529,200000,200000.0,0.0,1.0
2020-02-05,-2,-1.847497427427261,0.0,77.84,0.0,0.1584,200000,200000.0,0.0,1.0
2020-02-06,-2,-1.6893635903946291,0.0,78.3,0.0,0.1609,200000,200000.0,0.0,1.0
2020-02-07,-2,-1.3983626525598432,0.0,79.48,0.0,0.1614,200000,200000.0,0.0,1.0
2020-02-08,0,-0.8747132775834314,0.0,80.64,0.0,0.1565,200000,200000.0,0.0,1.0
2020-02-09,0,-0.3353522296081246,0.0,87.59,0.0,0.1621,200000,200000.0,0.0,1.0
2020-02-10,0,-0.21880295226950489,0.0,84.53,0.0,0.1557,200000,200000.0,0.0,1.0
2020-02-11,0,0.10557858657271861,0.0,89.36,0.0,0.1607,200000,200000.0,0.0,1.0
2020-02-12,0,-0.5656962131905099,0.0,94.29,0.0,0.1808,200000,200000.0,0.0,1.0
2020-02-13,-2,-1.4035009740939555,0.0,92.25,0.0,0.1948,200000,200000.0,0.0,1.0
2020-02-14,-2,-1.6934092648874601,0.0,95.16,0.0,0.2128,200000,200000.0,0.0,1.0
2020-02-15,-2,-1.9755752006570848,0.0,89.1,0.0,0.2142,200000,200000.0,0.0,1.0
2020-02-16,-1,-1.0656046136625696,1138.9521640091116,87.8,-525762.3554153523,0.1902,200000,200000.0,0.0,1.0
2020-02-17,-1,-1.1212337807227652,1138.9521640091116,82.59,-525762.3554153523,0.1813,200000,189386.77426231588,-10613.225737684115,0.9469338713115795
2020-02-18,-1,-0.6623585174704436,1138.9521640091116,86.34,-525762.3554153523,0.182,200000,194025.87852614082,-5974.121473859181,0.9701293926307041
2020-02-19,-1,-0.8447579379171987,1138.9521640091116,77.69,-525762.3554153523,0.1671,200000,176340.08321177325,-23659.91678822675,0.8817004160588663
2020-02-20,-1,-0.6716039841022498,1138.9521640091116,76.39,-525762.3554153523,0.1628,200000,172598.6672702754,-27401.332729724614,0.8629933363513769
2020-02-21,-1,-0.43372377999845824,1138.9521640091116,80.29,-525762.3554153523,0.1687,200000,180142.5786068615,-19857.421393138502,0.9007128930343075
2020-02-22,0,0.0837439585720174,0.0,78.9,0.0,0.16,200000,194258.65112613744,-5741.34887386256,0.9712932556306872
2020-02-23,0,0.5051773781206335,0.0,85.05,0.0,0.168,200000,194258.65112613744,-5741.34887386256,0.9712932556306872
2020-02-24,0,0.5373499510771282,0.0,79.2,0.0,0.1558,200000,194258.65112613744,-5741.34887386256,0.9712932556306872
2020-02-25,2,1.2961559454780678,0.0,76.49,0.0,0.1418,200000,194258.65112613744,-5741.34887386256,0.9712932556306872
2020-02-26,2,2.0795117791721163,0.0,70.61,0.0,0.1209,200000,194258.65112613744,-5741.34887386256,0.9712932556306872
2020-02-27,1,1.0270600564173649,-1382.427064660813,70.26,751774.9656584265,0.1292,200000,194258.65112613744,-5741.34887386256,0.9712932556306872
2020-02-28,1,0.6554029346040257,-1382.427064660813,68.41,751774.9656584265,0.1294,200000,191851.5160496466,-8148.483950353402,0.959257580248233
2020-02-29,1,0.611834488109711,-1382.427064660813,65.92,751774.9656584265,0.1254,200000,185402.17279600748,-14597.827203992521,0.9270108639800374
2020-03-01,0,0.150900473700094,0.0,64.53,0.0,0.1281,200000,187164.29650785524,-12835.703492144763,0.9358214825392762
2020-03-02,0,0.3633493720681357,0.0,68.78,0.0,0.135,200000,187164.29650785524,-12835.703492144763,0.9358214825392762
2020-03-03,0,0.1414015372249842,0.0,65.89,0.0,0.1319,200000,187164.29650785524,-12835.703492144763,0.9358214825392762
2020-03-04,0,0.17245248787267634,0.0,65.68,0.0,0.1308,200000,187164.29650785524,-12835.703492144763,0.9358214825392762
2020-03-05,0,0.23324301320479085,0.0,68.46,0.0,0.135,200000,187164.29650785524,-12835.703492144763,0.9358214825392762
2020-03-06,0,0.2215800296115725,0.0,69.13,0.0,0.1355,200000,187164.29650785524,-12835.703492144763,0.9358214825392762
2020-03-07,0,0.2519831516644825,0.0,65.71,0.0,0.128,200000,187164.29650785524,-12835.703492144763,0.9358214825392762
2020-03-08,0,-0.012919371670534386,0.0,56.44,0.0,0.1111,200000,187164.29650785524,-12835.703492144763,0.9358214825392762
2020-03-09,0,-0.8084551285376711,0.0,55.77,0.0,0.1145,200000,187164.29650785524,-12835.703492144763,0.9358214825392762
2020-03-10,-2,-1.2403103638399067,0.0,54.82,0.0,0.1149,200000,187164.29650785524,-12835.703492144763,0.9358214825392762
2020-03-11,0,-0.8274197622295082,0.0,54.2,0.0,0.1106,200000,187164.29650785524,-12835.703492144763,0.9358214825392762
2020-03-12,2,2.1499447606058513,0.0,31.81,0.0,0.0554,200000,187164.29650785524,-12835.703492144763,0.9358214825392762
2020-03-13,2,2.4140216256401965,0.0,36.92,0.0,0.0616,200000,187164.29650785524,-12835.703492144763,0.9358214825392762
2020-03-14,2,1.3085182638955402,0.0,36.21,0.0,0.0637,200000,187164.29650785524,-12835.703492144763,0.9358214825392762
2020-03-15,-2,-1.2695827025889241,0.0,38.01,0.0,0.0796,200000,187164.29650785524,-12835.703492144763,0.9358214825392762
2020-03-16,0,0.15060982383585553,0.0,34.0,0.0,0.0645,200000,187164.29650785524,-12835.703492144763,0.9358214825392762
2020-03-17,0,0.6869070622039217,0.0,36.26,0.0,0.0669,200000,187164.29650785524,-12835.703492144763,0.9358214825392762
2020-03-18,1,1.1390284717372559,-2521.0708042545157,37.12,1407250.349683122,0.0665,200000,187164.29650785524,-12835.703492144763,0.9358214825392762
2020-03-19,0,0.03686967941038571,0.0,40.87,0.0,0.0784,200000,179872.03286258056,-20127.967137419444,0.8993601643129028
2020-03-20,0,-0.9955204745649062,0.0,40.33,0.0,0.0833,200000,179872.03286258056,-20127.967137419444,0.8993601643129028
2020-03-21,0,-0.411359718786824,0.0,41.23,0.0,0.0818,200000,179872.03286258056,-20127.967137419444,0.8993601643129028
2020-03-22,0,0.3003205070928942,0.0,38.21,0.0,0.0722,200000,179872.03286258056,-20127.967137419444,0.8993601643129028
2020-03-23,1,1.030239013287761,-2023.3074562719971,44.45,1128431.8247338806,0.0797,200000,179872.03286258056,-20127.967137419444,0.8993601643129028
2020-03-24,2,1.3751125997477172,0.0,47.26,0.0,0.0821,200000,182849.29043534352,-17150.709564656485,0.9142464521767175
2020-03-25,2,1.2521609167317436,0.0,47.15,0.0,0.0818,200000,182849.29043534352,-17150.709564656485,0.9142464521767175
2020-03-26,2,1.732504834828351,0.0,50.28,0.0,0.0831,200000,182849.29043534352,-17150.709564656485,0.9142464521767175
2020-03-27,2,1.4120469288414603,0.0,47.7,0.0,0.0796,200000,182849.29043534352,-17150.709564656485,0.9142464521767175
2020-03-28,2,1.2372690096022239,0.0,47.11,0.0,0.0788,200000,182849.29043534352,-17150.709564656485,0.9142464521767175
2020-03-29,0,0.2811969168237052,0.0,44.04,0.0,0.0789,200000,182849.29043534352,-17150.709564656485,0.9142464521767175
2020-03-30,0,0.14472828510616523,0.0,46.41,0.0,0.0835,200000,182849.29043534352,-17150.709564656485,0.9142464521767175
2020-03-31,0,0.4296319738937526,0.0,47.6,0.0,0.0835,200000,182849.29043534352,-17150.709564656485,0.9142464521767175
2020-04-01,0,0.800502709628498,0.0,48.47,0.0,0.0829,200000,182849.29043534352,-17150.709564656485,0.9142464521767175
2020-04-02,2,1.2361610821316018,0.0,50.75,0.0,0.0844,200000,182849.29043534352,-17150.709564656485,0.9142464521767175
2020-04-03,2,1.659743151309677,0.0,52.96,0.0,0.0847,200000,182849.29043534352,-17150.709564656485,0.9142464521767175
2020-04-04,2,1.723638443500951,0.0,54.11,0.0,0.0854,200000,182849.29043534352,-17150.709564656485,0.9142464521767175
2020-04-05,2,1.4143728121322792,0.0,53.15,0.0,0.0846,200000,182849.29043534352,-17150.709564656485,0.9142464521767175
2020-04-06,2,1.8750227152014702,0.0,58.93,0.0,0.0892,200000,182849.29043534352,-17150.709564656485,0.9142464521767175
2020-04-07,2,1.230309210647739,0.0,55.94,0.0,0.0877,200000,182849.29043534352,-17150.709564656485,0.9142464521767175
2020-04-08,1,1.082456008874045,-1579.5550314041423,57.88,1004666.4309634259,0.091,200000,182849.29043534352,-17150.709564656485,0.9142464521767175
2020-04-09,1,1.1350727630360662,-1579.5550314041423,58.4,1004666.4309634259,0.0912,200000,183871.59233786634,-16128.407662133657,0.9193579616893317
2020-04-10,2,1.4708407265066414,0.0,53.7,0.0,0.0818,200000,185489.68156893773,-14510.318431062275,0.9274484078446886
2020-04-11,1,1.194516578968227,-1721.9613959240412,53.86,1117407.7202948055,0.083,200000,185489.68156893773,-14510.318431062275,0.9274484078446886
2020-04-12,1,0.6379971374359041,-1721.9613959240412,53.68,1117407.7202948055,0.0849,200000,187302.80318623153,-12697.196813768474,0.9365140159311576
2020-04-13,1,0.6953301421749034,-1721.9613959240412,52.98,1117407.7202948055,0.0832,200000,184197.8370845835,-15802.162915416498,0.9209891854229175
2020-04-14,1,0.8060920164219838,-1721.9613959240412,54.09,1117407.7202948055,0.0841,200000,187114.88118232452,-12885.11881767548,0.9355744059116226
2020-04-15,1,1.025404319536768,-1721.9613959240412,53.12,1117407.7202948055,0.0813,200000,182315.83701145276,-17684.162988547236,0.9115791850572639
2020-04-16,2,1.391604717829219,0.0,56.9,0.0,0.0848,200000,188713.11031601616,-11286.889683983842,0.9435655515800808
2020-04-17,1,1.1622107950686378,-1678.6435715710386,56.21,1120624.1705226614,0.0842,200000,188713.1103160162,-11286.889683983813,0.9435655515800809
2020-04-18,1,1.084692910149141,-1678.6435715710386,58.04,1120624.1705226614,0.087,200000,194922.77572945462,-5077.224270545383,0.9746138786472731
2020-04-19,1,1.0727788619202179,-1678.6435715710386,57.05,1120624.1705226614,0.0855,200000,191579.9823378153,-8420.017662184691,0.9578999116890765
2020-04-20,0,0.009522391099707941,0.0,54.69,0.0,0.0852,200000,185040.9479167055,-14959.05208329449,0.9252047395835276
2020-04-21,1,1.0413923795400784,-1677.9193681239165,55.14,1114704.5055223224,0.083,200000,185040.9479167055,-14959.05208329449,0.9252047395835276
2020-04-22,2,1.2262847351811987,0.0,56.95,0.0,0.0853,200000,185514.16161030848,-14485.838389691518,0.9275708080515424
2020-04-23,2,2.292578010041071,0.0,59.27,0.0,0.0858,200000,185514.16161030848,-14485.838389691518,0.9275708080515424
2020-04-24,2,1.8010786590665906,0.0,60.68,0.0,0.0883,200000,185514.16161030848,-14485.838389691518,0.9275708080515424
2020-04-25,1,1.026556484046251,-1531.9088489703427,60.55,1034081.1683963683,0.0897,200000,185514.16161030848,-14485.838389691518,0.9275708080515424
2020-04-26,0,-0.17991053037832624,0.0,61.33,0.0,0.0938,200000,182469.31772208028,-17530.682277919725,0.9123465886104014
2020-04-27,2,1.4252555873207653,0.0,62.36,0.0,0.0911,200000,182469.31772208028,-17530.682277919725,0.9123465886104014
2020-04-28,0,0.7066648730806692,0.0,62.07,0.0,0.0922,200000,182469.31772208028,-17530.682277919725,0.9123465886104014
2020-04-29,2,1.8696635322967263,0.0,66.32,0.0,0.095,200000,182469.31772208028,-17530.682277919725,0.9123465886104014
2020-04-30,0,0.7228885226480319,0.0,62.28,0.0,0.0918,200000,182469.31772208028,-17530.682277919725,0.9123465886104014
2020-05-01,0,-0.5143805214082096,0.0,63.45,0.0,0.0967,200000,182469.31772208028,-17530.682277919725,0.9123465886104014
2020-05-02,-2,-2.344189996444725,0.0,64.54,0.0,0.1043,200000,182469.31772208028,-17530.682277919725,0.9123465886104014
2020-05-03,-2,-1.271617494149317,0.0,62.37,0.0,0.0974,200000,182469.31772208028,-17530.682277919725,0.9123465886104014
2020-05-04,0,-0.7593649792805571,0.0,61.06,0.0,0.0938,200000,182469.31772208028,-17530.682277919725,0.9123465886104014
2020-05-05,0,-0.7332610662132371,0.0,60.31,0.0,0.0926,200000,182469.31772208028,-17530.682277919725,0.9123465886104014
2020-05-06,-1,-1.1686194368507845,1577.0900408131397,57.85,-1010350.5964677755,0.0903,200000,182469.31772208028,-17530.682277919725,0.9123465886104014
2020-05-07,0,1.644369968711032,0.0,64.6,0.0,0.0922,200000,173743.62607988034,-26256.37392011966,0.8687181303994017
2020-05-08,0,-0.19136222795844302,0.0,63.39,0.0,0.0959,200000,173743.62607988034,-26256.37392011966,0.8687181303994017
2020-05-09,0,0.819346450392109,0.0,63.05,0.0,0.0922,200000,173743.62607988034,-26256.37392011966,0.8687181303994017
2020-05-10,-2,-2.5664209524261588,0.0,58.85,0.0,0.0988,200000,173743.62607988034,-26256.37392011966,0.8687181303994017
2020-05-11,0,-0.30042944054050824,0.0,59.36,0.0,0.0906,200000,173743.62607988034,-26256.37392011966,0.8687181303994017
2020-05-12,0,0.3545959355614289,0.0,61.5,0.0,0.0914,200000,173743.62607988034,-26256.37392011966,0.8687181303994017
2020-05-13,2,1.5510796149574644,0.0,65.0,0.0,0.0919,200000,173743.62607988034,-26256.37392011966,0.8687181303994017
2020-05-14,2,1.5822206718022747,0.0,65.28,0.0,0.0917,200000,173743.62607988034,-26256.37392011966,0.8687181303994017
2020-05-15,1,1.1152702831435328,-1383.9702571282487,62.77,969551.4848207608,0.0896,200000,173743.62607988034,-26256.37392011966,0.8687181303994017
2020-05-16,2,1.3083701026754948,0.0,65.42,0.0,0.092,200000,175084.2236977004,-24915.776302299608,0.8754211184885019
2020-05-17,2,1.2038493353383788,0.0,65.22,0.0,0.0918,200000,175084.2236977004,-24915.776302299608,0.8754211184885019
2020-05-18,0,0.8997684813379017,0.0,66.96,0.0,0.0953,200000,175084.2236977004,-24915.776302299608,0.8754211184885019
2020-05-19,0,0.8340557810439727,0.0,66.7,0.0,0.0952,200000,175084.2236977004,-24915.776302299608,0.8754211184885019
2020-05-20,0,-0.8664179395232611,0.0,64.66,0.0,0.1009,200000,175084.2236977004,-24915.776302299608,0.8754211184885019
2020-05-21,-2,-1.5044936238565971,0.0,61.65,0.0,0.1005,200000,175084.2236977004,-24915.776302299608,0.8754211184885019
2020-05-22,-2,-2.222465030938688,0.0,62.89,0.0,0.1092,200000,175084.2236977004,-24915.776302299608,0.8754211184885019
2020-05-23,-1,-1.1964237758633331,1379.4849014946453,63.46,-848276.2776051376,0.1032,200000,175084.2236977004,-24915.776302299608,0.8754211184885019
2020-05-24,-1,-1.1018702993178124,1379.4849014946453,60.64,-848276.2776051376,0.0985,200000,167207.17777074134,-32792.82222925866,0.8360358888537067
2020-05-25,-2,-2.4037749719275547,0.0,61.54,0.0,0.1158,200000,188421.11580639484,-11578.884193605161,0.9421055790319742
2020-05-26,-2,-3.020913938819634,0.0,61.91,0.0,0.1467,200000,188421.11580639484,-11578.884193605161,0.9421055790319742
2020-05-27,-2,-1.592287462776338,0.0,64.47,0.0,0.1261,200000,188421.11580639484,-11578.884193605161,0.9421055790319742
2020-05-28,0,-0.9287006186890633,0.0,67.15,0.0,0.1206,200000,188421.11580639484,-11578.884193605161,0.9421055790319742
2020-05-29,0,-0.9939367278424953,0.0,66.05,0.0,0.1216,200000,188421.11580639484,-11578.884193605161,0.9421055790319742
2020-05-30,0,-0.7022634152439711,0.0,68.36,0.0,0.121,200000,188421.11580639484,-11578.884193605161,0.9421055790319742
2020-05-31,0,-0.7263962109932535,0.0,64.94,0.0,0.1165,200000,188421.11580639484,-11578.884193605161,0.9421055790319742
2020-06-01,0,-0.683242541652327,0.0,67.72,0.0,0.122,200000,188421.11580639484,-11578.884193605161,0.9421055790319742
2020-06-02,-1,-1.169829719849132,1413.299698517813,66.66,-712097.9433348256,0.1323,200000,188421.11580639484,-11578.884193605161,0.9421055790319742
2020-06-03,-1,-0.8167906436549754,1413.299698517813,67.16,-712097.9433348256,0.1276,200000,185780.90532198007,-14219.09467801993,0.9289045266099003
2020-06-04,-1,-0.5645735105360397,1413.299698517813,68.14,-712097.9433348256,0.126,200000,186026.58231719182,-13973.417682808184,0.9301329115859591
2020-06-05,-1,-0.45423266513893423,1413.299698517813,67.45,-712097.9433348256,0.1241,200000,183698.41943287835,-16301.580567121651,0.9184920971643917
2020-06-06,-1,-0.5476395537809561,1413.299698517813,67.7,-712097.9433348256,0.1274,200000,186401.66757051274,-13598.332429487258,0.9320083378525637
2020-06-07,-1,-0.525792136859278,1413.299698517813,66.39,-712097.9433348256,0.1257,200000,183339.6784617852,-16660.321538214805,0.916698392308926
2020-06-08,-1,-0.38750528485735697,1413.299698517813,68.28,-712097.9433348256,0.1284,200000,187933.47933898788,-12066.520661012124,0.9396673966949394
2020-06-09,-1,-0.9641167781736912,1413.299698517813,67.99,-712097.9433348256,0.1358,200000,192793.1472070954,-7206.852792904596,0.963965736035477
2020-06-10,-1,-0.25648816761495463,1413.299698517813,69.67,-712097.9433348256,0.1318,200000,192319.09892726605,-7680.901072733948,0.9615954946363303
2020-06-11,0,0.6755838751275649,0.0,63.71,0.0,0.1125,200000,178490.8106389928,-21509.189361007186,0.8924540531949641
2020-06-12,0,-0.30159942824415203,0.0,65.69,0.0,0.1256,200000,178490.8106389928,-21509.189361007186,0.8924540531949641
2020-06-13,0,-0.2793761917306502,0.0,66.58,0.0,0.1279,200000,178490.8106389928,-21509.189361007186,0.8924540531949641
2020-06-14,0,0.13723272378068874,0.0,65.39,0.0,0.1225,200000,178490.8106389928,-21509.189361007186,0.8924540531949641
2020-06-15,0,-0.13691273401650866,0.0,64.53,0.0,0.1212,200000,178490.8106389928,-21509.189361007186,0.8924540531949641
2020-06-16,0,0.34454125759152837,0.0,66.0,0.0,0.1216,200000,178490.8106389928,-21509.189361007186,0.8924540531949641
2020-06-17,-2,-2.375757300282754,0.0,65.09,0.0,0.1347,200000,178490.8106389928,-21509.189361007186,0.8924540531949641
2020-06-18,-2,-2.6433122109708114,0.0,64.93,0.0,0.1416,200000,178490.8106389928,-21509.189361007186,0.8924540531949641
2020-06-19,-2,-1.6197896792087323,0.0,64.09,0.0,0.1334,200000,178490.8106389928,-21509.189361007186,0.8924540531949641
2020-06-20,-2,-1.5941404240000068,0.0,64.06,0.0,0.1347,200000,178490.8106389928,-21509.189361007186,0.8924540531949641
2020-06-21,-2,-2.4903066793785893,0.0,64.48,0.0,0.1494,200000,178490.8106389928,-21509.189361007186,0.8924540531949641
2020-06-22,-2,-2.7376142891215682,0.0,66.16,0.0,0.1696,200000,178490.8106389928,-21509.189361007186,0.8924540531949641
2020-06-23,-2,-2.121305080590006,0.0,66.87,0.0,0.1686,200000,178490.8106389928,-21509.189361007186,0.8924540531949641
2020-06-24,-2,-2.0855089061667815,0.0,64.83,0.0,0.172,200000,178490.8106389928,-21509.189361007186,0.8924540531949641
2020-06-25,-2,-2.46042251286234,0.0,64.3,0.0,0.2028,200000,178490.8106389928,-21509.189361007186,0.8924540531949641
2020-06-26,-2,-2.614448771477699,0.0,64.0,0.0,0.2574,200000,178490.8106389928,-21509.189361007186,0.8924540531949641
2020-06-27,-2,-2.001191878136097,0.0,62.08,0.0,0.2322,200000,178490.8106389928,-21509.189361007186,0.8924540531949641
2020-06-28,-2,-1.8968272452425816,0.0,63.29,0.0,0.2577,200000,178490.8106389928,-21509.189361007186,0.8924540531949641
2020-06-29,-2,-1.8188750465817125,0.0,64.19,0.0,0.2896,200000,178490.8106389928,-21509.189361007186,0.8924540531949641
2020-06-30,-2,-1.3055701488606377,0.0,63.48,0.0,0.242,200000,178490.8106389928,-21509.189361007186,0.8924540531949641
2020-07-01,-1,-1.134398342100193,1383.220789204842,64.52,-372165.99382609007,0.2398,200000,178490.8106389928,-21509.189361007186,0.8924540531949641
2020-07-02,-1,-0.6537300397872332,1383.220789204842,65.2,-372165.99382609007,0.2068,200000,167149.92297939112,-32850.07702060888,0.8357496148969557
2020-07-03,-1,-0.5444378239505165,1383.220789204842,62.66,-372165.99382609007,0.1962,200000,159691.5826402543,-40308.41735974571,0.7984579132012715
2020-07-04,-1,-0.6105584147441844,1383.220789204842,64.22,-372165.99382609007,0.2113,200000,167469.11357818777,-32530.886421812233,0.8373455678909388
2020-07-05,-1,-0.5144678373349102,1383.220789204842,63.33,-372165.99382609007,0.2069,200000,164600.51670296068,-35399.48329703932,0.8230025835148034
2020-07-06,-1,-0.33544755418425515,1383.220789204842,64.95,-372165.99382609007,0.2059,200000,166469.16838764644,-33530.83161235356,0.8323458419382321
2020-07-07,-1,-0.29189572958882914,1383.220789204842,64.59,-372165.99382609007,0.2067,200000,166268.94169859355,-33731.05830140645,0.8313447084929677
2020-07-08,0,-0.08657593145612325,0.0,66.27,0.0,0.2055,200000,163304.88066964946,-36695.11933035054,0.8165244033482473
2020-07-09,0,0.37171661329514305,0.0,67.28,0.0,0.1942,200000,163304.88066964946,-36695.11933035054,0.8165244033482473
2020-07-10,0,0.8075961551724317,0.0,67.25,0.0,0.1862,200000,163304.88066964946,-36695.11933035054,0.8165244033482473
2020-07-11,0,0.8100286898995375,0.0,68.74,0.0,0.1951,200000,163304.88066964946,-36695.11933035054,0.8165244033482473
2020-07-12,1,1.125583884316043,-1179.6076326903312,69.22,429975.98912493273,0.1899,200000,163304.88066964946,-36695.11933035054,0.8165244033482473
2020-07-13,2,1.3576714281187021,0.0,69.26,0.0,0.1865,200000,164813.98333798186,-35186.01666201814,0.8240699166899093
2020-07-14,0,0.5940604220829208,0.0,67.81,0.0,0.2035,200000,164813.98333798186,-35186.01666201814,0.8240699166899093
2020-07-15,2,1.297772863687615,0.0,70.63,0.0,0.1916,200000,164813.98333798186,-35186.01666201814,0.8240699166899093
2020-07-16,2,1.2915809035213597,0.0,67.7,0.0,0.1809,200000,164813.98333798186,-35186.01666201814,0.8240699166899093
2020-07-17,0,0.9349797140345284,0.0,67.64,0.0,0.1865,200000,164813.98333798186,-35186.01666201814,0.8240699166899093
2020-07-18,0,0.9388437286249731,0.0,68.39,0.0,0.1867,200000,164813.98333798186,-35186.01666201814,0.8240699166899093
2020-07-19,1,1.048778604972575,-1195.8640497604256,68.91,443286.66847224813,0.1859,200000,164813.98333798186,-35186.01666201814,0.8240699166899093
2020-07-20,1,1.0039591506626508,-1195.8640497604256,69.31,443286.66847224813,0.1869,200000,165735.61562635828,-34264.38437364172,0.8286780781317914
2020-07-21,1,1.096481966591896,-1195.8640497604256,69.63,443286.66847224813,0.186,200000,165719.3341206566,-34280.6658793434,0.828596670603283
2020-07-22,1,1.1457285951827174,-1195.8640497604256,71.48,443286.66847224813,0.1887,200000,169128.55661758845,-30871.443382411555,0.8456427830879423
2020-07-23,2,1.4679480354655765,0.0,73.02,0.0,0.1863,200000,169551.6699151083,-30448.3300848917,0.8477583495755415
2020-07-24,2,1.4644269805872918,0.0,71.54,0.0,0.1811,200000,169551.6699151083,-30448.3300848917,0.8477583495755415
2020-07-25,2,1.592454666047435,0.0,73.61,0.0,0.1834,200000,169551.6699151083,-30448.3300848917,0.8477583495755415
2020-07-26,2,2.502661436053416,0.0,78.16,0.0,0.1788,200000,169551.6699151083,-30448.3300848917,0.8477583495755415
2020-07-27,2,2.8634179792773486,0.0,78.43,0.0,0.1667,200000,169551.6699151083,-30448.3300848917,0.8477583495755415
2020-07-28,2,2.448439640324453,0.0,81.2,0.0,0.1709,200000,169551.6699151083,-30448.3300848917,0.8477583495755415
2020-07-29,2,1.540190746922819,0.0,79.11,0.0,0.1763,200000,169551.6699151083,-30448.3300848917,0.8477583495755415
2020-07-30,2,1.6656212385593743,0.0,80.92,0.0,0.1746,200000,169551.6699151083,-30448.3300848917,0.8477583495755415
2020-07-31,2,1.8627816388043679,0.0,84.55,0.0,0.1744,200000,169551.6699151083,-30448.3300848917,0.8477583495755415
2020-08-01,2,2.0105976761167996,0.0,89.64,0.0,0.176,200000,169551.6699151083,-30448.3300848917,0.8477583495755415
2020-08-02,2,1.628738906822256,0.0,85.0,0.0,0.1693,200000,169551.6699151083,-30448.3300848917,0.8477583495755415
2020-08-03,2,1.8091622736785071,0.0,89.06,0.0,0.1697,200000,169551.6699151083,-30448.3300848917,0.8477583495755415
2020-08-04,2,1.48263933523891,0.0,87.24,0.0,0.1687,200000,169551.6699151083,-30448.3300848917,0.8477583495755415
2020-08-05,2,1.4504481750513292,0.0,90.39,0.0,0.1719,200000,169551.6699151083,-30448.3300848917,0.8477583495755415
2020-08-06,2,1.5697262909323106,0.0,95.49,0.0,0.1753,200000,169551.6699151083,-30448.3300848917,0.8477583495755415
2020-08-07,2,1.2379328480141447,0.0,94.01,0.0,0.1767,200000,169551.6699151083,-30448.3300848917,0.8477583495755415
