date,statusList,zscore,TFUELUSDT_position,TFUELUSDT_price,IOSTUSDT_position,IOSTUSDT_price,init,total_asset,pnl,return
2020-03-18,1,1.1731822511289773,-68421610.36962269,0.001476,40235178.05002514,0.00251,200000,201980.5938111262,1980.593811126193,1.009902969055631
2020-03-19,2,1.4551206212923036,0.0,0.001718,0.0,0.002847,200000,204979.36851771644,4979.368517716444,1.0248968425885823
2020-03-20,0,0.4836603953889758,0.0,0.0018,0.0,0.003146,200000,204979.36851771644,4979.368517716444,1.0248968425885823
2020-03-21,-2,-1.2892219444260145,0.0,0.001746,0.0,0.003433,200000,204979.36851771644,4979.368517716444,1.0248968425885823
2020-03-22,0,-0.5457436537963526,0.0,0.001587,0.0,0.002959,200000,204979.36851771644,4979.368517716444,1.0248968425885823
2020-03-23,0,-0.9919765615507127,0.0,0.00169,0.0,0.003258,200000,204979.36851771644,4979.368517716444,1.0248968425885823
2020-03-24,-2,-1.5153619946730668,0.0,0.001657,0.0,0.003346,200000,204979.36851771644,4979.368517716444,1.0248968425885823
2020-03-25,0,-0.6488058419916566,0.0,0.001651,0.0,0.003137,200000,204979.36851771644,4979.368517716444,1.0248968425885823
2020-03-26,0,-0.17012916531400196,0.0,0.001725,0.0,0.003161,200000,204979.36851771644,4979.368517716444,1.0248968425885823
2020-03-27,0,0.460593648729783,0.0,0.001696,0.0,0.00297,200000,204979.36851771644,4979.368517716444,1.0248968425885823
2020-03-28,0,0.48782410312809005,0.0,0.001697,0.0,0.002958,200000,204979.36851771644,4979.368517716444,1.0248968425885823
2020-03-29,0,0.5112772481700394,0.0,0.001578,0.0,0.002743,200000,204979.36851771644,4979.368517716444,1.0248968425885823
2020-03-30,0,0.5895908207977975,0.0,0.001697,0.0,0.002925,200000,204979.36851771644,4979.368517716444,1.0248968425885823
2020-03-31,0,0.3225093560697096,0.0,0.001734,0.0,0.003034,200000,204979.36851771644,4979.368517716444,1.0248968425885823
2020-04-01,0,0.28024974965412486,0.0,0.00174,0.0,0.003036,200000,204979.36851771644,4979.368517716444,1.0248968425885823
2020-04-02,0,-0.1928944613044853,0.0,0.001742,0.0,0.003122,200000,204979.36851771644,4979.368517716444,1.0248968425885823
2020-04-03,0,-0.5387395907643683,0.0,0.001727,0.0,0.003169,200000,204979.36851771644,4979.368517716444,1.0248968425885823
2020-04-04,0,-0.7274307106713961,0.0,0.001737,0.0,0.003241,200000,204979.36851771644,4979.368517716444,1.0248968425885823
2020-04-05,0,-0.43565096452686364,0.0,0.001715,0.0,0.003157,200000,204979.36851771644,4979.368517716444,1.0248968425885823
2020-04-06,0,-0.7899817812511062,0.0,0.00185,0.0,0.00349,200000,204979.36851771644,4979.368517716444,1.0248968425885823
2020-04-07,0,-0.7748915687715672,0.0,0.001793,0.0,0.003395,200000,204979.36851771644,4979.368517716444,1.0248968425885823
2020-04-08,-1,-1.1395483067544856,55610246.47794803,0.001843,-28700555.659159403,0.003571,200000,204979.36851771644,4979.368517716444,1.0248968425885823
2020-04-09,-1,-0.7615260942842194,55610246.47794803,0.001828,-28700555.659159403,0.003491,200000,201849.17036781448,1849.170367814484,1.0092458518390723
2020-04-10,-1,-0.6924981072208277,55610246.47794803,0.00167,-28700555.659159403,0.003169,200000,183821.17250204936,-16178.827497950639,0.9191058625102468
2020-04-11,-1,-0.5937500104159558,55610246.47794803,0.001666,-28700555.659159403,0.00315,200000,183053.42095861354,-16946.57904138646,0.9152671047930677
2020-04-12,-1,-0.2272322197844818,55610246.47794803,0.001708,-28700555.659159403,0.003169,200000,185934.36186821142,-14065.638131788583,0.9296718093410571
2020-04-13,-1,-0.9456288197684859,55610246.47794803,0.001668,-28700555.659159403,0.003172,200000,183796.05367607094,-16203.946323929064,0.9189802683803547
2020-04-14,0,-0.041859881231225686,0.0,0.001727,0.0,0.003163,200000,199720.33040022137,-279.6695997786301,0.9986016520011068
2020-04-15,0,-0.6503712249617981,0.0,0.001609,0.0,0.003021,200000,199720.33040022137,-279.6695997786301,0.9986016520011068
2020-04-16,-2,-1.5769231711498086,0.0,0.001669,0.0,0.003279,200000,199720.33040022137,-279.6695997786301,0.9986016520011068
2020-04-17,-2,-1.6382239695541065,0.0,0.001641,0.0,0.00326,200000,199720.33040022137,-279.6695997786301,0.9986016520011068
2020-04-18,-2,-1.6678225478809243,0.0,0.001698,0.0,0.003405,200000,199720.33040022137,-279.6695997786301,0.9986016520011068
2020-04-19,-2,-1.5060660228006488,0.0,0.001639,0.0,0.003277,200000,199720.33040022137,-279.6695997786301,0.9986016520011068
2020-04-20,0,0.48484247253795515,0.0,0.001646,0.0,0.003052,200000,199720.33040022137,-279.6695997786301,0.9986016520011068
2020-04-21,0,0.48719862603771014,0.0,0.001632,0.0,0.003044,200000,199720.33040022137,-279.6695997786301,0.9986016520011068
2020-04-22,0,0.6529256167458001,0.0,0.001706,0.0,0.003178,200000,199720.33040022137,-279.6695997786301,0.9986016520011068
2020-04-23,0,-0.71450415671911,0.0,0.00172,0.0,0.003336,200000,199720.33040022137,-279.6695997786301,0.9986016520011068
2020-04-24,-2,-2.2759029360780865,0.0,0.001741,0.0,0.003587,200000,199720.33040022137,-279.6695997786301,0.9986016520011068
2020-04-25,0,-0.3993312973146864,0.0,0.001818,0.0,0.003527,200000,199720.33040022137,-279.6695997786301,0.9986016520011068
2020-04-26,0,0.06455546112614445,0.0,0.001869,0.0,0.003577,200000,199720.33040022137,-279.6695997786301,0.9986016520011068
2020-04-27,0,0.10593581695209536,0.0,0.00185,0.0,0.003538,200000,199720.33040022137,-279.6695997786301,0.9986016520011068
2020-04-28,0,0.8592530056568308,0.0,0.001887,0.0,0.00352,200000,199720.33040022137,-279.6695997786301,0.9986016520011068
2020-04-29,-2,-1.5494278367486367,0.0,0.001937,0.0,0.003922,200000,199720.33040022137,-279.6695997786301,0.9986016520011068
2020-04-30,0,0.5273098322501943,0.0,0.00194,0.0,0.00366,200000,199720.33040022137,-279.6695997786301,0.9986016520011068
2020-05-01,1,1.0387814022872979,-48783666.438744836,0.002047,26341378.31709593,0.003791,200000,199720.33040022137,-279.6695997786301,0.9986016520011068
2020-05-02,1,0.9216749324647605,-48783666.438744836,0.002115,26341378.31709593,0.003933,200000,206778.09543908364,6778.095439083641,1.0338904771954183
2020-05-03,1,1.0576216163586307,-48783666.438744836,0.00206,26341378.31709593,0.003804,200000,200696.9559820473,696.9559820473078,1.0034847799102364
2020-05-04,1,1.087464002382015,-48783666.438744836,0.002033,26341378.31709593,0.003754,200000,198062.72807234636,-1937.2719276536372,0.9903136403617319
2020-05-05,2,1.9974075546394212,0.0,0.002086,0.0,0.003699,200000,204046.30019650524,4046.300196505239,1.0202315009825262
2020-05-06,2,1.842969784863841,0.0,0.002025,0.0,0.00357,200000,204046.30019650524,4046.300196505239,1.0202315009825262
2020-05-07,2,1.5896820607735596,0.0,0.002095,0.0,0.003699,200000,204046.30019650524,4046.300196505239,1.0202315009825262
2020-05-08,2,2.1357804692894033,0.0,0.002254,0.0,0.003831,200000,204046.30019650524,4046.300196505239,1.0202315009825262
2020-05-09,1,1.1296108937496478,-48306415.766218096,0.002112,27322750.428026948,0.003734,200000,204046.30019650524,4046.300196505239,1.0202315009825262
2020-05-10,1,0.6841984874002595,-48306415.766218096,0.001862,27322750.428026948,0.003352,200000,181532.4055914444,-18467.594408555597,0.9076620279572221
2020-05-11,1,1.1171802099222246,-48306415.766218096,0.00186,27322750.428026948,0.003268,200000,179140.68172395774,-20859.318276042264,0.8957034086197887
2020-05-12,2,2.4476550161853674,0.0,0.002115,0.0,0.003396,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-05-13,2,1.2127586939561121,0.0,0.002082,0.0,0.003544,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-05-14,2,1.6691175718007354,0.0,0.002155,0.0,0.00355,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-05-15,2,2.9076743556338935,0.0,0.002376,0.0,0.003472,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-05-16,2,3.2788629615129654,0.0,0.002749,0.0,0.003495,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-05-17,2,1.9437207055861412,0.0,0.002534,0.0,0.003502,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-05-18,2,1.4555743230236362,0.0,0.002556,0.0,0.003639,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-05-19,2,2.4454999253623777,0.0,0.002951,0.0,0.00359,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-05-20,2,3.3186523351914574,0.0,0.003893,0.0,0.00358,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-05-21,2,3.9451139929926096,0.0,0.007618,0.0,0.003566,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-05-22,2,2.014584350883253,0.0,0.006619,0.0,0.00417,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-05-23,2,2.7290424624254164,0.0,0.009016,0.0,0.003939,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-05-24,2,3.6420220211649954,0.0,0.017882,0.0,0.003773,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-05-25,2,2.0102381138595007,0.0,0.016088,0.0,0.004598,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-05-26,2,1.466603790799218,0.0,0.013827,0.0,0.004459,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-05-27,0,0.8026601386358783,0.0,0.010594,0.0,0.00441,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-05-28,0,0.3360139831753202,0.0,0.00866,0.0,0.004558,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-05-29,0,0.5909406878857709,0.0,0.010282,0.0,0.004499,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-05-30,0,0.37020482995707504,0.0,0.009945,0.0,0.004752,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-05-31,0,0.07339319442836438,0.0,0.008509,0.0,0.00471,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-06-01,0,-0.018663277266403138,0.0,0.00896,0.0,0.005093,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-06-02,0,-0.09545623924747255,0.0,0.0085,0.0,0.004899,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-06-03,0,-0.1560301879286539,0.0,0.00868,0.0,0.00501,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-06-04,0,-0.20668387359029894,0.0,0.008622,0.0,0.004952,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-06-05,0,-0.3862044017955419,0.0,0.008324,0.0,0.005146,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-06-06,0,-0.5174648519726669,0.0,0.008279,0.0,0.005327,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-06-07,0,-0.5953710986681087,0.0,0.008019,0.0,0.005165,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-06-08,0,-0.7610705307412996,0.0,0.007737,0.0,0.005267,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-06-09,0,-0.9333133084239233,0.0,0.007345,0.0,0.005431,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-06-10,0,-0.9860430809599655,0.0,0.007026,0.0,0.005658,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-06-11,0,-0.9611504412556888,0.0,0.00626,0.0,0.005085,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-06-12,0,-0.22927948395630074,0.0,0.010355,0.0,0.00564,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-06-13,0,0.025596315258314746,0.0,0.011541,0.0,0.006057,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-06-14,0,-0.015675117136303707,0.0,0.010087,0.0,0.005607,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-06-15,0,0.34882438017760586,0.0,0.010208,0.0,0.00552,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-06-16,0,-0.12692788001322883,0.0,0.009892,0.0,0.005911,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-06-17,0,-0.23419200979402904,0.0,0.009332,0.0,0.005715,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-06-18,0,-0.47966904341331656,0.0,0.008862,0.0,0.005711,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-06-19,0,0.10802725188523606,0.0,0.009719,0.0,0.00587,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-06-20,0,-0.40416751993067135,0.0,0.009369,0.0,0.006064,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-06-21,0,-0.32200862640960065,0.0,0.009259,0.0,0.00597,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-06-22,-1,-1.0570689866971665,11329563.068716263,0.009419,-15769640.09815849,0.006767,200000,213426.309088477,13426.309088476992,1.0671315454423849
2020-06-23,-1,-0.4153839203700834,11329563.068716263,0.009844,-15769640.09815849,0.006545,200000,214740.5132908902,14740.513290890201,1.073702566454451
2020-06-24,-1,-0.6303314260182286,11329563.068716263,0.009209,-15769640.09815849,0.006352,200000,204502.70020331081,4502.700203310815,1.022513501016554
2020-06-25,-1,-0.5264203294641703,11329563.068716263,0.008983,-15769640.09815849,0.006149,200000,198740.98200985475,-1259.0179901452502,0.9937049100492737
2020-06-26,-1,-0.6251008570356116,11329563.068716263,0.008785,-15769640.09815849,0.006122,200000,196071.94823959866,-3928.051760401344,0.9803597411979933
2020-06-27,-1,-0.36065543406258627,11329563.068716263,0.008182,-15769640.09815849,0.005522,200000,179778.43765026765,-20221.562349732354,0.8988921882513382
2020-06-28,-1,-0.2772423741773228,11329563.068716263,0.008434,-15769640.09815849,0.005625,200000,184257.76047369448,-15742.239526305522,0.9212888023684724
2020-06-29,-1,-0.3808214703686452,11329563.068716263,0.008354,-15769640.09815849,0.005613,200000,183162.15974701926,-16837.840252980735,0.9158107987350963
2020-06-30,-1,-0.5370269397811562,11329563.068716263,0.00816,-15769640.09815849,0.005518,200000,179466.10870236327,-20533.89129763673,0.8973305435118164
2020-07-01,-1,-0.8493525289430528,11329563.068716263,0.008223,-15769640.09815849,0.00567,200000,182576.85647061246,-17423.14352938754,0.9128842823530623
2020-07-02,0,0.01716360509236742,0.0,0.008552,0.0,0.005443,200000,202370.03677909216,2370.036779092159,1.0118501838954608
2020-07-03,0,-0.46216757407481307,0.0,0.008192,0.0,0.005488,200000,202370.03677909216,2370.036779092159,1.0118501838954608
2020-07-04,0,-0.5941577130186627,0.0,0.008228,0.0,0.005601,200000,202370.03677909216,2370.036779092159,1.0118501838954608
2020-07-05,-2,-3.047054543524919,0.0,0.008057,0.0,0.006866,200000,202370.03677909216,2370.036779092159,1.0118501838954608
2020-07-06,-2,-1.293001524712499,0.0,0.008642,0.0,0.006409,200000,202370.03677909216,2370.036779092159,1.0118501838954608
2020-07-07,-1,-1.0553286144684801,11452746.846581332,0.008835,-15607746.165285528,0.006483,200000,202370.03677909216,2370.036779092159,1.0118501838954608
2020-07-08,-1,-1.1431782652924298,11452746.846581332,0.008886,-15607746.165285528,0.006624,200000,205154.81907757305,5154.819077573047,1.0257740953878653
2020-07-09,-1,-1.1658618841607122,11452746.846581332,0.008545,-15607746.165285528,0.006415,200000,197987.41345434415,-2012.5865456558531,0.9899370672717207
2020-07-10,-2,-1.2896749618795778,0.0,0.008389,0.0,0.006419,200000,206479.06611808913,6479.066118089133,1.0323953305904456
2020-07-11,-1,-1.05593149684167,12134406.800545907,0.008508,-16006129.156441018,0.00645,200000,206479.06611808913,6479.066118089133,1.0323953305904456
2020-07-12,0,0.9209813816180522,0.0,0.009628,0.0,0.006368,200000,191576.02791064954,-8423.972089350456,0.9578801395532477
2020-07-13,0,0.26375744333913087,0.0,0.008696,0.0,0.006015,200000,191576.02791064954,-8423.972089350456,0.9578801395532477
2020-07-14,0,-0.1551017958513431,0.0,0.008655,0.0,0.006164,200000,191576.02791064954,-8423.972089350456,0.9578801395532477
2020-07-15,0,0.12118049213506982,0.0,0.00861,0.0,0.006028,200000,191576.02791064954,-8423.972089350456,0.9578801395532477
2020-07-16,0,0.1598515971725718,0.0,0.008363,0.0,0.005841,200000,191576.02791064954,-8423.972089350456,0.9578801395532477
2020-07-17,0,0.08160973948343238,0.0,0.00845,0.0,0.005945,200000,191576.02791064954,-8423.972089350456,0.9578801395532477
2020-07-18,0,0.28362910538618863,0.0,0.008432,0.0,0.005871,200000,191576.02791064954,-8423.972089350456,0.9578801395532477
2020-07-19,0,-0.18827676951691757,0.0,0.008389,0.0,0.006039,200000,191576.02791064954,-8423.972089350456,0.9578801395532477
2020-07-20,0,0.005870950891081404,0.0,0.008322,0.0,0.005934,200000,191576.02791064954,-8423.972089350456,0.9578801395532477
2020-07-21,0,-0.22029233998590014,0.0,0.008372,0.0,0.006069,200000,191576.02791064954,-8423.972089350456,0.9578801395532477
2020-07-22,0,-0.07157604399940261,0.0,0.0087,0.0,0.006288,200000,191576.02791064954,-8423.972089350456,0.9578801395532477
2020-07-23,0,-0.31263849466461396,0.0,0.008471,0.0,0.006229,200000,191576.02791064954,-8423.972089350456,0.9578801395532477
2020-07-24,0,-0.14050215343360975,0.0,0.008177,0.0,0.005979,200000,191576.02791064954,-8423.972089350456,0.9578801395532477
2020-07-25,0,-0.3585055126947045,0.0,0.008331,0.0,0.006084,200000,191576.02791064954,-8423.972089350456,0.9578801395532477
2020-07-26,0,-0.3865141740807755,0.0,0.008188,0.0,0.00598,200000,191576.02791064954,-8423.972089350456,0.9578801395532477
2020-07-27,0,0.4093540292521216,0.0,0.007821,0.0,0.005545,200000,191576.02791064954,-8423.972089350456,0.9578801395532477
2020-07-28,0,0.7912033022642158,0.0,0.00835,0.0,0.005826,200000,191576.02791064954,-8423.972089350456,0.9578801395532477
2020-07-29,1,1.1218893975966975,-11553252.195793604,0.008291,16804914.729004346,0.0057,200000,191576.02791064954,-8423.972089350456,0.9578801395532477
2020-07-30,1,0.3868709926935784,-11553252.195793604,0.008183,16804914.729004346,0.005749,200000,191151.71749522502,-8848.28250477498,0.9557585874761251
2020-07-31,0,0.16181195620978536,0.0,0.008312,0.0,0.005862,200000,189096.25002066256,-10903.749979337445,0.9454812501033127
2020-08-01,2,2.1332082202889358,0.0,0.008929,0.0,0.006032,200000,189096.25002066256,-10903.749979337445,0.9454812501033127
2020-08-02,2,3.031392074753692,0.0,0.008407,0.0,0.005414,200000,189096.25002066256,-10903.749979337445,0.9454812501033127
