date,statusList,zscore,TRXUSDT_position,TRXUSDT_price,THETAUSDT_position,THETAUSDT_price,init,total_asset,pnl,return
2020-04-03,0,-0.7249621035649079,0.0,0.01194,0.0,0.076,200000,226577.01220233654,26577.01220233654,1.1328850610116827
2020-04-04,-1,-1.1732867676380496,9464369.766179472,0.01197,-1439498.1715523286,0.0787,200000,226577.01220233657,26577.01220233657,1.1328850610116827
2020-04-05,-1,-0.5857134527381175,9464369.766179472,0.01257,-1439498.1715523286,0.08015,200000,234342.9064107951,34342.90641079511,1.1717145320539755
2020-04-06,-1,-0.3980198597699577,9464369.766179472,0.01375,-1439498.1715523286,0.08718,200000,255630.53488089974,55630.53488089974,1.2781526744044986
2020-04-07,-1,-0.4565968947865265,9464369.766179472,0.0133,-1439498.1715523286,0.08479,200000,247931.16785610892,47931.16785610892,1.2396558392805446
2020-04-08,-1,-0.4211834439356961,9464369.766179472,0.01376,-1439498.1715523286,0.08775,200000,256545.69253634638,56545.69253634638,1.282728462681732
2020-04-09,-1,-0.953946783313985,9464369.766179472,0.01345,-1439498.1715523286,0.08698,200000,252503.32431673544,52503.32431673544,1.2625166215836772
2020-04-10,-1,-0.45861843295786253,9464369.766179472,0.01248,-1439498.1715523286,0.07962,200000,232728.1791009162,32728.179100916197,1.163640895504581
2020-04-11,0,-0.009343592874488669,0.0,0.0125,0.0,0.07899,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-04-12,0,0.6234880625283513,0.0,0.01266,0.0,0.07894,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-04-13,2,1.2882263303553,0.0,0.01257,0.0,0.07716,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-04-14,0,0.46316972698231745,0.0,0.01245,0.0,0.07801,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-04-15,2,1.7985273573455494,0.0,0.01219,0.0,0.07443,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-04-16,2,1.863304954665956,0.0,0.01302,0.0,0.07888,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-04-17,2,1.9445443173850288,0.0,0.01289,0.0,0.07762,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-04-18,2,1.54560100293901,0.0,0.01339,0.0,0.08125,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-04-19,0,-0.20630348720768565,0.0,0.0129,0.0,0.08174,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-04-20,-2,-2.0660407858944043,0.0,0.0124,0.0,0.08323,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-04-21,-2,-2.285465129401469,0.0,0.01249,0.0,0.08578,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-04-22,-2,-2.4587096477508936,0.0,0.01298,0.0,0.09174,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-04-23,-2,-2.6008178453044044,0.0,0.01361,0.0,0.10075,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-04-24,-2,-2.0154833459408783,0.0,0.01392,0.0,0.10163,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-04-25,-2,-2.19417684898504,0.0,0.01396,0.0,0.10681,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-04-26,-2,-2.080543284665228,0.0,0.01426,0.0,0.11209,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-04-27,-2,-1.3072314148876596,0.0,0.01452,0.0,0.10775,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-04-28,0,-0.8044718970053635,0.0,0.01528,0.0,0.109,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-04-29,0,-0.7900307899655601,0.0,0.01624,0.0,0.11645,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-04-30,-2,-1.5765071137912392,0.0,0.01519,0.0,0.12033,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-05-01,-2,-1.5195769666495023,0.0,0.01581,0.0,0.12735,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-05-02,-2,-1.7177504929998877,0.0,0.01635,0.0,0.13928,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-05-03,-2,-1.8480245321500155,0.0,0.01599,0.0,0.14434,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-05-04,-2,-1.6205183624974382,0.0,0.01623,0.0,0.14639,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-05-05,-2,-1.8559877667721192,0.0,0.0159,0.0,0.15591,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-05-06,-2,-1.7288943552539162,0.0,0.01554,0.0,0.15461,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-05-07,-2,-1.715506393507348,0.0,0.01603,0.0,0.16445,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-05-08,-2,-1.4813560824612155,0.0,0.01627,0.0,0.16302,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-05-09,-2,-1.2560316471424544,0.0,0.01609,0.0,0.15758,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-05-10,-2,-1.2347070171746344,0.0,0.01426,0.0,0.14191,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-05-11,-2,-1.4088941972327929,0.0,0.01398,0.0,0.14692,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-05-12,-2,-1.9360619136371513,0.0,0.01455,0.0,0.17894,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-05-13,-2,-1.4229932285738125,0.0,0.01501,0.0,0.17177,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-05-14,-1,-1.1207601493341492,7268446.322724675,0.01527,-660296.1231959414,0.16809,200000,221978.3506960116,21978.350696011592,1.1098917534800579
2020-05-15,-2,-1.6373074355218469,0.0,0.01488,0.0,0.19186,200000,240508.28361024172,40508.28361024172,1.2025414180512086
2020-05-16,-2,-1.2786215676670372,0.0,0.01497,0.0,0.18355,200000,240508.28361024172,40508.28361024172,1.2025414180512086
2020-05-17,-2,-1.3315082549757047,0.0,0.015,0.0,0.19206,200000,240508.28361024172,40508.28361024172,1.2025414180512086
2020-05-18,-2,-1.209069051685099,0.0,0.01537,0.0,0.1944,200000,240508.28361024172,40508.28361024172,1.2025414180512086
2020-05-19,-2,-1.6002112250197134,0.0,0.01553,0.0,0.218,200000,240508.28361024172,40508.28361024172,1.2025414180512086
2020-05-20,-2,-2.3063234445346334,0.0,0.015,0.0,0.27895,200000,240508.28361024172,40508.28361024172,1.2025414180512086
2020-05-21,-2,-2.037222938564222,0.0,0.01421,0.0,0.264,200000,240508.28361024172,40508.28361024172,1.2025414180512086
2020-05-22,-2,-1.7422869106382912,0.0,0.01484,0.0,0.26799,200000,240508.28361024172,40508.28361024172,1.2025414180512086
2020-05-23,-2,-1.810327739501877,0.0,0.01496,0.0,0.3017,200000,240508.28361024172,40508.28361024172,1.2025414180512086
2020-05-24,-2,-1.9483052167224513,0.0,0.01421,0.0,0.34231,200000,240508.28361024172,40508.28361024172,1.2025414180512086
2020-05-25,-2,-1.6983233368344464,0.0,0.01472,0.0,0.35327,200000,240508.28361024172,40508.28361024172,1.2025414180512086
2020-05-26,-2,-1.7163475404657562,0.0,0.01458,0.0,0.40301,200000,240508.28361024172,40508.28361024172,1.2025414180512086
2020-05-27,-1,-1.1702773389900076,8180553.864293937,0.0147,-371131.84928436787,0.32402,200000,240508.28361024172,40508.28361024172,1.2025414180512086
2020-05-28,-1,-0.9274910709283639,8180553.864293937,0.01514,-371131.84928436787,0.31117,200000,239338.68304722695,39338.68304722695,1.1966934152361348
2020-05-29,-1,-0.854686949413036,8180553.864293937,0.015,-371131.84928436787,0.30948,200000,237566.1926809352,37566.1926809352,1.187830963404676
2020-05-30,-1,-0.3484672195940245,8180553.864293937,0.01638,-371131.84928436787,0.2865,200000,240326.74711710605,40326.747117106046,1.2016337355855302
2020-05-31,0,0.11257469023251475,0.0,0.01582,0.0,0.24692,200000,202731.79770240778,2731.7977024077845,1.0136589885120388
2020-06-01,0,0.10566712831755656,0.0,0.01707,0.0,0.27108,200000,202731.79770240778,2731.7977024077845,1.0136589885120388
2020-06-02,0,0.27316187550702786,0.0,0.01637,0.0,0.25468,200000,202731.79770240778,2731.7977024077845,1.0136589885120388
2020-06-03,0,0.19578766878095724,0.0,0.01691,0.0,0.27607,200000,202731.79770240778,2731.7977024077845,1.0136589885120388
2020-06-04,0,0.11993863849268191,0.0,0.01687,0.0,0.28491,200000,202731.79770240778,2731.7977024077845,1.0136589885120388
2020-06-05,0,0.32860002216485246,0.0,0.01685,0.0,0.27883,200000,202731.79770240778,2731.7977024077845,1.0136589885120388
2020-06-06,0,0.6716237229689417,0.0,0.01704,0.0,0.27058,200000,202731.79770240778,2731.7977024077845,1.0136589885120388
2020-06-07,2,1.3838212205508065,0.0,0.0182,0.0,0.26517,200000,202731.79770240778,2731.7977024077845,1.0136589885120388
2020-06-08,2,1.5813889883821879,0.0,0.01794,0.0,0.25492,200000,202731.79770240778,2731.7977024077845,1.0136589885120388
2020-06-09,2,1.3372716979441779,0.0,0.01754,0.0,0.25235,200000,202731.79770240778,2731.7977024077845,1.0136589885120388
2020-06-10,2,1.53536697408714,0.0,0.0176,0.0,0.2392,200000,202731.79770240778,2731.7977024077845,1.0136589885120388
2020-06-11,2,1.615461809384998,0.0,0.01573,0.0,0.20451,200000,202731.79770240778,2731.7977024077845,1.0136589885120388
2020-06-12,0,0.5337358527343621,0.0,0.01644,0.0,0.25264,200000,202731.79770240778,2731.7977024077845,1.0136589885120388
2020-06-13,0,0.5657239853552171,0.0,0.01668,0.0,0.25154,200000,202731.79770240778,2731.7977024077845,1.0136589885120388
2020-06-14,0,0.8115020440566212,0.0,0.01616,0.0,0.23149,200000,202731.79770240778,2731.7977024077845,1.0136589885120388
2020-06-15,0,0.6397821938331797,0.0,0.01606,0.0,0.23446,200000,202731.79770240778,2731.7977024077845,1.0136589885120388
2020-06-16,0,0.6248280510653472,0.0,0.01613,0.0,0.23414,200000,202731.79770240778,2731.7977024077845,1.0136589885120388
2020-06-17,0,0.5812614908881663,0.0,0.01621,0.0,0.23479,200000,202731.79770240778,2731.7977024077845,1.0136589885120388
2020-06-18,1,1.041524789041271,-6327459.354007734,0.01602,454311.12787380733,0.22312,200000,202731.79770240778,2731.7977024077845,1.0136589885120388
2020-06-19,1,0.7713871695419926,-6327459.354007734,0.01586,454311.12787380733,0.22406,200000,202146.45666596794,2146.4566659679404,1.0107322833298398
2020-06-20,1,0.9640673012209265,-6327459.354007734,0.01597,454311.12787380733,0.22138,200000,201624.92337220698,1624.9233722069766,1.008124616861035
2020-06-21,1,0.790235917590671,-6327459.354007734,0.01582,454311.12787380733,0.22057,200000,200307.81245552804,307.8124555280374,1.0015390622776401
2020-06-22,0,-0.12056756104858467,0.0,0.01638,0.0,0.24201,200000,196427.74586431438,-3572.2541356856236,0.9821387293215719
2020-06-23,0,-0.9833294282920849,0.0,0.0165,0.0,0.25747,200000,196427.74586431438,-3572.2541356856236,0.9821387293215719
2020-06-24,0,-0.9424438210417623,0.0,0.01593,0.0,0.24508,200000,196427.74586431438,-3572.2541356856236,0.9821387293215719
2020-06-25,0,-0.5211152098556101,0.0,0.0159,0.0,0.23649,200000,196427.74586431438,-3572.2541356856236,0.9821387293215719
2020-06-26,0,-0.24417646322538317,0.0,0.01585,0.0,0.2313,200000,196427.74586431438,-3572.2541356856236,0.9821387293215719
2020-06-27,2,1.252546823375838,0.0,0.01544,0.0,0.20986,200000,196427.74586431438,-3572.2541356856236,0.9821387293215719
2020-06-28,0,0.23079941543977572,0.0,0.01577,0.0,0.22443,200000,196427.74586431438,-3572.2541356856236,0.9821387293215719
2020-06-29,0,0.6156556802522819,0.0,0.01619,0.0,0.226,200000,196427.74586431438,-3572.2541356856236,0.9821387293215719
2020-06-30,2,1.2650955599189455,0.0,0.01636,0.0,0.22173,200000,196427.74586431438,-3572.2541356856236,0.9821387293215719
2020-07-01,2,2.027468801474626,0.0,0.01686,0.0,0.22173,200000,196427.74586431438,-3572.2541356856236,0.9821387293215719
2020-07-02,2,1.7159863808626754,0.0,0.01658,0.0,0.21889,200000,196427.74586431438,-3572.2541356856236,0.9821387293215719
2020-07-03,2,1.8012575983192773,0.0,0.01662,0.0,0.21607,200000,196427.74586431438,-3572.2541356856236,0.9821387293215719
2020-07-04,2,1.2312232335230435,0.0,0.01682,0.0,0.22307,200000,196427.74586431438,-3572.2541356856236,0.9821387293215719
2020-07-05,2,1.7215325859684205,0.0,0.01688,0.0,0.21596,200000,196427.74586431438,-3572.2541356856236,0.9821387293215719
2020-07-06,2,1.5366750201586215,0.0,0.01802,0.0,0.23023,200000,196427.74586431438,-3572.2541356856236,0.9821387293215719
2020-07-07,-1,-1.1931840378269403,-5710108.891404488,0.0172,380747.7144103787,0.25795,200000,196427.74586431438,-3572.2541356856236,0.9821387293215719
2020-07-08,0,-0.09394666361219291,0.0,0.01791,0.0,0.25102,200000,189734.98689055326,-10265.013109446736,0.9486749344527663
2020-07-09,1,1.1163743576999827,-5111395.120973957,0.01856,393543.0741113276,0.24106,200000,189734.98689055326,-10265.013109446736,0.9486749344527663
2020-07-10,1,0.5311723420717921,-5111395.120973957,0.01812,393543.0741113276,0.24307,200000,188276.99461628852,-11723.005383711483,0.9413849730814425
2020-07-11,0,0.06535759237181686,0.0,0.01837,0.0,0.25334,200000,183931.11286748113,-16068.887132518867,0.9196555643374057
2020-07-12,-2,-1.5625795240562472,0.0,0.01818,0.0,0.2805,200000,183931.11286748113,-16068.887132518867,0.9196555643374057
2020-07-13,0,-0.21125754764959495,0.0,0.01756,0.0,0.24542,200000,183931.11286748113,-16068.887132518867,0.9196555643374057
2020-07-14,0,0.07651511508871396,0.0,0.01765,0.0,0.24127,200000,183931.11286748113,-16068.887132518867,0.9196555643374057
2020-07-15,0,0.2390048976980555,0.0,0.01757,0.0,0.2372,200000,183931.11286748113,-16068.887132518867,0.9196555643374057
2020-07-16,0,-0.08521713610571699,0.0,0.01716,0.0,0.23464,200000,183931.11286748113,-16068.887132518867,0.9196555643374057
2020-07-17,0,-0.6125569281237686,0.0,0.01717,0.0,0.24131,200000,183931.11286748113,-16068.887132518867,0.9196555643374057
2020-07-18,0,-0.9390727749910037,0.0,0.01742,0.0,0.24894,200000,183931.11286748113,-16068.887132518867,0.9196555643374057
2020-07-19,0,-0.19014999751361117,0.0,0.01753,0.0,0.2412,200000,183931.11286748113,-16068.887132518867,0.9196555643374057
2020-07-20,0,-0.1611406648799203,0.0,0.01716,0.0,0.23595,200000,183931.11286748113,-16068.887132518867,0.9196555643374057
2020-07-21,0,0.11470022653178978,0.0,0.01762,0.0,0.23951,200000,183931.11286748113,-16068.887132518867,0.9196555643374057
2020-07-22,0,-0.792628258602682,0.0,0.01794,0.0,0.25576,200000,183931.11286748113,-16068.887132518867,0.9196555643374057
2020-07-23,0,-0.9613802300375376,0.0,0.01792,0.0,0.2589,200000,183931.11286748113,-16068.887132518867,0.9196555643374057
2020-07-24,0,-0.22597323635431346,0.0,0.01794,0.0,0.25072,200000,183931.11286748113,-16068.887132518867,0.9196555643374057
2020-07-25,0,0.16455085547935464,0.0,0.01877,0.0,0.25877,200000,183931.11286748113,-16068.887132518867,0.9196555643374057
2020-07-26,0,0.7414979316349003,0.0,0.01852,0.0,0.25083,200000,183931.11286748113,-16068.887132518867,0.9196555643374057
2020-07-27,2,1.8066943877038621,0.0,0.01872,0.0,0.2424,200000,183931.11286748113,-16068.887132518867,0.9196555643374057
2020-07-28,2,1.2613319638568483,0.0,0.01912,0.0,0.25112,200000,183931.11286748113,-16068.887132518867,0.9196555643374057
2020-07-29,2,1.643521037328717,0.0,0.01915,0.0,0.24783,200000,183931.11286748113,-16068.887132518867,0.9196555643374057
2020-07-30,0,0.6591196967773062,0.0,0.01917,0.0,0.25745,200000,183931.11286748113,-16068.887132518867,0.9196555643374057
2020-07-31,0,0.1557527489632019,0.0,0.01968,0.0,0.26938,200000,183931.11286748113,-16068.887132518867,0.9196555643374057
2020-08-01,-2,-2.7714394434150975,0.0,0.02046,0.0,0.31647,200000,183931.11286748113,-16068.887132518867,0.9196555643374057
2020-08-02,-2,-1.4218018009556863,0.0,0.01907,0.0,0.27995,200000,183931.11286748113,-16068.887132518867,0.9196555643374057
2020-08-03,0,-0.9565259203986923,0.0,0.01987,0.0,0.28687,200000,183931.11286748113,-16068.887132518867,0.9196555643374057
