date,statusList,zscore,ICXUSDT_position,ICXUSDT_price,IOTAUSDT_position,IOTAUSDT_price,init,total_asset,pnl,return
2020-02-07,2,1.3748052441500147,0.0,0.4123,0.0,0.3209,200000,207308.21314543652,7308.213145436515,1.0365410657271825
2020-02-08,2,1.3326276733465465,0.0,0.4056,0.0,0.3073,200000,207308.21314543652,7308.213145436515,1.0365410657271825
2020-02-09,2,1.3037437187800462,0.0,0.438,0.0,0.3226,200000,207308.21314543652,7308.213145436515,1.0365410657271825
2020-02-10,0,0.9664815760695313,0.0,0.4077,0.0,0.3178,200000,207308.21314543652,7308.213145436515,1.0365410657271825
2020-02-11,0,0.7857377963735204,0.0,0.4161,0.0,0.3322,200000,207308.21314543652,7308.213145436515,1.0365410657271825
2020-02-12,0,0.7629634831948121,0.0,0.423,0.0,0.3327,200000,207308.21314543652,7308.213145436515,1.0365410657271825
2020-02-13,0,0.42925583305853765,0.0,0.3843,0.0,0.3224,200000,207308.21314543652,7308.213145436515,1.0365410657271825
2020-02-14,0,0.5501931212101419,0.0,0.4036,0.0,0.3232,200000,207308.21314543652,7308.213145436515,1.0365410657271825
2020-02-15,0,0.4698642534697459,0.0,0.3595,0.0,0.2883,200000,207308.21314543652,7308.213145436515,1.0365410657271825
2020-02-16,0,0.45068032287232707,0.0,0.35,0.0,0.2774,200000,207308.21314543652,7308.213145436515,1.0365410657271825
2020-02-17,0,0.1818147237258852,0.0,0.3455,0.0,0.2834,200000,207308.21314543652,7308.213145436515,1.0365410657271825
2020-02-18,0,0.5805656339816608,0.0,0.3826,0.0,0.2905,200000,207308.21314543652,7308.213145436515,1.0365410657271825
2020-02-19,0,0.7643783229064899,0.0,0.3633,0.0,0.2672,200000,207308.21314543652,7308.213145436515,1.0365410657271825
2020-02-20,2,1.4048224836252252,0.0,0.3896,0.0,0.2656,200000,207308.21314543652,7308.213145436515,1.0365410657271825
2020-02-21,2,2.119486431838314,0.0,0.4222,0.0,0.2681,200000,207308.21314543652,7308.213145436515,1.0365410657271825
2020-02-22,2,1.4951592167504337,0.0,0.4067,0.0,0.2704,200000,207308.21314543652,7308.213145436515,1.0365410657271825
2020-02-23,0,0.9909118210263269,0.0,0.4033,0.0,0.2777,200000,207308.21314543652,7308.213145436515,1.0365410657271825
2020-02-24,0,0.5564222759680851,0.0,0.365,0.0,0.2621,200000,207308.21314543652,7308.213145436515,1.0365410657271825
2020-02-25,0,-0.16043439965583958,0.0,0.3266,0.0,0.2476,200000,207308.21314543652,7308.213145436515,1.0365410657271825
2020-02-26,0,0.6921012731000479,0.0,0.3027,0.0,0.2151,200000,207308.21314543652,7308.213145436515,1.0365410657271825
2020-02-27,0,0.9274074838975868,0.0,0.3099,0.0,0.2151,200000,207308.21314543652,7308.213145436515,1.0365410657271825
2020-02-28,0,0.6369901303427606,0.0,0.306,0.0,0.2161,200000,207308.21314543652,7308.213145436515,1.0365410657271825
2020-02-29,0,0.31918438278441746,0.0,0.2937,0.0,0.2122,200000,207308.21314543652,7308.213145436515,1.0365410657271825
2020-03-01,0,0.10133972207088206,0.0,0.2875,0.0,0.2106,200000,207308.21314543652,7308.213145436515,1.0365410657271825
2020-03-02,0,0.4952488477415319,0.0,0.3171,0.0,0.2244,200000,207308.21314543652,7308.213145436515,1.0365410657271825
2020-03-03,2,1.3774649728735813,0.0,0.3399,0.0,0.2236,200000,207308.21314543652,7308.213145436515,1.0365410657271825
2020-03-04,0,0.7878458163621802,0.0,0.3257,0.0,0.2222,200000,207308.21314543652,7308.213145436515,1.0365410657271825
2020-03-05,2,2.722415565913524,0.0,0.3958,0.0,0.2275,200000,207308.21314543652,7308.213145436515,1.0365410657271825
2020-03-06,2,1.6706805933931352,0.0,0.3812,0.0,0.2326,200000,207308.21314543652,7308.213145436515,1.0365410657271825
2020-03-07,1,1.0544081409453983,-295310.8449365193,0.351,465233.8715113028,0.2228,200000,207308.21314543652,7308.213145436515,1.0365410657271825
2020-03-08,1,0.4784690093438966,-295310.8449365193,0.2903,465233.8715113028,0.1916,200000,174867.54806663716,-25132.45193336284,0.8743377403331858
2020-03-09,2,1.9105817918544685,0.0,0.3266,0.0,0.1919,200000,214478.35515868472,14478.355158684717,1.0723917757934236
2020-03-10,0,0.8699937742634976,0.0,0.3151,0.0,0.1978,200000,214478.35515868472,14478.355158684717,1.0723917757934236
2020-03-11,0,0.40329140494910964,0.0,0.3014,0.0,0.1952,200000,214478.35515868472,14478.355158684717,1.0723917757934236
2020-03-12,0,0.23611668133965555,0.0,0.1653,0.0,0.1086,200000,214478.35515868472,14478.355158684717,1.0723917757934236
2020-03-13,0,-0.20194206612109056,0.0,0.1911,0.0,0.1299,200000,214478.35515868472,14478.355158684717,1.0723917757934236
2020-03-14,0,-0.2859069943098762,0.0,0.1819,0.0,0.1244,200000,214478.35515868472,14478.355158684717,1.0723917757934236
2020-03-15,0,0.44452448833919844,0.0,0.1885,0.0,0.1215,200000,214478.35515868472,14478.355158684717,1.0723917757934236
2020-03-16,0,0.23786330392169128,0.0,0.1682,0.0,0.1094,200000,214478.35515868472,14478.355158684717,1.0723917757934236
2020-03-17,0,-0.22051699330721494,0.0,0.1804,0.0,0.1206,200000,214478.35515868472,14478.355158684717,1.0723917757934236
2020-03-18,0,-0.7709888697616354,0.0,0.1822,0.0,0.1264,200000,214478.35515868472,14478.355158684717,1.0723917757934236
2020-03-19,-1,-1.1354262539220477,514336.58311435184,0.2085,-722149.3439686354,0.1485,200000,214478.35515868472,14478.355158684717,1.0723917757934236
2020-03-20,-1,-0.976753201844787,514336.58311435184,0.2021,-722149.3439686354,0.1419,200000,206420.41535655985,6420.4153565598535,1.0321020767827993
2020-03-21,-1,-0.7868606101721092,514336.58311435184,0.201,-722149.3439686354,0.1385,200000,203399.33734564076,3399.337345640757,1.0169966867282039
2020-03-22,-1,-0.7577097728713466,514336.58311435184,0.1837,-722149.3439686354,0.126,200000,185474.44765815447,-14525.552341845527,0.9273722382907723
2020-03-23,-2,-1.3648664927886127,0.0,0.1991,0.0,0.1432,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-03-24,0,-0.7721146967760307,0.0,0.2089,0.0,0.1446,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-03-25,0,-0.5678489432638726,0.0,0.2055,0.0,0.1409,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-03-26,0,-0.7138075967177746,0.0,0.2092,0.0,0.1452,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-03-27,0,-0.7586404990805029,0.0,0.1945,0.0,0.1359,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-03-28,-2,-1.388310465436057,0.0,0.1913,0.0,0.1394,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-03-29,-2,-1.650286183835211,0.0,0.1789,0.0,0.1315,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-03-30,0,-0.026719614421057972,0.0,0.2055,0.0,0.1413,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-03-31,0,0.49083699435294903,0.0,0.2118,0.0,0.1434,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-04-01,2,3.0280842562268915,0.0,0.2447,0.0,0.1471,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-04-02,2,2.636761373153556,0.0,0.2505,0.0,0.1476,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-04-03,2,1.5470288079656669,0.0,0.2419,0.0,0.1492,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-04-04,2,1.214498074447275,0.0,0.2392,0.0,0.1499,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-04-05,0,0.7642692473854974,0.0,0.231,0.0,0.1486,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-04-06,0,0.35327562573577087,0.0,0.2519,0.0,0.1661,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-04-07,0,0.26525841359200075,0.0,0.2479,0.0,0.164,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-04-08,0,-0.20163738421019287,0.0,0.253,0.0,0.172,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-04-09,0,-0.22567349326217567,0.0,0.2538,0.0,0.1725,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-04-10,0,-0.7557861601424786,0.0,0.2288,0.0,0.1611,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-04-11,0,-0.5892767204332418,0.0,0.2299,0.0,0.1603,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-04-12,0,-0.5920335644638417,0.0,0.2323,0.0,0.1616,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-04-13,0,-0.6290177284994934,0.0,0.2279,0.0,0.159,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-04-14,0,-0.5130038833053719,0.0,0.228,0.0,0.158,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-04-15,0,-0.042552756591245106,0.0,0.2205,0.0,0.1481,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-04-16,0,0.008707881947556975,0.0,0.2353,0.0,0.1572,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-04-17,0,-0.17403061861858274,0.0,0.2321,0.0,0.1561,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-04-18,0,0.1371841668800281,0.0,0.2474,0.0,0.1627,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-04-19,0,0.16631544542336926,0.0,0.2378,0.0,0.1558,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-04-20,0,-0.19563702445167086,0.0,0.2222,0.0,0.1482,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-04-21,0,-0.3796735605802859,0.0,0.2245,0.0,0.1518,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-04-22,0,0.4550628440616982,0.0,0.2372,0.0,0.156,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-04-23,2,1.6093295703973645,0.0,0.2497,0.0,0.159,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-04-24,2,1.8967035226717057,0.0,0.265,0.0,0.1677,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-04-25,2,2.106665147106297,0.0,0.2722,0.0,0.17,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-04-26,2,2.83497367190172,0.0,0.2989,0.0,0.1764,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-04-27,2,2.0649978624774783,0.0,0.2907,0.0,0.174,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-04-28,2,1.4027346112286125,0.0,0.2839,0.0,0.1738,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-04-29,0,0.9889621823464134,0.0,0.299,0.0,0.1859,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-04-30,0,0.5498888270817088,0.0,0.2786,0.0,0.1765,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-05-01,0,0.3021728092137369,0.0,0.2841,0.0,0.1816,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-05-02,0,-0.39466457811138594,0.0,0.2906,0.0,0.1915,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-05-03,0,-0.7464337335297581,0.0,0.2738,0.0,0.1827,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-05-04,0,-0.7250452788043478,0.0,0.2756,0.0,0.183,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-05-05,-2,-1.3654741948264373,0.0,0.2742,0.0,0.1876,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-05-06,-1,-1.173647218605064,412333.9600400419,0.2613,-606660.2689102642,0.1776,200000,215485.72751692586,15485.727516925865,1.0774286375846294
2020-05-07,-1,-0.5376899110038809,412333.9600400419,0.2801,-606660.2689102642,0.1848,200000,227605.55990183254,27605.559901832545,1.1380277995091628
2020-05-08,-1,-0.9067450968342688,412333.9600400419,0.3018,-606660.2689102642,0.2027,200000,247412.4256481952,47412.4256481952,1.237062128240976
2020-05-09,-1,-0.78162560163811,412333.9600400419,0.2954,-606660.2689102642,0.1976,200000,241679.52093249658,41679.52093249658,1.208397604662483
2020-05-10,-2,-1.5324401015193594,0.0,0.2632,0.0,0.1834,200000,218220.92255252931,18220.922552529315,1.0911046127626465
2020-05-11,-2,-1.5862651265332754,0.0,0.2515,0.0,0.1768,200000,218220.92255252931,18220.922552529315,1.0911046127626465
2020-05-12,-2,-1.4600528691379326,0.0,0.264,0.0,0.1859,200000,218220.92255252931,18220.922552529315,1.0911046127626465
2020-05-13,-2,-1.406178377988865,0.0,0.2712,0.0,0.1923,200000,218220.92255252931,18220.922552529315,1.0911046127626465
2020-05-14,-2,-2.3175283111449176,0.0,0.2685,0.0,0.2092,200000,218220.92255252931,18220.922552529315,1.0911046127626465
2020-05-15,-2,-1.390579047171196,0.0,0.269,0.0,0.198,200000,218220.92255252931,18220.922552529315,1.0911046127626465
2020-05-16,-1,-1.0839200219807235,400405.36248170515,0.2725,-553579.2048516725,0.1971,200000,218220.92255252931,18220.922552529315,1.0911046127626465
2020-05-17,-1,-0.9491529442144829,400405.36248170515,0.277,-553579.2048516725,0.1994,200000,221295.97885485584,21295.978854855843,1.1064798942742793
2020-05-18,-1,-0.714983343357858,400405.36248170515,0.2866,-553579.2048516725,0.2042,200000,227797.05051796822,27797.050517968222,1.1389852525898412
2020-05-19,0,0.15359546377434002,0.0,0.2961,0.0,0.2022,200000,211594.6099427046,11594.609942704614,1.0579730497135231
2020-05-20,2,2.8503660372778774,0.0,0.341,0.0,0.1992,200000,211594.6099427046,11594.609942704614,1.0579730497135231
2020-05-21,2,1.850375283276483,0.0,0.3083,0.0,0.1882,200000,211594.6099427046,11594.609942704614,1.0579730497135231
2020-05-22,2,1.435741128221564,0.0,0.3254,0.0,0.202,200000,211594.6099427046,11594.609942704614,1.0579730497135231
2020-05-23,2,1.240087719026844,0.0,0.3191,0.0,0.1992,200000,211594.6099427046,11594.609942704614,1.0579730497135231
2020-05-24,1,1.140833839881498,-348820.6560216034,0.3033,558297.123859379,0.1895,200000,211594.6099427046,11594.609942704614,1.0579730497135231
2020-05-25,2,1.6253232543859846,0.0,0.3318,0.0,0.1978,200000,216902.13251128746,16902.132511287462,1.0845106625564374
2020-05-26,2,1.9290583048707066,0.0,0.3408,0.0,0.1943,200000,216902.13251128746,16902.132511287462,1.0845106625564374
2020-05-27,2,1.5031805273795584,0.0,0.3388,0.0,0.1967,200000,216902.13251128746,16902.132511287462,1.0845106625564374
2020-05-28,2,1.4240241819577164,0.0,0.3527,0.0,0.2032,200000,216902.13251128746,16902.132511287462,1.0845106625564374
2020-05-29,2,1.280588688125875,0.0,0.3492,0.0,0.2012,200000,216902.13251128746,16902.132511287462,1.0845106625564374
2020-05-30,0,0.5706767309155497,0.0,0.3579,0.0,0.2188,200000,216902.13251128746,16902.132511287462,1.0845106625564374
2020-05-31,0,-0.40857724955794195,0.0,0.3272,0.0,0.2197,200000,216902.13251128746,16902.132511287462,1.0845106625564374
2020-06-01,0,-0.6954871853370154,0.0,0.3423,0.0,0.2364,200000,216902.13251128746,16902.132511287462,1.0845106625564374
2020-06-02,0,-0.7300175829662172,0.0,0.338,0.0,0.2338,200000,216902.13251128746,16902.132511287462,1.0845106625564374
2020-06-03,-2,-1.4626112272317195,0.0,0.339,0.0,0.2515,200000,216902.13251128746,16902.132511287462,1.0845106625564374
2020-06-04,-2,-1.4787335190344533,0.0,0.3347,0.0,0.2492,200000,216902.13251128746,16902.132511287462,1.0845106625564374
2020-06-05,-1,-1.1181705075599782,322004.35349062865,0.3368,-449817.7779163987,0.2411,200000,216902.13251128746,16902.132511287462,1.0845106625564374
2020-06-06,-2,-1.2087307403907033,0.0,0.3368,0.0,0.2435,200000,217981.6951782868,17981.695178286813,1.0899084758914341
2020-06-07,-1,-1.1821159123398108,326319.9029615072,0.334,-451869.18569296604,0.2412,200000,217981.6951782868,17981.695178286813,1.0899084758914341
2020-06-08,-1,-1.1116032676560177,326319.9029615072,0.335,-451869.18569296604,0.2415,200000,218443.5758369562,18443.57583695621,1.092217879184781
2020-06-09,-2,-1.2269983041594408,0.0,0.3333,0.0,0.2469,200000,220785.7734688098,20785.773468809813,1.103928867344049
2020-06-10,0,-0.53961258525237,0.0,0.3623,0.0,0.2509,200000,220785.7734688098,20785.773468809813,1.103928867344049
2020-06-11,0,-0.4726037137179152,0.0,0.3213,0.0,0.2222,200000,220785.7734688098,20785.773468809813,1.103928867344049
2020-06-12,0,-0.29475204132316407,0.0,0.33,0.0,0.2251,200000,220785.7734688098,20785.773468809813,1.103928867344049
2020-06-13,0,-0.15487044889359772,0.0,0.3387,0.0,0.2287,200000,220785.7734688098,20785.773468809813,1.103928867344049
2020-06-14,0,-0.27176767165598137,0.0,0.3221,0.0,0.2215,200000,220785.7734688098,20785.773468809813,1.103928867344049
2020-06-15,0,-0.2490812533540893,0.0,0.3151,0.0,0.218,200000,220785.7734688098,20785.773468809813,1.103928867344049
2020-06-16,0,-0.19455890097761147,0.0,0.316,0.0,0.2193,200000,220785.7734688098,20785.773468809813,1.103928867344049
2020-06-17,0,-0.075024624424764,0.0,0.324,0.0,0.2248,200000,220785.7734688098,20785.773468809813,1.103928867344049
2020-06-18,0,0.32057994928976274,0.0,0.3255,0.0,0.2237,200000,220785.7734688098,20785.773468809813,1.103928867344049
2020-06-19,0,0.7594396418961065,0.0,0.3201,0.0,0.2193,200000,220785.7734688098,20785.773468809813,1.103928867344049
2020-06-20,0,0.9961018686437039,0.0,0.3197,0.0,0.2178,200000,220785.7734688098,20785.773468809813,1.103928867344049
2020-06-21,0,0.8095460573888645,0.0,0.318,0.0,0.2177,200000,220785.7734688098,20785.773468809813,1.103928867344049
2020-06-22,0,-0.4256662511606104,0.0,0.3262,0.0,0.2323,200000,220785.7734688098,20785.773468809813,1.103928867344049
2020-06-23,0,-0.35252425096497,0.0,0.3229,0.0,0.2287,200000,220785.7734688098,20785.773468809813,1.103928867344049
2020-06-24,0,0.3084035263870029,0.0,0.3174,0.0,0.2201,200000,220785.7734688098,20785.773468809813,1.103928867344049
2020-06-25,0,-0.6127134400885357,0.0,0.3107,0.0,0.2203,200000,220785.7734688098,20785.773468809813,1.103928867344049
2020-06-26,-1,-1.1076770553961723,368221.7702948796,0.2998,-513455.287136767,0.215,200000,220785.77346880984,20785.773468809843,1.1039288673440493
2020-06-27,-2,-1.3215126712653738,0.0,0.2818,0.0,0.2031,200000,221303.64741719014,21303.647417190135,1.1065182370859508
2020-06-28,-2,-1.5694122855899957,0.0,0.2876,0.0,0.2088,200000,221303.64741719014,21303.647417190135,1.1065182370859508
2020-06-29,-2,-1.6265942404928864,0.0,0.297,0.0,0.2148,200000,221303.64741719014,21303.647417190135,1.1065182370859508
2020-06-30,-2,-3.1447458087947298,0.0,0.2899,0.0,0.2266,200000,221303.64741719014,21303.647417190135,1.1065182370859508
2020-07-01,-2,-2.2323694307211484,0.0,0.2989,0.0,0.2305,200000,221303.64741719014,21303.647417190135,1.1065182370859508
2020-07-02,0,-0.46641678613026377,0.0,0.3184,0.0,0.2292,200000,221303.64741719014,21303.647417190135,1.1065182370859508
2020-07-03,2,1.6057746120482668,0.0,0.3391,0.0,0.2255,200000,221303.64741719014,21303.647417190135,1.1065182370859508
2020-07-04,0,-0.2748899083436791,0.0,0.3358,0.0,0.2403,200000,221303.64741719014,21303.647417190135,1.1065182370859508
2020-07-05,1,1.029440076421289,-319710.55680033244,0.3461,470258.49429917155,0.2353,200000,221303.64741719014,21303.647417190135,1.1065182370859508
2020-07-06,1,0.26465281120535966,-319710.55680033244,0.3522,470258.49429917155,0.2467,200000,228614.8286486827,28614.828648682713,1.1430741432434135
2020-07-07,2,2.654894853771067,0.0,0.3935,0.0,0.2447,200000,232037.49796311368,32037.49796311368,1.1601874898155684
2020-07-08,2,1.5783476063543525,0.0,0.3962,0.0,0.2565,200000,232037.49796311368,32037.49796311368,1.1601874898155684
2020-07-09,2,1.2497731624243895,0.0,0.3891,0.0,0.2548,200000,232037.49796311368,32037.49796311368,1.1601874898155684
2020-07-10,2,1.9209123019443253,0.0,0.402,0.0,0.2507,200000,232037.49796311368,32037.49796311368,1.1601874898155684
2020-07-11,2,1.7963181066538558,0.0,0.4039,0.0,0.2499,200000,232037.49796311368,32037.49796311368,1.1601874898155684
2020-07-12,2,1.3019205659978783,0.0,0.3976,0.0,0.2511,200000,232037.49796311368,32037.49796311368,1.1601874898155684
2020-07-13,2,1.785321753681458,0.0,0.4138,0.0,0.249,200000,232037.49796311368,32037.49796311368,1.1601874898155684
2020-07-14,2,1.4502739845645618,0.0,0.4093,0.0,0.2488,200000,232037.49796311368,32037.49796311368,1.1601874898155684
2020-07-15,2,1.2227955626856355,0.0,0.401,0.0,0.2453,200000,232037.49796311368,32037.49796311368,1.1601874898155684
2020-07-16,0,0.7860524857719763,0.0,0.3841,0.0,0.2413,200000,232037.49796311368,32037.49796311368,1.1601874898155684
2020-07-17,0,0.9314371182559124,0.0,0.3909,0.0,0.2411,200000,232037.49796311368,32037.49796311368,1.1601874898155684
2020-07-18,0,0.8787186232609907,0.0,0.388,0.0,0.2386,200000,232037.49796311368,32037.49796311368,1.1601874898155684
2020-07-19,2,1.370895472703485,0.0,0.4223,0.0,0.2478,200000,232037.49796311368,32037.49796311368,1.1601874898155684
2020-07-20,0,0.43058557695804456,0.0,0.3998,0.0,0.2501,200000,232037.49796311368,32037.49796311368,1.1601874898155684
2020-07-21,0,-0.14192244971104157,0.0,0.4123,0.0,0.2655,200000,232037.49796311368,32037.49796311368,1.1601874898155684
2020-07-22,-1,-1.0918120281439594,280849.0655569035,0.4131,-416285.42871028645,0.2787,200000,232037.49796311368,32037.49796311368,1.1601874898155684
2020-07-23,-2,-1.2981776770396307,0.0,0.4083,0.0,0.2796,200000,233760.2303636261,33760.23036362609,1.1688011518181305
2020-07-24,-2,-1.2741779906248127,0.0,0.3938,0.0,0.267,200000,233760.2303636261,33760.23036362609,1.1688011518181305
2020-07-25,-2,-1.573811304269771,0.0,0.399,0.0,0.2755,200000,233760.2303636261,33760.23036362609,1.1688011518181305
2020-07-26,-2,-1.7488147421790194,0.0,0.3863,0.0,0.2689,200000,233760.2303636261,33760.23036362609,1.1688011518181305
2020-07-27,-2,-2.1908127861453393,0.0,0.3695,0.0,0.271,200000,233760.2303636261,33760.23036362609,1.1688011518181305
2020-07-28,-2,-1.583802313618046,0.0,0.3794,0.0,0.2711,200000,233760.2303636261,33760.23036362609,1.1688011518181305
2020-07-29,-2,-2.0261616349388407,0.0,0.3768,0.0,0.2854,200000,233760.2303636261,33760.23036362609,1.1688011518181305
2020-07-30,-2,-2.2406642987077054,0.0,0.3715,0.0,0.3001,200000,233760.2303636261,33760.23036362609,1.1688011518181305
2020-07-31,-2,-1.839347776254668,0.0,0.3738,0.0,0.2993,200000,233760.2303636261,33760.23036362609,1.1688011518181305
2020-08-01,-2,-1.7917935830981895,0.0,0.3814,0.0,0.3142,200000,233760.2303636261,33760.23036362609,1.1688011518181305
2020-08-02,-1,-1.124021704615456,312346.6466643855,0.3742,-405270.8570797956,0.2884,200000,233760.2303636261,33760.23036362609,1.1688011518181305
2020-08-03,-2,-1.3036835722562379,0.0,0.3754,0.0,0.3007,200000,238370.24592971033,38370.245929710334,1.1918512296485517
2020-08-04,0,-0.9154152247643397,0.0,0.3971,0.0,0.307,200000,238370.24592971033,38370.245929710334,1.1918512296485517
2020-08-05,0,-0.9223438686345287,0.0,0.3899,0.0,0.3051,200000,238370.24592971033,38370.245929710334,1.1918512296485517
2020-08-06,-1,-1.1056460794692393,305759.6792325684,0.3898,-377526.5219032473,0.3157,200000,238370.24592971033,38370.245929710334,1.1918512296485517
