date,statusList,zscore,THETAUSDT_position,THETAUSDT_price,WAVESUSDT_position,WAVESUSDT_price,init,total_asset,pnl,return
2020-08-07,0,0.13204932945773332,0.0,0.30778,0.0,1.786,200000,174418.0772289507,-25581.922771049314,0.8720903861447534
2020-08-08,0,0.6492308387993998,0.0,0.33064,0.0,1.8258,200000,174418.0772289507,-25581.922771049314,0.8720903861447534
2020-08-09,0,-0.48014140161893026,0.0,0.32145,0.0,1.9479,200000,174418.0772289507,-25581.922771049314,0.8720903861447534
2020-08-10,1,1.0749692357518885,-234237.70141676386,0.37231,44163.18357951858,1.9747,200000,174418.0772289507,-25581.922771049314,0.8720903861447534
2020-08-11,1,1.1508219947890022,-234237.70141676386,0.35598,44163.18357951858,1.8648,200000,165739.44168942585,-34260.55831057415,0.8286972084471292
2020-08-12,1,0.6939167248299577,-234237.70141676386,0.40377,44163.18357951858,2.1706,200000,190438.76297874976,-9561.237021250243,0.9521938148937488
2020-08-13,0,-3.134830136604206,0.0,0.39628,0.0,3.3267,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-08-14,-2,-2.5691393304279684,0.0,0.40127,0.0,3.4914,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-08-15,-2,-2.177104546028042,0.0,0.38413,0.0,3.3895,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-08-16,-2,-2.237581956957662,0.0,0.39647,0.0,4.0341,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-08-17,-2,-2.124412845094494,0.0,0.38679,0.0,4.4095,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-08-18,-2,-1.476598440983633,0.0,0.43526,0.0,4.1839,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-08-19,-2,-1.280633069209377,0.0,0.40443,0.0,3.8151,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-08-20,0,-0.8875012511599772,0.0,0.45499,0.0,3.8557,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-08-21,0,-0.4788070048366213,0.0,0.42093,0.0,3.2014,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-08-22,0,-0.39438831848286426,0.0,0.44905,0.0,3.3831,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-08-23,0,-0.20918643429512349,0.0,0.48402,0.0,3.499,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-08-24,0,0.21211799235351342,0.0,0.55199,0.0,3.6478,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-08-25,0,0.4446937288562148,0.0,0.50751,0.0,3.227,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-08-26,0,0.35549446966541964,0.0,0.49529,0.0,3.2575,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-08-27,0,0.18873480076357385,0.0,0.44932,0.0,3.0972,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-08-28,0,0.12368077751497052,0.0,0.47443,0.0,3.3697,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-08-29,0,0.45787448933890473,0.0,0.50518,0.0,3.37,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-08-30,0,0.4842681080570628,0.0,0.49811,0.0,3.3786,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-08-31,0,0.04758380751160847,0.0,0.47619,0.0,3.5954,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-09-01,0,0.46882957469935366,0.0,0.489,0.0,3.5345,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-09-02,0,0.7312779299468093,0.0,0.47499,0.0,3.2748,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-09-03,2,1.4070501638781292,0.0,0.4019,0.0,2.4758,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-09-04,2,1.2445529075251354,0.0,0.42422,0.0,2.6204,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-09-05,2,1.4900527160213985,0.0,0.39346,0.0,2.3133,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-09-06,2,1.5777746530721475,0.0,0.42602,0.0,2.471,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-09-07,2,1.5338970967524155,0.0,0.41567,0.0,2.3998,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-09-08,2,1.4145700996195065,0.0,0.3984,0.0,2.32,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-09-09,2,2.6072894223989307,0.0,0.47727,0.0,2.3971,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-09-10,2,2.2090509172664277,0.0,0.48698,0.0,2.4337,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-09-11,2,1.9019684367885292,0.0,0.50008,0.0,2.5,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-09-12,2,2.012652840782394,0.0,0.54873,0.0,2.6119,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-09-13,0,0.4798571600243043,0.0,0.54238,0.0,3.0776,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-09-14,0,0.7366994413220892,0.0,0.52979,0.0,2.8853,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-09-15,2,1.8093794793726434,0.0,0.53596,0.0,2.4875,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-09-16,2,1.2809900466622377,0.0,0.52668,0.0,2.5589,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-09-17,2,1.5998683293838594,0.0,0.55972,0.0,2.5523,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-09-18,2,1.87241630582144,0.0,0.57489,0.0,2.4474,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-09-19,2,1.4459379135097101,0.0,0.57862,0.0,2.5426,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-09-20,2,1.367895291117584,0.0,0.55705,0.0,2.4389,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-09-21,2,2.2851637131731097,0.0,0.57114,0.0,2.1531,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-09-22,2,1.8552054201136279,0.0,0.57472,0.0,2.2183,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-09-23,2,1.5497801476154978,0.0,0.55482,0.0,2.1718,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-09-24,2,1.766146646942409,0.0,0.63897,0.0,2.3686,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-09-25,2,1.7767201106369386,0.0,0.66533,0.0,2.3894,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-09-26,2,1.5476102030713563,0.0,0.6965,0.0,2.5148,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-09-27,2,1.9470397536395159,0.0,0.74923,0.0,2.4835,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-09-28,2,1.617718489841418,0.0,0.71583,0.0,2.4173,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-09-29,2,1.8689214048884455,0.0,0.77833,0.0,2.4515,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-09-30,1,1.1005683640165507,-80367.17744853752,0.74859,23378.435286469536,2.5734,200000,120324.1307324014,-79675.8692675986,0.601620653662007
2020-10-01,1,0.6915843935823927,-80367.17744853752,0.7277,23378.435286469536,2.624,200000,119828.20922099683,-80171.79077900317,0.5991410461049842
2020-10-02,1,0.7985694148279295,-80367.17744853752,0.69902,23378.435286469536,2.452,200000,113502.1877025,-86497.8122975,0.5675109385125
2020-10-03,2,1.3551214957616782,0.0,0.75199,0.0,2.42,200000,124183.63110867084,-75816.36889132916,0.6209181555433543
2020-10-04,2,1.6493972737475373,0.0,0.7724,0.0,2.3699,200000,124183.63110867084,-75816.36889132916,0.6209181555433543
2020-10-05,2,1.2205067517587198,0.0,0.7428,0.0,2.3597,200000,124183.63110867084,-75816.36889132916,0.6209181555433543
2020-10-06,1,1.1751714525923027,-90479.87694620826,0.68625,28582.128316302438,2.1724,200000,124183.63110867084,-75816.36889132916,0.6209181555433543
2020-10-07,2,1.3151655806489633,0.0,0.73954,0.0,2.2845,200000,125801.24716687677,-74198.75283312323,0.6290062358343839
2020-10-08,0,0.836863204683401,0.0,0.71955,0.0,2.3109,200000,125801.24716687677,-74198.75283312323,0.6290062358343839
2020-10-09,0,0.3340378310594501,0.0,0.71524,0.0,2.3927,200000,125801.24716687677,-74198.75283312323,0.6290062358343839
2020-10-10,0,0.9563674394580387,0.0,0.76602,0.0,2.4244,200000,125801.24716687677,-74198.75283312323,0.6290062358343839
2020-10-11,0,0.367987242336426,0.0,0.74501,0.0,2.4477,200000,125801.24716687677,-74198.75283312323,0.6290062358343839
2020-10-12,0,-0.03037442768127881,0.0,0.73336,0.0,2.4622,200000,125801.24716687677,-74198.75283312323,0.6290062358343839
2020-10-13,0,-0.06286462878850795,0.0,0.754,0.0,2.5167,200000,125801.24716687677,-74198.75283312323,0.6290062358343839
2020-10-14,0,-0.6055089198471726,0.0,0.73438,0.0,2.5097,200000,125801.24716687677,-74198.75283312323,0.6290062358343839
2020-10-15,-2,-2.5623425559660657,0.0,0.6885,0.0,2.697,200000,125801.24716687677,-74198.75283312323,0.6290062358343839
2020-10-16,-2,-3.060499674092451,0.0,0.66165,0.0,2.9557,200000,125801.24716687677,-74198.75283312323,0.6290062358343839
2020-10-17,-2,-2.910284194574421,0.0,0.62437,0.0,3.1854,200000,125801.24716687677,-74198.75283312323,0.6290062358343839
2020-10-18,-2,-1.881798904362616,0.0,0.66983,0.0,3.0567,200000,125801.24716687677,-74198.75283312323,0.6290062358343839
2020-10-19,-2,-1.7265511235233355,0.0,0.63118,0.0,2.9373,200000,125801.24716687677,-74198.75283312323,0.6290062358343839
2020-10-20,-2,-1.6426033277452323,0.0,0.5984,0.0,2.8678,200000,125801.24716687677,-74198.75283312323,0.6290062358343839
2020-10-21,-2,-1.5357637009651037,0.0,0.6373,0.0,3.1111,200000,125801.24716687677,-74198.75283312323,0.6290062358343839
2020-10-22,-2,-1.4248990082651296,0.0,0.65472,0.0,3.2438,200000,125801.24716687677,-74198.75283312323,0.6290062358343839
2020-10-23,-2,-1.4545949713259456,0.0,0.64431,0.0,3.3709,200000,125801.24716687677,-74198.75283312323,0.6290062358343839
2020-10-24,0,-0.9907535271604707,0.0,0.72109,0.0,3.4382,200000,125801.24716687677,-74198.75283312323,0.6290062358343839
2020-10-25,0,-0.8555149769360485,0.0,0.69502,0.0,3.2784,200000,125801.24716687677,-74198.75283312323,0.6290062358343839
2020-10-26,0,-0.8759022052082754,0.0,0.65423,0.0,3.1694,200000,125801.24716687677,-74198.75283312323,0.6290062358343839
2020-10-27,0,-0.7500741136355272,0.0,0.65889,0.0,3.1569,200000,125801.24716687677,-74198.75283312323,0.6290062358343839
2020-10-28,0,-0.7609020554034165,0.0,0.62367,0.0,3.0504,200000,125801.24716687677,-74198.75283312323,0.6290062358343839
2020-10-29,0,-0.8535798959710817,0.0,0.59395,0.0,3.0232,200000,125801.24716687677,-74198.75283312323,0.6290062358343839
2020-10-30,0,-0.9319099844226724,0.0,0.61076,0.0,3.2101,200000,125801.24716687677,-74198.75283312323,0.6290062358343839
2020-10-31,0,-0.9052250625713614,0.0,0.61054,0.0,3.2329,200000,125801.24716687677,-74198.75283312323,0.6290062358343839
2020-11-01,0,-0.8286974950403727,0.0,0.61157,0.0,3.2231,200000,125801.24716687677,-74198.75283312323,0.6290062358343839
2020-11-02,0,-0.8513383155740198,0.0,0.58875,0.0,3.1145,200000,125801.24716687677,-74198.75283312323,0.6290062358343839
2020-11-03,-2,-1.213937655083308,0.0,0.58275,0.0,3.1477,200000,125801.24716687677,-74198.75283312323,0.6290062358343839
2020-11-04,-2,-1.4071160499668594,0.0,0.5912,0.0,3.1986,200000,125801.24716687677,-74198.75283312323,0.6290062358343839
2020-11-05,-2,-1.43093952044628,0.0,0.62873,0.0,3.4277,200000,125801.24716687677,-74198.75283312323,0.6290062358343839
2020-11-06,0,-0.8102406779006888,0.0,0.67759,0.0,3.5691,200000,125801.24716687677,-74198.75283312323,0.6290062358343839
2020-11-07,-1,-1.1276901048901564,98559.42272553805,0.6382,-18267.010391891265,3.4434,200000,125801.24716687677,-74198.75283312323,0.6290062358343839
2020-11-08,-1,-0.7201576016449548,98559.42272553805,0.66452,-18267.010391891265,3.5186,200000,129769.01035448315,-70230.98964551685,0.6488450517724158
2020-11-09,-2,-2.2334720715355187,0.0,0.64278,0.0,3.7976,200000,131820.0200916017,-68179.9799083983,0.6591001004580086
2020-11-10,-2,-2.021560398420971,0.0,0.64041,0.0,3.8268,200000,131820.0200916017,-68179.9799083983,0.6591001004580086
2020-11-11,-2,-1.9846174681269455,0.0,0.61132,0.0,3.7467,200000,131820.0200916017,-68179.9799083983,0.6591001004580086
2020-11-12,-2,-2.151240730548854,0.0,0.60069,0.0,3.891,200000,131820.0200916017,-68179.9799083983,0.6591001004580086
2020-11-13,-2,-1.8861217229461271,0.0,0.63125,0.0,4.0975,200000,131820.0200916017,-68179.9799083983,0.6591001004580086
2020-11-14,-2,-2.180153368940912,0.0,0.61226,0.0,4.2902,200000,131820.0200916017,-68179.9799083983,0.6591001004580086
2020-11-15,-2,-2.0636764178121187,0.0,0.60341,0.0,4.3653,200000,131820.0200916017,-68179.9799083983,0.6591001004580086
2020-11-16,-2,-2.2391816790978107,0.0,0.61961,0.0,4.9029,200000,131820.0200916017,-68179.9799083983,0.6591001004580086
2020-11-17,-2,-1.7159644247036439,0.0,0.65411,0.0,4.9243,200000,131820.0200916017,-68179.9799083983,0.6591001004580086
2020-11-18,-2,-1.944106452746667,0.0,0.62259,0.0,5.1728,200000,131820.0200916017,-68179.9799083983,0.6591001004580086
2020-11-19,-2,-2.09493735138308,0.0,0.62245,0.0,5.8456,200000,131820.0200916017,-68179.9799083983,0.6591001004580086
2020-11-20,-2,-2.0926076059071423,0.0,0.64345,0.0,6.7653,200000,131820.0200916017,-68179.9799083983,0.6591001004580086
2020-11-21,-2,-1.3428112493525786,0.0,0.70207,0.0,6.2111,200000,131820.0200916017,-68179.9799083983,0.6591001004580086
2020-11-22,-2,-1.7648129334948048,0.0,0.64934,0.0,7.0696,200000,131820.0200916017,-68179.9799083983,0.6591001004580086
2020-11-23,-2,-1.7446668536055587,0.0,0.66535,0.0,7.9207,200000,131820.0200916017,-68179.9799083983,0.6591001004580086
2020-11-24,-2,-1.3677682538498723,0.0,0.69194,0.0,7.5488,200000,131820.0200916017,-68179.9799083983,0.6591001004580086
2020-11-25,0,-0.9368729933753052,0.0,0.69374,0.0,6.7033,200000,131820.0200916017,-68179.9799083983,0.6591001004580086
2020-11-26,0,-0.8861929740541777,0.0,0.62041,0.0,6.0606,200000,131820.0200916017,-68179.9799083983,0.6591001004580086
2020-11-27,-1,-1.049516859881363,108604.6830440958,0.60688,-10215.755300195426,6.4518,200000,131820.0200916017,-68179.9799083983,0.6591001004580086
2020-11-28,-1,-0.9684405333106509,108604.6830440958,0.62438,-10215.755300195426,6.5973,200000,135206.99444105182,-64793.00555894818,0.6760349722052591
2020-11-29,-1,-1.1141194421685208,108604.6830440958,0.61777,-10215.755300195426,7.0331,200000,138941.1436459555,-61058.85635404449,0.6947057182297776
2020-11-30,-1,-0.934241800062767,108604.6830440958,0.6428,-10215.755300195426,7.0841,200000,142180.5223828592,-57819.4776171408,0.710902611914296
2020-12-01,-1,-0.8987410275509866,108604.6830440958,0.61372,-10215.755300195426,6.8201,200000,136325.3388006853,-63674.661199314694,0.6816266940034266
2020-12-02,-1,-0.8461676894555062,108604.6830440958,0.63198,-10215.755300195426,7.0493,200000,140649.91142787528,-59350.08857212472,0.7032495571393764
2020-12-03,-1,-0.7872832898576948,108604.6830440958,0.66365,-10215.755300195426,7.3857,200000,147526.00182286755,-52473.99817713245,0.7376300091143377
2020-12-04,-1,-0.5925533213276506,108604.6830440958,0.66648,-10215.755300195426,7.227,200000,146212.1127097413,-53787.88729025869,0.7310605635487066
2020-12-05,-1,-0.6270090841967969,108604.6830440958,0.73778,-10215.755300195426,8.1289,200000,163169.21631603158,-36830.78368396842,0.8158460815801579
2020-12-06,-1,-1.129882460928903,108604.6830440958,0.69941,-10215.755300195426,8.4331,200000,162109.68738994907,-37890.312610050925,0.8105484369497453
2020-12-07,-2,-1.7507248040334096,0.0,0.68216,0.0,8.9462,200000,149126.43957284963,-50873.56042715037,0.7456321978642482
2020-12-08,0,0.29354827840302705,0.0,0.745,0.0,7.7944,200000,149126.43957284963,-50873.56042715037,0.7456321978642482
2020-12-09,0,-0.931871075743351,0.0,0.72396,0.0,8.5543,200000,149126.43957284963,-50873.56042715037,0.7456321978642482
2020-12-10,0,-0.9478087324162696,0.0,0.67992,0.0,8.116,200000,149126.43957284963,-50873.56042715037,0.7456321978642482
2020-12-11,0,-0.9549008864767433,0.0,0.68052,0.0,8.1207,200000,149126.43957284963,-50873.56042715037,0.7456321978642482
2020-12-12,-1,-1.1519125785813156,107711.40453076895,0.69225,-8804.461055453525,8.4688,200000,149126.43957284963,-50873.56042715037,0.7456321978642482
2020-12-13,-1,-0.7619433120602026,107711.40453076895,0.72938,-8804.461055453525,8.6419,200000,154649.8162317761,-45350.18376822391,0.7732490811588805
2020-12-14,-1,-0.30401026529137914,107711.40453076895,0.75209,-8804.461055453525,8.6192,200000,156896.08096271104,-43103.91903728896,0.7844804048135552
2020-12-15,0,0.8785407994905691,0.0,0.76353,0.0,8.1174,200000,138354.88304301002,-61645.11695698998,0.6917744152150501
2020-12-16,2,2.301658560481565,0.0,0.85623,0.0,8.3437,200000,138354.88304301002,-61645.11695698998,0.6917744152150501
2020-12-17,2,2.0307504650668653,0.0,0.8154,0.0,7.93,200000,138354.88304301002,-61645.11695698998,0.6917744152150501
2020-12-18,2,2.8723630274338294,0.0,0.90713,0.0,7.8286,200000,138354.88304301002,-61645.11695698998,0.6917744152150501
2020-12-19,2,2.388028707875435,0.0,0.90017,0.0,7.6656,200000,138354.88304301002,-61645.11695698998,0.6917744152150501
2020-12-20,2,2.5356784332111864,0.0,0.915,0.0,7.1741,200000,138354.88304301002,-61645.11695698998,0.6917744152150501
2020-12-21,2,2.5743443470904905,0.0,0.92725,0.0,6.6577,200000,138354.88304301002,-61645.11695698998,0.6917744152150501
2020-12-22,2,2.567037932228705,0.0,1.08618,0.0,7.0959,200000,138354.88304301002,-61645.11695698998,0.6917744152150501
2020-12-23,2,2.8117671068829386,0.0,1.06912,0.0,5.8732,200000,138354.88304301002,-61645.11695698998,0.6917744152150501
2020-12-24,2,2.274077865102863,0.0,1.18574,0.0,6.4838,200000,138354.88304301002,-61645.11695698998,0.6917744152150501
2020-12-25,2,2.1121460922217064,0.0,1.28291,0.0,6.6622,200000,138354.88304301002,-61645.11695698998,0.6917744152150501
2020-12-26,2,2.8436118559020334,0.0,1.66866,0.0,6.3428,200000,138354.88304301002,-61645.11695698998,0.6917744152150501
2020-12-27,2,1.5749366412309764,0.0,1.35045,0.0,6.3995,200000,138354.88304301002,-61645.11695698998,0.6917744152150501
2020-12-28,2,1.7520375067964258,0.0,1.55606,0.0,6.6245,200000,138354.88304301002,-61645.11695698998,0.6917744152150501
2020-12-29,1,1.0898335714124394,-48306.24521424033,1.43206,9864.875796293049,7.0125,200000,138354.88304301002,-61645.11695698998,0.6917744152150501
2020-12-30,2,1.5371543734187167,0.0,1.59692,0.0,6.6235,200000,150156.08731378766,-49843.91268621234,0.7507804365689383
2020-12-31,2,2.120019893721298,0.0,1.86224,0.0,6.1939,200000,150156.08731378766,-49843.91268621234,0.7507804365689383
2021-01-01,2,2.1291230593091335,0.0,1.96621,0.0,5.9795,200000,150156.08731378766,-49843.91268621234,0.7507804365689383
2021-01-02,2,2.6617969150260268,0.0,2.40024,0.0,5.5873,200000,150156.08731378766,-49843.91268621234,0.7507804365689383
2021-01-03,2,1.846015381064425,0.0,2.12597,0.0,5.5581,200000,150156.08731378766,-49843.91268621234,0.7507804365689383
2021-01-04,2,1.4826668683025228,0.0,1.96868,0.0,5.3943,200000,150156.08731378766,-49843.91268621234,0.7507804365689383
2021-01-05,2,1.479821165090798,0.0,2.13193,0.0,5.5768,200000,150156.08731378766,-49843.91268621234,0.7507804365689383
2021-01-06,2,1.2399967835756833,0.0,2.16676,0.0,5.84,200000,150156.08731378766,-49843.91268621234,0.7507804365689383
2021-01-07,0,0.7954729261582261,0.0,1.98791,0.0,5.9377,200000,150156.08731378766,-49843.91268621234,0.7507804365689383
2021-01-08,0,0.9178970453808893,0.0,1.99427,0.0,5.6108,200000,150156.08731378766,-49843.91268621234,0.7507804365689383
2021-01-09,0,0.5738378749074592,0.0,2.04103,0.0,6.1818,200000,150156.08731378766,-49843.91268621234,0.7507804365689383
2021-01-10,0,0.20380950667705985,0.0,1.98621,0.0,6.5273,200000,150156.08731378766,-49843.91268621234,0.7507804365689383
2021-01-11,0,0.357951903103197,0.0,1.81684,0.0,5.6184,200000,150156.08731378766,-49843.91268621234,0.7507804365689383
2021-01-12,0,0.005865721731499277,0.0,1.8215,0.0,6.023,200000,150156.08731378766,-49843.91268621234,0.7507804365689383
2021-01-13,0,0.28843538135018715,0.0,2.09522,0.0,6.3812,200000,150156.08731378766,-49843.91268621234,0.7507804365689383
2021-01-14,0,0.38808224121263496,0.0,2.19146,0.0,6.4439,200000,150156.08731378766,-49843.91268621234,0.7507804365689383
2021-01-15,0,0.06480426320347339,0.0,2.05549,0.0,6.3539,200000,150156.08731378766,-49843.91268621234,0.7507804365689383
2021-01-16,0,-0.30553206490576035,0.0,2.04406,0.0,6.6316,200000,150156.08731378766,-49843.91268621234,0.7507804365689383
2021-01-17,-1,-1.068772187356004,37379.411740315765,2.00854,-10177.589694297505,7.3768,200000,150156.08731378766,-49843.91268621234,0.7507804365689383
2021-01-18,-2,-1.5249905280023757,0.0,2.04695,0.0,7.8384,200000,153418.31951172987,-46581.680488270125,0.7670915975586494
2021-01-19,-1,-1.1894506053046643,38392.972850783255,1.998,-10838.76050977985,7.0773,200000,153418.31951172987,-46581.680488270125,0.7670915975586494
2021-01-20,-1,-1.149090192530905,38392.972850783255,2.03281,-10838.76050977985,7.2094,200000,156186.57916000756,-43813.42083999244,0.7809328958000378
2021-01-21,-1,-0.8739219303353721,38392.972850783255,1.7418,-10838.76050977985,5.9885,200000,131780.7974243109,-68219.2025756891,0.6589039871215545
2021-01-22,-1,-0.6998281580224113,38392.972850783255,1.89757,-10838.76050977985,6.4028,200000,142251.7692844792,-57748.2307155208,0.711258846422396
2021-01-23,-1,-0.7286723087344805,38392.972850783255,1.9288,-10838.76050977985,6.5923,200000,145504.72694321244,-54495.273056787555,0.7275236347160623
2021-01-24,-1,-1.0215389658411456,38392.972850783255,1.95055,-10838.76050977985,6.9833,200000,150577.7294620409,-49422.27053795909,0.7528886473102046
2021-01-25,0,0.054158687585256944,0.0,2.07529,0.0,6.6723,200000,146061.228633632,-53938.77136636799,0.7303061431681601
2021-01-26,1,1.0637884860914033,-31932.931489644077,2.287,10694.501862232897,6.8288,200000,146061.228633632,-53938.77136636799,0.7303061431681601
2021-01-27,1,0.8950222609616313,-31932.931489644077,1.99307,10694.501862232897,6.0371,200000,128208.34495655113,-71791.65504344887,0.6410417247827556
2021-01-28,1,0.502408066192532,-31932.931489644077,1.99193,10694.501862232897,6.2836,200000,130808.13612369336,-69191.86387630664,0.6540406806184669
2021-01-29,1,0.4888439933853484,-31932.931489644077,2.05641,10694.501862232897,6.5143,200000,135334.39312576276,-64665.606874237244,0.6766719656288138
2021-01-30,0,-0.3313084294186243,0.0,2.00197,0.0,6.74,200000,137909.05693650502,-62090.94306349498,0.6895452846825251
2021-01-31,0,-0.4969994706458312,0.0,1.91015,0.0,6.5438,200000,137909.05693650502,-62090.94306349498,0.6895452846825251
2021-02-01,0,-0.5198347372946167,0.0,2.04053,0.0,7.0187,200000,137909.05693650502,-62090.94306349498,0.6895452846825251
2021-02-02,0,0.3999641066995191,0.0,2.1533,0.0,6.9479,200000,137909.05693650502,-62090.94306349498,0.6895452846825251
2021-02-03,0,0.022527198449743723,0.0,2.18751,0.0,7.2973,200000,137909.05693650502,-62090.94306349498,0.6895452846825251
2021-02-04,0,-0.21813419202835063,0.0,2.129,0.0,7.2465,200000,137909.05693650502,-62090.94306349498,0.6895452846825251
2021-02-05,-1,-1.131630550371944,28392.0056608387,2.42866,-7795.083424892041,8.8459,200000,137909.05693650502,-62090.94306349498,0.6895452846825251
2021-02-06,-1,-0.9724560076923138,28392.0056608387,2.27908,-7795.083424892041,8.1914,200000,128560.29862816492,-71439.70137183508,0.6428014931408246
2021-02-07,-1,-0.7667571991105162,28392.0056608387,2.29069,-7795.083424892041,8.0508,200000,127793.94108434746,-72206.05891565254,0.6389697054217374
2021-02-08,0,2.311974315322603,0.0,2.90949,0.0,8.3875,200000,120684.06261263342,-79315.93738736658,0.6034203130631671
2021-02-09,0,-0.2396712361709736,0.0,2.90652,0.0,9.7879,200000,120684.06261263342,-79315.93738736658,0.6034203130631671
2021-02-10,0,-0.4568256512732996,0.0,2.83099,0.0,9.6669,200000,120684.06261263342,-79315.93738736658,0.6034203130631671
2021-02-11,-1,-1.0598752062252752,20625.382416826764,2.92562,-5769.057259007678,10.4596,200000,120684.06261263342,-79315.93738736658,0.6034203130631671
2021-02-12,-1,-1.1557954857269648,20625.382416826764,2.99681,-5769.057259007678,10.8509,200000,124409.81569233703,-75590.18430766297,0.6220490784616851
2021-02-13,0,-0.14167790431972277,0.0,3.34869,0.0,11.2315,200000,116411.21737177456,-83588.78262822544,0.5820560868588728
2021-02-14,-2,-1.3833826419795743,0.0,3.18318,0.0,11.8003,200000,116411.21737177456,-83588.78262822544,0.5820560868588728
2021-02-15,0,0.5837244855015257,0.0,3.38903,0.0,10.9669,200000,116411.21737177456,-83588.78262822544,0.5820560868588728
2021-02-16,0,0.6317140183559102,0.0,3.40843,0.0,11.0666,200000,116411.21737177456,-83588.78262822544,0.5820560868588728
2021-02-17,0,0.5291803602579159,0.0,3.50799,0.0,11.4913,200000,116411.21737177456,-83588.78262822544,0.5820560868588728
2021-02-18,0,-0.35383824685867704,0.0,3.56669,0.0,12.3607,200000,116411.21737177456,-83588.78262822544,0.5820560868588728
2021-02-19,0,0.06663159873148146,0.0,3.70937,0.0,12.5462,200000,116411.21737177456,-83588.78262822544,0.5820560868588728
2021-02-20,0,0.3322417026134163,0.0,3.68594,0.0,12.2604,200000,116411.21737177456,-83588.78262822544,0.5820560868588728
2021-02-21,0,-0.36167029246310706,0.0,3.56677,0.0,12.3564,200000,116411.21737177456,-83588.78262822544,0.5820560868588728
2021-02-22,1,1.1054508542168127,-17448.456675606074,3.33586,5483.335721703936,10.615,200000,116411.21737177455,-83588.78262822545,0.5820560868588727
2021-02-23,2,1.6025962329507215,0.0,3.05975,0.0,9.3749,200000,118393.40862755803,-81606.59137244197,0.5919670431377901
2021-02-24,2,1.8759529593598951,0.0,3.32063,0.0,9.8336,200000,118393.40862755803,-81606.59137244197,0.5919670431377901
2021-02-25,0,0.5467673873821663,0.0,2.99269,0.0,9.6074,200000,118393.40862755803,-81606.59137244197,0.5919670431377901
2021-02-26,0,0.8536512178279345,0.0,3.05508,0.0,9.5612,200000,118393.40862755803,-81606.59137244197,0.5919670431377901
2021-02-27,1,1.192907161819573,-18754.44074558724,3.15641,6169.2151856369155,9.5955,200000,118393.40862755803,-81606.59137244197,0.5919670431377901
2021-02-28,2,2.2549670479852817,0.0,3.13475,0.0,8.9026,200000,122261.83664313643,-77738.16335686357,0.6113091832156821
2021-03-01,2,1.649185956844683,0.0,3.28194,0.0,9.5234,200000,122261.83664313643,-77738.16335686357,0.6113091832156821
2021-03-02,2,2.7502013224103616,0.0,3.70038,0.0,9.4175,200000,122261.83664313643,-77738.16335686357,0.6113091832156821
