date,statusList,zscore,WAVESUSDT_position,WAVESUSDT_price,TFUELUSDT_position,TFUELUSDT_price,init,total_asset,pnl,return
2020-08-09,2,2.9798850875542033,0.0,1.9479,0.0,0.008792,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-08-10,2,1.8547457447785352,0.0,1.9747,0.0,0.009303,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-08-11,2,1.294635860968225,0.0,1.8648,0.0,0.008995,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-08-12,2,2.3659608533886876,0.0,2.1706,0.0,0.00952,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-08-13,2,3.9317461468767654,0.0,3.3267,0.0,0.009449,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-08-14,2,2.9539520689924874,0.0,3.4914,0.0,0.009512,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-08-15,2,2.305351172275021,0.0,3.3895,0.0,0.009312,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-08-16,2,2.503118551894082,0.0,4.0341,0.0,0.009515,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-08-17,2,2.352015271265391,0.0,4.4095,0.0,0.009588,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-08-18,2,1.6191821218863738,0.0,4.1839,0.0,0.010091,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-08-19,2,1.2726608314735792,0.0,3.8151,0.0,0.009648,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-08-20,0,0.9573399891388558,0.0,3.8557,0.0,0.010312,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-08-21,0,0.13956318477882174,0.0,3.2014,0.0,0.010778,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-08-22,0,0.16231375003403395,0.0,3.3831,0.0,0.011107,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-08-23,0,0.018953166764846,0.0,3.499,0.0,0.011831,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-08-24,0,-0.37789379987979765,0.0,3.6478,0.0,0.0138,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-08-25,0,-0.45245498763351055,0.0,3.227,0.0,0.012263,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-08-26,0,-0.35947480607821247,0.0,3.2575,0.0,0.011769,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-08-27,0,-0.22333935945927738,0.0,3.0972,0.0,0.010563,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-08-28,0,-0.1720963120372547,0.0,3.3697,0.0,0.011119,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-08-29,0,-0.28424950678042543,0.0,3.37,0.0,0.011252,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-08-30,0,-0.2988104533884283,0.0,3.3786,0.0,0.011099,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-08-31,0,0.06688931425056785,0.0,3.5954,0.0,0.010737,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-09-01,0,0.01817554063507457,0.0,3.5345,0.0,0.01048,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-09-02,0,-0.10290527156585008,0.0,3.2748,0.0,0.009943,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-09-03,0,-0.6776967678290546,0.0,2.4758,0.0,0.008438,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-09-04,0,-0.6228704221572045,0.0,2.6204,0.0,0.008947,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-09-05,0,-0.7801136224225452,0.0,2.3133,0.0,0.008266,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-09-06,0,-0.5619453390388818,0.0,2.471,0.0,0.00855,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-09-07,0,-0.691994048895026,0.0,2.3998,0.0,0.008506,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-09-08,0,-0.6870030383691134,0.0,2.32,0.0,0.008242,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-09-09,-1,-1.135707699870221,33916.30686680318,2.3971,-9187566.86522928,0.008849,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-09-10,-2,-1.3186499152250688,0.0,2.4337,0.0,0.009219,200000,164759.62128963764,-35240.37871036236,0.8237981064481882
2020-09-11,-1,-1.0553694866361596,32951.92425792753,2.5,-8809732.71787176,0.009351,200000,164759.62128963764,-35240.37871036236,0.8237981064481882
2020-09-12,-1,-0.8336447846265165,32951.92425792753,2.6119,-8809732.71787176,0.009647,200000,171054.62249858977,-28945.37750141023,0.8552731124929489
2020-09-13,0,1.7418880285724572,0.0,3.0776,0.0,0.009166,200000,144096.78928545245,-55903.210714547546,0.7204839464272623
2020-09-14,0,0.3753868921909998,0.0,2.8853,0.0,0.009483,200000,144096.78928545245,-55903.210714547546,0.7204839464272623
2020-09-15,-1,-1.042542973537011,28964.178750844716,2.4875,-7837310.414742329,0.009193,200000,144096.78928545245,-55903.210714547546,0.7204839464272623
2020-09-16,-1,-0.651255238089097,28964.178750844716,2.5589,-7837310.414742329,0.009174,200000,146015.92275038268,-53984.077249617316,0.7300796137519134
2020-09-17,-1,-0.7443917646060142,28964.178750844716,2.5523,-7837310.414742329,0.009278,200000,146639.8394537603,-53360.1605462397,0.7331991972688015
2020-09-18,-2,-1.6664055236915432,0.0,2.4474,0.0,0.009919,200000,150948.14021446425,-49051.85978553575,0.7547407010723213
2020-09-19,0,-0.9563080859171886,0.0,2.5426,0.0,0.009674,200000,150948.14021446425,-49051.85978553575,0.7547407010723213
2020-09-20,0,-0.7188269238771158,0.0,2.4389,0.0,0.009127,200000,150948.14021446425,-49051.85978553575,0.7547407010723213
2020-09-21,-2,-1.8533159206214767,0.0,2.1531,0.0,0.009133,200000,150948.14021446425,-49051.85978553575,0.7547407010723213
2020-09-22,-2,-1.4271563220077073,0.0,2.2183,0.0,0.009086,200000,150948.14021446425,-49051.85978553575,0.7547407010723213
2020-09-23,0,-0.8617171735950537,0.0,2.1718,0.0,0.008529,200000,150948.14021446425,-49051.85978553575,0.7547407010723213
2020-09-24,-1,-1.116971672855569,31864.422066719635,2.3686,-7847984.829700751,0.009617,200000,150948.14021446425,-49051.85978553575,0.7547407010723213
2020-09-25,-2,-1.2870103285933265,0.0,2.3894,0.0,0.009992,200000,153228.35454661425,-46771.64545338575,0.7661417727330713
2020-09-26,-2,-1.506164572441936,0.0,2.5148,0.0,0.010968,200000,153228.35454661425,-46771.64545338575,0.7661417727330713
2020-09-27,-1,-1.1351071364016172,30849.276131792685,2.4835,-7260630.90156436,0.010552,200000,153228.35454661425,-46771.64545338575,0.7661417727330713
2020-09-28,-1,-0.9954197754995258,30849.276131792685,2.4173,-7260630.90156436,0.010232,200000,148862.730578189,-51137.26942181101,0.7443136528909449
2020-09-29,-2,-1.5880439307010976,0.0,2.4515,0.0,0.011389,200000,160292.67944744098,-39707.32055255902,0.8014633972372049
2020-09-30,0,-0.5926547148568405,0.0,2.5734,0.0,0.010661,200000,160292.67944744098,-39707.32055255902,0.8014633972372049
2020-10-01,0,0.25819001940511316,0.0,2.624,0.0,0.009906,200000,160292.67944744098,-39707.32055255902,0.8014633972372049
2020-10-02,0,0.19942682882281398,0.0,2.452,0.0,0.009329,200000,160292.67944744098,-39707.32055255902,0.8014633972372049
2020-10-03,0,-0.5583424004920675,0.0,2.42,0.0,0.01004,200000,160292.67944744098,-39707.32055255902,0.8014633972372049
2020-10-04,0,-0.6577983326476662,0.0,2.3699,0.0,0.009952,200000,160292.67944744098,-39707.32055255902,0.8014633972372049
2020-10-05,0,-0.5219101964583834,0.0,2.3597,0.0,0.009865,200000,160292.67944744098,-39707.32055255902,0.8014633972372049
2020-10-06,0,-0.7990734492581687,0.0,2.1724,0.0,0.0093,200000,160292.67944744098,-39707.32055255902,0.8014633972372049
2020-10-07,0,-0.3488863652175612,0.0,2.2845,0.0,0.009556,200000,160292.67944744098,-39707.32055255902,0.8014633972372049
2020-10-08,0,-0.27755300233643915,0.0,2.3109,0.0,0.009643,200000,160292.67944744098,-39707.32055255902,0.8014633972372049
2020-10-09,0,-0.04669748437744243,0.0,2.3927,0.0,0.009901,200000,160292.67944744098,-39707.32055255902,0.8014633972372049
2020-10-10,0,-0.08164996962019752,0.0,2.4244,0.0,0.010102,200000,160292.67944744098,-39707.32055255902,0.8014633972372049
2020-10-11,0,0.5228320313529142,0.0,2.4477,0.0,0.009905,200000,160292.67944744098,-39707.32055255902,0.8014633972372049
2020-10-12,0,0.6887721556577563,0.0,2.4622,0.0,0.009878,200000,160292.67944744098,-39707.32055255902,0.8014633972372049
2020-10-13,1,1.13002598397425,-31845.805906035876,2.5167,8089869.761150752,0.009907,200000,160292.67944744098,-39707.32055255902,0.8014633972372049
2020-10-14,1,1.0230557341711917,-31845.805906035876,2.5097,8089869.761150752,0.0099,200000,160013.12971777067,-39986.87028222933,0.8000656485888533
2020-10-15,2,2.2859697313422105,0.0,2.697,0.0,0.009838,200000,166592.67926581865,-33407.320734181354,0.8329633963290932
2020-10-16,2,3.0709597170274607,0.0,2.9557,0.0,0.009704,200000,166592.67926581865,-33407.320734181354,0.8329633963290932
2020-10-17,2,3.048769789575671,0.0,3.1854,0.0,0.009573,200000,166592.67926581865,-33407.320734181354,0.8329633963290932
2020-10-18,2,1.860731820576081,0.0,3.0567,0.0,0.009858,200000,166592.67926581865,-33407.320734181354,0.8329633963290932
2020-10-19,2,1.3951231824046404,0.0,2.9373,0.0,0.009765,200000,166592.67926581865,-33407.320734181354,0.8329633963290932
2020-10-20,2,1.2831833797680658,0.0,2.8678,0.0,0.009498,200000,166592.67926581865,-33407.320734181354,0.8329633963290932
2020-10-21,2,1.4194022564423896,0.0,3.1111,0.0,0.010006,200000,166592.67926581865,-33407.320734181354,0.8329633963290932
2020-10-22,2,1.5048990252205654,0.0,3.2438,0.0,0.010143,200000,166592.67926581865,-33407.320734181354,0.8329633963290932
2020-10-23,2,1.6706545108856374,0.0,3.3709,0.0,0.010094,200000,166592.67926581865,-33407.320734181354,0.8329633963290932
2020-10-24,2,1.4871503674804454,0.0,3.4382,0.0,0.010287,200000,166592.67926581865,-33407.320734181354,0.8329633963290932
2020-10-25,1,1.187466649185413,-25407.619458549696,3.2784,8328801.083182614,0.010001,200000,166592.67926581865,-33407.320734181354,0.8329633963290932
2020-10-26,1,1.0245936804453106,-25407.619458549696,3.1694,8328801.083182614,0.009737,200000,161624.44525887654,-38375.55474112346,0.8081222262943827
2020-10-27,1,0.7643764360193703,-25407.619458549696,3.1569,8328801.083182614,0.009901,200000,162672.7733932866,-37327.226606713404,0.8133638669664329
2020-10-28,1,0.682387616913154,-25407.619458549696,3.0504,8328801.083182614,0.009571,200000,157218.3575635008,-42781.64243649921,0.786091787817504
2020-10-29,1,0.7254044244326453,-25407.619458549696,3.0232,8328801.083182614,0.009362,200000,154786.55088784307,-45213.44911215693,0.7739327544392154
2020-10-30,2,1.334155271989414,0.0,3.2101,0.0,0.00927,200000,170945.6924486062,-29054.30755139381,0.8547284622430309
2020-10-31,2,1.282715973963538,0.0,3.2329,0.0,0.009301,200000,170945.6924486062,-29054.30755139381,0.8547284622430309
2020-11-01,2,1.3501455069588966,0.0,3.2231,0.0,0.009161,200000,170945.6924486062,-29054.30755139381,0.8547284622430309
2020-11-02,1,1.149938381258264,-27443.521022412297,3.1145,9536187.239127869,0.008963,200000,170945.6924486062,-29054.30755139381,0.8547284622430309
2020-11-03,2,1.6808798085667298,0.0,3.1477,0.0,0.008755,200000,173840.34429228885,-26159.65570771115,0.8692017214614443
2020-11-04,2,2.328795533466678,0.0,3.1986,0.0,0.008475,200000,173840.34429228885,-26159.65570771115,0.8692017214614443
2020-11-05,2,2.4845688534493524,0.0,3.4277,0.0,0.008693,200000,173840.34429228885,-26159.65570771115,0.8692017214614443
2020-11-06,2,1.93578920633843,0.0,3.5691,0.0,0.00916,200000,173840.34429228885,-26159.65570771115,0.8692017214614443
2020-11-07,2,1.7389771969833716,0.0,3.4434,0.0,0.008796,200000,173840.34429228885,-26159.65570771115,0.8692017214614443
2020-11-08,2,1.3367103804438243,0.0,3.5186,0.0,0.009168,200000,173840.34429228885,-26159.65570771115,0.8692017214614443
2020-11-09,2,2.384329731643004,0.0,3.7976,0.0,0.008844,200000,173840.34429228885,-26159.65570771115,0.8692017214614443
2020-11-10,2,1.9753103413729534,0.0,3.8268,0.0,0.008962,200000,173840.34429228885,-26159.65570771115,0.8692017214614443
2020-11-11,2,1.6296726857526787,0.0,3.7467,0.0,0.008863,200000,173840.34429228885,-26159.65570771115,0.8692017214614443
2020-11-12,2,1.9669910458668778,0.0,3.891,0.0,0.008668,200000,173840.34429228885,-26159.65570771115,0.8692017214614443
2020-11-13,2,1.8761076033732642,0.0,4.0975,0.0,0.008936,200000,173840.34429228885,-26159.65570771115,0.8692017214614443
2020-11-14,2,2.2323132505493914,0.0,4.2902,0.0,0.008634,200000,173840.34429228885,-26159.65570771115,0.8692017214614443
2020-11-15,2,2.10557559960755,0.0,4.3653,0.0,0.008533,200000,173840.34429228885,-26159.65570771115,0.8692017214614443
2020-11-16,2,2.4466794084814483,0.0,4.9029,0.0,0.00866,200000,173840.34429228885,-26159.65570771115,0.8692017214614443
2020-11-17,2,2.052806289448409,0.0,4.9243,0.0,0.008727,200000,173840.34429228885,-26159.65570771115,0.8692017214614443
2020-11-18,2,2.0926860044927067,0.0,5.1728,0.0,0.008698,200000,173840.34429228885,-26159.65570771115,0.8692017214614443
2020-11-19,2,2.460097190360006,0.0,5.8456,0.0,0.008646,200000,173840.34429228885,-26159.65570771115,0.8692017214614443
2020-11-20,2,2.5828504644141637,0.0,6.7653,0.0,0.008891,200000,173840.34429228885,-26159.65570771115,0.8692017214614443
2020-11-21,2,1.5712090697238834,0.0,6.2111,0.0,0.009271,200000,173840.34429228885,-26159.65570771115,0.8692017214614443
2020-11-22,2,2.136193872786169,0.0,7.0696,0.0,0.008973,200000,173840.34429228885,-26159.65570771115,0.8692017214614443
2020-11-23,2,2.1948900427893405,0.0,7.9207,0.0,0.009236,200000,173840.34429228885,-26159.65570771115,0.8692017214614443
2020-11-24,1,1.1355245460853085,-11514.435691254825,7.5488,8266302.629210121,0.010515,200000,173840.34429228885,-26159.65570771115,0.8692017214614443
2020-11-25,0,0.0958502901004354,0.0,6.7033,0.0,0.011755,200000,153854.67365511236,-46145.32634488764,0.7692733682755618
2020-11-26,0,0.4337967814710594,0.0,6.0606,0.0,0.009628,200000,153854.67365511236,-46145.32634488764,0.7692733682755618
2020-11-27,0,0.7978562385588645,0.0,6.4518,0.0,0.009312,200000,153854.67365511236,-46145.32634488764,0.7692733682755618
2020-11-28,0,0.7254680513749865,0.0,6.5973,0.0,0.009509,200000,153854.67365511236,-46145.32634488764,0.7692733682755618
2020-11-29,1,1.006419203089507,-10937.898910516868,7.0331,8134433.41731587,0.009457,200000,153854.67365511236,-46145.32634488764,0.7692733682755618
2020-11-30,1,0.7829961751929807,-10937.898910516868,7.0841,8134433.41731587,0.009765,200000,156917.911992082,-43082.088007918006,0.78458955996041
2020-12-01,1,0.3842767265633369,-10937.898910516868,6.8201,8134433.41731587,0.009941,200000,155461.96696115314,-44538.03303884686,0.7773098348057657
2020-12-02,0,-0.01396636240971692,0.0,7.0493,0.0,0.010823,200000,142920.23156940925,-57079.768430590746,0.7146011578470463
2020-12-03,0,0.018933368502794624,0.0,7.3857,0.0,0.011109,200000,142920.23156940925,-57079.768430590746,0.7146011578470463
2020-12-04,0,-0.7050400176819444,0.0,7.227,0.0,0.011875,200000,142920.23156940925,-57079.768430590746,0.7146011578470463
2020-12-05,0,-0.2841514496725885,0.0,8.1289,0.0,0.012431,200000,142920.23156940925,-57079.768430590746,0.7146011578470463
2020-12-06,0,0.31091222432108667,0.0,8.4331,0.0,0.011956,200000,142920.23156940925,-57079.768430590746,0.7146011578470463
2020-12-07,0,0.011028551049481354,0.0,8.9462,0.0,0.01297,200000,142920.23156940925,-57079.768430590746,0.7146011578470463
2020-12-08,-2,-1.8544638686694737,0.0,7.7944,0.0,0.014005,200000,142920.23156940925,-57079.768430590746,0.7146011578470463
2020-12-09,-2,-2.113725900562691,0.0,8.5543,0.0,0.016865,200000,142920.23156940925,-57079.768430590746,0.7146011578470463
2020-12-10,-2,-1.563394101234614,0.0,8.116,0.0,0.015172,200000,142920.23156940925,-57079.768430590746,0.7146011578470463
2020-12-11,0,-0.8469428020199896,0.0,8.1207,0.0,0.01376,200000,142920.23156940925,-57079.768430590746,0.7146011578470463
2020-12-12,0,-0.46569141005941284,0.0,8.4688,0.0,0.013732,200000,142920.23156940925,-57079.768430590746,0.7146011578470463
2020-12-13,0,-0.33744859941372995,0.0,8.6419,0.0,0.013928,200000,142920.23156940925,-57079.768430590746,0.7146011578470463
2020-12-14,-2,-1.8805111833200545,0.0,8.6192,0.0,0.017339,200000,142920.23156940925,-57079.768430590746,0.7146011578470463
2020-12-15,-2,-1.7750716477768773,0.0,8.1174,0.0,0.01654,200000,142920.23156940925,-57079.768430590746,0.7146011578470463
2020-12-16,-2,-1.7585013417817295,0.0,8.3437,0.0,0.017725,200000,142920.23156940925,-57079.768430590746,0.7146011578470463
2020-12-17,-2,-1.530808058237892,0.0,7.93,0.0,0.016781,200000,142920.23156940925,-57079.768430590746,0.7146011578470463
2020-12-18,-2,-1.5964375079734896,0.0,7.8286,0.0,0.017513,200000,142920.23156940925,-57079.768430590746,0.7146011578470463
2020-12-19,-2,-1.4304198938293629,0.0,7.6656,0.0,0.017049,200000,142920.23156940925,-57079.768430590746,0.7146011578470463
2020-12-20,-2,-1.4208929154782208,0.0,7.1741,0.0,0.01639,200000,142920.23156940925,-57079.768430590746,0.7146011578470463
2020-12-21,-2,-1.4308000524246476,0.0,6.6577,0.0,0.015772,200000,142920.23156940925,-57079.768430590746,0.7146011578470463
2020-12-22,-2,-1.36800186978824,0.0,7.0959,0.0,0.01718,200000,142920.23156940925,-57079.768430590746,0.7146011578470463
2020-12-23,-2,-1.9877363029606845,0.0,5.8732,0.0,0.018202,200000,142920.23156940925,-57079.768430590746,0.7146011578470463
2020-12-24,-2,-1.6324782354787652,0.0,6.4838,0.0,0.019371,200000,142920.23156940925,-57079.768430590746,0.7146011578470463
2020-12-25,-2,-1.861292437609996,0.0,6.6622,0.0,0.023837,200000,142920.23156940925,-57079.768430590746,0.7146011578470463
2020-12-26,-2,-2.3192357073227474,0.0,6.3428,0.0,0.035034,200000,142920.23156940925,-57079.768430590746,0.7146011578470463
2020-12-27,-2,-1.7036972562372592,0.0,6.3995,0.0,0.02702,200000,142920.23156940925,-57079.768430590746,0.7146011578470463
2020-12-28,-2,-1.5990957895905662,0.0,6.6245,0.0,0.029779,200000,142920.23156940925,-57079.768430590746,0.7146011578470463
2020-12-29,-2,-1.2365070837963668,0.0,7.0125,0.0,0.02797,200000,142920.23156940925,-57079.768430590746,0.7146011578470463
2020-12-30,-2,-1.2132771606970425,0.0,6.6235,0.0,0.028098,200000,142920.23156940925,-57079.768430590746,0.7146011578470463
2020-12-31,-2,-1.4305577446811495,0.0,6.1939,0.0,0.03333,200000,142920.23156940925,-57079.768430590746,0.7146011578470463
2021-01-01,-2,-1.372660327347849,0.0,5.9795,0.0,0.03345,200000,142920.23156940925,-57079.768430590746,0.7146011578470463
2021-01-02,-2,-1.5200538796516736,0.0,5.5873,0.0,0.037912,200000,142920.23156940925,-57079.768430590746,0.7146011578470463
2021-01-03,-1,-1.1908932334448934,12856.932366223104,5.5581,-2225686.4791075042,0.032107,200000,142920.23156940925,-57079.768430590746,0.7146011578470463
2021-01-04,-1,-1.0071561540096547,12856.932366223104,5.3943,-2225686.4791075042,0.029352,200000,134682.49979788077,-65317.500202119234,0.6734124989894038
2021-01-05,-1,-0.9055564182751114,12856.932366223104,5.5768,-2225686.4791075042,0.03009,200000,138671.4465762978,-61328.55342370219,0.693357232881489
2021-01-06,-1,-0.7761496307161564,12856.932366223104,5.84,-2225686.4791075042,0.030533,200000,143041.37028533235,-56958.62971466765,0.7152068514266617
2021-01-07,-1,-0.531425593857043,12856.932366223104,5.9377,-2225686.4791075042,0.028364,200000,139469.97860432818,-60530.02139567182,0.6973498930216409
2021-01-08,-1,-0.45057918091956234,12856.932366223104,5.6108,-2225686.4791075042,0.026742,200000,131656.98394469748,-68343.01605530252,0.6582849197234875
2021-01-09,-1,-0.20506545409498914,12856.932366223104,6.1818,-2225686.4791075042,0.027671,200000,141065.95506490173,-58934.04493509827,0.7053297753245087
2021-01-10,0,0.2755337899870466,0.0,6.5273,0.0,0.026263,200000,117452.38093616156,-82547.61906383844,0.5872619046808079
2021-01-11,0,0.11369626775280627,0.0,5.6184,0.0,0.024763,200000,117452.38093616156,-82547.61906383844,0.5872619046808079
2021-01-12,0,0.48281635904867315,0.0,6.023,0.0,0.025337,200000,117452.38093616156,-82547.61906383844,0.5872619046808079
2021-01-13,0,0.3458288145950877,0.0,6.3812,0.0,0.028643,200000,117452.38093616156,-82547.61906383844,0.5872619046808079
2021-01-14,0,0.38908188573757435,0.0,6.4439,0.0,0.029342,200000,117452.38093616156,-82547.61906383844,0.5872619046808079
2021-01-15,0,0.6644147458092023,0.0,6.3539,0.0,0.02767,200000,117452.38093616156,-82547.61906383844,0.5872619046808079
2021-01-16,1,1.0463097202512093,-8855.508545159657,6.6316,2132241.3211851274,0.027542,200000,117452.38093616156,-82547.61906383844,0.5872619046808079
2021-01-17,2,2.0066504301075248,0.0,7.3768,0.0,0.026523,200000,126224.25981030219,-73775.74018969781,0.6311212990515109
2021-01-18,2,1.9978622926672769,0.0,7.8384,0.0,0.027466,200000,126224.25981030219,-73775.74018969781,0.6311212990515109
2021-01-19,0,0.7367839536467842,0.0,7.0773,0.0,0.029265,200000,126224.25981030219,-73775.74018969781,0.6311212990515109
2021-01-20,0,0.7002093607856993,0.0,7.2094,0.0,0.029638,200000,126224.25981030219,-73775.74018969781,0.6311212990515109
2021-01-21,0,0.5635736079350914,0.0,5.9885,0.0,0.024845,200000,126224.25981030219,-73775.74018969781,0.6311212990515109
2021-01-22,0,0.2901736488221813,0.0,6.4028,0.0,0.027276,200000,126224.25981030219,-73775.74018969781,0.6311212990515109
2021-01-23,0,-0.17094684951478417,0.0,6.5923,0.0,0.029377,200000,126224.25981030219,-73775.74018969781,0.6311212990515109
2021-01-24,0,0.5412362977701054,0.0,6.9833,0.0,0.028501,200000,126224.25981030219,-73775.74018969781,0.6311212990515109
2021-01-25,0,-0.22176918645296767,0.0,6.6723,0.0,0.02909,200000,126224.25981030219,-73775.74018969781,0.6311212990515109
2021-01-26,-2,-1.4216664275080033,0.0,6.8288,0.0,0.033123,200000,126224.25981030219,-73775.74018969781,0.6311212990515109
2021-01-27,-2,-1.3855641288015905,0.0,6.0371,0.0,0.029239,200000,126224.25981030219,-73775.74018969781,0.6311212990515109
2021-01-28,-1,-1.0272320990977553,10043.944538982605,6.2836,-2152234.6850754023,0.029324,200000,126224.25981030219,-73775.74018969781,0.6311212990515109
2021-01-29,-1,-0.674191587174923,10043.944538982605,6.5143,-2152234.6850754023,0.029445,200000,128801.8182123396,-71198.1817876604,0.644009091061698
2021-01-30,0,0.005703969622946471,0.0,6.74,0.0,0.028771,200000,120450.01774186382,-79549.98225813618,0.6022500887093192
2021-01-31,0,0.013878155667570363,0.0,6.5438,0.0,0.027867,200000,120450.01774186382,-79549.98225813618,0.6022500887093192
2021-02-01,0,0.2649172663814578,0.0,7.0187,0.0,0.029253,200000,120450.01774186382,-79549.98225813618,0.6022500887093192
2021-02-02,0,-0.3611409185954714,0.0,6.9479,0.0,0.030505,200000,120450.01774186382,-79549.98225813618,0.6022500887093192
2021-02-03,0,-0.6545990204591086,0.0,7.2973,0.0,0.032849,200000,120450.01774186382,-79549.98225813618,0.6022500887093192
2021-02-04,0,-0.6310510035824182,0.0,7.2465,0.0,0.032624,200000,120450.01774186382,-79549.98225813618,0.6022500887093192
2021-02-05,0,0.7476070457600524,0.0,8.8459,0.0,0.035359,200000,120450.01774186382,-79549.98225813618,0.6022500887093192
2021-02-06,0,0.37322213759633444,0.0,8.1914,0.0,0.03417,200000,120450.01774186382,-79549.98225813618,0.6022500887093192
2021-02-07,0,-0.32432600743090684,0.0,8.0508,0.0,0.03559,200000,120450.01774186382,-79549.98225813618,0.6022500887093192
2021-02-08,-1,-1.1671280803464457,7180.3289264896475,8.3875,-1537411.1982981113,0.039173,200000,120450.01774186383,-79549.98225813617,0.6022500887093192
2021-02-09,0,0.4336117518153049,0.0,9.7879,0.0,0.041884,200000,114562.6068717939,-85437.3931282061,0.5728130343589695
2021-02-10,0,0.19160821560350305,0.0,9.6669,0.0,0.042009,200000,114562.6068717939,-85437.3931282061,0.5728130343589695
2021-02-11,0,0.44019074803762537,0.0,10.4596,0.0,0.044899,200000,114562.6068717939,-85437.3931282061,0.5728130343589695
2021-02-12,0,-0.09947028635060517,0.0,10.8509,0.0,0.047867,200000,114562.6068717939,-85437.3931282061,0.5728130343589695
2021-02-13,-2,-1.4721597094573187,0.0,11.2315,0.0,0.053836,200000,114562.6068717939,-85437.3931282061,0.5728130343589695
2021-02-14,-2,-1.5411442030773608,0.0,11.8003,0.0,0.057474,200000,114562.6068717939,-85437.3931282061,0.5728130343589695
2021-02-15,-2,-2.77150249772877,0.0,10.9669,0.0,0.060898,200000,114562.6068717939,-85437.3931282061,0.5728130343589695
2021-02-16,-2,-1.8860201441445,0.0,11.0666,0.0,0.057983,200000,114562.6068717939,-85437.3931282061,0.5728130343589695
2021-02-17,-2,-1.409338422060497,0.0,11.4913,0.0,0.058393,200000,114562.6068717939,-85437.3931282061,0.5728130343589695
2021-02-18,0,-0.9786520715240747,0.0,12.3607,0.0,0.060869,200000,114562.6068717939,-85437.3931282061,0.5728130343589695
2021-02-19,-2,-2.90967231815089,0.0,12.5462,0.0,0.086817,200000,114562.6068717939,-85437.3931282061,0.5728130343589695
2021-02-20,-2,-2.4740220196128777,0.0,12.2604,0.0,0.089168,200000,114562.6068717939,-85437.3931282061,0.5728130343589695
2021-02-21,-2,-2.073818365310605,0.0,12.3564,0.0,0.090146,200000,114562.6068717939,-85437.3931282061,0.5728130343589695
2021-02-22,-2,-2.2181246966992614,0.0,10.615,0.0,0.092491,200000,114562.6068717939,-85437.3931282061,0.5728130343589695
2021-02-23,-2,-1.9465731448317571,0.0,9.3749,0.0,0.084445,200000,114562.6068717939,-85437.3931282061,0.5728130343589695
2021-02-24,-2,-1.6545681845649196,0.0,9.8336,0.0,0.087108,200000,114562.6068717939,-85437.3931282061,0.5728130343589695
2021-02-25,-2,-1.3143195271918637,0.0,9.6074,0.0,0.078599,200000,114562.6068717939,-85437.3931282061,0.5728130343589695
2021-02-26,-2,-1.3168506682462324,0.0,9.5612,0.0,0.082858,200000,114562.6068717939,-85437.3931282061,0.5728130343589695
2021-02-27,-2,-1.4404395578392515,0.0,9.5955,0.0,0.094728,200000,114562.6068717939,-85437.3931282061,0.5728130343589695
2021-02-28,-2,-1.36993081312012,0.0,8.9026,0.0,0.092106,200000,114562.6068717939,-85437.3931282061,0.5728130343589695
2021-03-01,-2,-1.4561434550706112,0.0,9.5234,0.0,0.112899,200000,114562.6068717939,-85437.3931282061,0.5728130343589695
2021-03-02,-2,-1.4509378333900675,0.0,9.4175,0.0,0.122481,200000,114562.6068717939,-85437.3931282061,0.5728130343589695
2021-03-03,-2,-1.345225684753587,0.0,9.8182,0.0,0.128678,200000,114562.6068717939,-85437.3931282061,0.5728130343589695
2021-03-04,-2,-1.435453989848352,0.0,9.4472,0.0,0.143324,200000,114562.6068717939,-85437.3931282061,0.5728130343589695
