date,statusList,zscore,DASHUSDT_position,DASHUSDT_price,THETAUSDT_position,THETAUSDT_price,init,total_asset,pnl,return
2020-08-07,1,0.8505682510865004,-1315.7064210053416,96.53,416542.8884812144,0.30778,200000,255208.71103639377,55208.71103639377,1.2760435551819689
2020-08-08,0,-0.19235183779470588,0.0,98.36,0.0,0.33064,200000,255933.6205173695,55933.620517369505,1.2796681025868475
2020-08-09,0,0.18590261792718457,0.0,97.72,0.0,0.32145,200000,255933.6205173695,55933.620517369505,1.2796681025868475
2020-08-10,-2,-2.300906132002196,0.0,95.54,0.0,0.37231,200000,255933.6205173695,55933.620517369505,1.2796681025868475
2020-08-11,-2,-2.2519724037083964,0.0,88.55,0.0,0.35598,200000,255933.6205173695,55933.620517369505,1.2796681025868475
2020-08-12,-2,-2.5376591904429366,0.0,91.7,0.0,0.40377,200000,255933.6205173695,55933.620517369505,1.2796681025868475
2020-08-13,-2,-1.9388476238840955,0.0,92.77,0.0,0.39628,200000,255933.6205173695,55933.620517369505,1.2796681025868475
2020-08-14,-2,-1.8113086886539171,0.0,92.0,0.0,0.40127,200000,255933.6205173695,55933.620517369505,1.2796681025868475
2020-08-15,-2,-1.2123613158365165,0.0,93.95,0.0,0.38413,200000,255933.6205173695,55933.620517369505,1.2796681025868475
2020-08-16,-2,-1.2178051588173513,0.0,95.06,0.0,0.39647,200000,255933.6205173695,55933.620517369505,1.2796681025868475
2020-08-17,0,-0.770005062377019,0.0,97.62,0.0,0.38679,200000,255933.6205173695,55933.620517369505,1.2796681025868475
2020-08-18,-2,-1.7107593556427474,0.0,92.66,0.0,0.43526,200000,255933.6205173695,55933.620517369505,1.2796681025868475
2020-08-19,-2,-1.4300501030873598,0.0,87.72,0.0,0.40443,200000,255933.6205173695,55933.620517369505,1.2796681025868475
2020-08-20,-2,-1.643187230709129,0.0,91.5,0.0,0.45499,200000,255933.6205173695,55933.620517369505,1.2796681025868475
2020-08-21,-2,-1.347456608386918,0.0,86.75,0.0,0.42093,200000,255933.6205173695,55933.620517369505,1.2796681025868475
2020-08-22,-2,-1.3035755747057596,0.0,90.82,0.0,0.44905,200000,255933.6205173695,55933.620517369505,1.2796681025868475
2020-08-23,-2,-1.4787492796285815,0.0,91.41,0.0,0.48402,200000,255933.6205173695,55933.620517369505,1.2796681025868475
2020-08-24,-2,-1.7601554875617769,0.0,91.82,0.0,0.55199,200000,255933.6205173695,55933.620517369505,1.2796681025868475
2020-08-25,-2,-1.5588454492637742,0.0,84.5,0.0,0.50751,200000,255933.6205173695,55933.620517369505,1.2796681025868475
2020-08-26,-2,-1.310081156654937,0.0,85.8,0.0,0.49529,200000,255933.6205173695,55933.620517369505,1.2796681025868475
2020-08-27,0,-0.9604794382148448,0.0,83.35,0.0,0.44932,200000,255933.6205173695,55933.620517369505,1.2796681025868475
2020-08-28,-1,-1.0570168287870771,1505.6690229284004,84.99,-269727.4840517774,0.47443,200000,255933.62051736948,55933.620517369476,1.2796681025868475
2020-08-29,-2,-1.35938868275423,0.0,85.0,0.0,0.50518,200000,264212.6839617324,64212.68396173237,1.321063419808662
2020-08-30,0,-0.9778204213890045,0.0,88.27,0.0,0.49811,200000,264212.6839617324,64212.68396173237,1.321063419808662
2020-08-31,0,-0.7744224147856693,0.0,86.1,0.0,0.47619,200000,264212.6839617324,64212.68396173237,1.321063419808662
2020-09-01,0,-0.6545961813356195,0.0,89.05,0.0,0.489,200000,264212.6839617324,64212.68396173237,1.321063419808662
2020-09-02,0,-0.8118931017800295,0.0,83.27,0.0,0.47499,200000,264212.6839617324,64212.68396173237,1.321063419808662
2020-09-03,-1,-1.0554224473662066,1983.5787084214144,66.6,-328704.5085366166,0.4019,200000,264212.6839617324,64212.68396173237,1.321063419808662
2020-09-04,-1,-0.7842687784501711,1983.5787084214144,72.62,-328704.5085366166,0.42422,200000,283490.5124169666,83490.51241696661,1.417452562084833
2020-09-05,-1,-0.6493522981145075,1983.5787084214144,68.02,-328704.5085366166,0.39346,200000,264255.09967564174,64255.099675641744,1.3212754983782087
2020-09-06,-1,-1.1064423986085061,1983.5787084214144,70.12,-328704.5085366166,0.42602,200000,279123.233761279,79123.23376127903,1.395616168806395
2020-09-07,0,0.1080730668337749,0.0,76.05,0.0,0.41567,200000,249994.1262496992,49994.12624969921,1.249970631248496
2020-09-08,0,0.6190173956748146,0.0,74.74,0.0,0.3984,200000,249994.1262496992,49994.12624969921,1.249970631248496
2020-09-09,-2,-1.5868980671671276,0.0,75.5,0.0,0.47727,200000,249994.1262496992,49994.12624969921,1.249970631248496
2020-09-10,-2,-1.5475311177138575,0.0,77.01,0.0,0.48698,200000,249994.1262496992,49994.12624969921,1.249970631248496
2020-09-11,-2,-1.850697750647676,0.0,77.09,0.0,0.50008,200000,249994.1262496992,49994.12624969921,1.249970631248496
2020-09-12,-2,-2.3211872767991966,0.0,79.34,0.0,0.54873,200000,249994.1262496992,49994.12624969921,1.249970631248496
2020-09-13,-2,-2.27017890095559,0.0,75.53,0.0,0.54238,200000,249994.1262496992,49994.12624969921,1.249970631248496
2020-09-14,-2,-1.7999479883476768,0.0,75.13,0.0,0.52979,200000,249994.1262496992,49994.12624969921,1.249970631248496
2020-09-15,-2,-1.8607309790537463,0.0,72.95,0.0,0.53596,200000,249994.1262496992,49994.12624969921,1.249970631248496
2020-09-16,-2,-1.5184287577012299,0.0,73.01,0.0,0.52668,200000,249994.1262496992,49994.12624969921,1.249970631248496
2020-09-17,-2,-1.7157423922988042,0.0,73.32,0.0,0.55972,200000,249994.1262496992,49994.12624969921,1.249970631248496
2020-09-18,-2,-1.7370703633746478,0.0,72.24,0.0,0.57489,200000,249994.1262496992,49994.12624969921,1.249970631248496
2020-09-19,-2,-1.5225509934469106,0.0,72.85,0.0,0.57862,200000,249994.1262496992,49994.12624969921,1.249970631248496
2020-09-20,-2,-1.3199871491907857,0.0,70.77,0.0,0.55705,200000,249994.1262496992,49994.12624969921,1.249970631248496
2020-09-21,-2,-1.6132592220906767,0.0,66.81,0.0,0.57114,200000,249994.1262496992,49994.12624969921,1.249970631248496
2020-09-22,-2,-1.3808148862038838,0.0,68.12,0.0,0.57472,200000,249994.1262496992,49994.12624969921,1.249970631248496
2020-09-23,-2,-1.3028438195066858,0.0,64.86,0.0,0.55482,200000,249994.1262496992,49994.12624969921,1.249970631248496
2020-09-24,-2,-1.587083744336013,0.0,67.79,0.0,0.63897,200000,249994.1262496992,49994.12624969921,1.249970631248496
2020-09-25,-2,-1.5397335549363866,0.0,68.55,0.0,0.66533,200000,249994.1262496992,49994.12624969921,1.249970631248496
2020-09-26,-2,-1.5160893210616206,0.0,69.04,0.0,0.6965,200000,249994.1262496992,49994.12624969921,1.249970631248496
2020-09-27,-2,-1.6891652401453883,0.0,68.78,0.0,0.74923,200000,249994.1262496992,49994.12624969921,1.249970631248496
2020-09-28,-2,-1.5750659168902243,0.0,67.35,0.0,0.71583,200000,249994.1262496992,49994.12624969921,1.249970631248496
2020-09-29,-2,-1.6809729968474496,0.0,68.45,0.0,0.77833,200000,249994.1262496992,49994.12624969921,1.249970631248496
2020-09-30,-2,-1.3529917728128371,0.0,69.17,0.0,0.74859,200000,249994.1262496992,49994.12624969921,1.249970631248496
2020-10-01,-2,-1.2024102215711918,0.0,68.06,0.0,0.7277,200000,249994.1262496992,49994.12624969921,1.249970631248496
2020-10-02,-1,-1.0609738172742047,1895.3307524617073,65.95,-178817.57764420132,0.69902,200000,249994.1262496992,49994.12624969921,1.249970631248496
2020-10-03,-2,-1.3099779281740238,0.0,65.6,0.0,0.75199,200000,260129.4591008742,60129.4591008742,1.3006472955043709
2020-10-04,-2,-1.2713451132774891,0.0,66.39,0.0,0.7724,200000,260129.4591008742,60129.4591008742,1.3006472955043709
2020-10-05,0,-0.9354796377076856,0.0,67.15,0.0,0.7428,200000,260129.4591008742,60129.4591008742,1.3006472955043709
2020-10-06,0,-0.5869095828592318,0.0,65.28,0.0,0.68625,200000,260129.4591008742,60129.4591008742,1.3006472955043709
2020-10-07,0,-0.8988564075585164,0.0,65.94,0.0,0.73954,200000,260129.4591008742,60129.4591008742,1.3006472955043709
2020-10-08,0,-0.6126928056137759,0.0,66.34,0.0,0.71955,200000,260129.4591008742,60129.4591008742,1.3006472955043709
2020-10-09,0,-0.3953832443053828,0.0,67.27,0.0,0.71524,200000,260129.4591008742,60129.4591008742,1.3006472955043709
2020-10-10,0,-0.8071157389007108,0.0,67.92,0.0,0.76602,200000,260129.4591008742,60129.4591008742,1.3006472955043709
2020-10-11,0,0.045753004545031055,0.0,71.71,0.0,0.74501,200000,260129.4591008742,60129.4591008742,1.3006472955043709
2020-10-12,0,0.39984647525688116,0.0,71.66,0.0,0.73336,200000,260129.4591008742,60129.4591008742,1.3006472955043709
2020-10-13,0,0.15475761161627818,0.0,71.23,0.0,0.754,200000,260129.4591008742,60129.4591008742,1.3006472955043709
2020-10-14,0,0.5313532950431437,0.0,70.05,0.0,0.73438,200000,260129.4591008742,60129.4591008742,1.3006472955043709
2020-10-15,2,1.9218317021543463,0.0,69.27,0.0,0.6885,200000,260129.4591008742,60129.4591008742,1.3006472955043709
2020-10-16,2,1.6918412505938707,0.0,66.06,0.0,0.66165,200000,260129.4591008742,60129.4591008742,1.3006472955043709
2020-10-17,2,2.6994316577499204,0.0,67.33,0.0,0.62437,200000,260129.4591008742,60129.4591008742,1.3006472955043709
2020-10-18,1,1.1662658538356192,-1932.8983437425634,67.29,194175.73048450667,0.66983,200000,260129.4591008742,60129.4591008742,1.3006472955043709
2020-10-19,2,3.0694080320357826,0.0,74.93,0.0,0.63118,200000,282401.69443029363,82401.69443029363,1.4120084721514683
2020-10-20,2,2.353493079216641,0.0,70.65,0.0,0.5984,200000,282401.69443029363,82401.69443029363,1.4120084721514683
2020-10-21,2,1.9112097759492839,0.0,74.73,0.0,0.6373,200000,282401.69443029363,82401.69443029363,1.4120084721514683
2020-10-22,2,1.4495580516151563,0.0,74.98,0.0,0.65472,200000,282401.69443029363,82401.69443029363,1.4120084721514683
2020-10-23,1,1.0921457026539274,-1957.5883434790908,72.13,219150.48224479955,0.64431,200000,282401.69443029363,82401.69443029363,1.4120084721514683
2020-10-24,0,0.04488006146813573,0.0,73.31,0.0,0.72109,200000,267885.2746488432,67885.27464884322,1.339426373244216
2020-10-25,0,0.04476598787414005,0.0,71.06,0.0,0.69502,200000,267885.2746488432,67885.27464884322,1.339426373244216
2020-10-26,0,0.35756538736859667,0.0,69.19,0.0,0.65423,200000,267885.2746488432,67885.27464884322,1.339426373244216
2020-10-27,0,0.45386523529419975,0.0,70.75,0.0,0.65889,200000,267885.2746488432,67885.27464884322,1.339426373244216
2020-10-28,0,0.5466768937418229,0.0,67.91,0.0,0.62367,200000,267885.2746488432,67885.27464884322,1.339426373244216
2020-10-29,0,0.9165389065239797,0.0,67.1,0.0,0.59395,200000,267885.2746488432,67885.27464884322,1.339426373244216
2020-10-30,0,0.97815301093158,0.0,69.69,0.0,0.61076,200000,267885.2746488432,67885.27464884322,1.339426373244216
2020-10-31,0,0.965912183817062,0.0,70.08,0.0,0.61054,200000,267885.2746488432,67885.27464884322,1.339426373244216
2020-11-01,0,0.5962837926609522,0.0,68.79,0.0,0.61157,200000,267885.2746488432,67885.27464884322,1.339426373244216
2020-11-02,0,0.22638698344347705,0.0,64.95,0.0,0.58875,200000,267885.2746488432,67885.27464884322,1.339426373244216
2020-11-03,0,0.1409524720661147,0.0,64.32,0.0,0.58275,200000,267885.2746488432,67885.27464884322,1.339426373244216
2020-11-04,0,-0.0754417702771281,0.0,64.75,0.0,0.5912,200000,267885.2746488432,67885.27464884322,1.339426373244216
2020-11-05,0,-0.484262175727087,0.0,67.78,0.0,0.62873,200000,267885.2746488432,67885.27464884322,1.339426373244216
2020-11-06,-2,-1.2250846720692434,0.0,70.09,0.0,0.67759,200000,267885.2746488432,67885.27464884322,1.339426373244216
2020-11-07,-1,-1.1651205713985087,2012.0570425780625,66.57,-209875.64607399187,0.6382,200000,267885.2746488432,67885.27464884322,1.339426373244216
2020-11-08,-2,-1.4025961583116557,0.0,68.06,0.0,0.66452,200000,270411.2366600693,70411.23666006932,1.3520561833003466
2020-11-09,0,-0.6342198662444235,0.0,68.09,0.0,0.64278,200000,270411.2366600693,70411.23666006932,1.3520561833003466
2020-11-10,0,-0.20971853370496987,0.0,68.86,0.0,0.64041,200000,270411.2366600693,70411.23666006932,1.3520561833003466
2020-11-11,1,1.1982451313664089,-1950.7375318140912,69.31,221169.9573546337,0.61132,200000,270411.2366600693,70411.23666006932,1.3520561833003466
2020-11-12,2,3.2109764437002855,0.0,77.69,0.0,0.60069,200000,289109.4538233512,89109.45382335118,1.445547269116756
2020-11-13,2,1.9114840941726154,0.0,77.74,0.0,0.63125,200000,289109.4538233512,89109.45382335118,1.445547269116756
2020-11-14,2,2.0123814279035983,0.0,77.29,0.0,0.61226,200000,289109.4538233512,89109.45382335118,1.445547269116756
2020-11-15,2,1.5334562796287623,0.0,74.98,0.0,0.60341,200000,289109.4538233512,89109.45382335118,1.445547269116756
2020-11-16,2,1.9387781743461727,0.0,80.66,0.0,0.61961,200000,289109.4538233512,89109.45382335118,1.445547269116756
2020-11-17,2,1.4126228345698897,0.0,83.21,0.0,0.65411,200000,289109.4538233512,89109.45382335118,1.445547269116756
2020-11-18,2,1.3965159686312119,0.0,80.05,0.0,0.62259,200000,289109.4538233512,89109.45382335118,1.445547269116756
2020-11-19,2,1.5543052087477662,0.0,82.21,0.0,0.62245,200000,289109.4538233512,89109.45382335118,1.445547269116756
2020-11-20,1,1.187040539568252,-1734.1018103607917,83.36,224655.72602638215,0.64345,200000,289109.4538233512,89109.45382335118,1.445547269116756
2020-11-21,2,1.4756727861835106,0.0,94.57,0.0,0.70207,200000,295379.4164578292,95379.41645782918,1.4768970822891458
2020-11-22,2,1.6391629178547782,0.0,90.45,0.0,0.64934,200000,295379.4164578292,95379.41645782918,1.4768970822891458
2020-11-23,2,1.603060983031877,0.0,94.24,0.0,0.66535,200000,295379.4164578292,95379.41645782918,1.4768970822891458
2020-11-24,2,2.6128660324004795,0.0,114.5,0.0,0.69194,200000,295379.4164578292,95379.41645782918,1.4768970822891458
2020-11-25,2,1.3097659317765453,0.0,102.06,0.0,0.69374,200000,295379.4164578292,95379.41645782918,1.4768970822891458
2020-11-26,2,1.241116636237326,0.0,91.83,0.0,0.62041,200000,295379.4164578292,95379.41645782918,1.4768970822891458
2020-11-27,2,1.3609084745765334,0.0,92.32,0.0,0.60688,200000,295379.4164578292,95379.41645782918,1.4768970822891458
2020-11-28,2,2.3369773789853663,0.0,109.07,0.0,0.62438,200000,295379.4164578292,95379.41645782918,1.4768970822891458
2020-11-29,2,2.046544404278852,0.0,108.15,0.0,0.61777,200000,295379.4164578292,95379.41645782918,1.4768970822891458
2020-11-30,2,1.8413516869358186,0.0,112.83,0.0,0.6428,200000,295379.4164578292,95379.41645782918,1.4768970822891458
2020-12-01,2,1.3730250369661179,0.0,103.91,0.0,0.61372,200000,295379.4164578292,95379.41645782918,1.4768970822891458
2020-12-02,1,1.1029884264483905,-1403.4943288882885,105.23,233693.6425660853,0.63198,200000,295379.4164578292,95379.41645782918,1.4768970822891458
2020-12-03,1,0.7834328809071852,-1403.4943288882885,107.54,233693.6425660853,0.66365,200000,306022.56601762905,106022.56601762905,1.5301128300881452
2020-12-04,0,-0.014137940925052177,0.0,98.86,0.0,0.66648,200000,278376.7269142808,78376.72691428079,1.3918836345714038
2020-12-05,0,-0.569953481190884,0.0,102.99,0.0,0.73778,200000,278376.7269142808,78376.72691428079,1.3918836345714038
2020-12-06,0,-0.25237111879986635,0.0,102.09,0.0,0.69941,200000,278376.7269142808,78376.72691428079,1.3918836345714038
2020-12-07,0,-0.15248102525649485,0.0,101.53,0.0,0.68216,200000,278376.7269142808,78376.72691428079,1.3918836345714038
2020-12-08,-2,-1.5029693818022798,0.0,95.01,0.0,0.745,200000,278376.7269142808,78376.72691428079,1.3918836345714038
2020-12-09,-2,-1.2137893011438035,0.0,95.62,0.0,0.72396,200000,278376.7269142808,78376.72691428079,1.3918836345714038
2020-12-10,0,-0.9773502597736038,0.0,92.86,0.0,0.67992,200000,278376.7269142808,78376.72691428079,1.3918836345714038
2020-12-11,0,-0.9633107730396635,0.0,93.25,0.0,0.68052,200000,278376.7269142808,78376.72691428079,1.3918836345714038
2020-12-12,0,-0.959256818988789,0.0,94.74,0.0,0.69225,200000,278376.7269142808,78376.72691428079,1.3918836345714038
2020-12-13,-1,-1.1059637171451016,1425.964178436025,97.61,-190831.06673769557,0.72938,200000,278376.7269142808,78376.72691428079,1.3918836345714038
2020-12-14,-2,-1.2922587943983603,0.0,96.69,0.0,0.75209,200000,284022.387484055,84022.38748405501,1.420111937420275
2020-12-15,-2,-1.2677403737687374,0.0,96.96,0.0,0.76353,200000,284022.387484055,84022.38748405501,1.420111937420275
2020-12-16,-2,-1.3518703810182815,0.0,105.39,0.0,0.85623,200000,284022.387484055,84022.38748405501,1.420111937420275
2020-12-17,0,-0.7431640918515093,0.0,108.22,0.0,0.8154,200000,284022.387484055,84022.38748405501,1.420111937420275
2020-12-18,-2,-1.3748081179612355,0.0,108.05,0.0,0.90713,200000,284022.387484055,84022.38748405501,1.420111937420275
2020-12-19,-2,-1.2201615226344809,0.0,108.27,0.0,0.90017,200000,284022.387484055,84022.38748405501,1.420111937420275
2020-12-20,-1,-1.1984143262828952,1296.1956347392068,109.56,-155203.49042844537,0.915,200000,284022.387484055,84022.38748405501,1.420111937420275
2020-12-21,-2,-1.6163706045422326,0.0,103.9,0.0,0.92725,200000,293260.0975344274,93260.09753442742,1.466300487672137
2020-12-22,-2,-2.359196068229941,0.0,105.76,0.0,1.08618,200000,293260.0975344274,93260.09753442742,1.466300487672137
2020-12-23,-2,-2.6383601174120277,0.0,91.4,0.0,1.06912,200000,293260.0975344274,93260.09753442742,1.466300487672137
2020-12-24,-2,-2.286843475104139,0.0,98.54,0.0,1.18574,200000,293260.0975344274,93260.09753442742,1.466300487672137
2020-12-25,-2,-2.0363292073080577,0.0,103.12,0.0,1.28291,200000,293260.0975344274,93260.09753442742,1.466300487672137
2020-12-26,-2,-2.295290671799707,0.0,107.99,0.0,1.66866,200000,293260.0975344274,93260.09753442742,1.466300487672137
2020-12-27,-2,-1.4812014235045792,0.0,107.48,0.0,1.35045,200000,293260.0975344274,93260.09753442742,1.466300487672137
2020-12-28,-2,-1.686195230464898,0.0,107.11,0.0,1.55606,200000,293260.0975344274,93260.09753442742,1.466300487672137
2020-12-29,-2,-1.369089749976481,0.0,103.93,0.0,1.43206,200000,293260.0975344274,93260.09753442742,1.466300487672137
2020-12-30,-2,-1.5168918318731768,0.0,101.89,0.0,1.59692,200000,293260.0975344274,93260.09753442742,1.466300487672137
2020-12-31,-2,-1.678787371429835,0.0,99.45,0.0,1.86224,200000,293260.0975344274,93260.09753442742,1.466300487672137
2021-01-01,-2,-1.7492833611927923,0.0,87.97,0.0,1.96621,200000,293260.0975344274,93260.09753442742,1.466300487672137
2021-01-02,-2,-1.7880130105186698,0.0,87.02,0.0,2.40024,200000,293260.0975344274,93260.09753442742,1.466300487672137
2021-01-03,-2,-1.429831184613122,0.0,89.65,0.0,2.12597,200000,293260.0975344274,93260.09753442742,1.466300487672137
2021-01-04,-2,-1.208835953778189,0.0,89.01,0.0,1.96868,200000,293260.0975344274,93260.09753442742,1.466300487672137
2021-01-05,-1,-1.1999787564989586,1645.4948801168634,89.11,-68778.07843935481,2.13193,200000,293260.0975344274,93260.09753442742,1.466300487672137
2021-01-06,-1,-1.065606522608728,1645.4948801168634,94.22,-68778.07843935481,2.16676,200000,304064.1168438673,104064.11684386729,1.5203205842193364
2021-01-07,-1,-0.7660036145884813,1645.4948801168634,98.96,-68778.07843935481,1.98791,200000,299562.8032467426,99562.80324674258,1.497814016233713
2021-01-08,-1,-0.7553427636989262,1645.4948801168634,96.2,-68778.07843935481,1.99427,200000,295458.6659564944,95458.6659564944,1.477293329782472
2021-01-09,-1,-0.450794216759272,1645.4948801168634,109.94,-68778.07843935481,2.04103,200000,321283.82855712436,121283.82855712436,1.6064191427856218
2021-01-10,0,0.6913648377469696,0.0,146.54,0.0,1.98621,200000,188736.98497913312,-11263.015020866878,0.9436849248956656
2021-01-11,0,0.554889700365516,0.0,125.01,0.0,1.81684,200000,188736.98497913312,-11263.015020866878,0.9436849248956656
2021-01-12,0,0.7574269205949941,0.0,128.53,0.0,1.8215,200000,188736.98497913312,-11263.015020866878,0.9436849248956656
2021-01-13,0,0.37797741490963777,0.0,133.1,0.0,2.09522,200000,188736.98497913312,-11263.015020866878,0.9436849248956656
2021-01-14,0,0.2630848617956729,0.0,132.99,0.0,2.19146,200000,188736.98497913312,-11263.015020866878,0.9436849248956656
2021-01-15,0,0.2649257024532353,0.0,124.3,0.0,2.05549,200000,188736.98497913312,-11263.015020866878,0.9436849248956656
2021-01-16,0,0.42034699667623854,0.0,124.85,0.0,2.04406,200000,188736.98497913312,-11263.015020866878,0.9436849248956656
2021-01-17,0,0.5306353749888082,0.0,124.26,0.0,2.00854,200000,188736.98497913312,-11263.015020866878,0.9436849248956656
2021-01-18,0,0.7201908157301341,0.0,129.3,0.0,2.04695,200000,188736.98497913312,-11263.015020866878,0.9436849248956656
2021-01-19,0,0.6500967200633907,0.0,124.46,0.0,1.998,200000,188736.98497913312,-11263.015020866878,0.9436849248956656
2021-01-20,0,0.37038784165453364,0.0,121.13,0.0,2.03281,200000,188736.98497913312,-11263.015020866878,0.9436849248956656
2021-01-21,0,0.10279242411385843,0.0,99.77,0.0,1.7418,200000,188736.98497913312,-11263.015020866878,0.9436849248956656
2021-01-22,0,-0.20670444954801453,0.0,104.72,0.0,1.89757,200000,188736.98497913312,-11263.015020866878,0.9436849248956656
2021-01-23,0,-0.3602801087035004,0.0,105.29,0.0,1.9288,200000,188736.98497913312,-11263.015020866878,0.9436849248956656
2021-01-24,0,-0.45486509280563375,0.0,106.16,0.0,1.95055,200000,188736.98497913312,-11263.015020866878,0.9436849248956656
2021-01-25,-1,-1.0560239469059316,898.7475475196816,105.0,-45472.436377357655,2.07529,200000,188736.98497913312,-11263.015020866878,0.9436849248956656
2021-01-26,-2,-1.740595400871663,0.0,104.97,0.0,2.287,200000,198390.91691100912,-1609.083088990883,0.9919545845550456
2021-01-27,-2,-1.3766866714447397,0.0,96.45,0.0,1.99307,200000,198390.91691100912,-1609.083088990883,0.9919545845550456
2021-01-28,-1,-1.0060747552388383,966.0640675448437,102.68,-49798.66684848592,1.99193,200000,198390.91691100912,-1609.083088990883,0.9919545845550456
2021-01-29,-1,-1.0614152032968578,966.0640675448437,104.56,-49798.66684848592,2.05641,200000,203418.13539638382,3418.135396383819,1.017090676981919
2021-01-30,-1,-0.7732704658374676,966.0640675448437,105.17,-49798.66684848592,2.00197,200000,201296.39505435457,1296.3950543545652,1.0064819752717729
2021-01-31,-1,-0.5349129913830171,966.0640675448437,102.42,-49798.66684848592,1.91015,200000,194067.20527857827,-5932.794721421727,0.9703360263928914
2021-02-01,-1,-0.961714560316659,966.0640675448437,103.54,-49798.66684848592,2.04053,200000,201641.9472179341,1641.9472179340955,1.0082097360896705
2021-02-02,-1,-0.8266702169313962,966.0640675448437,109.85,-49798.66684848592,2.1533,200000,213353.60714464582,13353.607144645823,1.0667680357232292
2021-02-03,-1,-0.30135155227851473,966.0640675448437,116.84,-49798.66684848592,2.18751,200000,221810.00736967096,21810.00736967096,1.109050036848355
2021-02-04,-1,-0.48566270649971655,966.0640675448437,111.0,-49798.66684848592,2.129,200000,213254.47321790416,13254.47321790416,1.0662723660895208
2021-02-05,-1,-0.9168203838508259,966.0640675448437,120.42,-49798.66684848592,2.42866,200000,237277.4652419939,37277.465241993894,1.1863873262099696
2021-02-06,-1,-0.2888973731790402,966.0640675448437,118.94,-49798.66684848592,2.27908,200000,228398.805834831,28398.805834831,1.141994029174155
2021-02-07,-1,-0.32811171515724047,966.0640675448437,118.31,-49798.66684848592,2.29069,200000,228368.34799438866,28368.347994388663,1.1418417399719434
2021-02-08,-2,-2.362307499914998,0.0,126.16,0.0,2.90949,200000,221400.99735855294,21400.997358552937,1.1070049867927647
2021-02-09,-2,-1.2326092704957743,0.0,137.36,0.0,2.90652,200000,221400.99735855294,21400.997358552937,1.1070049867927647
2021-02-10,0,-0.5182740708067259,0.0,139.75,0.0,2.83099,200000,221400.99735855294,21400.997358552937,1.1070049867927647
2021-02-11,2,1.714949254334887,0.0,164.6,0.0,2.92562,200000,221400.99735855294,21400.997358552937,1.1070049867927647
2021-02-12,2,1.7188086290118263,0.0,169.76,0.0,2.99681,200000,221400.99735855294,21400.997358552937,1.1070049867927647
2021-02-13,2,3.82311288960872,0.0,267.61,0.0,3.34869,200000,221400.99735855294,21400.997358552937,1.1070049867927647
2021-02-14,2,2.244465771850567,0.0,230.69,0.0,3.18318,200000,221400.99735855294,21400.997358552937,1.1070049867927647
2021-02-15,2,2.224638223681959,0.0,259.69,0.0,3.38903,200000,221400.99735855294,21400.997358552937,1.1070049867927647
2021-02-16,2,1.6311501393208863,0.0,249.46,0.0,3.40843,200000,221400.99735855294,21400.997358552937,1.1070049867927647
2021-02-17,2,1.6393041896813827,0.0,265.96,0.0,3.50799,200000,221400.99735855294,21400.997358552937,1.1070049867927647
2021-02-18,2,1.6576464185460158,0.0,281.15,0.0,3.56669,200000,221400.99735855294,21400.997358552937,1.1070049867927647
2021-02-19,2,1.9767209956344887,0.0,323.84,0.0,3.70937,200000,221400.99735855294,21400.997358552937,1.1070049867927647
2021-02-20,2,1.3256043657107333,0.0,297.28,0.0,3.68594,200000,221400.99735855294,21400.997358552937,1.1070049867927647
2021-02-21,2,1.4204754467699028,0.0,301.52,0.0,3.56677,200000,221400.99735855294,21400.997358552937,1.1070049867927647
2021-02-22,1,1.0926818711466844,-407.43650599660094,271.7,33184.995377286956,3.33586,200000,221400.99735855294,21400.997358552937,1.1070049867927647
2021-02-23,1,0.6223061742528878,-407.43650599660094,230.91,33184.995377286956,3.05975,200000,195618.9532053289,-4381.0467946711,0.9780947660266445
2021-02-24,1,0.29595426780691525,-407.43650599660094,237.4,33184.995377286956,3.32063,200000,206920.51772327343,6920.517723273428,1.0346025886163672
2021-02-25,1,0.3328528108798782,-407.43650599660094,218.5,33184.995377286956,2.99269,200000,188337.28037591022,-11662.719624089776,0.9416864018795511
2021-02-26,0,-0.11114894610028338,0.0,206.7,0.0,3.05508,200000,204235.3074708085,4235.307470808504,1.0211765373540425
2021-02-27,0,-0.2467514692574161,0.0,210.69,0.0,3.15641,200000,204235.3074708085,4235.307470808504,1.0211765373540425
2021-02-28,0,-0.7165198003526669,0.0,196.77,0.0,3.13475,200000,204235.3074708085,4235.307470808504,1.0211765373540425
2021-03-01,0,-0.34395532052766586,0.0,224.94,0.0,3.28194,200000,204235.3074708085,4235.307470808504,1.0211765373540425
2021-03-02,-2,-1.5632247718952852,0.0,216.04,0.0,3.70038,200000,204235.3074708085,4235.307470808504,1.0211765373540425
2021-03-03,-2,-1.8414387833865056,0.0,222.59,0.0,3.99035,200000,204235.3074708085,4235.307470808504,1.0211765373540425
2021-03-04,-2,-2.439154392115877,0.0,211.18,0.0,4.45092,200000,204235.3074708085,4235.307470808504,1.0211765373540425
2021-03-05,-2,-1.875187632841041,0.0,205.7,0.0,4.12896,200000,204235.3074708085,4235.307470808504,1.0211765373540425
2021-03-06,-2,-1.6117288499336426,0.0,208.61,0.0,4.15675,200000,204235.3074708085,4235.307470808504,1.0211765373540425
2021-03-07,-2,-1.471233019684379,0.0,214.79,0.0,4.33521,200000,204235.3074708085,4235.307470808504,1.0211765373540425
