date,statusList,zscore,NEOUSDT_position,NEOUSDT_price,ZILUSDT_position,ZILUSDT_price,init,total_asset,pnl,return
2020-08-10,0,-0.9000603096299767,0.0,14.526,0.0,0.02497,200000,243060.87594678678,43060.87594678678,1.2153043797339338
2020-08-11,-2,-1.661946687993166,0.0,13.686,0.0,0.02606,200000,243060.87594678678,43060.87594678678,1.2153043797339338
2020-08-12,-1,-1.0485523920886364,8472.562602718446,14.344,-4758435.316107807,0.02554,200000,243060.87594678678,43060.87594678678,1.2153043797339338
2020-08-13,-1,-0.8584769387756103,8472.562602718446,14.545,-4758435.316107807,0.02546,200000,244383.18620464456,44383.18620464456,1.2219159310232228
2020-08-14,-1,-0.5189542350479224,8472.562602718446,14.813,-4758435.316107807,0.02505,200000,244702.8745025689,44702.87450256891,1.2235143725128446
2020-08-15,0,-0.1840364229738763,0.0,15.103,0.0,0.0247,200000,232633.11526579293,32633.115265792934,1.1631655763289648
2020-08-16,0,-0.4706488136857526,0.0,15.49,0.0,0.02632,200000,232633.11526579293,32633.115265792934,1.1631655763289648
2020-08-17,0,0.6005248118361916,0.0,16.56,0.0,0.0252,200000,232633.11526579293,32633.115265792934,1.1631655763289648
2020-08-18,1,1.154820742724351,-7215.667346953875,16.12,5024473.331874577,0.02315,200000,232633.11526579293,32633.115265792934,1.1631655763289648
2020-08-19,2,1.443580817489701,0.0,15.834,0.0,0.02185,200000,237101.24973600102,37101.24973600102,1.1855062486800052
2020-08-20,2,1.9980836599840741,0.0,17.842,0.0,0.02276,200000,237101.24973600102,37101.24973600102,1.1855062486800052
2020-08-21,2,1.7335661662559132,0.0,16.387,0.0,0.02118,200000,237101.24973600102,37101.24973600102,1.1855062486800052
2020-08-22,2,2.321168823851019,0.0,18.936,0.0,0.02189,200000,237101.24973600102,37101.24973600102,1.1855062486800052
2020-08-23,2,1.8772699427289663,0.0,18.17,0.0,0.02144,200000,237101.24973600102,37101.24973600102,1.1855062486800052
2020-08-24,1,1.0058889510132734,-6559.180306960302,18.074,4997918.417706598,0.02372,200000,237101.24973600102,37101.24973600102,1.1855062486800052
2020-08-25,2,1.213834023160664,0.0,17.023,0.0,0.02135,200000,242052.61788335038,42052.61788335038,1.2102630894167519
2020-08-26,0,0.9257401284040565,0.0,17.322,0.0,0.02239,200000,242052.61788335038,42052.61788335038,1.2102630894167519
2020-08-27,2,1.5403862014992364,0.0,17.649,0.0,0.02029,200000,242052.61788335038,42052.61788335038,1.2102630894167519
2020-08-28,2,1.416902466396532,0.0,18.294,0.0,0.02096,200000,242052.61788335038,42052.61788335038,1.2102630894167519
2020-08-29,2,2.1471759518210307,0.0,21.141,0.0,0.02093,200000,242052.61788335038,42052.61788335038,1.2102630894167519
2020-08-30,1,1.1141653592635796,-5857.434369454806,20.662,5200958.699685225,0.02327,200000,242052.6178833504,42052.61788335041,1.210263089416752
2020-08-31,1,1.1916868075192721,-5857.434369454806,20.443,5200958.699685225,0.02241,200000,236297.0152747105,36297.01527471049,1.1814850763735525
2020-09-01,2,1.5644741850568864,0.0,21.517,0.0,0.0219,200000,254186.037687803,54186.03768780301,1.270930188439015
2020-09-02,2,1.5299187261287401,0.0,20.33,0.0,0.02037,200000,254186.037687803,54186.03768780301,1.270930188439015
2020-09-03,2,2.1086401732887596,0.0,17.725,0.0,0.01587,200000,254186.037687803,54186.03768780301,1.270930188439015
2020-09-04,2,1.979956434903362,0.0,18.904,0.0,0.01659,200000,254186.037687803,54186.03768780301,1.270930188439015
2020-09-05,2,1.7746626273371546,0.0,16.964,0.0,0.01494,200000,254186.037687803,54186.03768780301,1.270930188439015
2020-09-06,2,1.5280356383876414,0.0,17.156,0.0,0.01528,200000,254186.037687803,54186.03768780301,1.270930188439015
2020-09-07,2,1.755688256799743,0.0,18.204,0.0,0.01532,200000,254186.037687803,54186.03768780301,1.270930188439015
2020-09-08,1,1.0642234821018683,-7422.790494329021,17.122,8173184.4915692285,0.01555,200000,254186.037687803,54186.03768780301,1.270930188439015
2020-09-09,1,0.6305861996669746,-7422.790494329021,17.282,8173184.4915692285,0.01647,200000,262893.01389913936,62893.01389913936,1.3144650694956967
2020-09-10,1,0.6911208745940761,-7422.790494329021,18.462,8173184.4915692285,0.01727,200000,278190.45427570294,78190.45427570294,1.3909522713785147
2020-09-11,2,1.3361169192908238,0.0,20.319,0.0,0.01724,200000,264104.0171074209,64104.01710742089,1.3205200855371044
2020-09-12,2,1.4612788873325058,0.0,21.725,0.0,0.01778,200000,264104.0171074209,64104.01710742089,1.3205200855371044
2020-09-13,2,1.333389081898785,0.0,20.339,0.0,0.01668,200000,264104.0171074209,64104.01710742089,1.3205200855371044
2020-09-14,2,1.7966428942396009,0.0,22.018,0.0,0.01676,200000,264104.0171074209,64104.01710742089,1.3205200855371044
2020-09-15,2,1.56818580941513,0.0,20.27,0.0,0.01564,200000,264104.0171074209,64104.01710742089,1.3205200855371044
2020-09-16,1,1.0825956825331307,-6289.089324842142,20.997,7818354.562090613,0.01689,200000,264104.0171074209,64104.01710742089,1.3205200855371044
2020-09-17,2,2.1935086175613527,0.0,23.833,0.0,0.01664,200000,283894.4630731959,83894.46307319589,1.4194723153659794
2020-09-18,2,2.1200838351575113,0.0,25.307,0.0,0.01706,200000,283894.4630731959,83894.46307319589,1.4194723153659794
2020-09-19,2,1.7388041019274632,0.0,24.5,0.0,0.01686,200000,283894.4630731959,83894.46307319589,1.4194723153659794
2020-09-20,2,1.8308368476385994,0.0,23.579,0.0,0.01572,200000,283894.4630731959,83894.46307319589,1.4194723153659794
2020-09-21,2,1.4149588469615428,0.0,20.112,0.0,0.0138,200000,283894.4630731959,83894.46307319589,1.4194723153659794
2020-09-22,1,1.1248750879149676,-7025.35172168265,20.205,10031606.469017522,0.01415,200000,283894.4630731959,83894.46307319589,1.4194723153659794
2020-09-23,1,0.9537502183371593,-7025.35172168265,19.685,10031606.469017522,0.01389,200000,277633.06249597634,77633.06249597634,1.3881653124798816
2020-09-24,2,1.3062658931038784,0.0,21.813,0.0,0.0146,200000,290677.00573060365,90677.00573060365,1.453385028653018
2020-09-25,0,0.25178557556540554,0.0,21.311,0.0,0.01592,200000,290677.00573060365,90677.00573060365,1.453385028653018
2020-09-26,0,-0.15254326063329496,0.0,21.004,0.0,0.01633,200000,290677.00573060365,90677.00573060365,1.453385028653018
2020-09-27,0,0.33810334417801563,0.0,21.147,0.0,0.01548,200000,290677.00573060365,90677.00573060365,1.453385028653018
2020-09-28,0,0.014814909579153473,0.0,20.11,0.0,0.01511,200000,290677.00573060365,90677.00573060365,1.453385028653018
2020-09-29,-2,-1.6191133267109208,0.0,19.691,0.0,0.01747,200000,290677.00573060365,90677.00573060365,1.453385028653018
2020-09-30,-2,-2.5452921439052907,0.0,19.078,0.0,0.01955,200000,290677.00573060365,90677.00573060365,1.453385028653018
2020-10-01,-2,-2.2343855950360756,0.0,18.786,0.0,0.01945,200000,290677.00573060365,90677.00573060365,1.453385028653018
2020-10-02,-2,-1.7676161441214417,0.0,18.089,0.0,0.01802,200000,290677.00573060365,90677.00573060365,1.453385028653018
2020-10-03,-2,-1.7859509746107802,0.0,17.806,0.0,0.01857,200000,290677.00573060365,90677.00573060365,1.453385028653018
2020-10-04,-2,-1.9793798312539106,0.0,18.125,0.0,0.02129,200000,290677.00573060365,90677.00573060365,1.453385028653018
2020-10-05,-2,-1.7086103468064273,0.0,17.664,0.0,0.0207,200000,290677.00573060365,90677.00573060365,1.453385028653018
2020-10-06,-2,-1.317445028075534,0.0,16.569,0.0,0.01818,200000,290677.00573060365,90677.00573060365,1.453385028653018
2020-10-07,-2,-1.2652370404204003,0.0,16.764,0.0,0.01887,200000,290677.00573060365,90677.00573060365,1.453385028653018
2020-10-08,-1,-1.152628296807182,8539.779238809673,17.019,-7565773.184034452,0.01921,200000,290677.00573060365,90677.00573060365,1.453385028653018
2020-10-09,-1,-1.1268149305435569,8539.779238809673,17.39,-7565773.184034452,0.02016,200000,301032.7483530347,101032.74835303472,1.5051637417651738
2020-10-10,-1,-0.9304315141646792,8539.779238809673,17.534,-7565773.184034452,0.01972,200000,298933.53636244824,98933.53636244824,1.494667681812241
2020-10-11,-1,-0.9384947213352032,8539.779238809673,17.787,-7565773.184034452,0.02056,200000,307449.34998445597,107449.34998445597,1.53724674992228
2020-10-12,-1,-0.7620692227230957,8539.779238809673,17.983,-7565773.184034452,0.02026,200000,306853.41476005234,106853.41476005234,1.5342670738002617
2020-10-13,-1,-0.7216336510686732,8539.779238809673,17.591,-7565773.184034452,0.02,200000,301538.72027059004,101538.72027059004,1.5076936013529503
2020-10-14,-1,-0.5980569331064258,8539.779238809673,16.959,-7565773.184034452,0.019,200000,288575.8066076278,88575.80660762778,1.442879033038139
2020-10-15,-1,-0.34194035777862114,8539.779238809673,17.24,-7565773.184034452,0.01865,200000,288327.46395932126,88327.46395932126,1.4416373197966064
2020-10-16,0,-0.13045992105949356,0.0,17.021,0.0,0.01803,200000,281732.31381496537,81732.31381496537,1.4086615690748268
2020-10-17,0,0.057055105711921385,0.0,17.191,0.0,0.01812,200000,281732.31381496537,81732.31381496537,1.4086615690748268
2020-10-18,0,0.36867785080650955,0.0,17.428,0.0,0.0184,200000,281732.31381496537,81732.31381496537,1.4086615690748268
2020-10-19,0,-0.5268957698619223,0.0,17.569,0.0,0.01979,200000,281732.31381496537,81732.31381496537,1.4086615690748268
2020-10-20,0,0.4157004524086208,0.0,16.948,0.0,0.0183,200000,281732.31381496537,81732.31381496537,1.4086615690748268
2020-10-21,2,1.80055162497021,0.0,18.332,0.0,0.01854,200000,281732.31381496537,81732.31381496537,1.4086615690748268
2020-10-22,2,1.2403670303794092,0.0,18.653,0.0,0.0195,200000,281732.31381496537,81732.31381496537,1.4086615690748268
2020-10-23,0,0.36272745887726,0.0,18.136,0.0,0.01973,200000,281732.31381496537,81732.31381496537,1.4086615690748268
2020-10-24,0,0.877932660430588,0.0,18.312,0.0,0.01944,200000,281732.31381496537,81732.31381496537,1.4086615690748268
2020-10-25,0,0.8186760138450935,0.0,17.865,0.0,0.01895,200000,281732.31381496537,81732.31381496537,1.4086615690748268
2020-10-26,0,0.4477595868027973,0.0,17.084,0.0,0.01835,200000,281732.31381496537,81732.31381496537,1.4086615690748268
2020-10-27,0,-0.07084578677758857,0.0,17.007,0.0,0.0186,200000,281732.31381496537,81732.31381496537,1.4086615690748268
2020-10-28,0,-0.6700602322569245,0.0,15.87,0.0,0.01774,200000,281732.31381496537,81732.31381496537,1.4086615690748268
2020-10-29,-2,-1.4491220880899618,0.0,15.276,0.0,0.01757,200000,281732.31381496537,81732.31381496537,1.4086615690748268
2020-10-30,-2,-1.9169594011087783,0.0,14.788,0.0,0.01749,200000,281732.31381496537,81732.31381496537,1.4086615690748268
2020-10-31,-2,-2.120650979256481,0.0,14.702,0.0,0.01773,200000,281732.31381496537,81732.31381496537,1.4086615690748268
2020-11-01,-2,-1.7979765262643195,0.0,14.941,0.0,0.01794,200000,281732.31381496537,81732.31381496537,1.4086615690748268
2020-11-02,0,-0.6020156225000678,0.0,15.215,0.0,0.01719,200000,281732.31381496537,81732.31381496537,1.4086615690748268
2020-11-03,-2,-1.4734483954160322,0.0,14.676,0.0,0.01745,200000,281732.31381496537,81732.31381496537,1.4086615690748268
2020-11-04,-2,-1.961411354349353,0.0,14.049,0.0,0.01753,200000,281732.31381496537,81732.31381496537,1.4086615690748268
2020-11-05,-2,-2.198070768609427,0.0,14.401,0.0,0.01886,200000,281732.31381496537,81732.31381496537,1.4086615690748268
2020-11-06,-2,-1.8565913512298122,0.0,15.712,0.0,0.02053,200000,281732.31381496537,81732.31381496537,1.4086615690748268
2020-11-07,-1,-1.1867736425142255,9509.630520993902,14.813,-7606163.979885675,0.01852,200000,281732.31381496537,81732.31381496537,1.4086615690748268
2020-11-08,-1,-1.073869137137761,9509.630520993902,15.45,-7606163.979885675,0.0193,200000,293722.7563611493,93722.75636114931,1.4686137818057465
2020-11-09,-1,-1.0696897384655377,9509.630520993902,15.378,-7606163.979885675,0.01939,200000,293722.61772182747,93722.61772182747,1.4686130886091373
2020-11-10,-2,-1.3070865555644338,0.0,15.585,0.0,0.02023,200000,287397.41945836256,87397.41945836256,1.4369870972918128
2020-11-11,-2,-1.3226777103268996,0.0,15.391,0.0,0.02021,200000,287397.41945836256,87397.41945836256,1.4369870972918128
2020-11-12,0,-0.5809150671385481,0.0,15.456,0.0,0.01923,200000,287397.41945836256,87397.41945836256,1.4369870972918128
2020-11-13,0,-0.73504100694649,0.0,16.007,0.0,0.02027,200000,287397.41945836256,87397.41945836256,1.4369870972918128
2020-11-14,0,-0.8617262340038506,0.0,15.684,0.0,0.02014,200000,287397.41945836256,87397.41945836256,1.4369870972918128
2020-11-15,-1,-1.010450501254277,9381.6484774552,15.317,-7206555.151914809,0.01994,200000,287397.41945836256,87397.41945836256,1.4369870972918128
2020-11-16,-2,-1.9502005101006217,0.0,15.72,0.0,0.02194,200000,298029.7254257778,98029.72542577778,1.4901486271288888
2020-11-17,-2,-1.9662230616081982,0.0,16.15,0.0,0.02287,200000,298029.7254257778,98029.72542577778,1.4901486271288888
2020-11-18,-2,-1.4708892570700451,0.0,15.718,0.0,0.02176,200000,298029.7254257778,98029.72542577778,1.4901486271288888
2020-11-19,0,-0.4943214839525117,0.0,16.095,0.0,0.02109,200000,298029.7254257778,98029.72542577778,1.4901486271288888
2020-11-20,-1,-1.112194558281292,9061.959542257899,16.444,-6625827.5995059535,0.02249,200000,298029.7254257778,98029.72542577778,1.4901486271288888
2020-11-21,0,-0.09655804124071904,0.0,18.32,0.0,0.02371,200000,289112.99899589916,89112.99899589916,1.4455649949794958
2020-11-22,0,-0.30943962112541984,0.0,17.18,0.0,0.0226,200000,289112.99899589916,89112.99899589916,1.4455649949794958
2020-11-23,0,0.4951978576858741,0.0,19.093,0.0,0.02442,200000,289112.99899589916,89112.99899589916,1.4455649949794958
2020-11-24,2,1.3834082562310224,0.0,20.499,0.0,0.02535,200000,289112.99899589916,89112.99899589916,1.4455649949794958
2020-11-25,-2,-2.273403422797899,0.0,19.711,0.0,0.02879,200000,289112.99899589916,89112.99899589916,1.4455649949794958
2020-11-26,-2,-2.2607868642313824,0.0,17.192,0.0,0.02582,200000,289112.99899589916,89112.99899589916,1.4455649949794958
2020-11-27,-2,-1.395394316863805,0.0,17.12,0.0,0.02465,200000,289112.99899589916,89112.99899589916,1.4455649949794958
2020-11-28,-2,-1.961528589580026,0.0,17.533,0.0,0.02673,200000,289112.99899589916,89112.99899589916,1.4455649949794958
2020-11-29,-2,-2.4330541540282913,0.0,17.684,0.0,0.02928,200000,289112.99899589916,89112.99899589916,1.4455649949794958
2020-11-30,-2,-1.648254076853632,0.0,18.577,0.0,0.02933,200000,289112.99899589916,89112.99899589916,1.4455649949794958
2020-12-01,-2,-1.5429573354817696,0.0,17.53,0.0,0.02796,200000,289112.99899589916,89112.99899589916,1.4455649949794958
2020-12-02,-2,-1.979638449404607,0.0,18.026,0.0,0.03114,200000,289112.99899589916,89112.99899589916,1.4455649949794958
2020-12-03,-2,-1.9214603996209554,0.0,18.853,0.0,0.0336,200000,289112.99899589916,89112.99899589916,1.4455649949794958
2020-12-04,-2,-1.414781824889371,0.0,17.298,0.0,0.02954,200000,289112.99899589916,89112.99899589916,1.4455649949794958
2020-12-05,-2,-1.8709043360769342,0.0,17.975,0.0,0.03402,200000,289112.99899589916,89112.99899589916,1.4455649949794958
2020-12-06,-2,-1.8347033778476485,0.0,17.89,0.0,0.03538,200000,289112.99899589916,89112.99899589916,1.4455649949794958
2020-12-07,-2,-1.7283068908523245,0.0,17.442,0.0,0.03555,200000,289112.99899589916,89112.99899589916,1.4455649949794958
2020-12-08,-2,-1.2323982634507538,0.0,16.456,0.0,0.03135,200000,289112.99899589916,89112.99899589916,1.4455649949794958
2020-12-09,0,-0.9412984479597889,0.0,16.899,0.0,0.03105,200000,289112.99899589916,89112.99899589916,1.4455649949794958
2020-12-10,-2,-1.2720291915604252,0.0,16.238,0.0,0.03265,200000,289112.99899589916,89112.99899589916,1.4455649949794958
2020-12-11,0,-0.7862895540721997,0.0,15.898,0.0,0.02955,200000,289112.99899589916,89112.99899589916,1.4455649949794958
2020-12-12,-1,-1.0465975188216519,8780.69000169772,16.463,-4424747.459380153,0.03267,200000,289112.99899589916,89112.99899589916,1.4455649949794958
2020-12-13,-1,-0.7365433060140493,8780.69000169772,17.261,-4424747.459380153,0.03278,200000,296606.7118377857,96606.71183778573,1.4830335591889288
2020-12-14,-1,-0.6972155080697044,8780.69000169772,17.398,-4424747.459380153,0.03296,200000,298606.12091070676,98606.12091070676,1.4930306045535338
2020-12-15,-1,-1.19874230419564,8780.69000169772,17.103,-4424747.459380153,0.03503,200000,305175.04460112285,105175.04460112285,1.5258752230056143
2020-12-16,-2,-1.5270981823268184,0.0,17.952,0.0,0.03921,200000,304976.3999677175,104976.39996771747,1.5248819998385874
2020-12-17,-2,-1.3111368061448638,0.0,17.773,0.0,0.0379,200000,304976.3999677175,104976.39996771747,1.5248819998385874
2020-12-18,-2,-2.1264666186076853,0.0,17.918,0.0,0.0438,200000,304976.3999677175,104976.39996771747,1.5248819998385874
2020-12-19,-2,-2.441562217690355,0.0,17.835,0.0,0.05009,200000,304976.3999677175,104976.39996771747,1.5248819998385874
2020-12-20,-2,-1.8725646739068078,0.0,17.541,0.0,0.04627,200000,304976.3999677175,104976.39996771747,1.5248819998385874
2020-12-21,-2,-2.197499669673288,0.0,16.514,0.0,0.0494,200000,304976.3999677175,104976.39996771747,1.5248819998385874
2020-12-22,-2,-2.0214877602264942,0.0,16.516,0.0,0.05138,200000,304976.3999677175,104976.39996771747,1.5248819998385874
2020-12-23,-2,-2.467519052824864,0.0,13.456,0.0,0.05727,200000,304976.3999677175,104976.39996771747,1.5248819998385874
2020-12-24,-2,-1.9251320013926856,0.0,15.269,0.0,0.05938,200000,304976.3999677175,104976.39996771747,1.5248819998385874
2020-12-25,-2,-1.8065920876108927,0.0,15.173,0.0,0.06327,200000,304976.3999677175,104976.39996771747,1.5248819998385874
2020-12-26,-2,-2.0329854676401835,0.0,14.984,0.0,0.0866,200000,304976.3999677175,104976.39996771747,1.5248819998385874
2020-12-27,-2,-1.5939987664138906,0.0,15.112,0.0,0.07637,200000,304976.3999677175,104976.39996771747,1.5248819998385874
2020-12-28,-2,-1.5651067721048684,0.0,15.63,0.0,0.0893,200000,304976.3999677175,104976.39996771747,1.5248819998385874
2020-12-29,-2,-1.3830884179218403,0.0,15.054,0.0,0.08431,200000,304976.3999677175,104976.39996771747,1.5248819998385874
2020-12-30,-1,-1.1674481410316009,10357.845400343618,14.722,-1971660.201498044,0.07734,200000,304976.3999677175,104976.39996771747,1.5248819998385874
2020-12-31,-1,-1.184132529853493,10357.845400343618,14.256,-1971660.201498044,0.08257,200000,310461.4268649921,110461.42686499213,1.5523071343249606
2021-01-01,-1,-1.0039728381982382,10357.845400343618,14.461,-1971660.201498044,0.07887,200000,305289.6424265198,105289.64242651977,1.5264482121325988
2021-01-02,-1,-0.7996926692907721,10357.845400343618,14.426,-1971660.201498044,0.07219,200000,291756.42769150087,91756.42769150087,1.4587821384575044
2021-01-03,-1,-0.4177148980973094,10357.845400343618,16.024,-1971660.201498044,0.06763,200000,299317.4941224188,99317.49412241881,1.496587470612094
2021-01-04,-1,-0.3652115856897993,10357.845400343618,16.372,-1971660.201498044,0.06998,200000,307555.42579525884,107555.42579525884,1.5377771289762943
2021-01-05,-1,-0.21433916871765585,10357.845400343618,16.868,-1971660.201498044,0.07023,200000,313185.83216420375,113185.83216420375,1.5659291608210189
2021-01-06,0,0.04229238604857435,0.0,19.535,0.0,0.07772,200000,255873.32093243283,55873.320932432835,1.2793666046621641
2021-01-07,0,0.5366710847115727,0.0,20.889,0.0,0.07581,200000,255873.32093243283,55873.320932432835,1.2793666046621641
2021-01-08,0,0.5474089832666202,0.0,19.724,0.0,0.07337,200000,255873.32093243283,55873.320932432835,1.2793666046621641
2021-01-09,1,1.0085430788483567,-5995.719395736077,21.338,1686261.5060790353,0.07587,200000,255873.32093243283,55873.320932432835,1.2793666046621641
2021-01-10,2,2.21427448969881,0.0,24.921,0.0,0.07285,200000,282448.49327571393,82448.49327571393,1.4122424663785695
2021-01-11,2,2.39940167189156,0.0,23.658,0.0,0.06481,200000,282448.49327571393,82448.49327571393,1.4122424663785695
2021-01-12,2,1.9153139864357798,0.0,22.148,0.0,0.06197,200000,282448.49327571393,82448.49327571393,1.4122424663785695
2021-01-13,2,1.3384328173115847,0.0,23.229,0.0,0.07035,200000,282448.49327571393,82448.49327571393,1.4122424663785695
2021-01-14,2,1.2716177831523436,0.0,23.104,0.0,0.06906,200000,282448.49327571393,82448.49327571393,1.4122424663785695
2021-01-15,2,1.4083054402623432,0.0,23.493,0.0,0.06622,200000,282448.49327571393,82448.49327571393,1.4122424663785695
2021-01-16,0,0.8248652400584952,0.0,23.58,0.0,0.07349,200000,282448.49327571393,82448.49327571393,1.4122424663785695
2021-01-17,0,0.7977312376783172,0.0,23.841,0.0,0.07341,200000,282448.49327571393,82448.49327571393,1.4122424663785695
2021-01-18,0,0.9786711411667984,0.0,27.055,0.0,0.0789,200000,282448.49327571393,82448.49327571393,1.4122424663785695
2021-01-19,1,1.095554989256676,-5375.261547514824,26.273,1919329.2557469008,0.07358,200000,282448.49327571393,82448.49327571393,1.4122424663785695
2021-01-20,1,0.9394887116954893,-5375.261547514824,26.072,1919329.2557469008,0.07413,200000,282423.6967953242,82423.69679532421,1.412118483976621
2021-01-21,1,0.9453149544090489,-5375.261547514824,22.096,1919329.2557469008,0.06214,200000,238038.89910599997,38038.89910599997,1.19019449553
2021-01-22,1,0.7253421859511504,-5375.261547514824,23.469,1919329.2557469008,0.06757,200000,255841.0910694435,55841.0910694435,1.2792054553472174
2021-01-23,1,0.9212084638200586,-5375.261547514824,24.425,1919329.2557469008,0.06781,200000,261440.4801302469,61440.4801302469,1.3072024006512346
2021-01-24,1,0.6973488884769138,-5375.261547514824,24.401,1919329.2557469008,0.06907,200000,263729.8287153477,63729.828715347685,1.3186491435767385
2021-01-25,1,0.5305058267855838,-5375.261547514824,23.313,1919329.2557469008,0.06673,200000,253390.3136932038,53390.31369320379,1.2669515684660189
2021-01-26,0,0.1959009496276758,0.0,23.158,0.0,0.06785,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-01-27,0,0.0017895823205063119,0.0,21.033,0.0,0.06206,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-01-28,0,-0.1230843627010508,0.0,22.245,0.0,0.0654,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-01-29,0,-0.7830895737077618,0.0,22.549,0.0,0.06717,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-01-30,-2,-2.1870332288702654,0.0,22.864,0.0,0.07306,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-01-31,-2,-1.4046811613201955,0.0,22.276,0.0,0.06918,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-02-01,-2,-2.030620423529294,0.0,23.119,0.0,0.07504,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-02-02,-2,-1.8934760090752913,0.0,23.74,0.0,0.07761,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-02-03,-2,-1.4720068259006143,0.0,24.662,0.0,0.07951,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-02-04,-2,-1.2732999578146478,0.0,23.75,0.0,0.07633,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-02-05,0,-0.9944176057115712,0.0,26.07,0.0,0.08256,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-02-06,0,-0.9474092101001756,0.0,24.834,0.0,0.07862,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-02-07,0,-0.5270923246651484,0.0,24.526,0.0,0.07598,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-02-08,0,0.6238401674272093,0.0,27.38,0.0,0.07972,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-02-09,-2,-1.73988311024741,0.0,31.065,0.0,0.10507,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-02-10,0,-0.36794436544230896,0.0,33.39,0.0,0.10409,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-02-11,0,-0.6535850861271113,0.0,36.297,0.0,0.11555,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-02-12,0,-0.33079396134384237,0.0,37.572,0.0,0.11798,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-02-13,-2,-2.0026023205982204,0.0,42.415,0.0,0.14755,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-02-14,0,0.6729714494989443,0.0,43.942,0.0,0.13325,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-02-15,0,-0.16425434744665332,0.0,41.575,0.0,0.13161,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-02-16,0,-0.46000674116508466,0.0,40.945,0.0,0.13183,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-02-17,0,-0.4401932051165092,0.0,42.551,0.0,0.13734,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-02-18,0,0.04772316928916546,0.0,43.783,0.0,0.13907,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-02-19,0,0.5153735010548163,0.0,47.847,0.0,0.14922,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-02-20,0,0.8519714004801024,0.0,43.866,0.0,0.13506,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-02-21,2,3.61920699755985,0.0,54.9,0.0,0.13737,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-02-22,2,2.2319065676268446,0.0,46.879,0.0,0.12314,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-02-23,2,1.471802630091363,0.0,38.65,0.0,0.10557,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-02-24,2,1.21960823684563,0.0,40.619,0.0,0.1119,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-02-25,0,0.8096000793553301,0.0,38.541,0.0,0.109,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-02-26,0,0.436473690306543,0.0,37.68,0.0,0.10944,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-02-27,0,-0.34137980807354185,0.0,37.28,0.0,0.11577,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-02-28,0,-0.1073863025658345,0.0,35.261,0.0,0.10752,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-03-01,0,-0.1480168787262873,0.0,38.12,0.0,0.116,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-03-02,0,-0.08627274958057257,0.0,37.733,0.0,0.11406,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-03-03,0,-0.7235316472755112,0.0,39.6,0.0,0.12632,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-03-04,0,-0.5012931961454133,0.0,37.827,0.0,0.11836,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-03-05,0,-0.47506724748130047,0.0,37.408,0.0,0.11579,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-03-06,0,-0.25990544967024537,0.0,38.079,0.0,0.11596,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-03-07,0,-0.11738412286957597,0.0,39.279,0.0,0.11801,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-03-08,0,-0.6771502822842044,0.0,40.113,0.0,0.12544,200000,276702.31019063503,76702.31019063503,1.3835115509531752
2021-03-09,0,-0.839064443967955,0.0,42.587,0.0,0.13457,200000,276702.31019063503,76702.31019063503,1.3835115509531752
