date,statusList,zscore,MATICUSDT_position,MATICUSDT_price,ONEUSDT_position,ONEUSDT_price,init,total_asset,pnl,return
2020-01-30,2,1.8047782810716462,0.0,0.01859,0.0,0.00516,200000,194114.7095542337,-5885.290445766295,0.9705735477711686
2020-01-31,0,0.785411911165856,0.0,0.01795,0.0,0.00519,200000,194114.7095542337,-5885.290445766295,0.9705735477711686
2020-02-01,1,1.0545093104766936,-5306580.359601796,0.01829,18664875.91867632,0.0052,200000,194114.7095542337,-5885.290445766295,0.9705735477711686
2020-02-02,2,1.4969274529294956,0.0,0.01903,0.0,0.00526,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-02-03,2,2.2213547264053264,0.0,0.02199,0.0,0.00576,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-02-04,2,1.6096899548309684,0.0,0.02098,0.0,0.0056,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-02-05,2,1.2458535577296843,0.0,0.02155,0.0,0.00582,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-02-06,2,1.833229739326601,0.0,0.02449,0.0,0.00633,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-02-07,0,-0.2751157505360078,0.0,0.023,0.0,0.00677,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-02-08,0,-0.29433094210329674,0.0,0.02123,0.0,0.00626,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-02-09,0,0.01879365422538096,0.0,0.02197,0.0,0.00634,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-02-10,0,-0.21190321930924017,0.0,0.02159,0.0,0.00633,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-02-11,0,-0.03113158635514831,0.0,0.0229,0.0,0.00664,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-02-12,0,-0.4315432100248158,0.0,0.0228,0.0,0.00674,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-02-13,0,-0.853445561024256,0.0,0.02233,0.0,0.00673,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-02-14,-2,-1.5296274540301171,0.0,0.02326,0.0,0.00727,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-02-15,-2,-1.3576250974389474,0.0,0.0209,0.0,0.00647,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-02-16,0,-0.6050489716526243,0.0,0.02011,0.0,0.00596,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-02-17,0,0.10423290435596125,0.0,0.02009,0.0,0.00572,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-02-18,0,0.26898568691409536,0.0,0.02151,0.0,0.00606,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-02-19,0,0.7296015074594575,0.0,0.01996,0.0,0.00549,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-02-20,2,1.56484185198166,0.0,0.02071,0.0,0.00541,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-02-21,2,1.25111983491631,0.0,0.02074,0.0,0.00547,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-02-22,2,1.3806088858800445,0.0,0.02076,0.0,0.0054,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-02-23,2,1.9035764601988634,0.0,0.02229,0.0,0.00558,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-02-24,2,1.4011370790261857,0.0,0.02078,0.0,0.00533,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-02-25,2,1.8151220500684337,0.0,0.01907,0.0,0.0047,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-02-26,2,2.462185419277321,0.0,0.01841,0.0,0.00421,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-02-27,2,2.406644470427501,0.0,0.01962,0.0,0.0043,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-02-28,2,1.9145855486728656,0.0,0.0202,0.0,0.00448,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-02-29,2,1.6426488678905975,0.0,0.02015,0.0,0.00448,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-03-01,2,1.34499079891182,0.0,0.01935,0.0,0.00436,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-03-02,2,1.4840110009703507,0.0,0.02144,0.0,0.00467,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-03-03,2,1.9452527190695048,0.0,0.02344,0.0,0.00471,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-03-04,2,1.8308428457002703,0.0,0.02511,0.0,0.00496,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-03-05,2,1.786283809502576,0.0,0.02639,0.0,0.00511,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-03-06,1,1.1808458007911724,-3943165.527937894,0.02497,19230633.443868987,0.00512,200000,196921.68646521843,-3078.3135347815696,0.9846084323260922
2020-03-07,2,2.1494791661429082,0.0,0.02679,0.0,0.00477,200000,210828.96943141957,10828.969431419566,1.0541448471570978
2020-03-08,2,1.519380297678973,0.0,0.02143,0.0,0.00401,200000,210828.96943141957,10828.969431419566,1.0541448471570978
2020-03-09,2,1.2846824920248363,0.0,0.02053,0.0,0.00389,200000,210828.96943141957,10828.969431419566,1.0541448471570978
2020-03-10,2,1.4130149558757674,0.0,0.02061,0.0,0.00379,200000,210828.96943141957,10828.969431419566,1.0541448471570978
2020-03-11,0,0.8531910725544586,0.0,0.01899,0.0,0.00368,200000,210828.96943141957,10828.969431419566,1.0541448471570978
2020-03-12,0,0.9296617302446364,0.0,0.00914,0.0,0.00174,200000,210828.96943141957,10828.969431419566,1.0541448471570978
2020-03-13,2,1.3964162132748492,0.0,0.01087,0.0,0.00195,200000,210828.96943141957,10828.969431419566,1.0541448471570978
2020-03-14,2,1.2467191381293823,0.0,0.00983,0.0,0.00177,200000,210828.96943141957,10828.969431419566,1.0541448471570978
2020-03-15,0,0.8621695236379203,0.0,0.00986,0.0,0.00183,200000,210828.96943141957,10828.969431419566,1.0541448471570978
2020-03-16,0,0.03478607109179759,0.0,0.00813,0.0,0.00161,200000,210828.96943141957,10828.969431419566,1.0541448471570978
2020-03-17,0,-0.2945443064596266,0.0,0.00921,0.0,0.00186,200000,210828.96943141957,10828.969431419566,1.0541448471570978
2020-03-18,-1,-1.1033695355689002,11558605.780231336,0.00912,-53782900.36515805,0.00196,200000,210828.96943141957,10828.969431419566,1.0541448471570978
2020-03-19,-1,-1.1103551913800425,11558605.780231336,0.01121,-53782900.36515805,0.0024,200000,258650.93167277257,58650.93167277257,1.2932546583638629
2020-03-20,-1,-0.8965598036423311,11558605.780231336,0.01085,-53782900.36515805,0.00227,200000,247498.0565444188,47498.056544418796,1.237490282722094
2020-03-21,-1,-0.2309968662631853,11558605.780231336,0.01121,-53782900.36515805,0.00222,200000,248970.00960704417,48970.009607044165,1.2448500480352207
2020-03-22,0,0.10281063739081034,0.0,0.01005,0.0,0.00194,200000,199003.80804850126,-996.1919514987385,0.9950190402425063
2020-03-23,0,0.3166060979518761,0.0,0.01114,0.0,0.00212,200000,199003.80804850126,-996.1919514987385,0.9950190402425063
2020-03-24,0,-0.09673769640032996,0.0,0.01126,0.0,0.00219,200000,199003.80804850126,-996.1919514987385,0.9950190402425063
2020-03-25,0,-0.08614228500845639,0.0,0.01147,0.0,0.00223,200000,199003.80804850126,-996.1919514987385,0.9950190402425063
2020-03-26,0,0.7246244115909733,0.0,0.01187,0.0,0.0022,200000,199003.80804850126,-996.1919514987385,0.9950190402425063
2020-03-27,0,-0.26264648850781647,0.0,0.01076,0.0,0.00211,200000,199003.80804850126,-996.1919514987385,0.9950190402425063
2020-03-28,0,-0.6311546530082388,0.0,0.01062,0.0,0.00213,200000,199003.80804850126,-996.1919514987385,0.9950190402425063
2020-03-29,0,-0.41423510180152817,0.0,0.01001,0.0,0.00199,200000,199003.80804850126,-996.1919514987385,0.9950190402425063
2020-03-30,0,-0.5819039212891847,0.0,0.01068,0.0,0.00215,200000,199003.80804850126,-996.1919514987385,0.9950190402425063
2020-03-31,0,-0.03531011513691137,0.0,0.01097,0.0,0.00215,200000,199003.80804850126,-996.1919514987385,0.9950190402425063
2020-04-01,0,-0.014318814974688213,0.0,0.01122,0.0,0.0022,200000,199003.80804850126,-996.1919514987385,0.9950190402425063
2020-04-02,0,-0.4600887867118922,0.0,0.01153,0.0,0.00232,200000,199003.80804850126,-996.1919514987385,0.9950190402425063
2020-04-03,-2,-1.5494354203677523,0.0,0.01158,0.0,0.00246,200000,199003.80804850126,-996.1919514987385,0.9950190402425063
2020-04-04,0,-0.35295453371376156,0.0,0.01171,0.0,0.00237,200000,199003.80804850126,-996.1919514987385,0.9950190402425063
2020-04-05,0,-0.7177186366638425,0.0,0.01142,0.0,0.00235,200000,199003.80804850126,-996.1919514987385,0.9950190402425063
2020-04-06,2,1.7859697181815795,0.0,0.01351,0.0,0.0025,200000,199003.80804850126,-996.1919514987385,0.9950190402425063
2020-04-07,2,1.4023582880871384,0.0,0.01294,0.0,0.00242,200000,199003.80804850126,-996.1919514987385,0.9950190402425063
2020-04-08,2,2.200689605415546,0.0,0.01373,0.0,0.00246,200000,199003.80804850126,-996.1919514987385,0.9950190402425063
2020-04-09,2,1.4231094147961785,0.0,0.0135,0.0,0.00248,200000,199003.80804850126,-996.1919514987385,0.9950190402425063
2020-04-10,0,0.9340598194113768,0.0,0.012,0.0,0.00224,200000,199003.80804850126,-996.1919514987385,0.9950190402425063
2020-04-11,1,1.182881612350462,-8135887.491762113,0.01223,44223068.4552225,0.00225,200000,199003.80804850126,-996.1919514987385,0.9950190402425063
2020-04-12,1,1.1821212526672427,-8135887.491762113,0.01222,44223068.4552225,0.00224,200000,198480.21848903142,-1519.7815109685762,0.9924010924451572
2020-04-13,2,1.5818583154982209,0.0,0.01199,0.0,0.00214,200000,201915.73258055287,1915.7325805528671,1.0095786629027643
2020-04-14,2,1.5380203474464185,0.0,0.01208,0.0,0.00214,200000,201915.73258055287,1915.7325805528671,1.0095786629027643
2020-04-15,1,1.195700409884911,-8673356.210504849,0.01164,48305199.18195045,0.00209,200000,201915.73258055287,1915.7325805528671,1.0095786629027643
2020-04-16,2,1.3226762552764915,0.0,0.0126,0.0,0.00223,200000,203479.4266571644,3479.426657164411,1.017397133285822
2020-04-17,2,1.50980989041399,0.0,0.01274,0.0,0.00221,200000,203479.4266571644,3479.426657164411,1.017397133285822
2020-04-18,2,1.5502816587780766,0.0,0.01338,0.0,0.00229,200000,203479.4266571644,3479.426657164411,1.017397133285822
2020-04-19,0,0.29140634376239166,0.0,0.01287,0.0,0.00236,200000,203479.4266571644,3479.426657164411,1.017397133285822
2020-04-20,0,0.486568164204357,0.0,0.01201,0.0,0.00217,200000,203479.4266571644,3479.426657164411,1.017397133285822
2020-04-21,0,0.3034325000670966,0.0,0.01198,0.0,0.00218,200000,203479.4266571644,3479.426657164411,1.017397133285822
2020-04-22,-2,-1.2012074184469022,0.0,0.01277,0.0,0.00253,200000,203479.4266571644,3479.426657164411,1.017397133285822
2020-04-23,0,-0.20890303877285296,0.0,0.01428,0.0,0.00265,200000,203479.4266571644,3479.426657164411,1.017397133285822
2020-04-24,1,1.1096862045027074,-6930498.183145926,0.01468,39742075.51897742,0.00256,200000,203479.4266571644,3479.426657164411,1.017397133285822
2020-04-25,1,0.9850598419580163,-6930498.183145926,0.01505,39742075.51897742,0.00264,200000,209223.07702644658,9223.077026446583,1.046115385132233
2020-04-26,2,1.8698965868688808,0.0,0.01563,0.0,0.00264,200000,206884.03388963488,6884.033889634884,1.0344201694481745
2020-04-27,2,2.1897600411505467,0.0,0.01544,0.0,0.00254,200000,206884.03388963488,6884.033889634884,1.0344201694481745
2020-04-28,2,2.2992371636997255,0.0,0.01571,0.0,0.00252,200000,206884.03388963488,6884.033889634884,1.0344201694481745
2020-04-29,2,2.134550846497214,0.0,0.01642,0.0,0.0026,200000,206884.03388963488,6884.033889634884,1.0344201694481745
2020-04-30,2,1.2813759438615047,0.0,0.01543,0.0,0.00253,200000,206884.03388963488,6884.033889634884,1.0344201694481745
2020-05-01,2,1.4028018702211646,0.0,0.01585,0.0,0.00256,200000,206884.03388963488,6884.033889634884,1.0344201694481745
2020-05-02,2,2.3317039181426686,0.0,0.01691,0.0,0.00253,200000,206884.03388963488,6884.033889634884,1.0344201694481745
2020-05-03,2,2.5070866977052986,0.0,0.01711,0.0,0.00243,200000,206884.03388963488,6884.033889634884,1.0344201694481745
2020-05-04,2,2.0721616299072476,0.0,0.01697,0.0,0.00241,200000,206884.03388963488,6884.033889634884,1.0344201694481745
2020-05-05,2,1.654303652174782,0.0,0.01696,0.0,0.00244,200000,206884.03388963488,6884.033889634884,1.0344201694481745
2020-05-06,1,1.109122429032424,-6070540.900517455,0.01704,40725203.521581665,0.00254,200000,206884.03388963488,6884.033889634884,1.0344201694481745
2020-05-07,2,1.215096007162243,0.0,0.0174,0.0,0.00254,200000,209069.42861382113,9069.428613821132,1.0453471430691057
2020-05-08,1,1.0359657198209935,-5839928.173570423,0.0179,39747039.660422266,0.00263,200000,209069.42861382113,9069.428613821132,1.0453471430691057
2020-05-09,0,-0.3846252223939083,0.0,0.01722,0.0,0.00289,200000,194764.04714408345,-5235.952855916548,0.9738202357204173
2020-05-10,0,-0.6396835153784057,0.0,0.01533,0.0,0.00263,200000,194764.04714408345,-5235.952855916548,0.9738202357204173
2020-05-11,-1,-1.17439668301409,6487809.698337223,0.01501,-35802214.54854475,0.00272,200000,194764.04714408345,-5235.952855916548,0.9738202357204173
2020-05-12,0,0.3702135407458812,0.0,0.01727,0.0,0.00267,200000,178311.48649841407,-21688.513501585927,0.8915574324920703
2020-05-13,2,1.6185951199378914,0.0,0.0203,0.0,0.00282,200000,178311.48649841407,-21688.513501585927,0.8915574324920703
2020-05-14,0,-0.5326896789996982,0.0,0.02014,0.0,0.00329,200000,178311.48649841407,-21688.513501585927,0.8915574324920703
2020-05-15,-1,-1.180349139700326,4645948.058843515,0.01919,-27016891.893699102,0.0033,200000,178311.48649841407,-21688.513501585927,0.8915574324920703
2020-05-16,-1,-0.7819764685744304,4645948.058843515,0.01998,-27016891.893699102,0.00332,200000,182522.12330277445,-17477.876697225554,0.9126106165138722
2020-05-17,-1,-0.2078669584119491,4645948.058843515,0.02025,-27016891.893699102,0.00321,200000,180804.6711703553,-19195.328829644714,0.9040233558517764
2020-05-18,-1,-0.9124232215186528,4645948.058843515,0.02064,-27016891.893699102,0.00347,200000,189640.98280566602,-10359.017194333981,0.9482049140283301
2020-05-19,0,0.40248745931488306,0.0,0.02226,0.0,0.00337,200000,165939.60839032344,-34060.39160967656,0.8296980419516172
2020-05-20,0,-0.2510461833601046,0.0,0.02084,0.0,0.00331,200000,165939.60839032344,-34060.39160967656,0.8296980419516172
2020-05-21,-1,-1.1945726316390322,4323595.841332033,0.01919,-25066406.101257317,0.00331,200000,165939.60839032344,-34060.39160967656,0.8296980419516172
2020-05-22,-2,-1.3307384618161902,0.0,0.02039,0.0,0.00361,200000,168271.2152111022,-31728.784788897814,0.841356076055511
2020-05-23,-1,-1.1228518077280636,4194197.786916804,0.02006,-23902161.251577016,0.00352,200000,168271.2152111022,-31728.784788897814,0.841356076055511
2020-05-24,-1,-1.1413261596871542,4194197.786916804,0.01927,-23902161.251577016,0.00342,200000,162567.5828342802,-37432.41716571979,0.812837914171401
2020-05-25,-1,-1.1412736188188402,4194197.786916804,0.02132,-23902161.251577016,0.00382,200000,180726.55279809044,-19273.447201909556,0.9036327639904522
2020-05-26,0,1.4955675645146993,0.0,0.02582,0.0,0.00374,200000,149371.11143380834,-50628.88856619166,0.7468555571690417
2020-05-27,0,-0.5191375795697227,0.0,0.0244,0.0,0.00417,200000,149371.11143380834,-50628.88856619166,0.7468555571690417
2020-05-28,0,0.6170128692275214,0.0,0.02518,0.0,0.00396,200000,149371.11143380834,-50628.88856619166,0.7468555571690417
2020-05-29,2,1.7082390693178062,0.0,0.02588,0.0,0.00371,200000,149371.11143380834,-50628.88856619166,0.7468555571690417
2020-05-30,0,-0.22156808059614636,0.0,0.02412,0.0,0.004,200000,149371.11143380834,-50628.88856619166,0.7468555571690417
2020-05-31,-1,-1.124480902547289,3646755.650239461,0.02048,-20405889.540137753,0.00366,200000,149371.11143380834,-50628.88856619166,0.7468555571690417
2020-06-01,-1,-1.1135997533449227,3646755.650239461,0.02178,-20405889.540137753,0.00393,200000,159621.48395495684,-40378.51604504316,0.7981074197747842
2020-06-02,-1,-0.9044932791430744,3646755.650239461,0.02081,-20405889.540137753,0.0037,200000,151390.77637999287,-48609.223620007135,0.7569538818999644
2020-06-03,-1,-0.5897261683350339,3646755.650239461,0.02164,-20405889.540137753,0.00377,200000,155845.99583750125,-44154.00416249875,0.7792299791875062
2020-06-04,-1,-0.4014908771533961,3646755.650239461,0.02172,-20405889.540137753,0.00373,200000,155321.5007079149,-44678.49929208509,0.7766075035395745
2020-06-05,-1,-0.9058524042925727,3646755.650239461,0.02061,-20405889.540137753,0.0037,200000,150661.42524994496,-49338.574750055035,0.7533071262497248
2020-06-06,-2,-1.2426252831728488,0.0,0.02067,0.0,0.00386,200000,152759.40576829042,-47240.594231709576,0.7637970288414522
2020-06-07,-2,-1.5111001491637572,0.0,0.02031,0.0,0.00395,200000,152759.40576829042,-47240.594231709576,0.7637970288414522
2020-06-08,-2,-1.456446805810336,0.0,0.02032,0.0,0.00399,200000,152759.40576829042,-47240.594231709576,0.7637970288414522
2020-06-09,-1,-1.1775747267277565,3790555.974399266,0.02015,-19584539.201062877,0.0039,200000,152759.40576829042,-47240.594231709576,0.7637970288414522
2020-06-10,-1,-0.7072374495530962,3790555.974399266,0.02129,-19584539.201062877,0.00396,200000,158255.71193116938,-41744.28806883062,0.7912785596558469
2020-06-11,-1,-0.5108482512613756,3790555.974399266,0.01962,-19584539.201062877,0.00359,200000,144679.20394952933,-55320.79605047067,0.7233960197476467
2020-06-12,-1,-0.4967087487457876,3790555.974399266,0.02047,-19584539.201062877,0.00375,200000,151034.70279993874,-48965.297200061264,0.7551735139996937
2020-06-13,-2,-1.6961263162281799,0.0,0.02066,0.0,0.00438,200000,160226.801037857,-39773.19896214301,0.8011340051892849
2020-06-14,-2,-1.2588047117364667,0.0,0.02056,0.0,0.0042,200000,160226.801037857,-39773.19896214301,0.8011340051892849
2020-06-15,-2,-1.3661836617100274,0.0,0.0204,0.0,0.00425,200000,160226.801037857,-39773.19896214301,0.8011340051892849
2020-06-16,-2,-1.5772570332625409,0.0,0.0206,0.0,0.00451,200000,160226.801037857,-39773.19896214301,0.8011340051892849
2020-06-17,-1,-1.0946421880574897,3864611.698935287,0.02073,-18501940.073655542,0.00433,200000,160226.801037857,-39773.19896214301,0.8011340051892849
2020-06-18,-2,-1.5226201618541837,0.0,0.02041,0.0,0.00442,200000,163128.65138814528,-36871.348611854715,0.8156432569407264
2020-06-19,-2,-2.1713818769762647,0.0,0.02027,0.0,0.00483,200000,163128.65138814528,-36871.348611854715,0.8156432569407264
2020-06-20,-1,-1.0767305750364753,3610638.587608351,0.02259,-16748321.497756189,0.00487,200000,163128.65138814528,-36871.348611854715,0.8156432569407264
2020-06-21,-2,-1.4916685650890467,0.0,0.02137,0.0,0.0049,200000,168036.08010996014,-31963.919890039862,0.8401804005498007
2020-06-22,-1,-1.1784473791759222,3782892.3932904126,0.02221,-16837282.576148313,0.00499,200000,168036.08010996014,-31963.919890039862,0.8401804005498007
2020-06-23,-1,-0.7750273815639365,3782892.3932904126,0.02261,-16837282.576148313,0.00491,200000,168202.25446118446,-31797.745538815536,0.8410112723059223
2020-06-24,-1,-0.3173769749314576,3782892.3932904126,0.02239,-16837282.576148313,0.00469,200000,163665.81596790793,-36334.184032092075,0.8183290798395396
2020-06-25,-1,-0.5283670979925558,3782892.3932904126,0.02157,-16837282.576148313,0.00463,200000,159553.60725084087,-40446.39274915913,0.7977680362542043
2020-06-26,0,-0.034616417383872194,0.0,0.02081,0.0,0.00432,200000,162051.15013454738,-37948.84986545262,0.8102557506727369
2020-06-27,0,0.20049251611776536,0.0,0.01935,0.0,0.00396,200000,162051.15013454738,-37948.84986545262,0.8102557506727369
2020-06-28,-2,-1.2863402157796011,0.0,0.02003,0.0,0.00464,200000,162051.15013454738,-37948.84986545262,0.8102557506727369
2020-06-29,0,-0.9512896056265994,0.0,0.01963,0.0,0.00446,200000,162051.15013454738,-37948.84986545262,0.8102557506727369
2020-06-30,-2,-1.284049573481893,0.0,0.01895,0.0,0.00446,200000,162051.15013454738,-37948.84986545262,0.8102557506727369
2020-07-01,-2,-1.953072888044464,0.0,0.01869,0.0,0.00469,200000,162051.15013454738,-37948.84986545262,0.8102557506727369
2020-07-02,-2,-2.685549099224751,0.0,0.01886,0.0,0.00516,200000,162051.15013454738,-37948.84986545262,0.8102557506727369
2020-07-03,-2,-2.1566652435271974,0.0,0.01923,0.0,0.00524,200000,162051.15013454738,-37948.84986545262,0.8102557506727369
2020-07-04,-2,-1.603819281068684,0.0,0.01955,0.0,0.00515,200000,162051.15013454738,-37948.84986545262,0.8102557506727369
2020-07-05,-2,-1.2674564303960085,0.0,0.01908,0.0,0.00493,200000,162051.15013454738,-37948.84986545262,0.8102557506727369
2020-07-06,-1,-1.1968563324914896,4067548.949160326,0.01992,-15642002.908740096,0.00518,200000,162051.15013454738,-37948.84986545262,0.8102557506727369
2020-07-07,-2,-1.5392395717632226,0.0,0.0201,0.0,0.00554,200000,166950.11237084496,-33049.88762915504,0.8347505618542248
2020-07-08,-2,-1.5909059353370614,0.0,0.02164,0.0,0.00616,200000,166950.11237084496,-33049.88762915504,0.8347505618542248
2020-07-09,-2,-1.6509823013847384,0.0,0.02064,0.0,0.0061,200000,166950.11237084496,-33049.88762915504,0.8347505618542248
2020-07-10,-2,-1.399516532909565,0.0,0.02115,0.0,0.00618,200000,166950.11237084496,-33049.88762915504,0.8347505618542248
2020-07-11,-1,-1.0511253424860507,3909838.6972094835,0.02135,-13843292.899738388,0.00603,200000,166950.11237084496,-33049.88762915504,0.8347505618542248
2020-07-12,-1,-0.989510640206391,3909838.6972094835,0.02122,-13843292.899738388,0.00603,200000,166441.8333402077,-33558.1666597923,0.8322091667010385
2020-07-13,-1,-0.5748961657452535,3909838.6972094835,0.02235,-13843292.899738388,0.00605,200000,171136.81692604918,-28863.183073950815,0.8556840846302459
2020-07-14,-1,-0.2731497777857069,3909838.6972094835,0.02238,-13843292.899738388,0.00588,200000,168900.75229400996,-31099.24770599004,0.8445037614700498
2020-07-15,0,0.13378091799775216,0.0,0.02223,0.0,0.00562,200000,157833.70422840788,-42166.29577159212,0.7891685211420394
2020-07-16,0,-0.7489633998955866,0.0,0.02091,0.0,0.00589,200000,157833.70422840788,-42166.29577159212,0.7891685211420394
2020-07-17,0,-0.4406973417160142,0.0,0.02114,0.0,0.0058,200000,157833.70422840788,-42166.29577159212,0.7891685211420394
2020-07-18,0,-0.21879901013369446,0.0,0.02144,0.0,0.00582,200000,157833.70422840788,-42166.29577159212,0.7891685211420394
2020-07-19,-2,-1.6766295002143954,0.0,0.02126,0.0,0.00643,200000,157833.70422840788,-42166.29577159212,0.7891685211420394
2020-07-20,-2,-1.9276237744428646,0.0,0.0216,0.0,0.00667,200000,157833.70422840788,-42166.29577159212,0.7891685211420394
2020-07-21,-2,-2.6300107658138314,0.0,0.02128,0.0,0.00721,200000,157833.70422840788,-42166.29577159212,0.7891685211420394
2020-07-22,-2,-2.0510747437724572,0.0,0.02122,0.0,0.0071,200000,157833.70422840788,-42166.29577159212,0.7891685211420394
2020-07-23,-2,-1.498909984337811,0.0,0.0211,0.0,0.00684,200000,157833.70422840788,-42166.29577159212,0.7891685211420394
2020-07-24,-2,-2.2075465533717264,0.0,0.02062,0.0,0.00754,200000,157833.70422840788,-42166.29577159212,0.7891685211420394
2020-07-25,-2,-2.0542361592686613,0.0,0.02091,0.0,0.00786,200000,157833.70422840788,-42166.29577159212,0.7891685211420394
2020-07-26,-2,-1.696607419868494,0.0,0.02072,0.0,0.00766,200000,157833.70422840788,-42166.29577159212,0.7891685211420394
2020-07-27,-2,-2.6773920037953345,0.0,0.01995,0.0,0.0101,200000,157833.70422840788,-42166.29577159212,0.7891685211420394
2020-07-28,-2,-1.8293817430495487,0.0,0.02047,0.0,0.00917,200000,157833.70422840788,-42166.29577159212,0.7891685211420394
2020-07-29,-2,-1.3230065581365804,0.0,0.02034,0.0,0.00841,200000,157833.70422840788,-42166.29577159212,0.7891685211420394
2020-07-30,-2,-1.3078484093743712,0.0,0.02041,0.0,0.00872,200000,157833.70422840788,-42166.29577159212,0.7891685211420394
