date,statusList,zscore,MATICUSDT_position,MATICUSDT_price,ONEUSDT_position,ONEUSDT_price,init,total_asset,pnl,return
2020-07-31,-1,-1.1915149708064028,3897128.499466861,0.02025,-9081340.864695506,0.00869,200000,157833.70422840788,-42166.29577159212,0.7891685211420394
2020-08-01,-1,-0.8043765937918467,3897128.499466861,0.02109,-9081340.864695506,0.0084,200000,158473.70331719835,-41526.29668280165,0.7923685165859917
2020-08-02,-1,-0.7560277289598931,3897128.499466861,0.02002,-9081340.864695506,0.00804,200000,151034.49311147843,-48965.50688852157,0.7551724655573921
2020-08-03,-1,-0.5766303090193479,3897128.499466861,0.02043,-9081340.864695506,0.00801,200000,152359.87557031898,-47640.12442968102,0.7617993778515949
2020-08-04,-1,-0.5952934092316141,3897128.499466861,0.02067,-9081340.864695506,0.00826,200000,155565.5216263649,-44434.478373635095,0.7778276081318245
2020-08-05,-1,-0.8070169198611534,3897128.499466861,0.0213,-9081340.864695506,0.00903,200000,165013.34504684457,-34986.654953155434,0.8250667252342229
2020-08-06,-1,-0.9897600091744704,3897128.499466861,0.02176,-9081340.864695506,0.0097,200000,172890.52253594532,-27109.477464054682,0.8644526126797266
2020-08-07,-1,-1.1624811670907296,3897128.499466861,0.02135,-9081340.864695506,0.00987,200000,172836.52779816213,-27163.472201837867,0.8641826389908107
2020-08-08,-1,-0.840954818073082,3897128.499466861,0.02287,-9081340.864695506,0.01013,200000,181121.31174217258,-18878.688257827424,0.9056065587108629
2020-08-09,-1,-0.9510276257877027,3897128.499466861,0.02268,-9081340.864695506,0.01029,200000,181833.87186562514,-18166.128134374856,0.9091693593281257
2020-08-10,-1,-1.0774894631321026,3897128.499466861,0.02449,-9081340.864695506,0.01145,200000,199422.029852707,-577.9701472930028,0.997110149263535
2020-08-11,-1,-1.1632938104220094,3897128.499466861,0.02303,-9081340.864695506,0.011,200000,189645.61885437235,-10354.381145627645,0.9482280942718617
2020-08-12,-1,-0.47455312968068275,3897128.499466861,0.02528,-9081340.864695506,0.01119,200000,200139.61274246496,139.61274246496032,1.0006980637123248
2020-08-13,-1,-0.34258624285591993,3897128.499466861,0.02715,-9081340.864695506,0.01196,200000,214419.8755022835,14419.87550228351,1.0720993775114176
2020-08-14,-1,-1.0459383441107568,3897128.499466861,0.0282,-9081340.864695506,0.0133,200000,230680.8571854157,30680.85718541569,1.1534042859270786
2020-08-15,0,0.3717808175275019,0.0,0.03005,0.0,0.0128,200000,156966.1558875312,-43033.844112468796,0.784830779437656
2020-08-16,0,0.043408294663013755,0.0,0.03014,0.0,0.01303,200000,156966.1558875312,-43033.844112468796,0.784830779437656
2020-08-17,0,-0.1500568438674704,0.0,0.02874,0.0,0.01255,200000,156966.1558875312,-43033.844112468796,0.784830779437656
2020-08-18,0,0.14992958772488427,0.0,0.02674,0.0,0.0115,200000,156966.1558875312,-43033.844112468796,0.784830779437656
2020-08-19,0,0.15812836815080242,0.0,0.02479,0.0,0.01066,200000,156966.1558875312,-43033.844112468796,0.784830779437656
2020-08-20,0,-0.5796213331006856,0.0,0.02667,0.0,0.012,200000,156966.1558875312,-43033.844112468796,0.784830779437656
2020-08-21,0,0.5770402364042176,0.0,0.02477,0.0,0.01048,200000,156966.1558875312,-43033.844112468796,0.784830779437656
2020-08-22,2,1.4577268329706476,0.0,0.02615,0.0,0.01059,200000,156966.1558875312,-43033.844112468796,0.784830779437656
2020-08-23,0,0.9562257013227011,0.0,0.0253,0.0,0.0106,200000,156966.1558875312,-43033.844112468796,0.784830779437656
2020-08-24,2,1.710613973902913,0.0,0.02794,0.0,0.01136,200000,156966.1558875312,-43033.844112468796,0.784830779437656
2020-08-25,2,2.1823625616321296,0.0,0.0257,0.0,0.01007,200000,156966.1558875312,-43033.844112468796,0.784830779437656
2020-08-26,2,1.6326011533672184,0.0,0.02739,0.0,0.01089,200000,156966.1558875312,-43033.844112468796,0.784830779437656
2020-08-27,0,0.2200265403837825,0.0,0.02579,0.0,0.01102,200000,156966.1558875312,-43033.844112468796,0.784830779437656
2020-08-28,2,1.2827849058367335,0.0,0.02684,0.0,0.01077,200000,156966.1558875312,-43033.844112468796,0.784830779437656
2020-08-29,2,2.0472285225182305,0.0,0.02753,0.0,0.01041,200000,156966.1558875312,-43033.844112468796,0.784830779437656
2020-08-30,2,1.3853955611624362,0.0,0.02718,0.0,0.01058,200000,156966.1558875312,-43033.844112468796,0.784830779437656
2020-08-31,2,1.6558445193090279,0.0,0.02652,0.0,0.01009,200000,156966.1558875312,-43033.844112468796,0.784830779437656
2020-09-01,0,0.78748127460684,0.0,0.02548,0.0,0.01012,200000,156966.1558875312,-43033.844112468796,0.784830779437656
2020-09-02,-1,-1.1337320754301667,3349683.2242324203,0.02343,-7524743.810524027,0.01043,200000,156966.1558875312,-43033.844112468796,0.784830779437656
2020-09-03,0,-0.11842817827215656,0.0,0.01908,0.0,0.00793,200000,152725.41838663217,-47274.58161336783,0.7636270919331608
2020-09-04,0,-0.6626830826284595,0.0,0.01924,0.0,0.00823,200000,152725.41838663217,-47274.58161336783,0.7636270919331608
2020-09-05,2,1.245888032470562,0.0,0.01797,0.0,0.00693,200000,152725.41838663217,-47274.58161336783,0.7636270919331608
2020-09-06,1,1.186549117941207,-4087939.4643102833,0.01868,10635474.818010597,0.00718,200000,152725.41838663217,-47274.58161336783,0.7636270919331608
2020-09-07,2,2.3536742697000315,0.0,0.0188,0.0,0.00665,200000,158852.77277589502,-41147.22722410498,0.7942638638794751
2020-09-08,2,2.201366511124041,0.0,0.01821,0.0,0.00633,200000,158852.77277589502,-41147.22722410498,0.7942638638794751
2020-09-09,2,2.590378357224672,0.0,0.02005,0.0,0.00656,200000,158852.77277589502,-41147.22722410498,0.7942638638794751
2020-09-10,2,1.8633961064604512,0.0,0.02038,0.0,0.00685,200000,158852.77277589502,-41147.22722410498,0.7942638638794751
2020-09-11,2,1.2968612322330135,0.0,0.02107,0.0,0.0073,200000,158852.77277589502,-41147.22722410498,0.7942638638794751
2020-09-12,0,0.30076521804307227,0.0,0.02098,0.0,0.00784,200000,158852.77277589502,-41147.22722410498,0.7942638638794751
2020-09-13,0,0.19766967780457445,0.0,0.01976,0.0,0.00742,200000,158852.77277589502,-41147.22722410498,0.7942638638794751
2020-09-14,0,0.9342383772583942,0.0,0.02009,0.0,0.00707,200000,158852.77277589502,-41147.22722410498,0.7942638638794751
2020-09-15,2,1.7786655739115471,0.0,0.02045,0.0,0.00661,200000,158852.77277589502,-41147.22722410498,0.7942638638794751
2020-09-16,2,1.8883313135021849,0.0,0.01981,0.0,0.00621,200000,158852.77277589502,-41147.22722410498,0.7942638638794751
2020-09-17,2,2.2612335514047253,0.0,0.02044,0.0,0.00597,200000,158852.77277589502,-41147.22722410498,0.7942638638794751
2020-09-18,2,2.0639809403154166,0.0,0.02103,0.0,0.00602,200000,158852.77277589502,-41147.22722410498,0.7942638638794751
2020-09-19,2,1.732341952278506,0.0,0.02088,0.0,0.00601,200000,158852.77277589502,-41147.22722410498,0.7942638638794751
2020-09-20,2,2.3932012231266477,0.0,0.02188,0.0,0.00553,200000,158852.77277589502,-41147.22722410498,0.7942638638794751
2020-09-21,2,1.5535282539799522,0.0,0.01881,0.0,0.00511,200000,158852.77277589502,-41147.22722410498,0.7942638638794751
2020-09-22,1,1.000166769057855,-4054435.2418554113,0.01959,14057767.502291596,0.00565,200000,158852.77277589502,-41147.22722410498,0.7942638638794751
2020-09-23,2,1.5496816130785542,0.0,0.01769,0.0,0.00467,200000,164925.95796861552,-35074.04203138448,0.8246297898430777
2020-09-24,1,1.1804463898846709,-4351608.389673232,0.01895,15950286.070465717,0.00517,200000,164925.95796861552,-35074.04203138448,0.8246297898430777
2020-09-25,1,0.7314673859902422,-4351608.389673232,0.01912,15950286.070465717,0.00545,200000,170131.81149459037,-29868.188505409635,0.8506590574729518
2020-09-26,1,0.6502825817582483,-4351608.389673232,0.01883,15950286.070465717,0.00537,200000,167593.82217594783,-32406.177824052167,0.8379691108797391
2020-09-27,1,0.949662965546855,-4351608.389673232,0.01875,15950286.070465717,0.00512,200000,163258.1219871576,-36741.87801284241,0.816290609935788
2020-09-28,1,1.0887975005770647,-4351608.389673232,0.01884,15950286.070465717,0.00501,200000,161895.23527447693,-38104.76472552307,0.8094761763723847
2020-09-29,1,1.180004893190752,-4351608.389673232,0.01962,15950286.070465717,0.0051,200000,166725.01556476398,-33274.98443523602,0.8336250778238199
2020-09-30,1,0.35941412086891145,-4351608.389673232,0.02014,15950286.070465717,0.00568,200000,178239.0178482642,-21760.982151735807,0.891195089241321
2020-10-01,0,0.10924093588990605,0.0,0.01898,0.0,0.00546,200000,160430.92325987064,-39569.076740129356,0.8021546162993533
2020-10-02,0,-0.6818838372284225,0.0,0.01819,0.0,0.00561,200000,160430.92325987064,-39569.076740129356,0.8021546162993533
2020-10-03,0,-0.31707153742157573,0.0,0.01849,0.0,0.00541,200000,160430.92325987064,-39569.076740129356,0.8021546162993533
2020-10-04,0,-0.337351393010088,0.0,0.01858,0.0,0.00537,200000,160430.92325987064,-39569.076740129356,0.8021546162993533
2020-10-05,0,-0.07370237154437412,0.0,0.01884,0.0,0.00532,200000,160430.92325987064,-39569.076740129356,0.8021546162993533
2020-10-06,2,1.3973741282866778,0.0,0.01716,0.0,0.00447,200000,160430.92325987064,-39569.076740129356,0.8021546162993533
2020-10-07,0,-0.2724124069736831,0.0,0.01695,0.0,0.00478,200000,160430.92325987064,-39569.076740129356,0.8021546162993533
2020-10-08,-2,-1.9750892156217612,0.0,0.01662,0.0,0.00521,200000,160430.92325987064,-39569.076740129356,0.8021546162993533
2020-10-09,-2,-1.8861699570951898,0.0,0.01705,0.0,0.00541,200000,160430.92325987064,-39569.076740129356,0.8021546162993533
2020-10-10,-2,-1.379225726752436,0.0,0.0172,0.0,0.00531,200000,160430.92325987064,-39569.076740129356,0.8021546162993533
2020-10-11,0,-0.7299579649900879,0.0,0.0178,0.0,0.0053,200000,160430.92325987064,-39569.076740129356,0.8021546162993533
2020-10-12,0,-0.5974492240996208,0.0,0.01785,0.0,0.00528,200000,160430.92325987064,-39569.076740129356,0.8021546162993533
2020-10-13,-1,-1.0840611452521998,4537073.621602676,0.01768,-14772644.867391404,0.00543,200000,160430.92325987064,-39569.076740129356,0.8021546162993533
2020-10-14,-2,-1.3625935753699643,0.0,0.01712,0.0,0.00541,200000,162676.23159062033,-37323.76840937967,0.8133811579531016
2020-10-15,0,-0.39958236348191406,0.0,0.01718,0.0,0.00511,200000,162676.23159062033,-37323.76840937967,0.8133811579531016
2020-10-16,0,-0.13147646485223094,0.0,0.01622,0.0,0.00475,200000,162676.23159062033,-37323.76840937967,0.8133811579531016
2020-10-17,0,-0.5976519975474213,0.0,0.01673,0.0,0.00507,200000,162676.23159062033,-37323.76840937967,0.8133811579531016
2020-10-18,-2,-1.409190297966704,0.0,0.01688,0.0,0.00544,200000,162676.23159062033,-37323.76840937967,0.8133811579531016
2020-10-19,-2,-1.298112252222118,0.0,0.01624,0.0,0.00521,200000,162676.23159062033,-37323.76840937967,0.8133811579531016
2020-10-20,0,-0.2994056570817268,0.0,0.01559,0.0,0.00474,200000,162676.23159062033,-37323.76840937967,0.8133811579531016
2020-10-21,0,0.5499616442973283,0.0,0.01633,0.0,0.00475,200000,162676.23159062033,-37323.76840937967,0.8133811579531016
2020-10-22,2,1.3766873682267398,0.0,0.01735,0.0,0.0048,200000,162676.23159062033,-37323.76840937967,0.8133811579531016
2020-10-23,0,0.7988087669440088,0.0,0.01701,0.0,0.00484,200000,162676.23159062033,-37323.76840937967,0.8133811579531016
2020-10-24,2,1.5276597561050493,0.0,0.01767,0.0,0.0048,200000,162676.23159062033,-37323.76840937967,0.8133811579531016
2020-10-25,2,1.3736372085669368,0.0,0.01727,0.0,0.00471,200000,162676.23159062033,-37323.76840937967,0.8133811579531016
2020-10-26,0,0.9776547403033409,0.0,0.01652,0.0,0.00466,200000,162676.23159062033,-37323.76840937967,0.8133811579531016
2020-10-27,2,1.7041021059826893,0.0,0.01582,0.0,0.00427,200000,162676.23159062033,-37323.76840937967,0.8133811579531016
2020-10-28,1,1.0641544480406244,-5400937.303805456,0.01506,19458879.37686846,0.00418,200000,162676.23159062033,-37323.76840937967,0.8133811579531016
2020-10-29,0,-0.7334302660073183,0.0,0.01383,0.0,0.00424,200000,154865.54594432752,-45134.45405567248,0.7743277297216375
2020-10-30,0,-0.566227877599196,0.0,0.01385,0.0,0.0042,200000,154865.54594432752,-45134.45405567248,0.7743277297216375
2020-10-31,-2,-1.394074871822425,0.0,0.01374,0.0,0.00441,200000,154865.54594432752,-45134.45405567248,0.7743277297216375
2020-11-01,-2,-2.0147500264315528,0.0,0.01414,0.0,0.00485,200000,154865.54594432752,-45134.45405567248,0.7743277297216375
2020-11-02,-1,-1.035606071459132,5660290.421941795,0.01368,-17678715.290448345,0.00438,200000,154865.54594432752,-45134.45405567248,0.7743277297216375
2020-11-03,-1,-1.1452713803147658,5660290.421941795,0.01273,-17678715.290448345,0.00412,200000,144891.80406796624,-55108.19593203376,0.7244590203398311
2020-11-04,-2,-1.7781304363284554,0.0,0.01222,0.0,0.00425,200000,160831.33697260424,-39168.663027395756,0.8041566848630213
2020-11-05,0,-0.618939829889452,0.0,0.01343,0.0,0.00425,200000,160831.33697260424,-39168.663027395756,0.8041566848630213
2020-11-06,0,-0.54326486171241,0.0,0.01548,0.0,0.00488,200000,160831.33697260424,-39168.663027395756,0.8041566848630213
2020-11-07,-1,-1.0376593315947045,5599976.914087892,0.01436,-17001198.411480363,0.00473,200000,160831.33697260424,-39168.663027395756,0.8041566848630213
2020-11-08,-1,-0.695328641514607,5599976.914087892,0.0157,-17001198.411480363,0.00502,200000,173265.6535768113,-26734.34642318869,0.8663282678840566
2020-11-09,-2,-1.2365519025194034,0.0,0.01559,0.0,0.00528,200000,163294.02449459035,-36705.975505409646,0.8164701224729518
2020-11-10,0,-0.2238003960486772,0.0,0.01724,0.0,0.00535,200000,163294.02449459035,-36705.975505409646,0.8164701224729518
2020-11-11,0,-0.219946610153891,0.0,0.01654,0.0,0.00516,200000,163294.02449459035,-36705.975505409646,0.8164701224729518
2020-11-12,0,-0.3958801553159499,0.0,0.01587,0.0,0.00505,200000,163294.02449459035,-36705.975505409646,0.8164701224729518
2020-11-13,0,0.0777840322685292,0.0,0.01692,0.0,0.00522,200000,163294.02449459035,-36705.975505409646,0.8164701224729518
2020-11-14,1,1.032450891318737,-4886116.831076911,0.01671,16799796.758702714,0.00486,200000,163294.02449459035,-36705.975505409646,0.8164701224729518
2020-11-15,1,1.1916898359551567,-4886116.831076911,0.01641,16799796.758702714,0.00474,200000,159812.213834223,-40187.78616577701,0.799061069171115
2020-11-16,1,1.059174456094656,-4886116.831076911,0.01663,16799796.758702714,0.00491,200000,163743.12498603936,-36256.87501396064,0.8187156249301968
2020-11-17,2,1.9761783847119156,0.0,0.01766,0.0,0.00499,200000,165751.86190548204,-34248.138094517955,0.8287593095274102
2020-11-18,2,1.8852479667090327,0.0,0.01702,0.0,0.00476,200000,165751.86190548204,-34248.138094517955,0.8287593095274102
2020-11-19,2,2.125859824282349,0.0,0.01723,0.0,0.00465,200000,165751.86190548204,-34248.138094517955,0.8287593095274102
2020-11-20,1,1.1201910379694204,-4627355.162073759,0.01791,16218381.791143058,0.00511,200000,165751.86190548204,-34248.138094517955,0.8287593095274102
2020-11-21,2,1.2767129219885032,0.0,0.01989,0.0,0.00557,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-11-22,2,1.5576398157880216,0.0,0.01913,0.0,0.00519,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-11-23,2,1.9716113641995623,0.0,0.02113,0.0,0.00545,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-11-24,0,0.9362397373094665,0.0,0.0216,0.0,0.00597,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-11-25,0,0.1956226751023069,0.0,0.02087,0.0,0.00606,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-11-26,0,-0.20282061522563558,0.0,0.01775,0.0,0.00529,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-11-27,0,0.45065297726810377,0.0,0.01766,0.0,0.005,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-11-28,0,0.23587701052191626,0.0,0.01872,0.0,0.00535,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-11-29,0,0.08222466454895482,0.0,0.01888,0.0,0.00541,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-11-30,0,0.0998642443502583,0.0,0.0196,0.0,0.00559,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-12-01,0,0.027093397889384963,0.0,0.01863,0.0,0.00531,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-12-02,0,0.38320633256119313,0.0,0.01932,0.0,0.0054,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-12-03,2,2.455454364078856,0.0,0.02078,0.0,0.00531,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-12-04,0,0.9488010820920691,0.0,0.01885,0.0,0.00508,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-12-05,2,1.3874487988655326,0.0,0.01968,0.0,0.00518,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-12-06,2,1.4214837653174448,0.0,0.01956,0.0,0.00511,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-12-07,0,0.5508448599576818,0.0,0.01915,0.0,0.00517,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-12-08,0,0.5613424471514377,0.0,0.0176,0.0,0.00474,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-12-09,0,-0.6519336221814728,0.0,0.01808,0.0,0.00514,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-12-10,0,0.3033890618001166,0.0,0.0177,0.0,0.00482,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-12-11,2,1.2260274014148242,0.0,0.01744,0.0,0.00455,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-12-12,-2,-1.3857086930086067,0.0,0.01785,0.0,0.00526,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-12-13,-2,-1.448597051806246,0.0,0.01817,0.0,0.00541,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-12-14,0,-0.4640349916929334,0.0,0.01839,0.0,0.00523,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-12-15,0,0.002199393225147449,0.0,0.01945,0.0,0.0054,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-12-16,0,-0.6988116463924132,0.0,0.0195,0.0,0.00557,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-12-17,0,0.5548807058680097,0.0,0.01896,0.0,0.00512,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-12-18,2,1.9156972528179448,0.0,0.02055,0.0,0.00518,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-12-19,0,0.9495214822734158,0.0,0.0199,0.0,0.00521,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-12-20,0,-0.18491723882531877,0.0,0.01918,0.0,0.00528,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-12-21,0,-0.4467320124695667,0.0,0.01808,0.0,0.00503,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-12-22,0,-0.17880599253899263,0.0,0.01861,0.0,0.00511,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-12-23,0,-0.9654782149931054,0.0,0.01522,0.0,0.00435,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-12-24,-1,-1.0068753208473213,5102180.667351075,0.01641,-17738725.582887955,0.00472,200000,167453.5695024623,-32546.430497537687,0.8372678475123115
2020-12-25,-1,-0.7837987327404917,5102180.667351075,0.01662,-17738725.582887955,0.00475,200000,169057.18921009265,-30942.81078990735,0.8452859460504633
2020-12-26,0,2.288153570957413,0.0,0.01926,0.0,0.00476,200000,153621.90362382727,-46378.09637617273,0.7681095181191363
2020-12-27,0,0.4883155051164176,0.0,0.01832,0.0,0.00492,200000,153621.90362382727,-46378.09637617273,0.7681095181191363
2020-12-28,2,1.486942035202858,0.0,0.01887,0.0,0.0048,200000,153621.90362382727,-46378.09637617273,0.7681095181191363
2020-12-29,2,2.168944637081524,0.0,0.01845,0.0,0.00444,200000,153621.90362382727,-46378.09637617273,0.7681095181191363
2020-12-30,2,2.5343302151213303,0.0,0.01808,0.0,0.0041,200000,153621.90362382727,-46378.09637617273,0.7681095181191363
2020-12-31,2,1.4624123706622763,0.0,0.01758,0.0,0.00423,200000,153621.90362382727,-46378.09637617273,0.7681095181191363
2021-01-01,2,1.4451488761735456,0.0,0.01777,0.0,0.00423,200000,153621.90362382727,-46378.09637617273,0.7681095181191363
2021-01-02,2,2.086747521785965,0.0,0.01904,0.0,0.00423,200000,153621.90362382727,-46378.09637617273,0.7681095181191363
2021-01-03,0,0.7365028981835887,0.0,0.01997,0.0,0.00488,200000,153621.90362382727,-46378.09637617273,0.7681095181191363
2021-01-04,2,2.6624914999953546,0.0,0.02468,0.0,0.00494,200000,153621.90362382727,-46378.09637617273,0.7681095181191363
2021-01-05,2,1.9885362913664297,0.0,0.0244,0.0,0.00501,200000,153621.90362382727,-46378.09637617273,0.7681095181191363
2021-01-06,2,3.2930028902352015,0.0,0.03555,0.0,0.00556,200000,153621.90362382727,-46378.09637617273,0.7681095181191363
2021-01-07,2,1.4750167735242958,0.0,0.03297,0.0,0.00625,200000,153621.90362382727,-46378.09637617273,0.7681095181191363
2021-01-08,0,0.6901296721502435,0.0,0.03159,0.0,0.00665,200000,153621.90362382727,-46378.09637617273,0.7681095181191363
2021-01-09,0,0.261164392006671,0.0,0.03346,0.0,0.00748,200000,153621.90362382727,-46378.09637617273,0.7681095181191363
2021-01-10,0,0.1526954405297273,0.0,0.03024,0.0,0.00682,200000,153621.90362382727,-46378.09637617273,0.7681095181191363
2021-01-11,0,-0.2763191010369221,0.0,0.02593,0.0,0.00623,200000,153621.90362382727,-46378.09637617273,0.7681095181191363
2021-01-12,0,-0.1326174374096891,0.0,0.02609,0.0,0.00606,200000,153621.90362382727,-46378.09637617273,0.7681095181191363
2021-01-13,0,0.17264715749146597,0.0,0.02992,0.0,0.00657,200000,153621.90362382727,-46378.09637617273,0.7681095181191363
2021-01-14,0,0.1518480801456671,0.0,0.03286,0.0,0.00716,200000,153621.90362382727,-46378.09637617273,0.7681095181191363
2021-01-15,0,0.37460625440320455,0.0,0.03402,0.0,0.00716,200000,153621.90362382727,-46378.09637617273,0.7681095181191363
2021-01-16,0,0.06050762775919176,0.0,0.03271,0.0,0.00709,200000,153621.90362382727,-46378.09637617273,0.7681095181191363
2021-01-17,0,0.3699921568717313,0.0,0.03416,0.0,0.00709,200000,153621.90362382727,-46378.09637617273,0.7681095181191363
2021-01-18,0,0.08791917544420913,0.0,0.03612,0.0,0.00769,200000,153621.90362382727,-46378.09637617273,0.7681095181191363
2021-01-19,0,-0.7678778409089919,0.0,0.03229,0.0,0.0076,200000,153621.90362382727,-46378.09637617273,0.7681095181191363
2021-01-20,0,-0.24110303510269943,0.0,0.03443,0.0,0.00758,200000,153621.90362382727,-46378.09637617273,0.7681095181191363
2021-01-21,-1,-1.113496441444793,2685697.615801176,0.0286,-10988691.246339576,0.00699,200000,153621.90362382727,-46378.09637617273,0.7681095181191363
2021-01-22,-1,-0.5752885977310538,2685697.615801176,0.03119,-10988691.246339576,0.00716,200000,162445.93796063005,-37554.06203936995,0.8122296898031502
2021-01-23,-1,-0.33077298849940034,2685697.615801176,0.03403,-10988691.246339576,0.00755,200000,174358.90877557782,-25641.091224422184,0.8717945438778891
2021-01-24,-1,-0.39624271840234393,2685697.615801176,0.0331,-10988691.246339576,0.00744,200000,170652.45395578537,-29347.54604421463,0.8532622697789268
2021-01-25,-1,-0.24007466831025615,2685697.615801176,0.03273,-10988691.246339576,0.00726,200000,167680.7814135978,-32319.21858640219,0.8384039070679891
2021-01-26,0,3.298543802198717,0.0,0.0433,0.0,0.00726,200000,117109.09530806169,-82890.90469193831,0.5855454765403084
2021-01-27,2,2.7217207570268984,0.0,0.04175,0.0,0.00697,200000,117109.09530806169,-82890.90469193831,0.5855454765403084
2021-01-28,0,0.1633544036386233,0.0,0.03856,0.0,0.00817,200000,117109.09530806169,-82890.90469193831,0.5855454765403084
2021-01-29,0,0.07431460383043036,0.0,0.04016,0.0,0.00857,200000,117109.09530806169,-82890.90469193831,0.5855454765403084
2021-01-30,0,-0.43689858892052974,0.0,0.03999,0.0,0.00902,200000,117109.09530806169,-82890.90469193831,0.5855454765403084
2021-01-31,0,-0.4433425152394002,0.0,0.03831,0.0,0.00861,200000,117109.09530806169,-82890.90469193831,0.5855454765403084
2021-02-01,0,0.3138440205616061,0.0,0.0409,0.0,0.00845,200000,117109.09530806169,-82890.90469193831,0.5855454765403084
2021-02-02,0,-0.561128173816386,0.0,0.04105,0.0,0.0093,200000,117109.09530806169,-82890.90469193831,0.5855454765403084
2021-02-03,-1,-1.0347700340351138,1336251.658010745,0.04382,-5544938.224813527,0.01056,200000,117109.09530806169,-82890.90469193831,0.5855454765403084
2021-02-04,-1,-0.2869547376504245,1336251.658010745,0.04737,-5544938.224813527,0.01051,200000,121575.54178275916,-78424.45821724084,0.6078777089137958
2021-02-05,0,0.22014721779193758,0.0,0.05481,0.0,0.0115,200000,107635.93151784831,-92364.06848215169,0.5381796575892415
2021-02-06,0,0.4839146066090869,0.0,0.0525,0.0,0.01071,200000,107635.93151784831,-92364.06848215169,0.5381796575892415
2021-02-07,2,2.460589528779627,0.0,0.06646,0.0,0.01065,200000,107635.93151784831,-92364.06848215169,0.5381796575892415
2021-02-08,1,1.0775074172625398,-756082.6883805024,0.07118,4133484.313281425,0.01302,200000,107635.93151784831,-92364.06848215169,0.5381796575892415
2021-02-09,0,-0.09785739478186599,0.0,0.09864,0.0,0.02077,200000,96363.45871284587,-103636.54128715413,0.4818172935642293
2021-02-10,2,1.905203380645986,0.0,0.11585,0.0,0.01875,200000,96363.45871284587,-103636.54128715413,0.4818172935642293
2021-02-11,2,2.1847472421412073,0.0,0.12333,0.0,0.01844,200000,96363.45871284587,-103636.54128715413,0.4818172935642293
2021-02-12,0,0.5862172081963536,0.0,0.12071,0.0,0.02185,200000,96363.45871284587,-103636.54128715413,0.4818172935642293
2021-02-13,-2,-1.4648157810352038,0.0,0.1115,0.0,0.02861,200000,96363.45871284587,-103636.54128715413,0.4818172935642293
2021-02-14,-2,-2.2901472119653916,0.0,0.10002,0.0,0.03506,200000,96363.45871284587,-103636.54128715413,0.4818172935642293
2021-02-15,-2,-1.414463053268754,0.0,0.10717,0.0,0.03057,200000,96363.45871284587,-103636.54128715413,0.4818172935642293
2021-02-16,0,-0.9593893784448515,0.0,0.10899,0.0,0.02835,200000,96363.45871284587,-103636.54128715413,0.4818172935642293
2021-02-17,0,-0.5975386477156683,0.0,0.11213,0.0,0.02703,200000,96363.45871284587,-103636.54128715413,0.4818172935642293
2021-02-18,0,-0.3494990517967138,0.0,0.12214,0.0,0.02798,200000,96363.45871284587,-103636.54128715413,0.4818172935642293
2021-02-19,0,-0.022978334255655264,0.0,0.15327,0.0,0.0327,200000,96363.45871284587,-103636.54128715413,0.4818172935642293
2021-02-20,0,0.14142843030295285,0.0,0.14443,0.0,0.0297,200000,96363.45871284587,-103636.54128715413,0.4818172935642293
2021-02-21,0,0.7925508155386987,0.0,0.16231,0.0,0.02938,200000,96363.45871284587,-103636.54128715413,0.4818172935642293
2021-02-22,1,1.0316052179403168,-316630.9348519612,0.15217,1853143.4367854975,0.026,200000,96363.45871284587,-103636.54128715413,0.4818172935642293
