date,statusList,zscore,ONGUSDT_position,ONGUSDT_price,ZECUSDT_position,ZECUSDT_price,init,total_asset,pnl,return
2020-03-19,0,-0.6051387507276222,0.0,0.0784,0.0,31.95,200000,190927.46457914746,-9072.535420852539,0.9546373228957373
2020-03-20,0,-0.275386692786273,0.0,0.0833,0.0,33.08,200000,190927.46457914746,-9072.535420852539,0.9546373228957373
2020-03-21,0,-0.4462150372996755,0.0,0.0818,0.0,33.03,200000,190927.46457914746,-9072.535420852539,0.9546373228957373
2020-03-22,0,-0.5482992098061187,0.0,0.0722,0.0,29.49,200000,190927.46457914746,-9072.535420852539,0.9546373228957373
2020-03-23,0,-0.33290797166866615,0.0,0.0797,0.0,32.05,200000,190927.46457914746,-9072.535420852539,0.9546373228957373
2020-03-24,0,-0.22470577553562307,0.0,0.0821,0.0,32.79,200000,190927.46457914746,-9072.535420852539,0.9546373228957373
2020-03-25,0,-0.031135686442891573,0.0,0.0818,0.0,32.2,200000,190927.46457914746,-9072.535420852539,0.9546373228957373
2020-03-26,0,0.06065201030962232,0.0,0.0831,0.0,32.46,200000,190927.46457914746,-9072.535420852539,0.9546373228957373
2020-03-27,0,0.08505954408752694,0.0,0.0796,0.0,31.01,200000,190927.46457914746,-9072.535420852539,0.9546373228957373
2020-03-28,0,0.2163641159312984,0.0,0.0788,0.0,30.38,200000,190927.46457914746,-9072.535420852539,0.9546373228957373
2020-03-29,1,1.1588533032355328,-1209933.2356092995,0.0789,3382.839556682273,28.22,200000,190927.46457914746,-9072.535420852539,0.9546373228957373
2020-03-30,1,0.8822421342079411,-1209933.2356092995,0.0835,3382.839556682273,30.54,200000,204341.34523445313,4341.345234453125,1.0217067261722657
2020-03-31,1,0.7470047590569875,-1209933.2356092995,0.0835,3382.839556682273,30.9,200000,205559.16747485875,5559.167474858754,1.0277958373742937
2020-04-01,1,0.3987441938105265,-1209933.2356092995,0.0829,3382.839556682273,31.32,200000,206254.00014729972,6254.000147299725,1.0312700007364985
2020-04-02,0,0.1627957728701646,0.0,0.0844,0.0,32.23,200000,184016.91075270268,-15983.089247297321,0.9200845537635134
2020-04-03,0,0.0024888924554810287,0.0,0.0847,0.0,32.66,200000,184016.91075270268,-15983.089247297321,0.9200845537635134
2020-04-04,0,0.150580262200781,0.0,0.0854,0.0,33.03,200000,184016.91075270268,-15983.089247297321,0.9200845537635134
2020-04-05,0,0.2874300857437597,0.0,0.0846,0.0,32.52,200000,184016.91075270268,-15983.089247297321,0.9200845537635134
2020-04-06,-2,-1.4074450437769976,0.0,0.0892,0.0,37.56,200000,184016.91075270268,-15983.089247297321,0.9200845537635134
2020-04-07,-2,-1.4303987321907718,0.0,0.0877,0.0,36.45,200000,184016.91075270268,-15983.089247297321,0.9200845537635134
2020-04-08,-2,-1.3892092504137272,0.0,0.091,0.0,37.86,200000,184016.91075270268,-15983.089247297321,0.9200845537635134
2020-04-09,-2,-2.3055026813763373,0.0,0.0912,0.0,40.71,200000,184016.91075270268,-15983.089247297321,0.9200845537635134
2020-04-10,-2,-2.008424215584249,0.0,0.0818,0.0,36.62,200000,184016.91075270268,-15983.089247297321,0.9200845537635134
2020-04-11,-2,-1.474260704717946,0.0,0.083,0.0,36.2,200000,184016.91075270268,-15983.089247297321,0.9200845537635134
2020-04-12,-1,-1.1250230584984358,1083727.3895918885,0.0849,-2529.0944303560013,36.38,200000,184016.91075270268,-15983.089247297321,0.9200845537635134
2020-04-13,-1,-1.074341391591102,1083727.3895918885,0.0832,-2529.0944303560013,35.75,200000,180581.24469927218,-19418.75530072782,0.902906223496361
2020-04-14,-1,-0.7664017015574529,1083727.3895918885,0.0841,-2529.0944303560013,35.51,200000,180949.6166866194,-19050.38331338059,0.9047480834330971
2020-04-15,-1,-0.9704213260451229,1083727.3895918885,0.0813,-2529.0944303560013,35.08,200000,176827.66939070908,-23172.33060929092,0.8841383469535454
2020-04-16,-2,-1.5044604173573617,0.0,0.0848,0.0,38.74,200000,190093.94634730206,-9906.053652697941,0.9504697317365103
2020-04-17,-2,-1.777679826438927,0.0,0.0842,0.0,40.4,200000,190093.94634730206,-9906.053652697941,0.9504697317365103
2020-04-18,-2,-1.7013633172970342,0.0,0.087,0.0,42.13,200000,190093.94634730206,-9906.053652697941,0.9504697317365103
2020-04-19,-2,-2.3459049047460274,0.0,0.0855,0.0,46.44,200000,190093.94634730206,-9906.053652697941,0.9504697317365103
2020-04-20,-2,-1.3485539953039485,0.0,0.0852,0.0,41.89,200000,190093.94634730206,-9906.053652697941,0.9504697317365103
2020-04-21,-2,-1.476132936719522,0.0,0.083,0.0,42.09,200000,190093.94634730206,-9906.053652697941,0.9504697317365103
2020-04-22,-2,-1.7155805554212136,0.0,0.0853,0.0,45.53,200000,190093.94634730206,-9906.053652697941,0.9504697317365103
2020-04-23,-2,-1.3350831221935895,0.0,0.0858,0.0,44.46,200000,190093.94634730206,-9906.053652697941,0.9504697317365103
2020-04-24,0,-0.9205890444637975,0.0,0.0883,0.0,44.08,200000,190093.94634730206,-9906.053652697941,0.9504697317365103
2020-04-25,0,-0.8399776356961426,0.0,0.0897,0.0,44.7,200000,190093.94634730206,-9906.053652697941,0.9504697317365103
2020-04-26,0,-0.2618561237615793,0.0,0.0938,0.0,44.59,200000,190093.94634730206,-9906.053652697941,0.9504697317365103
2020-04-27,0,-0.4878732937516852,0.0,0.0911,0.0,44.46,200000,190093.94634730206,-9906.053652697941,0.9504697317365103
2020-04-28,0,-0.3113461072831578,0.0,0.0922,0.0,44.62,200000,190093.94634730206,-9906.053652697941,0.9504697317365103
2020-04-29,0,-0.5450734846521417,0.0,0.095,0.0,47.07,200000,190093.94634730206,-9906.053652697941,0.9504697317365103
2020-04-30,0,-0.28820446670068417,0.0,0.0918,0.0,44.76,200000,190093.94634730206,-9906.053652697941,0.9504697317365103
2020-05-01,0,0.18051413304345867,0.0,0.0967,0.0,45.73,200000,190093.94634730206,-9906.053652697941,0.9504697317365103
2020-05-02,1,1.1119065736952543,-911284.498309214,0.1043,2044.0209284656135,46.5,200000,190093.94634730206,-9906.053652697941,0.9504697317365103
2020-05-03,1,0.7443149987467715,-911284.498309214,0.0974,2044.0209284656135,44.78,200000,180290.3673120076,-19709.632687992387,0.901451836560038
2020-05-04,1,0.5811254671754515,-911284.498309214,0.0938,2044.0209284656135,44.02,200000,175456.2872124606,-24543.712787539407,0.8772814360623029
2020-05-05,1,0.5883743620134251,-911284.498309214,0.0926,2044.0209284656135,43.84,200000,173994.8220473657,-26005.177952634287,0.8699741102368286
2020-05-06,1,0.8669536766382915,-911284.498309214,0.0903,2044.0209284656135,42.3,200000,168751.07547141745,-31248.924528582545,0.8437553773570873
2020-05-07,1,0.37826201926667075,-911284.498309214,0.0922,2044.0209284656135,44.17,200000,174304.83515443568,-25695.164845564315,0.8715241757721784
2020-05-08,0,0.010705962341369526,0.0,0.0959,0.0,46.76,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-05-09,0,-0.13518242190697613,0.0,0.0922,0.0,45.0,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-05-10,2,2.917638718187083,0.0,0.0988,0.0,40.9,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-05-11,2,1.5581850655965874,0.0,0.0906,0.0,39.68,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-05-12,0,0.5085232289849697,0.0,0.0914,0.0,42.21,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-05-13,0,0.2221173853941663,0.0,0.0919,0.0,42.89,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-05-14,0,-0.03505661277308295,0.0,0.0917,0.0,43.2,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-05-15,0,0.07671660462478185,0.0,0.0896,0.0,41.87,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-05-16,0,0.3032915407425767,0.0,0.092,0.0,42.51,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-05-17,-2,-1.51121572462814,0.0,0.0918,0.0,46.25,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-05-18,-2,-1.4241767802554655,0.0,0.0953,0.0,48.07,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-05-19,-2,-1.6752413281484557,0.0,0.0952,0.0,48.97,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-05-20,0,-0.386098679869753,0.0,0.1009,0.0,48.39,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-05-21,0,0.5098925571735241,0.0,0.1005,0.0,46.0,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-05-22,2,1.419913847172499,0.0,0.1092,0.0,47.7,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-05-23,0,0.5975048673055837,0.0,0.1032,0.0,46.91,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-05-24,0,0.4690742625041204,0.0,0.0985,0.0,45.0,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-05-25,2,2.583570584433474,0.0,0.1158,0.0,45.94,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-05-26,2,3.698051886270015,0.0,0.1467,0.0,44.85,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-05-27,2,1.577655720126983,0.0,0.1261,0.0,46.21,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-05-28,0,0.8330438825007465,0.0,0.1206,0.0,47.73,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-05-29,0,0.9962034130127451,0.0,0.1216,0.0,46.6,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-05-30,0,-0.22243353752924067,0.0,0.121,0.0,54.55,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-05-31,0,-0.07953513967795225,0.0,0.1165,0.0,51.51,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-06-01,0,-0.18468503282938006,0.0,0.122,0.0,54.65,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-06-02,0,0.820230885775749,0.0,0.1323,0.0,51.48,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-06-03,0,0.2857077204276341,0.0,0.1276,0.0,52.83,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-06-04,0,0.23349176231450505,0.0,0.126,0.0,52.24,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-06-05,0,0.03691216970135282,0.0,0.1241,0.0,52.57,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-06-06,0,0.1382824242936476,0.0,0.1274,0.0,52.83,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-06-07,0,0.055822806621792904,0.0,0.1257,0.0,52.21,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-06-08,0,0.11024636360769739,0.0,0.1284,0.0,52.5,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-06-09,0,0.6717918928368745,0.0,0.1358,0.0,51.98,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-06-10,0,-0.27041146869402083,0.0,0.1318,0.0,55.21,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-06-11,0,-0.7568642598944922,0.0,0.1125,0.0,49.64,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-06-12,0,-0.12728749002257408,0.0,0.1256,0.0,51.61,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-06-13,0,-0.23379302689637754,0.0,0.1279,0.0,52.81,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-06-14,0,-0.3135357649585059,0.0,0.1225,0.0,51.1,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-06-15,0,-0.7460601062915665,0.0,0.1212,0.0,52.2,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-06-16,0,-0.9038198403696357,0.0,0.1216,0.0,52.97,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-06-17,2,1.2346110103394696,0.0,0.1347,0.0,52.91,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-06-18,2,2.4488322760353545,0.0,0.1416,0.0,51.95,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-06-19,2,1.3135986962088435,0.0,0.1334,0.0,51.41,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-06-20,2,1.365007796838081,0.0,0.1347,0.0,51.4,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-06-21,2,2.9112296186314617,0.0,0.1494,0.0,50.51,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-06-22,2,2.9297324627771433,0.0,0.1696,0.0,53.53,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-06-23,2,1.5105592111697195,0.0,0.1686,0.0,58.23,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-06-24,2,2.0240536903004793,0.0,0.172,0.0,55.2,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-06-25,2,2.8192636835219975,0.0,0.2028,0.0,55.81,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-06-26,2,3.3264983497647926,0.0,0.2574,0.0,55.7,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-06-27,2,2.373595535680409,0.0,0.2322,0.0,52.24,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-06-28,2,2.4508833225224,0.0,0.2577,0.0,51.81,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-06-29,2,2.4301205201030833,0.0,0.2896,0.0,52.42,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-06-30,2,1.421251853459235,0.0,0.242,0.0,51.44,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-07-01,2,1.2083741453579266,0.0,0.2398,0.0,51.86,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-07-02,0,0.5852404523952179,0.0,0.2068,0.0,51.18,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-07-03,0,0.33102111456741845,0.0,0.1962,0.0,51.11,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-07-04,0,0.5257392036531013,0.0,0.2113,0.0,51.43,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-07-05,0,0.39034088866994016,0.0,0.2069,0.0,51.16,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-07-06,0,-0.04255591436023766,0.0,0.2059,0.0,55.55,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-07-07,0,-0.06164248310774909,0.0,0.2067,0.0,55.08,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-07-08,0,-0.36949209553942935,0.0,0.2055,0.0,57.94,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-07-09,0,-0.6186093104779727,0.0,0.1942,0.0,56.86,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-07-10,0,-0.8399089003487118,0.0,0.1862,0.0,56.07,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-07-11,0,-0.6619383247338876,0.0,0.1951,0.0,55.84,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-07-12,-1,-1.0457296981983384,478956.5853609889,0.1899,-1550.7903761304656,58.65,200000,181907.7111201036,-18092.288879896398,0.909538555600518
2020-07-13,-2,-1.3625837917777093,0.0,0.1865,0.0,61.26,200000,187583.72639203147,-12416.273607968527,0.9379186319601573
2020-07-14,-1,-1.037779680213766,460893.676638898,0.2035,-1512.2841534346296,62.02,200000,187583.72639203147,-12416.273607968527,0.9379186319601573
2020-07-15,-1,-1.1828063732336576,460893.676638898,0.1916,-1512.2841534346296,61.14,200000,180768.2815850061,-19231.7184149939,0.9038414079250305
2020-07-16,-1,-1.1625415080820127,460893.676638898,0.1809,-1512.2841534346296,59.1,200000,172751.65957196325,-27248.340428036754,0.8637582978598162
2020-07-17,-1,-0.9556301296466779,460893.676638898,0.1865,-1512.2841534346296,59.5,200000,175937.57782251493,-24062.422177485074,0.8796878891125747
2020-07-18,-1,-0.8405809932511042,460893.676638898,0.1867,-1512.2841534346296,59.06,200000,175364.35153033148,-24635.648469668522,0.8768217576516574
2020-07-19,-1,-0.8134654512580507,460893.676638898,0.1859,-1512.2841534346296,58.38,200000,173967.28336468482,-26032.716635315184,0.869836416823424
2020-07-20,-1,-0.566998264137846,460893.676638898,0.1869,-1512.2841534346296,57.05,200000,172416.83911725564,-27583.160882744356,0.8620841955862782
2020-07-21,-2,-1.2758856706708281,0.0,0.186,0.0,62.45,200000,196299.64791918907,-3700.3520808109315,0.9814982395959453
2020-07-22,-2,-1.2869038622139999,0.0,0.1887,0.0,64.28,200000,196299.64791918907,-3700.3520808109315,0.9814982395959453
2020-07-23,-1,-1.1750432541512776,526837.4877058214,0.1863,-1545.4231453250595,63.51,200000,196299.64791918907,-3700.3520808109315,0.9814982395959453
2020-07-24,-2,-1.308038747991181,0.0,0.1811,0.0,63.01,200000,198266.49128259678,-1733.5087174032233,0.9913324564129838
2020-07-25,-2,-1.5764641581271623,0.0,0.1834,0.0,65.69,200000,198266.49128259678,-1733.5087174032233,0.9913324564129838
2020-07-26,-2,-1.743160933090887,0.0,0.1788,0.0,66.15,200000,198266.49128259678,-1733.5087174032233,0.9913324564129838
2020-07-27,-2,-2.599267703827514,0.0,0.1667,0.0,70.77,200000,198266.49128259678,-1733.5087174032233,0.9913324564129838
2020-07-28,-2,-2.049480781092542,0.0,0.1709,0.0,70.57,200000,198266.49128259678,-1733.5087174032233,0.9913324564129838
2020-07-29,-2,-1.7331800047774206,0.0,0.1763,0.0,72.13,200000,198266.49128259678,-1733.5087174032233,0.9913324564129838
2020-07-30,-2,-1.449556603603766,0.0,0.1746,0.0,70.48,200000,198266.49128259678,-1733.5087174032233,0.9913324564129838
2020-07-31,-2,-1.7237199430691743,0.0,0.1744,0.0,74.9,200000,198266.49128259678,-1733.5087174032233,0.9913324564129838
2020-08-01,-2,-2.2930797814210204,0.0,0.176,0.0,89.37,200000,198266.49128259678,-1733.5087174032233,0.9913324564129838
2020-08-02,-2,-1.8611147079514236,0.0,0.1693,0.0,84.31,200000,198266.49128259678,-1733.5087174032233,0.9913324564129838
2020-08-03,-2,-1.54070945295582,0.0,0.1697,0.0,82.3,200000,198266.49128259678,-1733.5087174032233,0.9913324564129838
2020-08-04,-2,-1.521741178184597,0.0,0.1687,0.0,84.93,200000,198266.49128259678,-1733.5087174032233,0.9913324564129838
