date,statusList,zscore,ATOMUSDT_position,ATOMUSDT_price,CELRUSDT_position,CELRUSDT_price,init,total_asset,pnl,return
2020-08-05,0,-0.17567158069514288,0.0,4.144,0.0,0.0069,200000,172488.64636296965,-27511.35363703035,0.8624432318148483
2020-08-06,0,-0.7021137368936834,0.0,4.172,0.0,0.00787,200000,172488.64636296965,-27511.35363703035,0.8624432318148483
2020-08-07,0,-0.5671684763442172,0.0,4.015,0.0,0.00744,200000,172488.64636296965,-27511.35363703035,0.8624432318148483
2020-08-08,0,-0.5441809047490994,0.0,4.426,0.0,0.00819,200000,172488.64636296965,-27511.35363703035,0.8624432318148483
2020-08-09,0,-0.8145281081619397,0.0,5.273,0.0,0.01013,200000,172488.64636296965,-27511.35363703035,0.8624432318148483
2020-08-10,-1,-1.0974155657728455,15755.265469763395,5.474,-7861834.382997705,0.01097,200000,172488.64636296965,-27511.35363703035,0.8624432318148483
2020-08-11,-2,-1.3480093225582355,0.0,4.916,0.0,0.0103,200000,176012.65545848917,-23987.34454151083,0.8800632772924458
2020-08-12,0,-0.06411268273396856,0.0,5.902,0.0,0.01085,200000,176012.65545848917,-23987.34454151083,0.8800632772924458
2020-08-13,0,0.7659245180159413,0.0,6.085,0.0,0.01036,200000,176012.65545848917,-23987.34454151083,0.8800632772924458
2020-08-14,-2,-1.4762004861215527,0.0,6.096,0.0,0.01319,200000,176012.65545848917,-23987.34454151083,0.8800632772924458
2020-08-15,0,-0.8811335726546614,0.0,6.077,0.0,0.01236,200000,176012.65545848917,-23987.34454151083,0.8800632772924458
2020-08-16,0,-0.9289721676780908,0.0,6.243,0.0,0.01265,200000,176012.65545848917,-23987.34454151083,0.8800632772924458
2020-08-17,0,-0.8087704980628339,0.0,5.907,0.0,0.01181,200000,176012.65545848917,-23987.34454151083,0.8800632772924458
2020-08-18,0,-0.543640511318356,0.0,5.826,0.0,0.01135,200000,176012.65545848917,-23987.34454151083,0.8800632772924458
2020-08-19,0,-0.11601766210815612,0.0,5.65,0.0,0.01055,200000,176012.65545848917,-23987.34454151083,0.8800632772924458
2020-08-20,0,-0.4646077948386861,0.0,6.297,0.0,0.01221,200000,176012.65545848917,-23987.34454151083,0.8800632772924458
2020-08-21,0,0.22369722800513017,0.0,5.606,0.0,0.01029,200000,176012.65545848917,-23987.34454151083,0.8800632772924458
2020-08-22,2,2.050781276002937,0.0,6.411,0.0,0.01035,200000,176012.65545848917,-23987.34454151083,0.8800632772924458
2020-08-23,2,3.4890978575421165,0.0,8.532,0.0,0.01073,200000,176012.65545848917,-23987.34454151083,0.8800632772924458
2020-08-24,2,1.2974119576032026,0.0,8.211,0.0,0.01273,200000,176012.65545848917,-23987.34454151083,0.8800632772924458
2020-08-25,2,1.9638228737145396,0.0,8.378,0.0,0.01168,200000,176012.65545848917,-23987.34454151083,0.8800632772924458
2020-08-26,0,0.7289040460948685,0.0,7.708,0.0,0.01244,200000,176012.65545848917,-23987.34454151083,0.8800632772924458
2020-08-27,0,0.5424068543374846,0.0,7.291,0.0,0.012,200000,176012.65545848917,-23987.34454151083,0.8800632772924458
2020-08-28,0,0.5982054360900153,0.0,7.559,0.0,0.01226,200000,176012.65545848917,-23987.34454151083,0.8800632772924458
2020-08-29,0,0.5425927757071394,0.0,7.27,0.0,0.01179,200000,176012.65545848917,-23987.34454151083,0.8800632772924458
2020-08-30,1,1.0007625477960274,-11547.871372424168,7.621,7679435.229427975,0.01146,200000,176012.65545848917,-23987.34454151083,0.8800632772924458
2020-08-31,1,0.8121899018888364,-11547.871372424168,7.205,7679435.229427975,0.01098,200000,167522.6120574353,-32477.387942564703,0.8376130602871765
2020-09-01,1,1.1965480047405195,-11547.871372424168,7.218,7679435.229427975,0.01031,200000,162527.51278156007,-37472.48721843993,0.8126375639078004
2020-09-02,1,0.7335640863871988,-11547.871372424168,6.643,7679435.229427975,0.01,200000,153506.86182129348,-46493.13817870652,0.7675343091064675
2020-09-03,1,0.2776681511142452,-11547.871372424168,4.899,7679435.229427975,0.00777,200000,116242.23358616137,-83757.76641383863,0.5812111679308068
2020-09-04,2,1.2798020037565259,0.0,5.463,0.0,0.00754,200000,181195.7351361555,-18804.264863844495,0.9059786756807775
2020-09-05,2,2.0865227311470314,0.0,4.918,0.0,0.006,200000,181195.7351361555,-18804.264863844495,0.9059786756807775
2020-09-06,2,1.5950156760128615,0.0,5.178,0.0,0.00654,200000,181195.7351361555,-18804.264863844495,0.9059786756807775
2020-09-07,2,1.4173071800118677,0.0,5.053,0.0,0.00641,200000,181195.7351361555,-18804.264863844495,0.9059786756807775
2020-09-08,2,1.3314543285043445,0.0,4.952,0.0,0.00625,200000,181195.7351361555,-18804.264863844495,0.9059786756807775
2020-09-09,1,1.0011771090613886,-17029.674354901832,5.32,13111124.10536581,0.00691,200000,181195.7351361555,-18804.264863844495,0.9059786756807775
2020-09-10,1,0.6674894571521716,-17029.674354901832,5.324,13111124.10536581,0.00711,200000,183886.07865464827,-16113.92134535173,0.9194303932732414
2020-09-11,1,0.5993737876985776,-17029.674354901832,5.342,13111124.10536581,0.00713,200000,184454.8352751438,-15545.164724856208,0.922274176375719
2020-09-12,1,0.6895623603223694,-17029.674354901832,5.603,13111124.10536581,0.00745,200000,193095.13999549026,-6904.860004509741,0.9654756999774513
2020-09-13,1,0.9121353387791201,-17029.674354901832,5.32,13111124.10536581,0.00687,200000,180671.29017194087,-19328.70982805913,0.9033564508597043
2020-09-14,1,1.0655437868297757,-17029.674354901832,5.381,13111124.10536581,0.0068,200000,180792.32162021426,-19207.678379785735,0.9039616081010713
2020-09-15,2,1.310629545764791,0.0,4.866,0.0,0.00594,200000,186182.0533612349,-13817.946638765105,0.9309102668061745
2020-09-16,2,1.8329705059314472,0.0,5.122,0.0,0.00586,200000,186182.0533612349,-13817.946638765105,0.9309102668061745
2020-09-17,2,1.574637464932367,0.0,5.062,0.0,0.00584,200000,186182.0533612349,-13817.946638765105,0.9309102668061745
2020-09-18,2,1.7174675528516268,0.0,4.966,0.0,0.00558,200000,186182.0533612349,-13817.946638765105,0.9309102668061745
2020-09-19,2,1.5087963551202954,0.0,4.943,0.0,0.00557,200000,186182.0533612349,-13817.946638765105,0.9309102668061745
2020-09-20,2,1.546322320328515,0.0,4.664,0.0,0.00517,200000,186182.0533612349,-13817.946638765105,0.9309102668061745
2020-09-21,2,1.3055199415581242,0.0,4.081,0.0,0.00456,200000,186182.0533612349,-13817.946638765105,0.9309102668061745
2020-09-22,2,1.338067312911075,0.0,4.21,0.0,0.00465,200000,186182.0533612349,-13817.946638765105,0.9309102668061745
2020-09-23,2,1.684763643971864,0.0,3.839,0.0,0.00412,200000,186182.0533612349,-13817.946638765105,0.9309102668061745
2020-09-24,2,2.2110244847838665,0.0,4.483,0.0,0.00452,200000,186182.0533612349,-13817.946638765105,0.9309102668061745
2020-09-25,2,1.2686057935378348,0.0,4.791,0.0,0.00512,200000,186182.0533612349,-13817.946638765105,0.9309102668061745
2020-09-26,0,0.18344823588268078,0.0,4.607,0.0,0.00536,200000,186182.0533612349,-13817.946638765105,0.9309102668061745
2020-09-27,0,0.9860243073288697,0.0,4.727,0.0,0.00511,200000,186182.0533612349,-13817.946638765105,0.9309102668061745
2020-09-28,2,1.520005655759056,0.0,4.826,0.0,0.00493,200000,186182.0533612349,-13817.946638765105,0.9309102668061745
2020-09-29,2,2.1641949661251876,0.0,5.309,0.0,0.005,200000,186182.0533612349,-13817.946638765105,0.9309102668061745
2020-09-30,2,1.3944654139521202,0.0,5.372,0.0,0.00533,200000,186182.0533612349,-13817.946638765105,0.9309102668061745
2020-10-01,2,1.866868661006474,0.0,5.135,0.0,0.00481,200000,186182.0533612349,-13817.946638765105,0.9309102668061745
2020-10-02,2,1.2926187483986211,0.0,4.906,0.0,0.00478,200000,186182.0533612349,-13817.946638765105,0.9309102668061745
2020-10-03,2,1.5291792344702462,0.0,5.01,0.0,0.00474,200000,186182.0533612349,-13817.946638765105,0.9309102668061745
2020-10-04,2,2.146061561200358,0.0,5.314,0.0,0.00469,200000,186182.0533612349,-13817.946638765105,0.9309102668061745
2020-10-05,2,2.1013812256612083,0.0,5.366,0.0,0.00463,200000,186182.0533612349,-13817.946638765105,0.9309102668061745
2020-10-06,2,2.112939108597213,0.0,4.736,0.0,0.00395,200000,186182.0533612349,-13817.946638765105,0.9309102668061745
2020-10-07,2,1.858418878195384,0.0,4.873,0.0,0.00405,200000,186182.0533612349,-13817.946638765105,0.9309102668061745
2020-10-08,2,1.351165135801286,0.0,5.034,0.0,0.00432,200000,186182.0533612349,-13817.946638765105,0.9309102668061745
2020-10-09,1,1.043434615220233,-18058.395088383597,5.155,20641025.8715338,0.00451,200000,186182.0533612349,-13817.946638765105,0.9309102668061745
2020-10-10,2,1.8399232419591531,0.0,5.534,0.0,0.00438,200000,195709.51846303168,-4290.48153696832,0.9785475923151584
2020-10-11,2,2.2264079248855215,0.0,6.072,0.0,0.00445,200000,195709.51846303168,-4290.48153696832,0.9785475923151584
2020-10-12,2,1.501544155645747,0.0,5.97,0.0,0.00462,200000,195709.51846303168,-4290.48153696832,0.9785475923151584
2020-10-13,0,0.8912412298585972,0.0,6.012,0.0,0.00492,200000,195709.51846303168,-4290.48153696832,0.9785475923151584
2020-10-14,0,0.5710083099297292,0.0,5.727,0.0,0.00482,200000,195709.51846303168,-4290.48153696832,0.9785475923151584
2020-10-15,1,1.1261600194559291,-16962.17008693289,5.769,21649283.01582209,0.00452,200000,195709.51846303168,-4290.48153696832,0.9785475923151584
2020-10-16,2,1.2842709486646766,0.0,5.403,0.0,0.00414,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-10-17,0,0.8593775525078131,0.0,5.466,0.0,0.00433,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-10-18,0,0.646894008666442,0.0,5.762,0.0,0.00462,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-10-19,0,0.6585635959589872,0.0,5.502,0.0,0.00438,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-10-20,0,0.4205446981998602,0.0,5.024,0.0,0.00405,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-10-21,0,0.26037908274379856,0.0,5.241,0.0,0.00425,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-10-22,0,0.5637140401733597,0.0,5.444,0.0,0.00431,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-10-23,0,0.43577576110082955,0.0,5.364,0.0,0.00426,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-10-24,0,0.6216333148440907,0.0,5.543,0.0,0.00435,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-10-25,0,-0.3270937709902403,0.0,5.292,0.0,0.00431,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-10-26,0,0.2766915186181563,0.0,5.145,0.0,0.00408,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-10-27,0,0.5551941106409978,0.0,5.138,0.0,0.00402,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-10-28,0,0.8926144655499152,0.0,4.803,0.0,0.0037,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-10-29,0,0.4180011528835792,0.0,4.633,0.0,0.00362,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-10-30,2,1.6905820435030308,0.0,4.62,0.0,0.00346,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-10-31,2,2.243709296853473,0.0,4.616,0.0,0.00341,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-11-01,-2,-1.534361876989206,0.0,4.743,0.0,0.00395,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-11-02,0,-0.1832103537919378,0.0,4.603,0.0,0.00366,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-11-03,0,-0.37771613403801785,0.0,4.48,0.0,0.00357,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-11-04,-2,-1.8401169758553997,0.0,4.387,0.0,0.00368,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-11-05,0,-0.850795391062025,0.0,4.504,0.0,0.00367,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-11-06,-2,-2.307583197787177,0.0,4.88,0.0,0.00425,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-11-07,-2,-1.268485739017875,0.0,4.619,0.0,0.00388,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-11-08,-2,-1.6769956024885255,0.0,4.809,0.0,0.00415,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-11-09,-2,-1.826271089381081,0.0,5.155,0.0,0.00454,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-11-10,-2,-2.385879135783271,0.0,5.084,0.0,0.00477,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-11-11,-2,-2.1108870768267933,0.0,5.033,0.0,0.00478,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-11-12,-2,-1.201436490645902,0.0,5.03,0.0,0.00451,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-11-13,0,-0.8935023926426992,0.0,5.213,0.0,0.0046,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-11-14,0,-0.9512618487160216,0.0,5.045,0.0,0.0045,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-11-15,0,-0.28611213813530023,0.0,4.979,0.0,0.00424,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-11-16,0,-0.4140633317493527,0.0,5.084,0.0,0.00439,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-11-17,0,-0.3639495444760758,0.0,5.285,0.0,0.00457,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-11-18,0,-0.1863360132153967,0.0,5.105,0.0,0.00438,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-11-19,0,-0.1861016339684292,0.0,5.097,0.0,0.0044,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-11-20,0,-0.3818230533946891,0.0,5.268,0.0,0.00462,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-11-21,0,0.6479675853962804,0.0,5.922,0.0,0.00496,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-11-22,-2,-1.3326321319697092,0.0,5.481,0.0,0.00505,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-11-23,-2,-2.0783366068000397,0.0,5.811,0.0,0.0056,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-11-24,-2,-2.093015653179657,0.0,5.966,0.0,0.00587,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-11-25,-2,-2.7490056691229623,0.0,5.904,0.0,0.00631,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-11-26,-2,-1.683602117684933,0.0,5.33,0.0,0.00539,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-11-27,0,-0.9496429444443579,0.0,5.368,0.0,0.00519,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-11-28,-2,-1.7898195517865991,0.0,5.43,0.0,0.00569,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-11-29,-2,-1.6032369575114844,0.0,5.429,0.0,0.00571,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-11-30,-2,-1.2643500815877171,0.0,5.571,0.0,0.00575,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-12-01,-2,-1.5060136080788455,0.0,5.256,0.0,0.00563,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-12-02,0,-0.9712816941429725,0.0,5.51,0.0,0.00566,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-12-03,0,-0.8298289900945588,0.0,5.5,0.0,0.00562,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-12-04,0,-0.950969851766693,0.0,5.049,0.0,0.00527,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-12-05,0,-0.5698838022653878,0.0,5.261,0.0,0.00533,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-12-06,0,-0.1577245019914486,0.0,5.213,0.0,0.00512,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-12-07,0,-0.9220975874950567,0.0,5.1,0.0,0.0054,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-12-08,0,-0.04196671593026818,0.0,4.738,0.0,0.00469,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-12-09,0,-0.7507480533952858,0.0,4.804,0.0,0.00505,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-12-10,0,-0.9294622096009433,0.0,4.655,0.0,0.00498,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-12-11,0,0.3984459504381292,0.0,4.707,0.0,0.00471,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-12-12,0,-0.0242457655142349,0.0,5.06,0.0,0.00518,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-12-13,0,0.6508394596178266,0.0,5.195,0.0,0.00522,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-12-14,2,2.079464285666846,0.0,5.227,0.0,0.005,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-12-15,0,0.24096865678490292,0.0,5.291,0.0,0.00536,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-12-16,0,-0.252842058853329,0.0,5.494,0.0,0.00566,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-12-17,0,0.8161705098370331,0.0,5.354,0.0,0.00535,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-12-18,-2,-1.4487004447148035,0.0,5.329,0.0,0.00572,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-12-19,-1,-1.104782702988861,18692.389086521707,5.289,-17591467.23818742,0.00562,200000,197728.09175722662,-2271.908242773381,0.988640458786133
2020-12-20,-2,-2.460565627394147,0.0,5.036,0.0,0.00574,200000,204568.24226469907,4568.242264699074,1.0228412113234955
2020-12-21,0,-0.5976087707500175,0.0,5.031,0.0,0.0053,200000,204568.24226469907,4568.242264699074,1.0228412113234955
2020-12-22,-2,-1.8815357802386974,0.0,4.943,0.0,0.00556,200000,204568.24226469907,4568.242264699074,1.0228412113234955
2020-12-23,0,-0.018022078657786014,0.0,4.395,0.0,0.00455,200000,204568.24226469907,4568.242264699074,1.0228412113234955
2020-12-24,2,1.4240775033277788,0.0,4.959,0.0,0.0048,200000,204568.24226469907,4568.242264699074,1.0228412113234955
2020-12-25,1,1.111408582535044,-20836.040157333377,4.909,21309191.90257282,0.0048,200000,204568.24226469907,4568.242264699074,1.0228412113234955
2020-12-26,1,0.685964678924457,-20836.040157333377,4.81,21309191.90257282,0.0048,200000,202505.47428912309,2505.4742891230853,1.0125273714456153
2020-12-27,0,0.030306984850768035,0.0,4.842,0.0,0.00497,200000,199549.66495072035,-450.3350492796453,0.9977483247536018
2020-12-28,2,2.0239820129959596,0.0,5.391,0.0,0.00501,200000,199549.66495072035,-450.3350492796453,0.9977483247536018
2020-12-29,2,3.149778944761481,0.0,5.622,0.0,0.00461,200000,199549.66495072035,-450.3350492796453,0.9977483247536018
2020-12-30,2,2.761446403281405,0.0,5.424,0.0,0.00428,200000,199549.66495072035,-450.3350492796453,0.9977483247536018
2020-12-31,2,3.105472434691063,0.0,6.465,0.0,0.00443,200000,199549.66495072035,-450.3350492796453,0.9977483247536018
2021-01-01,2,1.2600164790557131,0.0,5.861,0.0,0.00479,200000,199549.66495072035,-450.3350492796453,0.9977483247536018
2021-01-02,0,0.5567651095518293,0.0,5.42,0.0,0.0048,200000,199549.66495072035,-450.3350492796453,0.9977483247536018
2021-01-03,0,0.22874733830363803,0.0,5.829,0.0,0.00538,200000,199549.66495072035,-450.3350492796453,0.9977483247536018
2021-01-04,0,0.0941799747210718,0.0,6.044,0.0,0.00566,200000,199549.66495072035,-450.3350492796453,0.9977483247536018
2021-01-05,0,-0.0793534932309105,0.0,6.196,0.0,0.00592,200000,199549.66495072035,-450.3350492796453,0.9977483247536018
2021-01-06,0,-0.7329189607357509,0.0,6.682,0.0,0.00704,200000,199549.66495072035,-450.3350492796453,0.9977483247536018
2021-01-07,0,-0.8764991245272087,0.0,6.264,0.0,0.00675,200000,199549.66495072035,-450.3350492796453,0.9977483247536018
2021-01-08,0,-0.9648918722480241,0.0,5.931,0.0,0.0065,200000,199549.66495072035,-450.3350492796453,0.9977483247536018
2021-01-09,-1,-1.1001725768084816,15256.090592562718,6.54,-13649087.889926154,0.00731,200000,199549.66495072035,-450.3350492796453,0.9977483247536018
2021-01-10,-1,-1.1045190608068272,15256.090592562718,6.409,-13649087.889926154,0.00722,200000,196322.69917300128,-3677.3008269987185,0.9816134958650065
2021-01-11,-1,-0.8194703411022991,15256.090592562718,5.726,-13649087.889926154,0.00613,200000,171025.28349826144,-28974.716501738556,0.8551264174913072
2021-01-12,-1,-0.5357419814170536,15256.090592562718,5.711,-13649087.889926154,0.00585,200000,166974.6975301937,-33025.30246980631,0.8348734876509685
2021-01-13,-1,-0.5186739968227203,15256.090592562718,6.242,-13649087.889926154,0.0064,200000,182582.67997430387,-17417.320025696128,0.9129133998715193
2021-01-14,0,-0.15158119549675167,0.0,6.476,0.0,0.00629,200000,186603.9851009197,-13396.014899080299,0.9330199255045986
2021-01-15,2,1.2695546256554349,0.0,7.896,0.0,0.00627,200000,186603.9851009197,-13396.014899080299,0.9330199255045986
2021-01-16,2,1.6511586792202675,0.0,9.03,0.0,0.00666,200000,186603.9851009197,-13396.014899080299,0.9330199255045986
2021-01-17,0,0.4938398250084535,0.0,8.544,0.0,0.0073,200000,186603.9851009197,-13396.014899080299,0.9330199255045986
2021-01-18,1,1.1268496117287685,-9781.108349980066,9.539,12540590.396567183,0.00744,200000,186603.9851009197,-13396.014899080299,0.9330199255045986
2021-01-19,0,0.15195762166679858,0.0,8.891,0.0,0.00802,200000,172992.28446012366,-27007.715539876343,0.8649614223006183
2021-01-20,0,0.5339600860497555,0.0,8.909,0.0,0.0078,200000,172992.28446012366,-27007.715539876343,0.8649614223006183
2021-01-21,0,0.08183271161334468,0.0,7.177,0.0,0.0067,200000,172992.28446012366,-27007.715539876343,0.8649614223006183
2021-01-22,0,0.4706752785727032,0.0,7.985,0.0,0.00711,200000,172992.28446012366,-27007.715539876343,0.8649614223006183
2021-01-23,0,0.19296002271917598,0.0,8.329,0.0,0.00767,200000,172992.28446012366,-27007.715539876343,0.8649614223006183
2021-01-24,0,0.30688854818221933,0.0,8.24,0.0,0.00747,200000,172992.28446012366,-27007.715539876343,0.8649614223006183
2021-01-25,0,0.22500331183829955,0.0,7.738,0.0,0.00707,200000,172992.28446012366,-27007.715539876343,0.8649614223006183
2021-01-26,0,0.16838573197279685,0.0,7.732,0.0,0.00707,200000,172992.28446012366,-27007.715539876343,0.8649614223006183
2021-01-27,0,-0.4940457394461209,0.0,6.953,0.0,0.00687,200000,172992.28446012366,-27007.715539876343,0.8649614223006183
2021-01-28,0,-0.6058747018572633,0.0,8.041,0.0,0.008,200000,172992.28446012366,-27007.715539876343,0.8649614223006183
2021-01-29,-2,-1.316517518494475,0.0,7.975,0.0,0.00866,200000,172992.28446012366,-27007.715539876343,0.8649614223006183
2021-01-30,-2,-1.4898130132515406,0.0,8.048,0.0,0.00892,200000,172992.28446012366,-27007.715539876343,0.8649614223006183
2021-01-31,-1,-1.1716767679517097,10619.53864089157,8.145,-9999554.01503605,0.00865,200000,172992.28446012366,-27007.715539876343,0.8649614223006183
2021-02-01,0,0.4480693502507851,0.0,9.29,0.0,0.00812,200000,155533.1490883337,-44466.85091166629,0.7776657454416686
2021-02-02,0,-0.7667159772983374,0.0,8.893,0.0,0.00887,200000,155533.1490883337,-44466.85091166629,0.7776657454416686
2021-02-03,-2,-1.4460127567543628,0.0,9.303,0.0,0.01025,200000,155533.1490883337,-44466.85091166629,0.7776657454416686
2021-02-04,-2,-1.5682191063040078,0.0,9.152,0.0,0.01052,200000,155533.1490883337,-44466.85091166629,0.7776657454416686
2021-02-05,0,0.009452682780589357,0.0,12.19,0.0,0.01158,200000,155533.1490883337,-44466.85091166629,0.7776657454416686
2021-02-06,0,0.9898332437324516,0.0,12.087,0.0,0.01047,200000,155533.1490883337,-44466.85091166629,0.7776657454416686
2021-02-07,2,2.4496585370962247,0.0,13.841,0.0,0.01048,200000,155533.1490883337,-44466.85091166629,0.7776657454416686
2021-02-08,0,0.7061160709905098,0.0,14.169,0.0,0.01252,200000,155533.1490883337,-44466.85091166629,0.7776657454416686
2021-02-09,-2,-1.507226453666267,0.0,15.057,0.0,0.01739,200000,155533.1490883337,-44466.85091166629,0.7776657454416686
2021-02-10,0,-0.58022533028287,0.0,14.965,0.0,0.01547,200000,155533.1490883337,-44466.85091166629,0.7776657454416686
2021-02-11,0,0.3905810982708641,0.0,17.652,0.0,0.01638,200000,155533.1490883337,-44466.85091166629,0.7776657454416686
2021-02-12,1,1.1380520072511038,-3689.8165944281104,21.076,4325170.998007055,0.01798,200000,155533.1490883337,-44466.85091166629,0.7776657454416686
2021-02-13,0,-0.47395052489474937,0.0,20.248,0.0,0.02078,200000,140367.5021537275,-59632.49784627251,0.7018375107686374
2021-02-14,-2,-1.2156057895785304,0.0,19.084,0.0,0.02193,200000,140367.5021537275,-59632.49784627251,0.7018375107686374
2021-02-15,1,1.1805418527391238,3120.803551819278,22.489,-3659215.384612291,0.01918,200000,140367.5021537275,-59632.49784627251,0.7018375107686374
2021-02-16,2,2.040439025132606,0.0,25.067,0.0,0.0188,200000,149803.43555647024,-50196.56444352976,0.7490171777823512
2021-02-17,2,1.2276997619893946,0.0,23.83,0.0,0.01929,200000,149803.43555647024,-50196.56444352976,0.7490171777823512
2021-02-18,0,0.12806737637341684,0.0,23.092,0.0,0.02143,200000,149803.43555647024,-50196.56444352976,0.7490171777823512
2021-02-19,0,0.1286230894614379,0.0,22.898,0.0,0.02108,200000,149803.43555647024,-50196.56444352976,0.7490171777823512
2021-02-20,0,-0.6486252975443555,0.0,21.648,0.0,0.02213,200000,149803.43555647024,-50196.56444352976,0.7490171777823512
2021-02-21,0,-0.6409873522382815,0.0,21.569,0.0,0.02223,200000,149803.43555647024,-50196.56444352976,0.7490171777823512
2021-02-22,0,-0.0332364200812413,0.0,21.152,0.0,0.01997,200000,149803.43555647024,-50196.56444352976,0.7490171777823512
2021-02-23,1,1.0647661136941138,-3730.1652279997575,20.08,4586755.528367123,0.01633,200000,149803.43555647024,-50196.56444352976,0.7490171777823512
2021-02-24,1,0.3261569626442069,-3730.1652279997575,19.42,4586755.528367123,0.01709,200000,150827.4607075494,-49172.53929245059,0.7541373035377471
2021-02-25,0,-0.5069937366740374,0.0,17.686,0.0,0.01726,200000,136607.73735925741,-63392.262640742585,0.6830386867962871
2021-02-26,0,-0.033846139621632104,0.0,18.86,0.0,0.0174,200000,136607.73735925741,-63392.262640742585,0.6830386867962871
2021-02-27,-2,-1.4655375124407661,0.0,19.121,0.0,0.02175,200000,136607.73735925741,-63392.262640742585,0.6830386867962871
2021-02-28,-2,-2.034444355143499,0.0,17.649,0.0,0.02342,200000,136607.73735925741,-63392.262640742585,0.6830386867962871
2021-03-01,-2,-1.6267322936052593,0.0,18.701,0.0,0.02334,200000,136607.73735925741,-63392.262640742585,0.6830386867962871
2021-03-02,-2,-1.283071969992562,0.0,18.851,0.0,0.02249,200000,136607.73735925741,-63392.262640742585,0.6830386867962871
2021-03-03,-1,-1.0129046357895888,3187.152661081084,21.431,-2757523.967687877,0.02477,200000,136607.73735925741,-63392.262640742585,0.6830386867962871
2021-03-04,-2,-1.5983339506251644,0.0,18.855,0.0,0.02562,200000,147161.737986737,-52838.26201326301,0.7358086899336849
2021-03-05,-2,-1.8353501738619387,0.0,18.671,0.0,0.02889,200000,147161.737986737,-52838.26201326301,0.7358086899336849
