date,statusList,zscore,MATICUSDT_position,MATICUSDT_price,BNBUSDT_position,BNBUSDT_price,init,total_asset,pnl,return
2020-07-27,-2,-2.254406404290252,0.0,0.01995,0.0,19.7474,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-07-28,-2,-1.876246731668483,0.0,0.02047,0.0,20.1732,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-07-29,-2,-1.5656969505603375,0.0,0.02034,0.0,19.899,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-07-30,-2,-1.3927783932181104,0.0,0.02041,0.0,19.97,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-07-31,-2,-1.6195815517844023,0.0,0.02025,0.0,20.6615,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-08-01,-2,-1.4751035410328883,0.0,0.02109,0.0,21.6168,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-08-02,-2,-1.491108266704258,0.0,0.02002,0.0,20.9898,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-08-03,-2,-1.5473206898657683,0.0,0.02043,0.0,22.0504,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-08-04,-2,-1.3946135508219315,0.0,0.02067,0.0,22.2818,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-08-05,-2,-1.3562031155485057,0.0,0.0213,0.0,23.2728,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-08-06,0,-0.902360264693058,0.0,0.02176,0.0,22.7487,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-08-07,0,-0.8376303124801375,0.0,0.02135,0.0,22.3323,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-08-08,0,-0.3397304964052451,0.0,0.02287,0.0,22.9234,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-08-09,0,-0.08096267277909779,0.0,0.02268,0.0,22.422,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-08-10,1,1.02818522211212,-3881042.0067245825,0.02449,4198.751540391353,22.6369,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-08-11,2,1.257916654337463,0.0,0.02303,0.0,21.2902,200000,190081.5748589972,-9918.425141002808,0.950407874294986
2020-08-12,2,2.5502614140956874,0.0,0.02528,0.0,21.4919,200000,190081.5748589972,-9918.425141002808,0.950407874294986
2020-08-13,2,2.7500195625502695,0.0,0.02715,0.0,21.7667,200000,190081.5748589972,-9918.425141002808,0.950407874294986
2020-08-14,2,2.050122180764388,0.0,0.0282,0.0,23.1047,200000,190081.5748589972,-9918.425141002808,0.950407874294986
2020-08-15,2,2.3313702489284247,0.0,0.03005,0.0,23.0881,200000,190081.5748589972,-9918.425141002808,0.950407874294986
2020-08-16,2,1.8333208290187748,0.0,0.03014,0.0,23.529,200000,190081.5748589972,-9918.425141002808,0.950407874294986
2020-08-17,2,1.2337130552069595,0.0,0.02874,0.0,23.4961,200000,190081.5748589972,-9918.425141002808,0.950407874294986
2020-08-18,0,0.7159008936115357,0.0,0.02674,0.0,22.9705,200000,190081.5748589972,-9918.425141002808,0.950407874294986
2020-08-19,0,0.25595811407519653,0.0,0.02479,0.0,22.3761,200000,190081.5748589972,-9918.425141002808,0.950407874294986
2020-08-20,0,0.5525371125277787,0.0,0.02667,0.0,23.0888,200000,190081.5748589972,-9918.425141002808,0.950407874294986
2020-08-21,0,0.23851485027157013,0.0,0.02477,0.0,22.0988,200000,190081.5748589972,-9918.425141002808,0.950407874294986
2020-08-22,0,0.6078906144689505,0.0,0.02615,0.0,22.2044,200000,190081.5748589972,-9918.425141002808,0.950407874294986
2020-08-23,0,0.3748243122780187,0.0,0.0253,0.0,21.8555,200000,190081.5748589972,-9918.425141002808,0.950407874294986
2020-08-24,0,0.9525550036155926,0.0,0.02794,0.0,22.5953,200000,190081.5748589972,-9918.425141002808,0.950407874294986
2020-08-25,0,0.5726247927544502,0.0,0.0257,0.0,21.3882,200000,190081.5748589972,-9918.425141002808,0.950407874294986
2020-08-26,0,0.8154030862679291,0.0,0.02739,0.0,22.1999,200000,190081.5748589972,-9918.425141002808,0.950407874294986
2020-08-27,0,-0.5904731344295958,0.0,0.02579,0.0,23.1127,200000,190081.5748589972,-9918.425141002808,0.950407874294986
2020-08-28,0,-0.13845369559822168,0.0,0.02684,0.0,23.0811,200000,190081.5748589972,-9918.425141002808,0.950407874294986
2020-08-29,0,0.28478103019620465,0.0,0.02753,0.0,22.9398,200000,190081.5748589972,-9918.425141002808,0.950407874294986
2020-08-30,0,-0.6037864312557442,0.0,0.02718,0.0,23.6208,200000,190081.5748589972,-9918.425141002808,0.950407874294986
2020-08-31,0,-0.8060424722579763,0.0,0.02652,0.0,23.1477,200000,190081.5748589972,-9918.425141002808,0.950407874294986
2020-09-01,-2,-2.3385085855657,0.0,0.02548,0.0,24.7028,200000,190081.5748589972,-9918.425141002808,0.950407874294986
2020-09-02,-2,-2.7177737980740506,0.0,0.02343,0.0,24.7652,200000,190081.5748589972,-9918.425141002808,0.950407874294986
2020-09-03,-2,-2.270328474233782,0.0,0.01908,0.0,20.3592,200000,190081.5748589972,-9918.425141002808,0.950407874294986
2020-09-04,-2,-2.1219259702061706,0.0,0.01924,0.0,20.9712,200000,190081.5748589972,-9918.425141002808,0.950407874294986
2020-09-05,-2,-1.818979283654603,0.0,0.01797,0.0,19.4698,200000,190081.5748589972,-9918.425141002808,0.950407874294986
2020-09-06,-2,-2.3368656078351133,0.0,0.01868,0.0,23.142,200000,190081.5748589972,-9918.425141002808,0.950407874294986
2020-09-07,-2,-1.7899913711176212,0.0,0.0188,0.0,22.4426,200000,190081.5748589972,-9918.425141002808,0.950407874294986
2020-09-08,-2,-1.8719119049638304,0.0,0.01821,0.0,23.2837,200000,190081.5748589972,-9918.425141002808,0.950407874294986
2020-09-09,-2,-1.4371639169984638,0.0,0.02005,0.0,24.4716,200000,190081.5748589972,-9918.425141002808,0.950407874294986
2020-09-10,-2,-1.2289718451100478,0.0,0.02038,0.0,24.5489,200000,190081.5748589972,-9918.425141002808,0.950407874294986
2020-09-11,-1,-1.1121120075384545,4510716.06214991,0.02107,-3741.9106039410444,25.399,200000,190081.5748589972,-9918.425141002808,0.950407874294986
2020-09-12,-2,-1.4847048297392778,0.0,0.02098,0.0,28.505,200000,202109.91364043154,2109.913640431536,1.0105495682021577
2020-09-13,-2,-1.8216210622885252,0.0,0.01976,0.0,31.1656,200000,202109.91364043154,2109.913640431536,1.0105495682021577
2020-09-14,-2,-1.5809125879736556,0.0,0.02009,0.0,31.2523,200000,202109.91364043154,2109.913640431536,1.0105495682021577
2020-09-15,0,-0.8960639165388774,0.0,0.02045,0.0,27.1181,200000,202109.91364043154,2109.913640431536,1.0105495682021577
2020-09-16,-1,-1.0381238214340769,5101209.329642391,0.01981,-3626.0053757769524,27.8695,200000,202109.91364043154,2109.913640431536,1.0105495682021577
2020-09-17,-1,-0.7088245671116653,5101209.329642391,0.02044,-3626.0053757769524,27.095,200000,202515.334354567,2515.3343545669923,1.012576671772835
2020-09-18,-1,-0.6000046237807115,5101209.329642391,0.02103,-3626.0053757769524,27.629,200000,207461.3347297209,7461.334729720897,1.0373066736486045
2020-09-19,-1,-0.48334243760517503,5101209.329642391,0.02088,-3626.0053757769524,27.2035,200000,205153.28804288144,5153.288042881439,1.025766440214407
2020-09-20,0,0.18497312501139698,0.0,0.02188,0.0,26.316,200000,185917.41097680235,-14082.589023197652,0.9295870548840117
2020-09-21,0,0.13378366020054785,0.0,0.01881,0.0,23.1232,200000,185917.41097680235,-14082.589023197652,0.9295870548840117
2020-09-22,0,0.24120114965078926,0.0,0.01959,0.0,24.0468,200000,185917.41097680235,-14082.589023197652,0.9295870548840117
2020-09-23,0,-0.16779501587317147,0.0,0.01769,0.0,22.8331,200000,185917.41097680235,-14082.589023197652,0.9295870548840117
2020-09-24,0,-0.1293667854654116,0.0,0.01895,0.0,24.5745,200000,185917.41097680235,-14082.589023197652,0.9295870548840117
2020-09-25,0,0.03455601036926012,0.0,0.01912,0.0,24.6924,200000,185917.41097680235,-14082.589023197652,0.9295870548840117
2020-09-26,0,-0.84465277484739,0.0,0.01883,0.0,26.1998,200000,185917.41097680235,-14082.589023197652,0.9295870548840117
2020-09-27,0,-0.833063486537092,0.0,0.01875,0.0,26.251,200000,185917.41097680235,-14082.589023197652,0.9295870548840117
2020-09-28,-1,-1.015405850987646,4934113.879426814,0.01884,-3444.764984469481,26.9855,200000,185917.41097680235,-14082.589023197652,0.9295870548840117
2020-09-29,-2,-1.209956451972876,0.0,0.01962,0.0,28.8946,200000,188645.20298270014,-11354.797017299861,0.9432260149135007
2020-09-30,0,-0.960228380215316,0.0,0.02014,0.0,29.2656,200000,188645.20298270014,-11354.797017299861,0.9432260149135007
2020-10-01,0,-0.8287075568821036,0.0,0.01898,0.0,27.4673,200000,188645.20298270014,-11354.797017299861,0.9432260149135007
2020-10-02,-1,-1.1821526213724807,5185409.647682796,0.01819,-3450.3766517545905,27.3369,200000,188645.20298270014,-11354.797017299861,0.9432260149135007
2020-10-03,-2,-1.4110086227357501,0.0,0.01849,0.0,28.1867,200000,190021.7101670563,-9978.289832943701,0.9501085508352815
2020-10-04,-2,-1.6691203469547855,0.0,0.01858,0.0,28.9668,200000,190021.7101670563,-9978.289832943701,0.9501085508352815
2020-10-05,-2,-1.2271739147888128,0.0,0.01884,0.0,28.6158,200000,190021.7101670563,-9978.289832943701,0.9501085508352815
2020-10-06,-2,-1.6729038690781552,0.0,0.01716,0.0,27.6812,200000,190021.7101670563,-9978.289832943701,0.9501085508352815
2020-10-07,-2,-1.5736250695950522,0.0,0.01695,0.0,27.6898,200000,190021.7101670563,-9978.289832943701,0.9501085508352815
2020-10-08,-2,-1.5520099857219853,0.0,0.01662,0.0,27.7424,200000,190021.7101670563,-9978.289832943701,0.9501085508352815
2020-10-09,-2,-1.3686608146410257,0.0,0.01705,0.0,28.4076,200000,190021.7101670563,-9978.289832943701,0.9501085508352815
2020-10-10,-2,-1.2151279110318127,0.0,0.0172,0.0,28.4414,200000,190021.7101670563,-9978.289832943701,0.9501085508352815
2020-10-11,0,-0.8667045625828412,0.0,0.0178,0.0,28.5271,200000,190021.7101670563,-9978.289832943701,0.9501085508352815
2020-10-12,-2,-1.4316801507719392,0.0,0.01785,0.0,30.6503,200000,190021.7101670563,-9978.289832943701,0.9501085508352815
2020-10-13,-2,-1.4297180971659251,0.0,0.01768,0.0,30.7256,200000,190021.7101670563,-9978.289832943701,0.9501085508352815
2020-10-14,-2,-1.64741115596188,0.0,0.01712,0.0,30.838,200000,190021.7101670563,-9978.289832943701,0.9501085508352815
2020-10-15,-2,-1.692478587713333,0.0,0.01718,0.0,31.3256,200000,190021.7101670563,-9978.289832943701,0.9501085508352815
2020-10-16,-2,-1.6708758963631,0.0,0.01622,0.0,30.0516,200000,190021.7101670563,-9978.289832943701,0.9501085508352815
2020-10-17,-2,-1.3026710006683404,0.0,0.01673,0.0,30.2414,200000,190021.7101670563,-9978.289832943701,0.9501085508352815
2020-10-18,-2,-1.241629249242139,0.0,0.01688,0.0,30.6593,200000,190021.7101670563,-9978.289832943701,0.9501085508352815
2020-10-19,-2,-1.2660263480492175,0.0,0.01624,0.0,29.9107,200000,190021.7101670563,-9978.289832943701,0.9501085508352815
2020-10-20,-2,-1.2087836005554617,0.0,0.01559,0.0,28.8227,200000,190021.7101670563,-9978.289832943701,0.9501085508352815
2020-10-21,0,-0.9694254895269558,0.0,0.01633,0.0,29.7329,200000,190021.7101670563,-9978.289832943701,0.9501085508352815
2020-10-22,0,-0.49854700269650715,0.0,0.01735,0.0,30.6396,200000,190021.7101670563,-9978.289832943701,0.9501085508352815
2020-10-23,0,-0.7055387539981904,0.0,0.01701,0.0,30.6377,200000,190021.7101670563,-9978.289832943701,0.9501085508352815
2020-10-24,0,-0.043335601708121396,0.0,0.01767,0.0,30.6639,200000,190021.7101670563,-9978.289832943701,0.9501085508352815
2020-10-25,0,-0.008156540429428174,0.0,0.01727,0.0,30.128,200000,190021.7101670563,-9978.289832943701,0.9501085508352815
2020-10-26,-2,-1.3708400819585311,0.0,0.01652,0.0,31.0467,200000,190021.7101670563,-9978.289832943701,0.9501085508352815
2020-10-27,-2,-2.119229405729598,0.0,0.01582,0.0,31.4826,200000,190021.7101670563,-9978.289832943701,0.9501085508352815
2020-10-28,-2,-1.9861560434718881,0.0,0.01506,0.0,30.3338,200000,190021.7101670563,-9978.289832943701,0.9501085508352815
2020-10-29,-2,-2.4459079533456496,0.0,0.01383,0.0,29.8702,200000,190021.7101670563,-9978.289832943701,0.9501085508352815
2020-10-30,-2,-1.619469432758046,0.0,0.01385,0.0,28.4909,200000,190021.7101670563,-9978.289832943701,0.9501085508352815
2020-10-31,-2,-1.6401205041765328,0.0,0.01374,0.0,28.5058,200000,190021.7101670563,-9978.289832943701,0.9501085508352815
2020-11-01,-1,-1.131726518277409,6719296.682003405,0.01414,-3329.998636031661,28.5318,200000,190021.7101670563,-9978.289832943701,0.9501085508352815
2020-11-02,-1,-1.1182858653684085,6719296.682003405,0.01368,-3329.998636031661,27.7983,200000,184488.2796938055,-15511.720306194504,0.9224413984690275
2020-11-03,-2,-1.4645404885451652,0.0,0.01273,0.0,26.8638,200000,193941.4807637803,-6058.519236219698,0.9697074038189015
2020-11-04,-2,-1.7582054249259147,0.0,0.01222,0.0,26.96,200000,193941.4807637803,-6058.519236219698,0.9697074038189015
2020-11-05,0,-0.8528450245060057,0.0,0.01343,0.0,27.6875,200000,193941.4807637803,-6058.519236219698,0.9697074038189015
2020-11-06,0,0.40267404686633407,0.0,0.01548,0.0,29.0435,200000,193941.4807637803,-6058.519236219698,0.9697074038189015
2020-11-07,0,0.03662497558002195,0.0,0.01436,0.0,27.7651,200000,193941.4807637803,-6058.519236219698,0.9697074038189015
2020-11-08,0,0.9520715698389296,0.0,0.0157,0.0,28.4101,200000,193941.4807637803,-6058.519236219698,0.9697074038189015
2020-11-09,0,0.9785896026486094,0.0,0.01559,0.0,28.0941,200000,193941.4807637803,-6058.519236219698,0.9697074038189015
2020-11-10,2,2.083565665125399,0.0,0.01724,0.0,28.2188,200000,193941.4807637803,-6058.519236219698,0.9697074038189015
2020-11-11,2,1.5266937692068854,0.0,0.01654,0.0,28.016,200000,193941.4807637803,-6058.519236219698,0.9697074038189015
2020-11-12,1,1.1054180530767428,-6110317.604403917,0.01587,3502.3418732669065,27.6874,200000,193941.4807637803,-6058.519236219698,0.9697074038189015
2020-11-13,2,1.6015891329506124,0.0,0.01692,0.0,28.1974,200000,198571.1198930383,-1428.8801069617039,0.9928555994651915
2020-11-14,2,1.4860544589299216,0.0,0.01671,0.0,27.9311,200000,198571.1198930383,-1428.8801069617039,0.9928555994651915
2020-11-15,2,1.257892204687158,0.0,0.01641,0.0,27.6786,200000,198571.1198930383,-1428.8801069617039,0.9928555994651915
2020-11-16,1,1.1720497060208774,-5970268.186802114,0.01663,3552.879035913958,27.9451,200000,198571.1198930383,-1428.8801069617039,0.9928555994651915
2020-11-17,2,1.4253230551157103,0.0,0.01766,0.0,28.5552,200000,202552.88462563342,2552.884625633422,1.0127644231281672
2020-11-18,1,1.0935143494665327,-5950437.268673132,0.01702,3605.0290752112337,28.0931,200000,202552.88462563342,2552.884625633422,1.0127644231281672
2020-11-19,1,1.0953603482167378,-5950437.268673132,0.01723,3605.0290752112337,28.1387,200000,203966.8657778844,3966.8657778844063,1.019834328889422
2020-11-20,1,1.091660642686729,-5950437.268673132,0.01791,3605.0290752112337,28.9715,200000,211015.43133441804,11015.431334418041,1.0550771566720902
2020-11-21,2,1.5184714359112526,0.0,0.01989,0.0,30.5161,200000,210895.65413748848,10895.654137488484,1.0544782706874425
2020-11-22,1,1.1446896039885242,-5512170.782474869,0.01913,3512.2816501150546,30.0226,200000,210895.65413748848,10895.654137488484,1.0544782706874425
2020-11-23,2,1.7676377202417244,0.0,0.02113,0.0,30.995,200000,218504.65302586637,18504.65302586637,1.0925232651293317
2020-11-24,0,0.9188044915454306,0.0,0.0216,0.0,33.9407,200000,218504.65302586637,18504.65302586637,1.0925232651293317
2020-11-25,2,1.5267612165272268,0.0,0.02087,0.0,31.2953,200000,218504.65302586637,18504.65302586637,1.0925232651293317
2020-11-26,0,0.5469153978745233,0.0,0.01775,0.0,28.2356,200000,218504.65302586637,18504.65302586637,1.0925232651293317
2020-11-27,0,0.24709892020364196,0.0,0.01766,0.0,28.4606,200000,218504.65302586637,18504.65302586637,1.0925232651293317
2020-11-28,0,0.8119862570886925,0.0,0.01872,0.0,29.1766,200000,218504.65302586637,18504.65302586637,1.0925232651293317
2020-11-29,0,0.251251534760563,0.0,0.01888,0.0,30.1045,200000,218504.65302586637,18504.65302586637,1.0925232651293317
2020-11-30,0,0.052324847726172324,0.0,0.0196,0.0,31.4935,200000,218504.65302586637,18504.65302586637,1.0925232651293317
2020-12-01,0,-0.20732084251465663,0.0,0.01863,0.0,30.1996,200000,218504.65302586637,18504.65302586637,1.0925232651293317
2020-12-02,0,0.5293414916843667,0.0,0.01932,0.0,30.2875,200000,218504.65302586637,18504.65302586637,1.0925232651293317
2020-12-03,2,1.8796772445362826,0.0,0.02078,0.0,30.7065,200000,218504.65302586637,18504.65302586637,1.0925232651293317
2020-12-04,0,0.7182392156704148,0.0,0.01885,0.0,29.0231,200000,218504.65302586637,18504.65302586637,1.0925232651293317
2020-12-05,1,1.1318336006515954,-5551439.355331971,0.01968,3675.0648046600236,29.728,200000,218504.65302586637,18504.65302586637,1.0925232651293317
2020-12-06,1,1.0873849979627404,-5551439.355331971,0.01956,3675.0648046600236,29.5026,200000,217010.12069625617,17010.12069625617,1.0850506034812808
2020-12-07,1,0.5283916982700566,-5551439.355331971,0.01915,3675.0648046600236,29.37,200000,214246.71696747217,14246.716967472166,1.0712335848373609
2020-12-08,0,-0.2880854085617547,0.0,0.0176,0.0,27.6705,200000,214519.10500236388,14519.105002363882,1.0725955250118193
2020-12-09,0,-0.05524725556426329,0.0,0.01808,0.0,28.1452,200000,214519.10500236388,14519.105002363882,1.0725955250118193
2020-12-10,0,-0.29135630813403574,0.0,0.0177,0.0,27.6926,200000,214519.10500236388,14519.105002363882,1.0725955250118193
2020-12-11,0,-0.3253937673922866,0.0,0.01744,0.0,27.3419,200000,214519.10500236388,14519.105002363882,1.0725955250118193
2020-12-12,0,-0.5317210959584385,0.0,0.01785,0.0,28.1603,200000,214519.10500236388,14519.105002363882,1.0725955250118193
2020-12-13,-1,-1.059888534886063,5903112.410631918,0.01817,-3678.676977517721,29.1571,200000,214519.1050023639,14519.10500236391,1.0725955250118195
2020-12-14,-2,-1.5358199449015828,0.0,0.01839,0.0,30.0338,200000,216445.51637821464,16445.51637821464,1.0822275818910732
2020-12-15,1,1.1712392780810739,5564152.091984953,0.01945,-3667.9090939291355,29.5053,200000,216445.51637821464,16445.51637821464,1.0822275818910732
2020-12-16,0,-0.08551494889005236,0.0,0.0195,0.0,30.5577,200000,212863.61645236288,12863.616452362883,1.0643180822618143
2020-12-17,0,-0.7597370095707279,0.0,0.01896,0.0,30.2255,200000,212863.61645236288,12863.616452362883,1.0643180822618143
2020-12-18,2,1.270522104428568,0.0,0.02055,0.0,30.9882,200000,212863.61645236288,12863.616452362883,1.0643180822618143
2020-12-19,-2,-2.1320304581045026,0.0,0.0199,0.0,33.3167,200000,212863.61645236288,12863.616452362883,1.0643180822618143
2020-12-20,-2,-2.9096319215720166,0.0,0.01918,0.0,34.3148,200000,212863.61645236288,12863.616452362883,1.0643180822618143
2020-12-21,-2,-2.251793179248209,0.0,0.01808,0.0,32.05,200000,212863.61645236288,12863.616452362883,1.0643180822618143
2020-12-22,-2,-2.0933385397955933,0.0,0.01861,0.0,33.5151,200000,212863.61645236288,12863.616452362883,1.0643180822618143
2020-12-23,-2,-2.8800220503364993,0.0,0.01522,0.0,31.1843,200000,212863.61645236288,12863.616452362883,1.0643180822618143
2020-12-24,-2,-2.0754433505247687,0.0,0.01641,0.0,32.4895,200000,212863.61645236288,12863.616452362883,1.0643180822618143
2020-12-25,-2,-1.8520156465344837,0.0,0.01662,0.0,33.1996,200000,212863.61645236288,12863.616452362883,1.0643180822618143
2020-12-26,0,-0.5043384513168229,0.0,0.01926,0.0,33.6361,200000,212863.61645236288,12863.616452362883,1.0643180822618143
2020-12-27,0,-0.9262420988313793,0.0,0.01832,0.0,33.674,200000,212863.61645236288,12863.616452362883,1.0643180822618143
2020-12-28,-1,-1.1480605712671001,5640265.406792869,0.01887,-2960.4686441595904,35.951,200000,212863.61645236288,12863.616452362883,1.0643180822618143
2020-12-29,-2,-1.796728867994038,0.0,0.01845,0.0,39.0667,200000,224456.4600778239,24456.460077823896,1.1222823003891196
2020-12-30,-2,-1.5604201043045314,0.0,0.01808,0.0,38.1558,200000,224456.4600778239,24456.460077823896,1.1222823003891196
2020-12-31,-2,-1.4358429681704765,0.0,0.01758,0.0,37.3588,200000,224456.4600778239,24456.460077823896,1.1222823003891196
2021-01-01,-2,-1.292379203599927,0.0,0.01777,0.0,37.7762,200000,224456.4600778239,24456.460077823896,1.1222823003891196
2021-01-02,0,-0.7907387681510769,0.0,0.01904,0.0,38.2331,200000,224456.4600778239,24456.460077823896,1.1222823003891196
2021-01-03,0,-0.9082391198184121,0.0,0.01997,0.0,41.2575,200000,224456.4600778239,24456.460077823896,1.1222823003891196
2021-01-04,0,0.976068061813381,0.0,0.02468,0.0,41.1333,200000,224456.4600778239,24456.460077823896,1.1222823003891196
2021-01-05,0,0.7946742603978502,0.0,0.0244,0.0,41.8219,200000,224456.4600778239,24456.460077823896,1.1222823003891196
2021-01-06,2,3.3565780035175337,0.0,0.03555,0.0,42.2417,200000,224456.4600778239,24456.460077823896,1.1222823003891196
2021-01-07,2,2.122974790798855,0.0,0.03297,0.0,43.5728,200000,224456.4600778239,24456.460077823896,1.1222823003891196
2021-01-08,2,1.7676833045987608,0.0,0.03159,0.0,42.356,200000,224456.4600778239,24456.460077823896,1.1222823003891196
2021-01-09,2,1.6846449453973331,0.0,0.03346,0.0,43.8479,200000,224456.4600778239,24456.460077823896,1.1222823003891196
2021-01-10,1,1.1389203951895268,-3711250.9933502628,0.03024,2646.698709266821,42.4031,200000,224456.4600778239,24456.460077823896,1.1222823003891196
2021-01-11,1,0.7884423061104537,-3711250.9933502628,0.02593,2646.698709266821,38.1674,200000,197250.34657364278,-2749.653426357225,0.9862517328682139
2021-01-12,1,0.7320474624641045,-3711250.9933502628,0.02609,2646.698709266821,38.2541,200000,198073.61551067227,-1926.3844893277274,0.9903680775533613
2021-01-13,1,1.1386152206001827,-3711250.9933502628,0.02992,2646.698709266821,40.1114,200000,217203.42032792504,17203.420327925036,1.0860171016396252
2021-01-14,2,1.3017474763757428,0.0,0.03286,0.0,41.8723,200000,235584.8053552804,35584.805355280405,1.177924026776402
2021-01-15,2,1.483137075980473,0.0,0.03402,0.0,40.8668,200000,235584.8053552804,35584.805355280405,1.177924026776402
2021-01-16,0,0.8437449544567726,0.0,0.03271,0.0,43.142,200000,235584.8053552804,35584.805355280405,1.177924026776402
2021-01-17,0,0.6694240805810017,0.0,0.03416,0.0,45.8675,200000,235584.8053552804,35584.805355280405,1.177924026776402
2021-01-18,0,0.9619830035567168,0.0,0.03612,0.0,45.3412,200000,235584.8053552804,35584.805355280405,1.177924026776402
2021-01-19,0,0.6001066254649338,0.0,0.03229,0.0,42.5241,200000,235584.8053552804,35584.805355280405,1.177924026776402
2021-01-20,0,0.9202401584996461,0.0,0.03443,0.0,42.6069,200000,235584.8053552804,35584.805355280405,1.177924026776402
2021-01-21,0,0.2410262508713969,0.0,0.0286,0.0,38.6343,200000,235584.8053552804,35584.805355280405,1.177924026776402
2021-01-22,0,0.3834373517127157,0.0,0.03119,0.0,40.8936,200000,235584.8053552804,35584.805355280405,1.177924026776402
2021-01-23,2,1.2374185894526308,0.0,0.03403,0.0,40.9109,200000,235584.8053552804,35584.805355280405,1.177924026776402
2021-01-24,0,0.5856498621399571,0.0,0.0331,0.0,41.8263,200000,235584.8053552804,35584.805355280405,1.177924026776402
2021-01-25,0,0.36589630120580463,0.0,0.03273,0.0,41.8347,200000,235584.8053552804,35584.805355280405,1.177924026776402
2021-01-26,2,3.52686916713529,0.0,0.0433,0.0,41.8396,200000,235584.8053552804,35584.805355280405,1.177924026776402
2021-01-27,2,2.5389187875320545,0.0,0.04175,0.0,40.8826,200000,235584.8053552804,35584.805355280405,1.177924026776402
2021-01-28,1,1.1614095856386966,-3054782.2271172255,0.03856,2769.930504537058,42.5254,200000,235584.8053552804,35584.805355280405,1.177924026776402
2021-01-29,2,1.3245296967348639,0.0,0.04016,0.0,42.8618,200000,239540.6522969417,39540.6522969417,1.1977032614847085
2021-01-30,0,0.7951891720496411,0.0,0.03999,0.0,44.7849,200000,239540.6522969417,39540.6522969417,1.1977032614847085
2021-01-31,0,0.4306635432012157,0.0,0.03831,0.0,44.3292,200000,239540.6522969417,39540.6522969417,1.1977032614847085
2021-02-01,0,-0.39821350690809243,0.0,0.0409,0.0,51.4781,200000,239540.6522969417,39540.6522969417,1.1977032614847085
2021-02-02,0,-0.3220296656042273,0.0,0.04105,0.0,51.0071,200000,239540.6522969417,39540.6522969417,1.1977032614847085
2021-02-03,0,0.06458515316822734,0.0,0.04382,0.0,52.12,200000,239540.6522969417,39540.6522969417,1.1977032614847085
2021-02-04,0,0.12376876599868449,0.0,0.04737,0.0,55.9599,200000,239540.6522969417,39540.6522969417,1.1977032614847085
2021-02-05,0,-0.34646294358128554,0.0,0.05481,0.0,67.7005,200000,239540.6522969417,39540.6522969417,1.1977032614847085
2021-02-06,-2,-1.3697770194283119,0.0,0.0525,0.0,72.8356,200000,239540.6522969417,39540.6522969417,1.1977032614847085
2021-02-07,2,1.4083696096631795,0.0,0.06646,0.0,68.3542,200000,239540.6522969417,39540.6522969417,1.1977032614847085
2021-02-08,0,0.44283880376664,0.0,0.07118,0.0,79.8374,200000,239540.6522969417,39540.6522969417,1.1977032614847085
2021-02-09,0,0.6870883417812507,0.0,0.09864,0.0,107.3469,200000,239540.6522969417,39540.6522969417,1.1977032614847085
2021-02-10,0,0.38173990378513384,0.0,0.11585,0.0,128.9711,200000,239540.6522969417,39540.6522969417,1.1977032614847085
2021-02-11,2,1.3667641091346543,0.0,0.12333,0.0,124.085,200000,239540.6522969417,39540.6522969417,1.1977032614847085
2021-02-12,0,0.03885025733452202,0.0,0.12071,0.0,136.6139,200000,239540.6522969417,39540.6522969417,1.1977032614847085
2021-02-13,0,-0.562996060385342,0.0,0.1115,0.0,133.3496,200000,239540.6522969417,39540.6522969417,1.1977032614847085
2021-02-14,-2,-1.676162406697094,0.0,0.10002,0.0,135.8623,200000,239540.6522969417,39540.6522969417,1.1977032614847085
2021-02-15,0,-0.5995795323882269,0.0,0.10717,0.0,130.303,200000,239540.6522969417,39540.6522969417,1.1977032614847085
2021-02-16,0,-0.3302181381692914,0.0,0.10899,0.0,130.183,200000,239540.6522969417,39540.6522969417,1.1977032614847085
2021-02-17,-2,-2.1282205883493397,0.0,0.11213,0.0,165.3233,200000,239540.6522969417,39540.6522969417,1.1977032614847085
2021-02-18,-2,-2.276037467679946,0.0,0.12214,0.0,195.6,200000,239540.6522969417,39540.6522969417,1.1977032614847085
2021-02-19,-2,-2.8633517189989024,0.0,0.15327,0.0,333.111,200000,239540.6522969417,39540.6522969417,1.1977032614847085
2021-02-20,-2,-1.6972284402990319,0.0,0.14443,0.0,253.0,200000,239540.6522969417,39540.6522969417,1.1977032614847085
2021-02-21,-2,-1.6292377088593708,0.0,0.16231,0.0,295.2597,200000,239540.6522969417,39540.6522969417,1.1977032614847085
