date,statusList,zscore,MATICUSDT_position,MATICUSDT_price,BNBUSDT_position,BNBUSDT_price,init,total_asset,pnl,return
2020-02-26,2,1.3008295523242106,0.0,0.01841,0.0,18.7441,200000,195135.27163154702,-4864.728368452983,0.9756763581577351
2020-02-27,2,2.205427568837125,0.0,0.01962,0.0,19.2,200000,195135.27163154702,-4864.728368452983,0.9756763581577351
2020-02-28,2,2.510593151754644,0.0,0.0202,0.0,18.9838,200000,195135.27163154702,-4864.728368452983,0.9756763581577351
2020-02-29,2,1.8889567849754896,0.0,0.02015,0.0,19.23,200000,195135.27163154702,-4864.728368452983,0.9756763581577351
2020-03-01,2,1.3556002200154853,0.0,0.01935,0.0,18.902,200000,195135.27163154702,-4864.728368452983,0.9756763581577351
2020-03-02,2,1.8324478137012885,0.0,0.02144,0.0,19.9289,200000,195135.27163154702,-4864.728368452983,0.9756763581577351
2020-03-03,2,2.612561961416071,0.0,0.02344,0.0,19.6882,200000,195135.27163154702,-4864.728368452983,0.9756763581577351
2020-03-04,2,2.580505666489295,0.0,0.02511,0.0,19.95,200000,195135.27163154702,-4864.728368452983,0.9756763581577351
2020-03-05,2,2.206350759834526,0.0,0.02639,0.0,20.7462,200000,195135.27163154702,-4864.728368452983,0.9756763581577351
2020-03-06,2,1.247348799675469,0.0,0.02497,0.0,21.3389,200000,195135.27163154702,-4864.728368452983,0.9756763581577351
2020-03-07,2,2.078208323355476,0.0,0.02679,0.0,20.25,200000,195135.27163154702,-4864.728368452983,0.9756763581577351
2020-03-08,2,1.5066598419985444,0.0,0.02143,0.0,16.894,200000,195135.27163154702,-4864.728368452983,0.9756763581577351
2020-03-09,1,1.1636508934485088,-4752442.075780492,0.02053,5881.536688354403,16.5888,200000,195135.27163154702,-4864.728368452983,0.9756763581577351
2020-03-10,1,0.9560163176600273,-4752442.075780492,0.02061,5881.536688354403,16.8671,200000,197152.2986579785,-2847.7013420214935,0.9857614932898925
2020-03-11,1,0.33436157148980766,-4752442.075780492,0.01899,5881.536688354403,16.5705,200000,187708.87871344818,-12291.121286551817,0.938544393567241
2020-03-12,0,-0.9088952332052609,0.0,0.00914,0.0,9.2566,200000,184129.55969475937,-15870.440305240627,0.9206477984737969
2020-03-13,0,-0.8859318845873528,0.0,0.01087,0.0,10.9204,200000,184129.55969475937,-15870.440305240627,0.9206477984737969
2020-03-14,-1,-1.0921637193945095,9365694.796274638,0.00983,-9071.583537534825,10.1487,200000,184129.55969475937,-15870.440305240627,0.9206477984737969
2020-03-15,-2,-1.2562399751982884,0.0,0.00986,0.0,10.3898,200000,186035.74764177075,-13964.252358229249,0.9301787382088538
2020-03-16,-2,-1.8227398226681553,0.0,0.00813,0.0,9.4285,200000,186035.74764177075,-13964.252358229249,0.9301787382088538
2020-03-17,-2,-1.4630701607468743,0.0,0.00921,0.0,10.2576,200000,186035.74764177075,-13964.252358229249,0.9301787382088538
2020-03-18,-2,-1.471525784420462,0.0,0.00912,0.0,10.3866,200000,186035.74764177075,-13964.252358229249,0.9301787382088538
2020-03-19,-1,-1.1291664760912776,8297758.592407259,0.01121,-7587.287928814357,12.2597,200000,186035.74764177075,-13964.252358229249,0.9301787382088538
2020-03-20,-1,-1.0741814553413982,8297758.592407259,0.01085,-7587.287928814357,11.9147,200000,180430.94021306318,-19569.05978693682,0.9021547010653159
2020-03-21,-1,-0.9218331211339833,8297758.592407259,0.01121,-7587.287928814357,12.1,200000,184824.0577595391,-15175.942240460892,0.9241202887976956
2020-03-22,-1,-1.0040075629649994,8297758.592407259,0.01005,-7587.287928814357,11.167,200000,168119.71815476287,-31880.28184523713,0.8405985907738144
2020-03-23,-1,-0.8314991881262767,8297758.592407259,0.01114,-7587.287928814357,12.1887,200000,184916.20709735644,-15083.79290264356,0.9245810354867822
2020-03-24,-1,-0.7944180858668307,8297758.592407259,0.01126,-7587.287928814357,12.426,200000,187712.40155395292,-12287.598446047079,0.9385620077697646
2020-03-25,-1,-0.56522255062995,8297758.592407259,0.01147,-7587.287928814357,12.3251,200000,188689.37350634107,-11310.626493658929,0.9434468675317054
2020-03-26,-1,-0.6952919456026004,8297758.592407259,0.01187,-7587.287928814357,13.199,200000,198639.00786429486,-1360.9921357051353,0.9931950393214743
2020-03-27,-1,-0.8289218247527542,8297758.592407259,0.01076,-7587.287928814357,12.3354,200000,182876.11397139874,-17123.886028601264,0.9143805698569937
2020-03-28,-1,-0.789524314076117,8297758.592407259,0.01062,-7587.287928814357,12.1888,200000,180602.1313580975,-19397.86864190249,0.9030106567904875
2020-03-29,-1,-0.6134869209829985,8297758.592407259,0.01001,-7587.287928814357,11.3008,200000,168802.98693594197,-31197.013064058032,0.8440149346797099
2020-03-30,-1,-0.6972046940830944,8297758.592407259,0.01068,-7587.287928814357,12.1365,200000,180703.18171496497,-19296.818285035028,0.9035159085748249
2020-03-31,-1,-0.9524406781261007,8297758.592407259,0.01097,-7587.287928814357,12.5451,200000,186209.69755447662,-13790.302445523383,0.931048487772383
2020-04-01,-1,-0.6889886167157576,8297758.592407259,0.01122,-7587.287928814357,12.72,200000,189611.1538613281,-10388.846138671914,0.9480557693066405
2020-04-02,-1,-0.5291885274771386,8297758.592407259,0.01153,-7587.287928814357,13.0166,200000,194433.84862466066,-5566.151375339337,0.9721692431233033
2020-04-03,-2,-1.2171580720286717,0.0,0.01158,0.0,13.3615,200000,191325.2508025477,-8674.7491974523,0.9566262540127385
2020-04-04,-2,-1.7975705921057235,0.0,0.01171,0.0,13.7606,200000,191325.2508025477,-8674.7491974523,0.9566262540127385
2020-04-05,-2,-2.22851893459216,0.0,0.01142,0.0,13.6888,200000,191325.2508025477,-8674.7491974523,0.9566262540127385
2020-04-06,0,0.0114421956088145,0.0,0.01351,0.0,15.1989,200000,191325.2508025477,-8674.7491974523,0.9566262540127385
2020-04-07,0,-0.4063405345396181,0.0,0.01294,0.0,14.7266,200000,191325.2508025477,-8674.7491974523,0.9566262540127385
2020-04-08,0,0.8878128753738926,0.0,0.01373,0.0,15.0888,200000,191325.2508025477,-8674.7491974523,0.9566262540127385
2020-04-09,0,0.4854803229403989,0.0,0.0135,0.0,15.0096,200000,191325.2508025477,-8674.7491974523,0.9566262540127385
2020-04-10,0,-0.478799315369047,0.0,0.012,0.0,13.72,200000,191325.2508025477,-8674.7491974523,0.9566262540127385
2020-04-11,0,0.05629656199103787,0.0,0.01223,0.0,13.807,200000,191325.2508025477,-8674.7491974523,0.9566262540127385
2020-04-12,-1,-1.196993014379466,7828365.417452852,0.01222,-6698.688126804791,14.2808,200000,191325.2508025477,-8674.7491974523,0.9566262540127385
2020-04-13,-2,-2.812026569605205,0.0,0.01199,0.0,15.0277,200000,198129.02501047234,-1870.9749895276618,0.9906451250523617
2020-04-14,-2,-2.843932309465593,0.0,0.01208,0.0,15.6148,200000,198129.02501047234,-1870.9749895276618,0.9906451250523617
2020-04-15,-2,-1.8030480836110017,0.0,0.01164,0.0,14.5755,200000,198129.02501047234,-1870.9749895276618,0.9906451250523617
2020-04-16,-2,-1.5396858401374485,0.0,0.0126,0.0,15.7394,200000,198129.02501047234,-1870.9749895276618,0.9906451250523617
2020-04-17,-1,-1.0681718921393222,7775864.403864692,0.01274,-6334.048114145535,15.64,200000,198129.02501047234,-1870.9749895276618,0.9906451250523617
2020-04-18,-1,-1.1702502968898087,7775864.403864692,0.01338,-6334.048114145535,16.6137,200000,209273.04087768926,9273.040877689258,1.0463652043884464
2020-04-19,-1,-1.1514459738649627,7775864.403864692,0.01287,-6334.048114145535,16.0683,200000,201852.76019026327,1852.7601902632741,1.0092638009513164
2020-04-20,-1,-1.0356403983296585,7775864.403864692,0.01201,-6334.048114145535,14.9892,200000,188330.4454829652,-11669.55451703479,0.941652227414826
2020-04-21,-1,-1.1316897922771214,7775864.403864692,0.01198,-6334.048114145535,15.1283,200000,188978.2356435269,-11021.764356473112,0.9448911782176345
2020-04-22,-1,-0.5746925017039545,7775864.403864692,0.01277,-6334.048114145535,15.7104,200000,198808.21792982414,-1191.782070175861,0.9940410896491207
2020-04-23,0,1.2031331868518311,0.0,0.01428,0.0,16.034,200000,188649.80878549404,-11350.191214505961,0.9432490439274702
2020-04-24,2,1.6849245273471227,0.0,0.01468,0.0,15.9319,200000,188649.80878549404,-11350.191214505961,0.9432490439274702
2020-04-25,2,1.5894920899476446,0.0,0.01505,0.0,16.2283,200000,188649.80878549404,-11350.191214505961,0.9432490439274702
2020-04-26,2,1.8943914839627856,0.0,0.01563,0.0,16.3588,200000,188649.80878549404,-11350.191214505961,0.9432490439274702
2020-04-27,2,1.4781276660678018,0.0,0.01544,0.0,16.4229,200000,188649.80878549404,-11350.191214505961,0.9432490439274702
2020-04-28,2,1.6912136212156976,0.0,0.01571,0.0,16.34,200000,188649.80878549404,-11350.191214505961,0.9432490439274702
2020-04-29,2,1.3461457998595536,0.0,0.01642,0.0,17.3667,200000,188649.80878549404,-11350.191214505961,0.9432490439274702
2020-04-30,0,0.7645498979951354,0.0,0.01543,0.0,16.9542,200000,188649.80878549404,-11350.191214505961,0.9432490439274702
2020-05-01,0,0.7018241527932957,0.0,0.01585,0.0,17.466,200000,188649.80878549404,-11350.191214505961,0.9432490439274702
2020-05-02,2,1.3927358207762943,0.0,0.01691,0.0,17.5333,200000,188649.80878549404,-11350.191214505961,0.9432490439274702
2020-05-03,2,1.6592485637526675,0.0,0.01711,0.0,17.1071,200000,188649.80878549404,-11350.191214505961,0.9432490439274702
2020-05-04,2,1.4654523546289282,0.0,0.01697,0.0,17.0074,200000,188649.80878549404,-11350.191214505961,0.9432490439274702
2020-05-05,2,1.3909431631295213,0.0,0.01696,0.0,16.8886,200000,188649.80878549404,-11350.191214505961,0.9432490439274702
2020-05-06,2,1.6506797455208242,0.0,0.01704,0.0,16.3743,200000,188649.80878549404,-11350.191214505961,0.9432490439274702
2020-05-07,2,1.2936303164007472,0.0,0.0174,0.0,17.0003,200000,188649.80878549404,-11350.191214505961,0.9432490439274702
2020-05-08,2,1.4101157742875714,0.0,0.0179,0.0,17.1371,200000,188649.80878549404,-11350.191214505961,0.9432490439274702
2020-05-09,1,1.0930683966396362,-5477636.724317481,0.01722,5622.911600690728,16.7751,200000,188649.80878549404,-11350.191214505961,0.9432490439274702
2020-05-10,1,0.6567784577494714,-5477636.724317481,0.01533,5622.911600690728,15.3506,200000,170287.23780135007,-29712.76219864993,0.8514361890067503
2020-05-11,1,0.5469756023813344,-5477636.724317481,0.01501,5622.911600690728,15.0811,200000,167019.01937318232,-32980.980626817676,0.8350950968659117
2020-05-12,2,2.163873095417097,0.0,0.01727,0.0,15.7892,200000,194467.3191688309,-5532.680831169098,0.9723365958441545
2020-05-13,2,3.2784869978780957,0.0,0.0203,0.0,16.2164,200000,194467.3191688309,-5532.680831169098,0.9723365958441545
2020-05-14,2,2.3787761354597183,0.0,0.02014,0.0,16.3777,200000,194467.3191688309,-5532.680831169098,0.9723365958441545
2020-05-15,2,1.9325464773782959,0.0,0.01919,0.0,15.7222,200000,194467.3191688309,-5532.680831169098,0.9723365958441545
2020-05-16,2,1.847556934157052,0.0,0.01998,0.0,16.058,200000,194467.3191688309,-5532.680831169098,0.9723365958441545
2020-05-17,2,1.6070217442434809,0.0,0.02025,0.0,16.2959,200000,194467.3191688309,-5532.680831169098,0.9723365958441545
2020-05-18,2,1.4155398735707696,0.0,0.02064,0.0,16.6299,200000,194467.3191688309,-5532.680831169098,0.9723365958441545
2020-05-19,2,1.6212100607775266,0.0,0.02226,0.0,17.2098,200000,194467.3191688309,-5532.680831169098,0.9723365958441545
2020-05-20,1,1.047645093983324,-4665722.628810722,0.02084,5753.539070546128,16.8998,200000,194467.31916883093,-5532.680831169069,0.9723365958441547
2020-05-21,1,0.6472802679883508,-4665722.628810722,0.01919,5753.539070546128,16.0888,200000,182102.75664508028,-17897.243354919716,0.9105137832254014
2020-05-22,1,0.8703690284521436,-4665722.628810722,0.02039,5753.539070546128,16.5864,200000,190564.5848411569,-9435.415158843098,0.9528229242057845
2020-05-23,1,0.685386317904932,-4665722.628810722,0.02006,5753.539070546128,16.48,200000,188412.71981654328,-11587.280183456722,0.9420635990827164
2020-05-24,1,0.5218255649088009,-4665722.628810722,0.01927,5753.539070546128,15.9624,200000,181748.7671168681,-18251.23288313189,0.9087438355843406
2020-05-25,2,1.2770104457906484,0.0,0.02132,0.0,16.3807,200000,199693.52816218053,-306.4718378194666,0.9984676408109027
2020-05-26,2,2.880991072568639,0.0,0.02582,0.0,16.2159,200000,199693.52816218053,-306.4718378194666,0.9984676408109027
2020-05-27,2,1.8096093588219553,0.0,0.0244,0.0,16.47,200000,199693.52816218053,-306.4718378194666,0.9984676408109027
2020-05-28,2,1.5628395198081477,0.0,0.02518,0.0,17.0772,200000,199693.52816218053,-306.4718378194666,0.9984676408109027
2020-05-29,2,1.669532769850795,0.0,0.02588,0.0,17.0031,200000,199693.52816218053,-306.4718378194666,0.9984676408109027
2020-05-30,0,0.5538023724592711,0.0,0.02412,0.0,17.7277,200000,199693.52816218053,-306.4718378194666,0.9984676408109027
2020-05-31,0,-0.7255417471603903,0.0,0.02048,0.0,17.0916,200000,199693.52816218053,-306.4718378194666,0.9984676408109027
2020-06-01,0,-0.6914479079184268,0.0,0.02178,0.0,17.9477,200000,199693.52816218053,-306.4718378194666,0.9984676408109027
2020-06-02,0,-0.7326860892473981,0.0,0.02081,0.0,17.2669,200000,199693.52816218053,-306.4718378194666,0.9984676408109027
2020-06-03,0,-0.5222306726170445,0.0,0.02164,0.0,17.5779,200000,199693.52816218053,-306.4718378194666,0.9984676408109027
2020-06-04,0,-0.4600054573030951,0.0,0.02172,0.0,17.517,200000,199693.52816218053,-306.4718378194666,0.9984676408109027
2020-06-05,-1,-1.0166224055557367,4844578.558034462,0.02061,-5643.802304005916,17.6914,200000,199693.52816218053,-306.4718378194666,0.9984676408109027
2020-06-06,-1,-0.8736599783853777,4844578.558034462,0.02067,-5643.802304005916,17.5511,200000,199192.37741241057,-807.6225875894306,0.9959618870620528
2020-06-07,-1,-0.9152585341479497,4844578.558034462,0.02031,-5643.802304005916,17.4135,200000,196671.74193448696,-3328.258065513044,0.9833587096724348
2020-06-08,-1,-0.8612536909048873,4844578.558034462,0.02032,-5643.802304005916,17.4489,200000,196919.9783216291,-3080.0216783708893,0.9845998916081455
2020-06-09,-1,-0.8542338739163937,4844578.558034462,0.02015,-5643.802304005916,17.3733,200000,195669.7285125804,-4330.27148741961,0.978348642562902
2020-06-10,-1,-0.3983443723777367,4844578.558034462,0.02129,-5643.802304005916,17.406,200000,201377.10040408067,1377.100404080673,1.0068855020204033
2020-06-11,-1,-0.4953798850973411,4844578.558034462,0.01962,-5643.802304005916,16.2298,200000,186648.41394219134,-13351.586057808658,0.9332420697109567
2020-06-12,-1,-0.3414380666642188,4844578.558034462,0.02047,-5643.802304005916,16.6377,200000,193068.41267632466,-6931.58732367534,0.9653420633816233
2020-06-13,-1,-0.3607109020231083,4844578.558034462,0.02066,-5643.802304005916,16.8101,200000,194961.87411956183,-5038.125880438165,0.9748093705978091
2020-06-14,-1,-0.251291090251711,4844578.558034462,0.02056,-5643.802304005916,16.5729,200000,193138.7063572482,-6861.293642751814,0.965693531786241
2020-06-15,0,-0.10120986102001396,0.0,0.0204,0.0,16.377,200000,193292.67591098236,-6707.3240890176385,0.9664633795549118
2020-06-16,0,0.08296307842438064,0.0,0.0206,0.0,16.4329,200000,193292.67591098236,-6707.3240890176385,0.9664633795549118
2020-06-17,0,0.35745815624461524,0.0,0.02073,0.0,16.3983,200000,193292.67591098236,-6707.3240890176385,0.9664633795549118
2020-06-18,0,0.8739391126165601,0.0,0.02041,0.0,16.1608,200000,193292.67591098236,-6707.3240890176385,0.9664633795549118
2020-06-19,2,1.4846309356288296,0.0,0.02027,0.0,15.9512,200000,193292.67591098236,-6707.3240890176385,0.9664633795549118
2020-06-20,2,3.244555936735901,0.0,0.02259,0.0,16.059,200000,193292.67591098236,-6707.3240890176385,0.9664633795549118
2020-06-21,2,1.719061031504212,0.0,0.02137,0.0,15.9775,200000,193292.67591098236,-6707.3240890176385,0.9664633795549118
2020-06-22,2,1.6172290223122467,0.0,0.02221,0.0,16.5051,200000,193292.67591098236,-6707.3240890176385,0.9664633795549118
2020-06-23,2,1.830196529356125,0.0,0.02261,0.0,16.3898,200000,193292.67591098236,-6707.3240890176385,0.9664633795549118
2020-06-24,2,1.8101751601557112,0.0,0.02239,0.0,15.9968,200000,193292.67591098236,-6707.3240890176385,0.9664633795549118
2020-06-25,1,1.1396584035315962,-4480590.540356569,0.02157,6076.093169589537,15.906,200000,193292.67591098236,-6707.3240890176385,0.9664633795549118
2020-06-26,1,0.6034290423110034,-4480590.540356569,0.02081,6076.093169589537,15.7694,200000,189057.43277334544,-10942.567226654559,0.9452871638667272
2020-06-27,0,0.007268546628128078,0.0,0.01935,0.0,15.1242,200000,188096.0545513759,-11903.945448624087,0.9404802727568795
2020-06-28,0,0.24713205819859135,0.0,0.02003,0.0,15.3782,200000,188096.0545513759,-11903.945448624087,0.9404802727568795
2020-06-29,0,-0.3601737679145063,0.0,0.01963,0.0,15.4656,200000,188096.0545513759,-11903.945448624087,0.9404802727568795
2020-06-30,0,-0.9888163203796303,0.0,0.01895,0.0,15.3838,200000,188096.0545513759,-11903.945448624087,0.9404802727568795
2020-07-01,-2,-1.7289328469394796,0.0,0.01869,0.0,15.8144,200000,188096.0545513759,-11903.945448624087,0.9404802727568795
2020-07-02,0,-0.9953155863705714,0.0,0.01886,0.0,15.3634,200000,188096.0545513759,-11903.945448624087,0.9404802727568795
2020-07-03,0,-0.5450964139737562,0.0,0.01923,0.0,15.2863,200000,188096.0545513759,-11903.945448624087,0.9404802727568795
2020-07-04,0,-0.5824758923312681,0.0,0.01955,0.0,15.5548,200000,188096.0545513759,-11903.945448624087,0.9404802727568795
2020-07-05,0,-0.9696326997892,0.0,0.01908,0.0,15.4885,200000,188096.0545513759,-11903.945448624087,0.9404802727568795
2020-07-06,-1,-1.0897102822439655,4721286.509823693,0.01992,-5765.926508226838,16.311,200000,188096.0545513759,-11903.945448624087,0.9404802727568795
2020-07-07,-2,-1.3645337843199794,0.0,0.0201,0.0,16.8048,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-07-08,0,-0.5103149488822437,0.0,0.02164,0.0,17.2819,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-07-09,0,-0.8452202783741559,0.0,0.02064,0.0,16.8274,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-07-10,0,-0.8456873253037901,0.0,0.02115,0.0,17.3123,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-07-11,0,-0.9096195439597206,0.0,0.02135,0.0,17.6205,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-07-12,-2,-1.5513466933477618,0.0,0.02122,0.0,18.2994,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-07-13,0,-0.6273987807230104,0.0,0.02235,0.0,18.4046,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-07-14,0,-0.10548831335526987,0.0,0.02238,0.0,18.079,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-07-15,0,0.5851098041768281,0.0,0.02223,0.0,17.6351,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-07-16,0,-0.44013194088694707,0.0,0.02091,0.0,17.1647,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-07-17,0,0.24199602079377852,0.0,0.02114,0.0,17.0676,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-07-18,0,0.7953084237115864,0.0,0.02144,0.0,17.1507,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-07-19,-2,-1.582368930477051,0.0,0.02126,0.0,18.0154,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-07-20,0,0.4580146218871358,0.0,0.0216,0.0,17.4645,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-07-21,0,-0.9302176850461483,0.0,0.02128,0.0,17.7285,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-07-22,-2,-1.701324603312879,0.0,0.02122,0.0,18.09,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-07-23,-2,-2.586139222583359,0.0,0.0211,0.0,18.75,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-07-24,-2,-2.883920741078357,0.0,0.02062,0.0,19.1853,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-07-25,-2,-2.532969839159438,0.0,0.02091,0.0,19.8242,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
2020-07-26,-2,-2.0337630566132487,0.0,0.02072,0.0,19.5557,200000,190093.43748937006,-9906.562510629941,0.9504671874468503
