date,statusList,zscore,BNBUSDT_position,BNBUSDT_price,ETHUSDT_position,ETHUSDT_price,init,total_asset,pnl,return
2020-01-25,1,0.7619364865157643,-5607.141255102499,16.9555,594.9901826619861,160.35,200000,190478.55934073988,-9521.440659260115,0.9523927967036995
2020-01-26,0,-0.242826006097932,0.0,17.499,0.0,167.86,200000,198244.31276139762,-1755.6872386023751,0.9912215638069881
2020-01-27,0,-0.43508870231982505,0.0,17.67,0.0,170.08,200000,198244.31276139762,-1755.6872386023751,0.9912215638069881
2020-01-28,-1,-1.0916562047037714,5486.6079408342,18.0662,-564.3484193845298,175.64,200000,198244.31276139762,-1755.6872386023751,0.9912215638069881
2020-01-29,-1,-0.8588722176167113,5486.6079408342,17.9134,-564.3484193845298,173.72,200000,196322.41010281988,-3677.5898971801216,0.9816120505140994
2020-01-30,-2,-2.120427922725682,0.0,18.5555,0.0,184.69,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-01-31,-2,-1.3904863470759388,0.0,18.2644,0.0,179.99,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-01,-2,-2.010100785555855,0.0,18.2752,0.0,183.6,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-02,-2,-2.267215122732393,0.0,18.4333,0.0,188.44,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-03,-2,-2.162083057332525,0.0,18.46,0.0,189.69,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-04,-2,-2.1224512533623336,0.0,18.1778,0.0,188.91,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-05,-2,-2.1728376006332115,0.0,19.262,0.0,203.78,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-06,-2,-1.346949303899805,0.0,20.6675,0.0,213.19,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-07,0,-0.7900791451286775,0.0,22.0555,0.0,223.33,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-08,0,-0.9758955246050204,0.0,21.7888,0.0,223.05,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-09,2,1.31934236594379,0.0,24.38,0.0,228.49,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-10,2,2.42812013358995,0.0,25.1465,0.0,222.89,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-11,2,1.4146216066915507,0.0,25.6963,0.0,236.69,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-12,0,-0.47863952403867027,0.0,26.4243,0.0,265.74,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-13,-2,-1.3006721855949765,0.0,25.4579,0.0,268.32,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-14,-2,-1.590565764530929,0.0,26.3547,0.0,285.15,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-15,-2,-1.5443194944851002,0.0,24.2576,0.0,264.88,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-16,-2,-1.595317189225192,0.0,23.3193,0.0,258.85,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-17,-2,-1.7544917672077345,0.0,23.4555,0.0,267.85,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-18,-2,-1.8274936919965714,0.0,24.0821,0.0,282.61,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-19,-2,-1.4414606095146163,0.0,22.3709,0.0,258.45,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-20,-2,-1.3250090709049305,0.0,22.1626,0.0,256.96,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-21,-2,-1.480449339269102,0.0,22.1888,0.0,265.27,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-22,-2,-1.2888163739339136,0.0,21.9689,0.0,261.57,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-23,-2,-1.2425949763054331,0.0,22.8452,0.0,274.48,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-24,-1,-1.1283054994209427,4540.698044744133,22.0965,-377.8756189578515,265.52,200000,200667.06869137744,667.0686913774407,1.0033353434568872
2020-02-25,-1,-1.1153522282765278,4540.698044744133,20.3193,-377.8756189578515,246.67,200000,185474.38470890268,-14525.615291097318,0.9273719235445134
2020-02-26,-1,-0.8838079419034357,4540.698044744133,18.7441,-377.8756189578515,223.93,200000,169728.9855737202,-30271.014426279813,0.8486449278686009
2020-02-27,-1,-0.7431732361759686,4540.698044744133,19.2,-377.8756189578515,227.79,200000,173257.68970149633,-26742.310298503668,0.8662884485074817
2020-02-28,-1,-0.7284621735250801,4540.698044744133,18.9838,-377.8756189578515,226.76,200000,171886.77889669605,-28113.22110330395,0.8594338944834803
2020-02-29,0,-0.1258985620832749,0.0,19.23,0.0,217.21,200000,195427.8084847827,-4572.191515217302,0.9771390424239135
2020-03-01,0,-0.23231381097605644,0.0,18.902,0.0,217.81,200000,195427.8084847827,-4572.191515217302,0.9771390424239135
2020-03-02,0,-0.2801647165148531,0.0,19.9289,0.0,231.97,200000,195427.8084847827,-4572.191515217302,0.9771390424239135
2020-03-03,0,0.3864908713752229,0.0,19.6882,0.0,223.91,200000,195427.8084847827,-4572.191515217302,0.9771390424239135
2020-03-04,0,0.911761682612784,0.0,19.95,0.0,224.26,200000,195427.8084847827,-4572.191515217302,0.9771390424239135
2020-03-05,2,1.6740121583873073,0.0,20.7462,0.0,228.38,200000,195427.8084847827,-4572.191515217302,0.9771390424239135
2020-03-06,0,0.46272618069155574,0.0,21.3389,0.0,244.88,200000,195427.8084847827,-4572.191515217302,0.9771390424239135
2020-03-07,0,-0.1759319147881334,0.0,20.25,0.0,237.23,200000,195427.8084847827,-4572.191515217302,0.9771390424239135
2020-03-08,0,-0.4034264399996462,0.0,16.894,0.0,199.43,200000,195427.8084847827,-4572.191515217302,0.9771390424239135
2020-03-09,-2,-1.5193348768028998,0.0,16.5888,0.0,202.81,200000,195427.8084847827,-4572.191515217302,0.9771390424239135
2020-03-10,0,-0.5313656871917444,0.0,16.8671,0.0,200.7,200000,195427.8084847827,-4572.191515217302,0.9771390424239135
2020-03-11,0,-0.049526096010935786,0.0,16.5705,0.0,194.61,200000,195427.8084847827,-4572.191515217302,0.9771390424239135
2020-03-12,0,0.20078276961803515,0.0,9.2566,0.0,107.82,200000,195427.8084847827,-4572.191515217302,0.9771390424239135
2020-03-13,-2,-1.5090667283250054,0.0,10.9204,0.0,134.06,200000,195427.8084847827,-4572.191515217302,0.9771390424239135
2020-03-14,0,-0.9521002334695476,0.0,10.1487,0.0,122.54,200000,195427.8084847827,-4572.191515217302,0.9771390424239135
2020-03-15,0,-0.5297475937237924,0.0,10.3898,0.0,123.78,200000,195427.8084847827,-4572.191515217302,0.9771390424239135
2020-03-16,0,-0.19327009880227056,0.0,9.4285,0.0,111.02,200000,195427.8084847827,-4572.191515217302,0.9771390424239135
2020-03-17,2,1.2219350530038715,0.0,10.2576,0.0,115.67,200000,195427.8084847827,-4572.191515217302,0.9771390424239135
2020-03-18,0,0.8410619858731775,0.0,10.3866,0.0,118.11,200000,195427.8084847827,-4572.191515217302,0.9771390424239135
2020-03-19,2,1.4520367168110073,0.0,12.2597,0.0,136.3,200000,195427.8084847827,-4572.191515217302,0.9771390424239135
2020-03-20,1,1.1597449088696223,-8201.121659999106,11.9147,732.0490278872592,133.48,200000,195427.8084847827,-4572.191515217302,0.9771390424239135
2020-03-21,2,1.6656483058483413,0.0,12.1,0.0,132.66,200000,197547.75653124807,-2452.243468751927,0.9877387826562404
2020-03-22,2,1.4993346057001464,0.0,11.167,0.0,122.32,200000,197547.75653124807,-2452.243468751927,0.9877387826562404
2020-03-23,0,0.9286883410323931,0.0,12.1887,0.0,135.92,200000,197547.75653124807,-2452.243468751927,0.9877387826562404
2020-03-24,0,0.9355011177997926,0.0,12.426,0.0,138.42,200000,197547.75653124807,-2452.243468751927,0.9877387826562404
2020-03-25,1,1.194438767666654,-8014.04274737114,12.3251,725.7448807172964,136.1,200000,197547.75653124807,-2452.243468751927,0.9877387826562404
2020-03-26,2,2.2077617128529523,0.0,13.199,0.0,138.4,200000,202882.01526252594,2882.015262525936,1.0144100763126296
2020-03-27,2,1.59005534614923,0.0,12.3354,0.0,131.33,200000,202882.01526252594,2882.015262525936,1.0144100763126296
2020-03-28,2,1.2302703803774517,0.0,12.1888,0.0,130.98,200000,202882.01526252594,2882.015262525936,1.0144100763126296
2020-03-29,0,0.5942190237167605,0.0,11.3008,0.0,124.5,200000,202882.01526252594,2882.015262525936,1.0144100763126296
2020-03-30,0,0.8021878364047303,0.0,12.1365,0.0,132.06,200000,202882.01526252594,2882.015262525936,1.0144100763126296
2020-03-31,2,1.3395778829533147,0.0,12.5451,0.0,132.72,200000,202882.01526252594,2882.015262525936,1.0144100763126296
2020-04-01,1,1.0284876703139172,-7974.921983589856,12.72,747.593836179991,135.69,200000,202882.01526252594,2882.015262525936,1.0144100763126296
2020-04-02,1,0.5475142824604448,-7974.921983589856,13.0166,747.593836179991,141.28,200000,209426.42666710482,9426.426667104824,1.0471321333355241
2020-04-03,2,1.216133468179233,0.0,13.3615,0.0,141.31,200000,203796.45035566727,3796.4503556672717,1.0189822517783365
2020-04-04,2,1.4820882401851385,0.0,13.7606,0.0,144.1,200000,203796.45035566727,3796.4503556672717,1.0189822517783365
2020-04-05,2,1.6126103404498766,0.0,13.6888,0.0,142.68,200000,203796.45035566727,3796.4503556672717,1.0189822517783365
2020-04-06,-2,-1.3365474749616642,0.0,15.1989,0.0,171.32,200000,203796.45035566727,3796.4503556672717,1.0189822517783365
2020-04-07,-1,-1.117314671757163,6919.331358075431,14.7266,-618.9529561916639,164.63,200000,203796.45035566727,3796.4503556672717,1.0189822517783365
2020-04-08,-2,-1.871816484719838,0.0,15.0888,0.0,173.11,200000,206538.98960627764,6538.989606277639,1.0326949480313883
2020-04-09,-2,-1.2932509293303533,0.0,15.0096,0.0,169.52,200000,206538.98960627764,6538.989606277639,1.0326949480313883
2020-04-10,-2,-1.6830312455449088,0.0,13.72,0.0,157.81,200000,206538.98960627764,6538.989606277639,1.0326949480313883
2020-04-11,-2,-1.428955543948977,0.0,13.807,0.0,158.33,200000,206538.98960627764,6538.989606277639,1.0326949480313883
2020-04-12,0,-0.4844969556284369,0.0,14.2808,0.0,158.59,200000,206538.98960627764,6538.989606277639,1.0326949480313883
2020-04-13,2,1.3917838084058616,0.0,15.0277,0.0,156.29,200000,206538.98960627764,6538.989606277639,1.0326949480313883
2020-04-14,2,1.8391528665600227,0.0,15.6148,0.0,158.45,200000,206538.98960627764,6538.989606277639,1.0326949480313883
2020-04-15,0,0.933761786301623,0.0,14.5755,0.0,152.73,200000,206538.98960627764,6538.989606277639,1.0326949480313883
2020-04-16,0,-0.21266068089949777,0.0,15.7394,0.0,172.29,200000,206538.98960627764,6538.989606277639,1.0326949480313883
2020-04-17,0,-0.11214369707870768,0.0,15.64,0.0,170.69,200000,206538.98960627764,6538.989606277639,1.0326949480313883
2020-04-18,0,-0.9303955101976977,0.0,16.6137,0.0,187.4,200000,206538.98960627764,6538.989606277639,1.0326949480313883
2020-04-19,0,-0.7107952475792739,0.0,16.0683,0.0,180.03,200000,206538.98960627764,6538.989606277639,1.0326949480313883
2020-04-20,0,-0.9459879145906496,0.0,14.9892,0.0,170.2,200000,206538.98960627764,6538.989606277639,1.0326949480313883
2020-04-21,0,-0.7219407240845608,0.0,15.1283,0.0,170.74,200000,206538.98960627764,6538.989606277639,1.0326949480313883
2020-04-22,-2,-1.3018467110546954,0.0,15.7104,0.0,182.7,200000,206538.98960627764,6538.989606277639,1.0326949480313883
2020-04-23,-1,-1.0702603872480883,6440.6570290095315,16.034,-556.6788572213834,185.51,200000,206538.98960627767,6538.989606277668,1.0326949480313883
2020-04-24,-2,-1.3275591886954583,0.0,15.9319,0.0,187.59,200000,208354.47271196003,8354.472711960028,1.0417723635598002
2020-04-25,-2,-1.533226400005205,0.0,16.2283,0.0,194.21,200000,208354.47271196003,8354.472711960028,1.0417723635598002
2020-04-26,-2,-1.5281502828109736,0.0,16.3588,0.0,197.38,200000,208354.47271196003,8354.472711960028,1.0417723635598002
2020-04-27,-2,-1.2138690849230465,0.0,16.4229,0.0,196.34,200000,208354.47271196003,8354.472711960028,1.0417723635598002
2020-04-28,-2,-1.2104870691354512,0.0,16.34,0.0,196.24,200000,208354.47271196003,8354.472711960028,1.0417723635598002
2020-04-29,-2,-1.5948220133613358,0.0,17.3667,0.0,215.36,200000,208354.47271196003,8354.472711960028,1.0417723635598002
2020-04-30,-1,-1.1565866131841143,6144.627075059868,16.9542,-505.51842175844337,206.08,200000,208354.47271196003,8354.472711960028,1.0417723635598002
2020-05-01,-1,-1.0518454168164124,6144.627075059868,17.466,-505.51842175844337,212.02,200000,214502.07227422082,14502.072274220816,1.072510361371104
2020-05-02,-1,-1.0279023968421157,6144.627075059868,17.5333,-505.51842175844337,213.9,200000,215865.98030927824,15865.980309278239,1.0793299015463913
2020-05-03,-1,-1.0327168149523773,6144.627075059868,17.1071,-505.51842175844337,209.86,200000,211204.84582598362,11204.845825983619,1.056024229129918
2020-05-04,-1,-0.8325538484040789,6144.627075059868,17.0074,-505.51842175844337,206.48,200000,208883.57424105657,8883.574241056573,1.044417871205283
2020-05-05,-1,-0.824961120944488,6144.627075059868,16.8886,-505.51842175844337,205.29,200000,207552.0256226469,7552.025622646906,1.0377601281132345
2020-05-06,-1,-0.7467388283267532,6144.627075059868,16.3743,-505.51842175844337,198.97,200000,201196.9674924303,1196.9674924302963,1.0059848374621514
2020-05-07,-2,-1.3765929613561076,0.0,17.0003,0.0,212.0,200000,211063.87446060975,11063.874460609746,1.0553193723030487
2020-05-08,0,-0.969079511886224,0.0,17.1371,0.0,211.31,200000,211063.87446060975,11063.874460609746,1.0553193723030487
2020-05-09,-2,-1.370023510437766,0.0,16.7751,0.0,210.07,200000,211063.87446060975,11063.874460609746,1.0553193723030487
2020-05-10,0,-0.48058178673325613,0.0,15.3506,0.0,187.54,200000,211063.87446060975,11063.874460609746,1.0553193723030487
2020-05-11,0,-0.7619902673590979,0.0,15.0811,0.0,185.73,200000,211063.87446060975,11063.874460609746,1.0553193723030487
2020-05-12,0,0.5233972181032444,0.0,15.7892,0.0,189.76,200000,211063.87446060975,11063.874460609746,1.0553193723030487
2020-05-13,0,-0.7032823417716675,0.0,16.2164,0.0,199.58,200000,211063.87446060975,11063.874460609746,1.0553193723030487
2020-05-14,-2,-1.217139229394985,0.0,16.3777,0.0,203.29,200000,211063.87446060975,11063.874460609746,1.0553193723030487
2020-05-15,-1,-1.0137844297206495,6712.288180426713,15.7222,-541.5782471020469,194.86,200000,211063.87446060975,11063.874460609746,1.0553193723030487
2020-05-16,-2,-1.385521422572441,0.0,16.058,0.0,200.45,200000,211837.3104909229,11837.310490922886,1.0591865524546145
2020-05-17,-2,-2.27040106819792,0.0,16.2959,0.0,207.0,200000,211837.3104909229,11837.310490922886,1.0591865524546145
2020-05-18,-2,-2.663339903323126,0.0,16.6299,0.0,214.91,200000,211837.3104909229,11837.310490922886,1.0591865524546145
2020-05-19,0,-0.6175246731272824,0.0,17.2098,0.0,214.58,200000,211837.3104909229,11837.310490922886,1.0591865524546145
2020-05-20,0,-0.36008785280356476,0.0,16.8998,0.0,209.98,200000,211837.3104909229,11837.310490922886,1.0591865524546145
2020-05-21,0,0.03383644636511269,0.0,16.0888,0.0,198.74,200000,211837.3104909229,11837.310490922886,1.0591865524546145
2020-05-22,0,-0.6169353921254035,0.0,16.5864,0.0,207.36,200000,211837.3104909229,11837.310490922886,1.0591865524546145
2020-05-23,0,-0.7125225329409101,0.0,16.48,0.0,206.6,200000,211837.3104909229,11837.310490922886,1.0591865524546145
2020-05-24,0,-0.5751680328065379,0.0,15.9624,0.0,199.9,200000,211837.3104909229,11837.310490922886,1.0591865524546145
2020-05-25,0,-0.2076534939216196,0.0,16.3807,0.0,204.15,200000,211837.3104909229,11837.310490922886,1.0591865524546145
2020-05-26,0,0.26180683800075766,0.0,16.2159,0.0,200.89,200000,211837.3104909229,11837.310490922886,1.0591865524546145
2020-05-27,-1,-1.073696998942833,6431.005175802153,16.47,-508.51531636401864,208.29,200000,211837.3104909229,11837.310490922886,1.0591865524546145
2020-05-28,-2,-1.9667531682141002,0.0,17.0772,0.0,220.21,200000,213993.9067192349,13993.906719234888,1.0699695335961745
2020-05-29,-2,-1.979634386072052,0.0,17.0031,0.0,220.67,200000,213993.9067192349,13993.906719234888,1.0699695335961745
2020-05-30,-2,-3.1558941514659566,0.0,17.7277,0.0,243.66,200000,213993.9067192349,13993.906719234888,1.0699695335961745
2020-05-31,-2,-2.1792492181792142,0.0,17.0916,0.0,231.57,200000,213993.9067192349,13993.906719234888,1.0699695335961745
2020-06-01,-2,-2.3212180018602044,0.0,17.9477,0.0,248.23,200000,213993.9067192349,13993.906719234888,1.0699695335961745
2020-06-02,-2,-1.8781095202437699,0.0,17.2669,0.0,237.71,200000,213993.9067192349,13993.906719234888,1.0699695335961745
2020-06-03,-2,-1.823253739775208,0.0,17.5779,0.0,244.52,200000,213993.9067192349,13993.906719234888,1.0699695335961745
2020-06-04,-2,-1.5661489004281124,0.0,17.517,0.0,243.21,200000,213993.9067192349,13993.906719234888,1.0699695335961745
2020-06-05,0,-0.9719184679620281,0.0,17.6914,0.0,240.03,200000,213993.9067192349,13993.906719234888,1.0699695335961745
2020-06-06,-1,-1.1790699049853908,6096.310394198508,17.5511,-442.24581863113764,241.94,200000,213993.9067192349,13993.906719234888,1.0699695335961745
2020-06-07,-2,-1.3888273390234234,0.0,17.4135,0.0,244.56,200000,215991.4430742902,15991.443074290204,1.079957215371451
2020-06-08,-2,-1.3353998613665023,0.0,17.4489,0.0,246.4,200000,215991.4430742902,15991.443074290204,1.079957215371451
2020-06-09,-1,-1.1053809446857659,6216.189298356967,17.3733,-442.96850507442616,243.8,200000,215991.4430742902,15991.443074290204,1.079957215371451
2020-06-10,-2,-1.2469758321585285,0.0,17.406,0.0,247.78,200000,217551.18833443016,17551.18833443016,1.0877559416721507
2020-06-11,-1,-1.0962878128216633,6702.214085645854,16.2298,-471.8909989467489,230.51,200000,217551.18833443016,17551.18833443016,1.0877559416721507
2020-06-12,-1,-1.0915498666619041,6702.214085645854,16.6377,-471.8909989467489,237.55,200000,223607.1340925502,23607.1340925502,1.118035670462751
2020-06-13,-1,-0.8575084237110576,6702.214085645854,16.8101,-471.8909989467489,238.11,200000,225026.85476032575,25026.854760325747,1.1251342738016288
2020-06-14,-1,-0.5206221353703349,6702.214085645854,16.5729,-471.8909989467489,231.77,200000,220445.30064588814,20445.300645888143,1.1022265032294407
2020-06-15,-1,-0.663463808321112,6702.214085645854,16.377,-471.8909989467489,230.86,200000,218702.91609746858,18702.91609746858,1.093514580487343
2020-06-16,-1,-1.1061553291567727,6702.214085645854,16.4329,-471.8909989467489,235.3,200000,221172.76590017977,21172.765900179773,1.105863829500899
2020-06-17,-1,-0.9655540839865129,6702.214085645854,16.3983,-471.8909989467489,233.82,200000,220242.4706143752,20242.470614375197,1.101212353071876
2020-06-18,-2,-1.2527980200426483,0.0,16.1608,0.0,231.27,200000,218372.27826553927,18372.278265539266,1.0918613913276962
2020-06-19,-2,-1.2879608302633148,0.0,15.9512,0.0,229.0,200000,218372.27826553927,18372.278265539266,1.0918613913276962
2020-06-20,0,-0.8258109733031768,0.0,16.059,0.0,228.89,200000,218372.27826553927,18372.278265539266,1.0918613913276962
2020-06-21,0,-0.8231649970622428,0.0,15.9775,0.0,228.04,200000,218372.27826553927,18372.278265539266,1.0918613913276962
2020-06-22,-2,-2.3087290739785575,0.0,16.5051,0.0,243.13,200000,218372.27826553927,18372.278265539266,1.0918613913276962
2020-06-23,-2,-2.202576782603747,0.0,16.3898,0.0,243.14,200000,218372.27826553927,18372.278265539266,1.0918613913276962
2020-06-24,-2,-1.4651373639697456,0.0,15.9968,0.0,234.58,200000,218372.27826553927,18372.278265539266,1.0918613913276962
2020-06-25,-2,-1.2889482794282718,0.0,15.906,0.0,232.5,200000,218372.27826553927,18372.278265539266,1.0918613913276962
2020-06-26,-1,-1.0218252536127448,6923.9247614220985,15.7694,-475.46655257259033,229.64,200000,218372.27826553927,18372.278265539266,1.0918613913276962
2020-06-27,-1,-1.0927518857605452,6923.9247614220985,15.1242,-475.46655257259033,220.94,200000,209768.4030020882,9768.403002088191,1.048842015010441
2020-06-28,-1,-1.0533284296375462,6923.9247614220985,15.3782,-475.46655257259033,224.93,200000,213424.19143625407,13424.19143625407,1.0671209571812703
2020-06-29,-2,-1.3541814050314607,0.0,15.4656,0.0,227.93,200000,219662.71880316018,19662.718803160184,1.0983135940158009
2020-06-30,0,-0.9644182842140475,0.0,15.3838,0.0,225.6,200000,219662.71880316018,19662.718803160184,1.0983135940158009
2020-07-01,0,-0.6591791984531814,0.0,15.8144,0.0,230.99,200000,219662.71880316018,19662.718803160184,1.0983135940158009
2020-07-02,-1,-1.0749000667479356,7148.896689637716,15.3634,-484.99231388139225,226.46,200000,219662.71880316018,19662.718803160184,1.0983135940158009
2020-07-03,-1,-0.870110879311557,7148.896689637716,15.2863,-484.99231388139225,224.87,200000,218340.4010893177,18340.40108931769,1.0917020054465885
2020-07-04,-1,-0.910057110756095,7148.896689637716,15.5548,-484.99231388139225,229.17,200000,222345.3468001754,22345.346800175408,1.111726734000877
2020-07-05,-1,-0.6636644810457624,7148.896689637716,15.4885,-484.99231388139225,227.56,200000,221090.53732430338,21090.537324303383,1.1054526866215169
2020-07-06,-1,-1.1505412358068086,7148.896689637716,16.311,-484.99231388139225,241.6,200000,233779.79693842516,33779.79693842516,1.1688989846921258
2020-07-07,0,1.8030018487436794,0.0,16.8048,0.0,239.39,200000,215629.24973320277,15629.24973320277,1.0781462486660138
2020-07-08,2,1.5452555125202763,0.0,17.2819,0.0,246.95,200000,215629.24973320277,15629.24973320277,1.0781462486660138
2020-07-09,1,1.079775384372551,-6407.087539762612,16.8274,445.5518012505223,241.98,200000,215629.24973320277,15629.24973320277,1.0781462486660138
2020-07-10,2,2.8163021633950263,0.0,17.3123,0.0,241.26,200000,219056.84377813403,19056.843778134033,1.0952842188906702
2020-07-11,2,3.118736937978419,0.0,17.6205,0.0,239.19,200000,219056.84377813403,19056.843778134033,1.0952842188906702
2020-07-12,2,2.917489199453282,0.0,18.2994,0.0,242.79,200000,219056.84377813403,19056.843778134033,1.0952842188906702
2020-07-13,2,2.682480695042393,0.0,18.4046,0.0,239.5,200000,219056.84377813403,19056.843778134033,1.0952842188906702
2020-07-14,2,1.7724781666713498,0.0,18.079,0.0,240.44,200000,219056.84377813403,19056.843778134033,1.0952842188906702
2020-07-15,1,1.1987994757716132,-6210.819439020306,17.6351,459.02695565595326,238.61,200000,219056.84377813403,19056.843778134033,1.0952842188906702
2020-07-16,1,0.9624502649265833,-6210.819439020306,17.1647,459.02695565595326,233.57,200000,213821.77845751285,13821.778457512846,1.0691088922875642
2020-07-17,1,0.8337710980392609,-6210.819439020306,17.0676,459.02695565595326,232.67,200000,212805.5836298936,12805.583629893605,1.064027918149468
2020-07-18,1,0.5794270852819197,-6210.819439020306,17.1507,459.02695565595326,235.67,200000,214698.78359224406,14698.783592244057,1.0734939179612204
2020-07-19,2,1.271348172448927,0.0,18.0154,0.0,239.11,200000,221189.30493296546,21189.30493296546,1.1059465246648272
2020-07-20,0,0.7585413013865652,0.0,17.4645,0.0,236.01,200000,221189.30493296546,21189.30493296546,1.1059465246648272
2020-07-21,0,0.11467198985525943,0.0,17.7285,0.0,245.59,200000,221189.30493296546,21189.30493296546,1.1059465246648272
2020-07-22,-1,-1.1171001408938401,6113.579461939344,18.09,-419.33211673042666,263.74,200000,221189.30493296546,21189.30493296546,1.1059465246648272
2020-07-23,-2,-1.2870296209084584,0.0,18.75,0.0,275.3,200000,222001.82175748923,22001.821757489233,1.1100091087874462
2020-07-24,-1,-1.1115262408064028,5785.727138942034,19.1853,-397.63894278611724,279.15,200000,222001.82175748923,22001.821757489233,1.1100091087874462
2020-07-25,-2,-2.1540121787608326,0.0,19.8242,0.0,305.26,200000,228687.67348456467,28687.67348456467,1.1434383674228235
2020-07-26,-2,-2.3832212843625156,0.0,19.5557,0.0,311.0,200000,228687.67348456467,28687.67348456467,1.1434383674228235
2020-07-27,-2,-2.275823738373534,0.0,19.7474,0.0,321.93,200000,228687.67348456467,28687.67348456467,1.1434383674228235
2020-07-28,-2,-1.545407537293529,0.0,20.1732,0.0,316.77,200000,228687.67348456467,28687.67348456467,1.1434383674228235
2020-07-29,-2,-1.5803639042841728,0.0,19.899,0.0,317.71,200000,228687.67348456467,28687.67348456467,1.1434383674228235
2020-07-30,-2,-1.8598003421290243,0.0,19.97,0.0,334.87,200000,228687.67348456467,28687.67348456467,1.1434383674228235
2020-07-31,-2,-1.6194421179613483,0.0,20.6615,0.0,346.33,200000,228687.67348456467,28687.67348456467,1.1434383674228235
2020-08-01,-2,-1.933834638995913,0.0,21.6168,0.0,387.0,200000,228687.67348456467,28687.67348456467,1.1434383674228235
2020-08-02,-2,-1.6485208159337148,0.0,20.9898,0.0,372.42,200000,228687.67348456467,28687.67348456467,1.1434383674228235
2020-08-03,-2,-1.376155210236661,0.0,22.0504,0.0,385.94,200000,228687.67348456467,28687.67348456467,1.1434383674228235
