date,statusList,zscore,BNBUSDT_position,BNBUSDT_price,ETHUSDT_position,ETHUSDT_price,init,total_asset,pnl,return
2020-08-04,-2,-1.2347239482695496,0.0,22.2818,0.0,389.61,200000,228687.67348456467,28687.67348456467,1.1434383674228235
2020-08-05,0,-0.9995139588234939,0.0,23.2728,0.0,400.72,200000,228687.67348456467,28687.67348456467,1.1434383674228235
2020-08-06,0,-0.9724159189428223,0.0,22.7487,0.0,394.77,200000,228687.67348456467,28687.67348456467,1.1434383674228235
2020-08-07,0,-0.6983715071385196,0.0,22.3323,0.0,379.34,200000,228687.67348456467,28687.67348456467,1.1434383674228235
2020-08-08,0,-0.8222181394958228,0.0,22.9234,0.0,397.03,200000,228687.67348456467,28687.67348456467,1.1434383674228235
2020-08-09,0,-0.8173007577976042,0.0,22.422,0.0,390.14,200000,228687.67348456467,28687.67348456467,1.1434383674228235
2020-08-10,0,-0.8167928348195087,0.0,22.6369,0.0,395.44,200000,228687.67348456467,28687.67348456467,1.1434383674228235
2020-08-11,-1,-1.0000131494392277,5370.72628450096,21.2902,-301.69877768412226,379.0,200000,228687.67348456467,28687.67348456467,1.1434383674228235
2020-08-12,-1,-1.114436167710195,5370.72628450096,21.4919,-301.69877768412226,387.18,200000,232238.84497760463,32238.844977604633,1.1611942248880232
2020-08-13,-2,-2.240772845344389,0.0,21.7667,0.0,424.54,200000,239867.8847457349,39867.88474573489,1.1993394237286745
2020-08-14,-2,-1.6624271203181527,0.0,23.1047,0.0,438.11,200000,239867.8847457349,39867.88474573489,1.1993394237286745
2020-08-15,-2,-1.3275296410646433,0.0,23.0881,0.0,432.32,200000,239867.8847457349,39867.88474573489,1.1993394237286745
2020-08-16,0,-0.9521181586129396,0.0,23.529,0.0,433.62,200000,239867.8847457349,39867.88474573489,1.1993394237286745
2020-08-17,0,-0.8130737122937609,0.0,23.4961,0.0,430.89,200000,239867.8847457349,39867.88474573489,1.1993394237286745
2020-08-18,0,-0.8029844198473013,0.0,22.9705,0.0,421.95,200000,239867.8847457349,39867.88474573489,1.1993394237286745
2020-08-19,0,-0.5176545149293104,0.0,22.3761,0.0,407.46,200000,239867.8847457349,39867.88474573489,1.1993394237286745
2020-08-20,0,-0.15605350930824688,0.0,23.0888,0.0,415.94,200000,239867.8847457349,39867.88474573489,1.1993394237286745
2020-08-21,0,0.5501885001932727,0.0,22.0988,0.0,387.97,200000,239867.8847457349,39867.88474573489,1.1993394237286745
2020-08-22,0,0.160496446003908,0.0,22.2044,0.0,395.24,200000,239867.8847457349,39867.88474573489,1.1993394237286745
2020-08-23,0,0.06932369646135388,0.0,21.8555,0.0,390.71,200000,239867.8847457349,39867.88474573489,1.1993394237286745
2020-08-24,0,-0.15040965195499204,0.0,22.5953,0.0,407.68,200000,239867.8847457349,39867.88474573489,1.1993394237286745
2020-08-25,0,0.13595034175038592,0.0,21.3882,0.0,382.93,200000,239867.8847457349,39867.88474573489,1.1993394237286745
2020-08-26,1,1.0542222739928584,-5402.454171994804,22.1999,310.8627105903617,385.81,200000,239867.8847457349,39867.88474573489,1.1993394237286745
2020-08-27,2,2.319569901985056,0.0,23.1127,0.0,383.27,200000,245588.83619883127,45588.83619883127,1.2279441809941563
2020-08-28,2,1.3297067114218781,0.0,23.0811,0.0,395.11,200000,245588.83619883127,45588.83619883127,1.2279441809941563
2020-08-29,0,0.8984257417251245,0.0,22.9398,0.0,398.65,200000,245588.83619883127,45588.83619883127,1.2279441809941563
2020-08-30,0,-0.26366700217618855,0.0,23.6208,0.0,428.94,200000,245588.83619883127,45588.83619883127,1.2279441809941563
2020-08-31,-1,-1.0129783264677021,5304.82156324022,23.1477,-283.0734182425036,433.79,200000,245588.83619883127,45588.83619883127,1.2279441809941563
2020-09-01,-2,-1.5000894383778203,0.0,24.7028,0.0,475.4,200000,249117.99311890698,49117.993118906976,1.2455899655945348
2020-09-02,0,0.404723019395302,0.0,24.7652,0.0,439.5,200000,249117.99311890698,49117.993118906976,1.2455899655945348
2020-09-03,-1,-1.1113406975257323,6118.069303285663,20.3592,-326.58363020307684,381.4,200000,249117.99311890698,49117.993118906976,1.2455899655945348
2020-09-04,-1,-0.6166175334731474,6118.069303285663,20.9712,-326.58363020307684,385.26,200000,254122.8643451017,54122.8643451017,1.2706143217255086
2020-09-05,0,1.1699917426533948,0.0,19.4698,0.0,335.01,200000,239409.18935212854,39409.18935212854,1.1970459467606427
2020-09-06,2,3.1636238474448892,0.0,23.142,0.0,352.8,200000,239409.18935212854,39409.18935212854,1.1970459467606427
2020-09-07,2,2.0285553879774163,0.0,22.4426,0.0,353.59,200000,239409.18935212854,39409.18935212854,1.1970459467606427
2020-09-08,2,2.7176997798954385,0.0,23.2837,0.0,337.39,200000,239409.18935212854,39409.18935212854,1.1970459467606427
2020-09-09,2,2.3033349998616814,0.0,24.4716,0.0,350.85,200000,239409.18935212854,39409.18935212854,1.1970459467606427
2020-09-10,2,1.499818150951054,0.0,24.5489,0.0,367.93,200000,239409.18935212854,39409.18935212854,1.1970459467606427
2020-09-11,2,1.5261026940865958,0.0,25.399,0.0,373.63,200000,239409.18935212854,39409.18935212854,1.1970459467606427
2020-09-12,2,2.0685114964152884,0.0,28.505,0.0,387.78,200000,239409.18935212854,39409.18935212854,1.1970459467606427
2020-09-13,2,2.7850675342416316,0.0,31.1656,0.0,366.42,200000,239409.18935212854,39409.18935212854,1.1970459467606427
2020-09-14,2,2.087126995718487,0.0,31.2523,0.0,377.12,200000,239409.18935212854,39409.18935212854,1.1970459467606427
2020-09-15,1,1.089304980354161,-4414.1954884768575,27.1181,328.8045780257767,364.06,200000,239409.18935212854,39409.18935212854,1.1970459467606427
2020-09-16,1,1.1554383895079687,-4414.1954884768575,27.8695,328.8045780257767,365.11,200000,243071.26064909712,43071.26064909712,1.2153563032454855
2020-09-17,1,0.4343245874016183,-4414.1954884768575,27.095,328.8045780257767,389.36,200000,247625.97726039687,47625.977260396874,1.2381298863019843
2020-09-18,1,0.5948905207524298,-4414.1954884768575,27.629,328.8045780257767,384.39,200000,248348.9988984554,48348.99889845541,1.2417449944922772
2020-09-19,1,0.4018038683992378,-4414.1954884768575,27.2035,328.8045780257767,385.25,200000,246753.53065521066,46753.53065521066,1.2337676532760533
2020-09-20,1,0.36173136185091265,-4414.1954884768575,26.316,328.8045780257767,371.04,200000,238163.61910544118,38163.619105441176,1.1908180955272059
2020-09-21,0,-0.05494394123729432,0.0,23.1232,0.0,340.36,200000,229567.58829442324,29567.588294423243,1.1478379414721163
2020-09-22,0,0.09902097231522483,0.0,24.0468,0.0,344.21,200000,229567.58829442324,29567.588294423243,1.1478379414721163
2020-09-23,0,0.1747259506091744,0.0,22.8331,0.0,320.72,200000,229567.58829442324,29567.588294423243,1.1478379414721163
2020-09-24,0,-0.05763330471541827,0.0,24.5745,0.0,348.97,200000,229567.58829442324,29567.588294423243,1.1478379414721163
2020-09-25,0,-0.23085543938075165,0.0,24.6924,0.0,351.92,200000,229567.58829442324,29567.588294423243,1.1478379414721163
2020-09-26,0,0.44232017783126776,0.0,26.1998,0.0,353.92,200000,229567.58829442324,29567.588294423243,1.1478379414721163
2020-09-27,0,0.244768456563303,0.0,26.251,0.0,357.49,200000,229567.58829442324,29567.588294423243,1.1478379414721163
2020-09-28,0,0.7661472122630641,0.0,26.9855,0.0,353.96,200000,229567.58829442324,29567.588294423243,1.1478379414721163
2020-09-29,2,1.4467170733811396,0.0,28.8946,0.0,359.79,200000,229567.58829442324,29567.588294423243,1.1478379414721163
2020-09-30,2,1.4833072805343686,0.0,29.2656,0.0,359.83,200000,229567.58829442324,29567.588294423243,1.1478379414721163
2020-10-01,0,0.7063850324241415,0.0,27.4673,0.0,352.85,200000,229567.58829442324,29567.588294423243,1.1478379414721163
2020-10-02,0,0.8874578510722252,0.0,27.3369,0.0,345.6,200000,229567.58829442324,29567.588294423243,1.1478379414721163
2020-10-03,2,1.5030915486982992,0.0,28.1867,0.0,345.95,200000,229567.58829442324,29567.588294423243,1.1478379414721163
2020-10-04,2,1.6897308766737633,0.0,28.9668,0.0,352.37,200000,229567.58829442324,29567.588294423243,1.1478379414721163
2020-10-05,2,1.2772879354930355,0.0,28.6158,0.0,353.62,200000,229567.58829442324,29567.588294423243,1.1478379414721163
2020-10-06,2,1.2389466338088502,0.0,27.6812,0.0,340.75,200000,229567.58829442324,29567.588294423243,1.1478379414721163
2020-10-07,1,1.0897895716356152,-4145.345728290259,27.6898,336.0378070941262,341.58,200000,229567.58829442324,29567.588294423243,1.1478379414721163
2020-10-08,1,0.6187376138528082,-4145.345728290259,27.7424,336.0378070941262,350.95,200000,232934.30773220328,32934.30773220328,1.1646715386610165
2020-10-09,1,0.30975232134618114,-4145.345728290259,28.4076,336.0378070941262,365.02,200000,240419.8436564763,40419.843656476296,1.2020992182823815
2020-10-10,0,0.030211481461184183,0.0,28.4414,0.0,370.52,200000,222958.29600650218,22958.296006502176,1.114791480032511
2020-10-11,0,-0.188894253473417,0.0,28.5271,0.0,374.16,200000,222958.29600650218,22958.296006502176,1.114791480032511
2020-10-12,0,0.46427895088386945,0.0,30.6503,0.0,386.51,200000,222958.29600650218,22958.296006502176,1.114791480032511
2020-10-13,0,0.7341614543880667,0.0,30.7256,0.0,381.04,200000,222958.29600650218,22958.296006502176,1.114791480032511
2020-10-14,0,0.9004107978098546,0.0,30.838,0.0,378.69,200000,222958.29600650218,22958.296006502176,1.114791480032511
2020-10-15,2,1.3984234340621062,0.0,31.3256,0.0,377.64,200000,222958.29600650218,22958.296006502176,1.114791480032511
2020-10-16,1,1.0579216492119587,-3709.5911034105034,30.0516,305.0045089008238,365.5,200000,222958.29600650218,22958.296006502176,1.114791480032511
2020-10-17,1,0.9999375692875502,-3709.5911034105034,30.2414,305.0045089008238,368.32,200000,224522.4891130298,24522.48911302979,1.122612445565149
2020-10-18,1,0.43578472899190723,-3709.5911034105034,30.6593,305.0045089008238,378.11,200000,229058.72137728415,29058.72137728415,1.1452936068864208
2020-10-19,0,-0.6859524828006428,0.0,29.9107,0.0,379.3,200000,218226.55239720026,18226.552397200256,1.0911327619860012
2020-10-20,0,-0.9260026753495215,0.0,28.8227,0.0,368.52,200000,218226.55239720026,18226.552397200256,1.0911327619860012
2020-10-21,-2,-1.8082288738856125,0.0,29.7329,0.0,390.38,200000,218226.55239720026,18226.552397200256,1.0911327619860012
2020-10-22,-2,-2.2958461256595637,0.0,30.6396,0.0,413.98,200000,218226.55239720026,18226.552397200256,1.0911327619860012
2020-10-23,-2,-1.6845108428753035,0.0,30.6377,0.0,409.11,200000,218226.55239720026,18226.552397200256,1.0911327619860012
2020-10-24,-2,-1.640661008029092,0.0,30.6639,0.0,412.14,200000,218226.55239720026,18226.552397200256,1.0911327619860012
2020-10-25,-2,-1.5000414875881962,0.0,30.128,0.0,405.86,200000,218226.55239720026,18226.552397200256,1.0911327619860012
2020-10-26,0,0.19802015822549346,0.0,31.0467,0.0,392.52,200000,218226.55239720026,18226.552397200256,1.0911327619860012
2020-10-27,0,-0.1216580958476508,0.0,31.4826,0.0,403.45,200000,218226.55239720026,18226.552397200256,1.0911327619860012
2020-10-28,0,-0.0698552387536955,0.0,30.3338,0.0,388.23,200000,218226.55239720026,18226.552397200256,1.0911327619860012
2020-10-29,0,-0.4040288852868253,0.0,29.8702,0.0,387.13,200000,218226.55239720026,18226.552397200256,1.0911327619860012
2020-10-30,-2,-1.2626232170215592,0.0,28.4909,0.0,382.49,200000,218226.55239720026,18226.552397200256,1.0911327619860012
2020-10-31,-2,-1.4033003364531897,0.0,28.5058,0.0,386.46,200000,218226.55239720026,18226.552397200256,1.0911327619860012
2020-11-01,-2,-1.7269458865429173,0.0,28.5318,0.0,396.67,200000,218226.55239720026,18226.552397200256,1.0911327619860012
2020-11-02,-2,-1.3666476359652133,0.0,27.7983,0.0,383.02,200000,218226.55239720026,18226.552397200256,1.0911327619860012
2020-11-03,-2,-1.9847327458970239,0.0,26.8638,0.0,387.88,200000,218226.55239720026,18226.552397200256,1.0911327619860012
2020-11-04,-2,-2.2115988511579436,0.0,26.96,0.0,402.49,200000,218226.55239720026,18226.552397200256,1.0911327619860012
2020-11-05,-2,-2.0322044614409083,0.0,27.6875,0.0,416.69,200000,218226.55239720026,18226.552397200256,1.0911327619860012
2020-11-06,-2,-2.260505135816409,0.0,29.0435,0.0,455.91,200000,218226.55239720026,18226.552397200256,1.0911327619860012
2020-11-07,-2,-1.9492771231944077,0.0,27.7651,0.0,435.21,200000,218226.55239720026,18226.552397200256,1.0911327619860012
2020-11-08,-2,-1.8954053115239078,0.0,28.4101,0.0,454.3,200000,218226.55239720026,18226.552397200256,1.0911327619860012
2020-11-09,-2,-1.5597109992406675,0.0,28.0941,0.0,444.32,200000,218226.55239720026,18226.552397200256,1.0911327619860012
2020-11-10,-2,-1.4717921821767028,0.0,28.2188,0.0,450.34,200000,218226.55239720026,18226.552397200256,1.0911327619860012
2020-11-11,-2,-1.6142776119699764,0.0,28.016,0.0,463.09,200000,218226.55239720026,18226.552397200256,1.0911327619860012
2020-11-12,-2,-1.5113648721392214,0.0,27.6874,0.0,462.39,200000,218226.55239720026,18226.552397200256,1.0911327619860012
2020-11-13,-2,-1.434631781502005,0.0,28.1974,0.0,476.43,200000,218226.55239720026,18226.552397200256,1.0911327619860012
2020-11-14,-1,-1.1046880817775555,3906.5155399751575,27.9311,-236.74472476860018,460.89,200000,218226.55239720026,18226.552397200256,1.0911327619860012
2020-11-15,-1,-0.8538222044180271,3906.5155399751575,27.6786,-236.74472476860018,448.08,200000,214207.45729907078,14207.457299070782,1.071037286495354
2020-11-16,-1,-0.9396909619698666,3906.5155399751575,27.9451,-236.74472476860018,460.55,200000,218200.75040833862,18200.750408338616,1.091003752041693
2020-11-17,-1,-1.1028926942224797,3906.5155399751575,28.5552,-236.74472476860018,482.15,200000,225697.80159427918,25697.801594279183,1.1284890079713958
2020-11-18,-1,-1.1312271206603342,3906.5155399751575,28.0931,-236.74472476860018,478.41,200000,223007.17549262213,23007.175492622133,1.1150358774631106
2020-11-19,-1,-0.874207556364163,3906.5155399751575,28.1387,-236.74472476860018,471.25,200000,221490.2203719018,21490.220371901814,1.107451101859509
2020-11-20,-2,-1.418253869678443,0.0,28.9715,0.0,510.12,200000,225817.1564297683,25817.156429768307,1.1290857821488416
2020-11-21,-2,-1.6579083911616375,0.0,30.5161,0.0,552.35,200000,225817.1564297683,25817.156429768307,1.1290857821488416
2020-11-22,-2,-1.9882292644427546,0.0,30.0226,0.0,560.03,200000,225817.1564297683,25817.156429768307,1.1290857821488416
2020-11-23,-2,-2.346427496141332,0.0,30.995,0.0,608.58,200000,225817.1564297683,25817.156429768307,1.1290857821488416
2020-11-24,0,-0.9701394646706084,0.0,33.9407,0.0,604.97,200000,225817.1564297683,25817.156429768307,1.1290857821488416
2020-11-25,-1,-1.185789501677957,3607.844571385612,31.2953,-198.25913646160518,569.5,200000,225817.1564297683,25817.156429768307,1.1290857821488416
2020-11-26,-2,-1.2347512232448867,0.0,28.2356,0.0,519.83,200000,227008.54715678896,27008.54715678896,1.1350427357839448
2020-11-27,0,-0.9851614958455304,0.0,28.4606,0.0,518.68,200000,227008.54715678896,27008.54715678896,1.1350427357839448
2020-11-28,-1,-1.0497782113454899,3890.250186053018,29.1766,-211.16288431759654,537.52,200000,227008.54715678896,27008.54715678896,1.1350427357839448
2020-11-29,-2,-1.4979760774271604,0.0,30.1045,0.0,576.3,200000,231587.68066298676,31587.680662986764,1.1579384033149338
2020-11-30,-2,-1.6573528785665839,0.0,31.4935,0.0,616.66,200000,231587.68066298676,31587.680662986764,1.1579384033149338
2020-12-01,-2,-1.3474979522148909,0.0,30.1996,0.0,585.26,200000,231587.68066298676,31587.680662986764,1.1579384033149338
2020-12-02,-2,-1.4210891205188507,0.0,30.2875,0.0,596.89,200000,231587.68066298676,31587.680662986764,1.1579384033149338
2020-12-03,-2,-1.477469378247356,0.0,30.7065,0.0,615.85,200000,231587.68066298676,31587.680662986764,1.1579384033149338
2020-12-04,-1,-1.0287461330527126,3989.7130331182193,29.0231,-204.13553404466077,567.24,200000,231587.68066298676,31587.680662986764,1.1579384033149338
2020-12-05,-2,-1.3147483801224966,0.0,29.728,0.0,596.8,200000,234809.57833230187,34809.57833230187,1.1740478916615094
2020-12-06,-2,-1.4353425265275994,0.0,29.5026,0.0,601.54,200000,234809.57833230187,34809.57833230187,1.1740478916615094
2020-12-07,-1,-1.150287901605316,3997.439195306467,29.37,-198.5603929883489,591.28,200000,234809.57833230187,34809.57833230187,1.1740478916615094
2020-12-08,-1,-1.0106659651186827,3997.439195306467,27.6705,-198.5603929883489,554.94,200000,220800.24573868193,20800.24573868193,1.1040012286934096
2020-12-09,-2,-1.254492867282078,0.0,28.1452,0.0,573.09,200000,236093.8283102552,36093.828310255194,1.180469141551276
2020-12-10,-1,-1.0078054881210456,4262.7602375771,27.6926,-211.17893728890962,558.99,200000,236093.8283102552,36093.828310255194,1.180469141551276
2020-12-11,-1,-0.640268773471417,4262.7602375771,27.3419,-211.17893728890962,544.43,200000,231524.11296801036,31524.112968010362,1.1576205648400517
2020-12-12,-1,-0.8411341392970063,4262.7602375771,28.1603,-211.17893728890962,568.04,200000,239998.69065583462,39998.69065583462,1.1999934532791732
2020-12-13,-1,-0.8836693872965414,4262.7602375771,29.1571,-211.17893728890962,590.7,200000,249033.1247796182,49033.1247796182,1.245165623898091
2020-12-14,0,0.050782374516559675,0.0,30.0338,0.0,586.29,200000,231879.03903002694,31879.039030026936,1.1593951951501347
2020-12-15,0,-0.42816202429910677,0.0,29.5053,0.0,588.64,200000,231879.03903002694,31879.039030026936,1.1593951951501347
2020-12-16,-2,-1.5381221489022958,0.0,30.5577,0.0,637.18,200000,231879.03903002694,31879.039030026936,1.1593951951501347
2020-12-17,-2,-2.0309319150431002,0.0,30.2255,0.0,642.7,200000,231879.03903002694,31879.039030026936,1.1593951951501347
2020-12-18,-2,-1.8191836007489224,0.0,30.9882,0.0,653.85,200000,231879.03903002694,31879.039030026936,1.1593951951501347
2020-12-19,0,0.7153616874230203,0.0,33.3167,0.0,658.03,200000,231879.03903002694,31879.039030026936,1.1593951951501347
2020-12-20,2,2.586499431011261,0.0,34.3148,0.0,638.18,200000,231879.03903002694,31879.039030026936,1.1593951951501347
2020-12-21,2,1.7653671694744602,0.0,32.05,0.0,607.58,200000,231879.03903002694,31879.039030026936,1.1593951951501347
2020-12-22,2,1.545891140987169,0.0,33.5151,0.0,636.45,200000,231879.03903002694,31879.039030026936,1.1593951951501347
2020-12-23,2,1.6557275826505642,0.0,31.1843,0.0,585.56,200000,231879.03903002694,31879.039030026936,1.1593951951501347
2020-12-24,2,1.422529505098177,0.0,32.4895,0.0,612.31,200000,231879.03903002694,31879.039030026936,1.1593951951501347
2020-12-25,2,1.2381115985746973,0.0,33.1996,0.0,626.82,200000,231879.03903002694,31879.039030026936,1.1593951951501347
2020-12-26,1,1.03113592481707,-3446.8775962437226,33.6361,181.88303136767925,637.44,200000,231879.03903002694,31879.039030026936,1.1593951951501347
2020-12-27,0,-0.7087901025785871,0.0,33.674,0.0,685.11,200000,223339.31158562732,23339.31158562732,1.1166965579281367
2020-12-28,0,-0.6545429310205959,0.0,35.951,0.0,730.41,200000,223339.31158562732,23339.31158562732,1.1166965579281367
2020-12-29,1,1.1957146332748967,-2858.435849273516,39.0667,152.55417458034654,732.0,200000,223339.31158562732,23339.31158562732,1.1166965579281367
2020-12-30,0,-0.06257935964318646,0.0,38.1558,0.0,752.17,200000,217658.5446692385,17658.5446692385,1.0882927233461925
2020-12-31,0,-0.07346653224658929,0.0,37.3588,0.0,736.42,200000,217658.5446692385,17658.5446692385,1.0882927233461925
2021-01-01,0,0.3920359181626691,0.0,37.7762,0.0,728.91,200000,217658.5446692385,17658.5446692385,1.0882927233461925
2021-01-02,0,-0.7765617680753332,0.0,38.2331,0.0,774.56,200000,217658.5446692385,17658.5446692385,1.0882927233461925
2021-01-03,-2,-2.9011723656346873,0.0,41.2575,0.0,978.28,200000,217658.5446692385,17658.5446692385,1.0882927233461925
2021-01-04,-2,-2.767115792184035,0.0,41.1333,0.0,1041.43,200000,217658.5446692385,17658.5446692385,1.0882927233461925
2021-01-05,-2,-2.475498971329495,0.0,41.8219,0.0,1099.56,200000,217658.5446692385,17658.5446692385,1.0882927233461925
2021-01-06,-2,-2.4687313713034045,0.0,42.2417,0.0,1208.42,200000,217658.5446692385,17658.5446692385,1.0882927233461925
2021-01-07,-2,-1.9949725749883285,0.0,43.5728,0.0,1224.87,200000,217658.5446692385,17658.5446692385,1.0882927233461925
2021-01-08,-2,-1.80843117534608,0.0,42.356,0.0,1216.93,200000,217658.5446692385,17658.5446692385,1.0882927233461925
2021-01-09,-2,-1.6357320814818996,0.0,43.8479,0.0,1276.0,200000,217658.5446692385,17658.5446692385,1.0882927233461925
2021-01-10,-2,-1.5090981571892759,0.0,42.4031,0.0,1254.25,200000,217658.5446692385,17658.5446692385,1.0882927233461925
2021-01-11,-2,-1.206936668016111,0.0,38.1674,0.0,1087.01,200000,217658.5446692385,17658.5446692385,1.0882927233461925
2021-01-12,0,-0.9435017678830584,0.0,38.2541,0.0,1050.16,200000,217658.5446692385,17658.5446692385,1.0882927233461925
2021-01-13,0,-0.9613834082282275,0.0,40.1114,0.0,1129.89,200000,217658.5446692385,17658.5446692385,1.0882927233461925
2021-01-14,-1,-1.0484081052170682,2599.0755782371457,41.8723,-88.3627030533925,1231.62,200000,217658.5446692385,17658.5446692385,1.0882927233461925
2021-01-15,-1,-0.8364214729574139,2599.0755782371457,40.8668,-88.3627030533925,1168.53,200000,209470.3712396825,9470.371239682514,1.0473518561984125
2021-01-16,-1,-0.7329247613989033,2599.0755782371457,43.142,-88.3627030533925,1227.83,200000,220623.69628635384,20623.696286353836,1.1031184814317692
2021-01-17,-1,-0.37925736285240996,2599.0755782371457,45.8675,-88.3627030533925,1232.45,200000,228115.71246294587,28115.71246294587,1.1405785623147293
2021-01-18,-1,-0.47336944546772963,2599.0755782371457,45.3412,-88.3627030533925,1258.45,200000,229045.24926550785,29045.249265507853,1.1452262463275393
2021-01-19,-1,-1.1687394194803762,2599.0755782371457,42.5241,-88.3627030533925,1365.36,200000,231170.25003749417,31170.250037494174,1.155851250187471
2021-01-20,-1,-1.155859638122948,2599.0755782371457,42.6069,-88.3627030533925,1376.99,200000,232413.1117318832,32413.111731883197,1.162065558659416
2021-01-21,-1,-0.35535081280598896,2599.0755782371457,38.6343,-88.3627030533925,1110.96,200000,198580.8941964843,-1419.1058035157039,0.9929044709824215
2021-01-22,-1,-0.8629344267096015,2599.0755782371457,40.8936,-88.3627030533925,1232.62,200000,215203.1921038712,15203.192103871203,1.076015960519356
2021-01-23,-1,-0.8674834299703494,2599.0755782371457,40.9109,-88.3627030533925,1233.6,200000,215334.751560367,15334.751560367004,1.076673757801835
2021-01-24,-2,-2.1887606981264534,0.0,41.8263,0.0,1392.51,200000,231994.77744009774,31994.777440097736,1.1599738872004888
2021-01-25,-2,-1.249091333248475,0.0,41.8347,0.0,1317.88,200000,231994.77744009774,31994.777440097736,1.1599738872004888
2021-01-26,-2,-1.5981299467525238,0.0,41.8396,0.0,1365.97,200000,231994.77744009774,31994.777440097736,1.1599738872004888
2021-01-27,0,-0.3945905925359007,0.0,40.8826,0.0,1239.03,200000,231994.77744009774,31994.777440097736,1.1599738872004888
2021-01-28,0,-0.8137260388980626,0.0,42.5254,0.0,1329.69,200000,231994.77744009774,31994.777440097736,1.1599738872004888
2021-01-29,-1,-1.13681079072606,2706.3116509350716,42.8618,-84.08654492210864,1379.5,200000,231994.7774400977,31994.777440097707,1.1599738872004886
2021-01-30,-1,-0.4338694261487543,2706.3116509350716,44.7849,-84.08654492210864,1378.05,200000,237077.3598858739,37077.35988587391,1.1853867994293696
2021-01-31,0,0.1959446477029297,0.0,44.3292,0.0,1312.55,200000,222393.94154098042,22393.94154098042,1.111969707704902
2021-02-01,2,1.843642899528839,0.0,51.4781,0.0,1374.17,200000,222393.94154098042,22393.94154098042,1.111969707704902
2021-02-02,0,0.1929866397332636,0.0,51.0071,0.0,1511.87,200000,222393.94154098042,22393.94154098042,1.111969707704902
2021-02-03,0,-0.8602891281139923,0.0,52.12,0.0,1664.49,200000,222393.94154098042,22393.94154098042,1.111969707704902
2021-02-04,0,0.8576290033729383,0.0,55.9599,0.0,1595.67,200000,222393.94154098042,22393.94154098042,1.111969707704902
2021-02-05,2,2.33414375804968,0.0,67.7005,0.0,1719.19,200000,222393.94154098042,22393.94154098042,1.111969707704902
2021-02-06,2,2.935379242478616,0.0,72.8356,0.0,1676.35,200000,222393.94154098042,22393.94154098042,1.111969707704902
2021-02-07,2,2.193576871409967,0.0,68.3542,0.0,1611.62,200000,222393.94154098042,22393.94154098042,1.111969707704902
2021-02-08,2,2.3892964867039823,0.0,79.8374,0.0,1750.15,200000,222393.94154098042,22393.94154098042,1.111969707704902
2021-02-09,2,3.358825600219173,0.0,107.3469,0.0,1769.13,200000,222393.94154098042,22393.94154098042,1.111969707704902
2021-02-10,2,3.220566989977257,0.0,128.9711,0.0,1740.78,200000,222393.94154098042,22393.94154098042,1.111969707704902
2021-02-11,2,2.254559884566599,0.0,124.085,0.0,1785.62,200000,222393.94154098042,22393.94154098042,1.111969707704902
2021-02-12,2,2.141508256180615,0.0,136.6139,0.0,1840.26,200000,222393.94154098042,22393.94154098042,1.111969707704902
2021-02-13,2,1.7959001697096912,0.0,133.3496,0.0,1814.96,200000,222393.94154098042,22393.94154098042,1.111969707704902
2021-02-14,2,1.668105350422701,0.0,135.8623,0.0,1800.42,200000,222393.94154098042,22393.94154098042,1.111969707704902
2021-02-15,2,1.37334851361403,0.0,130.303,0.0,1779.25,200000,222393.94154098042,22393.94154098042,1.111969707704902
2021-02-16,2,1.224465507067778,0.0,130.183,0.0,1781.99,200000,222393.94154098042,22393.94154098042,1.111969707704902
2021-02-17,2,1.8205227753681805,0.0,165.3233,0.0,1849.88,200000,222393.94154098042,22393.94154098042,1.111969707704902
2021-02-18,2,2.028713863653467,0.0,195.6,0.0,1939.61,200000,222393.94154098042,22393.94154098042,1.111969707704902
2021-02-19,2,3.2659991711000704,0.0,333.111,0.0,1955.0,200000,222393.94154098042,22393.94154098042,1.111969707704902
2021-02-20,2,1.8048385670709777,0.0,253.0,0.0,1913.0,200000,222393.94154098042,22393.94154098042,1.111969707704902
2021-02-21,2,2.00398192096616,0.0,295.2597,0.0,1933.53,200000,222393.94154098042,22393.94154098042,1.111969707704902
2021-02-22,2,1.6997698019579042,0.0,267.5147,0.0,1777.58,200000,222393.94154098042,22393.94154098042,1.111969707704902
2021-02-23,2,1.4372995354628963,0.0,231.3646,0.0,1577.89,200000,222393.94154098042,22393.94154098042,1.111969707704902
2021-02-24,2,1.4975664663662536,0.0,254.5056,0.0,1623.39,200000,222393.94154098042,22393.94154098042,1.111969707704902
2021-02-25,2,1.3827976240601902,0.0,234.9146,0.0,1481.75,200000,222393.94154098042,22393.94154098042,1.111969707704902
2021-02-26,1,1.1495397393781162,-501.52658916767865,221.717,76.97476153821515,1444.59,200000,222393.94154098042,22393.94154098042,1.111969707704902
2021-02-27,1,1.0725264450064127,-501.52658916767865,225.3853,76.97476153821515,1458.13,200000,225275.92979925167,25275.929799251666,1.1263796489962583
2021-02-28,1,0.8373084061477262,-501.52658916767865,210.2138,76.97476153821515,1419.18,200000,214668.85218978074,14668.852189780737,1.0733442609489037
2021-03-01,1,1.085222890306004,-501.52658916767865,254.9637,76.97476153821515,1569.86,200000,248710.67397095368,48710.67397095368,1.2435533698547685
2021-03-02,1,0.9560335516815676,-501.52658916767865,239.6841,76.97476153821515,1486.78,200000,234652.48511051232,34652.48511051232,1.1732624255525617
