date,statusList,zscore,XLMUSDT_position,XLMUSDT_price,ICXUSDT_position,ICXUSDT_price,init,total_asset,pnl,return
2020-08-06,0,0.9795508378241933,0.0,0.10624,0.0,0.3898,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-08-07,0,0.911079088821444,0.0,0.10306,0.0,0.3783,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-08-08,0,0.1131016926318211,0.0,0.10325,0.0,0.3963,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-08-09,0,-0.847830981540903,0.0,0.10505,0.0,0.4258,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-08-10,-2,-1.7129665640667933,0.0,0.10625,0.0,0.4545,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-08-11,-2,-1.4835802692591584,0.0,0.10015,0.0,0.4217,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-08-12,-2,-2.087962715275323,0.0,0.10147,0.0,0.4512,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-08-13,-2,-2.52795487834957,0.0,0.10111,0.0,0.4877,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-08-14,-2,-2.5723553121780847,0.0,0.10479,0.0,0.5501,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-08-15,-2,-1.5731433762428149,0.0,0.10707,0.0,0.5104,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-08-16,-2,-1.256432726159549,0.0,0.11517,0.0,0.5368,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-08-17,0,-0.8146163084667696,0.0,0.11383,0.0,0.5063,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-08-18,0,-0.9622393356383824,0.0,0.10807,0.0,0.4951,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-08-19,0,-0.6719573171798059,0.0,0.10222,0.0,0.4547,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-08-20,-2,-1.4078922569503156,0.0,0.10728,0.0,0.5412,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-08-21,-2,-1.7991767997350834,0.0,0.09949,0.0,0.5576,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-08-22,-2,-2.047163059241679,0.0,0.10223,0.0,0.6455,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-08-23,-2,-1.591624729449618,0.0,0.10293,0.0,0.6133,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-08-24,-2,-1.4310616328971297,0.0,0.10294,0.0,0.6116,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-08-25,-2,-1.317843486907884,0.0,0.09714,0.0,0.5779,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-08-26,-2,-1.590241148605904,0.0,0.09804,0.0,0.6398,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-08-27,-2,-1.271704284580897,0.0,0.09376,0.0,0.5815,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-08-28,-2,-1.3438137466957125,0.0,0.09569,0.0,0.6149,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-08-29,-2,-1.3453531271417223,0.0,0.09615,0.0,0.6333,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-08-30,0,-0.9905085080761092,0.0,0.09821,0.0,0.6153,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-08-31,0,-0.8127838636823501,0.0,0.09678,0.0,0.5953,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-09-01,0,-0.4953023082263718,0.0,0.09881,0.0,0.5838,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-09-02,0,-0.45844775823673706,0.0,0.09228,0.0,0.5476,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-09-03,0,-0.05980565115800565,0.0,0.07781,0.0,0.437,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-09-04,0,-0.11527951991559034,0.0,0.08074,0.0,0.4613,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-09-05,0,0.2058456690720776,0.0,0.07541,0.0,0.417,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-09-06,0,0.11224314451201581,0.0,0.07742,0.0,0.4401,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-09-07,0,0.7441671737419941,0.0,0.07867,0.0,0.4261,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-09-08,2,1.7105282290896684,0.0,0.07745,0.0,0.4036,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-09-09,2,1.5723214800677674,0.0,0.07832,0.0,0.4165,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-09-10,0,0.7005439433883899,0.0,0.08117,0.0,0.4562,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-09-11,2,1.3160544550464934,0.0,0.08374,0.0,0.4483,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-09-12,0,-0.0868267705163763,0.0,0.08382,0.0,0.492,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-09-13,0,-0.369103199520135,0.0,0.08001,0.0,0.4792,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-09-14,-2,-1.2040224765754666,0.0,0.08021,0.0,0.5144,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-09-15,-2,-1.464798483778303,0.0,0.07778,0.0,0.5096,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-09-16,0,-0.7469029407363272,0.0,0.07999,0.0,0.4953,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-09-17,0,-0.04962826093593464,0.0,0.08043,0.0,0.4707,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-09-18,0,-0.6822109764402282,0.0,0.07825,0.0,0.4754,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-09-19,0,-0.4090595588771904,0.0,0.07857,0.0,0.4672,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-09-20,0,-0.47855666296575233,0.0,0.07693,0.0,0.4585,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-09-21,0,-0.26943646844351304,0.0,0.06996,0.0,0.4115,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-09-22,0,-0.1716162385161745,0.0,0.07167,0.0,0.4187,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-09-23,0,0.7900476462977285,0.0,0.0674,0.0,0.3715,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-09-24,0,-0.032581492973051275,0.0,0.07043,0.0,0.4079,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-09-25,0,0.7386738114267041,0.0,0.07467,0.0,0.4131,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-09-26,0,0.042328688026777604,0.0,0.07385,0.0,0.4261,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-09-27,0,0.4007480321117196,0.0,0.07335,0.0,0.4155,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-09-28,1,1.133986634815362,-1341452.5390892683,0.07323,245035.0946308484,0.4009,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-09-29,1,0.2940015502648708,-1341452.5390892683,0.07407,245035.0946308484,0.4261,200000,203770.8433925466,3770.843392546609,1.018854216962733
2020-09-30,1,0.7695681896949058,-1341452.5390892683,0.07484,245035.0946308484,0.4206,200000,203456.06882717568,3456.068827175681,1.0172803441358784
2020-10-01,0,-0.20425606793247852,0.0,0.07314,0.0,0.4333,200000,188409.2710804567,-11590.728919543297,0.9420463554022835
2020-10-02,1,1.0950083634098402,-1327573.7815702981,0.07096,238613.5651981468,0.3948,200000,188409.2710804567,-11590.728919543297,0.9420463554022835
2020-10-03,2,1.2588287980147792,0.0,0.071,0.0,0.3896,200000,189703.16457074985,-10296.835429250146,0.9485158228537492
2020-10-04,2,1.4683334552417788,0.0,0.0729,0.0,0.3942,200000,189703.16457074985,-10296.835429250146,0.9485158228537492
2020-10-05,2,1.6369116970843638,0.0,0.07331,0.0,0.3936,200000,189703.16457074985,-10296.835429250146,0.9485158228537492
2020-10-06,2,2.9145062054291304,0.0,0.07237,0.0,0.3583,200000,189703.16457074985,-10296.835429250146,0.9485158228537492
2020-10-07,2,1.9169538364617764,0.0,0.07233,0.0,0.3683,200000,189703.16457074985,-10296.835429250146,0.9485158228537492
2020-10-08,2,1.4047017385023128,0.0,0.07311,0.0,0.379,200000,189703.16457074985,-10296.835429250146,0.9485158228537492
2020-10-09,0,0.8445046175322249,0.0,0.07502,0.0,0.3982,200000,189703.16457074985,-10296.835429250146,0.9485158228537492
2020-10-10,2,1.5438895508499872,0.0,0.0773,0.0,0.3931,200000,189703.16457074985,-10296.835429250146,0.9485158228537492
2020-10-11,2,1.2250565864340455,0.0,0.07713,0.0,0.3959,200000,189703.16457074985,-10296.835429250146,0.9485158228537492
2020-10-12,0,0.6866955674983768,0.0,0.07761,0.0,0.4075,200000,189703.16457074985,-10296.835429250146,0.9485158228537492
2020-10-13,0,0.19146540968748263,0.0,0.07635,0.0,0.4102,200000,189703.16457074985,-10296.835429250146,0.9485158228537492
2020-10-14,0,0.5012192254911109,0.0,0.07398,0.0,0.3901,200000,189703.16457074985,-10296.835429250146,0.9485158228537492
2020-10-15,0,0.9590194233113761,0.0,0.07408,0.0,0.3808,200000,189703.16457074985,-10296.835429250146,0.9485158228537492
2020-10-16,2,2.5537314903327495,0.0,0.07909,0.0,0.3676,200000,189703.16457074985,-10296.835429250146,0.9485158228537492
2020-10-17,2,2.037448438909361,0.0,0.08152,0.0,0.3814,200000,189703.16457074985,-10296.835429250146,0.9485158228537492
2020-10-18,2,1.2558211518279994,0.0,0.07942,0.0,0.385,200000,189703.16457074985,-10296.835429250146,0.9485158228537492
2020-10-19,2,2.4435282546872954,0.0,0.0852,0.0,0.3738,200000,189703.16457074985,-10296.835429250146,0.9485158228537492
2020-10-20,2,2.0522787411812176,0.0,0.08075,0.0,0.3544,200000,189703.16457074985,-10296.835429250146,0.9485158228537492
2020-10-21,2,1.6583358118651448,0.0,0.08358,0.0,0.3728,200000,189703.16457074985,-10296.835429250146,0.9485158228537492
2020-10-22,2,1.4766219805984695,0.0,0.08552,0.0,0.3817,200000,189703.16457074985,-10296.835429250146,0.9485158228537492
2020-10-23,2,1.2840332822343605,0.0,0.08368,0.0,0.3749,200000,189703.16457074985,-10296.835429250146,0.9485158228537492
2020-10-24,2,1.4995641383887297,0.0,0.08561,0.0,0.3732,200000,189703.16457074985,-10296.835429250146,0.9485158228537492
2020-10-25,1,1.0403298269015437,-1142239.6710666537,0.08304,255595.74854587694,0.3711,200000,189703.16457074985,-10296.835429250146,0.9485158228537492
2020-10-26,1,0.9864623478096285,-1142239.6710666537,0.08104,255595.74854587694,0.3611,200000,184862.72774315777,-15137.272256842232,0.9243136387157889
2020-10-27,1,1.1550879147629696,-1142239.6710666537,0.08183,255595.74854587694,0.357,200000,184717.15451426234,-15282.845485737664,0.9235857725713117
2020-10-28,1,1.10976779445765,-1142239.6710666537,0.07832,255595.74854587694,0.3399,200000,176337.20596868388,-23662.794031316123,0.8816860298434194
2020-10-29,1,0.9652785347650806,-1142239.6710666537,0.0775,255595.74854587694,0.3376,200000,174812.6992167537,-25187.30078324629,0.8740634960837685
2020-10-30,2,1.4232117635142736,0.0,0.07669,0.0,0.32,200000,195510.88541017091,-4489.114589829085,0.9775544270508546
2020-10-31,2,1.5304204214188617,0.0,0.07775,0.0,0.3181,200000,195510.88541017091,-4489.114589829085,0.9775544270508546
2020-11-01,0,0.7625186977366503,0.0,0.07861,0.0,0.3377,200000,195510.88541017091,-4489.114589829085,0.9775544270508546
2020-11-02,0,0.9153384016987363,0.0,0.07557,0.0,0.3204,200000,195510.88541017091,-4489.114589829085,0.9775544270508546
2020-11-03,1,1.130218862502384,-1296147.476864034,0.07542,309646.63511271926,0.3157,200000,195510.88541017094,-4489.114589829056,0.9775544270508547
2020-11-04,1,1.1447891675544495,-1296147.476864034,0.07456,309646.63511271926,0.3124,200000,193374.3646841959,-6625.635315804102,0.9668718234209794
2020-11-05,2,2.3185752711304097,0.0,0.08039,0.0,0.316,200000,201859.84437965136,1859.8443796513602,1.0092992218982568
2020-11-06,0,0.18838233933541523,0.0,0.08388,0.0,0.3604,200000,201859.84437965136,1859.8443796513602,1.0092992218982568
2020-11-07,0,0.5554090848483874,0.0,0.07952,0.0,0.3357,200000,201859.84437965136,1859.8443796513602,1.0092992218982568
2020-11-08,0,-0.07043269143286299,0.0,0.0815,0.0,0.3512,200000,201859.84437965136,1859.8443796513602,1.0092992218982568
2020-11-09,0,-0.13489364707123733,0.0,0.0797,0.0,0.3439,200000,201859.84437965136,1859.8443796513602,1.0092992218982568
2020-11-10,-2,-1.2617878027045932,0.0,0.07967,0.0,0.3578,200000,201859.84437965136,1859.8443796513602,1.0092992218982568
2020-11-11,-2,-1.2575982969931703,0.0,0.08039,0.0,0.3613,200000,201859.84437965136,1859.8443796513602,1.0092992218982568
2020-11-12,-2,-1.396802429106276,0.0,0.08069,0.0,0.365,200000,201859.84437965136,1859.8443796513602,1.0092992218982568
2020-11-13,-2,-1.3328320175047061,0.0,0.08249,0.0,0.3739,200000,201859.84437965136,1859.8443796513602,1.0092992218982568
2020-11-14,0,-0.30965566115928966,0.0,0.08094,0.0,0.3522,200000,201859.84437965136,1859.8443796513602,1.0092992218982568
2020-11-15,0,0.23418266635072538,0.0,0.08009,0.0,0.341,200000,201859.84437965136,1859.8443796513602,1.0092992218982568
2020-11-16,0,0.07418348408290006,0.0,0.0825,0.0,0.3529,200000,201859.84437965136,1859.8443796513602,1.0092992218982568
2020-11-17,0,0.5672908043639627,0.0,0.0865,0.0,0.3631,200000,201859.84437965136,1859.8443796513602,1.0092992218982568
2020-11-18,0,0.8013213119052428,0.0,0.08365,0.0,0.3474,200000,201859.84437965136,1859.8443796513602,1.0092992218982568
2020-11-19,1,1.022640640028238,-1201403.6684897712,0.08401,291873.69054316275,0.3458,200000,201859.84437965136,1859.8443796513602,1.0092992218982568
2020-11-20,2,1.2112444161668778,0.0,0.08853,0.0,0.362,200000,202561.83517442585,2561.8351744258543,1.0128091758721294
2020-11-21,2,2.8370145410696734,0.0,0.109,0.0,0.4062,200000,202561.83517442585,2561.8351744258543,1.0128091758721294
2020-11-22,2,2.273083281328571,0.0,0.10426,0.0,0.3886,200000,202561.83517442585,2561.8351744258543,1.0128091758721294
2020-11-23,2,3.1140834084759317,0.0,0.13231,0.0,0.4374,200000,202561.83517442585,2561.8351744258543,1.0128091758721294
2020-11-24,2,3.8080090989450412,0.0,0.19571,0.0,0.4662,200000,202561.83517442585,2561.8351744258543,1.0128091758721294
2020-11-25,2,2.64766854766937,0.0,0.19295,0.0,0.4722,200000,202561.83517442585,2561.8351744258543,1.0128091758721294
2020-11-26,2,2.244750745772703,0.0,0.16835,0.0,0.4039,200000,202561.83517442585,2561.8351744258543,1.0128091758721294
2020-11-27,2,2.757558041164485,0.0,0.20699,0.0,0.3966,200000,202561.83517442585,2561.8351744258543,1.0128091758721294
2020-11-28,2,2.0054033283835957,0.0,0.20021,0.0,0.4078,200000,202561.83517442585,2561.8351744258543,1.0128091758721294
2020-11-29,2,1.6181268513418199,0.0,0.19423,0.0,0.4079,200000,202561.83517442585,2561.8351744258543,1.0128091758721294
2020-11-30,2,1.323488654301067,0.0,0.20295,0.0,0.4394,200000,202561.83517442585,2561.8351744258543,1.0128091758721294
2020-12-01,1,1.0131747408823375,-550978.7704668313,0.18382,242356.8260043382,0.4179,200000,202561.83517442585,2561.8351744258543,1.0128091758721294
2020-12-02,1,0.778102555972319,-550978.7704668313,0.18514,242356.8260043382,0.4373,200000,207990.84957592623,7990.84957592623,1.039954247879631
2020-12-03,1,0.6588421854364027,-550978.7704668313,0.18436,242356.8260043382,0.4402,200000,208263.92093037468,8263.920930374676,1.0413196046518733
2020-12-04,1,0.45717093851164436,-550978.7704668313,0.16154,242356.8260043382,0.3991,200000,185729.71983954328,-14270.280160456721,0.9286485991977164
2020-12-05,1,0.4022866543768415,-550978.7704668313,0.1717,242356.8260043382,0.4227,200000,197047.28524118869,-2952.714758811315,0.9852364262059434
2020-12-06,1,0.5242239487932356,-550978.7704668313,0.17593,242356.8260043382,0.4134,200000,197124.006958423,-2875.9930415769923,0.985620034792115
2020-12-07,0,0.1606366596201136,0.0,0.16804,0.0,0.4219,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2020-12-08,0,0.01630859464508339,0.0,0.15263,0.0,0.3884,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2020-12-09,0,0.5542507087457823,0.0,0.17206,0.0,0.3882,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2020-12-10,0,0.20446363062236728,0.0,0.16073,0.0,0.3791,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2020-12-11,0,0.009910965422576053,0.0,0.15077,0.0,0.3601,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2020-12-12,0,-0.2618094588894505,0.0,0.15888,0.0,0.3838,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2020-12-13,0,0.6590989088008125,0.0,0.1761,0.0,0.3871,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2020-12-14,0,-0.3919218379150019,0.0,0.1702,0.0,0.4052,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2020-12-15,0,-0.5528430377526962,0.0,0.1661,0.0,0.4001,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2020-12-16,0,0.5821609715274056,0.0,0.19321,0.0,0.4251,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2020-12-17,0,0.8821732053299945,0.0,0.18612,0.0,0.4087,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2020-12-18,0,-0.06668699962278603,0.0,0.18525,0.0,0.4336,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2020-12-19,0,-0.3886832837202796,0.0,0.18139,0.0,0.4338,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2020-12-20,0,-0.5728203129081794,0.0,0.17666,0.0,0.4277,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2020-12-21,0,-0.5377379040206196,0.0,0.16519,0.0,0.4005,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2020-12-22,0,-0.6837411869831043,0.0,0.16212,0.0,0.3964,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2020-12-23,-2,-2.6072388379054634,0.0,0.12661,0.0,0.3529,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2020-12-24,0,-0.028274463939144342,0.0,0.15818,0.0,0.3781,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2020-12-25,-2,-1.6395123670890859,0.0,0.15238,0.0,0.4034,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2020-12-26,-2,-2.1866394858179588,0.0,0.14673,0.0,0.4167,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2020-12-27,-2,-1.650436565551947,0.0,0.14527,0.0,0.4014,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2020-12-28,-2,-2.394447392223212,0.0,0.14448,0.0,0.4496,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2020-12-29,-2,-2.4314963991743626,0.0,0.13831,0.0,0.4673,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2020-12-30,-2,-2.2695662010290465,0.0,0.13175,0.0,0.4728,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2020-12-31,-2,-1.9826986022927229,0.0,0.12762,0.0,0.4665,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2021-01-01,-2,-1.4430170880447728,0.0,0.13207,0.0,0.4497,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2021-01-02,-2,-1.3006184569563874,0.0,0.12751,0.0,0.434,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2021-01-03,-2,-1.3523591831490662,0.0,0.13653,0.0,0.4864,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2021-01-04,0,-0.7478103902907609,0.0,0.16404,0.0,0.523,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2021-01-05,0,-0.04886313576170102,0.0,0.19291,0.0,0.5472,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2021-01-06,2,2.6585510672789137,0.0,0.33938,0.0,0.6253,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2021-01-07,2,2.241539023486638,0.0,0.31124,0.0,0.574,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2021-01-08,2,1.2817723088568764,0.0,0.297,0.0,0.628,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2021-01-09,0,0.9978792744018822,0.0,0.31054,0.0,0.6849,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2021-01-10,0,0.9038379346481582,0.0,0.2845,0.0,0.6342,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2021-01-11,0,0.8565388447925029,0.0,0.27119,0.0,0.6058,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2021-01-12,2,1.23511339467937,0.0,0.27993,0.0,0.5695,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2021-01-13,1,1.0837449684195022,-317726.2532488502,0.30356,153801.59693226113,0.6271,200000,192897.96287244192,-7102.037127558084,0.9644898143622096
2021-01-14,1,1.176396794264352,-317726.2532488502,0.3035,153801.59693226113,0.603,200000,189172.2808111795,-10827.719188820512,0.9458614040558975
2021-01-15,1,0.7047694268499836,-317726.2532488502,0.28374,153801.59693226113,0.6112,200000,184155.18314182677,-15844.816858173232,0.9207759157091339
2021-01-16,1,0.4194216735005112,-317726.2532488502,0.29075,153801.59693226113,0.66,200000,193887.96210739552,-6112.03789260448,0.9694398105369776
2021-01-17,1,0.5398693239045491,-317726.2532488502,0.3038,153801.59693226113,0.6625,200000,198418.7937046237,-1581.2062953762943,0.9920939685231185
2021-01-18,0,-0.028016789284515623,0.0,0.30544,0.0,0.7455,200000,175285.17915177002,-24714.82084822998,0.8764258957588501
2021-01-19,0,0.09068508527644709,0.0,0.29748,0.0,0.6956,200000,175285.17915177002,-24714.82084822998,0.8764258957588501
2021-01-20,0,-0.7298425956875544,0.0,0.29358,0.0,0.8043,200000,175285.17915177002,-24714.82084822998,0.8764258957588501
2021-01-21,0,-0.880699855403943,0.0,0.2514,0.0,0.6985,200000,175285.17915177002,-24714.82084822998,0.8764258957588501
2021-01-22,0,-0.7178895498138106,0.0,0.26941,0.0,0.7073,200000,175285.17915177002,-24714.82084822998,0.8764258957588501
2021-01-23,-1,-1.0438233621935102,324878.93233452574,0.26977,-120239.52473025794,0.7289,200000,175285.17915177002,-24714.82084822998,0.8764258957588501
2021-01-24,-2,-1.3627931012670353,0.0,0.27138,0.0,0.7598,200000,178477.5253848764,-21522.47461512359,0.892387626924382
2021-01-25,-2,-1.8350091749612203,0.0,0.26102,0.0,0.8088,200000,178477.5253848764,-21522.47461512359,0.892387626924382
2021-01-26,-2,-2.030840989298003,0.0,0.26144,0.0,0.8941,200000,178477.5253848764,-21522.47461512359,0.892387626924382
2021-01-27,-2,-1.768812630117411,0.0,0.23779,0.0,0.7986,200000,178477.5253848764,-21522.47461512359,0.892387626924382
2021-01-28,0,-0.7427908375462003,0.0,0.29306,0.0,0.8163,200000,178477.5253848764,-21522.47461512359,0.892387626924382
2021-01-29,0,-0.5782068199620201,0.0,0.29322,0.0,0.8025,200000,178477.5253848764,-21522.47461512359,0.892387626924382
2021-01-30,0,0.42777469598488865,0.0,0.32791,0.0,0.7655,200000,178477.5253848764,-21522.47461512359,0.892387626924382
2021-01-31,0,0.41672816992263956,0.0,0.30704,0.0,0.7202,200000,178477.5253848764,-21522.47461512359,0.892387626924382
2021-02-01,0,0.4187297679600157,0.0,0.32323,0.0,0.7669,200000,178477.5253848764,-21522.47461512359,0.892387626924382
2021-02-02,0,0.6464874112913432,0.0,0.33932,0.0,0.7886,200000,178477.5253848764,-21522.47461512359,0.892387626924382
2021-02-03,0,0.77596496458005,0.0,0.3467,0.0,0.8069,200000,178477.5253848764,-21522.47461512359,0.892387626924382
2021-02-04,0,0.8059257866546367,0.0,0.32569,0.0,0.7617,200000,178477.5253848764,-21522.47461512359,0.892387626924382
2021-02-05,0,0.7293785579843449,0.0,0.35155,0.0,0.8324,200000,178477.5253848764,-21522.47461512359,0.892387626924382
2021-02-06,2,1.4592118837724402,0.0,0.37739,0.0,0.8262,200000,178477.5253848764,-21522.47461512359,0.892387626924382
2021-02-07,2,1.5204556166332914,0.0,0.3854,0.0,0.8249,200000,178477.5253848764,-21522.47461512359,0.892387626924382
2021-02-08,2,1.4475973876850634,0.0,0.3966,0.0,0.8455,200000,178477.5253848764,-21522.47461512359,0.892387626924382
2021-02-09,0,0.5676733384574816,0.0,0.40022,0.0,0.9404,200000,178477.5253848764,-21522.47461512359,0.892387626924382
2021-02-10,-1,-1.04184731513392,215059.07384609763,0.41495,-72729.2279481974,1.227,200000,178477.5253848764,-21522.47461512359,0.892387626924382
2021-02-11,-1,-0.8993112018549138,215059.07384609763,0.45604,-72729.2279481974,1.3298,200000,194790.86736228724,-5209.132637712755,0.9739543368114362
2021-02-12,-1,-0.40320369425901714,215059.07384609763,0.52853,-72729.2279481974,1.4273,200000,217471.59935034014,17471.59935034014,1.0873579967517006
2021-02-13,-1,-0.7705416115494875,215059.07384609763,0.56456,-72729.2279481974,1.6156,200000,238915.0914036606,38915.0914036606,1.194575457018303
2021-02-14,-1,-0.7707826240985065,215059.07384609763,0.51591,-72729.2279481974,1.4652,200000,217513.99157763907,17513.99157763907,1.0875699578881954
2021-02-15,-2,-2.0575216812161052,0.0,0.49474,0.0,1.7707,200000,200860.84311813122,860.843118131219,1.004304215590656
2021-02-16,-2,-1.9511344802699775,0.0,0.48534,0.0,1.725,200000,200860.84311813122,860.843118131219,1.004304215590656
2021-02-17,-2,-2.0775407335077465,0.0,0.49737,0.0,1.9668,200000,200860.84311813122,860.843118131219,1.004304215590656
2021-02-18,-2,-2.147254097237724,0.0,0.49656,0.0,2.2613,200000,200860.84311813122,860.843118131219,1.004304215590656
2021-02-19,-2,-1.778631966309488,0.0,0.51278,0.0,2.2766,200000,200860.84311813122,860.843118131219,1.004304215590656
2021-02-20,-2,-1.4402438574021441,0.0,0.48613,0.0,2.0461,200000,200860.84311813122,860.843118131219,1.004304215590656
2021-02-21,-2,-1.2351835908291655,0.0,0.49601,0.0,2.0416,200000,200860.84311813122,860.843118131219,1.004304215590656
2021-02-22,0,-0.9849809150540614,0.0,0.46363,0.0,1.8129,200000,200860.84311813122,860.843118131219,1.004304215590656
2021-02-23,0,-0.7907221495156672,0.0,0.38652,0.0,1.4568,200000,200860.84311813122,860.843118131219,1.004304215590656
2021-02-24,0,-0.9503377480211858,0.0,0.40538,0.0,1.6695,200000,200860.84311813122,860.843118131219,1.004304215590656
2021-02-25,0,-0.8169122464286798,0.0,0.38022,0.0,1.5406,200000,200860.84311813122,860.843118131219,1.004304215590656
2021-02-26,0,-0.47160073342103376,0.0,0.4003,0.0,1.4844,200000,200860.84311813122,860.843118131219,1.004304215590656
2021-02-27,0,-0.1598037780430022,0.0,0.43792,0.0,1.5276,200000,200860.84311813122,860.843118131219,1.004304215590656
2021-02-28,0,0.049851901558531406,0.0,0.40587,0.0,1.3919,200000,200860.84311813122,860.843118131219,1.004304215590656
2021-03-01,0,-0.49482588486064477,0.0,0.43069,0.0,1.6715,200000,200860.84311813122,860.843118131219,1.004304215590656
2021-03-02,0,-0.5445510257254248,0.0,0.41856,0.0,1.661,200000,200860.84311813122,860.843118131219,1.004304215590656
2021-03-03,0,-0.8092473807580739,0.0,0.42052,0.0,1.7768,200000,200860.84311813122,860.843118131219,1.004304215590656
