date,statusList,zscore,ENJUSDT_position,ENJUSDT_price,ATOMUSDT_position,ATOMUSDT_price,init,total_asset,pnl,return
2020-02-29,0,-0.22691853746598298,0.0,0.09593,0.0,3.443,200000,211680.17092392268,11680.170923922677,1.0584008546196133
2020-03-01,0,0.9040658653455121,0.0,0.10094,0.0,3.347,200000,211680.17092392268,11680.170923922677,1.0584008546196133
2020-03-02,0,0.42594128998513775,0.0,0.10869,0.0,3.709,200000,211680.17092392268,11680.170923922677,1.0584008546196133
2020-03-03,0,0.5261878462773367,0.0,0.10726,0.0,3.623,200000,211680.17092392268,11680.170923922677,1.0584008546196133
2020-03-04,0,-0.26525962005159137,0.0,0.10496,0.0,3.743,200000,211680.17092392268,11680.170923922677,1.0584008546196133
2020-03-05,0,0.35077753232540204,0.0,0.11016,0.0,3.756,200000,211680.17092392268,11680.170923922677,1.0584008546196133
2020-03-06,0,0.26203728958553646,0.0,0.11242,0.0,3.854,200000,211680.17092392268,11680.170923922677,1.0584008546196133
2020-03-07,0,0.18702967723180255,0.0,0.10512,0.0,3.618,200000,211680.17092392268,11680.170923922677,1.0584008546196133
2020-03-08,0,-0.1684917313403846,0.0,0.08681,0.0,3.081,200000,211680.17092392268,11680.170923922677,1.0584008546196133
2020-03-09,0,0.3203058388252841,0.0,0.08745,0.0,3.026,200000,211680.17092392268,11680.170923922677,1.0584008546196133
2020-03-10,0,0.4201613904454853,0.0,0.08797,0.0,3.062,200000,211680.17092392268,11680.170923922677,1.0584008546196133
2020-03-11,0,-0.2571160569123429,0.0,0.083,0.0,2.994,200000,211680.17092392268,11680.170923922677,1.0584008546196133
2020-03-12,-2,-1.334200221009858,0.0,0.04262,0.0,1.615,200000,211680.17092392268,11680.170923922677,1.0584008546196133
2020-03-13,0,-0.8403821987191613,0.0,0.04934,0.0,1.804,200000,211680.17092392268,11680.170923922677,1.0584008546196133
2020-03-14,-1,-1.189993441394632,2138615.5882392675,0.04949,-57615.72425800835,1.837,200000,211680.17092392268,11680.170923922677,1.0584008546196133
2020-03-15,-2,-1.6226298111691164,0.0,0.05047,0.0,1.921,200000,214424.04848512087,14424.048485120875,1.0721202424256044
2020-03-16,0,-0.5577626490894174,0.0,0.04598,0.0,1.671,200000,214424.04848512087,14424.048485120875,1.0721202424256044
2020-03-17,0,0.6579791722812238,0.0,0.05107,0.0,1.763,200000,214424.04848512087,14424.048485120875,1.0721202424256044
2020-03-18,0,0.34205578264307357,0.0,0.05195,0.0,1.811,200000,214424.04848512087,14424.048485120875,1.0721202424256044
2020-03-19,2,3.5811927137999833,0.0,0.07392,0.0,2.067,200000,214424.04848512087,14424.048485120875,1.0721202424256044
2020-03-20,2,2.3547558589791864,0.0,0.07488,0.0,2.165,200000,214424.04848512087,14424.048485120875,1.0721202424256044
2020-03-21,2,2.2164637799583278,0.0,0.07671,0.0,2.168,200000,214424.04848512087,14424.048485120875,1.0721202424256044
2020-03-22,2,2.153045524803301,0.0,0.07,0.0,1.917,200000,214424.04848512087,14424.048485120875,1.0721202424256044
2020-03-23,2,1.5620357031078314,0.0,0.0745,0.0,2.111,200000,214424.04848512087,14424.048485120875,1.0721202424256044
2020-03-24,2,2.0509230988420106,0.0,0.08232,0.0,2.143,200000,214424.04848512087,14424.048485120875,1.0721202424256044
2020-03-25,2,1.8901962620473236,0.0,0.08132,0.0,2.079,200000,214424.04848512087,14424.048485120875,1.0721202424256044
2020-03-26,2,2.2107726945131647,0.0,0.09292,0.0,2.173,200000,214424.04848512087,14424.048485120875,1.0721202424256044
2020-03-27,2,1.7067656571747576,0.0,0.08281,0.0,1.992,200000,214424.04848512087,14424.048485120875,1.0721202424256044
2020-03-28,2,1.779760617386526,0.0,0.08585,0.0,1.971,200000,214424.04848512087,14424.048485120875,1.0721202424256044
2020-03-29,2,1.6360652038223,0.0,0.08165,0.0,1.85,200000,214424.04848512087,14424.048485120875,1.0721202424256044
2020-03-30,2,1.841843406931118,0.0,0.0928,0.0,1.957,200000,214424.04848512087,14424.048485120875,1.0721202424256044
2020-03-31,2,1.6505420095773682,0.0,0.09304,0.0,1.95,200000,214424.04848512087,14424.048485120875,1.0721202424256044
2020-04-01,2,1.4195043663220166,0.0,0.09292,0.0,1.969,200000,214424.04848512087,14424.048485120875,1.0721202424256044
2020-04-02,1,1.1874811246645574,-1166362.317695392,0.09192,54092.847751039575,1.982,200000,214424.04848512087,14424.048485120875,1.0721202424256044
2020-04-03,1,0.9816222016671381,-1166362.317695392,0.09009,54092.847751039575,1.978,200000,212073.23405273416,12073.234052734158,1.0603661702636709
2020-04-04,2,1.2604341473427043,0.0,0.09744,0.0,2.022,200000,218698.6545687579,18698.65456875789,1.0934932728437894
2020-04-05,0,0.7483556060268441,0.0,0.09335,0.0,2.064,200000,218698.6545687579,18698.65456875789,1.0934932728437894
2020-04-06,0,-0.01787625971127086,0.0,0.099,0.0,2.407,200000,218698.6545687579,18698.65456875789,1.0934932728437894
2020-04-07,0,-0.2752914703548953,0.0,0.0951,0.0,2.346,200000,218698.6545687579,18698.65456875789,1.0934932728437894
2020-04-08,0,-0.6425270176537999,0.0,0.09748,0.0,2.493,200000,218698.6545687579,18698.65456875789,1.0934932728437894
2020-04-09,-1,-1.0055402349772251,1122337.342547254,0.09743,-42498.76691969644,2.573,200000,218698.65456875792,18698.65456875792,1.0934932728437896
2020-04-10,-1,-1.0399608653071686,1122337.342547254,0.08777,-42498.76691969644,2.307,200000,196552.20383911216,-3447.7961608878395,0.9827610191955608
2020-04-11,-1,-1.1301076876641758,1122337.342547254,0.08727,-42498.76691969644,2.306,200000,195948.53640091885,-4051.463599081151,0.9797426820045942
2020-04-12,-1,-1.1204553626342815,1122337.342547254,0.08803,-42498.76691969644,2.299,200000,196504.0214128169,-3495.978587183112,0.9825201070640844
2020-04-13,-1,-0.7846431570184009,1122337.342547254,0.0896,-42498.76691969644,2.259,200000,196566.14036382822,-3433.859636171779,0.9828307018191411
2020-04-14,-1,-1.0682586460233077,1122337.342547254,0.09103,-42498.76691969644,2.361,200000,202505.95698947983,2505.9569894798333,1.012529784947399
2020-04-15,-1,-0.47553155347867654,1122337.342547254,0.09227,-42498.76691969644,2.27,200000,200030.26750454603,30.267504546034615,1.0001513375227302
2020-04-16,-1,-0.6891553904553537,1122337.342547254,0.09621,-42498.76691969644,2.422,200000,210912.0892059761,10912.08920597611,1.0545604460298805
2020-04-17,-1,-0.6359026325893118,1122337.342547254,0.094,-42498.76691969644,2.367,200000,206094.29149836337,6094.291498363367,1.0304714574918168
2020-04-18,0,-0.10977799784968262,0.0,0.10438,0.0,2.509,200000,208178.4889551939,8178.488955193898,1.0408924447759695
2020-04-19,0,-0.01257408854580351,0.0,0.0993,0.0,2.382,200000,208178.4889551939,8178.488955193898,1.0408924447759695
2020-04-20,0,0.45111993153115904,0.0,0.09763,0.0,2.271,200000,208178.4889551939,8178.488955193898,1.0408924447759695
2020-04-21,2,1.7296651203326192,0.0,0.10726,0.0,2.271,200000,208178.4889551939,8178.488955193898,1.0408924447759695
2020-04-22,2,1.6970942391323025,0.0,0.11295,0.0,2.388,200000,208178.4889551939,8178.488955193898,1.0408924447759695
2020-04-23,2,2.1414042315253217,0.0,0.12095,0.0,2.427,200000,208178.4889551939,8178.488955193898,1.0408924447759695
2020-04-24,2,1.5525795590331524,0.0,0.13049,0.0,2.748,200000,208178.4889551939,8178.488955193898,1.0408924447759695
2020-04-25,2,2.284633599174355,0.0,0.14889,0.0,2.871,200000,208178.4889551939,8178.488955193898,1.0408924447759695
2020-04-26,2,1.685498396528737,0.0,0.14149,0.0,2.808,200000,208178.4889551939,8178.488955193898,1.0408924447759695
2020-04-27,2,1.3239105992459184,0.0,0.13679,0.0,2.767,200000,208178.4889551939,8178.488955193898,1.0408924447759695
2020-04-28,2,1.246505787422105,0.0,0.13898,0.0,2.793,200000,208178.4889551939,8178.488955193898,1.0408924447759695
2020-04-29,0,0.9620775230316091,0.0,0.14303,0.0,2.929,200000,208178.4889551939,8178.488955193898,1.0408924447759695
2020-04-30,1,1.0841586401160803,-761554.3201463049,0.13668,38072.145017409275,2.734,200000,208178.4889551939,8178.488955193898,1.0408924447759695
2020-05-01,1,0.9602700728333707,-761554.3201463049,0.14096,38072.145017409275,2.828,200000,215016.72307705658,15016.72307705658,1.075083615385283
2020-05-02,1,0.9179555346511736,-761554.3201463049,0.14384,38072.145017409275,2.873,200000,218923.24604486133,18923.246044861327,1.0946162302243065
2020-05-03,1,0.6026075217825132,-761554.3201463049,0.13582,38072.145017409275,2.774,200000,209046.43804056448,9046.438040564477,1.0452321902028223
2020-05-04,1,0.6397462502552334,-761554.3201463049,0.13653,38072.145017409275,2.761,200000,209092.20372264204,9092.203722642036,1.0454610186132103
2020-05-05,2,1.5471495368401182,0.0,0.14571,0.0,2.707,200000,216083.27238158512,16083.27238158512,1.0804163619079257
2020-05-06,2,1.4772762443006673,0.0,0.14136,0.0,2.619,200000,216083.27238158512,16083.27238158512,1.0804163619079257
2020-05-07,0,0.9913431951056489,0.0,0.14239,0.0,2.725,200000,216083.27238158512,16083.27238158512,1.0804163619079257
2020-05-08,0,0.6241826190982295,0.0,0.14369,0.0,2.806,200000,216083.27238158512,16083.27238158512,1.0804163619079257
2020-05-09,1,1.137995240599448,-744806.5365420693,0.14506,39287.86770574275,2.75,200000,216083.27238158512,16083.27238158512,1.0804163619079257
2020-05-10,2,2.498963043713331,0.0,0.14216,0.0,2.514,200000,223195.27020416842,23195.270204168424,1.115976351020842
2020-05-11,2,3.134097607873472,0.0,0.14798,0.0,2.394,200000,223195.27020416842,23195.270204168424,1.115976351020842
2020-05-12,2,2.9667951146841345,0.0,0.16301,0.0,2.486,200000,223195.27020416842,23195.270204168424,1.115976351020842
2020-05-13,2,2.0729707857045585,0.0,0.1613,0.0,2.54,200000,223195.27020416842,23195.270204168424,1.115976351020842
2020-05-14,2,1.8833033786423243,0.0,0.16216,0.0,2.528,200000,223195.27020416842,23195.270204168424,1.115976351020842
2020-05-15,2,1.861278996355731,0.0,0.16284,0.0,2.473,200000,223195.27020416842,23195.270204168424,1.115976351020842
2020-05-16,2,1.284931232480392,0.0,0.16157,0.0,2.555,200000,223195.27020416842,23195.270204168424,1.115976351020842
2020-05-17,2,1.2254244539530668,0.0,0.16216,0.0,2.544,200000,223195.27020416842,23195.270204168424,1.115976351020842
2020-05-18,0,0.7262032462856156,0.0,0.15863,0.0,2.6,200000,223195.27020416842,23195.270204168424,1.115976351020842
2020-05-19,0,0.9841783875129441,0.0,0.16573,0.0,2.617,200000,223195.27020416842,23195.270204168424,1.115976351020842
2020-05-20,0,0.8478765892352466,0.0,0.1705,0.0,2.705,200000,223195.27020416842,23195.270204168424,1.115976351020842
2020-05-21,2,1.8271426294641637,0.0,0.17819,0.0,2.513,200000,223195.27020416842,23195.270204168424,1.115976351020842
2020-05-22,0,0.8530592044470175,0.0,0.17229,0.0,2.65,200000,223195.27020416842,23195.270204168424,1.115976351020842
2020-05-23,2,1.2412327122911637,0.0,0.17679,0.0,2.592,200000,223195.27020416842,23195.270204168424,1.115976351020842
2020-05-24,0,0.8360037834256974,0.0,0.16501,0.0,2.495,200000,223195.27020416842,23195.270204168424,1.115976351020842
2020-05-25,2,1.5697187198138232,0.0,0.18673,0.0,2.612,200000,223195.27020416842,23195.270204168424,1.115976351020842
2020-05-26,2,1.5125591082392107,0.0,0.1864,0.0,2.583,200000,223195.27020416842,23195.270204168424,1.115976351020842
2020-05-27,2,2.579248315384439,0.0,0.21381,0.0,2.601,200000,223195.27020416842,23195.270204168424,1.115976351020842
2020-05-28,2,1.6530587014509452,0.0,0.20497,0.0,2.671,200000,223195.27020416842,23195.270204168424,1.115976351020842
2020-05-29,2,1.3784619030424663,0.0,0.20202,0.0,2.677,200000,223195.27020416842,23195.270204168424,1.115976351020842
2020-05-30,0,0.7318759926917237,0.0,0.20269,0.0,2.817,200000,223195.27020416842,23195.270204168424,1.115976351020842
2020-05-31,2,1.267873922026319,0.0,0.20685,0.0,2.728,200000,223195.27020416842,23195.270204168424,1.115976351020842
2020-06-01,0,0.6510578094266668,0.0,0.20784,0.0,2.862,200000,223195.27020416842,23195.270204168424,1.115976351020842
2020-06-02,0,0.4351038440376995,0.0,0.19804,0.0,2.761,200000,223195.27020416842,23195.270204168424,1.115976351020842
2020-06-03,0,-0.18515510339972308,0.0,0.19882,0.0,2.906,200000,223195.27020416842,23195.270204168424,1.115976351020842
2020-06-04,0,-0.9218050544705432,0.0,0.19949,0.0,3.11,200000,223195.27020416842,23195.270204168424,1.115976351020842
2020-06-05,0,-0.7692053678168604,0.0,0.2016,0.0,3.093,200000,223195.27020416842,23195.270204168424,1.115976351020842
2020-06-06,0,-0.6775398899015015,0.0,0.20127,0.0,3.056,200000,223195.27020416842,23195.270204168424,1.115976351020842
2020-06-07,0,-0.87210612871602,0.0,0.19704,0.0,3.02,200000,223195.27020416842,23195.270204168424,1.115976351020842
2020-06-08,0,-0.9071480762912592,0.0,0.20589,0.0,3.155,200000,223195.27020416842,23195.270204168424,1.115976351020842
2020-06-09,-1,-1.038892875152928,552600.3223673395,0.20195,-35802.89865321919,3.117,200000,223195.27020416845,23195.270204168453,1.1159763510208422
2020-06-10,-1,-0.6724410029049043,552600.3223673395,0.20661,-35802.89865321919,3.114,200000,225662.97901044058,25662.979010440584,1.1283148950522028
2020-06-11,-1,-0.5427001763439396,552600.3223673395,0.18555,-35802.89865321919,2.763,200000,201458.39879410446,1458.3987941044616,1.0072919939705223
2020-06-12,-1,-0.5045064129370826,552600.3223673395,0.19258,-35802.89865321919,2.862,200000,208887.66602701557,8887.66602701557,1.044438330135078
2020-06-13,-1,-0.6861632880870278,552600.3223673395,0.19078,-35802.89865321919,2.873,200000,208286.81733193976,8286.817331939761,1.0414340866596987
2020-06-14,-1,-0.7602834074323034,552600.3223673395,0.18106,-35802.89865321919,2.756,200000,198726.60305610258,-1273.3969438974163,0.993633015280513
2020-06-15,-1,-0.6724074180842766,552600.3223673395,0.178,-35802.89865321919,2.705,200000,195209.69823834434,-4790.301761655661,0.9760484911917217
2020-06-16,-1,-0.5966831335132772,552600.3223673395,0.18002,-35802.89865321919,2.729,200000,197185.22045720363,-2814.779542796372,0.9859261022860182
2020-06-17,-1,-0.9914232127348827,552600.3223673395,0.17334,-35802.89865321919,2.703,200000,192562.9749388061,-7437.025061193912,0.9628148746940305
2020-06-18,0,0.03398356206981371,0.0,0.17833,0.0,2.643,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-06-19,0,-0.263937257976188,0.0,0.17215,0.0,2.597,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-06-20,0,-0.7098746961685581,0.0,0.1702,0.0,2.62,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-06-21,0,-0.4455631033734414,0.0,0.17002,0.0,2.599,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-06-22,0,0.10924262901455617,0.0,0.17744,0.0,2.688,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-06-23,0,-0.3164566750720543,0.0,0.18156,0.0,2.774,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-06-24,0,-0.6479511947981281,0.0,0.17518,0.0,2.685,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-06-25,-2,-1.3477424628108097,0.0,0.16943,0.0,2.624,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-06-26,-2,-3.268033755667254,0.0,0.15988,0.0,2.622,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-06-27,-2,-1.6388926106602961,0.0,0.15288,0.0,2.429,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-06-28,-2,-1.7344705694399516,0.0,0.15626,0.0,2.504,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-06-29,0,-0.3261606306473914,0.0,0.17126,0.0,2.646,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-06-30,0,-0.42389629705166315,0.0,0.16731,0.0,2.595,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-07-01,0,-0.13773129977647292,0.0,0.1724,0.0,2.659,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-07-02,-2,-1.3847443556265717,0.0,0.16659,0.0,2.659,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-07-03,0,-0.593850398573533,0.0,0.17156,0.0,2.69,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-07-04,0,0.3755118836814436,0.0,0.1813,0.0,2.779,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-07-05,-2,-2.7295781637852783,0.0,0.17281,0.0,2.93,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-07-06,-2,-2.1295012572721017,0.0,0.17904,0.0,3.021,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-07-07,-2,-2.963902290423331,0.0,0.17649,0.0,3.249,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-07-08,-2,-2.7563716086233567,0.0,0.18493,0.0,3.554,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-07-09,-2,-2.672709014392703,0.0,0.18497,0.0,3.788,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-07-10,-2,-2.7339091492052465,0.0,0.17662,0.0,4.053,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-07-11,-2,-1.9416821563295166,0.0,0.18153,0.0,3.921,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-07-12,-2,-1.9288443385026635,0.0,0.1769,0.0,4.023,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-07-13,-2,-1.4110234087587967,0.0,0.18039,0.0,3.872,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-07-14,-2,-1.2189853159718953,0.0,0.18618,0.0,3.959,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-07-15,-2,-1.261914089517213,0.0,0.18421,0.0,4.047,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-07-16,0,-0.976188409835943,0.0,0.19179,0.0,4.077,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-07-17,0,-0.7148664138901398,0.0,0.20133,0.0,4.145,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-07-18,0,-0.7299777621897342,0.0,0.20832,0.0,4.36,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-07-19,0,-0.4651661089398674,0.0,0.2074,0.0,4.202,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-07-20,0,-0.3341576909572993,0.0,0.19329,0.0,3.881,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-07-21,0,-0.4578669303263263,0.0,0.1938,0.0,4.01,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-07-22,0,-0.4992248145789245,0.0,0.19071,0.0,4.012,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-07-23,0,-0.5378317941680743,0.0,0.18567,0.0,3.963,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-07-24,0,-0.07703991378596023,0.0,0.18625,0.0,3.825,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-07-25,0,-0.14683203515158394,0.0,0.18782,0.0,3.917,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-07-26,0,-0.33981332326930314,0.0,0.17916,0.0,3.81,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-07-27,0,-0.25080897678693903,0.0,0.1689,0.0,3.593,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-07-28,0,-0.4293986252385539,0.0,0.17452,0.0,3.751,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-07-29,0,0.8357523305499319,0.0,0.17634,0.0,3.634,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-07-30,0,0.4416971715082497,0.0,0.1778,0.0,3.703,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-07-31,-1,-1.08296902766033,629419.3577612351,0.17419,-28905.499058378467,3.793,200000,219277.11585685908,19277.115856859076,1.0963855792842954
2020-08-01,-2,-2.816689184078584,0.0,0.17653,0.0,4.084,200000,226215.77478568594,26215.774785685935,1.1310788739284297
2020-08-02,-2,-1.5798262367807159,0.0,0.17523,0.0,3.912,200000,226215.77478568594,26215.774785685935,1.1310788739284297
2020-08-03,0,-0.41616464581165935,0.0,0.178,0.0,3.82,200000,226215.77478568594,26215.774785685935,1.1310788739284297
2020-08-04,0,-0.42627705647742414,0.0,0.18761,0.0,4.021,200000,226215.77478568594,26215.774785685935,1.1310788739284297
2020-08-05,0,-0.9259698015275742,0.0,0.18978,0.0,4.144,200000,226215.77478568594,26215.774785685935,1.1310788739284297
2020-08-06,0,-0.5334464596220285,0.0,0.1932,0.0,4.172,200000,226215.77478568594,26215.774785685935,1.1310788739284297
2020-08-07,2,2.4233644359456794,0.0,0.20833,0.0,4.015,200000,226215.77478568594,26215.774785685935,1.1310788739284297
2020-08-08,0,0.3548038838898965,0.0,0.21207,0.0,4.426,200000,226215.77478568594,26215.774785685935,1.1310788739284297
2020-08-09,-2,-2.3907258870508485,0.0,0.22091,0.0,5.273,200000,226215.77478568594,26215.774785685935,1.1310788739284297
2020-08-10,-2,-2.2292694877333172,0.0,0.22517,0.0,5.474,200000,226215.77478568594,26215.774785685935,1.1310788739284297
2020-08-11,-2,-1.8413964507086888,0.0,0.20301,0.0,4.916,200000,226215.77478568594,26215.774785685935,1.1310788739284297
