date,statusList,zscore,XRPUSDT_position,XRPUSDT_price,TFUELUSDT_position,TFUELUSDT_price,init,total_asset,pnl,return
2020-05-05,-2,-1.5517727801037504,0.0,0.21688,0.0,0.002086,200000,194788.18536721944,-5211.814632780559,0.9739409268360972
2020-05-06,-2,-1.2772823734539396,0.0,0.21158,0.0,0.002025,200000,194788.18536721944,-5211.814632780559,0.9739409268360972
2020-05-07,-1,-1.1889986733348878,445494.8892306729,0.21862,-46488827.05661561,0.002095,200000,194788.18536721944,-5211.814632780559,0.9739409268360972
2020-05-08,-2,-2.438198826190115,0.0,0.21865,0.0,0.002254,200000,202166.54402254437,2166.5440225443745,1.0108327201127218
2020-05-09,-1,-1.1482302602834524,467069.919652861,0.21642,-47861397.732609935,0.002112,200000,202166.54402254437,2166.5440225443745,1.0108327201127218
2020-05-10,-1,-0.351425171437914,467069.919652861,0.19702,-47861397.732609935,0.001862,200000,181140.0381481264,-18859.96185187361,0.9057001907406319
2020-05-11,-1,-0.7847187709067726,467069.919652861,0.19254,-47861397.732609935,0.00186,200000,178951.84211261634,-21048.157887383655,0.8947592105630817
2020-05-12,-2,-2.4581166139338433,0.0,0.19711,0.0,0.002115,200000,211329.24836423894,11329.248364238942,1.0566462418211948
2020-05-13,-2,-1.549951587084973,0.0,0.20177,0.0,0.002082,200000,211329.24836423894,11329.248364238942,1.0566462418211948
2020-05-14,-2,-1.721715654642231,0.0,0.20386,0.0,0.002155,200000,211329.24836423894,11329.248364238942,1.0566462418211948
2020-05-15,-2,-2.692023352366604,0.0,0.19818,0.0,0.002376,200000,211329.24836423894,11329.248364238942,1.0566462418211948
2020-05-16,-2,-2.886619217593864,0.0,0.19969,0.0,0.002749,200000,211329.24836423894,11329.248364238942,1.0566462418211948
2020-05-17,-2,-1.8754585925741207,0.0,0.20131,0.0,0.002534,200000,211329.24836423894,11329.248364238942,1.0566462418211948
2020-05-18,-2,-1.5870036628615436,0.0,0.20543,0.0,0.002556,200000,211329.24836423894,11329.248364238942,1.0566462418211948
2020-05-19,-2,-2.1589546199543013,0.0,0.20496,0.0,0.002951,200000,211329.24836423894,11329.248364238942,1.0566462418211948
2020-05-20,-2,-2.6759563274164337,0.0,0.20179,0.0,0.003893,200000,211329.24836423894,11329.248364238942,1.0566462418211948
2020-05-21,-2,-2.983032763240507,0.0,0.19434,0.0,0.007618,200000,211329.24836423894,11329.248364238942,1.0566462418211948
2020-05-22,-2,-2.234680349498208,0.0,0.20034,0.0,0.006619,200000,211329.24836423894,11329.248364238942,1.0566462418211948
2020-05-23,-2,-2.118607743924304,0.0,0.19883,0.0,0.009016,200000,211329.24836423894,11329.248364238942,1.0566462418211948
2020-05-24,-2,-2.0936570026798935,0.0,0.19256,0.0,0.017882,200000,211329.24836423894,11329.248364238942,1.0566462418211948
2020-05-25,-2,-1.7673728659763672,0.0,0.19622,0.0,0.016088,200000,211329.24836423894,11329.248364238942,1.0566462418211948
2020-05-26,-2,-1.5153418557736142,0.0,0.19372,0.0,0.013827,200000,211329.24836423894,11329.248364238942,1.0566462418211948
2020-05-27,-2,-1.2444729035184678,0.0,0.19791,0.0,0.010594,200000,211329.24836423894,11329.248364238942,1.0566462418211948
2020-05-28,-1,-1.0123110475968997,526953.0429988005,0.20052,-12201457.757750517,0.00866,200000,211329.24836423894,11329.248364238942,1.0566462418211948
2020-05-29,-1,-1.017905452721855,526953.0429988005,0.19759,-12201457.757750517,0.010282,200000,229576.0404313238,29576.04043132381,1.147880202156619
2020-05-30,-1,-0.8854558020622418,526953.0429988005,0.20701,-12201457.757750517,0.009945,200000,230428.04683201062,30428.046832010616,1.152140234160053
2020-05-31,-1,-0.7205034630183587,526953.0429988005,0.20245,-12201457.757750517,0.008509,200000,210503.8476158063,10503.847615806299,1.0525192380790316
2020-06-01,-1,-0.6507374550067353,526953.0429988005,0.211,-12201457.757750517,0.00896,200000,220512.15358219153,20512.15358219153,1.1025607679109577
2020-06-02,-1,-0.5657549810978861,526953.0429988005,0.20301,-12201457.757750517,0.0085,200000,210689.1282000659,10689.128200065898,1.0534456410003294
2020-06-03,-1,-0.5051061276202612,526953.0429988005,0.2041,-12201457.757750517,0.00868,200000,213459.76941332966,13459.76941332966,1.0672988470666482
2020-06-04,-1,-0.4208920410590664,526953.0429988005,0.20427,-12201457.757750517,0.008622,200000,212841.66688068994,12841.66688068994,1.0642083344034496
2020-06-05,-1,-0.3131244166338534,526953.0429988005,0.20274,-12201457.757750517,0.008324,200000,208399.3943130921,8399.39431309211,1.0419969715654605
2020-06-06,-1,-0.2048261193821024,526953.0429988005,0.20361,-12201457.757750517,0.008279,200000,208308.7778614023,8308.777861402312,1.0415438893070115
2020-06-07,0,-0.013900507998406263,0.0,0.20329,0.0,0.008019,200000,202048.4540124142,2048.4540124142077,1.010242270062071
2020-06-08,0,0.3618879380325725,0.0,0.20403,0.0,0.007737,200000,202048.4540124142,2048.4540124142077,1.010242270062071
2020-06-09,1,1.049923613562596,-501933.85505145876,0.20127,13754149.354146644,0.007345,200000,202048.4540124142,2048.4540124142077,1.010242270062071
2020-06-10,2,1.2622007254326124,0.0,0.20266,0.0,0.007026,200000,207133.7157149085,7133.715714908496,1.0356685785745425
2020-06-11,2,1.5042981714300292,0.0,0.18817,0.0,0.00626,200000,207133.7157149085,7133.715714908496,1.0356685785745425
2020-06-12,0,-0.6713536757589179,0.0,0.19307,0.0,0.010355,200000,207133.7157149085,7133.715714908496,1.0356685785745425
2020-06-13,-2,-1.2351743351411493,0.0,0.19234,0.0,0.011541,200000,207133.7157149085,7133.715714908496,1.0356685785745425
2020-06-14,0,-0.9526319160045863,0.0,0.19022,0.0,0.010087,200000,207133.7157149085,7133.715714908496,1.0356685785745425
2020-06-15,-1,-1.1304898622692805,538345.2430473763,0.19238,-10145656.138073497,0.010208,200000,207133.7157149085,7133.715714908496,1.0356685785745425
2020-06-16,-1,-0.989340747959946,538345.2430473763,0.19238,-10145656.138073497,0.009892,200000,203927.68837527727,3927.68837527727,1.0196384418763864
2020-06-17,-1,-0.6064247908417995,538345.2430473763,0.19315,-10145656.138073497,0.009332,200000,198660.6467751026,-1339.353224897408,0.993303233875513
2020-06-18,-1,-0.4526902296435544,538345.2430473763,0.18975,-10145656.138073497,0.008862,200000,192061.81456384697,-7938.185436153028,0.9603090728192348
2020-06-19,-1,-1.0097347539815413,538345.2430473763,0.18722,-10145656.138073497,0.009719,200000,199394.62840926612,-605.3715907338774,0.9969731420463306
2020-06-20,-1,-0.7318656637191783,538345.2430473763,0.18792,-10145656.138073497,0.009369,200000,196220.49043107353,-3779.509568926471,0.9811024521553676
2020-06-21,-1,-0.6687632163976677,538345.2430473763,0.18602,-10145656.138073497,0.009259,200000,194081.61229409545,-5918.387705904548,0.9704080614704773
2020-06-22,-1,-0.612579201616166,538345.2430473763,0.18928,-10145656.138073497,0.009419,200000,197459.92276852165,-2540.0772314783535,0.9872996138426082
2020-06-23,-1,-0.7834127791499593,538345.2430473763,0.18889,-10145656.138073497,0.009844,200000,201561.8719824144,1561.8719824143918,1.0078093599120719
2020-06-24,-1,-0.540654025354641,538345.2430473763,0.18348,-10145656.138073497,0.009209,200000,192206.93256985143,-7793.067430148571,0.9610346628492572
2020-06-25,-1,-0.41464025695232454,538345.2430473763,0.18156,-10145656.138073497,0.008983,200000,188880.39141599584,-11119.608584004163,0.9444019570799792
2020-06-26,-1,-0.22136459632306071,538345.2430473763,0.18249,-10145656.138073497,0.008785,200000,187372.21257669135,-12627.787423308648,0.9368610628834567
2020-06-27,0,-0.0035833856274031604,0.0,0.17509,0.0,0.008182,200000,195886.60563146073,-4113.394368539273,0.9794330281573036
2020-06-28,0,-0.04723594572461145,0.0,0.17693,0.0,0.008434,200000,195886.60563146073,-4113.394368539273,0.9794330281573036
2020-06-29,0,0.12163622362621225,0.0,0.17726,0.0,0.008354,200000,195886.60563146073,-4113.394368539273,0.9794330281573036
2020-06-30,0,0.4000032215583244,0.0,0.17533,0.0,0.00816,200000,195886.60563146073,-4113.394368539273,0.9794330281573036
2020-07-01,1,1.1538836018113428,-555013.8993354699,0.17647,11910896.60899068,0.008223,200000,195886.60563146073,-4113.394368539273,0.9794330281573036
2020-07-02,1,0.2604625421322334,-555013.8993354699,0.17477,11910896.60899068,0.008552,200000,198861.76698694838,-1138.2330130516202,0.9943088349347419
2020-07-03,2,1.2515001084062698,0.0,0.1762,0.0,0.008192,200000,196105.98967351884,-3894.0103264811623,0.9805299483675942
2020-07-04,2,1.2893238547808308,0.0,0.17808,0.0,0.008228,200000,196105.98967351884,-3894.0103264811623,0.9805299483675942
2020-07-05,2,1.534322609432067,0.0,0.17695,0.0,0.008057,200000,196105.98967351884,-3894.0103264811623,0.9805299483675942
2020-07-06,2,1.2673733929984188,0.0,0.18875,0.0,0.008642,200000,196105.98967351884,-3894.0103264811623,0.9805299483675942
2020-07-07,0,0.18372684583143,0.0,0.18508,0.0,0.008835,200000,196105.98967351884,-3894.0103264811623,0.9805299483675942
2020-07-08,2,2.2963723663833293,0.0,0.20551,0.0,0.008886,200000,196105.98967351884,-3894.0103264811623,0.9805299483675942
2020-07-09,2,2.3929761611809477,0.0,0.20263,0.0,0.008545,200000,196105.98967351884,-3894.0103264811623,0.9805299483675942
2020-07-10,2,2.023497598291058,0.0,0.19909,0.0,0.008389,200000,196105.98967351884,-3894.0103264811623,0.9805299483675942
2020-07-11,2,1.694994535485419,0.0,0.2011,0.0,0.008508,200000,196105.98967351884,-3894.0103264811623,0.9805299483675942
2020-07-12,0,-0.47984384885643433,0.0,0.20128,0.0,0.009628,200000,196105.98967351884,-3894.0103264811623,0.9805299483675942
2020-07-13,1,1.002388751587332,-493547.06214707514,0.19867,11275643.380492114,0.008696,200000,196105.98967351884,-3894.0103264811623,0.9805299483675942
2020-07-14,1,1.0436756139774115,-493547.06214707514,0.19909,11275643.380492114,0.008655,200000,195850.97806102043,-4149.0219389795675,0.9792548903051022
2020-07-15,1,0.8701421203339974,-493547.06214707514,0.19721,11275643.380492114,0.00861,200000,194415.70563206178,-5584.294367938215,0.9720785281603089
2020-07-16,1,1.0809465213674325,-493547.06214707514,0.19444,11275643.380492114,0.008363,200000,190263.49635493284,-9736.503645067161,0.9513174817746642
2020-07-17,1,0.7723770694868399,-493547.06214707514,0.1944,11275643.380492114,0.00845,200000,191224.73544654975,-8775.264553450252,0.9561236772327487
2020-07-18,2,1.2858406142769137,0.0,0.1999,0.0,0.008432,200000,199689.82241240965,-310.17758759035496,0.9984491120620482
2020-07-19,2,1.2247109789878194,0.0,0.19956,0.0,0.008389,200000,199689.82241240965,-310.17758759035496,0.9984491120620482
2020-07-20,0,0.7780751116115858,0.0,0.19465,0.0,0.008322,200000,199689.82241240965,-310.17758759035496,0.9984491120620482
2020-07-21,1,1.0663182664297701,-500500.83315557084,0.19949,11926052.461324036,0.008372,200000,199689.82241240965,-310.17758759035496,0.9984491120620482
2020-07-22,1,0.5978546296615301,-500500.83315557084,0.20348,11926052.461324036,0.0087,200000,205598.56594401464,5598.565944014641,1.027992829720073
2020-07-23,2,1.6481496222387793,0.0,0.20851,0.0,0.008471,200000,203023.66073380184,3023.6607338018366,1.0151183036690092
2020-07-24,2,1.7344002997214718,0.0,0.20392,0.0,0.008177,200000,203023.66073380184,3023.6607338018366,1.0151183036690092
2020-07-25,2,2.107318659673272,0.0,0.21463,0.0,0.008331,200000,203023.66073380184,3023.6607338018366,1.0151183036690092
2020-07-26,2,2.1479989545247484,0.0,0.21532,0.0,0.008188,200000,203023.66073380184,3023.6607338018366,1.0151183036690092
2020-07-27,2,2.9922443446853793,0.0,0.22437,0.0,0.007821,200000,203023.66073380184,3023.6607338018366,1.0151183036690092
2020-07-28,2,1.9332164084551455,0.0,0.23029,0.0,0.00835,200000,203023.66073380184,3023.6607338018366,1.0151183036690092
2020-07-29,2,2.321599369567082,0.0,0.24327,0.0,0.008291,200000,203023.66073380184,3023.6607338018366,1.0151183036690092
