date,statusList,zscore,DASHUSDT_position,DASHUSDT_price,ZRXUSDT_position,ZRXUSDT_price,init,total_asset,pnl,return
2020-08-04,0,0.9881742271796103,0.0,86.88,0.0,0.3976,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-08-05,2,1.4352144146791865,0.0,92.2,0.0,0.3974,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-08-06,2,1.6907515842637002,0.0,100.42,0.0,0.4131,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-08-07,2,1.6295316422367025,0.0,96.53,0.0,0.3928,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-08-08,1,1.033289186412092,-1045.1534386497094,98.36,244241.60661816443,0.4209,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-08-09,1,0.4784592456438196,-1045.1534386497094,97.72,244241.60661816443,0.4382,200000,209159.06604492926,9159.066044929263,1.0457953302246463
2020-08-10,0,-0.7924640820257998,0.0,95.54,0.0,0.4804,200000,188122.87616039786,-11877.123839602136,0.9406143808019893
2020-08-11,0,-0.8215830142432343,0.0,88.55,0.0,0.4428,200000,188122.87616039786,-11877.123839602136,0.9406143808019893
2020-08-12,0,-0.9676409724742079,0.0,91.7,0.0,0.4617,200000,188122.87616039786,-11877.123839602136,0.9406143808019893
2020-08-13,0,-0.6336673054132165,0.0,92.77,0.0,0.4498,200000,188122.87616039786,-11877.123839602136,0.9406143808019893
2020-08-14,-2,-2.4563848189494517,0.0,92.0,0.0,0.5391,200000,188122.87616039786,-11877.123839602136,0.9406143808019893
2020-08-15,-2,-1.3996808300293593,0.0,93.95,0.0,0.4969,200000,188122.87616039786,-11877.123839602136,0.9406143808019893
2020-08-16,-2,-2.4606814623688154,0.0,95.06,0.0,0.6092,200000,188122.87616039786,-11877.123839602136,0.9406143808019893
2020-08-17,-2,-1.509127650951495,0.0,97.62,0.0,0.5619,200000,188122.87616039786,-11877.123839602136,0.9406143808019893
2020-08-18,-2,-1.6608393949623677,0.0,92.66,0.0,0.5647,200000,188122.87616039786,-11877.123839602136,0.9406143808019893
2020-08-19,-2,-1.2724285495353291,0.0,87.72,0.0,0.5133,200000,188122.87616039786,-11877.123839602136,0.9406143808019893
2020-08-20,-2,-1.7476421931989616,0.0,91.5,0.0,0.6111,200000,188122.87616039786,-11877.123839602136,0.9406143808019893
2020-08-21,-2,-2.120606440918427,0.0,86.75,0.0,0.694,200000,188122.87616039786,-11877.123839602136,0.9406143808019893
2020-08-22,-2,-1.8224994465908615,0.0,90.82,0.0,0.7281,200000,188122.87616039786,-11877.123839602136,0.9406143808019893
2020-08-23,-2,-1.5642281140963548,0.0,91.41,0.0,0.7223,200000,188122.87616039786,-11877.123839602136,0.9406143808019893
2020-08-24,-2,-1.4090651062431294,0.0,91.82,0.0,0.7305,200000,188122.87616039786,-11877.123839602136,0.9406143808019893
2020-08-25,-1,-1.1729497348527154,1113.1531133751353,84.5,-145066.9927208497,0.6484,200000,188122.8761603979,-11877.123839602107,0.9406143808019894
2020-08-26,-1,-1.0838907671291318,1113.1531133751353,85.8,-145066.9927208497,0.6591,200000,191122.19202989864,-8877.807970101363,0.9556109601494932
2020-08-27,-1,-0.8240070607755458,1113.1531133751353,83.35,-145066.9927208497,0.6055,200000,180619.37609229202,-19380.62390770798,0.9030968804614601
2020-08-28,-1,-0.8868775098044896,1113.1531133751353,84.99,-145066.9927208497,0.6387,200000,187261.17135655944,-12738.82864344056,0.9363058567827972
2020-08-29,-1,-0.8553120200265116,1113.1531133751353,85.0,-145066.9927208497,0.6443,200000,188084.67804692994,-11915.321953070059,0.9404233902346497
2020-08-30,-1,-0.5505646339116741,1113.1531133751353,88.27,-145066.9927208497,0.6364,200000,190578.6594851719,-9421.340514828102,0.9528932974258595
2020-08-31,-1,-0.40430383580204043,1113.1531133751353,86.1,-145066.9927208497,0.6121,200000,184637.98930603123,-15362.010693968768,0.9231899465301562
2020-09-01,0,-0.02071087109798443,0.0,89.05,0.0,0.601,200000,176181.85403957273,-23818.145960427268,0.8809092701978637
2020-09-02,0,0.17569008530932978,0.0,83.27,0.0,0.5582,200000,176181.85403957273,-23818.145960427268,0.8809092701978637
2020-09-03,0,0.280122331396294,0.0,66.6,0.0,0.4443,200000,176181.85403957273,-23818.145960427268,0.8809092701978637
2020-09-04,0,-0.07413852746816771,0.0,72.62,0.0,0.5141,200000,176181.85403957273,-23818.145960427268,0.8809092701978637
2020-09-05,1,1.0365521643498676,-1295.0739050247923,68.02,204910.27452846328,0.4299,200000,176181.85403957273,-23818.145960427268,0.8809092701978637
2020-09-06,1,0.8027218550818834,-1295.0739050247923,70.12,204910.27452846328,0.4605,200000,185171.76364069578,-14828.236359304225,0.9258588182034788
2020-09-07,2,1.7530287220075236,0.0,76.05,0.0,0.4598,200000,180454.48028852078,-19545.519711479224,0.9022724014426039
2020-09-08,2,2.24257921597788,0.0,74.74,0.0,0.433,200000,180454.48028852078,-19545.519711479224,0.9022724014426039
2020-09-09,2,1.4981490327191185,0.0,75.5,0.0,0.4597,200000,180454.48028852078,-19545.519711479224,0.9022724014426039
2020-09-10,2,1.3104115145683495,0.0,77.01,0.0,0.4707,200000,180454.48028852078,-19545.519711479224,0.9022724014426039
2020-09-11,0,0.05701080704320369,0.0,77.09,0.0,0.5277,200000,180454.48028852078,-19545.519711479224,0.9022724014426039
2020-09-12,0,0.5242140032190251,0.0,79.34,0.0,0.5162,200000,180454.48028852078,-19545.519711479224,0.9022724014426039
2020-09-13,0,0.4703291518710297,0.0,75.53,0.0,0.4905,200000,180454.48028852078,-19545.519711479224,0.9022724014426039
2020-09-14,0,0.7758486786186924,0.0,75.13,0.0,0.4729,200000,180454.48028852078,-19545.519711479224,0.9022724014426039
2020-09-15,0,0.9978719091663597,0.0,72.95,0.0,0.4486,200000,180454.48028852078,-19545.519711479224,0.9022724014426039
2020-09-16,2,1.4951182833494,0.0,73.01,0.0,0.4283,200000,180454.48028852078,-19545.519711479224,0.9022724014426039
2020-09-17,1,1.0616638343785487,-1230.595201094659,73.32,204736.1927484919,0.4407,200000,180454.48028852078,-19545.519711479224,0.9022724014426039
2020-09-18,2,1.5761377622057742,0.0,72.24,0.0,0.4167,200000,184039.10609730234,-15960.893902697659,0.9201955304865117
2020-09-19,1,1.149925802347574,-1263.1373102079776,72.85,214497.79265419854,0.429,200000,184039.10609730234,-15960.893902697659,0.9201955304865117
2020-09-20,2,1.8328671809092794,0.0,70.77,0.0,0.3953,200000,188640.35610451625,-11359.64389548375,0.9432017805225812
2020-09-21,2,1.8203916723807207,0.0,66.81,0.0,0.3674,200000,188640.35610451625,-11359.64389548375,0.9432017805225812
2020-09-22,2,1.4052199556609983,0.0,68.12,0.0,0.3804,200000,188640.35610451625,-11359.64389548375,0.9432017805225812
2020-09-23,2,2.030658350128472,0.0,64.86,0.0,0.3407,200000,188640.35610451625,-11359.64389548375,0.9432017805225812
2020-09-24,0,0.906541775850143,0.0,67.79,0.0,0.3825,200000,188640.35610451625,-11359.64389548375,0.9432017805225812
2020-09-25,0,0.12139506967160452,0.0,68.55,0.0,0.406,200000,188640.35610451625,-11359.64389548375,0.9432017805225812
2020-09-26,0,0.7187662226622834,0.0,69.04,0.0,0.3914,200000,188640.35610451625,-11359.64389548375,0.9432017805225812
2020-09-27,0,0.45329106968261057,0.0,68.78,0.0,0.3953,200000,188640.35610451625,-11359.64389548375,0.9432017805225812
2020-09-28,0,-0.5233724392386032,0.0,67.35,0.0,0.4132,200000,188640.35610451625,-11359.64389548375,0.9432017805225812
2020-09-29,0,-0.0978686392902592,0.0,68.45,0.0,0.408,200000,188640.35610451625,-11359.64389548375,0.9432017805225812
2020-09-30,0,-0.0015303239310136287,0.0,69.17,0.0,0.4091,200000,188640.35610451625,-11359.64389548375,0.9432017805225812
2020-10-01,0,0.032368434591974964,0.0,68.06,0.0,0.3989,200000,188640.35610451625,-11359.64389548375,0.9432017805225812
2020-10-02,0,-0.22371207889572203,0.0,65.95,0.0,0.3897,200000,188640.35610451625,-11359.64389548375,0.9432017805225812
2020-10-03,0,0.3084458971475983,0.0,65.6,0.0,0.3762,200000,188640.35610451625,-11359.64389548375,0.9432017805225812
2020-10-04,0,0.5079735125777521,0.0,66.39,0.0,0.3764,200000,188640.35610451625,-11359.64389548375,0.9432017805225812
2020-10-05,0,0.7189987170677045,0.0,67.15,0.0,0.3766,200000,188640.35610451625,-11359.64389548375,0.9432017805225812
2020-10-06,2,1.62955527001402,0.0,65.28,0.0,0.3518,200000,188640.35610451625,-11359.64389548375,0.9432017805225812
2020-10-07,2,1.365246866355285,0.0,65.94,0.0,0.3568,200000,188640.35610451625,-11359.64389548375,0.9432017805225812
2020-10-08,0,0.6861154960906619,0.0,66.34,0.0,0.3674,200000,188640.35610451625,-11359.64389548375,0.9432017805225812
2020-10-09,0,-0.4824932538652436,0.0,67.27,0.0,0.3896,200000,188640.35610451625,-11359.64389548375,0.9432017805225812
2020-10-10,0,-0.5400902075166895,0.0,67.92,0.0,0.3951,200000,188640.35610451625,-11359.64389548375,0.9432017805225812
2020-10-11,1,1.1452316784328673,-1315.3002099045898,71.71,241536.94763702463,0.3905,200000,188640.35610451625,-11359.64389548375,0.9432017805225812
2020-10-12,1,0.7754221125748717,-1315.3002099045898,71.66,241536.94763702463,0.3954,200000,189758.12213744243,-10241.877862557565,0.9487906106872122
2020-10-13,0,-0.7206819019039118,0.0,71.23,0.0,0.4182,200000,181318.43855421647,-18681.561445783533,0.9065921927710824
2020-10-14,0,0.9703125887164551,0.0,70.05,0.0,0.3867,200000,181318.43855421647,-18681.561445783533,0.9065921927710824
2020-10-15,0,-0.15484502026812688,0.0,69.27,0.0,0.3974,200000,181318.43855421647,-18681.561445783533,0.9065921927710824
2020-10-16,0,-0.863676741791925,0.0,66.06,0.0,0.3898,200000,181318.43855421647,-18681.561445783533,0.9065921927710824
2020-10-17,0,0.04899150247837232,0.0,67.33,0.0,0.3841,200000,181318.43855421647,-18681.561445783533,0.9065921927710824
2020-10-18,0,-0.41915148022728077,0.0,67.29,0.0,0.3887,200000,181318.43855421647,-18681.561445783533,0.9065921927710824
2020-10-19,2,2.4050594045589215,0.0,74.93,0.0,0.3895,200000,181318.43855421647,-18681.561445783533,0.9065921927710824
2020-10-20,2,2.2035362269195518,0.0,70.65,0.0,0.364,200000,181318.43855421647,-18681.561445783533,0.9065921927710824
2020-10-21,2,2.3272293662312626,0.0,74.73,0.0,0.3752,200000,181318.43855421647,-18681.561445783533,0.9065921927710824
2020-10-22,2,1.7834343890767592,0.0,74.98,0.0,0.381,200000,181318.43855421647,-18681.561445783533,0.9065921927710824
2020-10-23,1,1.1248937703386053,-1256.8864449897164,72.13,241307.47744771955,0.3757,200000,181318.43855421647,-18681.561445783533,0.9065921927710824
2020-10-24,1,1.1596489582947072,-1256.8864449897164,73.31,241307.47744771955,0.3789,200000,183573.74848713705,-16426.251512862946,0.9178687424356853
2020-10-25,1,0.9822981456597698,-1256.8864449897164,71.06,241307.47744771955,0.3687,200000,178284.41771594348,-21715.582284056523,0.8914220885797174
2020-10-26,1,1.0121661299186215,-1256.8864449897164,69.19,241307.47744771955,0.3572,200000,173159.0040731639,-26840.995926836098,0.8657950203658196
2020-10-27,1,1.1470015628246448,-1256.8864449897164,70.75,241307.47744771955,0.3609,200000,176012.58459390444,-23987.415406095563,0.8800629229695222
2020-10-28,2,1.5003996267475352,0.0,67.91,0.0,0.3366,200000,185449.50012456567,-14550.499875434325,0.9272475006228283
2020-10-29,1,1.1448375689511976,-1381.888972612263,67.1,275229.2967120298,0.3369,200000,185449.50012456567,-14550.499875434325,0.9272475006228283
2020-10-30,2,2.0930502665342754,0.0,69.69,0.0,0.326,200000,192028.59189779256,-7971.408102207439,0.9601429594889628
2020-10-31,2,2.016080386193932,0.0,70.08,0.0,0.3219,200000,192028.59189779256,-7971.408102207439,0.9601429594889628
2020-11-01,0,0.87906247125015,0.0,68.79,0.0,0.338,200000,192028.59189779256,-7971.408102207439,0.9601429594889628
2020-11-02,0,0.3703473048729221,0.0,64.95,0.0,0.3287,200000,192028.59189779256,-7971.408102207439,0.9601429594889628
2020-11-03,0,0.3084989123018056,0.0,64.32,0.0,0.3256,200000,192028.59189779256,-7971.408102207439,0.9601429594889628
2020-11-04,0,0.7461470221382523,0.0,64.75,0.0,0.3174,200000,192028.59189779256,-7971.408102207439,0.9601429594889628
2020-11-05,0,-0.1317035197782688,0.0,67.78,0.0,0.3474,200000,192028.59189779256,-7971.408102207439,0.9601429594889628
2020-11-06,-1,-1.1903370895909846,1369.8715358666896,70.09,-254747.40235844065,0.3769,200000,192028.59189779256,-7971.408102207439,0.9601429594889628
2020-11-07,-1,-0.9369673688399428,1369.8715358666896,66.57,-254747.40235844065,0.3489,200000,180073.71682550546,-19926.283174494543,0.9003685841275273
2020-11-08,-2,-1.506819467450983,0.0,68.06,0.0,0.3668,200000,192236.48235178168,-7763.517648218316,0.9611824117589084
2020-11-09,0,-0.6557973029502647,0.0,68.09,0.0,0.3543,200000,192236.48235178168,-7763.517648218316,0.9611824117589084
2020-11-10,-2,-2.060431899029799,0.0,68.86,0.0,0.3879,200000,192236.48235178168,-7763.517648218316,0.9611824117589084
2020-11-11,0,-0.6658739239217214,0.0,69.31,0.0,0.3651,200000,192236.48235178168,-7763.517648218316,0.9611824117589084
2020-11-12,2,1.8036590791468023,0.0,77.69,0.0,0.3605,200000,192236.48235178168,-7763.517648218316,0.9611824117589084
2020-11-13,0,0.3572791835548659,0.0,77.74,0.0,0.3864,200000,192236.48235178168,-7763.517648218316,0.9611824117589084
2020-11-14,0,0.8115389994915089,0.0,77.29,0.0,0.3741,200000,192236.48235178168,-7763.517648218316,0.9611824117589084
2020-11-15,0,0.928532997249141,0.0,74.98,0.0,0.3592,200000,192236.48235178168,-7763.517648218316,0.9611824117589084
2020-11-16,2,1.5137025697081625,0.0,80.66,0.0,0.3717,200000,192236.48235178168,-7763.517648218316,0.9611824117589084
2020-11-17,2,1.3998820271264496,0.0,83.21,0.0,0.3827,200000,192236.48235178168,-7763.517648218316,0.9611824117589084
2020-11-18,2,1.405467132937843,0.0,80.05,0.0,0.3647,200000,192236.48235178168,-7763.517648218316,0.9611824117589084
2020-11-19,2,1.7106582272461996,0.0,82.21,0.0,0.3649,200000,192236.48235178168,-7763.517648218316,0.9611824117589084
2020-11-20,2,1.435496865743301,0.0,83.36,0.0,0.375,200000,192236.48235178168,-7763.517648218316,0.9611824117589084
2020-11-21,2,1.5494319789164968,0.0,94.57,0.0,0.4174,200000,192236.48235178168,-7763.517648218316,0.9611824117589084
2020-11-22,2,1.4387234049984337,0.0,90.45,0.0,0.3973,200000,192236.48235178168,-7763.517648218316,0.9611824117589084
2020-11-23,0,0.5728711298279231,0.0,94.24,0.0,0.4381,200000,192236.48235178168,-7763.517648218316,0.9611824117589084
2020-11-24,2,2.127256025192822,0.0,114.5,0.0,0.4644,200000,192236.48235178168,-7763.517648218316,0.9611824117589084
2020-11-25,1,1.124664207805024,-941.7817085625205,102.06,217314.5855208927,0.4423,200000,192236.48235178168,-7763.517648218316,0.9611824117589084
2020-11-26,1,0.7516114523377548,-941.7817085625205,91.83,217314.5855208927,0.4074,200000,175017.77643850795,-24982.22356149205,0.8750888821925398
2020-11-27,1,0.8564635970967894,-941.7817085625205,92.32,217314.5855208927,0.4034,200000,174609.99113362,-25390.008866379998,0.8730499556681
2020-11-28,2,2.3238406779041143,0.0,109.07,0.0,0.4158,200000,204597.20864510862,4597.208645108622,1.022986043225543
2020-11-29,2,1.9274803694168952,0.0,108.15,0.0,0.4151,200000,204597.20864510862,4597.208645108622,1.022986043225543
2020-11-30,2,1.8992660685263214,0.0,112.83,0.0,0.4292,200000,204597.20864510862,4597.208645108622,1.022986043225543
2020-12-01,2,1.6177512298721168,0.0,103.91,0.0,0.3994,200000,204597.20864510862,4597.208645108622,1.022986043225543
2020-12-02,0,0.8203077829863255,0.0,105.23,0.0,0.427,200000,204597.20864510862,4597.208645108622,1.022986043225543
2020-12-03,0,0.9054695261984462,0.0,107.54,0.0,0.4306,200000,204597.20864510862,4597.208645108622,1.022986043225543
2020-12-04,0,0.9206051772240937,0.0,98.86,0.0,0.3928,200000,204597.20864510862,4597.208645108622,1.022986043225543
2020-12-05,0,0.8739703700289843,0.0,102.99,0.0,0.4081,200000,204597.20864510862,4597.208645108622,1.022986043225543
2020-12-06,0,0.9478143100948029,0.0,102.09,0.0,0.3999,200000,204597.20864510862,4597.208645108622,1.022986043225543
2020-12-07,0,0.6094873137008983,0.0,101.53,0.0,0.4047,200000,204597.20864510862,4597.208645108622,1.022986043225543
2020-12-08,0,0.49584296032216846,0.0,95.01,0.0,0.3797,200000,204597.20864510862,4597.208645108622,1.022986043225543
2020-12-09,0,0.4708183340671217,0.0,95.62,0.0,0.3811,200000,204597.20864510862,4597.208645108622,1.022986043225543
2020-12-10,0,0.41073216989328565,0.0,92.86,0.0,0.3698,200000,204597.20864510862,4597.208645108622,1.022986043225543
2020-12-11,1,1.0766328920117803,-1097.0359712874456,93.25,287517.15661201323,0.3558,200000,204597.20864510862,4597.208645108622,1.022986043225543
2020-12-12,0,-0.46115622452636584,0.0,94.74,0.0,0.3921,200000,195794.9194573108,-4205.080542689189,0.978974597286554
2020-12-13,0,-0.265729136504744,0.0,97.61,0.0,0.3961,200000,195794.9194573108,-4205.080542689189,0.978974597286554
2020-12-14,0,0.04535986939589702,0.0,96.69,0.0,0.3868,200000,195794.9194573108,-4205.080542689189,0.978974597286554
2020-12-15,0,-0.26880336744954364,0.0,96.96,0.0,0.3915,200000,195794.9194573108,-4205.080542689189,0.978974597286554
2020-12-16,0,0.32470443950871314,0.0,105.39,0.0,0.4143,200000,195794.9194573108,-4205.080542689189,0.978974597286554
2020-12-17,2,1.844209239616499,0.0,108.22,0.0,0.4072,200000,195794.9194573108,-4205.080542689189,0.978974597286554
2020-12-18,2,1.2456229640976817,0.0,108.05,0.0,0.4128,200000,195794.9194573108,-4205.080542689189,0.978974597286554
2020-12-19,0,0.35332903228846846,0.0,108.27,0.0,0.4236,200000,195794.9194573108,-4205.080542689189,0.978974597286554
2020-12-20,2,2.8651720668228413,0.0,109.56,0.0,0.3953,200000,195794.9194573108,-4205.080542689189,0.978974597286554
2020-12-21,2,2.1796265784392532,0.0,103.9,0.0,0.3779,200000,195794.9194573108,-4205.080542689189,0.978974597286554
2020-12-22,2,2.3441218846129184,0.0,105.76,0.0,0.3751,200000,195794.9194573108,-4205.080542689189,0.978974597286554
2020-12-23,2,1.575330439298643,0.0,91.4,0.0,0.3311,200000,195794.9194573108,-4205.080542689189,0.978974597286554
2020-12-24,1,1.0029579067446575,-993.4793964750903,98.54,268875.19837587315,0.3641,200000,195794.9194573108,-4205.080542689189,0.978974597286554
2020-12-25,2,2.0212682804382607,0.0,103.12,0.0,0.3588,200000,201770.09364455886,1770.0936445588595,1.0088504682227943
2020-12-26,2,2.5483256591641865,0.0,107.99,0.0,0.3539,200000,201770.09364455886,1770.0936445588595,1.0088504682227943
2020-12-27,2,1.3224705097144078,0.0,107.48,0.0,0.3738,200000,201770.09364455886,1770.0936445588595,1.0088504682227943
2020-12-28,1,1.0107414459338555,-941.8826143430066,107.11,267528.63119140663,0.3771,200000,201770.09364455886,1770.0936445588595,1.0088504682227943
2020-12-29,1,0.9431899901179065,-941.8826143430066,103.93,267528.63119140663,0.3652,200000,195591.3162197704,-4408.683780229592,0.9779565810988521
2020-12-30,1,0.7906808785723732,-941.8826143430066,101.89,267528.63119140663,0.3595,200000,192144.9624887196,-7855.037511280389,0.9607248124435981
2020-12-31,1,0.5532161772837656,-941.8826143430066,99.45,267528.63119140663,0.3548,200000,188589.38434312306,-11410.615656876937,0.9429469217156153
2021-01-01,0,-1.996776217075,0.0,87.97,0.0,0.3744,200000,184464.78771025053,-15535.21228974947,0.9223239385512526
2021-01-02,-2,-1.583655966771183,0.0,87.02,0.0,0.3604,200000,184464.78771025053,-15535.21228974947,0.9223239385512526
2021-01-03,-2,-2.0343634249192704,0.0,89.65,0.0,0.3923,200000,184464.78771025053,-15535.21228974947,0.9223239385512526
2021-01-04,-2,-1.9566040237177111,0.0,89.01,0.0,0.3948,200000,184464.78771025053,-15535.21228974947,0.9223239385512526
2021-01-05,-2,-2.46010855406178,0.0,89.11,0.0,0.4447,200000,184464.78771025053,-15535.21228974947,0.9223239385512526
2021-01-06,-2,-1.9572513064757247,0.0,94.22,0.0,0.4618,200000,184464.78771025053,-15535.21228974947,0.9223239385512526
2021-01-07,-1,-1.1285928781626318,932.0169144616539,98.96,-210288.17568428014,0.4386,200000,184464.78771025053,-15535.21228974947,0.9223239385512526
2021-01-08,-2,-1.239706437010029,0.0,96.2,0.0,0.44,200000,187331.55784012267,-12668.442159877333,0.9366577892006134
2021-01-09,-2,-1.50762328673007,0.0,109.94,0.0,0.5405,200000,187331.55784012267,-12668.442159877333,0.9366577892006134
2021-01-10,0,0.6620253834419954,0.0,146.54,0.0,0.5276,200000,187331.55784012267,-12668.442159877333,0.9366577892006134
2021-01-11,0,0.9026058774915094,0.0,125.01,0.0,0.4365,200000,187331.55784012267,-12668.442159877333,0.9366577892006134
2021-01-12,2,1.2428835980161117,0.0,128.53,0.0,0.4272,200000,187331.55784012267,-12668.442159877333,0.9366577892006134
2021-01-13,0,0.1939548675671166,0.0,133.1,0.0,0.506,200000,187331.55784012267,-12668.442159877333,0.9366577892006134
2021-01-14,0,0.25533911153012184,0.0,132.99,0.0,0.504,200000,187331.55784012267,-12668.442159877333,0.9366577892006134
2021-01-15,0,-0.32235468676001333,0.0,124.3,0.0,0.5154,200000,187331.55784012267,-12668.442159877333,0.9366577892006134
2021-01-16,0,-0.3890455726486637,0.0,124.85,0.0,0.5272,200000,187331.55784012267,-12668.442159877333,0.9366577892006134
2021-01-17,-1,-1.1358763722385028,753.7886602290466,124.26,-157633.42127240213,0.5942,200000,187331.55784012267,-12668.442159877333,0.9366577892006134
2021-01-18,-1,-0.6816539701087715,753.7886602290466,129.3,-157633.42127240213,0.5847,200000,189633.13518558926,-10366.864814410743,0.9481656759279463
2021-01-19,-1,-0.34023881494132585,753.7886602290466,124.46,-157633.42127240213,0.5422,200000,179285.3776660036,-20714.622333996405,0.8964268883300179
2021-01-20,-1,-0.6850957560906897,753.7886602290466,121.13,-157633.42127240213,0.5582,200000,179297.3961677993,-20702.603832200693,0.8964869808389966
2021-01-21,-1,-0.7244427582934801,753.7886602290466,99.77,-157633.42127240213,0.465,200000,148505.03552271897,-51494.96447728103,0.7425251776135948
2021-01-22,-1,-0.9651138582437363,753.7886602290466,104.72,-157633.42127240213,0.5106,200000,159424.37340087432,-40575.62659912568,0.7971218670043716
2021-01-23,-2,-1.4118642244988877,0.0,105.29,0.0,0.562,200000,196555.1325596964,-3444.867440303613,0.9827756627984819
2021-01-24,-1,-1.1209257100854635,925.7494939699341,106.16,-179240.50023681961,0.5483,200000,196555.1325596964,-3444.867440303613,0.9827756627984819
2021-01-25,-1,-0.8767493872516947,925.7494939699341,105.0,-179240.50023681961,0.5207,200000,190534.22534015507,-9465.77465984493,0.9526711267007754
2021-01-26,-1,-1.10427436166824,925.7494939699341,104.97,-179240.50023681961,0.5435,200000,194593.13626073545,-5406.863739264547,0.9729656813036772
2021-01-27,-2,-1.7012765886486438,0.0,96.45,0.0,0.5832,200000,211799.65360440948,11799.653604409483,1.0589982680220473
2021-01-28,-2,-1.4486158342658468,0.0,102.68,0.0,0.6086,200000,211799.65360440948,11799.653604409483,1.0589982680220473
2021-01-29,-2,-1.2271489785079965,0.0,104.56,0.0,0.6009,200000,211799.65360440948,11799.653604409483,1.0589982680220473
2021-01-30,-2,-1.4123933484136357,0.0,105.17,0.0,0.6542,200000,211799.65360440948,11799.653604409483,1.0589982680220473
2021-01-31,-2,-1.6525206381556767,0.0,102.42,0.0,0.7064,200000,211799.65360440948,11799.653604409483,1.0589982680220473
2021-02-01,-2,-1.4723691868560365,0.0,103.54,0.0,0.6865,200000,211799.65360440948,11799.653604409483,1.0589982680220473
2021-02-02,-1,-1.1048411492022279,964.0402986090555,109.85,-154892.24338482483,0.6837,200000,211799.65360440948,11799.653604409483,1.0589982680220473
2021-02-03,-2,-1.2837004453886158,0.0,116.84,0.0,0.7658,200000,217777.6650990263,17777.665099026286,1.0888883254951314
2021-02-04,-2,-2.3248859885246027,0.0,111.0,0.0,1.0351,200000,217777.6650990263,17777.665099026286,1.0888883254951314
2021-02-05,-2,-2.58773305726649,0.0,120.42,0.0,1.5939,200000,217777.6650990263,17777.665099026286,1.0888883254951314
2021-02-06,-2,-2.026073939618674,0.0,118.94,0.0,1.4509,200000,217777.6650990263,17777.665099026286,1.0888883254951314
2021-02-07,-2,-1.7322836732153901,0.0,118.31,0.0,1.4099,200000,217777.6650990263,17777.665099026286,1.0888883254951314
2021-02-08,-2,-1.521273331340177,0.0,126.16,0.0,1.4689,200000,217777.6650990263,17777.665099026286,1.0888883254951314
2021-02-09,-2,-1.2799630386506606,0.0,137.36,0.0,1.5111,200000,217777.6650990263,17777.665099026286,1.0888883254951314
2021-02-10,-1,-1.1227190349837028,779.1687481181621,139.75,-72602.2353310529,1.4998,200000,217777.6650990263,17777.665099026286,1.0888883254951314
2021-02-11,-1,-1.0179698876698302,779.1687481181621,164.6,-72602.2353310529,1.7619,200000,256169.05437003158,56169.054370031576,1.280845271850158
2021-02-12,-1,-0.9074316850841996,779.1687481181621,169.76,-72602.2353310529,1.8037,200000,263224.33854715934,63224.338547159336,1.3161216927357966
2021-02-13,0,0.2540861782359416,0.0,267.61,0.0,1.8912,200000,146569.66387321218,-53430.33612678782,0.7328483193660609
2021-02-14,0,0.03023160900804665,0.0,230.69,0.0,1.7952,200000,146569.66387321218,-53430.33612678782,0.7328483193660609
2021-02-15,0,0.9806759261268884,0.0,259.69,0.0,1.6186,200000,146569.66387321218,-53430.33612678782,0.7328483193660609
2021-02-16,0,0.9173325824360915,0.0,249.46,0.0,1.5848,200000,146569.66387321218,-53430.33612678782,0.7328483193660609
2021-02-17,2,1.271335961375015,0.0,265.96,0.0,1.5649,200000,146569.66387321218,-53430.33612678782,0.7328483193660609
2021-02-18,2,1.400137991729276,0.0,281.15,0.0,1.6107,200000,146569.66387321218,-53430.33612678782,0.7328483193660609
2021-02-19,2,2.052270598638376,0.0,323.84,0.0,1.5594,200000,146569.66387321218,-53430.33612678782,0.7328483193660609
2021-02-20,2,1.5402719522195916,0.0,297.28,0.0,1.5306,200000,146569.66387321218,-53430.33612678782,0.7328483193660609
2021-02-21,1,1.0240676800096808,-243.05131313546727,301.52,42528.337939070385,1.7232,200000,146569.66387321218,-53430.33612678782,0.7328483193660609
2021-02-22,1,0.9685927115415552,-243.05131313546727,271.7,42528.337939070385,1.563,200000,132508.83397767346,-67491.16602232654,0.6625441698883674
2021-02-23,1,0.34096496001867305,-243.05131313546727,230.91,42528.337939070385,1.5769,200000,123185.91481223083,-76814.08518776917,0.6159295740611541
2021-02-24,1,0.4969252616123645,-243.05131313546727,237.4,42528.337939070385,1.5267,200000,122628.39526993869,-77371.60473006131,0.6131419763496935
2021-02-25,1,0.4480092950733711,-243.05131313546727,218.5,42528.337939070385,1.3959,200000,112472.01884924795,-87527.98115075205,0.5623600942462397
2021-02-26,1,0.37939734492694993,-243.05131313546727,206.7,42528.337939070385,1.3192,200000,106342.08983432273,-93657.91016567727,0.5317104491716136
2021-02-27,1,0.3405556629380425,-243.05131313546727,210.69,42528.337939070385,1.3328,200000,107890.2499697046,-92109.7500302954,0.539451249848523
2021-02-28,1,0.3829840185504918,-243.05131313546727,196.77,42528.337939070385,1.2115,200000,99348.28829884966,-100651.71170115034,0.49674144149424826
