date,statusList,zscore,MITHUSDT_position,MITHUSDT_price,TFUELUSDT_position,TFUELUSDT_price,init,total_asset,pnl,return
2020-02-12,0,-0.8068009565037241,0.0,0.01082,0.0,0.00372,200000,192700.6178726942,-7299.382127305813,0.963503089363471
2020-02-13,0,-0.5040938086846265,0.0,0.01156,0.0,0.003918,200000,192700.6178726942,-7299.382127305813,0.963503089363471
2020-02-14,0,-0.24836907535830324,0.0,0.01146,0.0,0.003836,200000,192700.6178726942,-7299.382127305813,0.963503089363471
2020-02-15,0,-0.5783899468328573,0.0,0.01013,0.0,0.003458,200000,192700.6178726942,-7299.382127305813,0.963503089363471
2020-02-16,0,-0.8497171581001687,0.0,0.00944,0.0,0.003274,200000,192700.6178726942,-7299.382127305813,0.963503089363471
2020-02-17,-2,-1.9276772854017803,0.0,0.00906,0.0,0.003369,200000,192700.6178726942,-7299.382127305813,0.963503089363471
2020-02-18,-2,-1.2892827979268406,0.0,0.00938,0.0,0.003394,200000,192700.6178726942,-7299.382127305813,0.963503089363471
2020-02-19,-2,-1.2686880108786687,0.0,0.00848,0.0,0.003088,200000,192700.6178726942,-7299.382127305813,0.963503089363471
2020-02-20,-2,-1.7838187622595494,0.0,0.0082,0.0,0.003129,200000,192700.6178726942,-7299.382127305813,0.963503089363471
2020-02-21,-2,-1.2915208234940463,0.0,0.00841,0.0,0.003134,200000,192700.6178726942,-7299.382127305813,0.963503089363471
2020-02-22,-2,-1.2875965872673563,0.0,0.0084,0.0,0.003154,200000,192700.6178726942,-7299.382127305813,0.963503089363471
2020-02-23,-2,-1.4775250590164957,0.0,0.00845,0.0,0.003246,200000,192700.6178726942,-7299.382127305813,0.963503089363471
2020-02-24,-2,-1.499361125453182,0.0,0.00809,0.0,0.003151,200000,192700.6178726942,-7299.382127305813,0.963503089363471
2020-02-25,-2,-1.6173523386359896,0.0,0.00743,0.0,0.002966,200000,192700.6178726942,-7299.382127305813,0.963503089363471
2020-02-26,-2,-1.4013324943878696,0.0,0.00649,0.0,0.002565,200000,192700.6178726942,-7299.382127305813,0.963503089363471
2020-02-27,-2,-1.5762246340140342,0.0,0.00667,0.0,0.002696,200000,192700.6178726942,-7299.382127305813,0.963503089363471
2020-02-28,-2,-1.9132936224664459,0.0,0.00658,0.0,0.00277,200000,192700.6178726942,-7299.382127305813,0.963503089363471
2020-02-29,-2,-1.798329414316628,0.0,0.00636,0.0,0.002709,200000,192700.6178726942,-7299.382127305813,0.963503089363471
2020-03-01,-2,-1.7639700210310547,0.0,0.00624,0.0,0.002713,200000,192700.6178726942,-7299.382127305813,0.963503089363471
2020-03-02,-1,-1.00202718361949,14467013.35380587,0.00666,-35267316.59456336,0.002732,200000,192700.6178726942,-7299.382127305813,0.963503089363471
2020-03-03,-2,-1.2592948115855185,0.0,0.00665,0.0,0.002823,200000,196054.6138163375,-3945.3861836624856,0.9802730690816875
2020-03-04,-2,-1.3117328555255916,0.0,0.00674,0.0,0.002906,200000,196054.6138163375,-3945.3861836624856,0.9802730690816875
2020-03-05,-1,-1.1612111254596538,13944140.385230264,0.00703,-32567211.59739826,0.00301,200000,196054.6138163375,-3945.3861836624856,0.9802730690816875
2020-03-06,-1,-0.3523996055963563,13944140.385230264,0.00739,-32567211.59739826,0.002987,200000,200325.45848828024,325.45848828024464,1.0016272924414011
2020-03-07,-1,-0.6660255818801222,13944140.385230264,0.00698,-32567211.59739826,0.002896,200000,191644.7446749726,-8355.255325027392,0.9582237233748631
2020-03-08,-1,-1.0754065131168478,13944140.385230264,0.00584,-32567211.59739826,0.002504,200000,162982.07768962998,-37017.92231037002,0.8149103884481499
2020-03-09,-1,-0.5304221126882598,13944140.385230264,0.00609,-32567211.59739826,0.002535,200000,167477.69634545688,-32522.303654543124,0.8373884817272844
2020-03-10,0,0.03926978168389108,0.0,0.00613,0.0,0.002487,200000,191571.68849760544,-8428.311502394557,0.9578584424880272
2020-03-11,0,0.4208928804643484,0.0,0.006,0.0,0.002398,200000,191571.68849760544,-8428.311502394557,0.9578584424880272
2020-03-12,0,0.6269411743454388,0.0,0.0028,0.0,0.001116,200000,191571.68849760544,-8428.311502394557,0.9578584424880272
2020-03-13,-2,-1.8211192623162873,0.0,0.00311,0.0,0.001383,200000,191571.68849760544,-8428.311502394557,0.9578584424880272
2020-03-14,-2,-3.075974232486574,0.0,0.00297,0.0,0.00148,200000,191571.68849760544,-8428.311502394557,0.9578584424880272
2020-03-15,-2,-2.9149065155403497,0.0,0.00306,0.0,0.001626,200000,191571.68849760544,-8428.311502394557,0.9578584424880272
2020-03-16,-2,-2.36315184191043,0.0,0.00281,0.0,0.001501,200000,191571.68849760544,-8428.311502394557,0.9578584424880272
2020-03-17,-2,-2.0741220669082683,0.0,0.00285,0.0,0.001541,200000,191571.68849760544,-8428.311502394557,0.9578584424880272
2020-03-18,-2,-1.4465701993625113,0.0,0.00287,0.0,0.001476,200000,191571.68849760544,-8428.311502394557,0.9578584424880272
2020-03-19,0,-0.8461986184290147,0.0,0.00354,0.0,0.001718,200000,191571.68849760544,-8428.311502394557,0.9578584424880272
2020-03-20,-2,-1.6299864865050833,0.0,0.00329,0.0,0.0018,200000,191571.68849760544,-8428.311502394557,0.9578584424880272
2020-03-21,-2,-1.2969440450911383,0.0,0.00327,0.0,0.001746,200000,191571.68849760544,-8428.311502394557,0.9578584424880272
2020-03-22,-2,-1.2148940742945324,0.0,0.00295,0.0,0.001587,200000,191571.68849760544,-8428.311502394557,0.9578584424880272
2020-03-23,-1,-1.000066277267796,30026910.42282217,0.00319,-56678014.348403975,0.00169,200000,191571.68849760544,-8428.311502394557,0.9578584424880272
2020-03-24,-1,-0.6749923966479756,30026910.42282217,0.00324,-56678014.348403975,0.001657,200000,191202.65954524922,-8797.340454750782,0.9560132977262461
2020-03-25,-1,-0.3226639645973732,30026910.42282217,0.00336,-56678014.348403975,0.001651,200000,194465.82070989744,-5534.179290102562,0.9723291035494872
2020-03-26,-1,-0.428286429973122,30026910.42282217,0.00343,-56678014.348403975,0.001725,200000,200761.8775012769,761.8775012769038,1.0038093875063845
2020-03-27,-1,-0.5027178585631532,30026910.42282217,0.00331,-56678014.348403975,0.001696,200000,195514.9858344345,-4485.014165565488,0.9775749291721726
2020-03-28,-1,-0.8123308192408597,30026910.42282217,0.00315,-56678014.348403975,0.001697,200000,190767.35818113136,-9232.641818868637,0.9538367909056569
2020-03-29,-1,-0.6266997091561956,30026910.42282217,0.00297,-56678014.348403975,0.001578,200000,178617.83059756333,-21382.169402436673,0.8930891529878167
2020-03-30,-1,-0.7028985191273225,30026910.42282217,0.00314,-56678014.348403975,0.001697,200000,190467.08907690315,-9532.910923096846,0.9523354453845158
2020-03-31,0,-0.19486601728900005,0.0,0.00335,0.0,0.001734,200000,189261.2154612837,-10738.78453871631,0.9463060773064185
2020-04-01,0,0.40227711276787065,0.0,0.00344,0.0,0.00174,200000,189261.2154612837,-10738.78453871631,0.9463060773064185
2020-04-02,2,1.2712653713450661,0.0,0.00351,0.0,0.001742,200000,189261.2154612837,-10738.78453871631,0.9463060773064185
2020-04-03,0,0.6603217597953654,0.0,0.0034,0.0,0.001727,200000,189261.2154612837,-10738.78453871631,0.9463060773064185
2020-04-04,1,1.1984076167684443,-27037316.4944691,0.0035,54479336.63249386,0.001737,200000,189261.2154612837,-10738.78453871631,0.9463060773064185
2020-04-05,1,1.1127399740975672,-27037316.4944691,0.00346,54479336.63249386,0.001715,200000,186981.17739559006,-13018.822604409943,0.9349058869779503
2020-04-06,2,1.9096943804910764,0.0,0.00388,0.0,0.00185,200000,193379.23068971012,-6620.7693102898775,0.9668961534485506
2020-04-07,2,1.2075677060997099,0.0,0.00368,0.0,0.001793,200000,193379.23068971012,-6620.7693102898775,0.9668961534485506
2020-04-08,2,2.133178263677007,0.0,0.00396,0.0,0.001843,200000,193379.23068971012,-6620.7693102898775,0.9668961534485506
2020-04-09,2,1.5460473157304382,0.0,0.00386,0.0,0.001828,200000,193379.23068971012,-6620.7693102898775,0.9668961534485506
2020-04-10,1,1.176557982755798,-27704760.84379801,0.00349,57897973.26039225,0.00167,200000,193379.23068971012,-6620.7693102898775,0.9668961534485506
2020-04-11,1,0.939916009955344,-27704760.84379801,0.00346,57897973.26039225,0.001666,200000,192316.4959713546,-7683.504028645402,0.961582479856773
2020-04-12,1,0.67716380303891,-27704760.84379801,0.00352,57897973.26039225,0.001708,200000,196410.49649891898,-3589.5035010810243,0.9820524824945949
2020-04-13,2,2.5065533413773418,0.0,0.0038,0.0,0.001668,200000,202083.5024978083,2083.5024978083093,1.0104175124890415
2020-04-14,2,1.842897526720795,0.0,0.00387,0.0,0.001727,200000,202083.5024978083,2083.5024978083093,1.0104175124890415
2020-04-15,0,0.9095113084667609,0.0,0.00345,0.0,0.001609,200000,202083.5024978083,2083.5024978083093,1.0104175124890415
2020-04-16,0,0.9692420265804873,0.0,0.00361,0.0,0.001669,200000,202083.5024978083,2083.5024978083093,1.0104175124890415
2020-04-17,1,1.1356784937272588,-28067153.1246956,0.0036,61573279.249789245,0.001641,200000,202083.5024978083,2083.5024978083093,1.0104175124890415
2020-04-18,2,1.489296264806928,0.0,0.00382,0.0,0.001698,200000,204748.59926800334,4748.599268003338,1.0237429963400166
2020-04-19,2,1.2288215319959046,0.0,0.00365,0.0,0.001639,200000,204748.59926800334,4748.599268003338,1.0237429963400166
2020-04-20,0,-0.6550394554777034,0.0,0.00337,0.0,0.001646,200000,204748.59926800334,4748.599268003338,1.0237429963400166
2020-04-21,0,-0.41152004458524377,0.0,0.00339,0.0,0.001632,200000,204748.59926800334,4748.599268003338,1.0237429963400166
2020-04-22,0,-0.41983158024342515,0.0,0.00355,0.0,0.001706,200000,204748.59926800334,4748.599268003338,1.0237429963400166
2020-04-23,0,-0.790987261278949,0.0,0.00354,0.0,0.00172,200000,204748.59926800334,4748.599268003338,1.0237429963400166
2020-04-24,0,-0.023806870779213816,0.0,0.0037,0.0,0.001741,200000,204748.59926800334,4748.599268003338,1.0237429963400166
2020-04-25,0,-0.9761130470596032,0.0,0.00374,0.0,0.001818,200000,204748.59926800334,4748.599268003338,1.0237429963400166
2020-04-26,0,-0.9622668849512075,0.0,0.00384,0.0,0.001869,200000,204748.59926800334,4748.599268003338,1.0237429963400166
2020-04-27,0,-0.2243821774681095,0.0,0.00391,0.0,0.00185,200000,204748.59926800334,4748.599268003338,1.0237429963400166
2020-04-28,0,-0.7944454080193184,0.0,0.0039,0.0,0.001887,200000,204748.59926800334,4748.599268003338,1.0237429963400166
2020-04-29,-1,-1.0204912826941104,25852095.867172137,0.00396,-52851987.420754604,0.001937,200000,204748.5992680033,4748.599268003309,1.0237429963400166
2020-04-30,-2,-1.9935799596029005,0.0,0.00377,0.0,0.00194,200000,209819.05344502832,9819.053445028316,1.0490952672251417
2020-05-01,-2,-1.9439211539955767,0.0,0.00393,0.0,0.002047,200000,209819.05344502832,9819.053445028316,1.0490952672251417
2020-05-02,-2,-2.0904927107889772,0.0,0.00395,0.0,0.002115,200000,209819.05344502832,9819.053445028316,1.0490952672251417
2020-05-03,-2,-1.7115180600224342,0.0,0.00389,0.0,0.00206,200000,209819.05344502832,9819.053445028316,1.0490952672251417
2020-05-04,-2,-1.6453944043752047,0.0,0.00381,0.0,0.002033,200000,209819.05344502832,9819.053445028316,1.0490952672251417
2020-05-05,-2,-1.4876132716824524,0.0,0.0039,0.0,0.002086,200000,209819.05344502832,9819.053445028316,1.0490952672251417
2020-05-06,-1,-1.028933055032414,27108404.837858953,0.00387,-51807173.69013045,0.002025,200000,209819.05344502832,9819.053445028316,1.0490952672251417
2020-05-07,-2,-1.7946421342137941,0.0,0.00375,0.0,0.002095,200000,216698.56418388052,16698.564183880517,1.0834928209194026
2020-05-08,-2,-1.8971563662675746,0.0,0.00395,0.0,0.002254,200000,216698.56418388052,16698.564183880517,1.0834928209194026
2020-05-09,-1,-1.0707783891386689,27781867.203061607,0.0039,-51301743.41474444,0.002112,200000,216698.56418388052,16698.564183880517,1.0834928209194026
2020-05-10,-1,-0.6214149500414293,27781867.203061607,0.00352,-51301743.41474444,0.001862,200000,193316.018793031,-6683.981206969009,0.966580093965155
2020-05-11,-1,-0.39880519416425203,27781867.203061607,0.00355,-51301743.41474444,0.00186,200000,194046.87132229336,-5953.128677706642,0.9702343566114668
2020-05-12,-2,-2.0676145036539055,0.0,0.00355,0.0,0.002115,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-05-13,-2,-1.564573683578133,0.0,0.00357,0.0,0.002082,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-05-14,-2,-1.3543834646590258,0.0,0.00372,0.0,0.002155,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-05-15,-2,-2.373471100700563,0.0,0.00363,0.0,0.002376,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-05-16,-2,-2.3966501374198894,0.0,0.00396,0.0,0.002749,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-05-17,-2,-1.8388251178883406,0.0,0.00379,0.0,0.002534,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-05-18,-2,-1.4662170517519715,0.0,0.00392,0.0,0.002556,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-05-19,-2,-2.3373142369929227,0.0,0.00385,0.0,0.002951,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-05-20,-2,-2.8988380254265365,0.0,0.00379,0.0,0.003893,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-05-21,-2,-3.1205799890573696,0.0,0.00385,0.0,0.007618,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-05-22,-2,-2.213838785035281,0.0,0.00427,0.0,0.006619,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-05-23,-2,-2.122572654195575,0.0,0.00446,0.0,0.009016,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-05-24,-2,-2.149153452510904,0.0,0.00468,0.0,0.017882,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-05-25,-2,-1.740420300315862,0.0,0.00539,0.0,0.016088,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-05-26,-2,-1.5060615175587677,0.0,0.00495,0.0,0.013827,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-05-27,-2,-1.2095289557040114,0.0,0.00481,0.0,0.010594,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-05-28,0,-0.9644546259574822,0.0,0.00469,0.0,0.00866,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-05-29,0,-0.9722350306828228,0.0,0.00489,0.0,0.010282,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-05-30,0,-0.8522305822897999,0.0,0.00493,0.0,0.009945,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-05-31,0,-0.6886940977358933,0.0,0.00465,0.0,0.008509,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-06-01,0,-0.6372645913269983,0.0,0.00477,0.0,0.00896,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-06-02,0,-0.49619693423717953,0.0,0.00482,0.0,0.0085,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-06-03,0,-0.4217557229588626,0.0,0.00491,0.0,0.00868,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-06-04,0,-0.14387975386098895,0.0,0.00561,0.0,0.008622,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-06-05,0,-0.14335932047016847,0.0,0.00512,0.0,0.008324,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-06-06,0,0.14203627618147774,0.0,0.00555,0.0,0.008279,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-06-07,0,0.4040051355333836,0.0,0.00541,0.0,0.008019,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-06-08,0,0.9246082606720089,0.0,0.00537,0.0,0.007737,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-06-09,2,1.7120502639462143,0.0,0.00558,0.0,0.007345,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-06-10,2,1.70658274595489,0.0,0.00557,0.0,0.007026,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-06-11,2,1.407615434713596,0.0,0.0048,0.0,0.00626,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-06-12,0,-0.5506995402839431,0.0,0.00499,0.0,0.010355,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-06-13,0,-0.843188104976886,0.0,0.00534,0.0,0.011541,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-06-14,0,-0.03675132510275528,0.0,0.00585,0.0,0.010087,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-06-15,0,-0.41385264052733495,0.0,0.00562,0.0,0.010208,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-06-16,0,0.6609148944164881,0.0,0.00664,0.0,0.009892,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-06-17,0,0.9145091781807342,0.0,0.00659,0.0,0.009332,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-06-18,0,0.7993461851747505,0.0,0.00623,0.0,0.008862,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-06-19,0,0.05866720411887042,0.0,0.00619,0.0,0.009719,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-06-20,0,0.3342669265128725,0.0,0.00626,0.0,0.009369,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-06-21,0,0.34289284868646697,0.0,0.00625,0.0,0.009259,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-06-22,0,0.22044938505148873,0.0,0.0063,0.0,0.009419,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-06-23,0,-0.2837725802154865,0.0,0.00619,0.0,0.009844,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-06-24,0,-0.07704164649387832,0.0,0.00595,0.0,0.009209,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-06-25,0,0.0872483338763167,0.0,0.00595,0.0,0.008983,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-06-26,0,0.11917157462694407,0.0,0.00584,0.0,0.008785,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-06-27,0,-0.05291634591507396,0.0,0.00531,0.0,0.008182,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-06-28,0,0.03625738667348438,0.0,0.00552,0.0,0.008434,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-06-29,0,0.5315143935112158,0.0,0.00577,0.0,0.008354,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-06-30,0,0.7018487429972124,0.0,0.00567,0.0,0.00816,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-07-01,0,0.9084667147934155,0.0,0.00578,0.0,0.008223,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-07-02,0,0.144708405765943,0.0,0.00562,0.0,0.008552,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-07-03,2,1.243249439797928,0.0,0.00583,0.0,0.008192,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-07-04,2,1.79412540661505,0.0,0.00609,0.0,0.008228,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-07-05,2,1.3125101020771726,0.0,0.00577,0.0,0.008057,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-07-06,0,0.5289303407678805,0.0,0.006,0.0,0.008642,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-07-07,0,-0.34164079394920954,0.0,0.00589,0.0,0.008835,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-07-08,0,0.486428415735227,0.0,0.00613,0.0,0.008886,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-07-09,2,2.06805935048882,0.0,0.00637,0.0,0.008545,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-07-10,2,3.33701346553525,0.0,0.00719,0.0,0.008389,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-07-11,2,2.0711135748039666,0.0,0.00694,0.0,0.008508,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-07-12,0,-0.37163489635644725,0.0,0.00652,0.0,0.009628,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-07-13,1,1.0818529944429094,-17010219.4395793,0.00666,13027605.964535203,0.008696,200000,226576.12293519627,26576.12293519627,1.1328806146759813
2020-07-14,2,1.3749448691837933,0.0,0.00685,0.0,0.008655,200000,230342.1964732623,30342.196473262302,1.1517109823663114
2020-07-15,1,1.033767954047614,-17189716.154721066,0.0067,13376434.173824757,0.00861,200000,230342.1964732623,30342.196473262302,1.1517109823663114
2020-07-16,1,1.068169050045199,-17189716.154721066,0.00658,13376434.173824757,0.008363,200000,224975.45129376109,24975.451293761085,1.1248772564688054
2020-07-17,1,1.0841746254449496,-17189716.154721066,0.00671,13376434.173824757,0.00845,200000,228373.86416699755,28373.864166997548,1.1418693208349877
2020-07-18,2,2.10428990908684,0.0,0.00738,0.0,0.008432,200000,244412.20874141343,44412.20874141343,1.2220610437070671
2020-07-19,2,2.94224967267841,0.0,0.00848,0.0,0.008389,200000,244412.20874141343,44412.20874141343,1.2220610437070671
2020-07-20,2,3.0722154020372026,0.0,0.00963,0.0,0.008322,200000,244412.20874141343,44412.20874141343,1.2220610437070671
2020-07-21,2,2.0684037693542336,0.0,0.0091,0.0,0.008372,200000,244412.20874141343,44412.20874141343,1.2220610437070671
2020-07-22,2,3.0461477904445036,0.0,0.0124,0.0,0.0087,200000,244412.20874141343,44412.20874141343,1.2220610437070671
2020-07-23,2,2.278340057975281,0.0,0.01174,0.0,0.008471,200000,244412.20874141343,44412.20874141343,1.2220610437070671
2020-07-24,2,1.7535522785705155,0.0,0.01089,0.0,0.008177,200000,244412.20874141343,44412.20874141343,1.2220610437070671
2020-07-25,2,1.4544614098912056,0.0,0.01087,0.0,0.008331,200000,244412.20874141343,44412.20874141343,1.2220610437070671
2020-07-26,2,1.2203164031951215,0.0,0.01048,0.0,0.008188,200000,244412.20874141343,44412.20874141343,1.2220610437070671
2020-07-27,0,0.5504271903247181,0.0,0.00879,0.0,0.007821,200000,244412.20874141343,44412.20874141343,1.2220610437070671
2020-07-28,0,0.5009374840973237,0.0,0.00943,0.0,0.00835,200000,244412.20874141343,44412.20874141343,1.2220610437070671
2020-07-29,0,0.30439172695471894,0.0,0.00909,0.0,0.008291,200000,244412.20874141343,44412.20874141343,1.2220610437070671
2020-07-30,0,0.47096169114457515,0.0,0.00941,0.0,0.008183,200000,244412.20874141343,44412.20874141343,1.2220610437070671
2020-07-31,0,0.12948804436877168,0.0,0.00899,0.0,0.008312,200000,244412.20874141343,44412.20874141343,1.2220610437070671
2020-08-01,0,-0.21173540178463607,0.0,0.00914,0.0,0.008929,200000,244412.20874141343,44412.20874141343,1.2220610437070671
2020-08-02,0,-0.1962098851524889,0.0,0.00877,0.0,0.008407,200000,244412.20874141343,44412.20874141343,1.2220610437070671
