date,statusList,zscore,HOTUSDT_position,HOTUSDT_price,ICXUSDT_position,ICXUSDT_price,init,total_asset,pnl,return
2020-02-20,0,-0.45694213296728486,0.0,0.0007235,0.0,0.3896,200000,180683.0020766392,-19316.99792336079,0.903415010383196
2020-02-21,0,-0.8066506635042165,0.0,0.0007332,0.0,0.4222,200000,180683.0020766392,-19316.99792336079,0.903415010383196
2020-02-22,0,-0.5301508618430953,0.0,0.0007301,0.0,0.4067,200000,180683.0020766392,-19316.99792336079,0.903415010383196
2020-02-23,0,-0.3041258931196514,0.0,0.0007501,0.0,0.4033,200000,180683.0020766392,-19316.99792336079,0.903415010383196
2020-02-24,0,-0.265007055509794,0.0,0.0006961,0.0,0.365,200000,180683.0020766392,-19316.99792336079,0.903415010383196
2020-02-25,0,0.08255387380003798,0.0,0.0006552,0.0,0.3266,200000,180683.0020766392,-19316.99792336079,0.903415010383196
2020-02-26,0,0.2018359398581145,0.0,0.0006203,0.0,0.3027,200000,180683.0020766392,-19316.99792336079,0.903415010383196
2020-02-27,0,0.28666515306529144,0.0,0.000643,0.0,0.3099,200000,180683.0020766392,-19316.99792336079,0.903415010383196
2020-02-28,0,0.2516272103299227,0.0,0.0006341,0.0,0.306,200000,180683.0020766392,-19316.99792336079,0.903415010383196
2020-02-29,0,0.3710589485761287,0.0,0.0006189,0.0,0.2937,200000,180683.0020766392,-19316.99792336079,0.903415010383196
2020-03-01,0,0.39988695322738804,0.0,0.0006107,0.0,0.2875,200000,180683.0020766392,-19316.99792336079,0.903415010383196
2020-03-02,0,-0.24227953441255665,0.0,0.0006394,0.0,0.3171,200000,180683.0020766392,-19316.99792336079,0.903415010383196
2020-03-03,-1,-1.069963661319872,143171950.9323607,0.000631,-265788.4702510139,0.3399,200000,180683.0020766392,-19316.99792336079,0.903415010383196
2020-03-04,-1,-0.4259687603927378,143171950.9323607,0.0006388,-265788.4702510139,0.3257,200000,178025.54701634723,-21974.452983652765,0.8901277350817361
2020-03-05,-2,-1.8900815319861495,0.0,0.0006517,0.0,0.3958,200000,192576.91817937104,-7423.081820628955,0.9628845908968552
2020-03-06,-2,-1.4914253098358699,0.0,0.0006483,0.0,0.3812,200000,192576.91817937104,-7423.081820628955,0.9628845908968552
2020-03-07,0,-0.8707580540871227,0.0,0.0006335,0.0,0.351,200000,192576.91817937104,-7423.081820628955,0.9628845908968552
2020-03-08,0,-0.461105716405942,0.0,0.0005399,0.0,0.2903,200000,192576.91817937104,-7423.081820628955,0.9628845908968552
2020-03-09,-2,-1.7790726218890824,0.0,0.0005328,0.0,0.3266,200000,192576.91817937104,-7423.081820628955,0.9628845908968552
2020-03-10,-1,-1.0557195630874516,177163678.17789423,0.0005435,-305580.6381773581,0.3151,200000,192576.91817937104,-7423.081820628955,0.9628845908968552
2020-03-11,-1,-0.9000490040015039,177163678.17789423,0.0005245,-305580.6381773581,0.3014,200000,185024.35355096124,-14975.646449038759,0.9251217677548063
2020-03-12,-1,-1.0972114978526208,177163678.17789423,0.0002819,-305580.6381773581,0.1653,200000,100454.92036906569,-99545.07963093431,0.5022746018453285
2020-03-13,-1,-1.145920086750145,177163678.17789423,0.0003223,-305580.6381773581,0.1911,200000,115496.31343242843,-84503.68656757157,0.5774815671621422
2020-03-14,-1,-1.0216976227707155,177163678.17789423,0.0003081,-305580.6381773581,0.1819,200000,110169.24733107066,-89830.75266892934,0.5508462366553533
2020-03-15,-1,-1.1409032485633495,177163678.17789423,0.0003117,-305580.6381773581,0.1885,200000,112823.86878448163,-87176.13121551837,0.5641193439224081
2020-03-16,-1,-0.9543079580513022,177163678.17789423,0.0002807,-305580.6381773581,0.1682,200000,101128.50780596654,-98871.49219403346,0.5056425390298327
2020-03-17,-1,-0.994179816876644,177163678.17789423,0.0002965,-305580.6381773581,0.1804,200000,107655.77770694104,-92344.22229305896,0.5382788885347052
2020-03-18,-1,-0.8905312276402025,177163678.17789423,0.0003,-305580.6381773581,0.1822,200000,108825.89572928291,-91174.10427071709,0.5441294786464146
2020-03-19,-1,-1.1582177621943683,177163678.17789423,0.0003304,-305580.6381773581,0.2085,200000,122248.4423299554,-77751.5576700446,0.6112422116497771
2020-03-20,-1,-0.9303955015171836,177163678.17789423,0.0003259,-305580.6381773581,0.2021,200000,119495.4896938198,-80504.5103061802,0.597477448469099
2020-03-21,-1,-0.9436067575742664,177163678.17789423,0.0003237,-305580.6381773581,0.201,200000,118769.59089983333,-81230.40910016667,0.5938479544991666
2020-03-22,-1,-0.4779374248499252,177163678.17789423,0.0003046,-305580.6381773581,0.1837,200000,110099.21960616726,-89900.78039383274,0.5504960980308362
2020-03-23,-1,-0.5495593133777361,177163678.17789423,0.0003273,-305580.6381773581,0.1991,200000,118826.77692873677,-81173.22307126323,0.5941338846436839
2020-03-24,-1,-1.0982848745960454,177163678.17789423,0.0003345,-305580.6381773581,0.2089,200000,123097.04566575572,-76902.95433424428,0.6154852283287786
2020-03-25,-2,-1.5811056231713683,0.0,0.0003198,0.0,0.2055,200000,198716.79504352756,-1283.2049564724439,0.9935839752176377
2020-03-26,-2,-1.4289100138077362,0.0,0.0003251,0.0,0.2092,200000,198716.79504352756,-1283.2049564724439,0.9935839752176377
2020-03-27,0,-0.7614486101418948,0.0,0.0003112,0.0,0.1945,200000,198716.79504352756,-1283.2049564724439,0.9935839752176377
2020-03-28,0,0.4334247817195353,0.0,0.0003188,0.0,0.1913,200000,198716.79504352756,-1283.2049564724439,0.9935839752176377
2020-03-29,2,1.4393456288828494,0.0,0.0003091,0.0,0.1789,200000,198716.79504352756,-1283.2049564724439,0.9935839752176377
2020-03-30,0,-0.7245043835457148,0.0,0.0003298,0.0,0.2055,200000,198716.79504352756,-1283.2049564724439,0.9935839752176377
2020-03-31,0,-0.8447830364181594,0.0,0.0003378,0.0,0.2118,200000,198716.79504352756,-1283.2049564724439,0.9935839752176377
2020-04-01,-2,-3.3992557690207126,0.0,0.0003331,0.0,0.2447,200000,198716.79504352756,-1283.2049564724439,0.9935839752176377
2020-04-02,-2,-2.8435720624958076,0.0,0.0003299,0.0,0.2505,200000,198716.79504352756,-1283.2049564724439,0.9935839752176377
2020-04-03,-2,-1.9472578899004063,0.0,0.0003317,0.0,0.2419,200000,198716.79504352756,-1283.2049564724439,0.9935839752176377
2020-04-04,-2,-1.653184169327451,0.0,0.0003292,0.0,0.2392,200000,198716.79504352756,-1283.2049564724439,0.9935839752176377
2020-04-05,-1,-1.1373044493978002,302460875.25651073,0.0003285,-430122.93299464835,0.231,200000,198716.79504352756,-1283.2049564724439,0.9935839752176377
2020-04-06,-1,-1.1933693892838542,302460875.25651073,0.0003525,-430122.93299464835,0.2519,200000,214965.42534927197,14965.425349271973,1.0748271267463598
2020-04-07,-1,-1.1859194706310563,302460875.25651073,0.0003431,-430122.93299464835,0.2479,200000,210401.80138988217,10401.801389882166,1.0520090069494108
2020-04-08,-1,-0.8423339380109623,302460875.25651073,0.0003585,-430122.93299464835,0.253,200000,217253.32582710515,17253.325827105145,1.0862666291355256
2020-04-09,-1,-0.6177882271583902,302460875.25651073,0.0003647,-430122.93299464835,0.2538,200000,219472.68160009122,19472.681600091222,1.0973634080004562
2020-04-10,0,-0.13392690467512336,0.0,0.0003415,0.0,0.2288,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-04-11,0,-0.22349012188756873,0.0,0.0003387,0.0,0.2299,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-04-12,0,-0.4283422132593852,0.0,0.0003346,0.0,0.2323,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-04-13,0,-0.04442803331401863,0.0,0.000337,0.0,0.2279,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-04-14,0,-0.06435856387097591,0.0,0.0003357,0.0,0.228,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-04-15,0,0.05609706292270285,0.0,0.0003268,0.0,0.2205,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-04-16,0,-0.3591618370826971,0.0,0.0003363,0.0,0.2353,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-04-17,0,-0.023564305632616585,0.0,0.0003376,0.0,0.2321,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-04-18,0,-0.7046453710584689,0.0,0.0003437,0.0,0.2474,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-04-19,0,-0.36455461353799223,0.0,0.0003348,0.0,0.2378,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-04-20,0,-0.34934553063955653,0.0,0.000312,0.0,0.2222,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-04-21,0,-0.4707581606284879,0.0,0.0003146,0.0,0.2245,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-04-22,-2,-1.8674514195605652,0.0,0.0003193,0.0,0.2372,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-04-23,-2,-2.4392203079972035,0.0,0.0003251,0.0,0.2497,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-04-24,-2,-2.608251087751017,0.0,0.0003333,0.0,0.265,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-04-25,-2,-2.187278883161971,0.0,0.000341,0.0,0.2722,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-04-26,-2,-2.6527285794390747,0.0,0.0003455,0.0,0.2989,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-04-27,-2,-1.9352048671065494,0.0,0.0003457,0.0,0.2907,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-04-28,-2,-1.5473206227696532,0.0,0.0003426,0.0,0.2839,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-04-29,-2,-1.3564967969494477,0.0,0.0003616,0.0,0.299,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-04-30,0,-0.8210338952661816,0.0,0.000351,0.0,0.2786,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-05-01,0,-0.6073133486102045,0.0,0.0003623,0.0,0.2841,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-05-02,2,1.5601128107875915,0.0,0.0004421,0.0,0.2906,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-05-03,2,3.0606317843694546,0.0,0.0005045,0.0,0.2738,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-05-04,2,3.043099654266713,0.0,0.0005696,0.0,0.2756,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-05-05,2,2.248976517259297,0.0,0.0005493,0.0,0.2742,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-05-06,2,1.6601086372843104,0.0,0.0004995,0.0,0.2613,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-05-07,2,1.5572129458143549,0.0,0.0005433,0.0,0.2801,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-05-08,0,0.8461171108539431,0.0,0.0005271,0.0,0.3018,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-05-09,0,0.8057242380074447,0.0,0.0005186,0.0,0.2954,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-05-10,0,0.8139885464721688,0.0,0.0004688,0.0,0.2632,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-05-11,2,1.2030274458590589,0.0,0.0004898,0.0,0.2515,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-05-12,0,0.9049232386736351,0.0,0.0004961,0.0,0.264,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-05-13,0,0.9369130421225,0.0,0.0005215,0.0,0.2712,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-05-14,0,0.8509811682011911,0.0,0.0005167,0.0,0.2685,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-05-15,0,0.8948193771977022,0.0,0.00053,0.0,0.269,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-05-16,0,0.7762939424602529,0.0,0.0005333,0.0,0.2725,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-05-17,0,0.6660775870690298,0.0,0.000539,0.0,0.277,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-05-18,0,0.3262378773761832,0.0,0.0005363,0.0,0.2866,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-05-19,0,-0.011588843842307343,0.0,0.0005372,0.0,0.2961,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-05-20,-2,-1.5850202109035367,0.0,0.0005203,0.0,0.341,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-05-21,-2,-1.2518578399133884,0.0,0.0005134,0.0,0.3083,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-05-22,-2,-1.568782929135752,0.0,0.000535,0.0,0.3254,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-05-23,-2,-1.3686918904194665,0.0,0.0005269,0.0,0.3191,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-05-24,0,-0.5829753950475208,0.0,0.0005315,0.0,0.3033,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-05-25,0,-0.845112286064528,0.0,0.0005659,0.0,0.3318,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-05-26,-1,-1.1242884329170661,172025677.3274802,0.0005634,-284387.51938469,0.3408,200000,193838.5332126047,-6161.4667873953,0.9691926660630235
2020-05-27,-1,-1.0509467477210965,172025677.3274802,0.0005584,-284387.51938469,0.3388,200000,192409.62978719792,-7590.370212802081,0.9620481489359896
2020-05-28,-2,-1.2226230041328916,0.0,0.0005685,0.0,0.3527,200000,196345.41373891238,-3654.586261087621,0.9817270686945619
2020-05-29,-1,-1.1797564717192066,175308405.12402892,0.00056,-281136.0448724404,0.3492,200000,196345.41373891238,-3654.586261087621,0.9817270686945619
2020-05-30,-1,-0.9320899463027286,175308405.12402892,0.0005828,-281136.0448724404,0.3579,200000,202788.32896613044,2788.3289661304443,1.0139416448306522
2020-05-31,0,1.0398543474101662,0.0,0.000627,0.0,0.3272,200000,178414.75760840875,-21585.24239159125,0.8920737880420437
2020-06-01,0,0.5009052584053628,0.0,0.000628,0.0,0.3423,200000,178414.75760840875,-21585.24239159125,0.8920737880420437
2020-06-02,0,0.6086670644176873,0.0,0.0006233,0.0,0.338,200000,178414.75760840875,-21585.24239159125,0.8920737880420437
2020-06-03,1,1.1722630999961314,-136821133.13528278,0.000652,263148.61004190077,0.339,200000,178414.75760840875,-21585.24239159125,0.8920737880420437
2020-06-04,2,1.2946424651299462,0.0,0.0006478,0.0,0.3347,200000,178971.64787242073,-21028.352127579274,0.8948582393621036
2020-06-05,1,1.0509253942514405,-140259912.12572157,0.000638,265694.25159207353,0.3368,200000,178971.64787242073,-21028.352127579274,0.8948582393621036
2020-06-06,1,1.0903069484483014,-140259912.12572157,0.0006376,265694.25159207353,0.3368,200000,178915.54390757042,-21084.45609242958,0.8945777195378521
2020-06-07,1,0.9827740738790883,-140259912.12572157,0.0006279,265694.25159207353,0.334,200000,176811.07885549314,-23188.921144506865,0.8840553942774657
2020-06-08,1,1.1312100198673887,-140259912.12572157,0.0006394,265694.25159207353,0.335,200000,178689.76209653102,-21310.23790346898,0.8934488104826551
2020-06-09,1,1.0183851594203448,-140259912.12572157,0.0006348,265694.25159207353,0.3333,200000,177592.88627304614,-22407.11372695386,0.8879644313652307
2020-06-10,0,-0.18359813059916225,0.0,0.0006364,0.0,0.3623,200000,171972.0285974217,-28027.97140257829,0.8598601429871086
2020-06-11,0,0.10451359370179897,0.0,0.0005783,0.0,0.3213,200000,171972.0285974217,-28027.97140257829,0.8598601429871086
2020-06-12,0,0.3191808019197275,0.0,0.0006051,0.0,0.33,200000,171972.0285974217,-28027.97140257829,0.8598601429871086
2020-06-13,0,0.018861921932589763,0.0,0.00061,0.0,0.3387,200000,171972.0285974217,-28027.97140257829,0.8598601429871086
2020-06-14,0,0.31229173868104937,0.0,0.0005931,0.0,0.3221,200000,171972.0285974217,-28027.97140257829,0.8598601429871086
2020-06-15,0,0.5723105082332961,0.0,0.0005923,0.0,0.3151,200000,171972.0285974217,-28027.97140257829,0.8598601429871086
2020-06-16,0,0.1892261811876579,0.0,0.0005834,0.0,0.316,200000,171972.0285974217,-28027.97140257829,0.8598601429871086
2020-06-17,0,-0.4410324538492719,0.0,0.0005821,0.0,0.324,200000,171972.0285974217,-28027.97140257829,0.8598601429871086
2020-06-18,0,-0.9756597568989791,0.0,0.0005773,0.0,0.3255,200000,171972.0285974217,-28027.97140257829,0.8598601429871086
2020-06-19,-2,-1.5322920557775115,0.0,0.0005653,0.0,0.3201,200000,171972.0285974217,-28027.97140257829,0.8598601429871086
2020-06-20,0,-0.8060624945517432,0.0,0.000576,0.0,0.3197,200000,171972.0285974217,-28027.97140257829,0.8598601429871086
2020-06-21,0,-0.838635994971363,0.0,0.0005715,0.0,0.318,200000,171972.0285974217,-28027.97140257829,0.8598601429871086
2020-06-22,0,-0.7198255067425426,0.0,0.0005875,0.0,0.3262,200000,171972.0285974217,-28027.97140257829,0.8598601429871086
2020-06-23,0,-0.645895763550086,0.0,0.0005815,0.0,0.3229,200000,171972.0285974217,-28027.97140257829,0.8598601429871086
2020-06-24,-1,-1.1033524512693387,152864025.41993043,0.0005625,-270907.4174502547,0.3174,200000,171972.0285974217,-28027.97140257829,0.8598601429871086
2020-06-25,-1,-0.3772258267359924,152864025.41993043,0.0005608,-270907.4174502547,0.3107,200000,169897.08005729114,-30102.91994270886,0.8494854002864557
2020-06-26,0,0.5058903299612981,0.0,0.0005526,0.0,0.2998,200000,168717.41190195453,-31282.588098045468,0.8435870595097726
2020-06-27,2,1.4561330118633382,0.0,0.0005318,0.0,0.2818,200000,168717.41190195453,-31282.588098045468,0.8435870595097726
2020-06-28,1,1.0014098457049156,-157679824.20743415,0.000535,293319.5617210614,0.2876,200000,168717.41190195453,-31282.588098045468,0.8435870595097726
2020-06-29,1,0.28727401552418574,-157679824.20743415,0.000542,293319.5617210614,0.297,200000,172578.37455158454,-27421.625448415463,0.8628918727579227
2020-06-30,0,0.0697026889390025,0.0,0.0005276,0.0,0.2899,200000,166875.9462108611,-33124.05378913891,0.8343797310543054
2020-07-01,0,0.5098897268963578,0.0,0.000549,0.0,0.2989,200000,166875.9462108611,-33124.05378913891,0.8343797310543054
2020-07-02,-2,-2.282412170790519,0.0,0.0005484,0.0,0.3184,200000,166875.9462108611,-33124.05378913891,0.8343797310543054
2020-07-03,-2,-3.215805807248824,0.0,0.0005451,0.0,0.3391,200000,166875.9462108611,-33124.05378913891,0.8343797310543054
2020-07-04,-2,-2.1454410940461934,0.0,0.000552,0.0,0.3358,200000,166875.9462108611,-33124.05378913891,0.8343797310543054
2020-07-05,-2,-2.1613618611191328,0.0,0.000558,0.0,0.3461,200000,166875.9462108611,-33124.05378913891,0.8343797310543054
2020-07-06,-2,-1.863781666492978,0.0,0.0005672,0.0,0.3522,200000,166875.9462108611,-33124.05378913891,0.8343797310543054
2020-07-07,-2,-2.904899719152901,0.0,0.0005556,0.0,0.3935,200000,166875.9462108611,-33124.05378913891,0.8343797310543054
2020-07-08,-2,-1.212580383668249,0.0,0.0006315,0.0,0.3962,200000,166875.9462108611,-33124.05378913891,0.8343797310543054
2020-07-09,2,2.1830422253155377,0.0,0.0008031,0.0,0.3891,200000,166875.9462108611,-33124.05378913891,0.8343797310543054
2020-07-10,0,0.45458261582934717,0.0,0.0007321,0.0,0.402,200000,166875.9462108611,-33124.05378913891,0.8343797310543054
2020-07-11,0,0.14131162027613778,0.0,0.0007172,0.0,0.4039,200000,166875.9462108611,-33124.05378913891,0.8343797310543054
2020-07-12,0,0.048756215162274595,0.0,0.0007,0.0,0.3976,200000,166875.9462108611,-33124.05378913891,0.8343797310543054
2020-07-13,0,-0.2715245888220612,0.0,0.000708,0.0,0.4138,200000,166875.9462108611,-33124.05378913891,0.8343797310543054
2020-07-14,0,0.05525587791161116,0.0,0.0007188,0.0,0.4093,200000,166875.9462108611,-33124.05378913891,0.8343797310543054
2020-07-15,0,-0.29550874617275646,0.0,0.0006824,0.0,0.401,200000,166875.9462108611,-33124.05378913891,0.8343797310543054
2020-07-16,1,1.159446204768033,-113521051.8441232,0.000735,217229.81803028,0.3841,200000,166875.9462108611,-33124.05378913891,0.8343797310543054
2020-07-17,1,0.7015445746672966,-113521051.8441232,0.0007209,217229.81803028,0.3909,200000,166752.46214246488,-33247.53785753512,0.8337623107123244
2020-07-18,1,0.45691216137376045,-113521051.8441232,0.0007007,217229.81803028,0.388,200000,163829.37042292574,-36170.62957707426,0.8191468521146287
2020-07-19,0,-0.12887423425151934,0.0,0.0007258,0.0,0.4223,200000,157533.37348513847,-42466.626514861535,0.7876668674256924
2020-07-20,0,0.2686233374877934,0.0,0.0007081,0.0,0.3998,200000,157533.37348513847,-42466.626514861535,0.7876668674256924
2020-07-21,0,0.7126398567432237,0.0,0.0007553,0.0,0.4123,200000,157533.37348513847,-42466.626514861535,0.7876668674256924
2020-07-22,0,0.9156971994305316,0.0,0.0007726,0.0,0.4131,200000,157533.37348513847,-42466.626514861535,0.7876668674256924
2020-07-23,1,1.1466832791594146,-100454899.55690503,0.0007841,192913.75641089698,0.4083,200000,157533.37348513847,-42466.626514861535,0.7876668674256924
2020-07-24,2,1.279182166247479,0.0,0.0007721,0.0,0.3938,200000,159125.1641584136,-40874.835841586406,0.795625820792068
2020-07-25,0,0.8701788609055877,0.0,0.0007637,0.0,0.399,200000,159125.1641584136,-40874.835841586406,0.795625820792068
2020-07-26,0,0.9501590599184524,0.0,0.0007493,0.0,0.3863,200000,159125.1641584136,-40874.835841586406,0.795625820792068
2020-07-27,1,1.0209536366098526,-110703467.48185168,0.0007187,215324.9853293824,0.3695,200000,159125.1641584136,-40874.835841586406,0.795625820792068
2020-07-28,2,1.65744372670995,0.0,0.000769,0.0,0.3794,200000,162561.83121798988,-37438.16878201012,0.8128091560899494
2020-07-29,2,1.5227633312992956,0.0,0.0007538,0.0,0.3768,200000,162561.83121798988,-37438.16878201012,0.8128091560899494
2020-07-30,2,1.733014301677661,0.0,0.0007611,0.0,0.3715,200000,162561.83121798988,-37438.16878201012,0.8128091560899494
