date,statusList,zscore,HOTUSDT_position,HOTUSDT_price,ICXUSDT_position,ICXUSDT_price,init,total_asset,pnl,return
2020-07-31,2,1.433566717049502,0.0,0.0007611,0.0,0.3738,200000,162561.83121798988,-37438.16878201012,0.8128091560899494
2020-08-01,2,1.9036660846823166,0.0,0.000811,0.0,0.3814,200000,162561.83121798988,-37438.16878201012,0.8128091560899494
2020-08-02,1,1.1023197014951582,-106458304.66142102,0.0007635,217212.49494653914,0.3742,200000,162561.83121798988,-37438.16878201012,0.8128091560899494
2020-08-03,1,1.0818431397103019,-106458304.66142102,0.0007699,217212.49494653914,0.3754,200000,163503.81936175883,-36496.180638241174,0.8175190968087941
2020-08-04,1,0.23509744696428878,-106458304.66142102,0.0007788,217212.49494653914,0.3971,200000,169164.80941358538,-30835.190586414625,0.8458240470679269
2020-08-05,1,0.24519486601082438,-106458304.66142102,0.0007661,217212.49494653914,0.3899,200000,166248.85898077025,-33751.14101922975,0.8312442949038512
2020-08-06,1,0.6234562435404591,-106458304.66142102,0.0007845,217212.49494653914,0.3898,200000,168185.97053704574,-31814.029462954262,0.8409298526852287
2020-08-07,2,2.4473203001917208,0.0,0.0008578,0.0,0.3783,200000,171710.27811828107,-28289.721881718928,0.8585513905914054
2020-08-08,2,1.4006518928605343,0.0,0.0008517,0.0,0.3963,200000,171710.27811828107,-28289.721881718928,0.8585513905914054
2020-08-09,0,-0.4659645795789525,0.0,0.0008322,0.0,0.4258,200000,171710.27811828107,-28289.721881718928,0.8585513905914054
2020-08-10,-2,-1.2155745596507292,0.0,0.0008578,0.0,0.4545,200000,171710.27811828107,-28289.721881718928,0.8585513905914054
2020-08-11,0,-0.692059752859994,0.0,0.0008198,0.0,0.4217,200000,171710.27811828107,-28289.721881718928,0.8585513905914054
2020-08-12,-1,-1.1231748253224432,100017636.36898944,0.0008584,-190281.77982965545,0.4512,200000,171710.27811828107,-28289.721881718928,0.8585513905914054
2020-08-13,-2,-2.325911409253576,0.0,0.0008484,0.0,0.4877,200000,179655.7394457534,-20344.260554246604,0.898278697228767
2020-08-14,-2,-2.9252489701717526,0.0,0.000847,0.0,0.5501,200000,179655.7394457534,-20344.260554246604,0.898278697228767
2020-08-15,-2,-1.7600407098306325,0.0,0.000855,0.0,0.5104,200000,179655.7394457534,-20344.260554246604,0.898278697228767
2020-08-16,-2,-1.4926803406308187,0.0,0.000907,0.0,0.5368,200000,179655.7394457534,-20344.260554246604,0.898278697228767
2020-08-17,-1,-1.077024561680123,101799489.71314223,0.0008824,-177420.24436673257,0.5063,200000,179655.7394457534,-20344.260554246604,0.898278697228767
2020-08-18,-1,-1.1674275694485197,101799489.71314223,0.0008437,-177420.24436673257,0.4951,200000,173728.9924569474,-26271.007543052605,0.868644962284737
2020-08-19,-1,-0.5428178149608277,101799489.71314223,0.0008226,-177420.24436673257,0.4547,200000,164413.2453515841,-35586.754648415896,0.8220662267579205
2020-08-20,-2,-1.6357748638788205,0.0,0.000845,0.0,0.5412,200000,189655.0068894239,-10344.993110576092,0.9482750344471196
2020-08-21,-2,-2.0940181563722553,0.0,0.0007758,0.0,0.5576,200000,189655.0068894239,-10344.993110576092,0.9482750344471196
2020-08-22,-2,-2.2718960207145695,0.0,0.0007962,0.0,0.6455,200000,189655.0068894239,-10344.993110576092,0.9482750344471196
2020-08-23,-2,-1.8484214530137975,0.0,0.0007745,0.0,0.6133,200000,189655.0068894239,-10344.993110576092,0.9482750344471196
2020-08-24,-2,-1.5716970416789997,0.0,0.0007816,0.0,0.6116,200000,189655.0068894239,-10344.993110576092,0.9482750344471196
2020-08-25,-2,-1.361279155014473,0.0,0.0007459,0.0,0.5779,200000,189655.0068894239,-10344.993110576092,0.9482750344471196
2020-08-26,-2,-1.6066134350760912,0.0,0.0007359,0.0,0.6398,200000,189655.0068894239,-10344.993110576092,0.9482750344471196
2020-08-27,-2,-1.2720868866395587,0.0,0.0007156,0.0,0.5815,200000,189655.0068894239,-10344.993110576092,0.9482750344471196
2020-08-28,-2,-1.3169587830602179,0.0,0.0007313,0.0,0.6149,200000,189655.0068894239,-10344.993110576092,0.9482750344471196
2020-08-29,-2,-1.2581175888956833,0.0,0.0007416,0.0,0.6333,200000,189655.0068894239,-10344.993110576092,0.9482750344471196
2020-08-30,-1,-1.0306084415290004,127799869.87157945,0.000742,-154115.8840317113,0.6153,200000,189655.0068894239,-10344.993110576092,0.9482750344471196
2020-08-31,-1,-0.9085183628069309,127799869.87157945,0.0007249,-154115.8840317113,0.5953,200000,184387.3114339857,-15612.688566014287,0.9219365571699285
2020-09-01,-1,-0.7080946045358518,127799869.87157945,0.00073,-154115.8840317113,0.5838,200000,183266.75810396604,-16733.241896033956,0.9163337905198302
2020-09-02,-1,-0.488450985850387,127799869.87157945,0.0007035,-154115.8840317113,0.5476,200000,174301.06655042124,-25698.933449578763,0.8715053327521062
2020-09-03,0,-0.039180953131713755,0.0,0.0006018,0.0,0.437,200000,180093.68652256526,-19906.31347743474,0.9004684326128263
2020-09-04,0,-0.2740919567407491,0.0,0.0006042,0.0,0.4613,200000,180093.68652256526,-19906.31347743474,0.9004684326128263
2020-09-05,0,-0.3418373819120721,0.0,0.0005336,0.0,0.417,200000,180093.68652256526,-19906.31347743474,0.9004684326128263
2020-09-06,0,-0.5355469744425737,0.0,0.0005402,0.0,0.4401,200000,180093.68652256526,-19906.31347743474,0.9004684326128263
2020-09-07,0,-0.07706846024917711,0.0,0.0005492,0.0,0.4261,200000,180093.68652256526,-19906.31347743474,0.9004684326128263
2020-09-08,0,0.48318340168552865,0.0,0.0005328,0.0,0.4036,200000,180093.68652256526,-19906.31347743474,0.9004684326128263
2020-09-09,0,0.8634769743837138,0.0,0.0005491,0.0,0.4165,200000,180093.68652256526,-19906.31347743474,0.9004684326128263
2020-09-10,0,-0.7393985471971414,0.0,0.0005535,0.0,0.4562,200000,180093.68652256526,-19906.31347743474,0.9004684326128263
2020-09-11,2,1.425136218025323,0.0,0.0006032,0.0,0.4483,200000,180093.68652256526,-19906.31347743474,0.9004684326128263
2020-09-12,-1,-1.0113687615846512,-153140889.90014052,0.000588,183022.03914894845,0.492,200000,180093.68652256526,-19906.31347743474,0.9004684326128263
2020-09-13,-2,-1.702003018723129,0.0,0.0005446,0.0,0.4792,200000,184397.3190431248,-15602.680956875207,0.921986595215624
2020-09-14,-2,-2.085694603393178,0.0,0.0005563,0.0,0.5144,200000,184397.3190431248,-15602.680956875207,0.921986595215624
2020-09-15,-2,-1.9967881044210962,0.0,0.0005457,0.0,0.5096,200000,184397.3190431248,-15602.680956875207,0.921986595215624
2020-09-16,-2,-1.3160122476521303,0.0,0.0005526,0.0,0.4953,200000,184397.3190431248,-15602.680956875207,0.921986595215624
2020-09-17,0,-0.49800622029644465,0.0,0.0005585,0.0,0.4707,200000,184397.3190431248,-15602.680956875207,0.921986595215624
2020-09-18,0,-0.8319898375379451,0.0,0.0005497,0.0,0.4754,200000,184397.3190431248,-15602.680956875207,0.921986595215624
2020-09-19,0,-0.9162929149015928,0.0,0.0005345,0.0,0.4672,200000,184397.3190431248,-15602.680956875207,0.921986595215624
2020-09-20,0,-0.8365104477444818,0.0,0.0005255,0.0,0.4585,200000,184397.3190431248,-15602.680956875207,0.921986595215624
2020-09-21,0,-0.4545673540109212,0.0,0.0004844,0.0,0.4115,200000,184397.3190431248,-15602.680956875207,0.921986595215624
2020-09-22,0,-0.5253160447650785,0.0,0.0004878,0.0,0.4187,200000,184397.3190431248,-15602.680956875207,0.921986595215624
2020-09-23,0,0.21069122855666664,0.0,0.0004541,0.0,0.3715,200000,184397.3190431248,-15602.680956875207,0.921986595215624
2020-09-24,0,-0.025913626833166108,0.0,0.0004884,0.0,0.4079,200000,184397.3190431248,-15602.680956875207,0.921986595215624
2020-09-25,0,-0.07008311141327998,0.0,0.0004914,0.0,0.4131,200000,184397.3190431248,-15602.680956875207,0.921986595215624
2020-09-26,0,-0.4650621835348791,0.0,0.0004925,0.0,0.4261,200000,184397.3190431248,-15602.680956875207,0.921986595215624
2020-09-27,0,-0.6113775509987355,0.0,0.0004732,0.0,0.4155,200000,184397.3190431248,-15602.680956875207,0.921986595215624
2020-09-28,0,0.10715593280324076,0.0,0.0004747,0.0,0.4009,200000,184397.3190431248,-15602.680956875207,0.921986595215624
2020-09-29,0,-0.7057598456450394,0.0,0.00048,0.0,0.4261,200000,184397.3190431248,-15602.680956875207,0.921986595215624
2020-09-30,0,-0.37902831885285676,0.0,0.0004804,0.0,0.4206,200000,184397.3190431248,-15602.680956875207,0.921986595215624
2020-10-01,-2,-1.5187611189139947,0.0,0.000472,0.0,0.4333,200000,184397.3190431248,-15602.680956875207,0.921986595215624
2020-10-02,1,1.0383060598369926,195750869.47253162,0.000471,-233532.57224306586,0.3948,200000,184397.3190431248,-15602.680956875207,0.921986595215624
2020-10-03,1,0.8177376139545435,195750869.47253162,0.0004625,-233532.57224306586,0.3896,200000,181519.06727694435,-18480.932723055652,0.9075953363847218
2020-10-04,1,0.5612576237004083,195750869.47253162,0.000465,-233532.57224306586,0.3942,200000,183082.6942829438,-16917.30571705621,0.915413471414719
2020-10-05,0,-0.2012971991075395,0.0,0.0004551,0.0,0.3936,200000,181565.11930520323,-18434.880694796768,0.9078255965260161
2020-10-06,2,1.7615599852033397,0.0,0.0004392,0.0,0.3583,200000,181565.11930520323,-18434.880694796768,0.9078255965260161
2020-10-07,2,1.3039429443775727,0.0,0.0004471,0.0,0.3683,200000,181565.11930520323,-18434.880694796768,0.9078255965260161
2020-10-08,2,1.3128044990017902,0.0,0.0004622,0.0,0.379,200000,181565.11930520323,-18434.880694796768,0.9078255965260161
2020-10-09,0,0.5759658719782738,0.0,0.0004761,0.0,0.3982,200000,181565.11930520323,-18434.880694796768,0.9078255965260161
2020-10-10,0,0.45036835776305867,0.0,0.0004691,0.0,0.3931,200000,181565.11930520323,-18434.880694796768,0.9078255965260161
2020-10-11,2,1.894187428933906,0.0,0.000497,0.0,0.3959,200000,181565.11930520323,-18434.880694796768,0.9078255965260161
2020-10-12,2,1.430327601866676,0.0,0.0005071,0.0,0.4075,200000,181565.11930520323,-18434.880694796768,0.9078255965260161
2020-10-13,0,0.1553595541341362,0.0,0.0004882,0.0,0.4102,200000,181565.11930520323,-18434.880694796768,0.9078255965260161
2020-10-14,1,1.0426130265041975,-189406550.49572632,0.0004793,232716.12318021434,0.3901,200000,181565.11930520323,-18434.880694796768,0.9078255965260161
2020-10-15,2,1.5990457914641243,0.0,0.00048,0.0,0.3808,200000,183861.96383612623,-16138.036163873767,0.9193098191806311
2020-10-16,2,1.2499371213726307,0.0,0.00046,0.0,0.3676,200000,183861.96383612623,-16138.036163873767,0.9193098191806311
2020-10-17,0,0.6887275937334837,0.0,0.0004688,0.0,0.3814,200000,183861.96383612623,-16138.036163873767,0.9193098191806311
2020-10-18,0,0.9150541526775315,0.0,0.0004786,0.0,0.385,200000,183861.96383612623,-16138.036163873767,0.9193098191806311
2020-10-19,2,1.4130886751788538,0.0,0.0004754,0.0,0.3738,200000,183861.96383612623,-16138.036163873767,0.9193098191806311
2020-10-20,2,2.8599391861645582,0.0,0.0004901,0.0,0.3544,200000,183861.96383612623,-16138.036163873767,0.9193098191806311
2020-10-21,2,2.577608363719351,0.0,0.0005182,0.0,0.3728,200000,183861.96383612623,-16138.036163873767,0.9193098191806311
2020-10-22,2,1.748123904207645,0.0,0.000518,0.0,0.3817,200000,183861.96383612623,-16138.036163873767,0.9193098191806311
2020-10-23,1,1.181477486575964,-184526258.36624473,0.0004982,245214.6756950203,0.3749,200000,183861.96383612623,-16138.036163873767,0.9193098191806311
2020-10-24,2,1.3108496191397863,0.0,0.0005028,0.0,0.3732,200000,185127.64957329253,-14872.350426707475,0.9256382478664626
2020-10-25,0,0.7594351551077876,0.0,0.0004882,0.0,0.3711,200000,185127.64957329253,-14872.350426707475,0.9256382478664626
2020-10-26,1,1.0086720127532862,-191564206.92600635,0.0004832,256338.47905468364,0.3611,200000,185127.64957329253,-14872.350426707475,0.9256382478664626
2020-10-27,2,1.4055194550219612,0.0,0.0004909,0.0,0.357,200000,187653.68173074696,-12346.318269253039,0.9382684086537348
2020-10-28,1,1.117919458740928,-202387491.0814786,0.0004636,276042.48562922474,0.3399,200000,187653.68173074696,-12346.318269253039,0.9382684086537348
2020-10-29,1,0.8288338512412167,-202387491.0814786,0.0004558,276042.48562922474,0.3376,200000,185440.16158336424,-14559.838416635757,0.9272008079168212
2020-10-30,2,1.4609296703482917,0.0,0.0004483,0.0,0.32,200000,190050.3985812219,-9949.601418778097,0.9502519929061095
2020-10-31,2,1.4743186257584635,0.0,0.0004499,0.0,0.3181,200000,190050.3985812219,-9949.601418778097,0.9502519929061095
2020-11-01,0,0.2668049275273979,0.0,0.0004513,0.0,0.3377,200000,190050.3985812219,-9949.601418778097,0.9502519929061095
2020-11-02,0,0.7360091349005734,0.0,0.0004395,0.0,0.3204,200000,190050.3985812219,-9949.601418778097,0.9502519929061095
2020-11-03,1,1.0098544088878072,-216064573.1937493,0.0004398,300998.41397089313,0.3157,200000,190050.3985812219,-9949.601418778097,0.9502519929061095
2020-11-04,1,1.1810670421462237,-216064573.1937493,0.0004403,300998.41397089313,0.3124,200000,189165.13610171486,-10834.86389828514,0.9458256805085743
2020-11-05,1,0.6539498255795988,-216064573.1937493,0.0004374,300998.41397089313,0.316,200000,189622.14312974818,-10377.856870251824,0.9481107156487408
2020-11-06,0,-1.1099061544645756,0.0,0.0004699,0.0,0.3604,200000,183099.31312985483,-16900.686870145175,0.9154965656492742
2020-11-07,0,0.10317550272287083,0.0,0.0004578,0.0,0.3357,200000,183099.31312985483,-16900.686870145175,0.9154965656492742
2020-11-08,0,-0.864840818147929,0.0,0.0004693,0.0,0.3512,200000,183099.31312985483,-16900.686870145175,0.9154965656492742
2020-11-09,0,0.16829367964806546,0.0,0.0004703,0.0,0.3439,200000,183099.31312985483,-16900.686870145175,0.9154965656492742
2020-11-10,-1,-1.1594498602284242,193428389.10823455,0.0004733,-255868.24081869036,0.3578,200000,183099.31312985483,-16900.686870145175,0.9154965656492742
2020-11-11,-1,-0.9712999104909438,193428389.10823455,0.0004792,-255868.24081869036,0.3613,200000,185136.07946845883,-14863.920531541167,0.9256803973422941
2020-11-12,-2,-1.9778613128325488,0.0,0.0004691,0.0,0.365,200000,185753.96369800396,-14246.036301996035,0.9287698184900198
2020-11-13,-2,-1.7907359632566655,0.0,0.0004794,0.0,0.3739,200000,185753.96369800396,-14246.036301996035,0.9287698184900198
2020-11-14,0,0.40464015750675597,0.0,0.0004826,0.0,0.3522,200000,185753.96369800396,-14246.036301996035,0.9287698184900198
2020-11-15,2,1.2670672226375763,0.0,0.0004804,0.0,0.341,200000,185753.96369800396,-14246.036301996035,0.9287698184900198
2020-11-16,1,1.190322094044152,-186762481.09592193,0.0004973,263182.15315670724,0.3529,200000,185753.96369800396,-14246.036301996035,0.9287698184900198
2020-11-17,1,0.525257987773385,-186762481.09592193,0.0005021,263182.15315670724,0.3631,200000,189334.8815694628,-10665.1184305372,0.946674407847314
2020-11-18,1,1.100414499861815,-186762481.09592193,0.0004903,263182.15315670724,0.3474,200000,182999.1244879706,-17000.875512029394,0.914995622439853
2020-11-19,2,1.4793671674794204,0.0,0.0004952,0.0,0.3458,200000,187230.35577511517,-12769.644224884833,0.9361517788755759
2020-11-20,0,0.39054948615848173,0.0,0.0004999,0.0,0.362,200000,187230.35577511517,-12769.644224884833,0.9361517788755759
2020-11-21,0,-0.4049782136148999,0.0,0.0005471,0.0,0.4062,200000,187230.35577511517,-12769.644224884833,0.9361517788755759
2020-11-22,2,1.4031502180154438,0.0,0.0005564,0.0,0.3886,200000,187230.35577511517,-12769.644224884833,0.9361517788755759
2020-11-23,0,-0.6844696218684005,0.0,0.000583,0.0,0.4374,200000,187230.35577511517,-12769.644224884833,0.9361517788755759
2020-11-24,0,0.9103262905739642,0.0,0.0006555,0.0,0.4662,200000,187230.35577511517,-12769.644224884833,0.9361517788755759
2020-11-25,0,-0.6061477403485181,0.0,0.0006298,0.0,0.4722,200000,187230.35577511517,-12769.644224884833,0.9361517788755759
2020-11-26,0,0.5014917452618699,0.0,0.0005607,0.0,0.4039,200000,187230.35577511517,-12769.644224884833,0.9361517788755759
2020-11-27,2,1.2110670335543634,0.0,0.0005652,0.0,0.3966,200000,187230.35577511517,-12769.644224884833,0.9361517788755759
2020-11-28,1,1.1722716683185532,-160602466.78256577,0.0005829,229561.49555556054,0.4078,200000,187230.3557751152,-12769.644224884803,0.936151778875576
2020-11-29,1,0.6231557880744931,-160602466.78256577,0.0005733,229561.49555556054,0.4079,200000,185711.52824355807,-14288.471756441926,0.9285576412177904
2020-11-30,2,1.322493905627419,0.0,0.0006355,0.0,0.4394,200000,188423.90226832242,-11576.097731677582,0.9421195113416121
2020-12-01,0,0.5440914506643894,0.0,0.00059,0.0,0.4179,200000,188423.90226832242,-11576.097731677582,0.9421195113416121
2020-12-02,0,-0.5522766435101122,0.0,0.0005979,0.0,0.4373,200000,188423.90226832242,-11576.097731677582,0.9421195113416121
2020-12-03,0,0.894821538248379,0.0,0.0006283,0.0,0.4402,200000,188423.90226832242,-11576.097731677582,0.9421195113416121
2020-12-04,2,1.5603300894862002,0.0,0.0005814,0.0,0.3991,200000,188423.90226832242,-11576.097731677582,0.9421195113416121
2020-12-05,0,0.28979598829431286,0.0,0.0005969,0.0,0.4227,200000,188423.90226832242,-11576.097731677582,0.9421195113416121
2020-12-06,1,1.0072855289796863,-158259618.9050247,0.0005953,227895.38252095116,0.4134,200000,188423.90226832242,-11576.097731677582,0.9421195113416121
2020-12-07,0,0.1713667813112575,0.0,0.0005953,0.0,0.4219,200000,186486.79151689433,-13513.20848310567,0.9324339575844717
2020-12-08,0,0.7619307111443226,0.0,0.0005569,0.0,0.3884,200000,186486.79151689433,-13513.20848310567,0.9324339575844717
2020-12-09,0,0.7636555108771816,0.0,0.0005567,0.0,0.3882,200000,186486.79151689433,-13513.20848310567,0.9324339575844717
2020-12-10,0,0.6744183496708295,0.0,0.0005434,0.0,0.3791,200000,186486.79151689433,-13513.20848310567,0.9324339575844717
2020-12-11,2,1.6699901233200312,0.0,0.0005316,0.0,0.3601,200000,186486.79151689433,-13513.20848310567,0.9324339575844717
2020-12-12,0,-0.1966511952898019,0.0,0.0005399,0.0,0.3838,200000,186486.79151689433,-13513.20848310567,0.9324339575844717
2020-12-13,0,-0.07633183333957003,0.0,0.000548,0.0,0.3871,200000,186486.79151689433,-13513.20848310567,0.9324339575844717
2020-12-14,0,0.6418516499861774,0.0,0.0005834,0.0,0.4052,200000,186486.79151689433,-13513.20848310567,0.9324339575844717
2020-12-15,2,1.2088516675849634,0.0,0.0005825,0.0,0.4001,200000,186486.79151689433,-13513.20848310567,0.9324339575844717
2020-12-16,1,1.1856901531324173,-150441103.19207352,0.0006198,219344.61481638948,0.4251,200000,186486.79151689433,-13513.20848310567,0.9324339575844717
2020-12-17,2,1.9909660457892104,0.0,0.0006077,0.0,0.4087,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2020-12-18,0,-0.5910495687257306,0.0,0.0006137,0.0,0.4336,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2020-12-19,0,-0.8496080782707045,0.0,0.000611,0.0,0.4338,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2020-12-20,-2,-1.2291970227371822,0.0,0.0005963,0.0,0.4277,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2020-12-21,2,2.6620461682389487,0.0,0.0006134,0.0,0.4005,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2020-12-22,2,3.1733166597914284,0.0,0.000635,0.0,0.3964,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2020-12-23,2,1.5473355196341687,0.0,0.000541,0.0,0.3529,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2020-12-24,0,0.8985844709482338,0.0,0.0005681,0.0,0.3781,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2020-12-25,0,-0.6070279087589947,0.0,0.000574,0.0,0.4034,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2020-12-26,-2,-1.366065477811053,0.0,0.0005732,0.0,0.4167,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2020-12-27,0,-0.4169066371088235,0.0,0.0005739,0.0,0.4014,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2020-12-28,-2,-2.5101816419456746,0.0,0.0005725,0.0,0.4496,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2020-12-29,-2,-2.49549084277771,0.0,0.0005719,0.0,0.4673,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2020-12-30,-2,-1.927048911709396,0.0,0.0005874,0.0,0.4728,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2020-12-31,-2,-1.580617885263671,0.0,0.0005849,0.0,0.4665,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2021-01-01,0,-0.42322591755046524,0.0,0.0006155,0.0,0.4497,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2021-01-02,2,2.953210122497118,0.0,0.0008032,0.0,0.434,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2021-01-03,0,0.7318276907352349,0.0,0.0007508,0.0,0.4864,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2021-01-04,0,-0.249471854151153,0.0,0.0007322,0.0,0.523,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2021-01-05,0,-0.5487377788782838,0.0,0.0007393,0.0,0.5472,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2021-01-06,-2,-1.2825653982619505,0.0,0.000765,0.0,0.6253,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2021-01-07,0,-0.15745771272779607,0.0,0.0007992,0.0,0.574,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2021-01-08,0,-0.7376375763021684,0.0,0.0008147,0.0,0.628,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2021-01-09,0,0.3581715179584273,0.0,0.0010065,0.0,0.6849,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2021-01-10,0,0.7810607143610269,0.0,0.0009735,0.0,0.6342,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2021-01-11,0,0.38829048417942036,0.0,0.0008877,0.0,0.6058,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2021-01-12,0,0.4647194037459313,0.0,0.0008387,0.0,0.5695,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2021-01-13,0,-0.7155702074562306,0.0,0.0008084,0.0,0.6271,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2021-01-14,0,-0.6897084534632455,0.0,0.0007747,0.0,0.603,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2021-01-15,-2,-1.2764738574668903,0.0,0.0007204,0.0,0.6112,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2021-01-16,-2,-1.6408431430957617,0.0,0.0007155,0.0,0.66,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2021-01-17,-2,-1.5779609309031288,0.0,0.0007062,0.0,0.6625,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2021-01-18,-2,-1.8307255912851246,0.0,0.0007288,0.0,0.7455,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2021-01-19,-2,-1.5054131527055348,0.0,0.0007036,0.0,0.6956,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2021-01-20,-2,-1.872876085880672,0.0,0.0007018,0.0,0.8043,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2021-01-21,-2,-1.665510476258306,0.0,0.0006025,0.0,0.6985,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2021-01-22,-2,-1.427571920130427,0.0,0.000645,0.0,0.7073,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2021-01-23,-1,-1.1510001657037172,136087686.75094625,0.0006917,-129142.34178300112,0.7289,200000,188263.70585125903,-11736.29414874097,0.9413185292562951
2021-01-24,-1,-1.1869574328437094,136087686.75094625,0.0006926,-129142.34178300112,0.7598,200000,192376.68313042965,-7623.31686957035,0.9618834156521483
2021-01-25,-2,-1.418883539554861,0.0,0.0006618,0.0,0.8088,200000,202651.2007935741,2651.2007935740985,1.0132560039678704
2021-01-26,-2,-1.5050680958345117,0.0,0.000671,0.0,0.8941,200000,202651.2007935741,2651.2007935740985,1.0132560039678704
2021-01-27,-2,-1.2376181554226855,0.0,0.0006255,0.0,0.7986,200000,202651.2007935741,2651.2007935740985,1.0132560039678704
2021-01-28,0,-0.6376541121274236,0.0,0.0007498,0.0,0.8163,200000,202651.2007935741,2651.2007935740985,1.0132560039678704
2021-01-29,0,-0.21771196302735676,0.0,0.0008071,0.0,0.8025,200000,202651.2007935741,2651.2007935740985,1.0132560039678704
2021-01-30,0,-0.07723114918759566,0.0,0.0007772,0.0,0.7655,200000,202651.2007935741,2651.2007935740985,1.0132560039678704
2021-01-31,0,0.1906017812764526,0.0,0.0007528,0.0,0.7202,200000,202651.2007935741,2651.2007935740985,1.0132560039678704
2021-02-01,0,-0.004596985347662027,0.0,0.0007557,0.0,0.7669,200000,202651.2007935741,2651.2007935740985,1.0132560039678704
2021-02-02,0,0.2657447185459825,0.0,0.0007934,0.0,0.7886,200000,202651.2007935741,2651.2007935740985,1.0132560039678704
2021-02-03,0,0.39420326626585106,0.0,0.0008064,0.0,0.8069,200000,202651.2007935741,2651.2007935740985,1.0132560039678704
2021-02-04,0,0.8026299133697049,0.0,0.000781,0.0,0.7617,200000,202651.2007935741,2651.2007935740985,1.0132560039678704
2021-02-05,0,0.4518790230481179,0.0,0.0008201,0.0,0.8324,200000,202651.2007935741,2651.2007935740985,1.0132560039678704
2021-02-06,0,0.2203355896341411,0.0,0.0007917,0.0,0.8262,200000,202651.2007935741,2651.2007935740985,1.0132560039678704
2021-02-07,0,0.36284422674165384,0.0,0.0008,0.0,0.8249,200000,202651.2007935741,2651.2007935740985,1.0132560039678704
2021-02-08,2,3.118859379607829,0.0,0.001128,0.0,0.8455,200000,202651.2007935741,2651.2007935740985,1.0132560039678704
2021-02-09,2,2.137495948750509,0.0,0.001196,0.0,0.9404,200000,202651.2007935741,2651.2007935740985,1.0132560039678704
2021-02-10,0,-0.4532890544959686,0.0,0.0011239,0.0,1.227,200000,202651.2007935741,2651.2007935740985,1.0132560039678704
2021-02-11,0,-0.0693817927169929,0.0,0.001292,0.0,1.3298,200000,202651.2007935741,2651.2007935740985,1.0132560039678704
2021-02-12,0,0.014665864390298846,0.0,0.0014056,0.0,1.4273,200000,202651.2007935741,2651.2007935740985,1.0132560039678704
2021-02-13,0,-0.8566443775180025,0.0,0.0013934,0.0,1.6156,200000,202651.2007935741,2651.2007935740985,1.0132560039678704
2021-02-14,0,-0.8111524514648113,0.0,0.0012804,0.0,1.4652,200000,202651.2007935741,2651.2007935740985,1.0132560039678704
2021-02-15,-2,-1.8341862802228162,0.0,0.0012961,0.0,1.7707,200000,202651.2007935741,2651.2007935740985,1.0132560039678704
2021-02-16,-2,-1.663938305591494,0.0,0.0012916,0.0,1.725,200000,202651.2007935741,2651.2007935740985,1.0132560039678704
2021-02-17,-2,-1.290916571949,0.0,0.0015463,0.0,1.9668,200000,202651.2007935741,2651.2007935740985,1.0132560039678704
2021-02-18,-2,-1.8278174026717087,0.0,0.0014987,0.0,2.2613,200000,202651.2007935741,2651.2007935740985,1.0132560039678704
2021-02-19,0,-0.8289569204484141,0.0,0.0018465,0.0,2.2766,200000,202651.2007935741,2651.2007935740985,1.0132560039678704
2021-02-20,0,0.9813444434755882,0.0,0.0022773,0.0,2.0461,200000,202651.2007935741,2651.2007935740985,1.0132560039678704
