date,statusList,zscore,ZRXUSDT_position,ZRXUSDT_price,IOTAUSDT_position,IOTAUSDT_price,init,total_asset,pnl,return
2020-08-02,-1,-1.0491301542246156,229610.92457378068,0.3795,-302140.5890282586,0.2884,200000,174274.69175149954,-25725.308248500456,0.8713734587574977
2020-08-03,-2,-1.2316103732101935,0.0,0.3813,0.0,0.3007,200000,177577.7213323143,-22422.278667685692,0.8878886066615715
2020-08-04,0,-0.952975994373888,0.0,0.3976,0.0,0.307,200000,177577.7213323143,-22422.278667685692,0.8878886066615715
2020-08-05,0,-0.8210598035317263,0.0,0.3974,0.0,0.3051,200000,177577.7213323143,-22422.278667685692,0.8878886066615715
2020-08-06,0,-0.7026074963964325,0.0,0.4131,0.0,0.3157,200000,177577.7213323143,-22422.278667685692,0.8878886066615715
2020-08-07,-2,-1.2682301200310062,0.0,0.3928,0.0,0.319,200000,177577.7213323143,-22422.278667685692,0.8878886066615715
2020-08-08,0,-0.9146848853903328,0.0,0.4209,0.0,0.3304,200000,177577.7213323143,-22422.278667685692,0.8878886066615715
2020-08-09,-1,-1.0547737033044227,202621.7724010889,0.4382,-255140.4042130953,0.348,200000,177577.7213323143,-22422.278667685692,0.8878886066615715
2020-08-10,-1,-1.048054477756869,202621.7724010889,0.4804,-255140.4042130953,0.3826,200000,194956.21811341337,-5043.781886586628,0.9747810905670669
2020-08-11,-2,-1.6057508564331433,0.0,0.4428,0.0,0.3681,200000,181773.9833039525,-18226.016696047504,0.9088699165197625
2020-08-12,-2,-1.4743680287218295,0.0,0.4617,0.0,0.3849,200000,181773.9833039525,-18226.016696047504,0.9088699165197625
2020-08-13,-2,-1.4598803793210309,0.0,0.4498,0.0,0.3771,200000,181773.9833039525,-18226.016696047504,0.9088699165197625
2020-08-14,0,0.5247515422730913,0.0,0.5391,0.0,0.4074,200000,181773.9833039525,-18226.016696047504,0.9088699165197625
2020-08-15,-2,-1.6008872737294149,0.0,0.4969,0.0,0.4193,200000,181773.9833039525,-18226.016696047504,0.9088699165197625
2020-08-16,2,2.3695233914349845,0.0,0.6092,0.0,0.4232,200000,181773.9833039525,-18226.016696047504,0.9088699165197625
2020-08-17,2,1.3488117508968789,0.0,0.5619,0.0,0.4119,200000,181773.9833039525,-18226.016696047504,0.9088699165197625
2020-08-18,2,2.1073756341012095,0.0,0.5647,0.0,0.3945,200000,181773.9833039525,-18226.016696047504,0.9088699165197625
2020-08-19,2,1.2535383390020682,0.0,0.5133,0.0,0.3719,200000,181773.9833039525,-18226.016696047504,0.9088699165197625
2020-08-20,2,2.538965691515955,0.0,0.6111,0.0,0.3987,200000,181773.9833039525,-18226.016696047504,0.9088699165197625
2020-08-21,2,3.4504984705148165,0.0,0.694,0.0,0.3715,200000,181773.9833039525,-18226.016696047504,0.9088699165197625
2020-08-22,2,2.3851760836246787,0.0,0.7281,0.0,0.4036,200000,181773.9833039525,-18226.016696047504,0.9088699165197625
2020-08-23,2,2.2288457808595776,0.0,0.7223,0.0,0.3852,200000,181773.9833039525,-18226.016696047504,0.9088699165197625
2020-08-24,2,1.8432856161600462,0.0,0.7305,0.0,0.3925,200000,181773.9833039525,-18226.016696047504,0.9088699165197625
2020-08-25,2,1.3843103971512363,0.0,0.6484,0.0,0.3619,200000,181773.9833039525,-18226.016696047504,0.9088699165197625
2020-08-26,2,1.4242411023046953,0.0,0.6591,0.0,0.3566,200000,181773.9833039525,-18226.016696047504,0.9088699165197625
2020-08-27,1,1.0699145129307692,-150102.38092811932,0.6055,267787.2470594468,0.3394,200000,181773.9833039525,-18226.016696047504,0.9088699165197625
2020-08-28,1,1.1108575450984977,-150102.38092811932,0.6387,267787.2470594468,0.3494,200000,189435.25482136052,-10564.745178639481,0.9471762741068026
2020-08-29,1,0.7736503657845678,-150102.38092811932,0.6443,267787.2470594468,0.3665,200000,194854.99007927455,-5145.009920725453,0.9742749503963727
2020-08-30,1,0.6449583536972414,-150102.38092811932,0.6364,267787.2470594468,0.365,200000,193267.50039935322,-6732.4996006467845,0.966337501996766
2020-08-31,1,0.38829048697440904,-150102.38092811932,0.6121,267787.2470594468,0.3613,200000,188629.19972867996,-11370.80027132004,0.9431459986433998
2020-09-01,0,0.1257952868915003,0.0,0.601,0.0,0.3648,200000,174296.72651446602,-25703.27348553398,0.8714836325723301
2020-09-02,0,0.04855009204688472,0.0,0.5582,0.0,0.3381,200000,174296.72651446602,-25703.27348553398,0.8714836325723301
2020-09-03,0,-0.14570781952655032,0.0,0.4443,0.0,0.2732,200000,174296.72651446602,-25703.27348553398,0.8714836325723301
2020-09-04,0,0.5527568722505654,0.0,0.5141,0.0,0.2889,200000,174296.72651446602,-25703.27348553398,0.8714836325723301
2020-09-05,0,-0.4347602288058409,0.0,0.4299,0.0,0.2646,200000,174296.72651446602,-25703.27348553398,0.8714836325723301
2020-09-06,0,-0.6895494947884917,0.0,0.4605,0.0,0.2863,200000,174296.72651446602,-25703.27348553398,0.8714836325723301
2020-09-07,0,-0.7687846278434156,0.0,0.4598,0.0,0.2844,200000,174296.72651446602,-25703.27348553398,0.8714836325723301
2020-09-08,-2,-1.4715329905697612,0.0,0.433,0.0,0.2767,200000,174296.72651446602,-25703.27348553398,0.8714836325723301
2020-09-09,-1,-1.1552877253603258,189576.60051606048,0.4597,-305248.2075559826,0.2855,200000,174296.72651446605,-25703.27348553395,0.8714836325723303
2020-09-10,-2,-1.3769632749007537,0.0,0.4707,0.0,0.2994,200000,176454.33399381753,-23545.666006182466,0.8822716699690877
2020-09-11,0,0.8345672510902813,0.0,0.5277,0.0,0.2931,200000,176454.33399381753,-23545.666006182466,0.8822716699690877
2020-09-12,0,0.2207336094698341,0.0,0.5162,0.0,0.2987,200000,176454.33399381753,-23545.666006182466,0.8822716699690877
2020-09-13,0,0.49533735890913816,0.0,0.4905,0.0,0.281,200000,176454.33399381753,-23545.666006182466,0.8822716699690877
2020-09-14,0,-0.38412631578856493,0.0,0.4729,0.0,0.2847,200000,176454.33399381753,-23545.666006182466,0.8822716699690877
2020-09-15,0,-0.5552683692542192,0.0,0.4486,0.0,0.2736,200000,176454.33399381753,-23545.666006182466,0.8822716699690877
2020-09-16,-1,-1.158941431617824,205993.85243266114,0.4283,-325801.9460742569,0.2708,200000,176454.33399381753,-23545.666006182466,0.8822716699690877
2020-09-17,-2,-1.2604876939367127,0.0,0.4407,0.0,0.2812,200000,177288.3504628248,-22711.649537175195,0.886441752314124
2020-09-18,-2,-1.6375285179575947,0.0,0.4167,0.0,0.2735,200000,177288.3504628248,-22711.649537175195,0.886441752314124
2020-09-19,0,-0.843201067669668,0.0,0.429,0.0,0.2719,200000,177288.3504628248,-22711.649537175195,0.886441752314124
2020-09-20,-2,-1.5900619200325639,0.0,0.3953,0.0,0.2627,200000,177288.3504628248,-22711.649537175195,0.886441752314124
2020-09-21,-1,-1.1334010806572608,241274.29295430702,0.3674,-369658.77911347954,0.2398,200000,177288.3504628248,-22711.649537175195,0.886441752314124
2020-09-22,-1,-0.7143405503251874,241274.29295430702,0.3804,-369658.77911347954,0.2436,200000,181829.61963186204,-18170.380368137965,0.9091480981593102
2020-09-23,-2,-1.6384469000783923,0.0,0.3407,0.0,0.2326,200000,181068.83087508776,-18931.169124912238,0.9053441543754388
2020-09-24,0,-0.6351843336717161,0.0,0.3825,0.0,0.2469,200000,181068.83087508776,-18931.169124912238,0.9053441543754388
2020-09-25,0,-0.15346342678415886,0.0,0.406,0.0,0.2558,200000,181068.83087508776,-18931.169124912238,0.9053441543754388
2020-09-26,-2,-1.2254720649612347,0.0,0.3914,0.0,0.263,200000,181068.83087508776,-18931.169124912238,0.9053441543754388
2020-09-27,0,-0.7657190195634932,0.0,0.3953,0.0,0.2597,200000,181068.83087508776,-18931.169124912238,0.9053441543754388
2020-09-28,0,-0.5614759186915826,0.0,0.4132,0.0,0.2686,200000,181068.83087508776,-18931.169124912238,0.9053441543754388
2020-09-29,-1,-1.0288378502072888,221898.07705280365,0.408,-330297.0282289087,0.2741,200000,181068.83087508776,-18931.169124912238,0.9053441543754388
2020-09-30,-2,-1.3717586161938795,0.0,0.4091,0.0,0.2833,200000,183863.4756500356,-16136.524349964398,0.919317378250178
2020-10-01,-1,-1.115092315096054,230463.11813742243,0.3989,-337984.330239036,0.272,200000,183863.4756500356,-16136.524349964398,0.919317378250178
2020-10-02,-2,-1.2546905955597663,0.0,0.3897,0.0,0.2688,200000,184902.18648013496,-15097.813519865042,0.9245109324006748
2020-10-03,-2,-1.7492407678894224,0.0,0.3762,0.0,0.2659,200000,184902.18648013496,-15097.813519865042,0.9245109324006748
2020-10-04,-2,-2.1878846459016836,0.0,0.3764,0.0,0.275,200000,184902.18648013496,-15097.813519865042,0.9245109324006748
2020-10-05,-2,-1.7337022257269286,0.0,0.3766,0.0,0.2712,200000,184902.18648013496,-15097.813519865042,0.9245109324006748
2020-10-06,-2,-1.5413647211784864,0.0,0.3518,0.0,0.2533,200000,184902.18648013496,-15097.813519865042,0.9245109324006748
2020-10-07,-2,-1.4152255008113173,0.0,0.3568,0.0,0.2574,200000,184902.18648013496,-15097.813519865042,0.9245109324006748
2020-10-08,-1,-1.1057140869519022,251636.07305407588,0.3674,-352060.5226202113,0.2626,200000,184902.18648013496,-15097.813519865042,0.9245109324006748
2020-10-09,-1,-0.39374969249488445,251636.07305407588,0.3896,-352060.5226202113,0.2699,200000,193058.549117063,-6941.4508829370025,0.965292745585315
2020-10-10,-1,-0.2867537548774396,251636.07305407588,0.3951,-352060.5226202113,0.2729,200000,195498.72908672102,-4501.270913278975,0.9774936454336052
2020-10-11,-1,-1.150279112790182,251636.07305407588,0.3905,-352060.5226202113,0.2823,200000,197650.57206330227,-2349.427936697728,0.9882528603165114
2020-10-12,-1,-1.1807606693127837,251636.07305407588,0.3954,-352060.5226202113,0.2877,200000,200784.7156434164,784.7156434163917,1.003923578217082
2020-10-13,0,0.33582896970777787,0.0,0.4182,0.0,0.2842,200000,179723.58125758445,-20276.418742415553,0.8986179062879223
2020-10-14,0,-0.4822980218380413,0.0,0.3867,0.0,0.2734,200000,179723.58125758445,-20276.418742415553,0.8986179062879223
2020-10-15,0,0.009441127092441675,0.0,0.3974,0.0,0.2767,200000,179723.58125758445,-20276.418742415553,0.8986179062879223
2020-10-16,0,0.8578106125878415,0.0,0.3898,0.0,0.2639,200000,179723.58125758445,-20276.418742415553,0.8986179062879223
2020-10-17,0,-0.11526745046707278,0.0,0.3841,0.0,0.2695,200000,179723.58125758445,-20276.418742415553,0.8986179062879223
2020-10-18,0,0.04607538731602726,0.0,0.3887,0.0,0.2725,200000,179723.58125758445,-20276.418742415553,0.8986179062879223
2020-10-19,0,-0.4211900724627713,0.0,0.3895,0.0,0.2769,200000,179723.58125758445,-20276.418742415553,0.8986179062879223
2020-10-20,-1,-1.0658581993297902,246873.05117800063,0.364,-341031.4634868775,0.2635,200000,179723.58125758445,-20276.418742415553,0.8986179062879223
2020-10-21,-2,-2.0647728080295966,0.0,0.3752,0.0,0.2809,200000,182892.55054906252,-17107.449450937478,0.9144627527453126
2020-10-22,-2,-1.5467115446882052,0.0,0.381,0.0,0.2828,200000,182892.55054906252,-17107.449450937478,0.9144627527453126
2020-10-23,-1,-1.0838325935361472,243402.38295057564,0.3757,-331207.0817621559,0.2761,200000,182892.55054906252,-17107.449450937478,0.9144627527453126
2020-10-24,-2,-1.9654442393848877,0.0,0.3789,0.0,0.288,200000,186055.02719659032,-13944.972803409677,0.9302751359829516
2020-10-25,-2,-1.5553743141954783,0.0,0.3687,0.0,0.2782,200000,186055.02719659032,-13944.972803409677,0.9302751359829516
2020-10-26,-2,-1.7445304968609558,0.0,0.3572,0.0,0.2738,200000,186055.02719659032,-13944.972803409677,0.9302751359829516
2020-10-27,-2,-1.6110594779193133,0.0,0.3609,0.0,0.2775,200000,186055.02719659032,-13944.972803409677,0.9302751359829516
2020-10-28,-2,-2.0850955341332935,0.0,0.3366,0.0,0.2692,200000,186055.02719659032,-13944.972803409677,0.9302751359829516
2020-10-29,-1,-1.191586603955223,276127.97149983724,0.3369,-358487.5283171297,0.2595,200000,186055.02719659032,-13944.972803409677,0.9302751359829516
2020-10-30,-2,-1.4856964392673133,0.0,0.326,0.0,0.2571,200000,188204.45201797743,-11795.547982022574,0.9410222600898871
2020-10-31,-2,-1.332207874231729,0.0,0.3219,0.0,0.2539,200000,188204.45201797743,-11795.547982022574,0.9410222600898871
2020-11-01,0,-0.290424329640231,0.0,0.338,0.0,0.2527,200000,188204.45201797743,-11795.547982022574,0.9410222600898871
2020-11-02,0,-0.2865006520467678,0.0,0.3287,0.0,0.2467,200000,188204.45201797743,-11795.547982022574,0.9410222600898871
2020-11-03,0,-0.3216338564198226,0.0,0.3256,0.0,0.2455,200000,188204.45201797743,-11795.547982022574,0.9410222600898871
2020-11-04,0,0.06625068665304926,0.0,0.3174,0.0,0.2359,200000,188204.45201797743,-11795.547982022574,0.9410222600898871
2020-11-05,1,1.122614695549954,-270875.7225359491,0.3474,377617.27932981023,0.2492,200000,188204.45201797743,-11795.547982022574,0.9410222600898871
2020-11-06,2,1.4839006462487243,0.0,0.3769,0.0,0.2674,200000,189322.65134898538,-10677.348651014618,0.9466132567449269
2020-11-07,0,0.5117612097123084,0.0,0.3489,0.0,0.2573,200000,189322.65134898538,-10677.348651014618,0.9466132567449269
2020-11-08,1,1.0855951134571526,-258073.40696426577,0.3668,355602.27526105446,0.2662,200000,189322.65134898538,-10677.348651014618,0.9466132567449269
2020-11-09,2,1.7059622152731495,0.0,0.3543,0.0,0.2514,200000,191359.64743579563,-8640.352564204368,0.9567982371789782
2020-11-10,2,2.9429106305986874,0.0,0.3879,0.0,0.2544,200000,191359.64743579563,-8640.352564204368,0.9567982371789782
2020-11-11,2,1.575203859588863,0.0,0.3651,0.0,0.2513,200000,191359.64743579563,-8640.352564204368,0.9567982371789782
2020-11-12,2,1.4022053365880252,0.0,0.3605,0.0,0.2484,200000,191359.64743579563,-8640.352564204368,0.9567982371789782
2020-11-13,2,1.8510195118073156,0.0,0.3864,0.0,0.2566,200000,191359.64743579563,-8640.352564204368,0.9567982371789782
2020-11-14,2,1.4310484147134055,0.0,0.3741,0.0,0.2515,200000,191359.64743579563,-8640.352564204368,0.9567982371789782
2020-11-15,0,0.7157111745152613,0.0,0.3592,0.0,0.2503,200000,191359.64743579563,-8640.352564204368,0.9567982371789782
2020-11-16,1,1.0112435952344545,-257411.41705111062,0.3717,377882.40014967544,0.2532,200000,191359.64743579563,-8640.352564204368,0.9567982371789782
2020-11-17,1,0.5931423797934616,-257411.41705111062,0.3827,377882.40014967544,0.2658,200000,198952.49126524373,-1047.5087347562658,0.9947624563262186
2020-11-18,1,0.24011162597914956,-257411.41705111062,0.3647,377882.40014967544,0.2572,200000,191069.29711703656,-8930.702882963436,0.9553464855851829
2020-11-19,1,0.44931965783011074,-257411.41705111062,0.3649,377882.40014967544,0.2536,200000,189760.40275990794,-10239.597240092058,0.9488020137995397
2020-11-20,0,-0.10778487677756657,0.0,0.375,0.0,0.266,200000,187372.21039014845,-12627.789609851548,0.9368610519507423
2020-11-21,-2,-2.134839441939533,0.0,0.4174,0.0,0.3267,200000,187372.21039014845,-12627.789609851548,0.9368610519507423
2020-11-22,-2,-2.2990095830414132,0.0,0.3973,0.0,0.3196,200000,187372.21039014845,-12627.789609851548,0.9368610519507423
2020-11-23,-2,-2.3034082042430617,0.0,0.4381,0.0,0.3612,200000,187372.21039014845,-12627.789609851548,0.9368610519507423
2020-11-24,-2,-2.031455666717756,0.0,0.4644,0.0,0.3845,200000,187372.21039014845,-12627.789609851548,0.9368610519507423
2020-11-25,-2,-1.4538830633485051,0.0,0.4423,0.0,0.3552,200000,187372.21039014845,-12627.789609851548,0.9368610519507423
2020-11-26,0,-0.47894080208794104,0.0,0.4074,0.0,0.3046,200000,187372.21039014845,-12627.789609851548,0.9368610519507423
2020-11-27,0,-0.9015619299425665,0.0,0.4034,0.0,0.3126,200000,187372.21039014845,-12627.789609851548,0.9368610519507423
2020-11-28,-2,-1.399592942904285,0.0,0.4158,0.0,0.3397,200000,187372.21039014845,-12627.789609851548,0.9368610519507423
2020-11-29,-2,-1.3770593899876633,0.0,0.4151,0.0,0.3435,200000,187372.21039014845,-12627.789609851548,0.9368610519507423
2020-11-30,-1,-1.1771569757676303,218280.76699691106,0.4292,-265927.0655551355,0.3523,200000,187372.21039014845,-12627.789609851548,0.9368610519507423
2020-12-01,-1,-1.0174724275682128,218280.76699691106,0.3994,-265927.0655551355,0.3263,200000,173953.339829207,-26046.66017079301,0.869766699146035
2020-12-02,-1,-0.7930134984315678,218280.76699691106,0.427,-265927.0655551355,0.3445,200000,184817.7615914252,-15182.238408574805,0.924088807957126
2020-12-03,-1,-0.7646582831555323,218280.76699691106,0.4306,-265927.0655551355,0.3489,200000,186773.65144105666,-13226.34855894334,0.9338682572052833
2020-12-04,-1,-0.8271211940648493,218280.76699691106,0.3928,-265927.0655551355,0.322,200000,171369.2003851403,-28630.799614859687,0.8568460019257016
2020-12-05,-1,-0.9896736504214481,218280.76699691106,0.4081,-265927.0655551355,0.3415,200000,179894.4738985182,-20105.52610148181,0.8994723694925909
2020-12-06,-1,-1.059711411880021,218280.76699691106,0.3999,-265927.0655551355,0.3383,200000,177253.60499936706,-22746.39500063294,0.8862680249968353
2020-12-07,0,0.07044447065575685,0.0,0.4047,0.0,0.3186,200000,183758.3470723647,-16241.652927635296,0.9187917353618236
2020-12-08,0,0.17799407844103537,0.0,0.3797,0.0,0.2991,200000,183758.3470723647,-16241.652927635296,0.9187917353618236
2020-12-09,0,-0.21903938466457562,0.0,0.3811,0.0,0.3084,200000,183758.3470723647,-16241.652927635296,0.9187917353618236
2020-12-10,2,1.432776120974145,0.0,0.3698,0.0,0.2852,200000,183758.3470723647,-16241.652927635296,0.9187917353618236
2020-12-11,2,1.4278549878902946,0.0,0.3558,0.0,0.2738,200000,183758.3470723647,-16241.652927635296,0.9187917353618236
2020-12-12,2,2.17701331730907,0.0,0.3921,0.0,0.2907,200000,183758.3470723647,-16241.652927635296,0.9187917353618236
2020-12-13,2,1.279531073771574,0.0,0.3961,0.0,0.3014,200000,183758.3470723647,-16241.652927635296,0.9187917353618236
2020-12-14,0,0.47111231176296287,0.0,0.3868,0.0,0.3025,200000,183758.3470723647,-16241.652927635296,0.9187917353618236
2020-12-15,0,0.49858422622232623,0.0,0.3915,0.0,0.3054,200000,183758.3470723647,-16241.652927635296,0.9187917353618236
2020-12-16,0,0.05949679966225503,0.0,0.4143,0.0,0.3296,200000,183758.3470723647,-16241.652927635296,0.9187917353618236
2020-12-17,0,0.3923999913549563,0.0,0.4072,0.0,0.3206,200000,183758.3470723647,-16241.652927635296,0.9187917353618236
2020-12-18,0,0.4387045280571652,0.0,0.4128,0.0,0.3239,200000,183758.3470723647,-16241.652927635296,0.9187917353618236
2020-12-19,0,-0.3330906605613065,0.0,0.4236,0.0,0.3405,200000,183758.3470723647,-16241.652927635296,0.9187917353618236
2020-12-20,0,-0.9483363041883969,0.0,0.3953,0.0,0.3243,200000,183758.3470723647,-16241.652927635296,0.9187917353618236
2020-12-21,0,-0.4248601313769699,0.0,0.3779,0.0,0.3044,200000,183758.3470723647,-16241.652927635296,0.9187917353618236
2020-12-22,0,-0.8938528917666663,0.0,0.3751,0.0,0.3072,200000,183758.3470723647,-16241.652927635296,0.9187917353618236
2020-12-23,0,-0.18824104974362735,0.0,0.3311,0.0,0.2647,200000,183758.3470723647,-16241.652927635296,0.9187917353618236
2020-12-24,0,-0.5651140452820913,0.0,0.3641,0.0,0.2944,200000,183758.3470723647,-16241.652927635296,0.9187917353618236
2020-12-25,0,-0.9147060004941343,0.0,0.3588,0.0,0.2926,200000,183758.3470723647,-16241.652927635296,0.9187917353618236
2020-12-26,0,-0.8633165684992433,0.0,0.3539,0.0,0.2867,200000,183758.3470723647,-16241.652927635296,0.9187917353618236
2020-12-27,0,-0.12913254102379518,0.0,0.3738,0.0,0.297,200000,183758.3470723647,-16241.652927635296,0.9187917353618236
2020-12-28,0,-0.878816292305562,0.0,0.3771,0.0,0.3064,200000,183758.3470723647,-16241.652927635296,0.9187917353618236
2020-12-29,-2,-1.4497629681647097,0.0,0.3652,0.0,0.3025,200000,183758.3470723647,-16241.652927635296,0.9187917353618236
2020-12-30,-1,-1.0673055176724286,255574.89161664076,0.3595,-311033.0857690669,0.2954,200000,183758.3470723647,-16241.652927635296,0.9187917353618236
2020-12-31,-2,-1.4493174848570232,0.0,0.3548,0.0,0.2964,200000,185270.58214873198,-14729.417851268023,0.9263529107436599
2021-01-01,2,1.2756909775801892,0.0,0.3744,0.0,0.2912,200000,185270.58214873198,-14729.417851268023,0.9263529107436599
2021-01-02,0,0.551505657969991,0.0,0.3604,0.0,0.2863,200000,185270.58214873198,-14729.417851268023,0.9263529107436599
2021-01-03,0,0.8894236613522268,0.0,0.3923,0.0,0.3098,200000,185270.58214873198,-14729.417851268023,0.9263529107436599
2021-01-04,-2,-2.7966831361599316,0.0,0.3948,0.0,0.3433,200000,185270.58214873198,-14729.417851268023,0.9263529107436599
2021-01-05,0,0.8166087144615751,0.0,0.4447,0.0,0.352,200000,185270.58214873198,-14729.417851268023,0.9263529107436599
2021-01-06,0,-0.8164227322517724,0.0,0.4618,0.0,0.3819,200000,185270.58214873198,-14729.417851268023,0.9263529107436599
2021-01-07,-2,-2.3423167346557277,0.0,0.4386,0.0,0.3831,200000,185270.58214873198,-14729.417851268023,0.9263529107436599
2021-01-08,0,-0.9396341126908176,0.0,0.44,0.0,0.3693,200000,185270.58214873198,-14729.417851268023,0.9263529107436599
2021-01-09,0,0.6560294142614544,0.0,0.5405,0.0,0.432,200000,185270.58214873198,-14729.417851268023,0.9263529107436599
2021-01-10,0,0.24012966855524961,0.0,0.5276,0.0,0.427,200000,185270.58214873198,-14729.417851268023,0.9263529107436599
2021-01-11,-1,-1.0337759264131203,212222.8890592577,0.4365,-251726.33444121192,0.368,200000,185270.58214873198,-14729.417851268023,0.9263529107436599
2021-01-12,-1,-0.8611781088041223,212222.8890592577,0.4272,-251726.33444121192,0.3592,200000,181081.71753739822,-18918.282462601783,0.9054085876869911
2021-01-13,0,-0.05624116216736593,0.0,0.506,0.0,0.4151,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-01-14,0,-0.8673058817593343,0.0,0.504,0.0,0.4251,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-01-15,0,-0.643180234119744,0.0,0.5154,0.0,0.4324,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-01-16,0,0.6417174204705544,0.0,0.5272,0.0,0.425,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-01-17,2,2.7998689088011157,0.0,0.5942,0.0,0.4357,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-01-18,0,0.023546925187751453,0.0,0.5847,0.0,0.4774,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-01-19,-2,-1.240504447947877,0.0,0.5422,0.0,0.4693,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-01-20,0,-0.7362499412388158,0.0,0.5582,0.0,0.4728,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-01-21,-2,-1.8011703188886763,0.0,0.465,0.0,0.4189,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-01-22,-2,-1.429827664150754,0.0,0.5106,0.0,0.4556,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-01-23,0,0.7534274674547127,0.0,0.562,0.0,0.451,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-01-24,0,-0.070377749558476,0.0,0.5483,0.0,0.4563,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-01-25,0,0.02970307673305859,0.0,0.5207,0.0,0.4324,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-01-26,0,0.8972162069147596,0.0,0.5435,0.0,0.4332,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-01-27,2,3.2348192114054046,0.0,0.5832,0.0,0.3915,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-01-28,2,2.5904846182097447,0.0,0.6086,0.0,0.4038,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-01-29,2,1.8148151269687884,0.0,0.6009,0.0,0.4125,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-01-30,2,1.9991571073981507,0.0,0.6542,0.0,0.4296,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-01-31,2,2.667684655738686,0.0,0.7064,0.0,0.4079,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-02-01,2,1.8450050069636998,0.0,0.6865,0.0,0.4164,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-02-02,2,1.3499178444091615,0.0,0.6837,0.0,0.4304,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-02-03,2,1.6430352784222202,0.0,0.7658,0.0,0.453,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-02-04,2,3.143315854586893,0.0,1.0351,0.0,0.4411,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-02-05,2,3.328231527157612,0.0,1.5939,0.0,0.5176,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-02-06,2,1.9071814198338137,0.0,1.4509,0.0,0.5639,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-02-07,2,1.586668052315506,0.0,1.4099,0.0,0.5587,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-02-08,0,0.6375120698602629,0.0,1.4689,0.0,0.7234,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-02-09,0,0.5319595188897759,0.0,1.5111,0.0,0.7522,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-02-10,0,-0.09774606952551575,0.0,1.4998,0.0,0.8853,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-02-11,0,-0.5185671420214056,0.0,1.7619,0.0,1.1757,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-02-12,0,-0.6277478359581864,0.0,1.8037,0.0,1.2363,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-02-13,0,-0.710033969355814,0.0,1.8912,0.0,1.3157,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-02-14,0,-0.6152862125007248,0.0,1.7952,0.0,1.1903,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-02-15,-1,-1.1122313624288978,56338.008683830056,1.6186,-71694.86662131247,1.2719,200000,182377.40171129466,-17622.59828870534,0.9118870085564733
2021-02-16,-1,-1.0848997311767186,56338.008683830056,1.5848,-71694.86662131247,1.2548,200000,179247.19479855674,-20752.80520144326,0.8962359739927837
2021-02-17,-1,-1.1439092882112671,56338.008683830056,1.5649,-71694.86662131247,1.3007,200000,181416.8628036668,-18583.137196333206,0.907084314018334
2021-02-18,-2,-1.3066248519477748,0.0,1.6107,0.0,1.4956,200000,198860.61364308454,-1139.3863569154637,0.9943030682154227
2021-02-19,-2,-1.2631617930116112,0.0,1.5594,0.0,1.4871,200000,198860.61364308454,-1139.3863569154637,0.9943030682154227
2021-02-20,-1,-1.0581740673131985,64961.65348330215,1.5306,-72113.65449778232,1.3788,200000,198860.61364308454,-1139.3863569154637,0.9943030682154227
2021-02-21,-1,-0.804132799463956,64961.65348330215,1.7232,-72113.65449778232,1.409,200000,213550.06046980154,13550.060469801538,1.0677503023490076
2021-02-22,-1,-0.8095982880163884,64961.65348330215,1.563,-72113.65449778232,1.3115,200000,196112.12226824276,-3887.8777317572385,0.9805606113412138
2021-02-23,-1,-0.35299216861253224,64961.65348330215,1.5769,-72113.65449778232,1.0921,200000,181193.35345484724,-18806.646545152762,0.9059667672742362
