date,statusList,zscore,HOTUSDT_position,HOTUSDT_price,TRXUSDT_position,TRXUSDT_price,init,total_asset,pnl,return
2020-07-30,-1,-0.6870749240335108,156755948.29579437,0.0007611,-6018189.104710865,0.01917,200000,234675.63738523636,34675.63738523636,1.173378186926182
2020-07-31,-2,-1.2826430703014353,0.0,0.0007611,0.0,0.01968,200000,224452.00941315555,24452.009413155552,1.1222600470657778
2020-08-01,0,-0.7688473637807465,0.0,0.000811,0.0,0.02046,200000,224452.00941315555,24452.009413155552,1.1222600470657778
2020-08-02,0,-0.5099014773766102,0.0,0.0007635,0.0,0.01907,200000,224452.00941315555,24452.009413155552,1.1222600470657778
2020-08-03,-1,-1.198292610993503,145766988.8382618,0.0007699,-5648012.315378851,0.01987,200000,224452.00941315555,24452.009413155552,1.1222600470657778
2020-08-04,-2,-1.468793277206079,0.0,0.0007788,0.0,0.02039,200000,226091.649616492,26091.64961649201,1.13045824808246
2020-08-05,-2,-1.5512071093263227,0.0,0.0007661,0.0,0.02031,200000,226091.649616492,26091.64961649201,1.13045824808246
2020-08-06,0,-0.8536826407521625,0.0,0.0007845,0.0,0.02022,200000,226091.649616492,26091.64961649201,1.13045824808246
2020-08-07,2,1.428390994022771,0.0,0.0008578,0.0,0.01988,200000,226091.649616492,26091.64961649201,1.13045824808246
2020-08-08,0,0.6125151917096205,0.0,0.0008517,0.0,0.02046,200000,226091.649616492,26091.64961649201,1.13045824808246
2020-08-09,0,0.13441899172985272,0.0,0.0008322,0.0,0.02045,200000,226091.649616492,26091.64961649201,1.13045824808246
2020-08-10,0,-0.18094307692420858,0.0,0.0008578,0.0,0.02146,200000,226091.649616492,26091.64961649201,1.13045824808246
2020-08-11,0,0.35952367042119365,0.0,0.0008198,0.0,0.0201,200000,226091.649616492,26091.64961649201,1.13045824808246
2020-08-12,2,1.5376878400374865,0.0,0.0008584,0.0,0.02019,200000,226091.649616492,26091.64961649201,1.13045824808246
2020-08-13,-2,-1.328417058808319,0.0,0.0008484,0.0,0.02238,200000,226091.649616492,26091.64961649201,1.13045824808246
2020-08-14,-2,-2.7504982174693047,0.0,0.000847,0.0,0.02471,200000,226091.649616492,26091.64961649201,1.13045824808246
2020-08-15,-2,-2.349619152863471,0.0,0.000855,0.0,0.02526,200000,226091.649616492,26091.64961649201,1.13045824808246
2020-08-16,-2,-2.4400802771315053,0.0,0.000907,0.0,0.02824,200000,226091.649616492,26091.64961649201,1.13045824808246
2020-08-17,-2,-2.634890973081406,0.0,0.0008824,0.0,0.03036,200000,226091.649616492,26091.64961649201,1.13045824808246
2020-08-18,-2,-2.101696334487254,0.0,0.0008437,0.0,0.02875,200000,226091.649616492,26091.64961649201,1.13045824808246
2020-08-19,-2,-1.479994086403099,0.0,0.0008226,0.0,0.02648,200000,226091.649616492,26091.64961649201,1.13045824808246
2020-08-20,-2,-1.380478598705414,0.0,0.000845,0.0,0.02746,200000,226091.649616492,26091.64961649201,1.13045824808246
2020-08-21,-1,-1.006397913277,145715164.7438077,0.0007758,-4661683.497247258,0.02425,200000,226091.64961649204,26091.64961649204,1.1304582480824603
2020-08-22,-1,-0.969039088431165,145715164.7438077,0.0007962,-4661683.497247258,0.02512,200000,233119.9036198708,33119.903619870805,1.165599518099354
2020-08-23,-1,-0.8598300902749568,145715164.7438077,0.0007745,-4661683.497247258,0.02435,200000,226368.3882520498,26368.3882520498,1.131841941260249
2020-08-24,-1,-0.9110749223811736,145715164.7438077,0.0007816,-4661683.497247258,0.0251,200000,230899.2285446663,30899.228544666286,1.1544961427233313
2020-08-25,-1,-0.5822890828669776,145715164.7438077,0.0007459,-4661683.497247258,0.02299,200000,215861.04498412064,15861.044984120643,1.0793052249206032
2020-08-26,-1,-0.7867911790851766,145715164.7438077,0.0007359,-4661683.497247258,0.02369,200000,217667.07178475562,17667.071784755623,1.088335358923778
2020-08-27,-1,-0.7222729045513326,145715164.7438077,0.0007156,-4661683.497247258,0.02307,200000,211818.81017216304,11818.810172163037,1.059094050860815
2020-08-28,-1,-0.7456431067832966,145715164.7438077,0.0007313,-4661683.497247258,0.02392,200000,218068.969231301,18068.969231300987,1.0903448461565048
2020-08-29,-1,-0.8583674007851096,145715164.7438077,0.0007416,-4661683.497247258,0.02491,200000,224184.902090437,24184.90209043701,1.120924510452185
2020-08-30,-2,-1.321443605274708,0.0,0.000742,0.0,0.02696,200000,243649.98446237278,43649.984462372784,1.218249922311864
2020-08-31,-2,-1.8920186268269488,0.0,0.0007249,0.0,0.02917,200000,243649.98446237278,43649.984462372784,1.218249922311864
2020-09-01,-2,-2.780411302345531,0.0,0.00073,0.0,0.03466,200000,243649.98446237278,43649.984462372784,1.218249922311864
2020-09-02,-2,-2.5180831996382813,0.0,0.0007035,0.0,0.03449,200000,243649.98446237278,43649.984462372784,1.218249922311864
2020-09-03,-2,-2.8522705836066002,0.0,0.0006018,0.0,0.03996,200000,243649.98446237278,43649.984462372784,1.218249922311864
2020-09-04,-2,-2.05317613456546,0.0,0.0006042,0.0,0.03552,200000,243649.98446237278,43649.984462372784,1.218249922311864
2020-09-05,-2,-1.6504170567193173,0.0,0.0005336,0.0,0.02988,200000,243649.98446237278,43649.984462372784,1.218249922311864
2020-09-06,-2,-1.5522377759390171,0.0,0.0005402,0.0,0.03142,200000,243649.98446237278,43649.984462372784,1.218249922311864
2020-09-07,-2,-1.4192255915855863,0.0,0.0005492,0.0,0.03249,200000,243649.98446237278,43649.984462372784,1.218249922311864
2020-09-08,-2,-1.49345345916991,0.0,0.0005328,0.0,0.03518,200000,243649.98446237278,43649.984462372784,1.218249922311864
2020-09-09,-2,-1.2066476415705998,0.0,0.0005491,0.0,0.03397,200000,243649.98446237278,43649.984462372784,1.218249922311864
2020-09-10,-1,-1.0124248137757192,220099353.62454635,0.0005535,-3692785.457144177,0.03299,200000,243649.98446237278,43649.984462372784,1.218249922311864
2020-09-11,-1,-0.7518929585130291,220099353.62454635,0.0006032,-3692785.457144177,0.0335,200000,256472.24292065628,56472.24292065628,1.2823612146032815
2020-09-12,-1,-0.6783873886680752,220099353.62454635,0.000588,-3692785.457144177,0.03272,200000,250246.3600889907,50246.36008899071,1.2512318004449536
2020-09-13,-1,-0.6324458023572869,220099353.62454635,0.0005446,-3692785.457144177,0.03065,200000,233049.98224539697,33049.98224539697,1.1652499112269847
2020-09-14,-1,-0.47099869610654177,220099353.62454635,0.0005563,-3692785.457144177,0.03039,200000,234665.02046394668,34665.02046394668,1.1733251023197333
2020-09-15,0,-0.1659393261227584,0.0,0.0005457,0.0,0.02788,200000,226496.62573463752,26496.62573463752,1.1324831286731876
2020-09-16,0,0.21475306548207546,0.0,0.0005526,0.0,0.02639,200000,226496.62573463752,26496.62573463752,1.1324831286731876
2020-09-17,0,0.11438961657556528,0.0,0.0005585,0.0,0.02813,200000,226496.62573463752,26496.62573463752,1.1324831286731876
2020-09-18,0,0.01907013295399921,0.0,0.0005497,0.0,0.02905,200000,226496.62573463752,26496.62573463752,1.1324831286731876
2020-09-19,0,0.3738087498676412,0.0,0.0005345,0.0,0.02768,200000,226496.62573463752,26496.62573463752,1.1324831286731876
2020-09-20,0,0.7523890017492546,0.0,0.0005255,0.0,0.02694,200000,226496.62573463752,26496.62573463752,1.1324831286731876
2020-09-21,0,0.8172060968404565,0.0,0.0004844,0.0,0.0249,200000,226496.62573463752,26496.62573463752,1.1324831286731876
2020-09-22,0,0.9133576583735905,0.0,0.0004878,0.0,0.02499,200000,226496.62573463752,26496.62573463752,1.1324831286731876
2020-09-23,0,0.03066736430588186,0.0,0.0004541,0.0,0.02486,200000,226496.62573463752,26496.62573463752,1.1324831286731876
2020-09-24,0,0.2161637960694636,0.0,0.0004884,0.0,0.02625,200000,226496.62573463752,26496.62573463752,1.1324831286731876
2020-09-25,0,-0.14878382339965324,0.0,0.0004914,0.0,0.02714,200000,226496.62573463752,26496.62573463752,1.1324831286731876
2020-09-26,0,-0.17498865524716134,0.0,0.0004925,0.0,0.02718,200000,226496.62573463752,26496.62573463752,1.1324831286731876
2020-09-27,0,-0.4542662528082173,0.0,0.0004732,0.0,0.02659,200000,226496.62573463752,26496.62573463752,1.1324831286731876
2020-09-28,0,-0.4238515959668549,0.0,0.0004747,0.0,0.02625,200000,226496.62573463752,26496.62573463752,1.1324831286731876
2020-09-29,0,-0.4241080333711121,0.0,0.00048,0.0,0.0263,200000,226496.62573463752,26496.62573463752,1.1324831286731876
2020-09-30,0,-0.4748006192441037,0.0,0.0004804,0.0,0.02621,200000,226496.62573463752,26496.62573463752,1.1324831286731876
2020-10-01,0,-0.5463925822514333,0.0,0.000472,0.0,0.02581,200000,226496.62573463752,26496.62573463752,1.1324831286731876
2020-10-02,0,-0.6876159929912811,0.0,0.000471,0.0,0.0259,200000,226496.62573463752,26496.62573463752,1.1324831286731876
2020-10-03,-2,-1.9081156762262932,0.0,0.0004625,0.0,0.02719,200000,226496.62573463752,26496.62573463752,1.1324831286731876
2020-10-04,-1,-1.1832723941118495,243544758.85444894,0.000465,-4283219.094830513,0.02644,200000,226496.62573463755,26496.62573463755,1.1324831286731878
2020-10-05,-2,-1.4069650183459044,0.0,0.0004551,0.0,0.02643,200000,228864.88665634827,28864.886656348273,1.1443244332817413
2020-10-06,-2,-1.4445185752020961,0.0,0.0004392,0.0,0.02556,200000,228864.88665634827,28864.886656348273,1.1443244332817413
2020-10-07,0,-0.9546197942745405,0.0,0.0004471,0.0,0.02551,200000,228864.88665634827,28864.886656348273,1.1443244332817413
2020-10-08,0,-0.323521157536167,0.0,0.0004622,0.0,0.02572,200000,228864.88665634827,28864.886656348273,1.1443244332817413
2020-10-09,0,-0.046482881265006666,0.0,0.0004761,0.0,0.02627,200000,228864.88665634827,28864.886656348273,1.1443244332817413
2020-10-10,0,-0.5070417196238447,0.0,0.0004691,0.0,0.02644,200000,228864.88665634827,28864.886656348273,1.1443244332817413
2020-10-11,1,1.1798164509499258,-230246364.84542078,0.000497,4308450.42651258,0.02656,200000,228864.88665634827,28864.886656348273,1.1443244332817413
2020-10-12,2,1.486168031556607,0.0,0.0005071,0.0,0.02709,200000,228906.89621523535,28906.89621523535,1.1445344810761768
2020-10-13,0,0.4662521954377051,0.0,0.0004882,0.0,0.0268,200000,228906.89621523535,28906.89621523535,1.1445344810761768
2020-10-14,0,-0.09194361315543041,0.0,0.0004793,0.0,0.02676,200000,228906.89621523535,28906.89621523535,1.1445344810761768
2020-10-15,0,0.3129149307473273,0.0,0.00048,0.0,0.02652,200000,228906.89621523535,28906.89621523535,1.1445344810761768
2020-10-16,0,-0.12251136617559369,0.0,0.00046,0.0,0.02572,200000,228906.89621523535,28906.89621523535,1.1445344810761768
2020-10-17,0,0.5353394809536807,0.0,0.0004688,0.0,0.02574,200000,228906.89621523535,28906.89621523535,1.1445344810761768
2020-10-18,0,0.9788508622746205,0.0,0.0004786,0.0,0.02594,200000,228906.89621523535,28906.89621523535,1.1445344810761768
2020-10-19,0,0.7773596359251476,0.0,0.0004754,0.0,0.02589,200000,228906.89621523535,28906.89621523535,1.1445344810761768
2020-10-20,2,1.7139133823856036,0.0,0.0004901,0.0,0.02592,200000,228906.89621523535,28906.89621523535,1.1445344810761768
2020-10-21,2,2.233876802159326,0.0,0.0005182,0.0,0.02667,200000,228906.89621523535,28906.89621523535,1.1445344810761768
2020-10-22,2,1.5474263144149796,0.0,0.000518,0.0,0.02708,200000,228906.89621523535,28906.89621523535,1.1445344810761768
2020-10-23,0,0.7635127139349124,0.0,0.0004982,0.0,0.02669,200000,228906.89621523535,28906.89621523535,1.1445344810761768
2020-10-24,0,0.5526211941923118,0.0,0.0005028,0.0,0.02706,200000,228906.89621523535,28906.89621523535,1.1445344810761768
2020-10-25,0,-0.38115418936989937,0.0,0.0004882,0.0,0.02699,200000,228906.89621523535,28906.89621523535,1.1445344810761768
2020-10-26,0,-0.5731300699021724,0.0,0.0004832,0.0,0.02675,200000,228906.89621523535,28906.89621523535,1.1445344810761768
2020-10-27,0,-0.4439697590230682,0.0,0.0004909,0.0,0.02701,200000,228906.89621523535,28906.89621523535,1.1445344810761768
2020-10-28,-2,-2.1580972675378045,0.0,0.0004636,0.0,0.02688,200000,228906.89621523535,28906.89621523535,1.1445344810761768
2020-10-29,-2,-1.9757704896013475,0.0,0.0004558,0.0,0.02655,200000,228906.89621523535,28906.89621523535,1.1445344810761768
2020-10-30,-2,-1.3166624290547735,0.0,0.0004483,0.0,0.0256,200000,228906.89621523535,28906.89621523535,1.1445344810761768
2020-10-31,-2,-1.2520030483042546,0.0,0.0004499,0.0,0.02576,200000,228906.89621523535,28906.89621523535,1.1445344810761768
2020-11-01,-1,-1.028900463683842,253608349.45184505,0.0004513,-4446520.905501853,0.02574,200000,228906.89621523535,28906.89621523535,1.1445344810761768
2020-11-02,-1,-0.27669446433647177,253608349.45184505,0.0004395,-4446520.905501853,0.02445,200000,220178.3057236062,20178.3057236062,1.100891528618031
2020-11-03,-1,-0.22870947855924875,253608349.45184505,0.0004398,-4446520.905501853,0.02442,200000,220120.99260127672,20120.992601276725,1.1006049630063837
2020-11-04,0,0.06866618449464379,0.0,0.0004403,0.0,0.0242,200000,224848.9458647328,24848.945864732814,1.1242447293236641
2020-11-05,0,-0.9577323830127753,0.0,0.0004374,0.0,0.02493,200000,224848.9458647328,24848.945864732814,1.1242447293236641
2020-11-06,0,-0.2601910876118486,0.0,0.0004699,0.0,0.02616,200000,224848.9458647328,24848.945864732814,1.1242447293236641
2020-11-07,0,0.47621636643666804,0.0,0.0004578,0.0,0.02486,200000,224848.9458647328,24848.945864732814,1.1242447293236641
2020-11-08,0,0.6184319227361369,0.0,0.0004693,0.0,0.02535,200000,224848.9458647328,24848.945864732814,1.1242447293236641
2020-11-09,2,1.342805705852728,0.0,0.0004703,0.0,0.02479,200000,224848.9458647328,24848.945864732814,1.1242447293236641
2020-11-10,2,1.6090660984258618,0.0,0.0004733,0.0,0.02483,200000,224848.9458647328,24848.945864732814,1.1242447293236641
2020-11-11,2,1.7955709188487272,0.0,0.0004792,0.0,0.02498,200000,224848.9458647328,24848.945864732814,1.1242447293236641
2020-11-12,1,1.182909278069324,-239659929.50834876,0.0004691,4515039.073589013,0.0249,200000,224848.94586473284,24848.945864732843,1.1242447293236641
2020-11-13,1,1.1865341643912428,-239659929.50834876,0.0004794,4515039.073589013,0.0254,200000,229574.96267546332,29574.96267546332,1.1478748133773167
2020-11-14,2,1.5219727481979866,0.0,0.0004826,0.0,0.02513,200000,227045.89592617005,27045.89592617005,1.1352294796308502
2020-11-15,1,1.0605494699185205,-236309217.24205875,0.0004804,4481758.703635414,0.02533,200000,227045.89592617005,27045.89592617005,1.1352294796308502
2020-11-16,2,1.6253073523993498,0.0,0.0004973,0.0,0.02549,200000,230322.44030497922,30322.440304979216,1.151612201524896
2020-11-17,0,0.7923179421203762,0.0,0.0005021,0.0,0.02649,200000,230322.44030497922,30322.440304979216,1.151612201524896
2020-11-18,0,-0.2181283202005351,0.0,0.0004903,0.0,0.02678,200000,230322.44030497922,30322.440304979216,1.151612201524896
2020-11-19,1,1.0385749267361895,-232554967.9977577,0.0004952,4461883.771890338,0.02581,200000,230322.44030497922,30322.440304979216,1.151612201524896
2020-11-20,1,0.6916060509205368,-232554967.9977577,0.0004999,4461883.771890338,0.02629,200000,233557.15286507603,33557.15286507603,1.1677857643253802
2020-11-21,0,-1.3239509873029356,0.0,0.0005471,0.0,0.03057,200000,221153.47638986484,21153.476389864838,1.1057673819493241
2020-11-22,1,1.1833999942155564,-198736049.95494685,0.0005564,3846147.41547591,0.02875,200000,221153.47638986484,21153.476389864838,1.1057673819493241
2020-11-23,0,-0.6499475693633147,0.0,0.000583,0.0,0.03174,200000,214939.87454639346,14939.874546393461,1.0746993727319674
2020-11-24,0,-0.2496215275759366,0.0,0.0006555,0.0,0.03523,200000,214939.87454639346,14939.874546393461,1.0746993727319674
2020-11-25,0,0.5610812718726929,0.0,0.0006298,0.0,0.03304,200000,214939.87454639346,14939.874546393461,1.0746993727319674
2020-11-26,0,0.4789178937879281,0.0,0.0005607,0.0,0.02942,200000,214939.87454639346,14939.874546393461,1.0746993727319674
2020-11-27,0,0.8386665702642103,0.0,0.0005652,0.0,0.02938,200000,214939.87454639346,14939.874546393461,1.0746993727319674
2020-11-28,0,0.49754151586689177,0.0,0.0005829,0.0,0.03047,200000,214939.87454639346,14939.874546393461,1.0746993727319674
2020-11-29,0,-0.6730576532394803,0.0,0.0005733,0.0,0.03072,200000,214939.87454639346,14939.874546393461,1.0746993727319674
2020-11-30,2,1.633951153312259,0.0,0.0006355,0.0,0.03236,200000,214939.87454639346,14939.874546393461,1.0746993727319674
2020-12-01,2,1.24422248751058,0.0,0.00059,0.0,0.03024,200000,214939.87454639346,14939.874546393461,1.0746993727319674
2020-12-02,0,0.43513378783937834,0.0,0.0005979,0.0,0.03118,200000,214939.87454639346,14939.874546393461,1.0746993727319674
2020-12-03,2,1.7046253319058535,0.0,0.0006283,0.0,0.03166,200000,214939.87454639346,14939.874546393461,1.0746993727319674
2020-12-04,2,1.3375127441828127,0.0,0.0005814,0.0,0.02947,200000,214939.87454639346,14939.874546393461,1.0746993727319674
2020-12-05,0,0.869473119077969,0.0,0.0005969,0.0,0.03056,200000,214939.87454639346,14939.874546393461,1.0746993727319674
2020-12-06,0,0.36417187822130254,0.0,0.0005953,0.0,0.03091,200000,214939.87454639346,14939.874546393461,1.0746993727319674
2020-12-07,1,1.0484123693925997,-180530719.4241504,0.0005953,3548033.5844568084,0.03029,200000,214939.87454639346,14939.874546393461,1.0746993727319674
2020-12-08,2,1.4917213925522101,0.0,0.0005569,0.0,0.0279,200000,216487.29518735784,16487.295187357842,1.0824364759367893
2020-12-09,0,0.3735490992772874,0.0,0.0005567,0.0,0.0287,200000,216487.29518735784,16487.295187357842,1.0824364759367893
2020-12-10,0,0.21546487872919626,0.0,0.0005434,0.0,0.02811,200000,216487.29518735784,16487.295187357842,1.0824364759367893
2020-12-11,0,-0.3557045893530887,0.0,0.0005316,0.0,0.02778,200000,216487.29518735784,16487.295187357842,1.0824364759367893
2020-12-12,0,-0.8343351579995026,0.0,0.0005399,0.0,0.02855,200000,216487.29518735784,16487.295187357842,1.0824364759367893
2020-12-13,-2,-1.3572188974072965,0.0,0.000548,0.0,0.02921,200000,216487.29518735784,16487.295187357842,1.0824364759367893
2020-12-14,2,1.809663002450095,0.0,0.0005834,0.0,0.0291,200000,216487.29518735784,16487.295187357842,1.0824364759367893
2020-12-15,2,1.4088121887112013,0.0,0.0005825,0.0,0.02918,200000,216487.29518735784,16487.295187357842,1.0824364759367893
2020-12-16,0,0.6974480176581338,0.0,0.0006198,0.0,0.03145,200000,216487.29518735784,16487.295187357842,1.0824364759367893
2020-12-17,0,0.806211415777668,0.0,0.0006077,0.0,0.03072,200000,216487.29518735784,16487.295187357842,1.0824364759367893
2020-12-18,0,0.6301627853053025,0.0,0.0006137,0.0,0.03109,200000,216487.29518735784,16487.295187357842,1.0824364759367893
2020-12-19,0,0.07535719162637844,0.0,0.000611,0.0,0.03124,200000,216487.29518735784,16487.295187357842,1.0824364759367893
2020-12-20,-1,-1.1178980145148316,181525486.48948336,0.0005963,-3467125.1631543534,0.03122,200000,216487.29518735787,16487.29518735787,1.0824364759367893
2020-12-21,0,2.8432004664140536,0.0,0.0006134,0.0,0.02926,200000,206587.64404860517,6587.644048605172,1.032938220243026
2020-12-22,2,3.178501876699715,0.0,0.000635,0.0,0.02885,200000,206587.64404860517,6587.644048605172,1.032938220243026
2020-12-23,2,2.3218380323099743,0.0,0.000541,0.0,0.0248,200000,206587.64404860517,6587.644048605172,1.032938220243026
2020-12-24,0,0.7546282280775555,0.0,0.0005681,0.0,0.02769,200000,206587.64404860517,6587.644048605172,1.032938220243026
2020-12-25,0,0.25914418680723644,0.0,0.000574,0.0,0.02854,200000,206587.64404860517,6587.644048605172,1.032938220243026
2020-12-26,0,0.7608573003927699,0.0,0.0005732,0.0,0.0278,200000,206587.64404860517,6587.644048605172,1.032938220243026
2020-12-27,0,-0.11452662990281906,0.0,0.0005739,0.0,0.02889,200000,206587.64404860517,6587.644048605172,1.032938220243026
2020-12-28,0,-0.6649997000993724,0.0,0.0005725,0.0,0.02959,200000,206587.64404860517,6587.644048605172,1.032938220243026
2020-12-29,0,0.7565692249302377,0.0,0.0005719,0.0,0.02767,200000,206587.64404860517,6587.644048605172,1.032938220243026
2020-12-30,2,1.7489453744926837,0.0,0.0005874,0.0,0.02695,200000,206587.64404860517,6587.644048605172,1.032938220243026
2020-12-31,2,1.5893417106884888,0.0,0.0005849,0.0,0.02677,200000,206587.64404860517,6587.644048605172,1.032938220243026
2021-01-01,2,2.21431841732577,0.0,0.0006155,0.0,0.02685,200000,206587.64404860517,6587.644048605172,1.032938220243026
2021-01-02,2,3.771985137100354,0.0,0.0008032,0.0,0.02721,200000,206587.64404860517,6587.644048605172,1.032938220243026
2021-01-03,2,1.707730813640021,0.0,0.0007508,0.0,0.02949,200000,206587.64404860517,6587.644048605172,1.032938220243026
2021-01-04,0,0.8859142200613332,0.0,0.0007322,0.0,0.03095,200000,206587.64404860517,6587.644048605172,1.032938220243026
2021-01-05,2,1.5729870620047295,0.0,0.0007393,0.0,0.02852,200000,206587.64404860517,6587.644048605172,1.032938220243026
2021-01-06,1,1.1419212415657278,-135024603.95333672,0.000765,3391130.0730237225,0.03046,200000,206587.64404860517,6587.644048605172,1.032938220243026
2021-01-07,2,1.2583792239127094,0.0,0.0007992,0.0,0.03095,200000,209543.83176802768,9543.831768027681,1.0477191588401384
2021-01-08,2,1.4335751364526912,0.0,0.0008147,0.0,0.0304,200000,209543.83176802768,9543.831768027681,1.0477191588401384
2021-01-09,2,2.0817296310506963,0.0,0.0010065,0.0,0.03382,200000,209543.83176802768,9543.831768027681,1.0477191588401384
2021-01-10,2,1.7792362543765659,0.0,0.0009735,0.0,0.03275,200000,209543.83176802768,9543.831768027681,1.0477191588401384
2021-01-11,2,1.7605051656068227,0.0,0.0008877,0.0,0.02897,200000,209543.83176802768,9543.831768027681,1.0477191588401384
2021-01-12,2,1.2482842449122473,0.0,0.0008387,0.0,0.02865,200000,209543.83176802768,9543.831768027681,1.0477191588401384
2021-01-13,0,0.3995184684407422,0.0,0.0008084,0.0,0.03079,200000,209543.83176802768,9543.831768027681,1.0477191588401384
2021-01-14,0,0.18576074802350243,0.0,0.0007747,0.0,0.03014,200000,209543.83176802768,9543.831768027681,1.0477191588401384
2021-01-15,0,-0.28372707002289704,0.0,0.0007204,0.0,0.02972,200000,209543.83176802768,9543.831768027681,1.0477191588401384
2021-01-16,0,-0.5036384251185715,0.0,0.0007155,0.0,0.03008,200000,209543.83176802768,9543.831768027681,1.0477191588401384
2021-01-17,0,-0.7576887760068985,0.0,0.0007062,0.0,0.0302,200000,209543.83176802768,9543.831768027681,1.0477191588401384
2021-01-18,0,-0.9716033808565658,0.0,0.0007288,0.0,0.03164,200000,209543.83176802768,9543.831768027681,1.0477191588401384
2021-01-19,-1,-1.044164055247731,148908351.17113963,0.0007036,-3420565.3243230116,0.03063,200000,209543.83176802768,9543.831768027681,1.0477191588401384
2021-01-20,-1,-1.072182934224602,148908351.17113963,0.0007018,-3420565.3243230116,0.03046,200000,208694.3006307847,8694.30063078471,1.0434715031539235
2021-01-21,-2,-1.475905968160537,0.0,0.0006025,0.0,0.02762,200000,214302.56444521763,14302.564445217635,1.0715128222260881
2021-01-22,-1,-1.0882114952225284,166126018.94978112,0.000645,-3750482.401911404,0.02857,200000,214302.56444521763,14302.564445217635,1.0715128222260881
2021-01-23,-1,-0.6405445001254526,166126018.94978112,0.0006917,-3750482.401911404,0.02925,200000,224610.97756347217,24610.977563472174,1.123054887817361
2021-01-24,-1,-0.8304918016494633,166126018.94978112,0.0006926,-3750482.401911404,0.02999,200000,227535.8479579414,27535.847957941412,1.137679239789707
2021-01-25,-1,-0.9823311090338408,166126018.94978112,0.0006618,-3750482.401911404,0.02949,200000,220543.92537333246,20543.92537333246,1.1027196268666624
2021-01-26,-1,-0.8115071390690982,166126018.94978112,0.000671,-3750482.401911404,0.02949,200000,222072.28474767043,22072.284747670434,1.1103614237383521
2021-01-27,-1,-0.9366184120989087,166126018.94978112,0.0006255,-3750482.401911404,0.02823,200000,209787.94305904701,9787.943059047015,1.048939715295235
2021-01-28,0,0.20731271763182293,0.0,0.0007498,0.0,0.02955,200000,200568.0304131537,568.0304131536977,1.0028401520657686
2021-01-29,0,-0.11742845314505206,0.0,0.0008071,0.0,0.03335,200000,200568.0304131537,568.0304131536977,1.0028401520657686
2021-01-30,0,-0.02673511372500757,0.0,0.0007772,0.0,0.03216,200000,200568.0304131537,568.0304131536977,1.0028401520657686
2021-01-31,0,-0.01222867012552165,0.0,0.0007528,0.0,0.03154,200000,200568.0304131537,568.0304131536977,1.0028401520657686
2021-02-01,0,-0.5453065399430576,0.0,0.0007557,0.0,0.03295,200000,200568.0304131537,568.0304131536977,1.0028401520657686
2021-02-02,0,0.4687273813326587,0.0,0.0007934,0.0,0.03317,200000,200568.0304131537,568.0304131536977,1.0028401520657686
2021-02-03,0,0.026520727686167565,0.0,0.0008064,0.0,0.03452,200000,200568.0304131537,568.0304131536977,1.0028401520657686
2021-02-04,0,0.35624084544688367,0.0,0.000781,0.0,0.0331,200000,200568.0304131537,568.0304131536977,1.0028401520657686
2021-02-05,0,-0.7570081675460322,0.0,0.0008201,0.0,0.03624,200000,200568.0304131537,568.0304131536977,1.0028401520657686
2021-02-06,0,-0.7626119012925467,0.0,0.0007917,0.0,0.03507,200000,200568.0304131537,568.0304131536977,1.0028401520657686
2021-02-07,-1,-1.081899807672247,125355019.00822106,0.0008,-2787990.4144169264,0.03597,200000,200568.0304131537,568.0304131536977,1.0028401520657686
2021-02-08,0,3.3023883545705868,0.0,0.001128,0.0,0.04042,200000,171858.1415226125,-28141.85847738749,0.8592907076130626
2021-02-09,2,1.6290580040517075,0.0,0.001196,0.0,0.04608,200000,171858.1415226125,-28141.85847738749,0.8592907076130626
2021-02-10,0,0.4201024201172877,0.0,0.0011239,0.0,0.04629,200000,171858.1415226125,-28141.85847738749,0.8592907076130626
2021-02-11,0,-0.6727203279639493,0.0,0.001292,0.0,0.05681,200000,171858.1415226125,-28141.85847738749,0.8592907076130626
2021-02-12,1,1.1603741113056378,-61133374.18988778,0.0014056,1558097.3846111742,0.05515,200000,171858.1415226125,-28141.85847738749,0.8592907076130626
2021-02-13,0,-0.3748307505508647,0.0,0.0013934,0.0,0.05995,200000,163633.44691136223,-36366.55308863777,0.8181672345568112
2021-02-14,0,-0.4381431640159202,0.0,0.0012804,0.0,0.05519,200000,163633.44691136223,-36366.55308863777,0.8181672345568112
2021-02-15,1,1.0618531955528427,-63125317.070967615,0.0012961,1610882.5252152218,0.05079,200000,163633.44691136223,-36366.55308863777,0.8181672345568112
2021-02-16,1,0.5169074097666192,-63125317.070967615,0.0012916,1610882.5252152218,0.05202,200000,165330.76849055762,-34669.23150944238,0.8266538424527881
2021-02-17,2,2.798603740878141,0.0,0.0015463,0.0,0.05256,200000,176576.13917288737,-23423.86082711263,0.8828806958644368
2021-02-18,2,1.4549903411657314,0.0,0.0014987,0.0,0.05492,200000,176576.13917288737,-23423.86082711263,0.8828806958644368
2021-02-19,2,2.394172929216548,0.0,0.0018465,0.0,0.06073,200000,176576.13917288737,-23423.86082711263,0.8828806958644368
2021-02-20,2,3.4534624248281443,0.0,0.0022773,0.0,0.05773,200000,176576.13917288737,-23423.86082711263,0.8828806958644368
2021-02-21,2,3.84793710976561,0.0,0.00378,0.0,0.05935,200000,176576.13917288737,-23423.86082711263,0.8828806958644368
