date,statusList,zscore,DASHUSDT_position,DASHUSDT_price,LTCUSDT_position,LTCUSDT_price,init,total_asset,pnl,return
2020-08-05,0,0.20014531538831268,0.0,92.2,0.0,58.88,200000,186685.95960807806,-13314.040391921939,0.9334297980403903
2020-08-06,2,1.72854912794683,0.0,100.42,0.0,59.03,200000,186685.95960807806,-13314.040391921939,0.9334297980403903
2020-08-07,2,1.4853277128605937,0.0,96.53,0.0,57.17,200000,186685.95960807806,-13314.040391921939,0.9334297980403903
2020-08-08,2,1.3697795291620845,0.0,98.36,0.0,58.46,200000,186685.95960807806,-13314.040391921939,0.9334297980403903
2020-08-09,2,1.6017263914875666,0.0,97.72,0.0,56.96,200000,186685.95960807806,-13314.040391921939,0.9334297980403903
2020-08-10,0,0.8093895186389289,0.0,95.54,0.0,58.27,200000,186685.95960807806,-13314.040391921939,0.9334297980403903
2020-08-11,0,0.7767394012846278,0.0,88.55,0.0,54.1,200000,186685.95960807806,-13314.040391921939,0.9334297980403903
2020-08-12,1,1.1808989103617082,-1017.9169008074049,91.7,1712.0869369779718,54.52,200000,186685.95960807806,-13314.040391921939,0.9334297980403903
2020-08-13,1,0.6065864263381746,-1017.9169008074049,92.77,1712.0869369779718,57.14,200000,192260.79846682426,-7739.201533175743,0.9613039923341213
2020-08-14,1,0.5222790751772179,-1017.9169008074049,92.0,1712.0869369779718,56.78,200000,190860.6511558905,-9139.34884410951,0.9543032557794524
2020-08-15,0,0.018633181589881403,0.0,93.95,0.0,59.85,200000,179850.84926080215,-20149.150739197852,0.8992542463040107
2020-08-16,0,-0.8193840979365486,0.0,95.06,0.0,63.87,200000,179850.84926080215,-20149.150739197852,0.8992542463040107
2020-08-17,-2,-1.2111300744062248,0.0,97.62,0.0,67.22,200000,179850.84926080215,-20149.150739197852,0.8992542463040107
2020-08-18,-2,-1.4859820036326492,0.0,92.66,0.0,65.4,200000,179850.84926080215,-20149.150739197852,0.8992542463040107
2020-08-19,-2,-1.5037228380246934,0.0,87.72,0.0,62.12,200000,179850.84926080215,-20149.150739197852,0.8992542463040107
2020-08-20,-1,-1.1140511807601552,982.7915260153122,91.5,-1431.933513222947,62.8,200000,179850.84926080215,-20149.150739197852,0.8992542463040107
2020-08-21,-1,-0.9895202767071727,982.7915260153122,86.75,-1431.933513222947,59.2,200000,170027.6288646268,-29972.371135373192,0.8501381443231341
2020-08-22,-1,-0.5721949465473599,982.7915260153122,90.82,-1431.933513222947,60.21,200000,175473.8432238643,-24526.1567761357,0.8773692161193215
2020-08-23,-1,-0.566156699840279,982.7915260153122,91.41,-1431.933513222947,60.55,200000,176540.54761870913,-23459.452381290874,0.8827027380935456
2020-08-24,-1,-0.8313161453241386,982.7915260153122,91.82,-1431.933513222947,62.02,200000,179048.43440881313,-20951.565591186867,0.8952421720440656
2020-08-25,-1,-1.0528228087941571,982.7915260153122,84.5,-1431.933513222947,58.34,200000,166584.88510972064,-33415.114890279365,0.8329244255486032
2020-08-26,-1,-0.7053924678942354,982.7915260153122,85.8,-1431.933513222947,58.1,200000,167518.850050367,-32481.149949632993,0.837594250251835
2020-08-27,-1,-0.5427639903410226,982.7915260153122,83.35,-1431.933513222947,56.1,200000,162247.1437851836,-37752.85621481639,0.8112357189259181
2020-08-28,-1,-0.514817739216422,982.7915260153122,84.99,-1431.933513222947,57.38,200000,165691.7967847741,-34308.20321522589,0.8284589839238705
2020-08-29,-1,-0.3128197960209027,982.7915260153122,85.0,-1431.933513222947,56.97,200000,165114.53195961285,-34885.468040387146,0.8255726597980643
2020-08-30,-2,-1.2851888874129644,0.0,88.27,0.0,62.89,200000,183154.13990602165,-16845.86009397835,0.9157706995301083
2020-08-31,-1,-1.072845600610064,1063.6128914403116,86.1,-1503.2348974558572,60.92,200000,183154.13990602165,-16845.86009397835,0.9157706995301083
2020-09-01,-1,-0.9663220849786305,1063.6128914403116,89.05,-1503.2348974558572,62.69,200000,188952.52370426746,-11047.476295732544,0.9447626185213372
2020-09-02,-1,-0.6964787908003857,1063.6128914403116,83.27,-1503.2348974558572,58.06,200000,175844.86361652182,-24155.13638347818,0.8792243180826091
2020-09-03,-2,-1.2239566743399581,0.0,66.6,0.0,47.28,200000,183390.46728780982,-16609.53271219018,0.916952336439049
2020-09-04,0,-0.3384274090723003,0.0,72.62,0.0,50.32,200000,183390.46728780982,-16609.53271219018,0.916952336439049
2020-09-05,0,-0.8549457322689386,0.0,68.02,0.0,47.83,200000,183390.46728780982,-16609.53271219018,0.916952336439049
2020-09-06,0,0.3222230826939274,0.0,70.12,0.0,47.92,200000,183390.46728780982,-16609.53271219018,0.916952336439049
2020-09-07,2,2.406683471652261,0.0,76.05,0.0,48.84,200000,183390.46728780982,-16609.53271219018,0.916952336439049
2020-09-08,2,2.3005533171176986,0.0,74.74,0.0,47.47,200000,183390.46728780982,-16609.53271219018,0.916952336439049
2020-09-09,2,1.9998275368166483,0.0,75.5,0.0,47.82,200000,183390.46728780982,-16609.53271219018,0.916952336439049
2020-09-10,2,1.7764977920865777,0.0,77.01,0.0,48.67,200000,183390.46728780982,-16609.53271219018,0.916952336439049
2020-09-11,2,1.4951706776204838,0.0,77.09,0.0,48.96,200000,183390.46728780982,-16609.53271219018,0.916952336439049
2020-09-12,2,1.2014838713095157,0.0,79.34,0.0,50.8,200000,183390.46728780982,-16609.53271219018,0.916952336439049
2020-09-13,1,1.189979752914597,-1214.0240122322905,75.53,1904.3662231340584,48.15,200000,183390.46728780982,-16609.53271219018,0.916952336439049
2020-09-14,1,0.5594412672218417,-1214.0240122322905,75.13,1904.3662231340584,49.08,200000,184675.91827043158,-15324.081729568425,0.9233795913521579
2020-09-15,1,0.22207439140559476,-1214.0240122322905,72.95,1904.3662231340584,48.31,200000,180562.98393195198,-19437.01606804802,0.9028149196597599
2020-09-16,1,0.46824242723563403,-1214.0240122322905,73.01,1904.3662231340584,47.76,200000,179588.42394996216,-20411.57605003784,0.8979421197498108
2020-09-17,0,0.03718290315435161,0.0,73.32,0.0,48.85,200000,179374.41786458262,-20625.582135417382,0.8968720893229131
2020-09-18,0,-0.15014503658792683,0.0,72.24,0.0,48.54,200000,179374.41786458262,-20625.582135417382,0.8968720893229131
2020-09-19,0,-0.027227882266502194,0.0,72.85,0.0,48.52,200000,179374.41786458262,-20625.582135417382,0.8968720893229131
2020-09-20,0,-0.08055770929993615,0.0,70.77,0.0,47.09,200000,179374.41786458262,-20625.582135417382,0.8968720893229131
2020-09-21,0,0.6062925451003179,0.0,66.81,0.0,43.16,200000,179374.41786458262,-20625.582135417382,0.8968720893229131
2020-09-22,0,0.24474522792765738,0.0,68.12,0.0,44.47,200000,179374.41786458262,-20625.582135417382,0.8968720893229131
2020-09-23,0,-0.3068081430175284,0.0,64.86,0.0,42.96,200000,179374.41786458262,-20625.582135417382,0.8968720893229131
2020-09-24,0,-0.42832449456714555,0.0,67.79,0.0,44.92,200000,179374.41786458262,-20625.582135417382,0.8968720893229131
2020-09-25,-1,-1.1520596277360777,1308.3473221340819,68.55,-1948.8745965295807,46.02,200000,179374.41786458262,-20625.582135417382,0.8968720893229131
2020-09-26,-1,-0.9920620429219664,1308.3473221340819,69.04,-1948.8745965295807,46.03,200000,180034.9967983936,-19965.003201606392,0.900174983991968
2020-09-27,-1,-1.0690874656773124,1308.3473221340819,68.78,-1948.8745965295807,46.05,200000,179733.80398656934,-20266.196013430657,0.8986690199328468
2020-09-28,-1,-1.0978276204242603,1308.3473221340819,67.35,-1948.8745965295807,45.23,200000,176264.79014676332,-23735.20985323668,0.8813239507338166
2020-09-29,-1,-0.7443528073233371,1308.3473221340819,68.45,-1948.8745965295807,45.69,200000,178600.45451551443,-21399.54548448557,0.8930022725775721
2020-09-30,-1,-0.7549426967666368,1308.3473221340819,69.17,-1948.8745965295807,46.24,200000,180614.34561554226,-19385.65438445774,0.9030717280777113
2020-10-01,-2,-1.556488872823186,0.0,68.06,0.0,46.25,200000,180463.7492096301,-19536.2507903699,0.9023187460481505
2020-10-02,-2,-1.5330987381798136,0.0,65.95,0.0,44.88,200000,180463.7492096301,-19536.2507903699,0.9023187460481505
2020-10-03,-2,-2.4590320950046443,0.0,65.6,0.0,45.51,200000,180463.7492096301,-19536.2507903699,0.9023187460481505
2020-10-04,-2,-2.549883097511439,0.0,66.39,0.0,46.69,200000,180463.7492096301,-19536.2507903699,0.9023187460481505
2020-10-05,-2,-1.4218456942380873,0.0,67.15,0.0,46.34,200000,180463.7492096301,-19536.2507903699,0.9023187460481505
2020-10-06,-2,-2.0352248859009876,0.0,65.28,0.0,45.99,200000,180463.7492096301,-19536.2507903699,0.9023187460481505
2020-10-07,-2,-1.8137573272065055,0.0,65.94,0.0,46.55,200000,180463.7492096301,-19536.2507903699,0.9023187460481505
2020-10-08,-2,-1.8192101788912953,0.0,66.34,0.0,47.21,200000,180463.7492096301,-19536.2507903699,0.9023187460481505
2020-10-09,-2,-1.538686621219982,0.0,67.27,0.0,47.78,200000,180463.7492096301,-19536.2507903699,0.9023187460481505
2020-10-10,-2,-1.7050996238714964,0.0,67.92,0.0,48.88,200000,180463.7492096301,-19536.2507903699,0.9023187460481505
2020-10-11,0,-0.9519967580742013,0.0,71.71,0.0,50.48,200000,180463.7492096301,-19536.2507903699,0.9023187460481505
2020-10-12,0,-0.9570646286838848,0.0,71.66,0.0,50.58,200000,180463.7492096301,-19536.2507903699,0.9023187460481505
2020-10-13,0,-0.6111917495922076,0.0,71.23,0.0,49.89,200000,180463.7492096301,-19536.2507903699,0.9023187460481505
2020-10-14,-1,-1.0470991854433132,1288.1067038517494,70.05,-1812.2489376343653,49.79,200000,180463.7492096301,-19536.2507903699,0.9023187460481505
2020-10-15,-1,-1.1471917961865379,1288.1067038517494,69.27,-1812.2489376343653,49.53,200000,178987.8412568408,-21012.158743159205,0.894939206284204
2020-10-16,-2,-1.308225024832843,0.0,66.06,0.0,47.6,200000,181634.4697845793,-18365.530215420702,0.9081723489228964
2020-10-17,0,0.03697600690505364,0.0,67.33,0.0,46.93,200000,181634.4697845793,-18365.530215420702,0.9081723489228964
2020-10-18,0,-0.4441871147697483,0.0,67.29,0.0,47.54,200000,181634.4697845793,-18365.530215420702,0.9081723489228964
2020-10-19,2,3.124880001414203,0.0,74.93,0.0,47.99,200000,181634.4697845793,-18365.530215420702,0.9081723489228964
2020-10-20,2,1.7489342049268788,0.0,70.65,0.0,46.88,200000,181634.4697845793,-18365.530215420702,0.9081723489228964
2020-10-21,0,-0.48014060849814355,0.0,74.73,0.0,52.98,200000,181634.4697845793,-18365.530215420702,0.9081723489228964
2020-10-22,-1,-1.1086304343878632,1211.2194570857514,74.98,-1670.9702832068012,54.35,200000,181634.4697845793,-18365.530215420702,0.9081723489228964
2020-10-23,-2,-2.3495922748754703,0.0,72.13,0.0,55.42,200000,186874.383440305,-13125.616559694987,0.934371917201525
2020-10-24,-2,-2.674684424005267,0.0,73.31,0.0,59.23,200000,186874.383440305,-13125.616559694987,0.934371917201525
2020-10-25,-2,-2.442575503323955,0.0,71.06,0.0,58.84,200000,186874.383440305,-13125.616559694987,0.934371917201525
2020-10-26,-2,-1.945721627193233,0.0,69.19,0.0,56.82,200000,186874.383440305,-13125.616559694987,0.934371917201525
2020-10-27,-2,-1.652369824803233,0.0,70.75,0.0,57.91,200000,186874.383440305,-13125.616559694987,0.934371917201525
2020-10-28,-2,-1.4970472612750187,0.0,67.91,0.0,55.77,200000,186874.383440305,-13125.616559694987,0.934371917201525
2020-10-29,-2,-1.2945886459448275,0.0,67.1,0.0,54.87,200000,186874.383440305,-13125.616559694987,0.934371917201525
2020-10-30,0,-0.6022176839052327,0.0,69.69,0.0,54.01,200000,186874.383440305,-13125.616559694987,0.934371917201525
2020-10-31,0,-0.8258447573559942,0.0,70.08,0.0,55.72,200000,186874.383440305,-13125.616559694987,0.934371917201525
2020-11-01,0,-0.9223949822609209,0.0,68.79,0.0,55.6,200000,186874.383440305,-13125.616559694987,0.934371917201525
2020-11-02,-1,-1.0825002747849144,1438.601874059315,64.95,-1736.750775467519,53.8,200000,186874.383440305,-13125.616559694987,0.934371917201525
2020-11-03,-1,-1.1018222115457597,1438.601874059315,64.32,-1736.750775467519,53.96,200000,186245.94438372244,-13754.055616277561,0.9312297219186122
2020-11-04,-1,-1.0567369886603615,1438.601874059315,64.75,-1736.750775467519,54.67,200000,188097.6362401499,-11902.363759850094,0.9404881812007495
2020-11-05,-2,-1.2213588190691447,0.0,67.78,0.0,58.95,200000,191747.40663037487,-8252.59336962513,0.9587370331518743
2020-11-06,-2,-1.4083599566873675,0.0,70.09,0.0,63.2,200000,191747.40663037487,-8252.59336962513,0.9587370331518743
2020-11-07,-1,-1.1142132427856288,1440.1938307824462,66.57,-1627.736898390279,58.9,200000,191747.40663037487,-8252.59336962513,0.9587370331518743
2020-11-08,-2,-1.2497961405785731,0.0,68.06,0.0,61.02,200000,193052.3200470964,-6947.6799529035925,0.965261600235482
2020-11-09,0,-0.9152784675225188,0.0,68.09,0.0,59.23,200000,193052.3200470964,-6947.6799529035925,0.965261600235482
2020-11-10,0,-0.3382919035081675,0.0,68.86,0.0,57.93,200000,193052.3200470964,-6947.6799529035925,0.965261600235482
2020-11-11,0,-0.5864933002627379,0.0,69.31,0.0,59.27,200000,193052.3200470964,-6947.6799529035925,0.965261600235482
2020-11-12,2,1.5777153204156267,0.0,77.69,0.0,60.72,200000,193052.3200470964,-6947.6799529035925,0.965261600235482
2020-11-13,0,-0.35350071389205273,0.0,77.74,0.0,65.96,200000,193052.3200470964,-6947.6799529035925,0.965261600235482
2020-11-14,0,0.2790986314328614,0.0,77.29,0.0,63.85,200000,193052.3200470964,-6947.6799529035925,0.965261600235482
2020-11-15,0,0.1625924599032451,0.0,74.98,0.0,62.28,200000,193052.3200470964,-6947.6799529035925,0.965261600235482
2020-11-16,-2,-1.7746480902435318,0.0,80.66,0.0,73.84,200000,193052.3200470964,-6947.6799529035925,0.965261600235482
2020-11-17,-2,-1.5855332436116016,0.0,83.21,0.0,76.32,200000,193052.3200470964,-6947.6799529035925,0.965261600235482
2020-11-18,-2,-1.4069652160427721,0.0,80.05,0.0,73.42,200000,193052.3200470964,-6947.6799529035925,0.965261600235482
2020-11-19,-2,-2.3386366841421395,0.0,82.21,0.0,81.53,200000,193052.3200470964,-6947.6799529035925,0.965261600235482
2020-11-20,-2,-1.9954949615270365,0.0,83.36,0.0,82.53,200000,193052.3200470964,-6947.6799529035925,0.965261600235482
2020-11-21,0,-0.8342985879883916,0.0,94.57,0.0,87.14,200000,193052.3200470964,-6947.6799529035925,0.965261600235482
2020-11-22,0,-0.6674771976889802,0.0,90.45,0.0,82.87,200000,193052.3200470964,-6947.6799529035925,0.965261600235482
2020-11-23,-1,-1.0447604850808074,1024.2589136624385,94.24,-1084.1981357244547,89.03,200000,193052.3200470964,-6947.6799529035925,0.965261600235482
2020-11-24,0,1.9625034819556393,0.0,114.5,0.0,89.25,200000,172539.35804615478,-27460.641953845217,0.862696790230774
2020-11-25,2,1.365762589292339,0.0,102.06,0.0,81.75,200000,172539.35804615478,-27460.641953845217,0.862696790230774
2020-11-26,2,1.6742179956100371,0.0,91.83,0.0,71.0,200000,172539.35804615478,-27460.641953845217,0.862696790230774
2020-11-27,2,1.839813495180534,0.0,92.32,0.0,69.15,200000,172539.35804615478,-27460.641953845217,0.862696790230774
2020-11-28,2,2.647678345972225,0.0,109.07,0.0,72.7,200000,172539.35804615478,-27460.641953845217,0.862696790230774
2020-11-29,2,1.4079056449069605,0.0,108.15,0.0,78.91,200000,172539.35804615478,-27460.641953845217,0.862696790230774
2020-11-30,0,0.7122267176530358,0.0,112.83,0.0,87.65,200000,172539.35804615478,-27460.641953845217,0.862696790230774
2020-12-01,0,0.18699737330270663,0.0,103.91,0.0,85.08,200000,172539.35804615478,-27460.641953845217,0.862696790230774
2020-12-02,0,-0.06535798256303078,0.0,105.23,0.0,88.9,200000,172539.35804615478,-27460.641953845217,0.862696790230774
2020-12-03,0,0.11390308551034575,0.0,107.54,0.0,89.0,200000,172539.35804615478,-27460.641953845217,0.862696790230774
2020-12-04,0,0.3703203218304257,0.0,98.86,0.0,79.52,200000,172539.35804615478,-27460.641953845217,0.862696790230774
2020-12-05,0,0.3215859097252627,0.0,102.99,0.0,83.14,200000,172539.35804615478,-27460.641953845217,0.862696790230774
2020-12-06,0,0.14450136289180873,0.0,102.09,0.0,83.55,200000,172539.35804615478,-27460.641953845217,0.862696790230774
2020-12-07,0,0.06395120479745836,0.0,101.53,0.0,83.37,200000,172539.35804615478,-27460.641953845217,0.862696790230774
2020-12-08,0,0.16879555338902497,0.0,95.01,0.0,76.76,200000,172539.35804615478,-27460.641953845217,0.862696790230774
2020-12-09,0,0.060010142771557244,0.0,95.62,0.0,77.41,200000,172539.35804615478,-27460.641953845217,0.862696790230774
2020-12-10,0,0.029296246664069176,0.0,92.86,0.0,74.7,200000,172539.35804615478,-27460.641953845217,0.862696790230774
2020-12-11,0,0.4447506839074207,0.0,93.25,0.0,72.2,200000,172539.35804615478,-27460.641953845217,0.862696790230774
2020-12-12,0,-0.26111602077610097,0.0,94.74,0.0,76.67,200000,172539.35804615478,-27460.641953845217,0.862696790230774
2020-12-13,-1,-1.071899899289417,883.8200903911218,97.61,-1048.4890498672507,82.28,200000,172539.35804615478,-27460.641953845217,0.862696790230774
2020-12-14,-1,-1.1252554060392237,883.8200903911218,96.69,-1048.4890498672507,82.35,200000,171799.63779648565,-28200.36220351435,0.8589981889824283
2020-12-15,-1,-0.8299528472640616,883.8200903911218,96.96,-1048.4890498672507,81.32,200000,170958.32549952797,-29041.67450047203,0.8547916274976398
2020-12-16,-2,-1.4127946880907822,0.0,105.39,0.0,92.94,200000,176840.13101449676,-23159.868985503243,0.8842006550724838
2020-12-17,-2,-1.8782708548316973,0.0,108.22,0.0,101.01,200000,176840.13101449676,-23159.868985503243,0.8842006550724838
2020-12-18,-2,-2.770041012404356,0.0,108.05,0.0,109.34,200000,176840.13101449676,-23159.868985503243,0.8842006550724838
2020-12-19,-2,-2.922725701243326,0.0,108.27,0.0,119.85,200000,176840.13101449676,-23159.868985503243,0.8842006550724838
2020-12-20,-2,-2.00589979782913,0.0,109.56,0.0,114.58,200000,176840.13101449676,-23159.868985503243,0.8842006550724838
2020-12-21,-2,-1.4533021326614388,0.0,103.9,0.0,104.45,200000,176840.13101449676,-23159.868985503243,0.8842006550724838
2020-12-22,-2,-1.7805642095376477,0.0,105.76,0.0,114.32,200000,176840.13101449676,-23159.868985503243,0.8842006550724838
2020-12-23,-2,-1.760057984031697,0.0,91.4,0.0,102.45,200000,176840.13101449676,-23159.868985503243,0.8842006550724838
2020-12-24,-2,-1.5801028960506058,0.0,98.54,0.0,111.13,200000,176840.13101449676,-23159.868985503243,0.8842006550724838
2020-12-25,-2,-1.8351103646590452,0.0,103.12,0.0,127.78,200000,176840.13101449676,-23159.868985503243,0.8842006550724838
2020-12-26,-2,-1.4738159835295135,0.0,107.99,0.0,129.61,200000,176840.13101449676,-23159.868985503243,0.8842006550724838
2020-12-27,-2,-1.2804740092030107,0.0,107.48,0.0,127.88,200000,176840.13101449676,-23159.868985503243,0.8842006550724838
2020-12-28,-2,-1.2395093733996505,0.0,107.11,0.0,129.83,200000,176840.13101449676,-23159.868985503243,0.8842006550724838
2020-12-29,-2,-1.2204745698831225,0.0,103.93,0.0,128.8,200000,176840.13101449676,-23159.868985503243,0.8842006550724838
2020-12-30,-2,-1.2401537438543069,0.0,101.89,0.0,130.05,200000,176840.13101449676,-23159.868985503243,0.8842006550724838
2020-12-31,-1,-1.0615795663416967,889.0906536676558,99.45,-711.8594759459655,124.21,200000,176840.13101449676,-23159.868985503243,0.8842006550724838
2021-01-01,-2,-1.6035244028163433,0.0,87.97,0.0,126.24,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-01-02,-2,-1.807766565353228,0.0,87.02,0.0,136.96,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-01-03,-2,-2.0521553593740207,0.0,89.65,0.0,161.24,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-01-04,-2,-1.797912245309585,0.0,89.01,0.0,155.34,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-01-05,-2,-1.7176326744638408,0.0,89.11,0.0,158.43,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-01-06,-2,-1.5966604366515704,0.0,94.22,0.0,168.92,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-01-07,-2,-1.2833926458087248,0.0,98.96,0.0,169.35,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-01-08,-2,-1.3066537557000022,0.0,96.2,0.0,172.19,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-01-09,0,-0.8100643563205423,0.0,109.94,0.0,177.26,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-01-10,0,0.9769599081822702,0.0,146.54,0.0,170.07,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-01-11,2,1.2903452203194516,0.0,125.01,0.0,138.87,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-01-12,2,1.6710875609288645,0.0,128.53,0.0,133.42,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-01-13,2,1.2198458784601298,0.0,133.1,0.0,147.38,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-01-14,0,0.9557004727466126,0.0,132.99,0.0,152.5,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-01-15,0,0.8882441154316078,0.0,124.3,0.0,143.65,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-01-16,0,0.9023301800397371,0.0,124.85,0.0,143.52,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-01-17,0,0.8777919889127674,0.0,124.26,0.0,142.8,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-01-18,0,0.7238494094151278,0.0,129.3,0.0,151.96,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-01-19,0,0.4965523696437153,0.0,124.46,0.0,151.86,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-01-20,0,0.42312531894289185,0.0,121.13,0.0,149.69,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-01-21,0,0.12855478729647407,0.0,99.77,0.0,129.72,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-01-22,0,0.029788611723646774,0.0,104.72,0.0,137.66,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-01-23,0,-0.014743772524204517,0.0,105.29,0.0,137.67,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-01-24,0,-0.17698115005728923,0.0,106.16,0.0,141.01,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-01-25,0,-0.16674718194929228,0.0,105.0,0.0,137.07,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-01-26,0,-0.16454105741971478,0.0,104.97,0.0,134.67,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-01-27,0,-0.20593930659365287,0.0,96.45,0.0,122.44,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-01-28,0,-0.6283771401418555,0.0,102.68,0.0,133.27,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-01-29,0,-0.8126779025366748,0.0,104.56,0.0,134.65,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-01-30,0,-0.5530920075239013,0.0,105.17,0.0,133.36,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-01-31,0,-0.429817052281825,0.0,102.42,0.0,129.36,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-02-01,0,-0.4982229461342168,0.0,103.54,0.0,132.0,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-02-02,0,-0.6636211172723672,0.0,109.85,0.0,141.98,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-02-03,-1,-1.1612165154424634,806.6243001316833,116.84,-604.4121286948366,155.93,200000,188491.96645477175,-11508.033545228245,0.9424598322738588
2021-02-04,-1,-0.6869978133267157,806.6243001316833,111.0,-604.4121286948366,145.07,200000,177217.3648243768,-22782.635175623203,0.886086824121884
2021-02-05,-1,-0.28071050732061525,806.6243001316833,120.42,-604.4121286948366,155.05,200000,190847.79877599172,-9152.201224008284,0.9542389938799586
2021-02-06,-1,-0.6471393749305169,806.6243001316833,118.94,-604.4121286948366,155.57,200000,189968.28911871812,-10031.710881281877,0.9498414455935906
2021-02-07,0,0.4599624815512129,0.0,118.31,0.0,150.76,200000,184181.4180282259,-15818.58197177411,0.9209070901411295
2021-02-08,-2,-1.299541187104241,0.0,126.16,0.0,167.28,200000,184181.4180282259,-15818.58197177411,0.9209070901411295
2021-02-09,-1,-1.1055308507385415,670.4332339408338,137.36,-507.414783261408,181.49,200000,184181.4180282259,-15818.58197177411,0.9209070901411295
2021-02-10,0,-0.09395863801557842,0.0,139.75,0.0,181.56,200000,182614.60163393558,-17385.398366064415,0.913073008169678
2021-02-11,2,3.880164532571994,0.0,164.6,0.0,183.62,200000,182614.60163393558,-17385.398366064415,0.913073008169678
2021-02-12,2,2.2442950750154265,0.0,169.76,0.0,196.69,200000,182614.60163393558,-17385.398366064415,0.913073008169678
2021-02-13,2,3.955476297040416,0.0,267.61,0.0,225.76,200000,182614.60163393558,-17385.398366064415,0.913073008169678
2021-02-14,2,2.2886043119486277,0.0,230.69,0.0,213.49,200000,182614.60163393558,-17385.398366064415,0.913073008169678
2021-02-15,2,2.7370291925298806,0.0,259.69,0.0,207.83,200000,182614.60163393558,-17385.398366064415,0.913073008169678
2021-02-16,2,1.9437448042424856,0.0,249.46,0.0,210.26,200000,182614.60163393558,-17385.398366064415,0.913073008169678
2021-02-17,2,1.372922368148359,0.0,265.96,0.0,237.49,200000,182614.60163393558,-17385.398366064415,0.913073008169678
2021-02-18,2,1.7749809943928485,0.0,281.15,0.0,226.59,200000,182614.60163393558,-17385.398366064415,0.913073008169678
2021-02-19,2,2.0384729390417347,0.0,323.84,0.0,236.5,200000,182614.60163393558,-17385.398366064415,0.913073008169678
2021-02-20,2,1.5524119042422104,0.0,297.28,0.0,226.65,200000,182614.60163393558,-17385.398366064415,0.913073008169678
2021-02-21,2,1.4379106151590524,0.0,301.52,0.0,227.13,200000,182614.60163393558,-17385.398366064415,0.913073008169678
2021-02-22,2,1.204719749324382,0.0,271.7,0.0,208.32,200000,182614.60163393558,-17385.398366064415,0.913073008169678
2021-02-23,1,1.082008209096861,-395.423761712216,230.91,514.8714380115473,177.34,200000,182614.60163393558,-17385.398366064415,0.913073008169678
2021-02-24,1,1.0046882745345729,-395.423761712216,237.4,514.8714380115473,181.43,200000,187286.7260289151,-12713.273971084913,0.9364336301445755
2021-02-25,1,0.5546187350682095,-395.423761712216,218.5,514.8714380115473,179.36,200000,178747.43305587032,-21252.566944129678,0.8937371652793517
2021-02-26,1,0.4632008913684894,-395.423761712216,206.7,514.8714380115473,170.25,200000,169390.95386738097,-30609.046132619027,0.8469547693369048
2021-02-27,1,0.4457643870053072,-395.423761712216,210.69,514.8714380115473,171.76,200000,171746.15054801013,-28253.849451989867,0.8587307527400507
2021-02-28,0,0.18628224165481755,0.0,196.77,0.0,165.22,200000,175355.0762377805,-24644.923762219492,0.8767753811889025
2021-03-01,0,0.5914319531954503,0.0,224.94,0.0,175.89,200000,175355.0762377805,-24644.923762219492,0.8767753811889025
2021-03-02,0,0.01796329392760698,0.0,216.04,0.0,179.08,200000,175355.0762377805,-24644.923762219492,0.8767753811889025
2021-03-03,0,-0.29314092511234224,0.0,222.59,0.0,187.64,200000,175355.0762377805,-24644.923762219492,0.8767753811889025
