date,statusList,zscore,NULSUSDT_position,NULSUSDT_price,ZILUSDT_position,ZILUSDT_price,init,total_asset,pnl,return
2020-08-02,0,-0.06863692999259503,0.0,0.4472,0.0,0.01782,200000,224437.07194663363,24437.07194663363,1.1221853597331681
2020-08-03,2,1.5219970243177576,0.0,0.4646,0.0,0.01754,200000,224437.07194663363,24437.07194663363,1.1221853597331681
2020-08-04,0,-0.2500277750281324,0.0,0.4621,0.0,0.01842,200000,224437.07194663363,24437.07194663363,1.1221853597331681
2020-08-05,-2,-1.5101511738661821,0.0,0.4707,0.0,0.01958,200000,224437.07194663363,24437.07194663363,1.1221853597331681
2020-08-06,-1,-1.1833656536793606,230003.14813141385,0.4879,-5580235.5033971565,0.02011,200000,224437.07194663363,24437.07194663363,1.1221853597331681
2020-08-07,-2,-2.5065152159336814,0.0,0.4939,0.0,0.02183,200000,232655.05812368827,32655.05812368827,1.1632752906184414
2020-08-08,-2,-3.1340442174259846,0.0,0.5315,0.0,0.02608,200000,232655.05812368827,32655.05812368827,1.1632752906184414
2020-08-09,-2,-2.371519017129813,0.0,0.5218,0.0,0.02515,200000,232655.05812368827,32655.05812368827,1.1632752906184414
2020-08-10,-1,-1.082943777344386,206217.92069109046,0.5641,-4658691.592384627,0.02497,200000,232655.05812368827,32655.05812368827,1.1632752906184414
2020-08-11,-2,-2.0829856267643216,0.0,0.5281,0.0,0.02606,200000,245156.87710426678,45156.87710426678,1.225784385521334
2020-08-12,-2,-1.6049257059164876,0.0,0.5291,0.0,0.02554,200000,245156.87710426678,45156.87710426678,1.225784385521334
2020-08-13,-2,-1.6768245531556678,0.0,0.512,0.0,0.02546,200000,245156.87710426678,45156.87710426678,1.225784385521334
2020-08-14,-2,-1.3987425494051047,0.0,0.5096,0.0,0.02505,200000,245156.87710426678,45156.87710426678,1.225784385521334
2020-08-15,-2,-1.3829322862644309,0.0,0.4947,0.0,0.0247,200000,245156.87710426678,45156.87710426678,1.225784385521334
2020-08-16,-2,-1.5082317997038668,0.0,0.5085,0.0,0.02632,200000,245156.87710426678,45156.87710426678,1.225784385521334
2020-08-17,-1,-1.0184436033734396,240916.74243736907,0.5088,-4864223.752068785,0.0252,200000,245156.87710426678,45156.87710426678,1.225784385521334
2020-08-18,0,0.24665884662655,0.0,0.532,0.0,0.02315,200000,229595.9499879788,29595.94998797879,1.147979749939894
2020-08-19,0,-0.15984771239916085,0.0,0.4801,0.0,0.02185,200000,229595.9499879788,29595.94998797879,1.147979749939894
2020-08-20,0,-0.0856597721379128,0.0,0.5013,0.0,0.02276,200000,229595.9499879788,29595.94998797879,1.147979749939894
2020-08-21,0,0.05318303203227537,0.0,0.4698,0.0,0.02118,200000,229595.9499879788,29595.94998797879,1.147979749939894
2020-08-22,0,0.10660181391146503,0.0,0.4844,0.0,0.02189,200000,229595.9499879788,29595.94998797879,1.147979749939894
2020-08-23,0,0.40164202132137844,0.0,0.4794,0.0,0.02144,200000,229595.9499879788,29595.94998797879,1.147979749939894
2020-08-24,0,-0.6868122949636755,0.0,0.4868,0.0,0.02372,200000,229595.9499879788,29595.94998797879,1.147979749939894
2020-08-25,0,-0.31836062959702777,0.0,0.4468,0.0,0.02135,200000,229595.9499879788,29595.94998797879,1.147979749939894
2020-08-26,0,-0.9801389308516268,0.0,0.4487,0.0,0.02239,200000,229595.9499879788,29595.94998797879,1.147979749939894
2020-08-27,0,0.26895326931377633,0.0,0.433,0.0,0.02029,200000,229595.9499879788,29595.94998797879,1.147979749939894
2020-08-28,0,0.4335163876462389,0.0,0.4521,0.0,0.02096,200000,229595.9499879788,29595.94998797879,1.147979749939894
2020-08-29,2,2.1746116879211166,0.0,0.5003,0.0,0.02093,200000,229595.9499879788,29595.94998797879,1.147979749939894
2020-08-30,0,-0.8321771955543704,0.0,0.4692,0.0,0.02327,200000,229595.9499879788,29595.94998797879,1.147979749939894
2020-08-31,0,-0.460811367536966,0.0,0.4623,0.0,0.02241,200000,229595.9499879788,29595.94998797879,1.147979749939894
2020-09-01,0,-0.34263487627924627,0.0,0.4549,0.0,0.0219,200000,229595.9499879788,29595.94998797879,1.147979749939894
2020-09-02,0,0.1098815245334617,0.0,0.4352,0.0,0.02037,200000,229595.9499879788,29595.94998797879,1.147979749939894
2020-09-03,0,-0.7542209001194763,0.0,0.3233,0.0,0.01587,200000,229595.9499879788,29595.94998797879,1.147979749939894
2020-09-04,0,-0.5662597810413564,0.0,0.3423,0.0,0.01659,200000,229595.9499879788,29595.94998797879,1.147979749939894
2020-09-05,-2,-1.3925931112551093,0.0,0.2955,0.0,0.01494,200000,229595.9499879788,29595.94998797879,1.147979749939894
2020-09-06,0,-0.9550689179097572,0.0,0.3096,0.0,0.01528,200000,229595.9499879788,29595.94998797879,1.147979749939894
2020-09-07,-1,-1.187254017609434,376633.7762269993,0.3048,-7493340.404307402,0.01532,200000,229595.9499879788,29595.94998797879,1.147979749939894
2020-09-08,-2,-1.6843679423985431,0.0,0.2971,0.0,0.01555,200000,234219.49835791741,34219.498357917415,1.171097491789587
2020-09-09,-2,-1.4981940678499468,0.0,0.3145,0.0,0.01647,200000,234219.49835791741,34219.498357917415,1.171097491789587
2020-09-10,-2,-1.4908207606747068,0.0,0.3262,0.0,0.01727,200000,234219.49835791741,34219.498357917415,1.171097491789587
2020-09-11,0,-0.7377469405225101,0.0,0.3396,0.0,0.01724,200000,234219.49835791741,34219.498357917415,1.171097491789587
2020-09-12,-2,-1.4698289299386909,0.0,0.3318,0.0,0.01778,200000,234219.49835791741,34219.498357917415,1.171097491789587
2020-09-13,-2,-1.727667323200591,0.0,0.301,0.0,0.01668,200000,234219.49835791741,34219.498357917415,1.171097491789587
2020-09-14,-2,-1.6426376467016888,0.0,0.299,0.0,0.01676,200000,234219.49835791741,34219.498357917415,1.171097491789587
2020-09-15,-2,-1.6450207888219825,0.0,0.274,0.0,0.01564,200000,234219.49835791741,34219.498357917415,1.171097491789587
2020-09-16,-2,-1.9891106517488857,0.0,0.2778,0.0,0.01689,200000,234219.49835791741,34219.498357917415,1.171097491789587
2020-09-17,-2,-1.911194520223901,0.0,0.267,0.0,0.01664,200000,234219.49835791741,34219.498357917415,1.171097491789587
2020-09-18,-2,-2.028891048397273,0.0,0.268,0.0,0.01706,200000,234219.49835791741,34219.498357917415,1.171097491789587
2020-09-19,-2,-1.6698965545934399,0.0,0.2678,0.0,0.01686,200000,234219.49835791741,34219.498357917415,1.171097491789587
2020-09-20,-1,-1.0665925775151175,444776.8673716624,0.2633,-7449729.5915368125,0.01572,200000,234219.49835791741,34219.498357917415,1.171097491789587
2020-09-21,-1,-0.5332181822573844,444776.8673716624,0.2424,-7449729.5915368125,0.0138,200000,210620.18101409898,10620.181014098984,1.053100905070495
2020-09-22,-1,-0.41310846585817323,444776.8673716624,0.2496,-7449729.5915368125,0.01415,200000,216429.9798162128,16429.979816212814,1.082149899081064
2020-09-23,-1,-0.33398890760765565,444776.8673716624,0.2452,-7449729.5915368125,0.01389,200000,212536.03190597793,12536.031905977929,1.0626801595298896
2020-09-24,0,-0.0783624060065658,0.0,0.2615,0.0,0.0146,200000,226676.39957666516,26676.399576665164,1.1333819978833257
2020-09-25,-2,-1.291276599908414,0.0,0.2553,0.0,0.01592,200000,226676.39957666516,26676.399576665164,1.1333819978833257
2020-09-26,-2,-1.2862975367755645,0.0,0.2597,0.0,0.01633,200000,226676.39957666516,26676.399576665164,1.1333819978833257
2020-09-27,0,-0.4271767745458198,0.0,0.2623,0.0,0.01548,200000,226676.39957666516,26676.399576665164,1.1333819978833257
2020-09-28,2,1.7047850332971046,0.0,0.297,0.0,0.01511,200000,226676.39957666516,26676.399576665164,1.1333819978833257
2020-09-29,0,-0.8857409406580453,0.0,0.284,0.0,0.01747,200000,226676.39957666516,26676.399576665164,1.1333819978833257
2020-09-30,-2,-2.1272995267390242,0.0,0.2778,0.0,0.01955,200000,226676.39957666516,26676.399576665164,1.1333819978833257
2020-10-01,-2,-1.9432484268173769,0.0,0.2755,0.0,0.01945,200000,226676.39957666516,26676.399576665164,1.1333819978833257
2020-10-02,-2,-1.3258775247657608,0.0,0.2671,0.0,0.01802,200000,226676.39957666516,26676.399576665164,1.1333819978833257
2020-10-03,-1,-1.0905555396614743,407251.8856928947,0.2783,-6103295.626727656,0.01857,200000,226676.39957666516,26676.399576665164,1.1333819978833257
2020-10-04,-2,-2.024992111003252,0.0,0.2801,0.0,0.02129,200000,242544.3102871172,42544.3102871172,1.212721551435586
2020-10-05,-2,-1.7748380070501275,0.0,0.2712,0.0,0.0207,200000,242544.3102871172,42544.3102871172,1.212721551435586
2020-10-06,-2,-1.2543266626113747,0.0,0.2497,0.0,0.01818,200000,242544.3102871172,42544.3102871172,1.212721551435586
2020-10-07,-1,-1.1355387520567024,467330.0776245033,0.2595,-6426717.283707398,0.01887,200000,242544.3102871172,42544.3102871172,1.212721551435586
2020-10-08,-1,-1.1537850226921882,467330.0776245033,0.2599,-6426717.283707398,0.01921,200000,244916.32619462756,44916.32619462756,1.2245816309731379
2020-10-09,-1,-1.0763095874226527,467330.0776245033,0.2719,-6426717.283707398,0.02016,200000,256629.66854564357,56629.668545643566,1.2831483427282178
2020-10-10,-1,-0.69409906522495,467330.0776245033,0.2778,-6426717.283707398,0.01972,200000,256559.1603987969,56559.1603987969,1.2827958019939845
2020-10-11,-1,-1.0075590622658264,467330.0776245033,0.273,-6426717.283707398,0.02056,200000,259714.4185445135,59714.41854451349,1.2985720927225675
2020-10-12,-1,-0.826174703882759,467330.0776245033,0.2727,-6426717.283707398,0.02026,200000,257646.20433611394,57646.20433611394,1.2882310216805697
2020-10-13,-1,-0.8171489804667791,467330.0776245033,0.2664,-6426717.283707398,0.02,200000,253031.07835331565,53031.07835331565,1.2651553917665783
2020-10-14,-1,-0.4985752898170382,467330.0776245033,0.2614,-6426717.283707398,0.019,200000,244267.7106814857,44267.71068148571,1.2213385534074286
2020-10-15,0,-0.05764897752937924,0.0,0.2687,0.0,0.01865,200000,236830.99577055615,36830.995770556154,1.1841549788527808
2020-10-16,0,-0.35535197528585194,0.0,0.2494,0.0,0.01803,200000,236830.99577055615,36830.995770556154,1.1841549788527808
2020-10-17,0,-0.356691212014022,0.0,0.2484,0.0,0.01812,200000,236830.99577055615,36830.995770556154,1.1841549788527808
2020-10-18,0,-0.1721232972397833,0.0,0.2542,0.0,0.0184,200000,236830.99577055615,36830.995770556154,1.1841549788527808
2020-10-19,-2,-1.8894451534662853,0.0,0.2512,0.0,0.01979,200000,236830.99577055615,36830.995770556154,1.1841549788527808
2020-10-20,-2,-1.5269391010916809,0.0,0.2339,0.0,0.0183,200000,236830.99577055615,36830.995770556154,1.1841549788527808
2020-10-21,0,-0.807427251624106,0.0,0.244,0.0,0.01854,200000,236830.99577055615,36830.995770556154,1.1841549788527808
2020-10-22,-2,-1.6042037512008307,0.0,0.246,0.0,0.0195,200000,236830.99577055615,36830.995770556154,1.1841549788527808
2020-10-23,-2,-2.277625651536702,0.0,0.2398,0.0,0.01973,200000,236830.99577055615,36830.995770556154,1.1841549788527808
2020-10-24,-2,-1.3055186933932608,0.0,0.2454,0.0,0.01944,200000,236830.99577055615,36830.995770556154,1.1841549788527808
2020-10-25,-2,-1.4980353508573232,0.0,0.2355,0.0,0.01895,200000,236830.99577055615,36830.995770556154,1.1841549788527808
2020-10-26,0,-0.9033226523813151,0.0,0.2336,0.0,0.01835,200000,236830.99577055615,36830.995770556154,1.1841549788527808
2020-10-27,-1,-1.1227477279284281,508439.2352309063,0.2329,-6366424.617488069,0.0186,200000,236830.99577055615,36830.995770556154,1.1841549788527808
2020-10-28,-2,-1.7025253686667634,0.0,0.2128,0.0,0.01774,200000,241575.49922765762,41575.49922765762,1.207877496138288
2020-10-29,-2,-2.0522462255813005,0.0,0.2016,0.0,0.01757,200000,241575.49922765762,41575.49922765762,1.207877496138288
2020-10-30,-2,-2.103551824181755,0.0,0.1949,0.0,0.01749,200000,241575.49922765762,41575.49922765762,1.207877496138288
2020-10-31,-2,-1.8511250653685734,0.0,0.1965,0.0,0.01773,200000,241575.49922765762,41575.49922765762,1.207877496138288
2020-11-01,0,-0.9855161605455326,0.0,0.2114,0.0,0.01794,200000,241575.49922765762,41575.49922765762,1.207877496138288
2020-11-02,0,-0.552756184075262,0.0,0.2085,0.0,0.01719,200000,241575.49922765762,41575.49922765762,1.207877496138288
2020-11-03,-1,-1.1365644716025876,603034.1967739831,0.2003,-6921934.07529105,0.01745,200000,241575.49922765762,41575.49922765762,1.207877496138288
2020-11-04,-2,-1.5545604153709884,0.0,0.1929,0.0,0.01753,200000,246591.70700980842,46591.70700980842,1.2329585350490422
2020-11-05,-2,-1.6059266627521982,0.0,0.2041,0.0,0.01886,200000,246591.70700980842,46591.70700980842,1.2329585350490422
2020-11-06,-2,-1.7245657722885313,0.0,0.2169,0.0,0.02053,200000,246591.70700980842,46591.70700980842,1.2329585350490422
2020-11-07,-2,-1.3967651213749224,0.0,0.1997,0.0,0.01852,200000,246591.70700980842,46591.70700980842,1.2329585350490422
2020-11-08,-1,-1.063836854382124,582959.1182264974,0.2115,-6388386.191963948,0.0193,200000,246591.7070098084,46591.70700980839,1.232958535049042
2020-11-09,-2,-1.267580102313781,0.0,0.2072,0.0,0.01939,200000,249673.3859754591,49673.385975459096,1.2483669298772955
2020-11-10,0,-0.42821494416421724,0.0,0.2286,0.0,0.02023,200000,249673.3859754591,49673.385975459096,1.2483669298772955
2020-11-11,2,2.8613972278969695,0.0,0.2908,0.0,0.02021,200000,249673.3859754591,49673.385975459096,1.2483669298772955
2020-11-12,0,0.9063499333454925,0.0,0.2421,0.0,0.01923,200000,249673.3859754591,49673.385975459096,1.2483669298772955
2020-11-13,0,0.465671853466665,0.0,0.246,0.0,0.02027,200000,249673.3859754591,49673.385975459096,1.2483669298772955
2020-11-14,0,0.14505034770774025,0.0,0.2377,0.0,0.02014,200000,249673.3859754591,49673.385975459096,1.2483669298772955
2020-11-15,0,0.48771891109536286,0.0,0.2407,0.0,0.01994,200000,249673.3859754591,49673.385975459096,1.2483669298772955
2020-11-16,0,-0.3611144923920656,0.0,0.247,0.0,0.02194,200000,249673.3859754591,49673.385975459096,1.2483669298772955
2020-11-17,0,-0.9875080318548354,0.0,0.243,0.0,0.02287,200000,249673.3859754591,49673.385975459096,1.2483669298772955
2020-11-18,0,-0.7701741510713147,0.0,0.2344,0.0,0.02176,200000,249673.3859754591,49673.385975459096,1.2483669298772955
2020-11-19,0,-0.9236884815632974,0.0,0.2233,0.0,0.02109,200000,249673.3859754591,49673.385975459096,1.2483669298772955
2020-11-20,-1,-1.150902291485388,538785.899817564,0.2317,-5550764.47255356,0.02249,200000,249673.38597545912,49673.385975459125,1.2483669298772957
2020-11-21,-1,-0.8289791054157515,538785.899817564,0.2498,-5550764.47255356,0.02371,200000,266197.34341867233,66197.34341867233,1.3309867170933616
2020-11-22,0,-0.09446533703474676,0.0,0.2532,0.0,0.0226,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-11-23,0,-0.16547162046349187,0.0,0.2715,0.0,0.02442,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-11-24,0,-0.15751951733402603,0.0,0.2822,0.0,0.02535,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-11-25,-2,-1.3575814559316188,0.0,0.2845,0.0,0.02879,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-11-26,-2,-1.518779159149145,0.0,0.2475,0.0,0.02582,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-11-27,0,-0.630326882176596,0.0,0.2589,0.0,0.02465,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-11-28,-2,-1.259325327568243,0.0,0.2596,0.0,0.02673,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-11-29,-2,-1.967787780080508,0.0,0.2503,0.0,0.02928,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-11-30,-2,-1.4358154592886265,0.0,0.2636,0.0,0.02933,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-12-01,-2,-1.4461859591028952,0.0,0.2524,0.0,0.02796,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-12-02,-2,-1.916151052888615,0.0,0.2572,0.0,0.03114,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-12-03,-2,-2.0782859797040096,0.0,0.2587,0.0,0.0336,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-12-04,-2,-1.4394324374111551,0.0,0.2444,0.0,0.02954,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-12-05,-2,-1.690305860691521,0.0,0.2641,0.0,0.03402,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-12-06,-2,-1.8099491107760042,0.0,0.2581,0.0,0.03538,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-12-07,-2,-1.636717387422888,0.0,0.2564,0.0,0.03555,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-12-08,0,-0.5881271524423877,0.0,0.2674,0.0,0.03135,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-12-09,0,0.013824348869248626,0.0,0.2875,0.0,0.03105,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-12-10,0,-0.8242687675617596,0.0,0.2634,0.0,0.03265,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-12-11,0,-0.4946448556684275,0.0,0.2483,0.0,0.02955,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-12-12,0,-0.7632981545485982,0.0,0.2605,0.0,0.03267,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-12-13,0,-0.7574652478434634,0.0,0.2591,0.0,0.03278,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-12-14,0,-0.054314154596004124,0.0,0.2809,0.0,0.03296,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-12-15,0,-0.9496735414098935,0.0,0.2681,0.0,0.03503,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-12-16,0,-0.9677682320740183,0.0,0.2963,0.0,0.03921,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-12-17,-2,-1.3772467118054936,0.0,0.2744,0.0,0.0379,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-12-18,-2,-2.3730942633435967,0.0,0.2771,0.0,0.0438,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-12-19,-2,-2.4457099730584906,0.0,0.2894,0.0,0.05009,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-12-20,-2,-1.580959305152319,0.0,0.294,0.0,0.04627,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-12-21,-2,-2.139373028031693,0.0,0.2724,0.0,0.0494,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-12-22,-2,-2.0822318282398933,0.0,0.2646,0.0,0.05138,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-12-23,-2,-2.458707109179912,0.0,0.2262,0.0,0.05727,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-12-24,-2,-1.9376025354935953,0.0,0.2476,0.0,0.05938,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-12-25,-2,-1.852109564207141,0.0,0.2414,0.0,0.06327,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-12-26,-2,-2.1027445961731135,0.0,0.231,0.0,0.0866,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-12-27,-2,-1.6687361305458883,0.0,0.2296,0.0,0.07637,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-12-28,-2,-1.6561306292622142,0.0,0.2285,0.0,0.0893,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-12-29,-2,-1.494109640710553,0.0,0.2164,0.0,0.08431,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-12-30,-2,-1.3158679823390371,0.0,0.2032,0.0,0.07734,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2020-12-31,-2,-1.2245628159171273,0.0,0.2112,0.0,0.08257,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2021-01-01,-1,-1.055903399747748,561647.2311090879,0.2125,-1513250.1155151667,0.07887,200000,238700.07322136237,38700.07322136237,1.1935003661068118
2021-01-02,-1,-0.8936147258870297,561647.2311090879,0.2058,-1513250.1155151667,0.07219,200000,224828.52600129019,24828.526001290185,1.124142630006451
2021-01-03,-1,-0.6265468773551021,561647.2311090879,0.22,-1513250.1155151667,0.06763,200000,225903.49615629006,25903.496156290057,1.1295174807814503
2021-01-04,-1,-0.6408744331950718,561647.2311090879,0.2163,-1513250.1155151667,0.06998,200000,227381.53917264708,27381.539172647084,1.1369076958632354
2021-01-05,-1,-0.4385365574740136,561647.2311090879,0.2322,-1513250.1155151667,0.07023,200000,236690.04267616034,36690.042676160345,1.1834502133808018
2021-01-06,-1,-0.3742721262320594,561647.2311090879,0.2551,-1513250.1155151667,0.07772,200000,260886.00763376706,60886.00763376706,1.3044300381688352
2021-01-07,-1,-0.27342171797106496,561647.2311090879,0.2504,-1513250.1155151667,0.07581,200000,255355.9579269204,55355.95792692041,1.276779789634602
2021-01-08,0,-0.10646671324913339,0.0,0.2489,0.0,0.07337,200000,209933.23837365815,9933.238373658154,1.0496661918682908
2021-01-09,0,0.3137397072718364,0.0,0.2753,0.0,0.07587,200000,209933.23837365815,9933.238373658154,1.0496661918682908
2021-01-10,0,0.6761920598521055,0.0,0.2716,0.0,0.07285,200000,209933.23837365815,9933.238373658154,1.0496661918682908
2021-01-11,0,0.9648323289646245,0.0,0.2397,0.0,0.06481,200000,209933.23837365815,9933.238373658154,1.0496661918682908
2021-01-12,2,1.3868944404934138,0.0,0.2421,0.0,0.06197,200000,209933.23837365815,9933.238373658154,1.0496661918682908
2021-01-13,1,1.090972088969035,-404184.1324098155,0.2597,1492062.8171546422,0.07035,200000,209933.23837365815,9933.238373658154,1.0496661918682908
2021-01-14,1,1.0862623944045586,-404184.1324098155,0.2536,1492062.8171546422,0.06906,200000,205542.9541318288,5542.954131828796,1.027714770659144
2021-01-15,2,1.451095095020895,0.0,0.2596,0.0,0.06622,200000,216055.03939526586,16055.039395265863,1.0802751969763293
2021-01-16,0,0.8301493131196184,0.0,0.2694,0.0,0.07349,200000,216055.03939526586,16055.039395265863,1.0802751969763293
2021-01-17,1,1.055550066656118,-385262.1957832844,0.2804,1471564.0879666656,0.07341,200000,216055.03939526586,16055.039395265863,1.0802751969763293
2021-01-18,1,0.6847099105921061,-385262.1957832844,0.2906,1471564.0879666656,0.0789,200000,228063.60063519236,28063.600635192357,1.1403180031759619
2021-01-19,2,1.8566811268702241,0.0,0.3148,0.0,0.07358,200000,229057.89303525648,29057.89303525648,1.1452894651762824
2021-01-20,1,1.1103746448695093,-388497.10487662227,0.2948,1544974.3223745883,0.07413,200000,229057.89303525648,29057.89303525648,1.1452894651762824
2021-01-21,2,1.7846029401162007,0.0,0.2662,0.0,0.06214,200000,236471.1179610564,36471.117961056414,1.182355589805282
2021-01-22,2,2.3797863858432944,0.0,0.3136,0.0,0.06757,200000,236471.1179610564,36471.117961056414,1.182355589805282
2021-01-23,2,3.243232375335107,0.0,0.3879,0.0,0.06781,200000,236471.1179610564,36471.117961056414,1.182355589805282
2021-01-24,2,1.8005997609615305,0.0,0.3477,0.0,0.06907,200000,236471.1179610564,36471.117961056414,1.182355589805282
2021-01-25,2,1.3888514663734393,0.0,0.3259,0.0,0.06673,200000,236471.1179610564,36471.117961056414,1.182355589805282
2021-01-26,1,1.1120009454241675,-364362.2772897633,0.3245,1742602.195733651,0.06785,200000,236471.1179610564,36471.117961056414,1.182355589805282
2021-01-27,1,0.7565687087477327,-364362.2772897633,0.2862,1742602.195733651,0.06206,200000,212426.37602756065,12426.376027560647,1.0621318801378032
2021-01-28,1,0.6873639634719074,-364362.2772897633,0.302,1742602.195733651,0.0654,200000,224003.5913424893,24003.591342489293,1.1200179567124464
2021-01-29,1,0.7286203101473245,-364362.2772897633,0.315,1742602.195733651,0.06717,200000,231824.70683370478,31824.706833704782,1.159123534168524
2021-01-30,0,-0.03632742396076316,0.0,0.3121,0.0,0.07306,200000,222874.068282891,22874.068282891007,1.114370341414455
2021-01-31,0,-0.012875178999057286,0.0,0.2986,0.0,0.06918,200000,222874.068282891,22874.068282891007,1.114370341414455
2021-02-01,0,0.707471462225909,0.0,0.3568,0.0,0.07504,200000,222874.068282891,22874.068282891007,1.114370341414455
2021-02-02,0,0.6011402988391047,0.0,0.3677,0.0,0.07761,200000,222874.068282891,22874.068282891007,1.114370341414455
2021-02-03,0,0.8532651475293201,0.0,0.391,0.0,0.07951,200000,222874.068282891,22874.068282891007,1.114370341414455
2021-02-04,0,0.9145902856745248,0.0,0.3815,0.0,0.07633,200000,222874.068282891,22874.068282891007,1.114370341414455
2021-02-05,0,0.7132265834502458,0.0,0.4073,0.0,0.08256,200000,222874.068282891,22874.068282891007,1.114370341414455
2021-02-06,1,1.0252013636023043,-276793.42807115125,0.4026,1417413.3063017745,0.07862,200000,222874.068282891,22874.068282891007,1.114370341414455
2021-02-07,1,0.9035499000922669,-276793.42807115125,0.3865,1417413.3063017745,0.07598,200000,214675.7229623088,14675.722962308791,1.0733786148115438
2021-02-08,2,1.3810914025325454,0.0,0.4254,0.0,0.07972,200000,227625.8038059813,27625.803805981297,1.1381290190299065
2021-02-09,0,-0.5685203667863777,0.0,0.4851,0.0,0.10507,200000,227625.8038059813,27625.803805981297,1.1381290190299065
2021-02-10,2,2.001600364894704,0.0,0.5865,0.0,0.10409,200000,227625.8038059813,27625.803805981297,1.1381290190299065
2021-02-11,2,1.4961517796386485,0.0,0.6379,0.0,0.11555,200000,227625.8038059813,27625.803805981297,1.1381290190299065
2021-02-12,2,1.8074096057967244,0.0,0.6631,0.0,0.11798,200000,227625.8038059813,27625.803805981297,1.1381290190299065
2021-02-13,0,0.6064857762498993,0.0,0.7623,0.0,0.14755,200000,227625.8038059813,27625.803805981297,1.1381290190299065
2021-02-14,1,1.030522304406769,-159134.37066972966,0.7152,854130.5958948641,0.13325,200000,227625.8038059813,27625.803805981297,1.1381290190299065
2021-02-15,1,0.28353118458868015,-159134.37066972966,0.669,854130.5958948641,0.13161,200000,218873.02170377222,18873.021703772218,1.094365108518861
2021-02-16,0,-0.24533534291352913,0.0,0.6444,0.0,0.13183,200000,217571.95580873516,17571.95580873516,1.0878597790436757
2021-02-17,0,-0.45213102136381733,0.0,0.6621,0.0,0.13734,200000,217571.95580873516,17571.95580873516,1.0878597790436757
2021-02-18,0,0.5586595823081877,0.0,0.7278,0.0,0.13907,200000,217571.95580873516,17571.95580873516,1.0878597790436757
2021-02-19,0,-0.7161523861458879,0.0,0.7168,0.0,0.14922,200000,217571.95580873516,17571.95580873516,1.0878597790436757
2021-02-20,0,-0.8648555243613464,0.0,0.65,0.0,0.13506,200000,217571.95580873516,17571.95580873516,1.0878597790436757
2021-02-21,0,-0.40973631137351274,0.0,0.6818,0.0,0.13737,200000,217571.95580873516,17571.95580873516,1.0878597790436757
2021-02-22,0,-0.6184731904078326,0.0,0.6054,0.0,0.12314,200000,217571.95580873516,17571.95580873516,1.0878597790436757
2021-02-23,-2,-1.5664749655496475,0.0,0.4859,0.0,0.10557,200000,217571.95580873516,17571.95580873516,1.0878597790436757
2021-02-24,-2,-1.7270199044715544,0.0,0.5013,0.0,0.1119,200000,217571.95580873516,17571.95580873516,1.0878597790436757
2021-02-25,-2,-2.089931054021117,0.0,0.4605,0.0,0.109,200000,217571.95580873516,17571.95580873516,1.0878597790436757
2021-02-26,-2,-1.523420131783858,0.0,0.4773,0.0,0.10944,200000,217571.95580873516,17571.95580873516,1.0878597790436757
