date,statusList,zscore,ONGUSDT_position,ONGUSDT_price,TRXUSDT_position,TRXUSDT_price,init,total_asset,pnl,return
2020-02-08,0,0.5883344453397134,0.0,0.1565,0.0,0.02179,200000,207699.8832633965,7699.883263396507,1.0384994163169825
2020-02-09,0,0.7614907560217214,0.0,0.1621,0.0,0.02206,200000,207699.8832633965,7699.883263396507,1.0384994163169825
2020-02-10,0,0.20662950762200918,0.0,0.1557,0.0,0.02216,200000,207699.8832633965,7699.883263396507,1.0384994163169825
2020-02-11,0,0.21540381147987914,0.0,0.1607,0.0,0.02272,200000,207699.8832633965,7699.883263396507,1.0384994163169825
2020-02-12,0,0.9209723839273061,0.0,0.1808,0.0,0.02393,200000,207699.8832633965,7699.883263396507,1.0384994163169825
2020-02-13,2,1.6473980446244259,0.0,0.1948,0.0,0.02391,200000,207699.8832633965,7699.883263396507,1.0384994163169825
2020-02-14,2,1.3578738592018944,0.0,0.2128,0.0,0.02639,200000,207699.8832633965,7699.883263396507,1.0384994163169825
2020-02-15,2,2.3306174257885415,0.0,0.2142,0.0,0.02364,200000,207699.8832633965,7699.883263396507,1.0384994163169825
2020-02-16,2,1.5029247117469096,0.0,0.1902,0.0,0.02223,200000,207699.8832633965,7699.883263396507,1.0384994163169825
2020-02-17,1,1.1390420869906814,-572807.1794357323,0.1813,4765945.003749346,0.02179,200000,207699.8832633965,7699.883263396507,1.0384994163169825
2020-02-18,1,0.6708016354202226,-572807.1794357323,0.182,4765945.003749346,0.02262,200000,212056.5826421135,12056.582642113499,1.0602829132105676
2020-02-19,1,0.9828246542047533,-572807.1794357323,0.1671,4765945.003749346,0.0202,200000,191988.16875944764,-8011.831240552361,0.9599408437972382
2020-02-20,1,0.8252561001104369,-572807.1794357323,0.1628,4765945.003749346,0.0198,200000,187618.7198863743,-12381.28011362569,0.9380935994318715
2020-02-21,1,0.981498108204321,-572807.1794357323,0.1687,4765945.003749346,0.02016,200000,192714.02244639484,-7285.97755360516,0.9635701122319742
2020-02-22,1,0.27651507152438237,-572807.1794357323,0.16,4765945.003749346,0.02002,200000,187063.3676847791,-12936.632315220893,0.9353168384238956
2020-02-23,0,0.0387585520557703,0.0,0.168,0.0,0.02133,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-02-24,0,-0.02185990721761899,0.0,0.1558,0.0,0.01988,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-02-25,0,-0.6112950496653933,0.0,0.1418,0.0,0.01891,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-02-26,0,-0.8586604418707271,0.0,0.1209,0.0,0.01636,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-02-27,0,-0.5166947735740058,0.0,0.1292,0.0,0.01701,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-02-28,0,-0.6287093140427061,0.0,0.1294,0.0,0.0171,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-02-29,0,-0.5853743068474437,0.0,0.1254,0.0,0.01648,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-03-01,0,-0.316502350034995,0.0,0.1281,0.0,0.01643,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-03-02,0,-0.7117871103836343,0.0,0.135,0.0,0.01759,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-03-03,0,-0.7792171721519913,0.0,0.1319,0.0,0.01723,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-03-04,-2,-1.3075215176508461,0.0,0.1308,0.0,0.01774,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-03-05,0,-0.8333443265795588,0.0,0.135,0.0,0.01789,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-03-06,-2,-1.2066552662619165,0.0,0.1355,0.0,0.01833,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-03-07,0,-0.753312152308301,0.0,0.128,0.0,0.01699,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-03-08,0,-0.5249904533559753,0.0,0.1111,0.0,0.01465,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-03-09,0,-0.36440024265447846,0.0,0.1145,0.0,0.01504,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-03-10,0,-0.25776207216391406,0.0,0.1149,0.0,0.01508,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-03-11,0,-0.9274182055310553,0.0,0.1106,0.0,0.01489,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-03-12,-2,-3.442006352462037,0.0,0.0554,0.0,0.00841,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-03-13,-2,-3.3837447270430845,0.0,0.0616,0.0,0.01029,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-03-14,-2,-1.8052950055436203,0.0,0.0637,0.0,0.00973,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-03-15,0,0.7978045158676099,0.0,0.0796,0.0,0.01026,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-03-16,-2,-1.3065415447577466,0.0,0.0645,0.0,0.00961,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-03-17,-2,-1.2480584231475742,0.0,0.0669,0.0,0.01002,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-03-18,-2,-1.403629933417735,0.0,0.0665,0.0,0.01022,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-03-19,0,-0.8777397203156008,0.0,0.0784,0.0,0.01163,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-03-20,0,0.3454947621214033,0.0,0.0833,0.0,0.01127,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-03-21,0,0.19985264532559513,0.0,0.0818,0.0,0.01123,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-03-22,0,-0.27179394402188417,0.0,0.0722,0.0,0.0103,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-03-23,0,-0.21386392844378513,0.0,0.0797,0.0,0.01137,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-03-24,0,0.061357378439625014,0.0,0.0821,0.0,0.01151,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-03-25,0,0.202999623877009,0.0,0.0818,0.0,0.01139,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-03-26,0,-0.24172268468152727,0.0,0.0831,0.0,0.01196,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-03-27,0,0.13023777953342608,0.0,0.0796,0.0,0.01121,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-03-28,0,-0.20169095840388393,0.0,0.0788,0.0,0.01139,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-03-29,0,0.9413390401105289,0.0,0.0789,0.0,0.01066,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-03-30,0,0.7596708877580098,0.0,0.0835,0.0,0.01145,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-03-31,0,0.6153416269998295,0.0,0.0835,0.0,0.01157,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-04-01,0,0.40794285856948,0.0,0.0829,0.0,0.01158,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-04-02,0,0.01476329350490558,0.0,0.0844,0.0,0.01196,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-04-03,0,0.049223520019768575,0.0,0.0847,0.0,0.01194,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-04-04,0,0.3570845969142101,0.0,0.0854,0.0,0.01197,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-04-05,-2,-1.3306077714330362,0.0,0.0846,0.0,0.01257,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-04-06,-2,-2.1395353855704102,0.0,0.0892,0.0,0.01375,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-04-07,-2,-1.8053237695928253,0.0,0.0877,0.0,0.0133,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-04-08,-2,-1.6387144289759497,0.0,0.091,0.0,0.01376,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-04-09,0,-0.9028196612874847,0.0,0.0912,0.0,0.01345,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-04-10,-2,-1.5921855799119056,0.0,0.0818,0.0,0.01248,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-04-11,-1,-1.1505414933746587,1218517.3643290724,0.083,-8090955.299145041,0.0125,200000,202273.88247862604,2273.8824786260375,1.0113694123931303
2020-04-12,-1,-0.8353510396093552,1218517.3643290724,0.0849,-8090955.299145041,0.01266,200000,205883.61831871446,5883.618318714463,1.0294180915935722
2020-04-13,-1,-1.0401904013886423,1218517.3643290724,0.0832,-8090955.299145041,0.01257,200000,203083.95282243198,3083.95282243198,1.0154197641121598
2020-04-14,-1,-0.4899201005339561,1218517.3643290724,0.0841,-8090955.299145041,0.01245,200000,203209.70381443074,3209.7038144307444,1.0160485190721538
2020-04-15,-1,-0.7393085598557941,1218517.3643290724,0.0813,-8090955.299145041,0.01219,200000,197694.20681653163,-2305.7931834683695,0.9884710340826581
2020-04-16,-1,-1.1682592910541707,1218517.3643290724,0.0848,-8090955.299145041,0.01302,200000,208674.51048997376,8674.510489973763,1.0433725524498687
2020-04-17,-1,-1.0060317070367404,1218517.3643290724,0.0842,-8090955.299145041,0.01289,200000,206891.57588248746,6891.575882487465,1.0344578794124373
2020-04-18,-1,-1.058814748700498,1218517.3643290724,0.087,-8090955.299145041,0.01339,200000,214348.9021521814,14348.9021521814,1.071744510760907
2020-04-19,-1,-0.4996567406988218,1218517.3643290724,0.0855,-8090955.299145041,0.0129,200000,208556.55800910672,8556.558009106724,1.0427827900455335
2020-04-20,0,0.637151288271773,0.0,0.0852,0.0,0.0124,200000,198784.04874718754,-1215.9512528124615,0.9939202437359377
2020-04-21,0,-0.3123997813541264,0.0,0.083,0.0,0.01249,200000,198784.04874718754,-1215.9512528124615,0.9939202437359377
2020-04-22,0,-0.6188942477921252,0.0,0.0853,0.0,0.01298,200000,198784.04874718754,-1215.9512528124615,0.9939202437359377
2020-04-23,-2,-1.9988220496079057,0.0,0.0858,0.0,0.01361,200000,198784.04874718754,-1215.9512528124615,0.9939202437359377
2020-04-24,-2,-1.8853969355297715,0.0,0.0883,0.0,0.01392,200000,198784.04874718754,-1215.9512528124615,0.9939202437359377
2020-04-25,-1,-1.1609421225190077,1108049.3241203318,0.0897,-7119772.519598408,0.01396,200000,198784.04874718754,-1215.9512528124615,0.9939202437359377
2020-04-26,0,-0.10341867062756359,0.0,0.0938,0.0,0.01426,200000,196376.97827417374,-3623.0217258262564,0.9818848913708688
2020-04-27,-2,-1.949718209561529,0.0,0.0911,0.0,0.01452,200000,196376.97827417374,-3623.0217258262564,0.9818848913708688
2020-04-28,-2,-2.61505202915491,0.0,0.0922,0.0,0.01528,200000,196376.97827417374,-3623.0217258262564,0.9818848913708688
2020-04-29,-2,-2.680736799922663,0.0,0.095,0.0,0.01624,200000,196376.97827417374,-3623.0217258262564,0.9818848913708688
2020-04-30,-2,-1.6417898105147473,0.0,0.0918,0.0,0.01519,200000,196376.97827417374,-3623.0217258262564,0.9818848913708688
2020-05-01,-2,-1.2245018102177807,0.0,0.0967,0.0,0.01581,200000,196376.97827417374,-3623.0217258262564,0.9818848913708688
2020-05-02,0,-0.20108931344750955,0.0,0.1043,0.0,0.01635,200000,196376.97827417374,-3623.0217258262564,0.9818848913708688
2020-05-03,-1,-1.159061681978583,1008095.371017319,0.0974,-6140618.457603931,0.01599,200000,196376.97827417374,-3623.0217258262564,0.9818848913708688
2020-05-04,-2,-1.9761320064834171,0.0,0.0938,0.0,0.01623,200000,201479.87003966104,1479.8700396610366,1.0073993501983052
2020-05-05,-2,-1.6063096710358615,0.0,0.0926,0.0,0.0159,200000,201479.87003966104,1479.8700396610366,1.0073993501983052
2020-05-06,-2,-1.4581265914976236,0.0,0.0903,0.0,0.01554,200000,201479.87003966104,1479.8700396610366,1.0073993501983052
2020-05-07,-2,-1.45370335337731,0.0,0.0922,0.0,0.01603,200000,201479.87003966104,1479.8700396610366,1.0073993501983052
2020-05-08,0,-0.9326254379201039,0.0,0.0959,0.0,0.01627,200000,201479.87003966104,1479.8700396610366,1.0073993501983052
2020-05-09,-2,-1.2788756467042424,0.0,0.0922,0.0,0.01609,200000,201479.87003966104,1479.8700396610366,1.0073993501983052
2020-05-10,2,2.1889975050216655,0.0,0.0988,0.0,0.01426,200000,201479.87003966104,1479.8700396610366,1.0073993501983052
2020-05-11,0,0.9501359870109087,0.0,0.0906,0.0,0.01398,200000,201479.87003966104,1479.8700396610366,1.0073993501983052
2020-05-12,0,0.41855964020860104,0.0,0.0914,0.0,0.01455,200000,201479.87003966104,1479.8700396610366,1.0073993501983052
2020-05-13,0,-0.044563622541180285,0.0,0.0919,0.0,0.01501,200000,201479.87003966104,1479.8700396610366,1.0073993501983052
2020-05-14,0,-0.3590931752956062,0.0,0.0917,0.0,0.01527,200000,201479.87003966104,1479.8700396610366,1.0073993501983052
2020-05-15,0,-0.25102846675455076,0.0,0.0896,0.0,0.01488,200000,201479.87003966104,1479.8700396610366,1.0073993501983052
2020-05-16,0,0.23122179521953215,0.0,0.092,0.0,0.01497,200000,201479.87003966104,1479.8700396610366,1.0073993501983052
2020-05-17,0,0.17176960991952203,0.0,0.0918,0.0,0.015,200000,201479.87003966104,1479.8700396610366,1.0073993501983052
2020-05-18,0,0.42009396069919547,0.0,0.0953,0.0,0.01537,200000,201479.87003966104,1479.8700396610366,1.0073993501983052
2020-05-19,0,0.1308529538801361,0.0,0.0952,0.0,0.01553,200000,201479.87003966104,1479.8700396610366,1.0073993501983052
2020-05-20,2,1.889897792286961,0.0,0.1009,0.0,0.015,200000,201479.87003966104,1479.8700396610366,1.0073993501983052
2020-05-21,2,2.354854920369782,0.0,0.1005,0.0,0.01421,200000,201479.87003966104,1479.8700396610366,1.0073993501983052
2020-05-22,2,2.4509933632555736,0.0,0.1092,0.0,0.01484,200000,201479.87003966104,1479.8700396610366,1.0073993501983052
2020-05-23,2,1.3065807073461186,0.0,0.1032,0.0,0.01496,200000,201479.87003966104,1479.8700396610366,1.0073993501983052
2020-05-24,2,1.236798361211554,0.0,0.0985,0.0,0.01421,200000,201479.87003966104,1479.8700396610366,1.0073993501983052
2020-05-25,2,2.4571291727848443,0.0,0.1158,0.0,0.01472,200000,201479.87003966104,1479.8700396610366,1.0073993501983052
2020-05-26,2,3.4706276215356144,0.0,0.1467,0.0,0.01458,200000,201479.87003966104,1479.8700396610366,1.0073993501983052
2020-05-27,2,1.708713940968223,0.0,0.1261,0.0,0.0147,200000,201479.87003966104,1479.8700396610366,1.0073993501983052
2020-05-28,1,1.0190610436111667,-835322.8442772017,0.1206,6653892.669737815,0.01514,200000,201479.87003966104,1479.8700396610366,1.0073993501983052
2020-05-29,1,1.0424881813736118,-835322.8442772017,0.1216,6653892.669737815,0.015,200000,201383.64791017494,1383.6479101749428,1.0069182395508747
2020-05-30,1,0.34183961495987086,-835322.8442772017,0.121,6653892.669737815,0.01638,200000,210064.8260878468,10064.826087846799,1.050324130439234
2020-05-31,1,0.2802034261358184,-835322.8442772017,0.1165,6653892.669737815,0.01582,200000,202579.69339354624,2579.693393546244,1.0128984669677312
2020-06-01,0,0.035006228320639564,0.0,0.122,0.0,0.01707,200000,189807.30916905514,-10192.690830944863,0.9490365458452756
2020-06-02,0,0.8418427852973974,0.0,0.1323,0.0,0.01637,200000,189807.30916905514,-10192.690830944863,0.9490365458452756
2020-06-03,0,0.26033275322231847,0.0,0.1276,0.0,0.01691,200000,189807.30916905514,-10192.690830944863,0.9490365458452756
2020-06-04,0,0.11622327256586087,0.0,0.126,0.0,0.01687,200000,189807.30916905514,-10192.690830944863,0.9490365458452756
2020-06-05,0,-0.05910382590410938,0.0,0.1241,0.0,0.01685,200000,189807.30916905514,-10192.690830944863,0.9490365458452756
2020-06-06,0,-0.01182788325077148,0.0,0.1274,0.0,0.01704,200000,189807.30916905514,-10192.690830944863,0.9490365458452756
2020-06-07,0,-0.7537394201416724,0.0,0.1257,0.0,0.0182,200000,189807.30916905514,-10192.690830944863,0.9490365458452756
2020-06-08,0,-0.5517634109639281,0.0,0.1284,0.0,0.01794,200000,189807.30916905514,-10192.690830944863,0.9490365458452756
2020-06-09,0,0.16233542538785398,0.0,0.1358,0.0,0.01754,200000,189807.30916905514,-10192.690830944863,0.9490365458452756
2020-06-10,0,-0.21792363838308246,0.0,0.1318,0.0,0.0176,200000,189807.30916905514,-10192.690830944863,0.9490365458452756
2020-06-11,0,-0.6675630699864888,0.0,0.1125,0.0,0.01573,200000,189807.30916905514,-10192.690830944863,0.9490365458452756
2020-06-12,0,-0.04527424432715111,0.0,0.1256,0.0,0.01644,200000,189807.30916905514,-10192.690830944863,0.9490365458452756
2020-06-13,0,-0.059733428302903374,0.0,0.1279,0.0,0.01668,200000,189807.30916905514,-10192.690830944863,0.9490365458452756
2020-06-14,0,-0.1673361770263116,0.0,0.1225,0.0,0.01616,200000,189807.30916905514,-10192.690830944863,0.9490365458452756
2020-06-15,0,-0.055826460575439676,0.0,0.1212,0.0,0.01606,200000,189807.30916905514,-10192.690830944863,0.9490365458452756
2020-06-16,0,0.07239211043740129,0.0,0.1216,0.0,0.01613,200000,189807.30916905514,-10192.690830944863,0.9490365458452756
2020-06-17,2,2.267877312625326,0.0,0.1347,0.0,0.01621,200000,189807.30916905514,-10192.690830944863,0.9490365458452756
2020-06-18,2,2.92544087996075,0.0,0.1416,0.0,0.01602,200000,189807.30916905514,-10192.690830944863,0.9490365458452756
2020-06-19,2,1.6806101000509313,0.0,0.1334,0.0,0.01586,200000,189807.30916905514,-10192.690830944863,0.9490365458452756
2020-06-20,2,1.522040626352878,0.0,0.1347,0.0,0.01597,200000,189807.30916905514,-10192.690830944863,0.9490365458452756
2020-06-21,2,2.6649806986961098,0.0,0.1494,0.0,0.01582,200000,189807.30916905514,-10192.690830944863,0.9490365458452756
2020-06-22,2,2.901940449585269,0.0,0.1696,0.0,0.01638,200000,189807.30916905514,-10192.690830944863,0.9490365458452756
2020-06-23,2,2.2150126451526044,0.0,0.1686,0.0,0.0165,200000,189807.30916905514,-10192.690830944863,0.9490365458452756
2020-06-24,2,2.2537659867058655,0.0,0.172,0.0,0.01593,200000,189807.30916905514,-10192.690830944863,0.9490365458452756
2020-06-25,2,2.8225532345434634,0.0,0.2028,0.0,0.0159,200000,189807.30916905514,-10192.690830944863,0.9490365458452756
2020-06-26,2,3.2071063806255435,0.0,0.2574,0.0,0.01585,200000,189807.30916905514,-10192.690830944863,0.9490365458452756
2020-06-27,2,2.191932311097812,0.0,0.2322,0.0,0.01544,200000,189807.30916905514,-10192.690830944863,0.9490365458452756
2020-06-28,2,2.1952657044326407,0.0,0.2577,0.0,0.01577,200000,189807.30916905514,-10192.690830944863,0.9490365458452756
2020-06-29,2,2.2027579036743363,0.0,0.2896,0.0,0.01619,200000,189807.30916905514,-10192.690830944863,0.9490365458452756
2020-06-30,1,1.1749379245189533,-392163.86191953544,0.242,5800956.881694839,0.01636,200000,189807.30916905514,-10192.690830944863,0.9490365458452756
2020-07-01,1,0.9170616917438994,-392163.86191953544,0.2398,5800956.881694839,0.01686,200000,191845.0271136796,-8154.972886320407,0.959225135568398
2020-07-02,1,0.3577760219097199,-392163.86191953544,0.2068,5800956.881694839,0.01658,200000,177279.35174346037,-22720.64825653963,0.8863967587173018
2020-07-03,0,0.10621440002900774,0.0,0.1962,0.0,0.01662,200000,170337.95550389978,-29662.04449610022,0.8516897775194989
2020-07-04,0,0.2686158451056693,0.0,0.2113,0.0,0.01682,200000,170337.95550389978,-29662.04449610022,0.8516897775194989
2020-07-05,0,0.10502407616577249,0.0,0.2069,0.0,0.01688,200000,170337.95550389978,-29662.04449610022,0.8516897775194989
2020-07-06,0,-0.24441955341418387,0.0,0.2059,0.0,0.01802,200000,170337.95550389978,-29662.04449610022,0.8516897775194989
2020-07-07,0,-0.10896560723169414,0.0,0.2067,0.0,0.0172,200000,170337.95550389978,-29662.04449610022,0.8516897775194989
2020-07-08,0,-0.37114177165351603,0.0,0.2055,0.0,0.01791,200000,170337.95550389978,-29662.04449610022,0.8516897775194989
2020-07-09,0,-0.8368007857006571,0.0,0.1942,0.0,0.01856,200000,170337.95550389978,-29662.04449610022,0.8516897775194989
2020-07-10,-1,-1.0007649381494708,457405.8955528995,0.1862,-4700274.71037251,0.01812,200000,170337.95550389978,-29662.04449610022,0.8516897775194989
2020-07-11,-1,-0.9068113274063672,457405.8955528995,0.1951,-4700274.71037251,0.01837,200000,175583.9366519137,-24416.06334808629,0.8779196832595686
2020-07-12,-1,-0.987175618136256,457405.8955528995,0.1899,-4700274.71037251,0.01818,200000,172312.37380006787,-27687.62619993213,0.8615618690003394
2020-07-13,-1,-0.9281041205735929,457405.8955528995,0.1865,-4700274.71037251,0.01756,200000,167843.02343475702,-32156.976565242978,0.8392151171737852
2020-07-14,-1,-0.5500281751095338,457405.8955528995,0.2035,-4700274.71037251,0.01765,200000,176041.94838308985,-23958.051616910147,0.8802097419154493
2020-07-15,-1,-0.7743561810885441,457405.8955528995,0.1916,-4700274.71037251,0.01757,200000,170222.79624918054,-29777.203750819463,0.8511139812459027
2020-07-16,-1,-0.8522098314319291,457405.8955528995,0.1809,-4700274.71037251,0.01716,200000,163401.44053551182,-36598.55946448818,0.8170072026775591
2020-07-17,-1,-0.6277595265255695,457405.8955528995,0.1865,-4700274.71037251,0.01717,200000,166009.91629771178,-33990.08370228822,0.8300495814885589
2020-07-18,-1,-0.6295011401866356,457405.8955528995,0.1867,-4700274.71037251,0.01742,200000,167276.46615441548,-32723.53384558452,0.8363823307720775
2020-07-19,-1,-0.7423646317596397,457405.8955528995,0.1859,-4700274.71037251,0.01753,200000,167427.57165611413,-32572.42834388587,0.8371378582805706
2020-07-20,-1,-0.44914594725530527,457405.8955528995,0.1869,-4700274.71037251,0.01716,200000,166145.8759088292,-33854.12409117079,0.830729379544146
2020-07-21,-1,-0.8144132283231243,457405.8955528995,0.186,-4700274.71037251,0.01762,200000,167896.33696960297,-32103.66303039703,0.8394816848480149
2020-07-22,-1,-0.7947739296349671,457405.8955528995,0.1887,-4700274.71037251,0.01794,200000,170635.420794915,-29364.579205085,0.853177103974575
2020-07-23,-1,-0.8831848420374984,457405.8955528995,0.1863,-4700274.71037251,0.01792,200000,169443.64115138055,-30556.35884861945,0.8472182057569028
2020-07-24,-2,-1.3178941942815967,0.0,0.1811,0.0,0.01794,200000,171824.67612335255,-28175.323876647453,0.8591233806167627
2020-07-25,-2,-1.8196321812401468,0.0,0.1834,0.0,0.01877,200000,171824.67612335255,-28175.323876647453,0.8591233806167627
2020-07-26,-2,-1.7845258424084798,0.0,0.1788,0.0,0.01852,200000,171824.67612335255,-28175.323876647453,0.8591233806167627
2020-07-27,-2,-2.699797299537435,0.0,0.1667,0.0,0.01872,200000,171824.67612335255,-28175.323876647453,0.8591233806167627
2020-07-28,-2,-2.242189024996092,0.0,0.1709,0.0,0.01912,200000,171824.67612335255,-28175.323876647453,0.8591233806167627
2020-07-29,-2,-1.5971771162966957,0.0,0.1763,0.0,0.01915,200000,171824.67612335255,-28175.323876647453,0.8591233806167627
2020-07-30,-2,-1.5424054061495618,0.0,0.1746,0.0,0.01917,200000,171824.67612335255,-28175.323876647453,0.8591233806167627
2020-07-31,-2,-1.6338977558237786,0.0,0.1744,0.0,0.01968,200000,171824.67612335255,-28175.323876647453,0.8591233806167627
