date,statusList,zscore,BNBUSDT_position,BNBUSDT_price,HOTUSDT_position,HOTUSDT_price,init,total_asset,pnl,return
2020-02-18,0,0.6249702825486418,0.0,24.0821,0.0,0.0007956,200000,194612.96143126028,-5387.038568739721,0.9730648071563014
2020-02-19,0,0.8063085921445392,0.0,22.3709,0.0,0.0007284,200000,194612.96143126028,-5387.038568739721,0.9730648071563014
2020-02-20,0,0.7071666331936044,0.0,22.1626,0.0,0.0007235,200000,194612.96143126028,-5387.038568739721,0.9730648071563014
2020-02-21,0,0.46290763044358635,0.0,22.1888,0.0,0.0007332,200000,194612.96143126028,-5387.038568739721,0.9730648071563014
2020-02-22,0,0.31057861162134837,0.0,21.9689,0.0,0.0007301,200000,194612.96143126028,-5387.038568739721,0.9730648071563014
2020-02-23,0,0.4462579385444985,0.0,22.8452,0.0,0.0007501,200000,194612.96143126028,-5387.038568739721,0.9730648071563014
2020-02-24,1,1.0835003006131856,-4403.7055966162125,22.0965,139788077.45385742,0.0006961,200000,194612.96143126028,-5387.038568739721,0.9730648071563014
2020-02-25,1,0.5731493258952992,-4403.7055966162125,20.3193,139788077.45385742,0.0006552,200000,181069.3634770912,-18930.63652290881,0.905346817385456
2020-02-26,0,0.008651719275900843,0.0,18.7441,0.0,0.0006203,200000,190445.9150601665,-9554.084939833498,0.9522295753008325
2020-02-27,0,-0.28039174926494526,0.0,19.2,0.0,0.000643,200000,190445.9150601665,-9554.084939833498,0.9522295753008325
2020-02-28,0,-0.3847720529941863,0.0,18.9838,0.0,0.0006341,200000,190445.9150601665,-9554.084939833498,0.9522295753008325
2020-02-29,0,0.4886599807833126,0.0,19.23,0.0,0.0006189,200000,190445.9150601665,-9554.084939833498,0.9522295753008325
2020-03-01,0,0.5465107200562425,0.0,18.902,0.0,0.0006107,200000,190445.9150601665,-9554.084939833498,0.9522295753008325
2020-03-02,1,1.049812330743905,-4778.1341433838925,19.9289,148925488.7864924,0.0006394,200000,190445.9150601665,-9554.084939833498,0.9522295753008325
2020-03-03,1,1.0745448191058093,-4778.1341433838925,19.6882,148925488.7864924,0.000631,200000,188044.84406604746,-11955.155933952541,0.9402242203302373
2020-03-04,1,1.0033434752377446,-4778.1341433838925,19.95,148925488.7864924,0.0006388,200000,190457.37839732,-9542.62160268001,0.9522868919866
2020-03-05,2,1.4906265905073146,0.0,20.7462,0.0,0.0006517,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-03-06,2,2.31724491639149,0.0,21.3389,0.0,0.0006483,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-03-07,2,1.3454645041071773,0.0,20.25,0.0,0.0006335,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-03-08,0,0.45062801767107924,0.0,16.894,0.0,0.0005399,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-03-09,0,0.19803750856226238,0.0,16.5888,0.0,0.0005328,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-03-10,0,0.04440800491138845,0.0,16.8671,0.0,0.0005435,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-03-11,0,0.712497474842134,0.0,16.5705,0.0,0.0005245,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-03-12,2,1.9802190902103005,0.0,9.2566,0.0,0.0002819,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-03-13,2,2.532010493051333,0.0,10.9204,0.0,0.0003223,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-03-14,2,1.4085982693979517,0.0,10.1487,0.0,0.0003081,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-03-15,2,1.5914306096354924,0.0,10.3898,0.0,0.0003117,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-03-16,2,1.5934286071842179,0.0,9.4285,0.0,0.0002807,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-03-17,2,2.0642599034440754,0.0,10.2576,0.0,0.0002965,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-03-18,2,1.845830431053281,0.0,10.3866,0.0,0.0003,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-03-19,2,2.804644081991471,0.0,12.2597,0.0,0.0003304,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-03-20,2,2.0594410112490023,0.0,11.9147,0.0,0.0003259,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-03-21,2,2.0897872843547307,0.0,12.1,0.0,0.0003237,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-03-22,2,1.534123987869476,0.0,11.167,0.0,0.0003046,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-03-23,2,1.5897194199041715,0.0,12.1887,0.0,0.0003273,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-03-24,2,1.38582981946335,0.0,12.426,0.0,0.0003345,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-03-25,2,1.731124520752057,0.0,12.3251,0.0,0.0003198,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-03-26,2,2.1163204993978106,0.0,13.199,0.0,0.0003251,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-03-27,2,1.5615186186998717,0.0,12.3354,0.0,0.0003112,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-03-28,0,0.9817703079111252,0.0,12.1888,0.0,0.0003188,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-03-29,0,0.3200039963061206,0.0,11.3008,0.0,0.0003091,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-03-30,0,0.3299241740208522,0.0,12.1365,0.0,0.0003298,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-03-31,0,0.3900204412338052,0.0,12.5451,0.0,0.0003378,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-04-01,0,0.7821610734488597,0.0,12.72,0.0,0.0003331,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-04-02,2,1.252703798130188,0.0,13.0166,0.0,0.0003299,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-04-03,2,1.5227648043494755,0.0,13.3615,0.0,0.0003317,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-04-04,2,2.0238592508089996,0.0,13.7606,0.0,0.0003292,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-04-05,2,1.7985015265235542,0.0,13.6888,0.0,0.0003285,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-04-06,2,2.157044049979981,0.0,15.1989,0.0,0.0003525,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-04-07,2,1.8539646345971874,0.0,14.7266,0.0,0.0003431,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-04-08,2,1.3170810206082775,0.0,15.0888,0.0,0.0003585,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-04-09,0,0.8184959292766306,0.0,15.0096,0.0,0.0003647,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-04-10,0,0.3221633343919321,0.0,13.72,0.0,0.0003415,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-04-11,0,0.5180634360863943,0.0,13.807,0.0,0.0003387,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-04-12,2,1.287735760146735,0.0,14.2808,0.0,0.0003346,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-04-13,2,1.8957723075848243,0.0,15.0277,0.0,0.000337,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-04-14,2,2.228272217961037,0.0,15.6148,0.0,0.0003357,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-04-15,2,1.3431127349299177,0.0,14.5755,0.0,0.0003268,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-04-16,2,1.829933466407249,0.0,15.7394,0.0,0.0003363,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-04-17,2,1.4841259152598167,0.0,15.64,0.0,0.0003376,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-04-18,2,1.88288787751394,0.0,16.6137,0.0,0.0003437,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-04-19,2,1.6165805481932447,0.0,16.0683,0.0,0.0003348,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-04-20,2,1.5051650337662044,0.0,14.9892,0.0,0.000312,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-04-21,2,1.3973580239735879,0.0,15.1283,0.0,0.0003146,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-04-22,2,1.5863128443016263,0.0,15.7104,0.0,0.0003193,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-04-23,2,1.4607478358216095,0.0,16.034,0.0,0.0003251,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-04-24,0,0.8760434499414048,0.0,15.9319,0.0,0.0003333,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-04-25,0,0.7264616582936503,0.0,16.2283,0.0,0.000341,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-04-26,0,0.5795867470612281,0.0,16.3588,0.0,0.0003455,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-04-27,0,0.5637052220470886,0.0,16.4229,0.0,0.0003457,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-04-28,0,0.5533529882022543,0.0,16.34,0.0,0.0003426,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-04-29,0,0.5976246453489299,0.0,17.3667,0.0,0.0003616,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-04-30,0,0.6573334473089787,0.0,16.9542,0.0,0.000351,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-05-01,0,0.5855450633595299,0.0,17.466,0.0,0.0003623,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-05-02,-2,-3.4699119978764745,0.0,17.5333,0.0,0.0004421,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-05-03,-2,-3.493667744809275,0.0,17.1071,0.0,0.0005045,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-05-04,-2,-3.0502703823276236,0.0,17.0074,0.0,0.0005696,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-05-05,-2,-2.308726865089259,0.0,16.8886,0.0,0.0005493,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-05-06,-2,-1.712204389069357,0.0,16.3743,0.0,0.0004995,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-05-07,-2,-1.6776666781592242,0.0,17.0003,0.0,0.0005433,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-05-08,-2,-1.3464947467707131,0.0,17.1371,0.0,0.0005271,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-05-09,-2,-1.2275559340795268,0.0,16.7751,0.0,0.0005186,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-05-10,-1,-1.0629806326987805,6270.74187925815,15.3506,-205332018.54040137,0.0004688,200000,192519.30058348033,-7480.699416519667,0.9625965029174016
2020-05-11,-1,-1.176360380166482,6270.74187925815,15.0811,-205332018.54040137,0.0004898,200000,195141.3080363687,-4858.6919636313105,0.9757065401818434
2020-05-12,-1,-0.9501484659972473,6270.74187925815,15.7892,-205332018.54040137,0.0004961,200000,200875.2120778759,875.2120778759127,1.0043760603893797
2020-05-13,-1,-0.9439173531849135,6270.74187925815,16.2164,-205332018.54040137,0.0005215,200000,208769.5062796212,8769.506279621186,1.043847531398106
2020-05-14,-1,-0.7835244487035256,6270.74187925815,16.3777,-205332018.54040137,0.0005167,200000,208795.3832557516,8795.3832557516,1.043976916278758
2020-05-15,-1,-0.9485007984373648,6270.74187925815,15.7222,-205332018.54040137,0.00053,200000,207415.82780048522,7415.827800485218,1.037079139002426
2020-05-16,-1,-0.8059592700922479,6270.74187925815,16.058,-205332018.54040137,0.0005333,200000,210199.1385847234,10199.138584723405,1.050995692923617
2020-05-17,-1,-0.7120005972542858,6270.74187925815,16.2959,-205332018.54040137,0.000539,200000,212861.3405834792,12861.340583479207,1.064306702917396
2020-05-18,-1,-0.5262107327799693,6270.74187925815,16.6299,-205332018.54040137,0.0005363,200000,214401.37192109236,14401.37192109236,1.0720068596054617
2020-05-19,-1,-0.2754869487092858,6270.74187925815,17.2098,-205332018.54040137,0.0005372,200000,218222.57395356055,18222.573953560553,1.0911128697678028
2020-05-20,0,-0.06383415173513918,0.0,16.8998,0.0,0.0005203,200000,193379.26621896424,-6620.733781035757,0.9668963310948212
2020-05-21,0,-0.26647681410361995,0.0,16.0888,0.0,0.0005134,200000,193379.26621896424,-6620.733781035757,0.9668963310948212
2020-05-22,0,-0.42344980593960874,0.0,16.5864,0.0,0.000535,200000,193379.26621896424,-6620.733781035757,0.9668963310948212
2020-05-23,0,-0.06793917777809726,0.0,16.48,0.0,0.0005269,200000,193379.26621896424,-6620.733781035757,0.9668963310948212
2020-05-24,-2,-1.4024154031350664,0.0,15.9624,0.0,0.0005315,200000,193379.26621896424,-6620.733781035757,0.9668963310948212
2020-05-25,-2,-2.149180005931943,0.0,16.3807,0.0,0.0005659,200000,193379.26621896424,-6620.733781035757,0.9668963310948212
2020-05-26,-2,-1.9837887974501927,0.0,16.2159,0.0,0.0005634,200000,193379.26621896424,-6620.733781035757,0.9668963310948212
2020-05-27,-2,-1.2312879185201488,0.0,16.47,0.0,0.0005584,200000,193379.26621896424,-6620.733781035757,0.9668963310948212
2020-05-28,0,-0.6978506569649984,0.0,17.0772,0.0,0.0005685,200000,193379.26621896424,-6620.733781035757,0.9668963310948212
2020-05-29,0,-0.3482512630158384,0.0,17.0031,0.0,0.00056,200000,193379.26621896424,-6620.733781035757,0.9668963310948212
2020-05-30,0,-0.21295693108532054,0.0,17.7277,0.0,0.0005828,200000,193379.26621896424,-6620.733781035757,0.9668963310948212
2020-05-31,-2,-2.549327721538919,0.0,17.0916,0.0,0.000627,200000,193379.26621896424,-6620.733781035757,0.9668963310948212
2020-06-01,-2,-1.3422736445738663,0.0,17.9477,0.0,0.000628,200000,193379.26621896424,-6620.733781035757,0.9668963310948212
2020-06-02,-2,-1.7474940169194246,0.0,17.2669,0.0,0.0006233,200000,193379.26621896424,-6620.733781035757,0.9668963310948212
2020-06-03,-2,-1.9481668729697186,0.0,17.5779,0.0,0.000652,200000,193379.26621896424,-6620.733781035757,0.9668963310948212
2020-06-04,-2,-1.6637395253880407,0.0,17.517,0.0,0.0006478,200000,193379.26621896424,-6620.733781035757,0.9668963310948212
2020-06-05,-1,-1.128176986310545,5465.346615275338,17.6914,-151551149.07442337,0.000638,200000,193379.26621896424,-6620.733781035757,0.9668963310948212
2020-06-06,-1,-1.1298592017102003,5465.346615275338,17.5511,-151551149.07442337,0.0006376,200000,192551.85762921133,-7448.1423707886715,0.9627592881460566
2020-06-07,-1,-0.9156632004952113,5465.346615275338,17.4135,-151551149.07442337,0.0006279,200000,190329.77978892752,-9670.220211072476,0.9516488989446377
2020-06-08,-1,-1.0728406263998769,5465.346615275338,17.4489,-151551149.07442337,0.0006394,200000,192266.09127346415,-7733.908726535854,0.9613304563673207
2020-06-09,-1,-0.9660065995651745,5465.346615275338,17.3733,-151551149.07442337,0.0006348,200000,191155.77578360698,-8844.22421639302,0.9557788789180349
2020-06-10,-1,-0.8966593519094591,5465.346615275338,17.406,-151551149.07442337,0.0006364,200000,191576.97445644555,-8423.025543554453,0.9578848722822277
2020-06-11,-1,-0.32422037542337356,5465.346615275338,16.2298,-151551149.07442337,0.0005783,200000,176343.51200633473,-23656.487993665272,0.8817175600316737
2020-06-12,-1,-0.6886440636825159,5465.346615275338,16.6377,-151551149.07442337,0.0006051,200000,182634.39768590007,-17365.60231409993,0.9131719884295003
2020-06-13,-1,-0.561030827922184,5465.346615275338,16.8101,-151551149.07442337,0.00061,200000,184319.2240728382,-15680.775927161798,0.921596120364191
2020-06-14,0,-0.17377695866870405,0.0,16.5729,0.0,0.0005931,200000,192687.60981470812,-7312.390185291879,0.9634380490735406
2020-06-15,0,-0.3898022751725211,0.0,16.377,0.0,0.0005923,200000,192687.60981470812,-7312.390185291879,0.9634380490735406
2020-06-16,0,0.14850403426271544,0.0,16.4329,0.0,0.0005834,200000,192687.60981470812,-7312.390185291879,0.9634380490735406
2020-06-17,0,0.27009519584746344,0.0,16.3983,0.0,0.0005821,200000,192687.60981470812,-7312.390185291879,0.9634380490735406
2020-06-18,0,0.2624784432590382,0.0,16.1608,0.0,0.0005773,200000,192687.60981470812,-7312.390185291879,0.9634380490735406
2020-06-19,2,1.2408804115349774,0.0,15.9512,0.0,0.0005653,200000,192687.60981470812,-7312.390185291879,0.9634380490735406
2020-06-20,0,0.38422725985154166,0.0,16.059,0.0,0.000576,200000,192687.60981470812,-7312.390185291879,0.9634380490735406
2020-06-21,0,0.7277231664532597,0.0,15.9775,0.0,0.0005715,200000,192687.60981470812,-7312.390185291879,0.9634380490735406
2020-06-22,1,1.0162323528676283,-5837.214249374682,16.5051,163989455.16145372,0.0005875,200000,192687.60981470812,-7312.390185291879,0.9634380490735406
2020-06-23,1,1.1899443153959233,-5837.214249374682,16.3898,163989455.16145372,0.0005815,200000,191030.64228078653,-8969.357719213469,0.9551532114039326
2020-06-24,2,1.7894785811745393,0.0,15.9968,0.0,0.0005625,200000,193820.29019078735,-6179.709809212654,0.9691014509539367
2020-06-25,2,1.3914933010802455,0.0,15.906,0.0,0.0005608,200000,193820.29019078735,-6179.709809212654,0.9691014509539367
2020-06-26,2,1.6487961216515334,0.0,15.7694,0.0,0.0005526,200000,193820.29019078735,-6179.709809212654,0.9691014509539367
2020-06-27,2,1.2453277311307525,0.0,15.1242,0.0,0.0005318,200000,193820.29019078735,-6179.709809212654,0.9691014509539367
2020-06-28,2,1.8243904477818054,0.0,15.3782,0.0,0.000535,200000,193820.29019078735,-6179.709809212654,0.9691014509539367
2020-06-29,1,1.1915237321789678,-6266.174289739401,15.4656,178801005.71105847,0.000542,200000,193820.29019078735,-6179.709809212654,0.9691014509539367
2020-06-30,2,2.4282403468410663,0.0,15.3838,0.0,0.0005276,200000,195882.4516161259,-4117.548383874091,0.9794122580806296
2020-07-01,2,1.3853550284619258,0.0,15.8144,0.0,0.000549,200000,195882.4516161259,-4117.548383874091,0.9794122580806296
2020-07-02,0,-0.5782580117887717,0.0,15.3634,0.0,0.0005484,200000,195882.4516161259,-4117.548383874091,0.9794122580806296
2020-07-03,0,-0.6164722094952231,0.0,15.2863,0.0,0.0005451,200000,195882.4516161259,-4117.548383874091,0.9794122580806296
2020-07-04,0,-0.28031397724637774,0.0,15.5548,0.0,0.000552,200000,195882.4516161259,-4117.548383874091,0.9794122580806296
2020-07-05,-2,-1.5212863111379484,0.0,15.4885,0.0,0.000558,200000,195882.4516161259,-4117.548383874091,0.9794122580806296
2020-07-06,2,1.2296973140692338,0.0,16.311,0.0,0.0005672,200000,195882.4516161259,-4117.548383874091,0.9794122580806296
2020-07-07,2,3.2623941141253217,0.0,16.8048,0.0,0.0005556,200000,195882.4516161259,-4117.548383874091,0.9794122580806296
2020-07-08,-2,-1.6946117554991256,0.0,17.2819,0.0,0.0006315,200000,195882.4516161259,-4117.548383874091,0.9794122580806296
2020-07-09,-2,-3.996433014062459,0.0,16.8274,0.0,0.0008031,200000,195882.4516161259,-4117.548383874091,0.9794122580806296
2020-07-10,-2,-2.059121845738839,0.0,17.3123,0.0,0.0007321,200000,195882.4516161259,-4117.548383874091,0.9794122580806296
2020-07-11,-2,-1.4312150434632385,0.0,17.6205,0.0,0.0007172,200000,195882.4516161259,-4117.548383874091,0.9794122580806296
2020-07-12,0,-0.6461490182480059,0.0,18.2994,0.0,0.0007,200000,195882.4516161259,-4117.548383874091,0.9794122580806296
2020-07-13,0,-0.656949303576547,0.0,18.4046,0.0,0.000708,200000,195882.4516161259,-4117.548383874091,0.9794122580806296
2020-07-14,0,-0.9481011461124065,0.0,18.079,0.0,0.0007188,200000,195882.4516161259,-4117.548383874091,0.9794122580806296
2020-07-15,0,-0.5808064656386747,0.0,17.6351,0.0,0.0006824,200000,195882.4516161259,-4117.548383874091,0.9794122580806296
2020-07-16,-2,-1.4918326087562428,0.0,17.1647,0.0,0.000735,200000,195882.4516161259,-4117.548383874091,0.9794122580806296
2020-07-17,-2,-1.2171747781844575,0.0,17.0676,0.0,0.0007209,200000,195882.4516161259,-4117.548383874091,0.9794122580806296
2020-07-18,0,-0.8037328581071875,0.0,17.1507,0.0,0.0007007,200000,195882.4516161259,-4117.548383874091,0.9794122580806296
2020-07-19,0,-0.5924448643248095,0.0,18.0154,0.0,0.0007258,200000,195882.4516161259,-4117.548383874091,0.9794122580806296
2020-07-20,0,-0.5833130839507724,0.0,17.4645,0.0,0.0007081,200000,195882.4516161259,-4117.548383874091,0.9794122580806296
2020-07-21,0,-0.9932150529181962,0.0,17.7285,0.0,0.0007553,200000,195882.4516161259,-4117.548383874091,0.9794122580806296
2020-07-22,0,-0.9213783752213129,0.0,18.09,0.0,0.0007726,200000,195882.4516161259,-4117.548383874091,0.9794122580806296
2020-07-23,0,-0.6284688900782806,0.0,18.75,0.0,0.0007841,200000,195882.4516161259,-4117.548383874091,0.9794122580806296
2020-07-24,0,-0.1427892753798335,0.0,19.1853,0.0,0.0007721,200000,195882.4516161259,-4117.548383874091,0.9794122580806296
2020-07-25,0,0.4348761682111742,0.0,19.8242,0.0,0.0007637,200000,195882.4516161259,-4117.548383874091,0.9794122580806296
2020-07-26,0,0.6197496557423958,0.0,19.5557,0.0,0.0007493,200000,195882.4516161259,-4117.548383874091,0.9794122580806296
2020-07-27,2,1.7376570445788542,0.0,19.7474,0.0,0.0007187,200000,195882.4516161259,-4117.548383874091,0.9794122580806296
2020-07-28,1,1.0229002312646047,-4855.016844529522,20.1732,127361802.09110917,0.000769,200000,195882.45161612594,-4117.548383874062,0.9794122580806297
2020-07-29,1,1.151513583934531,-4855.016844529522,19.899,127361802.09110917,0.0007538,200000,192615.30660557107,-7384.693394428934,0.9630765330278553
2020-07-30,1,0.9230831268284562,-4855.016844529522,19.97,127361802.09110917,0.0007611,200000,193889.75395679774,-6110.2460432022635,0.9694487697839886
2020-07-31,2,1.4863169481668492,0.0,20.6615,0.0,0.0007611,200000,199259.31457782944,-740.685422170558,0.9962965728891472
