date,statusList,zscore,QTUMUSDT_position,QTUMUSDT_price,THETAUSDT_position,THETAUSDT_price,init,total_asset,pnl,return
2020-08-10,-2,-2.2723523080956056,0.0,2.926,0.0,0.37231,200000,198972.0746288792,-1027.9253711208003,0.994860373144396
2020-08-11,-2,-2.216204805836356,0.0,2.722,0.0,0.35598,200000,198972.0746288792,-1027.9253711208003,0.994860373144396
2020-08-12,-2,-2.6387455034202936,0.0,2.799,0.0,0.40377,200000,198972.0746288792,-1027.9253711208003,0.994860373144396
2020-08-13,-2,-1.8824050532622463,0.0,2.86,0.0,0.39628,200000,198972.0746288792,-1027.9253711208003,0.994860373144396
2020-08-14,-1,-1.0892331116904923,32092.27010143213,3.1,-247927.9221333257,0.40127,200000,198972.0746288792,-1027.9253711208003,0.994860373144396
2020-08-15,-1,-0.5799047022368498,32092.27010143213,3.095,-247927.9221333257,0.38413,200000,194562.12869300685,-5437.871306993155,0.9728106434650342
2020-08-16,0,-0.02149743056812276,0.0,3.336,0.0,0.39647,200000,190208.24485870125,-9791.755141298752,0.9510412242935062
2020-08-17,0,0.6632929943553474,0.0,3.418,0.0,0.38679,200000,190208.24485870125,-9791.755141298752,0.9510412242935062
2020-08-18,-1,-1.1627811861454287,28880.69311550277,3.293,-218499.5690606778,0.43526,200000,190208.24485870125,-9791.755141298752,0.9510412242935062
2020-08-19,0,-0.16638114649036992,0.0,3.296,0.0,0.40443,200000,183385.26106521406,-16614.738934785943,0.9169263053260703
2020-08-20,2,1.2015065568902719,0.0,4.078,0.0,0.45499,200000,183385.26106521406,-16614.738934785943,0.9169263053260703
2020-08-21,1,1.1003939991443217,-24328.105739614493,3.769,217833.44150477994,0.42093,200000,183385.26106521406,-16614.738934785943,0.9169263053260703
2020-08-22,2,1.4699234211762844,0.0,4.162,0.0,0.44905,200000,186820.73024576815,-13179.26975423185,0.9341036512288408
2020-08-23,0,-0.04342036224506264,0.0,3.988,0.0,0.48402,200000,186820.73024576815,-13179.26975423185,0.9341036512288408
2020-08-24,-2,-1.8475802992704398,0.0,3.818,0.0,0.55199,200000,186820.73024576815,-13179.26975423185,0.9341036512288408
2020-08-25,-2,-1.6819836689400898,0.0,3.482,0.0,0.50751,200000,186820.73024576815,-13179.26975423185,0.9341036512288408
2020-08-26,0,-0.5442568227042439,0.0,3.784,0.0,0.49529,200000,186820.73024576815,-13179.26975423185,0.9341036512288408
2020-08-27,0,-0.666197071346993,0.0,3.37,0.0,0.44932,200000,186820.73024576815,-13179.26975423185,0.9341036512288408
2020-08-28,-1,-1.1743967135768474,27950.438397032936,3.342,-196889.66786013547,0.47443,200000,186820.73024576815,-13179.26975423185,0.9341036512288408
2020-08-29,-2,-1.3511119447236535,0.0,3.431,0.0,0.50518,200000,190387.49851513136,-9612.50148486864,0.9519374925756567
2020-08-30,-1,-1.0809055701884052,27600.391202541516,3.449,-191109.89391412676,0.49811,200000,190387.49851513136,-9612.50148486864,0.9519374925756567
2020-08-31,-1,-0.8625557531839728,27600.391202541516,3.359,-191109.89391412676,0.47619,200000,183714.33443230495,-16285.665567695047,0.9185716721615248
2020-09-01,-1,-0.7160324118722329,27600.391202541516,3.518,-191109.89391412676,0.489,200000,190550.91437454903,-9449.08562545097,0.9527545718727451
2020-09-02,-1,-1.1362009135918794,27600.391202541516,3.238,-191109.89391412676,0.47499,200000,180145.3552241005,-19854.644775899505,0.9007267761205024
2020-09-03,-2,-1.8809372206058166,0.0,2.388,0.0,0.4019,200000,201284.83068754978,1284.8306875497801,1.006424153437749
2020-09-04,-2,-1.524066866788496,0.0,2.578,0.0,0.42422,200000,201284.83068754978,1284.8306875497801,1.006424153437749
2020-09-05,-2,-1.4599412569409855,0.0,2.344,0.0,0.39346,200000,201284.83068754978,1284.8306875497801,1.006424153437749
2020-09-06,-2,-1.549561955102516,0.0,2.422,0.0,0.42602,200000,201284.83068754978,1284.8306875497801,1.006424153437749
2020-09-07,-2,-1.292503761987805,0.0,2.41,0.0,0.41567,200000,201284.83068754978,1284.8306875497801,1.006424153437749
2020-09-08,-1,-1.0639059863012725,42663.16886128652,2.359,-252616.50437694503,0.3984,200000,201284.83068754978,1284.8306875497801,1.006424153437749
2020-09-09,-2,-1.648562612239671,0.0,2.439,0.0,0.47727,200000,217795.64087885653,17795.64087885653,1.0889782043942826
2020-09-10,-2,-1.3102141512626273,0.0,2.622,0.0,0.48698,200000,217795.64087885653,17795.64087885653,1.0889782043942826
2020-09-11,-1,-1.0687013882837686,38671.101008319696,2.816,-217760.7991509924,0.50008,200000,217795.64087885653,17795.64087885653,1.0889782043942826
2020-09-12,-2,-1.4976073025780605,0.0,2.854,0.0,0.54873,200000,226920.2019192362,26920.20191923619,1.134601009596181
2020-09-13,-2,-1.6570484268830818,0.0,2.648,0.0,0.54238,200000,226920.2019192362,26920.20191923619,1.134601009596181
2020-09-14,-2,-1.3695041710227784,0.0,2.639,0.0,0.52979,200000,226920.2019192362,26920.20191923619,1.134601009596181
2020-09-15,-2,-1.6376694343278395,0.0,2.466,0.0,0.53596,200000,226920.2019192362,26920.20191923619,1.134601009596181
2020-09-16,-2,-1.454956708850232,0.0,2.448,0.0,0.52668,200000,226920.2019192362,26920.20191923619,1.134601009596181
2020-09-17,-2,-1.3832920237479576,0.0,2.566,0.0,0.55972,200000,226920.2019192362,26920.20191923619,1.134601009596181
2020-09-18,0,-0.9419257889565814,0.0,2.804,0.0,0.57489,200000,226920.2019192362,26920.20191923619,1.134601009596181
2020-09-19,-2,-1.2247171017741811,0.0,2.631,0.0,0.57862,200000,226920.2019192362,26920.20191923619,1.134601009596181
2020-09-20,-1,-1.1726197946843546,45023.849587150034,2.52,-203680.281769353,0.55705,200000,226920.20191923616,26920.201919236162,1.1346010095961807
2020-09-21,-2,-1.8309109953619294,0.0,2.263,0.0,0.57114,200000,241361.18643326394,41361.18643326394,1.2068059321663196
2020-09-22,-2,-1.6037395493462308,0.0,2.341,0.0,0.57472,200000,241361.18643326394,41361.18643326394,1.2068059321663196
2020-09-23,-2,-1.626116427432427,0.0,2.176,0.0,0.55482,200000,241361.18643326394,41361.18643326394,1.2068059321663196
2020-09-24,-2,-1.8256681709446203,0.0,2.319,0.0,0.63897,200000,241361.18643326394,41361.18643326394,1.2068059321663196
2020-09-25,-2,-1.732684733504453,0.0,2.36,0.0,0.66533,200000,241361.18643326394,41361.18643326394,1.2068059321663196
2020-09-26,-2,-1.6603562286399787,0.0,2.399,0.0,0.6965,200000,241361.18643326394,41361.18643326394,1.2068059321663196
2020-09-27,-2,-1.8101174800062736,0.0,2.37,0.0,0.74923,200000,241361.18643326394,41361.18643326394,1.2068059321663196
2020-09-28,-2,-1.4082115311833276,0.0,2.425,0.0,0.71583,200000,241361.18643326394,41361.18643326394,1.2068059321663196
2020-09-29,-2,-1.5607446841430068,0.0,2.433,0.0,0.77833,200000,241361.18643326394,41361.18643326394,1.2068059321663196
2020-09-30,-2,-1.2684989478490436,0.0,2.435,0.0,0.74859,200000,241361.18643326394,41361.18643326394,1.2068059321663196
2020-10-01,-1,-1.1966846963147952,51027.73497532007,2.365,-165838.38562131644,0.7277,200000,241361.18643326394,41361.18643326394,1.2068059321663196
2020-10-02,-1,-1.0717069230280039,51027.73497532007,2.288,-165838.38562131644,0.69902,200000,232675.80594054493,32675.80594054493,1.1633790297027247
2020-10-03,-2,-1.2719923917539908,0.0,2.297,0.0,0.75199,200000,248859.28679832752,48859.28679832752,1.2442964339916376
2020-10-04,-2,-1.2693871249851232,0.0,2.306,0.0,0.7724,200000,248859.28679832752,48859.28679832752,1.2442964339916376
2020-10-05,0,-0.9912293110750666,0.0,2.302,0.0,0.7428,200000,248859.28679832752,48859.28679832752,1.2442964339916376
2020-10-06,0,-0.8040023158480671,0.0,2.172,0.0,0.68625,200000,248859.28679832752,48859.28679832752,1.2442964339916376
2020-10-07,-1,-1.0499617288766783,56765.34826604186,2.192,-168252.75630684447,0.73954,200000,248859.28679832752,48859.28679832752,1.2442964339916376
2020-10-08,-1,-0.7139834019357991,56765.34826604186,2.251,-168252.75630684447,0.71955,200000,248845.06974745018,48845.06974745018,1.244225348737251
2020-10-09,-1,-0.36712236493374273,56765.34826604186,2.33,-168252.75630684447,0.71524,200000,252604.36288078496,52604.36288078496,1.263021814403925
2020-10-10,-1,-0.9975699768901332,56765.34826604186,2.3,-168252.75630684447,0.76602,200000,259445.2773980653,59445.277398065286,1.2972263869903264
2020-10-11,-1,-0.4489956055609701,56765.34826604186,2.354,-168252.75630684447,0.74501,200000,258975.61579442472,58975.615794424724,1.2948780789721237
2020-10-12,-1,-0.2226763874554247,56765.34826604186,2.345,-168252.75630684447,0.73336,200000,256504.58304905563,56504.583049055625,1.2825229152452782
2020-10-13,-1,-0.6619156385365207,56765.34826604186,2.33,-168252.75630684447,0.754,200000,259125.83971523825,59125.83971523825,1.2956291985761912
2020-10-14,-1,-0.7351397142227837,56765.34826604186,2.254,-168252.75630684447,0.73438,200000,251510.55416827882,51510.55416827882,1.257552770841394
2020-10-15,0,0.5820414550753469,0.0,2.23,0.0,0.6885,200000,238114.5828823166,38114.58288231661,1.190572914411583
2020-10-16,1,1.0492075581927036,-54966.43187495767,2.166,179939.98555302396,0.66165,200000,238114.5828823166,38114.58288231661,1.190572914411583
2020-10-17,2,2.3651892012306326,0.0,2.179,0.0,0.62437,200000,245537.30915810773,45537.30915810773,1.2276865457905386
2020-10-18,1,1.0838552153012728,-55401.01740932033,2.216,183283.30259775443,0.66983,200000,245537.30915810773,45537.30915810773,1.2276865457905386
2020-10-19,2,2.138138593552105,0.0,2.212,0.0,0.63118,200000,252399.60473387368,52399.60473387368,1.2619980236693684
2020-10-20,2,2.212261126246949,0.0,2.146,0.0,0.5984,200000,252399.60473387368,52399.60473387368,1.2619980236693684
2020-10-21,2,1.8804407382443091,0.0,2.283,0.0,0.6373,200000,252399.60473387368,52399.60473387368,1.2619980236693684
2020-10-22,2,1.63397409786037,0.0,2.341,0.0,0.65472,200000,252399.60473387368,52399.60473387368,1.2619980236693684
2020-10-23,2,1.3712741579776955,0.0,2.291,0.0,0.64431,200000,252399.60473387368,52399.60473387368,1.2619980236693684
2020-10-24,0,-0.32441516739795,0.0,2.312,0.0,0.72109,200000,252399.60473387368,52399.60473387368,1.2619980236693684
2020-10-25,0,-0.3525351902879184,0.0,2.229,0.0,0.69502,200000,252399.60473387368,52399.60473387368,1.2619980236693684
2020-10-26,0,0.18481551628512372,0.0,2.174,0.0,0.65423,200000,252399.60473387368,52399.60473387368,1.2619980236693684
2020-10-27,0,0.13781960806642354,0.0,2.194,0.0,0.65889,200000,252399.60473387368,52399.60473387368,1.2619980236693684
2020-10-28,0,0.10475508759893856,0.0,2.079,0.0,0.62367,200000,252399.60473387368,52399.60473387368,1.2619980236693684
2020-10-29,0,0.5509548431750728,0.0,2.033,0.0,0.59395,200000,252399.60473387368,52399.60473387368,1.2619980236693684
2020-10-30,0,-0.8648394045838982,0.0,1.946,0.0,0.61076,200000,252399.60473387368,52399.60473387368,1.2619980236693684
2020-10-31,0,-0.7111439080568849,0.0,1.964,0.0,0.61054,200000,252399.60473387368,52399.60473387368,1.2619980236693684
2020-11-01,0,-0.34168795298693283,0.0,2.008,0.0,0.61157,200000,252399.60473387368,52399.60473387368,1.2619980236693684
2020-11-02,0,-0.5214208247574451,0.0,1.924,0.0,0.58875,200000,252399.60473387368,52399.60473387368,1.2619980236693684
2020-11-03,-1,-1.0422758842637525,67558.78071035162,1.868,-216559.07742074106,0.58275,200000,252399.60473387368,52399.60473387368,1.2619980236693684
2020-11-04,-2,-1.6251188632395042,0.0,1.833,0.0,0.5912,200000,256594.08626294124,56594.086262941244,1.2829704313147063
2020-11-05,-2,-1.6276616086602251,0.0,1.931,0.0,0.62873,200000,256594.08626294124,56594.086262941244,1.2829704313147063
2020-11-06,-2,-1.5180028175559395,0.0,2.071,0.0,0.67759,200000,256594.08626294124,56594.086262941244,1.2829704313147063
2020-11-07,-2,-1.3794508629895905,0.0,1.949,0.0,0.6382,200000,256594.08626294124,56594.086262941244,1.2829704313147063
2020-11-08,-2,-1.2602740195377646,0.0,2.027,0.0,0.66452,200000,256594.08626294124,56594.086262941244,1.2829704313147063
2020-11-09,0,-0.9386023242251877,0.0,1.989,0.0,0.64278,200000,256594.08626294124,56594.086262941244,1.2829704313147063
2020-11-10,0,-0.6486184417054538,0.0,2.006,0.0,0.64041,200000,256594.08626294124,56594.086262941244,1.2829704313147063
2020-11-11,0,0.9960652431510656,0.0,2.054,0.0,0.61132,200000,256594.08626294124,56594.086262941244,1.2829704313147063
2020-11-12,2,1.3823296534453746,0.0,2.03,0.0,0.60069,200000,256594.08626294124,56594.086262941244,1.2829704313147063
2020-11-13,0,0.8014205685813044,0.0,2.094,0.0,0.63125,200000,256594.08626294124,56594.086262941244,1.2829704313147063
2020-11-14,0,0.8532795158547115,0.0,2.04,0.0,0.61226,200000,256594.08626294124,56594.086262941244,1.2829704313147063
2020-11-15,0,0.4431471920859942,0.0,1.978,0.0,0.60341,200000,256594.08626294124,56594.086262941244,1.2829704313147063
2020-11-16,0,0.9808641739524793,0.0,2.073,0.0,0.61961,200000,256594.08626294124,56594.086262941244,1.2829704313147063
2020-11-17,1,1.1626140721636893,-58158.22444762947,2.206,196139.8589403474,0.65411,200000,256594.08626294124,56594.086262941244,1.2829704313147063
2020-11-18,2,1.755837347938719,0.0,2.15,0.0,0.62259,200000,259519.55404767377,59519.554047673766,1.2975977702383688
2020-11-19,2,2.3693524658000413,0.0,2.25,0.0,0.62245,200000,259519.55404767377,59519.554047673766,1.2975977702383688
2020-11-20,2,2.210830912697902,0.0,2.362,0.0,0.64345,200000,259519.55404767377,59519.554047673766,1.2975977702383688
2020-11-21,2,2.44375219020638,0.0,2.695,0.0,0.70207,200000,259519.55404767377,59519.554047673766,1.2975977702383688
2020-11-22,2,2.3045923525640295,0.0,2.557,0.0,0.64934,200000,259519.55404767377,59519.554047673766,1.2975977702383688
2020-11-23,2,2.521217041895358,0.0,2.794,0.0,0.66535,200000,259519.55404767377,59519.554047673766,1.2975977702383688
2020-11-24,2,2.5322951639590365,0.0,3.079,0.0,0.69194,200000,259519.55404767377,59519.554047673766,1.2975977702383688
2020-11-25,2,1.6882138692339843,0.0,2.924,0.0,0.69374,200000,259519.55404767377,59519.554047673766,1.2975977702383688
2020-11-26,2,1.2002073036410368,0.0,2.522,0.0,0.62041,200000,259519.55404767377,59519.554047673766,1.2975977702383688
2020-11-27,2,1.535687463742999,0.0,2.602,0.0,0.60688,200000,259519.55404767377,59519.554047673766,1.2975977702383688
2020-11-28,2,1.4248328366338834,0.0,2.69,0.0,0.62438,200000,259519.55404767377,59519.554047673766,1.2975977702383688
2020-11-29,2,1.5163095692675443,0.0,2.734,0.0,0.61777,200000,259519.55404767377,59519.554047673766,1.2975977702383688
2020-11-30,2,1.6227730263125746,0.0,2.932,0.0,0.6428,200000,259519.55404767377,59519.554047673766,1.2975977702383688
2020-12-01,2,1.2001234169167712,0.0,2.718,0.0,0.61372,200000,259519.55404767377,59519.554047673766,1.2975977702383688
2020-12-02,1,1.0493723811826938,-46558.94403438712,2.787,205322.6004364646,0.63198,200000,259519.55404767377,59519.554047673766,1.2975977702383688
2020-12-03,1,0.8025993321973536,-46558.94403438712,2.877,205322.6004364646,0.66365,200000,270212.42576659145,70212.42576659145,1.3510621288329572
2020-12-04,0,-0.27690610964432677,0.0,2.591,0.0,0.66648,200000,243310.37130187592,43310.371301875915,1.2165518565093796
2020-12-05,0,-0.8658669733777928,0.0,2.718,0.0,0.73778,200000,243310.37130187592,43310.371301875915,1.2165518565093796
2020-12-06,0,-0.6965204399219179,0.0,2.653,0.0,0.69941,200000,243310.37130187592,43310.371301875915,1.2165518565093796
2020-12-07,0,-0.7235115620960543,0.0,2.612,0.0,0.68216,200000,243310.37130187592,43310.371301875915,1.2165518565093796
2020-12-08,-2,-2.3096506626475386,0.0,2.41,0.0,0.745,200000,243310.37130187592,43310.371301875915,1.2165518565093796
2020-12-09,-2,-1.646817323513832,0.0,2.491,0.0,0.72396,200000,243310.37130187592,43310.371301875915,1.2165518565093796
2020-12-10,-2,-1.2541378816476292,0.0,2.43,0.0,0.67992,200000,243310.37130187592,43310.371301875915,1.2165518565093796
2020-12-11,-2,-1.4855787346561862,0.0,2.337,0.0,0.68052,200000,243310.37130187592,43310.371301875915,1.2165518565093796
2020-12-12,-1,-1.0715026906159304,49273.060206941256,2.469,-175738.80195151744,0.69225,200000,243310.37130187592,43310.371301875915,1.2165518565093796
2020-12-13,-1,-1.103225467994952,49273.060206941256,2.557,-175738.80195151744,0.72938,200000,254171.58231654658,54171.582316546584,1.270857911582733
2020-12-14,-2,-1.3187395821187757,0.0,2.521,0.0,0.75209,200000,251264.38207989378,51264.38207989378,1.256321910399469
2020-12-15,-1,-1.115636575037828,48581.667068811636,2.586,-164541.26365689217,0.76353,200000,251264.38207989378,51264.38207989378,1.256321910399469
2020-12-16,-2,-1.3166199926719584,0.0,2.766,0.0,0.85623,200000,257772.65714850154,57772.657148501545,1.2888632857425077
2020-12-17,-1,-1.0597881395163888,47948.782951730194,2.688,-158065.1564560348,0.8154,200000,257772.65714850154,57772.657148501545,1.2888632857425077
2020-12-18,-2,-1.4787698404654412,0.0,2.74,0.0,0.90713,200000,269778.6372367237,69778.63723672368,1.3488931861836184
2020-12-19,-1,-1.1560782663097793,47986.23928081175,2.811,-149848.71592961534,0.90017,200000,269778.6372367237,69778.63723672368,1.3488931861836184
2020-12-20,-2,-1.2161816329992214,0.0,2.802,0.0,0.915,200000,272432.76984748716,72432.76984748716,1.3621638492374357
2020-12-21,-2,-1.71212142602465,0.0,2.592,0.0,0.92725,200000,272432.76984748716,72432.76984748716,1.3621638492374357
2020-12-22,-2,-2.413990903909991,0.0,2.574,0.0,1.08618,200000,272432.76984748716,72432.76984748716,1.3621638492374357
2020-12-23,-2,-2.758019650557391,0.0,2.096,0.0,1.06912,200000,272432.76984748716,72432.76984748716,1.3621638492374357
2020-12-24,-2,-2.280325458402873,0.0,2.312,0.0,1.18574,200000,272432.76984748716,72432.76984748716,1.3621638492374357
2020-12-25,-2,-2.1372470150776746,0.0,2.288,0.0,1.28291,200000,272432.76984748716,72432.76984748716,1.3621638492374357
2020-12-26,-2,-2.306256669764718,0.0,2.26,0.0,1.66866,200000,272432.76984748716,72432.76984748716,1.3621638492374357
2020-12-27,-2,-1.6226677148753246,0.0,2.275,0.0,1.35045,200000,272432.76984748716,72432.76984748716,1.3621638492374357
2020-12-28,-2,-1.6016566451073184,0.0,2.384,0.0,1.55606,200000,272432.76984748716,72432.76984748716,1.3621638492374357
2020-12-29,-2,-1.3659522716606636,0.0,2.271,0.0,1.43206,200000,272432.76984748716,72432.76984748716,1.3621638492374357
2020-12-30,-2,-1.441104772278146,0.0,2.215,0.0,1.59692,200000,272432.76984748716,72432.76984748716,1.3621638492374357
2020-12-31,-2,-1.4896637042963983,0.0,2.222,0.0,1.86224,200000,272432.76984748716,72432.76984748716,1.3621638492374357
2021-01-01,-2,-1.3853176289786722,0.0,2.268,0.0,1.96621,200000,272432.76984748716,72432.76984748716,1.3621638492374357
2021-01-02,-2,-1.4746369945869193,0.0,2.249,0.0,2.40024,200000,272432.76984748716,72432.76984748716,1.3621638492374357
2021-01-03,-1,-1.106599001251396,55237.787884729754,2.466,-64072.58095069242,2.12597,200000,272432.76984748716,72432.76984748716,1.3621638492374357
2021-01-04,-1,-0.8835867949964727,55237.787884729754,2.515,-64072.58095069242,1.96868,200000,265061.44519610447,65061.44519610447,1.3253072259805223
2021-01-05,-1,-0.8650451824511105,55237.787884729754,2.612,-64072.58095069242,2.13193,200000,280879.3594611238,80879.35946112382,1.404396797305619
2021-01-06,-1,-0.5779701967647769,55237.787884729754,3.013,-64072.58095069242,2.16676,200000,305261.360397413,105261.36039741302,1.5263068019870651
2021-01-07,-1,-0.40806324747743566,55237.787884729754,2.894,-64072.58095069242,1.98791,200000,287228.6825360989,87228.68253609887,1.4361434126804944
2021-01-08,-1,-0.3597173300028706,55237.787884729754,2.861,-64072.58095069242,1.99427,200000,285813.3371507492,85813.33715074923,1.4290666857537462
2021-01-09,0,0.04733659829013199,0.0,3.228,0.0,2.04103,200000,224899.25045337126,24899.250453371264,1.1244962522668562
2021-01-10,0,0.5843864103614844,0.0,3.383,0.0,1.98621,200000,224899.25045337126,24899.250453371264,1.1244962522668562
2021-01-11,0,0.47147443270656764,0.0,2.898,0.0,1.81684,200000,224899.25045337126,24899.250453371264,1.1244962522668562
2021-01-12,0,0.26492375555690245,0.0,2.75,0.0,1.8215,200000,224899.25045337126,24899.250453371264,1.1244962522668562
2021-01-13,0,-0.049124695982972255,0.0,2.948,0.0,2.09522,200000,224899.25045337126,24899.250453371264,1.1244962522668562
2021-01-14,0,-0.09543897867399567,0.0,3.021,0.0,2.19146,200000,224899.25045337126,24899.250453371264,1.1244962522668562
2021-01-15,0,0.15080183053445279,0.0,2.941,0.0,2.05549,200000,224899.25045337126,24899.250453371264,1.1244962522668562
2021-01-16,0,0.5540491985488117,0.0,3.056,0.0,2.04406,200000,224899.25045337126,24899.250453371264,1.1244962522668562
2021-01-17,1,1.019029597636183,-35272.78081138194,3.188,55985.75344612785,2.00854,200000,224899.25045337126,24899.250453371264,1.1244962522668562
2021-01-18,1,1.1371833880822217,-35272.78081138194,3.301,55985.75344612785,2.04695,200000,231035.4874749232,31035.487474923197,1.155177437374616
2021-01-19,1,0.9046319118416537,-35272.78081138194,3.161,55985.75344612785,1.998,200000,223356.79553014177,23356.795530141768,1.116783977650709
2021-01-20,1,0.8683558169748804,-35272.78081138194,3.238,55985.75344612785,2.03281,200000,228021.66373007785,28021.663730077853,1.1401083186503893
2021-01-21,1,0.6756986287784974,-35272.78081138194,2.736,55985.75344612785,1.7418,200000,194022.3136524065,-5977.686347593495,0.9701115682620325
2021-01-22,1,0.43665994402608754,-35272.78081138194,2.918,55985.75344612785,1.89757,200000,209162.8605743813,9162.86057438131,1.0458143028719065
2021-01-23,2,3.0476976284873163,0.0,3.938,0.0,1.9288,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-01-24,2,1.5582606388337916,0.0,3.545,0.0,1.95055,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-01-25,0,0.1096543718266055,0.0,3.284,0.0,2.07529,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-01-26,0,-0.458898463683638,0.0,3.434,0.0,2.287,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-01-27,0,-0.0992591276482315,0.0,3.112,0.0,1.99307,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-01-28,0,0.3818183773035084,0.0,3.271,0.0,1.99193,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-01-29,0,0.13913841216369094,0.0,3.307,0.0,2.05641,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-01-30,0,0.4298402427397746,0.0,3.297,0.0,2.00197,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-01-31,0,0.8677928780453603,0.0,3.283,0.0,1.91015,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-02-01,0,0.6793273408660908,0.0,3.471,0.0,2.04053,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-02-02,0,0.23240448198024413,0.0,3.543,0.0,2.1533,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-02-03,0,0.42850964196290314,0.0,3.683,0.0,2.18751,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-02-04,0,0.06593812069960034,0.0,3.506,0.0,2.129,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-02-05,0,-0.47170587215324644,0.0,3.857,0.0,2.42866,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-02-06,2,2.1104837001274657,0.0,4.432,0.0,2.27908,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-02-07,2,1.2843848990126365,0.0,4.246,0.0,2.29069,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-02-08,0,-0.3556414450316696,0.0,4.731,0.0,2.90949,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-02-09,0,0.31303003715036687,0.0,5.015,0.0,2.90652,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-02-10,2,3.5979606369250696,0.0,7.514,0.0,2.83099,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-02-11,2,2.4390003915459673,0.0,7.411,0.0,2.92562,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-02-12,2,1.9152214796018927,0.0,7.345,0.0,2.99681,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-02-13,2,1.3368682354028656,0.0,7.718,0.0,3.34869,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-02-14,0,0.9297747616565787,0.0,6.986,0.0,3.18318,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-02-15,0,0.03132407155675439,0.0,6.412,0.0,3.38903,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-02-16,0,-0.035168001685355145,0.0,6.426,0.0,3.40843,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-02-17,0,-0.05159697018589917,0.0,6.639,0.0,3.50799,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-02-18,0,0.21537916266533227,0.0,7.133,0.0,3.56669,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-02-19,0,0.03997753496324867,0.0,7.262,0.0,3.70937,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-02-20,0,-0.4217199203232273,0.0,6.693,0.0,3.68594,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-02-21,0,0.09966733745794525,0.0,7.118,0.0,3.56677,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-02-22,0,-0.20679017265513105,0.0,6.389,0.0,3.33586,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-02-23,0,-0.9733175547448607,0.0,5.148,0.0,3.05975,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-02-24,-2,-1.2343917101400217,0.0,5.303,0.0,3.32063,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-02-25,0,-0.8956556451877958,0.0,5.128,0.0,2.99269,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-02-26,0,-0.8901072782125261,0.0,5.184,0.0,3.05508,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-02-27,0,-0.9324385106688385,0.0,5.267,0.0,3.15641,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-02-28,-2,-1.2840270410500794,0.0,4.855,0.0,3.13475,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-03-01,-1,-1.0665608426681759,24271.17078194516,5.27,-38973.61622115303,3.28194,200000,255818.14004170196,55818.14004170196,1.27909070020851
2021-03-02,-2,-1.6156632683079528,0.0,5.193,0.0,3.70038,200000,273995.140163491,73995.14016349101,1.3699757008174551
2021-03-03,-2,-1.7306701816202934,0.0,5.34,0.0,3.99035,200000,273995.140163491,73995.14016349101,1.3699757008174551
2021-03-04,-2,-1.8338363174745735,0.0,5.685,0.0,4.45092,200000,273995.140163491,73995.14016349101,1.3699757008174551
2021-03-05,0,-0.578305972334165,0.0,6.588,0.0,4.12896,200000,273995.140163491,73995.14016349101,1.3699757008174551
2021-03-06,0,-0.8323226915058077,0.0,6.315,0.0,4.15675,200000,273995.140163491,73995.14016349101,1.3699757008174551
2021-03-07,0,-0.9795772191709102,0.0,6.35,0.0,4.33521,200000,273995.140163491,73995.14016349101,1.3699757008174551
2021-03-08,-2,-1.5984822910926508,0.0,6.314,0.0,4.92836,200000,273995.140163491,73995.14016349101,1.3699757008174551
2021-03-09,-2,-1.6290019956961703,0.0,6.558,0.0,5.36426,200000,273995.140163491,73995.14016349101,1.3699757008174551
