date,statusList,zscore,ATOMUSDT_position,ATOMUSDT_price,FETUSDT_position,FETUSDT_price,init,total_asset,pnl,return
2020-08-07,-2,-1.4601171438222837,0.0,4.015,0.0,0.09591,200000,205052.20426078173,5052.2042607817275,1.0252610213039086
2020-08-08,0,-0.8912856789178255,0.0,4.426,0.0,0.09248,200000,205052.20426078173,5052.2042607817275,1.0252610213039086
2020-08-09,0,-0.14670351339917356,0.0,5.273,0.0,0.09382,200000,205052.20426078173,5052.2042607817275,1.0252610213039086
2020-08-10,0,-0.5012300191602267,0.0,5.474,0.0,0.10691,200000,205052.20426078173,5052.2042607817275,1.0252610213039086
2020-08-11,0,-0.3412591060714705,0.0,4.916,0.0,0.09418,200000,205052.20426078173,5052.2042607817275,1.0252610213039086
2020-08-12,0,0.5772103318235875,0.0,5.902,0.0,0.09679,200000,205052.20426078173,5052.2042607817275,1.0252610213039086
2020-08-13,1,1.0824049715691508,-16848.98966810039,6.085,1079563.0423332723,0.09497,200000,205052.20426078173,5052.2042607817275,1.0252610213039086
2020-08-14,1,0.20968876708980644,-16848.98966810039,6.096,1079563.0423332723,0.11117,200000,222726.46443292985,22726.464432929846,1.1136323221646491
2020-08-15,0,-0.06673147313953345,0.0,6.077,0.0,0.11678,200000,181372.14239014825,-18627.85760985175,0.9068607119507412
2020-08-16,-1,-1.1108381631251372,14526.040556635291,6.243,-666319.4062826901,0.1361,200000,181372.14239014825,-18627.85760985175,0.9068607119507412
2020-08-17,-2,-2.187178241151472,0.0,5.907,0.0,0.15761,200000,200585.42244631838,585.4224463183782,1.002927112231592
2020-08-18,-2,-1.749653395204976,0.0,5.826,0.0,0.15153,200000,200585.42244631838,585.4224463183782,1.002927112231592
2020-08-19,0,-0.861176665230297,0.0,5.65,0.0,0.12791,200000,200585.42244631838,585.4224463183782,1.002927112231592
2020-08-20,0,0.4431989855172706,0.0,6.297,0.0,0.118,200000,200585.42244631838,585.4224463183782,1.002927112231592
2020-08-21,0,0.43693214704820743,0.0,5.606,0.0,0.10529,200000,200585.42244631838,585.4224463183782,1.002927112231592
2020-08-22,0,-0.05345979310119352,0.0,6.411,0.0,0.12928,200000,200585.42244631838,585.4224463183782,1.002927112231592
2020-08-23,2,2.5797926368077917,0.0,8.532,0.0,0.11671,200000,200585.42244631838,585.4224463183782,1.002927112231592
2020-08-24,2,1.5162470921065396,0.0,8.211,0.0,0.12526,200000,200585.42244631838,585.4224463183782,1.002927112231592
2020-08-25,2,1.9927029548103339,0.0,8.378,0.0,0.11393,200000,200585.42244631838,585.4224463183782,1.002927112231592
2020-08-26,2,1.2998153202471567,0.0,7.708,0.0,0.11347,200000,200585.42244631838,585.4224463183782,1.002927112231592
2020-08-27,2,1.3529044677557747,0.0,7.291,0.0,0.10399,200000,200585.42244631838,585.4224463183782,1.002927112231592
2020-08-28,2,1.2379678464167005,0.0,7.559,0.0,0.10736,200000,200585.42244631838,585.4224463183782,1.002927112231592
2020-08-29,0,0.7161842634200413,0.0,7.27,0.0,0.1115,200000,200585.42244631838,585.4224463183782,1.002927112231592
2020-08-30,0,0.32221975879910314,0.0,7.621,0.0,0.12439,200000,200585.42244631838,585.4224463183782,1.002927112231592
2020-08-31,0,0.48056117508454627,0.0,7.205,0.0,0.11328,200000,200585.42244631838,585.4224463183782,1.002927112231592
2020-09-01,0,0.6228858564899613,0.0,7.218,0.0,0.11023,200000,200585.42244631838,585.4224463183782,1.002927112231592
2020-09-02,0,0.3099733707690672,0.0,6.643,0.0,0.10744,200000,200585.42244631838,585.4224463183782,1.002927112231592
2020-09-03,0,-0.4418410388232218,0.0,4.899,0.0,0.0919,200000,200585.42244631838,585.4224463183782,1.002927112231592
2020-09-04,0,0.12159248009168003,0.0,5.463,0.0,0.091,200000,200585.42244631838,585.4224463183782,1.002927112231592
2020-09-05,0,0.6174493284338503,0.0,4.918,0.0,0.07406,200000,200585.42244631838,585.4224463183782,1.002927112231592
2020-09-06,0,0.07101349591696335,0.0,5.178,0.0,0.08408,200000,200585.42244631838,585.4224463183782,1.002927112231592
2020-09-07,0,-0.25102947589743846,0.0,5.053,0.0,0.08422,200000,200585.42244631838,585.4224463183782,1.002927112231592
2020-09-08,0,0.4228121202172501,0.0,4.952,0.0,0.07511,200000,200585.42244631838,585.4224463183782,1.002927112231592
2020-09-09,0,0.8294864788291698,0.0,5.32,0.0,0.07683,200000,200585.42244631838,585.4224463183782,1.002927112231592
2020-09-10,0,-0.4933702282048468,0.0,5.324,0.0,0.08685,200000,200585.42244631838,585.4224463183782,1.002927112231592
2020-09-11,0,-0.05932355852924853,0.0,5.342,0.0,0.08252,200000,200585.42244631838,585.4224463183782,1.002927112231592
2020-09-12,0,0.004584075551877609,0.0,5.603,0.0,0.0867,200000,200585.42244631838,585.4224463183782,1.002927112231592
2020-09-13,1,1.004342478164924,-18852.013387811876,5.32,1310159.5195709886,0.07655,200000,200585.42244631838,585.4224463183782,1.002927112231592
2020-09-14,2,1.7270450335165843,0.0,5.381,0.0,0.07402,200000,205050.0988474895,5050.098847489513,1.0252504942374476
2020-09-15,2,1.8012846016704056,0.0,4.866,0.0,0.06568,200000,205050.0988474895,5050.098847489513,1.0252504942374476
2020-09-16,2,1.573588107946287,0.0,5.122,0.0,0.06971,200000,205050.0988474895,5050.098847489513,1.0252504942374476
2020-09-17,2,1.4764317474604503,0.0,5.062,0.0,0.06896,200000,205050.0988474895,5050.098847489513,1.0252504942374476
2020-09-18,2,1.6452369206064466,0.0,4.966,0.0,0.06569,200000,205050.0988474895,5050.098847489513,1.0252504942374476
2020-09-19,1,1.0663963340109222,-20741.462557909115,4.943,1511277.2615528414,0.06784,200000,205050.0988474895,5050.098847489513,1.0252504942374476
2020-09-20,1,0.5940910583822153,-20741.462557909115,4.664,1511277.2615528414,0.06626,200000,196875.41272057936,-3124.587279420637,0.9843770636028968
2020-09-21,1,0.6354889459612153,-20741.462557909115,4.081,1511277.2615528414,0.05752,200000,171574.57678334654,-28425.423216653464,0.8578728839167327
2020-09-22,2,1.3577934650725736,0.0,4.21,0.0,0.05516,200000,209009.60246903214,9009.602469032136,1.0450480123451606
2020-09-23,2,1.996403581771722,0.0,3.839,0.0,0.04735,200000,209009.60246903214,9009.602469032136,1.0450480123451606
2020-09-24,2,1.318137582219387,0.0,4.483,0.0,0.05764,200000,209009.60246903214,9009.602469032136,1.0450480123451606
2020-09-25,2,1.2718711376523346,0.0,4.791,0.0,0.06113,200000,209009.60246903214,9009.602469032136,1.0450480123451606
2020-09-26,1,1.1358873414245225,-22683.916048299558,4.607,1773371.8179962,0.05893,200000,209009.60246903214,9009.602469032136,1.0450480123451606
2020-09-27,2,1.331893420136787,0.0,4.727,0.0,0.05924,200000,211181.92713124925,11181.92713124925,1.0559096356562463
2020-09-28,0,0.7568397922048429,0.0,4.826,0.0,0.06259,200000,211181.92713124925,11181.92713124925,1.0559096356562463
2020-09-29,0,0.20271412492667903,0.0,5.309,0.0,0.07136,200000,211181.92713124925,11181.92713124925,1.0559096356562463
2020-09-30,0,0.8466584554339492,0.0,5.372,0.0,0.06888,200000,211181.92713124925,11181.92713124925,1.0559096356562463
2020-10-01,2,1.8688596509735282,0.0,5.135,0.0,0.06166,200000,211181.92713124925,11181.92713124925,1.0559096356562463
2020-10-02,2,2.770588277995364,0.0,4.906,0.0,0.05477,200000,211181.92713124925,11181.92713124925,1.0559096356562463
2020-10-03,2,3.0999671579078893,0.0,5.01,0.0,0.05104,200000,211181.92713124925,11181.92713124925,1.0559096356562463
2020-10-04,2,2.677204969331201,0.0,5.314,0.0,0.05235,200000,211181.92713124925,11181.92713124925,1.0559096356562463
2020-10-05,2,2.329938698596507,0.0,5.366,0.0,0.05177,200000,211181.92713124925,11181.92713124925,1.0559096356562463
2020-10-06,2,2.207281660006435,0.0,4.736,0.0,0.04407,200000,211181.92713124925,11181.92713124925,1.0559096356562463
2020-10-07,2,1.7208150433578577,0.0,4.873,0.0,0.04642,200000,211181.92713124925,11181.92713124925,1.0559096356562463
2020-10-08,1,1.077154431526287,-20975.55891251979,5.034,2066763.8200357137,0.05109,200000,211181.92713124925,11181.92713124925,1.0559096356562463
2020-10-09,1,0.7951857157973052,-20975.55891251979,5.155,2066763.8200357137,0.05365,200000,219010.88513895558,19010.88513895558,1.0950544256947778
2020-10-10,2,1.4418300960729553,0.0,5.534,0.0,0.05217,200000,219437.60166187055,19437.601661870547,1.0971880083093528
2020-10-11,2,1.7520470663483292,0.0,6.072,0.0,0.05378,200000,219437.60166187055,19437.601661870547,1.0971880083093528
2020-10-12,2,1.3981475520176538,0.0,5.97,0.0,0.05404,200000,219437.60166187055,19437.601661870547,1.0971880083093528
2020-10-13,2,1.4370921810641917,0.0,6.012,0.0,0.053,200000,219437.60166187055,19437.601661870547,1.0971880083093528
2020-10-14,1,1.0983389797615768,-19158.163232221978,5.727,2113635.153745623,0.05191,200000,219437.60166187055,19437.601661870547,1.0971880083093528
2020-10-15,2,1.2632737332848698,0.0,5.769,0.0,0.05039,200000,223454.96995131724,23454.969951317238,1.117274849756586
2020-10-16,2,1.7052599337241447,0.0,5.403,0.0,0.04366,200000,223454.96995131724,23454.969951317238,1.117274849756586
2020-10-17,1,1.0506222204740776,-20440.447306194405,5.466,2367107.73253514,0.0472,200000,223454.96995131724,23454.969951317238,1.117274849756586
2020-10-18,1,1.1407760686405122,-20440.447306194405,5.762,2367107.73253514,0.04868,200000,233008.66179810278,33008.66179810278,1.165043308990514
2020-10-19,1,0.4350345803198565,-20440.447306194405,5.502,2367107.73253514,0.05006,200000,230960.7541693907,30960.75416939071,1.1548037708469536
2020-10-20,1,0.4864013156283639,-20440.447306194405,5.024,2367107.73253514,0.04514,200000,209544.0503129569,9544.050312956912,1.0477202515647845
2020-10-21,1,0.860463297729283,-20440.447306194405,5.241,2367107.73253514,0.04545,200000,214713.43077548698,14713.43077548698,1.073567153877435
2020-10-22,1,0.2650239475488552,-20440.447306194405,5.444,2367107.73253514,0.04901,200000,227289.74510646955,27289.74510646955,1.1364487255323477
2020-10-23,0,-1.1979772574312944,0.0,5.364,0.0,0.05312,200000,207356.76654947735,7356.766549477354,1.0367838327473868
2020-10-24,-2,-1.5175827574017693,0.0,5.543,0.0,0.05642,200000,207356.76654947735,7356.766549477354,1.0367838327473868
2020-10-25,0,-0.7772380057429743,0.0,5.292,0.0,0.0511,200000,207356.76654947735,7356.766549477354,1.0367838327473868
2020-10-26,0,-0.20621986472524742,0.0,5.145,0.0,0.04778,200000,207356.76654947735,7356.766549477354,1.0367838327473868
2020-10-27,0,0.04419665288553774,0.0,5.138,0.0,0.04683,200000,207356.76654947735,7356.766549477354,1.0367838327473868
2020-10-28,0,-0.5197162819553064,0.0,4.803,0.0,0.04518,200000,207356.76654947735,7356.766549477354,1.0367838327473868
2020-10-29,-2,-1.4345780405613027,0.0,4.633,0.0,0.04583,200000,207356.76654947735,7356.766549477354,1.0367838327473868
2020-10-30,-1,-1.1635940214662985,22441.20850102569,4.62,-2297836.508748641,0.04512,200000,207356.76654947735,7356.766549477354,1.0367838327473868
2020-10-31,-1,-0.7206631159931489,22441.20850102569,4.616,-2297836.508748641,0.04405,200000,204808.3166511122,4808.316651112196,1.024041583255561
2020-11-01,-1,-0.6582598809113125,22441.20850102569,4.743,-2297836.508748641,0.04523,200000,210369.7972110659,10369.797211065888,1.0518489860553295
2020-11-02,0,0.7227388124978141,0.0,4.603,0.0,0.0404,200000,196892.47877270123,-3107.52122729877,0.9844623938635062
2020-11-03,2,1.6072346919686562,0.0,4.48,0.0,0.03699,200000,196892.47877270123,-3107.52122729877,0.9844623938635062
2020-11-04,0,0.19148911512347477,0.0,4.387,0.0,0.03956,200000,196892.47877270123,-3107.52122729877,0.9844623938635062
2020-11-05,0,0.698903359467874,0.0,4.504,0.0,0.03972,200000,196892.47877270123,-3107.52122729877,0.9844623938635062
2020-11-06,0,0.45259179499337193,0.0,4.88,0.0,0.04374,200000,196892.47877270123,-3107.52122729877,0.9844623938635062
2020-11-07,1,1.1391720580488616,-21313.323097283097,4.619,2458083.3804332237,0.04005,200000,196892.47877270123,-3107.52122729877,0.9844623938635062
2020-11-08,1,0.9518457266692091,-21313.323097283097,4.809,2458083.3804332237,0.04196,200000,205636.94941781246,5636.949417812459,1.0281847470890624
2020-11-09,2,1.8881384443741969,0.0,5.155,0.0,0.04225,200000,202908.63651589188,2908.636515891878,1.0145431825794593
2020-11-10,0,0.30735833575384436,0.0,5.084,0.0,0.0457,200000,202908.63651589188,2908.636515891878,1.0145431825794593
2020-11-11,0,0.4495058816775961,0.0,5.033,0.0,0.04484,200000,202908.63651589188,2908.636515891878,1.0145431825794593
2020-11-12,2,1.53101001146604,0.0,5.03,0.0,0.04173,200000,202908.63651589188,2908.636515891878,1.0145431825794593
2020-11-13,0,0.3764112759175018,0.0,5.213,0.0,0.046,200000,202908.63651589188,2908.636515891878,1.0145431825794593
2020-11-14,0,0.299446861517322,0.0,5.045,0.0,0.04454,200000,202908.63651589188,2908.636515891878,1.0145431825794593
2020-11-15,0,0.9118561794371978,0.0,4.979,0.0,0.04241,200000,202908.63651589188,2908.636515891878,1.0145431825794593
2020-11-16,1,1.044742448878246,-19955.60941344334,5.084,2370981.9644296784,0.04279,200000,202908.63651589188,2908.636515891878,1.0145431825794593
2020-11-17,0,-1.3684210540908115,0.0,5.285,0.0,0.05092,200000,187643.6306371807,-12356.3693628193,0.9382181531859035
2020-11-18,0,-0.4804743423162073,0.0,5.105,0.0,0.04639,200000,187643.6306371807,-12356.3693628193,0.9382181531859035
2020-11-19,-2,-2.560703524112354,0.0,5.097,0.0,0.05311,200000,187643.6306371807,-12356.3693628193,0.9382181531859035
2020-11-20,-2,-2.0071569737026542,0.0,5.268,0.0,0.05373,200000,187643.6306371807,-12356.3693628193,0.9382181531859035
2020-11-21,-2,-1.454321244876426,0.0,5.922,0.0,0.05839,200000,187643.6306371807,-12356.3693628193,0.9382181531859035
2020-11-22,-2,-1.3463252450642493,0.0,5.481,0.0,0.05424,200000,187643.6306371807,-12356.3693628193,0.9382181531859035
2020-11-23,-2,-2.125623185297976,0.0,5.811,0.0,0.06314,200000,187643.6306371807,-12356.3693628193,0.9382181531859035
2020-11-24,-2,-1.4857888636415626,0.0,5.966,0.0,0.06227,200000,187643.6306371807,-12356.3693628193,0.9382181531859035
2020-11-25,-1,-1.016571656658094,15891.22888187506,5.904,-1574455.7026110145,0.05959,200000,187643.6306371807,-12356.3693628193,0.9382181531859035
2020-11-26,0,-0.11209485880419415,0.0,5.33,0.0,0.04975,200000,181272.5519016846,-18727.44809831539,0.906362759508423
2020-11-27,0,0.11687373873264521,0.0,5.368,0.0,0.0493,200000,181272.5519016846,-18727.44809831539,0.906362759508423
2020-11-28,0,-0.347218577968471,0.0,5.43,0.0,0.05209,200000,181272.5519016846,-18727.44809831539,0.906362759508423
2020-11-29,0,0.25699441957148367,0.0,5.429,0.0,0.04992,200000,181272.5519016846,-18727.44809831539,0.906362759508423
2020-11-30,0,0.4076435795529178,0.0,5.571,0.0,0.05069,200000,181272.5519016846,-18727.44809831539,0.906362759508423
2020-12-01,0,0.1076667901256701,0.0,5.256,0.0,0.04903,200000,181272.5519016846,-18727.44809831539,0.906362759508423
2020-12-02,0,-0.1396893180143595,0.0,5.51,0.0,0.05272,200000,181272.5519016846,-18727.44809831539,0.906362759508423
2020-12-03,0,-0.7359115316256049,0.0,5.5,0.0,0.05524,200000,181272.5519016846,-18727.44809831539,0.906362759508423
2020-12-04,0,-0.525629047710824,0.0,5.049,0.0,0.05021,200000,181272.5519016846,-18727.44809831539,0.906362759508423
2020-12-05,0,-0.7700361097871123,0.0,5.261,0.0,0.05347,200000,181272.5519016846,-18727.44809831539,0.906362759508423
2020-12-06,0,-0.40558867239478813,0.0,5.213,0.0,0.05201,200000,181272.5519016846,-18727.44809831539,0.906362759508423
2020-12-07,-1,-1.1263069485636215,17771.818813890648,5.1,-1704330.1231824427,0.05318,200000,181272.5519016846,-18727.44809831539,0.906362759508423
2020-12-08,-1,-0.500620884337613,17771.818813890648,4.738,-1704330.1231824427,0.04793,200000,165891.4203443484,-34108.579655651614,0.8294571017217419
2020-12-09,-1,-0.5239698626434015,17771.818813890648,4.804,-1704330.1231824427,0.04855,200000,168121.0450624383,-31878.954937561706,0.8406052253121915
2020-12-10,-2,-1.6084458544111817,0.0,4.655,0.0,0.05014,200000,183999.8476993913,-16000.152300608694,0.9199992384969565
2020-12-11,-2,-1.5075218567593052,0.0,4.707,0.0,0.05096,200000,183999.8476993913,-16000.152300608694,0.9199992384969565
2020-12-12,0,-0.16570590905473387,0.0,5.06,0.0,0.05069,200000,183999.8476993913,-16000.152300608694,0.9199992384969565
2020-12-13,0,-0.23402236241735447,0.0,5.195,0.0,0.05199,200000,183999.8476993913,-16000.152300608694,0.9199992384969565
2020-12-14,0,-0.4110631070328947,0.0,5.227,0.0,0.05268,200000,183999.8476993913,-16000.152300608694,0.9199992384969565
2020-12-15,0,0.05178527190878599,0.0,5.291,0.0,0.05202,200000,183999.8476993913,-16000.152300608694,0.9199992384969565
2020-12-16,0,-0.5488626103560147,0.0,5.494,0.0,0.05589,200000,183999.8476993913,-16000.152300608694,0.9199992384969565
2020-12-17,-2,-1.314055403488955,0.0,5.354,0.0,0.05699,200000,183999.8476993913,-16000.152300608694,0.9199992384969565
2020-12-18,-2,-1.9882287762833983,0.0,5.329,0.0,0.05995,200000,183999.8476993913,-16000.152300608694,0.9199992384969565
2020-12-19,-2,-1.6741488429448044,0.0,5.289,0.0,0.05898,200000,183999.8476993913,-16000.152300608694,0.9199992384969565
2020-12-20,-2,-1.663836855876629,0.0,5.036,0.0,0.05643,200000,183999.8476993913,-16000.152300608694,0.9199992384969565
2020-12-21,0,-0.4016424368991312,0.0,5.031,0.0,0.05289,200000,183999.8476993913,-16000.152300608694,0.9199992384969565
2020-12-22,-1,-1.0902698628451373,18612.1634330762,4.943,-1706546.5377424532,0.05391,200000,183999.8476993913,-16000.152300608694,0.9199992384969565
2020-12-23,-2,-1.8744821910305494,0.0,4.395,0.0,0.0505,200000,188379.98956701532,-11620.01043298468,0.9418999478350766
2020-12-24,0,0.27993762239080805,0.0,4.959,0.0,0.05129,200000,188379.98956701532,-11620.01043298468,0.9418999478350766
2020-12-25,0,-0.19005854216700216,0.0,4.909,0.0,0.052,200000,188379.98956701532,-11620.01043298468,0.9418999478350766
2020-12-26,0,0.1409794315643564,0.0,4.81,0.0,0.05031,200000,188379.98956701532,-11620.01043298468,0.9418999478350766
2020-12-27,0,-0.8409279556490096,0.0,4.842,0.0,0.05313,200000,188379.98956701532,-11620.01043298468,0.9418999478350766
2020-12-28,0,0.8855825024496513,0.0,5.391,0.0,0.05469,200000,188379.98956701532,-11620.01043298468,0.9418999478350766
2020-12-29,2,2.4118087948911118,0.0,5.622,0.0,0.05231,200000,188379.98956701532,-11620.01043298468,0.9418999478350766
2020-12-30,2,1.5534431401394004,0.0,5.424,0.0,0.05205,200000,188379.98956701532,-11620.01043298468,0.9418999478350766
2020-12-31,2,3.293651969443149,0.0,6.465,0.0,0.05152,200000,188379.98956701532,-11620.01043298468,0.9418999478350766
2021-01-01,2,1.3378298134371125,0.0,5.861,0.0,0.05333,200000,188379.98956701532,-11620.01043298468,0.9418999478350766
2021-01-02,0,0.8236884269058684,0.0,5.42,0.0,0.05127,200000,188379.98956701532,-11620.01043298468,0.9418999478350766
2021-01-03,0,0.48017222763758344,0.0,5.829,0.0,0.05671,200000,188379.98956701532,-11620.01043298468,0.9418999478350766
2021-01-04,0,0.7570054168444567,0.0,6.044,0.0,0.05723,200000,188379.98956701532,-11620.01043298468,0.9418999478350766
2021-01-05,0,0.16732686056001925,0.0,6.196,0.0,0.06182,200000,188379.98956701532,-11620.01043298468,0.9418999478350766
2021-01-06,0,-0.7614274435753698,0.0,6.682,0.0,0.07311,200000,188379.98956701532,-11620.01043298468,0.9418999478350766
2021-01-07,-1,-1.1054489203970939,15036.71691946163,6.264,-1324381.2539863281,0.07112,200000,188379.98956701532,-11620.01043298468,0.9418999478350766
2021-01-08,-2,-1.4960545711510005,0.0,5.931,0.0,0.07104,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-01-09,0,-0.8338192405247374,0.0,6.54,0.0,0.07261,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-01-10,0,-0.6452957637536282,0.0,6.409,0.0,0.0699,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-01-11,0,-0.3623413820653766,0.0,5.726,0.0,0.06049,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-01-12,0,-0.16996276360346527,0.0,5.711,0.0,0.05881,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-01-13,0,-0.4310685518871685,0.0,6.242,0.0,0.06604,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-01-14,-2,-1.3964539340371906,0.0,6.476,0.0,0.07696,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-01-15,0,-0.8419358838878109,0.0,7.896,0.0,0.08851,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-01-16,0,0.800804580822291,0.0,9.03,0.0,0.08459,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-01-17,0,-0.7751999268884048,0.0,8.544,0.0,0.09487,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-01-18,0,0.08460729981733395,0.0,9.539,0.0,0.0968,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-01-19,0,0.019217682789626787,0.0,8.891,0.0,0.09115,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-01-20,0,0.12147783755277367,0.0,8.909,0.0,0.092,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-01-21,0,-0.8434639503113948,0.0,7.177,0.0,0.08064,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-01-22,0,-0.7414189395567039,0.0,7.985,0.0,0.08955,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-01-23,0,-0.052582441691716525,0.0,8.329,0.0,0.08933,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-01-24,0,0.15808066769394988,0.0,8.24,0.0,0.08779,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-01-25,0,0.20781844318104364,0.0,7.738,0.0,0.08253,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-01-26,-2,-1.8523419538766561,0.0,7.732,0.0,0.09518,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-01-27,-2,-2.1346805070840387,0.0,6.953,0.0,0.09,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-01-28,0,-0.18369954340453473,0.0,8.041,0.0,0.08857,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-01-29,-2,-2.475552755396102,0.0,7.975,0.0,0.11164,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-01-30,-2,-1.562682023277241,0.0,8.048,0.0,0.10452,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-01-31,0,-0.772466965746709,0.0,8.145,0.0,0.09803,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-02-01,0,-0.447069374235672,0.0,9.29,0.0,0.10884,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-02-02,0,-0.8968230311952523,0.0,8.893,0.0,0.1101,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-02-03,-2,-2.628693703131695,0.0,9.303,0.0,0.15841,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-02-04,-2,-1.977983040162348,0.0,9.152,0.0,0.14849,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-02-05,-2,-1.324230576447862,0.0,12.19,0.0,0.17848,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-02-06,0,-0.9857190947241119,0.0,12.087,0.0,0.17,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-02-07,0,-0.5051192746564519,0.0,13.841,0.0,0.18214,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-02-08,-2,-1.239599540862978,0.0,14.169,0.0,0.21432,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-02-09,-2,-1.5961437923380772,0.0,15.057,0.0,0.25112,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-02-10,-2,-1.237591626576247,0.0,14.965,0.0,0.23952,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-02-11,0,-0.11733884848114129,0.0,17.652,0.0,0.23532,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-02-12,0,0.7250617809882819,0.0,21.076,0.0,0.25158,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-02-13,0,0.16617062017126763,0.0,20.248,0.0,0.26402,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-02-14,0,0.3020642035926312,0.0,19.084,0.0,0.24813,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-02-15,2,1.9198829771344121,0.0,22.489,0.0,0.2394,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-02-16,2,2.666056765419258,0.0,25.067,0.0,0.22679,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-02-17,2,1.7714219741618058,0.0,23.83,0.0,0.23594,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-02-18,0,-0.15028579594422792,0.0,23.092,0.0,0.30729,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-02-19,0,0.08143694857366848,0.0,22.898,0.0,0.29228,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-02-20,0,-0.13242497539041503,0.0,21.648,0.0,0.2884,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-02-21,0,-0.2531976988422576,0.0,21.569,0.0,0.29609,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-02-22,0,0.06306798302146757,0.0,21.152,0.0,0.27521,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-02-23,0,0.933116984815812,0.0,20.08,0.0,0.22399,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-02-24,0,0.38094952009562133,0.0,19.42,0.0,0.23287,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-02-25,0,-0.06128139379938673,0.0,17.686,0.0,0.22555,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-02-26,0,0.3289040690937523,0.0,18.86,0.0,0.22514,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-02-27,0,-0.8148606021550668,0.0,19.121,0.0,0.27529,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-02-28,0,-0.6841407666405588,0.0,17.649,0.0,0.24682,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-03-01,-1,-1.1391348695401347,5167.671937353006,18.701,-346072.0963310244,0.27925,200000,193281.26580087713,-6718.734199122875,0.9664063290043856
2021-03-02,-2,-1.6716149332732395,0.0,18.851,0.0,0.31185,200000,203788.0653506656,3788.0653506655945,1.018940326753328
2021-03-03,-2,-1.6136165331451813,0.0,21.431,0.0,0.36388,200000,203788.0653506656,3788.0653506655945,1.018940326753328
2021-03-04,-2,-1.4698049721333704,0.0,18.855,0.0,0.32349,200000,203788.0653506656,3788.0653506655945,1.018940326753328
2021-03-05,-2,-1.8048637056378862,0.0,18.671,0.0,0.3737,200000,203788.0653506656,3788.0653506655945,1.018940326753328
2021-03-06,-2,-1.619911232594756,0.0,18.91,0.0,0.3831,200000,203788.0653506656,3788.0653506655945,1.018940326753328
2021-03-07,-2,-1.2966762146463142,0.0,19.458,0.0,0.37246,200000,203788.0653506656,3788.0653506655945,1.018940326753328
