date,statusList,zscore,XRPUSDT_position,XRPUSDT_price,FETUSDT_position,FETUSDT_price,init,total_asset,pnl,return
2020-03-30,0,0.019606428751533914,0.0,0.17112,0.0,0.01381,200000,177926.3889833481,-22073.611016651907,0.8896319449167405
2020-03-31,0,-0.34502066195948405,0.0,0.17353,0.0,0.01404,200000,177926.3889833481,-22073.611016651907,0.8896319449167405
2020-04-01,0,-0.2749620976674323,0.0,0.17494,0.0,0.01411,200000,177926.3889833481,-22073.611016651907,0.8896319449167405
2020-04-02,0,-0.350569346965717,0.0,0.17828,0.0,0.01446,200000,177926.3889833481,-22073.611016651907,0.8896319449167405
2020-04-03,0,-0.199282164212612,0.0,0.17957,0.0,0.01447,200000,177926.3889833481,-22073.611016651907,0.8896319449167405
2020-04-04,0,-0.34521475322871026,0.0,0.18114,0.0,0.01478,200000,177926.3889833481,-22073.611016651907,0.8896319449167405
2020-04-05,0,0.1099851734335272,0.0,0.17925,0.0,0.01437,200000,177926.3889833481,-22073.611016651907,0.8896319449167405
2020-04-06,0,0.4348588838837166,0.0,0.19803,0.0,0.01573,200000,177926.3889833481,-22073.611016651907,0.8896319449167405
2020-04-07,0,0.05678274556013544,0.0,0.19285,0.0,0.01564,200000,177926.3889833481,-22073.611016651907,0.8896319449167405
2020-04-08,0,0.651732076542725,0.0,0.20192,0.0,0.01609,200000,177926.3889833481,-22073.611016651907,0.8896319449167405
2020-04-09,0,-0.9726189217101128,0.0,0.19829,0.0,0.0167,200000,177926.3889833481,-22073.611016651907,0.8896319449167405
2020-04-10,0,0.7342064427268126,0.0,0.18758,0.0,0.01487,200000,177926.3889833481,-22073.611016651907,0.8896319449167405
2020-04-11,0,0.7498298171508755,0.0,0.1885,0.0,0.01492,200000,177926.3889833481,-22073.611016651907,0.8896319449167405
2020-04-12,0,0.5501203770096625,0.0,0.18939,0.0,0.01505,200000,177926.3889833481,-22073.611016651907,0.8896319449167405
2020-04-13,0,0.47584803360924705,0.0,0.18763,0.0,0.01491,200000,177926.3889833481,-22073.611016651907,0.8896319449167405
2020-04-14,0,-0.24113286317315782,0.0,0.18613,0.0,0.015,200000,177926.3889833481,-22073.611016651907,0.8896319449167405
2020-04-15,1,1.1769690420493946,-492870.88361038256,0.1805,6304974.80451269,0.01411,200000,177926.3889833481,-22073.611016651907,0.8896319449167405
2020-04-16,1,1.0155641202131411,-492870.88361038256,0.19053,6304974.80451269,0.01491,200000,187913.8637895704,-12086.136210429599,0.939569318947852
2020-04-17,1,0.26065291642447097,-492870.88361038256,0.18863,6304974.80451269,0.01502,200000,187670.95633920707,-12329.04366079293,0.9383547816960354
2020-04-18,1,0.8701620497562366,-492870.88361038256,0.19544,6304974.80451269,0.01544,200000,193675.4964744891,-6324.503525510896,0.9683774823724455
2020-04-19,0,-1.4320213025828892,0.0,0.18901,0.0,0.01555,200000,173041.5564843742,-26958.44351562581,0.8652077824218709
2020-04-20,0,0.6503089452881489,0.0,0.18151,0.0,0.01438,200000,173041.5564843742,-26958.44351562581,0.8652077824218709
2020-04-21,1,1.0297222388583978,-471734.246999548,0.18341,6004217.782247543,0.01441,200000,173041.5564843742,-26958.44351562581,0.8652077824218709
2020-04-22,1,0.5252205419054138,-471734.246999548,0.18804,6004217.782247543,0.01489,200000,178107.71058346092,-21892.289416539075,0.8905385529173047
2020-04-23,0,0.09522958621237529,0.0,0.1926,0.0,0.01536,200000,171672.78732116485,-28327.212678835145,0.8583639366058242
2020-04-24,-2,-3.232660480836949,0.0,0.19325,0.0,0.01693,200000,171672.78732116485,-28327.212678835145,0.8583639366058242
2020-04-25,-2,-3.795728757756127,0.0,0.19418,0.0,0.02032,200000,171672.78732116485,-28327.212678835145,0.8583639366058242
2020-04-26,-2,-2.096568940813042,0.0,0.19618,0.0,0.01874,200000,171672.78732116485,-28327.212678835145,0.8583639366058242
2020-04-27,-2,-2.3315709382776415,0.0,0.19747,0.0,0.02023,200000,171672.78732116485,-28327.212678835145,0.8583639366058242
2020-04-28,-2,-1.4766868732466853,0.0,0.21416,0.0,0.02055,200000,171672.78732116485,-28327.212678835145,0.8583639366058242
2020-04-29,-1,-1.0246666851221373,379002.0914013707,0.22648,-4099159.2006008797,0.02094,200000,171672.78732116485,-28327.212678835145,0.8583639366058242
2020-04-30,-1,-1.1159911469506898,379002.0914013707,0.21135,-4099159.2006008797,0.01997,200000,161962.30125367927,-38037.69874632073,0.8098115062683964
2020-05-01,-1,-0.9870897956783777,379002.0914013707,0.21786,-4099159.2006008797,0.02053,200000,166725.13402103868,-33274.865978961316,0.8336256701051934
2020-05-02,-1,-0.5590923140145774,379002.0914013707,0.22369,-4099159.2006008797,0.02029,200000,167950.91800576446,-32049.081994235545,0.8397545900288222
2020-05-03,-1,-0.5664253313584058,379002.0914013707,0.21936,-4099159.2006008797,0.02005,200000,165326.0407418523,-34673.95925814769,0.8266302037092615
2020-05-04,0,-0.006662643799573163,0.0,0.21776,0.0,0.0189,200000,166615.40078895903,-33384.59921104097,0.8330770039447951
2020-05-05,0,-0.3501960816901996,0.0,0.21688,0.0,0.01959,200000,166615.40078895903,-33384.59921104097,0.8330770039447951
2020-05-06,0,0.048456159000769355,0.0,0.21158,0.0,0.01852,200000,166615.40078895903,-33384.59921104097,0.8330770039447951
2020-05-07,0,0.7589387958231169,0.0,0.21862,0.0,0.01806,200000,166615.40078895903,-33384.59921104097,0.8330770039447951
2020-05-08,0,0.29254657609578266,0.0,0.21865,0.0,0.01889,200000,166615.40078895903,-33384.59921104097,0.8330770039447951
2020-05-09,0,0.2715687311427599,0.0,0.21642,0.0,0.01879,200000,166615.40078895903,-33384.59921104097,0.8330770039447951
2020-05-10,0,-0.056358990964669016,0.0,0.19702,0.0,0.01768,200000,166615.40078895903,-33384.59921104097,0.8330770039447951
2020-05-11,0,0.28095392017462417,0.0,0.19254,0.0,0.01697,200000,166615.40078895903,-33384.59921104097,0.8330770039447951
2020-05-12,0,-0.002310155893791737,0.0,0.19711,0.0,0.01785,200000,166615.40078895903,-33384.59921104097,0.8330770039447951
2020-05-13,0,-0.11859594204024115,0.0,0.20177,0.0,0.01853,200000,166615.40078895903,-33384.59921104097,0.8330770039447951
2020-05-14,0,-0.6987488465945758,0.0,0.20386,0.0,0.01944,200000,166615.40078895903,-33384.59921104097,0.8330770039447951
2020-05-15,-2,-1.4102183130601835,0.0,0.19818,0.0,0.0195,200000,166615.40078895903,-33384.59921104097,0.8330770039447951
2020-05-16,-2,-2.4435116251673974,0.0,0.19969,0.0,0.02156,200000,166615.40078895903,-33384.59921104097,0.8330770039447951
2020-05-17,-2,-1.6672177002458213,0.0,0.20131,0.0,0.02058,200000,166615.40078895903,-33384.59921104097,0.8330770039447951
2020-05-18,-1,-1.064279833729837,405528.40575611894,0.20543,-4118027.7011606283,0.02023,200000,166615.40078895903,-33384.59921104097,0.8330770039447951
2020-05-19,-1,-1.1868771894236063,405528.40575611894,0.20496,-4118027.7011606283,0.0205,200000,167536.66991756702,-32463.330082432978,0.8376833495878351
2020-05-20,-1,-0.781961670440363,405528.40575611894,0.20179,-4118027.7011606283,0.01967,200000,162833.1818793568,-37166.818120643205,0.8141659093967839
2020-05-21,-1,-0.8865843918294957,405528.40575611894,0.19434,-4118027.7011606283,0.01915,200000,157670.62085187022,-42329.37914812978,0.7883531042593511
2020-05-22,-1,-1.172788889181463,405528.40575611894,0.20034,-4118027.7011606283,0.02034,200000,165004.24425078806,-34995.75574921194,0.8250212212539403
2020-05-23,-1,-0.9784460774630951,405528.40575611894,0.19883,-4118027.7011606283,0.02003,200000,163115.30777073652,-36884.692229263484,0.8155765388536826
2020-05-24,-2,-1.224315510858801,0.0,0.19256,0.0,0.01999,200000,170846.22472276172,-29153.77527723828,0.8542311236138086
2020-05-25,-2,-2.018721955330772,0.0,0.19622,0.0,0.02256,200000,170846.22472276172,-29153.77527723828,0.8542311236138086
2020-05-26,-2,-2.2022514810415914,0.0,0.19372,0.0,0.02386,200000,170846.22472276172,-29153.77527723828,0.8542311236138086
2020-05-27,-2,-1.5585345814824596,0.0,0.19791,0.0,0.02294,200000,170846.22472276172,-29153.77527723828,0.8542311236138086
2020-05-28,-1,-1.007548398554955,426007.9411598886,0.20052,-3863550.988755353,0.02211,200000,170846.22472276172,-29153.77527723828,0.8542311236138086
2020-05-29,-2,-1.291733359844187,0.0,0.19759,0.0,0.02271,200000,174412.55858361343,-25587.441416386573,0.8720627929180671
2020-05-30,0,-0.6241225152933656,0.0,0.20701,0.0,0.02242,200000,174412.55858361343,-25587.441416386573,0.8720627929180671
2020-05-31,0,-0.7485855373375662,0.0,0.20245,0.0,0.02233,200000,174412.55858361343,-25587.441416386573,0.8720627929180671
2020-06-01,0,-0.8911337020292048,0.0,0.211,0.0,0.02372,200000,174412.55858361343,-25587.441416386573,0.8720627929180671
2020-06-02,0,-0.9292860659213587,0.0,0.20301,0.0,0.02303,200000,174412.55858361343,-25587.441416386573,0.8720627929180671
2020-06-03,-2,-1.6766769256389,0.0,0.2041,0.0,0.02496,200000,174412.55858361343,-25587.441416386573,0.8720627929180671
2020-06-04,-2,-1.30996944000577,0.0,0.20427,0.0,0.02452,200000,174412.55858361343,-25587.441416386573,0.8720627929180671
2020-06-05,-2,-1.3816577049203431,0.0,0.20274,0.0,0.02481,200000,174412.55858361343,-25587.441416386573,0.8720627929180671
2020-06-06,-2,-2.1438472428043838,0.0,0.20361,0.0,0.02799,200000,174412.55858361343,-25587.441416386573,0.8720627929180671
2020-06-07,-2,-1.7631299342073323,0.0,0.20329,0.0,0.02752,200000,174412.55858361343,-25587.441416386573,0.8720627929180671
2020-06-08,-2,-1.4322132057000114,0.0,0.20403,0.0,0.02709,200000,174412.55858361343,-25587.441416386573,0.8720627929180671
2020-06-09,-2,-1.5320291588741208,0.0,0.20127,0.0,0.02752,200000,174412.55858361343,-25587.441416386573,0.8720627929180671
2020-06-10,-2,-1.7796678342816687,0.0,0.20266,0.0,0.02926,200000,174412.55858361343,-25587.441416386573,0.8720627929180671
2020-06-11,-2,-1.3624541129872938,0.0,0.18817,0.0,0.02621,200000,174412.55858361343,-25587.441416386573,0.8720627929180671
2020-06-12,-2,-1.448919383941928,0.0,0.19307,0.0,0.02755,200000,174412.55858361343,-25587.441416386573,0.8720627929180671
2020-06-13,-2,-1.849292961792639,0.0,0.19234,0.0,0.02961,200000,174412.55858361343,-25587.441416386573,0.8720627929180671
2020-06-14,-2,-1.5681012397135317,0.0,0.19022,0.0,0.02905,200000,174412.55858361343,-25587.441416386573,0.8720627929180671
2020-06-15,-2,-1.2304824246472037,0.0,0.19238,0.0,0.02858,200000,174412.55858361343,-25587.441416386573,0.8720627929180671
2020-06-16,-2,-1.839571082311158,0.0,0.19238,0.0,0.03274,200000,174412.55858361343,-25587.441416386573,0.8720627929180671
2020-06-17,-2,-1.3489011742389525,0.0,0.19315,0.0,0.03102,200000,174412.55858361343,-25587.441416386573,0.8720627929180671
2020-06-18,-2,-1.2139022945775801,0.0,0.18975,0.0,0.03046,200000,174412.55858361343,-25587.441416386573,0.8720627929180671
2020-06-19,-2,-1.3296589288521565,0.0,0.18722,0.0,0.0312,200000,174412.55858361343,-25587.441416386573,0.8720627929180671
2020-06-20,-1,-1.174591823585953,464060.66034379904,0.18792,-2815830.7811368005,0.03097,200000,174412.55858361343,-25587.441416386573,0.8720627929180671
2020-06-21,-2,-1.2010676956323474,0.0,0.18602,0.0,0.03117,200000,175857.43999449402,-24142.560005505977,0.8792871999724701
2020-06-22,-1,-1.0504762651990502,464543.11072087387,0.18928,-2811020.460270045,0.03128,200000,175857.43999449402,-24142.560005505977,0.8792871999724701
2020-06-23,-1,-0.6736373029204499,464543.11072087387,0.18889,-2811020.460270045,0.03004,200000,172190.602810578,-27809.397189421987,0.86095301405289
2020-06-24,-1,-0.514514227230735,464543.11072087387,0.18348,-2811020.460270045,0.02888,200000,166416.64084766485,-33583.35915233515,0.8320832042383243
2020-06-25,-1,-0.22364748861892553,464543.11072087387,0.18156,-2811020.460270045,0.02803,200000,163135.35068385123,-36864.649316148774,0.8156767534192562
2020-06-26,0,0.17595481118574507,0.0,0.18249,0.0,0.02742,200000,168161.14873964636,-31838.851260353636,0.8408057436982318
2020-06-27,0,0.31708896590087365,0.0,0.17509,0.0,0.02621,200000,168161.14873964636,-31838.851260353636,0.8408057436982318
2020-06-28,0,0.3897067806005069,0.0,0.17693,0.0,0.02662,200000,168161.14873964636,-31838.851260353636,0.8408057436982318
2020-06-29,0,0.1820866504927716,0.0,0.17726,0.0,0.02722,200000,168161.14873964636,-31838.851260353636,0.8408057436982318
2020-06-30,0,-0.26324735851058056,0.0,0.17533,0.0,0.02772,200000,168161.14873964636,-31838.851260353636,0.8408057436982318
2020-07-01,0,-0.14858930704238338,0.0,0.17647,0.0,0.02788,200000,168161.14873964636,-31838.851260353636,0.8408057436982318
2020-07-02,-1,-1.0924871987082088,481092.7182572706,0.17477,-2904337.6293548597,0.02895,200000,168161.14873964636,-31838.851260353636,0.8408057436982318
2020-07-03,-2,-1.8793579877790096,0.0,0.1762,0.0,0.03069,200000,172526.73362761593,-27473.266372384067,0.8626336681380797
2020-07-04,0,-0.8945768992908759,0.0,0.17808,0.0,0.02968,200000,172526.73362761593,-27473.266372384067,0.8626336681380797
2020-07-05,0,0.3067157664296588,0.0,0.17695,0.0,0.02799,200000,172526.73362761593,-27473.266372384067,0.8626336681380797
2020-07-06,0,-0.7093963424182715,0.0,0.18875,0.0,0.03112,200000,172526.73362761593,-27473.266372384067,0.8626336681380797
2020-07-07,-2,-1.6607678780960131,0.0,0.18508,0.0,0.03214,200000,172526.73362761593,-27473.266372384067,0.8626336681380797
2020-07-08,-2,-1.8169778596181883,0.0,0.20551,0.0,0.0365,200000,172526.73362761593,-27473.266372384067,0.8626336681380797
2020-07-09,-2,-1.3957643608422978,0.0,0.20263,0.0,0.03538,200000,172526.73362761593,-27473.266372384067,0.8626336681380797
2020-07-10,-2,-1.3985597964623537,0.0,0.19909,0.0,0.03504,200000,172526.73362761593,-27473.266372384067,0.8626336681380797
2020-07-11,-2,-2.1999222668126936,0.0,0.2011,0.0,0.0383,200000,172526.73362761593,-27473.266372384067,0.8626336681380797
2020-07-12,-2,-2.7053762853138505,0.0,0.20128,0.0,0.04318,200000,172526.73362761593,-27473.266372384067,0.8626336681380797
2020-07-13,-2,-2.6424892092530334,0.0,0.19867,0.0,0.04705,200000,172526.73362761593,-27473.266372384067,0.8626336681380797
2020-07-14,-2,-2.0488563291671054,0.0,0.19909,0.0,0.04591,200000,172526.73362761593,-27473.266372384067,0.8626336681380797
2020-07-15,-2,-2.039059530482106,0.0,0.19721,0.0,0.04875,200000,172526.73362761593,-27473.266372384067,0.8626336681380797
2020-07-16,-2,-2.035282367958227,0.0,0.19444,0.0,0.05205,200000,172526.73362761593,-27473.266372384067,0.8626336681380797
2020-07-17,-2,-1.7043870019437468,0.0,0.1944,0.0,0.05088,200000,172526.73362761593,-27473.266372384067,0.8626336681380797
2020-07-18,-2,-1.6482707190707853,0.0,0.1999,0.0,0.05448,200000,172526.73362761593,-27473.266372384067,0.8626336681380797
2020-07-19,-2,-1.4655232431033192,0.0,0.19956,0.0,0.05423,200000,172526.73362761593,-27473.266372384067,0.8626336681380797
2020-07-20,-2,-1.4671681343499925,0.0,0.19465,0.0,0.0556,200000,172526.73362761593,-27473.266372384067,0.8626336681380797
2020-07-21,-2,-1.299173203089739,0.0,0.19949,0.0,0.05648,200000,172526.73362761593,-27473.266372384067,0.8626336681380797
2020-07-22,-1,-1.0215792009261802,423940.2733133869,0.20348,-1572427.3936166235,0.05486,200000,172526.73362761593,-27473.266372384067,0.8626336681380797
2020-07-23,-1,-0.728570483390319,423940.2733133869,0.20851,-1572427.3936166235,0.0531,200000,171891.68098961702,-28108.319010382984,0.8594584049480851
2020-07-24,-1,-0.4580983418573172,423940.2733133869,0.20392,-1572427.3936166235,0.04941,200000,164143.5380526632,-35856.46194733679,0.820717690263316
2020-07-25,-1,-0.2269060518782776,423940.2733133869,0.21463,-1572427.3936166235,0.05028,200000,170051.95021229604,-29948.04978770396,0.8502597510614802
2020-07-26,-1,-0.3734968576027159,423940.2733133869,0.21532,-1572427.3936166235,0.05289,200000,174448.50449822168,-25551.49550177832,0.8722425224911083
2020-07-27,-1,-0.8832253337805124,423940.2733133869,0.22437,-1572427.3936166235,0.06221,200000,192940.18728021477,-7059.81271978523,0.9647009364010739
2020-07-28,-2,-1.3749367243623487,0.0,0.23029,0.0,0.07266,200000,189150.10250645992,-10849.897493540077,0.9457505125322996
2020-07-29,0,-0.8081878857934334,0.0,0.24327,0.0,0.06878,200000,189150.10250645992,-10849.897493540077,0.9457505125322996
2020-07-30,-2,-1.4239945193832624,0.0,0.24408,0.0,0.07629,200000,189150.10250645992,-10849.897493540077,0.9457505125322996
2020-07-31,0,-0.8459430979918526,0.0,0.25939,0.0,0.07437,200000,189150.10250645992,-10849.897493540077,0.9457505125322996
2020-08-01,0,0.3146929704361711,0.0,0.29089,0.0,0.07495,200000,189150.10250645992,-10849.897493540077,0.9457505125322996
2020-08-02,0,0.7923310447614369,0.0,0.28803,0.0,0.07163,200000,189150.10250645992,-10849.897493540077,0.9457505125322996
2020-08-03,2,1.7499006424620178,0.0,0.31016,0.0,0.07168,200000,189150.10250645992,-10849.897493540077,0.9457505125322996
2020-08-04,0,0.47027943755254337,0.0,0.30138,0.0,0.07713,200000,189150.10250645992,-10849.897493540077,0.9457505125322996
2020-08-05,0,-0.9115515654181214,0.0,0.30228,0.0,0.08762,200000,189150.10250645992,-10849.897493540077,0.9457505125322996
