date,statusList,zscore,LTCUSDT_position,LTCUSDT_price,LINKUSDT_position,LINKUSDT_price,init,total_asset,pnl,return
2020-07-29,2,1.7896632428484425,0.0,55.16,0.0,7.0876,200000,172371.01125009498,-27628.988749905024,0.8618550562504749
2020-07-30,2,1.5723673527462265,0.0,56.75,0.0,7.4093,200000,172371.01125009498,-27628.988749905024,0.8618550562504749
2020-07-31,2,1.3313032771098603,0.0,58.13,0.0,7.8033,200000,172371.01125009498,-27628.988749905024,0.8618550562504749
2020-08-01,1,1.1694390095631313,-1397.9806265214515,61.65,10352.862005699535,8.3248,200000,172371.01125009498,-27628.988749905024,0.8618550562504749
2020-08-02,1,0.5704375351966301,-1397.9806265214515,56.77,10352.862005699535,8.2814,200000,165099.55158162295,-34900.448418377055,0.8254977579081147
2020-08-03,0,-0.011430095028922643,0.0,58.48,0.0,9.2502,200000,158358.87416394762,-41641.12583605238,0.7917943708197381
2020-08-04,0,-0.5765037300374332,0.0,57.61,0.0,9.8687,200000,158358.87416394762,-41641.12583605238,0.7917943708197381
2020-08-05,0,-0.28487141695027013,0.0,58.88,0.0,9.5253,200000,158358.87416394762,-41641.12583605238,0.7917943708197381
2020-08-06,0,-0.8370784599566921,0.0,59.03,0.0,10.2343,200000,158358.87416394762,-41641.12583605238,0.7917943708197381
2020-08-07,-1,-1.0291673296786767,1384.9822823504253,57.17,-7817.411792545249,10.1286,200000,158358.87416394762,-41641.12583605238,0.7917943708197381
2020-08-08,-2,-2.1039229893376117,0.0,58.46,0.0,12.7093,200000,176746.64163273713,-23253.358367262874,0.8837332081636856
2020-08-09,-2,-2.21069206874096,0.0,56.96,0.0,13.8104,200000,176746.64163273713,-23253.358367262874,0.8837332081636856
2020-08-10,-2,-1.7632214955697048,0.0,58.27,0.0,13.4722,200000,176746.64163273713,-23253.358367262874,0.8837332081636856
2020-08-11,-2,-1.6799595386347475,0.0,54.1,0.0,12.9971,200000,176746.64163273713,-23253.358367262874,0.8837332081636856
2020-08-12,-2,-2.0210915727912417,0.0,54.52,0.0,16.4635,200000,176746.64163273713,-23253.358367262874,0.8837332081636856
2020-08-13,-2,-1.7469515407409923,0.0,57.14,0.0,17.1883,200000,176746.64163273713,-23253.358367262874,0.8837332081636856
2020-08-14,-2,-1.524390369943664,0.0,56.78,0.0,16.9574,200000,176746.64163273713,-23253.358367262874,0.8837332081636856
2020-08-15,-2,-1.4771137485814747,0.0,59.85,0.0,19.2285,200000,176746.64163273713,-23253.358367262874,0.8837332081636856
2020-08-16,-1,-1.1831068132543638,1383.6436639481535,63.87,-4699.1838188868805,18.8061,200000,176746.64163273713,-23253.358367262874,0.8837332081636856
2020-08-17,-1,-0.7498336726189371,1383.6436639481535,67.22,-4699.1838188868805,16.8196,200000,172046.91925074466,-27953.080749255343,0.8602345962537232
2020-08-18,-1,-0.6479343402104283,1383.6436639481535,65.4,-4699.1838188868805,16.1927,200000,166582.76944629883,-33417.23055370117,0.8329138472314941
2020-08-19,-1,-0.7032143206706383,1383.6436639481535,62.12,-4699.1838188868805,16.1863,200000,162014.343452108,-37985.656547891995,0.8100717172605401
2020-08-20,-1,-0.5779416651300706,1383.6436639481535,62.8,-4699.1838188868805,16.0483,200000,162306.73377658636,-37693.26622341364,0.8115336688829318
2020-08-21,-1,-0.20750186198041984,1383.6436639481535,59.2,-4699.1838188868805,13.8325,200000,146913.16508048345,-53086.83491951655,0.7345658254024172
2020-08-22,-1,-0.5459590442396209,1383.6436639481535,60.21,-4699.1838188868805,15.8078,200000,157592.94297851837,-42407.057021481625,0.7879647148925919
2020-08-23,-1,-0.2755828057299034,1383.6436639481535,60.55,-4699.1838188868805,15.1428,200000,154938.42458470096,-45061.57541529904,0.7746921229235048
2020-08-24,0,-0.08089035367351981,0.0,62.02,0.0,15.1419,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-08-25,0,0.10463605906484717,0.0,58.34,0.0,14.1164,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-08-26,0,-0.25361814566876956,0.0,58.1,0.0,15.2,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-08-27,0,-0.03029123560718973,0.0,56.1,0.0,14.5234,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-08-28,0,-0.11192112039362527,0.0,57.38,0.0,15.1207,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-08-29,0,-0.9019738602140609,0.0,56.97,0.0,16.3612,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-08-30,0,0.11888309414889808,0.0,62.89,0.0,16.4788,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-08-31,0,0.45476041229497755,0.0,60.92,0.0,15.5772,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-09-01,0,0.3791653370697537,0.0,62.69,0.0,16.0333,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-09-02,0,0.34766519686388914,0.0,58.06,0.0,14.7982,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-09-03,0,0.4579629649491118,0.0,47.28,0.0,11.8895,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-09-04,0,0.813362226668534,0.0,50.32,0.0,12.3708,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-09-05,2,2.648794295259318,0.0,47.83,0.0,10.6017,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-09-06,0,-0.9533240509888695,0.0,47.92,0.0,12.8044,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-09-07,0,-0.11099876141703385,0.0,48.84,0.0,12.47,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-09-08,0,0.42806880330407576,0.0,47.47,0.0,11.746,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-09-09,0,-0.35016802032497846,0.0,47.82,0.0,12.3444,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-09-10,0,-0.17259005065341804,0.0,48.67,0.0,12.4957,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-09-11,0,-9.962448893492012e-05,0.0,48.96,0.0,12.4406,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-09-12,0,0.2995864391301014,0.0,50.8,0.0,12.7187,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-09-13,0,0.3116579553870723,0.0,48.15,0.0,12.067,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-09-14,0,0.6242435214700182,0.0,49.08,0.0,12.1374,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-09-15,2,2.136638101025495,0.0,48.31,0.0,10.9314,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-09-16,2,1.9153775498842311,0.0,47.76,0.0,10.7367,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-09-17,2,1.6257328213468638,0.0,48.85,0.0,11.0139,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-09-18,2,2.571744136754886,0.0,48.54,0.0,10.094,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-09-19,2,2.0939203348731255,0.0,48.52,0.0,10.1209,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-09-20,2,1.8909484229956766,0.0,47.09,0.0,9.7357,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-09-21,2,1.8923919896116774,0.0,43.16,0.0,8.7114,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-09-22,2,1.9024867135278027,0.0,44.47,0.0,8.7401,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-09-23,2,2.468267240238419,0.0,42.96,0.0,7.6364,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-09-24,0,0.30888614389585284,0.0,44.92,0.0,9.87,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-09-25,0,-0.1873332979479346,0.0,46.02,0.0,10.7279,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-09-26,0,0.08608907430438517,0.0,46.03,0.0,10.3169,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-09-27,0,-0.36603520088828073,0.0,46.05,0.0,10.7939,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-09-28,0,-0.1241905723318524,0.0,45.23,0.0,10.283,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-09-29,0,0.04770761924994113,0.0,45.69,0.0,10.135,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-09-30,0,0.37993786963547194,0.0,46.24,0.0,9.8694,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-10-01,0,0.575017325987157,0.0,46.25,0.0,9.6394,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-10-02,0,0.6771696332083443,0.0,44.88,0.0,9.2167,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-10-03,0,0.7090282666944522,0.0,45.51,0.0,9.269,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-10-04,0,0.8087387992469649,0.0,46.69,0.0,9.3922,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-10-05,0,0.2870503382502409,0.0,46.34,0.0,9.6176,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-10-06,2,1.4320158683966613,0.0,45.99,0.0,8.7689,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-10-07,1,1.1281710757636294,-1741.0057256914704,46.55,9025.024391244662,8.9799,200000,162087.63306187588,-37912.36693812412,0.8104381653093794
2020-10-08,1,0.3805917926377401,-1741.0057256914704,47.21,9025.024391244662,9.5594,200000,168466.69847555854,-31533.301524441456,0.8423334923777928
2020-10-09,0,-0.5955579558610309,0.0,47.78,0.0,10.3959,200000,151449.635566474,-48550.364433526,0.75724817783237
2020-10-10,0,-0.41839937437428143,0.0,48.88,0.0,10.5198,200000,151449.635566474,-48550.364433526,0.75724817783237
2020-10-11,0,-0.35961652951932016,0.0,50.48,0.0,10.8515,200000,151449.635566474,-48550.364433526,0.75724817783237
2020-10-12,0,-0.9196802921042123,0.0,50.58,0.0,11.4259,200000,151449.635566474,-48550.364433526,0.75724817783237
2020-10-13,0,-0.5556152729773254,0.0,49.89,0.0,11.0016,200000,151449.635566474,-48550.364433526,0.75724817783237
2020-10-14,0,-0.42397132220203165,0.0,49.79,0.0,10.8896,200000,151449.635566474,-48550.364433526,0.75724817783237
2020-10-15,0,-0.3722015137277341,0.0,49.53,0.0,10.7483,200000,151449.635566474,-48550.364433526,0.75724817783237
2020-10-16,0,-0.8180480101944476,0.0,47.6,0.0,10.5877,200000,151449.635566474,-48550.364433526,0.75724817783237
2020-10-17,-2,-1.2109156077986551,0.0,46.93,0.0,10.6267,200000,151449.635566474,-48550.364433526,0.75724817783237
2020-10-18,-2,-1.4663098830209254,0.0,47.54,0.0,10.9409,200000,151449.635566474,-48550.364433526,0.75724817783237
2020-10-19,-2,-1.2082307184514456,0.0,47.99,0.0,10.9147,200000,151449.635566474,-48550.364433526,0.75724817783237
2020-10-20,0,0.18044103787500057,0.0,46.88,0.0,9.8589,200000,151449.635566474,-48550.364433526,0.75724817783237
2020-10-21,0,0.7612112191926521,0.0,52.98,0.0,10.7863,200000,151449.635566474,-48550.364433526,0.75724817783237
2020-10-22,0,-0.5866976245172296,0.0,54.35,0.0,11.9539,200000,151449.635566474,-48550.364433526,0.75724817783237
2020-10-23,0,-0.48040214435234185,0.0,55.42,0.0,12.1586,200000,151449.635566474,-48550.364433526,0.75724817783237
2020-10-24,0,-0.007350599800891064,0.0,59.23,0.0,12.7001,200000,151449.635566474,-48550.364433526,0.75724817783237
2020-10-25,0,0.7147105191015296,0.0,58.84,0.0,12.1481,200000,151449.635566474,-48550.364433526,0.75724817783237
2020-10-26,0,0.9676031203413761,0.0,56.82,0.0,11.7096,200000,151449.635566474,-48550.364433526,0.75724817783237
2020-10-27,2,1.2679863190350138,0.0,57.91,0.0,11.9224,200000,151449.635566474,-48550.364433526,0.75724817783237
2020-10-28,2,1.4268671350743483,0.0,55.77,0.0,11.4403,200000,151449.635566474,-48550.364433526,0.75724817783237
2020-10-29,2,1.2401084418995367,0.0,54.87,0.0,11.2772,200000,151449.635566474,-48550.364433526,0.75724817783237
2020-10-30,1,1.15808268747886,-1402.051801207869,54.01,6828.207194160234,11.09,200000,151449.635566474,-48550.364433526,0.75724817783237
2020-10-31,2,1.4707414996734154,0.0,55.72,0.0,11.2277,200000,152906.90001590358,-47093.09998409642,0.7645345000795178
2020-11-01,0,0.6065850264214186,0.0,55.6,0.0,11.5722,200000,152906.90001590358,-47093.09998409642,0.7645345000795178
2020-11-02,2,1.3885611133548128,0.0,53.8,0.0,10.7814,200000,152906.90001590358,-47093.09998409642,0.7645345000795178
2020-11-03,2,2.000860224937905,0.0,53.96,0.0,10.3911,200000,152906.90001590358,-47093.09998409642,0.7645345000795178
2020-11-04,2,1.8158191278603326,0.0,54.67,0.0,10.4713,200000,152906.90001590358,-47093.09998409642,0.7645345000795178
2020-11-05,2,2.035363741385413,0.0,58.95,0.0,10.9794,200000,152906.90001590358,-47093.09998409642,0.7645345000795178
2020-11-06,2,1.2689071715281255,0.0,63.2,0.0,12.1687,200000,152906.90001590358,-47093.09998409642,0.7645345000795178
2020-11-07,0,0.49750150802557974,0.0,58.9,0.0,11.7638,200000,152906.90001590358,-47093.09998409642,0.7645345000795178
2020-11-08,0,-0.4972390322913281,0.0,61.02,0.0,12.71,200000,152906.90001590358,-47093.09998409642,0.7645345000795178
2020-11-09,0,-0.8013548864733973,0.0,59.23,0.0,12.5107,200000,152906.90001590358,-47093.09998409642,0.7645345000795178
2020-11-10,-2,-1.8067469956729107,0.0,57.93,0.0,13.0017,200000,152906.90001590358,-47093.09998409642,0.7645345000795178
2020-11-11,-1,-1.0460471589839424,1289.9181712156535,59.27,-5994.9384464794,12.753,200000,152906.90001590358,-47093.09998409642,0.7645345000795178
2020-11-12,0,-0.045403960809768856,0.0,60.72,0.0,12.4038,200000,148943.08616213026,-51056.91383786974,0.7447154308106513
2020-11-13,0,0.9219142766326143,0.0,65.96,0.0,12.8687,200000,148943.08616213026,-51056.91383786974,0.7447154308106513
2020-11-14,0,0.6688121661701425,0.0,63.85,0.0,12.5574,200000,148943.08616213026,-51056.91383786974,0.7447154308106513
2020-11-15,0,0.8409414799750156,0.0,62.28,0.0,12.1192,200000,148943.08616213026,-51056.91383786974,0.7447154308106513
2020-11-16,2,2.864547108447678,0.0,73.84,0.0,12.6223,200000,148943.08616213026,-51056.91383786974,0.7447154308106513
2020-11-17,2,1.96895548391462,0.0,76.32,0.0,13.3944,200000,148943.08616213026,-51056.91383786974,0.7447154308106513
2020-11-18,1,1.0098107265054275,-1014.3222974811376,73.42,5492.082706313156,13.5598,200000,148943.08616213026,-51056.91383786974,0.7447154308106513
2020-11-19,2,2.1933350759033825,0.0,81.53,0.0,13.6187,200000,156845.75632330042,-43154.24367669958,0.7842287816165021
2020-11-20,2,1.6212155992728332,0.0,82.53,0.0,14.0933,200000,156845.75632330042,-43154.24367669958,0.7842287816165021
2020-11-21,1,1.0015826219532606,-899.964174450886,87.14,5075.5530778812,15.4511,200000,156845.75632330042,-43154.24367669958,0.7842287816165021
2020-11-22,1,1.059375207150717,-899.964174450886,82.87,5075.5530778812,14.5098,200000,148225.29118618555,-51774.708813814446,0.7411264559309277
2020-11-23,2,1.2052607021327184,0.0,89.03,0.0,15.2746,200000,159442.52373125864,-40557.47626874136,0.7972126186562932
2020-11-24,0,0.8421966781939239,0.0,89.25,0.0,15.6703,200000,159442.52373125864,-40557.47626874136,0.7972126186562932
2020-11-25,0,0.9109566246293893,0.0,81.75,0.0,14.2016,200000,159442.52373125864,-40557.47626874136,0.7972126186562932
2020-11-26,0,0.5997087346761674,0.0,71.0,0.0,12.603,200000,159442.52373125864,-40557.47626874136,0.7972126186562932
2020-11-27,0,0.33600391985193745,0.0,69.15,0.0,12.4989,200000,159442.52373125864,-40557.47626874136,0.7972126186562932
2020-11-28,0,0.3179461343056363,0.0,72.7,0.0,13.0853,200000,159442.52373125864,-40557.47626874136,0.7972126186562932
2020-11-29,0,0.9823253278683188,0.0,78.91,0.0,13.38,200000,159442.52373125864,-40557.47626874136,0.7972126186562932
2020-11-30,2,1.5124613806199514,0.0,87.65,0.0,14.2677,200000,159442.52373125864,-40557.47626874136,0.7972126186562932
2020-12-01,2,1.9920107544623888,0.0,85.08,0.0,13.3461,200000,159442.52373125864,-40557.47626874136,0.7972126186562932
2020-12-02,2,1.8028231041830565,0.0,88.9,0.0,13.9799,200000,159442.52373125864,-40557.47626874136,0.7972126186562932
2020-12-03,2,1.6538839563028263,0.0,89.0,0.0,13.9749,200000,159442.52373125864,-40557.47626874136,0.7972126186562932
2020-12-04,2,1.3003300642102085,0.0,79.52,0.0,12.68,200000,159442.52373125864,-40557.47626874136,0.7972126186562932
2020-12-05,2,1.3509509814535516,0.0,83.14,0.0,13.1748,200000,159442.52373125864,-40557.47626874136,0.7972126186562932
2020-12-06,0,0.8745751749936758,0.0,83.55,0.0,13.5057,200000,159442.52373125864,-40557.47626874136,0.7972126186562932
2020-12-07,2,1.3254711995082125,0.0,83.37,0.0,13.0704,200000,159442.52373125864,-40557.47626874136,0.7972126186562932
2020-12-08,1,1.0712395314926197,-1038.578190016015,76.76,6569.206455851323,12.1356,200000,159442.52373125864,-40557.47626874136,0.7972126186562932
2020-12-09,1,0.43131201836384825,-1038.578190016015,77.41,6569.206455851323,12.6212,200000,163307.60620973044,-36692.39379026956,0.8165380310486522
2020-12-10,1,0.7860808718482399,-1038.578190016015,74.7,6569.206455851323,11.9172,200000,155868.3379698677,-44131.66203013231,0.7793416898493384
2020-12-11,1,0.5187495936189621,-1038.578190016015,72.2,6569.206455851323,11.6335,200000,151408.20862330263,-48591.791376697365,0.7570410431165132
2020-12-12,1,0.6532366003095562,-1038.578190016015,76.67,6569.206455851323,12.2259,200000,159942.25103712056,-40057.74896287944,0.7997112551856028
2020-12-13,1,0.8558728413185851,-1038.578190016015,82.28,6569.206455851323,12.9392,200000,170454.48964806914,-29545.51035193086,0.8522724482403456
2020-12-14,1,0.9280522899186056,-1038.578190016015,82.35,6569.206455851323,12.8502,200000,169942.5307467995,-30057.469253200514,0.8497126537339974
2020-12-15,1,0.8532943845444229,-1038.578190016015,81.32,6569.206455851323,12.6818,200000,167766.54084391764,-32233.45915608236,0.8388327042195882
2020-12-16,2,2.210587661575227,0.0,92.94,0.0,13.4852,200000,167380.9178129008,-32619.082187099208,0.8369045890645039
2020-12-17,2,3.1678153497410113,0.0,101.01,0.0,13.444,200000,167380.9178129008,-32619.082187099208,0.8369045890645039
2020-12-18,2,3.24923456025084,0.0,109.34,0.0,13.5001,200000,167380.9178129008,-32619.082187099208,0.8369045890645039
2020-12-19,2,3.1490766364632377,0.0,119.85,0.0,13.4747,200000,167380.9178129008,-32619.082187099208,0.8369045890645039
2020-12-20,2,2.3571360096254272,0.0,114.58,0.0,13.0604,200000,167380.9178129008,-32619.082187099208,0.8369045890645039
2020-12-21,2,1.7451887303518614,0.0,104.45,0.0,12.3049,200000,167380.9178129008,-32619.082187099208,0.8369045890645039
2020-12-22,2,1.8867395298144853,0.0,114.32,0.0,12.7842,200000,167380.9178129008,-32619.082187099208,0.8369045890645039
2020-12-23,2,1.9128454076902228,0.0,102.45,0.0,10.9736,200000,167380.9178129008,-32619.082187099208,0.8369045890645039
2020-12-24,2,1.8319450373871244,0.0,111.13,0.0,11.5724,200000,167380.9178129008,-32619.082187099208,0.8369045890645039
2020-12-25,2,2.363921092837398,0.0,127.78,0.0,11.5543,200000,167380.9178129008,-32619.082187099208,0.8369045890645039
2020-12-26,2,2.300165437303786,0.0,129.61,0.0,10.9809,200000,167380.9178129008,-32619.082187099208,0.8369045890645039
2020-12-27,2,1.3898812151682618,0.0,127.88,0.0,12.1541,200000,167380.9178129008,-32619.082187099208,0.8369045890645039
2020-12-28,1,1.1410601438730672,-644.6157198370977,129.83,6637.832735023548,12.6081,200000,167380.9178129008,-32619.082187099208,0.8369045890645039
2020-12-29,2,1.3387088324893806,0.0,128.8,0.0,11.7786,200000,172223.04587517062,-27776.954124829383,0.861115229375853
2020-12-30,2,1.4968849329838123,0.0,130.05,0.0,11.2435,200000,172223.04587517062,-27776.954124829383,0.861115229375853
2020-12-31,1,1.116758115863527,-693.2736731147678,124.21,7663.622062011437,11.2364,200000,172223.04587517062,-27776.954124829383,0.861115229375853
2021-01-01,1,0.8203024979046629,-693.2736731147678,126.24,7663.622062011437,11.8477,200000,178315.16359810118,-21684.83640189882,0.8915758179905059
2021-01-02,1,1.0354900809243643,-693.2736731147678,136.96,7663.622062011437,12.2215,200000,188611.7193006714,-11388.280699328607,0.943058596503357
2021-01-03,2,1.2727103652201317,0.0,161.24,0.0,13.6814,200000,179157.41404899256,-20842.585951007437,0.8957870702449628
2021-01-04,0,0.9939196417604711,0.0,155.34,0.0,13.5935,200000,179157.41404899256,-20842.585951007437,0.8957870702449628
2021-01-05,0,0.5823938837623508,0.0,158.43,0.0,14.5162,200000,179157.41404899256,-20842.585951007437,0.8957870702449628
2021-01-06,0,-0.3882825986857403,0.0,168.92,0.0,17.2322,200000,179157.41404899256,-20842.585951007437,0.8957870702449628
2021-01-07,0,0.212719814893088,0.0,169.35,0.0,15.9628,200000,179157.41404899256,-20842.585951007437,0.8957870702449628
2021-01-08,0,0.7827534520207149,0.0,172.19,0.0,15.2381,200000,179157.41404899256,-20842.585951007437,0.8957870702449628
2021-01-09,0,-0.5011051534707096,0.0,177.26,0.0,17.5501,200000,179157.41404899256,-20842.585951007437,0.8957870702449628
2021-01-10,0,-0.22018244907731427,0.0,170.07,0.0,16.206,200000,179157.41404899256,-20842.585951007437,0.8957870702449628
2021-01-11,-2,-1.622594352861214,0.0,138.87,0.0,14.6393,200000,179157.41404899256,-20842.585951007437,0.8957870702449628
2021-01-12,-2,-1.5884358813157458,0.0,133.42,0.0,13.9655,200000,179157.41404899256,-20842.585951007437,0.8957870702449628
2021-01-13,-2,-1.899970190590203,0.0,147.38,0.0,15.9356,200000,179157.41404899256,-20842.585951007437,0.8957870702449628
2021-01-14,-2,-2.313595967756211,0.0,152.5,0.0,17.9804,200000,179157.41404899256,-20842.585951007437,0.8957870702449628
2021-01-15,-2,-2.9073415346810214,0.0,143.65,0.0,20.7375,200000,179157.41404899256,-20842.585951007437,0.8957870702449628
2021-01-16,-2,-2.207307422195323,0.0,143.52,0.0,20.1054,200000,179157.41404899256,-20842.585951007437,0.8957870702449628
2021-01-17,-2,-2.3334302061703265,0.0,142.8,0.0,23.2819,200000,179157.41404899256,-20842.585951007437,0.8957870702449628
2021-01-18,-2,-1.6261020686139516,0.0,151.96,0.0,22.0336,200000,179157.41404899256,-20842.585951007437,0.8957870702449628
2021-01-19,-2,-1.2120083705195699,0.0,151.86,0.0,20.5557,200000,179157.41404899256,-20842.585951007437,0.8957870702449628
2021-01-20,-2,-1.3520918635365669,0.0,149.69,0.0,21.8482,200000,179157.41404899256,-20842.585951007437,0.8957870702449628
2021-01-21,-1,-1.1229109319081756,690.5543248881921,129.72,-4865.261435511614,18.4119,200000,179157.41404899256,-20842.585951007437,0.8957870702449628
2021-01-22,-2,-1.325294471750582,0.0,137.66,0.0,21.5519,200000,188951.33361688678,-11048.666383113217,0.9447566680844339
2021-01-23,-2,-1.5917450977880825,0.0,137.67,0.0,24.8046,200000,188951.33361688678,-11048.666383113217,0.9447566680844339
2021-01-24,-2,-1.3825503333564624,0.0,141.01,0.0,24.7935,200000,188951.33361688678,-11048.666383113217,0.9447566680844339
2021-01-25,-1,-1.1705223806689486,689.2512351969315,137.07,-4047.4884888244865,23.3418,200000,188951.33361688678,-11048.666383113217,0.9447566680844339
2021-01-26,-1,-1.077655461405745,689.2512351969315,134.67,-4047.4884888244865,23.0981,200000,186310.75770768762,-13689.242292312381,0.9315537885384381
2021-01-27,-1,-0.979550983742476,689.2512351969315,122.44,-4047.4884888244865,20.9586,200000,169221.61347938917,-30778.38652061083,0.8461080673969459
2021-01-28,-1,-0.9508854142178559,689.2512351969315,133.27,-4047.4884888244865,23.0145,200000,185007.43594074622,-14992.564059253782,0.9250371797037311
2021-01-29,-1,-0.79663073671558,689.2512351969315,134.65,-4047.4884888244865,22.748,200000,184879.94696304627,-15120.05303695373,0.9243997348152313
2021-01-30,-1,-0.9383477750653317,689.2512351969315,133.36,-4047.4884888244865,23.6399,200000,187600.76785282476,-12399.232147175237,0.9380038392641238
2021-01-31,-1,-0.8050301809598974,689.2512351969315,129.36,-4047.4884888244865,22.5613,200000,180478.14182799094,-19521.85817200906,0.9023907091399547
2021-02-01,-1,-0.7341564119186779,689.2512351969315,132.0,-4047.4884888244865,22.8757,200000,183570.29546979725,-16429.704530202755,0.9178514773489862
2021-02-02,-1,-0.4443058565098419,689.2512351969315,141.98,-4047.4884888244865,23.6582,200000,193616.1825395678,-6383.817460432212,0.9680809126978389
2021-02-03,0,-0.0265004158103603,0.0,155.93,0.0,25.087,200000,183015.73223176916,-16984.267768230842,0.9150786611588457
2021-02-04,0,-0.4555470298710696,0.0,145.07,0.0,24.492,200000,183015.73223176916,-16984.267768230842,0.9150786611588457
2021-02-05,0,-0.42949526845341235,0.0,155.05,0.0,26.3034,200000,183015.73223176916,-16984.267768230842,0.9150786611588457
2021-02-06,0,0.18035600323470974,0.0,155.57,0.0,25.0231,200000,183015.73223176916,-16984.267768230842,0.9150786611588457
2021-02-07,0,0.029530640499436024,0.0,150.76,0.0,24.7254,200000,183015.73223176916,-16984.267768230842,0.9150786611588457
2021-02-08,2,1.3451259411153016,0.0,167.28,0.0,25.4115,200000,183015.73223176916,-16984.267768230842,0.9150786611588457
2021-02-09,2,1.4513900932914592,0.0,181.49,0.0,27.6034,200000,183015.73223176916,-16984.267768230842,0.9150786611588457
2021-02-10,2,2.2209529247186093,0.0,181.56,0.0,26.8121,200000,183015.73223176916,-16984.267768230842,0.9150786611588457
2021-02-11,2,1.599635789410493,0.0,183.62,0.0,27.8475,200000,183015.73223176916,-16984.267768230842,0.9150786611588457
2021-02-12,1,1.0168526680680483,-465.23903663574447,196.69,2987.8656103663357,30.6265,200000,183015.73223176916,-16984.267768230842,0.9150786611588457
2021-02-13,2,1.3749731899763002,0.0,225.76,0.0,34.1941,200000,185880.72167522728,-14119.27832477272,0.9294036083761363
2021-02-14,0,0.8288340015042962,0.0,213.49,0.0,33.1565,200000,185880.72167522728,-14119.27832477272,0.9294036083761363
2021-02-15,0,0.5862588230256363,0.0,207.83,0.0,32.5899,200000,185880.72167522728,-14119.27832477272,0.9294036083761363
2021-02-16,1,1.0453914501985782,-442.0258767127064,210.26,2907.7301658661722,31.9632,200000,185880.72167522728,-14119.27832477272,0.9294036083761363
2021-02-17,2,2.5422746482938203,0.0,237.49,0.0,32.2324,200000,197134.32533746312,-2865.6746625368833,0.9856716266873156
2021-02-18,2,1.4388951936511276,0.0,226.59,0.0,32.4801,200000,197134.32533746312,-2865.6746625368833,0.9856716266873156
2021-02-19,0,0.9944416772558775,0.0,236.5,0.0,34.6846,200000,197134.32533746312,-2865.6746625368833,0.9856716266873156
2021-02-20,0,0.587280293935931,0.0,226.65,0.0,33.9387,200000,197134.32533746312,-2865.6746625368833,0.9856716266873156
2021-02-21,0,0.4716921693076336,0.0,227.13,0.0,34.0915,200000,197134.32533746312,-2865.6746625368833,0.9856716266873156
2021-02-22,0,0.2932926803367863,0.0,208.32,0.0,31.4542,200000,197134.32533746312,-2865.6746625368833,0.9856716266873156
2021-02-23,0,0.8300894970606268,0.0,177.34,0.0,25.9249,200000,197134.32533746312,-2865.6746625368833,0.9856716266873156
2021-02-24,0,-0.3766218711332769,0.0,181.43,0.0,28.0851,200000,197134.32533746312,-2865.6746625368833,0.9856716266873156
