date,statusList,zscore,FETUSDT_position,FETUSDT_price,WAVESUSDT_position,WAVESUSDT_price,init,total_asset,pnl,return
2020-08-07,2,1.3733595530262925,0.0,0.09591,0.0,1.786,200000,203239.14958496668,3239.1495849666826,1.0161957479248334
2020-08-08,0,0.9031521481473266,0.0,0.09248,0.0,1.8258,200000,203239.14958496668,3239.1495849666826,1.0161957479248334
2020-08-09,0,0.5286761212584242,0.0,0.09382,0.0,1.9479,200000,203239.14958496668,3239.1495849666826,1.0161957479248334
2020-08-10,1,1.1584868174395804,-950515.1509913323,0.10691,51460.76608724533,1.9747,200000,203239.14958496668,3239.1495849666826,1.0161957479248334
2020-08-11,1,0.6240995282454871,-950515.1509913323,0.09418,51460.76608724533,1.8648,200000,185483.55351985875,-14516.446480141254,0.9274177675992937
2020-08-12,0,-0.2609434156241711,0.0,0.09679,0.0,2.1706,200000,183538.77218044305,-16461.227819556952,0.9176938609022153
2020-08-13,-2,-2.431792563182586,0.0,0.09497,0.0,3.3267,200000,183538.77218044305,-16461.227819556952,0.9176938609022153
2020-08-14,-2,-1.9428045040520476,0.0,0.11117,0.0,3.4914,200000,183538.77218044305,-16461.227819556952,0.9176938609022153
2020-08-15,-2,-1.5833401670460538,0.0,0.11678,0.0,3.3895,200000,183538.77218044305,-16461.227819556952,0.9176938609022153
2020-08-16,-2,-1.5264979214712215,0.0,0.1361,0.0,4.0341,200000,183538.77218044305,-16461.227819556952,0.9176938609022153
2020-08-17,-1,-1.1500790452779988,582256.1137632227,0.15761,-20811.74420914424,4.4095,200000,183538.77218044305,-16461.227819556952,0.9176938609022153
2020-08-18,-1,-1.003775852172956,582256.1137632227,0.15153,-20811.74420914424,4.1839,200000,175303.52551517973,-24696.474484820268,0.8765176275758987
2020-08-19,-1,-1.1909768749802296,582256.1137632227,0.12791,-20811.74420914424,3.8151,200000,153875.26484376,-46124.73515624,0.7693763242188
2020-08-20,-2,-1.361598774856878,0.0,0.118,0.0,3.8557,200000,195076.3929035802,-4923.607096419786,0.975381964517901
2020-08-21,-1,-1.0052551849848754,926376.6402487427,0.10529,-30467.356922530802,3.2014,200000,195076.3929035802,-4923.607096419786,0.975381964517901
2020-08-22,-1,-0.3911949514440852,926376.6402487427,0.12928,-30467.356922530802,3.3831,200000,222836.08725597142,22836.08725597142,1.114180436279857
2020-08-23,-1,-0.8512887197925922,926376.6402487427,0.11671,-30467.356922530802,3.499,200000,214722.699555366,14722.699555366009,1.0736134977768301
2020-08-24,-1,-0.6782225973442381,926376.6402487427,0.12526,-30467.356922530802,3.6478,200000,227176.7625395654,27176.76253956539,1.135883812697827
2020-08-25,-1,-0.5028054068671504,926376.6402487427,0.11393,-30467.356922530802,3.227,200000,203860.25141254615,3860.2514125461457,1.0193012570627307
2020-08-26,-1,-0.47976308388986744,926376.6402487427,0.11347,-30467.356922530802,3.2575,200000,204363.3725441689,4363.372544168902,1.0218168627208446
2020-08-27,-1,-0.5600463402968041,926376.6402487427,0.10399,-30467.356922530802,3.0972,200000,190697.40467992914,-9302.59532007086,0.9534870233996458
2020-08-28,-1,-0.7159355151815673,926376.6402487427,0.10736,-30467.356922530802,3.3697,200000,202121.64871895703,2121.6487189570325,1.0106082435947852
2020-08-29,-1,-0.46350114964063827,926376.6402487427,0.1115,-30467.356922530802,3.37,200000,205965.9882166636,5965.988216663594,1.029829941083318
2020-08-30,0,0.33352563579078925,0.0,0.12439,0.0,3.3786,200000,182781.4147215017,-17218.5852784983,0.9139070736075086
2020-08-31,0,-0.8318364715665839,0.0,0.11328,0.0,3.5954,200000,182781.4147215017,-17218.5852784983,0.9139070736075086
2020-09-01,-1,-1.0416350368409193,829091.058339389,0.11023,-25856.756927642058,3.5345,200000,182781.4147215017,-17218.5852784983,0.9139070736075086
2020-09-02,-1,-0.49736721862242517,829091.058339389,0.10744,-25856.756927642058,3.2748,200000,173753.25089462617,-26246.749105373834,0.8687662544731308
2020-09-03,0,1.4855119933986556,0.0,0.0919,0.0,2.4758,200000,170604.10526156804,-29395.89473843196,0.8530205263078402
2020-09-04,0,0.31733483221242137,0.0,0.091,0.0,2.6204,200000,170604.10526156804,-29395.89473843196,0.8530205263078402
2020-09-05,0,-0.9326743865069671,0.0,0.07406,0.0,2.3133,200000,170604.10526156804,-29395.89473843196,0.8530205263078402
2020-09-06,0,0.060809236560222656,0.0,0.08408,0.0,2.471,200000,170604.10526156804,-29395.89473843196,0.8530205263078402
2020-09-07,0,0.6183046139792856,0.0,0.08422,0.0,2.3998,200000,170604.10526156804,-29395.89473843196,0.8530205263078402
2020-09-08,0,-0.6895345140115254,0.0,0.07511,0.0,2.32,200000,170604.10526156804,-29395.89473843196,0.8530205263078402
2020-09-09,0,-0.9259733623224944,0.0,0.07683,0.0,2.3971,200000,170604.10526156804,-29395.89473843196,0.8530205263078402
2020-09-10,0,0.8524236277123168,0.0,0.08685,0.0,2.4337,200000,170604.10526156804,-29395.89473843196,0.8530205263078402
2020-09-11,0,-0.42453785057493626,0.0,0.08252,0.0,2.5,200000,170604.10526156804,-29395.89473843196,0.8530205263078402
2020-09-12,0,-0.31127606495579574,0.0,0.0867,0.0,2.6119,200000,170604.10526156804,-29395.89473843196,0.8530205263078402
2020-09-13,-2,-3.2045236042698138,0.0,0.07655,0.0,3.0776,200000,170604.10526156804,-29395.89473843196,0.8530205263078402
2020-09-14,-2,-2.3197954356193033,0.0,0.07402,0.0,2.8853,200000,170604.10526156804,-29395.89473843196,0.8530205263078402
2020-09-15,-2,-1.7818432576881285,0.0,0.06568,0.0,2.4875,200000,170604.10526156804,-29395.89473843196,0.8530205263078402
2020-09-16,-2,-1.3649288137190754,0.0,0.06971,0.0,2.5589,200000,170604.10526156804,-29395.89473843196,0.8530205263078402
2020-09-17,-2,-1.2950025545550397,0.0,0.06896,0.0,2.5523,200000,170604.10526156804,-29395.89473843196,0.8530205263078402
2020-09-18,-2,-1.2105518579212788,0.0,0.06569,0.0,2.4474,200000,170604.10526156804,-29395.89473843196,0.8530205263078402
2020-09-19,-1,-1.1417013670558709,1257400.539958491,0.06784,-33549.14364460946,2.5426,200000,170604.10526156804,-29395.89473843196,0.8530205263078402
2020-09-20,-1,-0.9319124697553437,1257400.539958491,0.06626,-33549.14364460946,2.4389,200000,165138.36621248763,-34861.63378751237,0.8256918310624382
2020-09-21,-1,-0.965825451102665,1257400.539958491,0.05752,-33549.14364460946,2.1531,200000,144560.34023962103,-55439.65976037897,0.7228017011981052
2020-09-22,-2,-1.2825160207164716,0.0,0.05516,0.0,2.2183,200000,175667.95682429487,-24332.043175705126,0.8783397841214744
2020-09-23,-2,-1.8161631731520058,0.0,0.04735,0.0,2.1718,200000,175667.95682429487,-24332.043175705126,0.8783397841214744
2020-09-24,-1,-1.0984083049745403,1523837.2382398932,0.05764,-37082.65575113883,2.3686,200000,175667.95682429487,-24332.043175705126,0.8783397841214744
2020-09-25,-1,-0.7181397164571381,1523837.2382398932,0.06113,-37082.65575113883,2.3894,200000,181757.4680253758,-18242.531974624202,0.908787340126879
2020-09-26,-1,-1.1305916125065536,1523837.2382398932,0.05893,-37082.65575113883,2.5148,200000,183055.19113244084,-16944.808867559157,0.9152759556622042
2020-09-27,-1,-0.9499186679908215,1523837.2382398932,0.05924,-37082.65575113883,2.4835,200000,182366.89355128456,-17633.106448715436,0.9118344677564229
2020-09-28,-1,-0.339321709353398,1523837.2382398932,0.06259,-37082.65575113883,2.4173,200000,185016.87648866285,-14983.123511337151,0.9250843824433143
2020-09-29,0,0.6208798342869788,0.0,0.07136,0.0,2.4515,200000,157835.0620774129,-42164.937922587094,0.7891753103870646
2020-09-30,0,0.08808864575153103,0.0,0.06888,0.0,2.5734,200000,157835.0620774129,-42164.937922587094,0.7891753103870646
2020-10-01,-1,-1.0664762847157923,1279882.1122073703,0.06166,-30075.278597068005,2.624,200000,157835.0620774129,-42164.937922587094,0.7891753103870646
2020-10-02,-2,-1.7089954045561941,0.0,0.05477,0.0,2.452,200000,161480.50191182597,-38519.498088174034,0.8074025095591298
2020-10-03,-2,-2.0135436404053633,0.0,0.05104,0.0,2.42,200000,161480.50191182597,-38519.498088174034,0.8074025095591298
2020-10-04,-2,-1.3752902931377975,0.0,0.05235,0.0,2.3699,200000,161480.50191182597,-38519.498088174034,0.8074025095591298
2020-10-05,-2,-1.2906866394447636,0.0,0.05177,0.0,2.3597,200000,161480.50191182597,-38519.498088174034,0.8074025095591298
2020-10-06,-2,-1.7435890599828447,0.0,0.04407,0.0,2.1724,200000,161480.50191182597,-38519.498088174034,0.8074025095591298
2020-10-07,-2,-1.5296441449978753,0.0,0.04642,0.0,2.2845,200000,161480.50191182597,-38519.498088174034,0.8074025095591298
2020-10-08,0,-0.7478654811608844,0.0,0.05109,0.0,2.3109,200000,161480.50191182597,-38519.498088174034,0.8074025095591298
2020-10-09,0,-0.5519033139654398,0.0,0.05365,0.0,2.3927,200000,161480.50191182597,-38519.498088174034,0.8074025095591298
2020-10-10,0,-0.8335900075273744,0.0,0.05217,0.0,2.4244,200000,161480.50191182597,-38519.498088174034,0.8074025095591298
2020-10-11,0,-0.567756963324582,0.0,0.05378,0.0,2.4477,200000,161480.50191182597,-38519.498088174034,0.8074025095591298
2020-10-12,0,-0.5173738286444928,0.0,0.05404,0.0,2.4622,200000,161480.50191182597,-38519.498088174034,0.8074025095591298
2020-10-13,0,-0.8834652673209084,0.0,0.053,0.0,2.5167,200000,161480.50191182597,-38519.498088174034,0.8074025095591298
2020-10-14,0,-0.9513596479832461,0.0,0.05191,0.0,2.5097,200000,161480.50191182597,-38519.498088174034,0.8074025095591298
2020-10-15,-2,-1.601053197496777,0.0,0.05039,0.0,2.697,200000,161480.50191182597,-38519.498088174034,0.8074025095591298
2020-10-16,-2,-2.47921672569657,0.0,0.04366,0.0,2.9557,200000,161480.50191182597,-38519.498088174034,0.8074025095591298
2020-10-17,-2,-2.0452716617732674,0.0,0.0472,0.0,3.1854,200000,161480.50191182597,-38519.498088174034,0.8074025095591298
2020-10-18,-2,-1.5295997098623138,0.0,0.04868,0.0,3.0567,200000,161480.50191182597,-38519.498088174034,0.8074025095591298
2020-10-19,-1,-1.1779184763156882,1612869.5756275067,0.05006,-27487.914396184584,2.9373,200000,161480.50191182597,-38519.498088174034,0.8074025095591298
2020-10-20,-2,-1.528200461913805,0.0,0.04514,0.0,2.8678,200000,167505.41017337848,-32494.589826621523,0.8375270508668924
2020-10-21,-2,-1.7004637412826515,0.0,0.04545,0.0,3.1111,200000,167505.41017337848,-32494.589826621523,0.8375270508668924
2020-10-22,-2,-1.3651550444511822,0.0,0.04901,0.0,3.2438,200000,167505.41017337848,-32494.589826621523,0.8375270508668924
2020-10-23,-1,-1.0391511718483248,1576669.8999753245,0.05312,-24845.799367139116,3.3709,200000,167505.41017337848,-32494.589826621523,0.8375270508668924
2020-10-24,-1,-0.7444730935666625,1576669.8999753245,0.05642,-24845.799367139116,3.4382,200000,174380.5431407055,-25619.4568592945,0.8719027157035275
2020-10-25,-1,-0.9209402522328792,1576669.8999753245,0.0511,-24845.799367139116,3.2784,200000,162022.30053396797,-37977.699466032034,0.8101115026698398
2020-10-26,-1,-0.989018393856733,1576669.8999753245,0.04778,-24845.799367139116,3.1694,200000,154079.56433503173,-45920.435664968274,0.7703978216751586
2020-10-27,-1,-0.9671710691899175,1576669.8999753245,0.04683,-24845.799367139116,3.1569,200000,152271.1554379659,-47728.84456203409,0.7613557771898295
2020-10-28,-1,-0.8866503052456638,1576669.8999753245,0.04518,-24845.799367139116,3.0504,200000,147023.5724704063,-52976.4275295937,0.7351178623520316
2020-10-29,-1,-0.6946289481661634,1576669.8999753245,0.04583,-24845.799367139116,3.0232,200000,147372.6021626041,-52627.397837395896,0.7368630108130205
2020-10-30,-1,-1.0072809931233597,1576669.8999753245,0.04512,-24845.799367139116,3.2101,200000,150896.84643533992,-49103.15356466008,0.7544842321766996
2020-10-31,-1,-1.1082914480630037,1576669.8999753245,0.04405,-24845.799367139116,3.2329,200000,149776.29386793711,-50223.706132062885,0.7488814693396856
2020-11-01,-1,-0.9086955642053407,1576669.8999753245,0.04523,-24845.799367139116,3.2231,200000,151393.27551611,-48606.72448388999,0.75696637758055
2020-11-02,-2,-1.4408369218729962,0.0,0.0404,0.0,3.1145,200000,181190.18834333017,-18809.81165666983,0.9059509417166508
2020-11-03,-2,-2.244482629138599,0.0,0.03699,0.0,3.1477,200000,181190.18834333017,-18809.81165666983,0.9059509417166508
2020-11-04,-2,-1.7976710883982985,0.0,0.03956,0.0,3.1986,200000,181190.18834333017,-18809.81165666983,0.9059509417166508
2020-11-05,-2,-2.0032698914538756,0.0,0.03972,0.0,3.4277,200000,181190.18834333017,-18809.81165666983,0.9059509417166508
2020-11-06,-2,-1.3883582122673979,0.0,0.04374,0.0,3.5691,200000,181190.18834333017,-18809.81165666983,0.9059509417166508
2020-11-07,-2,-1.571812181203095,0.0,0.04005,0.0,3.4434,200000,181190.18834333017,-18809.81165666983,0.9059509417166508
2020-11-08,-2,-1.288964588977579,0.0,0.04196,0.0,3.5186,200000,181190.18834333017,-18809.81165666983,0.9059509417166508
2020-11-09,-2,-1.5857052229155646,0.0,0.04225,0.0,3.7976,200000,181190.18834333017,-18809.81165666983,0.9059509417166508
2020-11-10,0,-0.9883614301068815,0.0,0.0457,0.0,3.8268,200000,181190.18834333017,-18809.81165666983,0.9059509417166508
2020-11-11,0,-0.8802562471047756,0.0,0.04484,0.0,3.7467,200000,181190.18834333017,-18809.81165666983,0.9059509417166508
2020-11-12,-2,-1.461097523620421,0.0,0.04173,0.0,3.891,200000,181190.18834333017,-18809.81165666983,0.9059509417166508
2020-11-13,-1,-1.0926423079958878,1969458.568949241,0.046,-22109.846045555845,4.0975,200000,181190.18834333017,-18809.81165666983,0.9059509417166508
2020-11-14,-2,-1.497606103918048,0.0,0.04454,0.0,4.2902,200000,188326.16518697466,-11673.834813025343,0.9416308259348732
2020-11-15,-2,-1.7285312127695092,0.0,0.04241,0.0,4.3653,200000,188326.16518697466,-11673.834813025343,0.9416308259348732
2020-11-16,-2,-2.0431077873772066,0.0,0.04279,0.0,4.9029,200000,188326.16518697466,-11673.834813025343,0.9416308259348732
2020-11-17,0,-0.9814656988664656,0.0,0.05092,0.0,4.9243,200000,188326.16518697466,-11673.834813025343,0.9416308259348732
2020-11-18,-2,-1.7424365236635253,0.0,0.04639,0.0,5.1728,200000,188326.16518697466,-11673.834813025343,0.9416308259348732
2020-11-19,-2,-1.5202173676268471,0.0,0.05311,0.0,5.8456,200000,188326.16518697466,-11673.834813025343,0.9416308259348732
2020-11-20,-2,-1.9995231373441942,0.0,0.05373,0.0,6.7653,200000,188326.16518697466,-11673.834813025343,0.9416308259348732
2020-11-21,0,-0.9904610479493774,0.0,0.05839,0.0,6.2111,200000,188326.16518697466,-11673.834813025343,0.9416308259348732
2020-11-22,-2,-1.9337134851355253,0.0,0.05424,0.0,7.0696,200000,188326.16518697466,-11673.834813025343,0.9416308259348732
2020-11-23,-2,-1.5258039007132056,0.0,0.06314,0.0,7.9207,200000,188326.16518697466,-11673.834813025343,0.9416308259348732
2020-11-24,-2,-1.222373809793826,0.0,0.06227,0.0,7.5488,200000,188326.16518697466,-11673.834813025343,0.9416308259348732
2020-11-25,0,-0.7286858974409057,0.0,0.05959,0.0,6.7033,200000,188326.16518697466,-11673.834813025343,0.9416308259348732
2020-11-26,-1,-1.0729265970519135,1892725.2782610517,0.04975,-15536.924164849574,6.0606,200000,188326.16518697466,-11673.834813025343,0.9416308259348732
2020-11-27,-2,-1.3117630125872863,0.0,0.0493,0.0,6.4518,200000,195255.9362954813,-4744.063704518689,0.9762796814774065
2020-11-28,-1,-1.0483584917583373,1874217.0886492736,0.05209,-14798.170182914322,6.5973,200000,195255.9362954813,-4744.063704518689,0.9762796814774065
2020-11-29,-2,-1.435065740407886,0.0,0.04992,0.0,7.0331,200000,205772.02994356432,5772.029943564325,1.0288601497178216
2020-11-30,-2,-1.30594463823648,0.0,0.05069,0.0,7.0841,200000,205772.02994356432,5772.029943564325,1.0288601497178216
2020-12-01,-2,-1.2345232313534413,0.0,0.04903,0.0,6.8201,200000,205772.02994356432,5772.029943564325,1.0288601497178216
2020-12-02,0,-0.9188351248391264,0.0,0.05272,0.0,7.0493,200000,205772.02994356432,5772.029943564325,1.0288601497178216
2020-12-03,0,-0.8775577742835216,0.0,0.05524,0.0,7.3857,200000,205772.02994356432,5772.029943564325,1.0288601497178216
2020-12-04,-2,-1.319730505637726,0.0,0.05021,0.0,7.227,200000,205772.02994356432,5772.029943564325,1.0288601497178216
2020-12-05,-2,-1.5498678486247437,0.0,0.05347,0.0,8.1289,200000,205772.02994356432,5772.029943564325,1.0288601497178216
2020-12-06,-2,-1.7154239838352519,0.0,0.05201,0.0,8.4331,200000,205772.02994356432,5772.029943564325,1.0288601497178216
2020-12-07,-2,-1.8624714225216734,0.0,0.05318,0.0,8.9462,200000,205772.02994356432,5772.029943564325,1.0288601497178216
2020-12-08,-2,-1.4782564040017463,0.0,0.04793,0.0,7.7944,200000,205772.02994356432,5772.029943564325,1.0288601497178216
2020-12-09,-2,-1.7650492678898875,0.0,0.04855,0.0,8.5543,200000,205772.02994356432,5772.029943564325,1.0288601497178216
2020-12-10,-1,-1.1248568995983694,2051974.7700794209,0.05014,-12676.93629519248,8.116,200000,205772.02994356432,5772.029943564325,1.0288601497178216
2020-12-11,-1,-0.9758614213041935,2051974.7700794209,0.05096,-12676.93629519248,8.1207,200000,207514.23085561686,7514.230855616857,1.0375711542780843
2020-12-12,-1,-1.171960378528801,2051974.7700794209,0.05069,-12676.93629519248,8.4688,200000,211373.03919205192,11373.039192051918,1.0568651959602595
2020-12-13,-1,-1.0298085480245753,2051974.7700794209,0.05199,-12676.93629519248,8.6419,200000,216234.984065853,16234.984065853001,1.081174920329265
2020-12-14,-1,-0.8400072351418075,2051974.7700794209,0.05268,-12676.93629519248,8.6192,200000,217363.0802033069,17363.08020330689,1.0868154010165345
2020-12-15,-1,-0.4306005476446859,2051974.7700794209,0.05202,-12676.93629519248,8.1174,200000,209647.4902221269,9647.490222126886,1.0482374511106345
2020-12-16,0,0.06807249886765442,0.0,0.05589,0.0,8.3437,200000,196859.71341002296,-3140.2865899770404,0.9842985670501148
2020-12-17,0,0.8824279096846542,0.0,0.05699,0.0,7.93,200000,196859.71341002296,-3140.2865899770404,0.9842985670501148
2020-12-18,2,1.712953271880803,0.0,0.05995,0.0,7.8286,200000,196859.71341002296,-3140.2865899770404,0.9842985670501148
2020-12-19,2,1.6214284911854975,0.0,0.05898,0.0,7.6656,200000,196859.71341002296,-3140.2865899770404,0.9842985670501148
2020-12-20,2,1.7075737147193641,0.0,0.05643,0.0,7.1741,200000,196859.71341002296,-3140.2865899770404,0.9842985670501148
2020-12-21,2,1.6518572152518616,0.0,0.05289,0.0,6.6577,200000,196859.71341002296,-3140.2865899770404,0.9842985670501148
2020-12-22,1,1.1642815245024412,-1825818.154424253,0.05391,13871.370327232835,7.0959,200000,196859.71341002296,-3140.2865899770404,0.9842985670501148
2020-12-23,2,2.1554175511919533,0.0,0.0505,0.0,5.8732,200000,207594.19800254382,7594.198002543824,1.0379709900127192
2020-12-24,2,1.227667994160473,0.0,0.05129,0.0,6.4838,200000,207594.19800254382,7594.198002543824,1.0379709900127192
2020-12-25,1,1.0105281699341895,-1996098.0577167675,0.052,15580.003452503963,6.6622,200000,207594.19800254382,7594.198002543824,1.0379709900127192
2020-12-26,1,1.039862480763812,-1996098.0577167675,0.05031,15580.003452503963,6.3428,200000,199244.53918227274,-755.4608177272603,0.9962226959113637
2020-12-27,2,1.3003353641524862,0.0,0.05313,0.0,6.3995,200000,213942.65571473655,13942.655714736553,1.0697132785736827
2020-12-28,1,1.1288562059626444,-1955957.7227531224,0.05469,16147.834230110691,6.6245,200000,213942.65571473655,13942.655714736553,1.0697132785736827
2020-12-29,0,0.19247555327493948,0.0,0.05231,0.0,7.0125,200000,203022.11665330117,3022.116653301171,1.015110583266506
2020-12-30,0,0.5814423943820513,0.0,0.05205,0.0,6.6235,200000,203022.11665330117,3022.116653301171,1.015110583266506
2020-12-31,1,1.036010947924762,-1970323.337085609,0.05152,16388.875882182565,6.1939,200000,203022.11665330117,3022.116653301171,1.015110583266506
2021-01-01,2,1.637659459821566,0.0,0.05333,0.0,5.9795,200000,210102.1768825661,10102.176882566098,1.0505108844128306
2021-01-02,2,1.8177973793567201,0.0,0.05127,0.0,5.5873,200000,210102.1768825661,10102.176882566098,1.0505108844128306
2021-01-03,2,2.6417687960252243,0.0,0.05671,0.0,5.5581,200000,210102.1768825661,10102.176882566098,1.0505108844128306
2021-01-04,2,2.561067910243482,0.0,0.05723,0.0,5.3943,200000,210102.1768825661,10102.176882566098,1.0505108844128306
2021-01-05,2,2.481635033124103,0.0,0.06182,0.0,5.5768,200000,210102.1768825661,10102.176882566098,1.0505108844128306
2021-01-06,2,2.7925228226215717,0.0,0.07311,0.0,5.84,200000,210102.1768825661,10102.176882566098,1.0505108844128306
2021-01-07,2,2.0066524281667335,0.0,0.07112,0.0,5.9377,200000,210102.1768825661,10102.176882566098,1.0505108844128306
2021-01-08,2,2.043592956940309,0.0,0.07104,0.0,5.6108,200000,210102.1768825661,10102.176882566098,1.0505108844128306
2021-01-09,2,1.346772614447279,0.0,0.07261,0.0,6.1818,200000,210102.1768825661,10102.176882566098,1.0505108844128306
2021-01-10,0,0.6905976887085893,0.0,0.0699,0.0,6.5273,200000,210102.1768825661,10102.176882566098,1.0505108844128306
2021-01-11,0,0.646897725156254,0.0,0.06049,0.0,5.6184,200000,210102.1768825661,10102.176882566098,1.0505108844128306
2021-01-12,0,0.03794695477779518,0.0,0.05881,0.0,6.023,200000,210102.1768825661,10102.176882566098,1.0505108844128306
2021-01-13,0,0.3153490647923612,0.0,0.06604,0.0,6.3812,200000,210102.1768825661,10102.176882566098,1.0505108844128306
2021-01-14,1,1.147651923365178,-1365008.945442867,0.07696,16302.40823744674,6.4439,200000,210102.1768825661,10102.176882566098,1.0505108844128306
2021-01-15,2,1.994871803780853,0.0,0.08851,0.0,6.3539,200000,227335.24694380144,27335.246943801438,1.1366762347190071
2021-01-16,2,1.2133964008695637,0.0,0.08459,0.0,6.6316,200000,227335.24694380144,27335.246943801438,1.1366762347190071
2021-01-17,1,1.1535951879997919,-1198140.8608822676,0.09487,15408.798323378798,7.3768,200000,227335.24694380144,27335.246943801438,1.1366762347190071
2021-01-18,1,0.8005063627699768,-1198140.8608822676,0.0968,15408.798323378798,7.8384,200000,236760.36011137586,36760.36011137586,1.1838018005568793
2021-01-19,1,1.0515509966167875,-1198140.8608822676,0.09115,15408.798323378798,7.0773,200000,218263.22784346744,18263.227843467437,1.0913161392173372
2021-01-20,1,0.9095669246969325,-1198140.8608822676,0.092,15408.798323378798,7.2094,200000,221317.14983373572,21317.14983373572,1.1065857491686786
2021-01-21,2,1.3242186479965647,0.0,0.08064,0.0,5.9885,200000,231677.73720579356,31677.737205793557,1.1583886860289678
2021-01-22,2,1.6004456085329148,0.0,0.08955,0.0,6.4028,200000,231677.73720579356,31677.737205793557,1.1583886860289678
2021-01-23,1,1.1449625852943184,-1296752.1392913554,0.08933,17571.844212626365,6.5923,200000,231677.73720579356,31677.737205793557,1.1583886860289678
2021-01-24,1,0.2862569600453,-1296752.1392913554,0.08779,17571.844212626365,6.9833,200000,236551.32999842177,36551.329998421774,1.182756649992109
2021-01-25,0,0.06341064516176037,0.0,0.08253,0.0,6.6723,200000,221454.07512160225,21454.075121602247,1.1072703756080113
2021-01-26,2,1.295411519332053,0.0,0.09518,0.0,6.8288,200000,221454.07512160225,21454.075121602247,1.1072703756080113
2021-01-27,2,1.7945006736123956,0.0,0.09,0.0,6.0371,200000,221454.07512160225,21454.075121602247,1.1072703756080113
2021-01-28,1,1.0941586011837396,-1250164.1363983417,0.08857,17621.59232936551,6.2836,200000,221454.07512160225,21454.075121602247,1.1072703756080113
2021-01-29,2,2.522462819203912,0.0,0.11164,0.0,6.5143,200000,246230.06039792736,46230.06039792736,1.2311503019896368
2021-01-30,2,1.404713912761433,0.0,0.10452,0.0,6.74,200000,246230.06039792736,46230.06039792736,1.2311503019896368
2021-01-31,1,1.0002004017561212,-1255891.3618174403,0.09803,18813.996485064286,6.5438,200000,246230.06039792736,46230.06039792736,1.2311503019896368
2021-02-01,2,1.2586437326019164,0.0,0.10884,0.0,7.0187,200000,250871.47908841685,50871.47908841685,1.2543573954420841
2021-02-02,2,1.4178409490844675,0.0,0.1101,0.0,6.9479,200000,250871.47908841685,50871.47908841685,1.2543573954420841
2021-02-03,2,3.3775540732590557,0.0,0.15841,0.0,7.2973,200000,250871.47908841685,50871.47908841685,1.2543573954420841
2021-02-04,2,2.2610912617434002,0.0,0.14849,0.0,7.2465,200000,250871.47908841685,50871.47908841685,1.2543573954420841
2021-02-05,2,1.828700779233843,0.0,0.17848,0.0,8.8459,200000,250871.47908841685,50871.47908841685,1.2543573954420841
2021-02-06,2,1.7547680587789325,0.0,0.17,0.0,8.1914,200000,250871.47908841685,50871.47908841685,1.2543573954420841
2021-02-07,2,2.002617234935031,0.0,0.18214,0.0,8.0508,200000,250871.47908841685,50871.47908841685,1.2543573954420841
2021-02-08,2,2.31392411504815,0.0,0.21432,0.0,8.3875,200000,250871.47908841685,50871.47908841685,1.2543573954420841
2021-02-09,2,1.9785808994044836,0.0,0.25112,0.0,9.7879,200000,250871.47908841685,50871.47908841685,1.2543573954420841
2021-02-10,2,1.5590335869242178,0.0,0.23952,0.0,9.6669,200000,250871.47908841685,50871.47908841685,1.2543573954420841
2021-02-11,0,0.9493225575320768,0.0,0.23532,0.0,10.4596,200000,250871.47908841685,50871.47908841685,1.2543573954420841
2021-02-12,0,0.9976920457606672,0.0,0.25158,0.0,10.8509,200000,250871.47908841685,50871.47908841685,1.2543573954420841
2021-02-13,0,0.9743672071599607,0.0,0.26402,0.0,11.2315,200000,250871.47908841685,50871.47908841685,1.2543573954420841
2021-02-14,0,0.3287200758541853,0.0,0.24813,0.0,11.8003,200000,250871.47908841685,50871.47908841685,1.2543573954420841
2021-02-15,0,0.4526696247217273,0.0,0.2394,0.0,10.9669,200000,250871.47908841685,50871.47908841685,1.2543573954420841
2021-02-16,0,0.034405869420048876,0.0,0.22679,0.0,11.0666,200000,250871.47908841685,50871.47908841685,1.2543573954420841
2021-02-17,0,-0.04721095341723684,0.0,0.23594,0.0,11.4913,200000,250871.47908841685,50871.47908841685,1.2543573954420841
2021-02-18,1,1.1298128052230954,-408199.87485505035,0.30729,10147.947894877185,12.3607,200000,250871.47908841685,50871.47908841685,1.2543573954420841
2021-02-19,1,0.5883001736928898,-408199.87485505035,0.29228,10147.947894877185,12.5462,200000,246626.84330134225,46626.84330134225,1.2331342165067112
2021-02-20,1,0.5951760774797653,-408199.87485505035,0.2884,10147.947894877185,12.2604,200000,242142.74427854875,42142.74427854875,1.2107137213927437
2021-02-21,1,0.7090845519539867,-408199.87485505035,0.29609,10147.947894877185,12.3564,200000,246256.0043140923,46256.00431409231,1.2312800215704616
2021-02-22,2,1.6343716217338857,0.0,0.27521,0.0,10.615,200000,255491.6997431539,55491.699743153906,1.2774584987157696
2021-02-23,0,0.508355506415283,0.0,0.22399,0.0,9.3749,200000,255491.6997431539,55491.699743153906,1.2774584987157696
2021-02-24,0,0.3271856140832662,0.0,0.23287,0.0,9.8336,200000,255491.6997431539,55491.699743153906,1.2774584987157696
2021-02-25,0,0.1333351420412833,0.0,0.22555,0.0,9.6074,200000,255491.6997431539,55491.699743153906,1.2774584987157696
2021-02-26,0,0.09838844154554748,0.0,0.22514,0.0,9.5612,200000,255491.6997431539,55491.699743153906,1.2774584987157696
