date,statusList,zscore,VETUSDT_position,VETUSDT_price,QTUMUSDT_position,QTUMUSDT_price,init,total_asset,pnl,return
2020-02-15,0,0.6344673178555088,0.0,0.00747,0.0,2.69,200000,204159.17236233794,4159.172362337937,1.0207958618116897
2020-02-16,2,1.3042580961556052,0.0,0.007081,0.0,2.493,200000,204159.17236233794,4159.172362337937,1.0207958618116897
2020-02-17,0,-0.16717204786432038,0.0,0.006743,0.0,2.51,200000,204159.17236233794,4159.172362337937,1.0207958618116897
2020-02-18,0,-0.24246274379327903,0.0,0.007058,0.0,2.639,200000,204159.17236233794,4159.172362337937,1.0207958618116897
2020-02-19,0,-0.4855760897000043,0.0,0.006484,0.0,2.443,200000,204159.17236233794,4159.172362337937,1.0207958618116897
2020-02-20,0,0.18001627375801144,0.0,0.00649,0.0,2.389,200000,204159.17236233794,4159.172362337937,1.0207958618116897
2020-02-21,0,0.4807037690779072,0.0,0.006633,0.0,2.416,200000,204159.17236233794,4159.172362337937,1.0207958618116897
2020-02-22,0,0.6397491553876657,0.0,0.006593,0.0,2.388,200000,204159.17236233794,4159.172362337937,1.0207958618116897
2020-02-23,0,0.9385078119162628,0.0,0.006955,0.0,2.491,200000,204159.17236233794,4159.172362337937,1.0207958618116897
2020-02-24,2,1.4863938193131752,0.0,0.006713,0.0,2.358,200000,204159.17236233794,4159.172362337937,1.0207958618116897
2020-02-25,0,-0.9705121982263933,0.0,0.006211,0.0,2.384,200000,204159.17236233794,4159.172362337937,1.0207958618116897
2020-02-26,0,-0.5163114470977269,0.0,0.005554,0.0,2.097,200000,204159.17236233794,4159.172362337937,1.0207958618116897
2020-02-27,0,0.31348365983195003,0.0,0.005806,0.0,2.123,200000,204159.17236233794,4159.172362337937,1.0207958618116897
2020-02-28,0,0.6315969516894835,0.0,0.00575,0.0,2.073,200000,204159.17236233794,4159.172362337937,1.0207958618116897
2020-02-29,0,0.5505521460456533,0.0,0.005615,0.0,2.025,200000,204159.17236233794,4159.172362337937,1.0207958618116897
2020-03-01,0,-0.8662144881169388,0.0,0.005427,0.0,2.028,200000,204159.17236233794,4159.172362337937,1.0207958618116897
2020-03-02,0,-0.8047933393160502,0.0,0.005837,0.0,2.182,200000,204159.17236233794,4159.172362337937,1.0207958618116897
2020-03-03,0,-0.5988351403260717,0.0,0.005773,0.0,2.145,200000,204159.17236233794,4159.172362337937,1.0207958618116897
2020-03-04,1,1.1146681028545296,-16914595.887517642,0.006035,47434.75194292238,2.152,200000,204159.17236233794,4159.172362337937,1.0207958618116897
2020-03-05,1,0.8886477655458761,-16914595.887517642,0.006129,47434.75194292238,2.194,200000,207741.40395736732,7741.403957367322,1.0387070197868367
2020-03-06,0,-1.070985019109064,0.0,0.00614,0.0,2.314,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-03-07,-2,-1.4666104911606963,0.0,0.005788,0.0,2.212,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-03-08,-2,-2.616644991489428,0.0,0.004698,0.0,1.893,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-03-09,-2,-2.63640107530002,0.0,0.004674,0.0,1.943,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-03-10,-2,-2.2010581884202787,0.0,0.004691,0.0,1.954,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-03-11,-2,-2.375053908810353,0.0,0.004462,0.0,1.943,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-03-12,-2,-2.378827812243986,0.0,0.002283,0.0,1.039,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-03-13,-2,-1.8164236609779383,0.0,0.002823,0.0,1.258,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-03-14,-2,-1.871905257129847,0.0,0.002545,0.0,1.173,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-03-15,-2,-1.9348273110779188,0.0,0.002524,0.0,1.209,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-03-16,-2,-1.4450893896293118,0.0,0.00226,0.0,1.047,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-03-17,0,-0.9781552659806911,0.0,0.002467,0.0,1.097,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-03-18,0,-0.7340920009056499,0.0,0.002544,0.0,1.111,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-03-19,0,-0.5608158508019813,0.0,0.002907,0.0,1.256,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-03-20,0,-0.5088944760187766,0.0,0.002845,0.0,1.232,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-03-21,0,-0.2619227807179743,0.0,0.002897,0.0,1.232,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-03-22,0,-0.5321185545334245,0.0,0.00261,0.0,1.147,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-03-23,0,-0.2663009618610589,0.0,0.002859,0.0,1.234,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-03-24,0,0.3123575774409954,0.0,0.00306,0.0,1.272,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-03-25,0,0.6382045823579464,0.0,0.003056,0.0,1.261,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-03-26,0,0.7388152481230061,0.0,0.003079,0.0,1.277,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-03-27,2,1.609002802312253,0.0,0.002998,0.0,1.204,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-03-28,2,1.266516476324601,0.0,0.002969,0.0,1.213,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-03-29,0,0.6936408834423843,0.0,0.002721,0.0,1.141,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-03-30,2,1.255603409593647,0.0,0.002933,0.0,1.197,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-03-31,2,1.9669816807769267,0.0,0.003108,0.0,1.21,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-04-01,2,1.7728055248127914,0.0,0.003153,0.0,1.223,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-04-02,2,1.3591714028159736,0.0,0.003228,0.0,1.268,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-04-03,2,1.3990476720284482,0.0,0.00326,0.0,1.268,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-04-04,0,0.9429996044187265,0.0,0.003245,0.0,1.29,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-04-05,2,1.3104306662930854,0.0,0.00323,0.0,1.258,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-04-06,2,1.2469558140076105,0.0,0.003643,0.0,1.416,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-04-07,2,2.687967184199076,0.0,0.003872,0.0,1.375,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-04-08,2,1.2919771354338228,0.0,0.003979,0.0,1.5,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-04-09,0,0.9436906272913073,0.0,0.003866,0.0,1.476,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-04-10,2,1.3465359588212982,0.0,0.003608,0.0,1.341,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-04-11,2,1.5220849148851454,0.0,0.003679,0.0,1.348,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-04-12,2,1.2466738411748868,0.0,0.003681,0.0,1.36,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-04-13,1,1.0164955768761728,-27466164.466025755,0.003609,73919.00638172032,1.341,200000,198250.7751157739,-1749.2248842261033,0.9912538755788695
2020-04-14,2,1.401107474068323,0.0,0.003667,0.0,1.331,200000,200583.00271862058,583.0027186205843,1.0029150135931029
2020-04-15,2,1.7605274162835423,0.0,0.003658,0.0,1.295,200000,200583.00271862058,583.0027186205843,1.0029150135931029
2020-04-16,0,0.8821990579184784,0.0,0.003828,0.0,1.403,200000,200583.00271862058,583.0027186205843,1.0029150135931029
2020-04-17,0,0.8532688262592065,0.0,0.003783,0.0,1.383,200000,200583.00271862058,583.0027186205843,1.0029150135931029
2020-04-18,1,1.0254773017411742,-25275075.94740683,0.003968,69792.27652004891,1.437,200000,200583.00271862058,583.0027186205843,1.0029150135931029
2020-04-19,2,1.3716425522765778,0.0,0.003904,0.0,1.391,200000,202175.8425779088,2175.8425779087993,1.010879212889544
2020-04-20,0,0.992444932635507,0.0,0.003644,0.0,1.311,200000,202175.8425779088,2175.8425779087993,1.010879212889544
2020-04-21,1,1.0518461227845017,-27491955.748967744,0.003677,76872.94394597293,1.315,200000,202175.8425779088,2175.8425779087993,1.010879212889544
2020-04-22,2,1.4664052683546398,0.0,0.003898,0.0,1.367,200000,204254.1717132401,4254.171713240095,1.0212708585662005
2020-04-23,2,1.2754979873666605,0.0,0.003952,0.0,1.389,200000,204254.1717132401,4254.171713240095,1.0212708585662005
2020-04-24,2,1.4157277874153984,0.0,0.004085,0.0,1.426,200000,204254.1717132401,4254.171713240095,1.0212708585662005
2020-04-25,1,1.1222811695784982,-24223692.091228664,0.004216,68911.66387086373,1.482,200000,204254.1717132401,4254.171713240095,1.0212708585662005
2020-04-26,2,1.9615660590327033,0.0,0.00448,0.0,1.532,200000,207203.64323178126,7203.643231781258,1.0360182161589062
2020-04-27,2,1.4495749624959022,0.0,0.004356,0.0,1.505,200000,207203.64323178126,7203.643231781258,1.0360182161589062
2020-04-28,0,0.31886667950492864,0.0,0.004287,0.0,1.527,200000,207203.64323178126,7203.643231781258,1.0360182161589062
2020-04-29,2,1.6590317442088276,0.0,0.004766,0.0,1.633,200000,207203.64323178126,7203.643231781258,1.0360182161589062
2020-04-30,0,0.4229967720432912,0.0,0.004353,0.0,1.536,200000,207203.64323178126,7203.643231781258,1.0360182161589062
2020-05-01,0,-0.13722369327352357,0.0,0.004437,0.0,1.585,200000,207203.64323178126,7203.643231781258,1.0360182161589062
2020-05-02,0,-0.9601753844439866,0.0,0.004515,0.0,1.642,200000,207203.64323178126,7203.643231781258,1.0360182161589062
2020-05-03,-2,-1.3039531917597593,0.0,0.004332,0.0,1.584,200000,207203.64323178126,7203.643231781258,1.0360182161589062
2020-05-04,0,0.5904570452720568,0.0,0.004444,0.0,1.558,200000,207203.64323178126,7203.643231781258,1.0360182161589062
2020-05-05,0,0.6268493986135343,0.0,0.004419,0.0,1.547,200000,207203.64323178126,7203.643231781258,1.0360182161589062
2020-05-06,0,-0.09818538850721062,0.0,0.00425,0.0,1.508,200000,207203.64323178126,7203.643231781258,1.0360182161589062
2020-05-07,0,0.21508224209210072,0.0,0.00451,0.0,1.588,200000,207203.64323178126,7203.643231781258,1.0360182161589062
2020-05-08,1,1.0177378363141862,-21660426.848398626,0.004783,62523.730607055295,1.657,200000,207203.64323178126,7203.643231781258,1.0360182161589062
2020-05-09,1,0.3238285095280801,-21660426.848398626,0.004549,62523.730607055295,1.594,200000,198196.1083210115,-1803.891678988497,0.9909805416050576
2020-05-10,1,0.9177861933751635,-21660426.848398626,0.004165,62523.730607055295,1.442,200000,180374.897358954,-19625.10264104599,0.9018744867947701
2020-05-11,2,1.6431923908890629,0.0,0.004113,0.0,1.401,200000,208697.23227876032,8697.232278760319,1.0434861613938016
2020-05-12,0,0.7245008864424087,0.0,0.004243,0.0,1.468,200000,208697.23227876032,8697.232278760319,1.0434861613938016
2020-05-13,2,2.1662519888159077,0.0,0.004459,0.0,1.49,200000,208697.23227876032,8697.232278760319,1.0434861613938016
2020-05-14,1,1.0014750001614359,-23219540.751976006,0.004494,67935.2969657423,1.536,200000,208697.23227876032,8697.232278760319,1.0434861613938016
2020-05-15,1,0.7797738070020014,-23219540.751976006,0.004377,67935.2969657423,1.501,200000,203602.81061697815,3602.810616978153,1.0180140530848907
2020-05-16,1,0.3930021342376308,-23219540.751976006,0.004449,67935.2969657423,1.54,200000,207924.0941327844,7924.094132784405,1.039620470663922
2020-05-17,0,-0.023912298469723012,0.0,0.004426,0.0,1.547,200000,206371.01524100284,6371.015241002839,1.0318550762050143
2020-05-18,0,-0.3666975645238201,0.0,0.004487,0.0,1.579,200000,206371.01524100284,6371.015241002839,1.0318550762050143
2020-05-19,0,0.07296347963242684,0.0,0.004534,0.0,1.582,200000,206371.01524100284,6371.015241002839,1.0318550762050143
2020-05-20,0,0.1291601109191841,0.0,0.004525,0.0,1.576,200000,206371.01524100284,6371.015241002839,1.0318550762050143
2020-05-21,0,-0.5928977681555118,0.0,0.004237,0.0,1.497,200000,206371.01524100284,6371.015241002839,1.0318550762050143
2020-05-22,-2,-3.0513860625985805,0.0,0.00464,0.0,1.763,200000,206371.01524100284,6371.015241002839,1.0318550762050143
2020-05-23,-2,-1.3479530053038022,0.0,0.004609,0.0,1.668,200000,206371.01524100284,6371.015241002839,1.0318550762050143
2020-05-24,0,0.03284596988615296,0.0,0.004467,0.0,1.56,200000,206371.01524100284,6371.015241002839,1.0318550762050143
2020-05-25,2,2.194930863209005,0.0,0.005064,0.0,1.657,200000,206371.01524100284,6371.015241002839,1.0318550762050143
2020-05-26,0,0.7189063101966083,0.0,0.004871,0.0,1.658,200000,206371.01524100284,6371.015241002839,1.0318550762050143
2020-05-27,2,1.2463695430427364,0.0,0.004896,0.0,1.635,200000,206371.01524100284,6371.015241002839,1.0318550762050143
2020-05-28,2,2.936043321904251,0.0,0.005508,0.0,1.689,200000,206371.01524100284,6371.015241002839,1.0318550762050143
2020-05-29,2,2.446880611393978,0.0,0.005547,0.0,1.687,200000,206371.01524100284,6371.015241002839,1.0318550762050143
2020-05-30,2,2.650323126623671,0.0,0.006227,0.0,1.802,200000,206371.01524100284,6371.015241002839,1.0318550762050143
2020-05-31,2,2.5131140339616467,0.0,0.006247,0.0,1.747,200000,206371.01524100284,6371.015241002839,1.0318550762050143
2020-06-01,2,1.9225057592674732,0.0,0.006655,0.0,1.89,200000,206371.01524100284,6371.015241002839,1.0318550762050143
2020-06-02,2,2.7932577500023816,0.0,0.00725,0.0,1.794,200000,206371.01524100284,6371.015241002839,1.0318550762050143
2020-06-03,2,1.9583319711905463,0.0,0.007099,0.0,1.829,200000,206371.01524100284,6371.015241002839,1.0318550762050143
2020-06-04,2,1.2534460848316586,0.0,0.006732,0.0,1.838,200000,206371.01524100284,6371.015241002839,1.0318550762050143
2020-06-05,2,1.2552297921542115,0.0,0.006693,0.0,1.798,200000,206371.01524100284,6371.015241002839,1.0318550762050143
2020-06-06,2,1.5785722641598274,0.0,0.007301,0.0,1.848,200000,206371.01524100284,6371.015241002839,1.0318550762050143
2020-06-07,2,1.5128764883614945,0.0,0.007246,0.0,1.807,200000,206371.01524100284,6371.015241002839,1.0318550762050143
2020-06-08,2,1.7848436623949353,0.0,0.007787,0.0,1.825,200000,206371.01524100284,6371.015241002839,1.0318550762050143
2020-06-09,2,1.96542046955243,0.0,0.008181,0.0,1.805,200000,206371.01524100284,6371.015241002839,1.0318550762050143
2020-06-10,2,2.1092988910350763,0.0,0.009008,0.0,1.863,200000,206371.01524100284,6371.015241002839,1.0318550762050143
2020-06-11,2,2.266135810255281,0.0,0.008762,0.0,1.686,200000,206371.01524100284,6371.015241002839,1.0318550762050143
2020-06-12,2,2.315510376749908,0.0,0.00971,0.0,1.745,200000,206371.01524100284,6371.015241002839,1.0318550762050143
2020-06-13,2,1.8236245837337601,0.0,0.009597,0.0,1.778,200000,206371.01524100284,6371.015241002839,1.0318550762050143
2020-06-14,2,1.2183189213028633,0.0,0.00864,0.0,1.72,200000,206371.01524100284,6371.015241002839,1.0318550762050143
2020-06-15,2,1.5034816633648136,0.0,0.00901,0.0,1.674,200000,206371.01524100284,6371.015241002839,1.0318550762050143
2020-06-16,2,1.2025783756073414,0.0,0.009061,0.0,1.732,200000,206371.01524100284,6371.015241002839,1.0318550762050143
2020-06-17,1,1.1390567751119383,-11448519.651669968,0.009013,60342.40211725229,1.71,200000,206371.01524100284,6371.015241002839,1.0318550762050143
2020-06-18,1,0.8932649259358989,-11448519.651669968,0.00866,60342.40211725229,1.682,200000,200640.10054468026,640.1005446802592,1.0032005027234012
2020-06-19,1,0.6163828610304282,-11448519.651669968,0.008379,60342.40211725229,1.676,200000,197061.0121098575,-2938.987890142511,0.9853050605492875
2020-06-20,1,0.45197262342063976,-11448519.651669968,0.00829,60342.40211725229,1.68,200000,196283.4634693279,-3716.536530672107,0.9814173173466395
2020-06-21,1,0.45683452644908723,-11448519.651669968,0.008626,60342.40211725229,1.729,200000,203086.94377603434,3086.9437760343426,1.0154347188801718
2020-06-22,1,0.4865710571247169,-11448519.651669968,0.009283,60342.40211725229,1.838,200000,217185.94301796204,17185.94301796204,1.0859297150898102
2020-06-23,1,0.2607548381002117,-11448519.651669968,0.008903,60342.40211725229,1.796,200000,210301.12466140284,10301.124661402835,1.0515056233070141
2020-06-24,1,0.5800964094822101,-11448519.651669968,0.008996,60342.40211725229,1.736,200000,207745.29286197302,7745.292861973023,1.038726464309865
2020-06-25,1,0.4875285965091966,-11448519.651669968,0.008882,60342.40211725229,1.718,200000,205353.9983835721,5353.998383572092,1.0267699919178606
2020-06-26,1,0.8138351181234599,-11448519.651669968,0.008949,60342.40211725229,1.678,200000,203707.3531155439,3707.3531155438977,1.0185367655777195
2020-06-27,1,1.1764788579385899,-11448519.651669968,0.008608,60342.40211725229,1.577,200000,193708.82530048193,-6291.174699518073,0.9685441265024096
2020-06-28,1,0.9375470472650963,-11448519.651669968,0.00869,60342.40211725229,1.615,200000,196940.61519237448,-3059.3848076255235,0.9847030759618723
2020-06-29,0,0.08033680158603516,0.0,0.008691,0.0,1.671,200000,205037.94559573795,5037.945595737954,1.0251897279786897
2020-06-30,0,0.9128652278442265,0.0,0.008837,0.0,1.643,200000,205037.94559573795,5037.945595737954,1.0251897279786897
2020-07-01,2,2.1635494263798574,0.0,0.009436,0.0,1.657,200000,205037.94559573795,5037.945595737954,1.0251897279786897
2020-07-02,2,2.34297797848341,0.0,0.009556,0.0,1.647,200000,205037.94559573795,5037.945595737954,1.0251897279786897
2020-07-03,2,2.9506801719137004,0.0,0.010223,0.0,1.636,200000,205037.94559573795,5037.945595737954,1.0251897279786897
2020-07-04,2,3.508648650539663,0.0,0.012525,0.0,1.695,200000,205037.94559573795,5037.945595737954,1.0251897279786897
2020-07-05,2,3.0790121331425158,0.0,0.014307,0.0,1.774,200000,205037.94559573795,5037.945595737954,1.0251897279786897
2020-07-06,2,2.3071290957828072,0.0,0.01442,0.0,1.821,200000,205037.94559573795,5037.945595737954,1.0251897279786897
2020-07-07,2,2.8416253412751464,0.0,0.017325,0.0,1.807,200000,205037.94559573795,5037.945595737954,1.0251897279786897
2020-07-08,2,2.398255972641983,0.0,0.019932,0.0,2.019,200000,205037.94559573795,5037.945595737954,1.0251897279786897
2020-07-09,2,1.3887909905914606,0.0,0.01825,0.0,2.13,200000,205037.94559573795,5037.945595737954,1.0251897279786897
2020-07-10,1,1.1596037515211763,-5988607.558728254,0.017119,50328.41079915021,2.037,200000,205037.94559573795,5037.945595737954,1.0251897279786897
2020-07-11,2,1.3134850140446022,0.0,0.018535,0.0,2.079,200000,211404.0206453328,11404.020645332814,1.0570201032266642
2020-07-12,1,1.163788872252835,-5822198.310254277,0.018155,51688.02460766084,2.045,200000,211404.0206453328,11404.020645332814,1.0570201032266642
2020-07-13,1,0.7734162832782012,-5822198.310254277,0.018461,51688.02460766084,2.211,200000,221765.82541314233,21765.82541314233,1.1088291270657116
2020-07-14,1,0.41997098148491996,-5822198.310254277,0.01845,51688.02460766084,2.346,200000,228679.66455376375,28679.664553763752,1.1433983227688187
2020-07-15,1,0.6000587007716905,-5822198.310254277,0.018996,51688.02460766084,2.293,200000,229119.11952695652,29119.11952695652,1.1455955976347827
2020-07-16,1,0.24755465225227863,-5822198.310254277,0.018036,51688.02460766084,2.303,200000,224046.68939518905,24046.689395189052,1.1202334469759452
2020-07-17,0,0.03516912324627597,0.0,0.018211,0.0,2.392,200000,193794.31921184878,-6205.680788151221,0.9689715960592439
2020-07-18,0,0.00568237830097547,0.0,0.018168,0.0,2.364,200000,193794.31921184878,-6205.680788151221,0.9689715960592439
2020-07-19,0,-0.09440514743059242,0.0,0.018017,0.0,2.344,200000,193794.31921184878,-6205.680788151221,0.9689715960592439
2020-07-20,0,-0.5851705308118161,0.0,0.016074,0.0,2.215,200000,193794.31921184878,-6205.680788151221,0.9689715960592439
2020-07-21,0,-0.5566168876900716,0.0,0.0175,0.0,2.351,200000,193794.31921184878,-6205.680788151221,0.9689715960592439
2020-07-22,0,-0.8453041966512181,0.0,0.017467,0.0,2.376,200000,193794.31921184878,-6205.680788151221,0.9689715960592439
2020-07-23,0,-0.9990876105017488,0.0,0.017381,0.0,2.357,200000,193794.31921184878,-6205.680788151221,0.9689715960592439
2020-07-24,0,-0.9279359140047696,0.0,0.016995,0.0,2.287,200000,193794.31921184878,-6205.680788151221,0.9689715960592439
2020-07-25,0,-0.7069949513407673,0.0,0.018218,0.0,2.409,200000,193794.31921184878,-6205.680788151221,0.9689715960592439
2020-07-26,0,-0.8143368183673755,0.0,0.017554,0.0,2.357,200000,193794.31921184878,-6205.680788151221,0.9689715960592439
2020-07-27,-2,-1.6214336516388947,0.0,0.015641,0.0,2.32,200000,193794.31921184878,-6205.680788151221,0.9689715960592439
2020-07-28,-2,-1.674099872027552,0.0,0.01598,0.0,2.374,200000,193794.31921184878,-6205.680788151221,0.9689715960592439
2020-07-29,-2,-1.6309618792933032,0.0,0.015583,0.0,2.351,200000,193794.31921184878,-6205.680788151221,0.9689715960592439
2020-07-30,0,-0.5173537821542256,0.0,0.017315,0.0,2.373,200000,193794.31921184878,-6205.680788151221,0.9689715960592439
2020-07-31,0,-0.7604635852891135,0.0,0.017204,0.0,2.42,200000,193794.31921184878,-6205.680788151221,0.9689715960592439
2020-08-01,-2,-1.7672463100540192,0.0,0.017319,0.0,2.65,200000,193794.31921184878,-6205.680788151221,0.9689715960592439
2020-08-02,-2,-1.2623852398549422,0.0,0.016207,0.0,2.403,200000,193794.31921184878,-6205.680788151221,0.9689715960592439
2020-08-03,-2,-1.7931091212464958,0.0,0.0167,0.0,2.621,200000,193794.31921184878,-6205.680788151221,0.9689715960592439
2020-08-04,-2,-1.3118414805888055,0.0,0.018734,0.0,2.848,200000,193794.31921184878,-6205.680788151221,0.9689715960592439
2020-08-05,0,-0.7896497008999301,0.0,0.018793,0.0,2.773,200000,193794.31921184878,-6205.680788151221,0.9689715960592439
2020-08-06,0,0.09521156853554462,0.0,0.019704,0.0,2.762,200000,193794.31921184878,-6205.680788151221,0.9689715960592439
2020-08-07,0,0.009102829303059501,0.0,0.018671,0.0,2.642,200000,193794.31921184878,-6205.680788151221,0.9689715960592439
2020-08-08,2,1.297980320379584,0.0,0.020815,0.0,2.756,200000,193794.31921184878,-6205.680788151221,0.9689715960592439
