date,statusList,zscore,MITHUSDT_position,MITHUSDT_price,ZECUSDT_position,ZECUSDT_price,init,total_asset,pnl,return
2020-08-06,-1,-1.0811413536088308,9638491.182892311,0.01,-996.2264788519185,96.75,200000,192769.82365784622,-7230.176342153776,0.9638491182892311
2020-08-07,-1,-0.955768741394831,9638491.182892311,0.00996,-996.2264788519185,94.42,200000,190063.07631480557,-9936.92368519443,0.9503153815740278
2020-08-08,-1,-0.8415225548422831,9638491.182892311,0.01035,-996.2264788519185,97.08,200000,196472.05030987965,-3527.949690120353,0.9823602515493982
2020-08-09,-1,-0.3993225612461299,9638491.182892311,0.01088,-996.2264788519185,92.01,200000,196529.5823890334,-3470.4176109666005,0.982647911945167
2020-08-10,0,0.3707497617528192,0.0,0.01256,0.0,89.01,200000,160384.49328332808,-39615.506716671924,0.8019224664166404
2020-08-11,0,0.35655522276559026,0.0,0.01104,0.0,80.88,200000,160384.49328332808,-39615.506716671924,0.8019224664166404
2020-08-12,0,0.5962225681968567,0.0,0.01155,0.0,83.52,200000,160384.49328332808,-39615.506716671924,0.8019224664166404
2020-08-13,0,0.08232120069307923,0.0,0.01084,0.0,87.4,200000,160384.49328332808,-39615.506716671924,0.8019224664166404
2020-08-14,0,0.7292653004156671,0.0,0.01132,0.0,85.03,200000,160384.49328332808,-39615.506716671924,0.8019224664166404
2020-08-15,0,0.4819491216963698,0.0,0.01074,0.0,85.12,200000,160384.49328332808,-39615.506716671924,0.8019224664166404
2020-08-16,2,1.2092657351115237,0.0,0.01178,0.0,85.3,200000,160384.49328332808,-39615.506716671924,0.8019224664166404
2020-08-17,0,0.9806390733319104,0.0,0.01169,0.0,86.74,200000,160384.49328332808,-39615.506716671924,0.8019224664166404
2020-08-18,0,0.9644394764977253,0.0,0.01125,0.0,83.14,200000,160384.49328332808,-39615.506716671924,0.8019224664166404
2020-08-19,0,0.9270733057542755,0.0,0.01029,0.0,76.3,200000,160384.49328332808,-39615.506716671924,0.8019224664166404
2020-08-20,0,0.9503754279697656,0.0,0.01076,0.0,78.87,200000,160384.49328332808,-39615.506716671924,0.8019224664166404
2020-08-21,0,0.7921015281947232,0.0,0.00995,0.0,73.56,200000,160384.49328332808,-39615.506716671924,0.8019224664166404
2020-08-22,0,0.2577011052755855,0.0,0.00984,0.0,76.88,200000,160384.49328332808,-39615.506716671924,0.8019224664166404
2020-08-23,0,-0.5841464129076903,0.0,0.0098,0.0,84.36,200000,160384.49328332808,-39615.506716671924,0.8019224664166404
2020-08-24,0,0.6438888795178889,0.0,0.01084,0.0,80.26,200000,160384.49328332808,-39615.506716671924,0.8019224664166404
2020-08-25,0,0.6834508484716962,0.0,0.00994,0.0,72.93,200000,160384.49328332808,-39615.506716671924,0.8019224664166404
2020-08-26,0,0.7221028842400138,0.0,0.01031,0.0,75.0,200000,160384.49328332808,-39615.506716671924,0.8019224664166404
2020-08-27,0,0.1197781587989613,0.0,0.00954,0.0,72.13,200000,160384.49328332808,-39615.506716671924,0.8019224664166404
2020-08-28,0,-0.02174554691793523,0.0,0.01009,0.0,76.24,200000,160384.49328332808,-39615.506716671924,0.8019224664166404
2020-08-29,0,0.18143672668811112,0.0,0.01057,0.0,78.68,200000,160384.49328332808,-39615.506716671924,0.8019224664166404
2020-08-30,0,-0.5901011919949704,0.0,0.0105,0.0,81.11,200000,160384.49328332808,-39615.506716671924,0.8019224664166404
2020-08-31,2,1.528281668080516,0.0,0.01111,0.0,78.29,200000,160384.49328332808,-39615.506716671924,0.8019224664166404
2020-09-01,0,-0.19388021152960108,0.0,0.01094,0.0,83.17,200000,160384.49328332808,-39615.506716671924,0.8019224664166404
2020-09-02,0,-0.8767392420503219,0.0,0.00972,0.0,75.9,200000,160384.49328332808,-39615.506716671924,0.8019224664166404
2020-09-03,0,-0.33898898803992983,0.0,0.00743,0.0,56.77,200000,160384.49328332808,-39615.506716671924,0.8019224664166404
2020-09-04,0,0.19132591348347255,0.0,0.008,0.0,59.64,200000,160384.49328332808,-39615.506716671924,0.8019224664166404
2020-09-05,-2,-2.0751494010404534,0.0,0.00672,0.0,55.98,200000,160384.49328332808,-39615.506716671924,0.8019224664166404
2020-09-06,-2,-1.9066821682697,0.0,0.00701,0.0,58.92,200000,160384.49328332808,-39615.506716671924,0.8019224664166404
2020-09-07,-2,-2.362557624607969,0.0,0.00692,0.0,61.86,200000,160384.49328332808,-39615.506716671924,0.8019224664166404
2020-09-08,-1,-1.0401046262758056,11262955.98899776,0.00712,-1366.3698524734034,58.69,200000,160384.49328332808,-39615.506716671924,0.8019224664166404
2020-09-09,-1,-1.1253026729621987,11262955.98899776,0.00717,-1366.3698524734034,59.92,200000,162628.27600132028,-37371.72399867972,0.8131413800066014
2020-09-10,-2,-1.386615476629897,0.0,0.00721,0.0,62.07,200000,163989.1573456784,-36010.842654321605,0.8199457867283919
2020-09-11,-1,-1.0585631651859901,10961842.06856139,0.00748,-1294.9238577517244,63.32,200000,163989.1573456784,-36010.842654321605,0.8199457867283919
2020-09-12,-2,-1.5203258550885885,0.0,0.00747,0.0,65.68,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-09-13,-2,-1.647925760402636,0.0,0.00691,0.0,62.54,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-09-14,-2,-1.5378429070474555,0.0,0.00694,0.0,63.28,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-09-15,-2,-1.7009562765501647,0.0,0.00629,0.0,59.4,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-09-16,-2,-1.5942304319022784,0.0,0.00611,0.0,58.34,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-09-17,-2,-1.5437640840133555,0.0,0.00615,0.0,59.65,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-09-18,-2,-1.44126688893058,0.0,0.00593,0.0,57.9,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-09-19,-2,-1.45356862652559,0.0,0.00581,0.0,57.97,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-09-20,-2,-1.4635156052601914,0.0,0.00572,0.0,57.6,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-09-21,-2,-1.285458969168161,0.0,0.00516,0.0,51.63,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-09-22,-2,-1.3406309167185215,0.0,0.00522,0.0,53.31,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-09-23,-2,-1.5998189245593615,0.0,0.00486,0.0,51.84,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-09-24,-2,-1.245233112246623,0.0,0.00536,0.0,55.16,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-09-25,0,-0.7758225023823079,0.0,0.00552,0.0,54.87,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-09-26,0,-0.9786592361765166,0.0,0.00551,0.0,56.2,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-09-27,0,-0.7625081550912376,0.0,0.00551,0.0,55.55,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-09-28,0,-0.8992998403511809,0.0,0.00548,0.0,56.22,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-09-29,-2,-1.987960266891572,0.0,0.00536,0.0,61.25,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-09-30,-2,-2.016957678333792,0.0,0.00546,0.0,64.1,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-10-01,-2,-2.037328629459174,0.0,0.0054,0.0,64.67,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-10-02,-2,-2.0191508800599896,0.0,0.00521,0.0,63.85,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-10-03,-2,-1.5263338333731895,0.0,0.00512,0.0,60.73,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-10-04,-2,-1.584630235495483,0.0,0.00521,0.0,63.12,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-10-05,-2,-1.5947300399260567,0.0,0.00532,0.0,65.76,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-10-06,-2,-1.8870905934143172,0.0,0.00468,0.0,61.48,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-10-07,-2,-1.2653551712230207,0.0,0.00494,0.0,61.48,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-10-08,-2,-1.2151280426285116,0.0,0.00494,0.0,61.99,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-10-09,0,-0.3032839430130914,0.0,0.00553,0.0,63.52,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-10-10,0,-0.895411900846739,0.0,0.00543,0.0,66.79,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-10-11,-2,-1.5493379016744588,0.0,0.00539,0.0,72.46,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-10-12,-2,-1.246951113967807,0.0,0.00553,0.0,72.93,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-10-13,0,-0.8567952407822362,0.0,0.00549,0.0,70.07,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-10-14,0,-0.9964234268596239,0.0,0.00525,0.0,68.75,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-10-15,0,-0.9709866462860796,0.0,0.00519,0.0,68.24,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-10-16,0,-0.35430910938001264,0.0,0.00501,0.0,62.59,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-10-17,0,-0.09641042327609586,0.0,0.0051,0.0,62.99,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-10-18,0,-0.3328685694149951,0.0,0.00511,0.0,64.42,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-10-19,0,-0.7769248806625562,0.0,0.00496,0.0,64.08,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-10-20,0,0.47811379127188564,0.0,0.00471,0.0,57.85,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-10-21,0,0.2536864725053917,0.0,0.00505,0.0,62.72,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-10-22,0,-0.3222784424092893,0.0,0.00515,0.0,65.54,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-10-23,0,0.9716527325714422,0.0,0.00521,0.0,63.26,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-10-24,0,0.3217192981645952,0.0,0.00515,0.0,64.14,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-10-25,1,1.0424811622763348,-16134632.825353097,0.00518,1331.4863475438751,62.77,200000,167154.79607065808,-32845.20392934192,0.8357739803532904
2020-10-26,1,0.4781938939889838,-16134632.825353097,0.00488,1331.4863475438751,60.2,200000,158892.48630986438,-41107.513690135616,0.794462431549322
2020-10-27,0,-0.24445486076226308,0.0,0.00483,0.0,61.2,200000,163598.10814742837,-36401.89185257163,0.8179905407371418
2020-10-28,0,0.8449420043728799,0.0,0.00467,0.0,56.8,200000,163598.10814742837,-36401.89185257163,0.8179905407371418
2020-10-29,-1,-1.0507163479680497,18761250.934338115,0.00436,-1438.3515750609142,56.87,200000,163598.10814742837,-36401.89185257163,0.8179905407371418
2020-10-30,-2,-2.436723134572588,0.0,0.00417,0.0,58.21,200000,169090.13693553425,-30909.863064465753,0.8454506846776713
2020-10-31,-2,-2.4881660563035637,0.0,0.00408,0.0,58.16,200000,169090.13693553425,-30909.863064465753,0.8454506846776713
2020-11-01,0,-0.9002896791113504,0.0,0.00439,0.0,58.17,200000,169090.13693553425,-30909.863064465753,0.8454506846776713
2020-11-02,0,-0.8572386131063026,0.0,0.00413,0.0,54.77,200000,169090.13693553425,-30909.863064465753,0.8454506846776713
2020-11-03,0,-0.3370964316786472,0.0,0.00411,0.0,53.2,200000,169090.13693553425,-30909.863064465753,0.8454506846776713
2020-11-04,0,-0.9018723559046695,0.0,0.00407,0.0,54.09,200000,169090.13693553425,-30909.863064465753,0.8454506846776713
2020-11-05,-1,-1.0285022794929783,20034376.414162826,0.00422,-1491.357708021999,56.69,200000,169090.13693553425,-30909.863064465753,0.8454506846776713
2020-11-06,0,0.8296564988384346,0.0,0.00499,0.0,61.57,200000,160941.49271177623,-39058.50728822377,0.8047074635588811
2020-11-07,0,0.7403583667199423,0.0,0.00464,0.0,57.4,200000,160941.49271177623,-39058.50728822377,0.8047074635588811
2020-11-08,2,1.8447448929972665,0.0,0.00521,0.0,60.61,200000,160941.49271177623,-39058.50728822377,0.8047074635588811
2020-11-09,2,2.0518213457072663,0.0,0.00515,0.0,58.42,200000,160941.49271177623,-39058.50728822377,0.8047074635588811
2020-11-10,2,2.406755210553683,0.0,0.00547,0.0,59.06,200000,160941.49271177623,-39058.50728822377,0.8047074635588811
2020-11-11,2,1.5015680760581847,0.0,0.00523,0.0,58.92,200000,160941.49271177623,-39058.50728822377,0.8047074635588811
2020-11-12,0,-0.40225724821252645,0.0,0.00488,0.0,62.99,200000,160941.49271177623,-39058.50728822377,0.8047074635588811
2020-11-13,0,-0.14826122460453697,0.0,0.00519,0.0,65.8,200000,160941.49271177623,-39058.50728822377,0.8047074635588811
2020-11-14,0,-0.551381777177324,0.0,0.00487,0.0,63.9,200000,160941.49271177623,-39058.50728822377,0.8047074635588811
2020-11-15,0,0.10144840456028777,0.0,0.00489,0.0,61.16,200000,160941.49271177623,-39058.50728822377,0.8047074635588811
2020-11-16,0,-0.4898464686970065,0.0,0.00493,0.0,64.55,200000,160941.49271177623,-39058.50728822377,0.8047074635588811
2020-11-17,0,-0.5924903704102401,0.0,0.00504,0.0,66.82,200000,160941.49271177623,-39058.50728822377,0.8047074635588811
2020-11-18,0,-0.43937612361928996,0.0,0.00482,0.0,63.17,200000,160941.49271177623,-39058.50728822377,0.8047074635588811
2020-11-19,0,-0.8868852079319062,0.0,0.00461,0.0,62.38,200000,160941.49271177623,-39058.50728822377,0.8047074635588811
2020-11-20,0,-0.6227160644944751,0.0,0.0048,0.0,63.23,200000,160941.49271177623,-39058.50728822377,0.8047074635588811
2020-11-21,0,-0.635346545439038,0.0,0.00551,0.0,72.62,200000,160941.49271177623,-39058.50728822377,0.8047074635588811
2020-11-22,0,-0.38617660739102877,0.0,0.00532,0.0,68.79,200000,160941.49271177623,-39058.50728822377,0.8047074635588811
2020-11-23,-2,-1.4247708187648556,0.0,0.00565,0.0,79.52,200000,160941.49271177623,-39058.50728822377,0.8047074635588811
2020-11-24,-2,-1.4297748055000725,0.0,0.00611,0.0,86.8,200000,160941.49271177623,-39058.50728822377,0.8047074635588811
2020-11-25,0,0.33335227879404283,0.0,0.00634,0.0,78.15,200000,160941.49271177623,-39058.50728822377,0.8047074635588811
2020-11-26,0,-0.11240493701473646,0.0,0.0055,0.0,70.16,200000,160941.49271177623,-39058.50728822377,0.8047074635588811
2020-11-27,0,0.3814840429971307,0.0,0.00565,0.0,69.5,200000,160941.49271177623,-39058.50728822377,0.8047074635588811
2020-11-28,0,0.028268329234513587,0.0,0.00594,0.0,75.31,200000,160941.49271177623,-39058.50728822377,0.8047074635588811
2020-11-29,0,0.653781148090927,0.0,0.00614,0.0,75.06,200000,160941.49271177623,-39058.50728822377,0.8047074635588811
2020-11-30,0,-0.3829050772332565,0.0,0.006,0.0,78.91,200000,160941.49271177623,-39058.50728822377,0.8047074635588811
2020-12-01,0,-0.7450413945811807,0.0,0.00558,0.0,74.82,200000,160941.49271177623,-39058.50728822377,0.8047074635588811
2020-12-02,0,0.40513865523139814,0.0,0.00599,0.0,76.66,200000,160941.49271177623,-39058.50728822377,0.8047074635588811
2020-12-03,0,0.8811762583660456,0.0,0.00603,0.0,75.69,200000,160941.49271177623,-39058.50728822377,0.8047074635588811
2020-12-04,1,1.1870070174334204,-14395482.353468357,0.00559,1166.0737046208972,69.01,200000,160941.49271177623,-39058.50728822377,0.8047074635588811
2020-12-05,1,0.9669058532857627,-14395482.353468357,0.00577,1166.0737046208972,71.83,200000,166821.00738243147,-33178.992617568525,0.8341050369121574
2020-12-06,0,-0.5930877776219897,0.0,0.00561,0.0,74.61,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2020-12-07,-2,-1.567493918454755,0.0,0.0054,0.0,75.57,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2020-12-08,-2,-1.3282090203307553,0.0,0.005,0.0,69.61,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2020-12-09,0,-0.1602762231631591,0.0,0.00529,0.0,69.38,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2020-12-10,0,0.2760535152533085,0.0,0.00514,0.0,65.96,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2020-12-11,0,-0.018826696134967326,0.0,0.0049,0.0,63.71,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2020-12-12,0,0.45431140017518556,0.0,0.00519,0.0,65.95,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2020-12-13,0,-0.49600740837429136,0.0,0.00516,0.0,68.25,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2020-12-14,0,0.427060670167689,0.0,0.00537,0.0,68.0,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2020-12-15,0,0.28024684421368606,0.0,0.0053,0.0,67.63,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2020-12-16,0,-0.9117555447455632,0.0,0.00547,0.0,73.21,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2020-12-17,0,-0.37936735799072896,0.0,0.00565,0.0,74.28,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2020-12-18,2,1.7743641206295269,0.0,0.00611,0.0,73.89,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2020-12-19,2,2.582477895761731,0.0,0.00638,0.0,73.5,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2020-12-20,2,3.8284029867978213,0.0,0.00816,0.0,73.69,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2020-12-21,2,1.8706203006828825,0.0,0.0066,0.0,67.77,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2020-12-22,2,3.190147567851018,0.0,0.00856,0.0,67.64,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2020-12-23,2,2.3559420258710624,0.0,0.00686,0.0,55.42,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2020-12-24,2,2.469245659455632,0.0,0.00855,0.0,62.1,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2020-12-25,2,2.0476925033534603,0.0,0.00885,0.0,64.27,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2020-12-26,2,2.546824099740779,0.0,0.01114,0.0,66.56,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2020-12-27,2,3.4223064511009746,0.0,0.01775,0.0,66.97,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2020-12-28,2,1.6215533704004734,0.0,0.01325,0.0,69.04,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2020-12-29,2,1.4221155640584062,0.0,0.01248,0.0,65.33,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2020-12-30,2,2.0205238579391875,0.0,0.01558,0.0,64.09,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2020-12-31,2,1.3646309909739633,0.0,0.01371,0.0,63.91,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2021-01-01,2,1.4833516204893995,0.0,0.01321,0.0,56.6,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2021-01-02,0,0.8045454542303123,0.0,0.01126,0.0,57.46,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2021-01-03,0,0.25492008687272916,0.0,0.00982,0.0,59.35,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2021-01-04,0,0.029935859639724994,0.0,0.00939,0.0,60.34,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2021-01-05,0,0.01570511790097355,0.0,0.00948,0.0,59.64,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2021-01-06,0,-0.0002649027482847041,0.0,0.01038,0.0,63.92,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2021-01-07,0,-0.4998366100787583,0.0,0.00956,0.0,67.75,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2021-01-08,0,-0.46510442893717774,0.0,0.01011,0.0,68.59,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2021-01-09,0,-0.7688533127849049,0.0,0.01067,0.0,78.44,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2021-01-10,-2,-1.5551001996311629,0.0,0.00989,0.0,96.37,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2021-01-11,-2,-1.5855115148717445,0.0,0.00852,0.0,88.24,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2021-01-12,-2,-1.723910367386903,0.0,0.0083,0.0,99.72,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2021-01-13,-2,-1.7051189936192253,0.0,0.00872,0.0,117.35,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2021-01-14,-2,-1.4997114854095588,0.0,0.00862,0.0,111.71,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2021-01-15,-2,-1.2578978570519885,0.0,0.00858,0.0,103.25,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2021-01-16,-1,-1.1287343754959542,8299323.477090591,0.00932,-715.6707513553322,108.08,200000,154699.3896129686,-45300.6103870314,0.773496948064843
2021-01-17,-1,-0.91260161287316,8299323.477090591,0.00948,-715.6707513553322,102.25,200000,151854.9208889015,-48145.07911109849,0.7592746044445076
2021-01-18,-1,-0.8299683944576585,8299323.477090591,0.00961,-715.6707513553322,103.98,200000,154171.94334076802,-45828.05665923198,0.7708597167038401
2021-01-19,-1,-0.7558692901444062,8299323.477090591,0.00952,-715.6707513553322,102.42,200000,152308.55785571557,-47691.44214428443,0.7615427892785778
2021-01-20,-1,-0.6372156192812001,8299323.477090591,0.00942,-715.6707513553322,98.99,200000,149023.87483085768,-50976.125169142324,0.7451193741542883
2021-01-21,0,0.17480246218196815,0.0,0.01033,0.0,82.92,200000,128310.79679700694,-71689.20320299306,0.6415539839850347
2021-01-22,0,0.058721624763893164,0.0,0.01009,0.0,86.94,200000,128310.79679700694,-71689.20320299306,0.6415539839850347
2021-01-23,0,0.24054048670183084,0.0,0.01022,0.0,85.95,200000,128310.79679700694,-71689.20320299306,0.6415539839850347
2021-01-24,0,0.31108757329146897,0.0,0.01067,0.0,90.0,200000,128310.79679700694,-71689.20320299306,0.6415539839850347
2021-01-25,0,0.11566989457431266,0.0,0.00971,0.0,87.89,200000,128310.79679700694,-71689.20320299306,0.6415539839850347
2021-01-26,0,0.13639622488131392,0.0,0.00962,0.0,89.26,200000,128310.79679700694,-71689.20320299306,0.6415539839850347
2021-01-27,0,0.3134983902532894,0.0,0.00858,0.0,78.41,200000,128310.79679700694,-71689.20320299306,0.6415539839850347
2021-01-28,0,0.545140697431351,0.0,0.0096,0.0,86.82,200000,128310.79679700694,-71689.20320299306,0.6415539839850347
2021-01-29,0,0.9775395749803447,0.0,0.00984,0.0,85.49,200000,128310.79679700694,-71689.20320299306,0.6415539839850347
2021-01-30,2,2.8759021909928744,0.0,0.0137,0.0,84.51,200000,128310.79679700694,-71689.20320299306,0.6415539839850347
2021-01-31,2,1.8191970732712115,0.0,0.01258,0.0,85.65,200000,128310.79679700694,-71689.20320299306,0.6415539839850347
2021-02-01,1,1.1376207240796596,-5386683.324811375,0.01191,723.3667651201204,88.69,200000,128310.79679700694,-71689.20320299306,0.6415539839850347
2021-02-02,2,1.2814315872773683,0.0,0.01296,0.0,92.37,200000,131304.82459241681,-68695.17540758319,0.6565241229620841
2021-02-03,2,1.7282262130084713,0.0,0.01475,0.0,95.23,200000,131304.82459241681,-68695.17540758319,0.6565241229620841
2021-02-04,2,1.7715586261728755,0.0,0.01451,0.0,90.0,200000,131304.82459241681,-68695.17540758319,0.6565241229620841
2021-02-05,2,1.4933954376771887,0.0,0.01529,0.0,96.44,200000,131304.82459241681,-68695.17540758319,0.6565241229620841
2021-02-06,0,0.9989975017015388,0.0,0.01406,0.0,94.24,200000,131304.82459241681,-68695.17540758319,0.6565241229620841
2021-02-07,0,0.7864213957222372,0.0,0.01349,0.0,92.3,200000,131304.82459241681,-68695.17540758319,0.6565241229620841
2021-02-08,1,1.0513497427420682,-4347841.873921086,0.0151,669.8542219794756,98.01,200000,131304.82459241681,-68695.17540758319,0.6565241229620841
2021-02-09,2,1.2117383360009126,0.0,0.01735,0.0,108.77,200000,133879.83738024012,-66120.16261975988,0.6693991869012006
2021-02-10,0,0.5975256516676002,0.0,0.01726,0.0,116.41,200000,133879.83738024012,-66120.16261975988,0.6693991869012006
2021-02-11,0,0.5765562985857191,0.0,0.02125,0.0,142.34,200000,133879.83738024012,-66120.16261975988,0.6693991869012006
2021-02-12,0,0.6533760608973774,0.0,0.02175,0.0,142.79,200000,133879.83738024012,-66120.16261975988,0.6693991869012006
2021-02-13,0,-0.274155920903823,0.0,0.02378,0.0,176.11,200000,133879.83738024012,-66120.16261975988,0.6693991869012006
2021-02-14,0,-0.2400274388176351,0.0,0.02147,0.0,156.33,200000,133879.83738024012,-66120.16261975988,0.6693991869012006
2021-02-15,0,-0.8519609726264247,0.0,0.02043,0.0,158.61,200000,133879.83738024012,-66120.16261975988,0.6693991869012006
2021-02-16,0,-0.9040827291751788,0.0,0.02032,0.0,155.68,200000,133879.83738024012,-66120.16261975988,0.6693991869012006
2021-02-17,-2,-1.2229239422911775,0.0,0.0217,0.0,168.37,200000,133879.83738024012,-66120.16261975988,0.6693991869012006
2021-02-18,0,-0.8385960436695655,0.0,0.02309,0.0,169.25,200000,133879.83738024012,-66120.16261975988,0.6693991869012006
2021-02-19,0,-0.4042601986310483,0.0,0.0253,0.0,180.19,200000,133879.83738024012,-66120.16261975988,0.6693991869012006
2021-02-20,0,-0.4268716159497952,0.0,0.02294,0.0,164.09,200000,133879.83738024012,-66120.16261975988,0.6693991869012006
2021-02-21,0,0.3805339366405652,0.0,0.0241,0.0,161.87,200000,133879.83738024012,-66120.16261975988,0.6693991869012006
2021-02-22,0,0.12212736883574114,0.0,0.02116,0.0,144.39,200000,133879.83738024012,-66120.16261975988,0.6693991869012006
2021-02-23,0,-0.5370355782223807,0.0,0.01769,0.0,127.13,200000,133879.83738024012,-66120.16261975988,0.6693991869012006
2021-02-24,0,0.4232161985504209,0.0,0.01935,0.0,130.96,200000,133879.83738024012,-66120.16261975988,0.6693991869012006
2021-02-25,0,0.2306858348706539,0.0,0.0176,0.0,121.25,200000,133879.83738024012,-66120.16261975988,0.6693991869012006
2021-02-26,0,0.3499804130774811,0.0,0.01726,0.0,118.23,200000,133879.83738024012,-66120.16261975988,0.6693991869012006
2021-02-27,2,3.549705902075087,0.0,0.024,0.0,119.78,200000,133879.83738024012,-66120.16261975988,0.6693991869012006
2021-02-28,2,2.4931697105167707,0.0,0.02168,0.0,111.31,200000,133879.83738024012,-66120.16261975988,0.6693991869012006
2021-03-01,2,1.4492365761337795,0.0,0.02207,0.0,124.4,200000,133879.83738024012,-66120.16261975988,0.6693991869012006
2021-03-02,1,1.0736527630525325,-3232251.0231830063,0.02071,555.4719001752557,120.51,200000,133879.83738024012,-66120.16261975988,0.6693991869012006
2021-03-03,1,0.7604339369230929,-3232251.0231830063,0.0211,555.4719001752557,126.69,200000,138573.23162236458,-61426.768377635424,0.692866158111823
2021-03-04,1,0.7965176471637686,-3232251.0231830063,0.02055,555.4719001752557,122.03,200000,134206.9945047972,-65793.00549520279,0.6710349725239861
2021-03-05,2,1.6685630736198838,0.0,0.02328,0.0,121.12,200000,141847.88465071353,-58152.11534928647,0.7092394232535677
