date,statusList,zscore,DASHUSDT_position,DASHUSDT_price,IOSTUSDT_position,IOSTUSDT_price,init,total_asset,pnl,return
2020-07-31,2,1.6604846148687438,0.0,82.45,0.0,0.005862,200000,207523.48742471344,7523.487424713443,1.0376174371235671
2020-08-01,2,2.393419137075404,0.0,93.13,0.0,0.006032,200000,207523.48742471344,7523.487424713443,1.0376174371235671
2020-08-02,2,2.165557937481459,0.0,85.29,0.0,0.005414,200000,207523.48742471344,7523.487424713443,1.0376174371235671
2020-08-03,2,1.9351770875006375,0.0,87.72,0.0,0.005509,200000,207523.48742471344,7523.487424713443,1.0376174371235671
2020-08-04,2,1.4889355900420138,0.0,86.88,0.0,0.005589,200000,207523.48742471344,7523.487424713443,1.0376174371235671
2020-08-05,2,1.7842341533050656,0.0,92.2,0.0,0.005596,200000,207523.48742471344,7523.487424713443,1.0376174371235671
2020-08-06,2,2.137132625893032,0.0,100.42,0.0,0.005625,200000,207523.48742471344,7523.487424713443,1.0376174371235671
2020-08-07,2,1.28770187213454,0.0,96.53,0.0,0.005853,200000,207523.48742471344,7523.487424713443,1.0376174371235671
2020-08-08,0,0.9818923038051967,0.0,98.36,0.0,0.006114,200000,207523.48742471344,7523.487424713443,1.0376174371235671
2020-08-09,0,0.8186566289469511,0.0,97.72,0.0,0.006132,200000,207523.48742471344,7523.487424713443,1.0376174371235671
2020-08-10,0,0.013281595479291962,0.0,95.54,0.0,0.006566,200000,207523.48742471344,7523.487424713443,1.0376174371235671
2020-08-11,0,-0.14518014456844824,0.0,88.55,0.0,0.006139,200000,207523.48742471344,7523.487424713443,1.0376174371235671
2020-08-12,0,-0.3008774688821407,0.0,91.7,0.0,0.006396,200000,207523.48742471344,7523.487424713443,1.0376174371235671
2020-08-13,0,-0.14921530485455436,0.0,92.77,0.0,0.006301,200000,207523.48742471344,7523.487424713443,1.0376174371235671
2020-08-14,-1,-1.0456887992444657,1127.8450403517036,92.0,-15433845.561855827,0.006723,200000,207523.48742471344,7523.487424713443,1.0376174371235671
2020-08-15,-2,-1.4554058890440114,0.0,93.95,0.0,0.007066,200000,210617.99862374418,10617.998623744177,1.053089993118721
2020-08-16,-2,-1.225940467125091,0.0,95.06,0.0,0.007034,200000,210617.99862374418,10617.998623744177,1.053089993118721
2020-08-17,-2,-1.4680671671817875,0.0,97.62,0.0,0.007432,200000,210617.99862374418,10617.998623744177,1.053089993118721
2020-08-18,-2,-1.565265999171387,0.0,92.66,0.0,0.007234,200000,210617.99862374418,10617.998623744177,1.053089993118721
2020-08-19,-2,-1.4224165806378852,0.0,87.72,0.0,0.006832,200000,210617.99862374418,10617.998623744177,1.053089993118721
2020-08-20,-2,-1.7229290464367446,0.0,91.5,0.0,0.007554,200000,210617.99862374418,10617.998623744177,1.053089993118721
2020-08-21,-2,-1.6135209277635203,0.0,86.75,0.0,0.007278,200000,210617.99862374418,10617.998623744177,1.053089993118721
2020-08-22,-2,-1.2240001336976634,0.0,90.82,0.0,0.007366,200000,210617.99862374418,10617.998623744177,1.053089993118721
2020-08-23,0,-0.9508226991055648,0.0,91.41,0.0,0.007242,200000,210617.99862374418,10617.998623744177,1.053089993118721
2020-08-24,-1,-1.073494462929654,1146.9069844464398,91.82,-14013173.561127357,0.007515,200000,210617.99862374418,10617.998623744177,1.053089993118721
2020-08-25,-1,-0.9250612818516664,1146.9069844464398,84.5,-14013173.561127357,0.00686,200000,193044.01081505785,-6955.989184942155,0.9652200540752892
2020-08-26,-1,-0.7230983557933819,1146.9069844464398,85.8,-14013173.561127357,0.006817,200000,193932.42343170973,-6067.576568290271,0.9696621171585487
2020-08-27,-1,-0.37050045987465097,1146.9069844464398,83.35,-14013173.561127357,0.006428,200000,185671.37680453737,-14328.623195462627,0.9283568840226869
2020-08-28,0,-0.07304564134438125,0.0,84.99,0.0,0.006439,200000,203373.1985757403,3373.1985757403017,1.0168659928787016
2020-08-29,0,-0.4954435077110729,0.0,85.0,0.0,0.006697,200000,203373.1985757403,3373.1985757403017,1.0168659928787016
2020-08-30,0,-0.2574864954606276,0.0,88.27,0.0,0.006882,200000,203373.1985757403,3373.1985757403017,1.0168659928787016
2020-08-31,-1,-1.0940014394946664,1181.0290277336835,86.1,-14299901.460817065,0.007111,200000,203373.19857574027,3373.1985757402726,1.0168659928787014
2020-09-01,-1,-0.41075263521217337,1181.0290277336835,89.05,-14299901.460817065,0.007094,200000,206614.13588272076,6614.135882720759,1.0330706794136038
2020-09-02,-1,-0.4352130038203635,1181.0290277336835,83.27,-14299901.460817065,0.006661,200000,193595.9307698863,-6404.069230113702,0.9679796538494315
2020-09-03,0,1.050728820728008,0.0,66.6,0.0,0.005066,200000,197159.96612917623,-2840.0338708237687,0.9857998306458812
2020-09-04,2,1.3758928456497894,0.0,72.62,0.0,0.005465,200000,197159.96612917623,-2840.0338708237687,0.9857998306458812
2020-09-05,2,2.6850590085833175,0.0,68.02,0.0,0.004833,200000,197159.96612917623,-2840.0338708237687,0.9857998306458812
2020-09-06,2,1.927388760804723,0.0,70.12,0.0,0.005073,200000,197159.96612917623,-2840.0338708237687,0.9857998306458812
2020-09-07,0,0.017574154812589508,0.0,76.05,0.0,0.005963,200000,197159.96612917623,-2840.0338708237687,0.9857998306458812
2020-09-08,-2,-2.104461844511398,0.0,74.74,0.0,0.006604,200000,197159.96612917623,-2840.0338708237687,0.9857998306458812
2020-09-09,0,-0.9112259956930586,0.0,75.5,0.0,0.00625,200000,197159.96612917623,-2840.0338708237687,0.9857998306458812
2020-09-10,-2,-2.991705717162833,0.0,77.01,0.0,0.007731,200000,197159.96612917623,-2840.0338708237687,0.9857998306458812
2020-09-11,-2,-2.1774684839705545,0.0,77.09,0.0,0.007514,200000,197159.96612917623,-2840.0338708237687,0.9857998306458812
2020-09-12,-2,-2.3361252215665407,0.0,79.34,0.0,0.008372,200000,197159.96612917623,-2840.0338708237687,0.9857998306458812
2020-09-13,-2,-1.5141351351190273,0.0,75.53,0.0,0.007372,200000,197159.96612917623,-2840.0338708237687,0.9857998306458812
2020-09-14,0,-0.7901268570140207,0.0,75.13,0.0,0.006765,200000,197159.96612917623,-2840.0338708237687,0.9857998306458812
2020-09-15,0,-0.40947013397015863,0.0,72.95,0.0,0.006313,200000,197159.96612917623,-2840.0338708237687,0.9857998306458812
2020-09-16,0,-0.8113556991870831,0.0,73.01,0.0,0.006689,200000,197159.96612917623,-2840.0338708237687,0.9857998306458812
2020-09-17,0,-0.39708577666493555,0.0,73.32,0.0,0.00644,200000,197159.96612917623,-2840.0338708237687,0.9857998306458812
2020-09-18,0,-0.575991940031305,0.0,72.24,0.0,0.006525,200000,197159.96612917623,-2840.0338708237687,0.9857998306458812
2020-09-19,0,-0.21574620819238294,0.0,72.85,0.0,0.006347,200000,197159.96612917623,-2840.0338708237687,0.9857998306458812
2020-09-20,0,-0.2109285291143258,0.0,70.77,0.0,0.00618,200000,197159.96612917623,-2840.0338708237687,0.9857998306458812
2020-09-21,0,0.4809260911353236,0.0,66.81,0.0,0.005421,200000,197159.96612917623,-2840.0338708237687,0.9857998306458812
2020-09-22,0,0.5183339655099821,0.0,68.12,0.0,0.00551,200000,197159.96612917623,-2840.0338708237687,0.9857998306458812
2020-09-23,0,0.48040070978337907,0.0,64.86,0.0,0.005294,200000,197159.96612917623,-2840.0338708237687,0.9857998306458812
2020-09-24,0,0.10108787164678788,0.0,67.79,0.0,0.005795,200000,197159.96612917623,-2840.0338708237687,0.9857998306458812
2020-09-25,0,0.2669264312112047,0.0,68.55,0.0,0.005842,200000,197159.96612917623,-2840.0338708237687,0.9857998306458812
2020-09-26,0,0.5568669473777857,0.0,69.04,0.0,0.00583,200000,197159.96612917623,-2840.0338708237687,0.9857998306458812
2020-09-27,0,0.6353626101517024,0.0,68.78,0.0,0.005815,200000,197159.96612917623,-2840.0338708237687,0.9857998306458812
2020-09-28,0,0.05445784416214658,0.0,67.35,0.0,0.005927,200000,197159.96612917623,-2840.0338708237687,0.9857998306458812
2020-09-29,0,0.2392748833158541,0.0,68.45,0.0,0.005964,200000,197159.96612917623,-2840.0338708237687,0.9857998306458812
2020-09-30,0,0.4186720747465181,0.0,69.17,0.0,0.005923,200000,197159.96612917623,-2840.0338708237687,0.9857998306458812
2020-10-01,0,0.7148235438118112,0.0,68.06,0.0,0.005696,200000,197159.96612917623,-2840.0338708237687,0.9857998306458812
2020-10-02,0,0.9680188971494654,0.0,65.95,0.0,0.005456,200000,197159.96612917623,-2840.0338708237687,0.9857998306458812
2020-10-03,2,1.2639650382522838,0.0,65.6,0.0,0.005366,200000,197159.96612917623,-2840.0338708237687,0.9857998306458812
2020-10-04,0,0.805983565679894,0.0,66.39,0.0,0.005502,200000,197159.96612917623,-2840.0338708237687,0.9857998306458812
2020-10-05,1,1.0048863922443272,-1468.0563375217887,67.15,17894351.61818626,0.005509,200000,197159.96612917623,-2840.0338708237687,0.9857998306458812
2020-10-06,2,1.31401087357554,0.0,65.28,0.0,0.005287,200000,198387.2468372478,-1612.7531627521967,0.991936234186239
2020-10-07,1,1.031977285332433,-1504.301234738003,65.94,18471810.692481175,0.00537,200000,198387.2468372478,-1612.7531627521967,0.991936234186239
2020-10-08,1,0.6068854155333357,-1504.301234738003,66.34,18471810.692481175,0.005464,200000,200725.31753623625,725.3175362362526,1.0036265876811812
2020-10-09,0,-1.062552284708116,0.0,67.27,0.0,0.0058,200000,192445.08888168246,-7554.911118317541,0.9622254444084123
2020-10-10,0,-0.6091836660162009,0.0,67.92,0.0,0.005769,200000,192445.08888168246,-7554.911118317541,0.9622254444084123
2020-10-11,0,0.3856481601612624,0.0,71.71,0.0,0.005945,200000,192445.08888168246,-7554.911118317541,0.9622254444084123
2020-10-12,0,0.8465750614521906,0.0,71.66,0.0,0.005883,200000,192445.08888168246,-7554.911118317541,0.9622254444084123
2020-10-13,0,-0.34819837619032895,0.0,71.23,0.0,0.006026,200000,192445.08888168246,-7554.911118317541,0.9622254444084123
2020-10-14,0,0.6428064316698474,0.0,70.05,0.0,0.005782,200000,192445.08888168246,-7554.911118317541,0.9622254444084123
2020-10-15,0,0.12513683657897098,0.0,69.27,0.0,0.00578,200000,192445.08888168246,-7554.911118317541,0.9622254444084123
2020-10-16,0,0.5055954682184478,0.0,66.06,0.0,0.005459,200000,192445.08888168246,-7554.911118317541,0.9622254444084123
2020-10-17,0,0.7832510345416818,0.0,67.33,0.0,0.00552,200000,192445.08888168246,-7554.911118317541,0.9622254444084123
2020-10-18,0,0.5056087599173057,0.0,67.29,0.0,0.005543,200000,192445.08888168246,-7554.911118317541,0.9622254444084123
2020-10-19,2,3.584915691749352,0.0,74.93,0.0,0.005576,200000,192445.08888168246,-7554.911118317541,0.9622254444084123
2020-10-20,2,3.0490611656978324,0.0,70.65,0.0,0.005131,200000,192445.08888168246,-7554.911118317541,0.9622254444084123
2020-10-21,2,2.153454107600544,0.0,74.73,0.0,0.005511,200000,192445.08888168246,-7554.911118317541,0.9622254444084123
2020-10-22,2,1.683929737214938,0.0,74.98,0.0,0.00558,200000,192445.08888168246,-7554.911118317541,0.9622254444084123
2020-10-23,1,1.0471038956947498,-1334.0155890869435,72.13,17472770.00923211,0.005507,200000,192445.08888168246,-7554.911118317541,0.9622254444084123
2020-10-24,2,1.3151682122195987,0.0,73.31,0.0,0.005481,200000,194473.5192970451,-5526.480702954897,0.9723675964852255
2020-10-25,0,0.9413923778193841,0.0,71.06,0.0,0.00539,200000,194473.5192970451,-5526.480702954897,0.9723675964852255
2020-10-26,0,0.8551981833168197,0.0,69.19,0.0,0.005251,200000,194473.5192970451,-5526.480702954897,0.9723675964852255
2020-10-27,1,1.0804140063953558,-1374.3711611098595,70.75,18437004.10476347,0.005274,200000,194473.51929704513,-5526.480702954868,0.9723675964852256
2020-10-28,2,1.2575496737791716,0.0,67.91,0.0,0.004975,200000,196082.96942681738,-3917.030573182623,0.9804148471340869
2020-10-29,1,1.1324822380799813,-1461.1249584710686,67.1,19923081.63247484,0.004921,200000,196082.96942681738,-3917.030573182623,0.9804148471340869
2020-10-30,2,1.7408693329512015,0.0,69.69,0.0,0.004891,200000,200464.9755182317,464.9755182316876,1.0023248775911584
2020-10-31,2,1.734449185448893,0.0,70.08,0.0,0.004855,200000,200464.9755182317,464.9755182316876,1.0023248775911584
2020-11-01,0,0.8530559800961295,0.0,68.79,0.0,0.004984,200000,200464.9755182317,464.9755182316876,1.0023248775911584
2020-11-02,0,0.9976869592758207,0.0,64.95,0.0,0.004645,200000,200464.9755182317,464.9755182316876,1.0023248775911584
2020-11-03,2,1.6369331980231123,0.0,64.32,0.0,0.004405,200000,200464.9755182317,464.9755182316876,1.0023248775911584
2020-11-04,2,1.960467138110032,0.0,64.75,0.0,0.004309,200000,200464.9755182317,464.9755182316876,1.0023248775911584
2020-11-05,2,1.528957952029725,0.0,67.78,0.0,0.004583,200000,200464.9755182317,464.9755182316876,1.0023248775911584
2020-11-06,0,0.22512323407732163,0.0,70.09,0.0,0.005049,200000,200464.9755182317,464.9755182316876,1.0023248775911584
2020-11-07,1,1.071524197518149,-1505.670538667806,66.57,21766012.542696167,0.004605,200000,200464.9755182317,464.9755182316876,1.0023248775911584
2020-11-08,0,-0.7925157792815785,0.0,68.06,0.0,0.005081,200000,192347.8026505233,-7652.197349476686,0.9617390132526166
2020-11-09,0,-0.027067051268321124,0.0,68.09,0.0,0.004922,200000,192347.8026505233,-7652.197349476686,0.9617390132526166
2020-11-10,0,-0.948945327485468,0.0,68.86,0.0,0.005183,200000,192347.8026505233,-7652.197349476686,0.9617390132526166
2020-11-11,0,-0.6412246379778654,0.0,69.31,0.0,0.005147,200000,192347.8026505233,-7652.197349476686,0.9617390132526166
2020-11-12,2,2.3155345361128914,0.0,77.69,0.0,0.005019,200000,192347.8026505233,-7652.197349476686,0.9617390132526166
2020-11-13,2,1.5728304009774197,0.0,77.74,0.0,0.005137,200000,192347.8026505233,-7652.197349476686,0.9617390132526166
2020-11-14,2,2.2158256551330875,0.0,77.29,0.0,0.004861,200000,192347.8026505233,-7652.197349476686,0.9617390132526166
2020-11-15,2,1.5450805014100755,0.0,74.98,0.0,0.00483,200000,192347.8026505233,-7652.197349476686,0.9617390132526166
2020-11-16,2,2.353670580532272,0.0,80.66,0.0,0.004852,200000,192347.8026505233,-7652.197349476686,0.9617390132526166
2020-11-17,2,2.411989797779346,0.0,83.21,0.0,0.004816,200000,192347.8026505233,-7652.197349476686,0.9617390132526166
2020-11-18,2,2.0114133127820675,0.0,80.05,0.0,0.004638,200000,192347.8026505233,-7652.197349476686,0.9617390132526166
2020-11-19,2,1.8821394439143384,0.0,82.21,0.0,0.004694,200000,192347.8026505233,-7652.197349476686,0.9617390132526166
2020-11-20,2,1.5200871728935748,0.0,83.36,0.0,0.004817,200000,192347.8026505233,-7652.197349476686,0.9617390132526166
2020-11-21,2,1.5549401677071524,0.0,94.57,0.0,0.005356,200000,192347.8026505233,-7652.197349476686,0.9617390132526166
2020-11-22,1,1.1785456974564852,-1063.2824911582272,90.45,18381861.874094356,0.005232,200000,192347.8026505233,-7652.197349476686,0.9617390132526166
2020-11-23,1,0.8235971854619482,-1063.2824911582272,94.24,18381861.874094356,0.005586,200000,202884.8223954424,2884.822395442403,1.014424111977212
2020-11-24,2,1.3709007748068398,0.0,114.5,0.0,0.00637,200000,197001.1877501593,-2998.812249840703,0.9850059387507965
2020-11-25,0,0.27880106626726486,0.0,102.06,0.0,0.006273,200000,197001.1877501593,-2998.812249840703,0.9850059387507965
2020-11-26,0,0.2703117155468122,0.0,91.83,0.0,0.005612,200000,197001.1877501593,-2998.812249840703,0.9850059387507965
2020-11-27,0,0.33498682104141514,0.0,92.32,0.0,0.005576,200000,197001.1877501593,-2998.812249840703,0.9850059387507965
2020-11-28,2,1.5150097333264927,0.0,109.07,0.0,0.005881,200000,197001.1877501593,-2998.812249840703,0.9850059387507965
2020-11-29,1,1.0705040632351381,-910.7775670372598,108.15,16411295.214108571,0.006002,200000,197001.1877501593,-2998.812249840703,0.9850059387507965
2020-11-30,1,1.1553664800337147,-910.7775670372598,112.83,16411295.214108571,0.006207,200000,204627.94228278592,4627.942282785923,1.0231397114139296
2020-12-01,1,0.215536031510449,-910.7775670372598,103.91,16411295.214108571,0.006059,200000,194074.93469312548,-5925.065306874516,0.9703746734656274
2020-12-02,0,-0.4511246266268066,0.0,105.23,0.0,0.00634,200000,188794.6994720418,-11205.3005279582,0.943973497360209
2020-12-03,0,0.15186419560197786,0.0,107.54,0.0,0.006244,200000,188794.6994720418,-11205.3005279582,0.943973497360209
2020-12-04,0,-0.9180900991170797,0.0,98.86,0.0,0.006009,200000,188794.6994720418,-11205.3005279582,0.943973497360209
2020-12-05,0,-0.7852241086177383,0.0,102.99,0.0,0.006174,200000,188794.6994720418,-11205.3005279582,0.943973497360209
2020-12-06,0,-0.41923870860524304,0.0,102.09,0.0,0.006027,200000,188794.6994720418,-11205.3005279582,0.943973497360209
2020-12-07,0,-0.1377108084346177,0.0,101.53,0.0,0.005934,200000,188794.6994720418,-11205.3005279582,0.943973497360209
2020-12-08,0,-0.09411056262813675,0.0,95.01,0.0,0.005546,200000,188794.6994720418,-11205.3005279582,0.943973497360209
2020-12-09,-2,-2.0631289640773316,0.0,95.62,0.0,0.006129,200000,188794.6994720418,-11205.3005279582,0.943973497360209
2020-12-10,-2,-1.6247608212467004,0.0,92.86,0.0,0.005897,200000,188794.6994720418,-11205.3005279582,0.943973497360209
2020-12-11,0,-0.733290676117784,0.0,93.25,0.0,0.005692,200000,188794.6994720418,-11205.3005279582,0.943973497360209
2020-12-12,-1,-1.163244019322658,996.3832566605543,94.74,-15891809.719868839,0.00594,200000,188794.6994720418,-11205.3005279582,0.943973497360209
2020-12-13,-1,-0.4197765382373439,996.3832566605543,97.61,-15891809.719868839,0.005905,200000,191098.10607846218,-8901.89392153782,0.9554905303923109
2020-12-14,-2,-1.3781156138830584,0.0,96.69,0.0,0.006184,200000,190729.35369320173,-9270.64630679827,0.9536467684660086
2020-12-15,-2,-1.4724622221564796,0.0,96.96,0.0,0.006275,200000,190729.35369320173,-9270.64630679827,0.9536467684660086
2020-12-16,0,-0.3609585282412313,0.0,105.39,0.0,0.006424,200000,190729.35369320173,-9270.64630679827,0.9536467684660086
2020-12-17,0,0.1519037258300271,0.0,108.22,0.0,0.006419,200000,190729.35369320173,-9270.64630679827,0.9536467684660086
2020-12-18,0,-0.19584319623718624,0.0,108.05,0.0,0.006556,200000,190729.35369320173,-9270.64630679827,0.9536467684660086
2020-12-19,0,-0.24713999950384008,0.0,108.27,0.0,0.00661,200000,190729.35369320173,-9270.64630679827,0.9536467684660086
2020-12-20,0,0.8197417966513652,0.0,109.56,0.0,0.006469,200000,190729.35369320173,-9270.64630679827,0.9536467684660086
2020-12-21,0,0.7208644957340203,0.0,103.9,0.0,0.006164,200000,190729.35369320173,-9270.64630679827,0.9536467684660086
2020-12-22,2,1.3202071850259347,0.0,105.76,0.0,0.006132,200000,190729.35369320173,-9270.64630679827,0.9536467684660086
2020-12-23,2,2.3005941062915642,0.0,91.4,0.0,0.005073,200000,190729.35369320173,-9270.64630679827,0.9536467684660086
2020-12-24,1,1.1946944810870455,-967.7763024822494,98.54,16825101.772512503,0.005668,200000,190729.35369320173,-9270.64630679827,0.9536467684660086
2020-12-25,2,1.5173405182848885,0.0,103.12,0.0,0.005818,200000,192638.00389269355,-7361.996107306448,0.9631900194634677
2020-12-26,2,2.1311474926631613,0.0,107.99,0.0,0.005847,200000,192638.00389269355,-7361.996107306448,0.9631900194634677
2020-12-27,2,1.9460892760330468,0.0,107.48,0.0,0.005785,200000,192638.00389269355,-7361.996107306448,0.9631900194634677
2020-12-28,2,1.3806128647664258,0.0,107.11,0.0,0.005892,200000,192638.00389269355,-7361.996107306448,0.9631900194634677
2020-12-29,1,1.019957321285218,-926.7680356619529,103.93,16615318.603820385,0.005797,200000,192638.00389269355,-7361.996107306448,0.9631900194634677
2020-12-30,0,0.12323379752197883,0.0,101.89,0.0,0.005945,200000,188288.32994657775,-11711.670053422247,0.9414416497328888
2020-12-31,0,0.4946057525822101,0.0,99.45,0.0,0.005673,200000,188288.32994657775,-11711.670053422247,0.9414416497328888
2021-01-01,-2,-1.9122378550562826,0.0,87.97,0.0,0.005787,200000,188288.32994657775,-11711.670053422247,0.9414416497328888
2021-01-02,-2,-1.4677355850999159,0.0,87.02,0.0,0.005615,200000,188288.32994657775,-11711.670053422247,0.9414416497328888
2021-01-03,-2,-1.3149344316496063,0.0,89.65,0.0,0.005726,200000,188288.32994657775,-11711.670053422247,0.9414416497328888
2021-01-04,-2,-1.5921963492790654,0.0,89.01,0.0,0.005796,200000,188288.32994657775,-11711.670053422247,0.9414416497328888
2021-01-05,-2,-1.3266548205417885,0.0,89.11,0.0,0.005739,200000,188288.32994657775,-11711.670053422247,0.9414416497328888
2021-01-06,-2,-1.3003353537843128,0.0,94.22,0.0,0.006113,200000,188288.32994657775,-11711.670053422247,0.9414416497328888
2021-01-07,-1,-1.0814054845096583,951.3355393420461,98.96,-14818851.719390662,0.006353,200000,188288.32994657775,-11711.670053422247,0.9414416497328888
2021-01-08,-2,-3.1351731641862535,0.0,96.2,0.0,0.008581,200000,223930.41766596417,23930.417665964167,1.1196520883298209
2021-01-09,-2,-2.839250778226853,0.0,109.94,0.0,0.011344,200000,223930.41766596417,23930.417665964167,1.1196520883298209
2021-01-10,0,-0.695292149546815,0.0,146.54,0.0,0.010123,200000,223930.41766596417,23930.417665964167,1.1196520883298209
2021-01-11,-2,-1.6088748595758635,0.0,125.01,0.0,0.010585,200000,223930.41766596417,23930.417665964167,1.1196520883298209
2021-01-12,-2,-1.236481648437295,0.0,128.53,0.0,0.010376,200000,223930.41766596417,23930.417665964167,1.1196520883298209
2021-01-13,-2,-1.678254876601855,0.0,133.1,0.0,0.012541,200000,223930.41766596417,23930.417665964167,1.1196520883298209
2021-01-14,-2,-1.9265403475539382,0.0,132.99,0.0,0.01478,200000,223930.41766596417,23930.417665964167,1.1196520883298209
2021-01-15,-2,-2.5404192224017184,0.0,124.3,0.0,0.024766,200000,223930.41766596417,23930.417665964167,1.1196520883298209
2021-01-16,-2,-1.9438136481606887,0.0,124.85,0.0,0.02079,200000,223930.41766596417,23930.417665964167,1.1196520883298209
2021-01-17,-2,-1.705467035450537,0.0,124.26,0.0,0.020653,200000,223930.41766596417,23930.417665964167,1.1196520883298209
2021-01-18,-2,-1.449724790456353,0.0,129.3,0.0,0.020286,200000,223930.41766596417,23930.417665964167,1.1196520883298209
2021-01-19,-1,-1.1814493540163191,899.6079771250369,124.46,-6262736.818043522,0.017878,200000,223930.41766596417,23930.417665964167,1.1196520883298209
2021-01-20,-1,-1.1510692934384263,899.6079771250369,121.13,-6262736.818043522,0.01825,200000,223264.46119844998,23264.46119844998,1.1163223059922498
2021-01-21,-1,-1.026387934023707,899.6079771250369,99.77,-6262736.818043522,0.014886,200000,182980.98815116077,-17019.011848839233,0.9149049407558039
2021-01-22,-1,-0.9447308717772129,899.6079771250369,104.72,-6262736.818043522,0.015771,200000,192976.56972189824,-7023.430278101761,0.9648828486094911
2021-01-23,-1,-0.8153377338629262,899.6079771250369,105.29,-6262736.818043522,0.01545,200000,191479.00775026754,-8520.992249732459,0.9573950387513377
2021-01-24,-1,-0.9419342341795613,899.6079771250369,106.16,-6262736.818043522,0.017724,200000,206503.13021459727,6503.130214597273,1.0325156510729863
2021-01-25,-1,-0.7444174982713898,899.6079771250369,105.0,-6262736.818043522,0.016313,200000,196622.86331087284,-3377.136689127161,0.9831143165543642
2021-01-26,-1,-0.744522105353411,899.6079771250369,104.97,-6262736.818043522,0.016927,200000,200441.1954778378,441.1954778378131,1.0022059773891892
2021-01-27,-1,-0.7109296821601274,899.6079771250369,96.45,-6262736.818043522,0.015691,200000,185035.7928056307,-14964.207194369286,0.9251789640281536
2021-01-28,-1,-0.688867543787574,899.6079771250369,102.68,-6262736.818043522,0.017132,200000,199664.9542579204,-335.0457420795865,0.9983247712896021
2021-01-29,-1,-0.5560928880303618,899.6079771250369,104.56,-6262736.818043522,0.016936,200000,200128.72083857894,128.72083857894177,1.0006436041928948
2021-01-30,-1,-0.3281205095121063,899.6079771250369,105.17,-6262736.818043522,0.01605,200000,195128.69688383862,-4871.303116161376,0.9756434844191931
2021-01-31,-1,-0.2628445729520166,899.6079771250369,102.42,-6262736.818043522,0.015755,200000,190807.26758542197,-9192.73241457803,0.9540363379271098
2021-02-01,-1,-0.20065218623367714,899.6079771250369,103.54,-6262736.818043522,0.016121,200000,194106.99019520593,-5893.00980479407,0.9705349509760296
2021-02-02,0,0.18424684772287886,0.0,109.85,0.0,0.01666,200000,229445.67676738396,29445.676767383964,1.1472283838369197
2021-02-03,0,0.8888998581835837,0.0,116.84,0.0,0.017367,200000,229445.67676738396,29445.676767383964,1.1472283838369197
2021-02-04,2,1.2207284328493757,0.0,111.0,0.0,0.016295,200000,229445.67676738396,29445.676767383964,1.1472283838369197
2021-02-05,0,0.49363304003155795,0.0,120.42,0.0,0.018217,200000,229445.67676738396,29445.676767383964,1.1472283838369197
2021-02-06,-2,-1.5478433667542915,0.0,118.94,0.0,0.019791,200000,229445.67676738396,29445.676767383964,1.1472283838369197
2021-02-07,0,-0.6072970384320735,0.0,118.31,0.0,0.018838,200000,229445.67676738396,29445.676767383964,1.1472283838369197
2021-02-08,0,-0.5026294331423983,0.0,126.16,0.0,0.02006,200000,229445.67676738396,29445.676767383964,1.1472283838369197
2021-02-09,0,-0.4750293971387203,0.0,137.36,0.0,0.021872,200000,229445.67676738396,29445.676767383964,1.1472283838369197
2021-02-10,0,-0.6387268440452172,0.0,139.75,0.0,0.022485,200000,229445.67676738396,29445.676767383964,1.1472283838369197
2021-02-11,0,-0.6375177544396063,0.0,164.6,0.0,0.026566,200000,229445.67676738396,29445.676767383964,1.1472283838369197
2021-02-12,-2,-2.704271533564523,0.0,169.76,0.0,0.031099,200000,229445.67676738396,29445.676767383964,1.1472283838369197
2021-02-13,2,3.026385370528466,0.0,267.61,0.0,0.034867,200000,229445.67676738396,29445.676767383964,1.1472283838369197
2021-02-14,2,2.061449523938371,0.0,230.69,0.0,0.031014,200000,229445.67676738396,29445.676767383964,1.1472283838369197
2021-02-15,2,2.9211502723146543,0.0,259.69,0.0,0.030545,200000,229445.67676738396,29445.676767383964,1.1472283838369197
2021-02-16,2,1.933656444979311,0.0,249.46,0.0,0.030866,200000,229445.67676738396,29445.676767383964,1.1472283838369197
2021-02-17,0,-0.07657667607428531,0.0,265.96,0.0,0.0402,200000,229445.67676738396,29445.676767383964,1.1472283838369197
2021-02-18,0,-0.15128975410350493,0.0,281.15,0.0,0.042707,200000,229445.67676738396,29445.676767383964,1.1472283838369197
2021-02-19,0,0.9309203536761287,0.0,323.84,0.0,0.043628,200000,229445.67676738396,29445.676767383964,1.1472283838369197
2021-02-20,0,0.5318293938843786,0.0,297.28,0.0,0.0415,200000,229445.67676738396,29445.676767383964,1.1472283838369197
2021-02-21,-2,-1.6890592775826174,0.0,301.52,0.0,0.056268,200000,229445.67676738396,29445.676767383964,1.1472283838369197
2021-02-22,-2,-2.209228363806843,0.0,271.7,0.0,0.059897,200000,229445.67676738396,29445.676767383964,1.1472283838369197
2021-02-23,-2,-2.128445651938083,0.0,230.91,0.0,0.055317,200000,229445.67676738396,29445.676767383964,1.1472283838369197
2021-02-24,-2,-1.592677391971102,0.0,237.4,0.0,0.052644,200000,229445.67676738396,29445.676767383964,1.1472283838369197
2021-02-25,-1,-1.0357395478098246,525.0473152571716,218.5,-2649243.4505748195,0.043304,200000,229445.676767384,29445.676767383993,1.14722838383692
