date,statusList,zscore,HOTUSDT_position,HOTUSDT_price,IOSTUSDT_position,IOSTUSDT_price,init,total_asset,pnl,return
2020-02-21,1,0.7404367786272498,-135101524.69040796,0.0007332,15841823.58786862,0.006347,200000,199604.49221520926,-395.5077847907378,0.9980224610760463
2020-02-22,1,0.9388632830127227,-135101524.69040796,0.0007301,15841823.58786862,0.006222,200000,197205.4495401854,-2794.550459814607,0.986027247700927
2020-02-23,1,0.7608120655885844,-135101524.69040796,0.0007501,15841823.58786862,0.006432,200000,203234.26298744598,3234.2629874459817,1.01617131493723
2020-02-24,0,0.1636256759894182,0.0,0.0006961,0.0,0.006165,200000,211352.8750051601,11352.87500516011,1.0567643750258005
2020-02-25,0,0.7115864398451206,0.0,0.0006552,0.0,0.005595,200000,211352.8750051601,11352.87500516011,1.0567643750258005
2020-02-26,2,1.4296799638630793,0.0,0.0006203,0.0,0.00505,200000,211352.8750051601,11352.87500516011,1.0567643750258005
2020-02-27,2,1.3007603935241108,0.0,0.000643,0.0,0.00523,200000,211352.8750051601,11352.87500516011,1.0567643750258005
2020-02-28,0,0.9032805558309195,0.0,0.0006341,0.0,0.005251,200000,211352.8750051601,11352.87500516011,1.0567643750258005
2020-02-29,0,0.851266077051817,0.0,0.0006189,0.0,0.005115,200000,211352.8750051601,11352.87500516011,1.0567643750258005
2020-03-01,0,0.7868303187627563,0.0,0.0006107,0.0,0.005049,200000,211352.8750051601,11352.87500516011,1.0567643750258005
2020-03-02,0,0.7734741642167697,0.0,0.0006394,0.0,0.005283,200000,211352.8750051601,11352.87500516011,1.0567643750258005
2020-03-03,0,0.856445774610998,0.0,0.000631,0.0,0.005186,200000,211352.8750051601,11352.87500516011,1.0567643750258005
2020-03-04,0,-0.37673783672180705,0.0,0.0006388,0.0,0.005471,200000,211352.8750051601,11352.87500516011,1.0567643750258005
2020-03-05,0,0.06347046236345966,0.0,0.0006517,0.0,0.005473,200000,211352.8750051601,11352.87500516011,1.0567643750258005
2020-03-06,-2,-1.6995010666967567,0.0,0.0006483,0.0,0.00571,200000,211352.8750051601,11352.87500516011,1.0567643750258005
2020-03-07,0,-0.308268817054539,0.0,0.0006335,0.0,0.005386,200000,211352.8750051601,11352.87500516011,1.0567643750258005
2020-03-08,0,-0.4632083161978391,0.0,0.0005399,0.0,0.004615,200000,211352.8750051601,11352.87500516011,1.0567643750258005
2020-03-09,0,0.028852233805032004,0.0,0.0005328,0.0,0.004498,200000,211352.8750051601,11352.87500516011,1.0567643750258005
2020-03-10,0,0.2388741261108964,0.0,0.0005435,0.0,0.004562,200000,211352.8750051601,11352.87500516011,1.0567643750258005
2020-03-11,0,-0.17376137855620394,0.0,0.0005245,0.0,0.004444,200000,211352.8750051601,11352.87500516011,1.0567643750258005
2020-03-12,2,1.402299688630969,0.0,0.0002819,0.0,0.002293,200000,211352.8750051601,11352.87500516011,1.0567643750258005
2020-03-13,2,1.9976334444514734,0.0,0.0003223,0.0,0.002562,200000,211352.8750051601,11352.87500516011,1.0567643750258005
2020-03-14,0,-0.2688380650741456,0.0,0.0003081,0.0,0.002599,200000,211352.8750051601,11352.87500516011,1.0567643750258005
2020-03-15,-2,-2.036755293727853,0.0,0.0003117,0.0,0.002761,200000,211352.8750051601,11352.87500516011,1.0567643750258005
2020-03-16,0,-0.9936761672817742,0.0,0.0002807,0.0,0.002417,200000,211352.8750051601,11352.87500516011,1.0567643750258005
2020-03-17,0,-0.3861122155283648,0.0,0.0002965,0.0,0.002515,200000,211352.8750051601,11352.87500516011,1.0567643750258005
2020-03-18,0,0.19380980450034077,0.0,0.0003,0.0,0.00251,200000,211352.8750051601,11352.87500516011,1.0567643750258005
2020-03-19,0,-0.8680516602949946,0.0,0.0003304,0.0,0.002847,200000,211352.8750051601,11352.87500516011,1.0567643750258005
2020-03-20,-2,-3.1636746188941283,0.0,0.0003259,0.0,0.003146,200000,211352.8750051601,11352.87500516011,1.0567643750258005
2020-03-21,-2,-3.237897595700081,0.0,0.0003237,0.0,0.003433,200000,211352.8750051601,11352.87500516011,1.0567643750258005
2020-03-22,-2,-1.7097257865173694,0.0,0.0003046,0.0,0.002959,200000,211352.8750051601,11352.87500516011,1.0567643750258005
2020-03-23,-2,-1.76325794724426,0.0,0.0003273,0.0,0.003258,200000,211352.8750051601,11352.87500516011,1.0567643750258005
2020-03-24,-2,-1.5968662872815682,0.0,0.0003345,0.0,0.003346,200000,211352.8750051601,11352.87500516011,1.0567643750258005
2020-03-25,-2,-1.2268569590220362,0.0,0.0003198,0.0,0.003137,200000,211352.8750051601,11352.87500516011,1.0567643750258005
2020-03-26,-1,-1.0331866338467148,325058251.31522626,0.0003251,-33431331.06693453,0.003161,200000,211352.8750051601,11352.87500516011,1.0567643750258005
2020-03-27,-1,-0.7470229917392474,325058251.31522626,0.0003112,-33431331.06693453,0.00297,200000,200449.18107809394,449.1810780939413,1.0022459053904698
2020-03-28,-1,-0.37388350145510535,325058251.31522626,0.0003188,-33431331.06693453,0.002958,200000,202518.44781528646,2518.4478152864613,1.0125922390764324
2020-03-29,0,0.19708482241106667,0.0,0.0003091,0.0,0.002743,200000,202579.51064022508,2579.510640225082,1.0128975532011255
2020-03-30,0,0.24509839222305252,0.0,0.0003298,0.0,0.002925,200000,202579.51064022508,2579.510640225082,1.0128975532011255
2020-03-31,0,0.1250125151158738,0.0,0.0003378,0.0,0.003034,200000,202579.51064022508,2579.510640225082,1.0128975532011255
2020-04-01,0,0.014782087628009687,0.0,0.0003331,0.0,0.003036,200000,202579.51064022508,2579.510640225082,1.0128975532011255
2020-04-02,0,-0.4063240141242552,0.0,0.0003299,0.0,0.003122,200000,202579.51064022508,2579.510640225082,1.0128975532011255
2020-04-03,0,-0.4718056007895463,0.0,0.0003317,0.0,0.003169,200000,202579.51064022508,2579.510640225082,1.0128975532011255
2020-04-04,0,-0.8378319333336072,0.0,0.0003292,0.0,0.003241,200000,202579.51064022508,2579.510640225082,1.0128975532011255
2020-04-05,0,-0.40599573528869715,0.0,0.0003285,0.0,0.003157,200000,202579.51064022508,2579.510640225082,1.0128975532011255
2020-04-06,0,-0.7943724620447287,0.0,0.0003525,0.0,0.00349,200000,202579.51064022508,2579.510640225082,1.0128975532011255
2020-04-07,0,-0.7333526072671287,0.0,0.0003431,0.0,0.003395,200000,202579.51064022508,2579.510640225082,1.0128975532011255
2020-04-08,0,-0.8024307672481299,0.0,0.0003585,0.0,0.003571,200000,202579.51064022508,2579.510640225082,1.0128975532011255
2020-04-09,0,0.052794033381650216,0.0,0.0003647,0.0,0.003491,200000,202579.51064022508,2579.510640225082,1.0128975532011255
2020-04-10,0,0.6915561209270525,0.0,0.0003415,0.0,0.003169,200000,202579.51064022508,2579.510640225082,1.0128975532011255
2020-04-11,0,0.5769343948572652,0.0,0.0003387,0.0,0.00315,200000,202579.51064022508,2579.510640225082,1.0128975532011255
2020-04-12,0,0.05144562528287164,0.0,0.0003346,0.0,0.003169,200000,202579.51064022508,2579.510640225082,1.0128975532011255
2020-04-13,0,0.14427776729659306,0.0,0.000337,0.0,0.003172,200000,202579.51064022508,2579.510640225082,1.0128975532011255
2020-04-14,0,0.062469383736642264,0.0,0.0003357,0.0,0.003163,200000,202579.51064022508,2579.510640225082,1.0128975532011255
2020-04-15,0,0.5475036320950898,0.0,0.0003268,0.0,0.003021,200000,202579.51064022508,2579.510640225082,1.0128975532011255
2020-04-16,0,-0.9336006596415238,0.0,0.0003363,0.0,0.003279,200000,202579.51064022508,2579.510640225082,1.0128975532011255
2020-04-17,0,-0.6083904076753257,0.0,0.0003376,0.0,0.00326,200000,202579.51064022508,2579.510640225082,1.0128975532011255
2020-04-18,-2,-1.217473262830435,0.0,0.0003437,0.0,0.003405,200000,202579.51064022508,2579.510640225082,1.0128975532011255
2020-04-19,0,-0.8171190220308958,0.0,0.0003348,0.0,0.003277,200000,202579.51064022508,2579.510640225082,1.0128975532011255
2020-04-20,0,-0.7397037897494441,0.0,0.000312,0.0,0.003052,200000,202579.51064022508,2579.510640225082,1.0128975532011255
2020-04-21,0,-0.2464056150146371,0.0,0.0003146,0.0,0.003044,200000,202579.51064022508,2579.510640225082,1.0128975532011255
2020-04-22,-2,-1.2699828721837918,0.0,0.0003193,0.0,0.003178,200000,202579.51064022508,2579.510640225082,1.0128975532011255
2020-04-23,-2,-2.0408351490872034,0.0,0.0003251,0.0,0.003336,200000,202579.51064022508,2579.510640225082,1.0128975532011255
2020-04-24,-2,-2.7012086468727,0.0,0.0003333,0.0,0.003587,200000,202579.51064022508,2579.510640225082,1.0128975532011255
2020-04-25,-2,-1.486991991934134,0.0,0.000341,0.0,0.003527,200000,202579.51064022508,2579.510640225082,1.0128975532011255
2020-04-26,-2,-1.3814126086872107,0.0,0.0003455,0.0,0.003577,200000,202579.51064022508,2579.510640225082,1.0128975532011255
2020-04-27,-1,-1.0404329146913391,292999002.9508607,0.0003457,-28629099.86436194,0.003538,200000,202579.51064022508,2579.510640225082,1.0128975532011255
2020-04-28,-1,-1.0640332135683672,292999002.9508607,0.0003426,-28629099.86436194,0.00352,200000,201155.8899335189,1155.8899335188908,1.0057794496675945
2020-04-29,-2,-1.892478605139157,0.0,0.0003616,0.0,0.003922,200000,208914.4008412214,8914.400841221388,1.0445720042061069
2020-04-30,-1,-1.027429667880688,297598861.59718144,0.000351,-28540218.694155928,0.00366,200000,208914.4008412214,8914.400841221388,1.0445720042061069
2020-05-01,-1,-1.0017594608093625,297598861.59718144,0.0003623,-28540218.694155928,0.003791,200000,216016.03662620398,16016.036626203975,1.0800801831310198
2020-05-02,0,2.266322339932786,0.0,0.0004421,0.0,0.003933,200000,189594.62425322272,-10405.375746777281,0.9479731212661135
2020-05-03,2,3.4815975039950064,0.0,0.0005045,0.0,0.003804,200000,189594.62425322272,-10405.375746777281,0.9479731212661135
2020-05-04,2,3.343882404845238,0.0,0.0005696,0.0,0.003754,200000,189594.62425322272,-10405.375746777281,0.9479731212661135
2020-05-05,2,2.4407350759394344,0.0,0.0005493,0.0,0.003699,200000,189594.62425322272,-10405.375746777281,0.9479731212661135
2020-05-06,2,1.688950012010472,0.0,0.0004995,0.0,0.00357,200000,189594.62425322272,-10405.375746777281,0.9479731212661135
2020-05-07,2,1.7691034134123522,0.0,0.0005433,0.0,0.003699,200000,189594.62425322272,-10405.375746777281,0.9479731212661135
2020-05-08,1,1.1901600587372987,-179846921.12808076,0.0005271,24744795.647771172,0.003831,200000,189594.62425322272,-10405.375746777281,0.9479731212661135
2020-05-09,1,1.1297555960838337,-179846921.12808076,0.0005186,24744795.647771172,0.003734,200000,185665.68024580023,-14334.319754199765,0.9283284012290012
2020-05-10,1,1.06221399974913,-179846921.12808076,0.0004688,24744795.647771172,0.003352,200000,167256.7916361732,-32743.208363826794,0.8362839581808661
2020-05-11,2,1.3404573692458293,0.0,0.0004898,0.0,0.003268,200000,196817.65404484048,-3182.345955159515,0.9840882702242024
2020-05-12,1,1.0662008727381649,-198364900.2669225,0.0004961,28977864.258663204,0.003396,200000,196817.65404484048,-3182.345955159515,0.9840882702242024
2020-05-13,1,1.0042130011570547,-198364900.2669225,0.0005215,28977864.258663204,0.003544,200000,206144.84642190248,6144.846421902475,1.0307242321095125
2020-05-14,1,0.849405711244418,-198364900.2669225,0.0005167,28977864.258663204,0.00355,200000,205366.56208617325,5366.562086173246,1.0268328104308662
2020-05-15,1,1.0432876908248232,-198364900.2669225,0.00053,28977864.258663204,0.003472,200000,205744.54184754757,5744.541847547574,1.0287227092377378
2020-05-16,1,0.9471745295899904,-198364900.2669225,0.0005333,28977864.258663204,0.003495,200000,207065.63689637766,7065.636896377662,1.0353281844818882
2020-05-17,1,0.9173122087026383,-198364900.2669225,0.000539,28977864.258663204,0.003502,200000,208399.16187770976,8399.161877709761,1.0419958093885489
2020-05-18,1,0.5434967479887478,-198364900.2669225,0.0005363,28977864.258663204,0.003639,200000,211833.54405042593,11833.544050425931,1.0591677202521297
2020-05-19,1,0.5922567366081437,-198364900.2669225,0.0005372,28977864.258663204,0.00359,200000,210592.15711199166,10592.157111991663,1.0529607855599583
2020-05-20,1,0.25331725188127885,-198364900.2669225,0.0005203,28977864.258663204,0.00358,200000,206950.01165489404,6950.011654894042,1.0347500582744702
2020-05-21,0,-0.01659267824414964,0.0,0.0005134,0.0,0.003566,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-05-22,-2,-2.4267711525197395,0.0,0.000535,0.0,0.00417,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-05-23,-2,-1.6621071376752588,0.0,0.0005269,0.0,0.003939,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-05-24,0,-0.5393795259752138,0.0,0.0005315,0.0,0.003773,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-05-25,-2,-2.489195690267038,0.0,0.0005659,0.0,0.004598,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-05-26,-2,-1.8156185288577382,0.0,0.0005634,0.0,0.004459,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-05-27,-2,-1.5644383966310258,0.0,0.0005584,0.0,0.00441,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-05-28,-2,-1.5817722999883206,0.0,0.0005685,0.0,0.004558,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-05-29,-2,-1.4456988634680839,0.0,0.00056,0.0,0.004499,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-05-30,-2,-1.4438716995103091,0.0,0.0005828,0.0,0.004752,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-05-31,0,-0.46830736361083997,0.0,0.000627,0.0,0.00471,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-06-01,-2,-1.201508883451859,0.0,0.000628,0.0,0.005093,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-06-02,0,-0.7807587847379338,0.0,0.0006233,0.0,0.004899,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-06-03,0,-0.46865472611331677,0.0,0.000652,0.0,0.00501,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-06-04,0,-0.33473583382609556,0.0,0.0006478,0.0,0.004952,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-06-05,0,-0.8929057039552586,0.0,0.000638,0.0,0.005146,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-06-06,-2,-1.257339513752918,0.0,0.0006376,0.0,0.005327,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-06-07,0,-0.9755645926076807,0.0,0.0006279,0.0,0.005165,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-06-08,0,-0.9600072712495028,0.0,0.0006394,0.0,0.005267,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-06-09,-2,-1.5119584551787018,0.0,0.0006348,0.0,0.005431,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-06-10,-2,-2.0734051582033235,0.0,0.0006364,0.0,0.005658,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-06-11,-2,-1.6334493641891155,0.0,0.0005783,0.0,0.005085,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-06-12,-2,-2.1594273816464162,0.0,0.0006051,0.0,0.00564,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-06-13,-2,-2.6042966958572205,0.0,0.00061,0.0,0.006057,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-06-14,-2,-1.7064966030612532,0.0,0.0005931,0.0,0.005607,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-06-15,-2,-1.3634967986388706,0.0,0.0005923,0.0,0.00552,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-06-16,-2,-1.9479958086821865,0.0,0.0005834,0.0,0.005911,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-06-17,-2,-1.4461811545339,0.0,0.0005821,0.0,0.005715,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-06-18,-2,-1.3530749348498219,0.0,0.0005773,0.0,0.005711,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-06-19,-2,-1.5662586197871338,0.0,0.0005653,0.0,0.00587,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-06-20,-2,-1.5234832608176123,0.0,0.000576,0.0,0.006064,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-06-21,-2,-1.3065960927438705,0.0,0.0005715,0.0,0.00597,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-06-22,-2,-1.794742800242004,0.0,0.0005875,0.0,0.006767,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-06-23,-2,-1.493037193019233,0.0,0.0005815,0.0,0.006545,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-06-24,-2,-1.418711973877157,0.0,0.0005625,0.0,0.006352,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-06-25,-1,-1.098501014901568,174146870.4488994,0.0005608,-15882511.782036554,0.006149,200000,195323.12989548553,-4676.87010451447,0.9766156494774276
2020-06-26,-1,-1.0800930379884877,174146870.4488994,0.0005526,-15882511.782036554,0.006122,200000,193466.2977396896,-6533.702260310412,0.967331488698448
2020-06-27,-1,-0.4513715862822878,174146870.4488994,0.0005318,-15882511.782036554,0.005522,200000,180314.53576513054,-19685.46423486946,0.9015726788256527
2020-06-28,-1,-0.49910533251546413,174146870.4488994,0.000535,-15882511.782036554,0.005625,200000,182507.70446411677,-17492.295535883226,0.9125385223205839
2020-06-29,-1,-0.24635826260506433,174146870.4488994,0.000542,-15882511.782036554,0.005613,200000,183536.14241587464,-16463.857584125362,0.9176807120793732
2020-06-30,-1,-0.28598223788801996,174146870.4488994,0.0005276,-15882511.782036554,0.005518,200000,179519.58886211703,-20480.41113788297,0.8975979443105851
2020-07-01,0,0.00561689825344578,0.0,0.000549,0.0,0.00567,200000,189770.33982318704,-10229.660176812962,0.9488516991159351
2020-07-02,0,0.7752936494479126,0.0,0.0005484,0.0,0.005443,200000,189770.33982318704,-10229.660176812962,0.9488516991159351
2020-07-03,0,0.5343045195389131,0.0,0.0005451,0.0,0.005488,200000,189770.33982318704,-10229.660176812962,0.9488516991159351
2020-07-04,0,0.49843785456419115,0.0,0.000552,0.0,0.005601,200000,189770.33982318704,-10229.660176812962,0.9488516991159351
2020-07-05,-2,-2.519520854116157,0.0,0.000558,0.0,0.006866,200000,189770.33982318704,-10229.660176812962,0.9488516991159351
2020-07-06,-1,-1.0537013163811417,167286970.93017194,0.0005672,-14804988.283912236,0.006409,200000,189770.33982318704,-10229.660176812962,0.9488516991159351
2020-07-07,-2,-1.4187392213251104,0.0,0.0005556,0.0,0.006483,200000,192806.4378189866,-7193.5621810134035,0.9640321890949329
2020-07-08,0,0.42809540002188606,0.0,0.0006315,0.0,0.006624,200000,192806.4378189866,-7193.5621810134035,0.9640321890949329
2020-07-09,2,3.46777961860336,0.0,0.0008031,0.0,0.006415,200000,192806.4378189866,-7193.5621810134035,0.9640321890949329
2020-07-10,2,1.8814053422057304,0.0,0.0007321,0.0,0.006419,200000,192806.4378189866,-7193.5621810134035,0.9640321890949329
2020-07-11,2,1.4250080726231413,0.0,0.0007172,0.0,0.00645,200000,192806.4378189866,-7193.5621810134035,0.9640321890949329
2020-07-12,1,1.173683933918038,-137718884.156419,0.0007,15138696.436792288,0.006368,200000,192806.4378189866,-7193.5621810134035,0.9640321890949329
2020-07-13,2,1.659968863348847,0.0,0.000708,0.0,0.006015,200000,199252.1487344256,-747.851265574398,0.996260743672128
2020-07-14,2,1.3926548639304028,0.0,0.0007188,0.0,0.006164,200000,199252.1487344256,-747.851265574398,0.996260743672128
2020-07-15,0,0.9964962270782214,0.0,0.0006824,0.0,0.006028,200000,199252.1487344256,-747.851265574398,0.996260743672128
2020-07-16,2,1.780560077452835,0.0,0.000735,0.0,0.005841,200000,199252.1487344256,-747.851265574398,0.996260743672128
2020-07-17,2,1.2726602884037328,0.0,0.0007209,0.0,0.005945,200000,199252.1487344256,-747.851265574398,0.996260743672128
2020-07-18,1,1.0202695267839126,-142180782.59913346,0.0007007,16969183.165936433,0.005871,200000,199252.1487344256,-747.851265574398,0.996260743672128
2020-07-19,1,0.9802244075562293,-142180782.59913346,0.0007258,16969183.165936433,0.006039,200000,205671.70914954116,5671.709149541159,1.0283585457477058
2020-07-20,1,0.8301427375303342,-142180782.59913346,0.0007081,16969183.165936433,0.005934,200000,201373.34506511322,1373.3450651132152,1.006866725325566
2020-07-21,1,1.0880382289178412,-142180782.59913346,0.0007553,16969183.165936433,0.006069,200000,210375.11773119372,10375.11773119372,1.0518755886559685
2020-07-22,1,0.8838517194438066,-142180782.59913346,0.0007726,16969183.165936433,0.006288,200000,216551.0963834988,16551.096383498807,1.082755481917494
2020-07-23,1,0.9938057075976626,-142180782.59913346,0.0007841,16969183.165936433,0.006229,200000,217184.9935765986,17184.993576598587,1.085924967882993
2020-07-24,1,1.104769360117876,-142180782.59913346,0.0007721,16969183.165936433,0.005979,200000,211236.52839392488,11236.528393924877,1.0561826419696243
2020-07-25,1,0.8064228509166448,-142180782.59913346,0.0007637,16969183.165936433,0.006084,200000,211823.97405251546,11823.974052515463,1.0591198702625773
2020-07-26,1,0.734832082065777,-142180782.59913346,0.0007493,16969183.165936433,0.00598,200000,208011.77573383058,8011.775733830582,1.040058878669153
2020-07-27,2,1.2381161892887869,0.0,0.0007187,0.0,0.005545,200000,207343.3565333053,7343.356533305312,1.0367167826665264
2020-07-28,2,1.6917113547052518,0.0,0.000769,0.0,0.005826,200000,207343.3565333053,7343.356533305312,1.0367167826665264
