date,statusList,zscore,HOTUSDT_position,HOTUSDT_price,BNBUSDT_position,BNBUSDT_price,init,total_asset,pnl,return
2020-02-03,-1,-0.761035453996299,157313086.5175097,0.0006619,-5550.444218749466,18.46,200000,206586.73224405482,6586.732244054816,1.032933661220274
2020-02-04,0,0.5474722801173473,0.0,0.000695,0.0,18.1778,200000,194433.2261628953,-5566.773837104702,0.9721661308144764
2020-02-05,0,-0.5316664656423077,0.0,0.0006959,0.0,19.262,200000,194433.2261628953,-5566.773837104702,0.9721661308144764
2020-02-06,0,-0.6680957971587425,0.0,0.00074,0.0,20.6675,200000,194433.2261628953,-5566.773837104702,0.9721661308144764
2020-02-07,-1,-1.1270571517089347,125537981.76839831,0.0007744,-4407.817237489408,22.0555,200000,194433.22616289527,-5566.773837104731,0.9721661308144763
2020-02-08,0,0.5808186826701734,0.0,0.000808,0.0,21.7888,200000,189039.58511823867,-10960.414881761331,0.9451979255911933
2020-02-09,-2,-2.6789940603264726,0.0,0.0008003,0.0,24.38,200000,189039.58511823867,-10960.414881761331,0.9451979255911933
2020-02-10,-2,-3.114212854205988,0.0,0.0007595,0.0,25.1465,200000,189039.58511823867,-10960.414881761331,0.9451979255911933
2020-02-11,-2,-2.501417364550163,0.0,0.000771,0.0,25.6963,200000,189039.58511823867,-10960.414881761331,0.9451979255911933
2020-02-12,-2,-1.3429086414765081,0.0,0.0008498,0.0,26.4243,200000,189039.58511823867,-10960.414881761331,0.9451979255911933
2020-02-13,0,-0.36201798215535086,0.0,0.0008714,0.0,25.4579,200000,189039.58511823867,-10960.414881761331,0.9451979255911933
2020-02-14,0,-0.48497332505045804,0.0,0.0008915,0.0,26.3547,200000,189039.58511823867,-10960.414881761331,0.9451979255911933
2020-02-15,0,0.08145878441696987,0.0,0.000849,0.0,24.2576,200000,189039.58511823867,-10960.414881761331,0.9451979255911933
2020-02-16,0,0.3145666905837959,0.0,0.0008258,0.0,23.3193,200000,189039.58511823867,-10960.414881761331,0.9451979255911933
2020-02-17,0,-0.44171304303965186,0.0,0.0007907,0.0,23.4555,200000,189039.58511823867,-10960.414881761331,0.9451979255911933
2020-02-18,0,-0.6857520958281018,0.0,0.0007956,0.0,24.0821,200000,189039.58511823867,-10960.414881761331,0.9451979255911933
2020-02-19,0,-0.8526758283241723,0.0,0.0007284,0.0,22.3709,200000,189039.58511823867,-10960.414881761331,0.9451979255911933
2020-02-20,0,-0.7539830732060215,0.0,0.0007235,0.0,22.1626,200000,189039.58511823867,-10960.414881761331,0.9451979255911933
2020-02-21,0,-0.5175001166572535,0.0,0.0007332,0.0,22.1888,200000,189039.58511823867,-10960.414881761331,0.9451979255911933
2020-02-22,0,-0.36601942478334026,0.0,0.0007301,0.0,21.9689,200000,189039.58511823867,-10960.414881761331,0.9451979255911933
2020-02-23,0,-0.4910333062287689,0.0,0.0007501,0.0,22.8452,200000,189039.58511823867,-10960.414881761331,0.9451979255911933
2020-02-24,-1,-1.0801845903732115,135784790.34494948,0.0006961,-4277.59113701805,22.0965,200000,189039.58511823867,-10960.414881761331,0.9451979255911933
2020-02-25,-1,-0.6060030795439585,135784790.34494948,0.0006552,-4277.59113701805,20.3193,200000,175883.85222442175,-24116.147775578254,0.8794192611221088
2020-02-26,0,-0.05648956533898885,0.0,0.0006203,0.0,18.7441,200000,184991.87569864653,-15008.12430135347,0.9249593784932326
2020-02-27,0,0.23596021959420468,0.0,0.000643,0.0,19.2,200000,184991.87569864653,-15008.12430135347,0.9249593784932326
2020-02-28,0,0.36061673553865237,0.0,0.0006341,0.0,18.9838,200000,184991.87569864653,-15008.12430135347,0.9249593784932326
2020-02-29,0,-0.5277196500621082,0.0,0.0006189,0.0,19.23,200000,184991.87569864653,-15008.12430135347,0.9249593784932326
2020-03-01,0,-0.5769322672321572,0.0,0.0006107,0.0,18.902,200000,184991.87569864653,-15008.12430135347,0.9249593784932326
2020-03-02,-1,-1.0259848105529372,144660522.12906358,0.0006394,-4641.2967022426365,19.9289,200000,184991.87569864653,-15008.12430135347,0.9249593784932326
2020-03-03,-1,-1.0490291273576695,144660522.12906358,0.000631,-4641.2967022426365,19.6882,200000,182659.5671965326,-17340.43280346741,0.9132978359826629
2020-03-04,-1,-0.9776758107858164,144660522.12906358,0.0006388,-4641.2967022426365,19.95,200000,185003.01074578642,-14996.989254213579,0.9250150537289321
2020-03-05,-2,-1.4157844356715321,0.0,0.0006517,0.0,20.7462,200000,187005.88307120197,-12994.11692879803,0.9350294153560098
2020-03-06,-2,-2.168784206510036,0.0,0.0006483,0.0,21.3389,200000,187005.88307120197,-12994.11692879803,0.9350294153560098
2020-03-07,-2,-1.3444639474939242,0.0,0.0006335,0.0,20.25,200000,187005.88307120197,-12994.11692879803,0.9350294153560098
2020-03-08,0,-0.4760919235516569,0.0,0.0005399,0.0,16.894,200000,187005.88307120197,-12994.11692879803,0.9350294153560098
2020-03-09,0,-0.2228186992073164,0.0,0.0005328,0.0,16.5888,200000,187005.88307120197,-12994.11692879803,0.9350294153560098
2020-03-10,0,-0.06806329508061312,0.0,0.0005435,0.0,16.8671,200000,187005.88307120197,-12994.11692879803,0.9350294153560098
2020-03-11,0,-0.7283188689666241,0.0,0.0005245,0.0,16.5705,200000,187005.88307120197,-12994.11692879803,0.9350294153560098
2020-03-12,-2,-1.9196314542256203,0.0,0.0002819,0.0,9.2566,200000,187005.88307120197,-12994.11692879803,0.9350294153560098
2020-03-13,-2,-2.4226914538570963,0.0,0.0003223,0.0,10.9204,200000,187005.88307120197,-12994.11692879803,0.9350294153560098
2020-03-14,-2,-1.397346465899388,0.0,0.0003081,0.0,10.1487,200000,187005.88307120197,-12994.11692879803,0.9350294153560098
2020-03-15,-2,-1.5604533039450295,0.0,0.0003117,0.0,10.3898,200000,187005.88307120197,-12994.11692879803,0.9350294153560098
2020-03-16,-2,-1.5523013550622116,0.0,0.0002807,0.0,9.4285,200000,187005.88307120197,-12994.11692879803,0.9350294153560098
2020-03-17,-2,-1.965845094193606,0.0,0.0002965,0.0,10.2576,200000,187005.88307120197,-12994.11692879803,0.9350294153560098
2020-03-18,-2,-1.7794415837655904,0.0,0.0003,0.0,10.3866,200000,187005.88307120197,-12994.11692879803,0.9350294153560098
2020-03-19,-2,-2.6304683761730248,0.0,0.0003304,0.0,12.2597,200000,187005.88307120197,-12994.11692879803,0.9350294153560098
2020-03-20,-2,-1.9861251445217518,0.0,0.0003259,0.0,11.9147,200000,187005.88307120197,-12994.11692879803,0.9350294153560098
2020-03-21,-2,-1.9924589344865822,0.0,0.0003237,0.0,12.1,200000,187005.88307120197,-12994.11692879803,0.9350294153560098
2020-03-22,-2,-1.5042408168036256,0.0,0.0003046,0.0,11.167,200000,187005.88307120197,-12994.11692879803,0.9350294153560098
2020-03-23,-2,-1.5347132262534804,0.0,0.0003273,0.0,12.1887,200000,187005.88307120197,-12994.11692879803,0.9350294153560098
2020-03-24,-2,-1.3473171052319453,0.0,0.0003345,0.0,12.426,200000,187005.88307120197,-12994.11692879803,0.9350294153560098
2020-03-25,-2,-1.6179530158366415,0.0,0.0003198,0.0,12.3251,200000,187005.88307120197,-12994.11692879803,0.9350294153560098
2020-03-26,-2,-1.9075375654904363,0.0,0.0003251,0.0,13.199,200000,187005.88307120197,-12994.11692879803,0.9350294153560098
2020-03-27,-2,-1.4624796694561024,0.0,0.0003112,0.0,12.3354,200000,187005.88307120197,-12994.11692879803,0.9350294153560098
2020-03-28,0,-0.9757028267266663,0.0,0.0003188,0.0,12.1888,200000,187005.88307120197,-12994.11692879803,0.9350294153560098
2020-03-29,0,-0.3783012585210508,0.0,0.0003091,0.0,11.3008,200000,187005.88307120197,-12994.11692879803,0.9350294153560098
2020-03-30,0,-0.3825527099199194,0.0,0.0003298,0.0,12.1365,200000,187005.88307120197,-12994.11692879803,0.9350294153560098
2020-03-31,0,-0.4352218062203317,0.0,0.0003378,0.0,12.5451,200000,187005.88307120197,-12994.11692879803,0.9350294153560098
2020-04-01,0,-0.7909114376982507,0.0,0.0003331,0.0,12.72,200000,187005.88307120197,-12994.11692879803,0.9350294153560098
2020-04-02,-1,-1.1936556223979422,283428134.39103055,0.0003299,-7183.361364380943,13.0166,200000,187005.88307120197,-12994.11692879803,0.9350294153560098
2020-04-03,-2,-1.4268792405704178,0.0,0.0003317,0.0,13.3615,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-04-04,-2,-1.8620199030742126,0.0,0.0003292,0.0,13.7606,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-04-05,-2,-1.7040587988128748,0.0,0.0003285,0.0,13.6888,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-04-06,-2,-2.018420214746092,0.0,0.0003525,0.0,15.1989,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-04-07,-2,-1.7858022081413993,0.0,0.0003431,0.0,14.7266,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-04-08,-2,-1.3039193123978399,0.0,0.0003585,0.0,15.0888,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-04-09,0,-0.8444476336351155,0.0,0.0003647,0.0,15.0096,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-04-10,0,-0.37001652068634105,0.0,0.0003415,0.0,13.72,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-04-11,0,-0.5521742365457442,0.0,0.0003387,0.0,13.807,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-04-12,-2,-1.2398725634866186,0.0,0.0003346,0.0,14.2808,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-04-13,-2,-1.748344680255322,0.0,0.000337,0.0,15.0277,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-04-14,-2,-2.014409708438192,0.0,0.0003357,0.0,15.6148,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-04-15,-2,-1.2908392637924988,0.0,0.0003268,0.0,14.5755,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-04-16,-2,-1.6758081930198847,0.0,0.0003363,0.0,15.7394,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-04-17,-2,-1.3865642054393144,0.0,0.0003376,0.0,15.64,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-04-18,-2,-1.707054052104543,0.0,0.0003437,0.0,16.6137,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-04-19,-2,-1.5093424632511745,0.0,0.0003348,0.0,16.0683,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-04-20,-2,-1.432475412831034,0.0,0.000312,0.0,14.9892,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-04-21,-2,-1.347116964580839,0.0,0.0003146,0.0,15.1283,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-04-22,-2,-1.4988275955871735,0.0,0.0003193,0.0,15.7104,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-04-23,-2,-1.385856147892951,0.0,0.0003251,0.0,16.034,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-04-24,0,-0.8762353955638854,0.0,0.0003333,0.0,15.9319,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-04-25,0,-0.7344791252592514,0.0,0.000341,0.0,16.2283,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-04-26,0,-0.596837754443694,0.0,0.0003455,0.0,16.3588,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-04-27,0,-0.5752828142335826,0.0,0.0003457,0.0,16.4229,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-04-28,0,-0.557181026062324,0.0,0.0003426,0.0,16.34,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-04-29,0,-0.5858214911875422,0.0,0.0003616,0.0,17.3667,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-04-30,0,-0.63450634652629,0.0,0.000351,0.0,16.9542,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-05-01,0,-0.5779951770453002,0.0,0.0003623,0.0,17.466,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-05-02,2,3.626626221525318,0.0,0.0004421,0.0,17.5333,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-05-03,2,3.6937143086558795,0.0,0.0005045,0.0,17.1071,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-05-04,2,3.31320500624492,0.0,0.0005696,0.0,17.0074,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-05-05,2,2.384127919062131,0.0,0.0005493,0.0,16.8886,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-05-06,2,1.6467202498998383,0.0,0.0004995,0.0,16.3743,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-05-07,2,1.706939344153702,0.0,0.0005433,0.0,17.0003,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-05-08,2,1.3031545827932642,0.0,0.0005271,0.0,17.1371,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-05-09,1,1.199038322334184,-182195578.25286648,0.0005186,5632.552228120046,16.7751,200000,188973.25376387313,-11026.74623612687,0.9448662688193656
2020-05-10,1,1.0184236233764263,-182195578.25286648,0.0004688,5632.552228120046,15.3506,200000,171876.34331792337,-28123.65668207663,0.8593817165896168
2020-05-11,2,1.2456201656178947,0.0,0.0004898,0.0,15.0811,200000,193267.56458462588,-6732.435415374115,0.9663378229231294
2020-05-12,0,0.9490630086443379,0.0,0.0004961,0.0,15.7892,200000,193267.56458462588,-6732.435415374115,0.9663378229231294
2020-05-13,0,0.9852827257675295,0.0,0.0005215,0.0,16.2164,200000,193267.56458462588,-6732.435415374115,0.9663378229231294
2020-05-14,0,0.7851837539712175,0.0,0.0005167,0.0,16.3777,200000,193267.56458462588,-6732.435415374115,0.9663378229231294
2020-05-15,1,1.0906823607400604,-182327891.1175716,0.00053,6146.326995732972,15.7222,200000,193267.56458462588,-6732.435415374115,0.9663378229231294
2020-05-16,1,0.9033081572541299,-182327891.1175716,0.0005333,6146.326995732972,16.058,200000,195933.183230481,-4066.816769519006,0.979665916152405
2020-05-17,1,0.7960938002135916,-182327891.1175716,0.000539,6146.326995732972,16.2959,200000,198434.663402136,-1565.3365978639922,0.99217331701068
2020-05-18,1,0.547218661403373,-182327891.1175716,0.0005363,6146.326995732972,16.6299,200000,199995.2513126934,-4.748687306593638,0.999976256563467
2020-05-19,1,0.21661214976022153,-182327891.1175716,0.0005372,6146.326995732972,17.2098,200000,203723.6014395248,3723.601439524791,1.0186180071976239
2020-05-20,0,-0.0372507686415701,0.0,0.0005203,0.0,16.8998,200000,184261.06937061032,-15738.93062938968,0.9213053468530517
2020-05-21,0,0.24539615506452095,0.0,0.0005134,0.0,16.0888,200000,184261.06937061032,-15738.93062938968,0.9213053468530517
2020-05-22,0,0.39840407237232833,0.0,0.000535,0.0,16.5864,200000,184261.06937061032,-15738.93062938968,0.9213053468530517
2020-05-23,0,0.03887332846133251,0.0,0.0005269,0.0,16.48,200000,184261.06937061032,-15738.93062938968,0.9213053468530517
2020-05-24,2,1.430214263243326,0.0,0.0005315,0.0,15.9624,200000,184261.06937061032,-15738.93062938968,0.9213053468530517
2020-05-25,2,2.252190810209738,0.0,0.0005659,0.0,16.3807,200000,184261.06937061032,-15738.93062938968,0.9213053468530517
2020-05-26,2,2.0649290027162728,0.0,0.0005634,0.0,16.2159,200000,184261.06937061032,-15738.93062938968,0.9213053468530517
2020-05-27,2,1.2386348088132335,0.0,0.0005584,0.0,16.47,200000,184261.06937061032,-15738.93062938968,0.9213053468530517
2020-05-28,0,0.6753392890373239,0.0,0.0005685,0.0,17.0772,200000,184261.06937061032,-15738.93062938968,0.9213053468530517
2020-05-29,0,0.3172513374591022,0.0,0.00056,0.0,17.0031,200000,184261.06937061032,-15738.93062938968,0.9213053468530517
2020-05-30,0,0.18222353296204427,0.0,0.0005828,0.0,17.7277,200000,184261.06937061032,-15738.93062938968,0.9213053468530517
2020-05-31,2,2.7165387624592765,0.0,0.000627,0.0,17.0916,200000,184261.06937061032,-15738.93062938968,0.9213053468530517
2020-06-01,2,1.3470415050889233,0.0,0.000628,0.0,17.9477,200000,184261.06937061032,-15738.93062938968,0.9213053468530517
2020-06-02,2,1.8151959756165166,0.0,0.0006233,0.0,17.2669,200000,184261.06937061032,-15738.93062938968,0.9213053468530517
2020-06-03,2,2.0595777038443974,0.0,0.000652,0.0,17.5779,200000,184261.06937061032,-15738.93062938968,0.9213053468530517
2020-06-04,2,1.735140055355843,0.0,0.0006478,0.0,17.517,200000,184261.06937061032,-15738.93062938968,0.9213053468530517
2020-06-05,1,1.132743986019263,-144405226.77947518,0.000638,5207.645222272129,17.6914,200000,184261.06937061032,-15738.93062938968,0.9213053468530517
2020-06-06,1,1.1463664064486176,-144405226.77947518,0.0006376,5207.645222272129,17.5511,200000,183472.67465521375,-16527.32534478625,0.9173633732760688
2020-06-07,1,0.916455630048633,-144405226.77947518,0.0006279,5207.645222272129,17.4135,200000,181355.37197286816,-18644.62802713184,0.9067768598643408
2020-06-08,1,1.1034167147492737,-144405226.77947518,0.0006394,5207.645222272129,17.4489,200000,183200.3827217006,-16799.61727829941,0.9160019136085029
2020-06-09,1,0.9797341332369638,-144405226.77947518,0.0006348,5207.645222272129,17.3733,200000,182142.42069971125,-17857.57930028875,0.9107121034985562
2020-06-10,1,0.9087527514365159,-144405226.77947518,0.0006364,5207.645222272129,17.406,200000,182543.75906132668,-17456.24093867332,0.9127187953066334
2020-06-11,1,0.2927992396165836,-144405226.77947518,0.0005783,5207.645222272129,16.2298,200000,168028.5830750027,-31971.41692499729,0.8401429153750135
2020-06-12,1,0.6865874981858496,-144405226.77947518,0.0006051,5207.645222272129,16.6377,200000,174022.84163885744,-25977.15836114256,0.8701142081942872
2020-06-13,1,0.5547335742973846,-144405226.77947518,0.00061,5207.645222272129,16.8101,200000,175628.22528639657,-24371.77471360343,0.8781411264319828
2020-06-14,0,0.14434430297860432,0.0,0.0005931,0.0,16.5729,200000,183602.0258693233,-16397.97413067671,0.9180101293466164
2020-06-15,0,0.376184823518902,0.0,0.0005923,0.0,16.377,200000,183602.0258693233,-16397.97413067671,0.9180101293466164
2020-06-16,0,-0.19077300883134565,0.0,0.0005834,0.0,16.4329,200000,183602.0258693233,-16397.97413067671,0.9180101293466164
2020-06-17,0,-0.3147633801958376,0.0,0.0005821,0.0,16.3983,200000,183602.0258693233,-16397.97413067671,0.9180101293466164
2020-06-18,0,-0.30033753380518263,0.0,0.0005773,0.0,16.1608,200000,183602.0258693233,-16397.97413067671,0.9180101293466164
2020-06-19,-2,-1.234965740448589,0.0,0.0005653,0.0,15.9512,200000,183602.0258693233,-16397.97413067671,0.9180101293466164
2020-06-20,0,-0.3962044279404919,0.0,0.000576,0.0,16.059,200000,183602.0258693233,-16397.97413067671,0.9180101293466164
2020-06-21,0,-0.7297576849124775,0.0,0.0005715,0.0,15.9775,200000,183602.0258693233,-16397.97413067671,0.9180101293466164
2020-06-22,-1,-1.0093088452294736,156257043.29304108,0.0005875,-5561.978596595092,16.5051,200000,183602.0258693233,-16397.97413067671,0.9180101293466164
2020-06-23,-1,-1.1781457777809123,156257043.29304108,0.0005815,-5561.978596595092,16.3898,200000,182023.18747737765,-17976.81252262235,0.9101159373868882
2020-06-24,-2,-1.760275503391537,0.0,0.0005625,0.0,15.9968,200000,184681.29823100002,-15318.701768999978,0.9234064911550001
2020-06-25,-2,-1.375608171392913,0.0,0.0005608,0.0,15.906,200000,184681.29823100002,-15318.701768999978,0.9234064911550001
2020-06-26,-2,-1.6202941616143354,0.0,0.0005526,0.0,15.7694,200000,184681.29823100002,-15318.701768999978,0.9234064911550001
2020-06-27,-2,-1.2309114440774127,0.0,0.0005318,0.0,15.1242,200000,184681.29823100002,-15318.701768999978,0.9234064911550001
2020-06-28,-2,-1.7861081955089637,0.0,0.000535,0.0,15.3782,200000,184681.29823100002,-15318.701768999978,0.9234064911550001
2020-06-29,-1,-1.180374165866512,170370201.32011074,0.000542,-5970.712362630613,15.4656,200000,184681.29823100002,-15318.701768999978,0.9234064911550001
2020-06-30,-2,-2.371441811678437,0.0,0.0005276,0.0,15.3838,200000,186646.22485874646,-13353.775141253544,0.9332311242937323
2020-07-01,-2,-1.3751339527835496,0.0,0.000549,0.0,15.8144,200000,186646.22485874646,-13353.775141253544,0.9332311242937323
2020-07-02,0,0.5726977075726308,0.0,0.0005484,0.0,15.3634,200000,186646.22485874646,-13353.775141253544,0.9332311242937323
2020-07-03,0,0.6142261962195557,0.0,0.0005451,0.0,15.2863,200000,186646.22485874646,-13353.775141253544,0.9332311242937323
2020-07-04,0,0.2715200248772661,0.0,0.000552,0.0,15.5548,200000,186646.22485874646,-13353.775141253544,0.9332311242937323
2020-07-05,2,1.5529345295143673,0.0,0.000558,0.0,15.4885,200000,186646.22485874646,-13353.775141253544,0.9332311242937323
2020-07-06,-2,-1.2312376818543467,0.0,0.0005672,0.0,16.311,200000,186646.22485874646,-13353.775141253544,0.9332311242937323
2020-07-07,-2,-3.184408230602705,0.0,0.0005556,0.0,16.8048,200000,186646.22485874646,-13353.775141253544,0.9332311242937323
2020-07-08,2,1.7823324825066023,0.0,0.0006315,0.0,17.2819,200000,186646.22485874646,-13353.775141253544,0.9332311242937323
2020-07-09,2,4.1116956796273705,0.0,0.0008031,0.0,16.8274,200000,186646.22485874646,-13353.775141253544,0.9332311242937323
2020-07-10,2,1.8944537084236048,0.0,0.0007321,0.0,17.3123,200000,186646.22485874646,-13353.775141253544,0.9332311242937323
2020-07-11,2,1.2666165611279578,0.0,0.0007172,0.0,17.6205,200000,186646.22485874646,-13353.775141253544,0.9332311242937323
2020-07-12,0,0.49911450628284837,0.0,0.0007,0.0,18.2994,200000,186646.22485874646,-13353.775141253544,0.9332311242937323
2020-07-13,0,0.516323318687446,0.0,0.000708,0.0,18.4046,200000,186646.22485874646,-13353.775141253544,0.9332311242937323
2020-07-14,0,0.8164822959962836,0.0,0.0007188,0.0,18.079,200000,186646.22485874646,-13353.775141253544,0.9332311242937323
2020-07-15,0,0.45934772553018344,0.0,0.0006824,0.0,17.6351,200000,186646.22485874646,-13353.775141253544,0.9332311242937323
2020-07-16,2,1.4617791497375232,0.0,0.000735,0.0,17.1647,200000,186646.22485874646,-13353.775141253544,0.9332311242937323
2020-07-17,1,1.1713597577157382,-129453616.90854935,0.0007209,5467.852095747102,17.0676,200000,186646.22485874646,-13353.775141253544,0.9332311242937323
2020-07-18,1,0.7241271363495018,-129453616.90854935,0.0007007,5467.852095747102,17.1507,200000,184485.64030635037,-15514.359693649632,0.9224282015317519
2020-07-19,1,0.5078610919224406,-129453616.90854935,0.0007258,5467.852095747102,18.0154,200000,192462.97779794747,-7537.022202052525,0.9623148889897374
2020-07-20,1,0.5072891077224563,-129453616.90854935,0.0007081,5467.852095747102,17.4645,200000,187159.40905911906,-12840.590940880938,0.9357970452955953
2020-07-21,1,0.9809492374965968,-129453616.90854935,0.0007553,5467.852095747102,17.7285,200000,194713.13273047982,-5286.867269520182,0.973565663652399
2020-07-22,1,0.9143012613707042,-129453616.90854935,0.0007726,5467.852095747102,18.09,200000,198929.3088356103,-1070.6911643896892,0.9946465441780515
2020-07-23,1,0.5893272884532009,-129453616.90854935,0.0007841,5467.852095747102,18.75,200000,204026.8078132517,4026.807813251711,1.0201340390662585
2020-07-24,0,0.06764841327475427,0.0,0.0007721,0.0,19.1853,200000,181694.97966130052,-18305.020338699484,0.9084748983065025
2020-07-25,0,-0.5085648873442724,0.0,0.0007637,0.0,19.8242,200000,181694.97966130052,-18305.020338699484,0.9084748983065025
2020-07-26,0,-0.6765186827558802,0.0,0.0007493,0.0,19.5557,200000,181694.97966130052,-18305.020338699484,0.9084748983065025
2020-07-27,-2,-1.5695791704242863,0.0,0.0007187,0.0,19.7474,200000,181694.97966130052,-18305.020338699484,0.9084748983065025
2020-07-28,0,-0.9774903013600666,0.0,0.000769,0.0,20.1732,200000,181694.97966130052,-18305.020338699484,0.9084748983065025
2020-07-29,-1,-1.1405396056464026,120519355.04198761,0.0007538,-4565.4299125910975,19.899,200000,181694.97966130052,-18305.020338699484,0.9084748983065025
