date,statusList,zscore,ATOMUSDT_position,ATOMUSDT_price,BATUSDT_position,BATUSDT_price,init,total_asset,pnl,return
2020-01-26,0,-0.6383725826239803,0.0,4.478,0.0,0.2117,200000,200000.0,0.0,1.0
2020-01-27,-2,-1.7730732442306067,0.0,4.515,0.0,0.2259,200000,200000.0,0.0,1.0
2020-01-28,-1,-1.0017169068839422,21848.37229626393,4.577,-450450.4504504505,0.222,200000,200000.0,0.0,1.0
2020-01-29,-2,-1.33498468310316,0.0,4.401,0.0,0.2182,200000,202133.60181243077,2133.601812430774,1.0106680090621538
2020-01-30,-2,-1.5897287781405212,0.0,4.41,0.0,0.2233,200000,202133.60181243077,2133.601812430774,1.0106680090621538
2020-01-31,-1,-1.1810920741390987,22985.399341872955,4.397,-460441.00640644826,0.2195,200000,202133.60181243077,2133.601812430774,1.0106680090621538
2020-02-01,-2,-1.4811671195993281,0.0,4.388,0.0,0.2241,200000,204458.4990359773,4458.499035977293,1.0222924951798864
2020-02-02,-2,-1.3030615092290403,0.0,4.403,0.0,0.224,200000,204458.4990359773,4458.499035977293,1.0222924951798864
2020-02-03,-2,-2.318842049975553,0.0,4.263,0.0,0.2348,200000,204458.4990359773,4458.499035977293,1.0222924951798864
2020-02-04,-2,-2.3844721336724293,0.0,4.22,0.0,0.243,200000,204458.4990359773,4458.499035977293,1.0222924951798864
2020-02-05,-2,-2.233103598673232,0.0,4.33,0.0,0.2515,200000,204458.4990359773,4458.499035977293,1.0222924951798864
2020-02-06,-2,-1.8772284438663183,0.0,4.589,0.0,0.2652,200000,204458.4990359773,4458.499035977293,1.0222924951798864
2020-02-07,-1,-1.0696510681393838,21187.409226526142,4.825,-387819.61122150475,0.2636,200000,204458.4990359773,4458.499035977293,1.0222924951798864
2020-02-08,-1,-1.0840130077700851,21187.409226526142,4.629,-387819.61122150475,0.2556,200000,197203.20993780612,-2796.790062193875,0.9860160496890307
2020-02-09,-2,-1.3676046329829314,0.0,4.757,0.0,0.2728,200000,209467.1832866189,9467.183286618907,1.0473359164330946
2020-02-10,0,-0.8605566808376447,0.0,4.773,0.0,0.2638,200000,209467.1832866189,9467.183286618907,1.0473359164330946
2020-02-11,-1,-1.1553601282761536,20515.88474893427,5.105,-357818.8986788843,0.2927,200000,209467.1832866189,9467.183286618907,1.0473359164330946
2020-02-12,-2,-1.374886843059234,0.0,5.109,0.0,0.3027,200000,212963.308734412,12963.308734412014,1.06481654367206
2020-02-13,-2,-1.3737979003321286,0.0,4.906,0.0,0.2939,200000,212963.308734412,12963.308734412014,1.06481654367206
2020-02-14,-2,-1.4490237347759383,0.0,5.111,0.0,0.3115,200000,212963.308734412,12963.308734412014,1.06481654367206
2020-02-15,-2,-1.2955605136259727,0.0,4.608,0.0,0.2794,200000,212963.308734412,12963.308734412014,1.06481654367206
2020-02-16,-1,-1.0733693166368716,24299.78420064035,4.382,-404565.5561064058,0.2632,200000,212963.308734412,12963.308734412014,1.06481654367206
2020-02-17,-2,-1.418890260351788,0.0,4.27,0.0,0.2664,200000,216979.49434442428,16979.49434442428,1.0848974717221214
2020-02-18,-2,-1.4977552144468802,0.0,4.441,0.0,0.2819,200000,216979.49434442428,16979.49434442428,1.0848974717221214
2020-02-19,-1,-1.1753703197605783,26167.329274532596,4.146,-419689.5441865073,0.2585,200000,216979.49434442428,16979.49434442428,1.0848974717221214
2020-02-20,0,0.045094237497934314,0.0,4.461,0.0,0.2564,200000,207855.43758015483,7855.43758015483,1.039277187900774
2020-02-21,2,1.3818690131183873,0.0,4.953,0.0,0.2653,200000,207855.43758015483,7855.43758015483,1.039277187900774
2020-02-22,2,1.3858430717342316,0.0,5.011,0.0,0.2717,200000,207855.43758015483,7855.43758015483,1.039277187900774
2020-02-23,0,0.20352485543328744,0.0,4.794,0.0,0.2759,200000,207855.43758015483,7855.43758015483,1.039277187900774
2020-02-24,0,-0.08674416231530234,0.0,4.393,0.0,0.2566,200000,207855.43758015483,7855.43758015483,1.039277187900774
2020-02-25,0,0.14479286953321052,0.0,4.051,0.0,0.2339,200000,207855.43758015483,7855.43758015483,1.039277187900774
2020-02-26,0,-0.609845099285197,0.0,3.641,0.0,0.2187,200000,207855.43758015483,7855.43758015483,1.039277187900774
2020-02-27,0,-0.4690256023258364,0.0,3.692,0.0,0.221,200000,207855.43758015483,7855.43758015483,1.039277187900774
2020-02-28,0,-0.6707372559579092,0.0,3.548,0.0,0.2153,200000,207855.43758015483,7855.43758015483,1.039277187900774
2020-02-29,0,-0.7805466794844511,0.0,3.443,0.0,0.2108,200000,207855.43758015483,7855.43758015483,1.039277187900774
2020-03-01,-1,-1.0921891638382382,31051.00651033087,3.347,-497024.0018655065,0.2091,200000,207855.43758015483,7855.43758015483,1.039277187900774
2020-03-02,-1,-0.6522405266857886,31051.00651033087,3.709,-497024.0018655065,0.2277,200000,228340.54837159306,28340.54837159306,1.1417027418579653
2020-03-03,-1,-0.719424028859443,31051.00651033087,3.623,-497024.0018655065,0.2237,200000,223682.06580424256,23682.065804242564,1.1184103290212128
2020-03-04,-1,-0.727233399938599,31051.00651033087,3.743,-497024.0018655065,0.2317,200000,231384.3786004063,31384.378600406286,1.1569218930020315
2020-03-05,-1,-0.8474420438893859,31051.00651033087,3.756,-497024.0018655065,0.2343,200000,233080.3040898909,33080.30408989091,1.1654015204494546
2020-03-06,-1,-0.9521027864880839,31051.00651033087,3.854,-497024.0018655065,0.2424,200000,240149.19714301394,40149.19714301394,1.2007459857150697
2020-03-07,-1,-0.8590922100365892,31051.00651033087,3.618,-497024.0018655065,0.2272,200000,225266.39477822016,25266.394778220158,1.1263319738911008
2020-03-08,-1,-0.7414902173866419,31051.00651033087,3.081,-497024.0018655065,0.1923,200000,191245.86661706632,-8754.13338293368,0.9562293330853316
2020-03-09,-2,-1.3483052202513532,0.0,3.026,0.0,0.1955,200000,211063.28424460016,11063.28424460016,1.0553164212230008
2020-03-10,-2,-1.6607079119001544,0.0,3.062,0.0,0.2033,200000,211063.28424460016,11063.28424460016,1.0553164212230008
2020-03-11,-2,-1.5313395844293665,0.0,2.994,0.0,0.1997,200000,211063.28424460016,11063.28424460016,1.0553164212230008
2020-03-12,-2,-1.7827456703155513,0.0,1.615,0.0,0.11,200000,211063.28424460016,11063.28424460016,1.0553164212230008
2020-03-13,-2,-2.6187702868164626,0.0,1.804,0.0,0.1324,200000,211063.28424460016,11063.28424460016,1.0553164212230008
2020-03-14,-1,-1.1214522958163557,57447.818248394164,1.837,-855893.2856634231,0.1233,200000,211063.28424460016,11063.28424460016,1.0553164212230008
2020-03-15,-1,-0.29548705780711715,57447.818248394164,1.921,-855893.2856634231,0.1234,200000,215974.4903060316,15974.4903060316,1.079872451530158
2020-03-16,-1,-0.9590306219336328,57447.818248394164,1.671,-855893.2856634231,0.1118,200000,191684.17363023735,-8315.826369762653,0.9584208681511868
2020-03-17,-1,-0.8147816700530865,57447.818248394164,1.763,-855893.2856634231,0.1176,200000,201933.55396593746,1933.5539659374626,1.0096677698296874
2020-03-18,-1,-0.5752351688765608,57447.818248394164,1.811,-855893.2856634231,0.1198,200000,206574.0144703199,6574.014470319904,1.0328700723515996
2020-03-19,-1,-0.45218247372628345,57447.818248394164,2.067,-855893.2856634231,0.1364,200000,235488.48448392167,35488.48448392167,1.1774424224196083
2020-03-20,0,0.9385389450032968,0.0,2.165,0.0,0.1345,200000,201806.4046585572,1806.4046585572069,1.009032023292786
2020-03-21,0,0.622454274749083,0.0,2.168,0.0,0.1366,200000,201806.4046585572,1806.4046585572069,1.009032023292786
2020-03-22,0,0.1341653267360354,0.0,1.917,0.0,0.1237,200000,201806.4046585572,1806.4046585572069,1.009032023292786
2020-03-23,0,0.4608837942382821,0.0,2.111,0.0,0.1347,200000,201806.4046585572,1806.4046585572069,1.009032023292786
2020-03-24,-2,-1.9320160169696778,0.0,2.143,0.0,0.1533,200000,201806.4046585572,1806.4046585572069,1.009032023292786
2020-03-25,-2,-1.6686380117175152,0.0,2.079,0.0,0.1485,200000,201806.4046585572,1806.4046585572069,1.009032023292786
2020-03-26,-1,-1.103350745875948,46434.9757612879,2.173,-664711.4777949842,0.1518,200000,201806.4046585572,1806.4046585572069,1.009032023292786
2020-03-27,-1,-1.0196083907278426,46434.9757612879,1.992,-664711.4777949842,0.1393,200000,185092.7805733268,-14907.219426673197,0.925463902866634
2020-03-28,-1,-1.0756799078926835,46434.9757612879,1.971,-664711.4777949842,0.1389,200000,183851.76149122175,-16148.238508778246,0.9192588074561088
2020-03-29,-1,-0.9626905602365846,46434.9757612879,1.85,-664711.4777949842,0.1303,200000,172516.61071506905,-27483.38928493095,0.8625830535753453
2020-03-30,-1,-1.0859188644297664,46434.9757612879,1.957,-664711.4777949842,0.1394,200000,183534.0275694612,-16465.972430538794,0.917670137847306
2020-03-31,-2,-1.312995798888989,0.0,1.95,0.0,0.1416,200000,205381.34717981558,5381.347179815581,1.026906735899078
2020-04-01,-1,-1.1592229093265112,52153.71944637267,1.969,-720130.950840868,0.1426,200000,205381.34717981558,5381.347179815581,1.026906735899078
2020-04-02,-2,-1.2077716858689005,0.0,1.982,0.0,0.1437,200000,205495.49287293767,5495.49287293767,1.0274774643646885
2020-04-03,-2,-1.203912006128538,0.0,1.978,0.0,0.1444,200000,205495.49287293767,5495.49287293767,1.0274774643646885
2020-04-04,0,-0.9830762868393573,0.0,2.022,0.0,0.1466,200000,205495.49287293767,5495.49287293767,1.0274774643646885
2020-04-05,0,-0.49101861566328864,0.0,2.064,0.0,0.146,200000,205495.49287293767,5495.49287293767,1.0274774643646885
2020-04-06,0,0.5081263386208028,0.0,2.407,0.0,0.1614,200000,205495.49287293767,5495.49287293767,1.0274774643646885
2020-04-07,0,0.11763960759527954,0.0,2.346,0.0,0.1609,200000,205495.49287293767,5495.49287293767,1.0274774643646885
2020-04-08,0,0.6800865257199815,0.0,2.493,0.0,0.1662,200000,205495.49287293767,5495.49287293767,1.0274774643646885
2020-04-09,0,0.8070456804817678,0.0,2.573,0.0,0.1719,200000,205495.49287293767,5495.49287293767,1.0274774643646885
2020-04-10,0,-0.1935910270510684,0.0,2.307,0.0,0.1621,200000,205495.49287293767,5495.49287293767,1.0274774643646885
2020-04-11,0,-0.008952646587748981,0.0,2.306,0.0,0.1615,200000,205495.49287293767,5495.49287293767,1.0274774643646885
2020-04-12,0,0.4234927775964945,0.0,2.299,0.0,0.1598,200000,205495.49287293767,5495.49287293767,1.0274774643646885
2020-04-13,0,0.11577710916981233,0.0,2.259,0.0,0.1582,200000,205495.49287293767,5495.49287293767,1.0274774643646885
2020-04-14,0,0.09006534544206529,0.0,2.361,0.0,0.1653,200000,205495.49287293767,5495.49287293767,1.0274774643646885
2020-04-15,0,0.912363478124586,0.0,2.27,0.0,0.1552,200000,205495.49287293767,5495.49287293767,1.0274774643646885
2020-04-16,0,0.9116129744449414,0.0,2.422,0.0,0.1653,200000,205495.49287293767,5495.49287293767,1.0274774643646885
2020-04-17,0,0.11841414265644036,0.0,2.367,0.0,0.1651,200000,205495.49287293767,5495.49287293767,1.0274774643646885
2020-04-18,0,0.8120369408112416,0.0,2.509,0.0,0.1713,200000,205495.49287293767,5495.49287293767,1.0274774643646885
2020-04-19,0,0.3183089324959225,0.0,2.382,0.0,0.1647,200000,205495.49287293767,5495.49287293767,1.0274774643646885
2020-04-20,0,0.3871045388364229,0.0,2.271,0.0,0.1564,200000,205495.49287293767,5495.49287293767,1.0274774643646885
2020-04-21,0,-0.06718298401628019,0.0,2.271,0.0,0.158,200000,205495.49287293767,5495.49287293767,1.0274774643646885
2020-04-22,0,-0.002485428446864991,0.0,2.388,0.0,0.1655,200000,205495.49287293767,5495.49287293767,1.0274774643646885
2020-04-23,0,0.09773106834628108,0.0,2.427,0.0,0.1674,200000,205495.49287293767,5495.49287293767,1.0274774643646885
2020-04-24,2,2.937086996734288,0.0,2.748,0.0,0.1768,200000,205495.49287293767,5495.49287293767,1.0274774643646885
2020-04-25,2,2.648633902776426,0.0,2.871,0.0,0.1826,200000,205495.49287293767,5495.49287293767,1.0274774643646885
2020-04-26,2,1.4133210260366817,0.0,2.808,0.0,0.184,200000,205495.49287293767,5495.49287293767,1.0274774643646885
2020-04-27,2,1.3081879892033312,0.0,2.767,0.0,0.1811,200000,205495.49287293767,5495.49287293767,1.0274774643646885
2020-04-28,1,1.1282769546318154,-36787.592709083,2.793,559933.2230870236,0.1835,200000,205495.49287293764,5495.492872937641,1.0274774643646882
2020-04-29,1,0.8697741124462899,-36787.592709083,2.929,559933.2230870236,0.1938,200000,216265.91767916927,16265.917679169273,1.0813295883958465
2020-04-30,1,0.3316166192900503,-36787.592709083,2.734,559933.2230870236,0.1836,200000,203381.01822541046,3381.0182254104584,1.0169050911270523
2020-05-01,1,0.6922012278960317,-36787.592709083,2.828,559933.2230870236,0.1874,200000,208966.79818779495,8966.79818779495,1.0448339909389748
2020-05-02,1,0.5340883337973836,-36787.592709083,2.873,559933.2230870236,0.1909,200000,212582.00614050828,12582.006140508282,1.0629100307025414
2020-05-03,1,0.3952714968162414,-36787.592709083,2.774,559933.2230870236,0.1847,200000,205468.4484791695,5468.448479169514,1.0273422423958476
2020-05-04,0,-0.18011449152463369,0.0,2.761,0.0,0.1865,200000,202638.49023698593,2638.4902369859337,1.0131924511849297
2020-05-05,0,-0.7686379892098884,0.0,2.707,0.0,0.1859,200000,202638.49023698593,2638.4902369859337,1.0131924511849297
2020-05-06,0,-0.49930174944424266,0.0,2.619,0.0,0.1785,200000,202638.49023698593,2638.4902369859337,1.0131924511849297
2020-05-07,0,-0.3670828543484868,0.0,2.725,0.0,0.1847,200000,202638.49023698593,2638.4902369859337,1.0131924511849297
2020-05-08,-2,-3.5482349863817144,0.0,2.806,0.0,0.2279,200000,202638.49023698593,2638.4902369859337,1.0131924511849297
2020-05-09,-2,-2.4141706451065392,0.0,2.75,0.0,0.2172,200000,202638.49023698593,2638.4902369859337,1.0131924511849297
2020-05-10,-2,-1.8800664709978616,0.0,2.514,0.0,0.1957,200000,202638.49023698593,2638.4902369859337,1.0131924511849297
2020-05-11,-2,-1.495655341790353,0.0,2.394,0.0,0.1835,200000,202638.49023698593,2638.4902369859337,1.0131924511849297
2020-05-12,-2,-2.1061803388659,0.0,2.486,0.0,0.2072,200000,202638.49023698593,2638.4902369859337,1.0131924511849297
2020-05-13,-2,-1.4491069390304017,0.0,2.54,0.0,0.2024,200000,202638.49023698593,2638.4902369859337,1.0131924511849297
2020-05-14,-2,-1.2498325411302957,0.0,2.528,0.0,0.2003,200000,202638.49023698593,2638.4902369859337,1.0131924511849297
2020-05-15,-2,-1.2622719587109332,0.0,2.473,0.0,0.1988,200000,202638.49023698593,2638.4902369859337,1.0131924511849297
2020-05-16,-1,-1.0528190889583326,39655.28184676828,2.555,-498128.04876348557,0.2034,200000,202638.49023698593,2638.4902369859337,1.0131924511849297
2020-05-17,-1,-1.0680563131447796,39655.28184676828,2.544,-498128.04876348557,0.2051,200000,203049.09981956938,3049.099819569383,1.015245499097847
2020-05-18,-1,-0.994279156532186,39655.28184676828,2.6,-498128.04876348557,0.2102,200000,207810.2486516822,7810.2486516821955,1.039051243258411
2020-05-19,-1,-0.6776509189130756,39655.28184676828,2.617,-498128.04876348557,0.2067,200000,206740.94027240505,6740.940272405045,1.0337047013620253
2020-05-20,0,-0.10359364295444747,0.0,2.705,0.0,0.2039,200000,196939.26198435243,-3060.73801564757,0.9846963099217622
2020-05-21,0,-0.3848291896956025,0.0,2.513,0.0,0.1954,200000,196939.26198435243,-3060.73801564757,0.9846963099217622
2020-05-22,0,-0.2851145242778725,0.0,2.65,0.0,0.2057,200000,196939.26198435243,-3060.73801564757,0.9846963099217622
2020-05-23,0,-0.30560572654369167,0.0,2.592,0.0,0.2028,200000,196939.26198435243,-3060.73801564757,0.9846963099217622
2020-05-24,0,-0.04785650959993973,0.0,2.495,0.0,0.1931,200000,196939.26198435243,-3060.73801564757,0.9846963099217622
2020-05-25,0,-0.1821769585606176,0.0,2.612,0.0,0.205,200000,196939.26198435243,-3060.73801564757,0.9846963099217622
2020-05-26,0,-0.13847272571525246,0.0,2.583,0.0,0.2035,200000,196939.26198435243,-3060.73801564757,0.9846963099217622
2020-05-27,0,-0.41213132087754295,0.0,2.601,0.0,0.2074,200000,196939.26198435243,-3060.73801564757,0.9846963099217622
2020-05-28,0,-0.4325624655453871,0.0,2.671,0.0,0.2128,200000,196939.26198435243,-3060.73801564757,0.9846963099217622
2020-05-29,0,0.4365344868459625,0.0,2.677,0.0,0.2092,200000,196939.26198435243,-3060.73801564757,0.9846963099217622
2020-05-30,0,0.3959835140500645,0.0,2.817,0.0,0.2204,200000,196939.26198435243,-3060.73801564757,0.9846963099217622
2020-05-31,0,0.9225250109794491,0.0,2.728,0.0,0.2113,200000,196939.26198435243,-3060.73801564757,0.9846963099217622
2020-06-01,0,0.3596312953173544,0.0,2.862,0.0,0.2239,200000,196939.26198435243,-3060.73801564757,0.9846963099217622
2020-06-02,0,0.4937183468059408,0.0,2.761,0.0,0.2153,200000,196939.26198435243,-3060.73801564757,0.9846963099217622
2020-06-03,0,0.9899722669606176,0.0,2.906,0.0,0.2244,200000,196939.26198435243,-3060.73801564757,0.9846963099217622
2020-06-04,0,0.6045765844944112,0.0,3.11,0.0,0.2414,200000,196939.26198435243,-3060.73801564757,0.9846963099217622
2020-06-05,0,-0.5041882157268187,0.0,3.093,0.0,0.2443,200000,196939.26198435243,-3060.73801564757,0.9846963099217622
2020-06-06,0,0.5737649342107196,0.0,3.056,0.0,0.237,200000,196939.26198435243,-3060.73801564757,0.9846963099217622
2020-06-07,0,0.3789594006036508,0.0,3.02,0.0,0.2346,200000,196939.26198435243,-3060.73801564757,0.9846963099217622
2020-06-08,-2,-2.682864298486538,0.0,3.155,0.0,0.2574,200000,196939.26198435243,-3060.73801564757,0.9846963099217622
2020-06-09,-2,-1.8549424309604836,0.0,3.117,0.0,0.2512,200000,196939.26198435243,-3060.73801564757,0.9846963099217622
2020-06-10,-2,-1.4591067491124206,0.0,3.114,0.0,0.2502,200000,196939.26198435243,-3060.73801564757,0.9846963099217622
2020-06-11,-2,-1.3048150290600762,0.0,2.763,0.0,0.222,200000,196939.26198435243,-3060.73801564757,0.9846963099217622
2020-06-12,-1,-1.0724562943994798,34405.88084981698,2.862,-429061.57295065885,0.2295,200000,196939.26198435243,-3060.73801564757,0.9846963099217622
2020-06-13,-2,-1.4271605896511383,0.0,2.873,0.0,0.2324,200000,197805.07585656134,-2194.924143438664,0.9890253792828066
2020-06-14,-2,-1.4213673226761179,0.0,2.756,0.0,0.2236,200000,197805.07585656134,-2194.924143438664,0.9890253792828066
2020-06-15,-2,-1.8007144679598084,0.0,2.705,0.0,0.2222,200000,197805.07585656134,-2194.924143438664,0.9890253792828066
2020-06-16,-2,-1.7376184293647623,0.0,2.729,0.0,0.225,200000,197805.07585656134,-2194.924143438664,0.9890253792828066
2020-06-17,-2,-1.6744790116397748,0.0,2.703,0.0,0.2237,200000,197805.07585656134,-2194.924143438664,0.9890253792828066
2020-06-18,-2,-1.3357593347320909,0.0,2.643,0.0,0.2178,200000,197805.07585656134,-2194.924143438664,0.9890253792828066
2020-06-19,-2,-1.7404023556584627,0.0,2.597,0.0,0.2177,200000,197805.07585656134,-2194.924143438664,0.9890253792828066
2020-06-20,-2,-2.6673090244203963,0.0,2.62,0.0,0.2308,200000,197805.07585656134,-2194.924143438664,0.9890253792828066
2020-06-21,-2,-2.937927715927311,0.0,2.599,0.0,0.2423,200000,197805.07585656134,-2194.924143438664,0.9890253792828066
2020-06-22,-2,-2.0389222059738987,0.0,2.688,0.0,0.2444,200000,197805.07585656134,-2194.924143438664,0.9890253792828066
2020-06-23,-2,-2.07406610987094,0.0,2.774,0.0,0.2582,200000,197805.07585656134,-2194.924143438664,0.9890253792828066
2020-06-24,-2,-1.7613330689712012,0.0,2.685,0.0,0.2491,200000,197805.07585656134,-2194.924143438664,0.9890253792828066
2020-06-25,-2,-2.5405080115946244,0.0,2.624,0.0,0.2705,200000,197805.07585656134,-2194.924143438664,0.9890253792828066
2020-06-26,-2,-2.1712763487696236,0.0,2.622,0.0,0.272,200000,197805.07585656134,-2194.924143438664,0.9890253792828066
2020-06-27,-2,-2.335953141674975,0.0,2.429,0.0,0.2709,200000,197805.07585656134,-2194.924143438664,0.9890253792828066
2020-06-28,-2,-1.6090865730556874,0.0,2.504,0.0,0.2635,200000,197805.07585656134,-2194.924143438664,0.9890253792828066
2020-06-29,0,-0.980457630989254,0.0,2.646,0.0,0.2617,200000,197805.07585656134,-2194.924143438664,0.9890253792828066
2020-06-30,0,-0.7185162497689603,0.0,2.595,0.0,0.2514,200000,197805.07585656134,-2194.924143438664,0.9890253792828066
2020-07-01,0,-0.6016947577454436,0.0,2.659,0.0,0.2564,200000,197805.07585656134,-2194.924143438664,0.9890253792828066
2020-07-02,0,0.015453152892873336,0.0,2.659,0.0,0.2421,200000,197805.07585656134,-2194.924143438664,0.9890253792828066
2020-07-03,0,0.22621458826572505,0.0,2.69,0.0,0.2416,200000,197805.07585656134,-2194.924143438664,0.9890253792828066
2020-07-04,0,0.29661354217277397,0.0,2.779,0.0,0.2497,200000,197805.07585656134,-2194.924143438664,0.9890253792828066
2020-07-05,1,1.1384627433424508,-33755.1323987306,2.93,401716.2385389142,0.2462,200000,197805.07585656134,-2194.924143438664,0.9890253792828066
2020-07-06,1,0.8591404904560752,-33755.1323987306,3.021,401716.2385389142,0.2608,200000,206741.84998751397,6741.849987513968,1.0337092499375697
2020-07-07,2,1.9753070830887554,0.0,3.249,0.0,0.2549,200000,205078.03181646782,5078.031816467817,1.025390159082339
2020-07-08,2,2.3201205518630506,0.0,3.554,0.0,0.2644,200000,205078.03181646782,5078.031816467817,1.025390159082339
2020-07-09,2,2.562459258832992,0.0,3.788,0.0,0.262,200000,205078.03181646782,5078.031816467817,1.025390159082339
2020-07-10,2,2.698538879545906,0.0,4.053,0.0,0.2545,200000,205078.03181646782,5078.031816467817,1.025390159082339
2020-07-11,2,1.925927081077009,0.0,3.921,0.0,0.2578,200000,205078.03181646782,5078.031816467817,1.025390159082339
2020-07-12,2,1.7721747449731189,0.0,4.023,0.0,0.26,200000,205078.03181646782,5078.031816467817,1.025390159082339
2020-07-13,2,1.2631664588636398,0.0,3.872,0.0,0.2634,200000,205078.03181646782,5078.031816467817,1.025390159082339
2020-07-14,2,1.2871479048579502,0.0,3.959,0.0,0.2624,200000,205078.03181646782,5078.031816467817,1.025390159082339
2020-07-15,2,1.3454479103072725,0.0,4.047,0.0,0.2597,200000,205078.03181646782,5078.031816467817,1.025390159082339
2020-07-16,2,1.2451143044286834,0.0,4.077,0.0,0.2603,200000,205078.03181646782,5078.031816467817,1.025390159082339
2020-07-17,1,1.1280063296025182,-24738.00142538816,4.145,386356.5030453425,0.2654,200000,205078.03181646782,5078.031816467817,1.025390159082339
2020-07-18,2,1.259588573930146,0.0,4.36,0.0,0.2695,200000,208812.64046044042,8812.640460440423,1.044063202302202
2020-07-19,0,0.7864646859361413,0.0,4.202,0.0,0.2745,200000,208812.64046044042,8812.640460440423,1.044063202302202
2020-07-20,0,0.5723499505436077,0.0,3.881,0.0,0.2585,200000,208812.64046044042,8812.640460440423,1.044063202302202
2020-07-21,0,0.6938579479349835,0.0,4.01,0.0,0.2604,200000,208812.64046044042,8812.640460440423,1.044063202302202
2020-07-22,0,0.5693293910219497,0.0,4.012,0.0,0.2621,200000,208812.64046044042,8812.640460440423,1.044063202302202
2020-07-23,0,0.29104473933034153,0.0,3.963,0.0,0.2646,200000,208812.64046044042,8812.640460440423,1.044063202302202
2020-07-24,0,0.09452852502369469,0.0,3.825,0.0,0.2577,200000,208812.64046044042,8812.640460440423,1.044063202302202
2020-07-25,0,-0.013063830683110938,0.0,3.917,0.0,0.2637,200000,208812.64046044042,8812.640460440423,1.044063202302202
2020-07-26,0,-0.06370652456345535,0.0,3.81,0.0,0.2542,200000,208812.64046044042,8812.640460440423,1.044063202302202
2020-07-27,-1,-1.0809047692365308,29058.25778742561,3.593,-420653.98964633443,0.2482,200000,208812.64046044042,8812.640460440423,1.044063202302202
2020-07-28,-1,-0.5749512612423724,29058.25778742561,3.751,-420653.98964633443,0.2511,200000,214623.741760828,14623.741760828008,1.07311870880414
2020-07-29,-2,-1.2170635298235524,0.0,3.634,0.0,0.2476,200000,207368.85949736816,7368.859497368161,1.0368442974868408
2020-07-30,0,-0.43720839093019703,0.0,3.703,0.0,0.2471,200000,207368.85949736816,7368.859497368161,1.0368442974868408
2020-07-31,0,-0.3251209251157891,0.0,3.793,0.0,0.2525,200000,207368.85949736816,7368.859497368161,1.0368442974868408
2020-08-01,2,1.4553797951211949,0.0,4.084,0.0,0.2586,200000,207368.85949736816,7368.859497368161,1.0368442974868408
2020-08-02,2,1.8781913936380947,0.0,3.912,0.0,0.2429,200000,207368.85949736816,7368.859497368161,1.0368442974868408
2020-08-03,0,-0.03656116830790948,0.0,3.82,0.0,0.2508,200000,207368.85949736816,7368.859497368161,1.0368442974868408
2020-08-04,0,0.24533294356311044,0.0,4.021,0.0,0.262,200000,207368.85949736816,7368.859497368161,1.0368442974868408
2020-08-05,2,1.7283948202239703,0.0,4.144,0.0,0.2575,200000,207368.85949736816,7368.859497368161,1.0368442974868408
