date,statusList,zscore,ETCUSDT_position,ETCUSDT_price,IOSTUSDT_position,IOSTUSDT_price,init,total_asset,pnl,return
2020-08-03,2,1.2998219025572388,0.0,7.1658,0.0,0.005509,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
2020-08-04,1,1.0081007281700174,-12889.794627706284,7.139,16464527.437322447,0.005589,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
2020-08-05,1,1.007460250888252,-12889.794627706284,7.2239,16464527.437322447,0.005596,200000,185250.08295034384,-14749.917049656156,0.9262504147517192
2020-08-06,1,0.7042295934153445,-12889.794627706284,7.0997,16464527.437322447,0.005625,200000,184126.64175326505,-15873.358246734948,0.9206332087663253
2020-08-07,0,-0.05084170238147828,0.0,6.8756,0.0,0.005853,200000,176298.68054599938,-23701.319454000622,0.8814934027299969
2020-08-08,0,-0.45586697471431553,0.0,6.9377,0.0,0.006114,200000,176298.68054599938,-23701.319454000622,0.8814934027299969
2020-08-09,0,-0.6470636057031145,0.0,6.8798,0.0,0.006132,200000,176298.68054599938,-23701.319454000622,0.8814934027299969
2020-08-10,-1,-1.136893645076764,12477.082516808403,7.0649,-13425120.358361209,0.006566,200000,176298.68054599938,-23701.319454000622,0.8814934027299969
2020-08-11,-1,-1.0282761880496194,12477.082516808403,6.743,-13425120.358361209,0.006139,200000,166549.78129081853,-33450.21870918147,0.8327489064540926
2020-08-12,-2,-1.4994015444186386,0.0,6.7535,0.0,0.006396,200000,177901.7735808121,-22098.226419187908,0.8895088679040605
2020-08-13,-1,-1.1264593258994866,12847.490725981575,6.9236,-14116947.594097134,0.006301,200000,177901.7735808121,-22098.226419187908,0.8895088679040605
2020-08-14,-2,-1.7779841543398904,0.0,6.8833,0.0,0.006723,200000,184376.87934177817,-15623.12065822183,0.9218843967088909
2020-08-15,-2,-1.7046601652316353,0.0,7.1732,0.0,0.007066,200000,184376.87934177817,-15623.12065822183,0.9218843967088909
2020-08-16,-2,-1.3883485194443808,0.0,7.2479,0.0,0.007034,200000,184376.87934177817,-15623.12065822183,0.9218843967088909
2020-08-17,-2,-1.514322925332546,0.0,7.3884,0.0,0.007432,200000,184376.87934177817,-15623.12065822183,0.9218843967088909
2020-08-18,-2,-1.2735327062084971,0.0,7.2702,0.0,0.007234,200000,184376.87934177817,-15623.12065822183,0.9218843967088909
2020-08-19,-2,-1.221973406635044,0.0,6.798,0.0,0.006832,200000,184376.87934177817,-15623.12065822183,0.9218843967088909
2020-08-20,-2,-1.602297965255435,0.0,6.9696,0.0,0.007554,200000,184376.87934177817,-15623.12065822183,0.9218843967088909
2020-08-21,-2,-1.5184079047890071,0.0,6.6324,0.0,0.007278,200000,184376.87934177817,-15623.12065822183,0.9218843967088909
2020-08-22,-2,-1.3486038344184375,0.0,6.7702,0.0,0.007366,200000,184376.87934177817,-15623.12065822183,0.9218843967088909
2020-08-23,-1,-1.1458136469524043,13639.764406535049,6.7588,-12729693.409401972,0.007242,200000,184376.87934177817,-15623.12065822183,0.9218843967088909
2020-08-24,-2,-1.2375332492271063,0.0,6.8537,0.0,0.007515,200000,186557.6720003647,-13442.327999635309,0.9327883600018234
2020-08-25,0,-0.9112959658774353,0.0,6.4692,0.0,0.00686,200000,186557.6720003647,-13442.327999635309,0.9327883600018234
2020-08-26,0,-0.8307611530433822,0.0,6.46,0.0,0.006817,200000,186557.6720003647,-13442.327999635309,0.9327883600018234
2020-08-27,0,-0.24395764031988557,0.0,6.3544,0.0,0.006428,200000,186557.6720003647,-13442.327999635309,0.9327883600018234
2020-08-28,0,0.2030414182161563,0.0,6.5278,0.0,0.006439,200000,186557.6720003647,-13442.327999635309,0.9327883600018234
2020-08-29,0,-0.3851509087098141,0.0,6.4926,0.0,0.006697,200000,186557.6720003647,-13442.327999635309,0.9327883600018234
2020-08-30,0,-0.2678463162601899,0.0,6.6907,0.0,0.006882,200000,186557.6720003647,-13442.327999635309,0.9327883600018234
2020-08-31,-1,-1.0096068495705706,14163.630234775175,6.5858,-13117541.27410805,0.007111,200000,186557.6720003647,-13442.327999635309,0.9327883600018234
2020-09-01,-1,-0.48742152429455904,14163.630234775175,6.7359,-13117541.27410805,0.007094,200000,188460.63469694462,-11539.365303055383,0.942303173484723
2020-09-02,-1,-0.5240326055815482,14163.630234775175,6.2946,-13117541.27410805,0.006661,200000,176530.32930264954,-23469.670697350462,0.8826516465132477
2020-09-03,0,2.4743877568660575,0.0,5.4849,0.0,0.005066,200000,175325.04062027775,-24674.959379722248,0.8766252031013888
2020-09-04,0,0.08014178898222353,0.0,5.3018,0.0,0.005465,200000,175325.04062027775,-24674.959379722248,0.8766252031013888
2020-09-05,2,1.5918469598479028,0.0,5.023,0.0,0.004833,200000,175325.04062027775,-24674.959379722248,0.8766252031013888
2020-09-06,1,1.0142868233487026,-17024.493185376148,5.1492,17280212.952915214,0.005073,200000,175325.04062027775,-24674.959379722248,0.8766252031013888
2020-09-07,0,-2.0363687187428665,0.0,5.0983,0.0,0.005963,200000,159079.10438904754,-40920.89561095246,0.7953955219452378
2020-09-08,-2,-2.69833039750307,0.0,5.0882,0.0,0.006604,200000,159079.10438904754,-40920.89561095246,0.7953955219452378
2020-09-09,-2,-1.8490288371246955,0.0,5.0505,0.0,0.00625,200000,159079.10438904754,-40920.89561095246,0.7953955219452378
2020-09-10,-2,-2.7367893554176588,0.0,5.1856,0.0,0.007731,200000,159079.10438904754,-40920.89561095246,0.7953955219452378
2020-09-11,-2,-2.07215889751665,0.0,5.2164,0.0,0.007514,200000,159079.10438904754,-40920.89561095246,0.7953955219452378
2020-09-12,-2,-2.1972680894886913,0.0,5.2316,0.0,0.008372,200000,159079.10438904754,-40920.89561095246,0.7953955219452378
2020-09-13,-2,-1.5188790293955063,0.0,5.06,0.0,0.007372,200000,159079.10438904754,-40920.89561095246,0.7953955219452378
2020-09-14,0,-0.8872895609985738,0.0,5.1494,0.0,0.006765,200000,159079.10438904754,-40920.89561095246,0.7953955219452378
2020-09-15,0,-0.4270493736198456,0.0,5.1688,0.0,0.006313,200000,159079.10438904754,-40920.89561095246,0.7953955219452378
2020-09-16,0,-0.73466329169273,0.0,5.1179,0.0,0.006689,200000,159079.10438904754,-40920.89561095246,0.7953955219452378
2020-09-17,0,-0.3602149776590794,0.0,5.2043,0.0,0.00644,200000,159079.10438904754,-40920.89561095246,0.7953955219452378
2020-09-18,0,-0.4011258379522075,0.0,5.1854,0.0,0.006525,200000,159079.10438904754,-40920.89561095246,0.7953955219452378
2020-09-19,0,-0.1414603287285958,0.0,5.2177,0.0,0.006347,200000,159079.10438904754,-40920.89561095246,0.7953955219452378
2020-09-20,0,-0.09155299186707333,0.0,5.0895,0.0,0.00618,200000,159079.10438904754,-40920.89561095246,0.7953955219452378
2020-09-21,0,0.44734754132491705,0.0,4.8161,0.0,0.005421,200000,159079.10438904754,-40920.89561095246,0.7953955219452378
2020-09-22,0,0.5464874769352527,0.0,4.9453,0.0,0.00551,200000,159079.10438904754,-40920.89561095246,0.7953955219452378
2020-09-23,0,0.8311692995897048,0.0,4.8357,0.0,0.005294,200000,159079.10438904754,-40920.89561095246,0.7953955219452378
2020-09-24,0,0.39513919819352417,0.0,4.9688,0.0,0.005795,200000,159079.10438904754,-40920.89561095246,0.7953955219452378
2020-09-25,0,0.49514297656035167,0.0,4.9772,0.0,0.005842,200000,159079.10438904754,-40920.89561095246,0.7953955219452378
2020-09-26,2,1.4277684931789303,0.0,5.3621,0.0,0.00583,200000,159079.10438904754,-40920.89561095246,0.7953955219452378
2020-09-27,2,1.4941248537857221,0.0,5.444,0.0,0.005815,200000,159079.10438904754,-40920.89561095246,0.7953955219452378
2020-09-28,1,1.1114800781937766,-14699.603066812748,5.411,13419867.08191729,0.005927,200000,159079.10438904754,-40920.89561095246,0.7953955219452378
2020-09-29,1,0.9719653194107745,-14699.603066812748,5.4137,13419867.08191729,0.005964,200000,159615.3283993589,-40384.6716006411,0.7980766419967945
2020-09-30,1,0.9258229260903361,-14699.603066812748,5.3972,13419867.08191729,0.005923,200000,158822.57039839786,-41177.42960160214,0.7941128519919893
2020-10-01,1,1.1033653725062684,-14699.603066812748,5.3287,13419867.08191729,0.005696,200000,154769.337760726,-45230.66223927401,0.77384668880363
2020-10-02,2,1.2842925633558953,0.0,5.1802,0.0,0.005456,200000,162007.1933968102,-37992.80660318979,0.8100359669840511
2020-10-03,2,1.376317174572835,0.0,5.1341,0.0,0.005366,200000,162007.1933968102,-37992.80660318979,0.8100359669840511
2020-10-04,0,0.9752888399445229,0.0,5.1535,0.0,0.005502,200000,162007.1933968102,-37992.80660318979,0.8100359669840511
2020-10-05,0,0.705842804815839,0.0,5.0997,0.0,0.005509,200000,162007.1933968102,-37992.80660318979,0.8100359669840511
2020-10-06,2,1.7455996302809214,0.0,5.2388,0.0,0.005287,200000,162007.1933968102,-37992.80660318979,0.8100359669840511
2020-10-07,1,1.140480013821157,-15657.10466568832,5.1736,15084468.658920877,0.00537,200000,162007.1933968102,-37992.80660318979,0.8100359669840511
2020-10-08,1,0.766675641774129,-15657.10466568832,5.1745,15084468.658920877,0.005464,200000,163439.2248449479,-36560.775155052106,0.8171961242247394
2020-10-09,0,-0.21335286720435745,0.0,5.2674,0.0,0.0058,200000,156989.5082911158,-43010.49170888419,0.7849475414555791
2020-10-10,0,-0.22411464753869653,0.0,5.2712,0.0,0.005769,200000,156989.5082911158,-43010.49170888419,0.7849475414555791
2020-10-11,0,-0.2883405400267421,0.0,5.428,0.0,0.005945,200000,156989.5082911158,-43010.49170888419,0.7849475414555791
2020-10-12,0,0.0702961487066846,0.0,5.4483,0.0,0.005883,200000,156989.5082911158,-43010.49170888419,0.7849475414555791
2020-10-13,-1,-1.0530589798788137,14671.368200358473,5.3502,-13026012.968064703,0.006026,200000,156989.5082911158,-43010.49170888419,0.7849475414555791
2020-10-14,0,0.1520231555476849,0.0,5.3812,0.0,0.005782,200000,153356.34871269693,-46643.65128730307,0.7667817435634846
2020-10-15,0,-0.3093397776048198,0.0,5.3321,0.0,0.00578,200000,153356.34871269693,-46643.65128730307,0.7667817435634846
2020-10-16,0,0.7000479104794604,0.0,5.1737,0.0,0.005459,200000,153356.34871269693,-46643.65128730307,0.7667817435634846
2020-10-17,0,0.4001967204299111,0.0,5.1938,0.0,0.00552,200000,153356.34871269693,-46643.65128730307,0.7667817435634846
2020-10-18,0,0.4384921836036442,0.0,5.2282,0.0,0.005543,200000,153356.34871269693,-46643.65128730307,0.7667817435634846
2020-10-19,0,-0.005482922635574141,0.0,5.2086,0.0,0.005576,200000,153356.34871269693,-46643.65128730307,0.7667817435634846
2020-10-20,2,2.0620027179232614,0.0,5.0807,0.0,0.005131,200000,153356.34871269693,-46643.65128730307,0.7667817435634846
2020-10-21,1,1.1012545341524633,-14364.857782339208,5.3379,13913658.928751308,0.005511,200000,153356.34871269693,-46643.65128730307,0.7667817435634846
2020-10-22,2,2.1062396815578084,0.0,5.612,0.0,0.00558,200000,156333.71376475226,-43666.28623524774,0.7816685688237613
2020-10-23,2,1.5856901239924128,0.0,5.482,0.0,0.005507,200000,156333.71376475226,-43666.28623524774,0.7816685688237613
2020-10-24,2,1.7275863190528897,0.0,5.529,0.0,0.005481,200000,156333.71376475226,-43666.28623524774,0.7816685688237613
2020-10-25,2,1.9846850838163075,0.0,5.5585,0.0,0.00539,200000,156333.71376475226,-43666.28623524774,0.7816685688237613
2020-10-26,2,1.8666081774199192,0.0,5.435,0.0,0.005251,200000,156333.71376475226,-43666.28623524774,0.7816685688237613
2020-10-27,2,1.6428817374786158,0.0,5.4582,0.0,0.005274,200000,156333.71376475226,-43666.28623524774,0.7816685688237613
2020-10-28,2,1.8535337560141183,0.0,5.2714,0.0,0.004975,200000,156333.71376475226,-43666.28623524774,0.7816685688237613
2020-10-29,2,2.167115700799418,0.0,5.4065,0.0,0.004921,200000,156333.71376475226,-43666.28623524774,0.7816685688237613
2020-10-30,2,1.5529465243399647,0.0,5.2584,0.0,0.004891,200000,156333.71376475226,-43666.28623524774,0.7816685688237613
2020-10-31,2,1.5434473217217943,0.0,5.2734,0.0,0.004855,200000,156333.71376475226,-43666.28623524774,0.7816685688237613
2020-11-01,0,0.895105959071503,0.0,5.2434,0.0,0.004984,200000,156333.71376475226,-43666.28623524774,0.7816685688237613
2020-11-02,1,1.1935216253144902,-15645.57492491666,4.9961,16828171.557023924,0.004645,200000,156333.71376475226,-43666.28623524774,0.7816685688237613
2020-11-03,2,1.5854101355573558,0.0,4.8866,0.0,0.004405,200000,158659.2844841596,-41340.71551584039,0.793296422420798
2020-11-04,2,1.7562985413269434,0.0,4.8774,0.0,0.004309,200000,158659.2844841596,-41340.71551584039,0.793296422420798
2020-11-05,2,1.295397263366336,0.0,5.0979,0.0,0.004583,200000,158659.2844841596,-41340.71551584039,0.793296422420798
2020-11-06,0,0.3748189246362444,0.0,5.3597,0.0,0.005049,200000,158659.2844841596,-41340.71551584039,0.793296422420798
2020-11-07,1,1.02297510912434,-15624.991085871818,5.0771,17226849.563969556,0.004605,200000,158659.2844841596,-41340.71551584039,0.793296422420798
2020-11-08,0,-0.7194068862922989,0.0,5.1801,0.0,0.005081,200000,152068.6781735549,-47931.32182644511,0.7603433908677745
2020-11-09,0,-0.7357622235296309,0.0,5.0283,0.0,0.004922,200000,152068.6781735549,-47931.32182644511,0.7603433908677745
2020-11-10,-2,-1.5343126369764823,0.0,5.1324,0.0,0.005183,200000,152068.6781735549,-47931.32182644511,0.7603433908677745
2020-11-11,-2,-1.4971724016475398,0.0,5.0917,0.0,0.005147,200000,152068.6781735549,-47931.32182644511,0.7603433908677745
2020-11-12,-1,-1.161077491740438,15071.824271879448,5.0448,-15149300.475548405,0.005019,200000,152068.6781735549,-47931.32182644511,0.7603433908677745
2020-11-13,-2,-1.2649032374927864,0.0,5.1344,0.0,0.005137,200000,152505.8601749092,-47494.139825090795,0.762529300874546
2020-11-14,0,-0.4450353349533613,0.0,5.0333,0.0,0.004861,200000,152505.8601749092,-47494.139825090795,0.762529300874546
2020-11-15,0,-0.34264448934331554,0.0,5.0241,0.0,0.00483,200000,152505.8601749092,-47494.139825090795,0.762529300874546
2020-11-16,1,1.1828737093174246,-14134.000016210308,5.395,15715772.8951885,0.004852,200000,152505.8601749092,-47494.139825090795,0.762529300874546
2020-11-17,2,2.43582965680293,0.0,5.7751,0.0,0.004816,200000,158443.96140529757,-41556.03859470243,0.7922198070264879
2020-11-18,2,2.982549808528088,0.0,6.0431,0.0,0.004638,200000,158443.96140529757,-41556.03859470243,0.7922198070264879
2020-11-19,2,2.0280435526156446,0.0,5.9188,0.0,0.004694,200000,158443.96140529757,-41556.03859470243,0.7922198070264879
2020-11-20,2,1.7370686661699064,0.0,6.0635,0.0,0.004817,200000,158443.96140529757,-41556.03859470243,0.7922198070264879
2020-11-21,2,1.2800563311179487,0.0,6.5853,0.0,0.005356,200000,158443.96140529757,-41556.03859470243,0.7922198070264879
2020-11-22,0,0.4641202466262667,0.0,6.0316,0.0,0.005232,200000,158443.96140529757,-41556.03859470243,0.7922198070264879
2020-11-23,0,0.654842840421098,0.0,6.5685,0.0,0.005586,200000,158443.96140529757,-41556.03859470243,0.7922198070264879
2020-11-24,0,0.31548749418672806,0.0,7.2767,0.0,0.00637,200000,158443.96140529757,-41556.03859470243,0.7922198070264879
2020-11-25,0,-0.0241715641524296,0.0,6.95,0.0,0.006273,200000,158443.96140529757,-41556.03859470243,0.7922198070264879
2020-11-26,0,-0.17813156009701325,0.0,6.1404,0.0,0.005612,200000,158443.96140529757,-41556.03859470243,0.7922198070264879
2020-11-27,0,0.014096361641494212,0.0,6.2115,0.0,0.005576,200000,158443.96140529757,-41556.03859470243,0.7922198070264879
2020-11-28,0,-0.403387168800562,0.0,6.3268,0.0,0.005881,200000,158443.96140529757,-41556.03859470243,0.7922198070264879
2020-11-29,0,-0.5444318733012803,0.0,6.3926,0.0,0.006002,200000,158443.96140529757,-41556.03859470243,0.7922198070264879
2020-11-30,0,-0.386729973320778,0.0,6.7458,0.0,0.006207,200000,158443.96140529757,-41556.03859470243,0.7922198070264879
2020-12-01,-2,-1.2101796974608408,0.0,6.1466,0.0,0.006059,200000,158443.96140529757,-41556.03859470243,0.7922198070264879
2020-12-02,-2,-1.5111363872030517,0.0,6.2376,0.0,0.00634,200000,158443.96140529757,-41556.03859470243,0.7922198070264879
2020-12-03,0,-0.7940636596146204,0.0,6.587,0.0,0.006244,200000,158443.96140529757,-41556.03859470243,0.7922198070264879
2020-12-04,-2,-1.4483183614496908,0.0,5.9515,0.0,0.006009,200000,158443.96140529757,-41556.03859470243,0.7922198070264879
2020-12-05,-2,-1.2620258205323296,0.0,6.1922,0.0,0.006174,200000,158443.96140529757,-41556.03859470243,0.7922198070264879
2020-12-06,0,-0.966210550439787,0.0,6.1708,0.0,0.006027,200000,158443.96140529757,-41556.03859470243,0.7922198070264879
2020-12-07,0,-0.7507662115556087,0.0,6.1525,0.0,0.005934,200000,158443.96140529757,-41556.03859470243,0.7922198070264879
2020-12-08,0,-0.6469518446273185,0.0,5.7707,0.0,0.005546,200000,158443.96140529757,-41556.03859470243,0.7922198070264879
2020-12-09,-1,-1.17823804304556,13067.543208684336,6.0625,-12925759.61864069,0.006129,200000,158443.96140529757,-41556.03859470243,0.7922198070264879
2020-12-10,-1,-1.014241422152379,13067.543208684336,5.8918,-12925759.61864069,0.005897,200000,153214.5555480505,-46785.4444519495,0.7660727777402525
2020-12-11,-1,-0.7060078717298744,13067.543208684336,5.7895,-12925759.61864069,0.005692,200000,149227.96515598078,-50772.03484401922,0.7461398257799039
2020-12-12,-1,-0.8307682811263296,13067.543208684336,5.971,-12925759.61864069,0.00594,200000,154805.31263377986,-45194.68736622014,0.7740265631688993
2020-12-13,0,-0.16049155224645834,0.0,6.1209,0.0,0.005905,200000,154785.44672733487,-45214.55327266513,0.7739272336366744
2020-12-14,-2,-1.3818677580658099,0.0,6.0388,0.0,0.006184,200000,154785.44672733487,-45214.55327266513,0.7739272336366744
2020-12-15,-2,-1.5276888889992184,0.0,6.0499,0.0,0.006275,200000,154785.44672733487,-45214.55327266513,0.7739272336366744
2020-12-16,0,-0.4494010548980789,0.0,6.4654,0.0,0.006424,200000,154785.44672733487,-45214.55327266513,0.7739272336366744
2020-12-17,0,-0.2892348574655586,0.0,6.4786,0.0,0.006419,200000,154785.44672733487,-45214.55327266513,0.7739272336366744
2020-12-18,-2,-1.2196346542552465,0.0,6.3915,0.0,0.006556,200000,154785.44672733487,-45214.55327266513,0.7739272336366744
2020-12-19,-2,-1.2486039282478636,0.0,6.4149,0.0,0.00661,200000,154785.44672733487,-45214.55327266513,0.7739272336366744
2020-12-20,0,-0.0413320690845666,0.0,6.4949,0.0,0.006469,200000,154785.44672733487,-45214.55327266513,0.7739272336366744
2020-12-21,0,-0.5184161715948579,0.0,6.1075,0.0,0.006164,200000,154785.44672733487,-45214.55327266513,0.7739272336366744
2020-12-22,0,-0.26511813747083873,0.0,6.1198,0.0,0.006132,200000,154785.44672733487,-45214.55327266513,0.7739272336366744
2020-12-23,0,0.14051498815996058,0.0,5.099,0.0,0.005073,200000,154785.44672733487,-45214.55327266513,0.7739272336366744
2020-12-24,0,-0.617084697072998,0.0,5.6031,0.0,0.005668,200000,154785.44672733487,-45214.55327266513,0.7739272336366744
2020-12-25,0,-0.5390045898091147,0.0,5.7568,0.0,0.005818,200000,154785.44672733487,-45214.55327266513,0.7739272336366744
2020-12-26,0,-0.07481393891811591,0.0,5.8379,0.0,0.005847,200000,154785.44672733487,-45214.55327266513,0.7739272336366744
2020-12-27,0,0.30386525409217685,0.0,5.8101,0.0,0.005785,200000,154785.44672733487,-45214.55327266513,0.7739272336366744
2020-12-28,0,0.4694598136943785,0.0,5.9188,0.0,0.005892,200000,154785.44672733487,-45214.55327266513,0.7739272336366744
2020-12-29,0,-0.5856347641474426,0.0,5.719,0.0,0.005797,200000,154785.44672733487,-45214.55327266513,0.7739272336366744
2020-12-30,-2,-2.017890269197315,0.0,5.6799,0.0,0.005945,200000,154785.44672733487,-45214.55327266513,0.7739272336366744
2020-12-31,0,0.20209757786910448,0.0,5.6562,0.0,0.005673,200000,154785.44672733487,-45214.55327266513,0.7739272336366744
2021-01-01,0,-0.45236439692202324,0.0,5.6938,0.0,0.005787,200000,154785.44672733487,-45214.55327266513,0.7739272336366744
2021-01-02,2,2.1095524345744754,0.0,5.7763,0.0,0.005615,200000,154785.44672733487,-45214.55327266513,0.7739272336366744
2021-01-03,2,3.8064796356499357,0.0,6.5678,0.0,0.005726,200000,154785.44672733487,-45214.55327266513,0.7739272336366744
2021-01-04,2,3.3290616920341716,0.0,7.0374,0.0,0.005796,200000,154785.44672733487,-45214.55327266513,0.7739272336366744
2021-01-05,2,2.907463223573468,0.0,7.271,0.0,0.005739,200000,154785.44672733487,-45214.55327266513,0.7739272336366744
2021-01-06,2,2.110244075646505,0.0,7.5723,0.0,0.006113,200000,154785.44672733487,-45214.55327266513,0.7739272336366744
2021-01-07,0,0.9329971399028055,0.0,7.2142,0.0,0.006353,200000,154785.44672733487,-45214.55327266513,0.7739272336366744
2021-01-08,-2,-2.0803869179312597,0.0,6.9565,0.0,0.008581,200000,154785.44672733487,-45214.55327266513,0.7739272336366744
2021-01-09,-2,-2.5049127466083236,0.0,7.763,0.0,0.011344,200000,154785.44672733487,-45214.55327266513,0.7739272336366744
2021-01-10,-1,-1.0308194247426545,8760.184203435067,8.8346,-7645235.934373944,0.010123,200000,154785.44672733487,-45214.55327266513,0.7739272336366744
2021-01-11,-2,-2.0176099946090997,0.0,7.2221,0.0,0.010585,200000,172443.3427570547,-27556.657242945308,0.8622167137852734
2021-01-12,-2,-1.7569478421380067,0.0,7.0544,0.0,0.010376,200000,172443.3427570547,-27556.657242945308,0.8622167137852734
2021-01-13,-2,-1.865207493112679,0.0,7.595,0.0,0.012541,200000,172443.3427570547,-27556.657242945308,0.8622167137852734
2021-01-14,-2,-1.9219826221396923,0.0,7.788,0.0,0.01478,200000,172443.3427570547,-27556.657242945308,0.8622167137852734
2021-01-15,-2,-2.3343409436801257,0.0,7.567,0.0,0.024766,200000,172443.3427570547,-27556.657242945308,0.8622167137852734
2021-01-16,-2,-1.7745346016120747,0.0,7.7799,0.0,0.02079,200000,172443.3427570547,-27556.657242945308,0.8622167137852734
2021-01-17,-2,-1.5622629182619931,0.0,7.684,0.0,0.020653,200000,172443.3427570547,-27556.657242945308,0.8622167137852734
2021-01-18,-2,-1.3676783418982361,0.0,7.7078,0.0,0.020286,200000,172443.3427570547,-27556.657242945308,0.8622167137852734
2021-01-19,-1,-1.0749454980922484,11029.03301207866,7.8177,-4822780.589469031,0.017878,200000,172443.3427570547,-27556.657242945308,0.8622167137852734
2021-01-20,-1,-0.985886074168084,11029.03301207866,7.9,-4822780.589469031,0.01825,200000,175145.10655323125,-24854.89344676875,0.8757255327661563
2021-01-21,-1,-0.7665632341863367,11029.03301207866,7.1346,-4822780.589469031,0.014886,200000,150479.6507828124,-49520.34921718761,0.7523982539140619
2021-01-22,-1,-0.7130536934060249,11029.03301207866,7.4292,-4822780.589469031,0.015771,200000,157996.96472985088,-42003.03527014912,0.7899848236492544
2021-01-23,-1,-0.6034397845568849,11029.03301207866,7.4488,-4822780.589469031,0.01545,200000,156665.02120766806,-43334.97879233194,0.7833251060383403
2021-01-24,-1,-0.693404035161626,11029.03301207866,7.6294,-4822780.589469031,0.017724,200000,169623.86763010203,-30376.13236989797,0.8481193381505101
2021-01-25,-1,-0.5257300935831631,11029.03301207866,7.4976,-4822780.589469031,0.016313,200000,161365.2976673693,-38634.702332630695,0.8068264883368466
2021-01-26,-1,-0.5553563236661923,11029.03301207866,7.4342,-4822780.589469031,0.016927,200000,163627.24425633746,-36372.755743662536,0.8181362212816873
2021-01-27,-1,-0.5224328459865113,11029.03301207866,6.8713,-4822780.589469031,0.015691,200000,151458.04476525466,-48541.95523474534,0.7572902238262733
2021-01-28,-1,-0.3861564724859302,11029.03301207866,7.6533,-4822780.589469031,0.017132,200000,167032.37541012507,-32967.62458987493,0.8351618770506253
2021-01-29,-1,-0.29504363967197833,11029.03301207866,7.6132,-4822780.589469031,0.016936,200000,165644.8461908048,-34355.15380919521,0.828224230954024
2021-01-30,0,0.04607974231419949,0.0,7.5859,0.0,0.01605,200000,166183.82969170512,-33816.17030829488,0.8309191484585257
2021-01-31,0,0.1609851381824268,0.0,7.4155,0.0,0.015755,200000,166183.82969170512,-33816.17030829488,0.8309191484585257
2021-02-01,0,0.31944706018455,0.0,7.5241,0.0,0.016121,200000,166183.82969170512,-33816.17030829488,0.8309191484585257
2021-02-02,0,0.5471395675878462,0.0,7.7835,0.0,0.01666,200000,166183.82969170512,-33816.17030829488,0.8309191484585257
2021-02-03,0,0.45506192118571387,0.0,7.9413,0.0,0.017367,200000,166183.82969170512,-33816.17030829488,0.8309191484585257
2021-02-04,0,0.7441411746392735,0.0,7.6584,0.0,0.016295,200000,166183.82969170512,-33816.17030829488,0.8309191484585257
2021-02-05,0,0.607111990532956,0.0,8.5174,0.0,0.018217,200000,166183.82969170512,-33816.17030829488,0.8309191484585257
2021-02-06,0,-0.4225857204469288,0.0,8.7691,0.0,0.019791,200000,166183.82969170512,-33816.17030829488,0.8309191484585257
2021-02-07,0,-0.9971357780955659,0.0,8.2787,0.0,0.018838,200000,166183.82969170512,-33816.17030829488,0.8309191484585257
2021-02-08,-2,-1.330369460229145,0.0,8.6941,0.0,0.02006,200000,166183.82969170512,-33816.17030829488,0.8309191484585257
2021-02-09,-1,-1.0993213794725312,8675.288666303253,9.578,-3799008.5426962585,0.021872,200000,166183.82969170512,-33816.17030829488,0.8309191484585257
2021-02-10,0,0.39790152738645695,0.0,10.3754,0.0,0.022485,200000,161594.94674586772,-38405.053254132275,0.8079747337293386
2021-02-11,0,-0.8072296836061177,0.0,11.7205,0.0,0.026566,200000,161594.94674586772,-38405.053254132275,0.8079747337293386
2021-02-12,-2,-3.1409992894532412,0.0,11.9265,0.0,0.031099,200000,161594.94674586772,-38405.053254132275,0.8079747337293386
2021-02-13,2,1.2276107734681065,0.0,16.6377,0.0,0.034867,200000,161594.94674586772,-38405.053254132275,0.8079747337293386
2021-02-14,2,2.4700808712149662,0.0,16.072,0.0,0.031014,200000,161594.94674586772,-38405.053254132275,0.8079747337293386
2021-02-15,0,0.9312404975394234,0.0,14.6826,0.0,0.030545,200000,161594.94674586772,-38405.053254132275,0.8079747337293386
2021-02-16,0,0.3331579513229458,0.0,14.3907,0.0,0.030866,200000,161594.94674586772,-38405.053254132275,0.8079747337293386
2021-02-17,-2,-2.3559181438661496,0.0,15.3015,0.0,0.0402,200000,161594.94674586772,-38405.053254132275,0.8079747337293386
2021-02-18,-2,-2.54609054322827,0.0,14.9458,0.0,0.042707,200000,161594.94674586772,-38405.053254132275,0.8079747337293386
2021-02-19,-2,-2.053412301002145,0.0,15.3876,0.0,0.043628,200000,161594.94674586772,-38405.053254132275,0.8079747337293386
2021-02-20,-2,-1.5834325060780625,0.0,15.0833,0.0,0.0415,200000,161594.94674586772,-38405.053254132275,0.8079747337293386
2021-02-21,-2,-2.5686374465657638,0.0,15.669,0.0,0.056268,200000,161594.94674586772,-38405.053254132275,0.8079747337293386
2021-02-22,-2,-2.5516322346119136,0.0,13.9359,0.0,0.059897,200000,161594.94674586772,-38405.053254132275,0.8079747337293386
2021-02-23,-2,-2.325460813116439,0.0,11.3651,0.0,0.055317,200000,161594.94674586772,-38405.053254132275,0.8079747337293386
2021-02-24,-2,-1.7948732739572166,0.0,11.8729,0.0,0.052644,200000,161594.94674586772,-38405.053254132275,0.8079747337293386
2021-02-25,-2,-1.3202857974418167,0.0,11.039,0.0,0.043304,200000,161594.94674586772,-38405.053254132275,0.8079747337293386
