date,statusList,zscore,MITHUSDT_position,MITHUSDT_price,DASHUSDT_position,DASHUSDT_price,init,total_asset,pnl,return
2020-08-05,-1,-1.0453810919758477,9853686.333530603,0.00907,-969.3376902941711,92.2,200000,178745.87009024515,-21254.129909754847,0.8937293504512258
2020-08-06,-1,-1.0058582594510375,9853686.333530603,0.01,-969.3376902941711,100.42,200000,195877.7541946467,-4122.245805353305,0.9793887709732335
2020-08-07,-1,-0.8285341247074848,9853686.333530603,0.00996,-969.3376902941711,96.53,200000,191712.88312606115,-8287.116873938852,0.9585644156303057
2020-08-08,-1,-0.6917503079149825,9853686.333530603,0.01035,-969.3376902941711,98.36,200000,197329.7087693764,-2670.2912306236103,0.9866485438468819
2020-08-09,-1,-0.36062572659827186,9853686.333530603,0.01088,-969.3376902941711,97.72,200000,201931.78640435936,1931.7864043593581,1.0096589320217968
2020-08-10,0,0.5453452528506628,0.0,0.01256,0.0,95.54,200000,147594.09267180588,-52405.907328194124,0.7379704633590294
2020-08-11,0,0.3965266439874116,0.0,0.01104,0.0,88.55,200000,147594.09267180588,-52405.907328194124,0.7379704633590294
2020-08-12,0,0.6500217883954883,0.0,0.01155,0.0,91.7,200000,147594.09267180588,-52405.907328194124,0.7379704633590294
2020-08-13,0,0.22365728818231773,0.0,0.01084,0.0,92.77,200000,147594.09267180588,-52405.907328194124,0.7379704633590294
2020-08-14,0,0.8869052510825728,0.0,0.01132,0.0,92.0,200000,147594.09267180588,-52405.907328194124,0.7379704633590294
2020-08-15,0,0.2920406607536788,0.0,0.01074,0.0,93.95,200000,147594.09267180588,-52405.907328194124,0.7379704633590294
2020-08-16,1,1.1614491388222556,-6264604.952114001,0.01178,776.320706247664,95.06,200000,147594.09267180588,-52405.907328194124,0.7379704633590294
2020-08-17,1,0.744972779663421,-6264604.952114001,0.01169,776.320706247664,97.62,200000,149017.65923410963,-50982.340765890374,0.7450882961705481
2020-08-18,1,0.8414007037126813,-6264604.952114001,0.01125,776.320706247664,92.66,200000,142410.68235219107,-57589.31764780893,0.7120534117609554
2020-08-19,1,0.44566636979689783,-6264604.952114001,0.01029,776.320706247664,87.72,200000,132561.63730929815,-67438.36269070185,0.6628081865464908
2020-08-20,1,0.43180444452697714,-6264604.952114001,0.01076,776.320706247664,91.5,200000,138440.4939064079,-61559.50609359209,0.6922024695320396
2020-08-21,0,0.08598614755017965,0.0,0.00995,0.0,86.75,200000,142581.09067835534,-57418.90932164466,0.7129054533917767
2020-08-22,0,-0.5886960331379765,0.0,0.00984,0.0,90.82,200000,142581.09067835534,-57418.90932164466,0.7129054533917767
2020-08-23,0,-0.7754028978249774,0.0,0.0098,0.0,91.41,200000,142581.09067835534,-57418.90932164466,0.7129054533917767
2020-08-24,0,0.32209897741701343,0.0,0.01084,0.0,91.82,200000,142581.09067835534,-57418.90932164466,0.7129054533917767
2020-08-25,0,0.18854951156450062,0.0,0.00994,0.0,84.5,200000,142581.09067835534,-57418.90932164466,0.7129054533917767
2020-08-26,0,0.41787857658253863,0.0,0.01031,0.0,85.8,200000,142581.09067835534,-57418.90932164466,0.7129054533917767
2020-08-27,0,-0.48822334060859174,0.0,0.00954,0.0,83.35,200000,142581.09067835534,-57418.90932164466,0.7129054533917767
2020-08-28,0,0.06353467581158442,0.0,0.01009,0.0,84.99,200000,142581.09067835534,-57418.90932164466,0.7129054533917767
2020-08-29,0,0.9238739916596184,0.0,0.01057,0.0,85.0,200000,142581.09067835534,-57418.90932164466,0.7129054533917767
2020-08-30,0,0.11647034535774309,0.0,0.0105,0.0,88.27,200000,142581.09067835534,-57418.90932164466,0.7129054533917767
2020-08-31,2,1.9443093925889066,0.0,0.01111,0.0,86.1,200000,142581.09067835534,-57418.90932164466,0.7129054533917767
2020-09-01,0,0.8512150482972942,0.0,0.01094,0.0,89.05,200000,142581.09067835534,-57418.90932164466,0.7129054533917767
2020-09-02,0,-0.32711697844970083,0.0,0.00972,0.0,83.27,200000,142581.09067835534,-57418.90932164466,0.7129054533917767
2020-09-03,-1,-1.1894235946905236,9594958.995851638,0.00743,-1070.4286086963614,66.6,200000,142581.09067835534,-57418.90932164466,0.7129054533917767
2020-09-04,-2,-1.3574172662346395,0.0,0.008,0.0,72.62,200000,143555.944275072,-56444.05572492801,0.71777972137536
2020-09-05,-2,-2.6124454732399585,0.0,0.00672,0.0,68.02,200000,143555.944275072,-56444.05572492801,0.71777972137536
2020-09-06,-2,-2.0272606757737837,0.0,0.00701,0.0,70.12,200000,143555.944275072,-56444.05572492801,0.71777972137536
2020-09-07,-2,-2.483275787334514,0.0,0.00692,0.0,76.05,200000,143555.944275072,-56444.05572492801,0.71777972137536
2020-09-08,-2,-1.740242828939266,0.0,0.00712,0.0,74.74,200000,143555.944275072,-56444.05572492801,0.71777972137536
2020-09-09,-2,-1.5525640500744868,0.0,0.00717,0.0,75.5,200000,143555.944275072,-56444.05572492801,0.71777972137536
2020-09-10,-2,-1.4833841604359888,0.0,0.00721,0.0,77.01,200000,143555.944275072,-56444.05572492801,0.71777972137536
2020-09-11,-1,-1.0987447025364252,9595985.579884492,0.00748,-931.0931656185755,77.09,200000,143555.944275072,-56444.05572492801,0.71777972137536
2020-09-12,-2,-1.2333494816836936,0.0,0.00747,0.0,79.34,200000,145746.86375351262,-54253.13624648738,0.7287343187675631
2020-09-13,-2,-1.2956150526003078,0.0,0.00691,0.0,75.53,200000,145746.86375351262,-54253.13624648738,0.7287343187675631
2020-09-14,-1,-1.1059448187740881,10500494.506737221,0.00694,-969.9644865800121,75.13,200000,145746.86375351262,-54253.13624648738,0.7287343187675631
2020-09-15,-2,-1.4076907391503928,0.0,0.00629,0.0,72.95,200000,150457.6626021474,-49542.33739785259,0.7522883130107371
2020-09-16,-2,-1.4166621112082354,0.0,0.00611,0.0,73.01,200000,150457.6626021474,-49542.33739785259,0.7522883130107371
2020-09-17,-2,-1.2626065697631048,0.0,0.00615,0.0,73.32,200000,150457.6626021474,-49542.33739785259,0.7522883130107371
2020-09-18,-2,-1.2752169327442087,0.0,0.00593,0.0,72.24,200000,150457.6626021474,-49542.33739785259,0.7522883130107371
2020-09-19,-2,-1.3114940224837608,0.0,0.00581,0.0,72.85,200000,150457.6626021474,-49542.33739785259,0.7522883130107371
2020-09-20,-2,-1.202686248899834,0.0,0.00572,0.0,70.77,200000,150457.6626021474,-49542.33739785259,0.7522883130107371
2020-09-21,-2,-1.4605494907050895,0.0,0.00516,0.0,66.81,200000,150457.6626021474,-49542.33739785259,0.7522883130107371
2020-09-22,-2,-1.4587392390475011,0.0,0.00522,0.0,68.12,200000,150457.6626021474,-49542.33739785259,0.7522883130107371
2020-09-23,-2,-1.543894035709862,0.0,0.00486,0.0,64.86,200000,150457.6626021474,-49542.33739785259,0.7522883130107371
2020-09-24,-1,-1.062652427328911,14035229.72034957,0.00536,-1109.7334607032556,67.79,200000,150457.6626021474,-49542.33739785259,0.7522883130107371
2020-09-25,-1,-0.7986534665118009,14035229.72034957,0.00552,-1109.7334607032556,68.55,200000,153546.69678753777,-46453.303212462226,0.7677334839376888
2020-09-26,-1,-0.8152902904930355,14035229.72034957,0.00551,-1109.7334607032556,69.04,200000,153950.11388607894,-46049.886113921064,0.7697505694303947
2020-09-27,-1,-0.6995075608298537,14035229.72034957,0.00551,-1109.7334607032556,68.78,200000,153661.58318629605,-46338.41681370395,0.7683079159314803
2020-09-28,-1,-0.45302371861759266,14035229.72034957,0.00548,-1109.7334607032556,67.35,200000,151653.6074458799,-48346.3925541201,0.7582680372293995
2020-09-29,-1,-0.815860340089171,14035229.72034957,0.00536,-1109.7334607032556,68.45,200000,151190.08668621155,-48809.91331378845,0.7559504334310577
2020-09-30,-1,-0.6432763297264726,14035229.72034957,0.00546,-1109.7334607032556,69.17,200000,153392.61774995283,-46607.38225004717,0.7669630887497642
2020-10-01,-1,-0.5115554493777676,14035229.72034957,0.0054,-1109.7334607032556,68.06,200000,151318.69982535124,-48681.30017464876,0.7565934991267562
2020-10-02,-1,-0.5109774369073881,14035229.72034957,0.00521,-1109.7334607032556,65.95,200000,146310.46857640098,-53689.53142359902,0.7315523428820049
2020-10-03,-1,-0.6720461328775837,14035229.72034957,0.00512,-1109.7334607032556,65.6,200000,144658.89119032337,-55341.10880967663,0.7232944559516168
2020-10-04,-1,-0.5455327545308096,14035229.72034957,0.00521,-1109.7334607032556,66.39,200000,146798.75129911042,-53201.248700889584,0.7339937564955521
2020-10-05,0,-0.15461004580159618,0.0,0.00532,0.0,67.15,200000,150308.8423761113,-49691.15762388869,0.7515442118805565
2020-10-06,-2,-2.805964866329529,0.0,0.00468,0.0,65.28,200000,150308.8423761113,-49691.15762388869,0.7515442118805565
2020-10-07,-2,-1.4574732473048178,0.0,0.00494,0.0,65.94,200000,150308.8423761113,-49691.15762388869,0.7515442118805565
2020-10-08,-2,-1.4814771528124753,0.0,0.00494,0.0,66.34,200000,150308.8423761113,-49691.15762388869,0.7515442118805565
2020-10-09,2,1.5095619289116764,0.0,0.00553,0.0,67.27,200000,150308.8423761113,-49691.15762388869,0.7515442118805565
2020-10-10,0,0.6729918049598214,0.0,0.00543,0.0,67.92,200000,150308.8423761113,-49691.15762388869,0.7515442118805565
2020-10-11,-1,-1.1066933005876243,13943306.34286747,0.00539,-1048.0326479996606,71.71,200000,150308.8423761113,-49691.15762388869,0.7515442118805565
2020-10-12,-1,-0.36455743725822876,13943306.34286747,0.00553,-1048.0326479996606,71.66,200000,152208.50363171278,-47791.49636828722,0.7610425181585639
2020-10-13,-1,-0.4575982997684455,13943306.34286747,0.00549,-1048.0326479996606,71.23,200000,151200.11733935826,-48799.88266064174,0.7560005866967913
2020-10-14,-1,-1.1673262077271085,13943306.34286747,0.00525,-1048.0326479996606,70.05,200000,146617.04529243044,-53382.95470756956,0.7330852264621521
2020-10-15,-1,-1.0622933348951722,13943306.34286747,0.00519,-1048.0326479996606,69.27,200000,144962.98144641865,-55037.01855358135,0.7248149072320933
2020-10-16,-1,-0.6474713193504829,13943306.34286747,0.00501,-1048.0326479996606,66.06,200000,139089.0015046236,-60910.99849537641,0.695445007523118
2020-10-17,-1,-0.6102138662441104,13943306.34286747,0.0051,-1048.0326479996606,67.33,200000,141674.90053844126,-58325.09946155874,0.7083745026922064
2020-10-18,-1,-0.4610275404275013,13943306.34286747,0.00511,-1048.0326479996606,67.29,200000,141772.41229594994,-58227.58770405006,0.7088620614797496
2020-10-19,-2,-2.9960773548334823,0.0,0.00496,0.0,74.93,200000,159679.12923010325,-40320.87076989675,0.7983956461505163
2020-10-20,-2,-2.290142399464182,0.0,0.00471,0.0,70.65,200000,159679.12923010325,-40320.87076989675,0.7983956461505163
2020-10-21,-2,-1.7783024854045537,0.0,0.00505,0.0,74.73,200000,159679.12923010325,-40320.87076989675,0.7983956461505163
2020-10-22,-2,-1.3573901958798957,0.0,0.00515,0.0,74.98,200000,159679.12923010325,-40320.87076989675,0.7983956461505163
2020-10-23,0,-0.5022363693600729,0.0,0.00521,0.0,72.13,200000,159679.12923010325,-40320.87076989675,0.7983956461505163
2020-10-24,0,-0.8589565172881443,0.0,0.00515,0.0,73.31,200000,159679.12923010325,-40320.87076989675,0.7983956461505163
2020-10-25,0,-0.1954344358944392,0.0,0.00518,0.0,71.06,200000,159679.12923010325,-40320.87076989675,0.7983956461505163
2020-10-26,0,-0.7321715186986473,0.0,0.00488,0.0,69.19,200000,159679.12923010325,-40320.87076989675,0.7983956461505163
2020-10-27,-1,-1.1415571788481698,16529930.56212249,0.00483,-1128.4744115201643,70.75,200000,159679.12923010325,-40320.87076989675,0.7983956461505163
2020-10-28,-1,-0.9426290613646843,16529930.56212249,0.00467,-1128.4744115201643,67.91,200000,153829.47301144636,-46170.52698855364,0.7691473650572318
2020-10-29,-2,-1.6593671932066014,0.0,0.00436,0.0,67.1,200000,163329.2649922522,-36670.735007747804,0.816646324961261
2020-10-30,-2,-2.3822406953745183,0.0,0.00417,0.0,69.69,200000,163329.2649922522,-36670.735007747804,0.816646324961261
2020-10-31,-2,-2.214289268573741,0.0,0.00408,0.0,70.08,200000,163329.2649922522,-36670.735007747804,0.816646324961261
2020-11-01,-1,-1.081855526599085,18602421.980894327,0.00439,-1187.1584895497324,68.79,200000,163329.2649922522,-36670.735007747804,0.816646324961261
2020-11-02,-1,-1.0248529334200926,18602421.980894327,0.00413,-1187.1584895497324,64.95,200000,153933.9466773487,-46066.05332265131,0.7696697333867435
2020-11-03,-1,-0.8740092624142647,18602421.980894327,0.00411,-1187.1584895497324,64.32,200000,152813.98838931444,-47186.01161068556,0.7640699419465722
2020-11-04,-1,-0.9757567585580016,18602421.980894327,0.00407,-1187.1584895497324,64.75,200000,152580.36966058507,-47419.63033941493,0.7629018483029253
2020-11-05,-1,-1.0032639516230535,18602421.980894327,0.00422,-1187.1584895497324,67.78,200000,158967.8231810549,-41032.176818945096,0.7948391159052746
2020-11-06,0,0.9348950172164582,0.0,0.00499,0.0,70.09,200000,153711.11784013023,-46288.88215986977,0.7685555892006511
2020-11-07,0,0.7513273182582264,0.0,0.00464,0.0,66.57,200000,153711.11784013023,-46288.88215986977,0.7685555892006511
2020-11-08,2,2.0201260899184477,0.0,0.00521,0.0,68.06,200000,153711.11784013023,-46288.88215986977,0.7685555892006511
2020-11-09,2,1.6006549641550465,0.0,0.00515,0.0,68.09,200000,153711.11784013023,-46288.88215986977,0.7685555892006511
2020-11-10,2,1.9805908273578334,0.0,0.00547,0.0,68.86,200000,153711.11784013023,-46288.88215986977,0.7685555892006511
2020-11-11,1,1.173732336484521,-14695135.54876962,0.00523,1108.866814602007,69.31,200000,153711.11784013023,-46288.88215986977,0.7685555892006511
2020-11-12,0,-0.8758813065430833,0.0,0.00488,0.0,77.69,200000,139275.51649169603,-60724.483508303965,0.6963775824584801
2020-11-13,0,-0.18666963919408983,0.0,0.00519,0.0,77.74,200000,139275.51649169603,-60724.483508303965,0.6963775824584801
2020-11-14,0,-0.7368107430936234,0.0,0.00487,0.0,77.29,200000,139275.51649169603,-60724.483508303965,0.6963775824584801
2020-11-15,0,-0.321313418178713,0.0,0.00489,0.0,74.98,200000,139275.51649169603,-60724.483508303965,0.6963775824584801
2020-11-16,0,-0.9326994784218138,0.0,0.00493,0.0,80.66,200000,139275.51649169603,-60724.483508303965,0.6963775824584801
2020-11-17,0,-0.9354846621636694,0.0,0.00504,0.0,83.21,200000,139275.51649169603,-60724.483508303965,0.6963775824584801
2020-11-18,0,-0.932734854485699,0.0,0.00482,0.0,80.05,200000,139275.51649169603,-60724.483508303965,0.6963775824584801
2020-11-19,-2,-1.498746525872278,0.0,0.00461,0.0,82.21,200000,139275.51649169603,-60724.483508303965,0.6963775824584801
2020-11-20,-2,-1.2568515990709228,0.0,0.0048,0.0,83.36,200000,139275.51649169603,-60724.483508303965,0.6963775824584801
2020-11-21,-1,-1.0781627251342596,12638431.623565882,0.00551,-736.3620413011316,94.57,200000,139275.51649169603,-60724.483508303965,0.6963775824584801
2020-11-22,-1,-0.9403937278777175,12638431.623565882,0.00532,-736.3620413011316,90.45,200000,133840.40287305787,-66159.59712694213,0.6692020143652894
2020-11-23,-1,-0.7385743279616835,12638431.623565882,0.00565,-736.3620413011316,94.24,200000,140801.89744536587,-59198.102554634126,0.7040094872268294
2020-11-24,-2,-1.5043396671757816,0.0,0.00611,0.0,114.5,200000,146368.15300068806,-53631.846999311936,0.7318407650034403
2020-11-25,0,-0.3412170316164494,0.0,0.00634,0.0,102.06,200000,146368.15300068806,-53631.846999311936,0.7318407650034403
2020-11-26,0,-0.5684599381407724,0.0,0.0055,0.0,91.83,200000,146368.15300068806,-53631.846999311936,0.7318407650034403
2020-11-27,0,-0.3401873648312136,0.0,0.00565,0.0,92.32,200000,146368.15300068806,-53631.846999311936,0.7318407650034403
2020-11-28,-1,-1.1668746006594681,12320551.599384516,0.00594,-670.9826395924089,109.07,200000,146368.15300068806,-53631.846999311936,0.7318407650034403
2020-11-29,-1,-0.7667595038959973,12320551.599384516,0.00614,-670.9826395924089,108.15,200000,148214.95929213997,-51785.040707860026,0.7410747964606998
2020-11-30,-2,-1.4087378014849818,0.0,0.006,0.0,112.83,200000,148151.81462959247,-51848.18537040753,0.7407590731479623
2020-12-01,-2,-1.4380141510608564,0.0,0.00558,0.0,103.91,200000,148151.81462959247,-51848.18537040753,0.7407590731479623
2020-12-02,0,-0.5358941361861699,0.0,0.00599,0.0,105.23,200000,148151.81462959247,-51848.18537040753,0.7407590731479623
2020-12-03,0,-0.6975454208839547,0.0,0.00603,0.0,107.54,200000,148151.81462959247,-51848.18537040753,0.7407590731479623
2020-12-04,0,-0.4840924929285744,0.0,0.00559,0.0,98.86,200000,148151.81462959247,-51848.18537040753,0.7407590731479623
2020-12-05,0,-0.5833031089459183,0.0,0.00577,0.0,102.99,200000,148151.81462959247,-51848.18537040753,0.7407590731479623
2020-12-06,0,-0.879744497420054,0.0,0.00561,0.0,102.09,200000,148151.81462959247,-51848.18537040753,0.7407590731479623
2020-12-07,-2,-1.3756534042497222,0.0,0.0054,0.0,101.53,200000,148151.81462959247,-51848.18537040753,0.7407590731479623
2020-12-08,-2,-1.4151104858180368,0.0,0.005,0.0,95.01,200000,148151.81462959247,-51848.18537040753,0.7407590731479623
2020-12-09,0,-0.43576823554335214,0.0,0.00529,0.0,95.62,200000,148151.81462959247,-51848.18537040753,0.7407590731479623
2020-12-10,0,-0.3856408271866836,0.0,0.00514,0.0,92.86,200000,148151.81462959247,-51848.18537040753,0.7407590731479623
2020-12-11,-2,-1.2405831166293635,0.0,0.0049,0.0,93.25,200000,148151.81462959247,-51848.18537040753,0.7407590731479623
2020-12-12,0,-0.4096153025069455,0.0,0.00519,0.0,94.74,200000,148151.81462959247,-51848.18537040753,0.7407590731479623
2020-12-13,0,-0.9877221931396777,0.0,0.00516,0.0,97.61,200000,148151.81462959247,-51848.18537040753,0.7407590731479623
2020-12-14,0,-0.060642237986042076,0.0,0.00537,0.0,96.69,200000,148151.81462959247,-51848.18537040753,0.7407590731479623
2020-12-15,0,-0.2955756635392331,0.0,0.0053,0.0,96.96,200000,148151.81462959247,-51848.18537040753,0.7407590731479623
2020-12-16,-2,-1.4327878132017555,0.0,0.00547,0.0,105.39,200000,148151.81462959247,-51848.18537040753,0.7407590731479623
2020-12-17,-2,-1.4162237275411307,0.0,0.00565,0.0,108.22,200000,148151.81462959247,-51848.18537040753,0.7407590731479623
2020-12-18,1,1.1754267027961964,12123716.41813359,0.00611,-685.5706368791878,108.05,200000,148151.81462959247,-51848.18537040753,0.7407590731479623
2020-12-19,2,2.2579438570072075,0.0,0.00638,0.0,108.27,200000,151274.3925223751,-48725.6074776249,0.7563719626118754
2020-12-20,2,3.9202219097959166,0.0,0.00816,0.0,109.56,200000,151274.3925223751,-48725.6074776249,0.7563719626118754
2020-12-21,2,1.4402624752002056,0.0,0.0066,0.0,103.9,200000,151274.3925223751,-48725.6074776249,0.7563719626118754
2020-12-22,2,3.137528213934823,0.0,0.00856,0.0,105.76,200000,151274.3925223751,-48725.6074776249,0.7563719626118754
2020-12-23,2,1.9724096387520067,0.0,0.00686,0.0,91.4,200000,151274.3925223751,-48725.6074776249,0.7563719626118754
2020-12-24,2,2.5482465709606115,0.0,0.00855,0.0,98.54,200000,151274.3925223751,-48725.6074776249,0.7563719626118754
2020-12-25,2,2.040271232675743,0.0,0.00885,0.0,103.12,200000,151274.3925223751,-48725.6074776249,0.7563719626118754
2020-12-26,2,2.612993013690441,0.0,0.01114,0.0,107.99,200000,151274.3925223751,-48725.6074776249,0.7563719626118754
2020-12-27,2,3.5475645706110313,0.0,0.01775,0.0,107.48,200000,151274.3925223751,-48725.6074776249,0.7563719626118754
2020-12-28,2,1.7349955783223663,0.0,0.01325,0.0,107.11,200000,151274.3925223751,-48725.6074776249,0.7563719626118754
2020-12-29,2,1.4275971996479713,0.0,0.01248,0.0,103.93,200000,151274.3925223751,-48725.6074776249,0.7563719626118754
2020-12-30,2,2.0679547186029246,0.0,0.01558,0.0,101.89,200000,151274.3925223751,-48725.6074776249,0.7563719626118754
2020-12-31,2,1.4485700103711587,0.0,0.01371,0.0,99.45,200000,151274.3925223751,-48725.6074776249,0.7563719626118754
2021-01-01,2,1.5703952861435106,0.0,0.01321,0.0,87.97,200000,151274.3925223751,-48725.6074776249,0.7563719626118754
2021-01-02,0,0.9294967962193557,0.0,0.01126,0.0,87.02,200000,151274.3925223751,-48725.6074776249,0.7563719626118754
2021-01-03,0,0.3468688330616951,0.0,0.00982,0.0,89.65,200000,151274.3925223751,-48725.6074776249,0.7563719626118754
2021-01-04,0,0.175955245830393,0.0,0.00939,0.0,89.01,200000,151274.3925223751,-48725.6074776249,0.7563719626118754
2021-01-05,0,0.13129290773705732,0.0,0.00948,0.0,89.11,200000,151274.3925223751,-48725.6074776249,0.7563719626118754
2021-01-06,0,0.16721858688904595,0.0,0.01038,0.0,94.22,200000,151274.3925223751,-48725.6074776249,0.7563719626118754
2021-01-07,0,-0.3389165986736962,0.0,0.00956,0.0,98.96,200000,151274.3925223751,-48725.6074776249,0.7563719626118754
2021-01-08,0,-0.14397581243274885,0.0,0.01011,0.0,96.2,200000,151274.3925223751,-48725.6074776249,0.7563719626118754
2021-01-09,0,-0.49052206832832074,0.0,0.01067,0.0,109.94,200000,151274.3925223751,-48725.6074776249,0.7563719626118754
2021-01-10,-2,-1.6184050257597002,0.0,0.00989,0.0,146.54,200000,151274.3925223751,-48725.6074776249,0.7563719626118754
2021-01-11,-2,-1.518528086939991,0.0,0.00852,0.0,125.01,200000,151274.3925223751,-48725.6074776249,0.7563719626118754
2021-01-12,-2,-1.5843984908921962,0.0,0.0083,0.0,128.53,200000,151274.3925223751,-48725.6074776249,0.7563719626118754
2021-01-13,-2,-1.4485649226644282,0.0,0.00872,0.0,133.1,200000,151274.3925223751,-48725.6074776249,0.7563719626118754
2021-01-14,-2,-1.3808612599921724,0.0,0.00862,0.0,132.99,200000,151274.3925223751,-48725.6074776249,0.7563719626118754
2021-01-15,-1,-1.1445704974320572,8815524.039765447,0.00858,-608.5051992050487,124.3,200000,151274.3925223751,-48725.6074776249,0.7563719626118754
2021-01-16,-1,-0.8993911476701941,8815524.039765447,0.00932,-608.5051992050487,124.85,200000,158132.5581713643,-41867.441828635696,0.7906627908568216
2021-01-17,-1,-0.7626411814295105,8815524.039765447,0.00948,-608.5051992050487,124.26,200000,159184.0239501958,-40815.97604980419,0.7959201197509791
2021-01-18,-1,-0.7512395363737947,8815524.039765447,0.00961,-608.5051992050487,129.3,200000,163396.90827935876,-36603.09172064124,0.8169845413967938
2021-01-19,-1,-0.6076072652346064,8815524.039765447,0.00952,-608.5051992050487,124.46,200000,159658.34595162742,-40341.654048372584,0.7982917297581371
2021-01-20,-1,-0.4835588114144883,8815524.039765447,0.00942,-608.5051992050487,121.13,200000,156750.47123429808,-43249.52876570192,0.7837523561714904
2021-01-21,0,0.8268369157712357,0.0,0.01033,0.0,99.77,200000,120920.5929162857,-79079.4070837143,0.6046029645814286
2021-01-22,0,0.6265153302612604,0.0,0.01009,0.0,104.72,200000,120920.5929162857,-79079.4070837143,0.6046029645814286
2021-01-23,0,0.7329586286511605,0.0,0.01022,0.0,105.29,200000,120920.5929162857,-79079.4070837143,0.6046029645814286
2021-01-24,0,0.9713039244552771,0.0,0.01067,0.0,106.16,200000,120920.5929162857,-79079.4070837143,0.6046029645814286
2021-01-25,0,0.5466477604057297,0.0,0.00971,0.0,105.0,200000,120920.5929162857,-79079.4070837143,0.6046029645814286
2021-01-26,0,0.5954289381611985,0.0,0.00962,0.0,104.97,200000,120920.5929162857,-79079.4070837143,0.6046029645814286
2021-01-27,0,0.4457332392760716,0.0,0.00858,0.0,96.45,200000,120920.5929162857,-79079.4070837143,0.6046029645814286
2021-01-28,0,0.848087350180697,0.0,0.0096,0.0,102.68,200000,120920.5929162857,-79079.4070837143,0.6046029645814286
2021-01-29,0,0.9149316839162955,0.0,0.00984,0.0,104.56,200000,120920.5929162857,-79079.4070837143,0.6046029645814286
2021-01-30,2,2.6991765782283537,0.0,0.0137,0.0,105.17,200000,120920.5929162857,-79079.4070837143,0.6046029645814286
2021-01-31,2,1.9209858847285857,0.0,0.01258,0.0,102.42,200000,120920.5929162857,-79079.4070837143,0.6046029645814286
2021-02-01,2,1.3473350866686027,0.0,0.01191,0.0,103.54,200000,120920.5929162857,-79079.4070837143,0.6046029645814286
2021-02-02,2,1.363187776372625,0.0,0.01296,0.0,109.85,200000,120920.5929162857,-79079.4070837143,0.6046029645814286
2021-02-03,2,1.6279315810782733,0.0,0.01475,0.0,116.84,200000,120920.5929162857,-79079.4070837143,0.6046029645814286
2021-02-04,2,1.6661282651739442,0.0,0.01451,0.0,111.0,200000,120920.5929162857,-79079.4070837143,0.6046029645814286
2021-02-05,2,1.3267402111417677,0.0,0.01529,0.0,120.42,200000,120920.5929162857,-79079.4070837143,0.6046029645814286
2021-02-06,0,0.7841448892174016,0.0,0.01406,0.0,118.94,200000,120920.5929162857,-79079.4070837143,0.6046029645814286
2021-02-07,0,0.4817878193527551,0.0,0.01349,0.0,118.31,200000,120920.5929162857,-79079.4070837143,0.6046029645814286
2021-02-08,0,0.7367686729802743,0.0,0.0151,0.0,126.16,200000,120920.5929162857,-79079.4070837143,0.6046029645814286
2021-02-09,1,1.0775211264221651,-3484743.3117085216,0.01735,440.159409275938,137.36,200000,120920.5929162857,-79079.4070837143,0.6046029645814286
2021-02-10,1,0.810881164650835,-3484743.3117085216,0.01726,440.159409275938,139.75,200000,121658.94700640143,-78341.05299359857,0.6082947350320072
2021-02-11,1,1.0693799706083353,-3484743.3117085216,0.02125,440.159409275938,164.6,200000,146501.0341406255,-53498.9658593745,0.7325051707031276
2021-02-12,1,0.9091465874688153,-3484743.3117085216,0.02175,440.159409275938,169.76,200000,150514.62834834357,-49485.37165165643,0.7525731417417179
2021-02-13,0,-1.5912558296805133,0.0,0.02378,0.0,267.61,200000,85996.72935238057,-114003.27064761943,0.4299836467619028
2021-02-14,-2,-1.3295481959223587,0.0,0.02147,0.0,230.69,200000,85996.72935238057,-114003.27064761943,0.4299836467619028
2021-02-15,-2,-2.0491743683396204,0.0,0.02043,0.0,259.69,200000,85996.72935238057,-114003.27064761943,0.4299836467619028
2021-02-16,-2,-1.7942763165166618,0.0,0.02032,0.0,249.46,200000,85996.72935238057,-114003.27064761943,0.4299836467619028
2021-02-17,-2,-1.6694387018160466,0.0,0.0217,0.0,265.96,200000,85996.72935238057,-114003.27064761943,0.4299836467619028
2021-02-18,-2,-1.5407593623590836,0.0,0.02309,0.0,281.15,200000,85996.72935238057,-114003.27064761943,0.4299836467619028
2021-02-19,-2,-1.5433776700308162,0.0,0.0253,0.0,323.84,200000,85996.72935238057,-114003.27064761943,0.4299836467619028
2021-02-20,-2,-1.4117913122187649,0.0,0.02294,0.0,297.28,200000,85996.72935238057,-114003.27064761943,0.4299836467619028
2021-02-21,-1,-1.1565964920369136,1784164.509385489,0.0241,-142.6053484882936,301.52,200000,85996.72935238057,-114003.27064761943,0.4299836467619028
2021-02-22,-1,-1.1280205874358105,1784164.509385489,0.02116,-142.6053484882936,271.7,200000,76498.79420286632,-123501.20579713368,0.3824939710143316
2021-02-23,-1,-1.0714462218764091,1784164.509385489,0.01769,-142.6053484882936,230.91,200000,64490.87119046117,-135509.12880953884,0.32245435595230576
2021-02-24,-1,-0.7701639700682712,1784164.509385489,0.01935,-142.6053484882936,237.4,200000,68378.09298773011,-131621.9070122699,0.3418904649386505
2021-02-25,-1,-0.7336006898462983,1784164.509385489,0.0176,-142.6053484882936,218.5,200000,62560.56400987676,-137439.43599012325,0.31280282004938376
