date,statusList,zscore,WAVESUSDT_position,WAVESUSDT_price,THETAUSDT_position,THETAUSDT_price,init,total_asset,pnl,return
2020-02-02,2,2.445563424343764,0.0,0.9594,0.0,0.10545,200000,206022.31442476664,6022.314424766635,1.0301115721238332
2020-02-03,2,1.9591636625207232,0.0,0.9809,0.0,0.10829,200000,206022.31442476664,6022.314424766635,1.0301115721238332
2020-02-04,0,-0.8407256358619568,0.0,0.9643,0.0,0.122,200000,206022.31442476664,6022.314424766635,1.0301115721238332
2020-02-05,0,-0.27212886998263947,0.0,0.9899,0.0,0.122,200000,206022.31442476664,6022.314424766635,1.0301115721238332
2020-02-06,0,0.26337377191457734,0.0,1.0364,0.0,0.12425,200000,206022.31442476664,6022.314424766635,1.0301115721238332
2020-02-07,2,1.2148278591636181,0.0,1.092,0.0,0.1245,200000,206022.31442476664,6022.314424766635,1.0301115721238332
2020-02-08,2,1.725703939016443,0.0,1.058,0.0,0.1164,200000,206022.31442476664,6022.314424766635,1.0301115721238332
2020-02-09,2,1.4290761542732606,0.0,1.11,0.0,0.12284,200000,206022.31442476664,6022.314424766635,1.0301115721238332
2020-02-10,2,3.399418521627528,0.0,1.4376,0.0,0.13064,200000,206022.31442476664,6022.314424766635,1.0301115721238332
2020-02-11,2,2.652439340055361,0.0,1.4117,0.0,0.12814,200000,206022.31442476664,6022.314424766635,1.0301115721238332
2020-02-12,2,1.648478713171493,0.0,1.4324,0.0,0.13827,200000,206022.31442476664,6022.314424766635,1.0301115721238332
2020-02-13,0,-0.7368029989204387,0.0,1.4038,0.0,0.17192,200000,206022.31442476664,6022.314424766635,1.0301115721238332
2020-02-14,0,0.9564672441504984,0.0,1.5529,0.0,0.15827,200000,206022.31442476664,6022.314424766635,1.0301115721238332
2020-02-15,1,1.0453989199562863,-70142.41945552453,1.4686,701042.3112316818,0.14694,200000,206022.31442476664,6022.314424766635,1.0301115721238332
2020-02-16,1,1.1913320118998252,-70142.41945552453,1.3809,701042.3112316818,0.13454,200000,191177.89957924432,-8822.100420755683,0.9558894978962216
2020-02-17,1,0.593338802888815,-70142.41945552453,1.3366,701042.3112316818,0.13716,200000,189907.32125279156,-10092.67874720844,0.9495366062639577
2020-02-18,1,1.1396629703016974,-70142.41945552453,1.4693,701042.3112316818,0.14134,200000,202145.5771754881,2145.5771754881134,1.0107278858774407
2020-02-19,2,1.4089169953038942,0.0,1.3717,0.0,0.12664,200000,213456.67289752944,13456.672897529439,1.0672833644876472
2020-02-20,2,1.5755985079159112,0.0,1.4854,0.0,0.13247,200000,213456.67289752944,13456.672897529439,1.0672833644876472
2020-02-21,2,1.4803935345080304,0.0,1.4459,0.0,0.12776,200000,213456.67289752944,13456.672897529439,1.0672833644876472
2020-02-22,1,1.1208993489423864,-75171.38783544494,1.4198,830829.3355812294,0.12846,200000,213456.67289752944,13456.672897529439,1.0672833644876472
2020-02-23,1,0.33005787702502165,-75171.38783544494,1.4439,830829.3355812294,0.14149,200000,226094.0095869871,26094.009586987086,1.1304700479349354
2020-02-24,0,-0.6124592333630907,0.0,1.3735,0.0,0.14836,200000,193442.7338626819,-6557.266137318104,0.9672136693134095
2020-02-25,0,-0.1885347957216816,0.0,1.3215,0.0,0.13481,200000,193442.7338626819,-6557.266137318104,0.9672136693134095
2020-02-26,0,-0.3277515923034363,0.0,1.1562,0.0,0.11839,200000,193442.7338626819,-6557.266137318104,0.9672136693134095
2020-02-27,0,-0.1817889999850624,0.0,1.2148,0.0,0.12192,200000,193442.7338626819,-6557.266137318104,0.9672136693134095
2020-02-28,0,-0.7388450409883491,0.0,1.1529,0.0,0.12082,200000,193442.7338626819,-6557.266137318104,0.9672136693134095
2020-02-29,0,-0.6555348236630457,0.0,1.1317,0.0,0.11712,200000,193442.7338626819,-6557.266137318104,0.9672136693134095
2020-03-01,0,-0.7253208156434053,0.0,1.1176,0.0,0.11707,200000,193442.7338626819,-6557.266137318104,0.9672136693134095
2020-03-02,-1,-1.0360349203054116,81600.7482758297,1.1853,-753281.6739201009,0.1284,200000,193442.7338626819,-6557.266137318104,0.9672136693134095
2020-03-03,-2,-1.3890190688718462,0.0,1.1639,0.0,0.1317,200000,197674.819399721,-2325.180600279011,0.9883740969986049
2020-03-04,-2,-1.2519359085466442,0.0,1.1998,0.0,0.13182,200000,197674.819399721,-2325.180600279011,0.9883740969986049
2020-03-05,0,-0.6744973389129061,0.0,1.3394,0.0,0.14123,200000,197674.819399721,-2325.180600279011,0.9883740969986049
2020-03-06,0,0.326387814956688,0.0,1.375,0.0,0.13477,200000,197674.819399721,-2325.180600279011,0.9883740969986049
2020-03-07,0,-0.6438444703086741,0.0,1.2858,0.0,0.13575,200000,197674.819399721,-2325.180600279011,0.9883740969986049
2020-03-08,0,-0.03302401220089888,0.0,1.0936,0.0,0.11028,200000,197674.819399721,-2325.180600279011,0.9883740969986049
2020-03-09,0,0.2072800996311378,0.0,1.0925,0.0,0.10849,200000,197674.819399721,-2325.180600279011,0.9883740969986049
2020-03-10,2,2.1869577741304402,0.0,1.2875,0.0,0.11022,200000,197674.819399721,-2325.180600279011,0.9883740969986049
2020-03-11,2,3.157641870740538,0.0,1.337,0.0,0.09894,200000,197674.819399721,-2325.180600279011,0.9883740969986049
2020-03-12,2,3.2018841564164306,0.0,0.795,0.0,0.05167,200000,197674.819399721,-2325.180600279011,0.9883740969986049
2020-03-13,2,2.0545074061100954,0.0,0.8707,0.0,0.06151,200000,197674.819399721,-2325.180600279011,0.9883740969986049
2020-03-14,2,1.3657865658985244,0.0,0.805,0.0,0.061,200000,197674.819399721,-2325.180600279011,0.9883740969986049
2020-03-15,2,1.533927380670972,0.0,0.8629,0.0,0.06199,200000,197674.819399721,-2325.180600279011,0.9883740969986049
2020-03-16,2,1.3646508988457509,0.0,0.7386,0.0,0.05307,200000,197674.819399721,-2325.180600279011,0.9883740969986049
2020-03-17,2,1.703136774791188,0.0,0.8612,0.0,0.05667,200000,197674.819399721,-2325.180600279011,0.9883740969986049
2020-03-18,2,1.5337721679217948,0.0,0.8667,0.0,0.05667,200000,197674.819399721,-2325.180600279011,0.9883740969986049
2020-03-19,1,1.0939091753676118,-103864.44903306063,0.9516,1507357.1709602026,0.06557,200000,197674.819399721,-2325.180600279011,0.9883740969986049
2020-03-20,1,0.4882407317268642,-103864.44903306063,0.9519,1507357.1709602026,0.07224,200000,207760.05106473545,7760.051064735453,1.0388002553236773
2020-03-21,1,0.29081976001973925,-103864.44903306063,0.9354,1507357.1709602026,0.07283,200000,206935.6283865565,6935.628386556491,1.0346781419327824
2020-03-22,1,0.4248987655357018,-103864.44903306063,0.8452,1507357.1709602026,0.06342,200000,183382.8241050389,-16617.17589496111,0.9169141205251945
2020-03-23,1,0.2999284344267335,-103864.44903306063,0.9221,1507357.1709602026,0.06977,200000,200941.71827127854,941.7182712785434,1.0047085913563927
2020-03-24,0,0.1698250164643585,0.0,0.9339,0.0,0.07122,200000,187319.8506359107,-12680.149364089302,0.9365992531795535
2020-03-25,0,-0.013840158778393646,0.0,0.8992,0.0,0.06956,200000,187319.8506359107,-12680.149364089302,0.9365992531795535
2020-03-26,0,-0.4299630536847636,0.0,0.8917,0.0,0.07231,200000,187319.8506359107,-12680.149364089302,0.9365992531795535
2020-03-27,0,-0.8170499293701209,0.0,0.859,0.0,0.0718,200000,187319.8506359107,-12680.149364089302,0.9365992531795535
2020-03-28,-2,-1.2239606536785024,0.0,0.8144,0.0,0.07,200000,187319.8506359107,-12680.149364089302,0.9365992531795535
2020-03-29,-2,-1.342444427593144,0.0,0.771,0.0,0.06537,200000,187319.8506359107,-12680.149364089302,0.9365992531795535
2020-03-30,-2,-1.656334841632558,0.0,0.8262,0.0,0.07265,200000,187319.8506359107,-12680.149364089302,0.9365992531795535
2020-03-31,0,0.008035371229335678,0.0,0.99,0.0,0.07421,200000,187319.8506359107,-12680.149364089302,0.9365992531795535
2020-04-01,0,-0.1137116294453618,0.0,0.9698,0.0,0.07407,200000,187319.8506359107,-12680.149364089302,0.9365992531795535
2020-04-02,0,-0.7549849051177199,0.0,0.9615,0.0,0.07811,200000,187319.8506359107,-12680.149364089302,0.9365992531795535
2020-04-03,0,-0.3950239122873304,0.0,0.9629,0.0,0.076,200000,187319.8506359107,-12680.149364089302,0.9365992531795535
2020-04-04,0,-0.8529330185339308,0.0,0.9505,0.0,0.0787,200000,187319.8506359107,-12680.149364089302,0.9365992531795535
2020-04-05,0,-0.9729275263419034,0.0,0.9486,0.0,0.08015,200000,187319.8506359107,-12680.149364089302,0.9365992531795535
2020-04-06,-2,-1.3786366952653932,0.0,0.9867,0.0,0.08718,200000,187319.8506359107,-12680.149364089302,0.9365992531795535
2020-04-07,0,-0.9917680138699237,0.0,0.9928,0.0,0.08479,200000,187319.8506359107,-12680.149364089302,0.9365992531795535
2020-04-08,-2,-1.2661928335600756,0.0,1.0067,0.0,0.08775,200000,187319.8506359107,-12680.149364089302,0.9365992531795535
2020-04-09,0,-0.426461571779282,0.0,1.0458,0.0,0.08698,200000,187319.8506359107,-12680.149364089302,0.9365992531795535
2020-04-10,0,0.36999023728713293,0.0,0.9998,0.0,0.07962,200000,187319.8506359107,-12680.149364089302,0.9365992531795535
2020-04-11,0,0.44016080680241954,0.0,0.9912,0.0,0.07899,200000,187319.8506359107,-12680.149364089302,0.9365992531795535
2020-04-12,0,0.6359490073790004,0.0,0.9965,0.0,0.07894,200000,187319.8506359107,-12680.149364089302,0.9365992531795535
2020-04-13,2,1.2048340926370014,0.0,0.9991,0.0,0.07716,200000,187319.8506359107,-12680.149364089302,0.9365992531795535
2020-04-14,0,0.8085577236004642,0.0,0.9899,0.0,0.07801,200000,187319.8506359107,-12680.149364089302,0.9365992531795535
2020-04-15,1,1.0609455098915286,-97664.15570172612,0.959,1258362.559693072,0.07443,200000,187319.8506359107,-12680.149364089302,0.9365992531795535
2020-04-16,1,0.7628848006538297,-97664.15570172612,1.0056,1258362.559693072,0.07888,200000,197470.71368224532,-2529.2863177546824,0.9873535684112266
2020-04-17,1,0.841435173804639,-97664.15570172612,0.9975,1258362.559693072,0.07762,200000,195094.09719584807,-4905.902804151934,0.9754704859792404
2020-04-18,1,0.7015282689427934,-97664.15570172612,1.0411,1258362.559693072,0.08125,200000,203920.11047612916,3920.1104761291645,1.0196005523806457
2020-04-19,0,-0.07866024448007751,0.0,1.0138,0.0,0.08174,200000,183473.21605700892,-16526.783942991082,0.9173660802850446
2020-04-20,-2,-1.2691075543444355,0.0,0.9731,0.0,0.08323,200000,183473.21605700892,-16526.783942991082,0.9173660802850446
2020-04-21,-2,-1.8571625348203962,0.0,0.9639,0.0,0.08578,200000,183473.21605700892,-16526.783942991082,0.9173660802850446
2020-04-22,-2,-2.0715515822639476,0.0,0.998,0.0,0.09174,200000,183473.21605700892,-16526.783942991082,0.9173660802850446
2020-04-23,-2,-2.6022696744751808,0.0,1.0074,0.0,0.10075,200000,183473.21605700892,-16526.783942991082,0.9173660802850446
2020-04-24,-2,-2.1776549486661727,0.0,1.0107,0.0,0.10163,200000,183473.21605700892,-16526.783942991082,0.9173660802850446
2020-04-25,-2,-2.130475073545905,0.0,1.0221,0.0,0.10681,200000,183473.21605700892,-16526.783942991082,0.9173660802850446
2020-04-26,-2,-1.9715833306996107,0.0,1.0522,0.0,0.11209,200000,183473.21605700892,-16526.783942991082,0.9173660802850446
2020-04-27,-2,-1.459666118614345,0.0,1.055,0.0,0.10775,200000,183473.21605700892,-16526.783942991082,0.9173660802850446
2020-04-28,-2,-1.405325667654943,0.0,1.0534,0.0,0.109,200000,183473.21605700892,-16526.783942991082,0.9173660802850446
2020-04-29,-2,-1.3994840020086727,0.0,1.099,0.0,0.11645,200000,183473.21605700892,-16526.783942991082,0.9173660802850446
2020-04-30,-2,-1.6306758392947411,0.0,1.0552,0.0,0.12033,200000,183473.21605700892,-16526.783942991082,0.9173660802850446
2020-05-01,-2,-1.6157859481132353,0.0,1.0751,0.0,0.12735,200000,183473.21605700892,-16526.783942991082,0.9173660802850446
2020-05-02,-2,-1.7411767494511032,0.0,1.0884,0.0,0.13928,200000,183473.21605700892,-16526.783942991082,0.9173660802850446
2020-05-03,-2,-1.756555107134013,0.0,1.0624,0.0,0.14434,200000,183473.21605700892,-16526.783942991082,0.9173660802850446
2020-05-04,-2,-1.6128387311376347,0.0,1.06,0.0,0.14639,200000,183473.21605700892,-16526.783942991082,0.9173660802850446
2020-05-05,-2,-1.6712892167377813,0.0,1.0517,0.0,0.15591,200000,183473.21605700892,-16526.783942991082,0.9173660802850446
2020-05-06,-2,-1.5613047031716387,0.0,1.024,0.0,0.15461,200000,183473.21605700892,-16526.783942991082,0.9173660802850446
2020-05-07,-2,-1.5526722989782014,0.0,1.0444,0.0,0.16445,200000,183473.21605700892,-16526.783942991082,0.9173660802850446
2020-05-08,-2,-1.3869268558179852,0.0,1.0551,0.0,0.16302,200000,183473.21605700892,-16526.783942991082,0.9173660802850446
2020-05-09,-2,-1.2322633243106995,0.0,1.0406,0.0,0.15758,200000,183473.21605700892,-16526.783942991082,0.9173660802850446
2020-05-10,-1,-1.0750055403240018,96039.16250890332,0.9552,-646442.1677718586,0.14191,200000,183473.21605700892,-16526.783942991082,0.9173660802850446
2020-05-11,-2,-1.2257184240445833,0.0,0.931,0.0,0.14692,200000,189036.03905026137,-10963.960949738626,0.9451801952513068
2020-05-12,-2,-1.351888008120571,0.0,1.0699,0.0,0.17894,200000,189036.03905026137,-10963.960949738626,0.9451801952513068
2020-05-13,-1,-1.113586076530892,89167.9429482365,1.06,-550259.1810277154,0.17177,200000,189036.03905026137,-10963.960949738626,0.9451801952513068
2020-05-14,-1,-0.9863477225180428,89167.9429482365,1.0461,-550259.1810277154,0.16809,200000,185771.65085709887,-14228.349142901134,0.9288582542854943
2020-05-15,-2,-1.4519754462918946,0.0,1.0298,0.0,0.19186,200000,202783.61787414493,2783.6178741449257,1.0139180893707247
2020-05-16,-1,-1.1660641151210973,98448.20753186956,1.0299,-552393.4019998501,0.18355,200000,202783.61787414493,2783.6178741449257,1.0139180893707247
2020-05-17,-1,-1.1988927637342883,98448.20753186956,1.0497,-552393.4019998501,0.19206,200000,209433.7602342947,9433.760234294692,1.0471688011714735
2020-05-18,-1,-1.1453782543386577,98448.20753186956,1.0638,-552393.4019998501,0.1944,200000,212114.48052117368,12114.480521173682,1.0605724026058685
2020-05-19,-2,-1.645067577243711,0.0,1.0615,0.0,0.218,200000,218702.60721503268,18702.60721503268,1.0935130360751635
2020-05-20,-2,-2.3956713907049236,0.0,1.0542,0.0,0.27895,200000,218702.60721503268,18702.60721503268,1.0935130360751635
2020-05-21,-2,-2.097192865264427,0.0,1.0167,0.0,0.264,200000,218702.60721503268,18702.60721503268,1.0935130360751635
2020-05-22,-2,-1.772720432098979,0.0,1.0665,0.0,0.26799,200000,218702.60721503268,18702.60721503268,1.0935130360751635
2020-05-23,-2,-1.898278309525194,0.0,1.0699,0.0,0.3017,200000,218702.60721503268,18702.60721503268,1.0935130360751635
2020-05-24,-2,-2.067979066753784,0.0,1.0117,0.0,0.34231,200000,218702.60721503268,18702.60721503268,1.0935130360751635
2020-05-25,-2,-1.7672743293022004,0.0,1.0576,0.0,0.35327,200000,218702.60721503268,18702.60721503268,1.0935130360751635
2020-05-26,-2,-1.7699275502915748,0.0,1.0645,0.0,0.40301,200000,218702.60721503268,18702.60721503268,1.0935130360751635
2020-05-27,-1,-1.169929207058793,102648.36535015146,1.0653,-337483.1911842366,0.32402,200000,218702.60721503268,18702.60721503268,1.0935130360751635
2020-05-28,-1,-0.9259485598852065,102648.36535015146,1.087,-337483.1911842366,0.31117,200000,216593.41773641354,16593.41773641354,1.0829670886820677
2020-05-29,-1,-0.8287340528784637,102648.36535015146,1.0859,-337483.1911842366,0.30948,200000,215910.15794142702,15910.157941427024,1.079550789707135
2020-05-30,-1,-0.4694271009157871,102648.36535015146,1.1137,-337483.1911842366,0.2865,200000,211008.41876474745,11008.418764747446,1.0550420938237373
2020-05-31,0,0.04885091070660482,0.0,1.0945,0.0,0.24692,200000,189685.32090650362,-10314.67909349638,0.9484266045325181
2020-06-01,0,-0.047158032891502916,0.0,1.1485,0.0,0.27108,200000,189685.32090650362,-10314.67909349638,0.9484266045325181
2020-06-02,0,0.18862986994820263,0.0,1.118,0.0,0.25468,200000,189685.32090650362,-10314.67909349638,0.9484266045325181
2020-06-03,0,-0.04791072629362644,0.0,1.1176,0.0,0.27607,200000,189685.32090650362,-10314.67909349638,0.9484266045325181
2020-06-04,0,-0.08279609721375498,0.0,1.1256,0.0,0.28491,200000,189685.32090650362,-10314.67909349638,0.9484266045325181
2020-06-05,0,0.14994642209764872,0.0,1.1305,0.0,0.27883,200000,189685.32090650362,-10314.67909349638,0.9484266045325181
2020-06-06,0,0.5493745363078286,0.0,1.1487,0.0,0.27058,200000,189685.32090650362,-10314.67909349638,0.9484266045325181
2020-06-07,0,0.8800852457765443,0.0,1.1443,0.0,0.26517,200000,189685.32090650362,-10314.67909349638,0.9484266045325181
2020-06-08,2,1.552214529944408,0.0,1.1852,0.0,0.25492,200000,189685.32090650362,-10314.67909349638,0.9484266045325181
2020-06-09,2,1.3838275646069054,0.0,1.1721,0.0,0.25235,200000,189685.32090650362,-10314.67909349638,0.9484266045325181
2020-06-10,2,1.9735141131210645,0.0,1.2423,0.0,0.2392,200000,189685.32090650362,-10314.67909349638,0.9484266045325181
2020-06-11,2,2.0860522444766625,0.0,1.1335,0.0,0.20451,200000,189685.32090650362,-10314.67909349638,0.9484266045325181
2020-06-12,0,0.9687142634525435,0.0,1.2103,0.0,0.25264,200000,189685.32090650362,-10314.67909349638,0.9484266045325181
2020-06-13,1,1.0991652592370358,-75940.95640423718,1.2489,377048.0259730135,0.25154,200000,189685.32090650362,-10314.67909349638,0.9484266045325181
2020-06-14,1,1.1510359446231004,-75940.95640423718,1.1748,377048.0259730135,0.23149,200000,176498.28311619072,-23501.716883809277,0.8824914155809536
2020-06-15,1,0.9746249720802584,-75940.95640423718,1.1659,377048.0259730135,0.23446,200000,176942.24124133287,-23057.75875866713,0.8847112062066643
2020-06-16,2,1.503420722404488,0.0,1.2563,0.0,0.23414,200000,196807.91963582538,-3192.080364174617,0.9840395981791269
2020-06-17,2,1.3930776479139622,0.0,1.2609,0.0,0.23479,200000,196807.91963582538,-3192.080364174617,0.9840395981791269
2020-06-18,2,1.580826930009106,0.0,1.2375,0.0,0.22312,200000,196807.91963582538,-3192.080364174617,0.9840395981791269
2020-06-19,2,1.2369299207199436,0.0,1.2151,0.0,0.22406,200000,196807.91963582538,-3192.080364174617,0.9840395981791269
2020-06-20,1,1.1285281241421115,-81846.42752883032,1.2023,444502.48359342624,0.22138,200000,196807.91963582538,-3192.080364174617,0.9840395981791269
2020-06-21,1,1.0345879155759303,-81846.42752883032,1.1997,444502.48359342624,0.22057,200000,196235.07191253974,-3764.9280874602555,0.9811753595626987
2020-06-22,1,0.2981133289392636,-81846.42752883032,1.2258,444502.48359342624,0.24201,200000,207901.3969192853,7901.3969192852965,1.0395069845964264
2020-06-23,0,-0.2603260676083599,0.0,1.239,0.0,0.25747,200000,183769.58889324672,-16230.41110675328,0.9188479444662336
2020-06-24,0,-0.34202701597386587,0.0,1.1849,0.0,0.24508,200000,183769.58889324672,-16230.41110675328,0.9188479444662336
2020-06-25,0,-0.06371268583405892,0.0,1.1848,0.0,0.23649,200000,183769.58889324672,-16230.41110675328,0.9188479444662336
2020-06-26,0,-0.24069621443584596,0.0,1.1542,0.0,0.2313,200000,183769.58889324672,-16230.41110675328,0.9188479444662336
2020-06-27,0,0.6280580256963197,0.0,1.1133,0.0,0.20986,200000,183769.58889324672,-16230.41110675328,0.9188479444662336
2020-06-28,0,-0.3283236678684722,0.0,1.1339,0.0,0.22443,200000,183769.58889324672,-16230.41110675328,0.9188479444662336
2020-06-29,0,-0.4586522850591709,0.0,1.141,0.0,0.226,200000,183769.58889324672,-16230.41110675328,0.9188479444662336
2020-06-30,0,-0.4176972834114123,0.0,1.12,0.0,0.22173,200000,183769.58889324672,-16230.41110675328,0.9188479444662336
2020-07-01,0,0.24402375146144148,0.0,1.1515,0.0,0.22173,200000,183769.58889324672,-16230.41110675328,0.9188479444662336
2020-07-02,0,-0.053228811872763585,0.0,1.1258,0.0,0.21889,200000,183769.58889324672,-16230.41110675328,0.9188479444662336
2020-07-03,0,0.10575403018533626,0.0,1.121,0.0,0.21607,200000,183769.58889324672,-16230.41110675328,0.9188479444662336
2020-07-04,0,-0.46257692451303833,0.0,1.1305,0.0,0.22307,200000,183769.58889324672,-16230.41110675328,0.9188479444662336
2020-07-05,0,-0.03695961310561761,0.0,1.116,0.0,0.21596,200000,183769.58889324672,-16230.41110675328,0.9188479444662336
2020-07-06,0,-0.5990846791126504,0.0,1.1597,0.0,0.23023,200000,183769.58889324672,-16230.41110675328,0.9188479444662336
2020-07-07,-2,-2.4531244223933193,0.0,1.1672,0.0,0.25795,200000,183769.58889324672,-16230.41110675328,0.9188479444662336
2020-07-08,-1,-1.117043303956087,75831.30679757643,1.2117,-366045.7112844528,0.25102,200000,183769.58889324672,-16230.41110675328,0.9188479444662336
2020-07-09,-1,-0.9071719541391139,75831.30679757643,1.1704,-366045.7112844528,0.24106,200000,176991.94063811365,-23008.05936188635,0.8849597031905683
2020-07-10,-2,-1.2230267977159321,0.0,1.1585,0.0,0.24307,200000,184893.75101016636,-15106.248989833635,0.9244687550508318
2020-07-11,-2,-1.2820075264819302,0.0,1.2008,0.0,0.25334,200000,184893.75101016636,-15106.248989833635,0.9244687550508318
2020-07-12,-2,-2.6159399810885087,0.0,1.2111,0.0,0.2805,200000,184893.75101016636,-15106.248989833635,0.9244687550508318
2020-07-13,0,-0.5195777614664173,0.0,1.1835,0.0,0.24542,200000,184893.75101016636,-15106.248989833635,0.9244687550508318
2020-07-14,2,1.8416200095249018,0.0,1.3189,0.0,0.24127,200000,184893.75101016636,-15106.248989833635,0.9244687550508318
2020-07-15,2,1.905524699934087,0.0,1.3215,0.0,0.2372,200000,184893.75101016636,-15106.248989833635,0.9244687550508318
2020-07-16,2,2.0726227893249836,0.0,1.3487,0.0,0.23464,200000,184893.75101016636,-15106.248989833635,0.9244687550508318
2020-07-17,2,2.396730623113753,0.0,1.4601,0.0,0.24131,200000,184893.75101016636,-15106.248989833635,0.9244687550508318
2020-07-18,2,1.7501790388218375,0.0,1.4689,0.0,0.24894,200000,184893.75101016636,-15106.248989833635,0.9244687550508318
2020-07-19,2,1.7777807801941266,0.0,1.4572,0.0,0.2412,200000,184893.75101016636,-15106.248989833635,0.9244687550508318
2020-07-20,2,2.513968257306351,0.0,1.5996,0.0,0.23595,200000,184893.75101016636,-15106.248989833635,0.9244687550508318
2020-07-21,2,2.2233785516942834,0.0,1.6581,0.0,0.23951,200000,184893.75101016636,-15106.248989833635,0.9244687550508318
2020-07-22,2,1.4826947923825475,0.0,1.6715,0.0,0.25576,200000,184893.75101016636,-15106.248989833635,0.9244687550508318
2020-07-23,0,0.8709982780429676,0.0,1.588,0.0,0.2589,200000,184893.75101016636,-15106.248989833635,0.9244687550508318
2020-07-24,0,0.904902491871055,0.0,1.5617,0.0,0.25072,200000,184893.75101016636,-15106.248989833635,0.9244687550508318
2020-07-25,0,0.43850579974562126,0.0,1.527,0.0,0.25877,200000,184893.75101016636,-15106.248989833635,0.9244687550508318
2020-07-26,0,0.6021251993743779,0.0,1.525,0.0,0.25083,200000,184893.75101016636,-15106.248989833635,0.9244687550508318
2020-07-27,0,0.5258393841622624,0.0,1.4734,0.0,0.2424,200000,184893.75101016636,-15106.248989833635,0.9244687550508318
2020-07-28,0,0.3149389183528155,0.0,1.4994,0.0,0.25112,200000,184893.75101016636,-15106.248989833635,0.9244687550508318
2020-07-29,0,0.36163542783181746,0.0,1.5003,0.0,0.24783,200000,184893.75101016636,-15106.248989833635,0.9244687550508318
2020-07-30,0,0.1184916058093856,0.0,1.5293,0.0,0.25745,200000,184893.75101016636,-15106.248989833635,0.9244687550508318
2020-07-31,0,-0.44986955772116394,0.0,1.5206,0.0,0.26938,200000,184893.75101016636,-15106.248989833635,0.9244687550508318
2020-08-01,-2,-1.924424510758787,0.0,1.5707,0.0,0.31647,200000,184893.75101016636,-15106.248989833635,0.9244687550508318
