date,statusList,zscore,ZRXUSDT_position,ZRXUSDT_price,ZECUSDT_position,ZECUSDT_price,init,total_asset,pnl,return
2020-08-05,-2,-1.71199609699988,0.0,0.3974,0.0,97.46,200000,177470.59052001568,-22529.409479984315,0.8873529526000784
2020-08-06,-2,-1.3493761683289498,0.0,0.4131,0.0,96.75,200000,177470.59052001568,-22529.409479984315,0.8873529526000784
2020-08-07,-2,-1.3430490475894759,0.0,0.3928,0.0,94.42,200000,177470.59052001568,-22529.409479984315,0.8873529526000784
2020-08-08,-1,-1.084452155298367,210822.74948920848,0.4209,-914.0430084467228,97.08,200000,177470.59052001568,-22529.409479984315,0.8873529526000784
2020-08-09,-1,-0.5133227355361676,210822.74948920848,0.4382,-914.0430084467228,92.01,200000,176483.6260333541,-23516.373966645886,0.8824181301667706
2020-08-10,0,0.40775741595454934,0.0,0.4804,0.0,89.01,200000,157550.30984724272,-42449.69015275728,0.7877515492362136
2020-08-11,0,0.6044498383034849,0.0,0.4428,0.0,80.88,200000,157550.30984724272,-42449.69015275728,0.7877515492362136
2020-08-12,0,0.7799577330632443,0.0,0.4617,0.0,83.52,200000,157550.30984724272,-42449.69015275728,0.7877515492362136
2020-08-13,0,0.2754568265524175,0.0,0.4498,0.0,87.4,200000,157550.30984724272,-42449.69015275728,0.7877515492362136
2020-08-14,2,2.1882403105884385,0.0,0.5391,0.0,85.03,200000,157550.30984724272,-42449.69015275728,0.7877515492362136
2020-08-15,2,1.3605752659418666,0.0,0.4969,0.0,85.12,200000,157550.30984724272,-42449.69015275728,0.7877515492362136
2020-08-16,2,2.6261932939183357,0.0,0.6092,0.0,85.3,200000,157550.30984724272,-42449.69015275728,0.7877515492362136
2020-08-17,2,1.586217736342597,0.0,0.5619,0.0,86.74,200000,157550.30984724272,-42449.69015275728,0.7877515492362136
2020-08-18,2,1.7168378620907265,0.0,0.5647,0.0,83.14,200000,157550.30984724272,-42449.69015275728,0.7877515492362136
2020-08-19,2,1.4828149459282671,0.0,0.5133,0.0,76.3,200000,157550.30984724272,-42449.69015275728,0.7877515492362136
2020-08-20,2,2.0913949258484967,0.0,0.6111,0.0,78.87,200000,157550.30984724272,-42449.69015275728,0.7877515492362136
2020-08-21,2,2.6818522284629944,0.0,0.694,0.0,73.56,200000,157550.30984724272,-42449.69015275728,0.7877515492362136
2020-08-22,2,2.205775899518518,0.0,0.7281,0.0,76.88,200000,157550.30984724272,-42449.69015275728,0.7877515492362136
2020-08-23,2,1.4534060252083187,0.0,0.7223,0.0,84.36,200000,157550.30984724272,-42449.69015275728,0.7877515492362136
2020-08-24,2,1.5599792765186749,0.0,0.7305,0.0,80.26,200000,157550.30984724272,-42449.69015275728,0.7877515492362136
2020-08-25,2,1.3023671877483014,0.0,0.6484,0.0,72.93,200000,157550.30984724272,-42449.69015275728,0.7877515492362136
2020-08-26,1,1.1312538317456104,-119519.2761699611,0.6591,1050.3353989816183,75.0,200000,157550.30984724272,-42449.69015275728,0.7877515492362136
2020-08-27,1,0.8247743910027656,-119519.2761699611,0.6055,1050.3353989816183,72.13,200000,148129.61404945556,-51870.38595054444,0.7406480702472777
2020-08-28,1,0.7377345616830634,-119519.2761699611,0.6387,1050.3353989816183,76.24,200000,156414.53250811272,-43585.46749188728,0.7820726625405636
2020-08-29,1,0.5423978503680627,-119519.2761699611,0.6443,1050.3353989816183,78.68,200000,159646.65882817967,-40353.34117182033,0.7982332941408984
2020-08-30,1,0.23825380411251085,-119519.2761699611,0.6364,1050.3353989816183,81.11,200000,161254.7715659623,-38745.22843403771,0.8062738578298114
2020-08-31,0,0.1430846557825436,0.0,0.6121,0.0,78.29,200000,148477.30040460505,-51522.69959539495,0.7423865020230253
2020-09-01,0,-0.40096206827856506,0.0,0.601,0.0,83.17,200000,148477.30040460505,-51522.69959539495,0.7423865020230253
2020-09-02,0,-0.4423416404172667,0.0,0.5582,0.0,75.9,200000,148477.30040460505,-51522.69959539495,0.7423865020230253
2020-09-03,0,-0.07341499612584401,0.0,0.4443,0.0,56.77,200000,148477.30040460505,-51522.69959539495,0.7423865020230253
2020-09-04,0,0.6503110679844942,0.0,0.5141,0.0,59.64,200000,148477.30040460505,-51522.69959539495,0.7423865020230253
2020-09-05,0,-0.44332985505732503,0.0,0.4299,0.0,55.98,200000,148477.30040460505,-51522.69959539495,0.7423865020230253
2020-09-06,0,-0.40098791811773055,0.0,0.4605,0.0,58.92,200000,148477.30040460505,-51522.69959539495,0.7423865020230253
2020-09-07,0,-0.9812795544828796,0.0,0.4598,0.0,61.86,200000,148477.30040460505,-51522.69959539495,0.7423865020230253
2020-09-08,-1,-1.1840025069104976,171451.84804226912,0.433,-1264.9284410002135,58.69,200000,148477.30040460505,-51522.69959539495,0.7423865020230253
2020-09-09,-1,-0.7507002486447344,171451.84804226912,0.4597,-1264.9284410002135,59.92,200000,154610.92672976392,-45389.073270236084,0.7730546336488195
2020-09-10,-1,-0.8058813138960234,171451.84804226912,0.4707,-1264.9284410002135,62.07,200000,159216.49320637935,-40783.50679362065,0.7960824660318968
2020-09-11,0,0.5165133360476042,0.0,0.5277,0.0,63.32,200000,138097.42907683316,-61902.570923166844,0.6904871453841658
2020-09-12,0,-0.2738082827350115,0.0,0.5162,0.0,65.68,200000,138097.42907683316,-61902.570923166844,0.6904871453841658
2020-09-13,0,-0.21349173569392224,0.0,0.4905,0.0,62.54,200000,138097.42907683316,-61902.570923166844,0.6904871453841658
2020-09-14,0,-0.9128610634431803,0.0,0.4729,0.0,63.28,200000,138097.42907683316,-61902.570923166844,0.6904871453841658
2020-09-15,0,-0.6709261019899728,0.0,0.4486,0.0,59.4,200000,138097.42907683316,-61902.570923166844,0.6904871453841658
2020-09-16,-1,-1.109530572374067,161215.7705776712,0.4283,-1183.556985574504,58.34,200000,138097.42907683316,-61902.570923166844,0.6904871453841658
2020-09-17,-1,-0.9049927586905901,161215.7705776712,0.4407,-1183.556985574504,59.65,200000,141646.96428309887,-58353.035716901126,0.7082348214154943
2020-09-18,-2,-1.3043367390200264,0.0,0.4167,0.0,57.9,200000,139446.76694188136,-60553.23305811864,0.6972338347094068
2020-09-19,0,-0.6678170457310219,0.0,0.429,0.0,57.97,200000,139446.76694188136,-60553.23305811864,0.6972338347094068
2020-09-20,-2,-1.8451313579680435,0.0,0.3953,0.0,57.6,200000,139446.76694188136,-60553.23305811864,0.6972338347094068
2020-09-21,-1,-1.1724481312363906,189775.13192961534,0.3674,-1350.4432204327072,51.63,200000,139446.76694188136,-60553.23305811864,0.6972338347094068
2020-09-22,-1,-1.0708937309443192,189775.13192961534,0.3804,-1350.4432204327072,53.31,200000,144182.5882672933,-55817.41173270671,0.7209129413364664
2020-09-23,-2,-2.032132977141981,0.0,0.3407,0.0,51.84,200000,144797.35604069295,-55202.64395930705,0.7239867802034647
2020-09-24,-2,-1.2358513682747176,0.0,0.3825,0.0,55.16,200000,144797.35604069295,-55202.64395930705,0.7239867802034647
2020-09-25,0,-0.0384441248532274,0.0,0.406,0.0,54.87,200000,144797.35604069295,-55202.64395930705,0.7239867802034647
2020-09-26,-1,-1.0295627671837828,184973.62805402777,0.3914,-1288.2327049883713,56.2,200000,144797.35604069295,-55202.64395930705,0.7239867802034647
2020-09-27,-1,-0.6006117737554397,184973.62805402777,0.3953,-1288.2327049883713,55.55,200000,144681.40193186118,-55318.59806813882,0.7234070096593059
2020-09-28,0,-0.012532431128081471,0.0,0.4132,0.0,56.22,200000,140790.6956032149,-59209.3043967851,0.7039534780160746
2020-09-29,-2,-1.528349195491298,0.0,0.408,0.0,61.25,200000,140790.6956032149,-59209.3043967851,0.7039534780160746
2020-09-30,-2,-1.8639849058707259,0.0,0.4091,0.0,64.1,200000,140790.6956032149,-59209.3043967851,0.7039534780160746
2020-10-01,-2,-2.1642187062452907,0.0,0.3989,0.0,64.67,200000,140790.6956032149,-59209.3043967851,0.7039534780160746
2020-10-02,-2,-2.012538677665362,0.0,0.3897,0.0,63.85,200000,140790.6956032149,-59209.3043967851,0.7039534780160746
2020-10-03,-2,-1.6503261633327257,0.0,0.3762,0.0,60.73,200000,140790.6956032149,-59209.3043967851,0.7039534780160746
2020-10-04,-2,-1.8479447136398055,0.0,0.3764,0.0,63.12,200000,140790.6956032149,-59209.3043967851,0.7039534780160746
2020-10-05,-2,-1.9873356214056286,0.0,0.3766,0.0,65.76,200000,140790.6956032149,-59209.3043967851,0.7039534780160746
2020-10-06,-2,-1.7344342143598384,0.0,0.3518,0.0,61.48,200000,140790.6956032149,-59209.3043967851,0.7039534780160746
2020-10-07,-2,-1.4253163659926917,0.0,0.3568,0.0,61.48,200000,140790.6956032149,-59209.3043967851,0.7039534780160746
2020-10-08,-1,-1.0970010966410286,191604.10397824564,0.3674,-1135.5919955090733,61.99,200000,140790.6956032149,-59209.3043967851,0.7039534780160746
2020-10-09,-1,-0.6692346237845416,191604.10397824564,0.3896,-1135.5919955090733,63.52,200000,146781.76246466086,-53218.23753533914,0.7339088123233043
2020-10-10,-1,-0.9563410025023571,191604.10397824564,0.3951,-1135.5919955090733,66.79,200000,151548.97086185587,-48451.029138144135,0.7577448543092793
2020-10-11,-2,-1.6480239200988873,0.0,0.3905,0.0,72.46,200000,148254.28899429744,-51745.71100570256,0.7412714449714872
2020-10-12,-2,-1.430960467856693,0.0,0.3954,0.0,72.93,200000,148254.28899429744,-51745.71100570256,0.7412714449714872
2020-10-13,0,-0.4826807101215865,0.0,0.4182,0.0,70.07,200000,148254.28899429744,-51745.71100570256,0.7412714449714872
2020-10-14,0,-0.9482937468459898,0.0,0.3867,0.0,68.75,200000,148254.28899429744,-51745.71100570256,0.7412714449714872
2020-10-15,0,-0.5480515667027088,0.0,0.3974,0.0,68.24,200000,148254.28899429744,-51745.71100570256,0.7412714449714872
2020-10-16,0,0.2934095898753811,0.0,0.3898,0.0,62.59,200000,148254.28899429744,-51745.71100570256,0.7412714449714872
2020-10-17,0,0.1546821748802854,0.0,0.3841,0.0,62.99,200000,148254.28899429744,-51745.71100570256,0.7412714449714872
2020-10-18,0,0.22556684280086656,0.0,0.3887,0.0,64.42,200000,148254.28899429744,-51745.71100570256,0.7412714449714872
2020-10-19,0,0.5447690915848564,0.0,0.3895,0.0,64.08,200000,148254.28899429744,-51745.71100570256,0.7412714449714872
2020-10-20,2,1.4158684755075277,0.0,0.364,0.0,57.85,200000,148254.28899429744,-51745.71100570256,0.7412714449714872
2020-10-21,0,0.24328150907675128,0.0,0.3752,0.0,62.72,200000,148254.28899429744,-51745.71100570256,0.7412714449714872
2020-10-22,0,-0.37980082240690893,0.0,0.381,0.0,65.54,200000,148254.28899429744,-51745.71100570256,0.7412714449714872
2020-10-23,0,0.1886933900897002,0.0,0.3757,0.0,63.26,200000,148254.28899429744,-51745.71100570256,0.7412714449714872
2020-10-24,0,0.06757857856498196,0.0,0.3789,0.0,64.14,200000,148254.28899429744,-51745.71100570256,0.7412714449714872
2020-10-25,0,-0.10647080370570633,0.0,0.3687,0.0,62.77,200000,148254.28899429744,-51745.71100570256,0.7412714449714872
2020-10-26,0,0.1053987396415902,0.0,0.3572,0.0,60.2,200000,148254.28899429744,-51745.71100570256,0.7412714449714872
2020-10-27,0,-0.07388123844131952,0.0,0.3609,0.0,61.2,200000,148254.28899429744,-51745.71100570256,0.7412714449714872
2020-10-28,0,0.05296350983811723,0.0,0.3366,0.0,56.8,200000,148254.28899429744,-51745.71100570256,0.7412714449714872
2020-10-29,0,0.09226141258484928,0.0,0.3369,0.0,56.87,200000,148254.28899429744,-51745.71100570256,0.7412714449714872
2020-10-30,-2,-1.2328306496494619,0.0,0.326,0.0,58.21,200000,148254.28899429744,-51745.71100570256,0.7412714449714872
2020-10-31,-2,-1.649018447856026,0.0,0.3219,0.0,58.16,200000,148254.28899429744,-51745.71100570256,0.7412714449714872
2020-11-01,0,-0.548131501579443,0.0,0.338,0.0,58.17,200000,148254.28899429744,-51745.71100570256,0.7412714449714872
2020-11-02,0,0.4490162903636053,0.0,0.3287,0.0,54.77,200000,148254.28899429744,-51745.71100570256,0.7412714449714872
2020-11-03,0,0.9842817003638055,0.0,0.3256,0.0,53.2,200000,148254.28899429744,-51745.71100570256,0.7412714449714872
2020-11-04,0,-0.4146940923701706,0.0,0.3174,0.0,54.09,200000,148254.28899429744,-51745.71100570256,0.7412714449714872
2020-11-05,1,1.0914871389299905,-213376.9271650798,0.3474,1307.587660912837,56.69,200000,148254.28899429744,-51745.71100570256,0.7412714449714872
2020-11-06,1,1.0395992971109842,-213376.9271650798,0.3769,1307.587660912837,61.57,200000,160929.93613092194,-39070.06386907806,0.8046496806546097
2020-11-07,1,0.774220937272245,-213376.9271650798,0.3489,1307.587660912837,57.4,200000,149502.7416242932,-50497.25837570679,0.747513708121466
2020-11-08,1,0.6348648716426649,-213376.9271650798,0.3668,1307.587660912837,60.61,200000,157519.54501207834,-42480.454987921665,0.7875977250603917
2020-11-09,1,0.8581857834969192,-213376.9271650798,0.3543,1307.587660912837,58.42,200000,151988.71644511572,-48011.283554884285,0.7599435822255786
2020-11-10,2,2.8582039321005497,0.0,0.3879,0.0,59.06,200000,153797.07178811973,-46202.928211880266,0.7689853589405986
2020-11-11,1,1.0112273631665878,-210623.2152672141,0.3651,1305.1346893085517,58.92,200000,153797.07178811973,-46202.928211880266,0.7689853589405986
2020-11-12,0,-1.0858719692862429,0.0,0.3605,0.0,62.99,200000,147516.30681240477,-52483.69318759523,0.7375815340620239
2020-11-13,0,-0.4110804155240366,0.0,0.3864,0.0,65.8,200000,147516.30681240477,-52483.69318759523,0.7375815340620239
2020-11-14,0,-0.4853598362526628,0.0,0.3741,0.0,63.9,200000,147516.30681240477,-52483.69318759523,0.7375815340620239
2020-11-15,0,-0.38764218804707645,0.0,0.3592,0.0,61.16,200000,147516.30681240477,-52483.69318759523,0.7375815340620239
2020-11-16,0,-0.8492889347120737,0.0,0.3717,0.0,64.55,200000,147516.30681240477,-52483.69318759523,0.7375815340620239
2020-11-17,0,-0.9189087256097145,0.0,0.3827,0.0,66.82,200000,147516.30681240477,-52483.69318759523,0.7375815340620239
2020-11-18,0,-0.6829194066068626,0.0,0.3647,0.0,63.17,200000,147516.30681240477,-52483.69318759523,0.7375815340620239
2020-11-19,0,-0.43788611189881316,0.0,0.3649,0.0,62.38,200000,147516.30681240477,-52483.69318759523,0.7375815340620239
2020-11-20,0,-0.18502154176375715,0.0,0.375,0.0,63.23,200000,147516.30681240477,-52483.69318759523,0.7375815340620239
2020-11-21,-1,-1.048769391910562,176708.5611073368,0.4174,-1015.6727266070282,72.62,200000,147516.30681240477,-52483.69318759523,0.7375815340620239
2020-11-22,-1,-0.8438957733466481,176708.5611073368,0.3973,-1015.6727266070282,68.79,200000,140074.4381912424,-59925.5618087576,0.700372190956212
2020-11-23,-2,-1.8035254478610925,0.0,0.4381,0.0,79.52,200000,150866.58141107138,-49133.41858892862,0.7543329070553569
2020-11-24,-2,-2.0811744441351423,0.0,0.4644,0.0,86.8,200000,150866.58141107138,-49133.41858892862,0.7543329070553569
2020-11-25,0,-0.8182794677402585,0.0,0.4423,0.0,78.15,200000,150866.58141107138,-49133.41858892862,0.7543329070553569
2020-11-26,0,-0.20234725654182595,0.0,0.4074,0.0,70.16,200000,150866.58141107138,-49133.41858892862,0.7543329070553569
2020-11-27,0,-0.16146396687158082,0.0,0.4034,0.0,69.5,200000,150866.58141107138,-49133.41858892862,0.7543329070553569
2020-11-28,-1,-1.1609146799053518,181417.2455640589,0.4158,-1001.6371093551413,75.31,200000,150866.58141107138,-49133.41858892862,0.7543329070553569
2020-11-29,-1,-1.01783221138448,181417.2455640589,0.4151,-1001.6371093551413,75.06,200000,150489.18006183777,-49510.819938162225,0.7524459003091889
2020-11-30,-2,-1.5308783318043573,0.0,0.4292,0.0,78.91,200000,152041.48391419149,-47958.516085808515,0.7602074195709574
2020-12-01,-2,-1.9626723829189634,0.0,0.3994,0.0,74.82,200000,152041.48391419149,-47958.516085808515,0.7602074195709574
2020-12-02,0,-0.6283308915245216,0.0,0.427,0.0,76.66,200000,152041.48391419149,-47958.516085808515,0.7602074195709574
2020-12-03,0,0.07683776720375246,0.0,0.4306,0.0,75.69,200000,152041.48391419149,-47958.516085808515,0.7602074195709574
2020-12-04,0,0.14343143580330564,0.0,0.3928,0.0,69.01,200000,152041.48391419149,-47958.516085808515,0.7602074195709574
2020-12-05,0,0.14409896289697027,0.0,0.4081,0.0,71.83,200000,152041.48391419149,-47958.516085808515,0.7602074195709574
2020-12-06,-2,-1.579992098267773,0.0,0.3999,0.0,74.61,200000,152041.48391419149,-47958.516085808515,0.7602074195709574
2020-12-07,-2,-1.4237411145465395,0.0,0.4047,0.0,75.57,200000,152041.48391419149,-47958.516085808515,0.7602074195709574
2020-12-08,0,-0.802682010631866,0.0,0.3797,0.0,69.61,200000,152041.48391419149,-47958.516085808515,0.7602074195709574
2020-12-09,0,-0.5221049784354016,0.0,0.3811,0.0,69.38,200000,152041.48391419149,-47958.516085808515,0.7602074195709574
2020-12-10,0,0.23628056093398087,0.0,0.3698,0.0,65.96,200000,152041.48391419149,-47958.516085808515,0.7602074195709574
2020-12-11,0,0.15554675441740373,0.0,0.3558,0.0,63.71,200000,152041.48391419149,-47958.516085808515,0.7602074195709574
2020-12-12,2,2.231217349217582,0.0,0.3921,0.0,65.95,200000,152041.48391419149,-47958.516085808515,0.7602074195709574
2020-12-13,2,1.249279813282403,0.0,0.3961,0.0,68.25,200000,152041.48391419149,-47958.516085808515,0.7602074195709574
2020-12-14,0,0.518286573348374,0.0,0.3868,0.0,68.0,200000,152041.48391419149,-47958.516085808515,0.7602074195709574
2020-12-15,1,1.0487874654906795,-194178.14037572348,0.3915,1124.068341817178,67.63,200000,152041.48391419149,-47958.516085808515,0.7602074195709574
2020-12-16,1,0.35250143987516314,-194178.14037572348,0.4143,1124.068341817178,73.21,200000,162741.0468620978,-37258.953137902194,0.813705234310489
2020-12-17,0,-0.6319421191252341,0.0,0.4072,0.0,74.28,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2020-12-18,0,-0.004361828008837997,0.0,0.4128,0.0,73.89,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2020-12-19,0,0.9953691959788843,0.0,0.4236,0.0,73.5,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2020-12-20,-2,-1.3617333055115846,0.0,0.3953,0.0,73.69,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2020-12-21,0,-0.1954048417789917,0.0,0.3779,0.0,67.77,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2020-12-22,0,-0.380173757327614,0.0,0.3751,0.0,67.64,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2020-12-23,2,1.9845638381288104,0.0,0.3311,0.0,55.42,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2020-12-24,2,1.2597202008244635,0.0,0.3641,0.0,62.1,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2020-12-25,0,-0.2215202050675018,0.0,0.3588,0.0,64.27,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2020-12-26,-2,-1.6099748185206313,0.0,0.3539,0.0,66.56,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2020-12-27,0,-0.2873685310375333,0.0,0.3738,0.0,66.97,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2020-12-28,0,-0.9594036690620327,0.0,0.3771,0.0,69.04,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2020-12-29,0,-0.27394798180571045,0.0,0.3652,0.0,65.33,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2020-12-30,0,-0.165523600869803,0.0,0.3595,0.0,64.09,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2020-12-31,0,-0.48256318409800947,0.0,0.3548,0.0,63.91,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-01-01,2,3.441785233147247,0.0,0.3744,0.0,56.6,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-01-02,2,1.89830207466982,0.0,0.3604,0.0,57.46,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-01-03,2,2.3698531190575287,0.0,0.3923,0.0,59.35,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-01-04,2,1.8722530954870162,0.0,0.3948,0.0,60.34,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-01-05,2,2.8713382335178443,0.0,0.4447,0.0,59.64,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-01-06,2,2.0406509331539797,0.0,0.4618,0.0,63.92,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-01-07,0,0.7582290006608641,0.0,0.4386,0.0,67.75,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-01-08,0,0.6083218920538801,0.0,0.44,0.0,68.59,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-01-09,2,1.2274526853112808,0.0,0.5405,0.0,78.44,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-01-10,0,-0.9769792102666439,0.0,0.5276,0.0,96.37,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-01-11,-2,-1.6492473565790924,0.0,0.4365,0.0,88.24,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-01-12,-2,-2.153135343367232,0.0,0.4272,0.0,99.72,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-01-13,-2,-1.8252510363780792,0.0,0.506,0.0,117.35,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-01-14,-2,-1.4494845714852809,0.0,0.504,0.0,111.71,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-01-15,0,-0.9023560031330878,0.0,0.5154,0.0,103.25,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-01-16,0,-0.9624070819410998,0.0,0.5272,0.0,108.08,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-01-17,0,-0.012295649866221559,0.0,0.5942,0.0,102.25,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-01-18,0,-0.20987395390723193,0.0,0.5847,0.0,103.98,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-01-19,0,-0.532921710235258,0.0,0.5422,0.0,102.42,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-01-20,0,-0.18059982722322826,0.0,0.5582,0.0,98.99,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-01-21,0,-0.16373682302323364,0.0,0.465,0.0,82.92,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-01-22,0,0.13824931068802815,0.0,0.5106,0.0,86.94,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-01-23,0,0.8528957483604146,0.0,0.562,0.0,85.95,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-01-24,0,0.40704401040561433,0.0,0.5483,0.0,90.0,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-01-25,0,0.3428094420159653,0.0,0.5207,0.0,87.89,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-01-26,0,0.674143684541467,0.0,0.5435,0.0,89.26,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-01-27,2,2.1603777899715446,0.0,0.5832,0.0,78.41,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-01-28,2,1.5410227137055998,0.0,0.6086,0.0,86.82,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-01-29,2,1.53603058267924,0.0,0.6009,0.0,85.49,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-01-30,2,1.9641738445352488,0.0,0.6542,0.0,84.51,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-01-31,2,2.058053781203011,0.0,0.7064,0.0,85.65,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-02-01,2,1.4543212884224197,0.0,0.6865,0.0,88.69,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-02-02,1,1.0601024808414796,-107953.06877651464,0.6837,799.0420387842704,92.37,200000,147615.02624500613,-52384.97375499387,0.7380751312250307
2021-02-03,2,1.5171581618000765,0.0,0.7658,0.0,95.23,200000,154192.71296063496,-45807.28703936504,0.7709635648031749
2021-02-04,2,3.1721461572588567,0.0,1.0351,0.0,90.0,200000,154192.71296063496,-45807.28703936504,0.7709635648031749
2021-02-05,2,3.548424391958158,0.0,1.5939,0.0,96.44,200000,154192.71296063496,-45807.28703936504,0.7709635648031749
2021-02-06,2,2.4256447735036764,0.0,1.4509,0.0,94.24,200000,154192.71296063496,-45807.28703936504,0.7709635648031749
2021-02-07,2,1.9979851114793779,0.0,1.4099,0.0,92.3,200000,154192.71296063496,-45807.28703936504,0.7709635648031749
2021-02-08,2,1.6686282275842956,0.0,1.4689,0.0,98.01,200000,154192.71296063496,-45807.28703936504,0.7709635648031749
2021-02-09,2,1.2327073657723944,0.0,1.5111,0.0,108.77,200000,154192.71296063496,-45807.28703936504,0.7709635648031749
2021-02-10,0,0.8743509679909217,0.0,1.4998,0.0,116.41,200000,154192.71296063496,-45807.28703936504,0.7709635648031749
2021-02-11,0,0.6642845259990622,0.0,1.7619,0.0,142.34,200000,154192.71296063496,-45807.28703936504,0.7709635648031749
2021-02-12,0,0.6578569570295322,0.0,1.8037,0.0,142.79,200000,154192.71296063496,-45807.28703936504,0.7709635648031749
2021-02-13,0,0.0831090589980976,0.0,1.8912,0.0,176.11,200000,154192.71296063496,-45807.28703936504,0.7709635648031749
2021-02-14,0,0.224599363244875,0.0,1.7952,0.0,156.33,200000,154192.71296063496,-45807.28703936504,0.7709635648031749
2021-02-15,0,-0.22467486021826505,0.0,1.6186,0.0,158.61,200000,154192.71296063496,-45807.28703936504,0.7709635648031749
2021-02-16,0,-0.28389565792901544,0.0,1.5848,0.0,155.68,200000,154192.71296063496,-45807.28703936504,0.7709635648031749
2021-02-17,0,-0.6282223595981912,0.0,1.5649,0.0,168.37,200000,154192.71296063496,-45807.28703936504,0.7709635648031749
2021-02-18,0,-0.6231111546850981,0.0,1.6107,0.0,169.25,200000,154192.71296063496,-45807.28703936504,0.7709635648031749
2021-02-19,0,-0.957542968140766,0.0,1.5594,0.0,180.19,200000,154192.71296063496,-45807.28703936504,0.7709635648031749
2021-02-20,0,-0.7514644882682976,0.0,1.5306,0.0,164.09,200000,154192.71296063496,-45807.28703936504,0.7709635648031749
2021-02-21,0,-0.3429153015461145,0.0,1.7232,0.0,161.87,200000,154192.71296063496,-45807.28703936504,0.7709635648031749
2021-02-22,0,-0.3645699213556013,0.0,1.563,0.0,144.39,200000,154192.71296063496,-45807.28703936504,0.7709635648031749
2021-02-23,0,0.20297722647063848,0.0,1.5769,0.0,127.13,200000,154192.71296063496,-45807.28703936504,0.7709635648031749
2021-02-24,0,-0.12514578583344596,0.0,1.5267,0.0,130.96,200000,154192.71296063496,-45807.28703936504,0.7709635648031749
2021-02-25,0,-0.0896708337087262,0.0,1.3959,0.0,121.25,200000,154192.71296063496,-45807.28703936504,0.7709635648031749
2021-02-26,0,-0.17708711164906304,0.0,1.3192,0.0,118.23,200000,154192.71296063496,-45807.28703936504,0.7709635648031749
2021-02-27,0,-0.09246257487537428,0.0,1.3328,0.0,119.78,200000,154192.71296063496,-45807.28703936504,0.7709635648031749
2021-02-28,0,-0.1384757363266899,0.0,1.2115,0.0,111.31,200000,154192.71296063496,-45807.28703936504,0.7709635648031749
2021-03-01,0,-0.013915778823061564,0.0,1.3565,0.0,124.4,200000,154192.71296063496,-45807.28703936504,0.7709635648031749
2021-03-02,0,0.4252503734777655,0.0,1.3617,0.0,120.51,200000,154192.71296063496,-45807.28703936504,0.7709635648031749
2021-03-03,0,0.7298412470949833,0.0,1.4635,0.0,126.69,200000,154192.71296063496,-45807.28703936504,0.7709635648031749
