date,statusList,zscore,FETUSDT_position,FETUSDT_price,OMGUSDT_position,OMGUSDT_price,init,total_asset,pnl,return
2020-08-04,2,1.4937607990542017,0.0,0.07713,0.0,1.5876,200000,240634.09925685712,40634.099256857124,1.2031704962842857
2020-08-05,2,2.0407581070788656,0.0,0.08762,0.0,1.593,200000,240634.09925685712,40634.099256857124,1.2031704962842857
2020-08-06,2,2.2332838169380977,0.0,0.097,0.0,1.6053,200000,240634.09925685712,40634.099256857124,1.2031704962842857
2020-08-07,2,1.9678089655123054,0.0,0.09591,0.0,1.5632,200000,240634.09925685712,40634.099256857124,1.2031704962842857
2020-08-08,2,1.4155986716618203,0.0,0.09248,0.0,1.6016,200000,240634.09925685712,40634.099256857124,1.2031704962842857
2020-08-09,1,1.016765042439058,-1282424.31921156,0.09382,70278.6504838952,1.712,200000,240634.09925685712,40634.099256857124,1.2031704962842857
2020-08-10,2,1.321650122234739,0.0,0.10691,0.0,1.7979,200000,251384.09751876985,51384.09751876985,1.2569204875938493
2020-08-11,0,0.9729293161751992,0.0,0.09418,0.0,1.6571,200000,251384.09751876985,51384.09751876985,1.2569204875938493
2020-08-12,0,0.9054684141213194,0.0,0.09679,0.0,1.6977,200000,251384.09751876985,51384.09751876985,1.2569204875938493
2020-08-13,0,0.2680245362908902,0.0,0.09497,0.0,1.8385,200000,251384.09751876985,51384.09751876985,1.2569204875938493
2020-08-14,0,0.5599195856534798,0.0,0.11117,0.0,2.0292,200000,251384.09751876985,51384.09751876985,1.2569204875938493
2020-08-15,2,1.2682408746585525,0.0,0.11678,0.0,1.9358,200000,251384.09751876985,51384.09751876985,1.2569204875938493
2020-08-16,0,-0.6077737713298024,0.0,0.1361,0.0,2.7942,200000,251384.09751876985,51384.09751876985,1.2569204875938493
2020-08-17,0,0.8861335271918075,0.0,0.15761,0.0,2.7049,200000,251384.09751876985,51384.09751876985,1.2569204875938493
2020-08-18,0,0.47451693706688225,0.0,0.15153,0.0,2.6932,200000,251384.09751876985,51384.09751876985,1.2569204875938493
2020-08-19,-2,-2.3483739242115083,0.0,0.12791,0.0,3.3775,200000,251384.09751876985,51384.09751876985,1.2569204875938493
2020-08-20,-2,-3.2096020316891845,0.0,0.118,0.0,5.6755,200000,251384.09751876985,51384.09751876985,1.2569204875938493
2020-08-21,-2,-2.7072144328193453,0.0,0.10529,0.0,6.2394,200000,251384.09751876985,51384.09751876985,1.2569204875938493
2020-08-22,-2,-2.0102613552137334,0.0,0.12928,0.0,6.1359,200000,251384.09751876985,51384.09751876985,1.2569204875938493
2020-08-23,-2,-1.8972025560248778,0.0,0.11671,0.0,6.41,200000,251384.09751876985,51384.09751876985,1.2569204875938493
2020-08-24,-2,-1.5001873507485854,0.0,0.12526,0.0,5.8441,200000,251384.09751876985,51384.09751876985,1.2569204875938493
2020-08-25,-2,-1.3041473813604283,0.0,0.11393,0.0,5.15,200000,251384.09751876985,51384.09751876985,1.2569204875938493
2020-08-26,-2,-1.2474672796677189,0.0,0.11347,0.0,5.4999,200000,251384.09751876985,51384.09751876985,1.2569204875938493
2020-08-27,-1,-1.1227063191222537,1208693.612456822,0.10399,-25038.25672497708,5.02,200000,251384.09751876985,51384.09751876985,1.2569204875938493
2020-08-28,-1,-1.0596109286419513,1208693.612456822,0.10736,-25038.25672497708,5.4159,200000,265370.04083016777,65370.04083016777,1.3268502041508388
2020-08-29,-1,-0.8571934602960141,1208693.612456822,0.1115,-25038.25672497708,5.1059,200000,262612.1728009961,62612.17280099611,1.3130608640049806
2020-08-30,-1,-0.7292586175270694,1208693.612456822,0.12439,-25038.25672497708,5.4857,200000,287701.7633697109,87701.76336971088,1.4385088168485545
2020-08-31,-1,-0.6818282441912742,1208693.612456822,0.11328,-25038.25672497708,5.1197,200000,265109.17537397397,65109.175373973965,1.3255458768698698
2020-09-01,-1,-0.6092480824284805,1208693.612456822,0.11023,-25038.25672497708,4.9959,200000,258322.92367342848,58322.92367342848,1.2916146183671424
2020-09-02,-1,-0.38850606837368895,1208693.612456822,0.10744,-25038.25672497708,4.3826,200000,239594.7056452455,39594.7056452455,1.1979735282262274
2020-09-03,-1,-0.2104350062917386,1208693.612456822,0.0919,-25038.25672497708,3.5248,200000,199333.79028898117,-666.2097110188333,0.9966689514449059
2020-09-04,-1,-0.453327482415992,1208693.612456822,0.091,-25038.25672497708,4.235,200000,216028.13596384873,16028.135963848734,1.0801406798192437
2020-09-05,-1,-0.5194688498026766,1208693.612456822,0.07406,-25038.25672497708,3.756,200000,183559.54119756614,-16440.45880243386,0.9177977059878307
2020-09-06,-1,-0.2816751591471224,1208693.612456822,0.08408,-25038.25672497708,3.9219,200000,199824.4979850572,-175.50201494278735,0.9991224899252861
2020-09-07,0,0.27607968525236354,0.0,0.08422,0.0,3.5991,200000,239703.1112565213,39703.11125652131,1.1985155562826066
2020-09-08,0,-0.09423793867013319,0.0,0.07511,0.0,3.5392,200000,239703.1112565213,39703.11125652131,1.1985155562826066
2020-09-09,0,-0.6861155896958937,0.0,0.07683,0.0,3.8453,200000,239703.1112565213,39703.11125652131,1.1985155562826066
2020-09-10,0,0.5468779311765666,0.0,0.08685,0.0,3.8411,200000,239703.1112565213,39703.11125652131,1.1985155562826066
2020-09-11,0,-0.10566139948938894,0.0,0.08252,0.0,3.839,200000,239703.1112565213,39703.11125652131,1.1985155562826066
2020-09-12,0,-0.49053072952208515,0.0,0.0867,0.0,4.116,200000,239703.1112565213,39703.11125652131,1.1985155562826066
2020-09-13,-1,-1.1393462823140683,1565663.692073947,0.07655,-31192.659508174962,3.8423,200000,239703.1112565213,39703.11125652131,1.1985155562826066
2020-09-14,-2,-1.3839445835307649,0.0,0.07402,0.0,3.8423,200000,243664.24039746838,43664.240397468384,1.218321201987342
2020-09-15,-2,-1.4615272948652638,0.0,0.06568,0.0,3.4731,200000,243664.24039746838,43664.240397468384,1.218321201987342
2020-09-16,0,-0.6073415917232546,0.0,0.06971,0.0,3.4148,200000,243664.24039746838,43664.240397468384,1.218321201987342
2020-09-17,0,-0.3024883347969245,0.0,0.06896,0.0,3.2787,200000,243664.24039746838,43664.240397468384,1.218321201987342
2020-09-18,0,0.09633756056757474,0.0,0.06569,0.0,3.0236,200000,243664.24039746838,43664.240397468384,1.218321201987342
2020-09-19,0,0.34524017101772475,0.0,0.06784,0.0,3.0656,200000,243664.24039746838,43664.240397468384,1.218321201987342
2020-09-20,0,0.7396426122744003,0.0,0.06626,0.0,2.8976,200000,243664.24039746838,43664.240397468384,1.218321201987342
2020-09-21,0,0.5411028193092103,0.0,0.05752,0.0,2.551,200000,243664.24039746838,43664.240397468384,1.218321201987342
2020-09-22,-2,-2.1921178910835093,0.0,0.05516,0.0,3.2355,200000,243664.24039746838,43664.240397468384,1.218321201987342
2020-09-23,-2,-2.056566906804064,0.0,0.04735,0.0,2.7528,200000,243664.24039746838,43664.240397468384,1.218321201987342
2020-09-24,-1,-1.1744841530734467,2113673.147098095,0.05764,-39127.76445988187,3.1137,200000,243664.24039746838,43664.240397468384,1.218321201987342
2020-09-25,-1,-0.6588406625822243,2113673.147098095,0.06113,-39127.76445988187,3.148,200000,252383.0420018147,52383.0420018147,1.2619152100090734
2020-09-26,-1,-0.8225992515598065,2113673.147098095,0.05893,-39127.76445988187,3.1049,200000,246046.554429978,46046.55442997799,1.23023277214989
2020-09-27,-1,-0.6234653335484621,2113673.147098095,0.05924,-39127.76445988187,3.0844,200000,245899.6739341508,45899.67393415081,1.229498369670754
2020-09-28,-2,-1.8297417337202482,0.0,0.06259,0.0,3.7724,200000,258975.01676905702,58975.01676905702,1.2948750838452852
2020-09-29,-2,-1.288437990819248,0.0,0.07136,0.0,4.11,200000,258975.01676905702,58975.01676905702,1.2948750838452852
2020-09-30,-2,-1.2746292678616407,0.0,0.06888,0.0,4.0202,200000,258975.01676905702,58975.01676905702,1.2948750838452852
2020-10-01,-2,-1.8642445924315343,0.0,0.06166,0.0,4.0159,200000,258975.01676905702,58975.01676905702,1.2948750838452852
2020-10-02,-2,-1.9300629700741319,0.0,0.05477,0.0,3.7868,200000,258975.01676905702,58975.01676905702,1.2948750838452852
2020-10-03,-2,-1.9008231148285486,0.0,0.05104,0.0,3.7216,200000,258975.01676905702,58975.01676905702,1.2948750838452852
2020-10-04,-2,-1.4476657514862377,0.0,0.05235,0.0,3.6295,200000,258975.01676905702,58975.01676905702,1.2948750838452852
2020-10-05,-2,-1.5383727482112424,0.0,0.05177,0.0,3.8074,200000,258975.01676905702,58975.01676905702,1.2948750838452852
2020-10-06,-2,-1.5051996884021628,0.0,0.04407,0.0,3.3658,200000,258975.01676905702,58975.01676905702,1.2948750838452852
2020-10-07,-1,-1.0321154367916083,2789476.699365112,0.04642,-39715.2215631605,3.2604,200000,258975.01676905702,58975.01676905702,1.2948750838452852
2020-10-08,-1,-0.6737711144611689,2789476.699365112,0.05109,-39715.2215631605,3.3796,200000,276735.9273654208,76735.9273654208,1.383679636827104
2020-10-09,-1,-0.5038476050628407,2789476.699365112,0.05365,-39715.2215631605,3.4831,200000,287987.5131475826,87987.51314758259,1.439937565737913
2020-10-10,-1,-0.8169701756604208,2789476.699365112,0.05217,-39715.2215631605,3.6272,200000,289582.05105977366,89582.05105977366,1.4479102552988683
2020-10-11,-1,-0.6378542772653951,2789476.699365112,0.05378,-39715.2215631605,3.6538,200000,295129.5334393316,95129.53343933157,1.4756476671966579
2020-10-12,-1,-0.5220288681864939,2789476.699365112,0.05404,-39715.2215631605,3.6413,200000,295358.357111627,95358.357111627,1.476791785558135
2020-10-13,-1,-0.38752100751042684,2789476.699365112,0.053,-39715.2215631605,3.5317,200000,288104.5130609649,88104.51306096488,1.4405225653048244
2020-10-14,0,-0.024560885869253306,0.0,0.05191,0.0,3.3307,200000,246452.7697654327,46452.76976543269,1.2322638488271633
2020-10-15,0,-0.42768153132379,0.0,0.05039,0.0,3.4321,200000,246452.7697654327,46452.76976543269,1.2322638488271633
2020-10-16,-1,-1.055698539126581,2822409.181922042,0.04366,-38264.31029770101,3.2204,200000,246452.7697654327,46452.76976543269,1.2322638488271633
2020-10-17,-1,-0.3491542912989164,2822409.181922042,0.0472,-38264.31029770101,3.257,200000,257844.57202633255,57844.57202633255,1.2892228601316629
2020-10-18,-1,-0.4351673384261148,2822409.181922042,0.04868,-38264.31029770101,3.4019,200000,267566.2361777141,67566.23617771408,1.3378311808885703
2020-10-19,0,0.25142588893900897,0.0,0.05006,0.0,3.3666,200000,233983.5931666555,33983.59316665551,1.1699179658332777
2020-10-20,0,-0.1384285062259167,0.0,0.04514,0.0,3.1297,200000,233983.5931666555,33983.59316665551,1.1699179658332777
2020-10-21,0,-0.818734799687014,0.0,0.04545,0.0,3.2646,200000,233983.5931666555,33983.59316665551,1.1699179658332777
2020-10-22,0,-0.6140023149717079,0.0,0.04901,0.0,3.4942,200000,233983.5931666555,33983.59316665551,1.1699179658332777
2020-10-23,0,0.9130817188465594,0.0,0.05312,0.0,3.5255,200000,233983.5931666555,33983.59316665551,1.1699179658332777
2020-10-24,2,2.1758725176270697,0.0,0.05642,0.0,3.4863,200000,233983.5931666555,33983.59316665551,1.1699179658332777
2020-10-25,0,0.8354380465864287,0.0,0.0511,0.0,3.3493,200000,233983.5931666555,33983.59316665551,1.1699179658332777
2020-10-26,0,0.034997860811212235,0.0,0.04778,0.0,3.2363,200000,233983.5931666555,33983.59316665551,1.1699179658332777
2020-10-27,0,-0.2969013558650267,0.0,0.04683,0.0,3.2119,200000,233983.5931666555,33983.59316665551,1.1699179658332777
2020-10-28,0,-0.005301229495487402,0.0,0.04518,0.0,3.0657,200000,233983.5931666555,33983.59316665551,1.1699179658332777
2020-10-29,2,1.728757324453275,0.0,0.04583,0.0,2.8905,200000,233983.5931666555,33983.59316665551,1.1699179658332777
2020-10-30,2,1.3686709528909529,0.0,0.04512,0.0,2.8675,200000,233983.5931666555,33983.59316665551,1.1699179658332777
2020-10-31,0,0.33290045633700327,0.0,0.04405,0.0,2.9233,200000,233983.5931666555,33983.59316665551,1.1699179658332777
2020-11-01,0,-0.6242328757023948,0.0,0.04523,0.0,3.1391,200000,233983.5931666555,33983.59316665551,1.1699179658332777
2020-11-02,-2,-1.7370076487912034,0.0,0.0404,0.0,2.9974,200000,233983.5931666555,33983.59316665551,1.1699179658332777
2020-11-03,-2,-2.2393408591011914,0.0,0.03699,0.0,2.9012,200000,233983.5931666555,33983.59316665551,1.1699179658332777
2020-11-04,0,-0.3542350730739042,0.0,0.03956,0.0,2.7676,200000,233983.5931666555,33983.59316665551,1.1699179658332777
2020-11-05,-1,-1.0472670574115177,2945412.804212683,0.03972,-40461.98954946661,2.8914,200000,233983.5931666555,33983.59316665551,1.1699179658332777
2020-11-06,-2,-1.5475114663595526,0.0,0.04374,0.0,3.322,200000,239565.96639372085,39565.96639372085,1.1978298319686043
2020-11-07,-2,-1.4696695237081914,0.0,0.04005,0.0,3.0592,200000,239565.96639372085,39565.96639372085,1.1978298319686043
2020-11-08,-2,-1.2621026397993163,0.0,0.04196,0.0,3.1907,200000,239565.96639372085,39565.96639372085,1.1978298319686043
2020-11-09,-1,-1.0301508071767969,2835100.1940085306,0.04225,-37678.26843976611,3.1791,200000,239565.96639372085,39565.96639372085,1.1978298319686043
2020-11-10,-1,-0.22385991132317978,2835100.1940085306,0.0457,-37678.26843976611,3.2382,200000,251573.84772784045,51573.847727840446,1.2578692386392023
2020-11-11,-2,-1.399877827966038,0.0,0.04484,0.0,3.5058,200000,244532.54719051038,44532.54719051038,1.222662735952552
2020-11-12,-2,-1.8696543793414826,0.0,0.04173,0.0,3.4937,200000,244532.54719051038,44532.54719051038,1.222662735952552
2020-11-13,-1,-1.1519734334102678,2657962.469462069,0.046,-33700.736933642555,3.628,200000,244532.54719051038,44532.54719051038,1.222662735952552
2020-11-14,-1,-0.7579591268870692,2657962.469462069,0.04454,-33700.736933642555,3.4207,200000,233665.75921875166,33665.75921875166,1.1683287960937583
2020-11-15,-1,-0.8996980850770578,2657962.469462069,0.04241,-33700.736933642555,3.3217,200000,224667.92620236683,24667.926202366827,1.1233396310118342
2020-11-16,-1,-1.0790922436380235,2657962.469462069,0.04279,-33700.736933642555,3.4369,200000,229560.27683551805,29560.276835518045,1.1478013841775903
2020-11-17,0,1.0025811949432457,0.0,0.05092,0.0,3.4599,200000,225790.27796221166,25790.277962211665,1.1289513898110584
2020-11-18,0,0.41038893658033865,0.0,0.04639,0.0,3.3321,200000,225790.27796221166,25790.277962211665,1.1289513898110584
2020-11-19,2,2.616058969154586,0.0,0.05311,0.0,3.2726,200000,225790.27796221166,25790.277962211665,1.1289513898110584
2020-11-20,2,1.6058091305297697,0.0,0.05373,0.0,3.5294,200000,225790.27796221166,25790.277962211665,1.1289513898110584
2020-11-21,0,0.19855633151686813,0.0,0.05839,0.0,4.253,200000,225790.27796221166,25790.277962211665,1.1289513898110584
2020-11-22,0,0.34557993070659915,0.0,0.05424,0.0,3.9019,200000,225790.27796221166,25790.277962211665,1.1289513898110584
2020-11-23,2,1.2106282151391632,0.0,0.06314,0.0,4.2309,200000,225790.27796221166,25790.277962211665,1.1289513898110584
2020-11-24,0,0.5848740498835013,0.0,0.06227,0.0,4.3646,200000,225790.27796221166,25790.277962211665,1.1289513898110584
2020-11-25,0,-0.17301171892204883,0.0,0.05959,0.0,4.4269,200000,225790.27796221166,25790.277962211665,1.1289513898110584
2020-11-26,0,-0.21346555896429942,0.0,0.04975,0.0,3.7036,200000,225790.27796221166,25790.277962211665,1.1289513898110584
2020-11-27,0,-0.021864412691324858,0.0,0.0493,0.0,3.6088,200000,225790.27796221166,25790.277962211665,1.1289513898110584
2020-11-28,0,0.06706886059726377,0.0,0.05209,0.0,3.779,200000,225790.27796221166,25790.277962211665,1.1289513898110584
2020-11-29,0,-0.4907037013393434,0.0,0.04992,0.0,3.7798,200000,225790.27796221166,25790.277962211665,1.1289513898110584
2020-11-30,0,-0.7903757182346883,0.0,0.05069,0.0,3.9528,200000,225790.27796221166,25790.277962211665,1.1289513898110584
2020-12-01,0,-0.2811263339121526,0.0,0.04903,0.0,3.662,200000,225790.27796221166,25790.277962211665,1.1289513898110584
2020-12-02,0,0.1381385531147199,0.0,0.05272,0.0,3.7916,200000,225790.27796221166,25790.277962211665,1.1289513898110584
2020-12-03,0,0.7671925859238268,0.0,0.05524,0.0,3.7903,200000,225790.27796221166,25790.277962211665,1.1289513898110584
2020-12-04,0,0.33317603220177106,0.0,0.05021,0.0,3.5286,200000,225790.27796221166,25790.277962211665,1.1289513898110584
2020-12-05,0,0.16334202700718237,0.0,0.05347,0.0,3.7819,200000,225790.27796221166,25790.277962211665,1.1289513898110584
2020-12-06,0,-0.03292015741025731,0.0,0.05201,0.0,3.701,200000,225790.27796221166,25790.277962211665,1.1289513898110584
2020-12-07,0,0.9740998213689397,0.0,0.05318,0.0,3.5819,200000,225790.27796221166,25790.277962211665,1.1289513898110584
2020-12-08,0,0.8426407505208059,0.0,0.04793,0.0,3.2384,200000,225790.27796221166,25790.277962211665,1.1289513898110584
2020-12-09,1,1.124074930907838,-2325337.5691267936,0.04855,34381.51388144288,3.2836,200000,225790.27796221166,25790.277962211665,1.1289513898110584
2020-12-10,2,2.5118821314059523,0.0,0.05014,0.0,3.1493,200000,234105.00201140105,34105.002011401055,1.1705250100570053
2020-12-11,2,2.849472835021524,0.0,0.05096,0.0,2.9914,200000,234105.00201140105,34105.002011401055,1.1705250100570053
2020-12-12,2,1.488788721480992,0.0,0.05069,0.0,3.1878,200000,234105.00201140105,34105.002011401055,1.1705250100570053
2020-12-13,2,1.343639804703172,0.0,0.05199,0.0,3.2779,200000,234105.00201140105,34105.002011401055,1.1705250100570053
2020-12-14,2,1.535188667984989,0.0,0.05268,0.0,3.234,200000,234105.00201140105,34105.002011401055,1.1705250100570053
2020-12-15,2,1.4952936223071231,0.0,0.05202,0.0,3.1584,200000,234105.00201140105,34105.002011401055,1.1705250100570053
2020-12-16,2,1.4800385129261042,0.0,0.05589,0.0,3.3508,200000,234105.00201140105,34105.002011401055,1.1705250100570053
2020-12-17,2,1.8882161329390919,0.0,0.05699,0.0,3.2374,200000,234105.00201140105,34105.002011401055,1.1705250100570053
2020-12-18,2,2.0906332555130196,0.0,0.05995,0.0,3.2463,200000,234105.00201140105,34105.002011401055,1.1705250100570053
2020-12-19,2,1.640299738864431,0.0,0.05898,0.0,3.2597,200000,234105.00201140105,34105.002011401055,1.1705250100570053
2020-12-20,2,1.3422588042176764,0.0,0.05643,0.0,3.17,200000,234105.00201140105,34105.002011401055,1.1705250100570053
2020-12-21,2,1.2780004597912982,0.0,0.05289,0.0,2.9574,200000,234105.00201140105,34105.002011401055,1.1705250100570053
2020-12-22,1,1.1999557719760772,-2171257.670296801,0.05391,38961.65529597594,3.0043,200000,234105.00201140105,34105.002011401055,1.1705250100570053
2020-12-23,2,2.7451500897370895,0.0,0.0505,0.0,2.3303,200000,252961.1690251768,52961.16902517679,1.264805845125884
2020-12-24,2,1.5476313422773238,0.0,0.05129,0.0,2.5923,200000,252961.1690251768,52961.16902517679,1.264805845125884
2020-12-25,2,1.5014934934818447,0.0,0.052,0.0,2.5971,200000,252961.1690251768,52961.16902517679,1.264805845125884
2020-12-26,2,1.2785194727767328,0.0,0.05031,0.0,2.5391,200000,252961.1690251768,52961.16902517679,1.264805845125884
2020-12-27,2,1.292067455869164,0.0,0.05313,0.0,2.6441,200000,252961.1690251768,52961.16902517679,1.264805845125884
2020-12-28,2,1.3957949116844695,0.0,0.05469,0.0,2.661,200000,252961.1690251768,52961.16902517679,1.264805845125884
2020-12-29,2,1.2155043148683509,0.0,0.05231,0.0,2.5641,200000,252961.1690251768,52961.16902517679,1.264805845125884
2020-12-30,2,1.4650664592764087,0.0,0.05205,0.0,2.4605,200000,252961.1690251768,52961.16902517679,1.264805845125884
2020-12-31,1,1.1577334159239088,-2454980.2894524145,0.05152,51130.12269579512,2.4737,200000,252961.1690251768,52961.16902517679,1.264805845125884
2021-01-01,1,1.1296526346845424,-2454980.2894524145,0.05333,51130.12269579512,2.5432,200000,260958.22687644343,60958.22687644343,1.3047911343822172
2021-01-02,1,0.6134628191309375,-2454980.2894524145,0.05127,51130.12269579512,2.5422,200000,255849.83735747566,55849.837357475655,1.2792491867873783
2021-01-03,0,-0.4220013176554785,0.0,0.05671,0.0,3.0498,200000,236246.45304238726,36246.453042387264,1.1812322652119362
2021-01-04,-2,-1.298379740876305,0.0,0.05723,0.0,3.2938,200000,236246.45304238726,36246.453042387264,1.1812322652119362
2021-01-05,-2,-1.2436344822989092,0.0,0.06182,0.0,3.5141,200000,236246.45304238726,36246.453042387264,1.1812322652119362
2021-01-06,0,0.20004598021849415,0.0,0.07311,0.0,3.7082,200000,236246.45304238726,36246.453042387264,1.1812322652119362
2021-01-07,0,0.5507014898568032,0.0,0.07112,0.0,3.508,200000,236246.45304238726,36246.453042387264,1.1812322652119362
2021-01-08,0,0.9018753919153298,0.0,0.07104,0.0,3.4039,200000,236246.45304238726,36246.453042387264,1.1812322652119362
2021-01-09,0,-0.14524051251324918,0.0,0.07261,0.0,3.7078,200000,236246.45304238726,36246.453042387264,1.1812322652119362
2021-01-10,0,-0.5848722028392087,0.0,0.0699,0.0,3.6526,200000,236246.45304238726,36246.453042387264,1.1812322652119362
2021-01-11,0,-0.3437607489845167,0.0,0.06049,0.0,3.0974,200000,236246.45304238726,36246.453042387264,1.1812322652119362
2021-01-12,0,-0.18549852095272415,0.0,0.05881,0.0,2.9982,200000,236246.45304238726,36246.453042387264,1.1812322652119362
2021-01-13,0,0.5020760388444111,0.0,0.06604,0.0,3.2459,200000,236246.45304238726,36246.453042387264,1.1812322652119362
2021-01-14,2,2.754162061631023,0.0,0.07696,0.0,3.2451,200000,236246.45304238726,36246.453042387264,1.1812322652119362
2021-01-15,2,2.559736869297518,0.0,0.08851,0.0,3.604,200000,236246.45304238726,36246.453042387264,1.1812322652119362
2021-01-16,2,1.820745755137423,0.0,0.08459,0.0,3.5499,200000,236246.45304238726,36246.453042387264,1.1812322652119362
2021-01-17,2,2.2019985126686876,0.0,0.09487,0.0,3.7236,200000,236246.45304238726,36246.453042387264,1.1812322652119362
2021-01-18,0,0.9741449877571797,0.0,0.0968,0.0,4.21,200000,236246.45304238726,36246.453042387264,1.1812322652119362
2021-01-19,1,1.1670482129188535,-1295921.3002873685,0.09115,30650.309172836252,3.8539,200000,236246.45304238726,36246.453042387264,1.1812322652119362
2021-01-20,1,1.1937901215145303,-1295921.3002873685,0.092,30650.309172836252,3.8353,200000,236777.89039701677,36777.890397016774,1.1838894519850838
2021-01-21,2,1.50248432232379,0.0,0.08064,0.0,3.2004,200000,242656.2972208155,42656.2972208155,1.2132814861040775
2021-01-22,2,1.7798637911472701,0.0,0.08955,0.0,3.3566,200000,242656.2972208155,42656.2972208155,1.2132814861040775
2021-01-23,0,0.9522419861975123,0.0,0.08933,0.0,3.629,200000,242656.2972208155,42656.2972208155,1.2132814861040775
2021-01-24,0,0.8192961772891736,0.0,0.08779,0.0,3.5888,200000,242656.2972208155,42656.2972208155,1.2132814861040775
2021-01-25,0,0.29487934483133027,0.0,0.08253,0.0,3.5439,200000,242656.2972208155,42656.2972208155,1.2132814861040775
2021-01-26,2,1.8277284256285509,0.0,0.09518,0.0,3.4403,200000,242656.2972208155,42656.2972208155,1.2132814861040775
2021-01-27,2,1.9517384568675071,0.0,0.09,0.0,3.1175,200000,242656.2972208155,42656.2972208155,1.2132814861040775
2021-01-28,1,1.0932875235182757,-1369856.0303760613,0.08857,36706.041208449125,3.3054,200000,242656.2972208155,42656.2972208155,1.2132814861040775
2021-01-29,2,2.3581429005085432,0.0,0.11164,0.0,3.5045,200000,266950.703036989,66950.70303698903,1.334753515184945
2021-01-30,2,1.6121365277209334,0.0,0.10452,0.0,3.4828,200000,266950.703036989,66950.70303698903,1.334753515184945
2021-01-31,0,0.8492766770710686,0.0,0.09803,0.0,3.5237,200000,266950.703036989,66950.70303698903,1.334753515184945
2021-02-01,0,0.19192729860129978,0.0,0.10884,0.0,4.168,200000,266950.703036989,66950.70303698903,1.334753515184945
2021-02-02,0,0.774190137886119,0.0,0.1101,0.0,3.9526,200000,266950.703036989,66950.70303698903,1.334753515184945
2021-02-03,2,2.5792392259915538,0.0,0.15841,0.0,4.6318,200000,266950.703036989,66950.70303698903,1.334753515184945
2021-02-04,2,1.9531439891813502,0.0,0.14849,0.0,4.4415,200000,266950.703036989,66950.70303698903,1.334753515184945
2021-02-05,2,1.9533626356511418,0.0,0.17848,0.0,5.1567,200000,266950.703036989,66950.70303698903,1.334753515184945
2021-02-06,2,1.705136488634397,0.0,0.17,0.0,4.902,200000,266950.703036989,66950.70303698903,1.334753515184945
2021-02-07,2,2.350474469021004,0.0,0.18214,0.0,4.6205,200000,266950.703036989,66950.70303698903,1.334753515184945
2021-02-08,2,2.584256268708412,0.0,0.21432,0.0,4.8692,200000,266950.703036989,66950.70303698903,1.334753515184945
2021-02-09,2,2.643004604329207,0.0,0.25112,0.0,5.1196,200000,266950.703036989,66950.70303698903,1.334753515184945
2021-02-10,2,1.5348626744462952,0.0,0.23952,0.0,5.582,200000,266950.703036989,66950.70303698903,1.334753515184945
2021-02-11,0,0.9536225828735327,0.0,0.23532,0.0,5.9635,200000,266950.703036989,66950.70303698903,1.334753515184945
2021-02-12,1,1.0497528791741921,-530548.3405616285,0.25158,21725.918275684373,6.1436,200000,266950.703036989,66950.70303698903,1.334753515184945
2021-02-13,0,0.063922801847738,0.0,0.26402,0.0,7.6958,200000,239827.7540460584,39827.7540460584,1.199138770230292
2021-02-14,0,0.3914196503575941,0.0,0.24813,0.0,6.6903,200000,239827.7540460584,39827.7540460584,1.199138770230292
2021-02-15,0,0.5613847264484119,0.0,0.2394,0.0,6.1937,200000,239827.7540460584,39827.7540460584,1.199138770230292
2021-02-16,0,0.20292559779304367,0.0,0.22679,0.0,6.1716,200000,239827.7540460584,39827.7540460584,1.199138770230292
2021-02-17,0,0.15946462495934716,0.0,0.23594,0.0,6.3886,200000,239827.7540460584,39827.7540460584,1.199138770230292
2021-02-18,2,1.6497988242931478,0.0,0.30729,0.0,6.5367,200000,239827.7540460584,39827.7540460584,1.199138770230292
2021-02-19,1,1.1562687874093467,-410270.552289001,0.29228,18344.431070711846,6.5368,200000,239827.7540460584,39827.7540460584,1.199138770230292
2021-02-20,2,1.2959529246432715,0.0,0.2884,0.0,6.2251,200000,243953.86346791795,43953.86346791795,1.2197693173395898
2021-02-21,2,1.295504854490162,0.0,0.29609,0.0,6.3325,200000,243953.86346791795,43953.86346791795,1.2197693173395898
2021-02-22,2,1.6865276998930974,0.0,0.27521,0.0,5.5483,200000,243953.86346791795,43953.86346791795,1.2197693173395898
2021-02-23,2,1.230368790089133,0.0,0.22399,0.0,4.6802,200000,243953.86346791795,43953.86346791795,1.2197693173395898
2021-02-24,2,1.3527974663325402,0.0,0.23287,0.0,4.7282,200000,243953.86346791795,43953.86346791795,1.2197693173395898
2021-02-25,2,1.30630546062591,0.0,0.22555,0.0,4.5371,200000,243953.86346791795,43953.86346791795,1.2197693173395898
2021-02-26,2,1.3595960956216506,0.0,0.22514,0.0,4.4415,200000,243953.86346791795,43953.86346791795,1.2197693173395898
2021-02-27,2,2.582519490074021,0.0,0.27529,0.0,4.4837,200000,243953.86346791795,43953.86346791795,1.2197693173395898
2021-02-28,2,1.7586587197057348,0.0,0.24682,0.0,4.2648,200000,243953.86346791795,43953.86346791795,1.2197693173395898
2021-03-01,2,1.8625749530556437,0.0,0.27925,0.0,4.6103,200000,243953.86346791795,43953.86346791795,1.2197693173395898
2021-03-02,2,2.1687529482729717,0.0,0.31185,0.0,4.6637,200000,243953.86346791795,43953.86346791795,1.2197693173395898
