date,statusList,zscore,ETHUSDT_position,ETHUSDT_price,FETUSDT_position,FETUSDT_price,init,total_asset,pnl,return
2020-08-10,-2,-1.7148640787194773,0.0,395.44,0.0,0.10691,200000,197481.03084677595,-2518.969153224054,0.9874051542338798
2020-08-11,-1,-1.1152435541290002,260.52906444165694,379.0,-1048423.3958737309,0.09418,200000,197481.03084677598,-2518.969153224025,0.9874051542338799
2020-08-12,-1,-1.041211016236943,260.52906444165694,387.18,-1048423.3958737309,0.09679,200000,202348.54365713915,2348.5436571391474,1.0117427182856957
2020-08-13,-1,-0.2888108670405845,260.52906444165694,424.54,-1048423.3958737309,0.09497,200000,210173.77892418928,10173.778924189275,1.0508688946209463
2020-08-14,-1,-1.0493375563671352,260.52906444165694,438.11,-1048423.3958737309,0.11117,200000,230693.617341817,30693.617341817007,1.153468086709085
2020-08-15,-2,-1.4195755851094625,0.0,432.32,0.0,0.11678,200000,207283.98987749312,7283.989877493121,1.0364199493874655
2020-08-16,-2,-2.0542416319236025,0.0,433.62,0.0,0.1361,200000,207283.98987749312,7283.989877493121,1.0364199493874655
2020-08-17,-2,-2.2858132282313353,0.0,430.89,0.0,0.15761,200000,207283.98987749312,7283.989877493121,1.0364199493874655
2020-08-18,-2,-1.8749230075616332,0.0,421.95,0.0,0.15153,200000,207283.98987749312,7283.989877493121,1.0364199493874655
2020-08-19,-2,-1.2033010460113487,0.0,407.46,0.0,0.12791,200000,207283.98987749312,7283.989877493121,1.0364199493874655
2020-08-20,0,-0.6892808817635214,0.0,415.94,0.0,0.118,200000,207283.98987749312,7283.989877493121,1.0364199493874655
2020-08-21,0,-0.40766088711323567,0.0,387.97,0.0,0.10529,200000,207283.98987749312,7283.989877493121,1.0364199493874655
2020-08-22,-1,-1.1752713961524945,262.22547044516386,395.24,-801686.2232266905,0.12928,200000,207283.98987749312,7283.989877493121,1.0364199493874655
2020-08-23,-1,-0.7010543266427639,262.22547044516386,390.71,-801686.2232266905,0.11671,200000,196018.91267041702,-3981.0873295829806,0.9800945633520851
2020-08-24,-1,-0.7996236752172902,262.22547044516386,407.68,-801686.2232266905,0.12526,200000,207323.29611245968,7323.296112459677,1.0366164805622984
2020-08-25,-1,-0.5256306009833979,262.22547044516386,382.93,-801686.2232266905,0.11393,200000,191750.11080978345,-8249.889190216549,0.9587505540489173
2020-08-26,-1,-0.3866775085648927,262.22547044516386,385.81,-801686.2232266905,0.11347,200000,192136.54450198123,-7863.455498018768,0.9606827225099062
2020-08-27,0,0.23142078349038123,0.0,383.27,0.0,0.10399,200000,190148.18417331873,-9851.815826681268,0.9507409208665937
2020-08-28,0,0.3028115778295956,0.0,395.11,0.0,0.10736,200000,190148.18417331873,-9851.815826681268,0.9507409208665937
2020-08-29,0,0.14183188490746268,0.0,398.65,0.0,0.1115,200000,190148.18417331873,-9851.815826681268,0.9507409208665937
2020-08-30,0,-0.12743353632384918,0.0,428.94,0.0,0.12439,200000,190148.18417331873,-9851.815826681268,0.9507409208665937
2020-08-31,0,0.8142557029972854,0.0,433.79,0.0,0.11328,200000,190148.18417331873,-9851.815826681268,0.9507409208665937
2020-09-01,2,1.8332465853547637,0.0,475.4,0.0,0.11023,200000,190148.18417331873,-9851.815826681268,0.9507409208665937
2020-09-02,2,1.4970615412577342,0.0,439.5,0.0,0.10744,200000,190148.18417331873,-9851.815826681268,0.9507409208665937
2020-09-03,2,1.5614934552116893,0.0,381.4,0.0,0.0919,200000,190148.18417331873,-9851.815826681268,0.9507409208665937
2020-09-04,2,1.5857333488883059,0.0,385.26,0.0,0.091,200000,190148.18417331873,-9851.815826681268,0.9507409208665937
2020-09-05,2,1.8970550061976839,0.0,335.01,0.0,0.07406,200000,190148.18417331873,-9851.815826681268,0.9507409208665937
2020-09-06,1,1.1420621848100436,-269.4843880007352,352.8,1130757.5176814862,0.08408,200000,190148.18417331873,-9851.815826681268,0.9507409208665937
2020-09-07,1,1.0761354747953613,-269.4843880007352,353.59,1130757.5176814862,0.08422,200000,190519.38289231472,-9480.617107685277,0.9525969144615736
2020-09-08,2,1.5683967579215332,0.0,337.39,0.0,0.07511,200000,196138.32468783035,-3861.675312169653,0.9806916234391517
2020-09-09,2,1.5282104962811545,0.0,350.85,0.0,0.07683,200000,196138.32468783035,-3861.675312169653,0.9806916234391517
2020-09-10,0,0.7512609988399341,0.0,367.93,0.0,0.08685,200000,196138.32468783035,-3861.675312169653,0.9806916234391517
2020-09-11,2,1.2701023186169944,0.0,373.63,0.0,0.08252,200000,196138.32468783035,-3861.675312169653,0.9806916234391517
2020-09-12,1,1.0456395197253425,-252.89896937416881,387.78,1131132.206965573,0.0867,200000,196138.32468783035,-3861.675312169653,0.9806916234391517
2020-09-13,2,1.6039347659696634,0.0,366.42,0.0,0.07655,200000,202217.39460269868,2217.3946026986814,1.0110869730134935
2020-09-14,2,2.021057927583921,0.0,377.12,0.0,0.07402,200000,202217.39460269868,2217.3946026986814,1.0110869730134935
2020-09-15,2,2.4635037548504943,0.0,364.06,0.0,0.06568,200000,202217.39460269868,2217.3946026986814,1.0110869730134935
2020-09-16,2,1.6445655448540815,0.0,365.11,0.0,0.06971,200000,202217.39460269868,2217.3946026986814,1.0110869730134935
2020-09-17,2,2.045100665759961,0.0,389.36,0.0,0.06896,200000,202217.39460269868,2217.3946026986814,1.0110869730134935
2020-09-18,2,2.0622610428077732,0.0,384.39,0.0,0.06569,200000,202217.39460269868,2217.3946026986814,1.0110869730134935
2020-09-19,2,1.6363955774809114,0.0,385.25,0.0,0.06784,200000,202217.39460269868,2217.3946026986814,1.0110869730134935
2020-09-20,2,1.3654410687440761,0.0,371.04,0.0,0.06626,200000,202217.39460269868,2217.3946026986814,1.0110869730134935
2020-09-21,2,1.6459592542032437,0.0,340.36,0.0,0.05752,200000,202217.39460269868,2217.3946026986814,1.0110869730134935
2020-09-22,2,1.8532739092739219,0.0,344.21,0.0,0.05516,200000,202217.39460269868,2217.3946026986814,1.0110869730134935
2020-09-23,2,2.1758495639287934,0.0,320.72,0.0,0.04735,200000,202217.39460269868,2217.3946026986814,1.0110869730134935
2020-09-24,1,1.1268571010935478,-289.73463994426265,348.97,1754141.1745549852,0.05764,200000,202217.39460269868,2217.3946026986814,1.0110869730134935
2020-09-25,1,0.6683678332708756,-289.73463994426265,351.92,1754141.1745549852,0.06113,200000,209194.06448973116,9194.064489731158,1.0459703224486558
2020-09-26,1,0.9023307817461309,-289.73463994426265,353.92,1754141.1745549852,0.05893,200000,205914.42318559872,5914.423185598716,1.0295721159279936
2020-09-27,1,0.8581008803808285,-289.73463994426265,357.49,1754141.1745549852,0.05924,200000,207492.5596143118,7492.559614311787,1.037462798071559
2020-09-28,1,0.2534138582733853,-289.73463994426265,353.96,1754141.1745549852,0.06259,200000,212346.16927006774,12346.169270067738,1.0617308463503388
2020-09-29,0,-0.7170392227794792,0.0,359.79,0.0,0.07136,200000,181285.50649200118,-18714.49350799882,0.906427532460006
2020-09-30,0,-0.5723936881796556,0.0,359.83,0.0,0.06888,200000,181285.50649200118,-18714.49350799882,0.906427532460006
2020-10-01,0,0.19946952840755644,0.0,352.85,0.0,0.06166,200000,181285.50649200118,-18714.49350799882,0.906427532460006
2020-10-02,2,1.2590773602548113,0.0,345.6,0.0,0.05477,200000,181285.50649200118,-18714.49350799882,0.906427532460006
2020-10-03,2,2.0086432469771767,0.0,345.95,0.0,0.05104,200000,181285.50649200118,-18714.49350799882,0.906427532460006
2020-10-04,2,1.702250525834339,0.0,352.37,0.0,0.05235,200000,181285.50649200118,-18714.49350799882,0.906427532460006
2020-10-05,2,1.6559924003631785,0.0,353.62,0.0,0.05177,200000,181285.50649200118,-18714.49350799882,0.906427532460006
2020-10-06,2,2.6043166583333672,0.0,340.75,0.0,0.04407,200000,181285.50649200118,-18714.49350799882,0.906427532460006
2020-10-07,2,1.7386741424762509,0.0,341.58,0.0,0.04642,200000,181285.50649200118,-18714.49350799882,0.906427532460006
2020-10-08,0,0.9340714870072486,0.0,350.95,0.0,0.05109,200000,181285.50649200118,-18714.49350799882,0.906427532460006
2020-10-09,0,0.7602711876311669,0.0,365.02,0.0,0.05365,200000,181285.50649200118,-18714.49350799882,0.906427532460006
2020-10-10,1,1.072381970250964,-244.63660057756826,370.52,1737449.7459459573,0.05217,200000,181285.50649200118,-18714.49350799882,0.906427532460006
2020-10-11,1,0.7871437743372626,-244.63660057756826,374.16,1737449.7459459573,0.05378,200000,184973.27780907654,-15026.722190923465,0.9248663890453827
2020-10-12,1,0.9727574355194436,-244.63660057756826,386.51,1737449.7459459573,0.05404,200000,188446.27676015545,-11553.723239844549,0.9422313838007772
2020-10-13,1,0.9742234856680633,-244.63660057756826,381.04,1737449.7459459573,0.053,200000,185301.16681921235,-14698.833180787653,0.9265058340960617
2020-10-14,1,1.011857847750128,-244.63660057756826,378.69,1737449.7459459573,0.05191,200000,182832.45058477396,-17167.549415226036,0.9141622529238698
2020-10-15,1,1.150003944674504,-244.63660057756826,377.64,1737449.7459459573,0.05039,200000,179934.65854032966,-20065.341459670337,0.8996732927016483
2020-10-16,2,1.9397928590616522,0.0,365.5,0.0,0.04366,200000,194843.12809510186,-5156.871904898144,0.9742156404755092
2020-10-17,1,1.1416967107443414,-264.50250881719955,368.32,2064016.187448113,0.0472,200000,194843.12809510186,-5156.871904898144,0.9742156404755092
2020-10-18,1,1.0017353630638377,-264.50250881719955,378.11,2064016.187448113,0.04868,200000,200487.35161384547,487.35161384547246,1.0024367580692273
2020-10-19,1,0.7241962496819192,-264.50250881719955,379.3,2064016.187448113,0.05006,200000,203650.45193801634,3650.45193801634,1.0182522596900816
2020-10-20,2,1.5459063189444382,0.0,368.52,0.0,0.04514,200000,199147.90194300842,-852.0980569915846,0.9957395097150421
2020-10-21,2,2.0951571785349827,0.0,390.38,0.0,0.04545,200000,199147.90194300842,-852.0980569915846,0.9957395097150421
2020-10-22,2,1.686019622853817,0.0,413.98,0.0,0.04901,200000,199147.90194300842,-852.0980569915846,0.9957395097150421
2020-10-23,0,0.3584831100472263,0.0,409.11,0.0,0.05312,200000,199147.90194300842,-852.0980569915846,0.9957395097150421
2020-10-24,0,-0.4051661101651826,0.0,412.14,0.0,0.05642,200000,199147.90194300842,-852.0980569915846,0.9957395097150421
2020-10-25,0,0.6865134217132607,0.0,405.86,0.0,0.0511,200000,199147.90194300842,-852.0980569915846,0.9957395097150421
2020-10-26,1,1.120219905663617,-253.6786685302767,392.52,2084009.019914278,0.04778,200000,199147.90194300842,-852.0980569915846,0.9957395097150421
2020-10-27,2,1.6177771614066816,0.0,403.45,0.0,0.04683,200000,203900.41835896292,3900.4183589629247,1.0195020917948145
2020-10-28,2,1.4250755778540045,0.0,388.23,0.0,0.04518,200000,203900.41835896292,3900.4183589629247,1.0195020917948145
2020-10-29,1,1.084644536406531,-263.3487696109355,387.13,2224529.984278452,0.04583,200000,203900.41835896292,3900.4183589629247,1.0195020917948145
2020-10-30,1,1.035331247743106,-263.3487696109355,382.49,2224529.984278452,0.04512,200000,201099.06377913046,1099.0637791304616,1.0054953188956524
2020-10-31,2,1.4460341588496561,0.0,386.46,0.0,0.04405,200000,207683.63805533928,7683.638055339281,1.0384181902766965
2020-11-01,2,1.3192790447154727,0.0,396.67,0.0,0.04523,200000,207683.63805533928,7683.638055339281,1.0384181902766965
2020-11-02,2,2.2631547543966524,0.0,383.02,0.0,0.0404,200000,207683.63805533928,7683.638055339281,1.0384181902766965
2020-11-03,2,2.925694729053038,0.0,387.88,0.0,0.03699,200000,207683.63805533928,7683.638055339281,1.0384181902766965
2020-11-04,2,2.0951924489835316,0.0,402.49,0.0,0.03956,200000,207683.63805533928,7683.638055339281,1.0384181902766965
2020-11-05,2,2.061506538735645,0.0,416.69,0.0,0.03972,200000,207683.63805533928,7683.638055339281,1.0384181902766965
2020-11-06,2,1.7227434187306716,0.0,455.91,0.0,0.04374,200000,207683.63805533928,7683.638055339281,1.0384181902766965
2020-11-07,2,1.860281458017742,0.0,435.21,0.0,0.04005,200000,207683.63805533928,7683.638055339281,1.0384181902766965
2020-11-08,2,1.613469662410053,0.0,454.3,0.0,0.04196,200000,207683.63805533928,7683.638055339281,1.0384181902766965
2020-11-09,1,1.1981194186843174,-233.7095314810714,444.32,2457794.5331992814,0.04225,200000,207683.63805533928,7683.638055339281,1.0384181902766965
2020-11-10,1,0.5578026717254377,-233.7095314810714,450.34,2457794.5331992814,0.0457,200000,217569.96057439284,17569.96057439284,1.0878498028719643
2020-11-11,1,0.8834511760258705,-233.7095314810714,463.09,2457794.5331992814,0.04484,200000,218436.05380222513,18436.053802225128,1.0921802690111257
2020-11-12,2,1.394050517181629,0.0,462.39,0.0,0.04173,200000,213184.8224464659,13184.8224464659,1.0659241122323295
2020-11-13,0,0.6944826014900224,0.0,476.43,0.0,0.046,200000,213184.8224464659,13184.8224464659,1.0659241122323295
2020-11-14,0,0.610474325561451,0.0,460.89,0.0,0.04454,200000,213184.8224464659,13184.8224464659,1.0659241122323295
2020-11-15,0,0.7574217672373672,0.0,448.08,0.0,0.04241,200000,213184.8224464659,13184.8224464659,1.0659241122323295
2020-11-16,0,0.8852476675564575,0.0,460.55,0.0,0.04279,200000,213184.8224464659,13184.8224464659,1.0659241122323295
2020-11-17,0,-0.6691170855197095,0.0,482.15,0.0,0.05092,200000,213184.8224464659,13184.8224464659,1.0659241122323295
2020-11-18,0,0.2613139365373986,0.0,478.41,0.0,0.04639,200000,213184.8224464659,13184.8224464659,1.0659241122323295
2020-11-19,-2,-1.7990448394678704,0.0,471.25,0.0,0.05311,200000,213184.8224464659,13184.8224464659,1.0659241122323295
2020-11-20,-1,-1.0531407934313273,208.95556187413342,510.12,-1983852.8051969653,0.05373,200000,213184.8224464659,13184.8224464659,1.0659241122323295
2020-11-21,-2,-1.2868458053325225,0.0,552.35,0.0,0.05839,200000,213605.38314073905,13605.383140739053,1.0680269157036952
2020-11-22,0,0.1336549434431222,0.0,560.03,0.0,0.05424,200000,213605.38314073905,13605.383140739053,1.0680269157036952
2020-11-23,-1,-1.0001848663655795,175.49490875541346,608.58,-1691521.881063819,0.06314,200000,213605.38314073905,13605.383140739053,1.0680269157036952
2020-11-24,-1,-0.8102018783622731,175.49490875541346,604.97,-1691521.881063819,0.06227,200000,211500.22248360649,11500.222483606485,1.0575011124180325
2020-11-25,-1,-0.9829395470376784,175.49490875541346,569.5,-1691521.881063819,0.05959,200000,200742.1394288009,742.1394288009033,1.0037106971440046
2020-11-26,0,0.5213610274583435,0.0,519.83,0.0,0.04975,200000,206531.0783053375,6531.078305337491,1.0326553915266874
2020-11-27,0,0.6926501881642505,0.0,518.68,0.0,0.0493,200000,206531.0783053375,6531.078305337491,1.0326553915266874
2020-11-28,0,0.40108616100260236,0.0,537.52,0.0,0.05209,200000,206531.0783053375,6531.078305337491,1.0326553915266874
2020-11-29,2,2.1960193971485973,0.0,576.3,0.0,0.04992,200000,206531.0783053375,6531.078305337491,1.0326553915266874
2020-11-30,2,2.4554856507011973,0.0,616.66,0.0,0.05069,200000,206531.0783053375,6531.078305337491,1.0326553915266874
2020-12-01,2,1.8512328137707637,0.0,585.26,0.0,0.04903,200000,206531.0783053375,6531.078305337491,1.0326553915266874
2020-12-02,1,1.1061901652562973,-173.00597958194768,596.89,1958754.536279756,0.05272,200000,206531.0783053375,6531.078305337491,1.0326553915266874
2020-12-03,1,0.8450201515224018,-173.00597958194768,615.85,1958754.536279756,0.05524,200000,214747.3331096362,14747.333109636209,1.073736665548181
2020-12-04,1,0.9353025009737972,-173.00597958194768,567.24,1958754.536279756,0.05021,200000,196484.97712467055,-3515.0228753294505,0.9824248856233527
2020-12-05,1,0.7424446899602094,-173.00597958194768,596.8,1958754.536279756,0.05347,200000,207984.57366938493,7984.573669384932,1.0399228683469246
2020-12-06,1,1.0999558674324896,-173.00597958194768,601.54,1958754.536279756,0.05201,200000,205944.84038963492,5944.840389634919,1.0297242019481745
2020-12-07,1,0.5600573873906899,-173.00597958194768,591.28,1958754.536279756,0.05318,200000,206461.54184657143,6461.541846571432,1.0323077092328572
2020-12-08,1,0.9620388407043086,-173.00597958194768,554.94,1958754.536279756,0.04793,200000,189891.04323309477,-10108.956766905234,0.9494552161654738
2020-12-09,1,1.1227758192955726,-173.00597958194768,573.09,1958754.536279756,0.04855,200000,194245.52957500058,-5754.470424999425,0.9712276478750028
2020-12-10,1,0.3108541749634556,-173.00597958194768,558.99,1958754.536279756,0.05014,200000,194920.5649755799,-5079.4350244200905,0.9746028248778995
2020-12-11,0,-0.34710780290592835,0.0,544.43,0.0,0.05096,200000,200902.59260032087,902.5926003208733,1.0045129630016043
2020-12-12,0,0.2809312057054929,0.0,568.04,0.0,0.05069,200000,200902.59260032087,902.5926003208733,1.0045129630016043
2020-12-13,0,0.409555686691059,0.0,590.7,0.0,0.05199,200000,200902.59260032087,902.5926003208733,1.0045129630016043
2020-12-14,0,-0.035529371436694664,0.0,586.29,0.0,0.05268,200000,200902.59260032087,902.5926003208733,1.0045129630016043
2020-12-15,0,0.16048890201457616,0.0,588.64,0.0,0.05202,200000,200902.59260032087,902.5926003208733,1.0045129630016043
2020-12-16,0,0.25838195335225417,0.0,637.18,0.0,0.05589,200000,200902.59260032087,902.5926003208733,1.0045129630016043
2020-12-17,0,-0.11591073581604404,0.0,642.7,0.0,0.05699,200000,200902.59260032087,902.5926003208733,1.0045129630016043
2020-12-18,-2,-1.3004925172352662,0.0,653.85,0.0,0.05995,200000,200902.59260032087,902.5926003208733,1.0045129630016043
2020-12-19,0,-0.5166657950587015,0.0,658.03,0.0,0.05898,200000,200902.59260032087,902.5926003208733,1.0045129630016043
2020-12-20,0,0.06315856546314622,0.0,638.18,0.0,0.05643,200000,200902.59260032087,902.5926003208733,1.0045129630016043
2020-12-21,0,0.8987396408998397,0.0,607.58,0.0,0.05289,200000,200902.59260032087,902.5926003208733,1.0045129630016043
2020-12-22,2,1.8896303299223942,0.0,636.45,0.0,0.05391,200000,200902.59260032087,902.5926003208733,1.0045129630016043
2020-12-23,1,1.0096723335935678,-171.5474012913458,585.56,1989134.5802011967,0.0505,200000,200902.59260032087,902.5926003208733,1.0045129630016043
2020-12-24,2,1.905506796458407,0.0,612.31,0.0,0.05129,200000,203920.06926650545,3920.069266505452,1.0196003463325272
2020-12-25,2,1.923655426609058,0.0,626.82,0.0,0.052,200000,203920.06926650545,3920.069266505452,1.0196003463325272
2020-12-26,2,2.7369356508063323,0.0,637.44,0.0,0.05031,200000,203920.06926650545,3920.069266505452,1.0196003463325272
2020-12-27,2,2.4977945233533143,0.0,685.11,0.0,0.05313,200000,203920.06926650545,3920.069266505452,1.0196003463325272
2020-12-28,2,2.54658519008104,0.0,730.41,0.0,0.05469,200000,203920.06926650545,3920.069266505452,1.0196003463325272
2020-12-29,2,2.6213098449230596,0.0,732.0,0.0,0.05231,200000,203920.06926650545,3920.069266505452,1.0196003463325272
2020-12-30,2,2.4501588368390204,0.0,752.17,0.0,0.05205,200000,203920.06926650545,3920.069266505452,1.0196003463325272
2020-12-31,2,1.9614214057445012,0.0,736.42,0.0,0.05152,200000,203920.06926650545,3920.069266505452,1.0196003463325272
2021-01-01,2,1.2604321420466853,0.0,728.91,0.0,0.05333,200000,203920.06926650545,3920.069266505452,1.0196003463325272
2021-01-02,2,2.0716184767861754,0.0,774.56,0.0,0.05127,200000,203920.06926650545,3920.069266505452,1.0196003463325272
2021-01-03,2,2.7308713394445676,0.0,978.28,0.0,0.05671,200000,203920.06926650545,3920.069266505452,1.0196003463325272
2021-01-04,2,2.531774380982281,0.0,1041.43,0.0,0.05723,200000,203920.06926650545,3920.069266505452,1.0196003463325272
2021-01-05,2,1.9630025666764566,0.0,1099.56,0.0,0.06182,200000,203920.06926650545,3920.069266505452,1.0196003463325272
2021-01-06,2,1.2609031528999821,0.0,1208.42,0.0,0.07311,200000,203920.06926650545,3920.069266505452,1.0196003463325272
2021-01-07,2,1.4002216515276438,0.0,1224.87,0.0,0.07112,200000,203920.06926650545,3920.069266505452,1.0196003463325272
2021-01-08,2,1.229585101635761,0.0,1216.93,0.0,0.07104,200000,203920.06926650545,3920.069266505452,1.0196003463325272
2021-01-09,2,1.281171329657142,0.0,1276.0,0.0,0.07261,200000,203920.06926650545,3920.069266505452,1.0196003463325272
2021-01-10,2,1.300930734302531,0.0,1254.25,0.0,0.0699,200000,203920.06926650545,3920.069266505452,1.0196003463325272
2021-01-11,1,1.191305119229561,-93.79861697063755,1087.01,1685568.435001698,0.06049,200000,203920.06926650545,3920.069266505452,1.0196003463325272
2021-01-12,1,1.0484986536849488,-93.79861697063755,1050.16,1685568.435001698,0.05881,200000,197631.8352603346,-2368.1647396654007,0.988159176301673
2021-01-13,1,0.6409133982309062,-93.79861697063755,1129.89,1685568.435001698,0.06604,200000,217297.05877646583,17297.058776465827,1.086485293882329
2021-01-14,0,0.027503700303364142,0.0,1231.62,0.0,0.07696,200000,189722.97514215135,-10277.02485784865,0.9486148757107568
2021-01-15,-2,-1.4724293014109835,0.0,1168.53,0.0,0.08851,200000,189722.97514215135,-10277.02485784865,0.9486148757107568
2021-01-16,0,-0.8683758794686247,0.0,1227.83,0.0,0.08459,200000,189722.97514215135,-10277.02485784865,0.9486148757107568
2021-01-17,-2,-1.6867308565781811,0.0,1232.45,0.0,0.09487,200000,189722.97514215135,-10277.02485784865,0.9486148757107568
2021-01-18,-2,-1.5911161277901194,0.0,1258.45,0.0,0.0968,200000,189722.97514215135,-10277.02485784865,0.9486148757107568
2021-01-19,0,-0.5577195623970913,0.0,1365.36,0.0,0.09115,200000,189722.97514215135,-10277.02485784865,0.9486148757107568
2021-01-20,0,-0.5908227625325346,0.0,1376.99,0.0,0.092,200000,189722.97514215135,-10277.02485784865,0.9486148757107568
2021-01-21,-2,-1.2483148834063509,0.0,1110.96,0.0,0.08064,200000,189722.97514215135,-10277.02485784865,0.9486148757107568
2021-01-22,-1,-1.1791904028428222,76.95923120757061,1232.62,-1059313.094037696,0.08955,200000,189722.97514215135,-10277.02485784865,0.9486148757107568
2021-01-23,-1,-1.0445429115940204,76.95923120757061,1233.6,-1059313.094037696,0.08933,200000,189565.3463080465,-10434.653691953514,0.9478267315402324
2021-01-24,0,0.08824566637194263,0.0,1392.51,0.0,0.08779,200000,175553.57261886657,-24446.427381133428,0.8777678630943329
2021-01-25,0,0.20287831225469466,0.0,1317.88,0.0,0.08253,200000,175553.57261886657,-24446.427381133428,0.8777678630943329
2021-01-26,0,-0.6449094362289012,0.0,1365.97,0.0,0.09518,200000,175553.57261886657,-24446.427381133428,0.8777678630943329
2021-01-27,0,-0.8801996312451584,0.0,1239.03,0.0,0.09,200000,175553.57261886657,-24446.427381133428,0.8777678630943329
2021-01-28,0,-0.12101563129258641,0.0,1329.69,0.0,0.08857,200000,175553.57261886657,-24446.427381133428,0.8777678630943329
2021-01-29,-2,-1.4950976650148253,0.0,1379.5,0.0,0.11164,200000,175553.57261886657,-24446.427381133428,0.8777678630943329
2021-01-30,0,-0.941022628825196,0.0,1378.05,0.0,0.10452,200000,175553.57261886657,-24446.427381133428,0.8777678630943329
2021-01-31,0,-0.7523049457338388,0.0,1312.55,0.0,0.09803,200000,175553.57261886657,-24446.427381133428,0.8777678630943329
2021-02-01,-2,-1.242872068807765,0.0,1374.17,0.0,0.10884,200000,175553.57261886657,-24446.427381133428,0.8777678630943329
2021-02-02,0,-0.3001218370578451,0.0,1511.87,0.0,0.1101,200000,175553.57261886657,-24446.427381133428,0.8777678630943329
2021-02-03,-2,-2.589363775320853,0.0,1664.49,0.0,0.15841,200000,175553.57261886657,-24446.427381133428,0.8777678630943329
2021-02-04,-2,-2.034812821029334,0.0,1595.67,0.0,0.14849,200000,175553.57261886657,-24446.427381133428,0.8777678630943329
2021-02-05,-2,-2.2587342754209274,0.0,1719.19,0.0,0.17848,200000,175553.57261886657,-24446.427381133428,0.8777678630943329
2021-02-06,-2,-1.8338024560752053,0.0,1676.35,0.0,0.17,200000,175553.57261886657,-24446.427381133428,0.8777678630943329
2021-02-07,-2,-2.001296618212729,0.0,1611.62,0.0,0.18214,200000,175553.57261886657,-24446.427381133428,0.8777678630943329
2021-02-08,-2,-1.9644900126826268,0.0,1750.15,0.0,0.21432,200000,175553.57261886657,-24446.427381133428,0.8777678630943329
2021-02-09,-2,-2.049332996868518,0.0,1769.13,0.0,0.25112,200000,175553.57261886657,-24446.427381133428,0.8777678630943329
2021-02-10,-2,-1.6983616841097926,0.0,1740.78,0.0,0.23952,200000,175553.57261886657,-24446.427381133428,0.8777678630943329
2021-02-11,-2,-1.4052900454098363,0.0,1785.62,0.0,0.23532,200000,175553.57261886657,-24446.427381133428,0.8777678630943329
2021-02-12,-2,-1.3369207548057915,0.0,1840.26,0.0,0.25158,200000,175553.57261886657,-24446.427381133428,0.8777678630943329
2021-02-13,-2,-1.350216995622661,0.0,1814.96,0.0,0.26402,200000,175553.57261886657,-24446.427381133428,0.8777678630943329
2021-02-14,-1,-1.1315078729051444,48.75350546507664,1800.42,-353753.21931823355,0.24813,200000,175553.57261886657,-24446.427381133428,0.8777678630943329
2021-02-15,-1,-0.9741738309465647,48.75350546507664,1779.25,-353753.21931823355,0.2394,200000,171433.19530352275,-28566.80469647725,0.8571659765176137
2021-02-16,-1,-0.7392308039883778,48.75350546507664,1781.99,-353753.21931823355,0.22679,200000,167105.9518128941,-32894.04818710589,0.8355297590644706
2021-02-17,-1,-0.6781511994270288,48.75350546507664,1849.88,-353753.21931823355,0.23594,200000,173652.66925568,-26347.330744320003,0.8682633462784
2021-02-18,-1,-1.1871204798737964,48.75350546507664,1939.61,-353753.21931823355,0.30729,200000,203267.6134994173,3267.61349941729,1.0163380674970866
2021-02-19,-1,-0.9492477406665899,48.75350546507664,1955.0,-353753.21931823355,0.29228,200000,198708.09412655814,-1291.905873441865,0.9935404706327907
2021-02-20,-1,-0.9128771662690464,48.75350546507664,1913.0,-353753.21931823355,0.2884,200000,195287.88440607017,-4712.115593929833,0.9764394220303508
2021-02-21,-1,-0.9023858245081418,48.75350546507664,1933.53,-353753.21931823355,0.29609,200000,199009.15612982542,-990.8438701745763,0.9950457806491271
2021-02-22,-1,-1.0131160662174186,48.75350546507664,1777.58,-353753.21931823355,0.27521,200000,184019.679733182,-15980.320266817987,0.92009839866591
2021-02-23,-1,-0.5115562586372396,48.75350546507664,1577.89,-353753.21931823355,0.22399,200000,156164.85233338093,-43835.14766661907,0.7808242616669047
2021-02-24,-1,-0.5138290487106649,48.75350546507664,1623.39,-353753.21931823355,0.23287,200000,161524.46541958782,-38475.534580412175,0.8076223270979391
2021-02-25,-1,-0.8699204890986191,48.75350546507664,1481.75,-353753.21931823355,0.22555,200000,152029.5453401049,-47970.4546598951,0.7601477267005246
2021-02-26,-1,-1.1209346069789277,48.75350546507664,1444.59,-353753.21931823355,0.22514,200000,150072.82625710216,-49927.17374289784,0.7503641312855108
2021-02-27,-2,-2.5553818639604384,0.0,1458.13,0.0,0.27529,200000,201849.34744119085,1849.3474411908537,1.0092467372059544
2021-02-28,-2,-1.703338452840485,0.0,1419.18,0.0,0.24682,200000,201849.34744119085,1849.3474411908537,1.0092467372059544
2021-03-01,-2,-1.653588332305329,0.0,1569.86,0.0,0.27925,200000,201849.34744119085,1849.3474411908537,1.0092467372059544
2021-03-02,-2,-2.293379118842917,0.0,1486.78,0.0,0.31185,200000,201849.34744119085,1849.3474411908537,1.0092467372059544
2021-03-03,-2,-2.3078659055754396,0.0,1567.69,0.0,0.36388,200000,201849.34744119085,1849.3474411908537,1.0092467372059544
2021-03-04,-2,-1.6060599071368211,0.0,1539.23,0.0,0.32349,200000,201849.34744119085,1849.3474411908537,1.0092467372059544
