date,statusList,zscore,IOSTUSDT_position,IOSTUSDT_price,ICXUSDT_position,ICXUSDT_price,init,total_asset,pnl,return
2020-08-04,-2,-2.243215526768293,0.0,0.005589,0.0,0.3971,200000,202110.48669318622,2110.48669318622,1.010552433465931
2020-08-05,-2,-1.4373391529888377,0.0,0.005596,0.0,0.3899,200000,202110.48669318622,2110.48669318622,1.010552433465931
2020-08-06,-1,-1.1497438446501538,17965376.594949886,0.005625,-259248.95676396386,0.3898,200000,202110.48669318622,2110.48669318622,1.010552433465931
2020-08-07,0,0.9258928639521236,0.0,0.005853,0.0,0.3783,200000,195033.01782675204,-4966.982173247961,0.9751650891337602
2020-08-08,0,0.7565733656901228,0.0,0.006114,0.0,0.3963,200000,195033.01782675204,-4966.982173247961,0.9751650891337602
2020-08-09,-2,-1.287387618519261,0.0,0.006132,0.0,0.4258,200000,195033.01782675204,-4966.982173247961,0.9751650891337602
2020-08-10,-1,-1.1393568050676277,14851737.574379534,0.006566,-214557.77538696592,0.4545,200000,195033.01782675204,-4966.982173247961,0.9751650891337602
2020-08-11,-1,-0.843729809987144,14851737.574379534,0.006139,-214557.77538696592,0.4217,200000,181653.8308497995,-18346.169150200498,0.9082691542489976
2020-08-12,-2,-1.4015675735181299,0.0,0.006396,0.0,0.4512,200000,196849.77255561954,-3150.2274443804636,0.9842488627780976
2020-08-13,-2,-2.704838527120232,0.0,0.006301,0.0,0.4877,200000,196849.77255561954,-3150.2274443804636,0.9842488627780976
2020-08-14,-2,-2.7078183813721703,0.0,0.006723,0.0,0.5501,200000,196849.77255561954,-3150.2274443804636,0.9842488627780976
2020-08-15,0,-0.8314303511980058,0.0,0.007066,0.0,0.5104,200000,196849.77255561954,-3150.2274443804636,0.9842488627780976
2020-08-16,-2,-1.4589172255152203,0.0,0.007034,0.0,0.5368,200000,196849.77255561954,-3150.2274443804636,0.9842488627780976
2020-08-17,0,0.2255614747408897,0.0,0.007432,0.0,0.5063,200000,196849.77255561954,-3150.2274443804636,0.9842488627780976
2020-08-18,0,0.18309919063921648,0.0,0.007234,0.0,0.4951,200000,196849.77255561954,-3150.2274443804636,0.9842488627780976
2020-08-19,0,0.6699541861990187,0.0,0.006832,0.0,0.4547,200000,196849.77255561954,-3150.2274443804636,0.9842488627780976
2020-08-20,0,-0.4366166396630552,0.0,0.007554,0.0,0.5412,200000,196849.77255561954,-3150.2274443804636,0.9842488627780976
2020-08-21,-2,-1.3768065656724053,0.0,0.007278,0.0,0.5576,200000,196849.77255561954,-3150.2274443804636,0.9842488627780976
2020-08-22,-2,-2.54579851212137,0.0,0.007366,0.0,0.6455,200000,196849.77255561954,-3150.2274443804636,0.9842488627780976
2020-08-23,-2,-1.8421434398177243,0.0,0.007242,0.0,0.6133,200000,196849.77255561954,-3150.2274443804636,0.9842488627780976
2020-08-24,-2,-1.279677974708849,0.0,0.007515,0.0,0.6116,200000,196849.77255561954,-3150.2274443804636,0.9842488627780976
2020-08-25,-2,-1.4434732132332655,0.0,0.00686,0.0,0.5779,200000,196849.77255561954,-3150.2274443804636,0.9842488627780976
2020-08-26,-2,-2.0108196475742557,0.0,0.006817,0.0,0.6398,200000,196849.77255561954,-3150.2274443804636,0.9842488627780976
2020-08-27,-2,-1.5499245974960838,0.0,0.006428,0.0,0.5815,200000,196849.77255561954,-3150.2274443804636,0.9842488627780976
2020-08-28,-2,-1.7394423397379133,0.0,0.006439,0.0,0.6149,200000,196849.77255561954,-3150.2274443804636,0.9842488627780976
2020-08-29,-2,-1.479018329425831,0.0,0.006697,0.0,0.6333,200000,196849.77255561954,-3150.2274443804636,0.9842488627780976
2020-08-30,0,-0.977808594323815,0.0,0.006882,0.0,0.6153,200000,196849.77255561954,-3150.2274443804636,0.9842488627780976
2020-08-31,0,-0.40835468899306887,0.0,0.007111,0.0,0.5953,200000,196849.77255561954,-3150.2274443804636,0.9842488627780976
2020-09-01,0,-0.20522228951262034,0.0,0.007094,0.0,0.5838,200000,196849.77255561954,-3150.2274443804636,0.9842488627780976
2020-09-02,0,-0.16999401493671487,0.0,0.006661,0.0,0.5476,200000,196849.77255561954,-3150.2274443804636,0.9842488627780976
2020-09-03,0,-0.5485370279092249,0.0,0.005066,0.0,0.437,200000,196849.77255561954,-3150.2274443804636,0.9842488627780976
2020-09-04,0,-0.30784882983601003,0.0,0.005465,0.0,0.4613,200000,196849.77255561954,-3150.2274443804636,0.9842488627780976
2020-09-05,0,-0.4411465754060254,0.0,0.004833,0.0,0.417,200000,196849.77255561954,-3150.2274443804636,0.9842488627780976
2020-09-06,0,-0.40940938253524906,0.0,0.005073,0.0,0.4401,200000,196849.77255561954,-3150.2274443804636,0.9842488627780976
2020-09-07,2,1.6685204421790272,0.0,0.005963,0.0,0.4261,200000,196849.77255561954,-3150.2274443804636,0.9842488627780976
2020-09-08,2,3.0853980037094817,0.0,0.006604,0.0,0.4036,200000,196849.77255561954,-3150.2274443804636,0.9842488627780976
2020-09-09,2,1.9434221162452623,0.0,0.00625,0.0,0.4165,200000,196849.77255561954,-3150.2274443804636,0.9842488627780976
2020-09-10,2,2.533674533627228,0.0,0.007731,0.0,0.4562,200000,196849.77255561954,-3150.2274443804636,0.9842488627780976
2020-09-11,2,2.0236207521425476,0.0,0.007514,0.0,0.4483,200000,196849.77255561954,-3150.2274443804636,0.9842488627780976
2020-09-12,2,1.8310455671828907,0.0,0.008372,0.0,0.492,200000,196849.77255561954,-3150.2274443804636,0.9842488627780976
2020-09-13,1,1.0169276998032744,-13351178.279681195,0.007372,205394.17002881836,0.4792,200000,196849.77255561954,-3150.2274443804636,0.9842488627780976
2020-09-14,0,0.035395000269385406,0.0,0.006765,0.0,0.5144,200000,181515.73255483867,-18484.267445161327,0.9075786627741933
2020-09-15,0,-0.33946040543625045,0.0,0.006313,0.0,0.5096,200000,181515.73255483867,-18484.267445161327,0.9075786627741933
2020-09-16,0,0.10275822204368378,0.0,0.006689,0.0,0.4953,200000,181515.73255483867,-18484.267445161327,0.9075786627741933
2020-09-17,0,0.1153942167423986,0.0,0.00644,0.0,0.4707,200000,181515.73255483867,-18484.267445161327,0.9075786627741933
2020-09-18,0,0.06467054045041398,0.0,0.006525,0.0,0.4754,200000,181515.73255483867,-18484.267445161327,0.9075786627741933
2020-09-19,0,-0.0684776310134106,0.0,0.006347,0.0,0.4672,200000,181515.73255483867,-18484.267445161327,0.9075786627741933
2020-09-20,0,-0.16807965681526035,0.0,0.00618,0.0,0.4585,200000,181515.73255483867,-18484.267445161327,0.9075786627741933
2020-09-21,0,-0.3651477688400824,0.0,0.005421,0.0,0.4115,200000,181515.73255483867,-18484.267445161327,0.9075786627741933
2020-09-22,0,-0.407610914686716,0.0,0.00551,0.0,0.4187,200000,181515.73255483867,-18484.267445161327,0.9075786627741933
2020-09-23,0,0.13015645254240538,0.0,0.005294,0.0,0.3715,200000,181515.73255483867,-18484.267445161327,0.9075786627741933
2020-09-24,0,0.03794037170196504,0.0,0.005795,0.0,0.4079,200000,181515.73255483867,-18484.267445161327,0.9075786627741933
2020-09-25,0,-0.0854758256315666,0.0,0.005842,0.0,0.4131,200000,181515.73255483867,-18484.267445161327,0.9075786627741933
2020-09-26,0,-0.5012526771833585,0.0,0.00583,0.0,0.4261,200000,181515.73255483867,-18484.267445161327,0.9075786627741933
2020-09-27,0,-0.2764875563212742,0.0,0.005815,0.0,0.4155,200000,181515.73255483867,-18484.267445161327,0.9075786627741933
2020-09-28,0,0.3669254315654525,0.0,0.005927,0.0,0.4009,200000,181515.73255483867,-18484.267445161327,0.9075786627741933
2020-09-29,0,-0.19427503647004538,0.0,0.005964,0.0,0.4261,200000,181515.73255483867,-18484.267445161327,0.9075786627741933
2020-09-30,0,-0.02207292993968955,0.0,0.005923,0.0,0.4206,200000,181515.73255483867,-18484.267445161327,0.9075786627741933
2020-10-01,0,-0.8012334557953369,0.0,0.005696,0.0,0.4333,200000,181515.73255483867,-18484.267445161327,0.9075786627741933
2020-10-02,0,0.08125333835277777,0.0,0.005456,0.0,0.3948,200000,181515.73255483867,-18484.267445161327,0.9075786627741933
2020-10-03,0,0.16476229371928885,0.0,0.005366,0.0,0.3896,200000,181515.73255483867,-18484.267445161327,0.9075786627741933
2020-10-04,0,0.44877728954036417,0.0,0.005502,0.0,0.3942,200000,181515.73255483867,-18484.267445161327,0.9075786627741933
2020-10-05,0,0.4633318211961955,0.0,0.005509,0.0,0.3936,200000,181515.73255483867,-18484.267445161327,0.9075786627741933
2020-10-06,2,1.9548406791039366,0.0,0.005287,0.0,0.3583,200000,181515.73255483867,-18484.267445161327,0.9075786627741933
2020-10-07,2,1.3943254483740712,0.0,0.00537,0.0,0.3683,200000,181515.73255483867,-18484.267445161327,0.9075786627741933
2020-10-08,0,0.9582921230391815,0.0,0.005464,0.0,0.379,200000,181515.73255483867,-18484.267445161327,0.9075786627741933
2020-10-09,1,1.137632700015373,-15647907.978865404,0.0058,227920.3070753876,0.3982,200000,181515.73255483867,-18484.267445161327,0.9075786627741933
2020-10-10,2,1.2232872924206368,0.0,0.005769,0.0,0.3931,200000,182193.04097357832,-17806.959026421682,0.9109652048678916
2020-10-11,2,1.7215890658872812,0.0,0.005945,0.0,0.3959,200000,182193.04097357832,-17806.959026421682,0.9109652048678916
2020-10-12,0,0.4962650929328323,0.0,0.005883,0.0,0.4075,200000,182193.04097357832,-17806.959026421682,0.9109652048678916
2020-10-13,0,0.9846421289365387,0.0,0.006026,0.0,0.4102,200000,182193.04097357832,-17806.959026421682,0.9109652048678916
2020-10-14,1,1.1574683235100638,-15755192.05928557,0.005782,233520.9445957169,0.3901,200000,182193.04097357832,-17806.959026421682,0.9109652048678916
2020-10-15,2,1.6547156796525138,0.0,0.00578,0.0,0.3808,200000,184333.2753741999,-15666.724625800096,0.9216663768709995
2020-10-16,0,0.928247459150936,0.0,0.005459,0.0,0.3676,200000,184333.2753741999,-15666.724625800096,0.9216663768709995
2020-10-17,0,0.14360292622864362,0.0,0.00552,0.0,0.3814,200000,184333.2753741999,-15666.724625800096,0.9216663768709995
2020-10-18,0,0.03214283874363725,0.0,0.005543,0.0,0.385,200000,184333.2753741999,-15666.724625800096,0.9216663768709995
2020-10-19,0,0.9805109092952142,0.0,0.005576,0.0,0.3738,200000,184333.2753741999,-15666.724625800096,0.9216663768709995
2020-10-20,0,0.06225011359277311,0.0,0.005131,0.0,0.3544,200000,184333.2753741999,-15666.724625800096,0.9216663768709995
2020-10-21,0,0.6494861221209625,0.0,0.005511,0.0,0.3728,200000,184333.2753741999,-15666.724625800096,0.9216663768709995
2020-10-22,0,0.14070206636634347,0.0,0.00558,0.0,0.3817,200000,184333.2753741999,-15666.724625800096,0.9216663768709995
2020-10-23,0,0.2479064765672151,0.0,0.005507,0.0,0.3749,200000,184333.2753741999,-15666.724625800096,0.9216663768709995
2020-10-24,0,0.13665680988562093,0.0,0.005481,0.0,0.3732,200000,184333.2753741999,-15666.724625800096,0.9216663768709995
2020-10-25,0,-0.7355835107054763,0.0,0.00539,0.0,0.3711,200000,184333.2753741999,-15666.724625800096,0.9216663768709995
2020-10-26,0,-0.5976807075994569,0.0,0.005251,0.0,0.3611,200000,184333.2753741999,-15666.724625800096,0.9216663768709995
2020-10-27,0,0.45884392317532097,0.0,0.005274,0.0,0.357,200000,184333.2753741999,-15666.724625800096,0.9216663768709995
2020-10-28,0,-0.2535743040194258,0.0,0.004975,0.0,0.3399,200000,184333.2753741999,-15666.724625800096,0.9216663768709995
2020-10-29,0,-0.5563903357319572,0.0,0.004921,0.0,0.3376,200000,184333.2753741999,-15666.724625800096,0.9216663768709995
2020-10-30,2,2.3464870608173505,0.0,0.004891,0.0,0.32,200000,184333.2753741999,-15666.724625800096,0.9216663768709995
2020-10-31,2,2.0254789667594713,0.0,0.004855,0.0,0.3181,200000,184333.2753741999,-15666.724625800096,0.9216663768709995
2020-11-01,0,0.04573258488214295,0.0,0.004984,0.0,0.3377,200000,184333.2753741999,-15666.724625800096,0.9216663768709995
2020-11-02,0,-0.9263910141229879,0.0,0.004645,0.0,0.3204,200000,184333.2753741999,-15666.724625800096,0.9216663768709995
2020-11-03,-2,-2.3776328736066428,0.0,0.004405,0.0,0.3157,200000,184333.2753741999,-15666.724625800096,0.9216663768709995
2020-11-04,-2,-2.3767877509797697,0.0,0.004309,0.0,0.3124,200000,184333.2753741999,-15666.724625800096,0.9216663768709995
2020-11-05,0,-0.30061156814504963,0.0,0.004583,0.0,0.316,200000,184333.2753741999,-15666.724625800096,0.9216663768709995
2020-11-06,-2,-1.550143594564076,0.0,0.005049,0.0,0.3604,200000,184333.2753741999,-15666.724625800096,0.9216663768709995
2020-11-07,-2,-1.9962909795141344,0.0,0.004605,0.0,0.3357,200000,184333.2753741999,-15666.724625800096,0.9216663768709995
2020-11-08,0,-0.14742693762793047,0.0,0.005081,0.0,0.3512,200000,184333.2753741999,-15666.724625800096,0.9216663768709995
2020-11-09,0,-0.5039852558716973,0.0,0.004922,0.0,0.3439,200000,184333.2753741999,-15666.724625800096,0.9216663768709995
2020-11-10,0,-0.0463947516492465,0.0,0.005183,0.0,0.3578,200000,184333.2753741999,-15666.724625800096,0.9216663768709995
2020-11-11,0,-0.5866678365112639,0.0,0.005147,0.0,0.3613,200000,184333.2753741999,-15666.724625800096,0.9216663768709995
2020-11-12,-2,-1.5727503524614226,0.0,0.005019,0.0,0.365,200000,184333.2753741999,-15666.724625800096,0.9216663768709995
2020-11-13,-2,-1.418336620885122,0.0,0.005137,0.0,0.3739,200000,184333.2753741999,-15666.724625800096,0.9216663768709995
2020-11-14,-1,-1.1601896635381215,18960427.419687297,0.004861,-261688.3523199885,0.3522,200000,184333.2753741999,-15666.724625800096,0.9216663768709995
2020-11-15,-1,-0.3614935451185265,18960427.419687297,0.00483,-261688.3523199885,0.341,200000,180814.59257820575,-19185.407421794254,0.9040729628910287
2020-11-16,-1,-1.111723344952555,18960427.419687297,0.004852,-261688.3523199885,0.3529,200000,184345.8133740467,-15654.186625953298,0.9217290668702335
2020-11-17,-2,-1.8131388457190925,0.0,0.004816,0.0,0.3631,200000,188038.8976483737,-11961.102351626294,0.9401944882418686
2020-11-18,-2,-1.4571426563609617,0.0,0.004638,0.0,0.3474,200000,188038.8976483737,-11961.102351626294,0.9401944882418686
2020-11-19,0,-0.9950740391761023,0.0,0.004694,0.0,0.3458,200000,188038.8976483737,-11961.102351626294,0.9401944882418686
2020-11-20,-2,-1.5115597983041222,0.0,0.004817,0.0,0.362,200000,188038.8976483737,-11961.102351626294,0.9401944882418686
2020-11-21,-2,-1.6354169863289683,0.0,0.005356,0.0,0.4062,200000,188038.8976483737,-11961.102351626294,0.9401944882418686
2020-11-22,0,-0.9036918334080266,0.0,0.005232,0.0,0.3886,200000,188038.8976483737,-11961.102351626294,0.9401944882418686
2020-11-23,-2,-2.1046797207478356,0.0,0.005586,0.0,0.4374,200000,188038.8976483737,-11961.102351626294,0.9401944882418686
2020-11-24,0,-0.23386276738547873,0.0,0.00637,0.0,0.4662,200000,188038.8976483737,-11961.102351626294,0.9401944882418686
2020-11-25,0,-0.9336403511718107,0.0,0.006273,0.0,0.4722,200000,188038.8976483737,-11961.102351626294,0.9401944882418686
2020-11-26,0,0.4036443143516341,0.0,0.005612,0.0,0.4039,200000,188038.8976483737,-11961.102351626294,0.9401944882418686
2020-11-27,0,0.7160254906885186,0.0,0.005576,0.0,0.3966,200000,188038.8976483737,-11961.102351626294,0.9401944882418686
2020-11-28,2,1.51162098841027,0.0,0.005881,0.0,0.4078,200000,188038.8976483737,-11961.102351626294,0.9401944882418686
2020-11-29,2,1.9574343086908628,0.0,0.006002,0.0,0.4079,200000,188038.8976483737,-11961.102351626294,0.9401944882418686
2020-11-30,0,0.8444209963504853,0.0,0.006207,0.0,0.4394,200000,188038.8976483737,-11961.102351626294,0.9401944882418686
2020-12-01,2,1.5473587989877078,0.0,0.006059,0.0,0.4179,200000,188038.8976483737,-11961.102351626294,0.9401944882418686
2020-12-02,2,1.3891734191124012,0.0,0.00634,0.0,0.4373,200000,188038.8976483737,-11961.102351626294,0.9401944882418686
2020-12-03,0,0.7315511748558422,0.0,0.006244,0.0,0.4402,200000,188038.8976483737,-11961.102351626294,0.9401944882418686
2020-12-04,2,1.9996678251289006,0.0,0.006009,0.0,0.3991,200000,188038.8976483737,-11961.102351626294,0.9401944882418686
2020-12-05,1,1.1706813821451134,-15228287.791413484,0.006174,222425.9494302977,0.4227,200000,188038.8976483737,-11961.102351626294,0.9401944882418686
2020-12-06,1,1.0294505324603591,-15228287.791413484,0.006027,222425.9494302977,0.4134,200000,183731.77801333414,-16268.221986665856,0.9186588900666707
2020-12-07,0,0.1618621515459395,0.0,0.005934,0.0,0.4219,200000,184562.0493379787,-15437.950662021292,0.9228102466898935
2020-12-08,0,0.4440149525547712,0.0,0.005546,0.0,0.3884,200000,184562.0493379787,-15437.950662021292,0.9228102466898935
2020-12-09,2,2.3417913843689555,0.0,0.006129,0.0,0.3882,200000,184562.0493379787,-15437.950662021292,0.9228102466898935
2020-12-10,2,1.7555010201186239,0.0,0.005897,0.0,0.3791,200000,184562.0493379787,-15437.950662021292,0.9228102466898935
2020-12-11,2,1.8301437622455015,0.0,0.005692,0.0,0.3601,200000,184562.0493379787,-15437.950662021292,0.9228102466898935
2020-12-12,2,1.2715649639471938,0.0,0.00594,0.0,0.3838,200000,184562.0493379787,-15437.950662021292,0.9228102466898935
2020-12-13,0,0.9420975840676312,0.0,0.005905,0.0,0.3871,200000,184562.0493379787,-15437.950662021292,0.9228102466898935
2020-12-14,0,0.8637783469825681,0.0,0.006184,0.0,0.4052,200000,184562.0493379787,-15437.950662021292,0.9228102466898935
2020-12-15,2,1.4015850890444874,0.0,0.006275,0.0,0.4001,200000,184562.0493379787,-15437.950662021292,0.9228102466898935
2020-12-16,0,0.4308431343939554,0.0,0.006424,0.0,0.4251,200000,184562.0493379787,-15437.950662021292,0.9228102466898935
2020-12-17,2,1.2806347911203944,0.0,0.006419,0.0,0.4087,200000,184562.0493379787,-15437.950662021292,0.9228102466898935
2020-12-18,0,0.2556950470901689,0.0,0.006556,0.0,0.4336,200000,184562.0493379787,-15437.950662021292,0.9228102466898935
2020-12-19,0,0.4102236803352654,0.0,0.00661,0.0,0.4338,200000,184562.0493379787,-15437.950662021292,0.9228102466898935
2020-12-20,0,0.1447445549206386,0.0,0.006469,0.0,0.4277,200000,184562.0493379787,-15437.950662021292,0.9228102466898935
2020-12-21,0,0.5530822658415682,0.0,0.006164,0.0,0.4005,200000,184562.0493379787,-15437.950662021292,0.9228102466898935
2020-12-22,0,0.6220027543035024,0.0,0.006132,0.0,0.3964,200000,184562.0493379787,-15437.950662021292,0.9228102466898935
2020-12-23,-2,-1.4957765776019385,0.0,0.005073,0.0,0.3529,200000,184562.0493379787,-15437.950662021292,0.9228102466898935
2020-12-24,0,-0.29657942085203287,0.0,0.005668,0.0,0.3781,200000,184562.0493379787,-15437.950662021292,0.9228102466898935
2020-12-25,-2,-1.347820938333619,0.0,0.005818,0.0,0.4034,200000,184562.0493379787,-15437.950662021292,0.9228102466898935
2020-12-26,-2,-1.8829534012881468,0.0,0.005847,0.0,0.4167,200000,184562.0493379787,-15437.950662021292,0.9228102466898935
2020-12-27,-2,-1.313792962284845,0.0,0.005785,0.0,0.4014,200000,184562.0493379787,-15437.950662021292,0.9228102466898935
2020-12-28,-2,-2.8672715791013283,0.0,0.005892,0.0,0.4496,200000,184562.0493379787,-15437.950662021292,0.9228102466898935
2020-12-29,-2,-2.816027575881556,0.0,0.005797,0.0,0.4673,200000,184562.0493379787,-15437.950662021292,0.9228102466898935
2020-12-30,-2,-2.1517205012259635,0.0,0.005945,0.0,0.4728,200000,184562.0493379787,-15437.950662021292,0.9228102466898935
2020-12-31,-2,-2.1264160107316292,0.0,0.005673,0.0,0.4665,200000,184562.0493379787,-15437.950662021292,0.9228102466898935
2021-01-01,-2,-1.338963162894948,0.0,0.005787,0.0,0.4497,200000,184562.0493379787,-15437.950662021292,0.9228102466898935
2021-01-02,-1,-1.1523093779457816,16434732.79946382,0.005615,-212629.08909905382,0.434,200000,184562.0493379787,-15437.950662021292,0.9228102466898935
2021-01-03,-2,-1.8196132392024966,0.0,0.005726,0.0,0.4864,200000,193879.55826602865,-6120.441733971355,0.9693977913301433
2021-01-04,-2,-1.9961368975742502,0.0,0.005796,0.0,0.523,200000,193879.55826602865,-6120.441733971355,0.9693977913301433
2021-01-05,-2,-2.0210821912005685,0.0,0.005739,0.0,0.5472,200000,193879.55826602865,-6120.441733971355,0.9693977913301433
2021-01-06,-2,-2.0862178835414253,0.0,0.006113,0.0,0.6253,200000,193879.55826602865,-6120.441733971355,0.9693977913301433
2021-01-07,-2,-1.2064744206357716,0.0,0.006353,0.0,0.574,200000,193879.55826602865,-6120.441733971355,0.9693977913301433
2021-01-08,0,0.3298838547340899,0.0,0.008581,0.0,0.628,200000,193879.55826602865,-6120.441733971355,0.9693977913301433
2021-01-09,2,1.8717613829833972,0.0,0.011344,0.0,0.6849,200000,193879.55826602865,-6120.441733971355,0.9693977913301433
2021-01-10,2,1.4899392233838262,0.0,0.010123,0.0,0.6342,200000,193879.55826602865,-6120.441733971355,0.9693977913301433
2021-01-11,2,2.0580129677687626,0.0,0.010585,0.0,0.6058,200000,193879.55826602865,-6120.441733971355,0.9693977913301433
2021-01-12,2,2.0564759448835,0.0,0.010376,0.0,0.5695,200000,193879.55826602865,-6120.441733971355,0.9693977913301433
2021-01-13,2,2.311404848795401,0.0,0.012541,0.0,0.6271,200000,193879.55826602865,-6120.441733971355,0.9693977913301433
2021-01-14,2,2.8325027172465442,0.0,0.01478,0.0,0.603,200000,193879.55826602865,-6120.441733971355,0.9693977913301433
2021-01-15,2,3.616075284781714,0.0,0.024766,0.0,0.6112,200000,193879.55826602865,-6120.441733971355,0.9693977913301433
2021-01-16,2,1.9439269242546937,0.0,0.02079,0.0,0.66,200000,193879.55826602865,-6120.441733971355,0.9693977913301433
2021-01-17,2,1.6531166860330917,0.0,0.020653,0.0,0.6625,200000,193879.55826602865,-6120.441733971355,0.9693977913301433
2021-01-18,1,1.0666105036309128,-4778654.20156829,0.020286,130033.23827366106,0.7455,200000,193879.55826602865,-6120.441733971355,0.9693977913301433
2021-01-19,1,0.8081343999627636,-4778654.20156829,0.017878,130033.23827366106,0.6956,200000,175883.90035879653,-24116.099641203473,0.8794195017939826
2021-01-20,1,0.4026597858527216,-4778654.20156829,0.01825,130033.23827366106,0.8043,200000,191796.17272212688,-8203.827277873119,0.9589808636106344
2021-01-21,0,0.1941388399208847,0.0,0.014886,0.0,0.6985,200000,174186.38777642197,-25813.612223578035,0.8709319388821098
2021-01-22,0,0.2600479923802407,0.0,0.015771,0.0,0.7073,200000,174186.38777642197,-25813.612223578035,0.8709319388821098
2021-01-23,0,0.07178138662525141,0.0,0.01545,0.0,0.7289,200000,174186.38777642197,-25813.612223578035,0.8709319388821098
2021-01-24,0,0.27135829719518617,0.0,0.017724,0.0,0.7598,200000,174186.38777642197,-25813.612223578035,0.8709319388821098
2021-01-25,0,-0.21190876249429275,0.0,0.016313,0.0,0.8088,200000,174186.38777642197,-25813.612223578035,0.8709319388821098
2021-01-26,0,-0.47809675547749847,0.0,0.016927,0.0,0.8941,200000,174186.38777642197,-25813.612223578035,0.8709319388821098
2021-01-27,0,-0.4693444912252278,0.0,0.015691,0.0,0.7986,200000,174186.38777642197,-25813.612223578035,0.8709319388821098
2021-01-28,0,-0.33298153851869294,0.0,0.017132,0.0,0.8163,200000,174186.38777642197,-25813.612223578035,0.8709319388821098
2021-01-29,0,-0.36205302134792333,0.0,0.016936,0.0,0.8025,200000,174186.38777642197,-25813.612223578035,0.8709319388821098
2021-01-30,0,-0.4465560440993379,0.0,0.01605,0.0,0.7655,200000,174186.38777642197,-25813.612223578035,0.8709319388821098
2021-01-31,0,-0.33234131226045704,0.0,0.015755,0.0,0.7202,200000,174186.38777642197,-25813.612223578035,0.8709319388821098
2021-02-01,0,-0.5280926818764252,0.0,0.016121,0.0,0.7669,200000,174186.38777642197,-25813.612223578035,0.8709319388821098
2021-02-02,0,-0.5225271630010332,0.0,0.01666,0.0,0.7886,200000,174186.38777642197,-25813.612223578035,0.8709319388821098
2021-02-03,0,-0.41638593338266344,0.0,0.017367,0.0,0.8069,200000,174186.38777642197,-25813.612223578035,0.8709319388821098
2021-02-04,0,-0.39164380712379965,0.0,0.016295,0.0,0.7617,200000,174186.38777642197,-25813.612223578035,0.8709319388821098
2021-02-05,0,-0.1393499578253619,0.0,0.018217,0.0,0.8324,200000,174186.38777642197,-25813.612223578035,0.8709319388821098
2021-02-06,1,1.0505061149797696,-4400646.449811075,0.019791,105414.17802978816,0.8262,200000,174186.38777642197,-25813.612223578035,0.8709319388821098
2021-02-07,1,0.7540952423810382,-4400646.449811075,0.018838,105414.17802978816,0.8249,200000,169855.5332783133,-30144.46672168671,0.8492776663915664
2021-02-08,2,1.6583293825076422,0.0,0.02006,0.0,0.8455,200000,173335.66803544623,-26664.33196455377,0.8666783401772311
2021-02-09,2,1.2414598477595253,0.0,0.021872,0.0,0.9404,200000,173335.66803544623,-26664.33196455377,0.8666783401772311
2021-02-10,-2,-2.0915973100417746,0.0,0.022485,0.0,1.227,200000,173335.66803544623,-26664.33196455377,0.8666783401772311
2021-02-11,0,-0.904761217569956,0.0,0.026566,0.0,1.3298,200000,173335.66803544623,-26664.33196455377,0.8666783401772311
2021-02-12,0,0.25939724877872095,0.0,0.031099,0.0,1.4273,200000,173335.66803544623,-26664.33196455377,0.8666783401772311
2021-02-13,0,0.18950762857246367,0.0,0.034867,0.0,1.6156,200000,173335.66803544623,-26664.33196455377,0.8666783401772311
2021-02-14,0,-0.12964645480051878,0.0,0.031014,0.0,1.4652,200000,173335.66803544623,-26664.33196455377,0.8666783401772311
2021-02-15,-2,-2.4714384346571396,0.0,0.030545,0.0,1.7707,200000,173335.66803544623,-26664.33196455377,0.8666783401772311
2021-02-16,-2,-1.8682548103404009,0.0,0.030866,0.0,1.725,200000,173335.66803544623,-26664.33196455377,0.8666783401772311
2021-02-17,0,-0.4046490494342838,0.0,0.0402,0.0,1.9668,200000,173335.66803544623,-26664.33196455377,0.8666783401772311
2021-02-18,-1,-1.173153009223015,2029358.9813783013,0.042707,-38326.55287565698,2.2613,200000,173335.66803544623,-26664.33196455377,0.8666783401772311
2021-02-19,-1,-0.9486618953666605,2029358.9813783013,0.043628,-38326.55287565698,2.2766,200000,175791.1039162932,-24208.896083706786,0.8789555195814661
2021-02-20,-1,-0.31467515785980316,2029358.9813783013,0.0415,-38326.55287565698,2.0461,200000,162638.35756608125,-37361.64243391875,0.8131917878304062
2021-02-21,0,2.6472454216270283,0.0,0.056268,0.0,2.0416,200000,137395.18722219326,-62604.81277780674,0.6869759361109663
2021-02-22,2,3.1456241678565044,0.0,0.059897,0.0,1.8129,200000,137395.18722219326,-62604.81277780674,0.6869759361109663
2021-02-23,2,3.0208806253847076,0.0,0.055317,0.0,1.4568,200000,137395.18722219326,-62604.81277780674,0.6869759361109663
2021-02-24,2,1.5436273879935134,0.0,0.052644,0.0,1.6695,200000,137395.18722219326,-62604.81277780674,0.6869759361109663
2021-02-25,0,0.8419418291244903,0.0,0.043304,0.0,1.5406,200000,137395.18722219326,-62604.81277780674,0.6869759361109663
2021-02-26,0,0.6345555051035695,0.0,0.040312,0.0,1.4844,200000,137395.18722219326,-62604.81277780674,0.6869759361109663
2021-02-27,0,0.3719663371423498,0.0,0.039475,0.0,1.5276,200000,137395.18722219326,-62604.81277780674,0.6869759361109663
2021-02-28,0,0.2411851528030441,0.0,0.035048,0.0,1.3919,200000,137395.18722219326,-62604.81277780674,0.6869759361109663
