date,statusList,zscore,ICXUSDT_position,ICXUSDT_price,ZECUSDT_position,ZECUSDT_price,init,total_asset,pnl,return
2020-03-10,2,1.6856182598474347,0.0,0.3151,0.0,41.4,200000,198001.50152804452,-1998.4984719554777,0.9900075076402226
2020-03-11,2,1.3397342076912333,0.0,0.3014,0.0,40.24,200000,198001.50152804452,-1998.4984719554777,0.9900075076402226
2020-03-12,0,-0.12094379809369626,0.0,0.1653,0.0,25.45,200000,198001.50152804452,-1998.4984719554777,0.9900075076402226
2020-03-13,0,0.5941216859051437,0.0,0.1911,0.0,27.34,200000,198001.50152804452,-1998.4984719554777,0.9900075076402226
2020-03-14,0,0.9511961704338219,0.0,0.1819,0.0,24.95,200000,198001.50152804452,-1998.4984719554777,0.9900075076402226
2020-03-15,0,0.9260813863006809,0.0,0.1885,0.0,25.68,200000,198001.50152804452,-1998.4984719554777,0.9900075076402226
2020-03-16,0,0.08924992589032413,0.0,0.1682,0.0,24.68,200000,198001.50152804452,-1998.4984719554777,0.9900075076402226
2020-03-17,0,0.6041836484160724,0.0,0.1804,0.0,25.06,200000,198001.50152804452,-1998.4984719554777,0.9900075076402226
2020-03-18,-1,-1.1738970579627916,543363.0667619224,0.1822,-3329.9949802900187,29.73,200000,198001.50152804452,-1998.4984719554777,0.9900075076402226
2020-03-19,-1,-0.5818977147256018,543363.0667619224,0.2085,-3329.9949802900187,31.95,200000,219684.53904012693,19684.539040126925,1.0984226952006346
2020-03-20,-2,-1.3322567154301201,0.0,0.2021,0.0,33.08,200000,198344.05968345382,-1655.9403165461845,0.991720298417269
2020-03-21,-2,-1.444415596053152,0.0,0.201,0.0,33.03,200000,198344.05968345382,-1655.9403165461845,0.991720298417269
2020-03-22,-2,-1.2249717183182403,0.0,0.1837,0.0,29.49,200000,198344.05968345382,-1655.9403165461845,0.991720298417269
2020-03-23,-1,-1.1693251370530964,498101.60643760377,0.1991,-3094.291102705988,32.05,200000,198344.05968345382,-1655.9403165461845,0.991720298417269
2020-03-24,-1,-0.8657476064038537,498101.60643760377,0.2089,-3094.291102705988,32.79,200000,205515.23084254476,5515.230842544755,1.0275761542127237
2020-03-25,-1,-0.7641356937873126,498101.60643760377,0.2055,-3094.291102705988,32.2,200000,201996.0536300604,1996.0536300603999,1.009980268150302
2020-03-26,-1,-0.5837149192398001,498101.60643760377,0.2092,-3094.291102705988,32.46,200000,204643.5452605831,4643.545260583109,1.0232177263029156
2020-03-27,-1,-0.829132327181355,498101.60643760377,0.1945,-3094.291102705988,31.01,200000,192834.72954702663,-7165.270452973375,0.9641736477351331
2020-03-28,-1,-0.729128621853941,498101.60643760377,0.1913,-3094.291102705988,30.38,200000,189291.40101172152,-10708.598988278478,0.9464570050586076
2020-03-29,-1,-0.5807598131341624,498101.60643760377,0.1789,-3094.291102705988,28.22,200000,176431.27231005032,-23568.72768994968,0.8821563615502516
2020-03-30,0,0.31619695033749895,0.0,0.2055,0.0,30.54,200000,190483.8298371671,-9516.170162832888,0.9524191491858356
2020-03-31,0,0.7463547295994345,0.0,0.2118,0.0,30.9,200000,190483.8298371671,-9516.170162832888,0.9524191491858356
2020-04-01,2,2.438195711084192,0.0,0.2447,0.0,31.32,200000,190483.8298371671,-9516.170162832888,0.9524191491858356
2020-04-02,2,2.0305419395869087,0.0,0.2505,0.0,32.23,200000,190483.8298371671,-9516.170162832888,0.9524191491858356
2020-04-03,2,1.3336301632179537,0.0,0.2419,0.0,32.66,200000,190483.8298371671,-9516.170162832888,0.9524191491858356
2020-04-04,1,1.056983562722355,-398168.5406295299,0.2392,2883.4972727394356,33.03,200000,190483.8298371671,-9516.170162832888,0.9524191491858356
2020-04-05,1,0.7673050122298337,-398168.5406295299,0.231,2883.4972727394356,32.52,200000,185748.26419490785,-14251.735805092147,0.9287413209745392
2020-04-06,0,0.10195795835406431,0.0,0.2519,0.0,37.56,200000,182478.3276576525,-17521.672342347505,0.9123916382882624
2020-04-07,0,0.21933320725869845,0.0,0.2479,0.0,36.45,200000,182478.3276576525,-17521.672342347505,0.9123916382882624
2020-04-08,0,-0.019155779177580306,0.0,0.253,0.0,37.86,200000,182478.3276576525,-17521.672342347505,0.9123916382882624
2020-04-09,0,-0.8894099398847807,0.0,0.2538,0.0,40.71,200000,182478.3276576525,-17521.672342347505,0.9123916382882624
2020-04-10,0,-0.8940804494581488,0.0,0.2288,0.0,36.62,200000,182478.3276576525,-17521.672342347505,0.9123916382882624
2020-04-11,0,-0.7128650259251706,0.0,0.2299,0.0,36.2,200000,182478.3276576525,-17521.672342347505,0.9123916382882624
2020-04-12,0,-0.6719288883768124,0.0,0.2323,0.0,36.38,200000,182478.3276576525,-17521.672342347505,0.9123916382882624
2020-04-13,0,-0.6936053551905095,0.0,0.2279,0.0,35.75,200000,182478.3276576525,-17521.672342347505,0.9123916382882624
2020-04-14,0,-0.6073522312163102,0.0,0.228,0.0,35.51,200000,182478.3276576525,-17521.672342347505,0.9123916382882624
2020-04-15,0,-0.8519399921139968,0.0,0.2205,0.0,35.08,200000,182478.3276576525,-17521.672342347505,0.9123916382882624
2020-04-16,-2,-1.2249788010615128,0.0,0.2353,0.0,38.74,200000,182478.3276576525,-17521.672342347505,0.9123916382882624
2020-04-17,-2,-1.6891479994173169,0.0,0.2321,0.0,40.4,200000,182478.3276576525,-17521.672342347505,0.9123916382882624
2020-04-18,-2,-1.3566392144345296,0.0,0.2474,0.0,42.13,200000,182478.3276576525,-17521.672342347505,0.9123916382882624
2020-04-19,-2,-2.168193954126867,0.0,0.2378,0.0,46.44,200000,182478.3276576525,-17521.672342347505,0.9123916382882624
2020-04-20,-2,-1.6473932681662034,0.0,0.2222,0.0,41.89,200000,182478.3276576525,-17521.672342347505,0.9123916382882624
2020-04-21,-2,-1.4876078891548983,0.0,0.2245,0.0,42.09,200000,182478.3276576525,-17521.672342347505,0.9123916382882624
2020-04-22,-2,-1.5623650941906666,0.0,0.2372,0.0,45.53,200000,182478.3276576525,-17521.672342347505,0.9123916382882624
2020-04-23,0,-0.8742543141624947,0.0,0.2497,0.0,44.46,200000,182478.3276576525,-17521.672342347505,0.9123916382882624
2020-04-24,0,-0.14644208394139507,0.0,0.265,0.0,44.08,200000,182478.3276576525,-17521.672342347505,0.9123916382882624
2020-04-25,0,0.09061025272167508,0.0,0.2722,0.0,44.7,200000,182478.3276576525,-17521.672342347505,0.9123916382882624
2020-04-26,2,1.2972395517858126,0.0,0.2989,0.0,44.59,200000,182478.3276576525,-17521.672342347505,0.9123916382882624
2020-04-27,1,1.0346968004568384,-313860.2126894608,0.2907,2052.162929123397,44.46,200000,182478.3276576525,-17521.672342347505,0.9123916382882624
2020-04-28,1,0.7355089910311075,-313860.2126894608,0.2839,2052.162929123397,44.62,200000,180672.4242800239,-19327.5757199761,0.9033621214001195
2020-04-29,1,0.6958812024416081,-313860.2126894608,0.299,2052.162929123397,47.07,200000,190439.5126679871,-9560.487332012912,0.9521975633399354
2020-04-30,1,0.43094060964769054,-313860.2126894608,0.2786,2052.162929123397,44.76,200000,179296.26796284702,-20703.73203715298,0.8964813398142351
2020-05-01,1,0.4244216332571012,-313860.2126894608,0.2841,2052.162929123397,45.73,200000,183013.09717388876,-16986.90282611124,0.9150654858694438
2020-05-02,1,0.522039078875019,-313860.2126894608,0.2906,2052.162929123397,46.5,200000,186633.35401179528,-13366.64598820472,0.9331667700589764
2020-05-03,1,0.265339036821628,-313860.2126894608,0.2738,2052.162929123397,44.78,200000,177830.7822005201,-22169.2177994799,0.8891539110026005
2020-05-04,1,0.6090253508222272,-313860.2126894608,0.2756,2052.162929123397,44.02,200000,176836.08675722734,-23163.913242772658,0.8841804337861368
2020-05-05,1,0.6001019517440095,-313860.2126894608,0.2742,2052.162929123397,43.84,200000,176027.29313221987,-23972.70686778013,0.8801364656610994
2020-05-06,1,0.4167348087835694,-313860.2126894608,0.2613,2052.162929123397,42.3,200000,168818.1654776758,-31181.834522324207,0.8440908273883789
2020-05-07,1,0.707486383759955,-313860.2126894608,0.2801,2052.162929123397,44.17,200000,178556.28215369844,-21443.71784630156,0.8927814107684922
2020-05-08,1,0.8737658846305117,-313860.2126894608,0.3018,2052.162929123397,46.76,200000,190682.1507554893,-9317.849244510697,0.9534107537774466
2020-05-09,1,1.0470730284392142,-313860.2126894608,0.2954,2052.162929123397,45.0,200000,185061.63863901957,-14938.36136098043,0.9253081931950978
2020-05-10,1,0.6751880423470713,-313860.2126894608,0.2632,2052.162929123397,40.9,200000,166541.471781013,-33458.52821898699,0.8327073589050651
2020-05-11,1,0.3402782978905228,-313860.2126894608,0.2515,2052.162929123397,39.68,200000,160365.66851901577,-39634.33148098423,0.8018283425950788
2020-05-12,0,-0.10182407362074579,0.0,0.264,0.0,42.21,200000,178715.62656937155,-21284.373430628446,0.8935781328468577
2020-05-13,0,0.05970423841742556,0.0,0.2712,0.0,42.89,200000,178715.62656937155,-21284.373430628446,0.8935781328468577
2020-05-14,0,-0.6990150609891392,0.0,0.2685,0.0,43.2,200000,178715.62656937155,-21284.373430628446,0.8935781328468577
2020-05-15,0,0.5804273533222787,0.0,0.269,0.0,41.87,200000,178715.62656937155,-21284.373430628446,0.8935781328468577
2020-05-16,0,0.7088195879828714,0.0,0.2725,0.0,42.51,200000,178715.62656937155,-21284.373430628446,0.8935781328468577
2020-05-17,-2,-2.3610775766436705,0.0,0.277,0.0,46.25,200000,178715.62656937155,-21284.373430628446,0.8935781328468577
2020-05-18,-2,-2.110228577884715,0.0,0.2866,0.0,48.07,200000,178715.62656937155,-21284.373430628446,0.8935781328468577
2020-05-19,-2,-1.375576996758961,0.0,0.2961,0.0,48.97,200000,178715.62656937155,-21284.373430628446,0.8935781328468577
2020-05-20,2,3.163437924239406,0.0,0.341,0.0,48.39,200000,178715.62656937155,-21284.373430628446,0.8935781328468577
2020-05-21,2,1.4960702899515421,0.0,0.3083,0.0,46.0,200000,178715.62656937155,-21284.373430628446,0.8935781328468577
2020-05-22,2,1.7079635769918051,0.0,0.3254,0.0,47.7,200000,178715.62656937155,-21284.373430628446,0.8935781328468577
2020-05-23,2,1.4516451612346277,0.0,0.3191,0.0,46.91,200000,178715.62656937155,-21284.373430628446,0.8935781328468577
2020-05-24,1,1.113257596953289,-294618.57330921787,0.3033,1985.7291841041283,45.0,200000,178715.62656937155,-21284.373430628446,0.8935781328468577
2020-05-25,2,2.232044009968135,0.0,0.3318,0.0,45.94,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-05-26,2,2.5524362420314666,0.0,0.3408,0.0,44.85,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-05-27,2,1.66058930767864,0.0,0.3388,0.0,46.21,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-05-28,2,1.5694152855818504,0.0,0.3527,0.0,47.73,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-05-29,2,1.569943336200684,0.0,0.3492,0.0,46.6,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-05-30,0,-0.2371791919565374,0.0,0.3579,0.0,54.55,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-05-31,0,-0.642557867373682,0.0,0.3272,0.0,51.51,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-06-01,0,-0.8155439598677334,0.0,0.3423,0.0,54.65,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-06-02,0,-0.25722241772672405,0.0,0.338,0.0,51.48,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-06-03,0,-0.5776609186951346,0.0,0.339,0.0,52.83,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-06-04,0,-0.5948499810547514,0.0,0.3347,0.0,52.24,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-06-05,0,-0.5949056933467691,0.0,0.3368,0.0,52.57,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-06-06,0,-0.7277967802442485,0.0,0.3368,0.0,52.83,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-06-07,0,-0.7708103148713978,0.0,0.334,0.0,52.21,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-06-08,0,-0.8855328232270362,0.0,0.335,0.0,52.5,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-06-09,0,-0.7376761051463095,0.0,0.3333,0.0,51.98,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-06-10,0,-0.3739725048951962,0.0,0.3623,0.0,55.21,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-06-11,0,-0.5361313420066209,0.0,0.3213,0.0,49.64,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-06-12,0,-0.6613616719391411,0.0,0.33,0.0,51.61,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-06-13,0,-0.5755068704162206,0.0,0.3387,0.0,52.81,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-06-14,0,-0.7401954052755956,0.0,0.3221,0.0,51.1,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-06-15,-2,-1.3151015446955343,0.0,0.3151,0.0,52.2,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-06-16,-2,-1.4166622129139967,0.0,0.316,0.0,52.97,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-06-17,0,-0.9731347290661448,0.0,0.324,0.0,52.91,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-06-18,0,-0.5490324643409462,0.0,0.3255,0.0,51.95,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-06-19,0,-0.7131343036049783,0.0,0.3201,0.0,51.41,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-06-20,0,-0.7031956433792537,0.0,0.3197,0.0,51.4,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-06-21,0,-0.23136438639652684,0.0,0.318,0.0,50.51,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-06-22,-2,-1.3833059391569846,0.0,0.3262,0.0,53.53,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-06-23,-2,-3.1520801943863304,0.0,0.3229,0.0,58.23,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-06-24,-2,-1.9072268889257156,0.0,0.3174,0.0,55.2,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-06-25,-2,-2.1534178323199886,0.0,0.3107,0.0,55.81,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-06-26,-2,-2.2487966837462596,0.0,0.2998,0.0,55.7,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-06-27,-2,-1.8816196702352987,0.0,0.2818,0.0,52.24,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-06-28,-2,-1.3033074545296606,0.0,0.2876,0.0,51.81,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-06-29,0,-0.9073316306941204,0.0,0.297,0.0,52.42,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-06-30,0,-0.8987653031933892,0.0,0.2899,0.0,51.44,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-07-01,0,-0.476235182775112,0.0,0.2989,0.0,51.86,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-07-02,0,0.8864987641718126,0.0,0.3184,0.0,51.18,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-07-03,2,1.959670086727586,0.0,0.3391,0.0,51.11,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-07-04,2,1.5662066935810262,0.0,0.3358,0.0,51.43,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-07-05,2,1.8845443223772258,0.0,0.3461,0.0,51.16,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-07-06,0,0.8052195520873447,0.0,0.3522,0.0,55.55,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-07-07,2,2.208757507848325,0.0,0.3935,0.0,55.08,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-07-08,2,1.4491273487843868,0.0,0.3962,0.0,57.94,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-07-09,2,1.3322353639550584,0.0,0.3891,0.0,56.86,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-07-10,2,1.6889300473295965,0.0,0.402,0.0,56.07,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-07-11,2,1.5937596687438396,0.0,0.4039,0.0,55.84,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-07-12,0,0.8229160739661163,0.0,0.3976,0.0,58.65,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-07-13,0,0.706308486193979,0.0,0.4138,0.0,61.26,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-07-14,0,0.4067237894091427,0.0,0.4093,0.0,62.02,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-07-15,0,0.27574370423341577,0.0,0.401,0.0,61.14,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-07-16,0,0.09430290150905452,0.0,0.3841,0.0,59.1,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-07-17,0,0.1282783718235879,0.0,0.3909,0.0,59.5,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-07-18,0,0.030561144308233146,0.0,0.388,0.0,59.06,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-07-19,2,1.4050793152065495,0.0,0.4223,0.0,58.38,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-07-20,0,0.8399585623562991,0.0,0.3998,0.0,57.05,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-07-21,0,-0.49113697385227006,0.0,0.4123,0.0,62.45,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-07-22,-1,-1.1985375700670466,224214.0770704749,0.4131,-1440.9277417208025,64.28,200000,185245.67047562636,-14754.329524373636,0.9262283523781318
2020-07-23,-1,-1.1178168356174674,224214.0770704749,0.4083,-1440.9277417208025,63.51,200000,183059.92854456307,-16940.071455436933,0.9152996427228153
2020-07-24,-2,-1.6027217446651463,0.0,0.3938,0.0,63.01,200000,187743.02393110114,-12256.97606889886,0.9387151196555057
2020-07-25,-2,-1.8640141991699446,0.0,0.399,0.0,65.69,200000,187743.02393110114,-12256.97606889886,0.9387151196555057
2020-07-26,-2,-2.2009730232113216,0.0,0.3863,0.0,66.15,200000,187743.02393110114,-12256.97606889886,0.9387151196555057
2020-07-27,-2,-2.811868227960588,0.0,0.3695,0.0,70.77,200000,187743.02393110114,-12256.97606889886,0.9387151196555057
2020-07-28,-2,-2.0614210765937893,0.0,0.3794,0.0,70.57,200000,187743.02393110114,-12256.97606889886,0.9387151196555057
2020-07-29,-2,-1.9649460906996086,0.0,0.3768,0.0,72.13,200000,187743.02393110114,-12256.97606889886,0.9387151196555057
2020-07-30,-2,-1.6645262842706052,0.0,0.3715,0.0,70.48,200000,187743.02393110114,-12256.97606889886,0.9387151196555057
2020-07-31,-2,-1.8461588827044604,0.0,0.3738,0.0,74.9,200000,187743.02393110114,-12256.97606889886,0.9387151196555057
2020-08-01,-2,-2.3408578744181257,0.0,0.3814,0.0,89.37,200000,187743.02393110114,-12256.97606889886,0.9387151196555057
