date,statusList,zscore,VETUSDT_position,VETUSDT_price,TRXUSDT_position,TRXUSDT_price,init,total_asset,pnl,return
2020-08-02,-1,-1.1694425464200193,6553227.730800967,0.016207,-5569384.469485645,0.01907,200000,212416.32366618252,12416.323666182521,1.0620816183309125
2020-08-03,-1,-1.1557725606502511,6553227.730800967,0.0167,-5569384.469485645,0.01987,200000,220102.5725130559,20102.5725130559,1.1005128625652796
2020-08-04,0,-0.16577874939281942,0.0,0.018734,0.0,0.02039,200000,203207.90469016953,3207.9046901695256,1.0160395234508477
2020-08-05,0,-0.005210489398904592,0.0,0.018793,0.0,0.02031,200000,203207.90469016953,3207.9046901695256,1.0160395234508477
2020-08-06,0,0.774304666892199,0.0,0.019704,0.0,0.02022,200000,203207.90469016953,3207.9046901695256,1.0160395234508477
2020-08-07,0,0.36746593625108126,0.0,0.018671,0.0,0.01988,200000,203207.90469016953,3207.9046901695256,1.0160395234508477
2020-08-08,2,1.6503803902045593,0.0,0.020815,0.0,0.02046,200000,203207.90469016953,3207.9046901695256,1.0160395234508477
2020-08-09,2,2.1162276014266985,0.0,0.021929,0.0,0.02045,200000,203207.90469016953,3207.9046901695256,1.0160395234508477
2020-08-10,1,1.0622875708219839,-4742972.287605488,0.021422,4734573.734626504,0.02146,200000,203207.90469016953,3207.9046901695256,1.0160395234508477
2020-08-11,1,0.9676687482527809,-4742972.287605488,0.019966,4734573.734626504,0.0201,200000,189863.11676032387,-10136.883239676128,0.9493155838016194
2020-08-12,1,1.1633541393657316,-4742972.287605488,0.020429,4734573.734626504,0.02019,200000,192485.22456560162,-7514.775434398383,0.9624261228280081
2020-08-13,0,-0.6235975379170112,0.0,0.019598,0.0,0.02238,200000,190200.91540172073,-9799.084598279267,0.9510045770086036
2020-08-14,-1,-1.1132018871568785,4636106.746982907,0.020513,-3848662.7964735073,0.02471,200000,190200.91540172073,-9799.084598279267,0.9510045770086036
2020-08-15,-2,-1.6034732840980315,0.0,0.019575,0.0,0.02526,200000,196666.34806845116,-3333.6519315488404,0.9833317403422558
2020-08-16,-2,-2.1257199191364022,0.0,0.019842,0.0,0.02824,200000,196666.34806845116,-3333.6519315488404,0.9833317403422558
2020-08-17,-2,-2.1736846204547993,0.0,0.02002,0.0,0.03036,200000,196666.34806845116,-3333.6519315488404,0.9833317403422558
2020-08-18,-2,-1.8764597389110718,0.0,0.019089,0.0,0.02875,200000,196666.34806845116,-3333.6519315488404,0.9833317403422558
2020-08-19,-2,-1.5712939728695166,0.0,0.017857,0.0,0.02648,200000,196666.34806845116,-3333.6519315488404,0.9833317403422558
2020-08-20,-2,-1.200662427271125,0.0,0.019392,0.0,0.02746,200000,196666.34806845116,-3333.6519315488404,0.9833317403422558
2020-08-21,0,-0.8784067353314616,0.0,0.017962,0.0,0.02425,200000,196666.34806845116,-3333.6519315488404,0.9833317403422558
2020-08-22,0,-0.9385472964683453,0.0,0.018165,0.0,0.02512,200000,196666.34806845116,-3333.6519315488404,0.9833317403422558
2020-08-23,0,-0.8016493430608599,0.0,0.017889,0.0,0.02435,200000,196666.34806845116,-3333.6519315488404,0.9833317403422558
2020-08-24,0,-0.8002904894914424,0.0,0.01817,0.0,0.0251,200000,196666.34806845116,-3333.6519315488404,0.9833317403422558
2020-08-25,0,-0.6580179607272937,0.0,0.016883,0.0,0.02299,200000,196666.34806845116,-3333.6519315488404,0.9833317403422558
2020-08-26,0,-0.6657622375591074,0.0,0.017113,0.0,0.02369,200000,196666.34806845116,-3333.6519315488404,0.9833317403422558
2020-08-27,0,-0.8080230649098877,0.0,0.015933,0.0,0.02307,200000,196666.34806845116,-3333.6519315488404,0.9833317403422558
2020-08-28,0,-0.7898008509489295,0.0,0.016317,0.0,0.02392,200000,196666.34806845116,-3333.6519315488404,0.9833317403422558
2020-08-29,0,-0.816167603431227,0.0,0.016744,0.0,0.02491,200000,196666.34806845116,-3333.6519315488404,0.9833317403422558
2020-08-30,-1,-1.0829419469970742,5746109.626262233,0.017113,-3647372.9241181593,0.02696,200000,196666.34806845116,-3333.6519315488404,0.9833317403422558
2020-08-31,-2,-1.4354951833444478,0.0,0.017372,0.0,0.02917,200000,203238.79983755038,3238.799837550381,1.016193999187752
2020-09-01,-2,-2.627337114786706,0.0,0.016989,0.0,0.03466,200000,203238.79983755038,3238.799837550381,1.016193999187752
2020-09-02,-2,-2.5234115873067298,0.0,0.015995,0.0,0.03449,200000,203238.79983755038,3238.799837550381,1.016193999187752
2020-09-03,-2,-3.057084604916213,0.0,0.012343,0.0,0.03996,200000,203238.79983755038,3238.799837550381,1.016193999187752
2020-09-04,-2,-1.9112722446787511,0.0,0.014268,0.0,0.03552,200000,203238.79983755038,3238.799837550381,1.016193999187752
2020-09-05,-2,-1.6398526808684921,0.0,0.012101,0.0,0.02988,200000,203238.79983755038,3238.799837550381,1.016193999187752
2020-09-06,-2,-1.5235792553977845,0.0,0.012354,0.0,0.03142,200000,203238.79983755038,3238.799837550381,1.016193999187752
2020-09-07,-2,-1.4588512118568522,0.0,0.012201,0.0,0.03249,200000,203238.79983755038,3238.799837550381,1.016193999187752
2020-09-08,-2,-1.4717450230508744,0.0,0.012119,0.0,0.03518,200000,203238.79983755038,3238.799837550381,1.016193999187752
2020-09-09,-1,-1.1350281100571173,7913667.153553087,0.012841,-2991445.3906027433,0.03397,200000,203238.79983755038,3238.799837550381,1.016193999187752
2020-09-10,-1,-0.9369870539054647,7913667.153553087,0.013005,-2991445.3906027433,0.03299,200000,201605.02476794238,1605.0247679423774,1.008025123839712
2020-09-11,-1,-0.8416712966678734,7913667.153553087,0.013239,-2991445.3906027433,0.0335,200000,204982.46003108122,4982.460031081224,1.0249123001554061
2020-09-12,-1,-0.6681639707776057,7913667.153553087,0.013419,-2991445.3906027433,0.03272,200000,204073.59271405064,4073.592714050639,1.0203679635702532
2020-09-13,-1,-0.5413723752539316,7913667.153553087,0.01281,-2991445.3906027433,0.03065,200000,193061.87745898913,-6938.122541010875,0.9653093872949456
2020-09-14,-1,-0.4284552210552653,7913667.153553087,0.012861,-2991445.3906027433,0.03039,200000,192687.6986822636,-7312.30131773639,0.963438493411318
2020-09-15,0,-0.13000476800771657,0.0,0.012569,0.0,0.02788,200000,187173.4148745461,-12826.585125453887,0.9358670743727305
2020-09-16,0,0.15552422459096674,0.0,0.01246,0.0,0.02639,200000,187173.4148745461,-12826.585125453887,0.9358670743727305
2020-09-17,0,0.3746744599557435,0.0,0.013514,0.0,0.02813,200000,187173.4148745461,-12826.585125453887,0.9358670743727305
2020-09-18,0,0.7699034197066618,0.0,0.01443,0.0,0.02905,200000,187173.4148745461,-12826.585125453887,0.9358670743727305
2020-09-19,2,1.7344665191341424,0.0,0.015265,0.0,0.02768,200000,187173.4148745461,-12826.585125453887,0.9358670743727305
2020-09-20,2,1.7306890162982675,0.0,0.014476,0.0,0.02694,200000,187173.4148745461,-12826.585125453887,0.9358670743727305
2020-09-21,2,1.2006238312234732,0.0,0.012605,0.0,0.0249,200000,187173.4148745461,-12826.585125453887,0.9358670743727305
2020-09-22,0,0.9623105522878977,0.0,0.01234,0.0,0.02499,200000,187173.4148745461,-12826.585125453887,0.9358670743727305
2020-09-23,0,0.3212561882805322,0.0,0.011381,0.0,0.02486,200000,187173.4148745461,-12826.585125453887,0.9358670743727305
2020-09-24,0,0.5056150349397993,0.0,0.012385,0.0,0.02625,200000,187173.4148745461,-12826.585125453887,0.9358670743727305
2020-09-25,0,0.5133300429555574,0.0,0.012909,0.0,0.02714,200000,187173.4148745461,-12826.585125453887,0.9358670743727305
2020-09-26,0,0.4020625816541899,0.0,0.012851,0.0,0.02718,200000,187173.4148745461,-12826.585125453887,0.9358670743727305
2020-09-27,0,0.4431065145499784,0.0,0.012741,0.0,0.02659,200000,187173.4148745461,-12826.585125453887,0.9358670743727305
2020-09-28,0,0.5048590325030574,0.0,0.012765,0.0,0.02625,200000,187173.4148745461,-12826.585125453887,0.9358670743727305
2020-09-29,0,0.7407211674879813,0.0,0.013169,0.0,0.0263,200000,187173.4148745461,-12826.585125453887,0.9358670743727305
2020-09-30,1,1.008200128499654,-6922605.772414606,0.013519,3570648.8911588346,0.02621,200000,187173.4148745461,-12826.585125453887,0.9358670743727305
2020-10-01,1,0.3755672561272078,-6922605.772414606,0.012732,3570648.8911588346,0.02581,200000,180297.0645751923,-19702.935424807714,0.9014853228759614
2020-10-02,0,-0.7362686817328844,0.0,0.011859,0.0,0.0259,200000,176788.7904485971,-23211.20955140289,0.8839439522429855
2020-10-03,-2,-1.6166749796368332,0.0,0.011739,0.0,0.02719,200000,176788.7904485971,-23211.20955140289,0.8839439522429855
2020-10-04,-2,-1.4247288175953328,0.0,0.011657,0.0,0.02644,200000,176788.7904485971,-23211.20955140289,0.8839439522429855
2020-10-05,-2,-1.6506866969146559,0.0,0.011383,0.0,0.02643,200000,176788.7904485971,-23211.20955140289,0.8839439522429855
2020-10-06,-2,-2.2537315948369043,0.0,0.010106,0.0,0.02556,200000,176788.7904485971,-23211.20955140289,0.8839439522429855
2020-10-07,0,-0.9651412367257668,0.0,0.011227,0.0,0.02551,200000,176788.7904485971,-23211.20955140289,0.8839439522429855
2020-10-08,-1,-1.153590626011025,8027097.27790579,0.011012,-3436796.0818156516,0.02572,200000,176788.7904485971,-23211.20955140289,0.8839439522429855
2020-10-09,-1,-0.8910255812245855,8027097.27790579,0.011455,-3436796.0818156516,0.02627,200000,182235.032387708,-17764.967612292006,0.91117516193854
2020-10-10,-1,-0.966318384715586,8027097.27790579,0.0114,-3436796.0818156516,0.02644,200000,182377.79737133184,-17622.202628668165,0.9118889868566592
2020-10-11,-1,-0.8952467733544869,8027097.27790579,0.011436,-3436796.0818156516,0.02656,200000,183079.18840315432,-16920.811596845684,0.9153959420157716
2020-10-12,-1,-1.1179564228483247,8027097.27790579,0.011377,-3436796.0818156516,0.02709,200000,184427.09158712017,-15572.908412879828,0.9221354579356009
2020-10-13,-1,-0.7855767815719743,8027097.27790579,0.011482,-3436796.0818156516,0.0268,200000,184273.26593757374,-15726.734062426258,0.9213663296878687
2020-10-14,-1,-1.0581120275410607,8027097.27790579,0.011139,-3436796.0818156516,0.02676,200000,181382.49972797942,-18617.50027202058,0.9069124986398971
2020-10-15,-1,-1.0362270177024098,8027097.27790579,0.010963,-3436796.0818156516,0.02652,200000,179144.89954743226,-20855.10045256774,0.8957244977371612
2020-10-16,-1,-0.9817181653993976,8027097.27790579,0.010591,-3436796.0818156516,0.02572,200000,173409.38249459877,-26590.617505401227,0.8670469124729938
2020-10-17,-1,-0.4597938824568829,8027097.27790579,0.010988,-3436796.0818156516,0.02574,200000,176664.87603556368,-23335.123964436323,0.8833243801778183
2020-10-18,0,0.27229375668744177,0.0,0.011627,0.0,0.02594,200000,172608.22076068452,-27391.77923931548,0.8630411038034226
2020-10-19,0,0.12258406623534795,0.0,0.011396,0.0,0.02589,200000,172608.22076068452,-27391.77923931548,0.8630411038034226
2020-10-20,0,-0.7893391101539796,0.0,0.010781,0.0,0.02592,200000,172608.22076068452,-27391.77923931548,0.8630411038034226
2020-10-21,0,-0.23325868281412482,0.0,0.011339,0.0,0.02667,200000,172608.22076068452,-27391.77923931548,0.8630411038034226
2020-10-22,2,1.5820266872321593,0.0,0.012155,0.0,0.02708,200000,172608.22076068452,-27391.77923931548,0.8630411038034226
2020-10-23,2,1.928572421802615,0.0,0.012218,0.0,0.02669,200000,172608.22076068452,-27391.77923931548,0.8630411038034226
2020-10-24,2,1.5375167489027814,0.0,0.012282,0.0,0.02706,200000,172608.22076068452,-27391.77923931548,0.8630411038034226
2020-10-25,0,0.4205852280011395,0.0,0.01179,0.0,0.02699,200000,172608.22076068452,-27391.77923931548,0.8630411038034226
2020-10-26,0,-0.5035358430236363,0.0,0.011368,0.0,0.02675,200000,172608.22076068452,-27391.77923931548,0.8630411038034226
2020-10-27,0,-0.7286483925978411,0.0,0.01137,0.0,0.02701,200000,172608.22076068452,-27391.77923931548,0.8630411038034226
2020-10-28,-2,-2.142818838450474,0.0,0.010638,0.0,0.02688,200000,172608.22076068452,-27391.77923931548,0.8630411038034226
2020-10-29,-2,-2.318374935672215,0.0,0.010186,0.0,0.02655,200000,172608.22076068452,-27391.77923931548,0.8630411038034226
2020-10-30,-2,-1.5576378604303338,0.0,0.01008,0.0,0.0256,200000,172608.22076068452,-27391.77923931548,0.8630411038034226
2020-10-31,-2,-1.7575649125985278,0.0,0.009895,0.0,0.02576,200000,172608.22076068452,-27391.77923931548,0.8630411038034226
2020-11-01,0,-0.6201430341932977,0.0,0.010505,0.0,0.02574,200000,172608.22076068452,-27391.77923931548,0.8630411038034226
2020-11-02,0,-0.44619008887970685,0.0,0.01005,0.0,0.02445,200000,172608.22076068452,-27391.77923931548,0.8630411038034226
2020-11-03,-2,-1.6784708771326733,0.0,0.00925,0.0,0.02442,200000,172608.22076068452,-27391.77923931548,0.8630411038034226
2020-11-04,-1,-1.1806871509026626,9183242.219657615,0.009398,-3566285.552906705,0.0242,200000,172608.22076068452,-27391.77923931548,0.8630411038034226
2020-11-05,-1,-1.0420631176819584,9183242.219657615,0.009721,-3566285.552906705,0.02493,200000,178177.79645125585,-21822.203548744146,0.8908889822562793
2020-11-06,0,0.438976290724145,0.0,0.011196,0.0,0.02616,200000,163086.67093343724,-36913.32906656276,0.8154333546671862
2020-11-07,0,0.10066691665825356,0.0,0.010383,0.0,0.02486,200000,163086.67093343724,-36913.32906656276,0.8154333546671862
2020-11-08,0,0.9639545236806263,0.0,0.011122,0.0,0.02535,200000,163086.67093343724,-36913.32906656276,0.8154333546671862
2020-11-09,1,1.1240660227316668,-7389518.392996703,0.011035,3289364.0769148297,0.02479,200000,163086.67093343724,-36913.32906656276,0.8154333546671862
2020-11-10,2,1.7260391704436413,0.0,0.011583,0.0,0.02483,200000,167004.55244972286,-32995.44755027714,0.8350227622486143
2020-11-11,2,1.2507096784049647,0.0,0.01134,0.0,0.02498,200000,167004.55244972286,-32995.44755027714,0.8350227622486143
2020-11-12,0,0.37919702728855154,0.0,0.010644,0.0,0.0249,200000,167004.55244972286,-32995.44755027714,0.8350227622486143
2020-11-13,2,1.7140321684289268,0.0,0.011814,0.0,0.0254,200000,167004.55244972286,-32995.44755027714,0.8350227622486143
2020-11-14,1,1.0354379448436501,-7425724.875487899,0.011245,3322812.4243876417,0.02513,200000,167004.55244972286,-32995.44755027714,0.8350227622486143
2020-11-15,1,0.5945476795859391,-7425724.875487899,0.011039,3322812.4243876417,0.02533,200000,166139.41561024988,-33860.58438975012,0.8306970780512494
2020-11-16,1,0.8506909841471055,-7425724.875487899,0.011336,3322812.4243876417,0.02549,200000,168876.50588617183,-31123.494113828172,0.8443825294308591
2020-11-17,2,1.4138143658628008,0.0,0.012346,0.0,0.02649,200000,170661.25064046786,-29338.749359532143,0.8533062532023393
2020-11-18,0,0.4631146508324585,0.0,0.011777,0.0,0.02678,200000,170661.25064046786,-29338.749359532143,0.8533062532023393
2020-11-19,0,0.5966930021269519,0.0,0.011504,0.0,0.02581,200000,170661.25064046786,-29338.749359532143,0.8533062532023393
2020-11-20,0,0.9778233666837723,0.0,0.012059,0.0,0.02629,200000,170661.25064046786,-29338.749359532143,0.8533062532023393
2020-11-21,2,1.3220984255568287,0.0,0.014426,0.0,0.03057,200000,170661.25064046786,-29338.749359532143,0.8533062532023393
2020-11-22,2,1.5470313893349426,0.0,0.013905,0.0,0.02875,200000,170661.25064046786,-29338.749359532143,0.8533062532023393
2020-11-23,2,2.087479042262826,0.0,0.016023,0.0,0.03174,200000,170661.25064046786,-29338.749359532143,0.8533062532023393
2020-11-24,0,0.3863211311661881,0.0,0.016174,0.0,0.03523,200000,170661.25064046786,-29338.749359532143,0.8533062532023393
2020-11-25,2,1.9790852440887896,0.0,0.016548,0.0,0.03304,200000,170661.25064046786,-29338.749359532143,0.8533062532023393
2020-11-26,2,1.6087818504088005,0.0,0.014627,0.0,0.02942,200000,170661.25064046786,-29338.749359532143,0.8533062532023393
2020-11-27,2,1.3284576183659298,0.0,0.014487,0.0,0.02938,200000,170661.25064046786,-29338.749359532143,0.8533062532023393
2020-11-28,2,1.5769068832094137,0.0,0.01535,0.0,0.03047,200000,170661.25064046786,-29338.749359532143,0.8533062532023393
2020-11-29,1,1.0308484034949295,-5632012.759569265,0.015151,2777689.626309698,0.03072,200000,170661.25064046786,-29338.749359532143,0.8533062532023393
2020-11-30,1,0.9651031886599418,-5632012.759569265,0.015972,2777689.626309698,0.03236,200000,179840.54410322214,-20159.455896777858,0.8992027205161107
2020-12-01,1,0.6498527959370873,-5632012.759569265,0.014737,2777689.626309698,0.03024,200000,166996.30633737752,-33003.69366262248,0.8349815316868876
2020-12-02,2,1.9415856183911127,0.0,0.016405,0.0,0.03118,200000,176446.05741286522,-23553.942587134778,0.8822302870643262
2020-12-03,2,2.275242086764312,0.0,0.017397,0.0,0.03166,200000,176446.05741286522,-23553.942587134778,0.8822302870643262
2020-12-04,2,1.5273847028282803,0.0,0.015698,0.0,0.02947,200000,176446.05741286522,-23553.942587134778,0.8822302870643262
2020-12-05,2,2.3055073303018285,0.0,0.017484,0.0,0.03056,200000,176446.05741286522,-23553.942587134778,0.8822302870643262
2020-12-06,2,1.60822561443957,0.0,0.017144,0.0,0.03091,200000,176446.05741286522,-23553.942587134778,0.8822302870643262
2020-12-07,2,2.2808722135964166,0.0,0.018137,0.0,0.03029,200000,176446.05741286522,-23553.942587134778,0.8822302870643262
2020-12-08,2,1.7772064083413956,0.0,0.016382,0.0,0.0279,200000,176446.05741286522,-23553.942587134778,0.8822302870643262
2020-12-09,2,1.5367542531736766,0.0,0.016758,0.0,0.0287,200000,176446.05741286522,-23553.942587134778,0.8822302870643262
2020-12-10,1,1.0425506950465167,-5535736.255658695,0.015937,3138492.661203579,0.02811,200000,176446.05741286522,-23553.942587134778,0.8822302870643262
2020-12-11,1,0.8166954478638767,-5535736.255658695,0.015587,3138492.661203579,0.02778,200000,173472.8471451875,-26527.152854812506,0.8673642357259375
2020-12-12,1,1.1061263763391562,-5535736.255658695,0.016497,3138492.661203579,0.02855,200000,180927.00648696366,-19072.993513036345,0.9046350324348182
2020-12-13,1,0.6949462491538898,-5535736.255658695,0.01647,3138492.661203579,0.02921,200000,182848.94676445524,-17151.053235544765,0.9142447338222762
2020-12-14,1,0.5912919475265505,-5535736.255658695,0.01637,3138492.661203579,0.0291,200000,181950.13894615698,-18049.861053843022,0.9097506947307848
2020-12-15,1,0.5964128693489734,-5535736.255658695,0.016501,3138492.661203579,0.02918,200000,182926.39980854455,-17073.60019145545,0.9146319990427227
2020-12-16,0,0.08841541990533157,0.0,0.017274,0.0,0.03145,200000,173364.77129826095,-26635.228701739048,0.8668238564913048
2020-12-17,0,0.21490272067245378,0.0,0.017092,0.0,0.03072,200000,173364.77129826095,-26635.228701739048,0.8668238564913048
2020-12-18,0,0.2661225529186107,0.0,0.017424,0.0,0.03109,200000,173364.77129826095,-26635.228701739048,0.8668238564913048
2020-12-19,0,0.029586729880077958,0.0,0.017373,0.0,0.03124,200000,173364.77129826095,-26635.228701739048,0.8668238564913048
2020-12-20,-2,-1.3469852113293352,0.0,0.016325,0.0,0.03122,200000,173364.77129826095,-26635.228701739048,0.8668238564913048
2020-12-21,-2,-1.4034902975150103,0.0,0.015523,0.0,0.02926,200000,173364.77129826095,-26635.228701739048,0.8668238564913048
2020-12-22,0,-0.5592583482501338,0.0,0.015854,0.0,0.02885,200000,173364.77129826095,-26635.228701739048,0.8668238564913048
2020-12-23,-2,-1.3022038960074889,0.0,0.013236,0.0,0.0248,200000,173364.77129826095,-26635.228701739048,0.8668238564913048
2020-12-24,-1,-1.1240613440057474,5820344.164985595,0.014893,-3130458.131062856,0.02769,200000,173364.77129826095,-26635.228701739048,0.8668238564913048
2020-12-25,-2,-2.0629320805129585,0.0,0.014598,0.0,0.02854,200000,177742.66223833515,-22257.33776166485,0.8887133111916757
2020-12-26,2,1.4653369879858493,0.0,0.016471,0.0,0.0278,200000,177742.66223833515,-22257.33776166485,0.8887133111916757
2020-12-27,0,0.71907290695856,0.0,0.016542,0.0,0.02889,200000,177742.66223833515,-22257.33776166485,0.8887133111916757
2020-12-28,2,3.45931760122065,0.0,0.020212,0.0,0.02959,200000,177742.66223833515,-22257.33776166485,0.8887133111916757
2020-12-29,2,3.377856740188942,0.0,0.021135,0.0,0.02767,200000,177742.66223833515,-22257.33776166485,0.8887133111916757
2020-12-30,2,2.433229929636046,0.0,0.0202,0.0,0.02695,200000,177742.66223833515,-22257.33776166485,0.8887133111916757
2020-12-31,2,1.5246537261704542,0.0,0.018754,0.0,0.02677,200000,177742.66223833515,-22257.33776166485,0.8887133111916757
2021-01-01,2,1.4626258235627632,0.0,0.019052,0.0,0.02685,200000,177742.66223833515,-22257.33776166485,0.8887133111916757
2021-01-02,2,1.5615885409928938,0.0,0.019993,0.0,0.02721,200000,177742.66223833515,-22257.33776166485,0.8887133111916757
2021-01-03,2,2.5602416148778295,0.0,0.026226,0.0,0.02949,200000,177742.66223833515,-22257.33776166485,0.8887133111916757
2021-01-04,2,1.4718738408539356,0.0,0.024598,0.0,0.03095,200000,177742.66223833515,-22257.33776166485,0.8887133111916757
2021-01-05,2,2.440267286444526,0.0,0.027964,0.0,0.02852,200000,177742.66223833515,-22257.33776166485,0.8887133111916757
2021-01-06,2,2.1792304349508833,0.0,0.030819,0.0,0.03046,200000,177742.66223833515,-22257.33776166485,0.8887133111916757
2021-01-07,2,1.4420639194034837,0.0,0.028673,0.0,0.03095,200000,177742.66223833515,-22257.33776166485,0.8887133111916757
2021-01-08,1,1.1412348150597489,-3255479.362583522,0.027299,2923399.0499726175,0.0304,200000,177742.66223833515,-22257.33776166485,0.8887133111916757
2021-01-09,1,0.7775868374848286,-3255479.362583522,0.028812,2923399.0499726175,0.03382,200000,192666.22726483038,-7333.772735169623,0.9633311363241519
2021-01-10,1,0.547598035656477,-3255479.362583522,0.02707,2923399.0499726175,0.03275,200000,183867.14523173918,-16132.854768260819,0.9193357261586959
2021-01-11,1,0.5616020202563274,-3255479.362583522,0.024344,2923399.0499726175,0.02897,200000,163942.26008044,-36057.73991956,0.8197113004022
2021-01-12,1,0.23624274928342545,-3255479.362583522,0.02299,2923399.0499726175,0.02865,200000,158598.85332751065,-41401.146672489354,0.7929942666375532
2021-01-13,1,0.47310293521600305,-3255479.362583522,0.026073,2923399.0499726175,0.03079,200000,174891.57016929708,-25108.429830702924,0.8744578508464854
2021-01-14,1,0.4537569146707414,-3255479.362583522,0.025743,2923399.0499726175,0.03014,200000,171917.0525971623,-28082.947402837686,0.8595852629858116
2021-01-15,1,0.3515021866895846,-3255479.362583522,0.025306,2923399.0499726175,0.02972,200000,169266.5805147248,-30733.419485275197,0.846332902573624
2021-01-16,1,0.695892305663893,-3255479.362583522,0.026863,2923399.0499726175,0.03008,200000,175387.78554025752,-24612.214459742478,0.8769389277012876
2021-01-17,1,0.6874489751287707,-3255479.362583522,0.027152,2923399.0499726175,0.0302,200000,176679.42696204083,-23320.57303795917,0.8833971348102041
2021-01-18,2,1.4003907333190257,0.0,0.030803,0.0,0.03164,200000,185524.84710286176,-14475.152897138236,0.9276242355143088
2021-01-19,0,0.9961057802205889,0.0,0.029015,0.0,0.03063,200000,185524.84710286176,-14475.152897138236,0.9276242355143088
2021-01-20,2,2.5911409544865465,0.0,0.034595,0.0,0.03046,200000,185524.84710286176,-14475.152897138236,0.9276242355143088
2021-01-21,2,1.2177498933050301,0.0,0.027918,0.0,0.02762,200000,185524.84710286176,-14475.152897138236,0.9276242355143088
2021-01-22,2,1.8993608449881572,0.0,0.031268,0.0,0.02857,200000,185524.84710286176,-14475.152897138236,0.9276242355143088
2021-01-23,1,1.0819102143793518,-3085087.919097741,0.030068,3171364.9077412267,0.02925,200000,185524.84710286176,-14475.152897138236,0.9276242355143088
2021-01-24,1,0.913492793238785,-3085087.919097741,0.030606,3171364.9077412267,0.02999,200000,189531.43443506485,-10468.565564935154,0.9476571721753242
2021-01-25,1,0.7687722768092341,-3085087.919097741,0.029758,3171364.9077412267,0.02949,200000,185329.59742579935,-14670.402574200649,0.9266479871289968
2021-01-26,1,0.66731002407338,-3085087.919097741,0.029444,3171364.9077412267,0.02949,200000,184360.87981920264,-15639.120180797356,0.9218043990960132
2021-01-27,0,-0.020916018207183543,0.0,0.026361,0.0,0.02823,200000,177323.21839266247,-22676.78160733753,0.8866160919633124
2021-01-28,0,-0.10996890015849395,0.0,0.027389,0.0,0.02955,200000,177323.21839266247,-22676.78160733753,0.8866160919633124
2021-01-29,-1,-1.0725789735236553,3185828.5733500263,0.02783,-2658519.016381746,0.03335,200000,177323.21839266247,-22676.78160733753,0.8866160919633124
2021-01-30,-1,-1.0805897472589703,3185828.5733500263,0.026842,-2658519.016381746,0.03216,200000,171011.98213269835,-28988.01786730165,0.8550599106634917
2021-01-31,-2,-1.34221278713346,0.0,0.025397,0.0,0.03154,200000,180262.41989197215,-19737.580108027847,0.9013120994598608
2021-02-01,0,-0.517834450666523,0.0,0.029382,0.0,0.03295,200000,180262.41989197215,-19737.580108027847,0.9013120994598608
2021-02-02,0,-0.993683692642142,0.0,0.028127,0.0,0.03317,200000,180262.41989197215,-19737.580108027847,0.9013120994598608
2021-02-03,-1,-1.0136525767250655,3089118.48188594,0.029177,-2610985.2243912537,0.03452,200000,180262.41989197215,-19737.580108027847,0.9013120994598608
2021-02-04,-1,-1.0840160134509442,3089118.48188594,0.02771,-2610985.2243912537,0.0331,200000,172023.08406040986,-27976.915939590137,0.8601154203020493
2021-02-05,-1,-0.5593707901400248,3089118.48188594,0.032096,-2610985.2243912537,0.03624,200000,193770.45132655016,-6229.548673449841,0.9688522566327508
2021-02-06,-1,-0.8606989535352747,3089118.48188594,0.029946,-2610985.2243912537,0.03507,200000,184073.9938779576,-15926.006122042396,0.920369969389788
2021-02-07,-1,-1.1911211949309048,3089118.48188594,0.029139,-2610985.2243912537,0.03597,200000,183930.9619650278,-16069.03803497221,0.9196548098251389
2021-02-08,-2,-1.3817024051261093,0.0,0.031326,0.0,0.04042,200000,189028.71709830765,-10971.28290169235,0.9451435854915382
2021-02-09,-2,-1.3832491069631876,0.0,0.035375,0.0,0.04608,200000,189028.71709830765,-10971.28290169235,0.9451435854915382
2021-02-10,-2,-1.2179683336372977,0.0,0.035689,0.0,0.04629,200000,189028.71709830765,-10971.28290169235,0.9451435854915382
2021-02-11,-2,-1.3836162993186567,0.0,0.042558,0.0,0.05681,200000,189028.71709830765,-10971.28290169235,0.9451435854915382
2021-02-12,2,1.3742851772034794,0.0,0.054359,0.0,0.05515,200000,189028.71709830765,-10971.28290169235,0.9451435854915382
2021-02-13,0,0.6390179177903204,0.0,0.054766,0.0,0.05995,200000,189028.71709830765,-10971.28290169235,0.9451435854915382
2021-02-14,1,1.1630193073778015,-1811973.6690085279,0.052161,1712526.8807601708,0.05519,200000,189028.71709830765,-10971.28290169235,0.9451435854915382
2021-02-15,2,1.9622521169433307,0.0,0.051032,0.0,0.05079,200000,194518.11710134178,-5481.882898658223,0.9725905855067088
2021-02-16,1,1.1662372047619622,-1972040.3607265127,0.049319,1869647.415430044,0.05202,200000,194518.11710134178,-5481.882898658223,0.9725905855067088
2021-02-17,2,1.4292864397664187,0.0,0.051196,0.0,0.05256,200000,197210.0272540932,-2789.9727459067944,0.986050136270466
2021-02-18,2,1.470246042783208,0.0,0.054483,0.0,0.05492,200000,197210.0272540932,-2789.9727459067944,0.986050136270466
2021-02-19,0,0.10270146863656014,0.0,0.053602,0.0,0.06073,200000,197210.0272540932,-2789.9727459067944,0.986050136270466
2021-02-20,0,0.5877308232186723,0.0,0.053554,0.0,0.05773,200000,197210.0272540932,-2789.9727459067944,0.986050136270466
