date,statusList,zscore,EOSUSDT_position,EOSUSDT_price,DASHUSDT_position,DASHUSDT_price,init,total_asset,pnl,return
2020-08-03,-2,-1.8958278030047262,0.0,3.0449,0.0,87.72,200000,190920.3389890481,-9079.66101095191,0.9546016949452405
2020-08-04,-2,-1.5022882999927059,0.0,3.0363,0.0,86.88,200000,190920.3389890481,-9079.66101095191,0.9546016949452405
2020-08-05,-2,-2.635971676930761,0.0,3.0545,0.0,92.2,200000,190920.3389890481,-9079.66101095191,0.9546016949452405
2020-08-06,-2,-3.0844852945163876,0.0,3.089,0.0,100.42,200000,190920.3389890481,-9079.66101095191,0.9546016949452405
2020-08-07,-2,-2.2677248363155034,0.0,3.0104,0.0,96.53,200000,190920.3389890481,-9079.66101095191,0.9546016949452405
2020-08-08,-2,-1.9237622791341582,0.0,3.0649,0.0,98.36,200000,190920.3389890481,-9079.66101095191,0.9546016949452405
2020-08-09,-2,-1.7358135231973815,0.0,3.0272,0.0,97.72,200000,190920.3389890481,-9079.66101095191,0.9546016949452405
2020-08-10,0,-0.4449012961115931,0.0,3.2365,0.0,95.54,200000,190920.3389890481,-9079.66101095191,0.9546016949452405
2020-08-11,0,-0.37294531827828614,0.0,3.0048,0.0,88.55,200000,190920.3389890481,-9079.66101095191,0.9546016949452405
2020-08-12,0,-0.708525245231673,0.0,3.0253,0.0,91.7,200000,190920.3389890481,-9079.66101095191,0.9546016949452405
2020-08-13,0,-0.3102250770591637,0.0,3.1365,0.0,92.77,200000,190920.3389890481,-9079.66101095191,0.9546016949452405
2020-08-14,0,0.429074756790215,0.0,3.2606,0.0,92.0,200000,190920.3389890481,-9079.66101095191,0.9546016949452405
2020-08-15,2,1.9706544162349937,0.0,3.7228,0.0,93.95,200000,190920.3389890481,-9079.66101095191,0.9546016949452405
2020-08-16,2,2.093651276735224,0.0,3.88,0.0,95.06,200000,190920.3389890481,-9079.66101095191,0.9546016949452405
2020-08-17,2,1.2925877165799453,0.0,3.7762,0.0,97.62,200000,190920.3389890481,-9079.66101095191,0.9546016949452405
2020-08-18,2,1.2009206193331545,0.0,3.5744,0.0,92.66,200000,190920.3389890481,-9079.66101095191,0.9546016949452405
2020-08-19,1,1.0455039298848643,-28506.635259809493,3.3487,1088.2372263397633,87.72,200000,190920.3389890481,-9079.66101095191,0.9546016949452405
2020-08-20,1,0.8610581340552762,-28506.635259809493,3.4429,1088.2372263397633,91.5,200000,197719.20074608643,-2280.799253913574,0.9885960037304321
2020-08-21,1,0.7717989691469721,-28506.635259809493,3.2528,1088.2372263397633,86.75,200000,187130.96255808277,-12869.03744191723,0.9356548127904138
2020-08-22,1,0.5711690888974903,-28506.635259809493,3.362,1088.2372263397633,90.82,200000,194673.0126396568,-5326.9873603431915,0.9733650631982841
2020-08-23,1,0.32336694352312667,-28506.635259809493,3.3212,1088.2372263397633,91.41,200000,194152.00188459706,-5847.998115402937,0.9707600094229853
2020-08-24,1,0.4626675341894132,-28506.635259809493,3.3854,1088.2372263397633,91.82,200000,196428.30513107614,-3571.6948689238634,0.9821415256553807
2020-08-25,1,0.4254044778703612,-28506.635259809493,3.1206,1088.2372263397633,84.5,200000,180913.8516174715,-19086.14838252851,0.9045692580873574
2020-08-26,0,0.15502985507171718,0.0,3.1179,0.0,85.8,200000,186430.42304565638,-13569.576954343618,0.9321521152282819
2020-08-27,0,-0.1431116229962057,0.0,2.979,0.0,83.35,200000,186430.42304565638,-13569.576954343618,0.9321521152282819
2020-08-28,0,0.11142465498547403,0.0,3.1159,0.0,84.99,200000,186430.42304565638,-13569.576954343618,0.9321521152282819
2020-08-29,0,0.044866436251842265,0.0,3.126,0.0,85.0,200000,186430.42304565638,-13569.576954343618,0.9321521152282819
2020-08-30,0,0.05689182011053243,0.0,3.2614,0.0,88.27,200000,186430.42304565638,-13569.576954343618,0.9321521152282819
2020-08-31,0,0.14284632672514394,0.0,3.2081,0.0,86.1,200000,186430.42304565638,-13569.576954343618,0.9321521152282819
2020-09-01,1,1.0820655214586767,-26844.606474723012,3.4724,1046.7738520250218,89.05,200000,186430.42304565638,-13569.576954343618,0.9321521152282819
2020-09-02,0,-0.17377096451348867,0.0,3.1016,0.0,83.27,200000,182526.79582953372,-17473.204170466284,0.9126339791476685
2020-09-03,2,1.2172883137735924,0.0,2.6133,0.0,66.6,200000,182526.79582953372,-17473.204170466284,0.9126339791476685
2020-09-04,2,2.3928554555910386,0.0,2.9948,0.0,72.62,200000,182526.79582953372,-17473.204170466284,0.9126339791476685
2020-09-05,2,2.990157918666209,0.0,2.9387,0.0,68.02,200000,182526.79582953372,-17473.204170466284,0.9126339791476685
2020-09-06,2,1.742106730348464,0.0,2.9024,0.0,70.12,200000,182526.79582953372,-17473.204170466284,0.9126339791476685
2020-09-07,0,-0.23053705984772865,0.0,2.852,0.0,76.05,200000,182526.79582953372,-17473.204170466284,0.9126339791476685
2020-09-08,0,-0.47640373479283793,0.0,2.7622,0.0,74.74,200000,182526.79582953372,-17473.204170466284,0.9126339791476685
2020-09-09,0,-0.7002160114457863,0.0,2.7514,0.0,75.5,200000,182526.79582953372,-17473.204170466284,0.9126339791476685
2020-09-10,0,-0.8423495682390509,0.0,2.7767,0.0,77.01,200000,182526.79582953372,-17473.204170466284,0.9126339791476685
2020-09-11,0,-0.7775143784848573,0.0,2.7846,0.0,77.09,200000,182526.79582953372,-17473.204170466284,0.9126339791476685
2020-09-12,-1,-1.1026551633938184,32533.651046188097,2.8052,-1150.2823029337894,79.34,200000,182526.79582953372,-17473.204170466284,0.9126339791476685
2020-09-13,-1,-0.7313148694027596,32533.651046188097,2.7249,-1150.2823029337894,75.53,200000,175531.76807634707,-24468.23192365293,0.8776588403817354
2020-09-14,-1,-0.5805112813974582,32533.651046188097,2.7317,-1150.2823029337894,75.13,200000,175292.8839822876,-24707.116017712397,0.876464419911438
2020-09-15,-1,-0.27137507465097327,32533.651046188097,2.7034,-1150.2823029337894,72.95,200000,171864.56623728483,-28135.43376271517,0.8593228311864242
2020-09-16,-1,-0.2625219164509618,32533.651046188097,2.713,-1150.2823029337894,73.01,200000,172245.9062255043,-27754.093774495705,0.8612295311275215
2020-09-17,0,-0.19443108934970818,0.0,2.7375,0.0,73.32,200000,177804.62454169922,-22195.375458300783,0.889023122708496
2020-09-18,0,-0.2518049120087878,0.0,2.6905,0.0,72.24,200000,177804.62454169922,-22195.375458300783,0.889023122708496
2020-09-19,0,-0.32392178350650225,0.0,2.7031,0.0,72.85,200000,177804.62454169922,-22195.375458300783,0.889023122708496
2020-09-20,0,-0.02101910306751074,0.0,2.6715,0.0,70.77,200000,177804.62454169922,-22195.375458300783,0.889023122708496
2020-09-21,0,-0.10934531641241504,0.0,2.5051,0.0,66.81,200000,177804.62454169922,-22195.375458300783,0.889023122708496
2020-09-22,0,0.005730659128023054,0.0,2.5718,0.0,68.12,200000,177804.62454169922,-22195.375458300783,0.889023122708496
2020-09-23,0,-0.004148377386055075,0.0,2.4423,0.0,64.86,200000,177804.62454169922,-22195.375458300783,0.889023122708496
2020-09-24,0,-0.05232915868009476,0.0,2.5337,0.0,67.79,200000,177804.62454169922,-22195.375458300783,0.889023122708496
2020-09-25,0,-0.039269206785929024,0.0,2.5445,0.0,68.55,200000,177804.62454169922,-22195.375458300783,0.889023122708496
2020-09-26,0,0.3099988622662897,0.0,2.5655,0.0,69.04,200000,177804.62454169922,-22195.375458300783,0.889023122708496
2020-09-27,1,1.0301169348715664,-34329.1934474455,2.5897,1292.5605157145915,68.78,200000,177804.62454169922,-22195.375458300783,0.889023122708496
2020-09-28,2,1.4488539636562845,0.0,2.5626,0.0,67.35,200000,178722.6649367453,-21277.335063254694,0.8936133246837266
2020-09-29,2,1.210264210221147,0.0,2.5995,0.0,68.45,200000,178722.6649367453,-21277.335063254694,0.8936133246837266
2020-09-30,0,0.1636306470382353,0.0,2.5777,0.0,69.17,200000,178722.6649367453,-21277.335063254694,0.8936133246837266
2020-10-01,0,0.26457214973049303,0.0,2.5446,0.0,68.06,200000,178722.6649367453,-21277.335063254694,0.8936133246837266
2020-10-02,0,0.5359348186290052,0.0,2.4787,0.0,65.95,200000,178722.6649367453,-21277.335063254694,0.8936133246837266
2020-10-03,0,0.9564568922499469,0.0,2.4786,0.0,65.6,200000,178722.6649367453,-21277.335063254694,0.8936133246837266
2020-10-04,2,1.3702194817035145,0.0,2.5176,0.0,66.39,200000,178722.6649367453,-21277.335063254694,0.8936133246837266
2020-10-05,0,0.31434670214708393,0.0,2.5257,0.0,67.15,200000,178722.6649367453,-21277.335063254694,0.8936133246837266
2020-10-06,2,4.023397754264564,0.0,2.6959,0.0,65.28,200000,178722.6649367453,-21277.335063254694,0.8936133246837266
2020-10-07,2,2.1690011446675843,0.0,2.6436,0.0,65.94,200000,178722.6649367453,-21277.335063254694,0.8936133246837266
2020-10-08,2,1.246514322834387,0.0,2.6066,0.0,66.34,200000,178722.6649367453,-21277.335063254694,0.8936133246837266
2020-10-09,1,1.0926408828843617,-33841.29836717892,2.6406,1328.397985258996,67.27,200000,178722.6649367453,-21277.335063254694,0.8936133246837266
2020-10-10,1,0.6963909730198874,-33841.29836717892,2.6415,1328.397985258996,67.92,200000,179616.58079569414,-20383.419204305857,0.8980829039784707
2020-10-11,0,-0.9452005721300863,0.0,2.6576,0.0,71.71,200000,173399.8799544374,-26600.120045562595,0.866999399772187
2020-10-12,-1,-1.0391359275286558,32806.09201499118,2.6428,-1209.8791512310731,71.66,200000,173399.87995443738,-26600.120045562624,0.8669993997721869
2020-10-13,-1,-0.857526221057958,32806.09201499118,2.6383,-1209.8791512310731,71.23,200000,172732.0045053406,-27267.995494659408,0.8636600225267029
2020-10-14,-1,-0.7005756555677842,32806.09201499118,2.6065,-1209.8791512310731,70.05,200000,170261.11338081118,-29738.886619188823,0.8513055669040559
2020-10-15,-1,-0.4623545108434578,32806.09201499118,2.5985,-1209.8791512310731,69.27,200000,169054.95890673102,-30945.041093268985,0.8452747945336551
2020-10-16,0,0.2505710756451905,0.0,2.5362,0.0,66.06,200000,170121.68611634144,-29878.313883658557,0.8506084305817072
2020-10-17,0,-0.5648576023608313,0.0,2.5217,0.0,67.33,200000,170121.68611634144,-29878.313883658557,0.8506084305817072
2020-10-18,0,-0.22063579847071807,0.0,2.5459,0.0,67.29,200000,170121.68611634144,-29878.313883658557,0.8506084305817072
2020-10-19,-2,-2.4626506285940795,0.0,2.5819,0.0,74.93,200000,170121.68611634144,-29878.313883658557,0.8506084305817072
2020-10-20,-2,-1.4054608605110153,0.0,2.5264,0.0,70.65,200000,170121.68611634144,-29878.313883658557,0.8506084305817072
2020-10-21,-2,-1.7572573020723876,0.0,2.6055,0.0,74.73,200000,170121.68611634144,-29878.313883658557,0.8506084305817072
2020-10-22,-1,-1.1923149069564745,31866.348128037585,2.6693,-1134.4470933338318,74.98,200000,170121.68611634144,-29878.313883658557,0.8506084305817072
2020-10-23,-1,-0.5629017739564928,31866.348128037585,2.6395,-1134.4470933338318,72.13,200000,165938.89472612448,-34061.105273875524,0.8296944736306224
2020-10-24,-1,-0.6906040296359112,31866.348128037585,2.6597,-1134.4470933338318,73.31,200000,167921.2425284448,-32078.757471555204,0.839606212642224
2020-10-25,0,0.35158119635193474,0.0,2.7074,0.0,71.06,200000,164460.54564679458,-35539.45435320542,0.8223027282339729
2020-10-26,0,0.4513235950411081,0.0,2.6291,0.0,69.19,200000,164460.54564679458,-35539.45435320542,0.8223027282339729
2020-10-27,0,0.4325333524252656,0.0,2.6739,0.0,70.75,200000,164460.54564679458,-35539.45435320542,0.8223027282339729
2020-10-28,2,1.402281186090748,0.0,2.6524,0.0,67.91,200000,164460.54564679458,-35539.45435320542,0.8223027282339729
2020-10-29,2,1.5944693625578448,0.0,2.6387,0.0,67.1,200000,164460.54564679458,-35539.45435320542,0.8223027282339729
2020-10-30,0,-0.840855440666221,0.0,2.5068,0.0,69.69,200000,164460.54564679458,-35539.45435320542,0.8223027282339729
2020-10-31,0,-0.7133853749463469,0.0,2.528,0.0,70.08,200000,164460.54564679458,-35539.45435320542,0.8223027282339729
2020-11-01,0,-0.2925392851151312,0.0,2.5185,0.0,68.79,200000,164460.54564679458,-35539.45435320542,0.8223027282339729
2020-11-02,0,0.33503777062224355,0.0,2.433,0.0,64.95,200000,164460.54564679458,-35539.45435320542,0.8223027282339729
2020-11-03,0,-0.16568017748172956,0.0,2.3655,0.0,64.32,200000,164460.54564679458,-35539.45435320542,0.8223027282339729
2020-11-04,0,-0.47816795194238143,0.0,2.3506,0.0,64.75,200000,164460.54564679458,-35539.45435320542,0.8223027282339729
2020-11-05,0,-0.5640236778406055,0.0,2.4464,0.0,67.78,200000,164460.54564679458,-35539.45435320542,0.8223027282339729
2020-11-06,0,-0.45780627931479606,0.0,2.5349,0.0,70.09,200000,164460.54564679458,-35539.45435320542,0.8223027282339729
2020-11-07,0,0.6044660357049273,0.0,2.4971,0.0,66.57,200000,164460.54564679458,-35539.45435320542,0.8223027282339729
2020-11-08,0,0.3297193179857338,0.0,2.5361,0.0,68.06,200000,164460.54564679458,-35539.45435320542,0.8223027282339729
2020-11-09,0,-0.2179712667624088,0.0,2.4975,0.0,68.09,200000,164460.54564679458,-35539.45435320542,0.8223027282339729
2020-11-10,0,-0.694816852725371,0.0,2.498,0.0,68.86,200000,164460.54564679458,-35539.45435320542,0.8223027282339729
2020-11-11,0,-0.9659237883304103,0.0,2.4982,0.0,69.31,200000,164460.54564679458,-35539.45435320542,0.8223027282339729
2020-11-12,-2,-3.250223106890629,0.0,2.4632,0.0,77.69,200000,164460.54564679458,-35539.45435320542,0.8223027282339729
2020-11-13,-2,-1.8564416755569437,0.0,2.5982,0.0,77.74,200000,164460.54564679458,-35539.45435320542,0.8223027282339729
2020-11-14,-2,-1.882225344733889,0.0,2.5359,0.0,77.29,200000,164460.54564679458,-35539.45435320542,0.8223027282339729
2020-11-15,-2,-1.4442161866747827,0.0,2.4961,0.0,74.98,200000,164460.54564679458,-35539.45435320542,0.8223027282339729
2020-11-16,-2,-1.7954729440201647,0.0,2.583,0.0,80.66,200000,164460.54564679458,-35539.45435320542,0.8223027282339729
2020-11-17,-2,-1.370789049749085,0.0,2.7162,0.0,83.21,200000,164460.54564679458,-35539.45435320542,0.8223027282339729
2020-11-18,-1,-1.1451937535960266,31182.083661369415,2.6371,-1027.2363875502472,80.05,200000,164460.54564679458,-35539.45435320542,0.8223027282339729
2020-11-19,-2,-1.411169404362325,0.0,2.6363,0.0,82.21,200000,166704.3219108322,-33295.678089167806,0.833521609554161
2020-11-20,0,-0.7263570880289671,0.0,2.7798,0.0,83.36,200000,166704.3219108322,-33295.678089167806,0.833521609554161
2020-11-21,0,-0.28508172202939747,0.0,3.2306,0.0,94.57,200000,166704.3219108322,-33295.678089167806,0.833521609554161
2020-11-22,0,-0.3565888461316299,0.0,3.0633,0.0,90.45,200000,166704.3219108322,-33295.678089167806,0.833521609554161
2020-11-23,0,0.6911518621791557,0.0,3.3789,0.0,94.24,200000,166704.3219108322,-33295.678089167806,0.833521609554161
2020-11-24,-2,-1.4283434402009387,0.0,3.5987,0.0,114.5,200000,166704.3219108322,-33295.678089167806,0.833521609554161
2020-11-25,0,-0.3055876185445683,0.0,3.4247,0.0,102.06,200000,166704.3219108322,-33295.678089167806,0.833521609554161
2020-11-26,0,-0.9282660394945903,0.0,2.9522,0.0,91.83,200000,166704.3219108322,-33295.678089167806,0.833521609554161
2020-11-27,-2,-1.3560268589718336,0.0,2.8734,0.0,92.32,200000,166704.3219108322,-33295.678089167806,0.833521609554161
2020-11-28,-2,-2.676755990113743,0.0,2.9982,0.0,109.07,200000,166704.3219108322,-33295.678089167806,0.833521609554161
2020-11-29,-2,-2.0977426739050324,0.0,3.0311,0.0,108.15,200000,166704.3219108322,-33295.678089167806,0.833521609554161
2020-11-30,-2,-1.5466366763153028,0.0,3.2615,0.0,112.83,200000,166704.3219108322,-33295.678089167806,0.833521609554161
2020-12-01,-2,-1.4552310633036551,0.0,2.9942,0.0,103.91,200000,166704.3219108322,-33295.678089167806,0.833521609554161
2020-12-02,-2,-1.2332211157823858,0.0,3.0565,0.0,105.23,200000,166704.3219108322,-33295.678089167806,0.833521609554161
2020-12-03,-2,-1.263106771978299,0.0,3.0803,0.0,107.54,200000,166704.3219108322,-33295.678089167806,0.833521609554161
2020-12-04,-1,-1.088054279258296,29291.594375673354,2.8456,-843.1333295105816,98.86,200000,166704.3219108322,-33295.678089167806,0.833521609554161
2020-12-05,-1,-0.8267876121987308,29291.594375673354,3.0079,-843.1333295105816,102.99,200000,174940.48832888267,-25059.511671117332,0.8747024416444134
2020-12-06,-1,-0.7021307162019507,29291.594375673354,2.9969,-843.1333295105816,102.09,200000,173859.46079419076,-26140.53920580924,0.8692973039709538
2020-12-07,-1,-0.7517314995047122,29291.594375673354,2.9491,-843.1333295105816,101.53,200000,171987.16791850765,-28012.83208149235,0.8599358395925383
2020-12-08,-1,-0.5022655482055935,29291.594375673354,2.803,-843.1333295105816,95.01,200000,162210.4366718128,-37789.563328187214,0.8110521833590639
2020-12-09,-1,-0.5013879995634308,29291.594375673354,2.8085,-843.1333295105816,95.62,200000,162885.85177188044,-37114.148228119564,0.8144292588594022
2020-12-10,-1,-0.37809122819433666,29291.594375673354,2.7401,-843.1333295105816,92.86,200000,158555.25872713517,-41444.741272864834,0.7927762936356758
2020-12-11,-1,-0.5681444206934457,29291.594375673354,2.6938,-843.1333295105816,93.25,200000,157527.87990605063,-42472.12009394937,0.7876393995302531
2020-12-12,-1,-0.34274188586573906,29291.594375673354,2.7672,-843.1333295105816,94.74,200000,160934.1515941958,-39065.848405804194,0.8046707579709791
2020-12-13,-1,-0.24950093909450177,29291.594375673354,2.8507,-843.1333295105816,97.61,200000,165799.7923802599,-34200.207619740104,0.8289989619012995
2020-12-14,0,-0.013986503555669777,0.0,2.847,0.0,96.69,200000,164833.7143536683,-35166.2856463317,0.8241685717683415
2020-12-15,0,0.2583252226845483,0.0,2.8615,0.0,96.96,200000,164833.7143536683,-35166.2856463317,0.8241685717683415
2020-12-16,0,0.4419868971804467,0.0,3.102,0.0,105.39,200000,164833.7143536683,-35166.2856463317,0.8241685717683415
2020-12-17,-2,-1.5728664009292586,0.0,3.0416,0.0,108.22,200000,164833.7143536683,-35166.2856463317,0.8241685717683415
2020-12-18,-2,-1.529804505892087,0.0,3.0594,0.0,108.05,200000,164833.7143536683,-35166.2856463317,0.8241685717683415
2020-12-19,-2,-1.869360601468934,0.0,3.0535,0.0,108.27,200000,164833.7143536683,-35166.2856463317,0.8241685717683415
2020-12-20,0,-0.8617904320660853,0.0,3.1361,0.0,109.56,200000,164833.7143536683,-35166.2856463317,0.8241685717683415
2020-12-21,-2,-1.6366034902829487,0.0,2.9288,0.0,103.9,200000,164833.7143536683,-35166.2856463317,0.8241685717683415
2020-12-22,-2,-2.502454192387227,0.0,2.898,0.0,105.76,200000,164833.7143536683,-35166.2856463317,0.8241685717683415
2020-12-23,-2,-3.412036265927704,0.0,2.3148,0.0,91.4,200000,164833.7143536683,-35166.2856463317,0.8241685717683415
2020-12-24,-2,-1.4742740772666882,0.0,2.6682,0.0,98.54,200000,164833.7143536683,-35166.2856463317,0.8241685717683415
2020-12-25,-2,-2.1451644208203007,0.0,2.6661,0.0,103.12,200000,164833.7143536683,-35166.2856463317,0.8241685717683415
2020-12-26,-2,-2.625102202187032,0.0,2.6128,0.0,107.99,200000,164833.7143536683,-35166.2856463317,0.8241685717683415
2020-12-27,-2,-1.6663961446420965,0.0,2.7167,0.0,107.48,200000,164833.7143536683,-35166.2856463317,0.8241685717683415
2020-12-28,-2,-1.2113636021376393,0.0,2.7638,0.0,107.11,200000,164833.7143536683,-35166.2856463317,0.8241685717683415
2020-12-29,-2,-1.3021336823002487,0.0,2.6391,0.0,103.93,200000,164833.7143536683,-35166.2856463317,0.8241685717683415
2020-12-30,-1,-1.0502829073629363,31549.537639947233,2.6123,-808.8807260460708,101.89,200000,164833.7143536683,-35166.2856463317,0.8241685717683415
2020-12-31,-1,-0.7310557812398136,31549.537639947233,2.5911,-808.8807260460708,99.45,200000,162191.19518414902,-37808.80481585098,0.8109559759207451
2021-01-01,0,1.4838679727259811,0.0,2.6378,0.0,87.97,200000,152769.58143728832,-47230.41856271168,0.7638479071864416
2021-01-02,2,1.540307296856008,0.0,2.6321,0.0,87.02,200000,152769.58143728832,-47230.41856271168,0.7638479071864416
2021-01-03,2,1.874745990251716,0.0,2.7985,0.0,89.65,200000,152769.58143728832,-47230.41856271168,0.7638479071864416
2021-01-04,2,1.8907017437975167,0.0,2.8191,0.0,89.01,200000,152769.58143728832,-47230.41856271168,0.7638479071864416
2021-01-05,2,1.953524272189494,0.0,2.8862,0.0,89.11,200000,152769.58143728832,-47230.41856271168,0.7638479071864416
2021-01-06,2,2.566703338534507,0.0,3.3711,0.0,94.22,200000,152769.58143728832,-47230.41856271168,0.7638479071864416
2021-01-07,2,1.265307098730948,0.0,3.1943,0.0,98.96,200000,152769.58143728832,-47230.41856271168,0.7638479071864416
2021-01-08,1,1.1666687973088534,-24565.765330495968,3.1094,794.0206935409996,96.2,200000,152769.58143728832,-47230.41856271168,0.7638479071864416
2021-01-09,2,1.2186676731701533,0.0,3.6145,0.0,109.94,200000,154267.9051764685,-45732.094823531486,0.7713395258823426
2021-01-10,-2,-1.971304806025309,0.0,3.0552,0.0,146.54,200000,154267.9051764685,-45732.094823531486,0.7713395258823426
2021-01-11,-2,-1.6334929751586664,0.0,2.6663,0.0,125.01,200000,154267.9051764685,-45732.094823531486,0.7713395258823426
2021-01-12,-2,-1.70897252501916,0.0,2.5969,0.0,128.53,200000,154267.9051764685,-45732.094823531486,0.7713395258823426
2021-01-13,-2,-1.421567099026602,0.0,2.767,0.0,133.1,200000,154267.9051764685,-45732.094823531486,0.7713395258823426
2021-01-14,-2,-1.2480236972801966,0.0,2.8089,0.0,132.99,200000,154267.9051764685,-45732.094823531486,0.7713395258823426
2021-01-15,0,-0.9958556230594943,0.0,2.7566,0.0,124.3,200000,154267.9051764685,-45732.094823531486,0.7713395258823426
2021-01-16,0,-0.932944249084533,0.0,2.777,0.0,124.85,200000,154267.9051764685,-45732.094823531486,0.7713395258823426
2021-01-17,0,-0.879885628149203,0.0,2.764,0.0,124.26,200000,154267.9051764685,-45732.094823531486,0.7713395258823426
2021-01-18,0,-0.9164323635197456,0.0,2.8144,0.0,129.3,200000,154267.9051764685,-45732.094823531486,0.7713395258823426
2021-01-19,0,-0.7537727147556091,0.0,2.7895,0.0,124.46,200000,154267.9051764685,-45732.094823531486,0.7713395258823426
2021-01-20,0,-0.6255063427462408,0.0,2.7756,0.0,121.13,200000,154267.9051764685,-45732.094823531486,0.7713395258823426
2021-01-21,0,-0.11220817442498844,0.0,2.5451,0.0,99.77,200000,154267.9051764685,-45732.094823531486,0.7713395258823426
2021-01-22,0,-0.15563875353058423,0.0,2.6208,0.0,104.72,200000,154267.9051764685,-45732.094823531486,0.7713395258823426
2021-01-23,0,0.01765341383062862,0.0,2.7028,0.0,105.29,200000,154267.9051764685,-45732.094823531486,0.7713395258823426
2021-01-24,0,0.05777063346256849,0.0,2.7135,0.0,106.16,200000,154267.9051764685,-45732.094823531486,0.7713395258823426
2021-01-25,0,0.06518556716565452,0.0,2.6481,0.0,105.0,200000,154267.9051764685,-45732.094823531486,0.7713395258823426
2021-01-26,0,0.16712591345650793,0.0,2.6278,0.0,104.97,200000,154267.9051764685,-45732.094823531486,0.7713395258823426
2021-01-27,0,0.5338655037633554,0.0,2.5001,0.0,96.45,200000,154267.9051764685,-45732.094823531486,0.7713395258823426
2021-01-28,0,0.885425748726103,0.0,2.709,0.0,102.68,200000,154267.9051764685,-45732.094823531486,0.7713395258823426
2021-01-29,2,1.231613433546134,0.0,2.7232,0.0,104.56,200000,154267.9051764685,-45732.094823531486,0.7713395258823426
2021-01-30,2,1.8170719782463554,0.0,2.9319,0.0,105.17,200000,154267.9051764685,-45732.094823531486,0.7713395258823426
2021-01-31,2,1.8428176650096262,0.0,2.9297,0.0,102.42,200000,154267.9051764685,-45732.094823531486,0.7713395258823426
2021-02-01,2,1.9452616583768645,0.0,3.055,0.0,103.54,200000,154267.9051764685,-45732.094823531486,0.7713395258823426
2021-02-02,0,0.9767216816591103,0.0,2.9979,0.0,109.85,200000,154267.9051764685,-45732.094823531486,0.7713395258823426
2021-02-03,0,0.46963364861046875,0.0,3.0665,0.0,116.84,200000,154267.9051764685,-45732.094823531486,0.7713395258823426
2021-02-04,0,0.8195604681116659,0.0,3.0226,0.0,111.0,200000,154267.9051764685,-45732.094823531486,0.7713395258823426
2021-02-05,0,0.8621269848563725,0.0,3.3128,0.0,120.42,200000,154267.9051764685,-45732.094823531486,0.7713395258823426
2021-02-06,0,0.5355697634542118,0.0,3.2092,0.0,118.94,200000,154267.9051764685,-45732.094823531486,0.7713395258823426
2021-02-07,2,1.5324355452847858,0.0,3.44,0.0,118.31,200000,154267.9051764685,-45732.094823531486,0.7713395258823426
2021-02-08,1,1.1579085876420323,-21463.659345029984,3.5937,611.3978486702144,126.16,200000,154267.9051764685,-45732.094823531486,0.7713395258823426
2021-02-09,2,2.108735517691389,0.0,4.1631,0.0,137.36,200000,159641.65690242217,-40358.34309757783,0.7982082845121108
2021-02-10,2,1.4333419656416353,0.0,4.126,0.0,139.75,200000,159641.65690242217,-40358.34309757783,0.7982082845121108
2021-02-11,0,0.33835174482375563,0.0,4.5833,0.0,164.6,200000,159641.65690242217,-40358.34309757783,0.7982082845121108
2021-02-12,0,0.35714862646475526,0.0,4.7489,0.0,169.76,200000,159641.65690242217,-40358.34309757783,0.7982082845121108
2021-02-13,-2,-3.0620324654059803,0.0,5.5562,0.0,267.61,200000,159641.65690242217,-40358.34309757783,0.7982082845121108
2021-02-14,-2,-2.1376963740564783,0.0,5.0667,0.0,230.69,200000,159641.65690242217,-40358.34309757783,0.7982082845121108
2021-02-15,-2,-2.778309010734922,0.0,4.7148,0.0,259.69,200000,159641.65690242217,-40358.34309757783,0.7982082845121108
2021-02-16,-2,-2.1627506891233934,0.0,4.6447,0.0,249.46,200000,159641.65690242217,-40358.34309757783,0.7982082845121108
2021-02-17,-2,-1.9267881697468647,0.0,4.8441,0.0,265.96,200000,159641.65690242217,-40358.34309757783,0.7982082845121108
2021-02-18,-2,-1.8737787570491777,0.0,4.8146,0.0,281.15,200000,159641.65690242217,-40358.34309757783,0.7982082845121108
2021-02-19,-2,-1.7942064948210634,0.0,5.2267,0.0,323.84,200000,159641.65690242217,-40358.34309757783,0.7982082845121108
2021-02-20,-2,-1.5515023272131307,0.0,4.839,0.0,297.28,200000,159641.65690242217,-40358.34309757783,0.7982082845121108
2021-02-21,-2,-1.2815666763727513,0.0,5.1008,0.0,301.52,200000,159641.65690242217,-40358.34309757783,0.7982082845121108
2021-02-22,-1,-1.0984125993387037,17027.716887004517,4.6877,-293.782953445753,271.7,200000,159641.65690242217,-40358.34309757783,0.7982082845121108
2021-02-23,-1,-1.0887688458599296,17027.716887004517,3.8521,-293.782953445753,230.91,200000,133429.89000058893,-66570.10999941107,0.6671494500029447
2021-02-24,-1,-1.0333084146719502,17027.716887004517,3.8892,-293.782953445753,237.4,200000,135968.26966495975,-64031.73033504025,0.6798413483247987
2021-02-25,-1,-0.8661282853648092,17027.716887004517,3.6711,-293.782953445753,218.5,200000,126702.02679177931,-73297.97320822069,0.6335101339588965
2021-02-26,-1,-0.7205043122540029,17027.716887004517,3.5477,-293.782953445753,206.7,200000,121134.16767726306,-78865.83232273694,0.6056708383863153
2021-02-27,-1,-0.596370955967141,17027.716887004517,3.6715,-293.782953445753,210.69,200000,124414.39301212277,-75585.60698787723,0.6220719650606139
