date,statusList,zscore,ZECUSDT_position,ZECUSDT_price,HOTUSDT_position,HOTUSDT_price,init,total_asset,pnl,return
2020-02-20,-1,-0.5511538247817871,1646.7942749229126,60.79,-133709614.83502086,0.0007235,200000,196847.53030570142,-3152.4696942985756,0.9842376515285072
2020-02-21,-1,-0.483107312577798,1646.7942749229126,61.56,-133709614.83502086,0.0007332,200000,199412.54516129178,-587.4548387082177,0.9970627258064589
2020-02-22,-1,-0.5097626862364345,1646.7942749229126,60.73,-133709614.83502086,0.0007301,200000,197631.2061071172,-2368.7938928827934,0.988156030535586
2020-02-23,-1,-0.2613472080856565,1646.7942749229126,63.32,-133709614.83502086,0.0007501,200000,204570.59557586798,4570.5955758679775,1.0228529778793398
2020-02-24,0,0.19573146505574737,0.0,60.7,0.0,0.0006961,200000,204563.2352989392,4563.235298939195,1.022816176494696
2020-02-25,0,0.36157163586349705,0.0,57.06,0.0,0.0006552,200000,204563.2352989392,4563.235298939195,1.022816176494696
2020-02-26,0,-0.36894254837401563,0.0,51.33,0.0,0.0006203,200000,204563.2352989392,4563.235298939195,1.022816176494696
2020-02-27,0,-0.3921479739639566,0.0,52.96,0.0,0.000643,200000,204563.2352989392,4563.235298939195,1.022816176494696
2020-02-28,0,-0.7745686577977917,0.0,50.83,0.0,0.0006341,200000,204563.2352989392,4563.235298939195,1.022816176494696
2020-02-29,0,-0.8969370368889075,0.0,48.96,0.0,0.0006189,200000,204563.2352989392,4563.235298939195,1.022816176494696
2020-03-01,0,-0.5546256032000316,0.0,49.1,0.0,0.0006107,200000,204563.2352989392,4563.235298939195,1.022816176494696
2020-03-02,0,-0.11068763902393233,0.0,52.33,0.0,0.0006394,200000,204563.2352989392,4563.235298939195,1.022816176494696
2020-03-03,0,-0.43254815928354334,0.0,50.78,0.0,0.000631,200000,204563.2352989392,4563.235298939195,1.022816176494696
2020-03-04,0,-0.91856187830412,0.0,50.17,0.0,0.0006388,200000,204563.2352989392,4563.235298939195,1.022816176494696
2020-03-05,0,-0.592139597225557,0.0,51.84,0.0,0.0006517,200000,204563.2352989392,4563.235298939195,1.022816176494696
2020-03-06,0,0.08118225718139897,0.0,53.3,0.0,0.0006483,200000,204563.2352989392,4563.235298939195,1.022816176494696
2020-03-07,0,-0.9848058267690384,0.0,50.59,0.0,0.0006335,200000,204563.2352989392,4563.235298939195,1.022816176494696
2020-03-08,-1,-1.1245080622753394,2388.0835313908383,42.83,-189445485.55189776,0.0005399,200000,204563.2352989392,4563.235298939195,1.022816176494696
2020-03-09,-1,-1.0841738727248882,2388.0835313908383,42.18,-189445485.55189776,0.0005328,200000,201665.9180561167,1665.9180561167013,1.0083295902805836
2020-03-10,-2,-1.903661774456466,0.0,41.4,0.0,0.0005435,200000,208660.19849681493,8660.198496814934,1.0433009924840746
2020-03-11,-2,-1.5103552390584363,0.0,40.24,0.0,0.0005245,200000,208660.19849681493,8660.198496814934,1.0433009924840746
2020-03-12,2,2.45151959012639,0.0,25.45,0.0,0.0002819,200000,208660.19849681493,8660.198496814934,1.0433009924840746
2020-03-13,0,0.8844838408772363,0.0,27.34,0.0,0.0003223,200000,208660.19849681493,8660.198496814934,1.0433009924840746
2020-03-14,0,-0.13210427255925783,0.0,24.95,0.0,0.0003081,200000,208660.19849681493,8660.198496814934,1.0433009924840746
2020-03-15,0,0.3554248116711487,0.0,25.68,0.0,0.0003117,200000,208660.19849681493,8660.198496814934,1.0433009924840746
2020-03-16,2,1.966528213291835,0.0,24.68,0.0,0.0002807,200000,208660.19849681493,8660.198496814934,1.0433009924840746
2020-03-17,0,0.9198219118543174,0.0,25.06,0.0,0.0002965,200000,208660.19849681493,8660.198496814934,1.0433009924840746
2020-03-18,2,3.2124425092225506,0.0,29.73,0.0,0.0003,200000,208660.19849681493,8660.198496814934,1.0433009924840746
2020-03-19,2,2.2242793365994644,0.0,31.95,0.0,0.0003304,200000,208660.19849681493,8660.198496814934,1.0433009924840746
2020-03-20,2,2.369195723868044,0.0,33.08,0.0,0.0003259,200000,208660.19849681493,8660.198496814934,1.0433009924840746
2020-03-21,2,2.0302674133295526,0.0,33.03,0.0,0.0003237,200000,208660.19849681493,8660.198496814934,1.0433009924840746
2020-03-22,2,1.2570398989585698,0.0,29.49,0.0,0.0003046,200000,208660.19849681493,8660.198496814934,1.0433009924840746
2020-03-23,2,1.2420046416037904,0.0,32.05,0.0,0.0003273,200000,208660.19849681493,8660.198496814934,1.0433009924840746
2020-03-24,1,1.1306425211703142,-3181.7657593292915,32.79,311898652.4616068,0.0003345,200000,208660.19849681493,8660.198496814934,1.0433009924840746
2020-03-25,2,1.2773154425286852,0.0,32.2,0.0,0.0003198,200000,211367.8668899963,11367.866889996309,1.0568393344499816
2020-03-26,1,1.0713524576875453,-3255.8205004620504,32.46,325081308.65886855,0.0003251,200000,211367.86688999634,11367.866889996338,1.0568393344499818
2020-03-27,1,0.9506803540512847,-3255.8205004620504,31.01,325081308.65886855,0.0003112,200000,202128.2969739681,2128.2969739680993,1.0106414848698404
2020-03-28,1,0.4170989669085312,-3255.8205004620504,30.38,325081308.65886855,0.0003188,200000,202547.7480044844,2547.748004484398,1.012738740022422
2020-03-29,0,-0.09791125403032917,0.0,28.22,0.0,0.0003091,200000,202764.48890657912,2764.4889065791212,1.0138224445328956
2020-03-30,0,-0.046139232176019875,0.0,30.54,0.0,0.0003298,200000,202764.48890657912,2764.4889065791212,1.0138224445328956
2020-03-31,0,-0.3319986803876435,0.0,30.9,0.0,0.0003378,200000,202764.48890657912,2764.4889065791212,1.0138224445328956
2020-04-01,0,0.021820021939231816,0.0,31.32,0.0,0.0003331,200000,202764.48890657912,2764.4889065791212,1.0138224445328956
2020-04-02,0,0.501110973622795,0.0,32.23,0.0,0.0003299,200000,202764.48890657912,2764.4889065791212,1.0138224445328956
2020-04-03,0,0.5555091786290844,0.0,32.66,0.0,0.0003317,200000,202764.48890657912,2764.4889065791212,1.0138224445328956
2020-04-04,0,0.8620368093773497,0.0,33.03,0.0,0.0003292,200000,202764.48890657912,2764.4889065791212,1.0138224445328956
2020-04-05,0,0.5014133897323715,0.0,32.52,0.0,0.0003285,200000,202764.48890657912,2764.4889065791212,1.0138224445328956
2020-04-06,2,2.2995794797339113,0.0,37.56,0.0,0.0003525,200000,202764.48890657912,2764.4889065791212,1.0138224445328956
2020-04-07,2,1.9007245458318927,0.0,36.45,0.0,0.0003431,200000,202764.48890657912,2764.4889065791212,1.0138224445328956
2020-04-08,2,1.5377757852239855,0.0,37.86,0.0,0.0003585,200000,202764.48890657912,2764.4889065791212,1.0138224445328956
2020-04-09,2,2.3405915737742293,0.0,40.71,0.0,0.0003647,200000,202764.48890657912,2764.4889065791212,1.0138224445328956
2020-04-10,2,1.3902646553014653,0.0,36.62,0.0,0.0003415,200000,202764.48890657912,2764.4889065791212,1.0138224445328956
2020-04-11,1,1.193926748684207,-2800.6144876599324,36.2,299327559.6495116,0.0003387,200000,202764.48890657915,2764.4889065791504,1.0138224445328958
2020-04-12,2,1.352615965255662,0.0,36.38,0.0,0.0003346,200000,204495.8425089209,4495.842508920905,1.0224792125446045
2020-04-13,0,0.8354163465033834,0.0,35.75,0.0,0.000337,200000,204495.8425089209,4495.842508920905,1.0224792125446045
2020-04-14,0,0.733097326557896,0.0,35.51,0.0,0.0003357,200000,204495.8425089209,4495.842508920905,1.0224792125446045
2020-04-15,0,0.9044946244767258,0.0,35.08,0.0,0.0003268,200000,204495.8425089209,4495.842508920905,1.0224792125446045
2020-04-16,2,1.8262182150073407,0.0,38.74,0.0,0.0003363,200000,204495.8425089209,4495.842508920905,1.0224792125446045
2020-04-17,2,2.0611183746174464,0.0,40.4,0.0,0.0003376,200000,204495.8425089209,4495.842508920905,1.0224792125446045
2020-04-18,2,2.09308794668443,0.0,42.13,0.0,0.0003437,200000,204495.8425089209,4495.842508920905,1.0224792125446045
2020-04-19,2,2.9183392133678887,0.0,46.44,0.0,0.0003348,200000,204495.8425089209,4495.842508920905,1.0224792125446045
2020-04-20,2,2.128972785723873,0.0,41.89,0.0,0.000312,200000,204495.8425089209,4495.842508920905,1.0224792125446045
2020-04-21,2,1.8244846244377548,0.0,42.09,0.0,0.0003146,200000,204495.8425089209,4495.842508920905,1.0224792125446045
2020-04-22,2,2.124845516132876,0.0,45.53,0.0,0.0003193,200000,204495.8425089209,4495.842508920905,1.0224792125446045
2020-04-23,2,1.5062384536411886,0.0,44.46,0.0,0.0003251,200000,204495.8425089209,4495.842508920905,1.0224792125446045
2020-04-24,1,1.0712132972988988,-2319.5989395295023,44.08,306774441.20750207,0.0003333,200000,204495.8425089209,4495.842508920905,1.0224792125446045
2020-04-25,1,0.8966199957951122,-2319.5989395295023,44.7,306774441.20750207,0.000341,200000,208296.15704872698,8296.157048726978,1.041480785243635
2020-04-26,1,0.6712773576499974,-2319.5989395295023,44.59,306774441.20750207,0.0003455,200000,209421.48615081247,9421.486150812474,1.0471074307540624
2020-04-27,1,0.5661160914755381,-2319.5989395295023,44.46,306774441.20750207,0.0003457,200000,209181.29317691515,9181.293176915147,1.0459064658845758
2020-04-28,1,0.6148936794945147,-2319.5989395295023,44.62,306774441.20750207,0.0003426,200000,208601.4282394966,8601.4282394966,1.043007141197483
2020-04-29,1,0.5431663866745212,-2319.5989395295023,47.07,306774441.20750207,0.0003616,200000,220113.16002428642,20113.160024286422,1.100565800121432
2020-04-30,1,0.2631566188329679,-2319.5989395295023,44.76,306774441.20750207,0.000351,200000,211503.07739717374,11503.077397173736,1.0575153869858687
2020-05-01,0,0.07890765619943918,0.0,45.73,0.0,0.0003623,200000,199426.72196412703,-573.2780358729651,0.9971336098206351
2020-05-02,-2,-1.7270195971879994,0.0,46.5,0.0,0.0004421,200000,199426.72196412703,-573.2780358729651,0.9971336098206351
2020-05-03,-2,-2.6223076782266506,0.0,44.78,0.0,0.0005045,200000,199426.72196412703,-573.2780358729651,0.9971336098206351
2020-05-04,-2,-2.725579329290887,0.0,44.02,0.0,0.0005696,200000,199426.72196412703,-573.2780358729651,0.9971336098206351
2020-05-05,-2,-2.1887663396403356,0.0,43.84,0.0,0.0005493,200000,199426.72196412703,-573.2780358729651,0.9971336098206351
2020-05-06,-2,-1.7025650010350628,0.0,42.3,0.0,0.0004995,200000,199426.72196412703,-573.2780358729651,0.9971336098206351
2020-05-07,-2,-1.6365222179322922,0.0,44.17,0.0,0.0005433,200000,199426.72196412703,-573.2780358729651,0.9971336098206351
2020-05-08,-1,-1.1835754785611758,2132.4499782306143,46.76,-189173517.3251063,0.0005271,200000,199426.72196412703,-573.2780358729651,0.9971336098206351
2020-05-09,-1,-1.1422779204063338,2132.4499782306143,45.0,-189173517.3251063,0.0005186,200000,194065.63510517776,-5934.36489482224,0.9703281755258888
2020-05-10,-1,-1.0145907940902545,2132.4499782306143,40.9,-189173517.3251063,0.0004688,200000,175901.74903164196,-24098.250968358043,0.8795087451582098
2020-05-11,-1,-1.1504504145923693,2132.4499782306143,39.68,-189173517.3251063,0.0004898,200000,177272.80392202782,-22727.196077972185,0.8863640196101391
2020-05-12,-1,-0.8932681664901394,2132.4499782306143,42.21,-189173517.3251063,0.0004961,200000,183859.69552609947,-16140.304473900527,0.9192984776304973
2020-05-13,-1,-0.9227949497847842,2132.4499782306143,42.89,-189173517.3251063,0.0005215,200000,190114.768851354,-9885.23114864601,0.9505738442567699
2020-05-14,-1,-0.7789094322895944,2132.4499782306143,43.2,-189173517.3251063,0.0005167,200000,189867.79546144497,-10132.20453855503,0.9493389773072248
2020-05-15,-1,-0.8991484409825742,2132.4499782306143,41.87,-189173517.3251063,0.00053,200000,189547.64477082214,-10452.355229177861,0.9477382238541107
2020-05-16,-1,-0.7842032788867105,2132.4499782306143,42.51,-189173517.3251063,0.0005333,200000,191536.6853640626,-8463.314635937393,0.957683426820313
2020-05-17,-1,-0.40830749403997607,2132.4499782306143,46.25,-189173517.3251063,0.000539,200000,200590.33733139822,590.3373313982156,1.002951686656991
2020-05-18,0,-0.11044802217105532,0.0,48.07,0.0,0.0005363,200000,198373.6088520359,-1626.3911479641101,0.9918680442601795
2020-05-19,0,0.11476684533349661,0.0,48.97,0.0,0.0005372,200000,198373.6088520359,-1626.3911479641101,0.9918680442601795
2020-05-20,0,0.4721372869614304,0.0,48.39,0.0,0.0005203,200000,198373.6088520359,-1626.3911479641101,0.9918680442601795
2020-05-21,0,0.5724930393240941,0.0,46.0,0.0,0.0005134,200000,198373.6088520359,-1626.3911479641101,0.9918680442601795
2020-05-22,0,0.8810034249697439,0.0,47.7,0.0,0.000535,200000,198373.6088520359,-1626.3911479641101,0.9918680442601795
2020-05-23,0,0.8473556722243836,0.0,46.91,0.0,0.0005269,200000,198373.6088520359,-1626.3911479641101,0.9918680442601795
2020-05-24,0,-0.21670306256526564,0.0,45.0,0.0,0.0005315,200000,198373.6088520359,-1626.3911479641101,0.9918680442601795
2020-05-25,-1,-1.1004174747213615,2159.05103234693,45.94,-175272670.83586842,0.0005659,200000,198373.6088520359,-1626.3911479641101,0.9918680442601795
2020-05-26,-2,-1.3545524591651987,0.0,44.85,0.0,0.0005634,200000,200288.7928002044,288.7928002043918,1.001443964001022
2020-05-27,0,-0.6418219710020631,0.0,46.21,0.0,0.0005584,200000,200288.7928002044,288.7928002043918,1.001443964001022
2020-05-28,0,-0.30292807362019175,0.0,47.73,0.0,0.0005685,200000,200288.7928002044,288.7928002043918,1.001443964001022
2020-05-29,0,-0.43898007443538867,0.0,46.6,0.0,0.00056,200000,200288.7928002044,288.7928002043918,1.001443964001022
2020-05-30,2,1.8141234252389562,0.0,54.55,0.0,0.0005828,200000,200288.7928002044,288.7928002043918,1.001443964001022
2020-05-31,0,-0.7239610628365861,0.0,51.51,0.0,0.000627,200000,200288.7928002044,288.7928002043918,1.001443964001022
2020-06-01,0,0.33636905295154773,0.0,54.65,0.0,0.000628,200000,200288.7928002044,288.7928002043918,1.001443964001022
2020-06-02,0,-0.6515204558247186,0.0,51.48,0.0,0.0006233,200000,200288.7928002044,288.7928002043918,1.001443964001022
2020-06-03,0,-0.9509889436269093,0.0,52.83,0.0,0.000652,200000,200288.7928002044,288.7928002043918,1.001443964001022
2020-06-04,-1,-1.0779286638279282,1917.0060566635182,52.24,-154591535.04183728,0.0006478,200000,200288.7928002044,288.7928002043918,1.001443964001022
2020-06-05,-1,-0.7400461879065799,1917.0060566635182,52.57,-154591535.04183728,0.000638,200000,199406.40775549333,-593.5922445066681,0.9970320387774667
2020-06-06,-1,-0.5943411725649707,1917.0060566635182,52.83,-154591535.04183728,0.0006376,200000,199842.99271620912,-157.00728379088105,0.9992149635810456
2020-06-07,-1,-0.4626931124693981,1917.0060566635182,52.21,-154591535.04183728,0.0006279,200000,197154.91107117193,-2845.088928828074,0.9857745553558597
2020-06-08,-1,-0.6283935649761114,1917.0060566635182,52.5,-154591535.04183728,0.0006394,200000,199488.64548058546,-511.35451941454085,0.9974432274029273
2020-06-09,-1,-0.6164434756981328,1917.0060566635182,51.98,-154591535.04183728,0.0006348,200000,197780.681269928,-2219.318730072002,0.98890340634964
2020-06-10,0,0.7969863794542285,0.0,55.21,0.0,0.0006364,200000,192832.94131243677,-7167.058687563229,0.9641647065621839
2020-06-11,0,0.6138309496278711,0.0,49.64,0.0,0.0005783,200000,192832.94131243677,-7167.058687563229,0.9641647065621839
2020-06-12,0,0.5393668838839065,0.0,51.61,0.0,0.0006051,200000,192832.94131243677,-7167.058687563229,0.9641647065621839
2020-06-13,0,0.9071800150078064,0.0,52.81,0.0,0.00061,200000,192832.94131243677,-7167.058687563229,0.9641647065621839
2020-06-14,0,0.6984417152768717,0.0,51.1,0.0,0.0005931,200000,192832.94131243677,-7167.058687563229,0.9641647065621839
2020-06-15,2,1.2127949784054404,0.0,52.2,0.0,0.0005923,200000,192832.94131243677,-7167.058687563229,0.9641647065621839
2020-06-16,2,1.7834881743355033,0.0,52.97,0.0,0.0005834,200000,192832.94131243677,-7167.058687563229,0.9641647065621839
2020-06-17,2,1.5886520983481502,0.0,52.91,0.0,0.0005821,200000,192832.94131243677,-7167.058687563229,0.9641647065621839
2020-06-18,2,1.20265015660228,0.0,51.95,0.0,0.0005773,200000,192832.94131243677,-7167.058687563229,0.9641647065621839
2020-06-19,2,1.6079510072700214,0.0,51.41,0.0,0.0005653,200000,192832.94131243677,-7167.058687563229,0.9641647065621839
2020-06-20,1,1.0094640837746458,-1875.8068221054161,51.4,167389706.00037915,0.000576,200000,192832.94131243677,-7167.058687563229,0.9641647065621839
2020-06-21,1,0.7366050752387172,-1875.8068221054161,50.51,167389706.00037915,0.0005715,200000,190410.21956376123,-9589.780436238769,0.9520510978188061
2020-06-22,2,1.3493855820882106,0.0,53.53,0.0,0.0005875,200000,194903.42822451697,-5096.571775483026,0.9745171411225849
2020-06-23,2,2.827092749115859,0.0,58.23,0.0,0.0005815,200000,194903.42822451697,-5096.571775483026,0.9745171411225849
2020-06-24,2,2.045794989393766,0.0,55.2,0.0,0.0005625,200000,194903.42822451697,-5096.571775483026,0.9745171411225849
2020-06-25,2,1.9783185393154399,0.0,55.81,0.0,0.0005608,200000,194903.42822451697,-5096.571775483026,0.9745171411225849
2020-06-26,2,1.9004909993039114,0.0,55.7,0.0,0.0005526,200000,194903.42822451697,-5096.571775483026,0.9745171411225849
2020-06-27,2,1.3113661822019576,0.0,52.24,0.0,0.0005318,200000,194903.42822451697,-5096.571775483026,0.9745171411225849
2020-06-28,0,0.9807325675616158,0.0,51.81,0.0,0.000535,200000,194903.42822451697,-5096.571775483026,0.9745171411225849
2020-06-29,0,0.8796143120307198,0.0,52.42,0.0,0.000542,200000,194903.42822451697,-5096.571775483026,0.9745171411225849
2020-06-30,0,0.9286225081032036,0.0,51.44,0.0,0.0005276,200000,194903.42822451697,-5096.571775483026,0.9745171411225849
2020-07-01,0,0.2890402707712678,0.0,51.86,0.0,0.000549,200000,194903.42822451697,-5096.571775483026,0.9745171411225849
2020-07-02,0,-0.014272475608827993,0.0,51.18,0.0,0.0005484,200000,194903.42822451697,-5096.571775483026,0.9745171411225849
2020-07-03,0,0.002074847530319199,0.0,51.11,0.0,0.0005451,200000,194903.42822451697,-5096.571775483026,0.9745171411225849
2020-07-04,0,-0.22730440335898167,0.0,51.43,0.0,0.000552,200000,194903.42822451697,-5096.571775483026,0.9745171411225849
2020-07-05,0,-0.6646106162040323,0.0,51.16,0.0,0.000558,200000,194903.42822451697,-5096.571775483026,0.9745171411225849
2020-07-06,0,0.8460716257926594,0.0,55.55,0.0,0.0005672,200000,194903.42822451697,-5096.571775483026,0.9745171411225849
2020-07-07,1,1.0428131193289372,-1769.2758553423837,55.08,175399053.47778708,0.0005556,200000,194903.42822451697,-5096.571775483026,0.9745171411225849
2020-07-08,0,-0.8880778609373505,0.0,57.94,0.0,0.0006315,200000,186650.76901183213,-13349.230988167867,0.9332538450591606
2020-07-09,-2,-3.527519792545173,0.0,56.86,0.0,0.0008031,200000,186650.76901183213,-13349.230988167867,0.9332538450591606
2020-07-10,-2,-2.215579869549487,0.0,56.07,0.0,0.0007321,200000,186650.76901183213,-13349.230988167867,0.9332538450591606
2020-07-11,-2,-1.813474389019381,0.0,55.84,0.0,0.0007172,200000,186650.76901183213,-13349.230988167867,0.9332538450591606
2020-07-12,-1,-1.0282932973423875,1591.225652274784,58.65,-133321977.86559439,0.0007,200000,186650.76901183213,-13349.230988167867,0.9332538450591606
2020-07-13,-1,-0.6362088091073238,1591.225652274784,61.26,-133321977.86559439,0.000708,200000,191870.4437871941,-8129.55621280591,0.9593522189359704
2020-07-14,-1,-0.5980018236771463,1591.225652274784,62.02,-133321977.86559439,0.0007188,200000,194519.65264387135,-5480.347356128652,0.9725982632193567
2020-07-15,0,-0.1509221469600163,0.0,61.14,0.0,0.0006824,200000,180342.15032723348,-19657.84967276652,0.9017107516361674
2020-07-16,-1,-1.1485271306787002,1525.7373124131427,59.1,-122681734.91648537,0.000735,200000,180342.15032723348,-19657.84967276652,0.9017107516361674
2020-07-17,-1,-0.8025781483594182,1525.7373124131427,59.5,-122681734.91648537,0.0007209,200000,179222.63278987628,-20777.367210123717,0.8961131639493815
2020-07-18,-1,-0.5184397717459879,1525.7373124131427,59.06,-122681734.91648537,0.0007007,200000,176073.1373271015,-23926.86267289851,0.8803656866355074
2020-07-19,-1,-0.9079860982482456,1525.7373124131427,58.38,-122681734.91648537,0.0007258,200000,178114.94750106434,-21885.052498935664,0.8905747375053217
2020-07-20,-1,-0.8056332927758404,1525.7373124131427,57.05,-122681734.91648537,0.0007081,200000,173914.2501675331,-26085.749832466914,0.8695712508376654
2020-07-21,-1,-0.4635141860044561,1525.7373124131427,62.45,-122681734.91648537,0.0007553,200000,187943.80954262218,-12056.190457377816,0.9397190477131109
2020-07-22,-1,-0.3345126527090552,1525.7373124131427,64.28,-122681734.91648537,0.0007726,200000,192858.30283839343,-7141.697161606571,0.9642915141919671
2020-07-23,-1,-0.5626821992625113,1525.7373124131427,63.51,-122681734.91648537,0.0007841,200000,193094.32505937485,-6905.674940625147,0.9654716252968742
2020-07-24,-1,-0.40922552762754166,1525.7373124131427,63.01,-122681734.91648537,0.0007721,200000,190859.27558417048,-9140.724415829522,0.9542963779208524
2020-07-25,0,0.2783410977771804,0.0,65.69,0.0,0.0007637,200000,173808.50723053399,-26191.492769466015,0.8690425361526699
2020-07-26,0,0.7738129483526737,0.0,66.15,0.0,0.0007493,200000,173808.50723053399,-26191.492769466015,0.8690425361526699
2020-07-27,2,2.5254172878618992,0.0,70.77,0.0,0.0007187,200000,173808.50723053399,-26191.492769466015,0.8690425361526699
2020-07-28,2,1.3842657686305617,0.0,70.57,0.0,0.000769,200000,173808.50723053399,-26191.492769466015,0.8690425361526699
2020-07-29,2,1.9146165251461624,0.0,72.13,0.0,0.0007538,200000,173808.50723053399,-26191.492769466015,0.8690425361526699
2020-07-30,2,1.2490344893895553,0.0,70.48,0.0,0.0007611,200000,173808.50723053399,-26191.492769466015,0.8690425361526699
