date,statusList,zscore,NULSUSDT_position,NULSUSDT_price,HOTUSDT_position,HOTUSDT_price,init,total_asset,pnl,return
2020-02-09,0,0.4652711552460772,0.0,0.3609,0.0,0.0008003,200000,201701.22313073193,1701.2231307319307,1.0085061156536597
2020-02-10,0,0.5741018611718675,0.0,0.3461,0.0,0.0007595,200000,201701.22313073193,1701.2231307319307,1.0085061156536597
2020-02-11,2,1.2449297480749635,0.0,0.3668,0.0,0.000771,200000,201701.22313073193,1701.2231307319307,1.0085061156536597
2020-02-12,0,0.8478417955049108,0.0,0.3976,0.0,0.0008498,200000,201701.22313073193,1701.2231307319307,1.0085061156536597
2020-02-13,0,-0.009837926839279606,0.0,0.391,0.0,0.0008714,200000,201701.22313073193,1701.2231307319307,1.0085061156536597
2020-02-14,1,1.1774596529281895,-236128.80254124553,0.4271,113124634.39749406,0.0008915,200000,201701.22313073193,1701.2231307319307,1.0085061156536597
2020-02-15,0,-0.7943455294832039,0.0,0.3688,0.0,0.000849,200000,192742.71090447082,-7257.2890955291805,0.9637135545223541
2020-02-16,-2,-1.6906772765097384,0.0,0.3419,0.0,0.0008258,200000,192742.71090447082,-7257.2890955291805,0.9637135545223541
2020-02-17,-2,-1.778977450688676,0.0,0.3239,0.0,0.0007907,200000,192742.71090447082,-7257.2890955291805,0.9637135545223541
2020-02-18,0,-0.7221460133473413,0.0,0.3473,0.0,0.0007956,200000,192742.71090447082,-7257.2890955291805,0.9637135545223541
2020-02-19,0,-0.8150961511836918,0.0,0.3163,0.0,0.0007284,200000,192742.71090447082,-7257.2890955291805,0.9637135545223541
2020-02-20,0,-0.7514530975487845,0.0,0.3147,0.0,0.0007235,200000,192742.71090447082,-7257.2890955291805,0.9637135545223541
2020-02-21,0,-0.3751337550587249,0.0,0.3249,0.0,0.0007332,200000,192742.71090447082,-7257.2890955291805,0.9637135545223541
2020-02-22,0,-0.7977141179686754,0.0,0.3153,0.0,0.0007301,200000,192742.71090447082,-7257.2890955291805,0.9637135545223541
2020-02-23,0,-0.5659458701596617,0.0,0.327,0.0,0.0007501,200000,192742.71090447082,-7257.2890955291805,0.9637135545223541
2020-02-24,0,-0.225724184156722,0.0,0.3079,0.0,0.0006961,200000,192742.71090447082,-7257.2890955291805,0.9637135545223541
2020-02-25,-1,-1.159482507530626,350186.61138166935,0.2752,-147086928.34590265,0.0006552,200000,192742.71090447082,-7257.2890955291805,0.9637135545223541
2020-02-26,-2,-1.2079421199267546,0.0,0.259,0.0,0.0006203,200000,193282.40020958183,-6717.599790418171,0.9664120010479091
2020-02-27,-2,-1.9183715603503657,0.0,0.2555,0.0,0.000643,200000,193282.40020958183,-6717.599790418171,0.9664120010479091
2020-02-28,-2,-1.712086247937097,0.0,0.2516,0.0,0.0006341,200000,193282.40020958183,-6717.599790418171,0.9664120010479091
2020-02-29,-2,-1.8247187766541948,0.0,0.2395,0.0,0.0006189,200000,193282.40020958183,-6717.599790418171,0.9664120010479091
2020-03-01,-2,-1.2880975512199946,0.0,0.2423,0.0,0.0006107,200000,193282.40020958183,-6717.599790418171,0.9664120010479091
2020-03-02,0,-0.7505659824543257,0.0,0.2614,0.0,0.0006394,200000,193282.40020958183,-6717.599790418171,0.9664120010479091
2020-03-03,0,-0.8697123983242282,0.0,0.255,0.0,0.000631,200000,193282.40020958183,-6717.599790418171,0.9664120010479091
2020-03-04,0,-0.45639672372805407,0.0,0.2631,0.0,0.0006388,200000,193282.40020958183,-6717.599790418171,0.9664120010479091
2020-03-05,0,-0.417622250289913,0.0,0.268,0.0,0.0006517,200000,193282.40020958183,-6717.599790418171,0.9664120010479091
2020-03-06,0,0.35438446736831397,0.0,0.2748,0.0,0.0006483,200000,193282.40020958183,-6717.599790418171,0.9664120010479091
2020-03-07,0,0.23389630315684717,0.0,0.2675,0.0,0.0006335,200000,193282.40020958183,-6717.599790418171,0.9664120010479091
2020-03-08,0,0.05327863007541303,0.0,0.2266,0.0,0.0005399,200000,193282.40020958183,-6717.599790418171,0.9664120010479091
2020-03-09,0,0.8665483872324612,0.0,0.2307,0.0,0.0005328,200000,193282.40020958183,-6717.599790418171,0.9664120010479091
2020-03-10,0,0.3468040518087252,0.0,0.2303,0.0,0.0005435,200000,193282.40020958183,-6717.599790418171,0.9664120010479091
2020-03-11,0,0.7117666141022129,0.0,0.2251,0.0,0.0005245,200000,193282.40020958183,-6717.599790418171,0.9664120010479091
2020-03-12,0,0.22551130984223702,0.0,0.1184,0.0,0.0002819,200000,193282.40020958183,-6717.599790418171,0.9664120010479091
2020-03-13,0,0.03399583397023817,0.0,0.1342,0.0,0.0003223,200000,193282.40020958183,-6717.599790418171,0.9664120010479091
2020-03-14,0,-0.3647545214330588,0.0,0.1262,0.0,0.0003081,200000,193282.40020958183,-6717.599790418171,0.9664120010479091
2020-03-15,0,0.7358939794091376,0.0,0.1317,0.0,0.0003117,200000,193282.40020958183,-6717.599790418171,0.9664120010479091
2020-03-16,0,-0.5567045695942268,0.0,0.114,0.0,0.0002807,200000,193282.40020958183,-6717.599790418171,0.9664120010479091
2020-03-17,2,1.4770489078528701,0.0,0.1283,0.0,0.0002965,200000,193282.40020958183,-6717.599790418171,0.9664120010479091
2020-03-18,2,1.5016829018695812,0.0,0.1306,0.0,0.0003,200000,193282.40020958183,-6717.599790418171,0.9664120010479091
2020-03-19,2,2.322949156992319,0.0,0.1496,0.0,0.0003304,200000,193282.40020958183,-6717.599790418171,0.9664120010479091
2020-03-20,2,2.720907144810961,0.0,0.1525,0.0,0.0003259,200000,193282.40020958183,-6717.599790418171,0.9664120010479091
2020-03-21,2,2.2980966847046522,0.0,0.1517,0.0,0.0003237,200000,193282.40020958183,-6717.599790418171,0.9664120010479091
2020-03-22,2,1.4654116545703866,0.0,0.1391,0.0,0.0003046,200000,193282.40020958183,-6717.599790418171,0.9664120010479091
2020-03-23,2,1.217637514480745,0.0,0.1487,0.0,0.0003273,200000,193282.40020958183,-6717.599790418171,0.9664120010479091
2020-03-24,0,0.6642058318389754,0.0,0.1489,0.0,0.0003345,200000,193282.40020958183,-6717.599790418171,0.9664120010479091
2020-03-25,1,1.1154139402306371,-662834.01992312,0.1458,302192620.7154187,0.0003198,200000,193282.40020958183,-6717.599790418171,0.9664120010479091
2020-03-26,2,3.9461172900506933,0.0,0.2099,0.0,0.0003251,200000,234168.43999686211,34168.439996862115,1.1708421999843106
2020-03-27,2,1.931962629812127,0.0,0.1749,0.0,0.0003112,200000,234168.43999686211,34168.439996862115,1.1708421999843106
2020-03-28,2,1.2597746126915537,0.0,0.1697,0.0,0.0003188,200000,234168.43999686211,34168.439996862115,1.1708421999843106
2020-03-29,0,0.5831118461502178,0.0,0.1533,0.0,0.0003091,200000,234168.43999686211,34168.439996862115,1.1708421999843106
2020-03-30,2,2.2206591346839377,0.0,0.2055,0.0,0.0003298,200000,234168.43999686211,34168.439996862115,1.1708421999843106
2020-03-31,2,1.5797171391074019,0.0,0.2009,0.0,0.0003378,200000,234168.43999686211,34168.439996862115,1.1708421999843106
2020-04-01,2,1.6911631147496906,0.0,0.207,0.0,0.0003331,200000,234168.43999686211,34168.439996862115,1.1708421999843106
2020-04-02,2,1.288392645688583,0.0,0.1985,0.0,0.0003299,200000,234168.43999686211,34168.439996862115,1.1708421999843106
2020-04-03,1,1.0780514525342901,-594336.1421240155,0.197,352982273.13364804,0.0003317,200000,234168.4399968621,34168.439996862086,1.1708421999843104
2020-04-04,1,0.9896411710048193,-594336.1421240155,0.1959,352982273.13364804,0.0003292,200000,232632.21455769154,32632.214557691535,1.1631610727884576
2020-04-05,1,0.9232170396599355,-594336.1421240155,0.1961,352982273.13364804,0.0003285,200000,232503.99419492282,32503.994194922823,1.1625199709746141
2020-04-06,1,0.5830821764209675,-594336.1421240155,0.2033,352982273.13364804,0.0003525,200000,245254.7889734233,45254.7889734233,1.2262739448671165
2020-04-07,1,0.8230644693011473,-594336.1421240155,0.2061,352982273.13364804,0.0003431,200000,243600.89680391422,43600.89680391422,1.2180044840195712
2020-04-08,1,0.45603543874173813,-594336.1421240155,0.2078,352982273.13364804,0.0003585,200000,250047.19525178324,50047.19525178324,1.2502359762589161
2020-04-09,0,0.017575507989356944,0.0,0.202,0.0,0.0003647,200000,225491.7056940718,25491.705694071803,1.127458528470359
2020-04-10,0,0.001486143488393769,0.0,0.1903,0.0,0.0003415,200000,225491.7056940718,25491.705694071803,1.127458528470359
2020-04-11,0,0.3656537478753586,0.0,0.1981,0.0,0.0003387,200000,225491.7056940718,25491.705694071803,1.127458528470359
2020-04-12,0,0.1955270334524967,0.0,0.1941,0.0,0.0003346,200000,225491.7056940718,25491.705694071803,1.127458528470359
2020-04-13,0,0.04855443639579502,0.0,0.195,0.0,0.000337,200000,225491.7056940718,25491.705694071803,1.127458528470359
2020-04-14,0,0.1575967062614292,0.0,0.1975,0.0,0.0003357,200000,225491.7056940718,25491.705694071803,1.127458528470359
2020-04-15,0,-0.3355294680821276,0.0,0.1861,0.0,0.0003268,200000,225491.7056940718,25491.705694071803,1.127458528470359
2020-04-16,0,0.2573741551727692,0.0,0.1978,0.0,0.0003363,200000,225491.7056940718,25491.705694071803,1.127458528470359
2020-04-17,0,-0.14481659004495373,0.0,0.1955,0.0,0.0003376,200000,225491.7056940718,25491.705694071803,1.127458528470359
2020-04-18,0,0.4645801767134035,0.0,0.2049,0.0,0.0003437,200000,225491.7056940718,25491.705694071803,1.127458528470359
2020-04-19,0,-0.04437304262143961,0.0,0.196,0.0,0.0003348,200000,225491.7056940718,25491.705694071803,1.127458528470359
2020-04-20,1,1.1398767157100558,-597487.2964866767,0.1887,361364912.9712689,0.000312,200000,225491.70569407177,25491.705694071774,1.1274585284703589
2020-04-21,1,0.46621426537590666,-597487.2964866767,0.1861,361364912.9712689,0.0003146,200000,224877.78749693173,24877.787496931734,1.1243889374846587
2020-04-22,2,1.7363609969377982,0.0,0.195,0.0,0.0003193,200000,226617.91179724757,26617.911797247565,1.1330895589862378
2020-04-23,2,2.231591627729368,0.0,0.2031,0.0,0.0003251,200000,226617.91179724757,26617.911797247565,1.1330895589862378
2020-04-24,2,2.235929120373108,0.0,0.211,0.0,0.0003333,200000,226617.91179724757,26617.911797247565,1.1330895589862378
2020-04-25,2,1.394077072721468,0.0,0.2111,0.0,0.000341,200000,226617.91179724757,26617.911797247565,1.1330895589862378
2020-04-26,0,0.9989934579774785,0.0,0.2118,0.0,0.0003455,200000,226617.91179724757,26617.911797247565,1.1330895589862378
2020-04-27,0,0.30375377641319257,0.0,0.2068,0.0,0.0003457,200000,226617.91179724757,26617.911797247565,1.1330895589862378
2020-04-28,2,1.2596416894389117,0.0,0.2129,0.0,0.0003426,200000,226617.91179724757,26617.911797247565,1.1330895589862378
2020-04-29,0,0.5138384379186525,0.0,0.2194,0.0,0.0003616,200000,226617.91179724757,26617.911797247565,1.1330895589862378
2020-04-30,2,1.4202210483806827,0.0,0.2199,0.0,0.000351,200000,226617.91179724757,26617.911797247565,1.1330895589862378
2020-05-01,2,1.2496420638569385,0.0,0.2268,0.0,0.0003623,200000,226617.91179724757,26617.911797247565,1.1330895589862378
2020-05-02,-2,-3.1059323818060007,0.0,0.2276,0.0,0.0004421,200000,226617.91179724757,26617.911797247565,1.1330895589862378
2020-05-03,-2,-3.456444541260611,0.0,0.2186,0.0,0.0005045,200000,226617.91179724757,26617.911797247565,1.1330895589862378
2020-05-04,-2,-3.060925362366452,0.0,0.2159,0.0,0.0005696,200000,226617.91179724757,26617.911797247565,1.1330895589862378
2020-05-05,-2,-2.238326520246071,0.0,0.2191,0.0,0.0005493,200000,226617.91179724757,26617.911797247565,1.1330895589862378
2020-05-06,-2,-1.5447422577627747,0.0,0.218,0.0,0.0004995,200000,226617.91179724757,26617.911797247565,1.1330895589862378
2020-05-07,-2,-1.6975290155900813,0.0,0.2185,0.0,0.0005433,200000,226617.91179724757,26617.911797247565,1.1330895589862378
2020-05-08,-1,-1.1931770533369421,493076.39642569097,0.2298,-214966715.80084196,0.0005271,200000,226617.91179724757,26617.911797247565,1.1330895589862378
2020-05-09,-1,-1.143194656927006,493076.39642569097,0.2226,-214966715.80084196,0.0005186,200000,221240.54465867544,21240.54465867544,1.106202723293377
2020-05-10,-1,-1.0975735330829997,493076.39642569097,0.1979,-214966715.80084196,0.0004688,200000,198356.21522007894,-1643.7847799210576,0.9917810761003947
2020-05-11,-2,-1.2880425039952688,0.0,0.1901,0.0,0.0004898,200000,238174.78623597615,38174.78623597615,1.1908739311798808
2020-05-12,0,-0.9486826792205527,0.0,0.2048,0.0,0.0004961,200000,238174.78623597615,38174.78623597615,1.1908739311798808
2020-05-13,0,-0.8629377054993964,0.0,0.215,0.0,0.0005215,200000,238174.78623597615,38174.78623597615,1.1908739311798808
2020-05-14,0,-0.7148355024383973,0.0,0.2166,0.0,0.0005167,200000,238174.78623597615,38174.78623597615,1.1908739311798808
2020-05-15,0,-0.7853787301505046,0.0,0.2141,0.0,0.00053,200000,238174.78623597615,38174.78623597615,1.1908739311798808
2020-05-16,0,-0.6517069183818519,0.0,0.2183,0.0,0.0005333,200000,238174.78623597615,38174.78623597615,1.1908739311798808
2020-05-17,0,-0.4988982018462514,0.0,0.2245,0.0,0.000539,200000,238174.78623597615,38174.78623597615,1.1908739311798808
2020-05-18,0,-0.3963838109613584,0.0,0.2245,0.0,0.0005363,200000,238174.78623597615,38174.78623597615,1.1908739311798808
2020-05-19,0,-0.32972939104964616,0.0,0.2242,0.0,0.0005372,200000,238174.78623597615,38174.78623597615,1.1908739311798808
2020-05-20,0,0.0035010558976700055,0.0,0.224,0.0,0.0005203,200000,238174.78623597615,38174.78623597615,1.1908739311798808
2020-05-21,0,0.27717950403861097,0.0,0.2197,0.0,0.0005134,200000,238174.78623597615,38174.78623597615,1.1908739311798808
2020-05-22,2,2.0468808247490435,0.0,0.2426,0.0,0.000535,200000,238174.78623597615,38174.78623597615,1.1908739311798808
2020-05-23,2,1.4492394803895454,0.0,0.2342,0.0,0.0005269,200000,238174.78623597615,38174.78623597615,1.1908739311798808
2020-05-24,0,0.30161875632773055,0.0,0.2259,0.0,0.0005315,200000,238174.78623597615,38174.78623597615,1.1908739311798808
2020-05-25,0,0.11784173644863687,0.0,0.2395,0.0,0.0005659,200000,238174.78623597615,38174.78623597615,1.1908739311798808
2020-05-26,2,2.0351464609668937,0.0,0.2572,0.0,0.0005634,200000,238174.78623597615,38174.78623597615,1.1908739311798808
2020-05-27,2,2.62615673444199,0.0,0.268,0.0,0.0005584,200000,238174.78623597615,38174.78623597615,1.1908739311798808
2020-05-28,2,2.5034835791236763,0.0,0.2797,0.0,0.0005685,200000,238174.78623597615,38174.78623597615,1.1908739311798808
2020-05-29,2,3.3756386821052025,0.0,0.3226,0.0,0.00056,200000,238174.78623597615,38174.78623597615,1.1908739311798808
2020-05-30,2,2.295640334724083,0.0,0.3238,0.0,0.0005828,200000,238174.78623597615,38174.78623597615,1.1908739311798808
2020-05-31,0,0.995633987302755,0.0,0.3116,0.0,0.000627,200000,238174.78623597615,38174.78623597615,1.1908739311798808
2020-06-01,1,1.1587610897765055,-370988.76360743947,0.321,189629606.87577718,0.000628,200000,238174.78623597615,38174.78623597615,1.1908739311798808
2020-06-02,1,0.794167504922816,-370988.76360743947,0.3099,189629606.87577718,0.0006233,200000,233165.55180761742,33165.55180761742,1.1658277590380872
2020-06-03,1,0.7382935617947217,-370988.76360743947,0.3249,189629606.87577718,0.000652,200000,244172.75297906384,44172.75297906384,1.2208637648953191
2020-06-04,1,0.9084642845840173,-370988.76360743947,0.3313,189629606.87577718,0.0006478,200000,245750.63671727316,45750.636717273155,1.2287531835863659
2020-06-05,1,0.746184708956073,-370988.76360743947,0.3238,189629606.87577718,0.000638,200000,241109.85084283474,41109.85084283474,1.2055492542141737
2020-06-06,1,0.8601839947446129,-370988.76360743947,0.3298,189629606.87577718,0.0006376,200000,243259.93158172906,43259.93158172906,1.2162996579086454
2020-06-07,1,1.1727022886123963,-370988.76360743947,0.3375,189629606.87577718,0.0006279,200000,244277.13787481133,44277.137874811335,1.2213856893740567
2020-06-08,2,1.3078040160703117,0.0,0.3516,0.0,0.0006394,200000,247365.2648839799,47365.26488397989,1.2368263244198994
2020-06-09,1,1.126941965126681,-356331.41008928244,0.3471,194837165.1575141,0.0006348,200000,247365.26488397992,47365.26488397992,1.2368263244198996
2020-06-10,1,0.9129836689727714,-356331.41008928244,0.3443,194837165.1575141,0.0006364,200000,246679.27639998193,46679.27639998193,1.2333963819999096
2020-06-11,2,1.615934473907528,0.0,0.3362,0.0,0.0005783,200000,254489.55234540626,54489.552345406264,1.2724477617270313
2020-06-12,2,1.3529767453346222,0.0,0.3484,0.0,0.0006051,200000,254489.55234540626,54489.552345406264,1.2724477617270313
2020-06-13,2,1.3342193146276136,0.0,0.353,0.0,0.00061,200000,254489.55234540626,54489.552345406264,1.2724477617270313
2020-06-14,2,1.6780200055704866,0.0,0.3534,0.0,0.0005931,200000,254489.55234540626,54489.552345406264,1.2724477617270313
2020-06-15,2,1.6838817027846757,0.0,0.3564,0.0,0.0005923,200000,254489.55234540626,54489.552345406264,1.2724477617270313
2020-06-16,2,2.13906030487373,0.0,0.3695,0.0,0.0005834,200000,254489.55234540626,54489.552345406264,1.2724477617270313
2020-06-17,2,2.7747798487140214,0.0,0.4071,0.0,0.0005821,200000,254489.55234540626,54489.552345406264,1.2724477617270313
2020-06-18,2,2.0175815939375163,0.0,0.392,0.0,0.0005773,200000,254489.55234540626,54489.552345406264,1.2724477617270313
2020-06-19,2,2.215643846580763,0.0,0.4077,0.0,0.0005653,200000,254489.55234540626,54489.552345406264,1.2724477617270313
2020-06-20,2,1.7303093330988055,0.0,0.4064,0.0,0.000576,200000,254489.55234540626,54489.552345406264,1.2724477617270313
2020-06-21,2,1.6994735834432344,0.0,0.4125,0.0,0.0005715,200000,254489.55234540626,54489.552345406264,1.2724477617270313
2020-06-22,2,2.126419924481919,0.0,0.4625,0.0,0.0005875,200000,254489.55234540626,54489.552345406264,1.2724477617270313
2020-06-23,2,2.724981357139232,0.0,0.5335,0.0,0.0005815,200000,254489.55234540626,54489.552345406264,1.2724477617270313
2020-06-24,2,2.1108693554660385,0.0,0.5046,0.0,0.0005625,200000,254489.55234540626,54489.552345406264,1.2724477617270313
2020-06-25,2,1.822595485759492,0.0,0.5027,0.0,0.0005608,200000,254489.55234540626,54489.552345406264,1.2724477617270313
2020-06-26,2,1.5720543172095034,0.0,0.492,0.0,0.0005526,200000,254489.55234540626,54489.552345406264,1.2724477617270313
2020-06-27,2,1.2848867770756913,0.0,0.4634,0.0,0.0005318,200000,254489.55234540626,54489.552345406264,1.2724477617270313
2020-06-28,2,1.839201179052768,0.0,0.5267,0.0,0.000535,200000,254489.55234540626,54489.552345406264,1.2724477617270313
2020-06-29,2,1.4087378986102055,0.0,0.5127,0.0,0.000542,200000,254489.55234540626,54489.552345406264,1.2724477617270313
2020-06-30,2,1.517938388438114,0.0,0.5207,0.0,0.0005276,200000,254489.55234540626,54489.552345406264,1.2724477617270313
2020-07-01,2,1.4638098387145746,0.0,0.5513,0.0,0.000549,200000,254489.55234540626,54489.552345406264,1.2724477617270313
2020-07-02,1,1.051494744904621,-242324.84512036399,0.5251,232029132.33534488,0.0005484,200000,254489.55234540626,54489.552345406264,1.2724477617270313
2020-07-03,2,1.4973115746592374,0.0,0.5697,0.0,0.0005451,200000,266062.93657448114,66062.93657448114,1.3303146828724057
2020-07-04,2,1.2152042483246828,0.0,0.5628,0.0,0.000552,200000,266062.93657448114,66062.93657448114,1.3303146828724057
2020-07-05,2,1.7472216683040374,0.0,0.6252,0.0,0.000558,200000,266062.93657448114,66062.93657448114,1.3303146828724057
2020-07-06,2,1.8993592068806608,0.0,0.6666,0.0,0.0005672,200000,266062.93657448114,66062.93657448114,1.3303146828724057
2020-07-07,2,1.2943950362084402,0.0,0.6149,0.0,0.0005556,200000,266062.93657448114,66062.93657448114,1.3303146828724057
2020-07-08,0,-0.15034237299351463,0.0,0.577,0.0,0.0006315,200000,266062.93657448114,66062.93657448114,1.3303146828724057
2020-07-09,-2,-1.738393989608228,0.0,0.5633,0.0,0.0008031,200000,266062.93657448114,66062.93657448114,1.3303146828724057
2020-07-10,-2,-1.5736025298351453,0.0,0.5325,0.0,0.0007321,200000,266062.93657448114,66062.93657448114,1.3303146828724057
2020-07-11,-2,-1.2488321892294576,0.0,0.558,0.0,0.0007172,200000,266062.93657448114,66062.93657448114,1.3303146828724057
2020-07-12,-2,-1.493868019279505,0.0,0.5177,0.0,0.0007,200000,266062.93657448114,66062.93657448114,1.3303146828724057
2020-07-13,-2,-1.8140716253893532,0.0,0.4674,0.0,0.000708,200000,266062.93657448114,66062.93657448114,1.3303146828724057
2020-07-14,-2,-1.5213581736887505,0.0,0.4858,0.0,0.0007188,200000,266062.93657448114,66062.93657448114,1.3303146828724057
2020-07-15,-2,-1.3445930967508795,0.0,0.4648,0.0,0.0006824,200000,266062.93657448114,66062.93657448114,1.3303146828724057
2020-07-16,-2,-1.634872546297812,0.0,0.439,0.0,0.000735,200000,266062.93657448114,66062.93657448114,1.3303146828724057
2020-07-17,-2,-1.363138314466496,0.0,0.4463,0.0,0.0007209,200000,266062.93657448114,66062.93657448114,1.3303146828724057
2020-07-18,0,-0.9598464281250478,0.0,0.4734,0.0,0.0007007,200000,266062.93657448114,66062.93657448114,1.3303146828724057
2020-07-19,-1,-1.043524458992762,286582.22379845014,0.4642,-183289429.99068692,0.0007258,200000,266062.93657448114,66062.93657448114,1.3303146828724057
2020-07-20,-1,-0.8577329107123255,286582.22379845014,0.4661,-183289429.99068692,0.0007081,200000,263363.21988886304,63363.21988886304,1.3168160994443152
2020-07-21,-1,-1.0539153037016091,286582.22379845014,0.4519,-183289429.99068692,0.0007553,200000,267945.01340648544,67945.01340648544,1.3397250670324272
2020-07-22,-1,-0.9239032883907972,286582.22379845014,0.4673,-183289429.99068692,0.0007726,200000,275529.2867918204,75529.28679182043,1.3776464339591021
2020-07-23,-1,-0.7232192618172919,286582.22379845014,0.4928,-183289429.99068692,0.0007841,200000,284944.9619435739,84944.9619435739,1.4247248097178695
2020-07-24,-1,-0.6711573194073993,286582.22379845014,0.4814,-183289429.99068692,0.0007721,200000,279478.45143238327,79478.45143238327,1.3973922571619164
2020-07-25,-1,-0.5726374820071157,286582.22379845014,0.4804,-183289429.99068692,0.0007637,200000,277652.237996663,77652.23799666303,1.388261189983315
2020-07-26,-1,-0.6542683296107324,286582.22379845014,0.4594,-183289429.99068692,0.0007493,200000,268994.64350502973,68994.64350502973,1.3449732175251485
2020-07-27,-1,-1.044458940209045,286582.22379845014,0.4215,-183289429.99068692,0.0007187,200000,252524.52066535343,52524.520665353426,1.2626226033267671
2020-07-28,-2,-1.2833769649243192,0.0,0.4471,0.0,0.000769,200000,278881.5959770323,78881.59597703232,1.3944079798851616
2020-07-29,-1,-1.1173042880191433,316838.8956794278,0.4401,-184983812.66717452,0.0007538,200000,278881.5959770323,78881.59597703232,1.3944079798851616
2020-07-30,-1,-1.145869292937543,316838.8956794278,0.4388,-184983812.66717452,0.0007611,200000,279820.08724511944,79820.08724511944,1.3991004362255972
2020-07-31,-2,-1.2133253096555492,0.0,0.4373,0.0,0.0007611,200000,281119.12671740504,81119.12671740504,1.4055956335870252
2020-08-01,-2,-1.2560056084547018,0.0,0.4652,0.0,0.000811,200000,281119.12671740504,81119.12671740504,1.4055956335870252
