date,statusList,zscore,NEOUSDT_position,NEOUSDT_price,THETAUSDT_position,THETAUSDT_price,init,total_asset,pnl,return
2020-08-13,-2,-1.4969498593555437,0.0,14.545,0.0,0.39628,200000,183413.67899856326,-16586.321001436736,0.9170683949928163
2020-08-14,-2,-1.2875721620374407,0.0,14.813,0.0,0.40127,200000,183413.67899856326,-16586.321001436736,0.9170683949928163
2020-08-15,0,-0.5830370228654796,0.0,15.103,0.0,0.38413,200000,183413.67899856326,-16586.321001436736,0.9170683949928163
2020-08-16,0,-0.5762699995541064,0.0,15.49,0.0,0.39647,200000,183413.67899856326,-16586.321001436736,0.9170683949928163
2020-08-17,0,0.6274573297090151,0.0,16.56,0.0,0.38679,200000,183413.67899856326,-16586.321001436736,0.9170683949928163
2020-08-18,-1,-1.1365983204155012,5689.009894496378,16.12,-210694.38840987373,0.43526,200000,183413.67899856326,-16586.321001436736,0.9170683949928163
2020-08-19,-1,-0.325191932133073,5689.009894496378,15.834,-210694.38840987373,0.40443,200000,175290.9141740609,-24709.08582593911,0.8764545708703044
2020-08-20,-1,-0.20844032996773385,5689.009894496378,17.842,-210694.38840987373,0.45499,200000,197367.15432021284,-2632.845679787162,0.9868357716010642
2020-08-21,-1,-0.2679774511184732,5689.009894496378,16.387,-210694.38840987373,0.42093,200000,181913.3940544803,-18086.605945519696,0.9095669702724015
2020-08-22,0,1.296565175065823,0.0,18.936,0.0,0.44905,200000,170298.9027518336,-29701.097248166392,0.8514945137591681
2020-08-23,0,-0.8436301361905443,0.0,18.17,0.0,0.48402,200000,170298.9027518336,-29701.097248166392,0.8514945137591681
2020-08-24,-2,-2.573146710473791,0.0,18.074,0.0,0.55199,200000,170298.9027518336,-29701.097248166392,0.8514945137591681
2020-08-25,-2,-1.903951921604967,0.0,17.023,0.0,0.50751,200000,170298.9027518336,-29701.097248166392,0.8514945137591681
2020-08-26,-2,-1.2208245472365344,0.0,17.322,0.0,0.49529,200000,170298.9027518336,-29701.097248166392,0.8514945137591681
2020-08-27,0,0.44951529190872946,0.0,17.649,0.0,0.44932,200000,170298.9027518336,-29701.097248166392,0.8514945137591681
2020-08-28,0,0.19308323175961106,0.0,18.294,0.0,0.47443,200000,170298.9027518336,-29701.097248166392,0.8514945137591681
2020-08-29,2,1.4098012235154562,0.0,21.141,0.0,0.50518,200000,170298.9027518336,-29701.097248166392,0.8514945137591681
2020-08-30,1,1.178797926180629,-4121.065307129843,20.662,170945.07513584712,0.49811,200000,170298.9027518336,-29701.097248166392,0.8514945137591681
2020-08-31,2,1.5201102060120144,0.0,20.443,0.0,0.47619,200000,173143.50549654997,-26856.494503450027,0.8657175274827499
2020-09-01,2,1.6523244036227034,0.0,21.517,0.0,0.489,200000,173143.50549654997,-26856.494503450027,0.8657175274827499
2020-09-02,1,1.13735946056773,-4258.325270451303,20.33,182260.15863128693,0.47499,200000,173143.50549654997,-26856.494503450027,0.8657175274827499
2020-09-03,2,1.3791532018202781,0.0,17.725,0.0,0.4019,200000,175371.96316138512,-24628.036838614877,0.8768598158069256
2020-09-04,2,1.3631719333107524,0.0,18.904,0.0,0.42422,200000,175371.96316138512,-24628.036838614877,0.8768598158069256
2020-09-05,0,0.8697221749186806,0.0,16.964,0.0,0.39346,200000,175371.96316138512,-24628.036838614877,0.8768598158069256
2020-09-06,0,0.10294999283299024,0.0,17.156,0.0,0.42602,200000,175371.96316138512,-24628.036838614877,0.8768598158069256
2020-09-07,1,1.0096468565352665,-4816.852426977179,18.204,210950.95046717965,0.41567,200000,175371.96316138512,-24628.036838614877,0.8768598158069256
2020-09-08,1,0.7139317466573599,-4816.852426977179,17.122,210950.95046717965,0.3984,200000,166517.00592082762,-33482.99407917238,0.8325850296041382
2020-09-09,0,-1.112956465213779,0.0,17.282,0.0,0.47727,200000,157936.24667493388,-42063.75332506612,0.7896812333746694
2020-09-10,0,-0.6305713621501979,0.0,18.462,0.0,0.48698,200000,157936.24667493388,-42063.75332506612,0.7896812333746694
2020-09-11,0,0.12753128380698028,0.0,20.319,0.0,0.50008,200000,157936.24667493388,-42063.75332506612,0.7896812333746694
2020-09-12,0,-0.18649410529200913,0.0,21.725,0.0,0.54873,200000,157936.24667493388,-42063.75332506612,0.7896812333746694
2020-09-13,0,-0.9289595051780153,0.0,20.339,0.0,0.54238,200000,157936.24667493388,-42063.75332506612,0.7896812333746694
2020-09-14,0,0.23447812089231984,0.0,22.018,0.0,0.52979,200000,157936.24667493388,-42063.75332506612,0.7896812333746694
2020-09-15,-2,-1.2729960529536344,0.0,20.27,0.0,0.53596,200000,157936.24667493388,-42063.75332506612,0.7896812333746694
2020-09-16,0,-0.48072621948426136,0.0,20.997,0.0,0.52668,200000,157936.24667493388,-42063.75332506612,0.7896812333746694
2020-09-17,0,0.5282971752018812,0.0,23.833,0.0,0.55972,200000,157936.24667493388,-42063.75332506612,0.7896812333746694
2020-09-18,1,1.0376517578752236,-3120.4063435992784,25.307,137362.1446493537,0.57489,200000,157936.24667493388,-42063.75332506612,0.7896812333746694
2020-09-19,1,0.35826135027269984,-3120.4063435992784,24.5,137362.1446493537,0.57862,200000,155930.43955519138,-44069.56044480862,0.7796521977759568
2020-09-20,1,0.36684670123522856,-3120.4063435992784,23.579,137362.1446493537,0.55705,200000,150093.64385264987,-49906.35614735013,0.7504682192632494
2020-09-21,0,-2.048592349087243,0.0,20.112,0.0,0.57114,200000,142240.84376237073,-57759.15623762927,0.7112042188118537
2020-09-22,-2,-1.776979247958495,0.0,20.205,0.0,0.57472,200000,142240.84376237073,-57759.15623762927,0.7112042188118537
2020-09-23,-2,-1.48869640929473,0.0,19.685,0.0,0.55482,200000,142240.84376237073,-57759.15623762927,0.7112042188118537
2020-09-24,-2,-1.7004522608934187,0.0,21.813,0.0,0.63897,200000,142240.84376237073,-57759.15623762927,0.7112042188118537
2020-09-25,-2,-1.9924594081917701,0.0,21.311,0.0,0.66533,200000,142240.84376237073,-57759.15623762927,0.7112042188118537
2020-09-26,-2,-2.0812951013038994,0.0,21.004,0.0,0.6965,200000,142240.84376237073,-57759.15623762927,0.7112042188118537
2020-09-27,-2,-2.1448819068679983,0.0,21.147,0.0,0.74923,200000,142240.84376237073,-57759.15623762927,0.7112042188118537
2020-09-28,-2,-1.8734807177065702,0.0,20.11,0.0,0.71583,200000,142240.84376237073,-57759.15623762927,0.7112042188118537
2020-09-29,-2,-2.053828305824381,0.0,19.691,0.0,0.77833,200000,142240.84376237073,-57759.15623762927,0.7112042188118537
2020-09-30,-2,-1.7415101757393352,0.0,19.078,0.0,0.74859,200000,142240.84376237073,-57759.15623762927,0.7112042188118537
2020-10-01,-2,-1.4893125307372734,0.0,18.786,0.0,0.7277,200000,142240.84376237073,-57759.15623762927,0.7112042188118537
2020-10-02,-2,-1.3206405465525468,0.0,18.089,0.0,0.69902,200000,142240.84376237073,-57759.15623762927,0.7112042188118537
2020-10-03,-2,-1.4665347247103067,0.0,17.806,0.0,0.75199,200000,142240.84376237073,-57759.15623762927,0.7112042188118537
2020-10-04,-2,-1.3445236539888852,0.0,18.125,0.0,0.7724,200000,142240.84376237073,-57759.15623762927,0.7112042188118537
2020-10-05,-1,-1.1691566832535027,4026.2919996142073,17.664,-95746.39456271588,0.7428,200000,142240.84376237073,-57759.15623762927,0.7112042188118537
2020-10-06,-1,-1.0125761316116375,4026.2919996142073,16.569,-95746.39456271588,0.68625,200000,132417.59541027158,-67582.40458972842,0.6620879770513579
2020-10-07,-1,-1.121299527163022,4026.2919996142073,16.764,-95746.39456271588,0.73954,200000,138305.04771644349,-61694.952283556515,0.6915252385822175
2020-10-08,-1,-0.9166835477182217,4026.2919996142073,17.019,-95746.39456271588,0.71955,200000,137417.7817490364,-62582.218250963604,0.6870889087451819
2020-10-09,-1,-0.7520710443349122,4026.2919996142073,17.39,-95746.39456271588,0.71524,200000,138498.869120328,-61501.13087967201,0.6924943456016399
2020-10-10,-1,-1.0073268294480429,4026.2919996142073,17.534,-95746.39456271588,0.76602,200000,143940.65708416712,-56059.34291583288,0.7197032854208356
2020-10-11,-1,-0.7167948358803414,4026.2919996142073,17.787,-95746.39456271588,0.74501,200000,142947.67721030687,-57052.322789693135,0.7147383860515344
2020-10-12,-1,-0.4901774922332656,4026.2919996142073,17.983,-95746.39456271588,0.73336,200000,142621.3849455756,-57378.61505442439,0.7131069247278781
2020-10-13,-1,-0.7678963430133217,4026.2919996142073,17.591,-95746.39456271588,0.754,200000,143019.2840655013,-56980.7159344987,0.7150964203275065
2020-10-14,-1,-0.8352069241258868,4026.2919996142073,16.959,-95746.39456271588,0.73438,200000,138596.12326042465,-61403.87673957535,0.6929806163021233
2020-10-15,0,0.0857730735123242,0.0,17.24,0.0,0.6885,200000,138748.9623454517,-61251.0376545483,0.6937448117272584
2020-10-16,0,0.6902715464626791,0.0,17.021,0.0,0.66165,200000,138748.9623454517,-61251.0376545483,0.6937448117272584
2020-10-17,2,1.9702368795498866,0.0,17.191,0.0,0.62437,200000,138748.9623454517,-61251.0376545483,0.6937448117272584
2020-10-18,1,1.1738553923095445,-3980.633530681997,17.428,103570.28077680284,0.66983,200000,138748.9623454517,-61251.0376545483,0.6937448117272584
2020-10-19,2,2.1645072976347977,0.0,17.569,0.0,0.63118,200000,143313.2230253013,-56686.7769746987,0.7165661151265065
2020-10-20,2,2.1030087425173942,0.0,16.948,0.0,0.5984,200000,143313.2230253013,-56686.7769746987,0.7165661151265065
2020-10-21,2,2.024416853333368,0.0,18.332,0.0,0.6373,200000,143313.2230253013,-56686.7769746987,0.7165661151265065
2020-10-22,2,1.6754609432070562,0.0,18.653,0.0,0.65472,200000,143313.2230253013,-56686.7769746987,0.7165661151265065
2020-10-23,2,1.3444780915735746,0.0,18.136,0.0,0.64431,200000,143313.2230253013,-56686.7769746987,0.7165661151265065
2020-10-24,0,0.008563202493867541,0.0,18.312,0.0,0.72109,200000,143313.2230253013,-56686.7769746987,0.7165661151265065
2020-10-25,0,0.11239435456214752,0.0,17.865,0.0,0.69502,200000,143313.2230253013,-56686.7769746987,0.7165661151265065
2020-10-26,0,0.26593448045839935,0.0,17.084,0.0,0.65423,200000,143313.2230253013,-56686.7769746987,0.7165661151265065
2020-10-27,0,0.043155042600101404,0.0,17.007,0.0,0.65889,200000,143313.2230253013,-56686.7769746987,0.7165661151265065
2020-10-28,0,-0.2005187372839754,0.0,15.87,0.0,0.62367,200000,143313.2230253013,-56686.7769746987,0.7165661151265065
2020-10-29,0,-0.09294120731394512,0.0,15.276,0.0,0.59395,200000,143313.2230253013,-56686.7769746987,0.7165661151265065
2020-10-30,-1,-1.006970902978331,4845.591798258767,14.788,-117323.68117206538,0.61076,200000,143313.2230253013,-56686.7769746987,0.7165661151265065
2020-10-31,-1,-1.0971520264155177,4845.591798258767,14.702,-117323.68117206538,0.61054,200000,142870.6909207932,-57129.30907920681,0.7143534546039659
2020-11-01,-1,-0.8885033541654715,4845.591798258767,14.941,-117323.68117206538,0.61157,200000,144149.63075218425,-55850.369247815746,0.7207481537609213
2020-11-02,0,-0.1513757007682483,0.0,15.215,0.0,0.58875,200000,138661.86110484763,-61338.13889515237,0.6933093055242381
2020-11-03,0,-0.6873801398414731,0.0,14.676,0.0,0.58275,200000,138661.86110484763,-61338.13889515237,0.6933093055242381
2020-11-04,-2,-1.531558362217541,0.0,14.049,0.0,0.5912,200000,138661.86110484763,-61338.13889515237,0.6933093055242381
2020-11-05,-2,-1.8097768751273386,0.0,14.401,0.0,0.62873,200000,138661.86110484763,-61338.13889515237,0.6933093055242381
2020-11-06,-2,-1.4575806267801497,0.0,15.712,0.0,0.67759,200000,138661.86110484763,-61338.13889515237,0.6933093055242381
2020-11-07,-2,-1.3007053850772967,0.0,14.813,0.0,0.6382,200000,138661.86110484763,-61338.13889515237,0.6933093055242381
2020-11-08,-1,-1.158570145563341,4487.438870707043,15.45,-104332.34598270002,0.66452,200000,138661.86110484763,-61338.13889515237,0.6933093055242381
2020-11-09,-1,-0.7179979138685553,4487.438870707043,15.378,-104332.34598270002,0.64278,200000,136070.58030449282,-63929.41969550718,0.6803529015224641
2020-11-10,-1,-0.40437690389186465,4487.438870707043,15.585,-104332.34598270002,0.64041,200000,136752.2124907502,-63247.787509249814,0.6837610624537509
2020-11-11,0,0.296622364502242,0.0,15.391,0.0,0.61132,200000,133376.1391919397,-66623.8608080603,0.6668806959596985
2020-11-12,1,1.0011492403501687,-4314.704295805503,15.456,111019.1106826647,0.60069,200000,133376.1391919397,-66623.8608080603,0.6668806959596985
2020-11-13,1,0.6513665724276297,-4314.704295805503,16.007,111019.1106826647,0.63125,200000,139146.28528139077,-60853.71471860923,0.6957314264069538
2020-11-14,1,0.9042918712118795,-4314.704295805503,15.684,111019.1106826647,0.61226,200000,135644.3828819818,-64355.617118018214,0.6782219144099089
2020-11-15,1,0.7470860664216433,-4314.704295805503,15.317,111019.1106826647,0.60341,200000,133078.3672758796,-66921.6327241204,0.665391836379398
2020-11-16,1,0.773023021872535,-4314.704295805503,15.72,111019.1106826647,0.61961,200000,136615.7027001484,-63384.297299851605,0.683078513500742
2020-11-17,0,0.1252434695216893,0.0,16.15,0.0,0.65411,200000,130439.90308056075,-69560.09691943925,0.6521995154028037
2020-11-18,0,0.7418525080586936,0.0,15.718,0.0,0.62259,200000,130439.90308056075,-69560.09691943925,0.6521995154028037
2020-11-19,2,1.2484723884844384,0.0,16.095,0.0,0.62245,200000,130439.90308056075,-69560.09691943925,0.6521995154028037
2020-11-20,0,0.8571271330125254,0.0,16.444,0.0,0.64345,200000,130439.90308056075,-69560.09691943925,0.6521995154028037
2020-11-21,2,1.2571200016857567,0.0,18.32,0.0,0.70207,200000,130439.90308056075,-69560.09691943925,0.6521995154028037
2020-11-22,2,1.5164677932250916,0.0,17.18,0.0,0.64934,200000,130439.90308056075,-69560.09691943925,0.6521995154028037
2020-11-23,2,2.669715567063666,0.0,19.093,0.0,0.66535,200000,130439.90308056075,-69560.09691943925,0.6521995154028037
2020-11-24,2,2.5550523010231716,0.0,20.499,0.0,0.69194,200000,130439.90308056075,-69560.09691943925,0.6521995154028037
2020-11-25,2,1.6406608775919247,0.0,19.711,0.0,0.69374,200000,130439.90308056075,-69560.09691943925,0.6521995154028037
2020-11-26,1,1.1269936804801644,-3793.622123096811,17.192,105123.95277361805,0.62041,200000,130439.90308056075,-69560.09691943925,0.6521995154028037
2020-11-27,2,1.296415999708458,0.0,17.12,0.0,0.60688,200000,131589.08936872485,-68410.91063127515,0.6579454468436242
2020-11-28,1,1.1265029755155018,-3752.6119137832898,17.533,105375.80429283837,0.62438,200000,131589.08936872485,-68410.91063127515,0.6579454468436242
2020-11-29,2,1.3354339172798924,0.0,17.684,0.0,0.61777,200000,132852.26783408178,-67147.73216591822,0.6642613391704089
2020-11-30,2,1.3657535029338523,0.0,18.577,0.0,0.6428,200000,132852.26783408178,-67147.73216591822,0.6642613391704089
2020-12-01,1,1.0424975038978277,-3789.2831669732395,17.53,108235.2439500764,0.61372,200000,132852.26783408178,-67147.73216591822,0.6642613391704089
2020-12-02,1,0.9210993321203393,-3789.2831669732395,18.026,108235.2439500764,0.63198,200000,136708.1278394289,-63291.8721605711,0.6835406391971445
2020-12-03,1,0.7656569791046611,-3789.2831669732395,18.853,108235.2439500764,0.66365,200000,143269.67519441468,-56730.32480558532,0.7163483759720735
2020-12-04,0,-0.8104135941074745,0.0,17.298,0.0,0.66648,200000,126262.66266853797,-73737.33733146203,0.6313133133426898
2020-12-05,-2,-1.7119883207181512,0.0,17.975,0.0,0.73778,200000,126262.66266853797,-73737.33733146203,0.6313133133426898
2020-12-06,0,-0.9832185664607258,0.0,17.89,0.0,0.69941,200000,126262.66266853797,-73737.33733146203,0.6313133133426898
2020-12-07,-1,-1.0552563894663032,3619.500707159098,17.442,-92546.22278390551,0.68216,200000,126262.66266853796,-73737.33733146204,0.6313133133426898
2020-12-08,-2,-2.619082681138738,0.0,16.456,0.0,0.745,200000,135647.09500553747,-64352.90499446253,0.6782354750276873
2020-12-09,-2,-1.7453244703695727,0.0,16.899,0.0,0.72396,200000,135647.09500553747,-64352.90499446253,0.6782354750276873
2020-12-10,-2,-1.3816066151697275,0.0,16.238,0.0,0.67992,200000,135647.09500553747,-64352.90499446253,0.6782354750276873
2020-12-11,-2,-1.4689922381088594,0.0,15.898,0.0,0.68052,200000,135647.09500553747,-64352.90499446253,0.6782354750276873
2020-12-12,-1,-1.1787298605881038,4119.756271807613,16.463,-97975.5110188064,0.69225,200000,135647.09500553747,-64352.90499446253,0.6782354750276873
2020-12-13,-1,-1.1076447508130356,4119.756271807613,17.261,-97975.5110188064,0.72938,200000,142572.49123456824,-57427.50876543176,0.7128624561728412
2020-12-14,-2,-1.2089415871144695,0.0,17.398,0.0,0.75209,200000,137657.97747076274,-62342.02252923726,0.6882898873538137
2020-12-15,-2,-1.3569103400079099,0.0,17.103,0.0,0.76353,200000,137657.97747076274,-62342.02252923726,0.6882898873538137
2020-12-16,-2,-1.6896420229774665,0.0,17.952,0.0,0.85623,200000,137657.97747076274,-62342.02252923726,0.6882898873538137
2020-12-17,-2,-1.2354044365904893,0.0,17.773,0.0,0.8154,200000,137657.97747076274,-62342.02252923726,0.6882898873538137
2020-12-18,-2,-1.7539990837297614,0.0,17.918,0.0,0.90713,200000,137657.97747076274,-62342.02252923726,0.6882898873538137
2020-12-19,-2,-1.5559763784593952,0.0,17.835,0.0,0.90017,200000,137657.97747076274,-62342.02252923726,0.6882898873538137
2020-12-20,-2,-1.6204622975173673,0.0,17.541,0.0,0.915,200000,137657.97747076274,-62342.02252923726,0.6882898873538137
2020-12-21,-2,-1.8808701204711036,0.0,16.514,0.0,0.92725,200000,137657.97747076274,-62342.02252923726,0.6882898873538137
2020-12-22,-2,-2.3702020917168185,0.0,16.516,0.0,1.08618,200000,137657.97747076274,-62342.02252923726,0.6882898873538137
2020-12-23,-2,-2.6170411603910777,0.0,13.456,0.0,1.06912,200000,137657.97747076274,-62342.02252923726,0.6882898873538137
2020-12-24,-2,-2.1214909127560126,0.0,15.269,0.0,1.18574,200000,137657.97747076274,-62342.02252923726,0.6882898873538137
2020-12-25,-2,-2.0077375836205738,0.0,15.173,0.0,1.28291,200000,137657.97747076274,-62342.02252923726,0.6882898873538137
2020-12-26,-2,-2.207733857882412,0.0,14.984,0.0,1.66866,200000,137657.97747076274,-62342.02252923726,0.6882898873538137
2020-12-27,-2,-1.5555420584453834,0.0,15.112,0.0,1.35045,200000,137657.97747076274,-62342.02252923726,0.6882898873538137
2020-12-28,-2,-1.5664951941254681,0.0,15.63,0.0,1.55606,200000,137657.97747076274,-62342.02252923726,0.6882898873538137
2020-12-29,-2,-1.3225996271242864,0.0,15.054,0.0,1.43206,200000,137657.97747076274,-62342.02252923726,0.6882898873538137
2020-12-30,-2,-1.3999685565352784,0.0,14.722,0.0,1.59692,200000,137657.97747076274,-62342.02252923726,0.6882898873538137
2020-12-31,-2,-1.5009951920290945,0.0,14.256,0.0,1.86224,200000,137657.97747076274,-62342.02252923726,0.6882898873538137
2021-01-01,-2,-1.4032916400463082,0.0,14.461,0.0,1.96621,200000,137657.97747076274,-62342.02252923726,0.6882898873538137
2021-01-02,-2,-1.4840642152656807,0.0,14.426,0.0,2.40024,200000,137657.97747076274,-62342.02252923726,0.6882898873538137
2021-01-03,-1,-1.1147622576198395,4295.368742847065,16.024,-32375.333958325547,2.12597,200000,137657.97747076274,-62342.02252923726,0.6882898873538137
2021-01-04,-1,-0.8906502442518239,4295.368742847065,16.372,-32375.333958325547,1.96868,200000,134060.4495149685,-65939.5504850315,0.6703022475748425
2021-01-05,-1,-0.8852602861024421,4295.368742847065,16.868,-32375.333958325547,2.13193,200000,141476.22568011726,-58523.77431988274,0.7073811284005863
2021-01-06,-1,-0.5912685332050748,4295.368742847065,19.535,-32375.333958325547,2.16676,200000,154059.60699905886,-45940.39300094114,0.7702980349952943
2021-01-07,0,-0.16694209196224039,0.0,20.889,0.0,1.98791,200000,112291.26993052535,-87708.73006947465,0.5614563496526268
2021-01-08,0,-0.22854209791650396,0.0,19.724,0.0,1.99427,200000,112291.26993052535,-87708.73006947465,0.5614563496526268
2021-01-09,0,0.07406479798328013,0.0,21.338,0.0,2.04103,200000,112291.26993052535,-87708.73006947465,0.5614563496526268
2021-01-10,1,1.1274301971868772,-2252.944703874751,24.921,28267.72343572063,1.98621,200000,112291.26993052535,-87708.73006947465,0.5614563496526268
2021-01-11,2,1.5339552071853697,0.0,23.658,0.0,1.81684,200000,114233.50508783953,-85766.49491216047,0.5711675254391977
2021-01-12,1,1.1396045666177903,-2578.8672811955826,22.148,31356.987397156063,1.8215,200000,114233.50508783953,-85766.49491216047,0.5711675254391977
2021-01-13,1,0.6895193388458942,-2578.8672811955826,23.229,31356.987397156063,2.09522,200000,125604.2952091615,-74395.7047908385,0.6280214760458075
2021-01-14,1,0.45201525300772205,-2578.8672811955826,23.104,31356.987397156063,2.19146,200000,128299.73326611437,-71700.26673388563,0.6414986663305718
2021-01-15,1,0.847037605523024,-2578.8672811955826,23.493,31356.987397156063,2.05549,200000,125039.30306210813,-74960.69693789187,0.6251965153105407
2021-01-16,1,0.887160774145558,-2578.8672811955826,23.58,31356.987397156063,2.04406,200000,124905.25414962266,-75094.74585037734,0.6245262707481133
2021-01-17,1,0.9865469692864927,-2578.8672811955826,23.841,31356.987397156063,2.00854,200000,124464.53831766773,-75535.46168233227,0.6223226915883386
2021-01-18,2,1.502730825273886,0.0,27.055,0.0,2.04695,200000,119818.57402797742,-80181.42597202258,0.5990928701398871
2021-01-19,2,1.3151535802037042,0.0,26.273,0.0,1.998,200000,119818.57402797742,-80181.42597202258,0.5990928701398871
2021-01-20,1,1.0589142552229778,-2297.8400971919573,26.072,29471.168979879432,2.03281,200000,119818.57402797742,-80181.42597202258,0.5990928701398871
2021-01-21,1,0.9068892573762973,-2297.8400971919573,22.096,29471.168979879432,1.7418,200000,102105.95691670748,-97894.04308329252,0.5105297845835375
2021-01-22,1,0.7051826881672352,-2297.8400971919573,23.469,29471.168979879432,1.89757,200000,109851.61536214786,-90148.38463785214,0.5492580768107393
2021-01-23,1,0.807730954358447,-2297.8400971919573,24.425,29471.168979879432,1.9288,200000,112968.73510230501,-87031.26489769499,0.5648436755115251
2021-01-24,1,0.6427726696007557,-2297.8400971919573,24.401,29471.168979879432,1.95055,200000,113554.58486528478,-86445.41513471522,0.5677729243264239
2021-01-25,0,-0.4224673446628475,0.0,23.313,0.0,2.07529,200000,112226.89794155954,-87773.10205844046,0.5611344897077977
2021-01-26,-2,-1.5487304048187014,0.0,23.158,0.0,2.287,200000,112226.89794155954,-87773.10205844046,0.5611344897077977
2021-01-27,-1,-1.1565750370754873,2667.8766210611784,21.033,-28154.2790623409,1.99307,200000,112226.89794155954,-87773.10205844046,0.5611344897077977
2021-01-28,-1,-0.6982212902200795,2667.8766210611784,22.245,-28154.2790623409,1.99193,200000,115428.26852815461,-84571.73147184539,0.577141342640773
2021-01-29,-1,-0.9600783719127741,2667.8766210611784,22.549,-28154.2790623409,2.05641,200000,118054.69093489696,-81945.30906510304,0.5902734546744848
2021-01-30,-1,-0.42816032451068387,2667.8766210611784,22.864,-28154.2790623409,2.00197,200000,117362.35311837739,-82637.64688162261,0.586811765591887
2021-01-31,0,-0.10674541702088532,0.0,22.276,0.0,1.91015,200000,106576.1744817312,-93423.8255182688,0.532880872408656
2021-02-01,0,-0.4278340563740545,0.0,23.119,0.0,2.04053,200000,106576.1744817312,-93423.8255182688,0.532880872408656
2021-02-02,0,-0.7594175145752237,0.0,23.74,0.0,2.1533,200000,106576.1744817312,-93423.8255182688,0.532880872408656
2021-02-03,0,-0.5466936807496035,0.0,24.662,0.0,2.18751,200000,106576.1744817312,-93423.8255182688,0.532880872408656
2021-02-04,0,-0.6613228540220315,0.0,23.75,0.0,2.129,200000,106576.1744817312,-93423.8255182688,0.532880872408656
2021-02-05,-1,-1.0616034010262434,2044.0386360132566,26.07,-21941.35335570463,2.42866,200000,106576.1744817312,-93423.8255182688,0.532880872408656
2021-02-06,-1,-0.8144782381659825,2044.0386360132566,24.834,-21941.35335570463,2.27908,200000,100767.75509267251,-99232.24490732749,0.5038387754633625
2021-02-07,-1,-0.9406891609186664,2044.0386360132566,24.526,-21941.35335570463,2.29069,200000,100392.93030524018,-99607.06969475982,0.5019646515262008
2021-02-08,-2,-2.1380151411498667,0.0,27.38,0.0,2.90949,200000,114448.54480257728,-85551.45519742272,0.5722427240128865
2021-02-09,0,-0.6444918330493706,0.0,31.065,0.0,2.90652,200000,114448.54480257728,-85551.45519742272,0.5722427240128865
2021-02-10,0,0.7833073268328339,0.0,33.39,0.0,2.83099,200000,114448.54480257728,-85551.45519742272,0.5722427240128865
2021-02-11,2,1.5602757021296159,0.0,36.297,0.0,2.92562,200000,114448.54480257728,-85551.45519742272,0.5722427240128865
2021-02-12,2,1.762745073581956,0.0,37.572,0.0,2.99681,200000,114448.54480257728,-85551.45519742272,0.5722427240128865
2021-02-13,2,1.8835189911316235,0.0,42.415,0.0,3.34869,200000,114448.54480257728,-85551.45519742272,0.5722427240128865
2021-02-14,2,2.540794261793194,0.0,43.942,0.0,3.18318,200000,114448.54480257728,-85551.45519742272,0.5722427240128865
2021-02-15,0,0.88015857957201,0.0,41.575,0.0,3.38903,200000,114448.54480257728,-85551.45519742272,0.5722427240128865
2021-02-16,0,0.5467026723384865,0.0,40.945,0.0,3.40843,200000,114448.54480257728,-85551.45519742272,0.5722427240128865
2021-02-17,0,0.6150177480727884,0.0,42.551,0.0,3.50799,200000,114448.54480257728,-85551.45519742272,0.5722427240128865
2021-02-18,0,0.6970679588208962,0.0,43.783,0.0,3.56669,200000,114448.54480257728,-85551.45519742272,0.5722427240128865
2021-02-19,2,1.220246285462812,0.0,47.847,0.0,3.70937,200000,114448.54480257728,-85551.45519742272,0.5722427240128865
2021-02-20,0,0.20576740544330874,0.0,43.866,0.0,3.68594,200000,114448.54480257728,-85551.45519742272,0.5722427240128865
2021-02-21,2,2.709140193121929,0.0,54.9,0.0,3.56677,200000,114448.54480257728,-85551.45519742272,0.5722427240128865
2021-02-22,2,1.4754630854110196,0.0,46.879,0.0,3.33586,200000,114448.54480257728,-85551.45519742272,0.5722427240128865
2021-02-23,0,0.3803125401905686,0.0,38.65,0.0,3.05975,200000,114448.54480257728,-85551.45519742272,0.5722427240128865
2021-02-24,0,0.04530668808221869,0.0,40.619,0.0,3.32063,200000,114448.54480257728,-85551.45519742272,0.5722427240128865
2021-02-25,0,0.4625562975389294,0.0,38.541,0.0,2.99269,200000,114448.54480257728,-85551.45519742272,0.5722427240128865
2021-02-26,0,-0.013954566204474573,0.0,37.68,0.0,3.05508,200000,114448.54480257728,-85551.45519742272,0.5722427240128865
2021-02-27,0,-0.4958084337059627,0.0,37.28,0.0,3.15641,200000,114448.54480257728,-85551.45519742272,0.5722427240128865
2021-02-28,-2,-1.230622297442505,0.0,35.261,0.0,3.13475,200000,114448.54480257728,-85551.45519742272,0.5722427240128865
2021-03-01,0,-0.9809928649254024,0.0,38.12,0.0,3.28194,200000,114448.54480257728,-85551.45519742272,0.5722427240128865
2021-03-02,-2,-2.11330796942155,0.0,37.733,0.0,3.70038,200000,114448.54480257728,-85551.45519742272,0.5722427240128865
2021-03-03,-2,-1.9899874465753522,0.0,39.6,0.0,3.99035,200000,114448.54480257728,-85551.45519742272,0.5722427240128865
2021-03-04,-2,-2.4503758855715674,0.0,37.827,0.0,4.45092,200000,114448.54480257728,-85551.45519742272,0.5722427240128865
2021-03-05,-2,-1.7782624227461137,0.0,37.408,0.0,4.12896,200000,114448.54480257728,-85551.45519742272,0.5722427240128865
