date,statusList,zscore,WAVESUSDT_position,WAVESUSDT_price,ONGUSDT_position,ONGUSDT_price,init,total_asset,pnl,return
2020-08-10,2,1.3250724651929826,0.0,1.9747,0.0,0.1968,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-08-11,2,1.3896388677741816,0.0,1.8648,0.0,0.1831,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-08-12,2,2.7190459779214327,0.0,2.1706,0.0,0.1858,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-08-13,2,3.9072302303783553,0.0,3.3267,0.0,0.1854,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-08-14,2,2.9669458565584277,0.0,3.4914,0.0,0.1855,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-08-15,2,2.2856751958815975,0.0,3.3895,0.0,0.1832,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-08-16,2,2.3033879844589737,0.0,4.0341,0.0,0.1968,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-08-17,2,2.2827813795469454,0.0,4.4095,0.0,0.1949,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-08-18,2,1.7959430081115004,0.0,4.1839,0.0,0.1924,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-08-19,2,1.3772447518226503,0.0,3.8151,0.0,0.186,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-08-20,0,0.9061734360140825,0.0,3.8557,0.0,0.2075,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-08-21,0,0.5014814904455244,0.0,3.2014,0.0,0.19,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-08-22,0,0.46434621849736885,0.0,3.3831,0.0,0.1991,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-08-23,0,0.5270175198539041,0.0,3.499,0.0,0.1984,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-08-24,0,0.5820951793074954,0.0,3.6478,0.0,0.1998,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-08-25,0,0.23129701126972144,0.0,3.227,0.0,0.1907,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-08-26,0,0.18773786112788346,0.0,3.2575,0.0,0.1911,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-08-27,0,0.10002128924186011,0.0,3.0972,0.0,0.1823,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-08-28,0,0.31526310931396434,0.0,3.3697,0.0,0.1854,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-08-29,0,0.11548961691542277,0.0,3.37,0.0,0.1896,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-08-30,0,-0.1962049669465027,0.0,3.3786,0.0,0.1966,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-08-31,0,0.31303439404248634,0.0,3.5954,0.0,0.1904,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-09-01,0,-0.15406370768511268,0.0,3.5345,0.0,0.1936,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-09-02,0,-0.05825032912623768,0.0,3.2748,0.0,0.1776,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-09-03,0,-0.23672218113512952,0.0,2.4758,0.0,0.1367,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-09-04,0,-0.40939298884867925,0.0,2.6204,0.0,0.1473,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-09-05,0,-0.9374374463964761,0.0,2.3133,0.0,0.138,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-09-06,0,-0.2923262700991463,0.0,2.471,0.0,0.1399,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-09-07,0,-0.12962691582190197,0.0,2.3998,0.0,0.1355,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-09-08,-2,-2.953780239409029,0.0,2.32,0.0,0.1553,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-09-09,-2,-2.443045558884474,0.0,2.3971,0.0,0.1617,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-09-10,-2,-2.014942096771873,0.0,2.4337,0.0,0.1633,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-09-11,-2,-1.658235753376752,0.0,2.5,0.0,0.166,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-09-12,0,-0.5323433638370458,0.0,2.6119,0.0,0.159,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-09-13,2,2.340601038600265,0.0,3.0776,0.0,0.1485,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-09-14,0,0.9190942751220407,0.0,2.8853,0.0,0.1541,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-09-15,0,-0.08903142773831853,0.0,2.4875,0.0,0.1447,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-09-16,0,0.4113793458944403,0.0,2.5589,0.0,0.1421,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-09-17,0,0.06877309760312247,0.0,2.5523,0.0,0.1463,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-09-18,0,0.05543695837170193,0.0,2.4474,0.0,0.1406,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-09-19,0,0.5966062417637411,0.0,2.5426,0.0,0.139,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-09-20,0,0.611853099789346,0.0,2.4389,0.0,0.1335,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-09-21,0,0.40783627975964115,0.0,2.1531,0.0,0.12,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-09-22,0,0.524403833723429,0.0,2.2183,0.0,0.1226,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-09-23,2,1.2417812157517567,0.0,2.1718,0.0,0.1126,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-09-24,2,1.4095314305535196,0.0,2.3686,0.0,0.1198,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-09-25,2,1.2519382983801417,0.0,2.3894,0.0,0.121,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-09-26,2,1.5126193355382542,0.0,2.5148,0.0,0.1226,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-09-27,2,1.4107448501719255,0.0,2.4835,0.0,0.1204,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-09-28,0,0.9762616183609402,0.0,2.4173,0.0,0.1211,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-09-29,0,0.3453933863876192,0.0,2.4515,0.0,0.1294,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-09-30,0,0.277916540921328,0.0,2.5734,0.0,0.1356,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-10-01,0,-0.17599002361496258,0.0,2.624,0.0,0.1416,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-10-02,0,0.04707872613674716,0.0,2.452,0.0,0.1296,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-10-03,0,0.4303466596414031,0.0,2.42,0.0,0.1259,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-10-04,0,0.37320763556865216,0.0,2.3699,0.0,0.1235,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-10-05,0,0.5949215704228584,0.0,2.3597,0.0,0.1211,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-10-06,0,0.3450614975748174,0.0,2.1724,0.0,0.1125,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-10-07,0,0.06245127046239838,0.0,2.2845,0.0,0.1194,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-10-08,0,-0.19387948790120932,0.0,2.3109,0.0,0.1215,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-10-09,0,-0.5706132641845385,0.0,2.3927,0.0,0.1274,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-10-10,0,-0.07611649110702819,0.0,2.4244,0.0,0.1264,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-10-11,0,0.030000026617825432,0.0,2.4477,0.0,0.1267,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-10-12,0,0.23197282859549734,0.0,2.4622,0.0,0.1263,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-10-13,2,1.6206278411249866,0.0,2.5167,0.0,0.1236,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-10-14,2,2.100010781090889,0.0,2.5097,0.0,0.1203,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-10-15,2,2.800270904505788,0.0,2.697,0.0,0.1224,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-10-16,2,3.4492063811293545,0.0,2.9557,0.0,0.1192,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-10-17,2,3.0040496020449745,0.0,3.1854,0.0,0.1217,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-10-18,2,2.0470478968473182,0.0,3.0567,0.0,0.1219,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-10-19,2,1.492221903460718,0.0,2.9373,0.0,0.1211,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-10-20,2,1.5267138122842396,0.0,2.8678,0.0,0.1154,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-10-21,2,1.7716187013012943,0.0,3.1111,0.0,0.1187,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-10-22,2,1.7333715804342502,0.0,3.2438,0.0,0.1208,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-10-23,2,1.6867549530294785,0.0,3.3709,0.0,0.1227,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-10-24,2,1.5005759193560437,0.0,3.4382,0.0,0.125,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-10-25,0,0.9816364580926928,0.0,3.2784,0.0,0.1255,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-10-26,1,1.020761251227906,-37984.02193393862,3.1694,1010802.3435552061,0.1191,200000,240773.11823485012,40773.11823485012,1.2038655911742506
2020-10-27,1,0.977499417233217,-37984.02193393862,3.1569,1010802.3435552061,0.1178,200000,238984.27491405408,38984.27491405408,1.1949213745702705
2020-10-28,1,0.9313502565040578,-37984.02193393862,3.0504,1010802.3435552061,0.1132,200000,230289.28579773568,30289.285797735676,1.1514464289886783
2020-10-29,1,1.154994838342781,-37984.02193393862,3.0232,1010802.3435552061,0.1081,200000,224101.02844900102,24101.028449001024,1.1205051422450052
2020-10-30,2,1.8643487314024305,0.0,3.2101,0.0,0.1042,200000,257380.022846534,57380.022846534004,1.2869001142326701
2020-10-31,2,1.6400629040643038,0.0,3.2329,0.0,0.1058,200000,257380.022846534,57380.022846534004,1.2869001142326701
2020-11-01,2,1.4060515260471997,0.0,3.2231,0.0,0.1071,200000,257380.022846534,57380.022846534004,1.2869001142326701
2020-11-02,2,1.4382778041277822,0.0,3.1145,0.0,0.1024,200000,257380.022846534,57380.022846534004,1.2869001142326701
2020-11-03,2,1.5910067215095511,0.0,3.1477,0.0,0.1015,200000,257380.022846534,57380.022846534004,1.2869001142326701
2020-11-04,2,1.5799741356166956,0.0,3.1986,0.0,0.1025,200000,257380.022846534,57380.022846534004,1.2869001142326701
2020-11-05,2,1.754937270196326,0.0,3.4277,0.0,0.1065,200000,257380.022846534,57380.022846534004,1.2869001142326701
2020-11-06,2,1.2180839439935718,0.0,3.5691,0.0,0.1143,200000,257380.022846534,57380.022846534004,1.2869001142326701
2020-11-07,1,1.165139209411973,-37372.948662155715,3.4434,1173108.5817982405,0.1097,200000,257380.02284653398,57380.022846533975,1.28690011423267
2020-11-08,1,0.324801165040966,-37372.948662155715,3.5186,1173108.5817982405,0.1192,200000,271335.00011301134,71335.00011301134,1.3566750005650567
2020-11-09,2,1.384140403494638,0.0,3.7976,0.0,0.1181,200000,260763.4091755643,60763.4091755643,1.3038170458778215
2020-11-10,1,1.1487316909008274,-34070.686889250064,3.8268,1086514.2048981846,0.12,200000,260763.4091755643,60763.4091755643,1.3038170458778215
2020-11-11,1,0.7189381927075735,-34070.686889250064,3.7467,1086514.2048981846,0.1203,200000,258360.30141720484,58360.30141720484,1.2918015070860243
2020-11-12,2,1.6223508324279228,0.0,3.891,0.0,0.1162,200000,267079.5012524673,67079.50125246728,1.3353975062623364
2020-11-13,2,1.8442957417465413,0.0,4.0975,0.0,0.1184,200000,267079.5012524673,67079.50125246728,1.3353975062623364
2020-11-14,2,2.388545438253843,0.0,4.2902,0.0,0.1161,200000,267079.5012524673,67079.50125246728,1.3353975062623364
2020-11-15,2,2.2636657616149822,0.0,4.3653,0.0,0.1158,200000,267079.5012524673,67079.50125246728,1.3353975062623364
2020-11-16,2,2.851424032531283,0.0,4.9029,0.0,0.1167,200000,267079.5012524673,67079.50125246728,1.3353975062623364
2020-11-17,2,2.311746995677092,0.0,4.9243,0.0,0.1178,200000,267079.5012524673,67079.50125246728,1.3353975062623364
2020-11-18,2,2.0300271789738744,0.0,5.1728,0.0,0.1229,200000,267079.5012524673,67079.50125246728,1.3353975062623364
2020-11-19,2,2.6759278999505103,0.0,5.8456,0.0,0.12,200000,267079.5012524673,67079.50125246728,1.3353975062623364
2020-11-20,2,2.816122542682967,0.0,6.7653,0.0,0.1221,200000,267079.5012524673,67079.50125246728,1.3353975062623364
2020-11-21,2,1.5770003848927845,0.0,6.2111,0.0,0.1286,200000,267079.5012524673,67079.50125246728,1.3353975062623364
2020-11-22,2,2.2439311727054223,0.0,7.0696,0.0,0.1238,200000,267079.5012524673,67079.50125246728,1.3353975062623364
2020-11-23,2,2.2628888637800992,0.0,7.9207,0.0,0.128,200000,267079.5012524673,67079.50125246728,1.3353975062623364
2020-11-24,2,1.438319219662332,0.0,7.5488,0.0,0.1359,200000,267079.5012524673,67079.50125246728,1.3353975062623364
2020-11-25,-2,-1.979690708415198,0.0,6.7033,0.0,0.384,200000,267079.5012524673,67079.50125246728,1.3353975062623364
2020-11-26,-1,-1.199178867680163,22034.080887409436,6.0606,-567047.7733598031,0.2355,200000,267079.5012524673,67079.50125246728,1.3353975062623364
2020-11-27,-1,-0.8764526600275346,22034.080887409436,6.4518,-567047.7733598031,0.22,200000,266909.9932085449,66909.99320854491,1.3345499660427245
2020-11-28,-2,-1.352896542498724,0.0,6.5973,0.0,0.2886,200000,285364.04680560017,85364.04680560017,1.4268202340280007
2020-11-29,-1,-1.118248449487856,20287.216647395897,7.0331,-507043.43782089587,0.2814,200000,285364.04680560017,85364.04680560017,1.4268202340280007
2020-11-30,-1,-0.9506064676451131,20287.216647395897,7.0841,-507043.43782089587,0.2661,200000,278640.93025595765,78640.93025595765,1.3932046512797882
2020-12-01,-1,-0.9220228733090841,20287.216647395897,6.8201,-507043.43782089587,0.2565,200000,268417.4880579646,68417.4880579646,1.342087440289823
2020-12-02,-1,-0.9259883945741664,20287.216647395897,7.0493,-507043.43782089587,0.272,200000,280926.4913997716,80926.49139977159,1.404632456998858
2020-12-03,-1,-0.7050953757230938,20287.216647395897,7.3857,-507043.43782089587,0.2601,200000,281717.29416988685,81717.29416988685,1.4085864708494342
2020-12-04,-1,-0.33855074475212577,20287.216647395897,7.227,-507043.43782089587,0.2186,200000,257455.410218378,57455.410218378005,1.28727705109189
2020-12-05,-1,-0.25292100182497446,20287.216647395897,8.1289,-507043.43782089587,0.239,200000,286096.1370442106,86096.13704421063,1.4304806852210532
2020-12-06,0,-0.16297171955145923,0.0,8.4331,0.0,0.2419,200000,236933.72770532058,36933.727705320576,1.184668638526603
2020-12-07,0,0.14753210229832664,0.0,8.9462,0.0,0.2303,200000,236933.72770532058,36933.727705320576,1.184668638526603
2020-12-08,0,0.05796230467332136,0.0,7.7944,0.0,0.2083,200000,236933.72770532058,36933.727705320576,1.184668638526603
2020-12-09,0,0.4016570886682388,0.0,8.5543,0.0,0.2061,200000,236933.72770532058,36933.727705320576,1.184668638526603
2020-12-10,0,0.5489726729196253,0.0,8.116,0.0,0.1915,200000,236933.72770532058,36933.727705320576,1.184668638526603
2020-12-11,0,0.7793703600181613,0.0,8.1207,0.0,0.1808,200000,236933.72770532058,36933.727705320576,1.184668638526603
2020-12-12,0,0.7655387586042103,0.0,8.4688,0.0,0.1954,200000,236933.72770532058,36933.727705320576,1.184668638526603
2020-12-13,0,0.8059527665596179,0.0,8.6419,0.0,0.2093,200000,236933.72770532058,36933.727705320576,1.184668638526603
2020-12-14,0,0.8303362797611002,0.0,8.6192,0.0,0.2178,200000,236933.72770532058,36933.727705320576,1.184668638526603
2020-12-15,0,0.7021550750488621,0.0,8.1174,0.0,0.2077,200000,236933.72770532058,36933.727705320576,1.184668638526603
2020-12-16,0,0.7496859079902277,0.0,8.3437,0.0,0.2085,200000,236933.72770532058,36933.727705320576,1.184668638526603
2020-12-17,0,0.6380467112375664,0.0,7.93,0.0,0.1996,200000,236933.72770532058,36933.727705320576,1.184668638526603
2020-12-18,0,0.15789894178764766,0.0,7.8286,0.0,0.2117,200000,236933.72770532058,36933.727705320576,1.184668638526603
2020-12-19,0,-0.36306721856640034,0.0,7.6656,0.0,0.2233,200000,236933.72770532058,36933.727705320576,1.184668638526603
2020-12-20,0,-0.4538395228538243,0.0,7.1741,0.0,0.2086,200000,236933.72770532058,36933.727705320576,1.184668638526603
2020-12-21,0,-0.989236993788777,0.0,6.6577,0.0,0.2066,200000,236933.72770532058,36933.727705320576,1.184668638526603
2020-12-22,0,-0.40142766172340494,0.0,7.0959,0.0,0.1975,200000,236933.72770532058,36933.727705320576,1.184668638526603
2020-12-23,0,-0.5927825577782101,0.0,5.8732,0.0,0.1639,200000,236933.72770532058,36933.727705320576,1.184668638526603
2020-12-24,0,-0.655725549781523,0.0,6.4838,0.0,0.1809,200000,236933.72770532058,36933.727705320576,1.184668638526603
2020-12-25,0,-0.685667789605201,0.0,6.6622,0.0,0.1856,200000,236933.72770532058,36933.727705320576,1.184668638526603
2020-12-26,-2,-1.8184501019401385,0.0,6.3428,0.0,0.2019,200000,236933.72770532058,36933.727705320576,1.184668638526603
2020-12-27,-2,-1.2854438696274173,0.0,6.3995,0.0,0.1949,200000,236933.72770532058,36933.727705320576,1.184668638526603
2020-12-28,0,-0.8385896969485279,0.0,6.6245,0.0,0.193,200000,236933.72770532058,36933.727705320576,1.184668638526603
2020-12-29,0,-0.0064294621754516015,0.0,7.0125,0.0,0.1877,200000,236933.72770532058,36933.727705320576,1.184668638526603
2020-12-30,0,-0.5051661204865386,0.0,6.6235,0.0,0.1882,200000,236933.72770532058,36933.727705320576,1.184668638526603
2020-12-31,0,-0.9825223586229025,0.0,6.1939,0.0,0.186,200000,236933.72770532058,36933.727705320576,1.184668638526603
2021-01-01,-2,-1.636597275667731,0.0,5.9795,0.0,0.1933,200000,236933.72770532058,36933.727705320576,1.184668638526603
2021-01-02,-2,-2.402159182834581,0.0,5.5873,0.0,0.2049,200000,236933.72770532058,36933.727705320576,1.184668638526603
2021-01-03,-2,-2.0105632088934704,0.0,5.5581,0.0,0.2025,200000,236933.72770532058,36933.727705320576,1.184668638526603
2021-01-04,-2,-1.5814094800175962,0.0,5.3943,0.0,0.1908,200000,236933.72770532058,36933.727705320576,1.184668638526603
2021-01-05,-2,-1.479401650106597,0.0,5.5768,0.0,0.1981,200000,236933.72770532058,36933.727705320576,1.184668638526603
2021-01-06,-2,-1.4190825720079419,0.0,5.84,0.0,0.2088,200000,236933.72770532058,36933.727705320576,1.184668638526603
2021-01-07,-2,-1.693205398957406,0.0,5.9377,0.0,0.2262,200000,236933.72770532058,36933.727705320576,1.184668638526603
2021-01-08,-2,-1.5994860904262387,0.0,5.6108,0.0,0.2178,200000,236933.72770532058,36933.727705320576,1.184668638526603
2021-01-09,-2,-1.208105168907474,0.0,6.1818,0.0,0.2313,200000,236933.72770532058,36933.727705320576,1.184668638526603
2021-01-10,0,-0.7599786581229722,0.0,6.5273,0.0,0.2312,200000,236933.72770532058,36933.727705320576,1.184668638526603
2021-01-11,-2,-1.6966679597581134,0.0,5.6184,0.0,0.2383,200000,236933.72770532058,36933.727705320576,1.184668638526603
2021-01-12,0,-0.650539424562156,0.0,6.023,0.0,0.2182,200000,236933.72770532058,36933.727705320576,1.184668638526603
2021-01-13,0,-0.40464388524297235,0.0,6.3812,0.0,0.2255,200000,236933.72770532058,36933.727705320576,1.184668638526603
2021-01-14,0,-0.3306517326125579,0.0,6.4439,0.0,0.2278,200000,236933.72770532058,36933.727705320576,1.184668638526603
2021-01-15,0,-0.2910894219445037,0.0,6.3539,0.0,0.2247,200000,236933.72770532058,36933.727705320576,1.184668638526603
2021-01-16,0,-0.057976925262200434,0.0,6.6316,0.0,0.2294,200000,236933.72770532058,36933.727705320576,1.184668638526603
2021-01-17,0,0.8238715443542487,0.0,7.3768,0.0,0.233,200000,236933.72770532058,36933.727705320576,1.184668638526603
2021-01-18,2,1.2772108067159775,0.0,7.8384,0.0,0.2435,200000,236933.72770532058,36933.727705320576,1.184668638526603
2021-01-19,0,0.5230022382784214,0.0,7.0773,0.0,0.2389,200000,236933.72770532058,36933.727705320576,1.184668638526603
2021-01-20,2,1.3757445531914703,0.0,7.2094,0.0,0.2312,200000,236933.72770532058,36933.727705320576,1.184668638526603
2021-01-21,0,0.7145242194907857,0.0,5.9885,0.0,0.2016,200000,236933.72770532058,36933.727705320576,1.184668638526603
2021-01-22,0,0.971202083144156,0.0,6.4028,0.0,0.2105,200000,236933.72770532058,36933.727705320576,1.184668638526603
2021-01-23,0,0.8864979226092279,0.0,6.5923,0.0,0.2167,200000,236933.72770532058,36933.727705320576,1.184668638526603
2021-01-24,1,1.1707692977280124,-16964.309689210015,6.9833,530290.3484899745,0.2234,200000,236933.72770532058,36933.727705320576,1.184668638526603
2021-01-25,1,0.9050648736241811,-16964.309689210015,6.6723,530290.3484899745,0.2162,200000,227839.7368828485,27839.73688284849,1.1391986844142425
2021-01-26,1,1.1323426351076087,-16964.309689210015,6.8288,530290.3484899745,0.2159,200000,230335.56424466285,30335.564244662848,1.1516778212233143
2021-01-27,1,0.7298457416877798,-16964.309689210015,6.0371,530290.3484899745,0.1954,200000,206033.96811967078,6033.9681196707825,1.030169840598354
2021-01-28,1,0.23198807545269767,-16964.309689210015,6.2836,530290.3484899745,0.2097,200000,217798.8224414677,17798.822441467695,1.0889941122073385
2021-01-29,1,0.569097789112232,-16964.309689210015,6.5143,530290.3484899745,0.2114,200000,222613.98227920145,22613.982279201446,1.1130699113960072
2021-01-30,1,1.17174737958514,-16964.309689210015,6.74,530290.3484899745,0.2089,200000,225117.10110483118,25117.101104831178,1.125585505524156
2021-01-31,2,1.3493609187928064,0.0,6.5438,0.0,0.2027,200000,240454.92381065528,40454.92381065528,1.2022746190532765
2021-02-01,2,2.4092755117623055,0.0,7.0187,0.0,0.2036,200000,240454.92381065528,40454.92381065528,1.2022746190532765
2021-02-02,2,1.2888536865672184,0.0,6.9479,0.0,0.2112,200000,240454.92381065528,40454.92381065528,1.2022746190532765
2021-02-03,0,0.6118454529572273,0.0,7.2973,0.0,0.2283,200000,240454.92381065528,40454.92381065528,1.2022746190532765
2021-02-04,0,0.7050067181429159,0.0,7.2465,0.0,0.2251,200000,240454.92381065528,40454.92381065528,1.2022746190532765
2021-02-05,2,2.6936702346498276,0.0,8.8459,0.0,0.2479,200000,240454.92381065528,40454.92381065528,1.2022746190532765
2021-02-06,0,-0.04739735697209703,0.0,8.1914,0.0,0.2597,200000,240454.92381065528,40454.92381065528,1.2022746190532765
2021-02-07,0,0.5274176201649649,0.0,8.0508,0.0,0.2483,200000,240454.92381065528,40454.92381065528,1.2022746190532765
2021-02-08,0,-0.09165354623195474,0.0,8.3875,0.0,0.2655,200000,240454.92381065528,40454.92381065528,1.2022746190532765
2021-02-09,2,1.5918500217404723,0.0,9.7879,0.0,0.285,200000,240454.92381065528,40454.92381065528,1.2022746190532765
2021-02-10,0,-0.296267220948094,0.0,9.6669,0.0,0.3065,200000,240454.92381065528,40454.92381065528,1.2022746190532765
2021-02-11,-1,-1.160511295347552,11494.460773387858,10.4596,-347779.7567408957,0.3457,200000,240454.92381065528,40454.92381065528,1.2022746190532765
2021-02-12,-1,-0.4298858680550332,11494.460773387858,10.8509,-347779.7567408957,0.3456,200000,244917.92833560787,44917.92833560787,1.2245896416780393
2021-02-13,-2,-2.1590231014951717,0.0,11.2315,0.0,0.3969,200000,249388.67308481107,49388.673084811075,1.2469433654240554
2021-02-14,0,0.20253861150305477,0.0,11.8003,0.0,0.3657,200000,249388.67308481107,49388.673084811075,1.2469433654240554
2021-02-15,0,-0.04163660390840025,0.0,10.9669,0.0,0.344,200000,249388.67308481107,49388.673084811075,1.2469433654240554
2021-02-16,-2,-2.686799525929765,0.0,11.0666,0.0,0.424,200000,249388.67308481107,49388.673084811075,1.2469433654240554
2021-02-17,-2,-1.5939726107186725,0.0,11.4913,0.0,0.409,200000,249388.67308481107,49388.673084811075,1.2469433654240554
2021-02-18,-2,-1.5061970319082802,0.0,12.3607,0.0,0.4426,200000,249388.67308481107,49388.673084811075,1.2469433654240554
2021-02-19,-2,-1.382940105745582,0.0,12.5462,0.0,0.451,200000,249388.67308481107,49388.673084811075,1.2469433654240554
2021-02-20,-2,-1.415425008810724,0.0,12.2604,0.0,0.4492,200000,249388.67308481107,49388.673084811075,1.2469433654240554
2021-02-21,-2,-3.0624693409794728,0.0,12.3564,0.0,0.6419,200000,249388.67308481107,49388.673084811075,1.2469433654240554
2021-02-22,-2,-2.3602152109919086,0.0,10.615,0.0,0.5432,200000,249388.67308481107,49388.673084811075,1.2469433654240554
2021-02-23,-2,-1.7395166135185436,0.0,9.3749,0.0,0.4466,200000,249388.67308481107,49388.673084811075,1.2469433654240554
2021-02-24,-2,-1.944602879850769,0.0,9.8336,0.0,0.5354,200000,249388.67308481107,49388.673084811075,1.2469433654240554
2021-02-25,-2,-1.5645140644758744,0.0,9.6074,0.0,0.4952,200000,249388.67308481107,49388.673084811075,1.2469433654240554
2021-02-26,-2,-1.3519403094436715,0.0,9.5612,0.0,0.4866,200000,249388.67308481107,49388.673084811075,1.2469433654240554
2021-02-27,-2,-1.2144278846982064,0.0,9.5955,0.0,0.4879,200000,249388.67308481107,49388.673084811075,1.2469433654240554
2021-02-28,-2,-1.4834787303967314,0.0,8.9026,0.0,0.5186,200000,249388.67308481107,49388.673084811075,1.2469433654240554
2021-03-01,-2,-1.2232378304377916,0.0,9.5234,0.0,0.5286,200000,249388.67308481107,49388.673084811075,1.2469433654240554
2021-03-02,0,-0.9748275037318629,0.0,9.4175,0.0,0.4999,200000,249388.67308481107,49388.673084811075,1.2469433654240554
2021-03-03,0,-0.8770833064024309,0.0,9.8182,0.0,0.5203,200000,249388.67308481107,49388.673084811075,1.2469433654240554
2021-03-04,-1,-1.1155399910737172,13199.078726226346,9.4472,-225039.40902798326,0.5541,200000,249388.67308481107,49388.673084811075,1.2469433654240554
2021-03-05,-2,-1.458778620851317,0.0,9.9125,0.0,0.6913,200000,274122.54867213726,74122.54867213726,1.3706127433606863
2021-03-06,-2,-1.5697054887696622,0.0,9.9916,0.0,0.7626,200000,274122.54867213726,74122.54867213726,1.3706127433606863
2021-03-07,-2,-1.5318178992658784,0.0,10.1471,0.0,0.7888,200000,274122.54867213726,74122.54867213726,1.3706127433606863
2021-03-08,-2,-1.326778197197001,0.0,10.0798,0.0,0.7665,200000,274122.54867213726,74122.54867213726,1.3706127433606863
2021-03-09,-1,-1.078940360740195,12793.443196003942,10.7134,-178488.441640928,0.7679,200000,274122.54867213726,74122.54867213726,1.3706127433606863
2021-03-10,-1,-1.1285595985616348,12793.443196003942,10.2479,-178488.441640928,0.763,200000,267292.60750035685,67292.60750035685,1.3364630375017843
