date,statusList,zscore,WAVESUSDT_position,WAVESUSDT_price,ONGUSDT_position,ONGUSDT_price,init,total_asset,pnl,return
2020-01-01,0,,0.0,1.0446,0.0,0.0956,200000,200000.0,0.0,1.0
2020-01-02,0,,0.0,0.9459,0.0,0.095,200000,200000.0,0.0,1.0
2020-01-03,0,,0.0,0.9526,0.0,0.0995,200000,200000.0,0.0,1.0
2020-01-04,0,,0.0,0.9458,0.0,0.0981,200000,200000.0,0.0,1.0
2020-01-05,0,,0.0,0.8872,0.0,0.0998,200000,200000.0,0.0,1.0
2020-01-06,0,,0.0,0.8949,0.0,0.1024,200000,200000.0,0.0,1.0
2020-01-07,0,,0.0,0.8853,0.0,0.0997,200000,200000.0,0.0,1.0
2020-01-08,0,,0.0,0.851,0.0,0.1016,200000,200000.0,0.0,1.0
2020-01-09,0,,0.0,0.8231,0.0,0.0991,200000,200000.0,0.0,1.0
2020-01-10,0,,0.0,0.8244,0.0,0.0996,200000,200000.0,0.0,1.0
2020-01-11,0,,0.0,0.8561,0.0,0.1039,200000,200000.0,0.0,1.0
2020-01-12,0,,0.0,0.8447,0.0,0.105,200000,200000.0,0.0,1.0
2020-01-13,0,,0.0,0.86,0.0,0.1027,200000,200000.0,0.0,1.0
2020-01-14,0,,0.0,0.8637,0.0,0.1132,200000,200000.0,0.0,1.0
2020-01-15,0,,0.0,0.896,0.0,0.1149,200000,200000.0,0.0,1.0
2020-01-16,0,,0.0,0.8809,0.0,0.1116,200000,200000.0,0.0,1.0
2020-01-17,0,,0.0,0.9,0.0,0.1156,200000,200000.0,0.0,1.0
2020-01-18,0,,0.0,0.8783,0.0,0.1128,200000,200000.0,0.0,1.0
2020-01-19,0,,0.0,0.8889,0.0,0.1069,200000,200000.0,0.0,1.0
2020-01-20,0,-0.31951477306342885,0.0,0.8673,0.0,0.1043,200000,200000.0,0.0,1.0
2020-01-21,0,-0.3653008907956824,0.0,0.8723,0.0,0.1062,200000,200000.0,0.0,1.0
2020-01-22,0,-0.15677872530215767,0.0,0.8862,0.0,0.107,200000,200000.0,0.0,1.0
2020-01-23,0,-0.5575370532145435,0.0,0.8726,0.0,0.1087,200000,200000.0,0.0,1.0
2020-01-24,0,0.009348141956776225,0.0,0.8552,0.0,0.104,200000,200000.0,0.0,1.0
2020-01-25,0,0.07246550801672737,0.0,0.8512,0.0,0.1037,200000,200000.0,0.0,1.0
2020-01-26,0,0.3841024939451935,0.0,0.8718,0.0,0.1054,200000,200000.0,0.0,1.0
2020-01-27,0,0.33037933909082245,0.0,0.868,0.0,0.1058,200000,200000.0,0.0,1.0
2020-01-28,0,0.26455956772993616,0.0,0.8856,0.0,0.1083,200000,200000.0,0.0,1.0
2020-01-29,-2,-2.2056796212057663,0.0,0.8699,0.0,0.1157,200000,200000.0,0.0,1.0
2020-01-30,-2,-2.950218010913082,0.0,0.8696,0.0,0.1244,200000,200000.0,0.0,1.0
2020-01-31,-2,-3.253680770556617,0.0,0.8824,0.0,0.1429,200000,200000.0,0.0,1.0
2020-02-01,-2,-2.1695587770737186,0.0,0.9111,0.0,0.1404,200000,200000.0,0.0,1.0
2020-02-02,-2,-1.5264597934940307,0.0,0.9594,0.0,0.1419,200000,200000.0,0.0,1.0
2020-02-03,-2,-1.3184363496135159,0.0,0.9809,0.0,0.144,200000,200000.0,0.0,1.0
2020-02-04,-2,-1.771888696261837,0.0,0.9643,0.0,0.1529,200000,200000.0,0.0,1.0
2020-02-05,-2,-1.6137021894898067,0.0,0.9899,0.0,0.1584,200000,200000.0,0.0,1.0
2020-02-06,-2,-1.2400507946024786,0.0,1.0364,0.0,0.1609,200000,200000.0,0.0,1.0
2020-02-07,0,-0.7843449706360489,0.0,1.092,0.0,0.1614,200000,200000.0,0.0,1.0
2020-02-08,0,-0.7110169316534208,0.0,1.058,0.0,0.1565,200000,200000.0,0.0,1.0
2020-02-09,0,-0.5357113323315901,0.0,1.11,0.0,0.1621,200000,200000.0,0.0,1.0
2020-02-10,2,2.0913033182409198,0.0,1.4376,0.0,0.1557,200000,200000.0,0.0,1.0
2020-02-11,2,1.5123841611092028,0.0,1.4117,0.0,0.1607,200000,200000.0,0.0,1.0
2020-02-12,0,0.6035951129898622,0.0,1.4324,0.0,0.1808,200000,200000.0,0.0,1.0
2020-02-13,0,-0.10920622018995278,0.0,1.4038,0.0,0.1948,200000,200000.0,0.0,1.0
2020-02-14,0,0.04130003641278555,0.0,1.5529,0.0,0.2128,200000,200000.0,0.0,1.0
2020-02-15,0,-0.3876450164040654,0.0,1.4686,0.0,0.2142,200000,200000.0,0.0,1.0
2020-02-16,0,0.14195167475255507,0.0,1.3809,0.0,0.1902,200000,200000.0,0.0,1.0
2020-02-17,0,0.33997129075131743,0.0,1.3366,0.0,0.1813,200000,200000.0,0.0,1.0
2020-02-18,1,1.1523426668127041,-68059.62022731913,1.4693,549450.5494505494,0.182,200000,200000.0,0.0,1.0
2020-02-19,1,1.194615007984968,-68059.62022731913,1.3717,549450.5494505494,0.1671,200000,185170.56787900045,-14829.432120999554,0.9258528393950022
2020-02-20,2,1.9421685128113502,0.0,1.4854,0.0,0.1628,200000,211645.21043511038,11645.210435110377,1.058226052175552
2020-02-21,2,1.2055623692434732,0.0,1.4459,0.0,0.1687,200000,211645.21043511038,11645.210435110377,1.058226052175552
2020-02-22,2,1.3618117481868943,0.0,1.4198,0.0,0.16,200000,211645.21043511038,11645.210435110377,1.058226052175552
2020-02-23,0,0.9728775545054044,0.0,1.4439,0.0,0.168,200000,211645.21043511038,11645.210435110377,1.058226052175552
2020-02-24,1,1.0910207936965322,-77045.9448253041,1.3735,679220.8293809704,0.1558,200000,211645.21043511038,11645.210435110377,1.058226052175552
2020-02-25,2,1.468023983907217,0.0,1.3215,0.0,0.1418,200000,217147.91291552814,17147.91291552814,1.0857395645776406
2020-02-26,2,1.557615697443735,0.0,1.1562,0.0,0.1209,200000,217147.91291552814,17147.91291552814,1.0857395645776406
2020-02-27,2,1.2622855919293483,0.0,1.2148,0.0,0.1292,200000,217147.91291552814,17147.91291552814,1.0857395645776406
2020-02-28,0,0.6661592228938776,0.0,1.1529,0.0,0.1294,200000,217147.91291552814,17147.91291552814,1.0857395645776406
2020-02-29,0,0.7185756975238582,0.0,1.1317,0.0,0.1254,200000,217147.91291552814,17147.91291552814,1.0857395645776406
2020-03-01,0,0.40036477546645166,0.0,1.1176,0.0,0.1281,200000,217147.91291552814,17147.91291552814,1.0857395645776406
2020-03-02,0,0.46829593637905154,0.0,1.1853,0.0,0.135,200000,217147.91291552814,17147.91291552814,1.0857395645776406
2020-03-03,0,0.46857508409419885,0.0,1.1639,0.0,0.1319,200000,217147.91291552814,17147.91291552814,1.0857395645776406
2020-03-04,0,0.8124726476675386,0.0,1.1998,0.0,0.1308,200000,217147.91291552814,17147.91291552814,1.0857395645776406
2020-03-05,2,1.6013452695716555,0.0,1.3394,0.0,0.135,200000,217147.91291552814,17147.91291552814,1.0857395645776406
2020-03-06,2,1.8134850931647974,0.0,1.375,0.0,0.1355,200000,217147.91291552814,17147.91291552814,1.0857395645776406
2020-03-07,2,1.5961766980378245,0.0,1.2858,0.0,0.128,200000,217147.91291552814,17147.91291552814,1.0857395645776406
2020-03-08,2,1.2804570058285634,0.0,1.0936,0.0,0.1111,200000,217147.91291552814,17147.91291552814,1.0857395645776406
2020-03-09,0,0.6898663083515534,0.0,1.0925,0.0,0.1145,200000,217147.91291552814,17147.91291552814,1.0857395645776406
2020-03-10,2,2.8582593305957107,0.0,1.2875,0.0,0.1149,200000,217147.91291552814,17147.91291552814,1.0857395645776406
2020-03-11,2,2.9055129986291575,0.0,1.337,0.0,0.1106,200000,217147.91291552814,17147.91291552814,1.0857395645776406
2020-03-12,2,3.299797957029455,0.0,0.795,0.0,0.0554,200000,217147.91291552814,17147.91291552814,1.0857395645776406
2020-03-13,2,2.4449339287100313,0.0,0.8707,0.0,0.0616,200000,217147.91291552814,17147.91291552814,1.0857395645776406
2020-03-14,2,1.3844687558191402,0.0,0.805,0.0,0.0637,200000,217147.91291552814,17147.91291552814,1.0857395645776406
2020-03-15,0,0.3009206904637816,0.0,0.8629,0.0,0.0796,200000,217147.91291552814,17147.91291552814,1.0857395645776406
2020-03-16,0,0.5943844300562647,0.0,0.7386,0.0,0.0645,200000,217147.91291552814,17147.91291552814,1.0857395645776406
2020-03-17,2,1.2739550013579608,0.0,0.8612,0.0,0.0669,200000,217147.91291552814,17147.91291552814,1.0857395645776406
2020-03-18,2,1.2237115666481257,0.0,0.8667,0.0,0.0665,200000,217147.91291552814,17147.91291552814,1.0857395645776406
2020-03-19,0,0.6615795305514893,0.0,0.9516,0.0,0.0784,200000,217147.91291552814,17147.91291552814,1.0857395645776406
2020-03-20,0,0.20961810247876578,0.0,0.9519,0.0,0.0833,200000,217147.91291552814,17147.91291552814,1.0857395645776406
2020-03-21,0,0.14410019246419792,0.0,0.9354,0.0,0.0818,200000,217147.91291552814,17147.91291552814,1.0857395645776406
2020-03-22,0,0.23238324545999364,0.0,0.8452,0.0,0.0722,200000,217147.91291552814,17147.91291552814,1.0857395645776406
2020-03-23,0,0.06280031677457741,0.0,0.9221,0.0,0.0797,200000,217147.91291552814,17147.91291552814,1.0857395645776406
2020-03-24,0,-0.15743462701004296,0.0,0.9339,0.0,0.0821,200000,217147.91291552814,17147.91291552814,1.0857395645776406
2020-03-25,0,-0.4976685718326156,0.0,0.8992,0.0,0.0818,200000,217147.91291552814,17147.91291552814,1.0857395645776406
2020-03-26,0,-0.7374153528996941,0.0,0.8917,0.0,0.0831,200000,217147.91291552814,17147.91291552814,1.0857395645776406
2020-03-27,0,-0.7419605373092251,0.0,0.859,0.0,0.0796,200000,217147.91291552814,17147.91291552814,1.0857395645776406
2020-03-28,-1,-1.163884764057506,133317.72649528985,0.8144,-1377842.087027463,0.0788,200000,217147.9129155281,17147.91291552811,1.0857395645776406
2020-03-29,-2,-1.6719179405056528,0.0,0.771,0.0,0.0789,200000,223071.68645412647,23071.686454126466,1.1153584322706322
2020-03-30,-2,-1.4321149609265253,0.0,0.8262,0.0,0.0835,200000,223071.68645412647,23071.686454126466,1.1153584322706322
2020-03-31,0,0.1521428016977324,0.0,0.99,0.0,0.0835,200000,223071.68645412647,23071.686454126466,1.1153584322706322
2020-04-01,0,0.15293987868207795,0.0,0.9698,0.0,0.0829,200000,223071.68645412647,23071.686454126466,1.1153584322706322
2020-04-02,0,-0.00602063151830089,0.0,0.9615,0.0,0.0844,200000,223071.68645412647,23071.686454126466,1.1153584322706322
2020-04-03,0,0.04140066522518809,0.0,0.9629,0.0,0.0847,200000,223071.68645412647,23071.686454126466,1.1153584322706322
2020-04-04,0,-0.2655882399049706,0.0,0.9505,0.0,0.0854,200000,223071.68645412647,23071.686454126466,1.1153584322706322
2020-04-05,0,-0.1504510057170095,0.0,0.9486,0.0,0.0846,200000,223071.68645412647,23071.686454126466,1.1153584322706322
2020-04-06,0,-0.24895776470366507,0.0,0.9867,0.0,0.0892,200000,223071.68645412647,23071.686454126466,1.1153584322706322
2020-04-07,0,0.2620806692600949,0.0,0.9928,0.0,0.0877,200000,223071.68645412647,23071.686454126466,1.1153584322706322
2020-04-08,0,-0.0777576153835252,0.0,1.0067,0.0,0.091,200000,223071.68645412647,23071.686454126466,1.1153584322706322
2020-04-09,0,0.63230221647535,0.0,1.0458,0.0,0.0912,200000,223071.68645412647,23071.686454126466,1.1153584322706322
2020-04-10,2,1.7442326574418765,0.0,0.9998,0.0,0.0818,200000,223071.68645412647,23071.686454126466,1.1153584322706322
2020-04-11,2,1.2430907395033592,0.0,0.9912,0.0,0.083,200000,223071.68645412647,23071.686454126466,1.1153584322706322
2020-04-12,0,0.8946257134499429,0.0,0.9965,0.0,0.0849,200000,223071.68645412647,23071.686454126466,1.1153584322706322
2020-04-13,2,1.2209020848522794,0.0,0.9991,0.0,0.0832,200000,223071.68645412647,23071.686454126466,1.1153584322706322
2020-04-14,0,0.791074760447396,0.0,0.9899,0.0,0.0841,200000,223071.68645412647,23071.686454126466,1.1153584322706322
2020-04-15,0,0.7496860583022918,0.0,0.959,0.0,0.0813,200000,223071.68645412647,23071.686454126466,1.1153584322706322
2020-04-16,0,0.7629555184870689,0.0,1.0056,0.0,0.0848,200000,223071.68645412647,23071.686454126466,1.1153584322706322
2020-04-17,0,0.6684689499115974,0.0,0.9975,0.0,0.0842,200000,223071.68645412647,23071.686454126466,1.1153584322706322
2020-04-18,0,0.8457651707076161,0.0,1.0411,0.0,0.087,200000,223071.68645412647,23071.686454126466,1.1153584322706322
2020-04-19,0,0.6586745519787294,0.0,1.0138,0.0,0.0855,200000,223071.68645412647,23071.686454126466,1.1153584322706322
2020-04-20,0,-0.5373463552084526,0.0,0.9731,0.0,0.0852,200000,223071.68645412647,23071.686454126466,1.1153584322706322
2020-04-21,0,0.030349594342633086,0.0,0.9639,0.0,0.083,200000,223071.68645412647,23071.686454126466,1.1153584322706322
2020-04-22,0,0.23902558427357584,0.0,0.998,0.0,0.0853,200000,223071.68645412647,23071.686454126466,1.1153584322706322
2020-04-23,0,0.3093177607637529,0.0,1.0074,0.0,0.0858,200000,223071.68645412647,23071.686454126466,1.1153584322706322
2020-04-24,0,-0.6458853785980239,0.0,1.0107,0.0,0.0883,200000,223071.68645412647,23071.686454126466,1.1153584322706322
2020-04-25,0,-0.8648015876590377,0.0,1.0221,0.0,0.0897,200000,223071.68645412647,23071.686454126466,1.1153584322706322
2020-04-26,-2,-1.534775852934207,0.0,1.0522,0.0,0.0938,200000,223071.68645412647,23071.686454126466,1.1153584322706322
2020-04-27,0,-0.35880855991195365,0.0,1.055,0.0,0.0911,200000,223071.68645412647,23071.686454126466,1.1153584322706322
2020-04-28,-1,-1.0933925617609064,105881.75738282062,1.0534,-1209716.303981163,0.0922,200000,223071.6864541265,23071.686454126495,1.1153584322706325
2020-04-29,-1,-0.5536099239024999,105881.75738282062,1.099,-1209716.303981163,0.095,200000,231287.10024193034,31287.10024193034,1.1564355012096517
2020-04-30,-1,-0.7943790533055887,105881.75738282062,1.0552,-1209716.303981163,0.0918,200000,222778.38709582307,22778.38709582307,1.1138919354791152
2020-05-01,-2,-2.105886218210604,0.0,1.0751,0.0,0.0967,200000,226217.77568683447,26217.775686834473,1.1310888784341724
2020-05-02,-2,-3.145980878252226,0.0,1.0884,0.0,0.1043,200000,226217.77568683447,26217.775686834473,1.1310888784341724
2020-05-03,-2,-1.6192174130769208,0.0,1.0624,0.0,0.0974,200000,226217.77568683447,26217.775686834473,1.1310888784341724
2020-05-04,0,-0.49934788990965717,0.0,1.06,0.0,0.0938,200000,226217.77568683447,26217.775686834473,1.1310888784341724
2020-05-05,0,-0.2906372869649459,0.0,1.0517,0.0,0.0926,200000,226217.77568683447,26217.775686834473,1.1310888784341724
2020-05-06,0,-0.2760234885362131,0.0,1.024,0.0,0.0903,200000,226217.77568683447,26217.775686834473,1.1310888784341724
2020-05-07,0,-0.2465295544590579,0.0,1.0444,0.0,0.0922,200000,226217.77568683447,26217.775686834473,1.1310888784341724
2020-05-08,-1,-1.118844539388892,107202.05463313169,1.0551,-1179446.1714642048,0.0959,200000,226217.77568683447,26217.775686834473,1.1310888784341724
2020-05-09,0,-0.15825343614287274,0.0,1.0406,0.0,0.0922,200000,223408.25464459733,23408.254644597328,1.1170412732229866
2020-05-10,-2,-3.306236978860857,0.0,0.9552,0.0,0.0988,200000,223408.25464459733,23408.254644597328,1.1170412732229866
2020-05-11,-2,-1.7529396584748365,0.0,0.931,0.0,0.0906,200000,223408.25464459733,23408.254644597328,1.1170412732229866
2020-05-12,1,1.0200984298542597,104406.13825806025,1.0699,-1222145.8131542525,0.0914,200000,223408.25464459733,23408.254644597328,1.1170412732229866
2020-05-13,1,0.7215943361954597,104406.13825806025,1.06,-1222145.8131542525,0.0919,200000,222985.70678241967,22985.70678241967,1.1149285339120985
2020-05-14,1,0.476409096558198,104406.13825806025,1.0461,-1222145.8131542525,0.0917,200000,221290.03229800178,21290.03229800178,1.1064501614900089
2020-05-15,1,0.6324036631167874,104406.13825806025,1.0298,-1222145.8131542525,0.0896,200000,217021.70603677147,17021.706036771473,1.0851085301838574
2020-05-16,0,0.046112425298689204,0.0,1.0299,0.0,0.092,200000,218498.72162638238,18498.72162638238,1.0924936081319119
2020-05-17,0,0.5390587371483158,0.0,1.0497,0.0,0.0918,200000,218498.72162638238,18498.72162638238,1.0924936081319119
2020-05-18,0,0.023887200763594664,0.0,1.0638,0.0,0.0953,200000,218498.72162638238,18498.72162638238,1.0924936081319119
2020-05-19,0,0.04170631032668907,0.0,1.0615,0.0,0.0952,200000,218498.72162638238,18498.72162638238,1.0924936081319119
2020-05-20,-2,-1.2503507930882596,0.0,1.0542,0.0,0.1009,200000,218498.72162638238,18498.72162638238,1.0924936081319119
2020-05-21,-2,-1.664974951187723,0.0,1.0167,0.0,0.1005,200000,218498.72162638238,18498.72162638238,1.0924936081319119
2020-05-22,-2,-2.0361457998050847,0.0,1.0665,0.0,0.1092,200000,218498.72162638238,18498.72162638238,1.0924936081319119
2020-05-23,0,-0.9691202436374895,0.0,1.0699,0.0,0.1032,200000,218498.72162638238,18498.72162638238,1.0924936081319119
2020-05-24,-1,-1.0191926673681206,107985.92548501649,1.0117,-1109130.5666313826,0.0985,200000,218498.72162638238,18498.72162638238,1.0924936081319119
2020-05-25,-2,-2.2665489795483498,0.0,1.0576,0.0,0.1158,200000,232730.12644934302,32730.12644934302,1.163650632246715
2020-05-26,-2,-3.1218279135415616,0.0,1.0645,0.0,0.1467,200000,232730.12644934302,32730.12644934302,1.163650632246715
2020-05-27,-2,-1.733835960647056,0.0,1.0653,0.0,0.1261,200000,232730.12644934302,32730.12644934302,1.163650632246715
2020-05-28,-1,-1.1254576487427541,107051.57610365364,1.087,-964884.4380155184,0.1206,200000,232730.12644934302,32730.12644934302,1.163650632246715
2020-05-29,-1,-1.0787816010225875,107051.57610365364,1.0859,-964884.4380155184,0.1216,200000,233577.25415364455,33577.25415364455,1.1678862707682227
2020-05-30,-1,-0.8230499689950501,107051.57610365364,1.1137,-964884.4380155184,0.121,200000,235974.35730651676,35974.35730651676,1.1798717865325838
2020-05-31,-1,-0.6251838605543077,107051.57610365364,1.0945,-964884.4380155184,0.1165,200000,229576.98707425682,29576.987074256816,1.147884935371284
2020-06-01,-1,-0.5366121117747914,107051.57610365364,1.1485,-964884.4380155184,0.122,200000,240664.63659293944,40664.63659293944,1.2033231829646973
2020-06-02,-2,-1.2135959411166106,0.0,1.118,0.0,0.1323,200000,240700.6755149113,40700.6755149113,1.2035033775745565
2020-06-03,0,-0.8664936826601398,0.0,1.1176,0.0,0.1276,200000,240700.6755149113,40700.6755149113,1.2035033775745565
2020-06-04,0,-0.6401594491192353,0.0,1.1256,0.0,0.126,200000,240700.6755149113,40700.6755149113,1.2035033775745565
2020-06-05,0,-0.4079475360956989,0.0,1.1305,0.0,0.1241,200000,240700.6755149113,40700.6755149113,1.2035033775745565
2020-06-06,0,-0.4193677176347044,0.0,1.1487,0.0,0.1274,200000,240700.6755149113,40700.6755149113,1.2035033775745565
2020-06-07,0,-0.24397160485574587,0.0,1.1443,0.0,0.1257,200000,240700.6755149113,40700.6755149113,1.2035033775745565
2020-06-08,0,0.016390085675311947,0.0,1.1852,0.0,0.1284,200000,240700.6755149113,40700.6755149113,1.2035033775745565
2020-06-09,0,-0.7091465496720162,0.0,1.1721,0.0,0.1358,200000,240700.6755149113,40700.6755149113,1.2035033775745565
2020-06-10,0,0.5006202502859034,0.0,1.2423,0.0,0.1318,200000,240700.6755149113,40700.6755149113,1.2035033775745565
2020-06-11,2,1.4130606829469738,0.0,1.1335,0.0,0.1125,200000,240700.6755149113,40700.6755149113,1.2035033775745565
2020-06-12,0,0.8941733758895166,0.0,1.2103,0.0,0.1256,200000,240700.6755149113,40700.6755149113,1.2035033775745565
2020-06-13,2,1.2187659302794738,0.0,1.2489,0.0,0.1279,200000,240700.6755149113,40700.6755149113,1.2035033775745565
2020-06-14,0,0.8658895950333296,0.0,1.1748,0.0,0.1225,200000,240700.6755149113,40700.6755149113,1.2035033775745565
