date,statusList,zscore,ICXUSDT_position,ICXUSDT_price,MITHUSDT_position,MITHUSDT_price,init,total_asset,pnl,return
2020-08-04,0,0.07048906901778583,0.0,0.3971,0.0,0.00914,200000,199523.22093001835,-476.7790699816542,0.9976161046500918
2020-08-05,0,0.1344912431020852,0.0,0.3899,0.0,0.00907,200000,199523.22093001835,-476.7790699816542,0.9976161046500918
2020-08-06,0,-0.48173638085988424,0.0,0.3898,0.0,0.01,200000,199523.22093001835,-476.7790699816542,0.9976161046500918
2020-08-07,0,-0.6512811621372419,0.0,0.3783,0.0,0.00996,200000,199523.22093001835,-476.7790699816542,0.9976161046500918
2020-08-08,0,-0.5093158383091901,0.0,0.3963,0.0,0.01035,200000,199523.22093001835,-476.7790699816542,0.9976161046500918
2020-08-09,0,-0.2081702296803872,0.0,0.4258,0.0,0.01088,200000,199523.22093001835,-476.7790699816542,0.9976161046500918
2020-08-10,-1,-1.0548901281674132,219497.4927722974,0.4545,-7942803.380972068,0.01256,200000,199523.22093001835,-476.7790699816542,0.9976161046500918
2020-08-11,-1,-0.5230131744222752,219497.4927722974,0.4217,-7942803.380972068,0.01104,200000,180250.64202800946,-19749.35797199054,0.9012532101400473
2020-08-12,-1,-0.30521297533649977,219497.4927722974,0.4512,-7942803.380972068,0.01155,200000,190776.64778908796,-9223.352210912039,0.9538832389454398
2020-08-13,0,1.8920452469086628,0.0,0.4877,0.0,0.01084,200000,178574.28235470614,-21425.71764529386,0.8928714117735307
2020-08-14,2,2.594335822280239,0.0,0.5501,0.0,0.01132,200000,178574.28235470614,-21425.71764529386,0.8928714117735307
2020-08-15,2,1.9299340577069446,0.0,0.5104,0.0,0.01074,200000,178574.28235470614,-21425.71764529386,0.8928714117735307
2020-08-16,2,1.210864127998291,0.0,0.5368,0.0,0.01178,200000,178574.28235470614,-21425.71764529386,0.8928714117735307
2020-08-17,0,0.4839735497915373,0.0,0.5063,0.0,0.01169,200000,178574.28235470614,-21425.71764529386,0.8928714117735307
2020-08-18,0,0.6477131522994518,0.0,0.4951,0.0,0.01125,200000,178574.28235470614,-21425.71764529386,0.8928714117735307
2020-08-19,0,0.6326719494265507,0.0,0.4547,0.0,0.01029,200000,178574.28235470614,-21425.71764529386,0.8928714117735307
2020-08-20,2,2.0373496145407315,0.0,0.5412,0.0,0.01076,200000,178574.28235470614,-21425.71764529386,0.8928714117735307
2020-08-21,2,2.6326612623379773,0.0,0.5576,0.0,0.00995,200000,178574.28235470614,-21425.71764529386,0.8928714117735307
2020-08-22,2,3.0431077099165105,0.0,0.6455,0.0,0.00984,200000,178574.28235470614,-21425.71764529386,0.8928714117735307
2020-08-23,2,2.1369228215716887,0.0,0.6133,0.0,0.0098,200000,178574.28235470614,-21425.71764529386,0.8928714117735307
2020-08-24,2,1.2382945537941996,0.0,0.6116,0.0,0.01084,200000,178574.28235470614,-21425.71764529386,0.8928714117735307
2020-08-25,2,1.2928644956574933,0.0,0.5779,0.0,0.00994,200000,178574.28235470614,-21425.71764529386,0.8928714117735307
2020-08-26,2,1.532077851658882,0.0,0.6398,0.0,0.01031,200000,178574.28235470614,-21425.71764529386,0.8928714117735307
2020-08-27,2,1.2706903947288855,0.0,0.5815,0.0,0.00954,200000,178574.28235470614,-21425.71764529386,0.8928714117735307
2020-08-28,1,1.1485224842266724,-145205.9541020541,0.6149,8849072.4655454,0.01009,200000,178574.28235470614,-21425.71764529386,0.8928714117735307
2020-08-29,1,0.9418868525482712,-145205.9541020541,0.6333,8849072.4655454,0.01057,200000,185493.62669364573,-14506.373306354275,0.9274681334682287
2020-08-30,1,0.723323509214525,-145205.9541020541,0.6153,8849072.4655454,0.0105,200000,182260.48444722057,-17739.515552779427,0.9113024222361028
2020-08-31,0,0.05811926109293818,0.0,0.5953,0.0,0.01111,200000,166702.19173944957,-33297.80826055043,0.8335109586972478
2020-09-01,0,-0.0647785826753895,0.0,0.5838,0.0,0.01094,200000,166702.19173944957,-33297.80826055043,0.8335109586972478
2020-09-02,0,0.2779450262762721,0.0,0.5476,0.0,0.00972,200000,166702.19173944957,-33297.80826055043,0.8335109586972478
2020-09-03,0,0.5663277914929064,0.0,0.437,0.0,0.00743,200000,166702.19173944957,-33297.80826055043,0.8335109586972478
2020-09-04,0,0.3353102103530188,0.0,0.4613,0.0,0.008,200000,166702.19173944957,-33297.80826055043,0.8335109586972478
2020-09-05,0,0.9045853404510567,0.0,0.417,0.0,0.00672,200000,166702.19173944957,-33297.80826055043,0.8335109586972478
2020-09-06,0,0.9585282397453855,0.0,0.4401,0.0,0.00701,200000,166702.19173944957,-33297.80826055043,0.8335109586972478
2020-09-07,0,0.7000427006568429,0.0,0.4261,0.0,0.00692,200000,166702.19173944957,-33297.80826055043,0.8335109586972478
2020-09-08,0,-0.5394853665039555,0.0,0.4036,0.0,0.00712,200000,166702.19173944957,-33297.80826055043,0.8335109586972478
2020-09-09,0,-0.31715564461280366,0.0,0.4165,0.0,0.00717,200000,166702.19173944957,-33297.80826055043,0.8335109586972478
2020-09-10,1,1.1660196495862092,-182707.35613705564,0.4562,11560484.864039497,0.00721,200000,166702.19173944957,-33297.80826055043,0.8335109586972478
2020-09-11,1,0.2543572806559858,-182707.35613705564,0.4483,11560484.864039497,0.00748,200000,168380.1345392575,-31619.865460742498,0.8419006726962875
2020-09-12,2,2.0296226331935476,0.0,0.492,0.0,0.00747,200000,170237.3890245059,-29762.610975494114,0.8511869451225295
2020-09-13,2,2.4420812804188223,0.0,0.4792,0.0,0.00691,200000,170237.3890245059,-29762.610975494114,0.8511869451225295
2020-09-14,2,2.702642487461604,0.0,0.5144,0.0,0.00694,200000,170237.3890245059,-29762.610975494114,0.8511869451225295
2020-09-15,2,2.8795597362453056,0.0,0.5096,0.0,0.00629,200000,170237.3890245059,-29762.610975494114,0.8511869451225295
2020-09-16,2,2.301056584756907,0.0,0.4953,0.0,0.00611,200000,170237.3890245059,-29762.610975494114,0.8511869451225295
2020-09-17,2,1.5271704751208481,0.0,0.4707,0.0,0.00615,200000,170237.3890245059,-29762.610975494114,0.8511869451225295
2020-09-18,2,1.691524234974563,0.0,0.4754,0.0,0.00593,200000,170237.3890245059,-29762.610975494114,0.8511869451225295
2020-09-19,2,1.5125376424749457,0.0,0.4672,0.0,0.00581,200000,170237.3890245059,-29762.610975494114,0.8511869451225295
2020-09-20,2,1.3392128494385298,0.0,0.4585,0.0,0.00572,200000,170237.3890245059,-29762.610975494114,0.8511869451225295
2020-09-21,1,1.181948773311336,-206849.80440401688,0.4115,16495871.029506385,0.00516,200000,170237.3890245059,-29762.610975494114,0.8511869451225295
2020-09-22,1,1.1156430171888896,-206849.80440401688,0.4187,16495871.029506385,0.00522,200000,172716.45987798518,-27283.54012201482,0.8635822993899259
2020-09-23,1,0.6472239891371991,-206849.80440401688,0.3715,16495871.029506385,0.00486,200000,157014.6355394933,-42985.36446050671,0.7850731776974664
2020-09-24,1,0.5367416892020587,-206849.80440401688,0.4079,16495871.029506385,0.00536,200000,172791.9039345527,-27208.096065447287,0.8639595196727636
2020-09-25,1,0.33380125274304046,-206849.80440401688,0.4131,16495871.029506385,0.00552,200000,176506.8622821746,-23493.13771782539,0.882534311410873
2020-09-26,1,0.5483201924635168,-206849.80440401688,0.4261,16495871.029506385,0.00551,200000,179030.95102913177,-20969.04897086823,0.8951547551456589
2020-09-27,1,0.2539629166599208,-206849.80440401688,0.4155,16495871.029506385,0.00551,200000,176838.3431024492,-23161.656897550798,0.8841917155122461
2020-09-28,0,-0.14033943944468458,0.0,0.4009,0.0,0.00548,200000,162766.10236838125,-37233.89763161875,0.8138305118419062
2020-09-29,0,0.6929047824806347,0.0,0.4261,0.0,0.00536,200000,162766.10236838125,-37233.89763161875,0.8138305118419062
2020-09-30,0,0.20321090543796833,0.0,0.4206,0.0,0.00546,200000,162766.10236838125,-37233.89763161875,0.8138305118419062
2020-10-01,0,0.81440029218611,0.0,0.4333,0.0,0.0054,200000,162766.10236838125,-37233.89763161875,0.8138305118419062
2020-10-02,0,-0.5269831725351134,0.0,0.3948,0.0,0.00521,200000,162766.10236838125,-37233.89763161875,0.8138305118419062
2020-10-03,0,-0.6628866814398602,0.0,0.3896,0.0,0.00512,200000,162766.10236838125,-37233.89763161875,0.8138305118419062
2020-10-04,0,-0.8982486944037799,0.0,0.3942,0.0,0.00521,200000,162766.10236838125,-37233.89763161875,0.8138305118419062
2020-10-05,-2,-1.4288718658199846,0.0,0.3936,0.0,0.00532,200000,162766.10236838125,-37233.89763161875,0.8138305118419062
2020-10-06,0,-0.30614441722463165,0.0,0.3583,0.0,0.00468,200000,162766.10236838125,-37233.89763161875,0.8138305118419062
2020-10-07,-1,-1.0951111139906777,220969.45746454145,0.3683,-16474301.8591479,0.00494,200000,162766.10236838125,-37233.89763161875,0.8138305118419062
2020-10-08,0,-0.12088009426399202,0.0,0.379,0.0,0.00494,200000,160401.72917351066,-39598.270826489344,0.8020086458675533
2020-10-09,-2,-1.9114014848599823,0.0,0.3982,0.0,0.00553,200000,160401.72917351066,-39598.270826489344,0.8020086458675533
2020-10-10,-2,-1.575233814079249,0.0,0.3931,0.0,0.00543,200000,160401.72917351066,-39598.270826489344,0.8020086458675533
2020-10-11,-1,-1.0401187315190552,202578.59203524963,0.3959,-14879566.713683736,0.00539,200000,160401.72917351066,-39598.270826489344,0.8020086458675533
2020-10-12,-1,-0.8689322807395065,202578.59203524963,0.4075,-14879566.713683736,0.00553,200000,164834.78018103528,-35165.21981896472,0.8241739009051764
2020-10-13,-1,-0.3480841873675606,202578.59203524963,0.4102,-14879566.713683736,0.00549,200000,164786.55971098313,-35213.44028901687,0.8239327985549156
2020-10-14,-1,-0.49722184550974524,202578.59203524963,0.3901,-14879566.713683736,0.00525,200000,157143.6339997905,-42856.3660002095,0.7857181699989525
2020-10-15,-1,-0.8801076110428252,202578.59203524963,0.3808,-14879566.713683736,0.00519,200000,154366.87909104166,-45633.12090895834,0.7718343954552083
2020-10-16,-1,-0.7943551463955139,202578.59203524963,0.3676,-14879566.713683736,0.00501,200000,149014.51966771326,-50985.48033228674,0.7450725983385663
2020-10-17,0,-0.13083129394650972,0.0,0.3814,0.0,0.0051,200000,159024.0444110535,-40975.9555889465,0.7951202220552676
2020-10-18,0,0.07736170076448665,0.0,0.385,0.0,0.00511,200000,159024.0444110535,-40975.9555889465,0.7951202220552676
2020-10-19,0,0.2093900601030063,0.0,0.3738,0.0,0.00496,200000,159024.0444110535,-40975.9555889465,0.7951202220552676
2020-10-20,0,0.2003697570468568,0.0,0.3544,0.0,0.00471,200000,159024.0444110535,-40975.9555889465,0.7951202220552676
2020-10-21,0,-0.5653412684794258,0.0,0.3728,0.0,0.00505,200000,159024.0444110535,-40975.9555889465,0.7951202220552676
2020-10-22,0,-0.2826377131976548,0.0,0.3817,0.0,0.00515,200000,159024.0444110535,-40975.9555889465,0.7951202220552676
2020-10-23,-2,-1.730839073263839,0.0,0.3749,0.0,0.00521,200000,159024.0444110535,-40975.9555889465,0.7951202220552676
2020-10-24,-2,-1.2165184163845544,0.0,0.3732,0.0,0.00515,200000,159024.0444110535,-40975.9555889465,0.7951202220552676
2020-10-25,-2,-1.6104860410361777,0.0,0.3711,0.0,0.00518,200000,159024.0444110535,-40975.9555889465,0.7951202220552676
2020-10-26,0,0.09773248766685999,0.0,0.3611,0.0,0.00488,200000,159024.0444110535,-40975.9555889465,0.7951202220552676
2020-10-27,0,0.060018423155069466,0.0,0.357,0.0,0.00483,200000,159024.0444110535,-40975.9555889465,0.7951202220552676
2020-10-28,0,-0.7415533098784701,0.0,0.3399,0.0,0.00467,200000,159024.0444110535,-40975.9555889465,0.7951202220552676
2020-10-29,2,2.58030372774844,0.0,0.3376,0.0,0.00436,200000,159024.0444110535,-40975.9555889465,0.7951202220552676
2020-10-30,2,1.796666692756516,0.0,0.32,0.0,0.00417,200000,159024.0444110535,-40975.9555889465,0.7951202220552676
2020-10-31,2,2.154667231795999,0.0,0.3181,0.0,0.00408,200000,159024.0444110535,-40975.9555889465,0.7951202220552676
2020-11-01,2,1.3671995083377562,0.0,0.3377,0.0,0.00439,200000,159024.0444110535,-40975.9555889465,0.7951202220552676
2020-11-02,2,1.5440401177186165,0.0,0.3204,0.0,0.00413,200000,159024.0444110535,-40975.9555889465,0.7951202220552676
2020-11-03,1,1.0413706974606534,-251859.43048947342,0.3157,19345990.804264415,0.00411,200000,159024.0444110535,-40975.9555889465,0.7951202220552676
2020-11-04,1,0.9174698663949913,-251859.43048947342,0.3124,19345990.804264415,0.00407,200000,157419.06865826767,-42580.93134173233,0.7870953432913383
2020-11-05,0,-0.07470662481787654,0.0,0.316,0.0,0.00422,200000,156971.54325173126,-43028.45674826874,0.7848577162586563
2020-11-06,-2,-1.315279177143329,0.0,0.3604,0.0,0.00499,200000,156971.54325173126,-43028.45674826874,0.7848577162586563
2020-11-07,-1,-1.1386363131732327,233797.35366656428,0.3357,-16915036.98833311,0.00464,200000,156971.54325173126,-43028.45674826874,0.7848577162586563
2020-11-08,-2,-2.60731815659103,0.0,0.3512,0.0,0.00521,200000,162989.25535324938,-37010.74464675062,0.8149462767662469
2020-11-09,-2,-2.2752400076590296,0.0,0.3439,0.0,0.00515,200000,162989.25535324938,-37010.74464675062,0.8149462767662469
2020-11-10,-2,-2.202704646729217,0.0,0.3578,0.0,0.00547,200000,162989.25535324938,-37010.74464675062,0.8149462767662469
2020-11-11,-1,-1.097676671539041,225559.44554836614,0.3613,-15582146.78329344,0.00523,200000,162989.25535324938,-37010.74464675062,0.8149462767662469
2020-11-12,0,0.3676180405904294,0.0,0.365,0.0,0.00488,200000,156700.93403056773,-43299.06596943227,0.7835046701528386
2020-11-13,0,-0.349938616985899,0.0,0.3739,0.0,0.00519,200000,156700.93403056773,-43299.06596943227,0.7835046701528386
2020-11-14,0,-0.2869057039189595,0.0,0.3522,0.0,0.00487,200000,156700.93403056773,-43299.06596943227,0.7835046701528386
2020-11-15,0,-0.8921834594331887,0.0,0.341,0.0,0.00489,200000,156700.93403056773,-43299.06596943227,0.7835046701528386
2020-11-16,0,-0.38474400401899006,0.0,0.3529,0.0,0.00493,200000,156700.93403056773,-43299.06596943227,0.7835046701528386
2020-11-17,0,-0.25627159575010666,0.0,0.3631,0.0,0.00504,200000,156700.93403056773,-43299.06596943227,0.7835046701528386
2020-11-18,0,-0.18610710505118927,0.0,0.3474,0.0,0.00482,200000,156700.93403056773,-43299.06596943227,0.7835046701528386
2020-11-19,0,0.6297447641111074,0.0,0.3458,0.0,0.00461,200000,156700.93403056773,-43299.06596943227,0.7835046701528386
2020-11-20,0,0.8074435844523181,0.0,0.362,0.0,0.0048,200000,156700.93403056773,-43299.06596943227,0.7835046701528386
2020-11-21,0,0.38827566523914,0.0,0.4062,0.0,0.00551,200000,156700.93403056773,-43299.06596943227,0.7835046701528386
2020-11-22,0,0.27391233187369385,0.0,0.3886,0.0,0.00532,200000,156700.93403056773,-43299.06596943227,0.7835046701528386
2020-11-23,2,1.6147039472740112,0.0,0.4374,0.0,0.00565,200000,156700.93403056773,-43299.06596943227,0.7835046701528386
2020-11-24,2,1.2892847393837843,0.0,0.4662,0.0,0.00611,200000,156700.93403056773,-43299.06596943227,0.7835046701528386
2020-11-25,0,0.7292267399568289,0.0,0.4722,0.0,0.00634,200000,156700.93403056773,-43299.06596943227,0.7835046701528386
2020-11-26,0,0.3804346659457056,0.0,0.4039,0.0,0.0055,200000,156700.93403056773,-43299.06596943227,0.7835046701528386
2020-11-27,0,-0.5957207238195571,0.0,0.3966,0.0,0.00565,200000,156700.93403056773,-43299.06596943227,0.7835046701528386
2020-11-28,-1,-1.1228457682421922,192129.6395666598,0.4078,-13190314.312337352,0.00594,200000,156700.93403056773,-43299.06596943227,0.7835046701528386
2020-11-29,-2,-1.806438037589866,0.0,0.4079,0.0,0.00614,200000,159319.78392907855,-40680.21607092145,0.7965989196453928
2020-11-30,0,0.24838448697120966,0.0,0.4394,0.0,0.006,200000,159319.78392907855,-40680.21607092145,0.7965989196453928
2020-12-01,0,0.7688072777447357,0.0,0.4179,0.0,0.00558,200000,159319.78392907855,-40680.21607092145,0.7965989196453928
2020-12-02,0,0.0963341073943714,0.0,0.4373,0.0,0.00599,200000,159319.78392907855,-40680.21607092145,0.7965989196453928
2020-12-03,0,0.07695698871737228,0.0,0.4402,0.0,0.00603,200000,159319.78392907855,-40680.21607092145,0.7965989196453928
2020-12-04,0,-0.5142714278944306,0.0,0.3991,0.0,0.00559,200000,159319.78392907855,-40680.21607092145,0.7965989196453928
2020-12-05,0,0.12911278687308267,0.0,0.4227,0.0,0.00577,200000,159319.78392907855,-40680.21607092145,0.7965989196453928
2020-12-06,0,0.2588532793494268,0.0,0.4134,0.0,0.00561,200000,159319.78392907855,-40680.21607092145,0.7965989196453928
2020-12-07,2,1.7358767014037764,0.0,0.4219,0.0,0.0054,200000,159319.78392907855,-40680.21607092145,0.7965989196453928
2020-12-08,2,1.3976387686419376,0.0,0.3884,0.0,0.005,200000,159319.78392907855,-40680.21607092145,0.7965989196453928
2020-12-09,0,-0.05353093492496737,0.0,0.3882,0.0,0.00529,200000,159319.78392907855,-40680.21607092145,0.7965989196453928
2020-12-10,0,0.10501273658556222,0.0,0.3791,0.0,0.00514,200000,159319.78392907855,-40680.21607092145,0.7965989196453928
2020-12-11,0,0.01617285232006713,0.0,0.3601,0.0,0.0049,200000,159319.78392907855,-40680.21607092145,0.7965989196453928
2020-12-12,0,0.1615566212433801,0.0,0.3838,0.0,0.00519,200000,159319.78392907855,-40680.21607092145,0.7965989196453928
2020-12-13,0,0.6050647677934927,0.0,0.3871,0.0,0.00516,200000,159319.78392907855,-40680.21607092145,0.7965989196453928
2020-12-14,0,0.7928071573763915,0.0,0.4052,0.0,0.00537,200000,159319.78392907855,-40680.21607092145,0.7965989196453928
2020-12-15,0,0.7774572687027598,0.0,0.4001,0.0,0.0053,200000,159319.78392907855,-40680.21607092145,0.7965989196453928
2020-12-16,2,1.4287306144433718,0.0,0.4251,0.0,0.00547,200000,159319.78392907855,-40680.21607092145,0.7965989196453928
2020-12-17,0,-0.487913966883691,0.0,0.4087,0.0,0.00565,200000,159319.78392907855,-40680.21607092145,0.7965989196453928
2020-12-18,-1,-1.0896819488706344,183717.46301784887,0.4336,-13037625.526111174,0.00611,200000,159319.78392907855,-40680.21607092145,0.7965989196453928
2020-12-19,-2,-2.4614560776053858,0.0,0.4338,0.0,0.00638,200000,162803.199328525,-37196.80067147501,0.814015996642625
2020-12-20,-2,-3.804395624293529,0.0,0.4277,0.0,0.00816,200000,162803.199328525,-37196.80067147501,0.814015996642625
2020-12-21,-2,-1.9124216012323854,0.0,0.4005,0.0,0.0066,200000,162803.199328525,-37196.80067147501,0.814015996642625
2020-12-22,-2,-2.946844811825309,0.0,0.3964,0.0,0.00856,200000,162803.199328525,-37196.80067147501,0.814015996642625
2020-12-23,-2,-1.9562514166823015,0.0,0.3529,0.0,0.00686,200000,162803.199328525,-37196.80067147501,0.814015996642625
2020-12-24,-2,-2.2088032034249965,0.0,0.3781,0.0,0.00855,200000,162803.199328525,-37196.80067147501,0.814015996642625
2020-12-25,-2,-1.786304920354361,0.0,0.4034,0.0,0.00885,200000,162803.199328525,-37196.80067147501,0.814015996642625
2020-12-26,-2,-2.0480786782590683,0.0,0.4167,0.0,0.01114,200000,162803.199328525,-37196.80067147501,0.814015996642625
2020-12-27,-2,-2.456948506211778,0.0,0.4014,0.0,0.01775,200000,162803.199328525,-37196.80067147501,0.814015996642625
2020-12-28,-2,-1.5497561472474133,0.0,0.4496,0.0,0.01325,200000,162803.199328525,-37196.80067147501,0.814015996642625
2020-12-29,-2,-1.206109701518149,0.0,0.4673,0.0,0.01248,200000,162803.199328525,-37196.80067147501,0.814015996642625
2020-12-30,-2,-1.433457271148281,0.0,0.4728,0.0,0.01558,200000,162803.199328525,-37196.80067147501,0.814015996642625
2020-12-31,-1,-1.1100034369859895,174494.3186800911,0.4665,-5937388.74283461,0.01371,200000,162803.199328525,-37196.80067147501,0.814015996642625
2021-01-01,-1,-1.0043133721091044,174494.3186800911,0.4497,-5937388.74283461,0.01321,200000,156903.00040328217,-43096.999596717826,0.7845150020164109
2021-01-02,-1,-0.6776125919389863,174494.3186800911,0.434,-5937388.74283461,0.01126,200000,142585.5315514772,-57414.46844852279,0.712927657757386
2021-01-03,0,0.022933318597495863,0.0,0.4864,0.0,0.00982,200000,136234.32017716457,-63765.67982283543,0.6811716008858228
2021-01-04,0,0.4876954423800898,0.0,0.523,0.0,0.00939,200000,136234.32017716457,-63765.67982283543,0.6811716008858228
2021-01-05,0,0.7532135226357216,0.0,0.5472,0.0,0.00948,200000,136234.32017716457,-63765.67982283543,0.6811716008858228
2021-01-06,1,1.0439835083204665,-108935.16726144617,0.6253,6562346.829343187,0.01038,200000,136234.32017716457,-63765.67982283543,0.6811716008858228
2021-01-07,1,1.1467770264977482,-108935.16726144617,0.574,6562346.829343187,0.00956,200000,125264.82169659097,-74735.17830340903,0.6263241084829548
2021-01-08,2,1.3969309027698573,0.0,0.628,0.0,0.01011,200000,138300.27877269316,-61699.72122730684,0.6915013938634658
2021-01-09,2,1.4455341048167034,0.0,0.6849,0.0,0.01067,200000,138300.27877269316,-61699.72122730684,0.6915013938634658
2021-01-10,2,1.400146956912153,0.0,0.6342,0.0,0.00989,200000,138300.27877269316,-61699.72122730684,0.6915013938634658
2021-01-11,2,1.7003605631350134,0.0,0.6058,0.0,0.00852,200000,138300.27877269316,-61699.72122730684,0.6915013938634658
2021-01-12,2,1.3806892070451282,0.0,0.5695,0.0,0.0083,200000,138300.27877269316,-61699.72122730684,0.6915013938634658
2021-01-13,2,1.4282418552793128,0.0,0.6271,0.0,0.00872,200000,138300.27877269316,-61699.72122730684,0.6915013938634658
2021-01-14,1,1.1762554743467377,-114676.84807022651,0.603,8022057.9334508795,0.00862,200000,138300.27877269316,-61699.72122730684,0.6915013938634658
2021-01-15,1,1.1325672411884484,-114676.84807022651,0.6112,8022057.9334508795,0.00858,200000,138919.746609531,-61080.253390469006,0.694598733047655
2021-01-16,1,1.034319360106476,-114676.84807022651,0.66,8022057.9334508795,0.00932,200000,150452.2996661117,-49547.70033388829,0.7522614983305586
2021-01-17,1,0.8849104921624678,-114676.84807022651,0.6625,8022057.9334508795,0.00948,200000,152022.5210556394,-47977.4789443606,0.760112605278197
2021-01-18,2,1.2852406639747462,0.0,0.7455,0.0,0.00961,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-01-19,0,0.9112484173038219,0.0,0.6956,0.0,0.00952,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-01-20,2,1.7409526937492867,0.0,0.8043,0.0,0.00942,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-01-21,0,0.20975755744505914,0.0,0.6985,0.0,0.01033,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-01-22,0,0.37745834569749565,0.0,0.7073,0.0,0.01009,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-01-23,0,0.4551294104232509,0.0,0.7289,0.0,0.01022,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-01-24,0,0.36015761061439266,0.0,0.7598,0.0,0.01067,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-01-25,2,1.9922468704083744,0.0,0.8088,0.0,0.00971,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-01-26,2,2.6712144524611214,0.0,0.8941,0.0,0.00962,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-01-27,2,2.2470378129792197,0.0,0.7986,0.0,0.00858,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-01-28,2,1.2023930814292565,0.0,0.8163,0.0,0.0096,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-01-29,0,0.7199472277648672,0.0,0.8025,0.0,0.00984,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-01-30,-2,-2.0925104991131573,0.0,0.7655,0.0,0.0137,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-01-31,-2,-1.7169969197522563,0.0,0.7202,0.0,0.01258,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-02-01,0,-0.96368403416873,0.0,0.7669,0.0,0.01191,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-02-02,-2,-1.2078663470028295,0.0,0.7886,0.0,0.01296,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-02-03,-2,-1.5962971920686568,0.0,0.8069,0.0,0.01475,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-02-04,-2,-1.585704683733515,0.0,0.7617,0.0,0.01451,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-02-05,-2,-1.2955545563910522,0.0,0.8324,0.0,0.01529,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-02-06,0,-0.8959138129979425,0.0,0.8262,0.0,0.01406,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-02-07,0,-0.6495307879851292,0.0,0.8249,0.0,0.01349,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-02-08,0,-0.952201144730331,0.0,0.8455,0.0,0.0151,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-02-09,0,-0.9845262753616558,0.0,0.9404,0.0,0.01735,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-02-10,0,0.2699794019654342,0.0,1.227,0.0,0.01726,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-02-11,0,-0.338882495742012,0.0,1.3298,0.0,0.02125,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-02-12,0,-0.09016349396966035,0.0,1.4273,0.0,0.02175,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-02-13,0,0.09601818175741735,0.0,1.6156,0.0,0.02378,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-02-14,0,0.18345475873161765,0.0,1.4652,0.0,0.02147,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-02-15,2,1.743930798164842,0.0,1.7707,0.0,0.02043,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-02-16,2,1.7574019540352968,0.0,1.725,0.0,0.02032,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-02-17,2,2.1348061052028267,0.0,1.9668,0.0,0.0217,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-02-18,2,2.357928414968469,0.0,2.2613,0.0,0.02309,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-02-19,2,1.551467842214328,0.0,2.2766,0.0,0.0253,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-02-20,2,1.3344258793949995,0.0,2.0461,0.0,0.02294,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-02-21,0,0.9398099612486145,0.0,2.0416,0.0,0.0241,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-02-22,0,0.9105196500534709,0.0,1.8129,0.0,0.02116,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-02-23,0,0.6164406678733219,0.0,1.4568,0.0,0.01769,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-02-24,0,0.7986599092671357,0.0,1.6695,0.0,0.01935,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-02-25,0,0.8042000345301094,0.0,1.5406,0.0,0.0176,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-02-26,0,0.6154873347999285,0.0,1.4844,0.0,0.01726,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
2021-02-27,-1,-1.1126293339251154,48016.46120338572,1.5276,-3056247.755595501,0.024,200000,146699.89226858405,-53300.10773141595,0.7334994613429202
