date,statusList,zscore,HOTUSDT_position,HOTUSDT_price,IOTAUSDT_position,IOTAUSDT_price,init,total_asset,pnl,return
2020-03-23,-2,-1.3462513911776661,0.0,0.0003273,0.0,0.1432,200000,198772.64224920102,-1227.357750798983,0.9938632112460051
2020-03-24,-1,-1.1107139794170016,297119046.7103154,0.0003345,-687318.9566016633,0.1446,200000,198772.64224920102,-1227.357750798983,0.9938632112460051
2020-03-25,-2,-1.208500054299259,0.0,0.0003198,0.0,0.1409,200000,200597.2120964165,597.2120964165078,1.0029860604820826
2020-03-26,-2,-1.2339330161219404,0.0,0.0003251,0.0,0.1452,200000,200597.2120964165,597.2120964165078,1.0029860604820826
2020-03-27,0,-0.906730840725595,0.0,0.0003112,0.0,0.1359,200000,200597.2120964165,597.2120964165078,1.0029860604820826
2020-03-28,0,-0.8552429148213778,0.0,0.0003188,0.0,0.1394,200000,200597.2120964165,597.2120964165078,1.0029860604820826
2020-03-29,0,-0.40835656042501667,0.0,0.0003091,0.0,0.1315,200000,200597.2120964165,597.2120964165078,1.0029860604820826
2020-03-30,0,-0.4420302536243671,0.0,0.0003298,0.0,0.1413,200000,200597.2120964165,597.2120964165078,1.0029860604820826
2020-03-31,0,-0.17973213990136194,0.0,0.0003378,0.0,0.1434,200000,200597.2120964165,597.2120964165078,1.0029860604820826
2020-04-01,0,-0.9259082219862236,0.0,0.0003331,0.0,0.1471,200000,200597.2120964165,597.2120964165078,1.0029860604820826
2020-04-02,-1,-1.0990193646470627,304027299.3277001,0.0003299,-679529.8512751237,0.1476,200000,200597.2120964165,597.2120964165078,1.0029860604820826
2020-04-03,-1,-1.104690692483493,304027299.3277001,0.0003317,-679529.8512751237,0.1492,200000,202231.70899724658,2231.7089972465765,1.0111585449862328
2020-04-04,-2,-1.3421685205796565,0.0,0.0003292,0.0,0.1499,200000,202372.9498638787,2372.94986387869,1.0118647493193935
2020-04-05,-2,-1.246841015110953,0.0,0.0003285,0.0,0.1486,200000,202372.9498638787,2372.94986387869,1.0118647493193935
2020-04-06,-2,-2.272729200641046,0.0,0.0003525,0.0,0.1661,200000,202372.9498638787,2372.94986387869,1.0118647493193935
2020-04-07,-2,-2.237318895237858,0.0,0.0003431,0.0,0.164,200000,202372.9498638787,2372.94986387869,1.0118647493193935
2020-04-08,-2,-1.9988268034625933,0.0,0.0003585,0.0,0.172,200000,202372.9498638787,2372.94986387869,1.0118647493193935
2020-04-09,-2,-1.4667469809554543,0.0,0.0003647,0.0,0.1725,200000,202372.9498638787,2372.94986387869,1.0118647493193935
2020-04-10,-2,-1.262154710294151,0.0,0.0003415,0.0,0.1611,200000,202372.9498638787,2372.94986387869,1.0118647493193935
2020-04-11,-2,-1.2485854954570659,0.0,0.0003387,0.0,0.1603,200000,202372.9498638787,2372.94986387869,1.0118647493193935
2020-04-12,-2,-1.51486091319863,0.0,0.0003346,0.0,0.1616,200000,202372.9498638787,2372.94986387869,1.0118647493193935
2020-04-13,0,-0.903817903428134,0.0,0.000337,0.0,0.159,200000,202372.9498638787,2372.94986387869,1.0118647493193935
2020-04-14,0,-0.7691735299877704,0.0,0.0003357,0.0,0.158,200000,202372.9498638787,2372.94986387869,1.0118647493193935
2020-04-15,0,0.11652018573343942,0.0,0.0003268,0.0,0.1481,200000,202372.9498638787,2372.94986387869,1.0118647493193935
2020-04-16,0,-0.5308488200908241,0.0,0.0003363,0.0,0.1572,200000,202372.9498638787,2372.94986387869,1.0118647493193935
2020-04-17,0,-0.21563405227726454,0.0,0.0003376,0.0,0.1561,200000,202372.9498638787,2372.94986387869,1.0118647493193935
2020-04-18,0,-0.711155923251989,0.0,0.0003437,0.0,0.1627,200000,202372.9498638787,2372.94986387869,1.0118647493193935
2020-04-19,0,-0.1666473412614425,0.0,0.0003348,0.0,0.1558,200000,202372.9498638787,2372.94986387869,1.0118647493193935
2020-04-20,0,-0.7765297660146112,0.0,0.000312,0.0,0.1482,200000,202372.9498638787,2372.94986387869,1.0118647493193935
2020-04-21,-2,-1.3083268418037877,0.0,0.0003146,0.0,0.1518,200000,202372.9498638787,2372.94986387869,1.0118647493193935
2020-04-22,-2,-1.675668961232463,0.0,0.0003193,0.0,0.156,200000,202372.9498638787,2372.94986387869,1.0118647493193935
2020-04-23,-2,-1.5954449899336396,0.0,0.0003251,0.0,0.159,200000,202372.9498638787,2372.94986387869,1.0118647493193935
2020-04-24,-2,-2.329763440234373,0.0,0.0003333,0.0,0.1677,200000,202372.9498638787,2372.94986387869,1.0118647493193935
2020-04-25,-2,-1.8094740472087896,0.0,0.000341,0.0,0.17,200000,202372.9498638787,2372.94986387869,1.0118647493193935
2020-04-26,-2,-2.2036009117410695,0.0,0.0003455,0.0,0.1764,200000,202372.9498638787,2372.94986387869,1.0118647493193935
2020-04-27,-2,-1.537331882074723,0.0,0.0003457,0.0,0.174,200000,202372.9498638787,2372.94986387869,1.0118647493193935
2020-04-28,-2,-1.5706551522607628,0.0,0.0003426,0.0,0.1738,200000,202372.9498638787,2372.94986387869,1.0118647493193935
2020-04-29,-2,-1.6854690570658737,0.0,0.0003616,0.0,0.1859,200000,202372.9498638787,2372.94986387869,1.0118647493193935
2020-04-30,-1,-1.002807399940292,288280555.3616505,0.000351,-573294.4755350671,0.1765,200000,202372.9498638787,2372.94986387869,1.0118647493193935
2020-05-01,-1,-0.8351827540812652,288280555.3616505,0.0003623,-573294.4755350671,0.1816,200000,208554.3219646942,8554.321964694187,1.042771609823471
2020-05-02,0,2.486726914516092,0.0,0.0004421,0.0,0.1915,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-05-03,2,3.624587395713211,0.0,0.0005045,0.0,0.1827,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-05-04,2,3.312443676811961,0.0,0.0005696,0.0,0.183,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-05-05,2,2.1885009403813944,0.0,0.0005493,0.0,0.1876,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-05-06,2,1.6162688772069418,0.0,0.0004995,0.0,0.1776,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-05-07,2,1.7041848788829617,0.0,0.0005433,0.0,0.1848,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-05-08,0,0.7794686477794158,0.0,0.0005271,0.0,0.2027,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-05-09,0,0.7698147061648204,0.0,0.0005186,0.0,0.1976,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-05-10,0,0.5467620405271266,0.0,0.0004688,0.0,0.1834,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-05-11,0,0.9696739228922299,0.0,0.0004898,0.0,0.1768,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-05-12,0,0.6533107350358505,0.0,0.0004961,0.0,0.1859,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-05-13,0,0.6824151232257774,0.0,0.0005215,0.0,0.1923,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-05-14,0,0.03544253016855068,0.0,0.0005167,0.0,0.2092,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-05-15,0,0.4864595730704664,0.0,0.00053,0.0,0.198,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-05-16,0,0.4879714458546985,0.0,0.0005333,0.0,0.1971,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-05-17,0,0.4066091409203831,0.0,0.000539,0.0,0.1994,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-05-18,0,0.0981234449344343,0.0,0.0005363,0.0,0.2042,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-05-19,0,0.09347095393481192,0.0,0.0005372,0.0,0.2022,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-05-20,0,-0.21525593364363724,0.0,0.0005203,0.0,0.1992,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-05-21,0,0.17035162933171663,0.0,0.0005134,0.0,0.1882,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-05-22,0,-0.45957093207446764,0.0,0.000535,0.0,0.202,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-05-23,0,-0.44208048735451866,0.0,0.0005269,0.0,0.1992,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-05-24,0,0.9614329887614662,0.0,0.0005315,0.0,0.1895,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-05-25,2,1.568073280445374,0.0,0.0005659,0.0,0.1978,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-05-26,2,1.7752612035105917,0.0,0.0005634,0.0,0.1943,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-05-27,2,1.4064905728614858,0.0,0.0005584,0.0,0.1967,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-05-28,0,0.9202989681398323,0.0,0.0005685,0.0,0.2032,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-05-29,0,0.7091804130701415,0.0,0.00056,0.0,0.2012,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-05-30,0,-0.49811590890558693,0.0,0.0005828,0.0,0.2188,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-05-31,2,1.3030096350670406,0.0,0.000627,0.0,0.2197,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-06-01,0,-0.5787088836408472,0.0,0.000628,0.0,0.2364,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-06-02,0,-0.4639559671665505,0.0,0.0006233,0.0,0.2338,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-06-03,-2,-1.3777986879773376,0.0,0.000652,0.0,0.2515,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-06-04,-2,-1.2154879156658671,0.0,0.0006478,0.0,0.2492,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-06-05,0,-0.693100645539763,0.0,0.000638,0.0,0.2411,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-06-06,0,-0.9113394337840043,0.0,0.0006376,0.0,0.2435,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-06-07,-1,-1.0399585059105954,147085529.8641968,0.0006279,-382898.0273703531,0.2412,200000,184710.00840345834,-15289.991596541659,0.9235500420172917
2020-06-08,-1,-0.5964954843789426,147085529.8641968,0.0006394,-382898.0273703531,0.2415,200000,186516.36140510772,-13483.638594892283,0.9325818070255386
2020-06-09,-2,-1.297799358746568,0.0,0.0006348,0.0,0.2469,200000,185877.63700340642,-14122.362996593583,0.9293881850170321
2020-06-10,-2,-1.4478386612514902,0.0,0.0006364,0.0,0.2509,200000,185877.63700340642,-14122.362996593583,0.9293881850170321
2020-06-11,0,-0.8182030483148106,0.0,0.0005783,0.0,0.2222,200000,185877.63700340642,-14122.362996593583,0.9293881850170321
2020-06-12,0,-0.07538058089433723,0.0,0.0006051,0.0,0.2251,200000,185877.63700340642,-14122.362996593583,0.9293881850170321
2020-06-13,0,-0.20615975566507347,0.0,0.00061,0.0,0.2287,200000,185877.63700340642,-14122.362996593583,0.9293881850170321
2020-06-14,0,-0.028283338244810732,0.0,0.0005931,0.0,0.2215,200000,185877.63700340642,-14122.362996593583,0.9293881850170321
2020-06-15,0,0.52086451049078,0.0,0.0005923,0.0,0.218,200000,185877.63700340642,-14122.362996593583,0.9293881850170321
2020-06-16,0,-0.027710952441587285,0.0,0.0005834,0.0,0.2193,200000,185877.63700340642,-14122.362996593583,0.9293881850170321
2020-06-17,0,-0.8591078250250768,0.0,0.0005821,0.0,0.2248,200000,185877.63700340642,-14122.362996593583,0.9293881850170321
2020-06-18,0,-0.9059179953412324,0.0,0.0005773,0.0,0.2237,200000,185877.63700340642,-14122.362996593583,0.9293881850170321
2020-06-19,0,-0.8696354521241398,0.0,0.0005653,0.0,0.2193,200000,185877.63700340642,-14122.362996593583,0.9293881850170321
2020-06-20,0,0.3758666236963567,0.0,0.000576,0.0,0.2178,200000,185877.63700340642,-14122.362996593583,0.9293881850170321
2020-06-21,0,-0.008822208559745793,0.0,0.0005715,0.0,0.2177,200000,185877.63700340642,-14122.362996593583,0.9293881850170321
2020-06-22,-2,-1.8040289284651754,0.0,0.0005875,0.0,0.2323,200000,185877.63700340642,-14122.362996593583,0.9293881850170321
2020-06-23,-2,-1.4080873179330622,0.0,0.0005815,0.0,0.2287,200000,185877.63700340642,-14122.362996593583,0.9293881850170321
2020-06-24,-1,-1.0831589912959438,165224566.22525015,0.0005625,-422257.239898697,0.2201,200000,185877.63700340642,-14122.362996593583,0.9293881850170321
2020-06-25,-1,-1.143944832432295,165224566.22525015,0.0005608,-422257.239898697,0.2203,200000,185681.2066888032,-14318.793311196787,0.9284060334440161
2020-06-26,-1,-0.6491410395223012,165224566.22525015,0.0005526,-422257.239898697,0.215,200000,182088.4018742931,-17911.598125706892,0.9104420093714656
2020-06-27,0,0.19696188691037003,0.0,0.0005318,0.0,0.2031,200000,183771.65810824372,-16228.341891756281,0.9188582905412186
2020-06-28,0,-0.7277736687990077,0.0,0.000535,0.0,0.2088,200000,183771.65810824372,-16228.341891756281,0.9188582905412186
2020-06-29,-2,-1.323240387214568,0.0,0.000542,0.0,0.2148,200000,183771.65810824372,-16228.341891756281,0.9188582905412186
2020-06-30,-2,-3.1316641740930375,0.0,0.0005276,0.0,0.2266,200000,183771.65810824372,-16228.341891756281,0.9188582905412186
2020-07-01,-2,-2.06451954420643,0.0,0.000549,0.0,0.2305,200000,183771.65810824372,-16228.341891756281,0.9188582905412186
2020-07-02,-2,-1.707222533284735,0.0,0.0005484,0.0,0.2292,200000,183771.65810824372,-16228.341891756281,0.9188582905412186
2020-07-03,-2,-1.3114432970100838,0.0,0.0005451,0.0,0.2255,200000,183771.65810824372,-16228.341891756281,0.9188582905412186
2020-07-04,-2,-2.088161523915154,0.0,0.000552,0.0,0.2403,200000,183771.65810824372,-16228.341891756281,0.9188582905412186
2020-07-05,-2,-1.3150232554507684,0.0,0.000558,0.0,0.2353,200000,183771.65810824372,-16228.341891756281,0.9188582905412186
2020-07-06,-2,-1.7370415087110815,0.0,0.0005672,0.0,0.2467,200000,183771.65810824372,-16228.341891756281,0.9188582905412186
2020-07-07,-2,-1.720623959759503,0.0,0.0005556,0.0,0.2447,200000,183771.65810824372,-16228.341891756281,0.9188582905412186
2020-07-08,0,-0.11418490233883927,0.0,0.0006315,0.0,0.2565,200000,183771.65810824372,-16228.341891756281,0.9188582905412186
2020-07-09,2,3.357973444678299,0.0,0.0008031,0.0,0.2548,200000,183771.65810824372,-16228.341891756281,0.9188582905412186
2020-07-10,2,1.8942046625387534,0.0,0.0007321,0.0,0.2507,200000,183771.65810824372,-16228.341891756281,0.9188582905412186
2020-07-11,2,1.5063423036923353,0.0,0.0007172,0.0,0.2499,200000,183771.65810824372,-16228.341891756281,0.9188582905412186
2020-07-12,1,1.0504800321864065,-131265470.07731694,0.0007,365933.21009208227,0.2511,200000,183771.65810824372,-16228.341891756281,0.9188582905412186
2020-07-13,1,1.1770948503097045,-131265470.07731694,0.000708,365933.21009208227,0.249,200000,184053.3221276689,-15946.677872331114,0.9202666106383445
2020-07-14,2,1.2404845916846106,0.0,0.0007188,0.0,0.2488,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-07-15,0,0.7582775963240282,0.0,0.0006824,0.0,0.2453,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-07-16,2,1.572815578493571,0.0,0.000735,0.0,0.2413,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-07-17,2,1.2461808681055309,0.0,0.0007209,0.0,0.2411,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-07-18,0,0.972252679379784,0.0,0.0007007,0.0,0.2386,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-07-19,0,0.8637715618476078,0.0,0.0007258,0.0,0.2478,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-07-20,0,0.47070706090955994,0.0,0.0007081,0.0,0.2501,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-07-21,0,0.4498109775373572,0.0,0.0007553,0.0,0.2655,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-07-22,0,0.13310060496993495,0.0,0.0007726,0.0,0.2787,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-07-23,0,0.18677910865370945,0.0,0.0007841,0.0,0.2796,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-07-24,0,0.4406944138682882,0.0,0.0007721,0.0,0.267,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-07-25,0,-0.14651209794068726,0.0,0.0007637,0.0,0.2755,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-07-26,0,-0.22542798850974125,0.0,0.0007493,0.0,0.2689,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-07-27,-2,-1.371687437541499,0.0,0.0007187,0.0,0.271,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-07-28,0,-0.273804932204832,0.0,0.000769,0.0,0.2711,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-07-29,-2,-2.006436883206399,0.0,0.0007538,0.0,0.2854,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-07-30,-2,-2.4053698529135423,0.0,0.0007611,0.0,0.3001,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-07-31,-2,-1.9681329676696406,0.0,0.0007611,0.0,0.2993,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
2020-08-01,-2,-1.5017535823370918,0.0,0.000811,0.0,0.3142,200000,187081.09532890905,-12918.904671090946,0.9354054766445452
